date_time,Penola_maxtempC,Penola_mintempC,Penola_totalSnow_cm,Penola_sunHour,Penola_uvIndex,Penola_uvIndex,Penola_moon_illumination,Penola_moonrise,Penola_moonset,Penola_sunrise,Penola_sunset,Penola_DewPointC,Penola_FeelsLikeC,Penola_HeatIndexC,Penola_WindChillC,Penola_WindGustKmph,Penola_cloudcover,Penola_humidity,Penola_precipMM,Penola_pressure,Penola_tempC,Penola_visibility,Penola_winddirDegree,Penola_windspeedKmph
2020-02-14 12:00:00,29,19,0.0,9.8,6,6,53,10:27 PM,10:54 AM,05:35 AM,07:06 PM,18,30,30,29,21,75,50,0.8,1006,29,9,264,17
2020-02-14 15:00:00,29,19,0.0,9.8,6,6,53,10:27 PM,10:54 AM,05:35 AM,07:06 PM,16,26,26,25,31,80,58,0.9,1005,25,9,240,24
2020-02-14 18:00:00,29,19,0.0,9.8,6,1,53,10:27 PM,10:54 AM,05:35 AM,07:06 PM,16,21,21,21,25,96,76,0.0,1008,21,10,208,19
2020-02-14 21:00:00,29,19,0.0,9.8,6,1,53,10:27 PM,10:54 AM,05:35 AM,07:06 PM,16,19,19,19,23,94,84,0.1,1009,19,10,200,16
2020-02-15 00:00:00,22,15,0.0,9.7,4,1,45,11:02 PM,12:03 PM,05:36 AM,07:05 PM,16,18,18,18,21,97,85,0.1,1010,18,10,200,15
2020-02-15 03:00:00,22,15,0.0,9.7,4,1,45,11:02 PM,12:03 PM,05:36 AM,07:05 PM,15,18,18,18,23,100,87,0.2,1009,18,2,194,17
2020-02-15 06:00:00,22,15,0.0,9.7,4,1,45,11:02 PM,12:03 PM,05:36 AM,07:05 PM,15,17,17,17,23,100,84,0.0,1012,17,10,188,17
2020-02-15 09:00:00,22,15,0.0,9.7,4,4,45,11:02 PM,12:03 PM,05:36 AM,07:05 PM,14,18,18,18,24,100,81,0.0,1013,18,10,178,18
2020-02-15 12:00:00,22,15,0.0,9.7,4,5,45,11:02 PM,12:03 PM,05:36 AM,07:05 PM,13,21,21,21,24,78,62,0.0,1014,21,10,168,21
2020-02-15 15:00:00,22,15,0.0,9.7,4,6,45,11:02 PM,12:03 PM,05:36 AM,07:05 PM,13,22,25,22,26,59,58,0.0,1013,22,10,180,23
2020-02-15 18:00:00,22,15,0.0,9.7,4,1,45,11:02 PM,12:03 PM,05:36 AM,07:05 PM,12,18,18,18,25,81,71,0.0,1015,18,10,172,18
2020-02-15 21:00:00,22,15,0.0,9.7,4,1,45,11:02 PM,12:03 PM,05:36 AM,07:05 PM,11,14,15,14,21,83,78,0.0,1016,15,10,162,14
2020-02-16 00:00:00,25,13,0.0,13.3,5,1,38,11:41 PM,01:11 PM,05:37 AM,07:04 PM,11,16,16,16,19,82,73,0.0,1016,16,10,152,14
2020-02-16 03:00:00,25,13,0.0,13.3,5,1,38,11:41 PM,01:11 PM,05:37 AM,07:04 PM,10,12,13,12,19,34,84,0.0,1014,13,10,165,11
2020-02-16 06:00:00,25,13,0.0,13.3,5,1,38,11:41 PM,01:11 PM,05:37 AM,07:04 PM,10,12,13,12,16,30,85,0.0,1015,13,10,160,11
2020-02-16 09:00:00,25,13,0.0,13.3,5,5,38,11:41 PM,01:11 PM,05:37 AM,07:04 PM,10,19,19,19,12,28,56,0.0,1015,19,10,155,10
2020-02-16 12:00:00,25,13,0.0,13.3,5,6,38,11:41 PM,01:11 PM,05:37 AM,07:04 PM,13,26,26,25,13,42,48,0.0,1013,25,10,153,12
2020-02-16 15:00:00,25,13,0.0,13.3,5,5,38,11:41 PM,01:11 PM,05:37 AM,07:04 PM,14,25,25,24,17,77,53,0.0,1012,24,10,159,15
2020-02-16 18:00:00,25,13,0.0,13.3,5,1,38,11:41 PM,01:11 PM,05:37 AM,07:04 PM,15,21,24,21,21,2,67,0.0,1013,21,10,176,14
2020-02-16 21:00:00,25,13,0.0,13.3,5,1,38,11:41 PM,01:11 PM,05:37 AM,07:04 PM,15,17,17,17,19,6,91,0.0,1013,17,10,177,10
2020-02-17 00:00:00,29,14,0.0,13.7,6,1,30,No moonrise,02:16 PM,05:38 AM,07:03 PM,14,15,15,15,15,6,93,0.0,1013,15,10,149,8
2020-02-17 03:00:00,29,14,0.0,13.7,6,1,30,No moonrise,02:16 PM,05:38 AM,07:03 PM,14,14,14,14,14,6,95,0.0,1011,14,2,131,6
2020-02-17 06:00:00,29,14,0.0,13.7,6,1,30,No moonrise,02:16 PM,05:38 AM,07:03 PM,13,15,15,15,8,7,89,0.0,1012,15,10,165,4
2020-02-17 09:00:00,29,14,0.0,13.7,6,6,30,No moonrise,02:16 PM,05:38 AM,07:03 PM,13,26,26,25,7,3,49,0.0,1012,25,10,232,6
2020-02-17 12:00:00,29,14,0.0,13.7,6,7,30,No moonrise,02:16 PM,05:38 AM,07:03 PM,9,28,28,29,14,4,29,0.0,1011,29,10,255,12
2020-02-17 15:00:00,29,14,0.0,13.7,6,7,30,No moonrise,02:16 PM,05:38 AM,07:03 PM,11,28,28,29,21,12,32,0.0,1009,29,10,237,18
2020-02-17 18:00:00,29,14,0.0,13.7,6,1,30,No moonrise,02:16 PM,05:38 AM,07:03 PM,13,30,30,27,20,11,53,0.0,1010,27,10,220,14
2020-02-17 21:00:00,29,14,0.0,13.7,6,1,30,No moonrise,02:16 PM,05:38 AM,07:03 PM,14,27,27,25,15,16,82,0.0,1010,25,10,189,9
2020-02-18 00:00:00,21,14,0.0,8.5,4,1,22,12:23 AM,03:18 PM,05:39 AM,07:02 PM,14,16,16,16,8,72,87,0.1,1009,16,10,184,6
2020-02-18 03:00:00,21,14,0.0,8.5,4,1,22,12:23 AM,03:18 PM,05:39 AM,07:02 PM,15,16,16,16,9,58,90,0.2,1007,16,10,219,6
2020-02-18 06:00:00,21,14,0.0,8.5,4,1,22,12:23 AM,03:18 PM,05:39 AM,07:02 PM,14,17,17,17,13,90,86,0.0,1008,17,10,245,10
2020-02-18 09:00:00,21,14,0.0,8.5,4,5,22,12:23 AM,03:18 PM,05:39 AM,07:02 PM,12,21,24,21,20,82,55,0.2,1008,21,9,248,17
2020-02-18 12:00:00,21,14,0.0,8.5,4,5,22,12:23 AM,03:18 PM,05:39 AM,07:02 PM,12,21,24,21,36,74,55,1.2,1008,21,10,234,27
2020-02-18 15:00:00,21,14,0.0,8.5,4,4,22,12:23 AM,03:18 PM,05:39 AM,07:02 PM,12,18,18,18,44,100,67,2.0,1009,18,10,224,30
2020-02-18 18:00:00,21,14,0.0,8.5,4,1,22,12:23 AM,03:18 PM,05:39 AM,07:02 PM,12,16,16,16,38,100,76,0.5,1012,16,10,219,26
2020-02-18 21:00:00,21,14,0.0,8.5,4,1,22,12:23 AM,03:18 PM,05:39 AM,07:02 PM,11,13,14,13,23,75,82,0.6,1013,14,10,197,14
2020-02-19 00:00:00,20,11,0.0,12.1,4,1,15,01:11 AM,04:15 PM,05:40 AM,07:00 PM,11,13,14,13,21,89,79,0.0,1014,14,10,197,13
2020-02-19 03:00:00,20,11,0.0,12.1,4,1,15,01:11 AM,04:15 PM,05:40 AM,07:00 PM,11,12,13,12,18,84,90,0.1,1013,13,10,219,10
2020-02-19 06:00:00,20,11,0.0,12.1,4,1,15,01:11 AM,04:15 PM,05:40 AM,07:00 PM,11,13,14,13,24,61,81,0.2,1015,14,10,205,17
2020-02-19 09:00:00,20,11,0.0,12.1,4,5,15,01:11 AM,04:15 PM,05:40 AM,07:00 PM,10,18,18,18,22,62,57,0.0,1016,18,10,200,19
2020-02-19 12:00:00,20,11,0.0,12.1,4,5,15,01:11 AM,04:15 PM,05:40 AM,07:00 PM,9,20,20,20,25,52,48,0.1,1017,20,10,198,22
2020-02-19 15:00:00,20,11,0.0,12.1,4,5,15,01:11 AM,04:15 PM,05:40 AM,07:00 PM,8,19,19,19,24,2,48,0.0,1015,19,10,191,21
2020-02-19 18:00:00,20,11,0.0,12.1,4,1,15,01:11 AM,04:15 PM,05:40 AM,07:00 PM,8,15,15,15,24,1,60,0.0,1016,15,10,181,18
2020-02-19 21:00:00,20,11,0.0,12.1,4,1,15,01:11 AM,04:15 PM,05:40 AM,07:00 PM,8,10,11,10,14,36,83,0.0,1017,11,10,176,8
2020-02-20 00:00:00,22,10,0.0,12.0,5,1,7,02:04 AM,05:05 PM,05:42 AM,06:59 PM,8,9,10,9,13,48,89,0.0,1018,10,10,193,7
2020-02-20 03:00:00,22,10,0.0,12.0,5,1,7,02:04 AM,05:05 PM,05:42 AM,06:59 PM,8,12,12,12,13,71,75,0.0,1016,12,10,179,9
2020-02-20 06:00:00,22,10,0.0,12.0,5,1,7,02:04 AM,05:05 PM,05:42 AM,06:59 PM,8,13,14,13,15,90,69,0.0,1018,14,10,180,11
2020-02-20 09:00:00,22,10,0.0,12.0,5,4,7,02:04 AM,05:05 PM,05:42 AM,06:59 PM,8,16,16,16,14,90,59,0.0,1019,16,10,181,13
2020-02-20 12:00:00,22,10,0.0,12.0,5,6,7,02:04 AM,05:05 PM,05:42 AM,06:59 PM,8,21,21,21,14,32,43,0.0,1017,21,10,181,13
2020-02-20 15:00:00,22,10,0.0,12.0,5,6,7,02:04 AM,05:05 PM,05:42 AM,06:59 PM,8,22,24,22,19,44,42,0.0,1016,22,10,188,17
2020-02-20 18:00:00,22,10,0.0,12.0,5,1,7,02:04 AM,05:05 PM,05:42 AM,06:59 PM,8,18,22,18,27,15,61,0.0,1018,18,10,185,19
2020-02-20 21:00:00,22,10,0.0,12.0,5,1,7,02:04 AM,05:05 PM,05:42 AM,06:59 PM,8,14,18,14,17,24,75,0.0,1020,14,10,179,10
2020-02-21 00:00:00,22,10,0.0,13.2,5,1,0,03:00 AM,05:50 PM,05:43 AM,06:58 PM,9,10,11,10,15,14,88,0.0,1020,11,10,179,8
2020-02-21 03:00:00,22,10,0.0,13.2,5,1,0,03:00 AM,05:50 PM,05:43 AM,06:58 PM,9,10,10,10,12,13,94,0.0,1019,10,2,181,6
2020-02-21 06:00:00,22,10,0.0,13.2,5,1,0,03:00 AM,05:50 PM,05:43 AM,06:58 PM,10,11,11,11,9,45,91,0.0,1020,11,10,184,5
2020-02-21 09:00:00,22,10,0.0,13.2,5,4,0,03:00 AM,05:50 PM,05:43 AM,06:58 PM,9,18,18,18,14,83,57,0.0,1021,18,10,159,12
2020-02-21 12:00:00,22,10,0.0,13.2,5,6,0,03:00 AM,05:50 PM,05:43 AM,06:58 PM,8,22,24,22,19,31,41,0.0,1021,22,10,169,16
2020-02-21 15:00:00,22,10,0.0,13.2,5,6,0,03:00 AM,05:50 PM,05:43 AM,06:58 PM,8,22,24,22,20,3,41,0.0,1020,22,10,174,17
2020-02-21 18:00:00,22,10,0.0,13.2,5,1,0,03:00 AM,05:50 PM,05:43 AM,06:58 PM,7,19,22,19,28,0,55,0.0,1022,19,10,176,20
2020-02-21 21:00:00,22,10,0.0,13.2,5,1,0,03:00 AM,05:50 PM,05:43 AM,06:58 PM,8,17,19,17,23,0,73,0.0,1023,17,10,140,14
2020-02-22 00:00:00,25,9,0.0,13.1,5,1,0,03:58 AM,06:28 PM,05:44 AM,06:57 PM,7,9,10,9,19,0,81,0.0,1024,10,10,144,10
2020-02-22 03:00:00,25,9,0.0,13.1,5,1,0,03:58 AM,06:28 PM,05:44 AM,06:57 PM,8,8,9,8,18,2,88,0.0,1023,9,10,145,10
2020-02-22 06:00:00,25,9,0.0,13.1,5,1,0,03:58 AM,06:28 PM,05:44 AM,06:57 PM,8,9,10,9,17,10,88,0.0,1023,10,10,142,10
2020-02-22 09:00:00,25,9,0.0,13.1,5,5,0,03:58 AM,06:28 PM,05:44 AM,06:57 PM,7,18,18,18,16,0,49,0.0,1024,18,10,129,14
2020-02-22 12:00:00,25,9,0.0,13.1,5,6,0,03:58 AM,06:28 PM,05:44 AM,06:57 PM,5,24,24,23,13,0,32,0.0,1022,23,10,141,12
2020-02-22 15:00:00,25,9,0.0,13.1,5,7,0,03:58 AM,06:28 PM,05:44 AM,06:57 PM,6,25,25,25,13,0,29,0.0,1020,25,10,147,11
2020-02-22 18:00:00,25,9,0.0,13.1,5,1,0,03:58 AM,06:28 PM,05:44 AM,06:57 PM,10,24,24,22,28,0,54,0.0,1020,22,10,169,18
2020-02-22 21:00:00,25,9,0.0,13.1,5,1,0,03:58 AM,06:28 PM,05:44 AM,06:57 PM,9,19,21,19,26,0,74,0.0,1021,19,10,137,16
2020-02-23 00:00:00,29,11,0.0,13.1,6,1,0,04:57 AM,07:02 PM,05:45 AM,06:55 PM,9,11,12,11,20,0,81,0.0,1020,12,10,136,12
2020-02-23 03:00:00,29,11,0.0,13.1,6,1,0,04:57 AM,07:02 PM,05:45 AM,06:55 PM,9,10,11,10,17,0,91,0.0,1019,11,10,115,8
2020-02-23 06:00:00,29,11,0.0,13.1,6,1,0,04:57 AM,07:02 PM,05:45 AM,06:55 PM,9,12,13,12,13,0,80,0.0,1019,13,10,78,6
2020-02-23 09:00:00,29,11,0.0,13.1,6,6,0,04:57 AM,07:02 PM,05:45 AM,06:55 PM,8,25,25,24,12,0,36,0.0,1019,24,10,359,10
2020-02-23 12:00:00,29,11,0.0,13.1,6,7,0,04:57 AM,07:02 PM,05:45 AM,06:55 PM,3,27,27,29,15,0,19,0.0,1017,29,10,306,13
2020-02-23 15:00:00,29,11,0.0,13.1,6,7,0,04:57 AM,07:02 PM,05:45 AM,06:55 PM,5,27,27,29,25,0,21,0.0,1015,29,10,243,22
2020-02-23 18:00:00,29,11,0.0,13.1,6,1,0,04:57 AM,07:02 PM,05:45 AM,06:55 PM,7,28,28,25,23,0,38,0.0,1017,25,10,205,14
2020-02-23 21:00:00,29,11,0.0,13.1,6,1,0,04:57 AM,07:02 PM,05:45 AM,06:55 PM,12,21,23,21,26,11,79,0.0,1019,21,10,151,15
2020-02-24 00:00:00,30,15,0.0,13.1,6,1,0,05:55 AM,07:32 PM,05:46 AM,06:54 PM,13,14,15,14,21,19,87,0.0,1018,15,10,115,13
2020-02-24 03:00:00,30,15,0.0,13.1,6,1,0,05:55 AM,07:32 PM,05:46 AM,06:54 PM,12,14,15,14,17,48,84,0.0,1017,15,10,100,9
2020-02-24 06:00:00,30,15,0.0,13.1,6,1,0,05:55 AM,07:32 PM,05:46 AM,06:54 PM,11,16,16,16,17,2,74,0.0,1018,16,10,181,10
2020-02-24 09:00:00,30,15,0.0,13.1,6,6,0,05:55 AM,07:32 PM,05:46 AM,06:54 PM,10,24,24,22,10,6,46,0.0,1018,22,10,108,9
2020-02-24 12:00:00,30,15,0.0,13.1,6,7,0,05:55 AM,07:32 PM,05:46 AM,06:54 PM,11,26,26,26,5,9,39,0.0,1017,26,10,339,4
2020-02-24 15:00:00,30,15,0.0,13.1,6,7,0,05:55 AM,07:32 PM,05:46 AM,06:54 PM,9,28,28,30,13,5,27,0.0,1014,30,10,207,11
2020-02-24 18:00:00,30,15,0.0,13.1,6,1,0,05:55 AM,07:32 PM,05:46 AM,06:54 PM,13,25,25,24,25,13,50,0.0,1015,24,10,162,17
2020-02-24 21:00:00,30,15,0.0,13.1,6,1,0,05:55 AM,07:32 PM,05:46 AM,06:54 PM,12,19,19,19,20,12,67,0.0,1015,19,10,153,11
2020-02-25 00:00:00,28,15,0.0,13.1,6,1,8,06:52 AM,07:59 PM,05:47 AM,06:53 PM,13,17,17,17,18,20,82,0.0,1014,17,10,166,10
2020-02-25 03:00:00,28,15,0.0,13.1,6,1,8,06:52 AM,07:59 PM,05:47 AM,06:53 PM,14,15,15,15,17,21,91,0.0,1012,15,10,155,9
2020-02-25 06:00:00,28,15,0.0,13.1,6,1,8,06:52 AM,07:59 PM,05:47 AM,06:53 PM,14,15,15,15,14,37,92,0.0,1013,15,10,190,8
2020-02-25 09:00:00,28,15,0.0,13.1,6,6,8,06:52 AM,07:59 PM,05:47 AM,06:53 PM,13,25,25,23,13,11,52,0.0,1013,23,10,211,12
2020-02-25 12:00:00,28,15,0.0,13.1,6,7,8,06:52 AM,07:59 PM,05:47 AM,06:53 PM,9,27,27,28,21,6,30,0.0,1012,28,10,243,18
2020-02-25 15:00:00,28,15,0.0,13.1,6,7,8,06:52 AM,07:59 PM,05:47 AM,06:53 PM,8,25,25,25,22,0,34,0.0,1010,25,10,239,19
2020-02-25 18:00:00,28,15,0.0,13.1,6,1,8,06:52 AM,07:59 PM,05:47 AM,06:53 PM,11,24,24,22,27,0,60,0.0,1011,22,10,236,19
2020-02-25 21:00:00,28,15,0.0,13.1,6,1,8,06:52 AM,07:59 PM,05:47 AM,06:53 PM,13,19,21,19,17,61,93,0.0,1011,19,10,269,9
2020-02-26 00:00:00,19,10,0.0,13.0,5,1,15,07:49 AM,08:24 PM,05:48 AM,06:51 PM,12,13,13,13,18,23,90,0.0,1011,13,10,280,10
2020-02-26 03:00:00,19,10,0.0,13.0,5,1,15,07:49 AM,08:24 PM,05:48 AM,06:51 PM,11,15,15,15,24,77,74,0.0,1009,15,10,268,16
2020-02-26 06:00:00,19,10,0.0,13.0,5,1,15,07:49 AM,08:24 PM,05:48 AM,06:51 PM,11,13,14,13,30,100,79,0.8,1011,14,9,207,20
2020-02-26 09:00:00,19,10,0.0,13.0,5,5,15,07:49 AM,08:24 PM,05:48 AM,06:51 PM,6,17,17,17,25,54,47,0.0,1013,17,10,205,22
2020-02-26 12:00:00,19,10,0.0,13.0,5,5,15,07:49 AM,08:24 PM,05:48 AM,06:51 PM,3,19,19,19,25,3,33,0.0,1014,19,10,208,22
2020-02-26 15:00:00,19,10,0.0,13.0,5,5,15,07:49 AM,08:24 PM,05:48 AM,06:51 PM,3,19,19,19,24,0,34,0.0,1013,19,10,205,21
2020-02-26 18:00:00,19,10,0.0,13.0,5,1,15,07:49 AM,08:24 PM,05:48 AM,06:51 PM,4,13,14,13,24,0,49,0.0,1015,14,10,201,17
2020-02-26 21:00:00,19,10,0.0,13.0,5,1,15,07:49 AM,08:24 PM,05:48 AM,06:51 PM,4,9,10,9,16,0,66,0.0,1017,10,10,213,8
2020-02-27 00:00:00,18,9,0.0,10.7,5,1,23,08:45 AM,08:50 PM,05:49 AM,06:50 PM,4,9,9,9,12,7,72,0.0,1016,9,10,255,6
2020-02-27 03:00:00,18,9,0.0,10.7,5,1,23,08:45 AM,08:50 PM,05:49 AM,06:50 PM,4,8,9,8,15,0,73,0.0,1015,9,10,274,7
2020-02-27 06:00:00,18,9,0.0,10.7,5,1,23,08:45 AM,08:50 PM,05:49 AM,06:50 PM,5,10,11,10,15,39,67,0.0,1016,11,10,290,9
2020-02-27 09:00:00,18,9,0.0,10.7,5,5,23,08:45 AM,08:50 PM,05:49 AM,06:50 PM,7,17,17,17,21,35,51,0.0,1015,17,10,255,18
2020-02-27 12:00:00,18,9,0.0,10.7,5,4,23,08:45 AM,08:50 PM,05:49 AM,06:50 PM,9,17,17,17,23,94,59,0.0,1014,17,10,267,19
2020-02-27 15:00:00,18,9,0.0,10.7,5,4,23,08:45 AM,08:50 PM,05:49 AM,06:50 PM,10,18,18,18,26,93,59,0.0,1012,18,10,259,21
2020-02-27 18:00:00,18,9,0.0,10.7,5,1,23,08:45 AM,08:50 PM,05:49 AM,06:50 PM,10,16,16,16,28,77,67,0.0,1013,16,10,250,19
2020-02-27 21:00:00,18,9,0.0,10.7,5,1,23,08:45 AM,08:50 PM,05:49 AM,06:50 PM,11,14,15,14,20,86,81,0.1,1014,15,10,245,12
2020-02-28 00:00:00,20,13,0.0,10.7,4,1,30,09:41 AM,09:17 PM,05:50 AM,06:49 PM,11,14,15,14,16,80,78,0.1,1014,15,10,239,11
2020-02-28 03:00:00,20,13,0.0,10.7,4,1,30,09:41 AM,09:17 PM,05:50 AM,06:49 PM,10,13,14,13,17,71,77,0.1,1014,14,10,234,11
2020-02-28 06:00:00,20,13,0.0,10.7,4,1,30,09:41 AM,09:17 PM,05:50 AM,06:49 PM,10,14,14,14,12,92,78,0.1,1016,14,10,228,8
2020-02-28 09:00:00,20,13,0.0,10.7,4,4,30,09:41 AM,09:17 PM,05:50 AM,06:49 PM,9,18,18,18,13,96,57,0.2,1017,18,10,206,11
2020-02-28 12:00:00,20,13,0.0,10.7,4,4,30,09:41 AM,09:17 PM,05:50 AM,06:49 PM,9,20,20,20,13,97,50,0.0,1017,20,10,230,11
2020-02-28 15:00:00,20,13,0.0,10.7,4,6,30,09:41 AM,09:17 PM,05:50 AM,06:49 PM,10,20,20,20,15,56,50,0.0,1015,20,10,225,13
2020-02-28 18:00:00,20,13,0.0,10.7,4,1,30,09:41 AM,09:17 PM,05:50 AM,06:49 PM,10,17,17,17,22,37,63,0.0,1017,17,10,219,15
2020-02-28 21:00:00,20,13,0.0,10.7,4,1,30,09:41 AM,09:17 PM,05:50 AM,06:49 PM,11,13,13,13,13,14,87,0.0,1017,13,10,219,6
2020-02-29 00:00:00,25,12,0.0,13.0,6,1,38,10:37 AM,09:45 PM,05:51 AM,06:47 PM,11,12,12,12,10,16,94,0.0,1017,12,10,218,5
2020-02-29 03:00:00,25,12,0.0,13.0,6,1,38,10:37 AM,09:45 PM,05:51 AM,06:47 PM,11,12,12,12,5,29,95,0.0,1017,12,2,294,3
2020-02-29 06:00:00,25,12,0.0,13.0,6,1,38,10:37 AM,09:45 PM,05:51 AM,06:47 PM,11,13,12,13,6,32,94,0.0,1017,12,2,321,3
2020-02-29 09:00:00,25,12,0.0,13.0,6,4,38,10:37 AM,09:45 PM,05:51 AM,06:47 PM,11,19,19,19,8,84,57,0.0,1017,19,10,309,7
2020-02-29 12:00:00,25,12,0.0,13.0,6,6,38,10:37 AM,09:45 PM,05:51 AM,06:47 PM,10,25,25,23,12,5,46,0.0,1015,23,10,264,10
2020-02-29 15:00:00,25,12,0.0,13.0,6,7,38,10:37 AM,09:45 PM,05:51 AM,06:47 PM,10,25,25,25,14,8,39,0.0,1013,25,10,229,12
2020-02-29 18:00:00,25,12,0.0,13.0,6,1,38,10:37 AM,09:45 PM,05:51 AM,06:47 PM,11,24,24,22,21,3,58,0.0,1013,22,10,212,13
2020-02-29 21:00:00,25,12,0.0,13.0,6,1,38,10:37 AM,09:45 PM,05:51 AM,06:47 PM,11,18,21,18,16,19,81,0.0,1013,18,10,155,9
2020-03-01 00:00:00,25,13,0.0,11.9,6,1,44,11:35 AM,10:16 PM,05:52 AM,06:46 PM,12,13,13,13,14,18,89,0.0,1011,13,10,109,7
2020-03-01 03:00:00,25,13,0.0,11.9,6,1,44,11:35 AM,10:16 PM,05:52 AM,06:46 PM,11,14,14,14,14,6,85,0.0,1009,14,10,35,7
2020-03-01 06:00:00,25,13,0.0,11.9,6,1,44,11:35 AM,10:16 PM,05:52 AM,06:46 PM,11,15,15,15,19,32,74,0.0,1007,15,10,15,10
2020-03-01 09:00:00,25,13,0.0,11.9,6,6,44,11:35 AM,10:16 PM,05:52 AM,06:46 PM,10,24,24,23,21,12,42,0.0,1007,23,10,331,18
2020-03-01 12:00:00,25,13,0.0,11.9,6,6,44,11:35 AM,10:16 PM,05:52 AM,06:46 PM,11,25,25,25,24,45,41,0.0,1006,25,10,284,21
2020-03-01 15:00:00,25,13,0.0,11.9,6,4,44,11:35 AM,10:16 PM,05:52 AM,06:46 PM,12,19,19,19,23,72,63,0.3,1005,19,5,307,15
2020-03-01 18:00:00,25,13,0.0,11.9,6,1,44,11:35 AM,10:16 PM,05:52 AM,06:46 PM,12,19,19,19,34,100,62,0.1,1008,19,10,271,24
2020-03-01 21:00:00,25,13,0.0,11.9,6,1,44,11:35 AM,10:16 PM,05:52 AM,06:46 PM,14,14,15,14,21,100,91,2.6,1010,15,7,236,14
2020-03-02 00:00:00,19,10,0.0,12.9,4,1,51,12:34 PM,10:51 PM,05:53 AM,06:44 PM,11,12,14,12,30,95,83,0.0,1012,14,10,190,21
2020-03-02 03:00:00,19,10,0.0,12.9,4,1,51,12:34 PM,10:51 PM,05:53 AM,06:44 PM,8,9,11,9,27,9,82,0.0,1014,11,10,181,16
2020-03-02 06:00:00,19,10,0.0,12.9,4,1,51,12:34 PM,10:51 PM,05:53 AM,06:44 PM,6,8,10,8,25,10,78,0.0,1016,10,10,175,15
2020-03-02 09:00:00,19,10,0.0,12.9,4,5,51,12:34 PM,10:51 PM,05:53 AM,06:44 PM,5,15,15,15,19,9,49,0.0,1018,15,10,157,17
2020-03-02 12:00:00,19,10,0.0,12.9,4,5,51,12:34 PM,10:51 PM,05:53 AM,06:44 PM,4,19,19,19,17,0,37,0.0,1019,19,10,176,15
2020-03-02 15:00:00,19,10,0.0,12.9,4,5,51,12:34 PM,10:51 PM,05:53 AM,06:44 PM,4,19,19,19,27,0,39,0.0,1018,19,10,177,23
2020-03-02 18:00:00,19,10,0.0,12.9,4,1,51,12:34 PM,10:51 PM,05:53 AM,06:44 PM,6,12,14,12,28,0,58,0.0,1020,14,10,173,19
2020-03-02 21:00:00,19,10,0.0,12.9,4,1,51,12:34 PM,10:51 PM,05:53 AM,06:44 PM,6,9,11,9,24,3,74,0.0,1021,11,10,159,14
2020-03-03 00:00:00,24,10,0.0,12.9,5,1,58,01:35 PM,11:33 PM,05:54 AM,06:43 PM,7,10,10,10,9,47,80,0.0,1021,10,10,157,5
2020-03-03 03:00:00,24,10,0.0,12.9,5,1,58,01:35 PM,11:33 PM,05:54 AM,06:43 PM,7,9,10,9,10,59,85,0.0,1021,10,10,141,5
2020-03-03 06:00:00,24,10,0.0,12.9,5,1,58,01:35 PM,11:33 PM,05:54 AM,06:43 PM,8,10,11,10,18,65,78,0.0,1021,11,10,153,10
2020-03-03 09:00:00,24,10,0.0,12.9,5,5,58,01:35 PM,11:33 PM,05:54 AM,06:43 PM,7,17,17,17,19,6,53,0.0,1021,17,10,151,16
2020-03-03 12:00:00,24,10,0.0,12.9,5,6,58,01:35 PM,11:33 PM,05:54 AM,06:43 PM,7,24,24,23,19,12,37,0.0,1019,23,10,147,17
2020-03-03 15:00:00,24,10,0.0,12.9,5,6,58,01:35 PM,11:33 PM,05:54 AM,06:43 PM,8,24,24,24,18,33,35,0.0,1017,24,10,147,16
2020-03-03 18:00:00,24,10,0.0,12.9,5,1,58,01:35 PM,11:33 PM,05:54 AM,06:43 PM,9,22,25,22,27,18,54,0.0,1018,22,10,139,18
2020-03-03 21:00:00,24,10,0.0,12.9,5,1,58,01:35 PM,11:33 PM,05:54 AM,06:43 PM,9,18,22,18,26,46,76,0.0,1019,18,10,139,18
2020-03-04 00:00:00,25,11,0.0,12.9,6,1,65,02:35 PM,No moonset,05:55 AM,06:41 PM,9,11,12,11,23,16,80,0.0,1018,12,10,143,15
2020-03-04 03:00:00,25,11,0.0,12.9,6,1,65,02:35 PM,No moonset,05:55 AM,06:41 PM,8,11,12,11,20,20,77,0.0,1016,12,10,125,14
2020-03-04 06:00:00,25,11,0.0,12.9,6,1,65,02:35 PM,No moonset,05:55 AM,06:41 PM,8,9,11,9,25,48,83,0.0,1016,11,10,134,16
2020-03-04 09:00:00,25,11,0.0,12.9,6,5,65,02:35 PM,No moonset,05:55 AM,06:41 PM,8,19,19,19,9,46,49,0.0,1015,19,10,117,8
2020-03-04 12:00:00,25,11,0.0,12.9,6,7,65,02:35 PM,No moonset,05:55 AM,06:41 PM,8,25,25,25,4,21,33,0.0,1012,25,10,193,3
2020-03-04 15:00:00,25,11,0.0,12.9,6,6,65,02:35 PM,No moonset,05:55 AM,06:41 PM,7,25,25,24,17,45,33,0.0,1010,24,10,35,15
2020-03-04 18:00:00,25,11,0.0,12.9,6,1,65,02:35 PM,No moonset,05:55 AM,06:41 PM,11,20,24,20,17,52,71,0.6,1011,20,5,158,10
2020-03-04 21:00:00,25,11,0.0,12.9,6,1,65,02:35 PM,No moonset,05:55 AM,06:41 PM,13,17,20,17,12,87,90,0.6,1011,17,9,147,6
