date_time,Leeton_maxtempC,Leeton_mintempC,Leeton_totalSnow_cm,Leeton_sunHour,Leeton_uvIndex,Leeton_uvIndex,Leeton_moon_illumination,Leeton_moonrise,Leeton_moonset,Leeton_sunrise,Leeton_sunset,Leeton_DewPointC,Leeton_FeelsLikeC,Leeton_HeatIndexC,Leeton_WindChillC,Leeton_WindGustKmph,Leeton_cloudcover,Leeton_humidity,Leeton_precipMM,Leeton_pressure,Leeton_tempC,Leeton_visibility,Leeton_winddirDegree,Leeton_windspeedKmph
2020-04-10 18:00:00,21,16,0.0,4.2,4,1,76,07:42 PM,08:37 AM,06:34 AM,05:57 PM,11,19,19,19,21,33,62,0.2,1013,19,10,275,13
2020-04-10 21:00:00,21,16,0.0,4.2,4,1,76,07:42 PM,08:37 AM,06:34 AM,05:57 PM,11,16,16,16,23,6,72,0.0,1013,16,10,289,12
2020-04-11 00:00:00,19,12,0.0,4.2,5,1,68,08:25 PM,09:49 AM,06:34 AM,05:56 PM,11,15,15,15,25,4,75,0.0,1012,15,10,314,13
2020-04-11 03:00:00,19,12,0.0,4.2,5,1,68,08:25 PM,09:49 AM,06:34 AM,05:56 PM,10,14,15,14,29,1,72,0.0,1009,15,10,324,15
2020-04-11 06:00:00,19,12,0.0,4.2,5,1,68,08:25 PM,09:49 AM,06:34 AM,05:56 PM,8,15,15,15,35,26,61,0.0,1007,15,10,306,21
2020-04-11 09:00:00,19,12,0.0,4.2,5,5,68,08:25 PM,09:49 AM,06:34 AM,05:56 PM,9,17,17,17,45,80,60,0.1,1007,17,10,264,36
2020-04-11 12:00:00,19,12,0.0,4.2,5,4,68,08:25 PM,09:49 AM,06:34 AM,05:56 PM,8,18,18,18,44,85,52,0.1,1008,18,10,246,38
2020-04-11 15:00:00,19,12,0.0,4.2,5,4,68,08:25 PM,09:49 AM,06:34 AM,05:56 PM,4,18,18,18,40,76,40,0.1,1008,18,10,239,35
2020-04-11 18:00:00,19,12,0.0,4.2,5,1,68,08:25 PM,09:49 AM,06:34 AM,05:56 PM,3,14,15,14,37,34,45,0.0,1011,15,10,225,27
2020-04-11 21:00:00,19,12,0.0,4.2,5,1,68,08:25 PM,09:49 AM,06:34 AM,05:56 PM,3,10,12,10,34,7,54,0.0,1015,12,10,235,21
2020-04-12 00:00:00,18,9,0.0,8.7,4,1,61,09:13 PM,10:57 AM,06:35 AM,05:55 PM,4,9,11,9,32,2,62,0.0,1016,11,10,237,20
2020-04-12 03:00:00,18,9,0.0,8.7,4,1,61,09:13 PM,10:57 AM,06:35 AM,05:55 PM,5,8,10,8,26,2,73,0.0,1016,10,10,229,16
2020-04-12 06:00:00,18,9,0.0,8.7,4,1,61,09:13 PM,10:57 AM,06:35 AM,05:55 PM,6,7,9,7,20,4,81,0.0,1017,9,10,230,12
2020-04-12 09:00:00,18,9,0.0,8.7,4,4,61,09:13 PM,10:57 AM,06:35 AM,05:55 PM,7,11,12,11,18,5,70,0.0,1018,12,10,223,14
2020-04-12 12:00:00,18,9,0.0,8.7,4,5,61,09:13 PM,10:57 AM,06:35 AM,05:55 PM,7,16,17,16,17,2,52,0.0,1018,17,10,221,15
2020-04-12 15:00:00,18,9,0.0,8.7,4,5,61,09:13 PM,10:57 AM,06:35 AM,05:55 PM,7,18,18,18,18,0,48,0.0,1017,18,10,228,15
2020-04-12 18:00:00,18,9,0.0,8.7,4,1,61,09:13 PM,10:57 AM,06:35 AM,05:55 PM,8,16,16,16,19,0,59,0.0,1018,16,10,230,12
2020-04-12 21:00:00,18,9,0.0,8.7,4,1,61,09:13 PM,10:57 AM,06:35 AM,05:55 PM,7,14,14,14,15,24,64,0.0,1019,14,10,232,8
2020-04-13 00:00:00,20,11,0.0,8.7,5,1,53,10:05 PM,12:01 PM,06:36 AM,05:53 PM,6,13,13,13,8,24,65,0.0,1019,13,10,205,4
2020-04-13 03:00:00,20,11,0.0,8.7,5,1,53,10:05 PM,12:01 PM,06:36 AM,05:53 PM,6,12,12,12,8,28,67,0.0,1019,12,10,249,4
2020-04-13 06:00:00,20,11,0.0,8.7,5,1,53,10:05 PM,12:01 PM,06:36 AM,05:53 PM,6,12,12,12,9,77,70,0.0,1020,12,10,257,5
2020-04-13 09:00:00,20,11,0.0,8.7,5,3,53,10:05 PM,12:01 PM,06:36 AM,05:53 PM,7,15,15,15,5,40,58,0.0,1021,15,10,264,3
2020-04-13 12:00:00,20,11,0.0,8.7,5,5,53,10:05 PM,12:01 PM,06:36 AM,05:53 PM,5,18,18,18,8,33,43,0.0,1021,18,10,279,7
2020-04-13 15:00:00,20,11,0.0,8.7,5,5,53,10:05 PM,12:01 PM,06:36 AM,05:53 PM,5,20,20,20,10,27,37,0.0,1020,20,10,258,9
2020-04-13 18:00:00,20,11,0.0,8.7,5,1,53,10:05 PM,12:01 PM,06:36 AM,05:53 PM,5,18,18,18,13,9,45,0.0,1021,18,10,222,7
2020-04-13 21:00:00,20,11,0.0,8.7,5,1,53,10:05 PM,12:01 PM,06:36 AM,05:53 PM,5,16,15,16,10,2,52,0.0,1022,15,10,184,5
2020-04-14 00:00:00,23,12,0.0,8.7,5,1,46,11:01 PM,12:58 PM,06:37 AM,05:52 PM,5,14,14,14,6,0,55,0.0,1023,14,10,159,3
2020-04-14 03:00:00,23,12,0.0,8.7,5,1,46,11:01 PM,12:58 PM,06:37 AM,05:52 PM,5,13,13,13,8,2,59,0.0,1023,13,10,125,4
2020-04-14 06:00:00,23,12,0.0,8.7,5,1,46,11:01 PM,12:58 PM,06:37 AM,05:52 PM,5,12,12,12,11,5,62,0.0,1024,12,10,84,5
2020-04-14 09:00:00,23,12,0.0,8.7,5,5,46,11:01 PM,12:58 PM,06:37 AM,05:52 PM,6,17,17,17,6,5,50,0.0,1025,17,10,72,4
2020-04-14 12:00:00,23,12,0.0,8.7,5,6,46,11:01 PM,12:58 PM,06:37 AM,05:52 PM,6,21,22,21,5,10,37,0.0,1025,21,10,167,5
2020-04-14 15:00:00,23,12,0.0,8.7,5,6,46,11:01 PM,12:58 PM,06:37 AM,05:52 PM,5,24,24,23,3,16,32,0.0,1024,23,10,214,3
2020-04-14 18:00:00,23,12,0.0,8.7,5,1,46,11:01 PM,12:58 PM,06:37 AM,05:52 PM,5,20,21,20,8,15,38,0.0,1024,20,10,185,4
2020-04-14 21:00:00,23,12,0.0,8.7,5,1,46,11:01 PM,12:58 PM,06:37 AM,05:52 PM,6,18,18,18,13,13,45,0.0,1024,18,10,127,6
2020-04-15 00:00:00,26,15,0.0,8.7,6,1,38,11:59 PM,01:48 PM,06:38 AM,05:51 PM,6,16,16,16,12,10,50,0.0,1024,16,10,82,5
2020-04-15 03:00:00,26,15,0.0,8.7,6,1,38,11:59 PM,01:48 PM,06:38 AM,05:51 PM,6,16,16,16,13,8,53,0.0,1023,16,10,85,6
2020-04-15 06:00:00,26,15,0.0,8.7,6,1,38,11:59 PM,01:48 PM,06:38 AM,05:51 PM,6,15,15,15,17,6,56,0.0,1023,15,10,72,8
2020-04-15 09:00:00,26,15,0.0,8.7,6,5,38,11:59 PM,01:48 PM,06:38 AM,05:51 PM,8,19,19,19,16,5,49,0.0,1023,19,10,37,12
2020-04-15 12:00:00,26,15,0.0,8.7,6,6,38,11:59 PM,01:48 PM,06:38 AM,05:51 PM,7,24,24,24,15,4,34,0.0,1022,24,10,239,14
2020-04-15 15:00:00,26,15,0.0,8.7,6,7,38,11:59 PM,01:48 PM,06:38 AM,05:51 PM,6,25,25,26,18,7,29,0.0,1019,26,10,343,14
2020-04-15 18:00:00,26,15,0.0,8.7,6,1,38,11:59 PM,01:48 PM,06:38 AM,05:51 PM,8,25,25,23,19,17,39,0.0,1018,23,10,118,10
2020-04-15 21:00:00,26,15,0.0,8.7,6,1,38,11:59 PM,01:48 PM,06:38 AM,05:51 PM,9,20,21,20,22,38,49,0.0,1018,20,10,12,11
2020-04-16 00:00:00,28,19,0.0,7.2,6,1,30,No moonrise,02:31 PM,06:38 AM,05:50 PM,9,19,19,19,28,24,53,0.0,1016,19,10,7,14
2020-04-16 03:00:00,28,19,0.0,7.2,6,1,30,No moonrise,02:31 PM,06:38 AM,05:50 PM,10,19,19,19,31,37,55,0.0,1014,19,10,240,15
2020-04-16 06:00:00,28,19,0.0,7.2,6,1,30,No moonrise,02:31 PM,06:38 AM,05:50 PM,9,19,19,19,36,41,50,0.0,1013,19,10,350,19
2020-04-16 09:00:00,28,19,0.0,7.2,6,6,30,No moonrise,02:31 PM,06:38 AM,05:50 PM,9,23,23,23,38,24,42,0.0,1013,23,10,336,26
2020-04-16 12:00:00,28,19,0.0,7.2,6,7,30,No moonrise,02:31 PM,06:38 AM,05:50 PM,10,26,26,26,36,59,38,0.1,1011,26,10,315,30
2020-04-16 15:00:00,28,19,0.0,7.2,6,6,30,No moonrise,02:31 PM,06:38 AM,05:50 PM,9,26,26,27,33,76,31,0.1,1009,27,10,287,27
2020-04-16 18:00:00,28,19,0.0,7.2,6,1,30,No moonrise,02:31 PM,06:38 AM,05:50 PM,10,27,27,26,29,35,45,0.0,1009,26,10,256,18
2020-04-16 21:00:00,28,19,0.0,7.2,6,1,30,No moonrise,02:31 PM,06:38 AM,05:50 PM,9,27,27,23,27,7,54,0.0,1012,23,10,236,15
2020-04-17 00:00:00,19,11,0.0,8.7,5,1,23,12:57 AM,03:09 PM,06:39 AM,05:48 PM,8,17,19,17,23,1,59,0.0,1013,18,10,228,13
2020-04-17 03:00:00,19,11,0.0,8.7,5,1,23,12:57 AM,03:09 PM,06:39 AM,05:48 PM,8,12,13,12,21,0,68,0.0,1014,13,10,215,13
2020-04-17 06:00:00,19,11,0.0,8.7,5,1,23,12:57 AM,03:09 PM,06:39 AM,05:48 PM,7,10,11,10,17,0,75,0.0,1016,11,10,229,10
2020-04-17 09:00:00,19,11,0.0,8.7,5,4,23,12:57 AM,03:09 PM,06:39 AM,05:48 PM,6,13,14,13,19,0,59,0.0,1017,14,10,232,15
2020-04-17 12:00:00,19,11,0.0,8.7,5,5,23,12:57 AM,03:09 PM,06:39 AM,05:48 PM,5,17,17,17,21,0,45,0.0,1016,17,10,231,18
2020-04-17 15:00:00,19,11,0.0,8.7,5,5,23,12:57 AM,03:09 PM,06:39 AM,05:48 PM,6,19,19,19,20,0,43,0.0,1015,19,10,242,17
2020-04-17 18:00:00,19,11,0.0,8.7,5,1,23,12:57 AM,03:09 PM,06:39 AM,05:48 PM,6,16,16,16,16,0,53,0.0,1015,16,10,244,10
2020-04-17 21:00:00,19,11,0.0,8.7,5,1,23,12:57 AM,03:09 PM,06:39 AM,05:48 PM,6,13,14,13,16,0,60,0.0,1016,14,10,263,8
2020-04-18 00:00:00,18,10,0.0,8.7,5,1,15,01:54 AM,03:42 PM,06:40 AM,05:47 PM,7,12,13,12,14,0,67,0.0,1016,13,10,263,6
2020-04-18 03:00:00,18,10,0.0,8.7,5,1,15,01:54 AM,03:42 PM,06:40 AM,05:47 PM,7,11,11,11,15,0,75,0.0,1015,11,10,261,7
2020-04-18 06:00:00,18,10,0.0,8.7,5,1,15,01:54 AM,03:42 PM,06:40 AM,05:47 PM,7,9,10,9,16,1,81,0.0,1016,10,10,242,8
2020-04-18 09:00:00,18,10,0.0,8.7,5,4,15,01:54 AM,03:42 PM,06:40 AM,05:47 PM,7,13,14,13,15,1,65,0.0,1016,14,10,223,12
2020-04-18 12:00:00,18,10,0.0,8.7,5,5,15,01:54 AM,03:42 PM,06:40 AM,05:47 PM,5,17,17,17,15,0,46,0.0,1015,17,10,230,13
2020-04-18 15:00:00,18,10,0.0,8.7,5,5,15,01:54 AM,03:42 PM,06:40 AM,05:47 PM,5,18,18,18,17,1,41,0.0,1013,18,10,234,14
2020-04-18 18:00:00,18,10,0.0,8.7,5,1,15,01:54 AM,03:42 PM,06:40 AM,05:47 PM,5,15,15,15,17,6,50,0.0,1014,15,10,242,10
2020-04-18 21:00:00,18,10,0.0,8.7,5,1,15,01:54 AM,03:42 PM,06:40 AM,05:47 PM,4,12,13,12,16,66,57,0.0,1015,13,10,252,8
2020-04-19 00:00:00,18,10,0.0,8.7,4,1,8,02:50 AM,04:11 PM,06:41 AM,05:46 PM,4,10,11,10,14,36,64,0.0,1015,11,10,233,7
2020-04-19 03:00:00,18,10,0.0,8.7,4,1,8,02:50 AM,04:11 PM,06:41 AM,05:46 PM,5,9,10,9,15,34,72,0.0,1015,10,10,205,8
2020-04-19 06:00:00,18,10,0.0,8.7,4,1,8,02:50 AM,04:11 PM,06:41 AM,05:46 PM,6,10,10,10,12,33,73,0.0,1015,10,10,167,6
2020-04-19 09:00:00,18,10,0.0,8.7,4,4,8,02:50 AM,04:11 PM,06:41 AM,05:46 PM,6,14,13,14,7,30,60,0.0,1016,13,10,160,5
2020-04-19 12:00:00,18,10,0.0,8.7,4,5,8,02:50 AM,04:11 PM,06:41 AM,05:46 PM,4,17,17,17,5,14,43,0.0,1015,17,10,216,5
2020-04-19 15:00:00,18,10,0.0,8.7,4,5,8,02:50 AM,04:11 PM,06:41 AM,05:46 PM,3,18,18,18,7,15,37,0.0,1014,18,10,266,5
2020-04-19 18:00:00,18,10,0.0,8.7,4,1,8,02:50 AM,04:11 PM,06:41 AM,05:46 PM,3,16,16,16,9,12,43,0.0,1014,16,10,326,5
2020-04-19 21:00:00,18,10,0.0,8.7,4,1,8,02:50 AM,04:11 PM,06:41 AM,05:46 PM,4,14,14,14,14,25,50,0.0,1015,14,10,334,7
2020-04-20 00:00:00,22,14,0.0,7.2,5,1,0,03:46 AM,04:39 PM,06:41 AM,05:45 PM,4,13,14,13,18,43,51,0.0,1015,14,10,125,10
2020-04-20 03:00:00,22,14,0.0,7.2,5,1,0,03:46 AM,04:39 PM,06:41 AM,05:45 PM,4,13,14,13,18,47,50,0.0,1014,14,10,13,11
2020-04-20 06:00:00,22,14,0.0,7.2,5,1,0,03:46 AM,04:39 PM,06:41 AM,05:45 PM,4,13,14,13,21,62,50,0.0,1015,14,10,7,13
2020-04-20 09:00:00,22,14,0.0,7.2,5,4,0,03:46 AM,04:39 PM,06:41 AM,05:45 PM,5,15,16,15,30,76,50,0.0,1015,16,10,229,20
2020-04-20 12:00:00,22,14,0.0,7.2,5,4,0,03:46 AM,04:39 PM,06:41 AM,05:45 PM,6,20,21,20,33,44,42,0.0,1014,20,10,317,27
2020-04-20 15:00:00,22,14,0.0,7.2,5,6,0,03:46 AM,04:39 PM,06:41 AM,05:45 PM,7,22,24,22,31,17,38,0.0,1013,22,10,310,25
2020-04-20 18:00:00,22,14,0.0,7.2,5,1,0,03:46 AM,04:39 PM,06:41 AM,05:45 PM,7,19,20,19,32,30,45,0.0,1014,19,10,329,19
2020-04-20 21:00:00,22,14,0.0,7.2,5,1,0,03:46 AM,04:39 PM,06:41 AM,05:45 PM,7,17,17,17,27,21,53,0.0,1016,17,10,316,14
