date_time,Lambasa_maxtempC,Lambasa_mintempC,Lambasa_totalSnow_cm,Lambasa_sunHour,Lambasa_uvIndex,Lambasa_uvIndex,Lambasa_moon_illumination,Lambasa_moonrise,Lambasa_moonset,Lambasa_sunrise,Lambasa_sunset,Lambasa_DewPointC,Lambasa_FeelsLikeC,Lambasa_HeatIndexC,Lambasa_WindChillC,Lambasa_WindGustKmph,Lambasa_cloudcover,Lambasa_humidity,Lambasa_precipMM,Lambasa_pressure,Lambasa_tempC,Lambasa_visibility,Lambasa_winddirDegree,Lambasa_windspeedKmph
2020-02-26 18:00:00,22,10,0.0,8.8,4,4,15,09:48 AM,10:08 PM,07:47 AM,07:32 PM,8,19,23,19,26,74,55,0.2,1016,19,7,47,17
2020-02-26 21:00:00,22,10,0.0,8.8,4,1,15,09:48 AM,10:08 PM,07:47 AM,07:32 PM,7,16,19,16,17,46,70,0.1,1021,16,8,24,12
2020-02-27 00:00:00,20,4,0.0,11.6,4,1,23,10:23 AM,10:55 PM,07:46 AM,07:33 PM,7,11,12,11,9,22,79,0.0,1023,12,10,13,8
2020-02-27 03:00:00,20,4,0.0,11.6,4,1,23,10:23 AM,10:55 PM,07:46 AM,07:33 PM,6,8,9,8,9,23,84,0.0,1023,9,10,4,7
2020-02-27 06:00:00,20,4,0.0,11.6,4,1,23,10:23 AM,10:55 PM,07:46 AM,07:33 PM,3,4,5,4,13,24,87,0.0,1023,5,10,239,7
2020-02-27 09:00:00,20,4,0.0,11.6,4,3,23,10:23 AM,10:55 PM,07:46 AM,07:33 PM,2,6,8,6,11,16,71,0.0,1024,8,10,124,7
2020-02-27 12:00:00,20,4,0.0,11.6,4,5,23,10:23 AM,10:55 PM,07:46 AM,07:33 PM,3,15,16,15,6,5,45,0.0,1023,16,10,95,5
2020-02-27 15:00:00,20,4,0.0,11.6,4,5,23,10:23 AM,10:55 PM,07:46 AM,07:33 PM,3,20,20,20,7,3,32,0.0,1019,20,10,117,6
2020-02-27 18:00:00,20,4,0.0,11.6,4,5,23,10:23 AM,10:55 PM,07:46 AM,07:33 PM,4,18,18,18,11,4,41,0.0,1019,18,10,75,8
2020-02-27 21:00:00,20,4,0.0,11.6,4,1,23,10:23 AM,10:55 PM,07:46 AM,07:33 PM,7,14,17,14,11,9,68,0.0,1021,14,10,23,7
2020-02-28 00:00:00,25,8,0.0,11.6,5,1,30,10:58 AM,11:43 PM,07:45 AM,07:33 PM,7,9,12,9,11,26,84,0.0,1023,10,10,230,8
2020-02-28 03:00:00,25,8,0.0,11.6,5,1,30,10:58 AM,11:43 PM,07:45 AM,07:33 PM,7,7,9,7,11,30,87,0.0,1022,9,10,339,8
2020-02-28 06:00:00,25,8,0.0,11.6,5,1,30,10:58 AM,11:43 PM,07:45 AM,07:33 PM,6,7,8,7,11,27,90,0.0,1022,8,10,341,7
2020-02-28 09:00:00,25,8,0.0,11.6,5,4,30,10:58 AM,11:43 PM,07:45 AM,07:33 PM,7,12,12,12,8,16,71,0.0,1023,12,10,117,6
2020-02-28 12:00:00,25,8,0.0,11.6,5,5,30,10:58 AM,11:43 PM,07:45 AM,07:33 PM,7,20,21,20,5,12,46,0.0,1022,20,10,70,4
2020-02-28 15:00:00,25,8,0.0,11.6,5,6,30,10:58 AM,11:43 PM,07:45 AM,07:33 PM,8,25,25,24,5,10,35,0.0,1020,24,10,100,4
2020-02-28 18:00:00,25,8,0.0,11.6,5,6,30,10:58 AM,11:43 PM,07:45 AM,07:33 PM,8,25,25,23,13,9,46,0.0,1020,23,10,61,11
2020-02-28 21:00:00,25,8,0.0,11.6,5,1,30,10:58 AM,11:43 PM,07:45 AM,07:33 PM,8,20,24,20,13,14,70,0.0,1022,20,10,23,11
2020-02-29 00:00:00,27,8,0.0,11.6,5,1,38,11:35 AM,No moonset,07:45 AM,07:33 PM,8,13,15,13,11,22,84,0.0,1024,13,10,239,8
2020-02-29 03:00:00,27,8,0.0,11.6,5,1,38,11:35 AM,No moonset,07:45 AM,07:33 PM,8,9,10,9,11,40,90,0.0,1024,10,10,355,8
2020-02-29 06:00:00,27,8,0.0,11.6,5,1,38,11:35 AM,No moonset,07:45 AM,07:33 PM,7,7,9,7,13,26,91,0.0,1023,9,10,355,8
2020-02-29 09:00:00,27,8,0.0,11.6,5,4,38,11:35 AM,No moonset,07:45 AM,07:33 PM,7,12,12,12,10,12,71,0.0,1024,12,10,119,8
2020-02-29 12:00:00,27,8,0.0,11.6,5,6,38,11:35 AM,No moonset,07:45 AM,07:33 PM,8,22,22,22,4,3,42,0.0,1022,22,10,98,4
2020-02-29 15:00:00,27,8,0.0,11.6,5,7,38,11:35 AM,No moonset,07:45 AM,07:33 PM,7,26,26,27,5,2,29,0.0,1018,27,10,136,5
2020-02-29 18:00:00,27,8,0.0,11.6,5,6,38,11:35 AM,No moonset,07:45 AM,07:33 PM,8,25,25,24,12,3,36,0.0,1017,24,10,113,10
2020-02-29 21:00:00,27,8,0.0,11.6,5,1,38,11:35 AM,No moonset,07:45 AM,07:33 PM,10,20,23,20,13,10,69,0.0,1019,20,10,42,10
2020-03-01 00:00:00,27,10,0.0,11.6,6,1,44,12:15 PM,12:32 AM,07:44 AM,07:33 PM,11,15,16,15,9,22,89,0.0,1021,15,10,217,5
2020-03-01 03:00:00,27,10,0.0,11.6,6,1,44,12:15 PM,12:32 AM,07:44 AM,07:33 PM,10,12,12,12,6,19,91,0.0,1020,12,10,314,3
2020-03-01 06:00:00,27,10,0.0,11.6,6,1,44,12:15 PM,12:32 AM,07:44 AM,07:33 PM,9,11,11,11,7,11,88,0.0,1019,11,10,318,3
2020-03-01 09:00:00,27,10,0.0,11.6,6,5,44,12:15 PM,12:32 AM,07:44 AM,07:33 PM,7,16,16,16,5,6,61,0.0,1019,16,10,302,4
2020-03-01 12:00:00,27,10,0.0,11.6,6,6,44,12:15 PM,12:32 AM,07:44 AM,07:33 PM,5,23,23,23,5,1,32,0.0,1017,23,10,205,5
2020-03-01 15:00:00,27,10,0.0,11.6,6,7,44,12:15 PM,12:32 AM,07:44 AM,07:33 PM,2,25,25,27,8,0,20,0.0,1013,27,10,145,7
2020-03-01 18:00:00,27,10,0.0,11.6,6,6,44,12:15 PM,12:32 AM,07:44 AM,07:33 PM,3,24,24,24,24,0,25,0.0,1012,24,10,124,14
2020-03-01 21:00:00,27,10,0.0,11.6,6,1,44,12:15 PM,12:32 AM,07:44 AM,07:33 PM,8,20,20,20,15,1,46,0.0,1015,20,10,161,8
2020-03-02 00:00:00,27,12,0.0,11.6,6,1,51,12:59 PM,01:24 AM,07:43 AM,07:34 PM,10,17,17,17,6,3,65,0.0,1016,17,10,283,3
2020-03-02 03:00:00,27,12,0.0,11.6,6,1,51,12:59 PM,01:24 AM,07:43 AM,07:34 PM,10,15,15,15,6,4,74,0.0,1015,15,10,330,3
2020-03-02 06:00:00,27,12,0.0,11.6,6,1,51,12:59 PM,01:24 AM,07:43 AM,07:34 PM,8,13,13,13,5,4,75,0.0,1014,13,10,324,3
2020-03-02 09:00:00,27,12,0.0,11.6,6,5,51,12:59 PM,01:24 AM,07:43 AM,07:34 PM,8,18,20,18,2,3,52,0.0,1015,18,10,279,1
2020-03-02 12:00:00,27,12,0.0,11.6,6,6,51,12:59 PM,01:24 AM,07:43 AM,07:34 PM,2,24,24,24,9,1,26,0.0,1014,24,10,186,8
2020-03-02 15:00:00,27,12,0.0,11.6,6,7,51,12:59 PM,01:24 AM,07:43 AM,07:34 PM,-1,25,25,27,14,0,17,0.0,1010,27,10,155,11
2020-03-02 18:00:00,27,12,0.0,11.6,6,6,51,12:59 PM,01:24 AM,07:43 AM,07:34 PM,1,24,24,25,22,0,21,0.0,1009,25,10,133,12
2020-03-02 21:00:00,27,12,0.0,11.6,6,1,51,12:59 PM,01:24 AM,07:43 AM,07:34 PM,8,21,22,21,13,2,50,0.0,1012,21,10,184,6
2020-03-03 00:00:00,27,9,0.0,11.6,5,1,58,01:47 PM,02:18 AM,07:43 AM,07:34 PM,12,17,18,17,5,6,75,0.0,1013,17,10,266,3
2020-03-03 03:00:00,27,9,0.0,11.6,5,1,58,01:47 PM,02:18 AM,07:43 AM,07:34 PM,12,15,15,15,3,10,86,0.0,1013,15,10,271,2
2020-03-03 06:00:00,27,9,0.0,11.6,5,1,58,01:47 PM,02:18 AM,07:43 AM,07:34 PM,9,11,11,11,3,12,89,0.0,1012,11,10,267,1
2020-03-03 09:00:00,27,9,0.0,11.6,5,5,58,01:47 PM,02:18 AM,07:43 AM,07:34 PM,9,15,15,15,3,9,67,0.0,1013,15,10,229,2
2020-03-03 12:00:00,27,9,0.0,11.6,5,6,58,01:47 PM,02:18 AM,07:43 AM,07:34 PM,6,22,22,23,8,2,36,0.0,1012,23,10,175,6
2020-03-03 15:00:00,27,9,0.0,11.6,5,7,58,01:47 PM,02:18 AM,07:43 AM,07:34 PM,1,25,25,26,17,0,20,0.0,1009,26,10,165,15
2020-03-03 18:00:00,27,9,0.0,11.6,5,7,58,01:47 PM,02:18 AM,07:43 AM,07:34 PM,2,27,27,25,24,0,25,0.0,1008,25,10,179,15
2020-03-03 21:00:00,27,9,0.0,11.6,5,1,58,01:47 PM,02:18 AM,07:43 AM,07:34 PM,7,21,25,21,14,2,49,0.0,1011,21,10,195,7
2020-03-04 00:00:00,27,9,0.0,11.6,5,1,65,02:41 PM,03:14 AM,07:42 AM,07:34 PM,10,17,18,17,7,4,71,0.0,1013,17,10,220,3
2020-03-04 03:00:00,27,9,0.0,11.6,5,1,65,02:41 PM,03:14 AM,07:42 AM,07:34 PM,11,13,13,13,5,9,84,0.0,1012,13,10,261,3
2020-03-04 06:00:00,27,9,0.0,11.6,5,1,65,02:41 PM,03:14 AM,07:42 AM,07:34 PM,9,10,11,10,8,11,88,0.0,1012,11,10,299,4
2020-03-04 09:00:00,27,9,0.0,11.6,5,4,65,02:41 PM,03:14 AM,07:42 AM,07:34 PM,7,15,15,15,6,7,62,0.0,1013,15,10,279,4
2020-03-04 12:00:00,27,9,0.0,11.6,5,6,65,02:41 PM,03:14 AM,07:42 AM,07:34 PM,3,22,22,23,5,1,30,0.0,1013,23,10,209,5
2020-03-04 15:00:00,27,9,0.0,11.6,5,7,65,02:41 PM,03:14 AM,07:42 AM,07:34 PM,-1,25,25,26,9,0,16,0.0,1010,26,10,163,8
2020-03-04 18:00:00,27,9,0.0,11.6,5,7,65,02:41 PM,03:14 AM,07:42 AM,07:34 PM,1,24,24,25,11,0,21,0.0,1009,25,10,192,7
2020-03-04 21:00:00,27,9,0.0,11.6,5,1,65,02:41 PM,03:14 AM,07:42 AM,07:34 PM,5,22,23,22,4,0,38,0.0,1012,22,10,171,3
2020-03-05 00:00:00,24,13,0.0,11.6,5,1,73,03:39 PM,04:11 AM,07:41 AM,07:34 PM,8,17,18,17,5,2,56,0.0,1014,17,10,54,2
2020-03-05 03:00:00,24,13,0.0,11.6,5,1,73,03:39 PM,04:11 AM,07:41 AM,07:34 PM,9,15,15,15,10,3,65,0.0,1014,15,10,234,5
2020-03-05 06:00:00,24,13,0.0,11.6,5,1,73,03:39 PM,04:11 AM,07:41 AM,07:34 PM,9,13,13,13,14,5,74,0.0,1015,13,10,349,7
2020-03-05 09:00:00,24,13,0.0,11.6,5,5,73,03:39 PM,04:11 AM,07:41 AM,07:34 PM,9,16,16,16,12,6,63,0.0,1018,16,10,138,8
2020-03-05 12:00:00,24,13,0.0,11.6,5,6,73,03:39 PM,04:11 AM,07:41 AM,07:34 PM,8,21,22,21,13,10,44,0.0,1018,21,10,53,11
2020-03-05 15:00:00,24,13,0.0,11.6,5,6,73,03:39 PM,04:11 AM,07:41 AM,07:34 PM,8,24,24,23,16,9,37,0.0,1016,23,10,61,14
2020-03-05 18:00:00,24,13,0.0,11.6,5,6,73,03:39 PM,04:11 AM,07:41 AM,07:34 PM,8,24,24,23,18,10,49,0.0,1017,23,10,46,13
2020-03-05 21:00:00,24,13,0.0,11.6,5,1,73,03:39 PM,04:11 AM,07:41 AM,07:34 PM,8,20,22,20,16,11,69,0.0,1020,20,10,16,11
2020-03-06 00:00:00,24,8,0.0,11.6,5,1,80,04:41 PM,05:08 AM,07:41 AM,07:35 PM,7,12,13,12,15,12,79,0.0,1022,13,10,232,10
2020-03-06 03:00:00,24,8,0.0,11.6,5,1,80,04:41 PM,05:08 AM,07:41 AM,07:35 PM,7,7,9,7,15,20,87,0.0,1022,9,10,350,10
2020-03-06 06:00:00,24,8,0.0,11.6,5,1,80,04:41 PM,05:08 AM,07:41 AM,07:35 PM,7,6,8,6,14,39,90,0.0,1022,8,10,352,9
2020-03-06 09:00:00,24,8,0.0,11.6,5,4,80,04:41 PM,05:08 AM,07:41 AM,07:35 PM,5,11,11,11,10,20,66,0.0,1023,11,10,130,7
2020-03-06 12:00:00,24,8,0.0,11.6,5,5,80,04:41 PM,05:08 AM,07:41 AM,07:35 PM,3,19,20,19,6,5,37,0.0,1022,19,10,58,6
2020-03-06 15:00:00,24,8,0.0,11.6,5,6,80,04:41 PM,05:08 AM,07:41 AM,07:35 PM,3,24,24,23,7,4,27,0.0,1019,23,10,72,6
2020-03-06 18:00:00,24,8,0.0,11.6,5,6,80,04:41 PM,05:08 AM,07:41 AM,07:35 PM,5,24,24,22,20,5,43,0.0,1019,22,10,46,12
2020-03-06 21:00:00,24,8,0.0,11.6,5,1,80,04:41 PM,05:08 AM,07:41 AM,07:35 PM,8,19,21,19,17,13,72,0.0,1022,19,10,14,11
2020-03-07 00:00:00,26,7,0.0,11.6,5,1,87,05:45 PM,06:03 AM,07:40 AM,07:35 PM,8,12,14,12,12,17,84,0.0,1024,13,10,231,8
2020-03-07 03:00:00,26,7,0.0,11.6,5,1,87,05:45 PM,06:03 AM,07:40 AM,07:35 PM,8,9,10,9,10,20,87,0.0,1023,10,10,350,7
2020-03-07 06:00:00,26,7,0.0,11.6,5,1,87,05:45 PM,06:03 AM,07:40 AM,07:35 PM,7,7,8,7,13,37,91,0.0,1022,8,10,353,7
2020-03-07 09:00:00,26,7,0.0,11.6,5,4,87,05:45 PM,06:03 AM,07:40 AM,07:35 PM,7,12,12,12,8,24,72,0.0,1023,12,10,125,5
2020-03-07 12:00:00,26,7,0.0,11.6,5,6,87,05:45 PM,06:03 AM,07:40 AM,07:35 PM,8,21,21,21,4,13,45,0.0,1021,21,10,77,4
2020-03-07 15:00:00,26,7,0.0,11.6,5,7,87,05:45 PM,06:03 AM,07:40 AM,07:35 PM,7,25,25,25,3,8,31,0.0,1017,25,10,138,3
2020-03-07 18:00:00,26,7,0.0,11.6,5,6,87,05:45 PM,06:03 AM,07:40 AM,07:35 PM,8,27,27,25,8,5,41,0.0,1016,25,10,77,7
2020-03-07 21:00:00,26,7,0.0,11.6,5,1,87,05:45 PM,06:03 AM,07:40 AM,07:35 PM,9,25,25,23,12,14,72,0.0,1019,23,10,20,9
2020-03-08 00:00:00,27,8,0.0,11.6,5,1,95,06:49 PM,06:55 AM,07:39 AM,07:35 PM,9,13,15,13,12,34,89,0.0,1021,14,10,236,8
2020-03-08 03:00:00,27,8,0.0,11.6,5,1,95,06:49 PM,06:55 AM,07:39 AM,07:35 PM,8,8,9,8,10,43,92,0.0,1020,9,10,344,6
2020-03-08 06:00:00,27,8,0.0,11.6,5,1,95,06:49 PM,06:55 AM,07:39 AM,07:35 PM,7,7,9,7,12,29,93,0.0,1020,9,10,345,7
2020-03-08 09:00:00,27,8,0.0,11.6,5,4,95,06:49 PM,06:55 AM,07:39 AM,07:35 PM,8,13,13,13,9,15,73,0.0,1021,13,10,123,6
2020-03-08 12:00:00,27,8,0.0,11.6,5,6,95,06:49 PM,06:55 AM,07:39 AM,07:35 PM,8,21,21,21,5,9,45,0.0,1020,21,10,103,4
2020-03-08 15:00:00,27,8,0.0,11.6,5,7,95,06:49 PM,06:55 AM,07:39 AM,07:35 PM,8,25,25,26,6,6,32,0.0,1016,26,10,141,5
2020-03-08 18:00:00,27,8,0.0,11.6,5,6,95,06:49 PM,06:55 AM,07:39 AM,07:35 PM,9,25,25,24,9,5,40,0.0,1016,24,10,88,8
2020-03-08 21:00:00,27,8,0.0,11.6,5,1,95,06:49 PM,06:55 AM,07:39 AM,07:35 PM,10,21,23,21,12,15,73,0.0,1019,21,10,261,9
2020-03-09 00:00:00,25,9,0.0,11.6,5,1,100,07:52 PM,07:45 AM,07:38 AM,07:35 PM,10,14,15,14,12,19,89,0.0,1021,14,10,353,8
2020-03-09 03:00:00,25,9,0.0,11.6,5,1,100,07:52 PM,07:45 AM,07:38 AM,07:35 PM,9,10,10,10,10,32,92,0.0,1021,10,10,354,7
2020-03-09 06:00:00,25,9,0.0,11.6,5,1,100,07:52 PM,07:45 AM,07:38 AM,07:35 PM,8,8,9,8,12,37,92,0.0,1020,9,10,341,7
2020-03-09 09:00:00,25,9,0.0,11.6,5,4,100,07:52 PM,07:45 AM,07:38 AM,07:35 PM,7,13,13,13,9,18,70,0.0,1021,13,10,330,6
2020-03-09 12:00:00,25,9,0.0,11.6,5,6,100,07:52 PM,07:45 AM,07:38 AM,07:35 PM,7,21,21,21,5,6,41,0.0,1019,21,10,213,4
2020-03-09 15:00:00,25,9,0.0,11.6,5,6,100,07:52 PM,07:45 AM,07:38 AM,07:35 PM,5,24,24,25,8,4,29,0.0,1016,25,10,134,7
2020-03-09 18:00:00,25,9,0.0,11.6,5,6,100,07:52 PM,07:45 AM,07:38 AM,07:35 PM,6,22,22,22,17,5,36,0.0,1015,22,10,108,11
2020-03-09 21:00:00,25,9,0.0,11.6,5,1,100,07:52 PM,07:45 AM,07:38 AM,07:35 PM,11,18,20,18,13,10,70,0.0,1019,18,10,48,7
2020-03-10 00:00:00,26,8,0.0,11.6,5,1,100,08:54 PM,08:31 AM,07:38 AM,07:36 PM,12,14,15,14,12,13,86,0.0,1021,15,10,241,7
2020-03-10 03:00:00,26,8,0.0,11.6,5,1,100,08:54 PM,08:31 AM,07:38 AM,07:36 PM,11,11,12,11,13,17,91,0.0,1020,12,10,344,8
2020-03-10 06:00:00,26,8,0.0,11.6,5,1,100,08:54 PM,08:31 AM,07:38 AM,07:36 PM,8,8,9,8,15,19,93,0.0,1020,9,10,343,8
2020-03-10 09:00:00,26,8,0.0,11.6,5,4,100,08:54 PM,08:31 AM,07:38 AM,07:36 PM,7,12,12,12,12,14,71,0.0,1021,12,10,353,7
2020-03-10 12:00:00,26,8,0.0,11.6,5,6,100,08:54 PM,08:31 AM,07:38 AM,07:36 PM,6,21,21,21,4,8,41,0.0,1020,21,10,197,3
2020-03-10 15:00:00,26,8,0.0,11.6,5,7,100,08:54 PM,08:31 AM,07:38 AM,07:36 PM,6,25,25,25,3,5,28,0.0,1017,25,10,122,3
2020-03-10 18:00:00,26,8,0.0,11.6,5,6,100,08:54 PM,08:31 AM,07:38 AM,07:36 PM,7,25,25,23,14,6,38,0.0,1016,23,10,92,8
2020-03-10 21:00:00,26,8,0.0,11.6,5,1,100,08:54 PM,08:31 AM,07:38 AM,07:36 PM,10,21,24,21,16,11,69,0.0,1019,21,10,39,10
2020-03-11 00:00:00,28,10,0.0,11.6,6,1,84,09:56 PM,09:17 AM,07:37 AM,07:36 PM,11,14,16,14,13,14,88,0.0,1021,15,10,242,9
2020-03-11 03:00:00,28,10,0.0,11.6,6,1,84,09:56 PM,09:17 AM,07:37 AM,07:36 PM,10,11,11,11,12,17,90,0.0,1020,11,10,350,7
2020-03-11 06:00:00,28,10,0.0,11.6,6,1,84,09:56 PM,09:17 AM,07:37 AM,07:36 PM,7,9,10,9,13,11,84,0.0,1019,10,10,343,7
2020-03-11 09:00:00,28,10,0.0,11.6,6,4,84,09:56 PM,09:17 AM,07:37 AM,07:36 PM,4,14,15,14,9,3,53,0.0,1020,15,10,336,6
2020-03-11 12:00:00,28,10,0.0,11.6,6,6,84,09:56 PM,09:17 AM,07:37 AM,07:36 PM,1,22,22,23,5,0,25,0.0,1018,23,10,210,4
2020-03-11 15:00:00,28,10,0.0,11.6,6,7,84,09:56 PM,09:17 AM,07:37 AM,07:36 PM,0,25,25,27,7,0,17,0.0,1014,27,10,139,6
2020-03-11 18:00:00,28,10,0.0,11.6,6,7,84,09:56 PM,09:17 AM,07:37 AM,07:36 PM,5,25,25,26,11,0,27,0.0,1012,26,10,115,9
2020-03-11 21:00:00,28,10,0.0,11.6,6,1,84,09:56 PM,09:17 AM,07:37 AM,07:36 PM,10,22,23,22,12,5,64,0.0,1015,22,10,52,7
2020-03-12 00:00:00,32,11,0.0,11.6,6,1,76,10:56 PM,10:03 AM,07:36 AM,07:36 PM,11,15,16,15,13,8,81,0.0,1017,16,10,241,7
2020-03-12 03:00:00,32,11,0.0,11.6,6,1,76,10:56 PM,10:03 AM,07:36 AM,07:36 PM,9,12,12,12,12,7,79,0.0,1016,12,10,340,6
2020-03-12 06:00:00,32,11,0.0,11.6,6,1,76,10:56 PM,10:03 AM,07:36 AM,07:36 PM,7,12,12,12,9,5,75,0.0,1015,12,10,337,4
2020-03-12 09:00:00,32,11,0.0,11.6,6,5,76,10:56 PM,10:03 AM,07:36 AM,07:36 PM,8,19,20,19,4,3,50,0.0,1015,19,10,318,2
2020-03-12 12:00:00,32,11,0.0,11.6,6,7,76,10:56 PM,10:03 AM,07:36 AM,07:36 PM,5,26,26,27,4,1,26,0.0,1014,27,10,210,4
2020-03-12 15:00:00,32,11,0.0,11.6,6,8,76,10:56 PM,10:03 AM,07:36 AM,07:36 PM,4,29,29,31,5,0,18,0.0,1010,31,10,125,4
2020-03-12 18:00:00,32,11,0.0,11.6,6,8,76,10:56 PM,10:03 AM,07:36 AM,07:36 PM,5,32,32,30,13,0,25,0.0,1010,30,10,116,11
2020-03-12 21:00:00,32,11,0.0,11.6,6,1,76,10:56 PM,10:03 AM,07:36 AM,07:36 PM,11,31,31,28,8,7,60,0.0,1013,28,10,151,6
2020-03-13 00:00:00,28,13,0.0,11.6,6,1,69,11:57 PM,10:50 AM,07:35 AM,07:36 PM,13,19,20,19,4,10,83,0.0,1015,19,10,84,2
2020-03-13 03:00:00,28,13,0.0,11.6,6,1,69,11:57 PM,10:50 AM,07:35 AM,07:36 PM,12,15,15,15,8,12,86,0.0,1015,15,10,239,4
2020-03-13 06:00:00,28,13,0.0,11.6,6,1,69,11:57 PM,10:50 AM,07:35 AM,07:36 PM,11,14,14,14,8,10,85,0.0,1014,14,10,335,4
2020-03-13 09:00:00,28,13,0.0,11.6,6,5,69,11:57 PM,10:50 AM,07:35 AM,07:36 PM,10,19,21,19,3,6,61,0.0,1015,19,10,192,1
2020-03-13 12:00:00,28,13,0.0,11.6,6,6,69,11:57 PM,10:50 AM,07:35 AM,07:36 PM,6,25,25,25,5,3,32,0.0,1014,25,10,148,5
2020-03-13 15:00:00,28,13,0.0,11.6,6,7,69,11:57 PM,10:50 AM,07:35 AM,07:36 PM,3,26,26,27,12,1,21,0.0,1011,27,10,146,10
2020-03-13 18:00:00,28,13,0.0,11.6,6,6,69,11:57 PM,10:50 AM,07:35 AM,07:36 PM,5,26,26,25,27,3,30,0.0,1011,25,10,130,16
2020-03-13 21:00:00,28,13,0.0,11.6,6,1,69,11:57 PM,10:50 AM,07:35 AM,07:36 PM,10,21,24,21,17,15,61,0.0,1015,21,10,136,9
2020-03-14 00:00:00,27,12,0.0,11.6,6,1,62,No moonrise,11:38 AM,07:35 AM,07:36 PM,13,17,18,17,4,18,85,0.0,1017,17,10,145,2
2020-03-14 03:00:00,27,12,0.0,11.6,6,1,62,No moonrise,11:38 AM,07:35 AM,07:36 PM,13,14,14,14,2,30,92,0.0,1017,14,10,71,1
2020-03-14 06:00:00,27,12,0.0,11.6,6,1,62,No moonrise,11:38 AM,07:35 AM,07:36 PM,11,12,12,12,7,38,93,0.0,1017,12,10,237,3
2020-03-14 09:00:00,27,12,0.0,11.6,6,5,62,No moonrise,11:38 AM,07:35 AM,07:36 PM,10,16,16,16,4,20,71,0.0,1018,16,10,128,3
2020-03-14 12:00:00,27,12,0.0,11.6,6,6,62,No moonrise,11:38 AM,07:35 AM,07:36 PM,7,23,23,23,6,7,38,0.0,1017,23,10,117,5
2020-03-14 15:00:00,27,12,0.0,11.6,6,7,62,No moonrise,11:38 AM,07:35 AM,07:36 PM,5,25,25,26,9,3,25,0.0,1014,26,10,141,8
2020-03-14 18:00:00,27,12,0.0,11.6,6,6,62,No moonrise,11:38 AM,07:35 AM,07:36 PM,7,26,26,24,19,58,36,0.1,1013,24,10,110,12
2020-03-14 21:00:00,27,12,0.0,11.6,6,1,62,No moonrise,11:38 AM,07:35 AM,07:36 PM,13,20,23,20,12,54,70,0.0,1016,20,10,100,7
2020-03-15 00:00:00,29,13,0.0,11.6,6,1,55,12:57 AM,12:28 PM,07:34 AM,07:37 PM,15,19,20,19,4,28,79,0.0,1018,19,10,64,3
2020-03-15 03:00:00,29,13,0.0,11.6,6,1,55,12:57 AM,12:28 PM,07:34 AM,07:37 PM,14,17,17,17,6,19,79,0.0,1018,17,10,254,5
2020-03-15 06:00:00,29,13,0.0,11.6,6,1,55,12:57 AM,12:28 PM,07:34 AM,07:37 PM,11,14,14,14,12,15,83,0.0,1018,14,10,348,7
2020-03-15 09:00:00,29,13,0.0,11.6,6,5,55,12:57 AM,12:28 PM,07:34 AM,07:37 PM,10,18,18,18,8,8,60,0.0,1019,18,10,115,6
2020-03-15 12:00:00,29,13,0.0,11.6,6,7,55,12:57 AM,12:28 PM,07:34 AM,07:37 PM,6,25,25,26,5,1,30,0.0,1018,26,10,95,5
2020-03-15 15:00:00,29,13,0.0,11.6,6,7,55,12:57 AM,12:28 PM,07:34 AM,07:37 PM,4,27,27,29,10,0,20,0.0,1015,29,10,136,9
2020-03-15 18:00:00,29,13,0.0,11.6,6,7,55,12:57 AM,12:28 PM,07:34 AM,07:37 PM,8,26,26,26,14,3,34,0.0,1014,26,10,105,12
2020-03-15 21:00:00,29,13,0.0,11.6,6,1,55,12:57 AM,12:28 PM,07:34 AM,07:37 PM,12,25,25,23,14,11,70,0.0,1017,23,10,52,10
2020-03-16 00:00:00,27,12,0.0,11.6,5,1,47,01:56 AM,01:21 PM,07:33 AM,07:37 PM,13,17,18,17,12,34,89,0.0,1019,17,10,248,8
2020-03-16 03:00:00,27,12,0.0,11.6,5,1,47,01:56 AM,01:21 PM,07:33 AM,07:37 PM,13,14,14,14,9,31,94,0.0,1019,14,5,347,6
2020-03-16 06:00:00,27,12,0.0,11.6,5,1,47,01:56 AM,01:21 PM,07:33 AM,07:37 PM,11,12,12,12,10,37,93,0.0,1018,12,7,343,5
2020-03-16 09:00:00,27,12,0.0,11.6,5,4,47,01:56 AM,01:21 PM,07:33 AM,07:37 PM,8,15,15,15,8,19,68,0.0,1019,15,10,121,5
2020-03-16 12:00:00,27,12,0.0,11.6,5,6,47,01:56 AM,01:21 PM,07:33 AM,07:37 PM,4,22,22,22,4,4,34,0.0,1018,22,10,92,3
2020-03-16 15:00:00,27,12,0.0,11.6,5,7,47,01:56 AM,01:21 PM,07:33 AM,07:37 PM,3,25,25,26,5,1,22,0.0,1014,26,10,112,4
2020-03-16 18:00:00,27,12,0.0,11.6,5,6,47,01:56 AM,01:21 PM,07:33 AM,07:37 PM,6,25,25,25,14,3,35,0.0,1014,25,10,89,9
2020-03-16 21:00:00,27,12,0.0,11.6,5,1,47,01:56 AM,01:21 PM,07:33 AM,07:37 PM,11,22,25,22,14,21,67,0.0,1017,22,10,56,9
2020-03-17 00:00:00,26,9,0.0,11.6,5,1,40,02:52 AM,02:14 PM,07:32 AM,07:37 PM,12,16,17,16,10,25,85,0.0,1019,16,10,253,6
2020-03-17 03:00:00,26,9,0.0,11.6,5,1,40,02:52 AM,02:14 PM,07:32 AM,07:37 PM,11,13,13,13,9,18,89,0.0,1018,13,10,348,5
