date_time,Mareeba_maxtempC,Mareeba_mintempC,Mareeba_totalSnow_cm,Mareeba_sunHour,Mareeba_uvIndex,Mareeba_uvIndex,Mareeba_moon_illumination,Mareeba_moonrise,Mareeba_moonset,Mareeba_sunrise,Mareeba_sunset,Mareeba_DewPointC,Mareeba_FeelsLikeC,Mareeba_HeatIndexC,Mareeba_WindChillC,Mareeba_WindGustKmph,Mareeba_cloudcover,Mareeba_humidity,Mareeba_precipMM,Mareeba_pressure,Mareeba_tempC,Mareeba_visibility,Mareeba_winddirDegree,Mareeba_windspeedKmph
2020-03-24 18:00:00,28,19,0.0,6.0,5,5,0,06:04 AM,06:34 PM,06:23 AM,06:26 PM,20,26,26,24,15,83,84,0.2,1012,24,9,99,11
2020-03-24 21:00:00,28,19,0.0,6.0,5,1,0,06:04 AM,06:34 PM,06:23 AM,06:26 PM,19,20,21,20,12,77,97,0.3,1013,20,10,110,7
2020-03-25 00:00:00,28,19,0.0,10.2,5,1,3,06:51 AM,07:09 PM,06:23 AM,06:25 PM,19,20,20,20,11,67,97,0.2,1013,20,10,107,7
2020-03-25 03:00:00,28,19,0.0,10.2,5,1,3,06:51 AM,07:09 PM,06:23 AM,06:25 PM,19,19,19,19,10,73,98,0.3,1012,19,10,101,6
2020-03-25 06:00:00,28,19,0.0,10.2,5,1,3,06:51 AM,07:09 PM,06:23 AM,06:25 PM,19,20,20,20,11,64,97,0.2,1012,20,5,96,7
2020-03-25 09:00:00,28,19,0.0,10.2,5,5,3,06:51 AM,07:09 PM,06:23 AM,06:25 PM,19,24,24,23,17,38,80,0.1,1013,23,7,97,14
2020-03-25 12:00:00,28,19,0.0,10.2,5,7,3,06:51 AM,07:09 PM,06:23 AM,06:25 PM,19,28,28,27,20,36,62,0.0,1012,27,10,95,17
2020-03-25 15:00:00,28,19,0.0,10.2,5,7,3,06:51 AM,07:09 PM,06:23 AM,06:25 PM,19,28,28,27,19,40,64,0.0,1011,27,10,100,16
2020-03-25 18:00:00,28,19,0.0,10.2,5,6,3,06:51 AM,07:09 PM,06:23 AM,06:25 PM,20,26,26,23,14,66,84,0.1,1012,23,10,106,10
2020-03-25 21:00:00,28,19,0.0,10.2,5,1,3,06:51 AM,07:09 PM,06:23 AM,06:25 PM,20,21,22,21,10,69,95,0.0,1014,21,5,111,6
2020-03-26 00:00:00,26,20,0.0,6.0,5,1,11,07:38 AM,07:43 PM,06:23 AM,06:24 PM,20,20,20,20,9,88,97,0.1,1013,20,1,115,6
2020-03-26 03:00:00,26,20,0.0,6.0,5,1,11,07:38 AM,07:43 PM,06:23 AM,06:24 PM,20,20,20,20,8,82,97,0.1,1012,20,1,123,5
2020-03-26 06:00:00,26,20,0.0,6.0,5,1,11,07:38 AM,07:43 PM,06:23 AM,06:24 PM,20,20,20,20,9,73,96,0.0,1012,20,2,124,6
2020-03-26 09:00:00,26,20,0.0,6.0,5,5,11,07:38 AM,07:43 PM,06:23 AM,06:24 PM,20,25,25,24,15,86,82,0.1,1013,24,7,114,13
2020-03-26 12:00:00,26,20,0.0,6.0,5,6,11,07:38 AM,07:43 PM,06:23 AM,06:24 PM,21,28,28,26,18,79,74,0.5,1013,26,10,115,15
2020-03-26 15:00:00,26,20,0.0,6.0,5,5,11,07:38 AM,07:43 PM,06:23 AM,06:24 PM,21,27,27,24,17,63,82,1.5,1011,24,10,121,13
2020-03-26 18:00:00,26,20,0.0,6.0,5,5,11,07:38 AM,07:43 PM,06:23 AM,06:24 PM,21,25,25,22,13,66,92,1.0,1012,22,10,117,8
2020-03-26 21:00:00,26,20,0.0,6.0,5,1,11,07:38 AM,07:43 PM,06:23 AM,06:24 PM,20,21,22,21,9,79,97,0.6,1013,21,10,104,6
2020-03-27 00:00:00,25,20,0.0,6.0,5,1,18,08:25 AM,08:19 PM,06:23 AM,06:23 PM,20,21,21,21,8,88,98,0.4,1013,21,10,100,5
2020-03-27 03:00:00,25,20,0.0,6.0,5,1,18,08:25 AM,08:19 PM,06:23 AM,06:23 PM,20,21,21,21,9,93,98,0.4,1012,21,10,97,6
2020-03-27 06:00:00,25,20,0.0,6.0,5,1,18,08:25 AM,08:19 PM,06:23 AM,06:23 PM,20,21,21,21,10,86,97,0.3,1012,21,10,101,7
2020-03-27 09:00:00,25,20,0.0,6.0,5,5,18,08:25 AM,08:19 PM,06:23 AM,06:23 PM,19,25,25,24,13,69,79,0.3,1013,24,10,101,10
2020-03-27 12:00:00,25,20,0.0,6.0,5,5,18,08:25 AM,08:19 PM,06:23 AM,06:23 PM,21,27,27,25,16,71,81,1.5,1013,25,10,98,12
2020-03-27 15:00:00,25,20,0.0,6.0,5,5,18,08:25 AM,08:19 PM,06:23 AM,06:23 PM,21,25,25,23,20,66,89,3.9,1011,23,8,102,12
2020-03-27 18:00:00,25,20,0.0,6.0,5,5,18,08:25 AM,08:19 PM,06:23 AM,06:23 PM,20,21,22,21,13,70,94,1.7,1012,21,9,107,8
2020-03-27 21:00:00,25,20,0.0,6.0,5,1,18,08:25 AM,08:19 PM,06:23 AM,06:23 PM,20,20,20,20,9,80,97,0.2,1013,20,10,115,6
2020-03-28 00:00:00,28,19,0.0,6.0,5,1,25,09:14 AM,08:57 PM,06:23 AM,06:23 PM,19,19,19,19,8,94,98,0.1,1012,19,3,127,5
2020-03-28 03:00:00,28,19,0.0,6.0,5,1,25,09:14 AM,08:57 PM,06:23 AM,06:23 PM,19,19,19,19,7,100,98,0.0,1011,19,0,124,4
2020-03-28 06:00:00,28,19,0.0,6.0,5,1,25,09:14 AM,08:57 PM,06:23 AM,06:23 PM,19,20,20,20,8,84,97,0.1,1011,20,1,107,5
2020-03-28 09:00:00,28,19,0.0,6.0,5,5,25,09:14 AM,08:57 PM,06:23 AM,06:23 PM,20,24,24,23,12,84,82,0.2,1012,23,7,93,10
2020-03-28 12:00:00,28,19,0.0,6.0,5,6,25,09:14 AM,08:57 PM,06:23 AM,06:23 PM,20,29,29,27,15,84,65,0.1,1011,27,10,87,13
2020-03-28 15:00:00,28,19,0.0,6.0,5,6,25,09:14 AM,08:57 PM,06:23 AM,06:23 PM,19,29,29,27,16,76,63,0.7,1009,27,9,94,13
2020-03-28 18:00:00,28,19,0.0,6.0,5,5,25,09:14 AM,08:57 PM,06:23 AM,06:23 PM,19,28,28,24,13,82,83,0.4,1010,24,10,108,9
2020-03-28 21:00:00,28,19,0.0,6.0,5,1,25,09:14 AM,08:57 PM,06:23 AM,06:23 PM,19,21,22,21,10,96,96,0.1,1012,21,3,112,6
2020-03-29 00:00:00,28,19,0.0,6.0,5,1,32,10:04 AM,09:39 PM,06:24 AM,06:22 PM,19,20,20,20,9,100,98,0.0,1012,20,0,113,5
2020-03-29 03:00:00,28,19,0.0,6.0,5,1,32,10:04 AM,09:39 PM,06:24 AM,06:22 PM,19,20,20,20,9,100,98,0.1,1010,20,0,112,6
2020-03-29 06:00:00,28,19,0.0,6.0,5,1,32,10:04 AM,09:39 PM,06:24 AM,06:22 PM,19,20,20,20,10,81,96,0.0,1011,20,1,111,6
2020-03-29 09:00:00,28,19,0.0,6.0,5,5,32,10:04 AM,09:39 PM,06:24 AM,06:22 PM,19,24,24,23,15,75,78,0.1,1012,23,7,101,13
2020-03-29 12:00:00,28,19,0.0,6.0,5,6,32,10:04 AM,09:39 PM,06:24 AM,06:22 PM,19,29,29,27,18,82,64,0.1,1011,27,10,92,16
2020-03-29 15:00:00,28,19,0.0,6.0,5,6,32,10:04 AM,09:39 PM,06:24 AM,06:22 PM,20,28,28,27,17,76,65,0.1,1009,27,10,96,15
2020-03-29 18:00:00,28,19,0.0,6.0,5,5,32,10:04 AM,09:39 PM,06:24 AM,06:22 PM,20,27,27,25,14,73,84,0.1,1011,25,10,106,10
2020-03-29 21:00:00,28,19,0.0,6.0,5,1,32,10:04 AM,09:39 PM,06:24 AM,06:22 PM,20,21,22,21,11,75,96,0.2,1012,21,10,115,7
2020-03-30 00:00:00,28,19,0.0,7.4,5,1,40,10:56 AM,10:23 PM,06:24 AM,06:21 PM,19,20,20,20,9,92,98,0.1,1012,20,3,120,6
2020-03-30 03:00:00,28,19,0.0,7.4,5,1,40,10:56 AM,10:23 PM,06:24 AM,06:21 PM,19,20,20,20,11,73,97,0.0,1011,20,1,118,6
2020-03-30 06:00:00,28,19,0.0,7.4,5,1,40,10:56 AM,10:23 PM,06:24 AM,06:21 PM,19,20,20,20,12,62,96,0.0,1011,20,2,106,8
2020-03-30 09:00:00,28,19,0.0,7.4,5,5,40,10:56 AM,10:23 PM,06:24 AM,06:21 PM,19,24,24,23,16,69,80,0.1,1012,23,7,99,13
2020-03-30 12:00:00,28,19,0.0,7.4,5,6,40,10:56 AM,10:23 PM,06:24 AM,06:21 PM,20,29,29,27,19,83,65,0.1,1011,27,10,96,17
2020-03-30 15:00:00,28,19,0.0,7.4,5,6,40,10:56 AM,10:23 PM,06:24 AM,06:21 PM,20,29,29,27,17,70,69,0.2,1010,27,10,97,15
2020-03-30 18:00:00,28,19,0.0,7.4,5,5,40,10:56 AM,10:23 PM,06:24 AM,06:21 PM,20,23,23,23,13,58,87,0.2,1011,23,10,109,10
2020-03-30 21:00:00,28,19,0.0,7.4,5,1,40,10:56 AM,10:23 PM,06:24 AM,06:21 PM,20,20,20,20,11,63,96,0.3,1013,20,10,123,7
2020-03-31 00:00:00,27,18,0.0,8.8,5,1,44,11:50 AM,11:13 PM,06:24 AM,06:20 PM,19,19,19,19,10,89,98,0.1,1013,19,3,125,6
2020-03-31 03:00:00,27,18,0.0,8.8,5,1,44,11:50 AM,11:13 PM,06:24 AM,06:20 PM,18,18,18,18,11,100,98,0.0,1011,18,0,124,6
2020-03-31 06:00:00,27,18,0.0,8.8,5,1,44,11:50 AM,11:13 PM,06:24 AM,06:20 PM,18,18,18,18,11,82,97,0.0,1012,18,1,113,6
2020-03-31 09:00:00,27,18,0.0,8.8,5,5,44,11:50 AM,11:13 PM,06:24 AM,06:20 PM,18,23,23,22,15,81,78,0.1,1013,22,7,102,12
2020-03-31 12:00:00,27,18,0.0,8.8,5,6,44,11:50 AM,11:13 PM,06:24 AM,06:20 PM,19,28,28,26,17,75,66,0.2,1011,26,10,96,14
2020-03-31 15:00:00,27,18,0.0,8.8,5,6,44,11:50 AM,11:13 PM,06:24 AM,06:20 PM,19,28,28,26,15,59,65,0.3,1010,26,10,95,13
2020-03-31 18:00:00,27,18,0.0,8.8,5,5,44,11:50 AM,11:13 PM,06:24 AM,06:20 PM,19,28,28,25,12,37,84,0.1,1011,25,10,97,9
2020-03-31 21:00:00,27,18,0.0,8.8,5,1,44,11:50 AM,11:13 PM,06:24 AM,06:20 PM,19,21,22,21,10,76,96,0.1,1013,21,3,112,6
2020-04-01 00:00:00,28,19,0.0,11.6,5,1,56,12:45 PM,No moonset,06:24 AM,06:19 PM,19,19,19,19,8,100,98,0.0,1012,19,0,113,5
2020-04-01 03:00:00,28,19,0.0,11.6,5,1,56,12:45 PM,No moonset,06:24 AM,06:19 PM,19,19,19,19,8,100,98,0.1,1012,19,0,109,5
2020-04-01 06:00:00,28,19,0.0,11.6,5,1,56,12:45 PM,No moonset,06:24 AM,06:19 PM,19,19,19,19,8,73,96,0.0,1012,19,1,103,5
2020-04-01 09:00:00,28,19,0.0,11.6,5,5,56,12:45 PM,No moonset,06:24 AM,06:19 PM,19,24,24,23,12,23,76,0.0,1013,23,7,90,10
2020-04-01 12:00:00,28,19,0.0,11.6,5,7,56,12:45 PM,No moonset,06:24 AM,06:19 PM,18,28,28,27,15,16,58,0.0,1012,27,10,89,13
2020-04-01 15:00:00,28,19,0.0,11.6,5,7,56,12:45 PM,No moonset,06:24 AM,06:19 PM,18,28,28,27,14,42,58,0.0,1010,27,10,94,12
2020-04-01 18:00:00,28,19,0.0,11.6,5,6,56,12:45 PM,No moonset,06:24 AM,06:19 PM,19,28,28,25,11,35,82,0.0,1011,25,10,102,8
2020-04-01 21:00:00,28,19,0.0,11.6,5,1,56,12:45 PM,No moonset,06:24 AM,06:19 PM,19,20,22,20,9,76,96,0.0,1013,20,3,118,5
2020-04-02 00:00:00,28,18,0.0,8.8,5,1,64,01:40 PM,12:07 AM,06:24 AM,06:19 PM,18,19,19,19,8,100,98,0.0,1012,19,0,128,5
2020-04-02 03:00:00,28,18,0.0,8.8,5,1,64,01:40 PM,12:07 AM,06:24 AM,06:19 PM,18,18,18,18,8,100,99,0.0,1012,18,0,134,5
2020-04-02 06:00:00,28,18,0.0,8.8,5,1,64,01:40 PM,12:07 AM,06:24 AM,06:19 PM,18,18,18,18,8,100,98,0.0,1012,18,0,126,5
2020-04-02 09:00:00,28,18,0.0,8.8,5,5,64,01:40 PM,12:07 AM,06:24 AM,06:19 PM,18,24,24,23,8,38,76,0.0,1013,23,7,109,7
2020-04-02 12:00:00,28,18,0.0,8.8,5,7,64,01:40 PM,12:07 AM,06:24 AM,06:19 PM,18,28,28,27,9,57,61,0.2,1012,27,9,102,8
2020-04-02 15:00:00,28,18,0.0,8.8,5,6,64,01:40 PM,12:07 AM,06:24 AM,06:19 PM,19,28,28,27,9,84,63,0.7,1010,27,10,85,7
2020-04-02 18:00:00,28,18,0.0,8.8,5,5,64,01:40 PM,12:07 AM,06:24 AM,06:19 PM,19,26,26,24,8,76,82,0.5,1010,24,9,81,5
2020-04-02 21:00:00,28,18,0.0,8.8,5,1,64,01:40 PM,12:07 AM,06:24 AM,06:19 PM,18,19,20,19,8,73,95,0.3,1012,19,9,101,4
2020-04-03 00:00:00,30,17,0.0,8.8,5,1,71,02:34 PM,01:05 AM,06:24 AM,06:18 PM,17,17,17,17,7,91,98,0.1,1011,17,3,125,4
2020-04-03 03:00:00,30,17,0.0,8.8,5,1,71,02:34 PM,01:05 AM,06:24 AM,06:18 PM,16,17,17,17,8,100,98,0.0,1010,17,0,142,4
2020-04-03 06:00:00,30,17,0.0,8.8,5,1,71,02:34 PM,01:05 AM,06:24 AM,06:18 PM,16,17,17,17,6,55,97,0.0,1011,17,1,160,3
2020-04-03 09:00:00,30,17,0.0,8.8,5,5,71,02:34 PM,01:05 AM,06:24 AM,06:18 PM,17,24,24,23,4,14,70,0.0,1012,23,7,101,3
2020-04-03 12:00:00,30,17,0.0,8.8,5,7,71,02:34 PM,01:05 AM,06:24 AM,06:18 PM,16,29,29,29,5,13,47,0.0,1010,29,10,51,4
2020-04-03 15:00:00,30,17,0.0,8.8,5,7,71,02:34 PM,01:05 AM,06:24 AM,06:18 PM,17,29,29,28,7,61,54,0.1,1009,28,10,39,6
2020-04-03 18:00:00,30,17,0.0,8.8,5,5,71,02:34 PM,01:05 AM,06:24 AM,06:18 PM,19,27,27,24,9,83,84,0.2,1010,24,9,63,6
2020-04-03 21:00:00,30,17,0.0,8.8,5,1,71,02:34 PM,01:05 AM,06:24 AM,06:18 PM,19,21,22,21,6,83,98,0.4,1011,21,10,67,4
2020-04-04 00:00:00,29,18,0.0,8.8,6,1,79,03:27 PM,02:06 AM,06:25 AM,06:17 PM,18,19,19,19,2,80,99,0.1,1011,19,10,128,1
2020-04-04 03:00:00,29,18,0.0,8.8,6,1,79,03:27 PM,02:06 AM,06:25 AM,06:17 PM,18,18,18,18,3,93,98,0.0,1010,18,3,131,1
2020-04-04 06:00:00,29,18,0.0,8.8,6,1,79,03:27 PM,02:06 AM,06:25 AM,06:17 PM,17,18,18,18,4,100,98,0.0,1011,18,0,186,2
2020-04-04 09:00:00,29,18,0.0,8.8,6,5,79,03:27 PM,02:06 AM,06:25 AM,06:17 PM,18,24,24,23,5,38,74,0.0,1012,23,7,256,4
2020-04-04 12:00:00,29,18,0.0,8.8,6,7,79,03:27 PM,02:06 AM,06:25 AM,06:17 PM,18,29,29,28,9,59,56,0.1,1010,28,10,241,8
2020-04-04 15:00:00,29,18,0.0,8.8,6,6,79,03:27 PM,02:06 AM,06:25 AM,06:17 PM,19,30,30,29,6,76,58,0.1,1008,29,10,208,5
2020-04-04 18:00:00,29,18,0.0,8.8,6,6,79,03:27 PM,02:06 AM,06:25 AM,06:17 PM,20,30,30,27,5,80,83,0.8,1009,27,10,128,3
2020-04-04 21:00:00,29,18,0.0,8.8,6,1,79,03:27 PM,02:06 AM,06:25 AM,06:17 PM,20,28,28,24,4,68,97,1.2,1011,24,10,83,2
2020-04-05 00:00:00,30,19,0.0,8.8,6,1,87,04:16 PM,03:08 AM,06:25 AM,06:16 PM,19,20,22,20,2,57,97,0.4,1011,20,10,93,1
2020-04-05 03:00:00,30,19,0.0,8.8,6,1,87,04:16 PM,03:08 AM,06:25 AM,06:16 PM,19,19,19,19,4,85,97,0.0,1011,19,3,118,2
2020-04-05 06:00:00,30,19,0.0,8.8,6,1,87,04:16 PM,03:08 AM,06:25 AM,06:16 PM,19,19,19,19,5,58,96,0.0,1011,19,1,124,3
2020-04-05 09:00:00,30,19,0.0,8.8,6,5,87,04:16 PM,03:08 AM,06:25 AM,06:16 PM,19,26,26,25,5,27,74,0.0,1012,25,7,77,4
2020-04-05 12:00:00,30,19,0.0,8.8,6,7,87,04:16 PM,03:08 AM,06:25 AM,06:16 PM,19,31,31,29,9,57,55,0.1,1011,29,10,85,8
2020-04-05 15:00:00,30,19,0.0,8.8,6,6,87,04:16 PM,03:08 AM,06:25 AM,06:16 PM,19,31,31,29,12,72,55,0.4,1009,29,9,95,10
2020-04-05 18:00:00,30,19,0.0,8.8,6,6,87,04:16 PM,03:08 AM,06:25 AM,06:16 PM,20,28,28,26,10,71,82,0.6,1011,26,9,78,6
2020-04-05 21:00:00,30,19,0.0,8.8,6,1,87,04:16 PM,03:08 AM,06:25 AM,06:16 PM,20,22,22,22,8,72,97,0.6,1013,22,10,85,4
2020-04-06 00:00:00,29,18,0.0,10.2,6,1,94,05:04 PM,04:10 AM,06:25 AM,06:16 PM,19,19,19,19,7,91,98,0.2,1013,19,3,109,4
2020-04-06 03:00:00,29,18,0.0,10.2,6,1,94,05:04 PM,04:10 AM,06:25 AM,06:16 PM,18,18,18,18,7,100,98,0.0,1012,18,0,123,4
2020-04-06 06:00:00,29,18,0.0,10.2,6,1,94,05:04 PM,04:10 AM,06:25 AM,06:16 PM,19,19,19,19,7,100,98,0.0,1013,19,0,131,4
2020-04-06 09:00:00,29,18,0.0,10.2,6,5,94,05:04 PM,04:10 AM,06:25 AM,06:16 PM,19,25,25,24,9,48,75,0.0,1014,24,7,111,7
2020-04-06 12:00:00,29,18,0.0,10.2,6,7,94,05:04 PM,04:10 AM,06:25 AM,06:16 PM,18,29,29,28,12,38,56,0.0,1012,28,10,94,11
2020-04-06 15:00:00,29,18,0.0,10.2,6,7,94,05:04 PM,04:10 AM,06:25 AM,06:16 PM,18,29,29,28,14,64,56,0.3,1011,28,9,89,11
2020-04-06 18:00:00,29,18,0.0,10.2,6,6,94,05:04 PM,04:10 AM,06:25 AM,06:16 PM,18,27,27,26,12,39,75,0.2,1011,26,10,96,8
2020-04-06 21:00:00,29,18,0.0,10.2,6,1,94,05:04 PM,04:10 AM,06:25 AM,06:16 PM,19,24,24,22,9,74,93,0.0,1013,22,3,108,5
2020-04-07 00:00:00,27,18,0.0,10.2,5,1,100,05:50 PM,05:13 AM,06:25 AM,06:15 PM,18,19,20,19,6,100,99,0.0,1012,19,0,110,4
2020-04-07 03:00:00,27,18,0.0,10.2,5,1,100,05:50 PM,05:13 AM,06:25 AM,06:15 PM,18,18,18,18,7,100,99,0.0,1011,18,0,113,4
2020-04-07 06:00:00,27,18,0.0,10.2,5,1,100,05:50 PM,05:13 AM,06:25 AM,06:15 PM,18,19,19,19,7,84,97,0.0,1012,19,1,113,4
2020-04-07 09:00:00,27,18,0.0,10.2,5,5,100,05:50 PM,05:13 AM,06:25 AM,06:15 PM,18,24,24,23,11,63,75,0.0,1013,23,7,100,9
2020-04-07 12:00:00,27,18,0.0,10.2,5,7,100,05:50 PM,05:13 AM,06:25 AM,06:15 PM,19,27,27,26,14,58,64,0.1,1012,26,10,90,12
2020-04-07 15:00:00,27,18,0.0,10.2,5,6,100,05:50 PM,05:13 AM,06:25 AM,06:15 PM,19,27,27,26,14,45,65,0.1,1011,26,10,88,12
2020-04-07 18:00:00,27,18,0.0,10.2,5,6,100,05:50 PM,05:13 AM,06:25 AM,06:15 PM,19,27,27,24,11,38,83,0.0,1012,24,10,90,8
2020-04-07 21:00:00,27,18,0.0,10.2,5,1,100,05:50 PM,05:13 AM,06:25 AM,06:15 PM,18,20,21,20,9,80,96,0.0,1013,20,3,112,5
2020-04-08 00:00:00,27,18,0.0,10.2,5,1,100,06:35 PM,06:14 AM,06:25 AM,06:14 PM,18,18,18,18,8,100,98,0.0,1013,18,0,123,4
2020-04-08 03:00:00,27,18,0.0,10.2,5,1,100,06:35 PM,06:14 AM,06:25 AM,06:14 PM,18,18,18,18,8,100,98,0.0,1012,18,0,110,5
2020-04-08 06:00:00,27,18,0.0,10.2,5,1,100,06:35 PM,06:14 AM,06:25 AM,06:14 PM,18,18,18,18,8,100,98,0.1,1013,18,0,102,5
2020-04-08 09:00:00,27,18,0.0,10.2,5,5,100,06:35 PM,06:14 AM,06:25 AM,06:14 PM,18,23,23,22,10,85,78,0.1,1014,22,7,96,8
2020-04-08 12:00:00,27,18,0.0,10.2,5,6,100,06:35 PM,06:14 AM,06:25 AM,06:14 PM,17,27,27,26,13,36,56,0.0,1013,26,10,96,11
2020-04-08 15:00:00,27,18,0.0,10.2,5,7,100,06:35 PM,06:14 AM,06:25 AM,06:14 PM,16,27,27,27,13,10,52,0.0,1011,27,10,107,11
2020-04-08 18:00:00,27,18,0.0,10.2,5,6,100,06:35 PM,06:14 AM,06:25 AM,06:14 PM,17,25,25,24,12,3,75,0.0,1012,24,10,116,8
2020-04-08 21:00:00,27,18,0.0,10.2,5,1,100,06:35 PM,06:14 AM,06:25 AM,06:14 PM,16,20,23,20,10,67,94,0.0,1015,20,3,129,5
2020-04-09 00:00:00,28,16,0.0,10.2,5,1,83,07:23 PM,07:17 AM,06:26 AM,06:13 PM,16,17,18,17,9,100,98,0.0,1015,17,0,141,4
2020-04-09 03:00:00,28,16,0.0,10.2,5,1,83,07:23 PM,07:17 AM,06:26 AM,06:13 PM,16,16,16,16,9,100,98,0.0,1014,16,0,141,5
2020-04-09 06:00:00,28,16,0.0,10.2,5,1,83,07:23 PM,07:17 AM,06:26 AM,06:13 PM,17,17,17,17,8,100,97,0.0,1014,17,0,133,5
2020-04-09 09:00:00,28,16,0.0,10.2,5,5,83,07:23 PM,07:17 AM,06:26 AM,06:13 PM,17,23,23,22,11,61,76,0.0,1016,22,7,114,9
2020-04-09 12:00:00,28,16,0.0,10.2,5,7,83,07:23 PM,07:17 AM,06:26 AM,06:13 PM,17,28,28,27,13,31,54,0.0,1015,27,10,99,11
2020-04-09 15:00:00,28,16,0.0,10.2,5,7,83,07:23 PM,07:17 AM,06:26 AM,06:13 PM,17,28,28,27,13,34,56,0.0,1014,27,10,93,12
2020-04-09 18:00:00,28,16,0.0,10.2,5,6,83,07:23 PM,07:17 AM,06:26 AM,06:13 PM,17,26,26,24,12,31,78,0.0,1014,24,10,106,8
2020-04-09 21:00:00,28,16,0.0,10.2,5,1,83,07:23 PM,07:17 AM,06:26 AM,06:13 PM,17,21,25,21,10,37,93,0.0,1017,21,5,123,5
2020-04-10 00:00:00,28,17,0.0,11.6,5,1,76,08:11 PM,08:19 AM,06:26 AM,06:13 PM,17,18,20,18,9,49,97,0.0,1016,18,2,135,5
2020-04-10 03:00:00,28,17,0.0,11.6,5,1,76,08:11 PM,08:19 AM,06:26 AM,06:13 PM,17,17,17,17,9,84,97,0.0,1016,17,1,140,5
2020-04-10 06:00:00,28,17,0.0,11.6,5,1,76,08:11 PM,08:19 AM,06:26 AM,06:13 PM,17,17,17,17,9,62,96,0.0,1016,17,1,140,5
2020-04-10 09:00:00,28,17,0.0,11.6,5,5,76,08:11 PM,08:19 AM,06:26 AM,06:13 PM,17,23,23,22,9,26,74,0.0,1017,22,7,105,7
2020-04-10 12:00:00,28,17,0.0,11.6,5,7,76,08:11 PM,08:19 AM,06:26 AM,06:13 PM,17,28,28,27,12,16,56,0.0,1015,27,10,75,10
2020-04-10 15:00:00,28,17,0.0,11.6,5,7,76,08:11 PM,08:19 AM,06:26 AM,06:13 PM,18,28,28,27,12,27,58,0.0,1013,27,10,68,11
2020-04-10 18:00:00,28,17,0.0,11.6,5,6,76,08:11 PM,08:19 AM,06:26 AM,06:13 PM,18,27,27,24,9,26,80,0.0,1014,24,10,67,6
2020-04-10 21:00:00,28,17,0.0,11.6,5,1,76,08:11 PM,08:19 AM,06:26 AM,06:13 PM,18,20,21,20,8,41,95,0.0,1016,20,5,107,4
2020-04-11 00:00:00,29,18,0.0,8.8,6,1,68,09:02 PM,09:22 AM,06:26 AM,06:12 PM,18,18,18,18,6,84,98,0.0,1015,18,1,124,3
2020-04-11 03:00:00,29,18,0.0,8.8,6,1,68,09:02 PM,09:22 AM,06:26 AM,06:12 PM,18,18,18,18,6,100,98,0.0,1014,18,0,125,3
2020-04-11 06:00:00,29,18,0.0,8.8,6,1,68,09:02 PM,09:22 AM,06:26 AM,06:12 PM,18,18,18,18,6,74,97,0.0,1014,18,1,135,4
2020-04-11 09:00:00,29,18,0.0,8.8,6,5,68,09:02 PM,09:22 AM,06:26 AM,06:12 PM,19,25,25,24,6,30,75,0.0,1015,24,7,106,5
2020-04-11 12:00:00,29,18,0.0,8.8,6,7,68,09:02 PM,09:22 AM,06:26 AM,06:12 PM,19,30,30,28,5,54,58,0.1,1014,28,10,66,4
2020-04-11 15:00:00,29,18,0.0,8.8,6,6,68,09:02 PM,09:22 AM,06:26 AM,06:12 PM,20,30,30,28,8,82,63,0.5,1012,28,9,55,6
2020-04-11 18:00:00,29,18,0.0,8.8,6,5,68,09:02 PM,09:22 AM,06:26 AM,06:12 PM,21,27,27,25,10,75,86,0.7,1012,25,9,67,6
2020-04-11 21:00:00,29,18,0.0,8.8,6,1,68,09:02 PM,09:22 AM,06:26 AM,06:12 PM,20,21,22,21,7,71,97,0.7,1014,21,10,87,4
2020-04-12 00:00:00,31,18,0.0,11.6,6,1,61,09:55 PM,10:24 AM,06:26 AM,06:11 PM,19,19,19,19,4,90,98,0.2,1013,19,3,114,2
2020-04-12 03:00:00,31,18,0.0,11.6,6,1,61,09:55 PM,10:24 AM,06:26 AM,06:11 PM,18,18,18,18,5,50,96,0.0,1012,18,1,151,2
2020-04-12 06:00:00,31,18,0.0,11.6,6,1,61,09:55 PM,10:24 AM,06:26 AM,06:11 PM,17,18,18,18,6,19,92,0.0,1013,18,7,168,3
2020-04-12 09:00:00,31,18,0.0,11.6,6,6,61,09:55 PM,10:24 AM,06:26 AM,06:11 PM,17,25,25,25,4,12,65,0.0,1014,25,10,103,3
2020-04-12 12:00:00,31,18,0.0,11.6,6,8,61,09:55 PM,10:24 AM,06:26 AM,06:11 PM,17,31,31,30,4,17,46,0.0,1012,30,10,88,4
2020-04-12 15:00:00,31,18,0.0,11.6,6,7,61,09:55 PM,10:24 AM,06:26 AM,06:11 PM,18,30,30,29,8,24,49,0.0,1010,29,10,78,6
2020-04-12 18:00:00,31,18,0.0,11.6,6,7,61,09:55 PM,10:24 AM,06:26 AM,06:11 PM,18,29,29,27,9,19,70,0.0,1011,27,10,67,6
2020-04-12 21:00:00,31,18,0.0,11.6,6,1,61,09:55 PM,10:24 AM,06:26 AM,06:11 PM,18,27,27,24,8,15,85,0.0,1013,24,10,96,4
2020-04-13 00:00:00,29,18,0.0,11.6,7,1,53,10:50 PM,11:25 AM,06:26 AM,06:11 PM,16,20,21,20,7,13,86,0.0,1012,20,10,120,3
