date_time,Katherine_maxtempC,Katherine_mintempC,Katherine_totalSnow_cm,Katherine_sunHour,Katherine_uvIndex,Katherine_uvIndex,Katherine_moon_illumination,Katherine_moonrise,Katherine_moonset,Katherine_sunrise,Katherine_sunset,Katherine_DewPointC,Katherine_FeelsLikeC,Katherine_HeatIndexC,Katherine_WindChillC,Katherine_WindGustKmph,Katherine_cloudcover,Katherine_humidity,Katherine_precipMM,Katherine_pressure,Katherine_tempC,Katherine_visibility,Katherine_winddirDegree,Katherine_windspeedKmph
2020-04-06 09:00:00,33,24,0.0,11.6,6,7,94,05:27 PM,04:37 AM,06:47 AM,06:40 PM,22,31,31,28,14,5,68,0.0,1012,28,10,106,12
2020-04-06 12:00:00,33,24,0.0,11.6,6,8,94,05:27 PM,04:37 AM,06:47 AM,06:40 PM,21,35,35,32,21,19,52,0.0,1011,32,10,113,18
2020-04-06 15:00:00,33,24,0.0,11.6,6,8,94,05:27 PM,04:37 AM,06:47 AM,06:40 PM,19,35,35,33,21,9,42,0.0,1008,33,10,119,18
2020-04-06 18:00:00,33,24,0.0,11.6,6,7,94,05:27 PM,04:37 AM,06:47 AM,06:40 PM,18,31,31,29,22,8,52,0.0,1008,29,10,134,11
2020-04-06 21:00:00,33,24,0.0,11.6,6,1,94,05:27 PM,04:37 AM,06:47 AM,06:40 PM,17,27,27,26,20,8,56,0.0,1011,26,10,107,9
2020-04-07 00:00:00,33,22,0.0,11.6,7,1,100,06:14 PM,05:39 AM,06:47 AM,06:39 PM,16,26,26,24,15,5,59,0.0,1011,24,10,85,7
2020-04-07 03:00:00,33,22,0.0,11.6,7,1,100,06:14 PM,05:39 AM,06:47 AM,06:39 PM,15,25,25,23,15,4,60,0.0,1010,23,10,100,7
2020-04-07 06:00:00,33,22,0.0,11.6,7,1,100,06:14 PM,05:39 AM,06:47 AM,06:39 PM,15,22,25,22,17,4,65,0.0,1011,22,10,110,8
2020-04-07 09:00:00,33,22,0.0,11.6,7,7,100,06:14 PM,05:39 AM,06:47 AM,06:39 PM,18,28,28,27,16,4,57,0.0,1012,27,10,116,14
2020-04-07 12:00:00,33,22,0.0,11.6,7,8,100,06:14 PM,05:39 AM,06:47 AM,06:39 PM,16,32,32,32,20,4,38,0.0,1010,32,10,116,18
2020-04-07 15:00:00,33,22,0.0,11.6,7,8,100,06:14 PM,05:39 AM,06:47 AM,06:39 PM,14,33,33,33,16,6,32,0.0,1007,33,10,118,14
2020-04-07 18:00:00,33,22,0.0,11.6,7,7,100,06:14 PM,05:39 AM,06:47 AM,06:39 PM,16,29,29,29,17,8,48,0.0,1008,29,10,126,8
2020-04-07 21:00:00,33,22,0.0,11.6,7,1,100,06:14 PM,05:39 AM,06:47 AM,06:39 PM,16,27,27,27,18,17,51,0.0,1010,27,10,118,9
2020-04-08 00:00:00,32,23,0.0,11.6,7,1,100,07:01 PM,06:39 AM,06:47 AM,06:38 PM,17,26,26,25,19,15,63,0.0,1010,25,10,92,10
2020-04-08 03:00:00,32,23,0.0,11.6,7,1,100,07:01 PM,06:39 AM,06:47 AM,06:38 PM,19,25,25,23,17,9,78,0.0,1010,23,10,97,9
2020-04-08 06:00:00,32,23,0.0,11.6,7,1,100,07:01 PM,06:39 AM,06:47 AM,06:38 PM,20,25,25,23,15,10,84,0.0,1010,23,10,91,8
2020-04-08 09:00:00,32,23,0.0,11.6,7,7,100,07:01 PM,06:39 AM,06:47 AM,06:38 PM,20,30,30,28,13,17,62,0.0,1012,28,10,114,11
2020-04-08 12:00:00,32,23,0.0,11.6,7,8,100,07:01 PM,06:39 AM,06:47 AM,06:38 PM,19,34,34,32,19,43,46,0.0,1010,32,10,107,16
2020-04-08 15:00:00,32,23,0.0,11.6,7,8,100,07:01 PM,06:39 AM,06:47 AM,06:38 PM,18,34,34,32,14,47,43,0.0,1008,32,10,115,13
2020-04-08 18:00:00,32,23,0.0,11.6,7,7,100,07:01 PM,06:39 AM,06:47 AM,06:38 PM,18,30,30,29,18,33,52,0.0,1009,29,10,146,9
2020-04-08 21:00:00,32,23,0.0,11.6,7,1,100,07:01 PM,06:39 AM,06:47 AM,06:38 PM,16,28,28,27,15,50,51,0.0,1012,27,10,129,8
2020-04-09 00:00:00,32,24,0.0,7.4,6,1,83,07:49 PM,07:40 AM,06:47 AM,06:38 PM,19,27,27,25,12,70,69,0.9,1012,25,9,92,6
2020-04-09 03:00:00,32,24,0.0,7.4,6,1,83,07:49 PM,07:40 AM,06:47 AM,06:38 PM,21,26,26,24,11,79,81,0.5,1011,24,9,78,6
2020-04-09 06:00:00,32,24,0.0,7.4,6,1,83,07:49 PM,07:40 AM,06:47 AM,06:38 PM,21,26,26,24,11,13,84,0.0,1011,24,10,106,6
2020-04-09 09:00:00,32,24,0.0,7.4,6,7,83,07:49 PM,07:40 AM,06:47 AM,06:38 PM,20,29,29,27,15,30,66,0.0,1014,27,10,97,12
2020-04-09 12:00:00,32,24,0.0,7.4,6,7,83,07:49 PM,07:40 AM,06:47 AM,06:38 PM,18,33,33,31,22,88,46,0.4,1012,31,9,102,18
2020-04-09 15:00:00,32,24,0.0,7.4,6,7,83,07:49 PM,07:40 AM,06:47 AM,06:38 PM,19,34,34,32,21,78,48,0.4,1010,32,10,106,17
2020-04-09 18:00:00,32,24,0.0,7.4,6,6,83,07:49 PM,07:40 AM,06:47 AM,06:38 PM,19,29,29,27,20,77,62,0.4,1011,27,9,99,10
2020-04-09 21:00:00,32,24,0.0,7.4,6,1,83,07:49 PM,07:40 AM,06:47 AM,06:38 PM,21,26,26,24,25,84,84,1.6,1014,24,10,91,14
2020-04-10 00:00:00,27,21,0.0,6.0,5,1,76,08:38 PM,08:41 AM,06:47 AM,06:37 PM,21,25,25,23,21,89,90,1.7,1014,23,10,105,13
2020-04-10 03:00:00,27,21,0.0,6.0,5,1,76,08:38 PM,08:41 AM,06:47 AM,06:37 PM,20,22,24,22,18,82,92,3.1,1013,22,7,115,11
2020-04-10 06:00:00,27,21,0.0,6.0,5,1,76,08:38 PM,08:41 AM,06:47 AM,06:37 PM,21,21,24,21,15,72,95,0.0,1014,21,2,113,10
2020-04-10 09:00:00,27,21,0.0,6.0,5,6,76,08:38 PM,08:41 AM,06:47 AM,06:37 PM,21,27,27,25,24,91,79,0.6,1016,25,10,88,19
2020-04-10 12:00:00,27,21,0.0,6.0,5,6,76,08:38 PM,08:41 AM,06:47 AM,06:37 PM,22,30,30,27,17,100,73,2.0,1013,27,10,153,12
2020-04-10 15:00:00,27,21,0.0,6.0,5,6,76,08:38 PM,08:41 AM,06:47 AM,06:37 PM,22,30,30,27,27,73,76,8.9,1011,27,3,145,13
2020-04-10 18:00:00,27,21,0.0,6.0,5,5,76,08:38 PM,08:41 AM,06:47 AM,06:37 PM,21,25,25,23,31,100,91,4.6,1013,23,7,171,17
2020-04-10 21:00:00,27,21,0.0,6.0,5,1,76,08:38 PM,08:41 AM,06:47 AM,06:37 PM,21,25,25,22,39,100,92,8.9,1015,22,3,145,19
2020-04-11 00:00:00,30,21,0.0,8.8,6,1,68,09:31 PM,09:44 AM,06:47 AM,06:36 PM,19,21,21,21,29,100,93,5.3,1015,21,7,143,16
2020-04-11 03:00:00,30,21,0.0,8.8,6,1,68,09:31 PM,09:44 AM,06:47 AM,06:36 PM,20,21,21,21,16,100,95,6.8,1013,21,7,134,8
2020-04-11 06:00:00,30,21,0.0,8.8,6,1,68,09:31 PM,09:44 AM,06:47 AM,06:36 PM,20,21,21,21,16,97,94,1.3,1014,21,10,139,11
2020-04-11 09:00:00,30,21,0.0,8.8,6,5,68,09:31 PM,09:44 AM,06:47 AM,06:36 PM,21,26,26,24,19,88,85,1.4,1015,24,10,118,14
2020-04-11 12:00:00,30,21,0.0,8.8,6,7,68,09:31 PM,09:44 AM,06:47 AM,06:36 PM,22,33,33,30,20,36,62,0.0,1013,30,10,105,18
2020-04-11 15:00:00,30,21,0.0,8.8,6,7,68,09:31 PM,09:44 AM,06:47 AM,06:36 PM,22,33,33,30,19,94,60,0.0,1010,30,10,108,16
2020-04-11 18:00:00,30,21,0.0,8.8,6,7,68,09:31 PM,09:44 AM,06:47 AM,06:36 PM,21,30,30,27,18,51,71,0.0,1011,27,10,135,9
2020-04-11 21:00:00,30,21,0.0,8.8,6,1,68,09:31 PM,09:44 AM,06:47 AM,06:36 PM,21,28,28,26,19,52,74,0.1,1013,26,10,97,10
2020-04-12 00:00:00,33,23,0.0,11.6,7,1,61,10:24 PM,10:45 AM,06:47 AM,06:36 PM,22,27,27,25,18,32,83,0.0,1013,25,10,81,10
2020-04-12 03:00:00,33,23,0.0,11.6,7,1,61,10:24 PM,10:45 AM,06:47 AM,06:36 PM,21,26,26,24,14,32,87,0.0,1011,24,10,89,8
2020-04-12 06:00:00,33,23,0.0,11.6,7,1,61,10:24 PM,10:45 AM,06:47 AM,06:36 PM,21,25,25,23,12,34,90,0.0,1012,23,10,108,6
2020-04-12 09:00:00,33,23,0.0,11.6,7,7,61,10:24 PM,10:45 AM,06:47 AM,06:36 PM,21,30,30,28,14,16,69,0.0,1013,28,10,103,12
2020-04-12 12:00:00,33,23,0.0,11.6,7,8,61,10:24 PM,10:45 AM,06:47 AM,06:36 PM,21,35,35,32,22,18,51,0.0,1011,32,10,102,19
2020-04-12 15:00:00,33,23,0.0,11.6,7,8,61,10:24 PM,10:45 AM,06:47 AM,06:36 PM,20,36,36,33,20,42,48,0.0,1009,33,10,99,18
2020-04-12 18:00:00,33,23,0.0,11.6,7,7,61,10:24 PM,10:45 AM,06:47 AM,06:36 PM,21,32,32,29,20,26,60,0.0,1010,29,10,103,9
2020-04-12 21:00:00,33,23,0.0,11.6,7,1,61,10:24 PM,10:45 AM,06:47 AM,06:36 PM,20,29,29,27,12,16,65,0.0,1013,27,10,94,6
2020-04-13 00:00:00,34,23,0.0,11.6,7,1,53,11:20 PM,11:44 AM,06:47 AM,06:35 PM,19,27,27,25,16,14,69,0.0,1013,25,10,93,8
2020-04-13 03:00:00,34,23,0.0,11.6,7,1,53,11:20 PM,11:44 AM,06:47 AM,06:35 PM,18,26,26,24,11,19,71,0.0,1012,24,10,63,5
2020-04-13 06:00:00,34,23,0.0,11.6,7,1,53,11:20 PM,11:44 AM,06:47 AM,06:35 PM,17,25,25,23,10,9,71,0.0,1012,23,10,98,5
2020-04-13 09:00:00,34,23,0.0,11.6,7,7,53,11:20 PM,11:44 AM,06:47 AM,06:35 PM,17,29,29,28,8,3,52,0.0,1013,28,10,96,6
2020-04-13 12:00:00,34,23,0.0,11.6,7,8,53,11:20 PM,11:44 AM,06:47 AM,06:35 PM,16,34,34,34,15,5,35,0.0,1011,34,10,117,13
2020-04-13 15:00:00,34,23,0.0,11.6,7,8,53,11:20 PM,11:44 AM,06:47 AM,06:35 PM,16,35,35,34,16,7,33,0.0,1009,34,10,109,14
2020-04-13 18:00:00,34,23,0.0,11.6,7,8,53,11:20 PM,11:44 AM,06:47 AM,06:35 PM,17,33,33,30,14,6,48,0.0,1010,30,10,93,6
2020-04-13 21:00:00,34,23,0.0,11.6,7,1,53,11:20 PM,11:44 AM,06:47 AM,06:35 PM,16,27,27,26,17,6,53,0.0,1012,26,10,79,8
2020-04-14 00:00:00,34,22,0.0,11.6,7,1,46,No moonrise,12:40 PM,06:48 AM,06:34 PM,16,26,26,24,18,4,58,0.0,1012,24,10,65,9
2020-04-14 03:00:00,34,22,0.0,11.6,7,1,46,No moonrise,12:40 PM,06:48 AM,06:34 PM,17,25,25,23,10,3,67,0.0,1012,23,10,94,5
2020-04-14 06:00:00,34,22,0.0,11.6,7,1,46,No moonrise,12:40 PM,06:48 AM,06:34 PM,16,22,25,22,13,0,67,0.0,1013,22,10,112,6
2020-04-14 09:00:00,34,22,0.0,11.6,7,7,46,No moonrise,12:40 PM,06:48 AM,06:34 PM,16,28,28,28,11,0,47,0.0,1014,28,10,90,10
2020-04-14 12:00:00,34,22,0.0,11.6,7,8,46,No moonrise,12:40 PM,06:48 AM,06:34 PM,11,33,33,34,22,0,24,0.0,1012,34,10,107,19
2020-04-14 15:00:00,34,22,0.0,11.6,7,8,46,No moonrise,12:40 PM,06:48 AM,06:34 PM,13,33,33,34,22,0,28,0.0,1010,34,10,102,19
2020-04-14 18:00:00,34,22,0.0,11.6,7,8,46,No moonrise,12:40 PM,06:48 AM,06:34 PM,16,34,34,31,17,3,45,0.0,1011,31,10,88,8
2020-04-14 21:00:00,34,22,0.0,11.6,7,1,46,No moonrise,12:40 PM,06:48 AM,06:34 PM,14,31,31,29,14,4,48,0.0,1013,29,10,91,7
2020-04-15 00:00:00,34,21,0.0,11.6,7,1,38,12:15 AM,01:33 PM,06:48 AM,06:34 PM,15,25,25,24,18,0,58,0.0,1014,24,10,80,9
2020-04-15 03:00:00,34,21,0.0,11.6,7,1,38,12:15 AM,01:33 PM,06:48 AM,06:34 PM,18,25,25,22,17,0,78,0.0,1012,22,10,71,8
2020-04-15 06:00:00,34,21,0.0,11.6,7,1,38,12:15 AM,01:33 PM,06:48 AM,06:34 PM,19,21,24,21,14,0,89,0.0,1014,21,10,92,7
2020-04-15 09:00:00,34,21,0.0,11.6,7,7,38,12:15 AM,01:33 PM,06:48 AM,06:34 PM,21,30,30,28,13,0,66,0.0,1015,28,10,77,12
2020-04-15 12:00:00,34,21,0.0,11.6,7,8,38,12:15 AM,01:33 PM,06:48 AM,06:34 PM,17,35,35,33,20,4,37,0.0,1013,33,10,99,18
2020-04-15 15:00:00,34,21,0.0,11.6,7,8,38,12:15 AM,01:33 PM,06:48 AM,06:34 PM,17,35,35,34,18,16,36,0.0,1010,34,10,103,16
2020-04-15 18:00:00,34,21,0.0,11.6,7,7,38,12:15 AM,01:33 PM,06:48 AM,06:34 PM,18,31,31,29,15,19,52,0.0,1011,29,10,89,7
2020-04-15 21:00:00,34,21,0.0,11.6,7,1,38,12:15 AM,01:33 PM,06:48 AM,06:34 PM,18,29,29,28,17,26,56,0.0,1014,28,10,91,8
2020-04-16 00:00:00,35,22,0.0,11.6,7,1,30,01:10 AM,02:21 PM,06:48 AM,06:33 PM,19,27,27,26,22,30,65,0.0,1013,26,10,79,13
2020-04-16 03:00:00,35,22,0.0,11.6,7,1,30,01:10 AM,02:21 PM,06:48 AM,06:33 PM,20,26,26,24,16,7,82,0.0,1012,24,10,73,8
2020-04-16 06:00:00,35,22,0.0,11.6,7,1,30,01:10 AM,02:21 PM,06:48 AM,06:33 PM,21,25,25,22,9,3,89,0.0,1013,22,10,76,5
2020-04-16 09:00:00,35,22,0.0,11.6,7,7,30,01:10 AM,02:21 PM,06:48 AM,06:33 PM,20,30,30,29,11,3,59,0.0,1014,29,10,82,9
2020-04-16 12:00:00,35,22,0.0,11.6,7,8,30,01:10 AM,02:21 PM,06:48 AM,06:33 PM,17,35,35,34,17,9,36,0.0,1012,34,10,101,15
2020-04-16 15:00:00,35,22,0.0,11.6,7,8,30,01:10 AM,02:21 PM,06:48 AM,06:33 PM,16,36,36,35,16,14,32,0.0,1009,35,10,101,14
2020-04-16 18:00:00,35,22,0.0,11.6,7,7,30,01:10 AM,02:21 PM,06:48 AM,06:33 PM,17,31,31,30,12,20,45,0.0,1011,30,10,67,6
2020-04-16 21:00:00,35,22,0.0,11.6,7,1,30,01:10 AM,02:21 PM,06:48 AM,06:33 PM,17,28,28,28,14,10,51,0.0,1013,28,10,88,6
2020-04-17 00:00:00,35,24,0.0,10.2,8,1,23,02:02 AM,03:05 PM,06:48 AM,06:33 PM,17,27,27,26,17,10,60,0.0,1014,26,10,66,9
2020-04-17 03:00:00,35,24,0.0,10.2,8,1,23,02:02 AM,03:05 PM,06:48 AM,06:33 PM,19,26,26,25,12,10,72,0.0,1013,25,10,54,6
2020-04-17 06:00:00,35,24,0.0,10.2,8,1,23,02:02 AM,03:05 PM,06:48 AM,06:33 PM,20,26,26,24,12,4,78,0.0,1014,24,10,351,6
2020-04-17 09:00:00,35,24,0.0,10.2,8,7,23,02:02 AM,03:05 PM,06:48 AM,06:33 PM,20,31,31,29,5,4,60,0.0,1014,29,10,349,4
2020-04-17 12:00:00,35,24,0.0,10.2,8,8,23,02:02 AM,03:05 PM,06:48 AM,06:33 PM,17,35,35,34,13,7,37,0.0,1012,34,10,79,11
2020-04-17 15:00:00,35,24,0.0,10.2,8,9,23,02:02 AM,03:05 PM,06:48 AM,06:33 PM,16,36,36,35,15,28,31,0.0,1009,35,10,104,13
2020-04-17 18:00:00,35,24,0.0,10.2,8,7,23,02:02 AM,03:05 PM,06:48 AM,06:33 PM,16,35,35,32,11,67,43,0.0,1011,32,10,104,5
2020-04-17 21:00:00,35,24,0.0,10.2,8,1,23,02:02 AM,03:05 PM,06:48 AM,06:33 PM,17,30,30,29,14,27,47,0.0,1012,29,10,109,7
2020-04-18 00:00:00,35,24,0.0,11.6,8,1,15,02:52 AM,03:45 PM,06:48 AM,06:32 PM,17,28,28,27,14,18,55,0.0,1013,27,10,77,6
2020-04-18 03:00:00,35,24,0.0,11.6,8,1,15,02:52 AM,03:45 PM,06:48 AM,06:32 PM,17,26,26,25,16,15,60,0.0,1011,25,10,3,8
2020-04-18 06:00:00,35,24,0.0,11.6,8,1,15,02:52 AM,03:45 PM,06:48 AM,06:32 PM,19,26,26,24,18,17,73,0.0,1012,24,10,2,9
2020-04-18 09:00:00,35,24,0.0,11.6,8,7,15,02:52 AM,03:45 PM,06:48 AM,06:32 PM,20,32,32,29,9,6,57,0.0,1013,29,10,324,8
2020-04-18 12:00:00,35,24,0.0,11.6,8,9,15,02:52 AM,03:45 PM,06:48 AM,06:32 PM,19,38,38,35,7,19,38,0.0,1011,35,10,120,6
2020-04-18 15:00:00,35,24,0.0,11.6,8,9,15,02:52 AM,03:45 PM,06:48 AM,06:32 PM,17,37,37,35,13,45,34,0.0,1008,35,10,140,10
2020-04-18 18:00:00,35,24,0.0,11.6,8,8,15,02:52 AM,03:45 PM,06:48 AM,06:32 PM,18,31,31,30,11,10,47,0.0,1009,30,10,89,5
2020-04-18 21:00:00,35,24,0.0,11.6,8,1,15,02:52 AM,03:45 PM,06:48 AM,06:32 PM,17,29,29,28,11,7,51,0.0,1010,28,10,60,5
2020-04-19 00:00:00,35,24,0.0,11.6,8,1,8,03:40 AM,04:22 PM,06:48 AM,06:31 PM,16,27,27,26,4,6,54,0.0,1011,26,10,20,2
2020-04-19 03:00:00,35,24,0.0,11.6,8,1,8,03:40 AM,04:22 PM,06:48 AM,06:31 PM,16,26,26,25,12,5,57,0.0,1010,25,10,42,6
2020-04-19 06:00:00,35,24,0.0,11.6,8,1,8,03:40 AM,04:22 PM,06:48 AM,06:31 PM,17,25,25,24,12,5,67,0.0,1012,24,10,2,6
2020-04-19 09:00:00,35,24,0.0,11.6,8,7,8,03:40 AM,04:22 PM,06:48 AM,06:31 PM,20,31,31,29,10,3,60,0.0,1012,29,10,345,9
2020-04-19 12:00:00,35,24,0.0,11.6,8,8,8,03:40 AM,04:22 PM,06:48 AM,06:31 PM,15,35,35,34,11,7,32,0.0,1011,34,10,95,10
2020-04-19 15:00:00,35,24,0.0,11.6,8,9,8,03:40 AM,04:22 PM,06:48 AM,06:31 PM,15,36,36,35,20,8,30,0.0,1008,35,10,107,17
2020-04-19 18:00:00,35,24,0.0,11.6,8,8,8,03:40 AM,04:22 PM,06:48 AM,06:31 PM,16,37,37,33,20,7,43,0.0,1009,33,10,95,9
2020-04-19 21:00:00,35,24,0.0,11.6,8,1,8,03:40 AM,04:22 PM,06:48 AM,06:31 PM,15,31,31,29,21,10,46,0.0,1012,29,10,72,10
2020-04-20 00:00:00,36,23,0.0,11.6,8,1,0,04:27 AM,04:59 PM,06:48 AM,06:31 PM,16,27,27,26,18,8,55,0.0,1012,26,10,55,9
2020-04-20 03:00:00,36,23,0.0,11.6,8,1,0,04:27 AM,04:59 PM,06:48 AM,06:31 PM,16,26,26,25,17,8,60,0.0,1012,25,10,20,8
2020-04-20 06:00:00,36,23,0.0,11.6,8,1,0,04:27 AM,04:59 PM,06:48 AM,06:31 PM,18,25,25,23,11,5,73,0.0,1013,23,10,11,5
2020-04-20 09:00:00,36,23,0.0,11.6,8,7,0,04:27 AM,04:59 PM,06:48 AM,06:31 PM,20,31,31,29,5,0,58,0.0,1014,29,10,39,4
2020-04-20 12:00:00,36,23,0.0,11.6,8,8,0,04:27 AM,04:59 PM,06:48 AM,06:31 PM,16,36,36,35,22,6,33,0.0,1012,35,10,93,19
2020-04-20 15:00:00,36,23,0.0,11.6,8,9,0,04:27 AM,04:59 PM,06:48 AM,06:31 PM,14,36,36,36,21,5,27,0.0,1009,36,10,92,18
2020-04-20 18:00:00,36,23,0.0,11.6,8,8,0,04:27 AM,04:59 PM,06:48 AM,06:31 PM,16,38,38,34,18,5,40,0.0,1010,34,10,99,9
2020-04-20 21:00:00,36,23,0.0,11.6,8,1,0,04:27 AM,04:59 PM,06:48 AM,06:31 PM,15,34,34,32,18,5,45,0.0,1012,32,10,82,9
