date_time,Katherine_maxtempC,Katherine_mintempC,Katherine_totalSnow_cm,Katherine_sunHour,Katherine_uvIndex,Katherine_uvIndex,Katherine_moon_illumination,Katherine_moonrise,Katherine_moonset,Katherine_sunrise,Katherine_sunset,Katherine_DewPointC,Katherine_FeelsLikeC,Katherine_HeatIndexC,Katherine_WindChillC,Katherine_WindGustKmph,Katherine_cloudcover,Katherine_humidity,Katherine_precipMM,Katherine_pressure,Katherine_tempC,Katherine_visibility,Katherine_winddirDegree,Katherine_windspeedKmph
2019-12-04 00:00:00,41,27,0.0,11.6,9,1,48,12:30 PM,12:36 AM,06:03 AM,06:59 PM,19,31,31,30,8,23,55,0.0,1010,30,10,180,5
2019-12-04 03:00:00,41,27,0.0,11.6,9,1,48,12:30 PM,12:36 AM,06:03 AM,06:59 PM,19,31,31,29,14,11,55,0.0,1009,29,10,29,9
2019-12-04 06:00:00,41,27,0.0,11.6,9,1,48,12:30 PM,12:36 AM,06:03 AM,06:59 PM,21,29,29,27,13,6,70,0.0,1010,27,10,359,8
2019-12-04 09:00:00,41,27,0.0,11.6,9,8,48,12:30 PM,12:36 AM,06:03 AM,06:59 PM,19,37,37,35,6,4,39,0.0,1011,35,10,10,6
2019-12-04 12:00:00,41,27,0.0,11.6,9,9,48,12:30 PM,12:36 AM,06:03 AM,06:59 PM,12,39,39,39,10,11,20,0.0,1009,39,10,106,9
2019-12-04 15:00:00,41,27,0.0,11.6,9,10,48,12:30 PM,12:36 AM,06:03 AM,06:59 PM,9,41,41,41,14,7,14,0.0,1006,41,10,121,12
2019-12-04 18:00:00,41,27,0.0,11.6,9,9,48,12:30 PM,12:36 AM,06:03 AM,06:59 PM,8,37,37,38,12,4,17,0.0,1006,38,10,91,8
2019-12-04 21:00:00,41,27,0.0,11.6,9,1,48,12:30 PM,12:36 AM,06:03 AM,06:59 PM,7,39,39,35,11,3,20,0.0,1009,35,10,75,5
2019-12-05 00:00:00,41,27,0.0,11.6,9,1,55,01:18 PM,01:15 AM,06:03 AM,07:00 PM,17,31,31,30,9,3,46,0.0,1010,30,10,267,5
2019-12-05 03:00:00,41,27,0.0,11.6,9,1,55,01:18 PM,01:15 AM,06:03 AM,07:00 PM,21,30,30,28,19,0,68,0.0,1009,28,10,339,13
2019-12-05 06:00:00,41,27,0.0,11.6,9,1,55,01:18 PM,01:15 AM,06:03 AM,07:00 PM,22,29,29,27,13,0,75,0.0,1011,27,10,347,9
2019-12-05 09:00:00,41,27,0.0,11.6,9,8,55,01:18 PM,01:15 AM,06:03 AM,07:00 PM,20,36,36,33,15,0,46,0.0,1011,33,10,330,13
2019-12-05 12:00:00,41,27,0.0,11.6,9,9,55,01:18 PM,01:15 AM,06:03 AM,07:00 PM,9,40,40,40,9,8,15,0.0,1010,40,10,134,8
2019-12-05 15:00:00,41,27,0.0,11.6,9,10,55,01:18 PM,01:15 AM,06:03 AM,07:00 PM,6,42,42,41,11,3,11,0.0,1006,41,10,165,9
2019-12-05 18:00:00,41,27,0.0,11.6,9,9,55,01:18 PM,01:15 AM,06:03 AM,07:00 PM,4,37,37,38,12,0,12,0.0,1006,38,10,153,7
2019-12-05 21:00:00,41,27,0.0,11.6,9,1,55,01:18 PM,01:15 AM,06:03 AM,07:00 PM,2,37,37,35,20,0,14,0.0,1008,35,10,123,9
2019-12-06 00:00:00,43,25,0.0,11.6,9,1,62,02:04 PM,01:51 AM,06:03 AM,07:00 PM,2,28,28,30,14,0,17,0.0,1009,30,10,147,7
2019-12-06 03:00:00,43,25,0.0,11.6,9,1,62,02:04 PM,01:51 AM,06:03 AM,07:00 PM,7,26,26,27,11,0,28,0.0,1008,27,10,54,5
2019-12-06 06:00:00,43,25,0.0,11.6,9,1,62,02:04 PM,01:51 AM,06:03 AM,07:00 PM,21,28,28,25,19,0,79,0.0,1009,25,10,348,12
2019-12-06 09:00:00,43,25,0.0,11.6,9,8,62,02:04 PM,01:51 AM,06:03 AM,07:00 PM,18,35,35,33,11,0,42,0.0,1010,33,10,327,9
2019-12-06 12:00:00,43,25,0.0,11.6,9,10,62,02:04 PM,01:51 AM,06:03 AM,07:00 PM,7,42,42,42,8,3,13,0.0,1007,42,10,131,7
2019-12-06 15:00:00,43,25,0.0,11.6,9,10,62,02:04 PM,01:51 AM,06:03 AM,07:00 PM,0,44,44,43,18,0,7,0.0,1004,43,10,141,16
2019-12-06 18:00:00,43,25,0.0,11.6,9,9,62,02:04 PM,01:51 AM,06:03 AM,07:00 PM,1,38,38,39,19,0,10,0.0,1005,39,10,138,11
2019-12-06 21:00:00,43,25,0.0,11.6,9,1,62,02:04 PM,01:51 AM,06:03 AM,07:00 PM,1,38,38,35,14,0,14,0.0,1008,35,10,133,6
2019-12-07 00:00:00,43,27,0.0,11.6,9,1,70,02:50 PM,02:27 AM,06:04 AM,07:01 PM,17,30,30,29,26,0,48,0.0,1009,29,10,338,15
2019-12-07 03:00:00,43,27,0.0,11.6,9,1,70,02:50 PM,02:27 AM,06:04 AM,07:01 PM,20,30,30,28,24,0,62,0.0,1008,28,10,352,16
2019-12-07 06:00:00,43,27,0.0,11.6,9,1,70,02:50 PM,02:27 AM,06:04 AM,07:01 PM,21,29,29,27,19,0,70,0.0,1010,27,10,332,12
2019-12-07 09:00:00,43,27,0.0,11.6,9,8,70,02:50 PM,02:27 AM,06:04 AM,07:01 PM,19,36,36,34,17,2,41,0.0,1011,34,10,321,14
2019-12-07 12:00:00,43,27,0.0,11.6,9,10,70,02:50 PM,02:27 AM,06:04 AM,07:01 PM,12,43,43,42,5,5,18,0.0,1008,42,10,62,5
2019-12-07 15:00:00,43,27,0.0,11.6,9,10,70,02:50 PM,02:27 AM,06:04 AM,07:01 PM,7,44,44,43,6,4,12,0.0,1004,43,10,162,6
2019-12-07 18:00:00,43,27,0.0,11.6,9,9,70,02:50 PM,02:27 AM,06:04 AM,07:01 PM,6,39,39,40,19,0,13,0.0,1004,40,10,91,13
2019-12-07 21:00:00,43,27,0.0,11.6,9,1,70,02:50 PM,02:27 AM,06:04 AM,07:01 PM,5,41,41,38,26,0,17,0.0,1008,38,10,86,12
2019-12-08 00:00:00,42,28,0.0,11.6,9,1,77,03:38 PM,03:04 AM,06:04 AM,07:01 PM,20,33,33,30,35,2,55,0.0,1009,30,10,2,25
2019-12-08 03:00:00,42,28,0.0,11.6,9,1,77,03:38 PM,03:04 AM,06:04 AM,07:01 PM,21,31,31,29,28,3,64,0.0,1009,29,10,347,20
2019-12-08 06:00:00,42,28,0.0,11.6,9,1,77,03:38 PM,03:04 AM,06:04 AM,07:01 PM,22,30,30,28,11,2,70,0.0,1010,28,10,339,8
2019-12-08 09:00:00,42,28,0.0,11.6,9,8,77,03:38 PM,03:04 AM,06:04 AM,07:01 PM,19,37,37,34,17,0,42,0.0,1011,34,10,338,15
2019-12-08 12:00:00,42,28,0.0,11.6,9,10,77,03:38 PM,03:04 AM,06:04 AM,07:01 PM,13,43,43,42,6,18,19,0.0,1008,42,10,28,5
2019-12-08 15:00:00,42,28,0.0,11.6,9,9,77,03:38 PM,03:04 AM,06:04 AM,07:01 PM,9,39,39,39,10,6,16,0.0,1005,39,10,72,8
2019-12-08 18:00:00,42,28,0.0,11.6,9,9,77,03:38 PM,03:04 AM,06:04 AM,07:01 PM,9,38,38,39,8,3,17,0.0,1005,39,10,236,5
2019-12-08 21:00:00,42,28,0.0,11.6,9,1,77,03:38 PM,03:04 AM,06:04 AM,07:01 PM,13,40,40,37,16,3,30,0.0,1009,37,10,293,9
2019-12-09 00:00:00,41,27,0.0,11.6,9,1,84,04:26 PM,03:41 AM,06:04 AM,07:02 PM,20,32,32,30,25,3,57,0.0,1009,30,10,336,18
2019-12-09 03:00:00,41,27,0.0,11.6,9,1,84,04:26 PM,03:41 AM,06:04 AM,07:02 PM,21,31,31,28,13,4,65,0.0,1009,28,10,330,8
2019-12-09 06:00:00,41,27,0.0,11.6,9,1,84,04:26 PM,03:41 AM,06:04 AM,07:02 PM,21,30,30,27,13,3,69,0.0,1010,27,10,328,8
2019-12-09 09:00:00,41,27,0.0,11.6,9,8,84,04:26 PM,03:41 AM,06:04 AM,07:02 PM,17,36,36,34,14,2,37,0.0,1010,34,10,301,13
2019-12-09 12:00:00,41,27,0.0,11.6,9,10,84,04:26 PM,03:41 AM,06:04 AM,07:02 PM,13,41,41,41,10,23,20,0.0,1008,41,10,37,9
2019-12-09 15:00:00,41,27,0.0,11.6,9,9,84,04:26 PM,03:41 AM,06:04 AM,07:02 PM,12,37,37,38,4,7,21,0.0,1005,38,10,51,3
2019-12-09 18:00:00,41,27,0.0,11.6,9,9,84,04:26 PM,03:41 AM,06:04 AM,07:02 PM,10,36,36,37,8,8,20,0.0,1005,37,10,89,4
2019-12-09 21:00:00,41,27,0.0,11.6,9,1,84,04:26 PM,03:41 AM,06:04 AM,07:02 PM,11,33,33,34,6,6,24,0.0,1008,34,10,56,3
2019-12-10 00:00:00,41,27,0.0,11.6,9,1,92,05:18 PM,04:21 AM,06:05 AM,07:02 PM,16,32,32,31,19,7,40,0.0,1009,31,10,1,13
2019-12-10 03:00:00,41,27,0.0,11.6,9,1,92,05:18 PM,04:21 AM,06:05 AM,07:02 PM,19,31,31,29,18,7,56,0.0,1008,29,10,9,13
2019-12-10 06:00:00,41,27,0.0,11.6,9,1,92,05:18 PM,04:21 AM,06:05 AM,07:02 PM,21,30,30,27,14,5,69,0.0,1010,27,10,349,9
2019-12-10 09:00:00,41,27,0.0,11.6,9,8,92,05:18 PM,04:21 AM,06:05 AM,07:02 PM,20,37,37,34,18,5,46,0.0,1010,34,10,313,16
2019-12-10 12:00:00,41,27,0.0,11.6,9,10,92,05:18 PM,04:21 AM,06:05 AM,07:02 PM,13,42,42,41,11,24,19,0.0,1008,41,10,86,10
2019-12-10 15:00:00,41,27,0.0,11.6,9,10,92,05:18 PM,04:21 AM,06:05 AM,07:02 PM,9,42,42,41,27,6,14,0.0,1004,41,10,102,23
2019-12-10 18:00:00,41,27,0.0,11.6,9,9,92,05:18 PM,04:21 AM,06:05 AM,07:02 PM,9,38,38,38,26,8,17,0.0,1005,38,10,96,18
2019-12-10 21:00:00,41,27,0.0,11.6,9,1,92,05:18 PM,04:21 AM,06:05 AM,07:02 PM,10,33,33,34,33,5,22,0.0,1008,34,10,86,16
2019-12-11 00:00:00,42,27,0.0,11.6,9,1,99,06:12 PM,05:05 AM,06:05 AM,07:03 PM,20,32,32,30,27,5,56,0.0,1008,30,10,341,19
2019-12-11 03:00:00,42,27,0.0,11.6,9,1,99,06:12 PM,05:05 AM,06:05 AM,07:03 PM,21,30,30,27,15,4,70,0.0,1007,27,10,352,10
2019-12-11 06:00:00,42,27,0.0,11.6,9,1,99,06:12 PM,05:05 AM,06:05 AM,07:03 PM,22,29,29,27,14,2,75,0.0,1009,27,10,327,10
2019-12-11 09:00:00,42,27,0.0,11.6,9,8,99,06:12 PM,05:05 AM,06:05 AM,07:03 PM,20,36,36,33,12,3,47,0.0,1010,33,10,294,10
2019-12-11 12:00:00,42,27,0.0,11.6,9,9,99,06:12 PM,05:05 AM,06:05 AM,07:03 PM,14,41,41,40,8,49,22,0.0,1007,40,10,117,7
2019-12-11 15:00:00,42,27,0.0,11.6,9,10,99,06:12 PM,05:05 AM,06:05 AM,07:03 PM,9,43,43,42,12,6,14,0.0,1004,42,10,110,10
2019-12-11 18:00:00,42,27,0.0,11.6,9,9,99,06:12 PM,05:05 AM,06:05 AM,07:03 PM,9,38,38,39,22,7,17,0.0,1004,39,10,105,16
2019-12-11 21:00:00,42,27,0.0,11.6,9,1,99,06:12 PM,05:05 AM,06:05 AM,07:03 PM,12,33,33,34,21,8,27,0.0,1007,34,10,102,12
2019-12-12 00:00:00,40,27,0.0,11.6,9,1,100,07:09 PM,05:53 AM,06:05 AM,07:04 PM,19,32,32,30,24,11,50,0.0,1007,30,10,345,16
2019-12-12 03:00:00,40,27,0.0,11.6,9,1,100,07:09 PM,05:53 AM,06:05 AM,07:04 PM,22,31,31,28,19,4,68,0.0,1006,28,10,334,13
2019-12-12 06:00:00,40,27,0.0,11.6,9,1,100,07:09 PM,05:53 AM,06:05 AM,07:04 PM,22,30,30,27,14,5,72,0.0,1008,27,10,310,9
2019-12-12 09:00:00,40,27,0.0,11.6,9,8,100,07:09 PM,05:53 AM,06:05 AM,07:04 PM,20,36,36,33,13,4,45,0.0,1008,33,10,299,12
2019-12-12 12:00:00,40,27,0.0,11.6,9,10,100,07:09 PM,05:53 AM,06:05 AM,07:04 PM,16,42,42,40,7,49,25,0.0,1006,40,10,43,6
2019-12-12 15:00:00,40,27,0.0,11.6,9,9,100,07:09 PM,05:53 AM,06:05 AM,07:04 PM,15,40,40,39,12,31,24,0.0,1004,39,10,353,10
2019-12-12 18:00:00,40,27,0.0,11.6,9,9,100,07:09 PM,05:53 AM,06:05 AM,07:04 PM,15,37,37,37,12,15,28,0.0,1004,37,10,335,8
2019-12-12 21:00:00,40,27,0.0,11.6,9,1,100,07:09 PM,05:53 AM,06:05 AM,07:04 PM,19,36,36,33,25,11,43,0.0,1007,33,10,312,17
2019-12-13 00:00:00,42,27,0.0,10.3,8,1,87,08:07 PM,06:45 AM,06:06 AM,07:04 PM,23,32,32,28,18,76,71,1.1,1008,28,9,337,12
2019-12-13 03:00:00,42,27,0.0,10.3,8,1,87,08:07 PM,06:45 AM,06:06 AM,07:04 PM,23,30,30,27,16,85,78,1.1,1008,27,10,333,10
2019-12-13 06:00:00,42,27,0.0,10.3,8,1,87,08:07 PM,06:45 AM,06:06 AM,07:04 PM,23,30,30,27,11,14,81,0.0,1009,27,10,328,7
2019-12-13 09:00:00,42,27,0.0,10.3,8,8,87,08:07 PM,06:45 AM,06:06 AM,07:04 PM,21,37,37,33,15,7,48,0.0,1010,33,10,296,13
2019-12-13 12:00:00,42,27,0.0,10.3,8,10,87,08:07 PM,06:45 AM,06:06 AM,07:04 PM,17,44,44,42,5,27,23,0.0,1007,42,10,59,4
2019-12-13 15:00:00,42,27,0.0,10.3,8,10,87,08:07 PM,06:45 AM,06:06 AM,07:04 PM,13,41,41,41,9,15,19,0.0,1004,41,10,63,8
2019-12-13 18:00:00,42,27,0.0,10.3,8,8,87,08:07 PM,06:45 AM,06:06 AM,07:04 PM,17,41,41,39,11,78,33,0.2,1005,39,9,12,8
2019-12-13 21:00:00,42,27,0.0,10.3,8,1,87,08:07 PM,06:45 AM,06:06 AM,07:04 PM,18,38,38,36,21,79,42,0.2,1009,36,10,287,13
2019-12-14 00:00:00,40,26,0.0,11.6,8,1,79,09:05 PM,07:42 AM,06:06 AM,07:05 PM,20,31,31,29,15,16,61,0.0,1009,29,10,355,10
2019-12-14 03:00:00,40,26,0.0,11.6,8,1,79,09:05 PM,07:42 AM,06:06 AM,07:05 PM,20,29,29,27,14,3,67,0.0,1009,27,10,324,8
2019-12-14 06:00:00,40,26,0.0,11.6,8,1,79,09:05 PM,07:42 AM,06:06 AM,07:05 PM,20,28,28,26,10,2,70,0.0,1010,26,10,321,6
2019-12-14 09:00:00,40,26,0.0,11.6,8,8,79,09:05 PM,07:42 AM,06:06 AM,07:05 PM,19,36,36,33,11,1,45,0.0,1011,33,10,294,9
2019-12-14 12:00:00,40,26,0.0,11.6,8,9,79,09:05 PM,07:42 AM,06:06 AM,07:05 PM,15,41,41,40,9,7,24,0.0,1007,40,10,21,8
2019-12-14 15:00:00,40,26,0.0,11.6,8,9,79,09:05 PM,07:42 AM,06:06 AM,07:05 PM,12,39,39,39,10,14,20,0.0,1004,39,10,33,9
2019-12-14 18:00:00,40,26,0.0,11.6,8,9,79,09:05 PM,07:42 AM,06:06 AM,07:05 PM,13,36,36,36,8,10,24,0.0,1004,36,10,356,5
2019-12-14 21:00:00,40,26,0.0,11.6,8,1,79,09:05 PM,07:42 AM,06:06 AM,07:05 PM,16,34,34,33,15,12,35,0.0,1008,33,10,352,8
2019-12-15 00:00:00,41,27,0.0,9.0,7,1,72,10:01 PM,08:41 AM,06:06 AM,07:05 PM,21,32,32,29,22,84,63,0.6,1008,29,10,324,15
2019-12-15 03:00:00,41,27,0.0,9.0,7,1,72,10:01 PM,08:41 AM,06:06 AM,07:05 PM,24,32,32,28,18,35,83,0.0,1008,28,10,324,13
2019-12-15 06:00:00,41,27,0.0,9.0,7,1,72,10:01 PM,08:41 AM,06:06 AM,07:05 PM,24,31,31,27,17,11,84,0.0,1008,27,10,313,12
2019-12-15 09:00:00,41,27,0.0,9.0,7,8,72,10:01 PM,08:41 AM,06:06 AM,07:05 PM,21,38,38,34,16,3,48,0.0,1010,34,10,279,14
2019-12-15 12:00:00,41,27,0.0,9.0,7,10,72,10:01 PM,08:41 AM,06:06 AM,07:05 PM,17,43,43,41,7,31,26,0.0,1007,41,10,335,6
2019-12-15 15:00:00,41,27,0.0,9.0,7,8,72,10:01 PM,08:41 AM,06:06 AM,07:05 PM,18,38,38,36,21,88,36,0.2,1004,36,5,70,18
2019-12-15 18:00:00,41,27,0.0,9.0,7,7,72,10:01 PM,08:41 AM,06:06 AM,07:05 PM,19,34,34,32,18,81,46,0.4,1005,32,9,2,13
2019-12-15 21:00:00,41,27,0.0,9.0,7,1,72,10:01 PM,08:41 AM,06:06 AM,07:05 PM,20,31,31,29,12,73,57,0.4,1008,29,9,262,7
2019-12-16 00:00:00,42,27,0.0,11.6,7,1,65,10:54 PM,09:42 AM,06:07 AM,07:06 PM,21,31,31,29,18,78,65,0.1,1007,29,10,354,13
2019-12-16 03:00:00,42,27,0.0,11.6,7,1,65,10:54 PM,09:42 AM,06:07 AM,07:06 PM,21,29,29,27,8,89,69,0.1,1006,27,10,330,4
2019-12-16 06:00:00,42,27,0.0,11.6,7,1,65,10:54 PM,09:42 AM,06:07 AM,07:06 PM,20,29,29,27,7,4,67,0.0,1008,27,10,46,4
2019-12-16 09:00:00,42,27,0.0,11.6,7,8,65,10:54 PM,09:42 AM,06:07 AM,07:06 PM,18,37,37,35,16,3,38,0.0,1009,35,10,293,14
2019-12-16 12:00:00,42,27,0.0,11.6,7,10,65,10:54 PM,09:42 AM,06:07 AM,07:06 PM,16,43,43,41,9,15,24,0.0,1007,41,10,285,8
2019-12-16 15:00:00,42,27,0.0,11.6,7,9,65,10:54 PM,09:42 AM,06:07 AM,07:06 PM,15,41,41,40,8,20,24,0.0,1004,40,10,32,6
2019-12-16 18:00:00,42,27,0.0,11.6,7,9,65,10:54 PM,09:42 AM,06:07 AM,07:06 PM,18,40,40,38,18,8,38,0.0,1004,38,10,10,14
2019-12-16 21:00:00,42,27,0.0,11.6,7,1,65,10:54 PM,09:42 AM,06:07 AM,07:06 PM,19,36,36,34,25,8,44,0.0,1007,34,10,292,17
2019-12-17 00:00:00,41,27,0.0,10.3,9,1,58,11:43 PM,10:42 AM,06:07 AM,07:06 PM,20,31,31,28,17,7,61,0.0,1006,28,10,334,12
2019-12-17 03:00:00,41,27,0.0,10.3,9,1,58,11:43 PM,10:42 AM,06:07 AM,07:06 PM,21,30,30,27,15,12,69,0.0,1007,27,10,8,10
2019-12-17 06:00:00,41,27,0.0,10.3,9,1,58,11:43 PM,10:42 AM,06:07 AM,07:06 PM,21,28,28,27,15,4,70,0.0,1008,27,10,305,10
2019-12-17 09:00:00,41,27,0.0,10.3,9,8,58,11:43 PM,10:42 AM,06:07 AM,07:06 PM,19,36,36,34,14,6,42,0.0,1009,34,10,291,13
2019-12-17 12:00:00,41,27,0.0,10.3,9,10,58,11:43 PM,10:42 AM,06:07 AM,07:06 PM,18,44,44,41,8,22,26,0.0,1006,41,10,335,6
2019-12-17 15:00:00,41,27,0.0,10.3,9,9,58,11:43 PM,10:42 AM,06:07 AM,07:06 PM,16,41,41,39,11,17,26,0.0,1003,39,10,146,9
2019-12-17 18:00:00,41,27,0.0,10.3,9,8,58,11:43 PM,10:42 AM,06:07 AM,07:06 PM,18,39,39,36,21,84,39,0.2,1004,36,10,307,17
2019-12-17 21:00:00,41,27,0.0,10.3,9,1,58,11:43 PM,10:42 AM,06:07 AM,07:06 PM,20,36,36,33,28,21,59,0.0,1008,33,10,335,19
2019-12-18 00:00:00,40,26,0.0,9.0,8,1,50,No moonrise,11:40 AM,06:08 AM,07:07 PM,20,28,28,26,16,6,70,0.0,1008,26,10,339,10
2019-12-18 03:00:00,40,26,0.0,9.0,8,1,50,No moonrise,11:40 AM,06:08 AM,07:07 PM,20,28,28,26,6,5,70,0.0,1007,26,10,309,3
2019-12-18 06:00:00,40,26,0.0,9.0,8,1,50,No moonrise,11:40 AM,06:08 AM,07:07 PM,20,28,28,26,5,3,72,0.0,1009,26,10,214,3
2019-12-18 09:00:00,40,26,0.0,9.0,8,8,50,No moonrise,11:40 AM,06:08 AM,07:07 PM,19,37,37,34,9,5,43,0.0,1010,34,10,308,8
2019-12-18 12:00:00,40,26,0.0,9.0,8,9,50,No moonrise,11:40 AM,06:08 AM,07:07 PM,16,42,42,40,10,86,24,0.0,1007,40,10,39,9
2019-12-18 15:00:00,40,26,0.0,9.0,8,7,50,No moonrise,11:40 AM,06:08 AM,07:07 PM,19,36,36,34,23,70,43,0.1,1004,34,10,289,19
2019-12-18 18:00:00,40,26,0.0,9.0,8,8,50,No moonrise,11:40 AM,06:08 AM,07:07 PM,18,35,35,32,12,8,37,0.0,1004,32,10,266,9
2019-12-18 21:00:00,40,26,0.0,9.0,8,1,50,No moonrise,11:40 AM,06:08 AM,07:07 PM,19,32,32,30,13,16,50,0.0,1007,30,10,249,7
2019-12-19 00:00:00,38,26,0.0,11.6,7,1,43,12:29 AM,12:37 PM,06:08 AM,07:07 PM,19,30,30,29,8,78,58,0.2,1008,29,9,298,4
2019-12-19 03:00:00,38,26,0.0,11.6,7,1,43,12:29 AM,12:37 PM,06:08 AM,07:07 PM,20,28,28,27,14,74,68,0.2,1007,27,10,265,8
2019-12-19 06:00:00,38,26,0.0,11.6,7,1,43,12:29 AM,12:37 PM,06:08 AM,07:07 PM,21,28,28,26,14,13,73,0.0,1008,26,10,336,9
2019-12-19 09:00:00,38,26,0.0,11.6,7,8,43,12:29 AM,12:37 PM,06:08 AM,07:07 PM,21,34,34,31,6,23,54,0.0,1009,31,10,357,5
2019-12-19 12:00:00,38,26,0.0,11.6,7,9,43,12:29 AM,12:37 PM,06:08 AM,07:07 PM,19,41,41,38,4,44,35,0.0,1008,38,10,30,4
2019-12-19 15:00:00,38,26,0.0,11.6,7,9,43,12:29 AM,12:37 PM,06:08 AM,07:07 PM,18,38,38,36,16,22,34,0.0,1005,36,10,158,14
2019-12-19 18:00:00,38,26,0.0,11.6,7,8,43,12:29 AM,12:37 PM,06:08 AM,07:07 PM,18,36,36,34,13,10,40,0.0,1006,34,10,204,11
2019-12-19 21:00:00,38,26,0.0,11.6,7,1,43,12:29 AM,12:37 PM,06:08 AM,07:07 PM,17,32,32,31,4,19,45,0.0,1008,31,10,148,2
2019-12-20 00:00:00,37,26,0.0,11.6,8,1,36,01:14 AM,01:33 PM,06:08 AM,07:08 PM,19,30,30,29,3,32,54,0.0,1009,29,10,24,1
2019-12-20 03:00:00,37,26,0.0,11.6,8,1,36,01:14 AM,01:33 PM,06:08 AM,07:08 PM,21,30,30,28,20,11,66,0.0,1008,28,10,342,13
2019-12-20 06:00:00,37,26,0.0,11.6,8,1,36,01:14 AM,01:33 PM,06:08 AM,07:08 PM,21,28,28,26,13,6,75,0.0,1009,26,10,337,8
2019-12-20 09:00:00,37,26,0.0,11.6,8,8,36,01:14 AM,01:33 PM,06:08 AM,07:08 PM,20,36,36,33,10,5,46,0.0,1010,33,10,316,9
2019-12-20 12:00:00,37,26,0.0,11.6,8,9,36,01:14 AM,01:33 PM,06:08 AM,07:08 PM,16,38,38,37,12,51,29,0.0,1008,37,10,104,10
2019-12-20 15:00:00,37,26,0.0,11.6,8,9,36,01:14 AM,01:33 PM,06:08 AM,07:08 PM,17,38,38,37,15,15,31,0.0,1005,37,10,175,13
2019-12-20 18:00:00,37,26,0.0,11.6,8,9,36,01:14 AM,01:33 PM,06:08 AM,07:08 PM,15,37,37,36,3,15,29,0.0,1005,36,10,139,2
2019-12-20 21:00:00,37,26,0.0,11.6,8,1,36,01:14 AM,01:33 PM,06:08 AM,07:08 PM,18,33,33,32,14,60,45,0.0,1007,32,10,343,8
2019-12-21 00:00:00,39,26,0.0,10.3,8,1,28,01:57 AM,02:28 PM,06:09 AM,07:08 PM,20,32,32,30,18,23,58,0.0,1008,30,10,335,12
2019-12-21 03:00:00,39,26,0.0,10.3,8,1,28,01:57 AM,02:28 PM,06:09 AM,07:08 PM,21,30,30,28,22,15,69,0.0,1007,28,10,334,15
2019-12-21 06:00:00,39,26,0.0,10.3,8,1,28,01:57 AM,02:28 PM,06:09 AM,07:08 PM,21,29,29,26,17,4,74,0.0,1008,26,10,332,11
2019-12-21 09:00:00,39,26,0.0,10.3,8,8,28,01:57 AM,02:28 PM,06:09 AM,07:08 PM,20,36,36,33,16,17,47,0.0,1009,33,10,347,14
2019-12-21 12:00:00,39,26,0.0,10.3,8,9,28,01:57 AM,02:28 PM,06:09 AM,07:08 PM,18,41,41,38,8,48,32,0.0,1007,38,10,2,6
2019-12-21 15:00:00,39,26,0.0,10.3,8,9,28,01:57 AM,02:28 PM,06:09 AM,07:08 PM,18,41,41,39,3,53,30,0.0,1005,39,10,112,2
2019-12-21 18:00:00,39,26,0.0,10.3,8,7,28,01:57 AM,02:28 PM,06:09 AM,07:08 PM,20,37,37,35,16,70,49,0.2,1005,35,9,316,10
2019-12-21 21:00:00,39,26,0.0,10.3,8,1,28,01:57 AM,02:28 PM,06:09 AM,07:08 PM,21,36,36,33,18,74,64,0.3,1008,33,9,247,11
2019-12-22 00:00:00,38,26,0.0,11.6,7,1,21,02:41 AM,03:25 PM,06:09 AM,07:09 PM,22,31,31,28,21,83,68,0.1,1008,28,10,4,14
2019-12-22 03:00:00,38,26,0.0,11.6,7,1,21,02:41 AM,03:25 PM,06:09 AM,07:09 PM,22,29,29,27,21,73,73,0.1,1007,27,10,348,14
2019-12-22 06:00:00,38,26,0.0,11.6,7,1,21,02:41 AM,03:25 PM,06:09 AM,07:09 PM,21,28,28,26,17,6,75,0.0,1009,26,10,331,11
2019-12-22 09:00:00,38,26,0.0,11.6,7,8,21,02:41 AM,03:25 PM,06:09 AM,07:09 PM,20,35,35,32,11,23,48,0.0,1009,32,10,328,9
2019-12-22 12:00:00,38,26,0.0,11.6,7,9,21,02:41 AM,03:25 PM,06:09 AM,07:09 PM,17,40,40,38,12,38,28,0.0,1007,38,10,78,10
2019-12-22 15:00:00,38,26,0.0,11.6,7,9,21,02:41 AM,03:25 PM,06:09 AM,07:09 PM,16,39,39,37,14,44,29,0.0,1004,37,10,117,12
2019-12-22 18:00:00,38,26,0.0,11.6,7,9,21,02:41 AM,03:25 PM,06:09 AM,07:09 PM,17,37,37,35,19,16,34,0.0,1005,35,10,182,14
2019-12-22 21:00:00,38,26,0.0,11.6,7,1,21,02:41 AM,03:25 PM,06:09 AM,07:09 PM,19,35,35,32,12,28,55,0.0,1008,32,10,208,6
2019-12-23 00:00:00,39,26,0.0,11.6,8,1,14,03:27 AM,04:22 PM,06:10 AM,07:09 PM,19,30,30,29,4,20,53,0.0,1008,29,10,254,2
2019-12-23 03:00:00,39,26,0.0,11.6,8,1,14,03:27 AM,04:22 PM,06:10 AM,07:09 PM,21,29,29,27,20,0,71,0.0,1008,27,10,352,13
2019-12-23 06:00:00,39,26,0.0,11.6,8,1,14,03:27 AM,04:22 PM,06:10 AM,07:09 PM,21,28,28,26,18,9,74,0.0,1009,26,10,350,10
2019-12-23 09:00:00,39,26,0.0,11.6,8,8,14,03:27 AM,04:22 PM,06:10 AM,07:09 PM,19,36,36,33,9,5,42,0.0,1010,33,10,311,8
