date_time,Melville_maxtempC,Melville_mintempC,Melville_totalSnow_cm,Melville_sunHour,Melville_uvIndex,Melville_uvIndex,Melville_moon_illumination,Melville_moonrise,Melville_moonset,Melville_sunrise,Melville_sunset,Melville_DewPointC,Melville_FeelsLikeC,Melville_HeatIndexC,Melville_WindChillC,Melville_WindGustKmph,Melville_cloudcover,Melville_humidity,Melville_precipMM,Melville_pressure,Melville_tempC,Melville_visibility,Melville_winddirDegree,Melville_windspeedKmph
2020-01-12 12:00:00,16,9,0.0,7.0,4,5,83,08:03 PM,09:52 AM,08:17 AM,05:47 PM,5,16,16,16,53,51,49,0.2,1017,16,10,258,33
2020-01-12 15:00:00,16,9,0.0,7.0,4,5,83,08:03 PM,09:52 AM,08:17 AM,05:47 PM,4,15,15,15,41,0,48,0.0,1020,15,10,268,28
2020-01-12 18:00:00,16,9,0.0,7.0,4,4,83,08:03 PM,09:52 AM,08:17 AM,05:47 PM,2,11,13,11,35,0,48,0.0,1024,13,10,290,23
2020-01-12 21:00:00,16,9,0.0,7.0,4,1,83,08:03 PM,09:52 AM,08:17 AM,05:47 PM,-0,7,10,7,26,4,51,0.0,1027,10,10,321,18
2020-01-13 00:00:00,8,4,0.0,5.2,2,1,76,09:17 PM,10:32 AM,08:17 AM,05:48 PM,-0,6,8,6,17,40,56,0.0,1029,8,10,233,13
2020-01-13 03:00:00,8,4,0.0,5.2,2,1,76,09:17 PM,10:32 AM,08:17 AM,05:48 PM,-2,2,6,2,21,100,60,0.0,1030,6,10,32,15
2020-01-13 06:00:00,8,4,0.0,5.2,2,2,76,09:17 PM,10:32 AM,08:17 AM,05:48 PM,-2,1,5,1,19,73,62,0.0,1030,5,10,58,14
2020-01-13 09:00:00,8,4,0.0,5.2,2,2,76,09:17 PM,10:32 AM,08:17 AM,05:48 PM,2,3,6,3,20,46,77,0.0,1031,6,10,86,14
2020-01-13 12:00:00,8,4,0.0,5.2,2,2,76,09:17 PM,10:32 AM,08:17 AM,05:48 PM,4,5,7,5,19,100,83,0.0,1030,7,10,94,14
2020-01-13 15:00:00,8,4,0.0,5.2,2,2,76,09:17 PM,10:32 AM,08:17 AM,05:48 PM,5,7,8,7,12,99,82,0.0,1028,8,10,82,9
2020-01-13 18:00:00,8,4,0.0,5.2,2,2,76,09:17 PM,10:32 AM,08:17 AM,05:48 PM,5,7,8,7,9,93,84,0.0,1028,8,10,45,7
2020-01-13 21:00:00,8,4,0.0,5.2,2,1,76,09:17 PM,10:32 AM,08:17 AM,05:48 PM,4,6,7,6,9,89,82,0.0,1028,7,10,116,6
2020-01-14 00:00:00,7,1,0.0,5.2,3,1,69,10:30 PM,11:08 AM,08:16 AM,05:49 PM,3,5,6,5,10,65,80,0.0,1029,6,10,230,7
2020-01-14 03:00:00,7,1,0.0,5.2,3,1,69,10:30 PM,11:08 AM,08:16 AM,05:49 PM,3,5,6,5,8,36,81,0.0,1028,6,10,133,6
2020-01-14 06:00:00,7,1,0.0,5.2,3,3,69,10:30 PM,11:08 AM,08:16 AM,05:49 PM,2,3,5,3,12,77,79,0.0,1028,5,10,247,8
2020-01-14 09:00:00,7,1,0.0,5.2,3,2,69,10:30 PM,11:08 AM,08:16 AM,05:49 PM,1,3,5,3,15,56,75,0.0,1027,5,10,56,11
2020-01-14 12:00:00,7,1,0.0,5.2,3,2,69,10:30 PM,11:08 AM,08:16 AM,05:49 PM,1,3,6,3,17,97,72,0.0,1026,6,10,100,13
2020-01-14 15:00:00,7,1,0.0,5.2,3,2,69,10:30 PM,11:08 AM,08:16 AM,05:49 PM,3,4,7,4,18,94,76,0.4,1023,7,10,115,13
2020-01-14 18:00:00,7,1,0.0,5.2,3,2,69,10:30 PM,11:08 AM,08:16 AM,05:49 PM,5,4,7,4,16,100,88,1.0,1021,6,7,117,12
2020-01-14 21:00:00,7,1,0.0,5.2,3,1,69,10:30 PM,11:08 AM,08:16 AM,05:49 PM,6,4,6,4,10,92,93,0.2,1021,4,5,111,7
2020-01-15 00:00:00,10,6,0.0,8.7,3,1,61,11:42 PM,11:40 AM,08:16 AM,05:50 PM,5,3,4,3,8,67,91,0.1,1020,3,10,156,5
2020-01-15 03:00:00,10,6,0.0,8.7,3,1,61,11:42 PM,11:40 AM,08:16 AM,05:50 PM,5,5,6,5,14,42,91,0.0,1020,6,10,272,9
2020-01-15 06:00:00,10,6,0.0,8.7,3,3,61,11:42 PM,11:40 AM,08:16 AM,05:50 PM,3,2,6,2,27,17,86,0.0,1020,6,10,301,17
2020-01-15 09:00:00,10,6,0.0,8.7,3,3,61,11:42 PM,11:40 AM,08:16 AM,05:50 PM,1,3,6,3,28,1,70,0.0,1022,6,10,307,19
2020-01-15 12:00:00,10,6,0.0,8.7,3,3,61,11:42 PM,11:40 AM,08:16 AM,05:50 PM,-2,4,7,4,23,0,53,0.0,1022,7,10,298,18
2020-01-15 15:00:00,10,6,0.0,8.7,3,3,61,11:42 PM,11:40 AM,08:16 AM,05:50 PM,-1,6,9,6,17,0,49,0.0,1021,9,10,293,14
2020-01-15 18:00:00,10,6,0.0,8.7,3,3,61,11:42 PM,11:40 AM,08:16 AM,05:50 PM,1,9,11,9,9,0,52,0.0,1020,9,10,278,8
2020-01-15 21:00:00,10,6,0.0,8.7,3,1,61,11:42 PM,11:40 AM,08:16 AM,05:50 PM,2,7,10,7,9,15,60,0.0,1020,7,10,240,6
2020-01-16 00:00:00,9,2,0.0,3.5,2,1,54,No moonrise,12:09 PM,08:15 AM,05:52 PM,2,4,7,4,22,53,72,0.1,1017,7,8,199,14
2020-01-16 03:00:00,9,2,0.0,3.5,2,1,54,No moonrise,12:09 PM,08:15 AM,05:52 PM,5,4,7,4,31,80,85,0.5,1014,7,6,192,20
2020-01-16 06:00:00,9,2,0.0,3.5,2,2,54,No moonrise,12:09 PM,08:15 AM,05:52 PM,6,4,7,4,30,100,91,0.8,1011,7,9,215,18
2020-01-16 09:00:00,9,2,0.0,3.5,2,2,54,No moonrise,12:09 PM,08:15 AM,05:52 PM,4,4,8,4,39,91,78,0.0,1010,8,10,264,26
2020-01-16 12:00:00,9,2,0.0,3.5,2,2,54,No moonrise,12:09 PM,08:15 AM,05:52 PM,-1,5,9,5,49,83,50,0.1,1012,9,10,302,37
2020-01-16 15:00:00,9,2,0.0,3.5,2,3,54,No moonrise,12:09 PM,08:15 AM,05:52 PM,-4,3,7,3,44,85,44,0.0,1013,7,10,304,35
2020-01-16 18:00:00,9,2,0.0,3.5,2,3,54,No moonrise,12:09 PM,08:15 AM,05:52 PM,-6,-0,5,-0,49,44,44,0.0,1016,5,10,309,37
2020-01-16 21:00:00,9,2,0.0,3.5,2,1,54,No moonrise,12:09 PM,08:15 AM,05:52 PM,-8,-3,3,-3,48,32,45,0.0,1019,3,10,314,35
2020-01-17 00:00:00,-2,-4,0.0,8.7,2,1,47,12:53 AM,12:39 PM,08:15 AM,05:53 PM,-9,-6,1,-6,47,34,46,0.0,1021,1,10,320,35
2020-01-17 03:00:00,-2,-4,0.0,8.7,2,1,47,12:53 AM,12:39 PM,08:15 AM,05:53 PM,-12,-9,-2,-9,45,4,44,0.0,1025,-2,10,323,35
2020-01-17 06:00:00,-2,-4,0.0,8.7,2,2,47,12:53 AM,12:39 PM,08:15 AM,05:53 PM,-15,-12,-4,-12,42,1,40,0.0,1029,-4,10,330,35
2020-01-17 09:00:00,-2,-4,0.0,8.7,2,2,47,12:53 AM,12:39 PM,08:15 AM,05:53 PM,-17,-12,-4,-12,36,0,37,0.0,1033,-4,10,336,31
2020-01-17 12:00:00,-2,-4,0.0,8.7,2,2,47,12:53 AM,12:39 PM,08:15 AM,05:53 PM,-19,-11,-4,-11,31,0,30,0.0,1035,-4,10,339,27
2020-01-17 15:00:00,-2,-4,0.0,8.7,2,2,47,12:53 AM,12:39 PM,08:15 AM,05:53 PM,-20,-9,-2,-9,27,0,24,0.0,1036,-2,10,346,23
2020-01-17 18:00:00,-2,-4,0.0,8.7,2,2,47,12:53 AM,12:39 PM,08:15 AM,05:53 PM,-20,-8,-2,-8,24,0,24,0.0,1036,-2,10,338,19
2020-01-17 21:00:00,-2,-4,0.0,8.7,2,1,47,12:53 AM,12:39 PM,08:15 AM,05:53 PM,-19,-8,-3,-8,22,13,27,0.0,1038,-3,10,339,17
2020-01-18 00:00:00,1,-4,2.2,3.5,2,1,40,02:03 AM,01:10 PM,08:14 AM,05:54 PM,-20,-9,-4,-9,18,36,27,0.0,1038,-4,10,342,14
2020-01-18 03:00:00,1,-4,2.2,3.5,2,1,40,02:03 AM,01:10 PM,08:14 AM,05:54 PM,-20,-9,-4,-9,14,52,27,0.0,1037,-4,10,333,11
2020-01-18 06:00:00,1,-4,2.2,3.5,2,1,40,02:03 AM,01:10 PM,08:14 AM,05:54 PM,-20,-7,-4,-7,9,93,29,0.0,1035,-4,10,344,7
2020-01-18 09:00:00,1,-4,2.2,3.5,2,1,40,02:03 AM,01:10 PM,08:14 AM,05:54 PM,-18,-6,-3,-6,8,87,30,0.1,1034,-3,9,300,6
2020-01-18 12:00:00,1,-4,2.2,3.5,2,1,40,02:03 AM,01:10 PM,08:14 AM,05:54 PM,-14,-5,-1,-5,16,73,37,0.1,1031,-1,8,203,13
2020-01-18 15:00:00,1,-4,2.2,3.5,2,1,40,02:03 AM,01:10 PM,08:14 AM,05:54 PM,-7,-4,1,-4,27,99,60,0.6,1027,1,7,203,20
2020-01-18 18:00:00,1,-4,2.2,3.5,2,1,40,02:03 AM,01:10 PM,08:14 AM,05:54 PM,-1,-5,-0,-5,34,100,94,1.9,1021,-1,2,198,23
2020-01-18 21:00:00,1,-4,2.2,3.5,2,1,40,02:03 AM,01:10 PM,08:14 AM,05:54 PM,2,-3,0,-3,44,100,96,3.3,1015,-3,4,212,28
2020-01-19 00:00:00,4,-0,0.0,8.7,1,1,32,03:12 AM,01:44 PM,08:14 AM,05:55 PM,3,-3,1,-3,39,100,92,3.7,1009,-2,8,234,23
2020-01-19 03:00:00,4,-0,0.0,8.7,1,1,32,03:12 AM,01:44 PM,08:14 AM,05:55 PM,2,-1,4,-1,33,100,93,0.4,1006,4,10,240,18
2020-01-19 06:00:00,4,-0,0.0,8.7,1,2,32,03:12 AM,01:44 PM,08:14 AM,05:55 PM,2,-1,4,-1,39,83,87,0.7,1005,4,9,264,22
2020-01-19 09:00:00,4,-0,0.0,8.7,1,2,32,03:12 AM,01:44 PM,08:14 AM,05:55 PM,-2,-2,3,-2,40,33,71,0.0,1006,3,10,281,24
2020-01-19 12:00:00,4,-0,0.0,8.7,1,2,32,03:12 AM,01:44 PM,08:14 AM,05:55 PM,-3,-1,3,-1,31,6,64,0.0,1007,3,10,293,23
2020-01-19 15:00:00,4,-0,0.0,8.7,1,2,32,03:12 AM,01:44 PM,08:14 AM,05:55 PM,-5,-2,3,-2,30,11,56,0.0,1007,3,10,300,24
2020-01-19 18:00:00,4,-0,0.0,8.7,1,2,32,03:12 AM,01:44 PM,08:14 AM,05:55 PM,-7,-4,2,-4,33,15,54,0.0,1009,2,10,299,25
2020-01-19 21:00:00,4,-0,0.0,8.7,1,1,32,03:12 AM,01:44 PM,08:14 AM,05:55 PM,-7,-6,0,-6,36,27,57,0.0,1012,0,10,303,26
2020-01-20 00:00:00,-2,-6,0.0,8.7,2,1,25,04:20 AM,02:21 PM,08:13 AM,05:56 PM,-9,-8,-1,-8,37,22,56,0.0,1015,-1,10,313,28
2020-01-20 03:00:00,-2,-6,0.0,8.7,2,1,25,04:20 AM,02:21 PM,08:13 AM,05:56 PM,-12,-10,-4,-10,32,27,52,0.0,1016,-4,10,321,26
2020-01-20 06:00:00,-2,-6,0.0,8.7,2,2,25,04:20 AM,02:21 PM,08:13 AM,05:56 PM,-13,-12,-5,-12,27,35,53,0.0,1018,-5,10,336,22
2020-01-20 09:00:00,-2,-6,0.0,8.7,2,2,25,04:20 AM,02:21 PM,08:13 AM,05:56 PM,-14,-12,-5,-12,28,5,52,0.0,1021,-5,10,346,23
2020-01-20 12:00:00,-2,-6,0.0,8.7,2,2,25,04:20 AM,02:21 PM,08:13 AM,05:56 PM,-14,-11,-4,-11,27,0,46,0.0,1023,-4,10,341,24
2020-01-20 15:00:00,-2,-6,0.0,8.7,2,2,25,04:20 AM,02:21 PM,08:13 AM,05:56 PM,-15,-8,-2,-8,27,0,37,0.0,1023,-2,10,343,22
2020-01-20 18:00:00,-2,-6,0.0,8.7,2,2,25,04:20 AM,02:21 PM,08:13 AM,05:56 PM,-15,-7,-2,-7,24,0,37,0.0,1025,-2,10,349,18
2020-01-20 21:00:00,-2,-6,0.0,8.7,2,1,25,04:20 AM,02:21 PM,08:13 AM,05:56 PM,-14,-8,-3,-8,21,0,41,0.0,1027,-3,10,347,15
2020-01-21 00:00:00,-0,-7,0.0,8.7,2,1,18,05:26 AM,03:05 PM,08:13 AM,05:57 PM,-14,-9,-4,-9,20,0,45,0.0,1028,-4,10,339,15
2020-01-21 03:00:00,-0,-7,0.0,8.7,2,1,18,05:26 AM,03:05 PM,08:13 AM,05:57 PM,-13,-9,-4,-9,17,0,48,0.0,1028,-4,10,356,13
2020-01-21 06:00:00,-0,-7,0.0,8.7,2,2,18,05:26 AM,03:05 PM,08:13 AM,05:57 PM,-12,-7,-3,-7,11,0,50,0.0,1029,-3,10,356,10
2020-01-21 09:00:00,-0,-7,0.0,8.7,2,2,18,05:26 AM,03:05 PM,08:13 AM,05:57 PM,-12,-5,-3,-5,7,1,50,0.0,1030,-3,10,347,6
2020-01-21 12:00:00,-0,-7,0.0,8.7,2,2,18,05:26 AM,03:05 PM,08:13 AM,05:57 PM,-13,-3,-2,-3,4,4,43,0.0,1030,-2,10,333,4
2020-01-21 15:00:00,-0,-7,0.0,8.7,2,1,18,05:26 AM,03:05 PM,08:13 AM,05:57 PM,-13,-3,-0,-3,8,36,37,0.0,1029,-0,10,327,7
2020-01-21 18:00:00,-0,-7,0.0,8.7,2,2,18,05:26 AM,03:05 PM,08:13 AM,05:57 PM,-13,-4,-0,-4,12,83,39,0.0,1029,-2,10,325,9
2020-01-21 21:00:00,-0,-7,0.0,8.7,2,1,18,05:26 AM,03:05 PM,08:13 AM,05:57 PM,-12,-4,-0,-4,9,49,43,0.0,1030,-4,10,341,6
2020-01-22 00:00:00,3,-4,0.0,8.7,2,1,11,06:28 AM,03:55 PM,08:12 AM,05:58 PM,-12,-6,-2,-6,8,42,45,0.0,1031,-5,10,239,6
2020-01-22 03:00:00,3,-4,0.0,8.7,2,1,11,06:28 AM,03:55 PM,08:12 AM,05:58 PM,-11,-3,-1,-3,7,22,46,0.0,1030,-1,10,16,6
2020-01-22 06:00:00,3,-4,0.0,8.7,2,2,11,06:28 AM,03:55 PM,08:12 AM,05:58 PM,-10,-2,-1,-2,5,4,49,0.0,1030,-1,10,27,5
2020-01-22 09:00:00,3,-4,0.0,8.7,2,2,11,06:28 AM,03:55 PM,08:12 AM,05:58 PM,-10,-2,-1,-2,5,4,50,0.0,1031,-1,10,104,4
2020-01-22 12:00:00,3,-4,0.0,8.7,2,2,11,06:28 AM,03:55 PM,08:12 AM,05:58 PM,-10,-0,1,-0,6,4,44,0.0,1031,1,10,264,5
2020-01-22 15:00:00,3,-4,0.0,8.7,2,2,11,06:28 AM,03:55 PM,08:12 AM,05:58 PM,-9,0,2,0,9,3,44,0.0,1030,2,10,247,8
2020-01-22 18:00:00,3,-4,0.0,8.7,2,2,11,06:28 AM,03:55 PM,08:12 AM,05:58 PM,-7,0,2,0,7,3,48,0.0,1030,1,10,252,6
2020-01-22 21:00:00,3,-4,0.0,8.7,2,1,11,06:28 AM,03:55 PM,08:12 AM,05:58 PM,-7,-2,-0,-2,6,5,49,0.0,1031,-2,10,215,5
2020-01-23 00:00:00,4,-3,0.0,6.6,1,1,3,07:23 AM,04:49 PM,08:12 AM,06:00 PM,-7,-3,-1,-3,8,41,53,0.0,1030,-2,10,215,5
2020-01-23 03:00:00,4,-3,0.0,6.6,1,1,3,07:23 AM,04:49 PM,08:12 AM,06:00 PM,-6,0,1,0,8,67,60,0.0,1029,1,10,279,5
2020-01-23 06:00:00,4,-3,0.0,6.6,1,2,3,07:23 AM,04:49 PM,08:12 AM,06:00 PM,-4,-0,2,-0,9,7,68,0.0,1029,2,10,260,6
2020-01-23 09:00:00,4,-3,0.0,6.6,1,1,3,07:23 AM,04:49 PM,08:12 AM,06:00 PM,-5,-1,1,-1,14,43,65,0.0,1030,1,10,234,9
2020-01-23 12:00:00,4,-3,0.0,6.6,1,1,3,07:23 AM,04:49 PM,08:12 AM,06:00 PM,-6,-0,3,-0,15,96,52,0.0,1030,3,10,245,12
2020-01-23 15:00:00,4,-3,0.0,6.6,1,1,3,07:23 AM,04:49 PM,08:12 AM,06:00 PM,-7,1,3,1,13,100,46,0.0,1028,3,10,259,9
2020-01-23 18:00:00,4,-3,0.0,6.6,1,2,3,07:23 AM,04:49 PM,08:12 AM,06:00 PM,-7,2,4,2,9,70,47,0.0,1027,3,10,252,6
2020-01-23 21:00:00,4,-3,0.0,6.6,1,1,3,07:23 AM,04:49 PM,08:12 AM,06:00 PM,-5,0,3,0,8,40,52,0.0,1028,0,10,237,5
2020-01-24 00:00:00,8,3,0.0,9.9,3,1,0,08:11 AM,05:48 PM,08:11 AM,06:01 PM,-3,-1,1,-1,10,71,59,0.0,1028,-1,10,246,5
2020-01-24 03:00:00,8,3,0.0,9.9,3,1,0,08:11 AM,05:48 PM,08:11 AM,06:01 PM,-4,3,4,3,7,39,59,0.0,1027,4,10,274,4
2020-01-24 06:00:00,8,3,0.0,9.9,3,2,0,08:11 AM,05:48 PM,08:11 AM,06:01 PM,-5,2,3,2,7,62,56,0.0,1028,3,10,313,4
2020-01-24 09:00:00,8,3,0.0,9.9,3,2,0,08:11 AM,05:48 PM,08:11 AM,06:01 PM,-5,2,4,2,9,9,53,0.0,1029,4,10,256,5
2020-01-24 12:00:00,8,3,0.0,9.9,3,3,0,08:11 AM,05:48 PM,08:11 AM,06:01 PM,-5,4,6,4,9,8,47,0.0,1029,6,10,64,7
2020-01-24 15:00:00,8,3,0.0,9.9,3,3,0,08:11 AM,05:48 PM,08:11 AM,06:01 PM,-3,6,8,6,12,11,47,0.0,1028,8,10,87,9
2020-01-24 18:00:00,8,3,0.0,9.9,3,3,0,08:11 AM,05:48 PM,08:11 AM,06:01 PM,-2,4,6,4,17,18,58,0.0,1027,6,10,84,12
2020-01-24 21:00:00,8,3,0.0,9.9,3,1,0,08:11 AM,05:48 PM,08:11 AM,06:01 PM,-1,1,5,1,25,26,68,0.0,1027,5,10,79,15
2020-01-25 00:00:00,11,4,0.0,5.0,3,1,0,08:52 AM,06:49 PM,08:10 AM,06:02 PM,0,1,4,1,29,15,75,0.0,1025,4,10,77,17
2020-01-25 03:00:00,11,4,0.0,5.0,3,1,0,08:52 AM,06:49 PM,08:10 AM,06:02 PM,2,0,4,0,30,21,84,0.0,1024,4,10,71,18
2020-01-25 06:00:00,11,4,0.0,5.0,3,1,0,08:52 AM,06:49 PM,08:10 AM,06:02 PM,3,0,5,0,39,70,89,0.0,1022,5,10,76,23
2020-01-25 09:00:00,11,4,0.0,5.0,3,2,0,08:52 AM,06:49 PM,08:10 AM,06:02 PM,5,2,6,2,44,100,92,0.0,1019,6,10,85,26
2020-01-25 12:00:00,11,4,0.0,5.0,3,2,0,08:52 AM,06:49 PM,08:10 AM,06:02 PM,7,5,9,5,56,100,89,0.1,1015,9,10,100,33
2020-01-25 15:00:00,11,4,0.0,5.0,3,3,0,08:52 AM,06:49 PM,08:10 AM,06:02 PM,9,7,11,7,65,100,88,5.3,1011,11,8,121,39
2020-01-25 18:00:00,11,4,0.0,5.0,3,3,0,08:52 AM,06:49 PM,08:10 AM,06:02 PM,10,7,10,7,53,96,94,11.5,1009,10,6,175,31
2020-01-25 21:00:00,11,4,0.0,5.0,3,1,0,08:52 AM,06:49 PM,08:10 AM,06:02 PM,8,6,9,6,29,76,92,2.3,1008,9,9,258,17
2020-01-26 00:00:00,7,4,0.0,9.9,3,1,4,09:27 AM,07:50 PM,08:09 AM,06:03 PM,5,3,7,3,26,45,88,0.0,1009,7,10,271,17
2020-01-26 03:00:00,7,4,0.0,9.9,3,1,4,09:27 AM,07:50 PM,08:09 AM,06:03 PM,2,2,5,2,24,19,81,0.0,1009,5,10,278,15
2020-01-26 06:00:00,7,4,0.0,9.9,3,2,4,09:27 AM,07:50 PM,08:09 AM,06:03 PM,1,1,4,1,25,3,78,0.0,1010,4,10,266,16
2020-01-26 09:00:00,7,4,0.0,9.9,3,2,4,09:27 AM,07:50 PM,08:09 AM,06:03 PM,-1,0,4,0,24,12,70,0.0,1010,4,10,266,16
2020-01-26 12:00:00,7,4,0.0,9.9,3,3,4,09:27 AM,07:50 PM,08:09 AM,06:03 PM,-2,2,5,2,22,12,61,0.0,1010,5,10,266,17
2020-01-26 15:00:00,7,4,0.0,9.9,3,2,4,09:27 AM,07:50 PM,08:09 AM,06:03 PM,-3,3,7,3,23,29,52,0.0,1009,7,10,264,19
2020-01-26 18:00:00,7,4,0.0,9.9,3,2,4,09:27 AM,07:50 PM,08:09 AM,06:03 PM,-2,3,6,3,27,82,55,0.0,1009,6,10,262,20
2020-01-26 21:00:00,7,4,0.0,9.9,3,1,4,09:27 AM,07:50 PM,08:09 AM,06:03 PM,-2,2,5,2,27,70,60,0.0,1009,5,10,266,19
2020-01-27 00:00:00,6,2,0.0,6.6,2,1,11,09:57 AM,08:50 PM,08:09 AM,06:04 PM,-2,0,4,0,26,19,64,0.0,1009,4,10,269,17
2020-01-27 03:00:00,6,2,0.0,6.6,2,1,11,09:57 AM,08:50 PM,08:09 AM,06:04 PM,-3,-1,3,-1,26,20,66,0.0,1008,3,10,269,17
2020-01-27 06:00:00,6,2,0.0,6.6,2,2,11,09:57 AM,08:50 PM,08:09 AM,06:04 PM,-3,-2,3,-2,27,29,70,0.0,1007,3,10,262,19
2020-01-27 09:00:00,6,2,0.0,6.6,2,1,11,09:57 AM,08:50 PM,08:09 AM,06:04 PM,-2,-2,3,-2,27,42,69,0.0,1006,3,10,261,19
2020-01-27 12:00:00,6,2,0.0,6.6,2,1,11,09:57 AM,08:50 PM,08:09 AM,06:04 PM,-3,-0,4,-0,28,70,61,0.0,1006,4,10,261,22
2020-01-27 15:00:00,6,2,0.0,6.6,2,2,11,09:57 AM,08:50 PM,08:09 AM,06:04 PM,-3,1,5,1,28,89,57,0.0,1005,5,10,268,21
2020-01-27 18:00:00,6,2,0.0,6.6,2,3,11,09:57 AM,08:50 PM,08:09 AM,06:04 PM,-3,1,5,1,27,72,55,0.0,1005,5,10,285,19
2020-01-27 21:00:00,6,2,0.0,6.6,2,1,11,09:57 AM,08:50 PM,08:09 AM,06:04 PM,-3,0,4,0,27,21,60,0.0,1006,4,10,293,18
2020-01-28 00:00:00,5,1,0.0,10.0,2,1,18,10:24 AM,09:49 PM,08:08 AM,06:06 PM,-2,-1,3,-1,28,19,68,0.0,1007,3,10,299,19
2020-01-28 03:00:00,5,1,0.0,10.0,2,1,18,10:24 AM,09:49 PM,08:08 AM,06:06 PM,-3,-2,2,-2,26,8,67,0.0,1007,2,10,309,18
2020-01-28 06:00:00,5,1,0.0,10.0,2,2,18,10:24 AM,09:49 PM,08:08 AM,06:06 PM,-4,-3,1,-3,24,9,67,0.0,1007,1,10,312,17
2020-01-28 09:00:00,5,1,0.0,10.0,2,2,18,10:24 AM,09:49 PM,08:08 AM,06:06 PM,-5,-3,1,-3,22,15,63,0.0,1008,1,10,313,16
2020-01-28 12:00:00,5,1,0.0,10.0,2,2,18,10:24 AM,09:49 PM,08:08 AM,06:06 PM,-6,-1,3,-1,21,14,52,0.0,1009,3,10,316,17
2020-01-28 15:00:00,5,1,0.0,10.0,2,2,18,10:24 AM,09:49 PM,08:08 AM,06:06 PM,-6,1,4,1,21,24,48,0.0,1008,4,10,312,17
2020-01-28 18:00:00,5,1,0.0,10.0,2,2,18,10:24 AM,09:49 PM,08:08 AM,06:06 PM,-5,0,4,0,26,36,52,0.0,1010,4,10,315,19
2020-01-28 21:00:00,5,1,0.0,10.0,2,1,18,10:24 AM,09:49 PM,08:08 AM,06:06 PM,-5,-2,3,-2,28,29,59,0.0,1012,3,10,321,20
2020-01-29 00:00:00,4,0,0.0,10.0,1,1,26,10:49 AM,10:46 PM,08:07 AM,06:07 PM,-5,-2,2,-2,25,54,62,0.0,1013,2,10,328,18
2020-01-29 03:00:00,4,0,0.0,10.0,1,1,26,10:49 AM,10:46 PM,08:07 AM,06:07 PM,-6,-3,1,-3,20,47,62,0.0,1014,1,10,334,14
2020-01-29 06:00:00,4,0,0.0,10.0,1,2,26,10:49 AM,10:46 PM,08:07 AM,06:07 PM,-6,-4,0,-4,16,1,62,0.0,1015,0,10,337,13
2020-01-29 09:00:00,4,0,0.0,10.0,1,2,26,10:49 AM,10:46 PM,08:07 AM,06:07 PM,-7,-3,1,-3,15,0,58,0.0,1016,1,10,333,12
2020-01-29 12:00:00,4,0,0.0,10.0,1,2,26,10:49 AM,10:46 PM,08:07 AM,06:07 PM,-8,-2,2,-2,15,0,49,0.0,1017,2,10,328,13
2020-01-29 15:00:00,4,0,0.0,10.0,1,2,26,10:49 AM,10:46 PM,08:07 AM,06:07 PM,-9,-0,3,-0,18,0,39,0.0,1017,3,10,332,15
2020-01-29 18:00:00,4,0,0.0,10.0,1,2,26,10:49 AM,10:46 PM,08:07 AM,06:07 PM,-9,-1,3,-1,23,0,39,0.0,1017,3,10,352,18
2020-01-29 21:00:00,4,0,0.0,10.0,1,1,26,10:49 AM,10:46 PM,08:07 AM,06:07 PM,-9,-3,1,-3,26,0,46,0.0,1019,1,10,241,18
2020-01-30 00:00:00,3,-1,0.0,10.0,2,1,33,11:13 AM,11:45 PM,08:06 AM,06:08 PM,-8,-5,-0,-5,24,0,55,0.0,1022,-0,10,5,17
2020-01-30 03:00:00,3,-1,0.0,10.0,2,1,33,11:13 AM,11:45 PM,08:06 AM,06:08 PM,-9,-5,-1,-5,18,0,53,0.0,1023,-1,10,7,14
2020-01-30 06:00:00,3,-1,0.0,10.0,2,2,33,11:13 AM,11:45 PM,08:06 AM,06:08 PM,-11,-5,-1,-5,16,1,47,0.0,1024,-1,10,16,13
2020-01-30 09:00:00,3,-1,0.0,10.0,2,2,33,11:13 AM,11:45 PM,08:06 AM,06:08 PM,-12,-4,-0,-4,13,6,41,0.0,1025,-0,10,34,11
2020-01-30 12:00:00,3,-1,0.0,10.0,2,2,33,11:13 AM,11:45 PM,08:06 AM,06:08 PM,-12,-1,1,-1,8,17,38,0.0,1026,1,10,51,7
2020-01-30 15:00:00,3,-1,0.0,10.0,2,2,33,11:13 AM,11:45 PM,08:06 AM,06:08 PM,-9,1,2,1,5,28,44,0.0,1026,2,10,77,5
2020-01-30 18:00:00,3,-1,0.0,10.0,2,2,33,11:13 AM,11:45 PM,08:06 AM,06:08 PM,-6,2,3,2,5,29,55,0.0,1027,3,10,90,4
2020-01-30 21:00:00,3,-1,0.0,10.0,2,1,33,11:13 AM,11:45 PM,08:06 AM,06:08 PM,-5,1,2,1,6,59,61,0.0,1027,2,10,67,4
2020-01-31 00:00:00,6,2,0.0,8.3,1,1,37,11:37 AM,No moonset,08:05 AM,06:09 PM,-4,0,1,0,6,93,66,0.0,1028,1,10,104,4
2020-01-31 03:00:00,6,2,0.0,8.3,1,1,37,11:37 AM,No moonset,08:05 AM,06:09 PM,-4,1,2,1,5,86,67,0.0,1028,2,10,141,3
2020-01-31 06:00:00,6,2,0.0,8.3,1,2,37,11:37 AM,No moonset,08:05 AM,06:09 PM,-3,1,2,1,7,76,67,0.0,1027,2,10,171,4
