date_time,Blackwater_maxtempC,Blackwater_mintempC,Blackwater_totalSnow_cm,Blackwater_sunHour,Blackwater_uvIndex,Blackwater_uvIndex,Blackwater_moon_illumination,Blackwater_moonrise,Blackwater_moonset,Blackwater_sunrise,Blackwater_sunset,Blackwater_DewPointC,Blackwater_FeelsLikeC,Blackwater_HeatIndexC,Blackwater_WindChillC,Blackwater_WindGustKmph,Blackwater_cloudcover,Blackwater_humidity,Blackwater_precipMM,Blackwater_pressure,Blackwater_tempC,Blackwater_visibility,Blackwater_winddirDegree,Blackwater_windspeedKmph
2020-02-10 03:00:00,34,25,0.0,11.9,8,1,83,07:48 PM,06:24 AM,05:49 AM,06:48 PM,19,27,27,26,19,16,64,0.0,1005,26,10,39,10
2020-02-10 06:00:00,34,25,0.0,11.9,8,1,83,07:48 PM,06:24 AM,05:49 AM,06:48 PM,20,28,28,26,18,18,69,0.0,1006,26,10,44,11
2020-02-10 09:00:00,34,25,0.0,11.9,8,7,83,07:48 PM,06:24 AM,05:49 AM,06:48 PM,20,32,32,30,22,14,56,0.0,1007,30,10,248,18
2020-02-10 12:00:00,34,25,0.0,11.9,8,8,83,07:48 PM,06:24 AM,05:49 AM,06:48 PM,20,35,35,32,31,59,47,0.1,1006,32,10,342,26
2020-02-10 15:00:00,34,25,0.0,11.9,8,7,83,07:48 PM,06:24 AM,05:49 AM,06:48 PM,18,36,36,34,23,81,41,0.4,1004,34,10,351,20
2020-02-10 18:00:00,34,25,0.0,11.9,8,1,83,07:48 PM,06:24 AM,05:49 AM,06:48 PM,19,33,33,31,10,81,49,0.3,1005,31,9,227,8
2020-02-10 21:00:00,34,25,0.0,11.9,8,1,83,07:48 PM,06:24 AM,05:49 AM,06:48 PM,21,29,29,27,23,74,74,3.2,1007,27,8,119,14
2020-02-11 00:00:00,34,20,0.0,10.7,6,1,75,08:32 PM,07:31 AM,05:49 AM,06:48 PM,22,27,27,25,35,77,83,1.8,1007,25,8,76,21
2020-02-11 03:00:00,34,20,0.0,10.7,6,1,75,08:32 PM,07:31 AM,05:49 AM,06:48 PM,21,27,27,24,27,77,83,1.1,1006,24,9,50,17
2020-02-11 06:00:00,34,20,0.0,10.7,6,1,75,08:32 PM,07:31 AM,05:49 AM,06:48 PM,22,27,27,25,20,79,83,2.4,1007,25,8,24,13
2020-02-11 09:00:00,34,20,0.0,10.7,6,6,75,08:32 PM,07:31 AM,05:49 AM,06:48 PM,21,31,31,29,17,76,65,4.1,1007,29,7,213,10
2020-02-11 12:00:00,34,20,0.0,10.7,6,7,75,08:32 PM,07:31 AM,05:49 AM,06:48 PM,19,35,35,33,14,43,46,1.6,1005,33,9,325,11
2020-02-11 15:00:00,34,20,0.0,10.7,6,8,75,08:32 PM,07:31 AM,05:49 AM,06:48 PM,19,32,32,30,15,62,53,0.2,1003,30,9,253,10
2020-02-11 18:00:00,34,20,0.0,10.7,6,1,75,08:32 PM,07:31 AM,05:49 AM,06:48 PM,19,28,28,25,23,39,56,0.1,1003,25,10,127,11
2020-02-11 21:00:00,34,20,0.0,10.7,6,1,75,08:32 PM,07:31 AM,05:49 AM,06:48 PM,19,21,25,21,28,27,59,0.0,1005,21,10,67,14
2020-02-12 00:00:00,33,25,0.0,13.0,8,1,68,09:15 PM,08:35 AM,05:50 AM,06:47 PM,21,27,27,24,17,63,69,0.3,1005,24,9,28,10
2020-02-12 03:00:00,33,25,0.0,13.0,8,1,68,09:15 PM,08:35 AM,05:50 AM,06:47 PM,21,28,28,25,9,81,78,4.3,1004,25,8,47,5
2020-02-12 06:00:00,33,25,0.0,13.0,8,1,68,09:15 PM,08:35 AM,05:50 AM,06:47 PM,21,28,28,26,13,41,75,2.1,1005,26,9,93,7
2020-02-12 09:00:00,33,25,0.0,13.0,8,7,68,09:15 PM,08:35 AM,05:50 AM,06:47 PM,21,32,32,29,7,15,60,0.0,1005,29,10,79,5
2020-02-12 12:00:00,33,25,0.0,13.0,8,8,68,09:15 PM,08:35 AM,05:50 AM,06:47 PM,19,34,34,33,5,24,44,0.0,1003,33,10,174,5
2020-02-12 15:00:00,33,25,0.0,13.0,8,8,68,09:15 PM,08:35 AM,05:50 AM,06:47 PM,17,35,35,33,7,20,38,0.0,1001,33,10,200,6
2020-02-12 18:00:00,33,25,0.0,13.0,8,1,68,09:15 PM,08:35 AM,05:50 AM,06:47 PM,17,32,32,31,17,18,43,0.0,1002,31,10,146,9
2020-02-12 21:00:00,33,25,0.0,13.0,8,1,68,09:15 PM,08:35 AM,05:50 AM,06:47 PM,18,29,29,28,23,40,56,0.0,1004,28,10,133,13
2020-02-13 00:00:00,33,24,0.0,11.9,7,1,60,09:56 PM,09:39 AM,05:51 AM,06:46 PM,20,28,28,26,14,65,66,0.3,1004,26,9,77,8
2020-02-13 03:00:00,33,24,0.0,11.9,7,1,60,09:56 PM,09:39 AM,05:51 AM,06:46 PM,20,27,27,25,13,39,75,0.1,1003,25,10,100,7
2020-02-13 06:00:00,33,24,0.0,11.9,7,1,60,09:56 PM,09:39 AM,05:51 AM,06:46 PM,21,27,27,25,12,54,75,0.1,1003,25,9,110,8
2020-02-13 09:00:00,33,24,0.0,11.9,7,6,60,09:56 PM,09:39 AM,05:51 AM,06:46 PM,20,31,31,29,11,34,59,0.1,1004,29,10,98,9
2020-02-13 12:00:00,33,24,0.0,11.9,7,8,60,09:56 PM,09:39 AM,05:51 AM,06:46 PM,19,32,32,30,12,56,51,1.5,1002,30,9,205,9
2020-02-13 15:00:00,33,24,0.0,11.9,7,7,60,09:56 PM,09:39 AM,05:51 AM,06:46 PM,18,34,34,32,10,77,44,2.4,1000,32,9,210,6
2020-02-13 18:00:00,33,24,0.0,11.9,7,1,60,09:56 PM,09:39 AM,05:51 AM,06:46 PM,18,32,32,30,19,81,50,0.9,1001,30,9,176,10
2020-02-13 21:00:00,33,24,0.0,11.9,7,1,60,09:56 PM,09:39 AM,05:51 AM,06:46 PM,20,29,29,27,20,84,66,0.2,1003,27,9,98,11
2020-02-14 00:00:00,34,25,0.0,13.0,7,1,53,10:37 PM,10:40 AM,05:51 AM,06:46 PM,21,28,28,26,15,54,73,0.1,1004,26,10,49,9
2020-02-14 03:00:00,34,25,0.0,13.0,7,1,53,10:37 PM,10:40 AM,05:51 AM,06:46 PM,20,27,27,25,11,26,74,0.0,1003,25,10,73,6
2020-02-14 06:00:00,34,25,0.0,13.0,7,1,53,10:37 PM,10:40 AM,05:51 AM,06:46 PM,21,27,27,25,12,21,75,0.0,1003,25,10,116,8
2020-02-14 09:00:00,34,25,0.0,13.0,7,7,53,10:37 PM,10:40 AM,05:51 AM,06:46 PM,20,31,31,28,9,14,62,0.0,1004,28,10,92,7
2020-02-14 12:00:00,34,25,0.0,13.0,7,8,53,10:37 PM,10:40 AM,05:51 AM,06:46 PM,17,34,34,33,9,17,41,0.0,1003,33,10,200,8
2020-02-14 15:00:00,34,25,0.0,13.0,7,8,53,10:37 PM,10:40 AM,05:51 AM,06:46 PM,17,34,34,33,16,37,38,0.0,1002,33,10,274,13
2020-02-14 18:00:00,34,25,0.0,13.0,7,1,53,10:37 PM,10:40 AM,05:51 AM,06:46 PM,18,32,32,31,13,35,46,0.0,1002,31,10,233,9
2020-02-14 21:00:00,34,25,0.0,13.0,7,1,53,10:37 PM,10:40 AM,05:51 AM,06:46 PM,20,29,29,28,24,29,62,0.0,1004,28,10,108,14
2020-02-15 00:00:00,35,24,0.0,12.9,8,1,45,11:19 PM,11:42 AM,05:52 AM,06:45 PM,20,28,28,26,25,23,72,0.0,1004,26,10,61,15
2020-02-15 03:00:00,35,24,0.0,12.9,8,1,45,11:19 PM,11:42 AM,05:52 AM,06:45 PM,20,27,27,25,14,19,77,0.0,1004,25,10,63,8
2020-02-15 06:00:00,35,24,0.0,12.9,8,1,45,11:19 PM,11:42 AM,05:52 AM,06:45 PM,21,27,27,25,10,21,77,0.0,1005,25,10,96,6
2020-02-15 09:00:00,35,24,0.0,12.9,8,7,45,11:19 PM,11:42 AM,05:52 AM,06:45 PM,21,31,31,29,11,38,63,0.0,1007,29,10,70,9
2020-02-15 12:00:00,35,24,0.0,12.9,8,8,45,11:19 PM,11:42 AM,05:52 AM,06:45 PM,19,35,35,33,7,30,45,0.0,1005,33,10,204,6
2020-02-15 15:00:00,35,24,0.0,12.9,8,9,45,11:19 PM,11:42 AM,05:52 AM,06:45 PM,17,37,37,35,6,14,35,0.0,1003,35,10,231,5
2020-02-15 18:00:00,35,24,0.0,12.9,8,1,45,11:19 PM,11:42 AM,05:52 AM,06:45 PM,19,36,36,33,25,36,49,0.0,1004,33,10,143,15
2020-02-15 21:00:00,35,24,0.0,12.9,8,1,45,11:19 PM,11:42 AM,05:52 AM,06:45 PM,20,32,32,30,24,31,60,0.0,1006,30,10,72,14
2020-02-16 00:00:00,34,26,0.0,12.9,8,1,38,No moonrise,12:43 PM,05:53 AM,06:44 PM,21,30,30,27,19,15,68,0.0,1007,27,10,59,12
2020-02-16 03:00:00,34,26,0.0,12.9,8,1,38,No moonrise,12:43 PM,05:53 AM,06:44 PM,22,28,28,26,15,13,76,0.0,1007,26,10,78,9
2020-02-16 06:00:00,34,26,0.0,12.9,8,1,38,No moonrise,12:43 PM,05:53 AM,06:44 PM,22,29,29,26,14,9,76,0.0,1008,26,10,88,9
2020-02-16 09:00:00,34,26,0.0,12.9,8,7,38,No moonrise,12:43 PM,05:53 AM,06:44 PM,21,33,33,30,17,6,61,0.0,1009,30,10,79,14
2020-02-16 12:00:00,34,26,0.0,12.9,8,8,38,No moonrise,12:43 PM,05:53 AM,06:44 PM,20,36,36,33,16,39,46,0.0,1008,33,10,86,14
2020-02-16 15:00:00,34,26,0.0,12.9,8,8,38,No moonrise,12:43 PM,05:53 AM,06:44 PM,19,36,36,34,13,38,40,0.0,1006,34,10,112,12
2020-02-16 18:00:00,34,26,0.0,12.9,8,1,38,No moonrise,12:43 PM,05:53 AM,06:44 PM,19,34,34,32,15,39,46,0.0,1007,32,10,126,9
2020-02-16 21:00:00,34,26,0.0,12.9,8,1,38,No moonrise,12:43 PM,05:53 AM,06:44 PM,21,31,31,29,27,61,62,0.1,1009,29,10,80,17
2020-02-17 00:00:00,34,25,0.0,12.9,7,1,30,12:04 AM,01:43 PM,05:53 AM,06:44 PM,22,29,29,27,30,28,73,0.0,1010,27,10,62,20
2020-02-17 03:00:00,34,25,0.0,12.9,7,1,30,12:04 AM,01:43 PM,05:53 AM,06:44 PM,22,28,28,25,23,23,81,0.0,1010,25,10,80,16
2020-02-17 06:00:00,34,25,0.0,12.9,7,1,30,12:04 AM,01:43 PM,05:53 AM,06:44 PM,22,28,28,25,20,44,83,0.0,1010,25,10,90,15
2020-02-17 09:00:00,34,25,0.0,12.9,7,7,30,12:04 AM,01:43 PM,05:53 AM,06:44 PM,21,31,31,28,21,38,68,0.0,1011,28,10,82,18
2020-02-17 12:00:00,34,25,0.0,12.9,7,8,30,12:04 AM,01:43 PM,05:53 AM,06:44 PM,20,35,35,32,17,63,51,0.0,1010,32,10,70,14
2020-02-17 15:00:00,34,25,0.0,12.9,7,7,30,12:04 AM,01:43 PM,05:53 AM,06:44 PM,20,36,36,33,12,56,44,0.0,1008,33,10,90,10
2020-02-17 18:00:00,34,25,0.0,12.9,7,1,30,12:04 AM,01:43 PM,05:53 AM,06:44 PM,21,35,35,32,18,44,51,0.0,1008,32,10,71,12
2020-02-17 21:00:00,34,25,0.0,12.9,7,1,30,12:04 AM,01:43 PM,05:53 AM,06:44 PM,22,32,32,29,30,27,66,0.0,1010,29,10,48,20
2020-02-18 00:00:00,35,25,0.0,12.9,8,1,22,12:51 AM,02:41 PM,05:54 AM,06:43 PM,22,29,29,27,28,12,78,0.0,1010,27,10,50,19
2020-02-18 03:00:00,35,25,0.0,12.9,8,1,22,12:51 AM,02:41 PM,05:54 AM,06:43 PM,23,28,28,25,18,27,85,0.0,1009,25,10,61,12
2020-02-18 06:00:00,35,25,0.0,12.9,8,1,22,12:51 AM,02:41 PM,05:54 AM,06:43 PM,23,28,28,25,18,65,87,0.0,1010,25,10,68,14
2020-02-18 09:00:00,35,25,0.0,12.9,8,6,22,12:51 AM,02:41 PM,05:54 AM,06:43 PM,22,31,31,28,21,38,68,0.0,1010,28,10,67,18
2020-02-18 12:00:00,35,25,0.0,12.9,8,8,22,12:51 AM,02:41 PM,05:54 AM,06:43 PM,20,35,35,32,18,16,49,0.0,1009,32,10,70,15
2020-02-18 15:00:00,35,25,0.0,12.9,8,8,22,12:51 AM,02:41 PM,05:54 AM,06:43 PM,19,37,37,35,15,19,39,0.0,1006,35,10,89,13
2020-02-18 18:00:00,35,25,0.0,12.9,8,1,22,12:51 AM,02:41 PM,05:54 AM,06:43 PM,20,35,35,32,24,16,48,0.0,1006,32,10,73,16
2020-02-18 21:00:00,35,25,0.0,12.9,8,1,22,12:51 AM,02:41 PM,05:54 AM,06:43 PM,21,32,32,29,27,63,63,0.3,1008,29,9,56,17
2020-02-19 00:00:00,36,25,0.0,12.9,7,1,15,01:42 AM,03:37 PM,05:54 AM,06:42 PM,22,30,30,27,20,80,74,1.4,1008,27,9,54,13
2020-02-19 03:00:00,36,25,0.0,12.9,7,1,15,01:42 AM,03:37 PM,05:54 AM,06:42 PM,22,28,28,26,17,77,81,1.8,1007,26,9,38,11
2020-02-19 06:00:00,36,25,0.0,12.9,7,1,15,01:42 AM,03:37 PM,05:54 AM,06:42 PM,22,28,28,25,14,65,83,0.6,1008,25,10,32,11
2020-02-19 09:00:00,36,25,0.0,12.9,7,7,15,01:42 AM,03:37 PM,05:54 AM,06:42 PM,22,31,31,28,10,54,70,0.0,1009,28,10,29,8
2020-02-19 12:00:00,36,25,0.0,12.9,7,8,15,01:42 AM,03:37 PM,05:54 AM,06:42 PM,21,36,36,33,5,48,50,0.0,1007,33,10,158,4
2020-02-19 15:00:00,36,25,0.0,12.9,7,9,15,01:42 AM,03:37 PM,05:54 AM,06:42 PM,20,39,39,36,2,32,39,0.0,1004,36,10,175,1
2020-02-19 18:00:00,36,25,0.0,12.9,7,1,15,01:42 AM,03:37 PM,05:54 AM,06:42 PM,20,37,37,33,34,56,52,0.9,1005,33,9,172,19
2020-02-19 21:00:00,36,25,0.0,12.9,7,1,15,01:42 AM,03:37 PM,05:54 AM,06:42 PM,21,33,33,30,24,79,70,2.6,1007,30,8,98,14
2020-02-20 00:00:00,35,25,0.0,12.9,7,1,7,02:34 AM,04:28 PM,05:55 AM,06:41 PM,22,29,29,27,15,33,79,1.1,1007,27,9,25,10
2020-02-20 03:00:00,35,25,0.0,12.9,7,1,7,02:34 AM,04:28 PM,05:55 AM,06:41 PM,22,27,27,25,14,8,81,0.0,1006,25,10,68,9
2020-02-20 06:00:00,35,25,0.0,12.9,7,1,7,02:34 AM,04:28 PM,05:55 AM,06:41 PM,21,27,27,25,12,9,78,0.0,1008,25,10,102,9
2020-02-20 09:00:00,35,25,0.0,12.9,7,7,7,02:34 AM,04:28 PM,05:55 AM,06:41 PM,21,31,31,28,9,8,65,0.0,1009,28,10,94,8
2020-02-20 12:00:00,35,25,0.0,12.9,7,8,7,02:34 AM,04:28 PM,05:55 AM,06:41 PM,21,36,36,33,5,20,50,0.0,1007,33,10,87,4
2020-02-20 15:00:00,35,25,0.0,12.9,7,8,7,02:34 AM,04:28 PM,05:55 AM,06:41 PM,19,37,37,35,5,39,39,0.0,1005,35,10,107,4
2020-02-20 18:00:00,35,25,0.0,12.9,7,1,7,02:34 AM,04:28 PM,05:55 AM,06:41 PM,19,35,35,33,9,64,49,0.8,1006,33,10,121,6
2020-02-20 21:00:00,35,25,0.0,12.9,7,1,7,02:34 AM,04:28 PM,05:55 AM,06:41 PM,18,32,32,30,20,76,51,1.2,1008,30,9,108,10
2020-02-21 00:00:00,34,26,0.0,12.9,7,1,0,03:29 AM,05:16 PM,05:55 AM,06:41 PM,20,29,29,28,22,37,62,0.4,1009,28,10,71,12
2020-02-21 03:00:00,34,26,0.0,12.9,7,1,0,03:29 AM,05:16 PM,05:55 AM,06:41 PM,21,28,28,26,14,12,72,0.0,1009,26,10,110,8
2020-02-21 06:00:00,34,26,0.0,12.9,7,1,0,03:29 AM,05:16 PM,05:55 AM,06:41 PM,21,28,28,26,14,9,75,0.0,1010,26,10,104,9
2020-02-21 09:00:00,34,26,0.0,12.9,7,7,0,03:29 AM,05:16 PM,05:55 AM,06:41 PM,21,32,32,30,18,57,62,0.0,1011,30,10,60,15
2020-02-21 12:00:00,34,26,0.0,12.9,7,7,0,03:29 AM,05:16 PM,05:55 AM,06:41 PM,20,37,37,33,20,72,47,0.0,1010,33,10,38,17
2020-02-21 15:00:00,34,26,0.0,12.9,7,7,0,03:29 AM,05:16 PM,05:55 AM,06:41 PM,20,37,37,34,18,44,42,0.0,1008,34,10,50,15
2020-02-21 18:00:00,34,26,0.0,12.9,7,1,0,03:29 AM,05:16 PM,05:55 AM,06:41 PM,20,34,34,32,23,42,49,0.0,1009,32,10,54,15
2020-02-21 21:00:00,34,26,0.0,12.9,7,1,0,03:29 AM,05:16 PM,05:55 AM,06:41 PM,21,32,32,28,36,66,75,4.0,1012,28,8,111,19
2020-02-22 00:00:00,31,24,0.0,8.0,6,1,0,04:23 AM,05:59 PM,05:56 AM,06:40 PM,22,28,28,25,30,76,88,8.6,1012,25,4,146,15
2020-02-22 03:00:00,31,24,0.0,8.0,6,1,0,04:23 AM,05:59 PM,05:56 AM,06:40 PM,22,27,27,25,33,76,85,14.6,1012,25,3,104,15
2020-02-22 06:00:00,31,24,0.0,8.0,6,1,0,04:23 AM,05:59 PM,05:56 AM,06:40 PM,22,27,27,25,38,77,83,5.8,1013,25,7,73,22
2020-02-22 09:00:00,31,24,0.0,8.0,6,6,0,04:23 AM,05:59 PM,05:56 AM,06:40 PM,22,28,28,25,36,77,82,0.2,1014,25,10,71,25
2020-02-22 12:00:00,31,24,0.0,8.0,6,6,0,04:23 AM,05:59 PM,05:56 AM,06:40 PM,22,32,32,29,40,78,67,0.9,1013,29,9,74,30
2020-02-22 15:00:00,31,24,0.0,8.0,6,6,0,04:23 AM,05:59 PM,05:56 AM,06:40 PM,22,33,33,30,61,69,63,4.9,1011,30,8,69,34
2020-02-22 18:00:00,31,24,0.0,8.0,6,1,0,04:23 AM,05:59 PM,05:56 AM,06:40 PM,21,29,29,27,55,75,72,3.1,1012,27,9,63,31
2020-02-22 21:00:00,31,24,0.0,8.0,6,1,0,04:23 AM,05:59 PM,05:56 AM,06:40 PM,20,27,27,25,49,60,77,1.1,1014,25,10,71,32
2020-02-23 00:00:00,25,21,0.0,8.0,5,1,0,05:17 AM,06:38 PM,05:56 AM,06:39 PM,20,26,26,24,33,83,79,0.4,1015,24,10,80,22
2020-02-23 03:00:00,25,21,0.0,8.0,5,1,0,05:17 AM,06:38 PM,05:56 AM,06:39 PM,20,25,25,23,30,82,81,0.0,1014,23,10,82,19
2020-02-23 06:00:00,25,21,0.0,8.0,5,1,0,05:17 AM,06:38 PM,05:56 AM,06:39 PM,20,25,25,23,32,78,82,0.0,1014,23,10,93,22
2020-02-23 09:00:00,25,21,0.0,8.0,5,5,0,05:17 AM,06:38 PM,05:56 AM,06:39 PM,20,26,26,25,34,75,75,0.0,1016,25,10,85,26
2020-02-23 12:00:00,25,21,0.0,8.0,5,5,0,05:17 AM,06:38 PM,05:56 AM,06:39 PM,20,26,26,24,32,91,81,0.8,1014,24,9,80,24
2020-02-23 15:00:00,25,21,0.0,8.0,5,5,0,05:17 AM,06:38 PM,05:56 AM,06:39 PM,20,25,25,23,33,87,83,2.9,1013,23,8,78,24
2020-02-23 18:00:00,25,21,0.0,8.0,5,1,0,05:17 AM,06:38 PM,05:56 AM,06:39 PM,19,25,25,22,28,82,83,1.3,1014,22,9,84,18
2020-02-23 21:00:00,25,21,0.0,8.0,5,1,0,05:17 AM,06:38 PM,05:56 AM,06:39 PM,19,21,24,21,29,85,85,0.1,1015,21,10,72,19
2020-02-24 00:00:00,29,20,0.0,8.0,6,1,0,06:09 AM,07:14 PM,05:57 AM,06:38 PM,18,20,22,20,24,67,88,0.0,1015,20,10,65,17
2020-02-24 03:00:00,29,20,0.0,8.0,6,1,0,06:09 AM,07:14 PM,05:57 AM,06:38 PM,18,20,20,20,17,51,87,0.0,1014,20,10,78,11
2020-02-24 06:00:00,29,20,0.0,8.0,6,1,0,06:09 AM,07:14 PM,05:57 AM,06:38 PM,19,21,23,21,14,67,89,0.0,1014,21,10,104,9
2020-02-24 09:00:00,29,20,0.0,8.0,6,5,0,06:09 AM,07:14 PM,05:57 AM,06:38 PM,21,27,27,24,19,92,79,0.0,1015,24,10,97,15
2020-02-24 12:00:00,29,20,0.0,8.0,6,6,0,06:09 AM,07:14 PM,05:57 AM,06:38 PM,21,31,31,28,23,91,65,0.1,1013,28,10,77,19
2020-02-24 15:00:00,29,20,0.0,8.0,6,6,0,06:09 AM,07:14 PM,05:57 AM,06:38 PM,21,31,31,29,24,69,66,1.9,1011,29,8,65,17
2020-02-24 18:00:00,29,20,0.0,8.0,6,1,0,06:09 AM,07:14 PM,05:57 AM,06:38 PM,22,29,29,26,21,70,76,2.9,1011,26,7,79,12
2020-02-24 21:00:00,29,20,0.0,8.0,6,1,0,06:09 AM,07:14 PM,05:57 AM,06:38 PM,22,27,27,25,26,61,83,4.3,1013,25,7,68,14
2020-02-25 00:00:00,32,23,0.0,10.6,6,1,8,07:01 AM,07:48 PM,05:57 AM,06:37 PM,21,26,26,24,19,60,86,0.0,1013,24,10,80,12
2020-02-25 03:00:00,32,23,0.0,10.6,6,1,8,07:01 AM,07:48 PM,05:57 AM,06:37 PM,21,25,25,23,19,48,91,0.0,1012,23,10,77,13
2020-02-25 06:00:00,32,23,0.0,10.6,6,1,8,07:01 AM,07:48 PM,05:57 AM,06:37 PM,21,25,25,23,17,50,89,0.0,1012,23,10,97,12
2020-02-25 09:00:00,32,23,0.0,10.6,6,7,8,07:01 AM,07:48 PM,05:57 AM,06:37 PM,21,28,28,26,12,84,76,0.0,1013,26,10,92,9
2020-02-25 12:00:00,32,23,0.0,10.6,6,6,8,07:01 AM,07:48 PM,05:57 AM,06:37 PM,21,32,32,29,11,90,61,0.0,1011,29,10,89,10
2020-02-25 15:00:00,32,23,0.0,10.6,6,7,8,07:01 AM,07:48 PM,05:57 AM,06:37 PM,21,34,34,31,14,64,54,0.0,1008,31,10,91,13
2020-02-25 18:00:00,32,23,0.0,10.6,6,1,8,07:01 AM,07:48 PM,05:57 AM,06:37 PM,21,33,33,30,18,57,57,0.1,1008,30,10,87,13
2020-02-25 21:00:00,32,23,0.0,10.6,6,1,8,07:01 AM,07:48 PM,05:57 AM,06:37 PM,22,30,30,27,31,73,73,1.2,1010,27,9,64,18
2020-02-26 00:00:00,32,24,0.0,10.6,6,1,15,07:51 AM,08:20 PM,05:58 AM,06:37 PM,22,28,28,25,28,80,85,2.2,1010,25,10,43,17
2020-02-26 03:00:00,32,24,0.0,10.6,6,1,15,07:51 AM,08:20 PM,05:58 AM,06:37 PM,22,26,26,24,19,81,90,2.4,1009,24,9,43,12
2020-02-26 06:00:00,32,24,0.0,10.6,6,1,15,07:51 AM,08:20 PM,05:58 AM,06:37 PM,22,26,26,24,16,64,90,0.8,1010,24,10,58,12
2020-02-26 09:00:00,32,24,0.0,10.6,6,7,15,07:51 AM,08:20 PM,05:58 AM,06:37 PM,22,29,29,27,15,85,77,0.0,1011,27,10,57,13
2020-02-26 12:00:00,32,24,0.0,10.6,6,6,15,07:51 AM,08:20 PM,05:58 AM,06:37 PM,22,32,32,30,13,79,63,0.0,1009,30,10,46,11
2020-02-26 15:00:00,32,24,0.0,10.6,6,7,15,07:51 AM,08:20 PM,05:58 AM,06:37 PM,21,34,34,31,8,50,53,0.0,1006,31,10,27,7
2020-02-26 18:00:00,32,24,0.0,10.6,6,1,15,07:51 AM,08:20 PM,05:58 AM,06:37 PM,21,34,34,31,9,53,56,0.0,1006,31,10,246,6
2020-02-26 21:00:00,32,24,0.0,10.6,6,1,15,07:51 AM,08:20 PM,05:58 AM,06:37 PM,22,31,31,28,21,76,69,0.1,1008,28,9,133,14
2020-02-27 00:00:00,35,25,0.0,11.9,7,1,23,08:40 AM,08:52 PM,05:58 AM,06:36 PM,22,29,29,26,29,80,80,4.7,1008,26,8,32,15
2020-02-27 03:00:00,35,25,0.0,11.9,7,1,23,08:40 AM,08:52 PM,05:58 AM,06:36 PM,23,28,28,25,26,72,86,9.1,1007,25,4,26,13
2020-02-27 06:00:00,35,25,0.0,11.9,7,1,23,08:40 AM,08:52 PM,05:58 AM,06:36 PM,23,27,27,25,17,77,89,6.8,1008,25,6,226,8
2020-02-27 09:00:00,35,25,0.0,11.9,7,6,23,08:40 AM,08:52 PM,05:58 AM,06:36 PM,23,31,31,28,14,78,74,5.1,1008,28,7,318,7
2020-02-27 12:00:00,35,25,0.0,11.9,7,7,23,08:40 AM,08:52 PM,05:58 AM,06:36 PM,20,35,35,32,15,45,48,1.7,1007,32,9,242,12
2020-02-27 15:00:00,35,25,0.0,11.9,7,8,23,08:40 AM,08:52 PM,05:58 AM,06:36 PM,17,36,36,35,16,17,36,0.0,1004,35,10,202,14
2020-02-27 18:00:00,35,25,0.0,11.9,7,1,23,08:40 AM,08:52 PM,05:58 AM,06:36 PM,17,33,33,32,24,58,40,0.0,1005,32,10,157,15
2020-02-27 21:00:00,35,25,0.0,11.9,7,1,23,08:40 AM,08:52 PM,05:58 AM,06:36 PM,17,30,30,30,26,40,47,0.0,1007,30,10,118,13
2020-02-28 00:00:00,34,26,0.0,12.8,8,1,30,09:30 AM,09:25 PM,05:59 AM,06:35 PM,19,29,29,27,12,22,61,0.0,1007,27,10,90,6
2020-02-28 03:00:00,34,26,0.0,12.8,8,1,30,09:30 AM,09:25 PM,05:59 AM,06:35 PM,19,28,28,26,15,22,63,0.0,1006,26,10,126,8
2020-02-28 06:00:00,34,26,0.0,12.8,8,1,30,09:30 AM,09:25 PM,05:59 AM,06:35 PM,18,27,27,26,20,16,62,0.0,1007,26,10,136,11
2020-02-28 09:00:00,34,26,0.0,12.8,8,7,30,09:30 AM,09:25 PM,05:59 AM,06:35 PM,18,31,31,29,22,10,53,0.0,1008,29,10,142,17
2020-02-28 12:00:00,34,26,0.0,12.8,8,8,30,09:30 AM,09:25 PM,05:59 AM,06:35 PM,17,34,34,33,18,13,40,0.0,1007,33,10,152,15
2020-02-28 15:00:00,34,26,0.0,12.8,8,8,30,09:30 AM,09:25 PM,05:59 AM,06:35 PM,15,35,35,34,13,50,31,0.0,1005,34,10,164,11
2020-02-28 18:00:00,34,26,0.0,12.8,8,1,30,09:30 AM,09:25 PM,05:59 AM,06:35 PM,15,32,32,32,24,49,38,0.0,1006,32,10,157,13
2020-02-28 21:00:00,34,26,0.0,12.8,8,1,30,09:30 AM,09:25 PM,05:59 AM,06:35 PM,16,30,30,29,31,26,46,0.0,1008,29,10,123,15
2020-02-29 00:00:00,32,24,0.0,12.8,7,1,38,10:19 AM,09:59 PM,05:59 AM,06:34 PM,18,28,28,27,24,18,59,0.0,1009,27,10,101,13
2020-02-29 03:00:00,32,24,0.0,12.8,7,1,38,10:19 AM,09:59 PM,05:59 AM,06:34 PM,20,27,27,25,20,52,74,0.2,1009,25,9,106,12
2020-02-29 06:00:00,32,24,0.0,12.8,7,1,38,10:19 AM,09:59 PM,05:59 AM,06:34 PM,20,26,26,24,18,30,76,0.1,1011,24,10,130,12
2020-02-29 09:00:00,32,24,0.0,12.8,7,7,38,10:19 AM,09:59 PM,05:59 AM,06:34 PM,19,29,29,28,15,6,61,0.0,1012,28,10,112,12
