date_time,Blackwater_maxtempC,Blackwater_mintempC,Blackwater_totalSnow_cm,Blackwater_sunHour,Blackwater_uvIndex,Blackwater_uvIndex,Blackwater_moon_illumination,Blackwater_moonrise,Blackwater_moonset,Blackwater_sunrise,Blackwater_sunset,Blackwater_DewPointC,Blackwater_FeelsLikeC,Blackwater_HeatIndexC,Blackwater_WindChillC,Blackwater_WindGustKmph,Blackwater_cloudcover,Blackwater_humidity,Blackwater_precipMM,Blackwater_pressure,Blackwater_tempC,Blackwater_visibility,Blackwater_winddirDegree,Blackwater_windspeedKmph
2020-01-21 18:00:00,35,23,0.0,13.2,7,1,18,02:05 AM,03:48 PM,05:35 AM,06:56 PM,20,35,35,32,17,60,49,0.1,1008,32,10,172,11
2020-01-21 21:00:00,35,23,0.0,13.2,7,1,18,02:05 AM,03:48 PM,05:35 AM,06:56 PM,21,31,31,28,26,76,65,1.5,1010,28,9,153,15
2020-01-22 00:00:00,35,24,0.0,12.0,7,1,11,02:54 AM,04:46 PM,05:36 AM,06:56 PM,21,27,27,25,35,81,80,2.5,1010,25,8,65,22
2020-01-22 03:00:00,35,24,0.0,12.0,7,1,11,02:54 AM,04:46 PM,05:36 AM,06:56 PM,22,26,26,24,25,75,85,2.8,1010,24,7,42,15
2020-01-22 06:00:00,35,24,0.0,12.0,7,1,11,02:54 AM,04:46 PM,05:36 AM,06:56 PM,22,27,27,25,14,82,82,1.7,1011,25,8,56,9
2020-01-22 09:00:00,35,24,0.0,12.0,7,6,11,02:54 AM,04:46 PM,05:36 AM,06:56 PM,21,31,31,28,15,77,68,1.3,1012,28,10,45,11
2020-01-22 12:00:00,35,24,0.0,12.0,7,7,11,02:54 AM,04:46 PM,05:36 AM,06:56 PM,20,36,36,33,14,58,50,0.5,1010,33,10,23,12
2020-01-22 15:00:00,35,24,0.0,12.0,7,8,11,02:54 AM,04:46 PM,05:36 AM,06:56 PM,19,37,37,35,15,50,40,0.0,1008,35,10,28,13
2020-01-22 18:00:00,35,24,0.0,12.0,7,1,11,02:54 AM,04:46 PM,05:36 AM,06:56 PM,18,35,35,33,22,38,41,0.0,1008,33,10,43,14
2020-01-22 21:00:00,35,24,0.0,12.0,7,1,11,02:54 AM,04:46 PM,05:36 AM,06:56 PM,20,31,31,29,30,60,58,0.2,1010,29,9,38,19
2020-01-23 00:00:00,30,26,0.0,9.5,6,1,3,03:46 AM,05:41 PM,05:36 AM,06:56 PM,21,29,29,27,17,74,72,0.7,1011,27,10,51,12
2020-01-23 03:00:00,30,26,0.0,9.5,6,1,3,03:46 AM,05:41 PM,05:36 AM,06:56 PM,22,28,28,26,18,74,78,1.0,1010,26,10,53,13
2020-01-23 06:00:00,30,26,0.0,9.5,6,1,3,03:46 AM,05:41 PM,05:36 AM,06:56 PM,22,28,28,26,22,63,80,0.4,1012,26,10,37,17
2020-01-23 09:00:00,30,26,0.0,9.5,6,7,3,03:46 AM,05:41 PM,05:36 AM,06:56 PM,22,30,30,27,15,79,72,0.0,1012,27,10,241,12
2020-01-23 12:00:00,30,26,0.0,9.5,6,6,3,03:46 AM,05:41 PM,05:36 AM,06:56 PM,20,32,32,30,6,68,57,0.0,1010,30,10,157,5
2020-01-23 15:00:00,30,26,0.0,9.5,6,7,3,03:46 AM,05:41 PM,05:36 AM,06:56 PM,20,32,32,29,16,52,58,0.0,1008,29,10,112,12
2020-01-23 18:00:00,30,26,0.0,9.5,6,1,3,03:46 AM,05:41 PM,05:36 AM,06:56 PM,21,31,31,29,23,74,62,0.1,1008,29,9,133,14
2020-01-23 21:00:00,30,26,0.0,9.5,6,1,3,03:46 AM,05:41 PM,05:36 AM,06:56 PM,20,29,29,28,24,78,63,0.3,1010,28,9,91,14
2020-01-24 00:00:00,31,25,0.0,9.5,6,1,0,04:40 AM,06:32 PM,05:37 AM,06:55 PM,21,28,28,26,25,75,75,0.6,1010,26,10,55,15
2020-01-24 03:00:00,31,25,0.0,9.5,6,1,0,04:40 AM,06:32 PM,05:37 AM,06:55 PM,22,28,28,25,29,91,83,2.3,1010,25,8,38,18
2020-01-24 06:00:00,31,25,0.0,9.5,6,1,0,04:40 AM,06:32 PM,05:37 AM,06:55 PM,23,28,28,25,24,93,85,2.7,1011,25,9,29,15
2020-01-24 09:00:00,31,25,0.0,9.5,6,6,0,04:40 AM,06:32 PM,05:37 AM,06:55 PM,22,31,31,28,23,88,72,3.0,1012,28,8,17,14
2020-01-24 12:00:00,31,25,0.0,9.5,6,6,0,04:40 AM,06:32 PM,05:37 AM,06:55 PM,22,30,30,27,9,78,75,2.2,1011,27,8,99,6
2020-01-24 15:00:00,31,25,0.0,9.5,6,6,0,04:40 AM,06:32 PM,05:37 AM,06:55 PM,22,33,33,30,8,79,64,1.8,1008,30,9,108,7
2020-01-24 18:00:00,31,25,0.0,9.5,6,1,0,04:40 AM,06:32 PM,05:37 AM,06:55 PM,21,33,33,30,15,47,61,0.6,1009,30,10,91,9
2020-01-24 21:00:00,31,25,0.0,9.5,6,1,0,04:40 AM,06:32 PM,05:37 AM,06:55 PM,22,31,31,28,21,56,68,0.1,1010,28,10,62,12
2020-01-25 00:00:00,30,25,0.0,8.2,6,1,0,05:35 AM,07:19 PM,05:38 AM,06:55 PM,23,29,29,27,23,78,80,0.2,1010,27,9,35,16
2020-01-25 03:00:00,30,25,0.0,8.2,6,1,0,05:35 AM,07:19 PM,05:38 AM,06:55 PM,23,28,28,26,26,74,86,1.2,1009,26,9,23,17
2020-01-25 06:00:00,30,25,0.0,8.2,6,1,0,05:35 AM,07:19 PM,05:38 AM,06:55 PM,23,28,28,26,23,70,87,2.1,1011,26,10,222,14
2020-01-25 09:00:00,30,25,0.0,8.2,6,6,0,05:35 AM,07:19 PM,05:38 AM,06:55 PM,23,31,31,28,16,84,74,2.5,1011,28,8,338,10
2020-01-25 12:00:00,30,25,0.0,8.2,6,6,0,05:35 AM,07:19 PM,05:38 AM,06:55 PM,22,32,32,29,26,65,66,1.6,1010,29,9,154,19
2020-01-25 15:00:00,30,25,0.0,8.2,6,6,0,05:35 AM,07:19 PM,05:38 AM,06:55 PM,22,33,33,30,40,71,62,2.3,1008,30,8,56,26
2020-01-25 18:00:00,30,25,0.0,8.2,6,1,0,05:35 AM,07:19 PM,05:38 AM,06:55 PM,22,31,31,28,36,68,69,1.2,1009,28,9,59,23
2020-01-25 21:00:00,30,25,0.0,8.2,6,1,0,05:35 AM,07:19 PM,05:38 AM,06:55 PM,22,28,28,26,35,59,80,0.6,1011,26,10,66,24
2020-01-26 00:00:00,32,24,0.0,10.7,6,1,4,06:30 AM,08:01 PM,05:39 AM,06:55 PM,22,27,27,25,31,86,84,0.3,1011,25,10,67,22
2020-01-26 03:00:00,32,24,0.0,10.7,6,1,4,06:30 AM,08:01 PM,05:39 AM,06:55 PM,22,26,26,24,24,67,88,0.2,1010,24,10,69,18
2020-01-26 06:00:00,32,24,0.0,10.7,6,1,4,06:30 AM,08:01 PM,05:39 AM,06:55 PM,22,26,26,24,25,47,86,0.1,1011,24,10,72,19
2020-01-26 09:00:00,32,24,0.0,10.7,6,7,4,06:30 AM,08:01 PM,05:39 AM,06:55 PM,21,29,29,27,26,46,69,0.0,1012,27,10,71,22
2020-01-26 12:00:00,32,24,0.0,10.7,6,8,4,06:30 AM,08:01 PM,05:39 AM,06:55 PM,20,33,33,31,24,66,54,0.1,1011,31,10,69,21
2020-01-26 15:00:00,32,24,0.0,10.7,6,7,4,06:30 AM,08:01 PM,05:39 AM,06:55 PM,20,35,35,32,26,79,49,0.4,1009,32,10,63,22
2020-01-26 18:00:00,32,24,0.0,10.7,6,1,4,06:30 AM,08:01 PM,05:39 AM,06:55 PM,21,32,32,29,32,81,62,0.5,1009,29,9,58,23
2020-01-26 21:00:00,32,24,0.0,10.7,6,1,4,06:30 AM,08:01 PM,05:39 AM,06:55 PM,22,29,29,26,37,65,76,1.1,1011,26,10,60,26
2020-01-27 00:00:00,27,18,0.0,9.5,5,1,11,07:24 AM,08:39 PM,05:39 AM,06:55 PM,22,27,27,25,32,56,82,0.5,1011,25,10,66,23
2020-01-27 03:00:00,27,18,0.0,9.5,5,1,11,07:24 AM,08:39 PM,05:39 AM,06:55 PM,21,26,26,24,27,68,82,0.0,1010,24,10,78,20
2020-01-27 06:00:00,27,18,0.0,9.5,5,1,11,07:24 AM,08:39 PM,05:39 AM,06:55 PM,21,26,26,24,26,62,82,0.0,1011,24,10,87,20
2020-01-27 09:00:00,27,18,0.0,9.5,5,7,11,07:24 AM,08:39 PM,05:39 AM,06:55 PM,20,28,28,26,25,60,72,0.0,1012,26,10,80,21
2020-01-27 12:00:00,27,18,0.0,9.5,5,7,11,07:24 AM,08:39 PM,05:39 AM,06:55 PM,21,27,27,26,15,57,75,1.0,1011,26,9,78,12
2020-01-27 15:00:00,27,18,0.0,9.5,5,5,11,07:24 AM,08:39 PM,05:39 AM,06:55 PM,21,26,26,23,14,66,87,5.4,1010,23,8,125,10
2020-01-27 18:00:00,27,18,0.0,9.5,5,1,11,07:24 AM,08:39 PM,05:39 AM,06:55 PM,21,25,25,23,13,74,93,4.8,1010,23,8,135,9
2020-01-27 21:00:00,27,18,0.0,9.5,5,1,11,07:24 AM,08:39 PM,05:39 AM,06:55 PM,21,20,23,20,12,87,93,4.0,1012,20,7,94,8
2020-01-28 00:00:00,26,23,0.0,12.0,5,1,18,08:16 AM,09:14 PM,05:40 AM,06:54 PM,21,21,24,21,14,67,92,1.4,1011,21,9,97,9
2020-01-28 03:00:00,26,23,0.0,12.0,5,1,18,08:16 AM,09:14 PM,05:40 AM,06:54 PM,21,25,25,23,19,45,91,0.0,1010,23,10,109,13
2020-01-28 06:00:00,26,23,0.0,12.0,5,1,18,08:16 AM,09:14 PM,05:40 AM,06:54 PM,21,25,25,23,19,44,89,0.0,1011,23,10,120,12
2020-01-28 09:00:00,26,23,0.0,12.0,5,6,18,08:16 AM,09:14 PM,05:40 AM,06:54 PM,21,26,26,24,20,48,83,0.0,1012,24,10,124,15
2020-01-28 12:00:00,26,23,0.0,12.0,5,6,18,08:16 AM,09:14 PM,05:40 AM,06:54 PM,21,27,27,25,20,83,77,0.0,1011,25,10,102,15
2020-01-28 15:00:00,26,23,0.0,12.0,5,6,18,08:16 AM,09:14 PM,05:40 AM,06:54 PM,21,28,28,26,24,63,76,0.0,1010,26,10,73,18
2020-01-28 18:00:00,26,23,0.0,12.0,5,1,18,08:16 AM,09:14 PM,05:40 AM,06:54 PM,21,27,27,25,26,51,81,0.0,1010,25,10,62,18
2020-01-28 21:00:00,26,23,0.0,12.0,5,1,18,08:16 AM,09:14 PM,05:40 AM,06:54 PM,21,26,26,24,24,35,85,0.0,1012,24,10,66,16
2020-01-29 00:00:00,33,23,0.0,12.0,7,1,26,09:07 AM,09:48 PM,05:41 AM,06:54 PM,21,26,26,24,21,35,88,0.0,1012,24,10,82,13
2020-01-29 03:00:00,33,23,0.0,12.0,7,1,26,09:07 AM,09:48 PM,05:41 AM,06:54 PM,21,25,25,23,20,60,91,0.0,1011,23,10,94,12
2020-01-29 06:00:00,33,23,0.0,12.0,7,1,26,09:07 AM,09:48 PM,05:41 AM,06:54 PM,21,26,26,23,22,74,88,0.0,1013,23,10,99,16
2020-01-29 09:00:00,33,23,0.0,12.0,7,6,26,09:07 AM,09:48 PM,05:41 AM,06:54 PM,21,30,30,27,26,56,70,0.0,1014,27,10,82,22
2020-01-29 12:00:00,33,23,0.0,12.0,7,8,26,09:07 AM,09:48 PM,05:41 AM,06:54 PM,20,34,34,32,26,25,51,0.0,1012,32,10,68,22
2020-01-29 15:00:00,33,23,0.0,12.0,7,8,26,09:07 AM,09:48 PM,05:41 AM,06:54 PM,20,36,36,33,25,52,47,0.0,1010,33,10,73,22
2020-01-29 18:00:00,33,23,0.0,12.0,7,1,26,09:07 AM,09:48 PM,05:41 AM,06:54 PM,21,33,33,30,40,70,61,0.4,1010,30,9,63,26
2020-01-29 21:00:00,33,23,0.0,12.0,7,1,26,09:07 AM,09:48 PM,05:41 AM,06:54 PM,22,29,29,27,39,79,76,0.9,1012,27,9,47,24
2020-01-30 00:00:00,34,23,0.0,13.1,6,1,33,09:56 AM,10:19 PM,05:42 AM,06:54 PM,22,27,27,25,29,59,86,0.3,1013,25,10,51,19
2020-01-30 03:00:00,34,23,0.0,13.1,6,1,33,09:56 AM,10:19 PM,05:42 AM,06:54 PM,22,26,26,23,19,45,91,0.0,1012,23,10,68,13
2020-01-30 06:00:00,34,23,0.0,13.1,6,1,33,09:56 AM,10:19 PM,05:42 AM,06:54 PM,22,25,25,23,20,55,90,0.0,1013,23,10,81,14
2020-01-30 09:00:00,34,23,0.0,13.1,6,7,33,09:56 AM,10:19 PM,05:42 AM,06:54 PM,20,29,29,27,26,22,68,0.0,1013,27,10,82,22
2020-01-30 12:00:00,34,23,0.0,13.1,6,8,33,09:56 AM,10:19 PM,05:42 AM,06:54 PM,19,33,33,31,29,1,47,0.0,1012,31,10,81,25
2020-01-30 15:00:00,34,23,0.0,13.1,6,8,33,09:56 AM,10:19 PM,05:42 AM,06:54 PM,16,34,34,33,29,5,36,0.0,1011,33,10,77,25
2020-01-30 18:00:00,34,23,0.0,13.1,6,1,33,09:56 AM,10:19 PM,05:42 AM,06:54 PM,16,31,31,31,37,9,41,0.0,1011,31,10,63,23
2020-01-30 21:00:00,34,23,0.0,13.1,6,1,33,09:56 AM,10:19 PM,05:42 AM,06:54 PM,18,28,28,27,38,7,60,0.0,1014,27,10,45,23
2020-01-31 00:00:00,32,23,0.0,10.7,7,1,37,10:45 AM,10:52 PM,05:42 AM,06:53 PM,20,27,27,25,28,5,75,0.0,1014,25,10,48,18
2020-01-31 03:00:00,32,23,0.0,10.7,7,1,37,10:45 AM,10:52 PM,05:42 AM,06:53 PM,20,26,26,23,17,17,83,0.0,1014,23,10,69,11
2020-01-31 06:00:00,32,23,0.0,10.7,7,1,37,10:45 AM,10:52 PM,05:42 AM,06:53 PM,21,26,26,24,17,58,84,0.0,1015,24,10,84,12
2020-01-31 09:00:00,32,23,0.0,10.7,7,6,37,10:45 AM,10:52 PM,05:42 AM,06:53 PM,21,29,29,27,21,82,71,0.0,1015,27,10,85,18
2020-01-31 12:00:00,32,23,0.0,10.7,7,7,37,10:45 AM,10:52 PM,05:42 AM,06:53 PM,20,32,32,30,21,82,53,0.1,1014,30,10,84,18
2020-01-31 15:00:00,32,23,0.0,10.7,7,7,37,10:45 AM,10:52 PM,05:42 AM,06:53 PM,18,34,34,32,19,74,43,0.1,1012,32,10,84,17
2020-01-31 18:00:00,32,23,0.0,10.7,7,1,37,10:45 AM,10:52 PM,05:42 AM,06:53 PM,18,31,31,30,28,36,49,0.0,1012,30,10,69,17
2020-01-31 21:00:00,32,23,0.0,10.7,7,1,37,10:45 AM,10:52 PM,05:42 AM,06:53 PM,19,29,29,27,33,21,61,0.0,1014,27,10,53,20
2020-02-01 00:00:00,32,23,0.0,13.1,7,1,49,11:36 AM,11:25 PM,05:43 AM,06:53 PM,20,27,27,25,28,16,73,0.0,1015,25,10,56,18
2020-02-01 03:00:00,32,23,0.0,13.1,7,1,49,11:36 AM,11:25 PM,05:43 AM,06:53 PM,20,25,25,23,19,9,84,0.0,1014,23,10,75,12
2020-02-01 06:00:00,32,23,0.0,13.1,7,1,49,11:36 AM,11:25 PM,05:43 AM,06:53 PM,21,26,26,24,18,38,84,0.0,1015,24,10,95,13
2020-02-01 09:00:00,32,23,0.0,13.1,7,7,49,11:36 AM,11:25 PM,05:43 AM,06:53 PM,20,29,29,27,19,61,69,0.0,1016,27,10,89,15
2020-02-01 12:00:00,32,23,0.0,13.1,7,6,49,11:36 AM,11:25 PM,05:43 AM,06:53 PM,19,31,31,30,18,57,53,0.0,1014,30,10,78,15
2020-02-01 15:00:00,32,23,0.0,13.1,7,8,49,11:36 AM,11:25 PM,05:43 AM,06:53 PM,18,33,33,31,19,47,45,0.0,1012,31,10,70,17
2020-02-01 18:00:00,32,23,0.0,13.1,7,1,49,11:36 AM,11:25 PM,05:43 AM,06:53 PM,19,31,31,30,23,28,52,0.0,1012,30,10,58,15
2020-02-01 21:00:00,32,23,0.0,13.1,7,1,49,11:36 AM,11:25 PM,05:43 AM,06:53 PM,20,29,29,27,29,22,64,0.0,1013,27,10,48,18
2020-02-02 00:00:00,32,23,0.0,13.1,7,1,57,12:26 PM,No moonset,05:44 AM,06:52 PM,20,27,27,25,31,41,72,0.0,1013,25,10,38,21
2020-02-02 03:00:00,32,23,0.0,13.1,7,1,57,12:26 PM,No moonset,05:44 AM,06:52 PM,21,26,26,24,17,32,84,0.0,1013,24,10,51,12
2020-02-02 06:00:00,32,23,0.0,13.1,7,1,57,12:26 PM,No moonset,05:44 AM,06:52 PM,21,26,26,23,12,51,85,0.0,1013,23,10,58,9
2020-02-02 09:00:00,32,23,0.0,13.1,7,6,57,12:26 PM,No moonset,05:44 AM,06:52 PM,20,28,28,26,13,82,71,0.0,1013,26,10,51,12
2020-02-02 12:00:00,32,23,0.0,13.1,7,6,57,12:26 PM,No moonset,05:44 AM,06:52 PM,19,32,32,30,13,49,52,0.0,1012,30,10,49,11
2020-02-02 15:00:00,32,23,0.0,13.1,7,8,57,12:26 PM,No moonset,05:44 AM,06:52 PM,17,33,33,32,13,39,42,0.0,1009,32,10,47,11
2020-02-02 18:00:00,32,23,0.0,13.1,7,1,57,12:26 PM,No moonset,05:44 AM,06:52 PM,16,31,31,30,17,23,43,0.0,1009,30,10,34,11
2020-02-02 21:00:00,32,23,0.0,13.1,7,1,57,12:26 PM,No moonset,05:44 AM,06:52 PM,17,29,29,28,13,12,50,0.0,1010,28,10,18,7
2020-02-03 00:00:00,35,23,0.0,13.1,8,1,64,01:20 PM,12:01 AM,05:44 AM,06:52 PM,18,27,27,25,18,13,64,0.0,1010,25,10,27,11
2020-02-03 03:00:00,35,23,0.0,13.1,8,1,64,01:20 PM,12:01 AM,05:44 AM,06:52 PM,19,25,25,23,19,12,74,0.0,1010,23,10,28,12
2020-02-03 06:00:00,35,23,0.0,13.1,8,1,64,01:20 PM,12:01 AM,05:44 AM,06:52 PM,19,26,26,24,15,8,73,0.0,1011,24,10,15,10
2020-02-03 09:00:00,35,23,0.0,13.1,8,7,64,01:20 PM,12:01 AM,05:44 AM,06:52 PM,18,29,29,28,9,8,57,0.0,1011,28,10,199,8
2020-02-03 12:00:00,35,23,0.0,13.1,8,8,64,01:20 PM,12:01 AM,05:44 AM,06:52 PM,17,34,34,33,5,21,41,0.0,1009,33,10,312,4
2020-02-03 15:00:00,35,23,0.0,13.1,8,8,64,01:20 PM,12:01 AM,05:44 AM,06:52 PM,16,36,36,35,5,18,32,0.0,1007,35,10,175,4
2020-02-03 18:00:00,35,23,0.0,13.1,8,1,64,01:20 PM,12:01 AM,05:44 AM,06:52 PM,16,34,34,33,19,52,36,0.0,1008,33,10,124,12
2020-02-03 21:00:00,35,23,0.0,13.1,8,1,64,01:20 PM,12:01 AM,05:44 AM,06:52 PM,18,31,31,30,28,59,47,0.1,1009,30,10,140,19
2020-02-04 00:00:00,33,25,0.0,12.0,7,1,72,02:15 PM,12:40 AM,05:45 AM,06:51 PM,19,30,30,28,22,48,58,0.0,1009,28,10,81,17
2020-02-04 03:00:00,33,25,0.0,12.0,7,1,72,02:15 PM,12:40 AM,05:45 AM,06:51 PM,20,29,29,27,9,48,64,0.0,1009,27,10,96,7
2020-02-04 06:00:00,33,25,0.0,12.0,7,1,72,02:15 PM,12:40 AM,05:45 AM,06:51 PM,20,29,29,27,8,33,63,0.0,1009,27,10,162,6
2020-02-04 09:00:00,33,25,0.0,12.0,7,8,72,02:15 PM,12:40 AM,05:45 AM,06:51 PM,19,32,32,30,8,19,50,0.0,1010,30,10,191,6
2020-02-04 12:00:00,33,25,0.0,12.0,7,8,72,02:15 PM,12:40 AM,05:45 AM,06:51 PM,19,35,35,33,5,46,43,0.0,1009,33,10,109,4
2020-02-04 15:00:00,33,25,0.0,12.0,7,8,72,02:15 PM,12:40 AM,05:45 AM,06:51 PM,20,32,32,30,22,69,56,2.5,1007,30,8,117,13
2020-02-04 18:00:00,33,25,0.0,12.0,7,1,72,02:15 PM,12:40 AM,05:45 AM,06:51 PM,21,29,29,27,18,82,69,3.3,1009,27,7,117,10
2020-02-04 21:00:00,33,25,0.0,12.0,7,1,72,02:15 PM,12:40 AM,05:45 AM,06:51 PM,21,28,28,26,18,95,75,6.8,1011,26,4,83,9
2020-02-05 00:00:00,31,23,0.0,8.2,6,1,79,03:13 PM,01:24 AM,05:46 AM,06:51 PM,21,26,26,24,25,88,84,12.8,1012,24,4,77,17
2020-02-05 03:00:00,31,23,0.0,8.2,6,1,79,03:13 PM,01:24 AM,05:46 AM,06:51 PM,21,25,25,23,21,63,87,15.4,1012,23,6,89,14
2020-02-05 06:00:00,31,23,0.0,8.2,6,1,79,03:13 PM,01:24 AM,05:46 AM,06:51 PM,21,26,26,24,27,73,87,6.5,1012,24,9,94,18
2020-02-05 09:00:00,31,23,0.0,8.2,6,6,79,03:13 PM,01:24 AM,05:46 AM,06:51 PM,21,29,29,26,38,84,76,3.1,1013,26,8,86,23
2020-02-05 12:00:00,31,23,0.0,8.2,6,6,79,03:13 PM,01:24 AM,05:46 AM,06:51 PM,21,31,31,29,27,87,61,1.3,1011,29,9,75,20
2020-02-05 15:00:00,31,23,0.0,8.2,6,7,79,03:13 PM,01:24 AM,05:46 AM,06:51 PM,20,32,32,30,17,86,53,0.2,1009,30,9,90,14
2020-02-05 18:00:00,31,23,0.0,8.2,6,1,79,03:13 PM,01:24 AM,05:46 AM,06:51 PM,21,30,30,28,23,69,66,0.9,1010,28,10,103,15
2020-02-05 21:00:00,31,23,0.0,8.2,6,1,79,03:13 PM,01:24 AM,05:46 AM,06:51 PM,21,28,28,25,29,62,78,2.1,1011,25,10,97,18
2020-02-06 00:00:00,31,23,0.0,9.4,6,1,87,04:12 PM,02:14 AM,05:46 AM,06:50 PM,21,27,27,24,33,75,82,1.7,1012,24,10,86,22
2020-02-06 03:00:00,31,23,0.0,9.4,6,1,87,04:12 PM,02:14 AM,05:46 AM,06:50 PM,21,26,26,24,29,61,85,1.4,1011,24,10,87,21
2020-02-06 06:00:00,31,23,0.0,9.4,6,1,87,04:12 PM,02:14 AM,05:46 AM,06:50 PM,21,26,26,24,20,62,85,0.5,1012,24,10,92,15
2020-02-06 09:00:00,31,23,0.0,9.4,6,6,87,04:12 PM,02:14 AM,05:46 AM,06:50 PM,21,28,28,26,20,89,73,0.0,1012,26,10,74,17
2020-02-06 12:00:00,31,23,0.0,9.4,6,6,87,04:12 PM,02:14 AM,05:46 AM,06:50 PM,20,31,31,29,10,97,61,0.0,1010,29,10,73,9
2020-02-06 15:00:00,31,23,0.0,9.4,6,7,87,04:12 PM,02:14 AM,05:46 AM,06:50 PM,20,33,33,31,2,47,51,0.0,1008,31,10,67,2
2020-02-06 18:00:00,31,23,0.0,9.4,6,1,87,04:12 PM,02:14 AM,05:46 AM,06:50 PM,20,33,33,31,6,68,53,0.0,1009,31,10,99,4
2020-02-06 21:00:00,31,23,0.0,9.4,6,1,87,04:12 PM,02:14 AM,05:46 AM,06:50 PM,21,30,30,28,24,89,69,0.5,1010,28,9,64,15
2020-02-07 00:00:00,31,24,0.0,12.0,6,1,95,05:11 PM,03:10 AM,05:47 AM,06:50 PM,22,27,27,25,26,85,80,0.3,1010,25,10,41,17
2020-02-07 03:00:00,31,24,0.0,12.0,6,1,95,05:11 PM,03:10 AM,05:47 AM,06:50 PM,21,26,26,24,22,37,86,0.0,1010,24,10,47,15
2020-02-07 06:00:00,31,24,0.0,12.0,6,1,95,05:11 PM,03:10 AM,05:47 AM,06:50 PM,22,26,26,24,15,41,85,0.0,1011,24,10,50,12
2020-02-07 09:00:00,31,24,0.0,12.0,6,7,95,05:11 PM,03:10 AM,05:47 AM,06:50 PM,21,29,29,27,14,45,69,0.0,1012,27,10,57,12
2020-02-07 12:00:00,31,24,0.0,12.0,6,7,95,05:11 PM,03:10 AM,05:47 AM,06:50 PM,20,32,32,30,10,72,57,0.1,1010,30,10,51,9
2020-02-07 15:00:00,31,24,0.0,12.0,6,7,95,05:11 PM,03:10 AM,05:47 AM,06:50 PM,20,34,34,31,7,66,53,0.7,1008,31,10,86,6
2020-02-07 18:00:00,31,24,0.0,12.0,6,1,95,05:11 PM,03:10 AM,05:47 AM,06:50 PM,20,33,33,30,12,44,55,0.3,1008,30,10,94,8
2020-02-07 21:00:00,31,24,0.0,12.0,6,1,95,05:11 PM,03:10 AM,05:47 AM,06:50 PM,20,30,30,28,28,21,63,0.0,1009,28,10,73,17
2020-02-08 00:00:00,33,25,0.0,9.4,7,1,100,06:07 PM,04:12 AM,05:48 AM,06:49 PM,21,28,28,26,30,52,77,1.3,1009,26,9,44,19
2020-02-08 03:00:00,33,25,0.0,9.4,7,1,100,06:07 PM,04:12 AM,05:48 AM,06:49 PM,22,27,27,25,24,80,84,2.6,1008,25,8,38,14
2020-02-08 06:00:00,33,25,0.0,9.4,7,1,100,06:07 PM,04:12 AM,05:48 AM,06:49 PM,22,27,27,25,22,82,84,1.0,1009,25,9,40,14
2020-02-08 09:00:00,33,25,0.0,9.4,7,6,100,06:07 PM,04:12 AM,05:48 AM,06:49 PM,21,30,30,28,17,78,68,1.2,1009,28,9,25,12
2020-02-08 12:00:00,33,25,0.0,9.4,7,7,100,06:07 PM,04:12 AM,05:48 AM,06:49 PM,19,33,33,31,12,75,47,0.7,1007,31,9,175,9
2020-02-08 15:00:00,33,25,0.0,9.4,7,7,100,06:07 PM,04:12 AM,05:48 AM,06:49 PM,17,34,34,33,9,79,39,0.2,1005,33,9,228,8
2020-02-08 18:00:00,33,25,0.0,9.4,7,1,100,06:07 PM,04:12 AM,05:48 AM,06:49 PM,16,31,31,31,18,37,41,0.1,1005,31,10,114,10
2020-02-08 21:00:00,33,25,0.0,9.4,7,1,100,06:07 PM,04:12 AM,05:48 AM,06:49 PM,17,30,30,29,19,17,50,0.0,1006,29,10,60,10
2020-02-09 00:00:00,33,25,0.0,13.0,8,1,100,07:00 PM,05:17 AM,05:48 AM,06:49 PM,20,28,28,27,15,64,65,0.1,1006,27,10,58,8
2020-02-09 03:00:00,33,25,0.0,13.0,8,1,100,07:00 PM,05:17 AM,05:48 AM,06:49 PM,20,27,27,25,18,35,74,0.0,1005,25,10,35,10
2020-02-09 06:00:00,33,25,0.0,13.0,8,1,100,07:00 PM,05:17 AM,05:48 AM,06:49 PM,20,27,27,26,18,9,72,0.0,1006,26,10,243,11
2020-02-09 09:00:00,33,25,0.0,13.0,8,7,100,07:00 PM,05:17 AM,05:48 AM,06:49 PM,19,31,31,30,18,8,55,0.0,1006,30,10,327,14
2020-02-09 12:00:00,33,25,0.0,13.0,8,8,100,07:00 PM,05:17 AM,05:48 AM,06:49 PM,17,33,33,32,15,55,41,0.1,1005,32,10,286,13
2020-02-09 15:00:00,33,25,0.0,13.0,8,7,100,07:00 PM,05:17 AM,05:48 AM,06:49 PM,17,33,33,32,20,43,41,0.0,1003,32,10,132,17
2020-02-09 18:00:00,33,25,0.0,13.0,8,1,100,07:00 PM,05:17 AM,05:48 AM,06:49 PM,17,30,30,29,26,16,47,0.0,1003,29,10,54,15
2020-02-09 21:00:00,33,25,0.0,13.0,8,1,100,07:00 PM,05:17 AM,05:48 AM,06:49 PM,16,28,28,27,24,10,49,0.0,1005,27,10,36,12
2020-02-10 00:00:00,34,25,0.0,11.9,8,1,83,07:48 PM,06:24 AM,05:49 AM,06:48 PM,17,27,27,27,26,13,55,0.0,1005,27,10,31,13
