date_time,Moree_maxtempC,Moree_mintempC,Moree_totalSnow_cm,Moree_sunHour,Moree_uvIndex,Moree_uvIndex,Moree_moon_illumination,Moree_moonrise,Moree_moonset,Moree_sunrise,Moree_sunset,Moree_DewPointC,Moree_FeelsLikeC,Moree_HeatIndexC,Moree_WindChillC,Moree_WindGustKmph,Moree_cloudcover,Moree_humidity,Moree_precipMM,Moree_pressure,Moree_tempC,Moree_visibility,Moree_winddirDegree,Moree_windspeedKmph
2020-01-20 12:00:00,36,24,0.0,13.9,8,8,25,01:08 AM,02:54 PM,05:19 AM,07:04 PM,12,34,34,35,32,7,28,0.0,1004,35,10,206,27
2020-01-20 15:00:00,36,24,0.0,13.9,8,9,25,01:08 AM,02:54 PM,05:19 AM,07:04 PM,8,35,35,36,35,5,19,0.0,1003,36,10,290,30
2020-01-20 18:00:00,36,24,0.0,13.9,8,1,25,01:08 AM,02:54 PM,05:19 AM,07:04 PM,9,36,36,34,35,2,23,0.0,1004,34,10,275,23
2020-01-20 21:00:00,36,24,0.0,13.9,8,1,25,01:08 AM,02:54 PM,05:19 AM,07:04 PM,7,33,33,30,24,0,26,0.0,1006,30,10,253,12
2020-01-21 00:00:00,34,23,0.0,13.8,8,1,18,01:51 AM,03:55 PM,05:20 AM,07:03 PM,6,27,27,26,21,1,28,0.0,1007,26,10,228,10
2020-01-21 03:00:00,34,23,0.0,13.8,8,1,18,01:51 AM,03:55 PM,05:20 AM,07:03 PM,7,24,24,24,12,4,35,0.0,1008,24,10,261,6
2020-01-21 06:00:00,34,23,0.0,13.8,8,1,18,01:51 AM,03:55 PM,05:20 AM,07:03 PM,8,25,25,25,6,2,34,0.0,1009,25,10,252,4
2020-01-21 09:00:00,34,23,0.0,13.8,8,7,18,01:51 AM,03:55 PM,05:20 AM,07:03 PM,6,27,27,29,9,0,25,0.0,1010,29,10,239,7
2020-01-21 12:00:00,34,23,0.0,13.8,8,8,18,01:51 AM,03:55 PM,05:20 AM,07:03 PM,5,30,30,32,18,0,18,0.0,1010,32,10,258,16
2020-01-21 15:00:00,34,23,0.0,13.8,8,8,18,01:51 AM,03:55 PM,05:20 AM,07:03 PM,4,32,32,34,21,0,15,0.0,1008,34,10,269,18
2020-01-21 18:00:00,34,23,0.0,13.8,8,1,18,01:51 AM,03:55 PM,05:20 AM,07:03 PM,5,29,29,31,21,0,19,0.0,1008,31,10,260,13
2020-01-21 21:00:00,34,23,0.0,13.8,8,1,18,01:51 AM,03:55 PM,05:20 AM,07:03 PM,5,26,26,28,15,0,23,0.0,1009,28,10,230,7
2020-01-22 00:00:00,38,24,0.0,13.8,8,1,11,02:37 AM,04:55 PM,05:21 AM,07:03 PM,5,25,25,26,12,3,27,0.0,1009,26,10,132,6
2020-01-22 03:00:00,38,24,0.0,13.8,8,1,11,02:37 AM,04:55 PM,05:21 AM,07:03 PM,6,24,24,24,20,2,31,0.0,1009,24,10,70,9
2020-01-22 06:00:00,38,24,0.0,13.8,8,1,11,02:37 AM,04:55 PM,05:21 AM,07:03 PM,8,25,25,24,23,0,35,0.0,1011,24,10,73,13
2020-01-22 09:00:00,38,24,0.0,13.8,8,7,11,02:37 AM,04:55 PM,05:21 AM,07:03 PM,11,29,29,30,20,0,32,0.0,1011,30,10,50,15
2020-01-22 12:00:00,38,24,0.0,13.8,8,9,11,02:37 AM,04:55 PM,05:21 AM,07:03 PM,10,34,34,35,18,8,23,0.0,1009,35,10,240,15
2020-01-22 15:00:00,38,24,0.0,13.8,8,9,11,02:37 AM,04:55 PM,05:21 AM,07:03 PM,7,37,37,38,19,6,16,0.0,1007,38,10,326,16
2020-01-22 18:00:00,38,24,0.0,13.8,8,1,11,02:37 AM,04:55 PM,05:21 AM,07:03 PM,12,38,38,37,27,2,30,0.0,1007,37,10,123,18
2020-01-22 21:00:00,38,24,0.0,13.8,8,1,11,02:37 AM,04:55 PM,05:21 AM,07:03 PM,16,38,38,35,38,1,43,0.0,1008,35,10,27,24
2020-01-23 00:00:00,36,26,0.0,13.8,8,1,3,03:29 AM,05:50 PM,05:22 AM,07:03 PM,18,32,32,30,34,3,55,0.0,1009,30,10,11,23
2020-01-23 03:00:00,36,26,0.0,13.8,8,1,3,03:29 AM,05:50 PM,05:22 AM,07:03 PM,19,28,28,27,33,4,63,0.0,1009,27,10,16,22
2020-01-23 06:00:00,36,26,0.0,13.8,8,1,3,03:29 AM,05:50 PM,05:22 AM,07:03 PM,20,29,29,27,34,6,65,0.0,1010,27,10,14,27
2020-01-23 09:00:00,36,26,0.0,13.8,8,8,3,03:29 AM,05:50 PM,05:22 AM,07:03 PM,19,33,33,31,36,6,51,0.0,1010,31,10,239,31
2020-01-23 12:00:00,36,26,0.0,13.8,8,8,3,03:29 AM,05:50 PM,05:22 AM,07:03 PM,19,37,37,35,34,15,39,0.0,1008,35,10,352,30
2020-01-23 15:00:00,36,26,0.0,13.8,8,9,3,03:29 AM,05:50 PM,05:22 AM,07:03 PM,19,37,37,35,26,56,38,0.2,1005,35,9,124,21
2020-01-23 18:00:00,36,26,0.0,13.8,8,1,3,03:29 AM,05:50 PM,05:22 AM,07:03 PM,19,35,35,33,32,44,42,0.1,1006,33,10,234,23
2020-01-23 21:00:00,36,26,0.0,13.8,8,1,3,03:29 AM,05:50 PM,05:22 AM,07:03 PM,19,33,33,31,35,63,51,0.1,1008,31,10,340,24
2020-01-24 00:00:00,35,26,0.0,13.3,7,1,0,04:23 AM,06:41 PM,05:22 AM,07:02 PM,19,31,31,29,32,74,56,0.4,1008,29,9,342,21
2020-01-24 03:00:00,35,26,0.0,13.3,7,1,0,04:23 AM,06:41 PM,05:22 AM,07:02 PM,20,29,29,27,27,82,66,1.7,1008,27,9,134,17
2020-01-24 06:00:00,35,26,0.0,13.3,7,1,0,04:23 AM,06:41 PM,05:22 AM,07:02 PM,21,29,29,27,32,37,69,0.8,1010,27,10,16,24
2020-01-24 09:00:00,35,26,0.0,13.3,7,8,0,04:23 AM,06:41 PM,05:22 AM,07:02 PM,21,34,34,31,30,62,58,0.1,1011,31,10,234,25
2020-01-24 12:00:00,35,26,0.0,13.3,7,7,0,04:23 AM,06:41 PM,05:22 AM,07:02 PM,21,35,35,32,21,43,53,0.1,1010,32,10,344,18
2020-01-24 15:00:00,35,26,0.0,13.3,7,8,0,04:23 AM,06:41 PM,05:22 AM,07:02 PM,20,37,37,34,13,23,44,0.0,1007,34,10,332,11
2020-01-24 18:00:00,35,26,0.0,13.3,7,1,0,04:23 AM,06:41 PM,05:22 AM,07:02 PM,22,37,37,33,18,59,62,1.9,1007,33,8,326,13
2020-01-24 21:00:00,35,26,0.0,13.3,7,1,0,04:23 AM,06:41 PM,05:22 AM,07:02 PM,22,31,31,29,27,76,72,3.7,1009,29,7,178,17
2020-01-25 00:00:00,36,25,0.0,11.0,7,1,0,05:19 AM,07:26 PM,05:23 AM,07:02 PM,21,28,28,26,28,74,75,1.5,1009,26,8,66,18
2020-01-25 03:00:00,36,25,0.0,11.0,7,1,0,05:19 AM,07:26 PM,05:23 AM,07:02 PM,22,27,27,25,25,80,81,0.3,1009,25,9,72,15
2020-01-25 06:00:00,36,25,0.0,11.0,7,1,0,05:19 AM,07:26 PM,05:23 AM,07:02 PM,22,28,28,26,24,83,81,0.2,1010,26,10,60,18
2020-01-25 09:00:00,36,25,0.0,11.0,7,6,0,05:19 AM,07:26 PM,05:23 AM,07:02 PM,23,34,34,30,23,86,67,0.1,1011,30,10,27,19
2020-01-25 12:00:00,36,25,0.0,11.0,7,7,0,05:19 AM,07:26 PM,05:23 AM,07:02 PM,21,38,38,34,16,59,47,0.0,1010,34,10,9,14
2020-01-25 15:00:00,36,25,0.0,11.0,7,9,0,05:19 AM,07:26 PM,05:23 AM,07:02 PM,19,38,38,36,9,27,37,0.0,1008,36,10,37,8
2020-01-25 18:00:00,36,25,0.0,11.0,7,1,0,05:19 AM,07:26 PM,05:23 AM,07:02 PM,19,37,37,34,13,63,42,0.1,1009,34,10,69,9
2020-01-25 21:00:00,36,25,0.0,11.0,7,1,0,05:19 AM,07:26 PM,05:23 AM,07:02 PM,21,35,35,31,18,85,65,4.4,1011,31,8,54,10
2020-01-26 00:00:00,33,25,0.0,13.3,6,1,4,06:15 AM,08:06 PM,05:24 AM,07:02 PM,22,30,30,27,25,76,77,3.0,1011,27,8,43,17
2020-01-26 03:00:00,33,25,0.0,13.3,6,1,4,06:15 AM,08:06 PM,05:24 AM,07:02 PM,21,27,27,25,32,69,80,1.2,1011,25,10,46,22
2020-01-26 06:00:00,33,25,0.0,13.3,6,1,4,06:15 AM,08:06 PM,05:24 AM,07:02 PM,21,27,27,25,36,60,79,1.6,1013,25,10,35,24
2020-01-26 09:00:00,33,25,0.0,13.3,6,6,4,06:15 AM,08:06 PM,05:24 AM,07:02 PM,21,30,30,28,38,57,66,3.0,1013,28,8,25,23
2020-01-26 12:00:00,33,25,0.0,13.3,6,7,4,06:15 AM,08:06 PM,05:24 AM,07:02 PM,19,33,33,31,25,55,48,1.2,1013,31,9,24,18
2020-01-26 15:00:00,33,25,0.0,13.3,6,8,4,06:15 AM,08:06 PM,05:24 AM,07:02 PM,17,34,34,33,14,39,39,0.0,1011,33,10,30,12
2020-01-26 18:00:00,33,25,0.0,13.3,6,1,4,06:15 AM,08:06 PM,05:24 AM,07:02 PM,17,33,33,32,15,28,41,0.0,1010,32,10,58,11
2020-01-26 21:00:00,33,25,0.0,13.3,6,1,4,06:15 AM,08:06 PM,05:24 AM,07:02 PM,18,31,31,30,21,25,47,0.0,1012,30,10,73,12
2020-01-27 00:00:00,33,25,0.0,13.8,7,1,11,07:11 AM,08:42 PM,05:25 AM,07:01 PM,19,29,29,27,32,60,61,0.1,1012,27,9,49,21
2020-01-27 03:00:00,33,25,0.0,13.8,7,1,11,07:11 AM,08:42 PM,05:25 AM,07:01 PM,20,27,27,26,32,62,71,0.7,1012,26,10,31,23
2020-01-27 06:00:00,33,25,0.0,13.8,7,1,11,07:11 AM,08:42 PM,05:25 AM,07:01 PM,19,27,27,25,25,51,70,0.3,1013,25,10,36,20
2020-01-27 09:00:00,33,25,0.0,13.8,7,7,11,07:11 AM,08:42 PM,05:25 AM,07:01 PM,19,29,29,28,20,37,58,0.0,1014,28,10,23,17
2020-01-27 12:00:00,33,25,0.0,13.8,7,8,11,07:11 AM,08:42 PM,05:25 AM,07:01 PM,18,33,33,31,13,48,45,0.0,1013,31,10,13,11
2020-01-27 15:00:00,33,25,0.0,13.8,7,8,11,07:11 AM,08:42 PM,05:25 AM,07:01 PM,17,34,34,33,4,50,40,0.0,1010,33,10,225,4
2020-01-27 18:00:00,33,25,0.0,13.8,7,1,11,07:11 AM,08:42 PM,05:25 AM,07:01 PM,18,34,34,32,6,37,41,0.0,1010,32,10,196,5
2020-01-27 21:00:00,33,25,0.0,13.8,7,1,11,07:11 AM,08:42 PM,05:25 AM,07:01 PM,19,32,32,30,20,62,52,0.6,1012,30,9,77,13
2020-01-28 00:00:00,34,24,0.0,13.8,7,1,18,08:06 AM,09:15 PM,05:26 AM,07:01 PM,19,28,28,26,30,79,65,1.3,1013,26,9,39,20
2020-01-28 03:00:00,34,24,0.0,13.8,7,1,18,08:06 AM,09:15 PM,05:26 AM,07:01 PM,18,26,26,24,30,73,70,2.2,1012,24,8,38,19
2020-01-28 06:00:00,34,24,0.0,13.8,7,1,18,08:06 AM,09:15 PM,05:26 AM,07:01 PM,18,26,26,24,25,47,70,0.9,1013,24,9,35,19
2020-01-28 09:00:00,34,24,0.0,13.8,7,7,18,08:06 AM,09:15 PM,05:26 AM,07:01 PM,18,29,29,27,17,42,59,0.0,1015,27,10,15,15
2020-01-28 12:00:00,34,24,0.0,13.8,7,8,18,08:06 AM,09:15 PM,05:26 AM,07:01 PM,17,33,33,32,9,45,43,0.0,1013,32,10,39,8
2020-01-28 15:00:00,34,24,0.0,13.8,7,8,18,08:06 AM,09:15 PM,05:26 AM,07:01 PM,16,35,35,34,10,24,35,0.0,1011,34,10,75,9
2020-01-28 18:00:00,34,24,0.0,13.8,7,1,18,08:06 AM,09:15 PM,05:26 AM,07:01 PM,16,34,34,33,14,14,37,0.0,1011,33,10,60,10
2020-01-28 21:00:00,34,24,0.0,13.8,7,1,18,08:06 AM,09:15 PM,05:26 AM,07:01 PM,17,32,32,31,16,14,43,0.0,1012,31,10,39,9
2020-01-29 00:00:00,37,26,0.0,13.7,8,1,26,08:59 AM,09:46 PM,05:27 AM,07:00 PM,17,30,30,30,27,34,47,0.0,1013,30,10,28,18
2020-01-29 03:00:00,37,26,0.0,13.7,8,1,26,08:59 AM,09:46 PM,05:27 AM,07:00 PM,19,29,29,27,26,21,60,0.0,1013,27,10,20,17
2020-01-29 06:00:00,37,26,0.0,13.7,8,1,26,08:59 AM,09:46 PM,05:27 AM,07:00 PM,20,28,28,27,17,8,66,0.0,1014,27,10,25,13
2020-01-29 09:00:00,37,26,0.0,13.7,8,7,26,08:59 AM,09:46 PM,05:27 AM,07:00 PM,19,32,32,30,9,9,54,0.0,1015,30,10,11,7
2020-01-29 12:00:00,37,26,0.0,13.7,8,8,26,08:59 AM,09:46 PM,05:27 AM,07:00 PM,19,37,37,35,4,20,39,0.0,1013,35,10,127,4
2020-01-29 15:00:00,37,26,0.0,13.7,8,9,26,08:59 AM,09:46 PM,05:27 AM,07:00 PM,17,38,38,37,6,15,32,0.0,1011,37,10,164,5
2020-01-29 18:00:00,37,26,0.0,13.7,8,1,26,08:59 AM,09:46 PM,05:27 AM,07:00 PM,17,37,37,36,7,28,32,0.0,1010,36,10,105,5
2020-01-29 21:00:00,37,26,0.0,13.7,8,1,26,08:59 AM,09:46 PM,05:27 AM,07:00 PM,18,35,35,33,25,43,40,0.0,1012,33,10,61,18
2020-01-30 00:00:00,37,27,0.0,13.7,8,1,33,09:51 AM,10:15 PM,05:28 AM,07:00 PM,19,31,31,30,35,36,51,0.0,1012,30,10,48,25
2020-01-30 03:00:00,37,27,0.0,13.7,8,1,33,09:51 AM,10:15 PM,05:28 AM,07:00 PM,19,29,29,28,32,39,59,0.0,1013,28,10,49,24
2020-01-30 06:00:00,37,27,0.0,13.7,8,1,33,09:51 AM,10:15 PM,05:28 AM,07:00 PM,20,29,29,27,28,30,65,0.0,1014,27,10,43,23
2020-01-30 09:00:00,37,27,0.0,13.7,8,8,33,09:51 AM,10:15 PM,05:28 AM,07:00 PM,20,33,33,31,25,19,54,0.0,1015,31,10,33,22
2020-01-30 12:00:00,37,27,0.0,13.7,8,9,33,09:51 AM,10:15 PM,05:28 AM,07:00 PM,18,37,37,35,17,19,38,0.0,1013,35,10,243,14
2020-01-30 15:00:00,37,27,0.0,13.7,8,9,33,09:51 AM,10:15 PM,05:28 AM,07:00 PM,17,39,39,37,10,36,31,0.0,1011,37,10,129,9
2020-01-30 18:00:00,37,27,0.0,13.7,8,1,33,09:51 AM,10:15 PM,05:28 AM,07:00 PM,17,37,37,36,10,44,32,0.0,1011,36,10,23,7
2020-01-30 21:00:00,37,27,0.0,13.7,8,1,33,09:51 AM,10:15 PM,05:28 AM,07:00 PM,18,35,35,33,27,31,44,0.0,1013,33,10,34,18
2020-01-31 00:00:00,37,27,0.0,13.3,8,1,37,10:43 AM,10:45 PM,05:29 AM,06:59 PM,20,32,32,29,36,17,58,0.0,1013,29,10,36,26
2020-01-31 03:00:00,37,27,0.0,13.3,8,1,37,10:43 AM,10:45 PM,05:29 AM,06:59 PM,20,29,29,27,33,15,65,0.0,1014,27,10,34,24
2020-01-31 06:00:00,37,27,0.0,13.3,8,1,37,10:43 AM,10:45 PM,05:29 AM,06:59 PM,20,29,29,27,26,26,65,0.0,1016,27,10,24,21
2020-01-31 09:00:00,37,27,0.0,13.3,8,7,37,10:43 AM,10:45 PM,05:29 AM,06:59 PM,19,32,32,30,22,27,54,0.0,1017,30,10,17,19
2020-01-31 12:00:00,37,27,0.0,13.3,8,8,37,10:43 AM,10:45 PM,05:29 AM,06:59 PM,17,36,36,34,15,22,38,0.0,1015,34,10,238,13
2020-01-31 15:00:00,37,27,0.0,13.3,8,9,37,10:43 AM,10:45 PM,05:29 AM,06:59 PM,16,38,38,36,8,13,30,0.0,1012,36,10,173,7
2020-01-31 18:00:00,37,27,0.0,13.3,8,1,37,10:43 AM,10:45 PM,05:29 AM,06:59 PM,16,37,37,36,6,23,32,0.0,1012,36,10,59,4
2020-01-31 21:00:00,37,27,0.0,13.3,8,1,37,10:43 AM,10:45 PM,05:29 AM,06:59 PM,18,35,35,33,18,25,41,0.0,1013,33,10,19,12
2020-02-01 00:00:00,36,26,0.0,13.3,8,1,49,11:35 AM,11:16 PM,05:29 AM,06:58 PM,18,32,32,31,35,29,47,0.0,1014,31,10,19,27
2020-02-01 03:00:00,36,26,0.0,13.3,8,1,49,11:35 AM,11:16 PM,05:29 AM,06:58 PM,19,29,29,27,36,28,59,0.0,1015,27,10,26,28
2020-02-01 06:00:00,36,26,0.0,13.3,8,1,49,11:35 AM,11:16 PM,05:29 AM,06:58 PM,19,27,27,26,29,26,65,0.0,1016,26,10,24,24
2020-02-01 09:00:00,36,26,0.0,13.3,8,7,49,11:35 AM,11:16 PM,05:29 AM,06:58 PM,19,30,30,29,23,27,55,0.0,1017,29,10,15,20
2020-02-01 12:00:00,36,26,0.0,13.3,8,8,49,11:35 AM,11:16 PM,05:29 AM,06:58 PM,17,35,35,33,18,22,40,0.0,1015,33,10,237,15
2020-02-01 15:00:00,36,26,0.0,13.3,8,9,49,11:35 AM,11:16 PM,05:29 AM,06:58 PM,16,37,37,36,11,14,31,0.0,1012,36,10,149,10
2020-02-01 18:00:00,36,26,0.0,13.3,8,1,49,11:35 AM,11:16 PM,05:29 AM,06:58 PM,16,36,36,35,15,10,34,0.0,1011,35,10,47,10
2020-02-01 21:00:00,36,26,0.0,13.3,8,1,49,11:35 AM,11:16 PM,05:29 AM,06:58 PM,16,33,33,32,24,8,38,0.0,1012,32,10,27,14
2020-02-02 00:00:00,38,27,0.0,13.3,8,1,57,12:29 PM,11:50 PM,05:30 AM,06:58 PM,15,30,30,30,31,5,39,0.0,1012,30,10,19,18
2020-02-02 03:00:00,38,27,0.0,13.3,8,1,57,12:29 PM,11:50 PM,05:30 AM,06:58 PM,16,29,29,28,37,3,48,0.0,1012,28,10,245,23
2020-02-02 06:00:00,38,27,0.0,13.3,8,1,57,12:29 PM,11:50 PM,05:30 AM,06:58 PM,19,28,28,27,30,6,62,0.0,1013,27,10,119,23
2020-02-02 09:00:00,38,27,0.0,13.3,8,8,57,12:29 PM,11:50 PM,05:30 AM,06:58 PM,19,32,32,30,20,13,51,0.0,1013,30,10,228,17
2020-02-02 12:00:00,38,27,0.0,13.3,8,9,57,12:29 PM,11:50 PM,05:30 AM,06:58 PM,14,36,36,35,15,8,30,0.0,1010,35,10,331,13
2020-02-02 15:00:00,38,27,0.0,13.3,8,9,57,12:29 PM,11:50 PM,05:30 AM,06:58 PM,10,37,37,38,13,6,19,0.0,1007,38,10,336,11
2020-02-02 18:00:00,38,27,0.0,13.3,8,1,57,12:29 PM,11:50 PM,05:30 AM,06:58 PM,9,34,34,36,13,6,20,0.0,1006,36,10,314,8
2020-02-02 21:00:00,38,27,0.0,13.3,8,1,57,12:29 PM,11:50 PM,05:30 AM,06:58 PM,10,31,31,32,24,6,25,0.0,1007,32,10,113,12
2020-02-03 00:00:00,36,28,0.0,13.3,8,1,64,01:24 PM,No moonset,05:31 AM,06:57 PM,11,29,29,30,32,5,31,0.0,1007,30,10,11,17
2020-02-03 03:00:00,36,28,0.0,13.3,8,1,64,01:24 PM,No moonset,05:31 AM,06:57 PM,12,28,28,29,34,5,36,0.0,1006,29,10,238,19
2020-02-03 06:00:00,36,28,0.0,13.3,8,1,64,01:24 PM,No moonset,05:31 AM,06:57 PM,15,29,29,29,33,6,42,0.0,1007,29,10,356,23
2020-02-03 09:00:00,36,28,0.0,13.3,8,8,64,01:24 PM,No moonset,05:31 AM,06:57 PM,17,34,34,33,25,8,38,0.0,1007,33,10,318,21
2020-02-03 12:00:00,36,28,0.0,13.3,8,8,64,01:24 PM,No moonset,05:31 AM,06:57 PM,17,34,34,33,23,15,41,0.0,1006,33,10,261,20
2020-02-03 15:00:00,36,28,0.0,13.3,8,8,64,01:24 PM,No moonset,05:31 AM,06:57 PM,14,34,34,34,35,10,30,0.0,1005,34,10,240,30
2020-02-03 18:00:00,36,28,0.0,13.3,8,1,64,01:24 PM,No moonset,05:31 AM,06:57 PM,9,31,31,33,36,6,22,0.0,1006,33,10,228,24
2020-02-03 21:00:00,36,28,0.0,13.3,8,1,64,01:24 PM,No moonset,05:31 AM,06:57 PM,4,27,27,29,39,2,20,0.0,1008,29,10,213,22
2020-02-04 00:00:00,34,22,0.0,12.0,7,1,72,02:22 PM,12:26 AM,05:32 AM,06:57 PM,3,25,25,26,38,0,23,0.0,1009,26,10,200,21
2020-02-04 03:00:00,34,22,0.0,12.0,7,1,72,02:22 PM,12:26 AM,05:32 AM,06:57 PM,6,24,24,23,28,0,34,0.0,1009,23,10,163,14
2020-02-04 06:00:00,34,22,0.0,12.0,7,1,72,02:22 PM,12:26 AM,05:32 AM,06:57 PM,12,25,25,23,24,6,51,0.0,1011,23,10,123,17
2020-02-04 09:00:00,34,22,0.0,12.0,7,7,72,02:22 PM,12:26 AM,05:32 AM,06:57 PM,16,29,29,28,24,13,49,0.0,1012,28,10,63,21
2020-02-04 12:00:00,34,22,0.0,12.0,7,8,72,02:22 PM,12:26 AM,05:32 AM,06:57 PM,16,34,34,33,24,26,38,0.0,1011,33,10,38,21
2020-02-04 15:00:00,34,22,0.0,12.0,7,8,72,02:22 PM,12:26 AM,05:32 AM,06:57 PM,17,32,32,31,26,62,45,0.3,1010,31,9,48,22
2020-02-04 18:00:00,34,22,0.0,12.0,7,1,72,02:22 PM,12:26 AM,05:32 AM,06:57 PM,17,28,28,27,39,77,55,0.5,1012,27,9,41,29
2020-02-04 21:00:00,34,22,0.0,12.0,7,1,72,02:22 PM,12:26 AM,05:32 AM,06:57 PM,15,26,26,24,44,85,59,0.2,1015,24,10,47,31
2020-02-05 00:00:00,24,12,0.0,8.3,5,1,79,03:22 PM,01:08 AM,05:33 AM,06:56 PM,13,22,25,22,37,66,58,0.0,1016,22,10,62,27
2020-02-05 03:00:00,24,12,0.0,8.3,5,1,79,03:22 PM,01:08 AM,05:33 AM,06:56 PM,13,21,22,21,30,74,58,0.2,1016,21,9,69,22
2020-02-05 06:00:00,24,12,0.0,8.3,5,1,79,03:22 PM,01:08 AM,05:33 AM,06:56 PM,13,21,21,21,27,70,62,1.6,1017,21,10,78,18
2020-02-05 09:00:00,24,12,0.0,8.3,5,5,79,03:22 PM,01:08 AM,05:33 AM,06:56 PM,13,24,24,23,22,62,56,3.4,1018,23,8,69,13
2020-02-05 12:00:00,24,12,0.0,8.3,5,5,79,03:22 PM,01:08 AM,05:33 AM,06:56 PM,16,21,21,21,12,87,75,5.5,1017,21,7,132,8
2020-02-05 15:00:00,24,12,0.0,8.3,5,4,79,03:22 PM,01:08 AM,05:33 AM,06:56 PM,18,19,19,19,18,94,91,17.7,1016,19,6,142,13
2020-02-05 18:00:00,24,12,0.0,8.3,5,1,79,03:22 PM,01:08 AM,05:33 AM,06:56 PM,18,16,18,16,26,96,91,9.7,1016,16,6,95,18
2020-02-05 21:00:00,24,12,0.0,8.3,5,1,79,03:22 PM,01:08 AM,05:33 AM,06:56 PM,18,13,16,13,21,82,86,3.4,1017,13,8,52,14
2020-02-06 00:00:00,22,14,0.0,8.3,5,1,87,04:21 PM,01:57 AM,05:34 AM,06:55 PM,17,17,19,17,13,82,84,1.7,1016,17,4,56,9
2020-02-06 03:00:00,22,14,0.0,8.3,5,1,87,04:21 PM,01:57 AM,05:34 AM,06:55 PM,17,20,20,20,16,76,82,0.9,1016,20,7,88,10
2020-02-06 06:00:00,22,14,0.0,8.3,5,1,87,04:21 PM,01:57 AM,05:34 AM,06:55 PM,16,20,20,20,18,65,80,0.5,1017,20,10,111,12
2020-02-06 09:00:00,22,14,0.0,8.3,5,4,87,04:21 PM,01:57 AM,05:34 AM,06:55 PM,16,20,20,20,22,87,79,1.9,1018,20,8,103,15
2020-02-06 12:00:00,22,14,0.0,8.3,5,5,87,04:21 PM,01:57 AM,05:34 AM,06:55 PM,17,21,23,21,19,86,78,1.8,1017,21,9,77,14
2020-02-06 15:00:00,22,14,0.0,8.3,5,5,87,04:21 PM,01:57 AM,05:34 AM,06:55 PM,18,21,22,21,23,73,81,1.6,1015,21,10,103,17
2020-02-06 18:00:00,22,14,0.0,8.3,5,1,87,04:21 PM,01:57 AM,05:34 AM,06:55 PM,18,19,22,19,26,76,82,0.6,1015,19,10,108,17
2020-02-06 21:00:00,22,14,0.0,8.3,5,1,87,04:21 PM,01:57 AM,05:34 AM,06:55 PM,18,15,19,15,21,77,82,0.1,1015,15,10,92,14
2020-02-07 00:00:00,29,19,0.0,9.5,6,1,95,05:20 PM,02:52 AM,05:35 AM,06:55 PM,17,18,19,18,18,54,82,0.0,1015,18,10,115,11
2020-02-07 03:00:00,29,19,0.0,9.5,6,1,95,05:20 PM,02:52 AM,05:35 AM,06:55 PM,17,19,19,19,18,81,83,0.0,1014,19,10,131,10
2020-02-07 06:00:00,29,19,0.0,9.5,6,1,95,05:20 PM,02:52 AM,05:35 AM,06:55 PM,17,20,20,20,18,100,79,0.0,1015,20,10,118,12
2020-02-07 09:00:00,29,19,0.0,9.5,6,5,95,05:20 PM,02:52 AM,05:35 AM,06:55 PM,17,24,24,22,16,56,73,0.0,1015,22,10,90,13
2020-02-07 12:00:00,29,19,0.0,9.5,6,7,95,05:20 PM,02:52 AM,05:35 AM,06:55 PM,18,28,28,27,8,73,60,0.0,1013,27,10,70,6
2020-02-07 15:00:00,29,19,0.0,9.5,6,6,95,05:20 PM,02:52 AM,05:35 AM,06:55 PM,18,30,30,29,8,76,54,0.3,1011,29,10,121,6
2020-02-07 18:00:00,29,19,0.0,9.5,6,1,95,05:20 PM,02:52 AM,05:35 AM,06:55 PM,19,29,29,28,15,83,57,0.1,1011,28,10,145,11
2020-02-07 21:00:00,29,19,0.0,9.5,6,1,95,05:20 PM,02:52 AM,05:35 AM,06:55 PM,19,27,27,26,22,66,66,0.2,1012,26,10,96,14
2020-02-08 00:00:00,23,17,0.0,8.2,5,1,100,06:15 PM,03:55 AM,05:35 AM,06:54 PM,18,26,26,24,23,61,73,0.2,1012,24,10,60,15
2020-02-08 03:00:00,23,17,0.0,8.2,5,1,100,06:15 PM,03:55 AM,05:35 AM,06:54 PM,18,25,25,22,19,76,77,0.8,1011,22,10,55,13
2020-02-08 06:00:00,23,17,0.0,8.2,5,1,100,06:15 PM,03:55 AM,05:35 AM,06:54 PM,18,22,24,22,26,78,82,2.5,1012,22,8,73,17
2020-02-08 09:00:00,23,17,0.0,8.2,5,5,100,06:15 PM,03:55 AM,05:35 AM,06:54 PM,19,25,25,22,30,76,79,3.6,1012,22,7,79,18
2020-02-08 12:00:00,23,17,0.0,8.2,5,5,100,06:15 PM,03:55 AM,05:35 AM,06:54 PM,20,22,24,22,33,88,88,10.9,1010,22,6,77,18
2020-02-08 15:00:00,23,17,0.0,8.2,5,5,100,06:15 PM,03:55 AM,05:35 AM,06:54 PM,19,21,24,21,45,81,87,18.9,1008,21,6,115,23
2020-02-08 18:00:00,23,17,0.0,8.2,5,1,100,06:15 PM,03:55 AM,05:35 AM,06:54 PM,19,21,22,21,39,74,88,7.7,1008,21,9,110,24
2020-02-08 21:00:00,23,17,0.0,8.2,5,1,100,06:15 PM,03:55 AM,05:35 AM,06:54 PM,19,18,21,18,32,73,89,1.2,1008,18,10,93,21
