date_time,Ashburton_maxtempC,Ashburton_mintempC,Ashburton_totalSnow_cm,Ashburton_sunHour,Ashburton_uvIndex,Ashburton_uvIndex,Ashburton_moon_illumination,Ashburton_moonrise,Ashburton_moonset,Ashburton_sunrise,Ashburton_sunset,Ashburton_DewPointC,Ashburton_FeelsLikeC,Ashburton_HeatIndexC,Ashburton_WindChillC,Ashburton_WindGustKmph,Ashburton_cloudcover,Ashburton_humidity,Ashburton_precipMM,Ashburton_pressure,Ashburton_tempC,Ashburton_visibility,Ashburton_winddirDegree,Ashburton_windspeedKmph
2020-04-05 21:00:00,14,7,0.0,10.3,4,1,87,04:18 PM,06:01 AM,06:42 AM,07:55 PM,10,7,11,7,56,100,97,0.8,1006,11,9,188,36
2020-04-06 00:00:00,12,6,0.0,9.1,3,1,94,05:44 PM,06:27 AM,06:39 AM,07:56 PM,8,6,9,6,36,58,95,0.0,1007,9,10,234,22
2020-04-06 03:00:00,12,6,0.0,9.1,3,1,94,05:44 PM,06:27 AM,06:39 AM,07:56 PM,8,6,8,6,23,89,97,0.1,1009,8,10,233,13
2020-04-06 06:00:00,12,6,0.0,9.1,3,2,94,05:44 PM,06:27 AM,06:39 AM,07:56 PM,6,4,6,4,17,21,97,0.0,1012,6,2,254,9
2020-04-06 09:00:00,12,6,0.0,9.1,3,3,94,05:44 PM,06:27 AM,06:39 AM,07:56 PM,6,7,9,7,29,15,80,0.0,1016,9,10,258,20
2020-04-06 12:00:00,12,6,0.0,9.1,3,4,94,05:44 PM,06:27 AM,06:39 AM,07:56 PM,5,9,12,9,26,8,66,0.0,1019,12,10,255,21
2020-04-06 15:00:00,12,6,0.0,9.1,3,3,94,05:44 PM,06:27 AM,06:39 AM,07:56 PM,6,10,11,10,22,81,71,0.2,1022,11,9,260,16
2020-04-06 18:00:00,12,6,0.0,9.1,3,2,94,05:44 PM,06:27 AM,06:39 AM,07:56 PM,6,8,9,8,13,88,81,0.3,1024,9,10,323,9
2020-04-06 21:00:00,12,6,0.0,9.1,3,1,94,05:44 PM,06:27 AM,06:39 AM,07:56 PM,6,8,9,8,6,0,86,0.0,1027,9,10,14,5
2020-04-07 00:00:00,11,4,0.0,9.1,3,1,100,07:11 PM,06:50 AM,06:37 AM,07:58 PM,5,7,7,7,6,3,86,0.0,1027,7,10,54,4
2020-04-07 03:00:00,11,4,0.0,9.1,3,1,100,07:11 PM,06:50 AM,06:37 AM,07:58 PM,4,6,7,6,7,4,85,0.0,1028,7,10,75,4
2020-04-07 06:00:00,11,4,0.0,9.1,3,3,100,07:11 PM,06:50 AM,06:37 AM,07:58 PM,4,5,6,5,12,10,86,0.0,1029,6,10,78,6
2020-04-07 09:00:00,11,4,0.0,9.1,3,3,100,07:11 PM,06:50 AM,06:37 AM,07:58 PM,5,7,9,7,17,32,78,0.0,1028,9,10,101,12
2020-04-07 12:00:00,11,4,0.0,9.1,3,4,100,07:11 PM,06:50 AM,06:37 AM,07:58 PM,6,9,11,9,23,8,70,0.0,1028,11,10,113,17
2020-04-07 15:00:00,11,4,0.0,9.1,3,3,100,07:11 PM,06:50 AM,06:37 AM,07:58 PM,6,9,11,9,27,67,68,0.0,1027,11,10,108,19
2020-04-07 18:00:00,11,4,0.0,9.1,3,2,100,07:11 PM,06:50 AM,06:37 AM,07:58 PM,5,7,9,7,19,99,79,0.0,1026,9,10,96,12
2020-04-07 21:00:00,11,4,0.0,9.1,3,1,100,07:11 PM,06:50 AM,06:37 AM,07:58 PM,8,4,6,4,10,81,90,0.0,1026,4,10,101,8
2020-04-08 00:00:00,16,10,0.0,7.9,3,1,100,08:37 PM,07:13 AM,06:35 AM,07:59 PM,9,10,10,10,10,94,93,0.0,1026,10,10,76,6
2020-04-08 03:00:00,16,10,0.0,7.9,3,1,100,08:37 PM,07:13 AM,06:35 AM,07:59 PM,6,11,11,11,8,80,69,0.0,1025,11,10,63,6
2020-04-08 06:00:00,16,10,0.0,7.9,3,3,100,08:37 PM,07:13 AM,06:35 AM,07:59 PM,6,10,10,10,9,83,72,0.0,1024,10,10,38,6
2020-04-08 09:00:00,16,10,0.0,7.9,3,4,100,08:37 PM,07:13 AM,06:35 AM,07:59 PM,7,11,12,11,14,32,73,0.0,1024,12,10,74,9
2020-04-08 12:00:00,16,10,0.0,7.9,3,4,100,08:37 PM,07:13 AM,06:35 AM,07:59 PM,10,15,15,15,9,90,72,0.0,1025,15,10,105,7
2020-04-08 15:00:00,16,10,0.0,7.9,3,4,100,08:37 PM,07:13 AM,06:35 AM,07:59 PM,11,16,16,16,7,83,73,0.2,1024,16,9,115,6
2020-04-08 18:00:00,16,10,0.0,7.9,3,3,100,08:37 PM,07:13 AM,06:35 AM,07:59 PM,12,14,14,14,1,70,87,0.1,1024,14,10,180,1
2020-04-08 21:00:00,16,10,0.0,7.9,3,1,100,08:37 PM,07:13 AM,06:35 AM,07:59 PM,11,13,12,13,6,15,90,0.0,1024,12,10,85,3
2020-04-09 00:00:00,16,10,0.0,11.6,4,1,83,10:03 PM,07:36 AM,06:33 AM,08:01 PM,9,12,11,12,6,14,87,0.0,1025,11,10,64,4
2020-04-09 03:00:00,16,10,0.0,11.6,4,1,83,10:03 PM,07:36 AM,06:33 AM,08:01 PM,8,12,11,12,7,11,83,0.0,1023,11,10,73,4
2020-04-09 06:00:00,16,10,0.0,11.6,4,4,83,10:03 PM,07:36 AM,06:33 AM,08:01 PM,8,11,11,11,11,15,84,0.0,1023,11,10,93,5
2020-04-09 09:00:00,16,10,0.0,11.6,4,4,83,10:03 PM,07:36 AM,06:33 AM,08:01 PM,9,13,14,13,13,13,75,0.0,1023,14,10,99,9
2020-04-09 12:00:00,16,10,0.0,11.6,4,5,83,10:03 PM,07:36 AM,06:33 AM,08:01 PM,10,16,16,16,17,11,68,0.0,1024,16,10,98,13
2020-04-09 15:00:00,16,10,0.0,11.6,4,5,83,10:03 PM,07:36 AM,06:33 AM,08:01 PM,10,16,16,16,18,6,69,0.0,1022,16,10,88,13
2020-04-09 18:00:00,16,10,0.0,11.6,4,4,83,10:03 PM,07:36 AM,06:33 AM,08:01 PM,9,11,12,11,22,9,82,0.0,1022,12,10,89,12
2020-04-09 21:00:00,16,10,0.0,11.6,4,1,83,10:03 PM,07:36 AM,06:33 AM,08:01 PM,7,8,10,8,23,5,81,0.0,1023,10,10,89,11
2020-04-10 00:00:00,17,9,0.0,11.6,4,1,76,11:28 PM,08:03 AM,06:31 AM,08:02 PM,7,7,9,7,23,6,86,0.0,1024,9,10,89,11
2020-04-10 03:00:00,17,9,0.0,11.6,4,1,76,11:28 PM,08:03 AM,06:31 AM,08:02 PM,8,8,10,8,21,8,90,0.0,1022,10,10,80,10
2020-04-10 06:00:00,17,9,0.0,11.6,4,4,76,11:28 PM,08:03 AM,06:31 AM,08:02 PM,9,9,10,9,19,5,90,0.0,1022,10,10,75,9
2020-04-10 09:00:00,17,9,0.0,11.6,4,4,76,11:28 PM,08:03 AM,06:31 AM,08:02 PM,10,13,14,13,18,8,78,0.0,1022,14,10,94,12
2020-04-10 12:00:00,17,9,0.0,11.6,4,5,76,11:28 PM,08:03 AM,06:31 AM,08:02 PM,11,17,17,17,18,7,70,0.0,1022,17,10,95,14
2020-04-10 15:00:00,17,9,0.0,11.6,4,5,76,11:28 PM,08:03 AM,06:31 AM,08:02 PM,10,16,16,16,21,2,69,0.0,1021,16,10,99,15
2020-04-10 18:00:00,17,9,0.0,11.6,4,4,76,11:28 PM,08:03 AM,06:31 AM,08:02 PM,11,13,14,13,15,4,82,0.0,1021,14,10,86,10
2020-04-10 21:00:00,17,9,0.0,11.6,4,1,76,11:28 PM,08:03 AM,06:31 AM,08:02 PM,9,10,11,10,18,4,85,0.0,1022,11,10,92,9
2020-04-11 00:00:00,19,12,0.0,8.1,5,1,68,No moonrise,08:34 AM,06:29 AM,08:04 PM,10,12,12,12,12,5,89,0.0,1022,12,10,81,6
2020-04-11 03:00:00,19,12,0.0,8.1,5,1,68,No moonrise,08:34 AM,06:29 AM,08:04 PM,9,12,12,12,11,4,85,0.0,1021,12,10,68,5
2020-04-11 06:00:00,19,12,0.0,8.1,5,4,68,No moonrise,08:34 AM,06:29 AM,08:04 PM,9,13,12,13,8,5,80,0.0,1022,12,10,69,4
2020-04-11 09:00:00,19,12,0.0,8.1,5,5,68,No moonrise,08:34 AM,06:29 AM,08:04 PM,11,17,17,17,5,7,68,0.0,1022,17,10,111,4
2020-04-11 12:00:00,19,12,0.0,8.1,5,4,68,No moonrise,08:34 AM,06:29 AM,08:04 PM,12,19,19,19,6,87,63,0.3,1023,19,10,235,5
2020-04-11 15:00:00,19,12,0.0,8.1,5,4,68,No moonrise,08:34 AM,06:29 AM,08:04 PM,13,19,19,19,8,71,69,1.3,1022,19,9,278,6
2020-04-11 18:00:00,19,12,0.0,8.1,5,4,68,No moonrise,08:34 AM,06:29 AM,08:04 PM,13,16,16,16,4,76,84,1.3,1022,16,9,262,3
2020-04-11 21:00:00,19,12,0.0,8.1,5,1,68,No moonrise,08:34 AM,06:29 AM,08:04 PM,11,13,13,13,12,70,89,0.1,1022,13,10,319,6
2020-04-12 00:00:00,15,9,0.0,11.6,3,1,61,12:47 AM,09:12 AM,06:26 AM,08:06 PM,8,13,13,13,6,70,72,0.1,1021,13,10,306,3
2020-04-12 03:00:00,15,9,0.0,11.6,3,1,61,12:47 AM,09:12 AM,06:26 AM,08:06 PM,6,12,11,12,8,6,68,0.0,1018,11,10,271,4
2020-04-12 06:00:00,15,9,0.0,11.6,3,4,61,12:47 AM,09:12 AM,06:26 AM,08:06 PM,6,11,11,11,7,8,71,0.0,1017,11,10,214,3
2020-04-12 09:00:00,15,9,0.0,11.6,3,4,61,12:47 AM,09:12 AM,06:26 AM,08:06 PM,7,13,13,13,7,11,68,0.0,1014,13,10,232,5
2020-04-12 12:00:00,15,9,0.0,11.6,3,5,61,12:47 AM,09:12 AM,06:26 AM,08:06 PM,8,15,15,15,14,11,64,0.0,1013,15,10,158,11
2020-04-12 15:00:00,15,9,0.0,11.6,3,4,61,12:47 AM,09:12 AM,06:26 AM,08:06 PM,9,14,15,14,19,16,70,0.0,1010,15,10,159,14
2020-04-12 18:00:00,15,9,0.0,11.6,3,4,61,12:47 AM,09:12 AM,06:26 AM,08:06 PM,10,12,13,12,14,12,85,0.0,1009,13,10,108,12
2020-04-12 21:00:00,15,9,0.0,11.6,3,1,61,12:47 AM,09:12 AM,06:26 AM,08:06 PM,6,7,9,7,32,48,83,0.0,1011,9,10,78,15
2020-04-13 00:00:00,10,4,0.0,11.6,3,1,53,01:58 AM,09:59 AM,06:24 AM,08:07 PM,6,7,10,7,41,48,80,0.0,1013,10,10,61,22
2020-04-13 03:00:00,10,4,0.0,11.6,3,1,53,01:58 AM,09:59 AM,06:24 AM,08:07 PM,6,2,7,2,65,72,90,0.0,1015,7,10,61,39
2020-04-13 06:00:00,10,4,0.0,11.6,3,2,53,01:58 AM,09:59 AM,06:24 AM,08:07 PM,2,-2,4,-2,69,40,86,0.0,1019,4,10,63,40
2020-04-13 09:00:00,10,4,0.0,11.6,3,3,53,01:58 AM,09:59 AM,06:24 AM,08:07 PM,3,1,7,1,58,50,81,0.0,1023,7,10,71,42
2020-04-13 12:00:00,10,4,0.0,11.6,3,3,53,01:58 AM,09:59 AM,06:24 AM,08:07 PM,4,4,9,4,50,14,74,0.0,1025,9,10,74,42
2020-04-13 15:00:00,10,4,0.0,11.6,3,3,53,01:58 AM,09:59 AM,06:24 AM,08:07 PM,5,6,10,6,44,17,72,0.0,1025,10,10,73,34
2020-04-13 18:00:00,10,4,0.0,11.6,3,3,53,01:58 AM,09:59 AM,06:24 AM,08:07 PM,4,4,8,4,46,2,75,0.0,1026,8,10,65,28
2020-04-13 21:00:00,10,4,0.0,11.6,3,1,53,01:58 AM,09:59 AM,06:24 AM,08:07 PM,3,2,7,2,36,0,80,0.0,1028,7,10,69,30
2020-04-14 00:00:00,8,1,0.0,11.6,3,1,46,02:57 AM,10:55 AM,06:22 AM,08:09 PM,2,-1,4,-1,30,17,86,0.0,1030,4,10,75,24
2020-04-14 03:00:00,8,1,0.0,11.6,3,1,46,02:57 AM,10:55 AM,06:22 AM,08:09 PM,1,-2,2,-2,23,20,92,0.0,1028,2,10,73,17
2020-04-14 06:00:00,8,1,0.0,11.6,3,2,46,02:57 AM,10:55 AM,06:22 AM,08:09 PM,-0,-3,1,-3,23,19,92,0.0,1028,1,10,71,16
2020-04-14 09:00:00,8,1,0.0,11.6,3,2,46,02:57 AM,10:55 AM,06:22 AM,08:09 PM,0,1,4,1,23,15,74,0.0,1028,4,10,91,18
2020-04-14 12:00:00,8,1,0.0,11.6,3,3,46,02:57 AM,10:55 AM,06:22 AM,08:09 PM,2,4,7,4,22,6,68,0.0,1028,7,10,93,19
2020-04-14 15:00:00,8,1,0.0,11.6,3,3,46,02:57 AM,10:55 AM,06:22 AM,08:09 PM,3,5,8,5,21,4,70,0.0,1027,8,10,102,18
2020-04-14 18:00:00,8,1,0.0,11.6,3,3,46,02:57 AM,10:55 AM,06:22 AM,08:09 PM,3,4,6,4,15,0,79,0.0,1026,6,10,87,10
2020-04-14 21:00:00,8,1,0.0,11.6,3,1,46,02:57 AM,10:55 AM,06:22 AM,08:09 PM,3,2,5,2,15,2,92,0.0,1025,5,10,66,9
2020-04-15 00:00:00,10,4,0.0,11.6,3,1,38,03:44 AM,11:57 AM,06:20 AM,08:10 PM,4,1,4,1,22,7,94,0.0,1025,4,10,73,13
2020-04-15 03:00:00,10,4,0.0,11.6,3,1,38,03:44 AM,11:57 AM,06:20 AM,08:10 PM,3,1,4,1,24,9,94,0.0,1023,4,10,87,15
2020-04-15 06:00:00,10,4,0.0,11.6,3,2,38,03:44 AM,11:57 AM,06:20 AM,08:10 PM,4,1,4,1,23,57,97,0.0,1023,4,10,79,16
2020-04-15 09:00:00,10,4,0.0,11.6,3,3,38,03:44 AM,11:57 AM,06:20 AM,08:10 PM,4,3,7,3,32,8,82,0.0,1022,7,10,92,24
2020-04-15 12:00:00,10,4,0.0,11.6,3,4,38,03:44 AM,11:57 AM,06:20 AM,08:10 PM,4,7,10,7,31,0,68,0.0,1021,10,10,94,27
2020-04-15 15:00:00,10,4,0.0,11.6,3,4,38,03:44 AM,11:57 AM,06:20 AM,08:10 PM,4,7,10,7,35,0,66,0.0,1019,10,10,91,27
2020-04-15 18:00:00,10,4,0.0,11.6,3,3,38,03:44 AM,11:57 AM,06:20 AM,08:10 PM,3,4,7,4,36,0,75,0.0,1018,7,10,88,21
2020-04-15 21:00:00,10,4,0.0,11.6,3,1,38,03:44 AM,11:57 AM,06:20 AM,08:10 PM,5,4,7,4,27,0,88,0.0,1017,7,10,84,15
2020-04-16 00:00:00,15,6,0.0,9.3,4,1,30,04:21 AM,01:03 PM,06:18 AM,08:12 PM,5,3,6,3,24,32,93,0.0,1017,6,10,77,12
2020-04-16 03:00:00,15,6,0.0,9.3,4,1,30,04:21 AM,01:03 PM,06:18 AM,08:12 PM,6,5,7,5,19,11,94,0.0,1014,7,2,73,10
2020-04-16 06:00:00,15,6,0.0,9.3,4,3,30,04:21 AM,01:03 PM,06:18 AM,08:12 PM,7,7,8,7,19,47,93,0.0,1013,8,10,73,10
2020-04-16 09:00:00,15,6,0.0,9.3,4,3,30,04:21 AM,01:03 PM,06:18 AM,08:12 PM,8,8,10,8,25,88,82,0.0,1013,10,10,88,17
2020-04-16 12:00:00,15,6,0.0,9.3,4,3,30,04:21 AM,01:03 PM,06:18 AM,08:12 PM,10,12,14,12,21,79,79,0.1,1013,14,10,99,17
2020-04-16 15:00:00,15,6,0.0,9.3,4,4,30,04:21 AM,01:03 PM,06:18 AM,08:12 PM,11,13,15,13,21,22,80,0.0,1013,15,10,122,17
2020-04-16 18:00:00,15,6,0.0,9.3,4,4,30,04:21 AM,01:03 PM,06:18 AM,08:12 PM,11,11,12,11,15,59,91,0.0,1013,12,10,117,10
2020-04-16 21:00:00,15,6,0.0,9.3,4,1,30,04:21 AM,01:03 PM,06:18 AM,08:12 PM,9,9,9,9,13,100,97,0.0,1014,9,0,92,6
2020-04-17 00:00:00,10,2,0.0,7.0,2,1,23,04:49 AM,02:10 PM,06:16 AM,08:14 PM,9,9,10,9,14,8,96,0.0,1014,10,2,75,7
2020-04-17 03:00:00,10,2,0.0,7.0,2,1,23,04:49 AM,02:10 PM,06:16 AM,08:14 PM,8,7,10,7,25,81,93,0.1,1013,10,10,57,15
2020-04-17 06:00:00,10,2,0.0,7.0,2,2,23,04:49 AM,02:10 PM,06:16 AM,08:14 PM,6,3,7,3,37,100,95,0.2,1012,7,10,80,20
2020-04-17 09:00:00,10,2,0.0,7.0,2,2,23,04:49 AM,02:10 PM,06:16 AM,08:14 PM,6,3,7,3,33,100,97,3.0,1012,7,7,71,19
2020-04-17 12:00:00,10,2,0.0,7.0,2,2,23,04:49 AM,02:10 PM,06:16 AM,08:14 PM,8,6,9,6,35,100,95,6.4,1012,9,7,77,23
2020-04-17 15:00:00,10,2,0.0,7.0,2,2,23,04:49 AM,02:10 PM,06:16 AM,08:14 PM,9,7,10,7,30,100,96,0.2,1011,10,2,100,18
2020-04-17 18:00:00,10,2,0.0,7.0,2,2,23,04:49 AM,02:10 PM,06:16 AM,08:14 PM,10,6,9,6,23,100,96,0.6,1011,6,10,101,14
2020-04-17 21:00:00,10,2,0.0,7.0,2,1,23,04:49 AM,02:10 PM,06:16 AM,08:14 PM,9,2,4,2,22,100,98,0.0,1012,2,0,94,11
2020-04-18 00:00:00,12,6,0.0,10.5,2,1,15,05:13 AM,03:17 PM,06:14 AM,08:15 PM,9,7,9,7,23,100,98,0.0,1013,9,9,100,13
2020-04-18 03:00:00,12,6,0.0,10.5,2,1,15,05:13 AM,03:17 PM,06:14 AM,08:15 PM,6,4,6,4,17,64,95,0.1,1014,6,2,83,10
2020-04-18 06:00:00,12,6,0.0,10.5,2,2,15,05:13 AM,03:17 PM,06:14 AM,08:15 PM,5,4,6,4,16,72,94,0.2,1014,6,9,67,9
2020-04-18 09:00:00,12,6,0.0,10.5,2,3,15,05:13 AM,03:17 PM,06:14 AM,08:15 PM,7,8,9,8,13,32,86,0.0,1016,9,10,91,10
2020-04-18 12:00:00,12,6,0.0,10.5,2,4,15,05:13 AM,03:17 PM,06:14 AM,08:15 PM,9,11,12,11,15,45,79,0.0,1017,12,10,105,13
2020-04-18 15:00:00,12,6,0.0,10.5,2,3,15,05:13 AM,03:17 PM,06:14 AM,08:15 PM,9,11,12,11,16,89,81,0.1,1016,12,10,103,13
2020-04-18 18:00:00,12,6,0.0,10.5,2,4,15,05:13 AM,03:17 PM,06:14 AM,08:15 PM,8,9,10,9,16,31,88,0.0,1017,10,10,85,10
2020-04-18 21:00:00,12,6,0.0,10.5,2,1,15,05:13 AM,03:17 PM,06:14 AM,08:15 PM,9,8,10,8,15,45,96,0.0,1018,10,2,67,10
2020-04-19 00:00:00,13,9,0.0,10.5,3,1,8,05:32 AM,04:23 PM,06:12 AM,08:17 PM,10,9,10,9,17,76,96,0.0,1019,10,2,77,12
2020-04-19 03:00:00,13,9,0.0,10.5,3,1,8,05:32 AM,04:23 PM,06:12 AM,08:17 PM,10,8,10,8,18,82,96,0.0,1018,10,10,79,15
2020-04-19 06:00:00,13,9,0.0,10.5,3,2,8,05:32 AM,04:23 PM,06:12 AM,08:17 PM,8,7,9,7,21,81,96,0.0,1019,9,10,81,15
2020-04-19 09:00:00,13,9,0.0,10.5,3,2,8,05:32 AM,04:23 PM,06:12 AM,08:17 PM,7,6,9,6,32,88,87,0.0,1019,9,10,80,23
2020-04-19 12:00:00,13,9,0.0,10.5,3,4,8,05:32 AM,04:23 PM,06:12 AM,08:17 PM,9,10,12,10,26,29,78,0.0,1020,12,10,82,23
2020-04-19 15:00:00,13,9,0.0,10.5,3,4,8,05:32 AM,04:23 PM,06:12 AM,08:17 PM,9,11,13,11,26,21,76,0.0,1017,13,10,84,21
2020-04-19 18:00:00,13,9,0.0,10.5,3,4,8,05:32 AM,04:23 PM,06:12 AM,08:17 PM,9,10,12,10,24,25,84,0.0,1018,12,10,74,14
2020-04-19 21:00:00,13,9,0.0,10.5,3,1,8,05:32 AM,04:23 PM,06:12 AM,08:17 PM,8,7,10,7,32,45,92,0.0,1018,10,10,67,18
2020-04-20 00:00:00,13,5,0.0,11.6,4,1,0,05:50 AM,05:29 PM,06:10 AM,08:18 PM,7,7,9,7,24,52,85,0.0,1018,9,10,62,18
2020-04-20 03:00:00,13,5,0.0,11.6,4,1,0,05:50 AM,05:29 PM,06:10 AM,08:18 PM,4,4,7,4,20,71,84,0.0,1017,7,10,58,16
2020-04-20 06:00:00,13,5,0.0,11.6,4,3,0,05:50 AM,05:29 PM,06:10 AM,08:18 PM,3,2,5,2,25,13,86,0.0,1016,5,10,56,17
2020-04-20 09:00:00,13,5,0.0,11.6,4,3,0,05:50 AM,05:29 PM,06:10 AM,08:18 PM,5,5,8,5,30,5,79,0.0,1015,8,10,61,23
2020-04-20 12:00:00,13,5,0.0,11.6,4,4,0,05:50 AM,05:29 PM,06:10 AM,08:18 PM,8,10,13,10,39,24,73,0.0,1015,13,10,72,32
2020-04-20 15:00:00,13,5,0.0,11.6,4,4,0,05:50 AM,05:29 PM,06:10 AM,08:18 PM,7,11,13,11,40,22,68,0.0,1013,13,10,67,30
2020-04-20 18:00:00,13,5,0.0,11.6,4,4,0,05:50 AM,05:29 PM,06:10 AM,08:18 PM,8,9,11,9,44,43,81,0.0,1013,11,10,69,25
2020-04-20 21:00:00,13,5,0.0,11.6,4,1,0,05:50 AM,05:29 PM,06:10 AM,08:18 PM,5,5,9,5,53,8,74,0.0,1014,9,10,63,31
