date_time,Ashburton_maxtempC,Ashburton_mintempC,Ashburton_totalSnow_cm,Ashburton_sunHour,Ashburton_uvIndex,Ashburton_uvIndex,Ashburton_moon_illumination,Ashburton_moonrise,Ashburton_moonset,Ashburton_sunrise,Ashburton_sunset,Ashburton_DewPointC,Ashburton_FeelsLikeC,Ashburton_HeatIndexC,Ashburton_WindChillC,Ashburton_WindGustKmph,Ashburton_cloudcover,Ashburton_humidity,Ashburton_precipMM,Ashburton_pressure,Ashburton_tempC,Ashburton_visibility,Ashburton_winddirDegree,Ashburton_windspeedKmph
2019-12-04 00:00:00,7,1,0.0,8.6,2,1,48,02:27 PM,12:05 AM,08:57 AM,05:13 PM,4,4,5,4,9,0,91,0.0,1022,5,10,142,6
2019-12-04 03:00:00,7,1,0.0,8.6,2,1,48,02:27 PM,12:05 AM,08:57 AM,05:13 PM,3,3,4,3,13,29,91,0.0,1019,4,10,137,7
2019-12-04 06:00:00,7,1,0.0,8.6,2,2,48,02:27 PM,12:05 AM,08:57 AM,05:13 PM,3,4,4,4,5,50,91,0.0,1019,4,10,122,3
2019-12-04 09:00:00,7,1,0.0,8.6,2,2,48,02:27 PM,12:05 AM,08:57 AM,05:13 PM,3,5,5,5,3,33,89,0.0,1019,5,10,83,2
2019-12-04 12:00:00,7,1,0.0,8.6,2,3,48,02:27 PM,12:05 AM,08:57 AM,05:13 PM,3,7,7,7,1,7,76,0.0,1019,7,10,105,1
2019-12-04 15:00:00,7,1,0.0,8.6,2,3,48,02:27 PM,12:05 AM,08:57 AM,05:13 PM,3,6,6,6,3,24,84,0.0,1019,6,10,283,2
2019-12-04 18:00:00,7,1,0.0,8.6,2,2,48,02:27 PM,12:05 AM,08:57 AM,05:13 PM,2,2,4,2,10,16,92,0.0,1021,4,10,324,5
2019-12-04 21:00:00,7,1,0.0,8.6,2,1,48,02:27 PM,12:05 AM,08:57 AM,05:13 PM,3,1,3,1,4,4,92,0.0,1022,1,10,288,3
2019-12-05 00:00:00,7,-0,0.0,6.9,3,1,55,02:45 PM,01:11 AM,08:59 AM,05:12 PM,4,4,5,4,8,23,91,0.0,1023,5,10,273,5
2019-12-05 03:00:00,7,-0,0.0,6.9,3,1,55,02:45 PM,01:11 AM,08:59 AM,05:12 PM,4,3,5,3,13,60,94,0.0,1021,5,10,238,7
2019-12-05 06:00:00,7,-0,0.0,6.9,3,2,55,02:45 PM,01:11 AM,08:59 AM,05:12 PM,5,5,6,5,10,25,96,0.0,1022,6,2,273,6
2019-12-05 09:00:00,7,-0,0.0,6.9,3,2,55,02:45 PM,01:11 AM,08:59 AM,05:12 PM,3,2,4,2,15,15,94,0.0,1022,4,10,233,7
2019-12-05 12:00:00,7,-0,0.0,6.9,3,3,55,02:45 PM,01:11 AM,08:59 AM,05:12 PM,3,3,6,3,39,14,79,0.0,1022,6,10,244,23
2019-12-05 15:00:00,7,-0,0.0,6.9,3,2,55,02:45 PM,01:11 AM,08:59 AM,05:12 PM,3,2,7,2,50,73,80,0.0,1019,7,10,241,28
2019-12-05 18:00:00,7,-0,0.0,6.9,3,1,55,02:45 PM,01:11 AM,08:59 AM,05:12 PM,5,4,8,4,51,100,85,0.0,1018,4,10,239,30
2019-12-05 21:00:00,7,-0,0.0,6.9,3,1,55,02:45 PM,01:11 AM,08:59 AM,05:12 PM,7,-0,2,-0,57,100,94,0.0,1016,-0,10,245,32
2019-12-06 00:00:00,11,6,0.0,3.0,2,1,62,03:03 PM,02:16 AM,09:00 AM,05:12 PM,9,5,9,5,56,100,97,0.0,1014,9,10,242,33
2019-12-06 03:00:00,11,6,0.0,3.0,2,1,62,03:03 PM,02:16 AM,09:00 AM,05:12 PM,9,6,10,6,54,100,97,0.4,1010,10,2,233,32
2019-12-06 06:00:00,11,6,0.0,3.0,2,3,62,03:03 PM,02:16 AM,09:00 AM,05:12 PM,10,7,10,7,60,100,97,2.6,1009,10,7,241,35
2019-12-06 09:00:00,11,6,0.0,3.0,2,3,62,03:03 PM,02:16 AM,09:00 AM,05:12 PM,10,7,10,7,55,100,96,0.9,1008,10,9,255,32
2019-12-06 12:00:00,11,6,0.0,3.0,2,3,62,03:03 PM,02:16 AM,09:00 AM,05:12 PM,8,7,11,7,59,95,86,0.9,1007,11,9,257,36
2019-12-06 15:00:00,11,6,0.0,3.0,2,2,62,03:03 PM,02:16 AM,09:00 AM,05:12 PM,5,4,9,4,62,88,80,0.5,1007,9,9,279,36
2019-12-06 18:00:00,11,6,0.0,3.0,2,3,62,03:03 PM,02:16 AM,09:00 AM,05:12 PM,5,3,7,3,50,45,90,0.0,1010,7,10,280,26
2019-12-06 21:00:00,11,6,0.0,3.0,2,1,62,03:03 PM,02:16 AM,09:00 AM,05:12 PM,5,3,6,3,33,71,94,0.1,1012,6,10,271,17
2019-12-07 00:00:00,8,5,0.0,3.9,3,1,70,03:21 PM,03:22 AM,09:01 AM,05:12 PM,5,2,6,2,30,53,94,0.0,1014,6,10,276,15
2019-12-07 03:00:00,8,5,0.0,3.9,3,1,70,03:21 PM,03:22 AM,09:01 AM,05:12 PM,4,2,5,2,26,32,95,0.0,1014,5,10,271,13
2019-12-07 06:00:00,8,5,0.0,3.9,3,1,70,03:21 PM,03:22 AM,09:01 AM,05:12 PM,4,2,5,2,21,36,96,0.0,1015,5,2,266,10
2019-12-07 09:00:00,8,5,0.0,3.9,3,2,70,03:21 PM,03:22 AM,09:01 AM,05:12 PM,5,4,5,4,14,50,96,0.0,1015,5,2,246,7
2019-12-07 12:00:00,8,5,0.0,3.9,3,3,70,03:21 PM,03:22 AM,09:01 AM,05:12 PM,6,5,8,5,30,47,87,0.0,1015,8,10,237,19
2019-12-07 15:00:00,8,5,0.0,3.9,3,2,70,03:21 PM,03:22 AM,09:01 AM,05:12 PM,7,5,8,5,30,68,91,0.0,1014,8,10,234,18
2019-12-07 18:00:00,8,5,0.0,3.9,3,2,70,03:21 PM,03:22 AM,09:01 AM,05:12 PM,7,4,8,4,33,74,96,0.0,1012,8,10,220,18
2019-12-07 21:00:00,8,5,0.0,3.9,3,1,70,03:21 PM,03:22 AM,09:01 AM,05:12 PM,8,6,9,6,51,100,95,0.0,1009,6,10,215,33
2019-12-08 00:00:00,7,3,0.0,2.0,2,1,77,03:39 PM,04:28 AM,09:02 AM,05:11 PM,10,7,11,7,73,100,98,1.3,1005,11,9,224,43
2019-12-08 03:00:00,7,3,0.0,2.0,2,1,77,03:39 PM,04:28 AM,09:02 AM,05:11 PM,8,6,10,6,64,59,88,3.6,1003,10,8,273,38
2019-12-08 06:00:00,7,3,0.0,2.0,2,2,77,03:39 PM,04:28 AM,09:02 AM,05:11 PM,4,2,7,2,62,88,82,3.1,1005,7,8,271,35
2019-12-08 09:00:00,7,3,0.0,2.0,2,2,77,03:39 PM,04:28 AM,09:02 AM,05:11 PM,3,1,6,1,58,88,80,0.1,1006,6,10,261,31
2019-12-08 12:00:00,7,3,0.0,2.0,2,2,77,03:39 PM,04:28 AM,09:02 AM,05:11 PM,4,0,6,0,64,100,87,0.5,1005,6,2,263,39
2019-12-08 15:00:00,7,3,0.0,2.0,2,2,77,03:39 PM,04:28 AM,09:02 AM,05:11 PM,2,0,5,0,62,71,80,1.3,1003,5,9,264,36
2019-12-08 18:00:00,7,3,0.0,2.0,2,2,77,03:39 PM,04:28 AM,09:02 AM,05:11 PM,2,-1,5,-1,72,100,80,0.8,1001,5,9,260,41
2019-12-08 21:00:00,7,3,0.0,2.0,2,1,77,03:39 PM,04:28 AM,09:02 AM,05:11 PM,4,3,6,3,96,100,83,2.0,997,3,6,270,56
2019-12-09 00:00:00,7,1,0.0,5.8,2,1,84,04:00 PM,05:37 AM,09:03 AM,05:11 PM,2,0,6,0,84,100,76,0.0,999,6,10,287,48
2019-12-09 03:00:00,7,1,0.0,5.8,2,1,84,04:00 PM,05:37 AM,09:03 AM,05:11 PM,3,1,7,1,94,100,78,0.6,1000,7,10,299,54
2019-12-09 06:00:00,7,1,0.0,5.8,2,3,84,04:00 PM,05:37 AM,09:03 AM,05:11 PM,2,1,7,1,78,33,75,0.0,1008,7,10,315,44
2019-12-09 09:00:00,7,1,0.0,5.8,2,3,84,04:00 PM,05:37 AM,09:03 AM,05:11 PM,2,1,6,1,53,7,77,0.0,1014,6,10,316,30
2019-12-09 12:00:00,7,1,0.0,5.8,2,3,84,04:00 PM,05:37 AM,09:03 AM,05:11 PM,2,2,6,2,55,5,71,0.0,1020,6,10,324,34
2019-12-09 15:00:00,7,1,0.0,5.8,2,3,84,04:00 PM,05:37 AM,09:03 AM,05:11 PM,2,2,6,2,29,6,77,0.0,1022,6,10,317,17
2019-12-09 18:00:00,7,1,0.0,5.8,2,3,84,04:00 PM,05:37 AM,09:03 AM,05:11 PM,3,4,5,4,9,11,85,0.0,1025,5,10,302,6
2019-12-09 21:00:00,7,1,0.0,5.8,2,1,84,04:00 PM,05:37 AM,09:03 AM,05:11 PM,3,1,3,1,6,3,83,0.0,1026,1,10,202,5
2019-12-10 00:00:00,11,5,0.0,2.0,3,1,92,04:25 PM,06:47 AM,09:04 AM,05:11 PM,2,2,5,2,20,8,82,0.0,1025,5,10,185,11
2019-12-10 03:00:00,11,5,0.0,2.0,3,1,92,04:25 PM,06:47 AM,09:04 AM,05:11 PM,5,3,7,3,45,67,88,0.0,1021,7,10,200,27
2019-12-10 06:00:00,11,5,0.0,2.0,3,2,92,04:25 PM,06:47 AM,09:04 AM,05:11 PM,6,3,8,3,61,100,90,0.1,1017,8,10,201,37
2019-12-10 09:00:00,11,5,0.0,2.0,3,2,92,04:25 PM,06:47 AM,09:04 AM,05:11 PM,9,5,9,5,69,100,97,4.6,1013,9,7,202,42
2019-12-10 12:00:00,11,5,0.0,2.0,3,3,92,04:25 PM,06:47 AM,09:04 AM,05:11 PM,10,7,11,7,82,100,96,4.2,1009,11,7,214,49
2019-12-10 15:00:00,11,5,0.0,2.0,3,3,92,04:25 PM,06:47 AM,09:04 AM,05:11 PM,10,7,11,7,90,100,95,0.4,1003,11,2,219,53
2019-12-10 18:00:00,11,5,0.0,2.0,3,2,92,04:25 PM,06:47 AM,09:04 AM,05:11 PM,4,8,11,8,62,100,89,0.0,1006,8,10,288,39
2019-12-10 21:00:00,11,5,0.0,2.0,3,1,92,04:25 PM,06:47 AM,09:04 AM,05:11 PM,2,1,5,1,42,84,79,0.5,1009,5,10,271,23
2019-12-11 00:00:00,5,1,0.2,2.0,2,1,99,04:56 PM,07:59 AM,09:06 AM,05:11 PM,2,1,5,1,32,28,85,0.0,1011,5,10,261,18
2019-12-11 03:00:00,5,1,0.2,2.0,2,1,99,04:56 PM,07:59 AM,09:06 AM,05:11 PM,3,1,5,1,28,8,88,0.0,1009,5,10,251,15
2019-12-11 06:00:00,5,1,0.2,2.0,2,2,99,04:56 PM,07:59 AM,09:06 AM,05:11 PM,3,2,5,2,27,53,89,0.0,1007,5,10,237,16
2019-12-11 09:00:00,5,1,0.2,2.0,2,1,99,04:56 PM,07:59 AM,09:06 AM,05:11 PM,3,1,5,1,35,89,85,0.1,1004,5,10,227,20
2019-12-11 12:00:00,5,1,0.2,2.0,2,2,99,04:56 PM,07:59 AM,09:06 AM,05:11 PM,2,-1,4,-1,48,62,84,0.0,1003,4,10,269,30
2019-12-11 15:00:00,5,1,0.2,2.0,2,1,99,04:56 PM,07:59 AM,09:06 AM,05:11 PM,0,-1,4,-1,45,72,77,0.2,1003,4,7,287,26
2019-12-11 18:00:00,5,1,0.2,2.0,2,1,99,04:56 PM,07:59 AM,09:06 AM,05:11 PM,0,-1,3,-1,30,74,83,0.1,1005,3,9,281,16
2019-12-11 21:00:00,5,1,0.2,2.0,2,1,99,04:56 PM,07:59 AM,09:06 AM,05:11 PM,1,1,3,1,28,73,86,0.1,1007,1,9,278,16
2019-12-12 00:00:00,8,2,0.2,2.0,2,1,100,05:36 PM,09:10 AM,09:07 AM,05:11 PM,0,-1,2,-1,25,51,87,0.2,1006,2,7,258,13
2019-12-12 03:00:00,8,2,0.2,2.0,2,1,100,05:36 PM,09:10 AM,09:07 AM,05:11 PM,4,1,5,1,30,100,93,0.2,999,5,2,207,18
2019-12-12 06:00:00,8,2,0.2,2.0,2,2,100,05:36 PM,09:10 AM,09:07 AM,05:11 PM,7,3,7,3,53,100,96,6.2,994,7,7,224,31
2019-12-12 09:00:00,8,2,0.2,2.0,2,2,100,05:36 PM,09:10 AM,09:07 AM,05:11 PM,8,4,8,4,56,100,95,6.7,988,8,7,235,33
2019-12-12 12:00:00,8,2,0.2,2.0,2,2,100,05:36 PM,09:10 AM,09:07 AM,05:11 PM,8,5,8,5,25,100,98,9.4,985,8,5,262,15
2019-12-12 15:00:00,8,2,0.2,2.0,2,2,100,05:36 PM,09:10 AM,09:07 AM,05:11 PM,6,3,8,3,52,89,88,0.6,984,8,2,279,31
2019-12-12 18:00:00,8,2,0.2,2.0,2,2,100,05:36 PM,09:10 AM,09:07 AM,05:11 PM,7,3,7,3,35,100,97,2.1,982,7,9,242,22
2019-12-12 21:00:00,8,2,0.2,2.0,2,1,100,05:36 PM,09:10 AM,09:07 AM,05:11 PM,3,0,6,0,74,100,81,0.9,980,6,9,274,42
2019-12-13 00:00:00,5,1,0.0,3.9,1,1,87,06:26 PM,10:15 AM,09:07 AM,05:11 PM,1,-2,4,-2,80,95,78,0.0,981,4,10,290,45
2019-12-13 03:00:00,5,1,0.0,3.9,1,1,87,06:26 PM,10:15 AM,09:07 AM,05:11 PM,-0,-4,3,-4,70,83,79,0.3,982,3,0,292,40
2019-12-13 06:00:00,5,1,0.0,3.9,1,1,87,06:26 PM,10:15 AM,09:07 AM,05:11 PM,-1,-3,3,-3,72,75,76,0.0,985,3,10,293,41
2019-12-13 09:00:00,5,1,0.0,3.9,1,1,87,06:26 PM,10:15 AM,09:07 AM,05:11 PM,0,-2,4,-2,64,57,76,0.4,987,4,10,288,36
2019-12-13 12:00:00,5,1,0.0,3.9,1,3,87,06:26 PM,10:15 AM,09:07 AM,05:11 PM,1,-0,5,-0,60,58,72,0.0,989,5,10,285,37
2019-12-13 15:00:00,5,1,0.0,3.9,1,2,87,06:26 PM,10:15 AM,09:07 AM,05:11 PM,2,0,5,0,47,94,77,0.1,989,5,10,269,28
2019-12-13 18:00:00,5,1,0.0,3.9,1,2,87,06:26 PM,10:15 AM,09:07 AM,05:11 PM,4,1,5,1,32,100,96,0.0,986,5,10,241,19
2019-12-13 21:00:00,5,1,0.0,3.9,1,1,87,06:26 PM,10:15 AM,09:07 AM,05:11 PM,6,1,4,1,79,100,83,1.9,983,1,9,265,46
2019-12-14 00:00:00,5,1,0.0,3.9,1,1,79,07:29 PM,11:13 AM,09:08 AM,05:11 PM,2,0,6,0,79,60,76,1.8,988,6,9,285,45
2019-12-14 03:00:00,5,1,0.0,3.9,1,1,79,07:29 PM,11:13 AM,09:08 AM,05:11 PM,0,-1,4,-1,58,81,76,0.0,990,4,10,271,31
2019-12-14 06:00:00,5,1,0.0,3.9,1,1,79,07:29 PM,11:13 AM,09:08 AM,05:11 PM,3,0,5,0,39,86,92,0.0,991,5,10,261,26
2019-12-14 09:00:00,5,1,0.0,3.9,1,1,79,07:29 PM,11:13 AM,09:08 AM,05:11 PM,1,-2,4,-2,59,100,82,0.6,994,4,9,269,33
2019-12-14 12:00:00,5,1,0.0,3.9,1,1,79,07:29 PM,11:13 AM,09:08 AM,05:11 PM,0,0,5,0,44,73,71,0.1,995,5,10,260,27
2019-12-14 15:00:00,5,1,0.0,3.9,1,3,79,07:29 PM,11:13 AM,09:08 AM,05:11 PM,2,1,5,1,37,44,76,0.0,993,5,10,218,23
2019-12-14 18:00:00,5,1,0.0,3.9,1,1,79,07:29 PM,11:13 AM,09:08 AM,05:11 PM,4,3,6,3,57,66,83,0.0,988,3,10,228,32
2019-12-14 21:00:00,5,1,0.0,3.9,1,1,79,07:29 PM,11:13 AM,09:08 AM,05:11 PM,2,1,4,1,60,83,80,0.9,989,1,9,252,35
2019-12-15 00:00:00,6,-1,0.0,2.0,1,1,72,08:40 PM,12:01 PM,09:09 AM,05:11 PM,-1,-3,4,-3,64,70,72,0.0,990,4,10,251,37
2019-12-15 03:00:00,6,-1,0.0,2.0,1,1,72,08:40 PM,12:01 PM,09:09 AM,05:11 PM,-0,-2,3,-2,54,21,77,0.0,993,3,10,251,30
2019-12-15 06:00:00,6,-1,0.0,2.0,1,2,72,08:40 PM,12:01 PM,09:09 AM,05:11 PM,4,2,6,2,34,100,85,0.8,994,6,9,236,27
2019-12-15 09:00:00,6,-1,0.0,2.0,1,2,72,08:40 PM,12:01 PM,09:09 AM,05:11 PM,2,-0,5,-0,54,85,78,1.0,994,5,10,223,32
2019-12-15 12:00:00,6,-1,0.0,2.0,1,2,72,08:40 PM,12:01 PM,09:09 AM,05:11 PM,1,-0,5,-0,63,91,74,0.0,995,5,10,233,39
2019-12-15 15:00:00,6,-1,0.0,2.0,1,2,72,08:40 PM,12:01 PM,09:09 AM,05:11 PM,1,-0,5,-0,59,66,77,1.0,995,5,10,229,34
2019-12-15 18:00:00,6,-1,0.0,2.0,1,1,72,08:40 PM,12:01 PM,09:09 AM,05:11 PM,3,1,5,1,40,100,80,0.0,995,1,9,219,30
2019-12-15 21:00:00,6,-1,0.0,2.0,1,1,72,08:40 PM,12:01 PM,09:09 AM,05:11 PM,3,-1,2,-1,48,71,80,1.9,996,-1,10,221,33
2019-12-16 00:00:00,7,5,0.0,2.0,2,1,65,09:58 PM,12:39 PM,09:10 AM,05:11 PM,2,2,6,2,40,56,79,2.3,996,6,10,222,25
2019-12-16 03:00:00,7,5,0.0,2.0,2,1,65,09:58 PM,12:39 PM,09:10 AM,05:11 PM,3,2,5,2,26,38,85,0.0,998,5,10,237,15
2019-12-16 06:00:00,7,5,0.0,2.0,2,2,65,09:58 PM,12:39 PM,09:10 AM,05:11 PM,2,1,4,1,23,39,87,0.0,999,4,10,229,11
2019-12-16 09:00:00,7,5,0.0,2.0,2,1,65,09:58 PM,12:39 PM,09:10 AM,05:11 PM,3,3,5,3,13,77,88,0.0,999,5,10,208,6
2019-12-16 12:00:00,7,5,0.0,2.0,2,2,65,09:58 PM,12:39 PM,09:10 AM,05:11 PM,4,5,7,5,18,100,81,0.1,999,7,10,193,11
2019-12-16 15:00:00,7,5,0.0,2.0,2,2,65,09:58 PM,12:39 PM,09:10 AM,05:11 PM,5,6,7,6,10,100,87,0.3,998,7,10,200,7
2019-12-16 18:00:00,7,5,0.0,2.0,2,2,65,09:58 PM,12:39 PM,09:10 AM,05:11 PM,5,7,7,7,3,100,91,0.3,997,7,10,113,2
2019-12-16 21:00:00,7,5,0.0,2.0,2,1,65,09:58 PM,12:39 PM,09:10 AM,05:11 PM,5,6,6,6,1,100,89,0.0,998,6,10,17,1
2019-12-17 00:00:00,7,5,0.0,5.8,2,1,58,11:18 PM,01:10 PM,09:11 AM,05:11 PM,4,6,7,6,6,100,86,0.0,997,7,10,5,4
2019-12-17 03:00:00,7,5,0.0,5.8,2,1,58,11:18 PM,01:10 PM,09:11 AM,05:11 PM,5,5,6,5,8,91,91,0.0,998,6,10,10,5
2019-12-17 06:00:00,7,5,0.0,5.8,2,2,58,11:18 PM,01:10 PM,09:11 AM,05:11 PM,4,6,6,6,3,76,91,0.0,998,6,10,24,2
2019-12-17 09:00:00,7,5,0.0,5.8,2,3,58,11:18 PM,01:10 PM,09:11 AM,05:11 PM,4,5,5,5,3,51,91,0.0,1000,5,10,272,2
2019-12-17 12:00:00,7,5,0.0,5.8,2,3,58,11:18 PM,01:10 PM,09:11 AM,05:11 PM,3,6,6,6,4,9,82,0.0,1002,6,10,258,3
2019-12-17 15:00:00,7,5,0.0,5.8,2,3,58,11:18 PM,01:10 PM,09:11 AM,05:11 PM,4,6,7,6,5,6,85,0.0,1002,7,10,220,4
2019-12-17 18:00:00,7,5,0.0,5.8,2,3,58,11:18 PM,01:10 PM,09:11 AM,05:11 PM,4,5,6,5,6,6,90,0.0,1004,6,10,184,4
2019-12-17 21:00:00,7,5,0.0,5.8,2,1,58,11:18 PM,01:10 PM,09:11 AM,05:11 PM,4,4,5,4,13,20,90,0.0,1005,5,10,159,8
2019-12-18 00:00:00,8,2,0.0,2.0,2,1,50,No moonrise,01:35 PM,09:12 AM,05:12 PM,4,4,6,4,20,81,90,0.1,1006,6,10,174,12
2019-12-18 03:00:00,8,2,0.0,2.0,2,1,50,No moonrise,01:35 PM,09:12 AM,05:12 PM,5,3,6,3,23,51,90,0.0,1006,6,10,195,15
2019-12-18 06:00:00,8,2,0.0,2.0,2,2,50,No moonrise,01:35 PM,09:12 AM,05:12 PM,5,4,7,4,27,87,87,0.1,1006,7,10,166,18
2019-12-18 09:00:00,8,2,0.0,2.0,2,2,50,No moonrise,01:35 PM,09:12 AM,05:12 PM,6,5,8,5,31,97,88,0.0,1004,8,10,156,23
2019-12-18 12:00:00,8,2,0.0,2.0,2,2,50,No moonrise,01:35 PM,09:12 AM,05:12 PM,5,3,8,3,58,100,84,0.3,1002,8,2,158,36
2019-12-18 15:00:00,8,2,0.0,2.0,2,2,50,No moonrise,01:35 PM,09:12 AM,05:12 PM,7,4,8,4,62,100,93,7.1,998,8,7,161,37
2019-12-18 18:00:00,8,2,0.0,2.0,2,2,50,No moonrise,01:35 PM,09:12 AM,05:12 PM,8,5,9,5,83,100,95,11.5,997,5,5,180,49
2019-12-18 21:00:00,8,2,0.0,2.0,2,1,50,No moonrise,01:35 PM,09:12 AM,05:12 PM,9,2,6,2,71,100,93,1.7,997,2,9,198,45
2019-12-19 00:00:00,11,8,0.0,2.0,2,1,43,12:37 AM,01:58 PM,09:12 AM,05:12 PM,10,8,11,8,36,91,93,0.0,997,11,10,198,26
2019-12-19 03:00:00,11,8,0.0,2.0,2,1,43,12:37 AM,01:58 PM,09:12 AM,05:12 PM,10,8,10,8,31,100,99,7.0,994,10,7,199,21
2019-12-19 06:00:00,11,8,0.0,2.0,2,2,43,12:37 AM,01:58 PM,09:12 AM,05:12 PM,9,7,10,7,39,77,95,3.6,994,10,7,203,25
2019-12-19 09:00:00,11,8,0.0,2.0,2,3,43,12:37 AM,01:58 PM,09:12 AM,05:12 PM,10,8,11,8,27,85,97,0.5,993,11,10,169,22
2019-12-19 12:00:00,11,8,0.0,2.0,2,2,43,12:37 AM,01:58 PM,09:12 AM,05:12 PM,8,5,9,5,58,100,93,2.5,989,9,7,173,35
2019-12-19 15:00:00,11,8,0.0,2.0,2,2,43,12:37 AM,01:58 PM,09:12 AM,05:12 PM,7,5,9,5,52,100,90,2.8,986,9,7,178,32
2019-12-19 18:00:00,11,8,0.0,2.0,2,2,43,12:37 AM,01:58 PM,09:12 AM,05:12 PM,6,3,8,3,77,100,85,0.0,985,8,9,196,47
2019-12-19 21:00:00,11,8,0.0,2.0,2,1,43,12:37 AM,01:58 PM,09:12 AM,05:12 PM,6,3,8,3,48,84,89,0.7,985,8,10,211,29
2019-12-20 00:00:00,7,2,0.0,3.9,2,1,36,01:56 AM,02:19 PM,09:13 AM,05:12 PM,5,3,6,3,26,86,94,0.4,983,6,9,194,13
2019-12-20 03:00:00,7,2,0.0,3.9,2,1,36,01:56 AM,02:19 PM,09:13 AM,05:12 PM,7,4,7,4,27,100,98,3.4,979,7,7,186,16
2019-12-20 06:00:00,7,2,0.0,3.9,2,2,36,01:56 AM,02:19 PM,09:13 AM,05:12 PM,7,5,7,5,17,81,95,6.0,978,7,7,234,12
2019-12-20 09:00:00,7,2,0.0,3.9,2,2,36,01:56 AM,02:19 PM,09:13 AM,05:12 PM,5,2,6,2,28,100,96,0.3,979,6,10,265,18
2019-12-20 12:00:00,7,2,0.0,3.9,2,3,36,01:56 AM,02:19 PM,09:13 AM,05:12 PM,4,3,7,3,32,45,85,0.0,980,7,10,264,20
2019-12-20 15:00:00,7,2,0.0,3.9,2,2,36,01:56 AM,02:19 PM,09:13 AM,05:12 PM,5,4,7,4,26,76,86,0.3,981,7,9,235,15
2019-12-20 18:00:00,7,2,0.0,3.9,2,3,36,01:56 AM,02:19 PM,09:13 AM,05:12 PM,4,3,5,3,20,54,93,0.0,982,5,10,195,9
2019-12-20 21:00:00,7,2,0.0,3.9,2,1,36,01:56 AM,02:19 PM,09:13 AM,05:12 PM,5,2,6,2,26,52,90,0.7,982,2,10,220,15
2019-12-21 00:00:00,8,-0,0.0,2.0,2,1,28,03:15 AM,02:40 PM,09:13 AM,05:13 PM,7,5,8,5,27,54,92,1.4,982,8,10,214,20
2019-12-21 03:00:00,8,-0,0.0,2.0,2,1,28,03:15 AM,02:40 PM,09:13 AM,05:13 PM,7,5,8,5,35,55,89,1.3,980,8,10,232,27
2019-12-21 06:00:00,8,-0,0.0,2.0,2,2,28,03:15 AM,02:40 PM,09:13 AM,05:13 PM,4,1,6,1,45,70,91,0.0,979,6,10,236,25
2019-12-21 09:00:00,8,-0,0.0,2.0,2,2,28,03:15 AM,02:40 PM,09:13 AM,05:13 PM,5,2,6,2,36,77,93,0.1,979,6,10,222,19
2019-12-21 12:00:00,8,-0,0.0,2.0,2,2,28,03:15 AM,02:40 PM,09:13 AM,05:13 PM,6,4,8,4,36,83,87,0.4,976,8,10,196,23
2019-12-21 15:00:00,8,-0,0.0,2.0,2,2,28,03:15 AM,02:40 PM,09:13 AM,05:13 PM,5,2,6,2,34,100,94,3.7,970,6,7,140,25
2019-12-21 18:00:00,8,-0,0.0,2.0,2,1,28,03:15 AM,02:40 PM,09:13 AM,05:13 PM,7,3,6,3,15,100,96,5.3,968,3,7,118,12
2019-12-21 21:00:00,8,-0,0.0,2.0,2,1,28,03:15 AM,02:40 PM,09:13 AM,05:13 PM,6,-0,4,-0,19,100,96,0.8,969,-0,9,319,13
2019-12-22 00:00:00,7,6,0.0,2.0,2,1,21,04:34 AM,03:04 PM,09:14 AM,05:13 PM,6,4,7,4,24,94,93,2.0,974,7,9,319,21
2019-12-22 03:00:00,7,6,0.0,2.0,2,1,21,04:34 AM,03:04 PM,09:14 AM,05:13 PM,4,2,7,2,55,73,85,0.1,981,7,10,293,36
2019-12-22 06:00:00,7,6,0.0,2.0,2,3,21,04:34 AM,03:04 PM,09:14 AM,05:13 PM,4,2,6,2,48,45,85,0.0,984,6,10,276,28
2019-12-22 09:00:00,7,6,0.0,2.0,2,2,21,04:34 AM,03:04 PM,09:14 AM,05:13 PM,5,3,6,3,35,84,90,0.1,987,6,10,258,22
2019-12-22 12:00:00,7,6,0.0,2.0,2,2,21,04:34 AM,03:04 PM,09:14 AM,05:13 PM,4,3,7,3,49,92,81,0.5,988,7,10,264,30
2019-12-22 15:00:00,7,6,0.0,2.0,2,2,21,04:34 AM,03:04 PM,09:14 AM,05:13 PM,4,2,7,2,47,80,85,0.6,989,7,10,254,28
2019-12-22 18:00:00,7,6,0.0,2.0,2,2,21,04:34 AM,03:04 PM,09:14 AM,05:13 PM,4,2,6,2,55,77,87,0.8,993,6,9,277,31
2019-12-22 21:00:00,7,6,0.0,2.0,2,1,21,04:34 AM,03:04 PM,09:14 AM,05:13 PM,4,1,6,1,49,75,90,0.2,997,6,10,266,27
2019-12-23 00:00:00,7,3,0.0,3.9,2,1,14,05:53 AM,03:31 PM,09:14 AM,05:14 PM,4,1,6,1,57,65,87,0.1,1001,6,10,270,31
2019-12-23 03:00:00,7,3,0.0,3.9,2,1,14,05:53 AM,03:31 PM,09:14 AM,05:14 PM,4,1,6,1,62,67,86,0.1,1005,6,10,280,34
2019-12-23 06:00:00,7,3,0.0,3.9,2,3,14,05:53 AM,03:31 PM,09:14 AM,05:14 PM,4,1,6,1,57,54,86,0.0,1008,6,10,268,32
