date_time,Bega_maxtempC,Bega_mintempC,Bega_totalSnow_cm,Bega_sunHour,Bega_uvIndex,Bega_uvIndex,Bega_moon_illumination,Bega_moonrise,Bega_moonset,Bega_sunrise,Bega_sunset,Bega_DewPointC,Bega_FeelsLikeC,Bega_HeatIndexC,Bega_WindChillC,Bega_WindGustKmph,Bega_cloudcover,Bega_humidity,Bega_precipMM,Bega_pressure,Bega_tempC,Bega_visibility,Bega_winddirDegree,Bega_windspeedKmph
2020-02-12 06:00:00,29,14,0.0,11.6,6,5,68,09:33 PM,09:13 AM,06:52 AM,06:10 PM,1,15,15,15,13,3,38,0.0,1019,15,10,61,7
2020-02-12 09:00:00,29,14,0.0,11.6,6,6,68,09:33 PM,09:13 AM,06:52 AM,06:10 PM,5,21,21,21,5,0,35,0.0,1020,21,10,129,4
2020-02-12 12:00:00,29,14,0.0,11.6,6,7,68,09:33 PM,09:13 AM,06:52 AM,06:10 PM,6,26,26,28,6,0,26,0.0,1019,28,10,268,5
2020-02-12 15:00:00,29,14,0.0,11.6,6,7,68,09:33 PM,09:13 AM,06:52 AM,06:10 PM,5,27,27,28,13,0,23,0.0,1016,28,10,338,11
2020-02-12 18:00:00,29,14,0.0,11.6,6,7,68,09:33 PM,09:13 AM,06:52 AM,06:10 PM,6,27,27,27,13,0,28,0.0,1016,27,10,244,8
2020-02-12 21:00:00,29,14,0.0,11.6,6,1,68,09:33 PM,09:13 AM,06:52 AM,06:10 PM,3,27,27,25,14,0,31,0.0,1018,25,10,15,7
2020-02-13 00:00:00,30,17,0.0,11.6,6,1,60,10:35 PM,09:55 AM,06:51 AM,06:11 PM,2,21,24,21,12,0,31,0.0,1017,21,10,20,6
2020-02-13 03:00:00,30,17,0.0,11.6,6,1,60,10:35 PM,09:55 AM,06:51 AM,06:11 PM,1,18,18,18,10,0,32,0.0,1016,18,10,125,5
2020-02-13 06:00:00,30,17,0.0,11.6,6,5,60,10:35 PM,09:55 AM,06:51 AM,06:11 PM,2,19,19,19,6,0,32,0.0,1017,19,10,317,4
2020-02-13 09:00:00,30,17,0.0,11.6,6,6,60,10:35 PM,09:55 AM,06:51 AM,06:11 PM,3,22,22,23,9,0,27,0.0,1019,23,10,288,8
2020-02-13 12:00:00,30,17,0.0,11.6,6,7,60,10:35 PM,09:55 AM,06:51 AM,06:11 PM,2,26,26,28,14,0,18,0.0,1017,28,10,323,12
2020-02-13 15:00:00,30,17,0.0,11.6,6,7,60,10:35 PM,09:55 AM,06:51 AM,06:11 PM,3,28,28,30,15,0,19,0.0,1013,30,10,320,12
2020-02-13 18:00:00,30,17,0.0,11.6,6,7,60,10:35 PM,09:55 AM,06:51 AM,06:11 PM,5,27,27,27,18,0,26,0.0,1014,27,10,329,11
2020-02-13 21:00:00,30,17,0.0,11.6,6,1,60,10:35 PM,09:55 AM,06:51 AM,06:11 PM,4,26,26,24,19,1,31,0.0,1015,24,10,337,9
2020-02-14 00:00:00,30,18,0.0,11.6,6,1,53,11:37 PM,10:35 AM,06:51 AM,06:11 PM,5,22,23,22,13,1,34,0.0,1014,22,10,321,6
2020-02-14 03:00:00,30,18,0.0,11.6,6,1,53,11:37 PM,10:35 AM,06:51 AM,06:11 PM,5,20,20,20,15,0,39,0.0,1013,20,10,317,7
2020-02-14 06:00:00,30,18,0.0,11.6,6,5,53,11:37 PM,10:35 AM,06:51 AM,06:11 PM,5,19,19,19,15,0,41,0.0,1014,19,10,314,8
2020-02-14 09:00:00,30,18,0.0,11.6,6,6,53,11:37 PM,10:35 AM,06:51 AM,06:11 PM,5,22,22,23,10,0,34,0.0,1015,23,10,313,9
2020-02-14 12:00:00,30,18,0.0,11.6,6,7,53,11:37 PM,10:35 AM,06:51 AM,06:11 PM,3,26,26,28,15,0,20,0.0,1014,28,10,325,13
2020-02-14 15:00:00,30,18,0.0,11.6,6,7,53,11:37 PM,10:35 AM,06:51 AM,06:11 PM,4,27,27,29,18,2,20,0.0,1011,29,10,321,14
2020-02-14 18:00:00,30,18,0.0,11.6,6,7,53,11:37 PM,10:35 AM,06:51 AM,06:11 PM,5,26,26,26,22,11,28,0.0,1011,26,10,324,13
2020-02-14 21:00:00,30,18,0.0,11.6,6,1,53,11:37 PM,10:35 AM,06:51 AM,06:11 PM,4,28,28,24,24,21,36,0.0,1013,24,10,337,12
2020-02-15 00:00:00,29,16,0.0,8.7,6,1,45,No moonrise,11:17 AM,06:50 AM,06:12 PM,4,21,24,21,20,25,37,0.0,1013,21,10,351,9
2020-02-15 03:00:00,29,16,0.0,8.7,6,1,45,No moonrise,11:17 AM,06:50 AM,06:12 PM,2,17,17,17,14,46,36,0.0,1013,17,10,236,7
2020-02-15 06:00:00,29,16,0.0,8.7,6,4,45,No moonrise,11:17 AM,06:50 AM,06:12 PM,2,16,16,16,12,74,36,0.0,1014,16,10,4,6
2020-02-15 09:00:00,29,16,0.0,8.7,6,5,45,No moonrise,11:17 AM,06:50 AM,06:12 PM,3,21,20,21,7,81,31,0.0,1016,21,10,109,5
2020-02-15 12:00:00,29,16,0.0,8.7,6,7,45,No moonrise,11:17 AM,06:50 AM,06:12 PM,2,25,25,27,12,77,20,0.0,1014,27,10,316,10
2020-02-15 15:00:00,29,16,0.0,8.7,6,7,45,No moonrise,11:17 AM,06:50 AM,06:12 PM,2,26,26,28,16,24,18,0.0,1012,28,10,317,13
2020-02-15 18:00:00,29,16,0.0,8.7,6,6,45,No moonrise,11:17 AM,06:50 AM,06:12 PM,2,24,24,25,18,7,22,0.0,1013,25,10,328,10
2020-02-15 21:00:00,29,16,0.0,8.7,6,1,45,No moonrise,11:17 AM,06:50 AM,06:12 PM,-1,21,22,21,19,6,22,0.0,1015,21,10,229,9
2020-02-16 00:00:00,31,15,0.0,11.6,6,1,38,12:38 AM,12:01 PM,06:49 AM,06:12 PM,-3,20,20,20,16,7,21,0.0,1014,20,10,20,8
2020-02-16 03:00:00,31,15,0.0,11.6,6,1,38,12:38 AM,12:01 PM,06:49 AM,06:12 PM,-5,17,17,17,17,4,22,0.0,1014,17,10,37,8
2020-02-16 06:00:00,31,15,0.0,11.6,6,5,38,12:38 AM,12:01 PM,06:49 AM,06:12 PM,-4,17,17,17,14,3,23,0.0,1015,17,10,33,8
2020-02-16 09:00:00,31,15,0.0,11.6,6,6,38,12:38 AM,12:01 PM,06:49 AM,06:12 PM,-3,22,22,23,8,1,19,0.0,1017,23,10,47,7
2020-02-16 12:00:00,31,15,0.0,11.6,6,7,38,12:38 AM,12:01 PM,06:49 AM,06:12 PM,-4,27,27,29,10,0,12,0.0,1016,29,10,53,9
2020-02-16 15:00:00,31,15,0.0,11.6,6,8,38,12:38 AM,12:01 PM,06:49 AM,06:12 PM,-3,28,28,31,10,0,11,0.0,1014,31,10,35,8
2020-02-16 18:00:00,31,15,0.0,11.6,6,7,38,12:38 AM,12:01 PM,06:49 AM,06:12 PM,-2,28,28,28,15,0,16,0.0,1014,28,10,37,9
2020-02-16 21:00:00,31,15,0.0,11.6,6,1,38,12:38 AM,12:01 PM,06:49 AM,06:12 PM,-4,29,29,25,22,0,19,0.0,1016,25,10,51,10
2020-02-17 00:00:00,30,16,0.0,11.6,6,1,30,01:38 AM,12:47 PM,06:49 AM,06:13 PM,-3,23,23,22,17,0,23,0.0,1017,22,10,59,8
2020-02-17 03:00:00,30,16,0.0,11.6,6,1,30,01:38 AM,12:47 PM,06:49 AM,06:13 PM,-2,18,18,18,16,0,25,0.0,1016,18,10,51,8
2020-02-17 06:00:00,30,16,0.0,11.6,6,5,30,01:38 AM,12:47 PM,06:49 AM,06:13 PM,-2,18,18,18,13,0,26,0.0,1017,18,10,51,7
2020-02-17 09:00:00,30,16,0.0,11.6,6,6,30,01:38 AM,12:47 PM,06:49 AM,06:13 PM,-2,22,22,23,8,0,20,0.0,1019,23,10,52,7
2020-02-17 12:00:00,30,16,0.0,11.6,6,7,30,01:38 AM,12:47 PM,06:49 AM,06:13 PM,-5,27,27,29,12,0,11,0.0,1018,29,10,34,11
2020-02-17 15:00:00,30,16,0.0,11.6,6,7,30,01:38 AM,12:47 PM,06:49 AM,06:13 PM,-5,28,28,30,12,0,10,0.0,1015,30,10,24,10
2020-02-17 18:00:00,30,16,0.0,11.6,6,7,30,01:38 AM,12:47 PM,06:49 AM,06:13 PM,-3,28,28,28,11,0,14,0.0,1015,28,10,41,8
2020-02-17 21:00:00,30,16,0.0,11.6,6,1,30,01:38 AM,12:47 PM,06:49 AM,06:13 PM,-4,26,26,23,12,0,17,0.0,1017,23,10,51,6
2020-02-18 00:00:00,31,18,0.0,11.6,7,1,22,02:37 AM,01:37 PM,06:48 AM,06:13 PM,-4,20,20,20,10,0,20,0.0,1016,20,10,41,5
2020-02-18 03:00:00,31,18,0.0,11.6,7,1,22,02:37 AM,01:37 PM,06:48 AM,06:13 PM,-4,19,19,19,7,0,22,0.0,1015,19,10,101,3
2020-02-18 06:00:00,31,18,0.0,11.6,7,5,22,02:37 AM,01:37 PM,06:48 AM,06:13 PM,-3,19,19,19,6,0,22,0.0,1016,19,10,169,4
2020-02-18 09:00:00,31,18,0.0,11.6,7,6,22,02:37 AM,01:37 PM,06:48 AM,06:13 PM,-2,24,24,24,5,0,19,0.0,1017,24,10,228,4
2020-02-18 12:00:00,31,18,0.0,11.6,7,8,22,02:37 AM,01:37 PM,06:48 AM,06:13 PM,-3,28,28,30,7,0,12,0.0,1016,30,10,280,6
2020-02-18 15:00:00,31,18,0.0,11.6,7,8,22,02:37 AM,01:37 PM,06:48 AM,06:13 PM,-3,29,29,31,10,0,11,0.0,1013,31,10,311,8
2020-02-18 18:00:00,31,18,0.0,11.6,7,7,22,02:37 AM,01:37 PM,06:48 AM,06:13 PM,-1,29,29,29,10,0,16,0.0,1013,29,10,328,7
2020-02-18 21:00:00,31,18,0.0,11.6,7,1,22,02:37 AM,01:37 PM,06:48 AM,06:13 PM,-2,28,28,25,13,0,19,0.0,1014,25,10,248,6
2020-02-19 00:00:00,31,17,0.0,11.6,7,1,15,03:34 AM,02:29 PM,06:47 AM,06:14 PM,-2,22,22,22,9,0,20,0.0,1014,22,10,82,4
2020-02-19 03:00:00,31,17,0.0,11.6,7,1,15,03:34 AM,02:29 PM,06:47 AM,06:14 PM,-3,20,20,20,8,2,22,0.0,1013,20,10,94,4
2020-02-19 06:00:00,31,17,0.0,11.6,7,5,15,03:34 AM,02:29 PM,06:47 AM,06:14 PM,-4,18,18,18,6,10,22,0.0,1014,18,10,94,4
2020-02-19 09:00:00,31,17,0.0,11.6,7,6,15,03:34 AM,02:29 PM,06:47 AM,06:14 PM,-3,23,23,23,11,23,17,0.0,1015,23,10,166,8
2020-02-19 12:00:00,31,17,0.0,11.6,7,7,15,03:34 AM,02:29 PM,06:47 AM,06:14 PM,-4,27,27,30,13,33,11,0.0,1013,30,10,180,12
2020-02-19 15:00:00,31,17,0.0,11.6,7,8,15,03:34 AM,02:29 PM,06:47 AM,06:14 PM,-4,28,28,30,12,28,11,0.0,1010,30,10,191,10
2020-02-19 18:00:00,31,17,0.0,11.6,7,7,15,03:34 AM,02:29 PM,06:47 AM,06:14 PM,-3,27,27,27,12,26,14,0.0,1011,27,10,165,6
2020-02-19 21:00:00,31,17,0.0,11.6,7,1,15,03:34 AM,02:29 PM,06:47 AM,06:14 PM,-5,26,26,23,19,43,15,0.0,1013,23,10,128,9
2020-02-20 00:00:00,33,18,0.0,11.6,7,1,7,04:26 AM,03:23 PM,06:46 AM,06:14 PM,-6,21,21,21,21,33,16,0.0,1012,21,10,148,10
2020-02-20 03:00:00,33,18,0.0,11.6,7,1,7,04:26 AM,03:23 PM,06:46 AM,06:14 PM,-6,19,19,19,15,56,18,0.0,1011,19,10,170,7
2020-02-20 06:00:00,33,18,0.0,11.6,7,5,7,04:26 AM,03:23 PM,06:46 AM,06:14 PM,-3,19,19,19,12,69,22,0.0,1012,19,10,200,7
2020-02-20 09:00:00,33,18,0.0,11.6,7,6,7,04:26 AM,03:23 PM,06:46 AM,06:14 PM,1,25,25,25,18,6,22,0.0,1014,25,10,196,14
2020-02-20 12:00:00,33,18,0.0,11.6,7,8,7,04:26 AM,03:23 PM,06:46 AM,06:14 PM,3,29,29,32,23,4,17,0.0,1012,32,10,210,21
2020-02-20 15:00:00,33,18,0.0,11.6,7,8,7,04:26 AM,03:23 PM,06:46 AM,06:14 PM,4,30,30,32,21,5,17,0.0,1009,32,10,219,17
2020-02-20 18:00:00,33,18,0.0,11.6,7,7,7,04:26 AM,03:23 PM,06:46 AM,06:14 PM,5,27,27,29,20,5,22,0.0,1009,29,10,213,12
2020-02-20 21:00:00,33,18,0.0,11.6,7,1,7,04:26 AM,03:23 PM,06:46 AM,06:14 PM,4,25,25,25,23,7,26,0.0,1011,25,10,209,11
2020-02-21 00:00:00,33,19,0.0,11.6,7,1,0,05:16 AM,04:18 PM,06:46 AM,06:15 PM,5,24,24,23,21,8,31,0.0,1011,23,10,221,10
2020-02-21 03:00:00,33,19,0.0,11.6,7,1,0,05:16 AM,04:18 PM,06:46 AM,06:15 PM,4,21,22,21,24,5,35,0.0,1011,21,10,228,12
2020-02-21 06:00:00,33,19,0.0,11.6,7,6,0,05:16 AM,04:18 PM,06:46 AM,06:15 PM,6,20,21,20,20,7,38,0.0,1013,20,10,247,11
2020-02-21 09:00:00,33,19,0.0,11.6,7,7,0,05:16 AM,04:18 PM,06:46 AM,06:15 PM,7,26,26,25,19,7,34,0.0,1016,25,10,240,15
2020-02-21 12:00:00,33,19,0.0,11.6,7,8,0,05:16 AM,04:18 PM,06:46 AM,06:15 PM,2,29,29,31,23,2,16,0.0,1014,31,10,240,20
2020-02-21 15:00:00,33,19,0.0,11.6,7,8,0,05:16 AM,04:18 PM,06:46 AM,06:15 PM,1,30,30,32,24,2,14,0.0,1012,32,10,253,20
2020-02-21 18:00:00,33,19,0.0,11.6,7,7,0,05:16 AM,04:18 PM,06:46 AM,06:15 PM,2,28,28,29,24,5,20,0.0,1014,29,10,299,14
2020-02-21 21:00:00,33,19,0.0,11.6,7,1,0,05:16 AM,04:18 PM,06:46 AM,06:15 PM,3,29,29,25,27,9,30,0.0,1016,25,10,245,13
2020-02-22 00:00:00,31,17,0.0,11.6,7,1,0,06:00 AM,05:12 PM,06:45 AM,06:16 PM,3,21,24,21,20,13,36,0.0,1016,21,10,29,10
2020-02-22 03:00:00,31,17,0.0,11.6,7,1,0,06:00 AM,05:12 PM,06:45 AM,06:16 PM,6,17,17,17,19,10,48,0.0,1016,17,10,16,9
2020-02-22 06:00:00,31,17,0.0,11.6,7,5,0,06:00 AM,05:12 PM,06:45 AM,06:16 PM,9,18,18,18,15,3,58,0.0,1017,18,10,21,8
2020-02-22 09:00:00,31,17,0.0,11.6,7,6,0,06:00 AM,05:12 PM,06:45 AM,06:16 PM,9,22,22,23,8,2,43,0.0,1020,23,10,25,7
2020-02-22 12:00:00,31,17,0.0,11.6,7,7,0,06:00 AM,05:12 PM,06:45 AM,06:16 PM,5,28,28,29,7,1,21,0.0,1017,29,10,107,6
2020-02-22 15:00:00,31,17,0.0,11.6,7,8,0,06:00 AM,05:12 PM,06:45 AM,06:16 PM,3,28,28,31,12,0,18,0.0,1014,31,10,297,10
2020-02-22 18:00:00,31,17,0.0,11.6,7,7,0,06:00 AM,05:12 PM,06:45 AM,06:16 PM,2,28,28,29,16,0,20,0.0,1015,29,10,330,11
2020-02-22 21:00:00,31,17,0.0,11.6,7,1,0,06:00 AM,05:12 PM,06:45 AM,06:16 PM,3,29,29,26,26,0,32,0.0,1017,26,10,244,12
2020-02-23 00:00:00,30,16,0.0,11.6,6,1,0,06:40 AM,06:05 PM,06:44 AM,06:16 PM,6,24,24,22,25,0,48,0.0,1017,22,10,34,12
2020-02-23 03:00:00,30,16,0.0,11.6,6,1,0,06:40 AM,06:05 PM,06:44 AM,06:16 PM,9,17,17,17,20,0,59,0.0,1016,17,10,48,10
2020-02-23 06:00:00,30,16,0.0,11.6,6,5,0,06:40 AM,06:05 PM,06:44 AM,06:16 PM,10,17,17,17,16,0,63,0.0,1017,17,10,41,10
2020-02-23 09:00:00,30,16,0.0,11.6,6,6,0,06:40 AM,06:05 PM,06:44 AM,06:16 PM,10,22,22,22,11,0,49,0.0,1018,22,10,60,9
2020-02-23 12:00:00,30,16,0.0,11.6,6,7,0,06:40 AM,06:05 PM,06:44 AM,06:16 PM,8,28,28,29,9,6,27,0.0,1016,29,10,136,8
2020-02-23 15:00:00,30,16,0.0,11.6,6,7,0,06:40 AM,06:05 PM,06:44 AM,06:16 PM,5,28,28,30,14,15,21,0.0,1012,30,10,287,12
2020-02-23 18:00:00,30,16,0.0,11.6,6,7,0,06:40 AM,06:05 PM,06:44 AM,06:16 PM,5,28,28,28,20,6,26,0.0,1012,28,10,215,12
2020-02-23 21:00:00,30,16,0.0,11.6,6,1,0,06:40 AM,06:05 PM,06:44 AM,06:16 PM,7,27,27,24,29,2,40,0.0,1014,24,10,17,14
2020-02-24 00:00:00,29,16,0.0,11.6,6,1,0,07:17 AM,06:56 PM,06:43 AM,06:17 PM,8,20,22,20,24,3,52,0.0,1014,20,10,37,12
2020-02-24 03:00:00,29,16,0.0,11.6,6,1,0,07:17 AM,06:56 PM,06:43 AM,06:17 PM,9,17,17,17,22,4,62,0.0,1013,17,10,43,11
2020-02-24 06:00:00,29,16,0.0,11.6,6,5,0,07:17 AM,06:56 PM,06:43 AM,06:17 PM,10,17,17,17,20,3,62,0.0,1014,17,10,48,11
2020-02-24 09:00:00,29,16,0.0,11.6,6,6,0,07:17 AM,06:56 PM,06:43 AM,06:17 PM,10,22,22,23,14,3,45,0.0,1015,23,10,57,12
2020-02-24 12:00:00,29,16,0.0,11.6,6,7,0,07:17 AM,06:56 PM,06:43 AM,06:17 PM,7,27,27,28,14,10,27,0.0,1013,28,10,142,12
2020-02-24 15:00:00,29,16,0.0,11.6,6,7,0,07:17 AM,06:56 PM,06:43 AM,06:17 PM,5,27,27,29,15,21,22,0.0,1010,29,10,325,12
2020-02-24 18:00:00,29,16,0.0,11.6,6,7,0,07:17 AM,06:56 PM,06:43 AM,06:17 PM,5,25,25,26,19,18,25,0.0,1010,26,10,235,12
2020-02-24 21:00:00,29,16,0.0,11.6,6,1,0,07:17 AM,06:56 PM,06:43 AM,06:17 PM,4,22,22,22,25,11,30,0.0,1012,22,10,6,13
2020-02-25 00:00:00,28,17,0.0,11.6,6,1,8,07:51 AM,07:47 PM,06:43 AM,06:17 PM,6,20,20,20,23,25,41,0.0,1013,20,10,241,12
2020-02-25 03:00:00,28,17,0.0,11.6,6,1,8,07:51 AM,07:47 PM,06:43 AM,06:17 PM,7,18,18,18,17,17,51,0.0,1012,18,10,25,8
2020-02-25 06:00:00,28,17,0.0,11.6,6,5,8,07:51 AM,07:47 PM,06:43 AM,06:17 PM,9,18,18,18,10,10,56,0.0,1013,18,10,48,5
2020-02-25 09:00:00,28,17,0.0,11.6,6,6,8,07:51 AM,07:47 PM,06:43 AM,06:17 PM,9,22,22,23,8,6,42,0.0,1015,23,10,30,7
2020-02-25 12:00:00,28,17,0.0,11.6,6,7,8,07:51 AM,07:47 PM,06:43 AM,06:17 PM,4,25,25,27,14,8,23,0.0,1014,27,10,121,13
2020-02-25 15:00:00,28,17,0.0,11.6,6,7,8,07:51 AM,07:47 PM,06:43 AM,06:17 PM,1,26,26,28,16,9,18,0.0,1011,28,10,349,13
2020-02-25 18:00:00,28,17,0.0,11.6,6,7,8,07:51 AM,07:47 PM,06:43 AM,06:17 PM,1,26,26,26,19,6,21,0.0,1012,26,10,240,13
2020-02-25 21:00:00,28,17,0.0,11.6,6,1,8,07:51 AM,07:47 PM,06:43 AM,06:17 PM,3,27,27,23,17,9,32,0.0,1014,23,10,39,8
2020-02-26 00:00:00,30,18,0.0,11.6,7,1,15,08:23 AM,08:36 PM,06:42 AM,06:18 PM,6,21,23,21,9,8,42,0.0,1014,21,10,95,4
2020-02-26 03:00:00,30,18,0.0,11.6,7,1,15,08:23 AM,08:36 PM,06:42 AM,06:18 PM,8,19,19,19,6,1,49,0.0,1014,19,10,125,4
2020-02-26 06:00:00,30,18,0.0,11.6,7,5,15,08:23 AM,08:36 PM,06:42 AM,06:18 PM,8,20,20,20,6,2,48,0.0,1014,20,10,67,4
2020-02-26 09:00:00,30,18,0.0,11.6,7,7,15,08:23 AM,08:36 PM,06:42 AM,06:18 PM,7,25,25,25,4,2,33,0.0,1016,25,10,92,4
2020-02-26 12:00:00,30,18,0.0,11.6,7,8,15,08:23 AM,08:36 PM,06:42 AM,06:18 PM,3,28,28,30,6,3,18,0.0,1014,30,10,58,5
2020-02-26 15:00:00,30,18,0.0,11.6,7,7,15,08:23 AM,08:36 PM,06:42 AM,06:18 PM,2,28,28,30,11,6,16,0.0,1011,30,10,20,9
2020-02-26 18:00:00,30,18,0.0,11.6,7,7,15,08:23 AM,08:36 PM,06:42 AM,06:18 PM,3,28,28,29,9,5,20,0.0,1012,29,10,39,6
2020-02-26 21:00:00,30,18,0.0,11.6,7,1,15,08:23 AM,08:36 PM,06:42 AM,06:18 PM,2,29,29,25,8,5,26,0.0,1014,25,10,151,4
2020-02-27 00:00:00,31,18,0.0,11.6,7,1,23,08:55 AM,09:26 PM,06:41 AM,06:18 PM,3,25,25,22,5,4,29,0.0,1014,22,10,254,3
2020-02-27 03:00:00,31,18,0.0,11.6,7,1,23,08:55 AM,09:26 PM,06:41 AM,06:18 PM,3,20,20,20,9,3,32,0.0,1012,20,10,124,4
2020-02-27 06:00:00,31,18,0.0,11.6,7,5,23,08:55 AM,09:26 PM,06:41 AM,06:18 PM,2,19,20,19,13,5,32,0.0,1014,19,10,161,7
2020-02-27 09:00:00,31,18,0.0,11.6,7,6,23,08:55 AM,09:26 PM,06:41 AM,06:18 PM,2,24,24,24,9,8,24,0.0,1016,24,10,198,8
2020-02-27 12:00:00,31,18,0.0,11.6,7,7,23,08:55 AM,09:26 PM,06:41 AM,06:18 PM,2,27,27,29,12,10,17,0.0,1014,29,10,260,10
2020-02-27 15:00:00,31,18,0.0,11.6,7,8,23,08:55 AM,09:26 PM,06:41 AM,06:18 PM,2,29,29,31,10,6,16,0.0,1011,31,10,319,9
2020-02-27 18:00:00,31,18,0.0,11.6,7,7,23,08:55 AM,09:26 PM,06:41 AM,06:18 PM,3,29,29,30,8,6,20,0.0,1011,30,10,235,6
2020-02-27 21:00:00,31,18,0.0,11.6,7,1,23,08:55 AM,09:26 PM,06:41 AM,06:18 PM,3,29,29,26,12,5,26,0.0,1013,26,10,40,6
2020-02-28 00:00:00,34,19,0.0,11.6,7,1,30,09:28 AM,10:15 PM,06:40 AM,06:19 PM,2,24,24,22,19,5,29,0.0,1012,22,10,81,9
2020-02-28 03:00:00,34,19,0.0,11.6,7,1,30,09:28 AM,10:15 PM,06:40 AM,06:19 PM,2,19,19,19,18,6,33,0.0,1011,19,10,127,8
2020-02-28 06:00:00,34,19,0.0,11.6,7,5,30,09:28 AM,10:15 PM,06:40 AM,06:19 PM,4,20,20,20,14,5,34,0.0,1012,20,10,154,8
2020-02-28 09:00:00,34,19,0.0,11.6,7,7,30,09:28 AM,10:15 PM,06:40 AM,06:19 PM,5,25,25,25,12,6,28,0.0,1014,25,10,197,10
2020-02-28 12:00:00,34,19,0.0,11.6,7,8,30,09:28 AM,10:15 PM,06:40 AM,06:19 PM,5,29,29,31,9,8,19,0.0,1012,31,10,162,8
2020-02-28 15:00:00,34,19,0.0,11.6,7,8,30,09:28 AM,10:15 PM,06:40 AM,06:19 PM,6,31,31,33,5,11,18,0.0,1009,33,10,64,5
2020-02-28 18:00:00,34,19,0.0,11.6,7,8,30,09:28 AM,10:15 PM,06:40 AM,06:19 PM,6,30,30,31,13,9,22,0.0,1009,31,10,85,9
2020-02-28 21:00:00,34,19,0.0,11.6,7,1,30,09:28 AM,10:15 PM,06:40 AM,06:19 PM,5,31,31,28,20,9,28,0.0,1011,28,10,87,9
2020-02-29 00:00:00,34,20,0.0,11.6,7,1,38,10:01 AM,11:06 PM,06:39 AM,06:19 PM,5,28,28,24,18,8,33,0.0,1011,24,10,96,9
2020-02-29 03:00:00,34,20,0.0,11.6,7,1,38,10:01 AM,11:06 PM,06:39 AM,06:19 PM,5,21,22,21,18,11,36,0.0,1009,21,10,119,9
2020-02-29 06:00:00,34,20,0.0,11.6,7,6,38,10:01 AM,11:06 PM,06:39 AM,06:19 PM,5,21,21,21,21,28,35,0.0,1010,21,10,154,12
2020-02-29 09:00:00,34,20,0.0,11.6,7,7,38,10:01 AM,11:06 PM,06:39 AM,06:19 PM,5,26,26,26,20,34,26,0.0,1012,26,10,181,16
2020-02-29 12:00:00,34,20,0.0,11.6,7,8,38,10:01 AM,11:06 PM,06:39 AM,06:19 PM,5,30,30,32,19,10,18,0.0,1011,32,10,191,17
2020-02-29 15:00:00,34,20,0.0,11.6,7,8,38,10:01 AM,11:06 PM,06:39 AM,06:19 PM,4,31,31,33,20,11,16,0.0,1008,33,10,216,16
2020-02-29 18:00:00,34,20,0.0,11.6,7,7,38,10:01 AM,11:06 PM,06:39 AM,06:19 PM,6,31,31,31,26,36,30,0.1,1009,31,10,173,18
2020-02-29 21:00:00,34,20,0.0,11.6,7,1,38,10:01 AM,11:06 PM,06:39 AM,06:19 PM,11,33,33,29,31,78,54,0.2,1011,29,10,71,17
2020-03-01 00:00:00,33,19,0.0,11.6,7,1,44,10:37 AM,11:59 PM,06:38 AM,06:20 PM,11,29,29,26,24,56,53,0.2,1011,26,10,107,12
2020-03-01 03:00:00,33,19,0.0,11.6,7,1,44,10:37 AM,11:59 PM,06:38 AM,06:20 PM,10,21,23,21,13,6,50,0.0,1010,21,10,128,7
2020-03-01 06:00:00,33,19,0.0,11.6,7,6,44,10:37 AM,11:59 PM,06:38 AM,06:20 PM,10,21,21,21,17,13,50,0.0,1011,21,10,119,10
2020-03-01 09:00:00,33,19,0.0,11.6,7,6,44,10:37 AM,11:59 PM,06:38 AM,06:20 PM,10,26,26,25,16,23,40,0.0,1013,25,10,114,13
2020-03-01 12:00:00,33,19,0.0,11.6,7,8,44,10:37 AM,11:59 PM,06:38 AM,06:20 PM,8,29,29,31,22,15,25,0.0,1011,31,10,188,19
2020-03-01 15:00:00,33,19,0.0,11.6,7,8,44,10:37 AM,11:59 PM,06:38 AM,06:20 PM,9,30,30,31,31,19,25,0.0,1008,31,10,248,24
2020-03-01 18:00:00,33,19,0.0,11.6,7,6,44,10:37 AM,11:59 PM,06:38 AM,06:20 PM,11,26,26,26,40,35,38,0.1,1009,26,10,248,27
2020-03-01 21:00:00,33,19,0.0,11.6,7,1,44,10:37 AM,11:59 PM,06:38 AM,06:20 PM,11,25,25,22,26,51,50,0.3,1011,22,10,133,13
2020-03-02 00:00:00,33,19,0.0,11.6,7,1,51,11:17 AM,No moonset,06:37 AM,06:20 PM,13,21,23,21,8,4,60,0.0,1011,21,10,127,4
2020-03-02 03:00:00,33,19,0.0,11.6,7,1,51,11:17 AM,No moonset,06:37 AM,06:20 PM,13,20,20,20,9,2,65,0.0,1010,20,10,148,5
2020-03-02 06:00:00,33,19,0.0,11.6,7,6,51,11:17 AM,No moonset,06:37 AM,06:20 PM,13,20,21,20,8,5,65,0.0,1011,20,10,116,5
2020-03-02 09:00:00,33,19,0.0,11.6,7,7,51,11:17 AM,No moonset,06:37 AM,06:20 PM,13,26,26,25,9,7,48,0.0,1013,25,10,192,8
2020-03-02 12:00:00,33,19,0.0,11.6,7,8,51,11:17 AM,No moonset,06:37 AM,06:20 PM,8,29,29,31,11,4,26,0.0,1011,31,10,229,10
2020-03-02 15:00:00,33,19,0.0,11.6,7,8,51,11:17 AM,No moonset,06:37 AM,06:20 PM,4,31,31,33,10,5,16,0.0,1008,33,10,266,9
