date_time,Manjimup_maxtempC,Manjimup_mintempC,Manjimup_totalSnow_cm,Manjimup_sunHour,Manjimup_uvIndex,Manjimup_uvIndex,Manjimup_moon_illumination,Manjimup_moonrise,Manjimup_moonset,Manjimup_sunrise,Manjimup_sunset,Manjimup_DewPointC,Manjimup_FeelsLikeC,Manjimup_HeatIndexC,Manjimup_WindChillC,Manjimup_WindGustKmph,Manjimup_cloudcover,Manjimup_humidity,Manjimup_precipMM,Manjimup_pressure,Manjimup_tempC,Manjimup_visibility,Manjimup_winddirDegree,Manjimup_windspeedKmph
2020-03-29 06:00:00,18,9,0.0,7.4,4,1,32,10:33 AM,09:08 PM,06:25 AM,06:14 PM,9,10,10,10,9,95,90,0.0,1018,10,3,291,5
2020-03-29 09:00:00,18,9,0.0,7.4,4,3,32,10:33 AM,09:08 PM,06:25 AM,06:14 PM,9,15,15,15,10,84,69,0.0,1018,15,10,262,8
2020-03-29 12:00:00,18,9,0.0,7.4,4,4,32,10:33 AM,09:08 PM,06:25 AM,06:14 PM,9,18,18,18,11,83,58,0.1,1018,18,10,255,9
2020-03-29 15:00:00,18,9,0.0,7.4,4,5,32,10:33 AM,09:08 PM,06:25 AM,06:14 PM,9,18,18,18,12,69,56,0.0,1017,18,10,238,10
2020-03-29 18:00:00,18,9,0.0,7.4,4,1,32,10:33 AM,09:08 PM,06:25 AM,06:14 PM,9,17,17,17,11,47,69,0.0,1018,17,7,241,8
2020-03-29 21:00:00,18,9,0.0,7.4,4,1,32,10:33 AM,09:08 PM,06:25 AM,06:14 PM,10,13,14,13,7,47,96,0.0,1019,13,2,276,4
2020-03-30 00:00:00,19,10,0.0,5.9,5,1,40,11:32 AM,09:49 PM,06:26 AM,06:13 PM,9,10,10,10,9,31,94,0.0,1019,10,5,309,4
2020-03-30 03:00:00,19,10,0.0,5.9,5,1,40,11:32 AM,09:49 PM,06:26 AM,06:13 PM,9,10,10,10,10,16,91,0.0,1018,10,10,318,5
2020-03-30 06:00:00,19,10,0.0,5.9,5,1,40,11:32 AM,09:49 PM,06:26 AM,06:13 PM,9,11,11,11,9,42,87,0.0,1019,11,10,320,5
2020-03-30 09:00:00,19,10,0.0,5.9,5,4,40,11:32 AM,09:49 PM,06:26 AM,06:13 PM,10,16,16,16,7,70,70,0.1,1019,16,10,298,5
2020-03-30 12:00:00,19,10,0.0,5.9,5,4,40,11:32 AM,09:49 PM,06:26 AM,06:13 PM,11,19,19,19,7,86,60,0.2,1018,19,10,270,6
2020-03-30 15:00:00,19,10,0.0,5.9,5,4,40,11:32 AM,09:49 PM,06:26 AM,06:13 PM,11,18,18,18,8,87,60,0.1,1017,18,10,268,6
2020-03-30 18:00:00,19,10,0.0,5.9,5,1,40,11:32 AM,09:49 PM,06:26 AM,06:13 PM,10,17,19,17,6,84,68,0.1,1017,17,10,263,5
2020-03-30 21:00:00,19,10,0.0,5.9,5,1,40,11:32 AM,09:49 PM,06:26 AM,06:13 PM,10,14,17,14,6,82,92,0.1,1018,14,7,266,3
2020-03-31 00:00:00,19,10,0.0,8.8,4,1,44,12:30 PM,10:35 PM,06:27 AM,06:11 PM,10,11,11,11,6,100,98,0.0,1018,11,0,302,3
2020-03-31 03:00:00,19,10,0.0,8.8,4,1,44,12:30 PM,10:35 PM,06:27 AM,06:11 PM,10,10,10,10,6,100,98,0.0,1018,10,0,311,3
2020-03-31 06:00:00,19,10,0.0,8.8,4,1,44,12:30 PM,10:35 PM,06:27 AM,06:11 PM,11,11,11,11,5,98,96,0.1,1018,11,1,314,3
2020-03-31 09:00:00,19,10,0.0,8.8,4,4,44,12:30 PM,10:35 PM,06:27 AM,06:11 PM,12,15,15,15,3,94,85,0.4,1018,15,5,316,2
2020-03-31 12:00:00,19,10,0.0,8.8,4,4,44,12:30 PM,10:35 PM,06:27 AM,06:11 PM,14,19,19,19,4,86,72,1.0,1017,19,10,250,3
2020-03-31 15:00:00,19,10,0.0,8.8,4,4,44,12:30 PM,10:35 PM,06:27 AM,06:11 PM,14,18,18,18,8,59,77,1.2,1016,18,10,226,5
2020-03-31 18:00:00,19,10,0.0,8.8,4,1,44,12:30 PM,10:35 PM,06:27 AM,06:11 PM,14,16,16,16,8,53,89,0.6,1016,16,10,214,4
2020-03-31 21:00:00,19,10,0.0,8.8,4,1,44,12:30 PM,10:35 PM,06:27 AM,06:11 PM,13,14,14,14,5,44,95,0.4,1017,14,10,206,3
2020-04-01 00:00:00,22,11,0.0,7.3,4,1,56,01:27 PM,11:29 PM,06:28 AM,06:10 PM,12,12,12,12,2,52,98,0.0,1017,12,7,157,1
2020-04-01 03:00:00,22,11,0.0,7.3,4,1,56,01:27 PM,11:29 PM,06:28 AM,06:10 PM,11,12,12,12,4,100,98,0.0,1016,12,0,81,2
2020-04-01 06:00:00,22,11,0.0,7.3,4,1,56,01:27 PM,11:29 PM,06:28 AM,06:10 PM,11,12,12,12,5,82,95,0.0,1016,12,3,51,3
2020-04-01 09:00:00,22,11,0.0,7.3,4,4,56,01:27 PM,11:29 PM,06:28 AM,06:10 PM,12,16,16,16,6,55,78,0.0,1015,16,10,37,5
2020-04-01 12:00:00,22,11,0.0,7.3,4,5,56,01:27 PM,11:29 PM,06:28 AM,06:10 PM,11,21,22,21,8,71,53,0.1,1014,21,10,116,7
2020-04-01 15:00:00,22,11,0.0,7.3,4,5,56,01:27 PM,11:29 PM,06:28 AM,06:10 PM,11,21,22,21,9,73,55,0.0,1012,21,10,275,8
2020-04-01 18:00:00,22,11,0.0,7.3,4,1,56,01:27 PM,11:29 PM,06:28 AM,06:10 PM,13,17,18,17,12,91,79,0.1,1012,17,7,214,8
2020-04-01 21:00:00,22,11,0.0,7.3,4,1,56,01:27 PM,11:29 PM,06:28 AM,06:10 PM,13,14,15,14,8,85,98,0.0,1013,14,1,224,4
2020-04-02 00:00:00,20,12,0.0,7.3,4,1,64,02:21 PM,No moonset,06:28 AM,06:09 PM,12,13,13,13,6,63,96,0.0,1012,13,2,248,3
2020-04-02 03:00:00,20,12,0.0,7.3,4,1,64,02:21 PM,No moonset,06:28 AM,06:09 PM,12,13,12,13,8,75,97,0.0,1011,12,2,257,4
2020-04-02 06:00:00,20,12,0.0,7.3,4,1,64,02:21 PM,No moonset,06:28 AM,06:09 PM,12,13,13,13,10,51,92,0.1,1012,13,5,252,6
2020-04-02 09:00:00,20,12,0.0,7.3,4,4,64,02:21 PM,No moonset,06:28 AM,06:09 PM,12,16,16,16,13,52,75,0.1,1012,16,10,235,10
2020-04-02 12:00:00,20,12,0.0,7.3,4,4,64,02:21 PM,No moonset,06:28 AM,06:09 PM,11,19,19,19,19,95,59,0.5,1012,19,10,226,16
2020-04-02 15:00:00,20,12,0.0,7.3,4,4,64,02:21 PM,No moonset,06:28 AM,06:09 PM,8,17,17,17,17,84,57,0.5,1013,17,10,215,14
2020-04-02 18:00:00,20,12,0.0,7.3,4,1,64,02:21 PM,No moonset,06:28 AM,06:09 PM,7,14,14,14,13,75,62,0.0,1015,14,10,206,11
2020-04-02 21:00:00,20,12,0.0,7.3,4,1,64,02:21 PM,No moonset,06:28 AM,06:09 PM,7,12,12,12,10,58,68,0.0,1016,12,10,198,7
2020-04-03 00:00:00,18,8,0.0,11.6,4,1,71,03:11 PM,12:29 AM,06:29 AM,06:07 PM,7,11,12,11,10,56,72,0.0,1017,12,10,190,6
2020-04-03 03:00:00,18,8,0.0,11.6,4,1,71,03:11 PM,12:29 AM,06:29 AM,06:07 PM,6,9,10,9,9,70,80,0.1,1018,10,10,185,5
2020-04-03 06:00:00,18,8,0.0,11.6,4,1,71,03:11 PM,12:29 AM,06:29 AM,06:07 PM,6,9,9,9,8,47,80,0.0,1020,9,10,170,5
2020-04-03 09:00:00,18,8,0.0,11.6,4,4,71,03:11 PM,12:29 AM,06:29 AM,06:07 PM,5,13,13,13,8,39,59,0.0,1021,13,10,159,7
2020-04-03 12:00:00,18,8,0.0,11.6,4,5,71,03:11 PM,12:29 AM,06:29 AM,06:07 PM,6,16,16,16,9,15,50,0.0,1022,16,10,157,8
2020-04-03 15:00:00,18,8,0.0,11.6,4,5,71,03:11 PM,12:29 AM,06:29 AM,06:07 PM,6,18,18,18,11,6,47,0.0,1021,18,10,156,10
2020-04-03 18:00:00,18,8,0.0,11.6,4,1,71,03:11 PM,12:29 AM,06:29 AM,06:07 PM,7,16,17,16,12,8,63,0.0,1021,16,10,155,9
2020-04-03 21:00:00,18,8,0.0,11.6,4,1,71,03:11 PM,12:29 AM,06:29 AM,06:07 PM,7,14,17,14,11,12,87,0.0,1022,14,10,138,6
2020-04-04 00:00:00,23,6,0.0,10.2,4,1,79,03:57 PM,01:35 AM,06:30 AM,06:06 PM,6,10,12,10,10,33,94,0.0,1023,10,7,109,5
2020-04-04 03:00:00,23,6,0.0,10.2,4,1,79,03:57 PM,01:35 AM,06:30 AM,06:06 PM,6,5,6,5,10,100,97,0.0,1023,6,0,85,5
2020-04-04 06:00:00,23,6,0.0,10.2,4,1,79,03:57 PM,01:35 AM,06:30 AM,06:06 PM,6,7,7,7,9,100,91,0.0,1023,7,3,83,5
2020-04-04 09:00:00,23,6,0.0,10.2,4,4,79,03:57 PM,01:35 AM,06:30 AM,06:06 PM,6,12,13,12,9,68,67,0.0,1023,13,10,81,7
2020-04-04 12:00:00,23,6,0.0,10.2,4,6,79,03:57 PM,01:35 AM,06:30 AM,06:06 PM,6,20,20,20,8,6,41,0.0,1022,20,10,77,7
2020-04-04 15:00:00,23,6,0.0,10.2,4,6,79,03:57 PM,01:35 AM,06:30 AM,06:06 PM,5,24,24,22,8,8,31,0.0,1020,22,10,74,6
2020-04-04 18:00:00,23,6,0.0,10.2,4,1,79,03:57 PM,01:35 AM,06:30 AM,06:06 PM,5,20,22,20,10,9,44,0.0,1020,20,10,87,6
2020-04-04 21:00:00,23,6,0.0,10.2,4,1,79,03:57 PM,01:35 AM,06:30 AM,06:06 PM,6,17,20,17,15,9,69,0.0,1021,17,10,125,8
2020-04-05 00:00:00,25,10,0.0,11.6,6,1,87,04:38 PM,02:44 AM,06:31 AM,06:05 PM,7,12,16,12,17,12,80,0.0,1020,13,10,94,9
2020-04-05 03:00:00,25,10,0.0,11.6,6,1,87,04:38 PM,02:44 AM,06:31 AM,06:05 PM,7,9,10,9,17,17,84,0.0,1019,10,10,75,9
2020-04-05 06:00:00,25,10,0.0,11.6,6,1,87,04:38 PM,02:44 AM,06:31 AM,06:05 PM,8,10,11,10,15,15,80,0.0,1020,11,10,69,9
2020-04-05 09:00:00,25,10,0.0,11.6,6,5,87,04:38 PM,02:44 AM,06:31 AM,06:05 PM,8,15,15,15,13,20,62,0.0,1019,15,10,68,10
2020-04-05 12:00:00,25,10,0.0,11.6,6,6,87,04:38 PM,02:44 AM,06:31 AM,06:05 PM,7,22,22,22,10,29,37,0.0,1018,22,10,66,9
2020-04-05 15:00:00,25,10,0.0,11.6,6,6,87,04:38 PM,02:44 AM,06:31 AM,06:05 PM,6,24,24,25,10,30,29,0.0,1016,25,10,64,8
2020-04-05 18:00:00,25,10,0.0,11.6,6,1,87,04:38 PM,02:44 AM,06:31 AM,06:05 PM,6,24,24,22,10,30,38,0.0,1017,22,10,77,6
2020-04-05 21:00:00,25,10,0.0,11.6,6,1,87,04:38 PM,02:44 AM,06:31 AM,06:05 PM,7,19,22,19,14,30,58,0.0,1019,19,10,75,7
2020-04-06 00:00:00,25,11,0.0,11.6,6,1,94,05:16 PM,03:56 AM,06:31 AM,06:03 PM,10,15,16,15,16,23,77,0.0,1019,15,10,73,9
2020-04-06 03:00:00,25,11,0.0,11.6,6,1,94,05:16 PM,03:56 AM,06:31 AM,06:03 PM,10,12,12,12,15,13,83,0.0,1018,12,10,67,7
2020-04-06 06:00:00,25,11,0.0,11.6,6,1,94,05:16 PM,03:56 AM,06:31 AM,06:03 PM,9,12,13,12,13,4,78,0.0,1019,13,10,69,7
2020-04-06 09:00:00,25,11,0.0,11.6,6,5,94,05:16 PM,03:56 AM,06:31 AM,06:03 PM,8,18,18,18,14,12,53,0.0,1019,18,10,67,10
2020-04-06 12:00:00,25,11,0.0,11.6,6,6,94,05:16 PM,03:56 AM,06:31 AM,06:03 PM,7,25,25,24,16,24,32,0.0,1017,24,10,69,14
2020-04-06 15:00:00,25,11,0.0,11.6,6,6,94,05:16 PM,03:56 AM,06:31 AM,06:03 PM,7,25,25,24,16,13,33,0.0,1015,24,10,73,13
2020-04-06 18:00:00,25,11,0.0,11.6,6,1,94,05:16 PM,03:56 AM,06:31 AM,06:03 PM,8,21,22,21,19,10,43,0.0,1015,21,10,83,13
2020-04-06 21:00:00,25,11,0.0,11.6,6,1,94,05:16 PM,03:56 AM,06:31 AM,06:03 PM,8,17,17,17,22,11,56,0.0,1016,17,10,84,13
2020-04-07 00:00:00,29,15,0.0,11.6,7,1,100,05:53 PM,05:08 AM,06:32 AM,06:02 PM,10,15,16,15,22,15,67,0.0,1016,16,10,81,14
2020-04-07 03:00:00,29,15,0.0,11.6,7,1,100,05:53 PM,05:08 AM,06:32 AM,06:02 PM,9,15,15,15,23,16,66,0.0,1016,15,10,71,13
2020-04-07 06:00:00,29,15,0.0,11.6,7,1,100,05:53 PM,05:08 AM,06:32 AM,06:02 PM,8,16,16,16,21,14,59,0.0,1016,16,10,60,14
2020-04-07 09:00:00,29,15,0.0,11.6,7,6,100,05:53 PM,05:08 AM,06:32 AM,06:02 PM,9,21,21,21,19,12,47,0.0,1015,21,10,48,15
2020-04-07 12:00:00,29,15,0.0,11.6,7,7,100,05:53 PM,05:08 AM,06:32 AM,06:02 PM,10,26,26,27,15,11,35,0.0,1013,27,10,39,13
2020-04-07 15:00:00,29,15,0.0,11.6,7,7,100,05:53 PM,05:08 AM,06:32 AM,06:02 PM,10,28,28,29,13,19,30,0.0,1011,29,10,39,11
2020-04-07 18:00:00,29,15,0.0,11.6,7,1,100,05:53 PM,05:08 AM,06:32 AM,06:02 PM,9,26,26,26,14,18,34,0.0,1011,26,10,49,9
2020-04-07 21:00:00,29,15,0.0,11.6,7,1,100,05:53 PM,05:08 AM,06:32 AM,06:02 PM,7,24,24,23,22,11,35,0.0,1012,23,10,51,12
2020-04-08 00:00:00,32,22,0.0,11.6,7,1,100,06:29 PM,06:19 AM,06:33 AM,06:01 PM,6,24,24,22,23,13,35,0.0,1011,22,10,45,13
2020-04-08 03:00:00,32,22,0.0,11.6,7,1,100,06:29 PM,06:19 AM,06:33 AM,06:01 PM,7,22,24,22,23,26,38,0.0,1011,22,10,36,14
2020-04-08 06:00:00,32,22,0.0,11.6,7,1,100,06:29 PM,06:19 AM,06:33 AM,06:01 PM,8,22,24,22,23,33,41,0.0,1011,22,10,24,15
2020-04-08 09:00:00,32,22,0.0,11.6,7,6,100,06:29 PM,06:19 AM,06:33 AM,06:01 PM,9,25,25,25,21,5,37,0.0,1012,25,10,133,16
2020-04-08 12:00:00,32,22,0.0,11.6,7,7,100,06:29 PM,06:19 AM,06:33 AM,06:01 PM,9,29,29,30,18,5,28,0.0,1011,30,10,350,15
2020-04-08 15:00:00,32,22,0.0,11.6,7,8,100,06:29 PM,06:19 AM,06:33 AM,06:01 PM,10,29,29,31,18,6,28,0.0,1010,31,10,328,15
2020-04-08 18:00:00,32,22,0.0,11.6,7,1,100,06:29 PM,06:19 AM,06:33 AM,06:01 PM,10,28,28,27,16,4,39,0.0,1011,27,10,316,10
2020-04-08 21:00:00,32,22,0.0,11.6,7,1,100,06:29 PM,06:19 AM,06:33 AM,06:01 PM,10,29,29,25,13,4,55,0.0,1013,25,10,327,6
2020-04-09 00:00:00,27,16,0.0,7.3,6,1,83,07:07 PM,07:32 AM,06:34 AM,06:00 PM,11,20,23,20,13,6,66,0.0,1013,20,10,355,6
2020-04-09 03:00:00,27,16,0.0,7.3,6,1,83,07:07 PM,07:32 AM,06:34 AM,06:00 PM,12,17,17,17,13,13,74,0.0,1013,17,10,357,6
2020-04-09 06:00:00,27,16,0.0,7.3,6,1,83,07:07 PM,07:32 AM,06:34 AM,06:00 PM,14,19,20,19,12,27,72,0.0,1014,19,10,354,6
2020-04-09 09:00:00,27,16,0.0,7.3,6,5,83,07:07 PM,07:32 AM,06:34 AM,06:00 PM,16,26,26,23,9,59,64,0.1,1016,23,10,323,7
2020-04-09 12:00:00,27,16,0.0,7.3,6,5,83,07:07 PM,07:32 AM,06:34 AM,06:00 PM,19,26,26,25,10,100,71,0.3,1016,25,10,250,9
2020-04-09 15:00:00,27,16,0.0,7.3,6,4,83,07:07 PM,07:32 AM,06:34 AM,06:00 PM,18,19,19,19,11,95,89,0.3,1016,19,10,194,9
2020-04-09 18:00:00,27,16,0.0,7.3,6,1,83,07:07 PM,07:32 AM,06:34 AM,06:00 PM,17,18,18,18,11,91,94,1.2,1018,18,9,175,7
2020-04-09 21:00:00,27,16,0.0,7.3,6,1,83,07:07 PM,07:32 AM,06:34 AM,06:00 PM,16,16,16,16,13,100,98,1.3,1019,16,6,136,8
2020-04-10 00:00:00,30,15,0.0,7.2,5,1,76,07:47 PM,08:44 AM,06:34 AM,05:58 PM,15,16,16,16,11,100,98,0.1,1019,16,0,98,7
2020-04-10 03:00:00,30,15,0.0,7.2,5,1,76,07:47 PM,08:44 AM,06:34 AM,05:58 PM,15,16,16,16,11,100,99,0.1,1019,16,0,137,6
2020-04-10 06:00:00,30,15,0.0,7.2,5,1,76,07:47 PM,08:44 AM,06:34 AM,05:58 PM,16,17,17,17,13,96,96,0.0,1019,17,3,120,9
2020-04-10 09:00:00,30,15,0.0,7.2,5,5,76,07:47 PM,08:44 AM,06:34 AM,05:58 PM,16,20,20,20,12,67,83,0.0,1020,20,10,88,9
2020-04-10 12:00:00,30,15,0.0,7.2,5,7,76,07:47 PM,08:44 AM,06:34 AM,05:58 PM,17,28,28,27,7,33,55,0.0,1018,27,10,61,6
2020-04-10 15:00:00,30,15,0.0,7.2,5,7,76,07:47 PM,08:44 AM,06:34 AM,05:58 PM,16,30,30,29,5,47,46,0.0,1018,29,10,88,4
2020-04-10 18:00:00,30,15,0.0,7.2,5,1,76,07:47 PM,08:44 AM,06:34 AM,05:58 PM,16,27,27,26,12,54,63,0.0,1019,26,10,148,8
2020-04-10 21:00:00,30,15,0.0,7.2,5,1,76,07:47 PM,08:44 AM,06:34 AM,05:58 PM,15,25,25,22,16,40,86,0.0,1019,22,10,110,11
2020-04-11 00:00:00,35,16,0.0,8.7,7,1,68,08:30 PM,09:55 AM,06:35 AM,05:57 PM,14,19,22,19,17,26,87,0.0,1019,19,10,82,11
2020-04-11 03:00:00,35,16,0.0,8.7,7,1,68,08:30 PM,09:55 AM,06:35 AM,05:57 PM,14,16,16,16,17,17,87,0.0,1018,16,10,62,11
2020-04-11 06:00:00,35,16,0.0,8.7,7,1,68,08:30 PM,09:55 AM,06:35 AM,05:57 PM,14,17,17,17,18,8,82,0.0,1017,17,10,49,12
2020-04-11 09:00:00,35,16,0.0,8.7,7,6,68,08:30 PM,09:55 AM,06:35 AM,05:57 PM,13,21,21,21,16,4,63,0.0,1017,21,10,38,12
2020-04-11 12:00:00,35,16,0.0,8.7,7,7,68,08:30 PM,09:55 AM,06:35 AM,05:57 PM,12,29,29,30,11,7,35,0.0,1015,30,10,120,9
2020-04-11 15:00:00,35,16,0.0,8.7,7,8,68,08:30 PM,09:55 AM,06:35 AM,05:57 PM,10,32,32,33,9,11,24,0.0,1013,33,10,301,8
2020-04-11 18:00:00,35,16,0.0,8.7,7,1,68,08:30 PM,09:55 AM,06:35 AM,05:57 PM,10,29,29,29,8,11,37,0.0,1013,29,10,237,5
2020-04-11 21:00:00,35,16,0.0,8.7,7,1,68,08:30 PM,09:55 AM,06:35 AM,05:57 PM,13,28,28,25,7,7,60,0.0,1013,25,10,168,3
2020-04-12 00:00:00,28,17,0.0,7.2,6,1,61,09:19 PM,11:03 AM,06:36 AM,05:56 PM,12,22,23,22,10,5,64,0.0,1013,22,10,315,5
2020-04-12 03:00:00,28,17,0.0,7.2,6,1,61,09:19 PM,11:03 AM,06:36 AM,05:56 PM,15,19,19,19,12,33,78,0.0,1013,19,10,298,6
2020-04-12 06:00:00,28,17,0.0,7.2,6,1,61,09:19 PM,11:03 AM,06:36 AM,05:56 PM,18,20,20,20,12,94,92,0.0,1013,20,10,296,8
2020-04-12 09:00:00,28,17,0.0,7.2,6,6,61,09:19 PM,11:03 AM,06:36 AM,05:56 PM,17,22,22,22,13,80,77,0.1,1014,22,10,287,10
2020-04-12 12:00:00,28,17,0.0,7.2,6,6,61,09:19 PM,11:03 AM,06:36 AM,05:56 PM,12,26,26,25,13,28,47,0.0,1014,25,10,290,11
2020-04-12 15:00:00,28,17,0.0,7.2,6,7,61,09:19 PM,11:03 AM,06:36 AM,05:56 PM,11,27,27,27,14,0,39,0.0,1013,27,10,286,13
2020-04-12 18:00:00,28,17,0.0,7.2,6,1,61,09:19 PM,11:03 AM,06:36 AM,05:56 PM,13,25,25,23,13,15,62,0.0,1014,23,10,290,10
2020-04-12 21:00:00,28,17,0.0,7.2,6,1,61,09:19 PM,11:03 AM,06:36 AM,05:56 PM,14,19,23,19,12,41,85,0.0,1015,19,10,308,6
2020-04-13 00:00:00,20,14,0.0,4.2,5,1,53,10:12 PM,12:06 PM,06:37 AM,05:55 PM,13,16,19,16,11,35,91,0.0,1015,16,10,316,5
2020-04-13 03:00:00,20,14,0.0,4.2,5,1,53,10:12 PM,12:06 PM,06:37 AM,05:55 PM,13,15,14,15,9,38,94,0.0,1015,14,7,313,5
2020-04-13 06:00:00,20,14,0.0,4.2,5,1,53,10:12 PM,12:06 PM,06:37 AM,05:55 PM,13,15,15,15,9,51,92,0.0,1015,15,5,312,5
2020-04-13 09:00:00,20,14,0.0,4.2,5,4,53,10:12 PM,12:06 PM,06:37 AM,05:55 PM,13,18,18,18,8,77,77,0.1,1016,18,10,301,6
2020-04-13 12:00:00,20,14,0.0,4.2,5,5,53,10:12 PM,12:06 PM,06:37 AM,05:55 PM,13,20,20,20,8,70,62,0.1,1016,20,10,257,7
2020-04-13 15:00:00,20,14,0.0,4.2,5,4,53,10:12 PM,12:06 PM,06:37 AM,05:55 PM,12,20,20,20,8,87,63,0.1,1015,20,10,235,6
2020-04-13 18:00:00,20,14,0.0,4.2,5,1,53,10:12 PM,12:06 PM,06:37 AM,05:55 PM,13,17,17,17,6,83,74,0.1,1016,17,10,236,4
2020-04-13 21:00:00,20,14,0.0,4.2,5,1,53,10:12 PM,12:06 PM,06:37 AM,05:55 PM,13,15,15,15,5,54,89,0.0,1018,15,10,218,3
2020-04-14 00:00:00,20,11,0.0,5.7,4,1,46,11:08 PM,01:03 PM,06:38 AM,05:53 PM,13,14,14,14,3,76,95,0.1,1018,14,7,181,1
2020-04-14 03:00:00,20,11,0.0,5.7,4,1,46,11:08 PM,01:03 PM,06:38 AM,05:53 PM,12,12,12,12,4,100,99,0.0,1018,12,0,137,2
2020-04-14 06:00:00,20,11,0.0,5.7,4,1,46,11:08 PM,01:03 PM,06:38 AM,05:53 PM,12,12,12,12,4,85,97,0.0,1018,12,3,58,3
2020-04-14 09:00:00,20,11,0.0,5.7,4,4,46,11:08 PM,01:03 PM,06:38 AM,05:53 PM,12,16,16,16,5,69,78,0.1,1018,16,10,106,4
2020-04-14 12:00:00,20,11,0.0,5.7,4,5,46,11:08 PM,01:03 PM,06:38 AM,05:53 PM,10,20,20,20,9,90,50,0.2,1017,20,10,275,8
2020-04-14 15:00:00,20,11,0.0,5.7,4,5,46,11:08 PM,01:03 PM,06:38 AM,05:53 PM,9,19,19,19,12,55,55,0.1,1016,19,9,265,10
2020-04-14 18:00:00,20,11,0.0,5.7,4,1,46,11:08 PM,01:03 PM,06:38 AM,05:53 PM,10,15,15,15,13,15,69,0.0,1017,15,10,265,9
2020-04-14 21:00:00,20,11,0.0,5.7,4,1,46,11:08 PM,01:03 PM,06:38 AM,05:53 PM,9,11,12,11,14,8,84,0.0,1018,12,10,287,7
2020-04-15 00:00:00,18,11,0.0,4.2,5,1,38,No moonrise,01:52 PM,06:38 AM,05:52 PM,10,10,11,10,17,17,89,0.0,1017,11,10,299,9
2020-04-15 03:00:00,18,11,0.0,4.2,5,1,38,No moonrise,01:52 PM,06:38 AM,05:52 PM,10,11,12,11,18,27,89,0.0,1017,12,10,298,10
2020-04-15 06:00:00,18,11,0.0,4.2,5,1,38,No moonrise,01:52 PM,06:38 AM,05:52 PM,11,12,13,12,18,47,86,0.0,1018,13,10,286,10
2020-04-15 09:00:00,18,11,0.0,4.2,5,4,38,No moonrise,01:52 PM,06:38 AM,05:52 PM,12,15,15,15,15,77,79,0.2,1019,15,10,264,10
2020-04-15 12:00:00,18,11,0.0,4.2,5,4,38,No moonrise,01:52 PM,06:38 AM,05:52 PM,12,17,17,17,13,81,72,0.4,1019,17,9,244,10
2020-04-15 15:00:00,18,11,0.0,4.2,5,4,38,No moonrise,01:52 PM,06:38 AM,05:52 PM,11,18,18,18,15,79,64,0.4,1019,18,10,222,12
2020-04-15 18:00:00,18,11,0.0,4.2,5,1,38,No moonrise,01:52 PM,06:38 AM,05:52 PM,9,15,16,15,10,66,73,0.1,1021,15,10,217,7
2020-04-15 21:00:00,18,11,0.0,4.2,5,1,38,No moonrise,01:52 PM,06:38 AM,05:52 PM,9,12,13,12,5,63,89,0.1,1022,12,10,201,3
2020-04-16 00:00:00,22,8,0.0,8.7,4,1,30,12:05 AM,02:35 PM,06:39 AM,05:51 PM,9,11,10,11,5,37,88,0.0,1023,10,7,112,3
2020-04-16 03:00:00,22,8,0.0,8.7,4,1,30,12:05 AM,02:35 PM,06:39 AM,05:51 PM,8,8,8,8,3,51,96,0.0,1023,8,5,10,1
2020-04-16 06:00:00,22,8,0.0,8.7,4,1,30,12:05 AM,02:35 PM,06:39 AM,05:51 PM,8,9,9,9,4,61,88,0.0,1023,9,10,23,2
2020-04-16 09:00:00,22,8,0.0,8.7,4,4,30,12:05 AM,02:35 PM,06:39 AM,05:51 PM,8,13,13,13,3,53,71,0.0,1024,13,10,77,3
2020-04-16 12:00:00,22,8,0.0,8.7,4,5,30,12:05 AM,02:35 PM,06:39 AM,05:51 PM,8,19,19,19,5,26,49,0.0,1022,19,10,170,4
2020-04-16 15:00:00,22,8,0.0,8.7,4,6,30,12:05 AM,02:35 PM,06:39 AM,05:51 PM,7,20,22,20,8,0,43,0.0,1021,20,10,180,7
2020-04-16 18:00:00,22,8,0.0,8.7,4,1,30,12:05 AM,02:35 PM,06:39 AM,05:51 PM,8,17,18,17,12,1,65,0.0,1022,17,10,172,8
2020-04-16 21:00:00,22,8,0.0,8.7,4,1,30,12:05 AM,02:35 PM,06:39 AM,05:51 PM,9,15,18,15,10,1,91,0.0,1022,15,7,140,5
2020-04-17 00:00:00,27,8,0.0,8.7,5,1,23,01:03 AM,03:12 PM,06:40 AM,05:50 PM,8,11,13,11,8,1,96,0.0,1022,11,2,97,4
2020-04-17 03:00:00,27,8,0.0,8.7,5,1,23,01:03 AM,03:12 PM,06:40 AM,05:50 PM,8,8,8,8,11,7,96,0.0,1021,8,2,77,5
2020-04-17 06:00:00,27,8,0.0,8.7,5,1,23,01:03 AM,03:12 PM,06:40 AM,05:50 PM,8,9,10,9,12,14,92,0.0,1021,10,5,72,6
2020-04-17 09:00:00,27,8,0.0,8.7,5,5,23,01:03 AM,03:12 PM,06:40 AM,05:50 PM,9,15,16,15,8,14,70,0.0,1020,15,10,65,6
2020-04-17 12:00:00,27,8,0.0,8.7,5,6,23,01:03 AM,03:12 PM,06:40 AM,05:50 PM,8,25,25,24,4,9,37,0.0,1019,24,10,115,3
2020-04-17 15:00:00,27,8,0.0,8.7,5,6,23,01:03 AM,03:12 PM,06:40 AM,05:50 PM,8,24,24,25,5,4,35,0.0,1017,25,10,222,4
