date_time,Manjimup_maxtempC,Manjimup_mintempC,Manjimup_totalSnow_cm,Manjimup_sunHour,Manjimup_uvIndex,Manjimup_uvIndex,Manjimup_moon_illumination,Manjimup_moonrise,Manjimup_moonset,Manjimup_sunrise,Manjimup_sunset,Manjimup_DewPointC,Manjimup_FeelsLikeC,Manjimup_HeatIndexC,Manjimup_WindChillC,Manjimup_WindGustKmph,Manjimup_cloudcover,Manjimup_humidity,Manjimup_precipMM,Manjimup_pressure,Manjimup_tempC,Manjimup_visibility,Manjimup_winddirDegree,Manjimup_windspeedKmph
2020-04-17 18:00:00,27,8,0.0,8.7,5,1,23,01:03 AM,03:12 PM,06:40 AM,05:50 PM,10,20,21,20,12,36,62,0.0,1017,20,10,186,8
2020-04-17 21:00:00,27,8,0.0,8.7,5,1,23,01:03 AM,03:12 PM,06:40 AM,05:50 PM,10,18,21,18,12,100,91,0.0,1017,18,7,153,6
2020-04-18 00:00:00,22,10,0.0,8.7,4,1,15,02:01 AM,03:45 PM,06:41 AM,05:48 PM,10,14,15,14,10,100,98,0.0,1016,14,0,129,5
2020-04-18 03:00:00,22,10,0.0,8.7,4,1,15,02:01 AM,03:45 PM,06:41 AM,05:48 PM,10,10,10,10,6,100,99,0.0,1014,10,0,108,3
2020-04-18 06:00:00,22,10,0.0,8.7,4,1,15,02:01 AM,03:45 PM,06:41 AM,05:48 PM,10,10,10,10,2,70,95,0.0,1013,10,3,174,1
2020-04-18 09:00:00,22,10,0.0,8.7,4,5,15,02:01 AM,03:45 PM,06:41 AM,05:48 PM,9,15,16,15,4,23,73,0.0,1013,15,10,320,3
2020-04-18 12:00:00,22,10,0.0,8.7,4,6,15,02:01 AM,03:45 PM,06:41 AM,05:48 PM,9,21,24,21,9,49,44,0.0,1011,21,10,272,8
2020-04-18 15:00:00,22,10,0.0,8.7,4,5,15,02:01 AM,03:45 PM,06:41 AM,05:48 PM,10,20,22,20,12,57,55,0.0,1010,20,10,268,9
2020-04-18 18:00:00,22,10,0.0,8.7,4,1,15,02:01 AM,03:45 PM,06:41 AM,05:48 PM,11,17,16,17,10,70,71,0.0,1010,16,10,277,7
2020-04-18 21:00:00,22,10,0.0,8.7,4,1,15,02:01 AM,03:45 PM,06:41 AM,05:48 PM,11,14,14,14,11,70,83,0.0,1009,14,10,308,7
2020-04-19 00:00:00,17,9,0.0,4.1,4,1,8,02:57 AM,04:14 PM,06:41 AM,05:47 PM,12,13,14,13,19,83,90,0.3,1008,14,10,322,13
2020-04-19 03:00:00,17,9,0.0,4.1,4,1,8,02:57 AM,04:14 PM,06:41 AM,05:47 PM,12,12,14,12,23,95,91,1.7,1007,14,8,307,14
2020-04-19 06:00:00,17,9,0.0,4.1,4,1,8,02:57 AM,04:14 PM,06:41 AM,05:47 PM,12,13,14,13,23,84,90,3.6,1007,14,7,277,13
2020-04-19 09:00:00,17,9,0.0,4.1,4,3,8,02:57 AM,04:14 PM,06:41 AM,05:47 PM,10,14,15,14,22,85,77,2.8,1009,15,8,261,15
2020-04-19 12:00:00,17,9,0.0,4.1,4,4,8,02:57 AM,04:14 PM,06:41 AM,05:47 PM,8,16,16,16,22,88,58,0.5,1010,16,9,248,18
2020-04-19 15:00:00,17,9,0.0,4.1,4,4,8,02:57 AM,04:14 PM,06:41 AM,05:47 PM,7,16,16,16,17,85,53,0.3,1011,16,9,244,14
2020-04-19 18:00:00,17,9,0.0,4.1,4,1,8,02:57 AM,04:14 PM,06:41 AM,05:47 PM,7,13,14,13,12,70,63,0.0,1013,14,10,268,9
2020-04-19 21:00:00,17,9,0.0,4.1,4,1,8,02:57 AM,04:14 PM,06:41 AM,05:47 PM,7,10,11,10,12,39,75,0.0,1014,11,10,311,6
2020-04-20 00:00:00,19,10,0.0,4.1,4,1,0,03:52 AM,04:42 PM,06:42 AM,05:46 PM,6,8,9,8,14,33,80,0.0,1014,9,10,328,7
2020-04-20 03:00:00,19,10,0.0,4.1,4,1,0,03:52 AM,04:42 PM,06:42 AM,05:46 PM,7,9,10,9,15,74,80,0.0,1012,10,10,326,8
2020-04-20 06:00:00,19,10,0.0,4.1,4,1,0,03:52 AM,04:42 PM,06:42 AM,05:46 PM,8,11,12,11,18,48,77,0.0,1011,12,10,317,11
2020-04-20 09:00:00,19,10,0.0,4.1,4,4,0,03:52 AM,04:42 PM,06:42 AM,05:46 PM,9,15,15,15,21,62,65,0.0,1011,15,10,304,16
2020-04-20 12:00:00,19,10,0.0,4.1,4,4,0,03:52 AM,04:42 PM,06:42 AM,05:46 PM,10,18,18,18,22,96,58,0.0,1010,18,10,296,19
2020-04-20 15:00:00,19,10,0.0,4.1,4,4,0,03:52 AM,04:42 PM,06:42 AM,05:46 PM,11,18,18,18,22,93,64,0.1,1010,18,10,293,18
2020-04-20 18:00:00,19,10,0.0,4.1,4,1,0,03:52 AM,04:42 PM,06:42 AM,05:46 PM,12,16,17,16,20,81,73,0.3,1011,17,10,292,14
2020-04-20 21:00:00,19,10,0.0,4.1,4,1,0,03:52 AM,04:42 PM,06:42 AM,05:46 PM,12,13,14,13,16,79,91,0.3,1013,14,7,295,9
