date_time,Bulls_maxtempC,Bulls_mintempC,Bulls_totalSnow_cm,Bulls_sunHour,Bulls_uvIndex,Bulls_uvIndex,Bulls_moon_illumination,Bulls_moonrise,Bulls_moonset,Bulls_sunrise,Bulls_sunset,Bulls_DewPointC,Bulls_FeelsLikeC,Bulls_HeatIndexC,Bulls_WindChillC,Bulls_WindGustKmph,Bulls_cloudcover,Bulls_humidity,Bulls_precipMM,Bulls_pressure,Bulls_tempC,Bulls_visibility,Bulls_winddirDegree,Bulls_windspeedKmph
2020-01-03 12:00:00,21,12,0.0,11.1,4,5,51,12:20 PM,12:05 AM,05:15 AM,07:25 PM,4,21,21,21,27,71,33,0.1,1017,21,10,213,24
2020-01-03 15:00:00,21,12,0.0,11.1,4,6,51,12:20 PM,12:05 AM,05:15 AM,07:25 PM,4,21,22,21,32,55,33,0.1,1016,21,10,222,28
2020-01-03 18:00:00,21,12,0.0,11.1,4,1,51,12:20 PM,12:05 AM,05:15 AM,07:25 PM,6,19,19,19,33,15,43,0.0,1016,19,10,213,26
2020-01-03 21:00:00,21,12,0.0,11.1,4,1,51,12:20 PM,12:05 AM,05:15 AM,07:25 PM,3,15,16,15,33,6,43,0.0,1018,16,10,188,18
2020-01-04 00:00:00,27,11,0.0,14.1,6,1,59,01:13 PM,12:33 AM,05:16 AM,07:25 PM,0,12,13,12,31,7,41,0.0,1020,13,10,142,17
2020-01-04 03:00:00,27,11,0.0,14.1,6,1,59,01:13 PM,12:33 AM,05:16 AM,07:25 PM,1,10,12,10,31,3,49,0.0,1020,12,10,119,19
2020-01-04 06:00:00,27,11,0.0,14.1,6,1,59,01:13 PM,12:33 AM,05:16 AM,07:25 PM,3,10,12,10,32,0,52,0.0,1021,12,10,101,22
2020-01-04 09:00:00,27,11,0.0,14.1,6,5,59,01:13 PM,12:33 AM,05:16 AM,07:25 PM,1,17,17,17,22,4,35,0.0,1021,17,10,99,19
2020-01-04 12:00:00,27,11,0.0,14.1,6,6,59,01:13 PM,12:33 AM,05:16 AM,07:25 PM,-3,23,23,23,17,8,17,0.0,1019,23,10,102,14
2020-01-04 15:00:00,27,11,0.0,14.1,6,7,59,01:13 PM,12:33 AM,05:16 AM,07:25 PM,-4,25,25,26,16,3,14,0.0,1017,26,10,123,14
2020-01-04 18:00:00,27,11,0.0,14.1,6,1,59,01:13 PM,12:33 AM,05:16 AM,07:25 PM,1,25,25,25,19,0,26,0.0,1016,25,10,184,13
2020-01-04 21:00:00,27,11,0.0,14.1,6,1,59,01:13 PM,12:33 AM,05:16 AM,07:25 PM,6,22,24,22,25,0,49,0.0,1016,22,10,175,13
2020-01-05 00:00:00,35,15,0.0,14.1,8,1,66,02:08 PM,01:03 AM,05:17 AM,07:25 PM,3,18,19,18,17,1,45,0.0,1016,18,10,130,8
2020-01-05 03:00:00,35,15,0.0,14.1,8,1,66,02:08 PM,01:03 AM,05:17 AM,07:25 PM,-1,16,16,16,28,3,33,0.0,1015,16,10,88,14
2020-01-05 06:00:00,35,15,0.0,14.1,8,1,66,02:08 PM,01:03 AM,05:17 AM,07:25 PM,4,19,19,19,34,2,37,0.0,1015,19,10,66,22
2020-01-05 09:00:00,35,15,0.0,14.1,8,7,66,02:08 PM,01:03 AM,05:17 AM,07:25 PM,4,26,26,27,25,1,24,0.0,1015,27,10,30,22
2020-01-05 12:00:00,35,15,0.0,14.1,8,8,66,02:08 PM,01:03 AM,05:17 AM,07:25 PM,4,31,31,33,16,1,15,0.0,1013,33,10,85,14
2020-01-05 15:00:00,35,15,0.0,14.1,8,8,66,02:08 PM,01:03 AM,05:17 AM,07:25 PM,5,32,32,33,23,2,17,0.0,1011,33,10,239,20
2020-01-05 18:00:00,35,15,0.0,14.1,8,1,66,02:08 PM,01:03 AM,05:17 AM,07:25 PM,8,30,30,29,30,2,30,0.0,1011,29,10,216,22
2020-01-05 21:00:00,35,15,0.0,14.1,8,1,66,02:08 PM,01:03 AM,05:17 AM,07:25 PM,9,31,31,27,23,2,45,0.0,1012,27,10,184,12
2020-01-06 00:00:00,34,17,0.0,14.1,8,1,73,03:05 PM,01:35 AM,05:18 AM,07:26 PM,9,26,26,24,17,1,51,0.0,1012,24,10,128,8
2020-01-06 03:00:00,34,17,0.0,14.1,8,1,73,03:05 PM,01:35 AM,05:18 AM,07:26 PM,7,18,18,18,21,1,49,0.0,1011,18,10,105,10
2020-01-06 06:00:00,34,17,0.0,14.1,8,1,73,03:05 PM,01:35 AM,05:18 AM,07:26 PM,6,20,20,20,14,3,40,0.0,1011,20,10,91,8
2020-01-06 09:00:00,34,17,0.0,14.1,8,7,73,03:05 PM,01:35 AM,05:18 AM,07:26 PM,5,27,27,29,7,6,23,0.0,1011,29,10,144,6
2020-01-06 12:00:00,34,17,0.0,14.1,8,8,73,03:05 PM,01:35 AM,05:18 AM,07:26 PM,6,32,32,34,15,9,18,0.0,1010,34,10,268,14
2020-01-06 15:00:00,34,17,0.0,14.1,8,8,73,03:05 PM,01:35 AM,05:18 AM,07:26 PM,8,31,31,33,25,2,22,0.0,1008,33,10,230,22
2020-01-06 18:00:00,34,17,0.0,14.1,8,1,73,03:05 PM,01:35 AM,05:18 AM,07:26 PM,9,29,29,30,26,1,31,0.0,1008,30,10,218,19
2020-01-06 21:00:00,34,17,0.0,14.1,8,1,73,03:05 PM,01:35 AM,05:18 AM,07:26 PM,8,28,28,26,23,1,42,0.0,1009,26,10,189,12
2020-01-07 00:00:00,33,18,0.0,14.1,7,1,80,04:04 PM,02:09 AM,05:18 AM,07:26 PM,8,22,25,22,18,2,44,0.0,1009,22,10,132,9
2020-01-07 03:00:00,33,18,0.0,14.1,7,1,80,04:04 PM,02:09 AM,05:18 AM,07:26 PM,11,19,19,19,20,2,57,0.0,1008,19,10,105,10
2020-01-07 06:00:00,33,18,0.0,14.1,7,1,80,04:04 PM,02:09 AM,05:18 AM,07:26 PM,10,20,20,20,13,3,53,0.0,1007,20,10,92,8
2020-01-07 09:00:00,33,18,0.0,14.1,7,7,80,04:04 PM,02:09 AM,05:18 AM,07:26 PM,10,27,27,28,12,4,33,0.0,1007,28,10,126,10
2020-01-07 12:00:00,33,18,0.0,14.1,7,8,80,04:04 PM,02:09 AM,05:18 AM,07:26 PM,9,31,31,33,21,6,23,0.0,1006,33,10,249,18
2020-01-07 15:00:00,33,18,0.0,14.1,7,8,80,04:04 PM,02:09 AM,05:18 AM,07:26 PM,8,29,29,30,27,7,25,0.0,1005,30,10,235,24
2020-01-07 18:00:00,33,18,0.0,14.1,7,1,80,04:04 PM,02:09 AM,05:18 AM,07:26 PM,9,27,27,27,27,5,36,0.0,1005,27,10,225,21
2020-01-07 21:00:00,33,18,0.0,14.1,7,1,80,04:04 PM,02:09 AM,05:18 AM,07:26 PM,12,28,28,24,28,0,60,0.0,1006,24,10,212,16
2020-01-08 00:00:00,29,17,0.0,14.1,7,1,88,05:05 PM,02:49 AM,05:19 AM,07:26 PM,14,21,23,21,21,0,73,0.0,1007,21,10,193,11
2020-01-08 03:00:00,29,17,0.0,14.1,7,1,88,05:05 PM,02:49 AM,05:19 AM,07:26 PM,13,17,17,17,15,0,76,0.0,1006,17,10,192,7
2020-01-08 06:00:00,29,17,0.0,14.1,7,1,88,05:05 PM,02:49 AM,05:19 AM,07:26 PM,11,19,19,19,13,1,62,0.0,1007,19,10,197,8
2020-01-08 09:00:00,29,17,0.0,14.1,7,7,88,05:05 PM,02:49 AM,05:19 AM,07:26 PM,11,26,26,25,15,2,40,0.0,1008,25,10,211,13
2020-01-08 12:00:00,29,17,0.0,14.1,7,7,88,05:05 PM,02:49 AM,05:19 AM,07:26 PM,11,28,28,29,25,2,33,0.0,1006,29,10,221,22
2020-01-08 15:00:00,29,17,0.0,14.1,7,7,88,05:05 PM,02:49 AM,05:19 AM,07:26 PM,11,27,27,27,31,3,36,0.0,1005,27,10,224,27
2020-01-08 18:00:00,29,17,0.0,14.1,7,1,88,05:05 PM,02:49 AM,05:19 AM,07:26 PM,12,25,25,24,33,2,50,0.0,1006,24,10,216,26
2020-01-08 21:00:00,29,17,0.0,14.1,7,1,88,05:05 PM,02:49 AM,05:19 AM,07:26 PM,13,21,23,21,34,0,69,0.0,1008,21,10,202,22
2020-01-09 00:00:00,28,15,0.0,14.1,6,1,95,06:06 PM,03:35 AM,05:20 AM,07:26 PM,13,18,18,18,31,0,71,0.0,1009,18,10,182,19
2020-01-09 03:00:00,28,15,0.0,14.1,6,1,95,06:06 PM,03:35 AM,05:20 AM,07:26 PM,11,16,16,16,22,0,72,0.0,1009,16,10,173,12
2020-01-09 06:00:00,28,15,0.0,14.1,6,1,95,06:06 PM,03:35 AM,05:20 AM,07:26 PM,11,16,17,16,22,0,70,0.0,1011,17,10,182,14
2020-01-09 09:00:00,28,15,0.0,14.1,6,6,95,06:06 PM,03:35 AM,05:20 AM,07:26 PM,10,22,22,22,21,0,47,0.0,1012,22,10,185,18
2020-01-09 12:00:00,28,15,0.0,14.1,6,7,95,06:06 PM,03:35 AM,05:20 AM,07:26 PM,8,26,26,27,27,0,30,0.0,1011,27,10,206,24
2020-01-09 15:00:00,28,15,0.0,14.1,6,7,95,06:06 PM,03:35 AM,05:20 AM,07:26 PM,10,27,27,27,36,0,35,0.0,1010,27,10,215,31
2020-01-09 18:00:00,28,15,0.0,14.1,6,1,95,06:06 PM,03:35 AM,05:20 AM,07:26 PM,10,24,24,24,35,0,41,0.0,1011,24,10,206,27
2020-01-09 21:00:00,28,15,0.0,14.1,6,1,95,06:06 PM,03:35 AM,05:20 AM,07:26 PM,8,21,21,21,33,0,44,0.0,1013,21,10,182,19
2020-01-10 00:00:00,32,13,0.0,14.1,7,1,100,07:06 PM,04:28 AM,05:21 AM,07:26 PM,6,19,19,19,34,0,45,0.0,1016,19,10,129,22
2020-01-10 03:00:00,32,13,0.0,14.1,7,1,100,07:06 PM,04:28 AM,05:21 AM,07:26 PM,8,14,15,14,32,0,61,0.0,1017,15,10,109,21
2020-01-10 06:00:00,32,13,0.0,14.1,7,1,100,07:06 PM,04:28 AM,05:21 AM,07:26 PM,7,14,15,14,28,0,62,0.0,1019,15,10,107,20
2020-01-10 09:00:00,32,13,0.0,14.1,7,6,100,07:06 PM,04:28 AM,05:21 AM,07:26 PM,6,21,20,21,26,0,40,0.0,1019,21,10,104,23
2020-01-10 12:00:00,32,13,0.0,14.1,7,7,100,07:06 PM,04:28 AM,05:21 AM,07:26 PM,3,26,26,28,25,0,20,0.0,1018,28,10,105,22
2020-01-10 15:00:00,32,13,0.0,14.1,7,8,100,07:06 PM,04:28 AM,05:21 AM,07:26 PM,1,30,30,32,25,0,14,0.0,1016,32,10,106,22
2020-01-10 18:00:00,32,13,0.0,14.1,7,1,100,07:06 PM,04:28 AM,05:21 AM,07:26 PM,1,31,31,31,28,0,16,0.0,1015,31,10,109,20
2020-01-10 21:00:00,32,13,0.0,14.1,7,1,100,07:06 PM,04:28 AM,05:21 AM,07:26 PM,2,29,29,27,35,0,24,0.0,1017,27,10,110,18
2020-01-11 00:00:00,36,18,0.0,14.0,8,1,100,08:03 PM,05:28 AM,05:22 AM,07:26 PM,5,22,22,22,41,0,33,0.0,1018,22,10,101,25
2020-01-11 03:00:00,36,18,0.0,14.0,8,1,100,08:03 PM,05:28 AM,05:22 AM,07:26 PM,8,19,19,19,45,0,47,0.0,1018,19,10,94,29
2020-01-11 06:00:00,36,18,0.0,14.0,8,1,100,08:03 PM,05:28 AM,05:22 AM,07:26 PM,8,19,20,19,44,0,49,0.0,1018,19,10,86,29
2020-01-11 09:00:00,36,18,0.0,14.0,8,6,100,08:03 PM,05:28 AM,05:22 AM,07:26 PM,7,25,25,24,30,0,35,0.0,1017,24,10,76,26
2020-01-11 12:00:00,36,18,0.0,14.0,8,8,100,08:03 PM,05:28 AM,05:22 AM,07:26 PM,6,29,29,31,23,0,22,0.0,1015,31,10,62,19
2020-01-11 15:00:00,36,18,0.0,14.0,8,8,100,08:03 PM,05:28 AM,05:22 AM,07:26 PM,5,33,33,35,16,1,16,0.0,1012,35,10,56,14
2020-01-11 18:00:00,36,18,0.0,14.0,8,1,100,08:03 PM,05:28 AM,05:22 AM,07:26 PM,5,34,34,34,18,0,19,0.0,1011,34,10,109,11
2020-01-11 21:00:00,36,18,0.0,14.0,8,1,100,08:03 PM,05:28 AM,05:22 AM,07:26 PM,6,33,33,30,26,3,30,0.0,1012,30,10,162,13
2020-01-12 00:00:00,34,20,0.0,14.0,8,1,83,08:54 PM,06:33 AM,05:23 AM,07:26 PM,9,29,29,26,21,10,41,0.0,1012,26,10,74,11
2020-01-12 03:00:00,34,20,0.0,14.0,8,1,83,08:54 PM,06:33 AM,05:23 AM,07:26 PM,15,23,23,22,23,12,63,0.0,1012,22,10,34,12
2020-01-12 06:00:00,34,20,0.0,14.0,8,1,83,08:54 PM,06:33 AM,05:23 AM,07:26 PM,15,22,22,22,14,11,66,0.0,1012,22,10,41,9
2020-01-12 09:00:00,34,20,0.0,14.0,8,7,83,08:54 PM,06:33 AM,05:23 AM,07:26 PM,14,29,29,28,17,4,43,0.0,1012,28,10,105,14
2020-01-12 12:00:00,34,20,0.0,14.0,8,8,83,08:54 PM,06:33 AM,05:23 AM,07:26 PM,11,32,32,34,23,1,25,0.0,1010,34,10,243,20
2020-01-12 15:00:00,34,20,0.0,14.0,8,8,83,08:54 PM,06:33 AM,05:23 AM,07:26 PM,9,31,31,33,28,0,23,0.0,1009,33,10,224,24
2020-01-12 18:00:00,34,20,0.0,14.0,8,1,83,08:54 PM,06:33 AM,05:23 AM,07:26 PM,9,29,29,29,30,0,35,0.0,1009,29,10,215,22
2020-01-12 21:00:00,34,20,0.0,14.0,8,1,83,08:54 PM,06:33 AM,05:23 AM,07:26 PM,12,28,28,26,30,0,56,0.0,1011,26,10,189,16
2020-01-13 00:00:00,38,17,0.0,14.0,8,1,76,09:39 PM,07:42 AM,05:24 AM,07:25 PM,12,24,24,23,29,0,56,0.0,1013,23,10,132,17
2020-01-13 03:00:00,38,17,0.0,14.0,8,1,76,09:39 PM,07:42 AM,05:24 AM,07:25 PM,12,18,18,18,29,0,66,0.0,1013,18,10,113,19
2020-01-13 06:00:00,38,17,0.0,14.0,8,1,76,09:39 PM,07:42 AM,05:24 AM,07:25 PM,12,18,19,18,24,0,66,0.0,1013,18,10,115,17
2020-01-13 09:00:00,38,17,0.0,14.0,8,6,76,09:39 PM,07:42 AM,05:24 AM,07:25 PM,11,26,26,25,21,0,44,0.0,1013,25,10,110,18
2020-01-13 12:00:00,38,17,0.0,14.0,8,8,76,09:39 PM,07:42 AM,05:24 AM,07:25 PM,10,32,32,33,14,0,25,0.0,1011,33,10,135,12
2020-01-13 15:00:00,38,17,0.0,14.0,8,9,76,09:39 PM,07:42 AM,05:24 AM,07:25 PM,10,35,35,36,14,0,22,0.0,1008,36,10,193,12
2020-01-13 18:00:00,38,17,0.0,14.0,8,1,76,09:39 PM,07:42 AM,05:24 AM,07:25 PM,12,31,31,30,28,2,37,0.0,1008,30,10,205,21
2020-01-13 21:00:00,38,17,0.0,14.0,8,1,76,09:39 PM,07:42 AM,05:24 AM,07:25 PM,11,31,31,27,26,6,46,0.0,1009,27,10,188,13
2020-01-14 00:00:00,34,19,0.0,14.0,8,1,69,10:20 PM,08:50 AM,05:24 AM,07:25 PM,11,27,27,23,23,10,51,0.0,1010,23,10,150,13
2020-01-14 03:00:00,34,19,0.0,14.0,8,1,69,10:20 PM,08:50 AM,05:24 AM,07:25 PM,13,21,23,21,26,14,61,0.0,1009,21,10,114,17
2020-01-14 06:00:00,34,19,0.0,14.0,8,1,69,10:20 PM,08:50 AM,05:24 AM,07:25 PM,13,21,21,21,17,10,63,0.0,1010,21,10,126,12
2020-01-14 09:00:00,34,19,0.0,14.0,8,7,69,10:20 PM,08:50 AM,05:24 AM,07:25 PM,14,28,28,27,15,14,45,0.0,1010,27,10,142,12
2020-01-14 12:00:00,34,19,0.0,14.0,8,8,69,10:20 PM,08:50 AM,05:24 AM,07:25 PM,15,33,33,33,17,21,32,0.0,1009,33,10,209,15
2020-01-14 15:00:00,34,19,0.0,14.0,8,8,69,10:20 PM,08:50 AM,05:24 AM,07:25 PM,15,32,32,32,26,19,36,0.0,1007,32,10,225,22
2020-01-14 18:00:00,34,19,0.0,14.0,8,1,69,10:20 PM,08:50 AM,05:24 AM,07:25 PM,14,32,32,31,24,6,41,0.0,1007,31,10,222,18
2020-01-14 21:00:00,34,19,0.0,14.0,8,1,69,10:20 PM,08:50 AM,05:24 AM,07:25 PM,15,32,32,28,30,3,54,0.0,1010,28,10,186,18
2020-01-15 00:00:00,36,19,0.0,14.0,8,1,61,10:57 PM,09:57 AM,05:25 AM,07:25 PM,15,27,27,24,41,4,64,0.0,1011,24,10,105,30
2020-01-15 03:00:00,36,19,0.0,14.0,8,1,61,10:57 PM,09:57 AM,05:25 AM,07:25 PM,15,20,20,20,32,7,74,0.0,1011,20,10,108,22
2020-01-15 06:00:00,36,19,0.0,14.0,8,1,61,10:57 PM,09:57 AM,05:25 AM,07:25 PM,15,21,21,21,23,16,71,0.0,1012,21,10,116,17
2020-01-15 09:00:00,36,19,0.0,14.0,8,7,61,10:57 PM,09:57 AM,05:25 AM,07:25 PM,15,27,27,26,23,16,52,0.0,1012,26,10,111,20
2020-01-15 12:00:00,36,19,0.0,14.0,8,8,61,10:57 PM,09:57 AM,05:25 AM,07:25 PM,15,33,33,33,21,10,35,0.0,1011,33,10,111,18
2020-01-15 15:00:00,36,19,0.0,14.0,8,9,61,10:57 PM,09:57 AM,05:25 AM,07:25 PM,15,36,36,36,18,16,29,0.0,1009,36,10,120,15
2020-01-15 18:00:00,36,19,0.0,14.0,8,1,61,10:57 PM,09:57 AM,05:25 AM,07:25 PM,14,35,35,34,26,14,31,0.0,1008,34,10,127,19
2020-01-15 21:00:00,36,19,0.0,14.0,8,1,61,10:57 PM,09:57 AM,05:25 AM,07:25 PM,14,33,33,30,36,25,42,0.0,1009,30,10,117,22
2020-01-16 00:00:00,39,23,0.0,14.0,8,1,54,11:33 PM,11:03 AM,05:26 AM,07:25 PM,15,29,29,26,42,25,52,0.0,1010,26,10,99,30
2020-01-16 03:00:00,39,23,0.0,14.0,8,1,54,11:33 PM,11:03 AM,05:26 AM,07:25 PM,15,25,25,23,38,11,60,0.0,1010,23,10,89,27
2020-01-16 06:00:00,39,23,0.0,14.0,8,1,54,11:33 PM,11:03 AM,05:26 AM,07:25 PM,16,26,26,24,31,8,61,0.0,1010,24,10,82,23
2020-01-16 09:00:00,39,23,0.0,14.0,8,7,54,11:33 PM,11:03 AM,05:26 AM,07:25 PM,16,30,30,29,20,21,47,0.0,1010,29,10,70,17
2020-01-16 12:00:00,39,23,0.0,14.0,8,9,54,11:33 PM,11:03 AM,05:26 AM,07:25 PM,17,38,38,36,13,46,32,0.0,1009,36,10,117,12
2020-01-16 15:00:00,39,23,0.0,14.0,8,9,54,11:33 PM,11:03 AM,05:26 AM,07:25 PM,16,38,38,37,22,37,29,0.0,1007,37,10,224,19
2020-01-16 18:00:00,39,23,0.0,14.0,8,1,54,11:33 PM,11:03 AM,05:26 AM,07:25 PM,15,33,33,32,27,27,41,0.0,1008,32,10,209,21
2020-01-16 21:00:00,39,23,0.0,14.0,8,1,54,11:33 PM,11:03 AM,05:26 AM,07:25 PM,15,33,33,30,20,22,52,0.0,1009,30,10,211,11
2020-01-17 00:00:00,30,20,0.0,14.0,7,1,47,No moonrise,12:08 PM,05:27 AM,07:25 PM,14,30,30,26,14,10,53,0.0,1009,26,10,196,8
2020-01-17 03:00:00,30,20,0.0,14.0,7,1,47,No moonrise,12:08 PM,05:27 AM,07:25 PM,14,25,25,23,9,13,57,0.0,1009,23,10,182,5
2020-01-17 06:00:00,30,20,0.0,14.0,7,1,47,No moonrise,12:08 PM,05:27 AM,07:25 PM,15,25,25,23,5,16,58,0.0,1009,23,10,172,3
2020-01-17 09:00:00,30,20,0.0,14.0,7,7,47,No moonrise,12:08 PM,05:27 AM,07:25 PM,15,28,28,28,8,30,47,0.0,1009,28,10,188,6
2020-01-17 12:00:00,30,20,0.0,14.0,7,7,47,No moonrise,12:08 PM,05:27 AM,07:25 PM,15,30,30,30,21,37,40,0.0,1009,30,10,245,18
2020-01-17 15:00:00,30,20,0.0,14.0,7,6,47,No moonrise,12:08 PM,05:27 AM,07:25 PM,14,29,29,29,24,35,43,0.0,1008,29,10,247,21
2020-01-17 18:00:00,30,20,0.0,14.0,7,1,47,No moonrise,12:08 PM,05:27 AM,07:25 PM,16,26,26,25,22,53,61,0.0,1008,25,10,238,17
2020-01-17 21:00:00,30,20,0.0,14.0,7,1,47,No moonrise,12:08 PM,05:27 AM,07:25 PM,17,21,23,21,21,0,77,0.0,1010,21,10,204,12
2020-01-18 00:00:00,33,17,0.0,14.0,7,1,40,12:08 AM,01:12 PM,05:28 AM,07:24 PM,16,19,19,19,18,18,82,0.0,1012,19,10,146,10
2020-01-18 03:00:00,33,17,0.0,14.0,7,1,40,12:08 AM,01:12 PM,05:28 AM,07:24 PM,15,18,18,18,21,43,82,0.0,1012,18,10,166,12
2020-01-18 06:00:00,33,17,0.0,14.0,7,1,40,12:08 AM,01:12 PM,05:28 AM,07:24 PM,14,19,20,19,19,23,74,0.0,1013,19,10,162,13
2020-01-18 09:00:00,33,17,0.0,14.0,7,6,40,12:08 AM,01:12 PM,05:28 AM,07:24 PM,13,26,26,24,18,15,51,0.0,1014,24,10,141,16
2020-01-18 12:00:00,33,17,0.0,14.0,7,8,40,12:08 AM,01:12 PM,05:28 AM,07:24 PM,10,29,29,30,18,1,29,0.0,1013,30,10,146,15
2020-01-18 15:00:00,33,17,0.0,14.0,7,8,40,12:08 AM,01:12 PM,05:28 AM,07:24 PM,6,31,31,33,19,3,19,0.0,1011,33,10,158,17
2020-01-18 18:00:00,33,17,0.0,14.0,7,1,40,12:08 AM,01:12 PM,05:28 AM,07:24 PM,6,30,30,31,22,0,23,0.0,1012,31,10,173,16
2020-01-18 21:00:00,33,17,0.0,14.0,7,1,40,12:08 AM,01:12 PM,05:28 AM,07:24 PM,7,30,30,28,31,0,36,0.0,1013,28,10,153,18
2020-01-19 00:00:00,33,16,0.0,14.0,7,1,32,12:44 AM,02:16 PM,05:29 AM,07:24 PM,8,25,25,23,44,1,45,0.0,1014,23,10,105,30
2020-01-19 03:00:00,33,16,0.0,14.0,7,1,32,12:44 AM,02:16 PM,05:29 AM,07:24 PM,9,18,18,18,42,2,58,0.0,1015,18,10,97,29
2020-01-19 06:00:00,33,16,0.0,14.0,7,1,32,12:44 AM,02:16 PM,05:29 AM,07:24 PM,9,17,17,17,35,1,60,0.0,1016,17,10,92,26
2020-01-19 09:00:00,33,16,0.0,14.0,7,6,32,12:44 AM,02:16 PM,05:29 AM,07:24 PM,9,22,22,22,25,0,45,0.0,1017,22,10,83,22
2020-01-19 12:00:00,33,16,0.0,14.0,7,7,32,12:44 AM,02:16 PM,05:29 AM,07:24 PM,6,28,28,29,17,1,24,0.0,1015,29,10,89,14
2020-01-19 15:00:00,33,16,0.0,14.0,7,8,32,12:44 AM,02:16 PM,05:29 AM,07:24 PM,6,29,29,31,16,1,21,0.0,1013,31,10,145,14
2020-01-19 18:00:00,33,16,0.0,14.0,7,1,32,12:44 AM,02:16 PM,05:29 AM,07:24 PM,10,28,28,27,31,0,38,0.0,1012,27,10,204,23
2020-01-19 21:00:00,33,16,0.0,14.0,7,1,32,12:44 AM,02:16 PM,05:29 AM,07:24 PM,10,27,27,24,26,0,55,0.0,1013,24,10,190,14
2020-01-20 00:00:00,33,15,0.0,13.9,7,1,25,01:24 AM,03:19 PM,05:30 AM,07:24 PM,10,20,21,20,17,0,62,0.0,1012,20,10,173,8
2020-01-20 03:00:00,33,15,0.0,13.9,7,1,25,01:24 AM,03:19 PM,05:30 AM,07:24 PM,9,16,16,16,13,0,63,0.0,1012,16,10,136,6
2020-01-20 06:00:00,33,15,0.0,13.9,7,1,25,01:24 AM,03:19 PM,05:30 AM,07:24 PM,7,18,18,18,11,1,50,0.0,1012,18,10,86,6
2020-01-20 09:00:00,33,15,0.0,13.9,7,7,25,01:24 AM,03:19 PM,05:30 AM,07:24 PM,7,27,27,27,8,1,29,0.0,1012,27,10,124,6
2020-01-20 12:00:00,33,15,0.0,13.9,7,8,25,01:24 AM,03:19 PM,05:30 AM,07:24 PM,9,31,31,33,16,3,23,0.0,1010,33,10,246,14
2020-01-20 15:00:00,33,15,0.0,13.9,7,8,25,01:24 AM,03:19 PM,05:30 AM,07:24 PM,10,30,30,31,28,0,29,0.0,1009,31,10,231,24
2020-01-20 18:00:00,33,15,0.0,13.9,7,1,25,01:24 AM,03:19 PM,05:30 AM,07:24 PM,12,27,27,26,30,0,48,0.0,1009,26,10,220,23
2020-01-20 21:00:00,33,15,0.0,13.9,7,1,25,01:24 AM,03:19 PM,05:30 AM,07:24 PM,14,25,25,23,30,0,70,0.0,1011,23,10,212,17
2020-01-21 00:00:00,24,15,0.0,12.2,6,1,18,02:06 AM,04:21 PM,05:31 AM,07:23 PM,14,18,18,18,26,0,77,0.0,1012,18,10,199,15
2020-01-21 03:00:00,24,15,0.0,12.2,6,1,18,02:06 AM,04:21 PM,05:31 AM,07:23 PM,13,15,16,15,21,0,83,0.0,1012,16,10,192,11
2020-01-21 06:00:00,24,15,0.0,12.2,6,1,18,02:06 AM,04:21 PM,05:31 AM,07:23 PM,12,16,16,16,21,28,79,0.0,1013,16,10,192,13
2020-01-21 09:00:00,24,15,0.0,12.2,6,4,18,02:06 AM,04:21 PM,05:31 AM,07:23 PM,13,20,21,20,18,84,66,0.0,1013,20,10,206,16
2020-01-21 12:00:00,24,15,0.0,12.2,6,5,18,02:06 AM,04:21 PM,05:31 AM,07:23 PM,14,25,25,22,23,82,59,0.0,1012,22,10,227,20
2020-01-21 15:00:00,24,15,0.0,12.2,6,6,18,02:06 AM,04:21 PM,05:31 AM,07:23 PM,13,25,25,23,29,55,53,0.1,1011,23,10,227,25
2020-01-21 18:00:00,24,15,0.0,12.2,6,1,18,02:06 AM,04:21 PM,05:31 AM,07:23 PM,12,21,22,21,32,3,58,0.0,1011,21,10,222,24
2020-01-21 21:00:00,24,15,0.0,12.2,6,1,18,02:06 AM,04:21 PM,05:31 AM,07:23 PM,11,17,17,17,31,1,67,0.0,1013,17,10,209,19
2020-01-22 00:00:00,24,11,0.0,13.9,6,1,11,02:52 AM,05:21 PM,05:32 AM,07:23 PM,9,15,16,15,26,1,66,0.0,1014,16,10,188,16
2020-01-22 03:00:00,24,11,0.0,13.9,6,1,11,02:52 AM,05:21 PM,05:32 AM,07:23 PM,8,11,12,11,21,0,74,0.0,1015,12,10,161,11
2020-01-22 06:00:00,24,11,0.0,13.9,6,1,11,02:52 AM,05:21 PM,05:32 AM,07:23 PM,7,12,13,12,19,1,72,0.0,1016,13,10,157,12
2020-01-22 09:00:00,24,11,0.0,13.9,6,5,11,02:52 AM,05:21 PM,05:32 AM,07:23 PM,8,19,19,19,21,4,49,0.0,1017,19,10,191,18
2020-01-22 12:00:00,24,11,0.0,13.9,6,6,11,02:52 AM,05:21 PM,05:32 AM,07:23 PM,11,25,25,23,24,8,45,0.0,1016,23,10,220,21
2020-01-22 15:00:00,24,11,0.0,13.9,6,6,11,02:52 AM,05:21 PM,05:32 AM,07:23 PM,12,25,25,23,31,11,51,0.0,1015,23,10,219,27
2020-01-22 18:00:00,24,11,0.0,13.9,6,1,11,02:52 AM,05:21 PM,05:32 AM,07:23 PM,13,20,22,20,32,25,62,0.0,1014,20,10,215,24
2020-01-22 21:00:00,24,11,0.0,13.9,6,1,11,02:52 AM,05:21 PM,05:32 AM,07:23 PM,13,17,17,17,30,50,77,0.0,1016,17,10,203,17
