date_time,Canala_maxtempC,Canala_mintempC,Canala_totalSnow_cm,Canala_sunHour,Canala_uvIndex,Canala_uvIndex,Canala_moon_illumination,Canala_moonrise,Canala_moonset,Canala_sunrise,Canala_sunset,Canala_DewPointC,Canala_FeelsLikeC,Canala_HeatIndexC,Canala_WindChillC,Canala_WindGustKmph,Canala_cloudcover,Canala_humidity,Canala_precipMM,Canala_pressure,Canala_tempC,Canala_visibility,Canala_winddirDegree,Canala_windspeedKmph
2020-03-15 12:00:00,28,27,0.0,7.8,6,6,55,10:40 PM,11:20 AM,05:58 AM,06:11 PM,25,34,34,28,92,100,84,8.0,998,28,4,356,58
2020-03-15 15:00:00,28,27,0.0,7.8,6,6,55,10:40 PM,11:20 AM,05:58 AM,06:11 PM,25,34,34,28,104,100,84,6.8,994,28,6,352,64
2020-03-15 18:00:00,28,27,0.0,7.8,6,1,55,10:40 PM,11:20 AM,05:58 AM,06:11 PM,25,33,33,28,110,100,82,8.0,993,28,4,337,69
2020-03-15 21:00:00,28,27,0.0,7.8,6,1,55,10:40 PM,11:20 AM,05:58 AM,06:11 PM,24,32,32,28,97,95,82,4.1,995,28,7,321,58
2020-03-16 00:00:00,29,26,0.0,9.2,6,1,47,11:31 PM,12:20 PM,05:59 AM,06:11 PM,24,31,31,27,61,82,81,3.5,996,27,8,309,37
2020-03-16 03:00:00,29,26,0.0,9.2,6,1,47,11:31 PM,12:20 PM,05:59 AM,06:11 PM,23,30,30,27,37,74,81,0.6,998,27,10,295,28
2020-03-16 06:00:00,29,26,0.0,9.2,6,1,47,11:31 PM,12:20 PM,05:59 AM,06:11 PM,23,30,30,27,27,73,80,0.6,1001,27,10,276,21
2020-03-16 09:00:00,29,26,0.0,9.2,6,6,47,11:31 PM,12:20 PM,05:59 AM,06:11 PM,23,31,31,28,15,67,76,0.3,1003,28,9,250,13
2020-03-16 12:00:00,29,26,0.0,9.2,6,7,47,11:31 PM,12:20 PM,05:59 AM,06:11 PM,23,32,32,29,17,53,71,0.3,1004,29,10,232,14
2020-03-16 15:00:00,29,26,0.0,9.2,6,6,47,11:31 PM,12:20 PM,05:59 AM,06:11 PM,23,32,32,29,17,62,70,0.1,1005,29,10,220,14
2020-03-16 18:00:00,29,26,0.0,9.2,6,1,47,11:31 PM,12:20 PM,05:59 AM,06:11 PM,23,31,31,28,16,80,74,0.2,1007,28,9,203,13
2020-03-16 21:00:00,29,26,0.0,9.2,6,1,47,11:31 PM,12:20 PM,05:59 AM,06:11 PM,22,28,28,26,18,71,79,0.1,1009,26,9,210,14
2020-03-17 00:00:00,27,25,0.0,10.5,6,1,40,No moonrise,01:18 PM,05:59 AM,06:10 PM,22,28,28,25,17,53,80,0.0,1009,25,10,212,13
2020-03-17 03:00:00,27,25,0.0,10.5,6,1,40,No moonrise,01:18 PM,05:59 AM,06:10 PM,21,27,27,25,16,82,81,0.0,1009,25,10,208,12
2020-03-17 06:00:00,27,25,0.0,10.5,6,1,40,No moonrise,01:18 PM,05:59 AM,06:10 PM,21,27,27,25,15,79,79,0.0,1010,25,10,204,12
2020-03-17 09:00:00,27,25,0.0,10.5,6,7,40,No moonrise,01:18 PM,05:59 AM,06:10 PM,21,28,28,26,11,50,73,0.0,1011,26,10,169,9
2020-03-17 12:00:00,27,25,0.0,10.5,6,6,40,No moonrise,01:18 PM,05:59 AM,06:10 PM,21,30,30,27,7,46,68,0.6,1011,27,10,104,6
2020-03-17 15:00:00,27,25,0.0,10.5,6,6,40,No moonrise,01:18 PM,05:59 AM,06:10 PM,22,29,29,27,10,68,73,2.6,1010,27,9,103,6
2020-03-17 18:00:00,27,25,0.0,10.5,6,1,40,No moonrise,01:18 PM,05:59 AM,06:10 PM,22,28,28,26,20,67,77,3.1,1011,26,8,123,13
2020-03-17 21:00:00,27,25,0.0,10.5,6,1,40,No moonrise,01:18 PM,05:59 AM,06:10 PM,21,28,28,25,16,80,79,1.2,1012,25,10,146,12
2020-03-18 00:00:00,27,24,0.0,7.8,6,1,33,12:24 AM,02:11 PM,05:59 AM,06:09 PM,21,27,27,25,12,84,80,1.1,1012,25,9,160,9
2020-03-18 03:00:00,27,24,0.0,7.8,6,1,33,12:24 AM,02:11 PM,05:59 AM,06:09 PM,20,26,26,24,11,85,78,0.2,1011,24,10,168,8
2020-03-18 06:00:00,27,24,0.0,7.8,6,1,33,12:24 AM,02:11 PM,05:59 AM,06:09 PM,20,26,26,24,13,82,77,0.2,1012,24,9,149,10
2020-03-18 09:00:00,27,24,0.0,7.8,6,6,33,12:24 AM,02:11 PM,05:59 AM,06:09 PM,20,27,27,26,18,81,73,0.1,1014,26,10,130,15
2020-03-18 12:00:00,27,24,0.0,7.8,6,6,33,12:24 AM,02:11 PM,05:59 AM,06:09 PM,21,28,28,26,28,72,72,0.5,1013,26,10,111,23
2020-03-18 15:00:00,27,24,0.0,7.8,6,6,33,12:24 AM,02:11 PM,05:59 AM,06:09 PM,21,28,28,26,37,62,76,2.1,1012,26,9,110,25
2020-03-18 18:00:00,27,24,0.0,7.8,6,1,33,12:24 AM,02:11 PM,05:59 AM,06:09 PM,21,28,28,25,42,65,78,2.9,1013,25,8,110,26
2020-03-18 21:00:00,27,24,0.0,7.8,6,1,33,12:24 AM,02:11 PM,05:59 AM,06:09 PM,21,27,27,25,39,61,78,1.7,1015,25,10,109,27
2020-03-19 00:00:00,26,24,0.0,12.1,7,1,25,01:18 AM,03:00 PM,06:00 AM,06:08 PM,21,27,27,25,35,56,77,1.3,1015,25,9,114,25
2020-03-19 03:00:00,26,24,0.0,12.1,7,1,25,01:18 AM,03:00 PM,06:00 AM,06:08 PM,20,26,26,25,30,18,77,0.0,1014,25,10,121,23
2020-03-19 06:00:00,26,24,0.0,12.1,7,1,25,01:18 AM,03:00 PM,06:00 AM,06:08 PM,20,26,26,25,30,29,76,0.0,1014,25,10,123,23
2020-03-19 09:00:00,26,24,0.0,12.1,7,6,25,01:18 AM,03:00 PM,06:00 AM,06:08 PM,20,27,27,26,29,47,73,0.1,1016,26,10,118,25
2020-03-19 12:00:00,26,24,0.0,12.1,7,7,25,01:18 AM,03:00 PM,06:00 AM,06:08 PM,21,28,28,26,33,60,71,0.1,1015,26,9,107,28
2020-03-19 15:00:00,26,24,0.0,12.1,7,6,25,01:18 AM,03:00 PM,06:00 AM,06:08 PM,21,28,28,26,33,45,74,0.0,1014,26,10,107,28
2020-03-19 18:00:00,26,24,0.0,12.1,7,1,25,01:18 AM,03:00 PM,06:00 AM,06:08 PM,21,27,27,25,33,77,77,0.1,1015,25,10,111,28
2020-03-19 21:00:00,26,24,0.0,12.1,7,1,25,01:18 AM,03:00 PM,06:00 AM,06:08 PM,20,27,27,25,34,52,76,0.1,1016,25,10,112,28
2020-03-20 00:00:00,27,23,0.0,12.1,7,1,18,02:12 AM,03:45 PM,06:00 AM,06:07 PM,20,26,26,24,33,11,75,0.0,1016,24,10,118,26
2020-03-20 03:00:00,27,23,0.0,12.1,7,1,18,02:12 AM,03:45 PM,06:00 AM,06:07 PM,19,26,26,24,27,11,75,0.0,1015,24,10,128,21
2020-03-20 06:00:00,27,23,0.0,12.1,7,1,18,02:12 AM,03:45 PM,06:00 AM,06:07 PM,18,25,25,24,21,2,72,0.0,1015,24,10,130,17
2020-03-20 09:00:00,27,23,0.0,12.1,7,6,18,02:12 AM,03:45 PM,06:00 AM,06:07 PM,18,26,26,25,19,0,64,0.0,1016,25,10,124,17
2020-03-20 12:00:00,27,23,0.0,12.1,7,7,18,02:12 AM,03:45 PM,06:00 AM,06:07 PM,17,27,27,26,21,0,58,0.0,1016,26,10,111,18
2020-03-20 15:00:00,27,23,0.0,12.1,7,7,18,02:12 AM,03:45 PM,06:00 AM,06:07 PM,19,28,28,26,21,1,62,0.0,1014,26,10,103,18
2020-03-20 18:00:00,27,23,0.0,12.1,7,1,18,02:12 AM,03:45 PM,06:00 AM,06:07 PM,20,28,28,26,24,5,70,0.0,1015,26,10,110,19
2020-03-20 21:00:00,27,23,0.0,12.1,7,1,18,02:12 AM,03:45 PM,06:00 AM,06:07 PM,21,27,27,25,28,16,77,0.0,1016,25,10,110,21
2020-03-21 00:00:00,27,24,0.0,7.5,6,1,11,03:05 AM,04:25 PM,06:00 AM,06:06 PM,21,27,27,25,30,50,80,0.3,1016,25,10,110,23
2020-03-21 03:00:00,27,24,0.0,7.5,6,1,11,03:05 AM,04:25 PM,06:00 AM,06:06 PM,21,26,26,24,32,82,81,1.1,1015,24,10,111,24
2020-03-21 06:00:00,27,24,0.0,7.5,6,1,11,03:05 AM,04:25 PM,06:00 AM,06:06 PM,20,26,26,24,30,72,79,1.1,1015,24,10,117,23
2020-03-21 09:00:00,27,24,0.0,7.5,6,6,11,03:05 AM,04:25 PM,06:00 AM,06:06 PM,20,27,27,25,25,84,72,0.4,1016,25,9,114,21
2020-03-21 12:00:00,27,24,0.0,7.5,6,6,11,03:05 AM,04:25 PM,06:00 AM,06:06 PM,20,28,28,27,22,76,67,0.4,1015,27,10,108,19
2020-03-21 15:00:00,27,24,0.0,7.5,6,6,11,03:05 AM,04:25 PM,06:00 AM,06:06 PM,21,28,28,26,24,75,72,0.1,1014,26,10,104,21
2020-03-21 18:00:00,27,24,0.0,7.5,6,1,11,03:05 AM,04:25 PM,06:00 AM,06:06 PM,21,28,28,26,27,64,75,0.2,1015,26,10,110,23
2020-03-21 21:00:00,27,24,0.0,7.5,6,1,11,03:05 AM,04:25 PM,06:00 AM,06:06 PM,21,28,28,25,29,65,79,0.2,1016,25,9,110,23
2020-03-22 00:00:00,26,24,0.0,6.0,6,1,4,03:57 AM,05:03 PM,06:01 AM,06:05 PM,21,27,27,25,28,52,81,0.3,1016,25,10,109,22
2020-03-22 03:00:00,26,24,0.0,6.0,6,1,4,03:57 AM,05:03 PM,06:01 AM,06:05 PM,21,26,26,24,27,53,81,0.5,1015,24,10,111,21
2020-03-22 06:00:00,26,24,0.0,6.0,6,1,4,03:57 AM,05:03 PM,06:01 AM,06:05 PM,21,27,27,25,26,62,79,0.2,1015,25,10,119,20
2020-03-22 09:00:00,26,24,0.0,6.0,6,6,4,03:57 AM,05:03 PM,06:01 AM,06:05 PM,20,28,28,26,23,79,73,0.2,1016,26,9,116,20
2020-03-22 12:00:00,26,24,0.0,6.0,6,6,4,03:57 AM,05:03 PM,06:01 AM,06:05 PM,21,28,28,26,27,71,72,0.3,1015,26,9,108,23
2020-03-22 15:00:00,26,24,0.0,6.0,6,6,4,03:57 AM,05:03 PM,06:01 AM,06:05 PM,21,28,28,26,28,69,74,0.2,1013,26,10,115,24
2020-03-22 18:00:00,26,24,0.0,6.0,6,1,4,03:57 AM,05:03 PM,06:01 AM,06:05 PM,21,27,27,26,26,71,75,0.2,1013,26,10,122,22
2020-03-22 21:00:00,26,24,0.0,6.0,6,1,4,03:57 AM,05:03 PM,06:01 AM,06:05 PM,21,27,27,25,24,60,79,0.0,1014,25,10,116,19
2020-03-23 00:00:00,27,23,0.0,7.4,7,1,0,04:48 AM,05:38 PM,06:01 AM,06:04 PM,20,26,26,24,21,23,78,0.0,1013,24,10,125,17
2020-03-23 03:00:00,27,23,0.0,7.4,7,1,0,04:48 AM,05:38 PM,06:01 AM,06:04 PM,19,25,25,24,15,8,77,0.0,1012,24,10,165,11
2020-03-23 06:00:00,27,23,0.0,7.4,7,1,0,04:48 AM,05:38 PM,06:01 AM,06:04 PM,19,26,26,24,15,18,76,0.0,1012,24,10,191,11
2020-03-23 09:00:00,27,23,0.0,7.4,7,6,0,04:48 AM,05:38 PM,06:01 AM,06:04 PM,20,27,27,25,16,31,71,0.1,1013,25,10,154,13
2020-03-23 12:00:00,27,23,0.0,7.4,7,6,0,04:48 AM,05:38 PM,06:01 AM,06:04 PM,22,29,29,27,23,82,75,0.3,1012,27,10,108,20
2020-03-23 15:00:00,27,23,0.0,7.4,7,6,0,04:48 AM,05:38 PM,06:01 AM,06:04 PM,22,29,29,26,27,75,79,0.9,1011,26,9,107,21
2020-03-23 18:00:00,27,23,0.0,7.4,7,1,0,04:48 AM,05:38 PM,06:01 AM,06:04 PM,22,28,28,25,30,67,82,1.9,1012,25,10,112,22
2020-03-23 21:00:00,27,23,0.0,7.4,7,1,0,04:48 AM,05:38 PM,06:01 AM,06:04 PM,22,27,27,25,29,66,81,2.0,1013,25,10,110,21
2020-03-24 00:00:00,26,24,0.0,11.6,7,1,0,05:37 AM,06:11 PM,06:01 AM,06:03 PM,21,27,27,25,26,64,79,1.3,1013,25,9,112,21
2020-03-24 03:00:00,26,24,0.0,11.6,7,1,0,05:37 AM,06:11 PM,06:01 AM,06:03 PM,21,26,26,24,19,32,79,0.0,1012,24,10,130,16
2020-03-24 06:00:00,26,24,0.0,11.6,7,1,0,05:37 AM,06:11 PM,06:01 AM,06:03 PM,20,26,26,24,14,18,78,0.0,1013,24,10,167,10
2020-03-24 09:00:00,26,24,0.0,11.6,7,6,0,05:37 AM,06:11 PM,06:01 AM,06:03 PM,19,26,26,25,10,10,71,0.0,1014,25,10,174,9
2020-03-24 12:00:00,26,24,0.0,11.6,7,7,0,05:37 AM,06:11 PM,06:01 AM,06:03 PM,18,28,28,26,12,14,62,0.0,1013,26,10,123,10
2020-03-24 15:00:00,26,24,0.0,11.6,7,7,0,05:37 AM,06:11 PM,06:01 AM,06:03 PM,20,28,28,26,20,25,69,0.0,1012,26,10,114,17
2020-03-24 18:00:00,26,24,0.0,11.6,7,1,0,05:37 AM,06:11 PM,06:01 AM,06:03 PM,20,27,27,25,19,56,73,0.0,1012,25,10,138,15
2020-03-24 21:00:00,26,24,0.0,11.6,7,1,0,05:37 AM,06:11 PM,06:01 AM,06:03 PM,20,26,26,24,10,55,76,0.1,1014,24,10,165,8
2020-03-25 00:00:00,27,24,0.0,11.6,7,1,3,06:25 AM,06:44 PM,06:02 AM,06:02 PM,20,26,26,24,11,38,78,0.0,1014,24,10,153,9
2020-03-25 03:00:00,27,24,0.0,11.6,7,1,3,06:25 AM,06:44 PM,06:02 AM,06:02 PM,19,26,26,24,22,17,76,0.0,1012,24,10,114,17
2020-03-25 06:00:00,27,24,0.0,11.6,7,1,3,06:25 AM,06:44 PM,06:02 AM,06:02 PM,19,26,26,24,24,0,73,0.0,1013,24,10,124,18
2020-03-25 09:00:00,27,24,0.0,11.6,7,7,3,06:25 AM,06:44 PM,06:02 AM,06:02 PM,19,27,27,25,19,0,68,0.0,1014,25,10,122,17
2020-03-25 12:00:00,27,24,0.0,11.6,7,7,3,06:25 AM,06:44 PM,06:02 AM,06:02 PM,20,28,28,26,22,1,69,0.0,1013,26,10,105,19
2020-03-25 15:00:00,27,24,0.0,11.6,7,7,3,06:25 AM,06:44 PM,06:02 AM,06:02 PM,21,29,29,26,26,6,73,0.0,1012,26,10,105,23
2020-03-25 18:00:00,27,24,0.0,11.6,7,1,3,06:25 AM,06:44 PM,06:02 AM,06:02 PM,21,28,28,26,29,9,77,0.0,1013,26,10,111,24
2020-03-25 21:00:00,27,24,0.0,11.6,7,1,3,06:25 AM,06:44 PM,06:02 AM,06:02 PM,21,27,27,25,31,5,79,0.0,1014,25,10,113,25
2020-03-26 00:00:00,26,24,0.0,8.8,7,1,11,07:14 AM,07:17 PM,06:02 AM,06:02 PM,21,27,27,25,29,6,79,0.0,1014,25,10,111,22
2020-03-26 03:00:00,26,24,0.0,8.8,7,1,11,07:14 AM,07:17 PM,06:02 AM,06:02 PM,21,26,26,24,27,7,79,0.0,1013,24,10,117,20
2020-03-26 06:00:00,26,24,0.0,8.8,7,1,11,07:14 AM,07:17 PM,06:02 AM,06:02 PM,21,26,26,25,24,18,79,0.0,1013,25,10,119,19
2020-03-26 09:00:00,26,24,0.0,8.8,7,7,11,07:14 AM,07:17 PM,06:02 AM,06:02 PM,21,28,28,26,22,23,74,0.0,1014,26,10,112,19
2020-03-26 12:00:00,26,24,0.0,8.8,7,6,11,07:14 AM,07:17 PM,06:02 AM,06:02 PM,21,28,28,26,24,32,72,0.1,1014,26,10,102,20
2020-03-26 15:00:00,26,24,0.0,8.8,7,6,11,07:14 AM,07:17 PM,06:02 AM,06:02 PM,22,28,28,26,23,80,76,0.5,1013,26,9,101,19
2020-03-26 18:00:00,26,24,0.0,8.8,7,1,11,07:14 AM,07:17 PM,06:02 AM,06:02 PM,22,28,28,25,26,78,80,0.8,1013,25,10,110,21
2020-03-26 21:00:00,26,24,0.0,8.8,7,1,11,07:14 AM,07:17 PM,06:02 AM,06:02 PM,22,27,27,25,32,82,82,1.1,1015,25,10,114,24
2020-03-27 00:00:00,26,24,0.0,8.8,6,1,18,08:03 AM,07:51 PM,06:02 AM,06:01 PM,22,27,27,25,33,69,83,1.5,1014,25,10,115,24
2020-03-27 03:00:00,26,24,0.0,8.8,6,1,18,08:03 AM,07:51 PM,06:02 AM,06:01 PM,21,26,26,24,30,60,82,1.0,1013,24,10,118,22
2020-03-27 06:00:00,26,24,0.0,8.8,6,1,18,08:03 AM,07:51 PM,06:02 AM,06:01 PM,21,26,26,25,26,58,78,0.7,1013,25,9,123,20
2020-03-27 09:00:00,26,24,0.0,8.8,6,7,18,08:03 AM,07:51 PM,06:02 AM,06:01 PM,20,27,27,26,23,29,73,0.0,1014,26,10,118,20
2020-03-27 12:00:00,26,24,0.0,8.8,6,6,18,08:03 AM,07:51 PM,06:02 AM,06:01 PM,21,28,28,26,24,45,71,0.0,1013,26,10,105,21
2020-03-27 15:00:00,26,24,0.0,8.8,6,6,18,08:03 AM,07:51 PM,06:02 AM,06:01 PM,21,28,28,26,25,81,75,0.3,1012,26,10,105,21
2020-03-27 18:00:00,26,24,0.0,8.8,6,1,18,08:03 AM,07:51 PM,06:02 AM,06:01 PM,22,28,28,25,28,80,79,0.6,1012,25,10,117,22
2020-03-27 21:00:00,26,24,0.0,8.8,6,1,18,08:03 AM,07:51 PM,06:02 AM,06:01 PM,22,27,27,25,31,82,81,0.7,1014,25,9,115,24
2020-03-28 00:00:00,26,24,0.0,11.6,6,1,25,08:53 AM,08:27 PM,06:02 AM,06:00 PM,21,27,27,25,31,69,82,0.6,1013,25,10,115,24
2020-03-28 03:00:00,26,24,0.0,11.6,6,1,25,08:53 AM,08:27 PM,06:02 AM,06:00 PM,21,26,26,24,26,56,82,0.2,1012,24,10,121,21
2020-03-28 06:00:00,26,24,0.0,11.6,6,1,25,08:53 AM,08:27 PM,06:02 AM,06:00 PM,21,26,26,24,23,60,80,0.2,1013,24,10,124,19
2020-03-28 09:00:00,26,24,0.0,11.6,6,6,25,08:53 AM,08:27 PM,06:02 AM,06:00 PM,20,27,27,25,24,50,76,0.1,1014,25,10,114,21
2020-03-28 12:00:00,26,24,0.0,11.6,6,7,25,08:53 AM,08:27 PM,06:02 AM,06:00 PM,20,27,27,26,27,36,72,0.0,1013,26,10,106,24
2020-03-28 15:00:00,26,24,0.0,11.6,6,7,25,08:53 AM,08:27 PM,06:02 AM,06:00 PM,21,28,28,26,31,42,72,0.0,1011,26,10,108,26
2020-03-28 18:00:00,26,24,0.0,11.6,6,1,25,08:53 AM,08:27 PM,06:02 AM,06:00 PM,21,28,28,25,32,51,77,0.1,1012,25,10,112,26
2020-03-28 21:00:00,26,24,0.0,11.6,6,1,25,08:53 AM,08:27 PM,06:02 AM,06:00 PM,21,27,27,25,33,70,80,0.1,1013,25,9,116,26
2020-03-29 00:00:00,26,24,0.0,4.3,6,1,32,09:45 AM,09:07 PM,06:03 AM,05:59 PM,21,27,27,25,32,59,80,0.1,1013,25,10,121,24
2020-03-29 03:00:00,26,24,0.0,4.3,6,1,32,09:45 AM,09:07 PM,06:03 AM,05:59 PM,21,26,26,24,27,77,81,0.3,1011,24,10,127,20
2020-03-29 06:00:00,26,24,0.0,4.3,6,1,32,09:45 AM,09:07 PM,06:03 AM,05:59 PM,21,26,26,24,31,92,81,0.6,1012,24,10,123,23
2020-03-29 09:00:00,26,24,0.0,4.3,6,6,32,09:45 AM,09:07 PM,06:03 AM,05:59 PM,21,27,27,25,38,96,79,1.1,1013,25,10,115,28
2020-03-29 12:00:00,26,24,0.0,4.3,6,6,32,09:45 AM,09:07 PM,06:03 AM,05:59 PM,21,28,28,26,40,82,76,1.3,1012,26,10,110,28
2020-03-29 15:00:00,26,24,0.0,4.3,6,6,32,09:45 AM,09:07 PM,06:03 AM,05:59 PM,21,27,27,25,35,66,78,0.9,1011,25,10,110,27
2020-03-29 18:00:00,26,24,0.0,4.3,6,1,32,09:45 AM,09:07 PM,06:03 AM,05:59 PM,21,27,27,25,34,56,79,0.8,1012,25,10,112,26
2020-03-29 21:00:00,26,24,0.0,4.3,6,1,32,09:45 AM,09:07 PM,06:03 AM,05:59 PM,21,27,27,25,32,52,80,0.1,1013,25,10,115,26
2020-03-30 00:00:00,26,24,0.0,8.7,7,1,40,10:38 AM,09:51 PM,06:03 AM,05:58 PM,21,26,26,24,30,36,79,0.0,1012,24,10,122,23
2020-03-30 03:00:00,26,24,0.0,8.7,7,1,40,10:38 AM,09:51 PM,06:03 AM,05:58 PM,20,26,26,24,27,35,80,0.0,1011,24,10,130,20
2020-03-30 06:00:00,26,24,0.0,8.7,7,1,40,10:38 AM,09:51 PM,06:03 AM,05:58 PM,20,26,26,24,19,30,78,0.0,1011,24,10,156,14
2020-03-30 09:00:00,26,24,0.0,8.7,7,6,40,10:38 AM,09:51 PM,06:03 AM,05:58 PM,20,27,27,25,15,12,73,0.0,1012,25,10,152,13
2020-03-30 12:00:00,26,24,0.0,8.7,7,7,40,10:38 AM,09:51 PM,06:03 AM,05:58 PM,20,28,28,26,25,23,71,0.0,1012,26,10,104,22
2020-03-30 15:00:00,26,24,0.0,8.7,7,6,40,10:38 AM,09:51 PM,06:03 AM,05:58 PM,21,28,28,26,32,36,75,0.0,1010,26,10,107,27
2020-03-30 18:00:00,26,24,0.0,8.7,7,1,40,10:38 AM,09:51 PM,06:03 AM,05:58 PM,21,27,27,25,33,69,77,0.1,1011,25,10,113,27
2020-03-30 21:00:00,26,24,0.0,8.7,7,1,40,10:38 AM,09:51 PM,06:03 AM,05:58 PM,21,27,27,25,33,52,78,0.2,1012,25,9,115,25
2020-03-31 00:00:00,25,23,0.0,8.7,6,1,44,11:34 AM,10:39 PM,06:03 AM,05:57 PM,20,26,26,24,28,10,78,0.0,1012,24,10,121,21
2020-03-31 03:00:00,25,23,0.0,8.7,6,1,44,11:34 AM,10:39 PM,06:03 AM,05:57 PM,20,25,25,24,22,12,79,0.0,1011,24,10,137,16
2020-03-31 06:00:00,25,23,0.0,8.7,6,1,44,11:34 AM,10:39 PM,06:03 AM,05:57 PM,19,25,25,23,17,22,78,0.0,1012,23,10,144,13
2020-03-31 09:00:00,25,23,0.0,8.7,6,6,44,11:34 AM,10:39 PM,06:03 AM,05:57 PM,19,26,26,24,22,26,74,0.0,1013,24,10,119,19
2020-03-31 12:00:00,25,23,0.0,8.7,6,7,44,11:34 AM,10:39 PM,06:03 AM,05:57 PM,20,27,27,25,30,5,72,0.0,1012,25,10,105,26
2020-03-31 15:00:00,25,23,0.0,8.7,6,7,44,11:34 AM,10:39 PM,06:03 AM,05:57 PM,20,27,27,25,32,8,75,0.0,1011,25,10,105,28
2020-03-31 18:00:00,25,23,0.0,8.7,6,1,44,11:34 AM,10:39 PM,06:03 AM,05:57 PM,20,26,26,24,30,18,78,0.0,1011,24,10,113,26
2020-03-31 21:00:00,25,23,0.0,8.7,6,1,44,11:34 AM,10:39 PM,06:03 AM,05:57 PM,20,26,26,24,29,20,79,0.0,1013,24,10,119,23
2020-04-01 00:00:00,26,23,0.0,7.2,7,1,56,12:29 PM,11:33 PM,06:04 AM,05:56 PM,20,25,25,24,28,28,79,0.0,1013,24,10,118,22
2020-04-01 03:00:00,26,23,0.0,7.2,7,1,56,12:29 PM,11:33 PM,06:04 AM,05:56 PM,19,25,25,23,24,35,78,0.0,1012,23,10,128,18
2020-04-01 06:00:00,26,23,0.0,7.2,7,1,56,12:29 PM,11:33 PM,06:04 AM,05:56 PM,18,25,25,23,17,28,73,0.0,1012,23,10,151,13
2020-04-01 09:00:00,26,23,0.0,7.2,7,6,56,12:29 PM,11:33 PM,06:04 AM,05:56 PM,18,26,26,25,13,20,68,0.0,1013,25,10,138,11
2020-04-01 12:00:00,26,23,0.0,7.2,7,7,56,12:29 PM,11:33 PM,06:04 AM,05:56 PM,20,28,28,26,18,21,70,0.0,1012,26,10,103,15
2020-04-01 15:00:00,26,23,0.0,7.2,7,6,56,12:29 PM,11:33 PM,06:04 AM,05:56 PM,22,28,28,26,25,63,78,0.0,1011,26,10,106,21
2020-04-01 18:00:00,26,23,0.0,7.2,7,1,56,12:29 PM,11:33 PM,06:04 AM,05:56 PM,22,28,28,25,27,67,82,0.1,1012,25,10,112,22
2020-04-01 21:00:00,26,23,0.0,7.2,7,1,56,12:29 PM,11:33 PM,06:04 AM,05:56 PM,22,27,27,25,28,49,85,0.1,1012,25,10,115,23
2020-04-02 00:00:00,26,24,0.0,7.2,7,1,64,01:24 PM,No moonset,06:04 AM,05:55 PM,22,26,26,24,26,46,85,0.0,1012,24,10,125,20
2020-04-02 03:00:00,26,24,0.0,7.2,7,1,64,01:24 PM,No moonset,06:04 AM,05:55 PM,21,26,26,24,23,54,84,0.0,1011,24,10,129,18
2020-04-02 06:00:00,26,24,0.0,7.2,7,1,64,01:24 PM,No moonset,06:04 AM,05:55 PM,21,27,27,25,20,35,80,0.0,1011,25,10,138,16
2020-04-02 09:00:00,26,24,0.0,7.2,7,7,64,01:24 PM,No moonset,06:04 AM,05:55 PM,21,28,28,26,19,20,76,0.0,1011,26,10,123,17
2020-04-02 12:00:00,26,24,0.0,7.2,7,6,64,01:24 PM,No moonset,06:04 AM,05:55 PM,22,29,29,26,25,43,75,0.0,1010,26,10,103,22
2020-04-02 15:00:00,26,24,0.0,7.2,7,6,64,01:24 PM,No moonset,06:04 AM,05:55 PM,22,28,28,26,29,78,79,0.0,1008,26,10,105,24
2020-04-02 18:00:00,26,24,0.0,7.2,7,1,64,01:24 PM,No moonset,06:04 AM,05:55 PM,22,28,28,26,33,69,82,0.1,1008,26,10,113,26
2020-04-02 21:00:00,26,24,0.0,7.2,7,1,64,01:24 PM,No moonset,06:04 AM,05:55 PM,23,28,28,25,33,85,84,0.1,1009,25,10,113,26
2020-04-03 00:00:00,26,25,0.0,4.3,6,1,71,02:17 PM,12:30 AM,06:04 AM,05:54 PM,23,28,28,25,34,89,86,0.2,1008,25,10,113,27
2020-04-03 03:00:00,26,25,0.0,4.3,6,1,71,02:17 PM,12:30 AM,06:04 AM,05:54 PM,23,28,28,25,33,85,87,0.4,1007,25,10,119,26
2020-04-03 06:00:00,26,25,0.0,4.3,6,1,71,02:17 PM,12:30 AM,06:04 AM,05:54 PM,23,28,28,25,32,95,86,0.6,1007,25,10,122,25
2020-04-03 09:00:00,26,25,0.0,4.3,6,6,71,02:17 PM,12:30 AM,06:04 AM,05:54 PM,23,28,28,26,34,100,85,1.1,1008,26,10,116,27
2020-04-03 12:00:00,26,25,0.0,4.3,6,6,71,02:17 PM,12:30 AM,06:04 AM,05:54 PM,23,28,28,26,40,100,86,2.1,1008,26,10,111,29
2020-04-03 15:00:00,26,25,0.0,4.3,6,6,71,02:17 PM,12:30 AM,06:04 AM,05:54 PM,23,28,28,25,41,100,88,2.8,1007,25,9,113,28
2020-04-03 18:00:00,26,25,0.0,4.3,6,1,71,02:17 PM,12:30 AM,06:04 AM,05:54 PM,23,27,27,25,42,100,88,2.6,1008,25,8,111,30
2020-04-03 21:00:00,26,25,0.0,4.3,6,1,71,02:17 PM,12:30 AM,06:04 AM,05:54 PM,23,28,28,25,40,100,89,1.0,1009,25,10,108,30
