date_time,Merredin_maxtempC,Merredin_mintempC,Merredin_totalSnow_cm,Merredin_sunHour,Merredin_uvIndex,Merredin_uvIndex,Merredin_moon_illumination,Merredin_moonrise,Merredin_moonset,Merredin_sunrise,Merredin_sunset,Merredin_DewPointC,Merredin_FeelsLikeC,Merredin_HeatIndexC,Merredin_WindChillC,Merredin_WindGustKmph,Merredin_cloudcover,Merredin_humidity,Merredin_precipMM,Merredin_pressure,Merredin_tempC,Merredin_visibility,Merredin_winddirDegree,Merredin_windspeedKmph
2020-03-02 03:00:00,25,13,0.0,12.8,6,1,51,12:26 PM,11:07 PM,05:58 AM,06:40 PM,7,11,13,11,40,6,64,0.0,1019,13,10,110,30
2020-03-02 06:00:00,25,13,0.0,12.8,6,1,51,12:26 PM,11:07 PM,05:58 AM,06:40 PM,7,11,13,11,37,11,64,0.0,1020,13,10,101,28
2020-03-02 09:00:00,25,13,0.0,12.8,6,5,51,12:26 PM,11:07 PM,05:58 AM,06:40 PM,7,15,16,15,35,7,55,0.0,1021,16,10,92,31
2020-03-02 12:00:00,25,13,0.0,12.8,6,6,51,12:26 PM,11:07 PM,05:58 AM,06:40 PM,8,21,21,21,35,0,42,0.0,1020,21,10,84,30
2020-03-02 15:00:00,25,13,0.0,12.8,6,6,51,12:26 PM,11:07 PM,05:58 AM,06:40 PM,7,25,25,24,32,3,33,0.0,1017,24,10,86,28
2020-03-02 18:00:00,25,13,0.0,12.8,6,1,51,12:26 PM,11:07 PM,05:58 AM,06:40 PM,7,25,25,24,29,30,34,0.0,1017,24,10,89,23
2020-03-02 21:00:00,25,13,0.0,12.8,6,1,51,12:26 PM,11:07 PM,05:58 AM,06:40 PM,8,21,23,21,28,55,42,0.0,1018,21,10,93,19
2020-03-03 00:00:00,27,14,0.0,12.8,6,1,58,01:24 PM,11:52 PM,05:58 AM,06:39 PM,8,19,19,19,34,10,51,0.0,1019,19,10,83,23
2020-03-03 03:00:00,27,14,0.0,12.8,6,1,58,01:24 PM,11:52 PM,05:58 AM,06:39 PM,8,15,16,15,33,0,62,0.0,1019,16,10,78,23
2020-03-03 06:00:00,27,14,0.0,12.8,6,1,58,01:24 PM,11:52 PM,05:58 AM,06:39 PM,8,14,15,14,27,2,66,0.0,1020,15,10,78,20
2020-03-03 09:00:00,27,14,0.0,12.8,6,5,58,01:24 PM,11:52 PM,05:58 AM,06:39 PM,9,18,18,18,24,3,57,0.0,1020,18,10,72,21
2020-03-03 12:00:00,27,14,0.0,12.8,6,6,58,01:24 PM,11:52 PM,05:58 AM,06:39 PM,8,25,25,24,19,0,37,0.0,1017,24,10,61,17
2020-03-03 15:00:00,27,14,0.0,12.8,6,7,58,01:24 PM,11:52 PM,05:58 AM,06:39 PM,4,25,25,27,13,0,24,0.0,1015,27,10,67,11
2020-03-03 18:00:00,27,14,0.0,12.8,6,1,58,01:24 PM,11:52 PM,05:58 AM,06:39 PM,3,25,25,26,13,6,23,0.0,1015,26,10,78,9
2020-03-03 21:00:00,27,14,0.0,12.8,6,1,58,01:24 PM,11:52 PM,05:58 AM,06:39 PM,5,24,24,23,19,12,30,0.0,1015,23,10,80,11
2020-03-04 00:00:00,30,18,0.0,12.8,7,1,65,02:22 PM,No moonset,05:59 AM,06:37 PM,6,21,22,21,27,1,37,0.0,1015,21,10,68,14
2020-03-04 03:00:00,30,18,0.0,12.8,7,1,65,02:22 PM,No moonset,05:59 AM,06:37 PM,6,19,19,19,29,3,41,0.0,1013,19,10,54,14
2020-03-04 06:00:00,30,18,0.0,12.8,7,1,65,02:22 PM,No moonset,05:59 AM,06:37 PM,6,19,19,19,29,9,42,0.0,1014,19,10,53,17
2020-03-04 09:00:00,30,18,0.0,12.8,7,6,65,02:22 PM,No moonset,05:59 AM,06:37 PM,6,22,22,22,21,16,36,0.0,1014,22,10,35,17
2020-03-04 12:00:00,30,18,0.0,12.8,7,7,65,02:22 PM,No moonset,05:59 AM,06:37 PM,5,26,26,27,12,5,24,0.0,1012,27,10,29,10
2020-03-04 15:00:00,30,18,0.0,12.8,7,7,65,02:22 PM,No moonset,05:59 AM,06:37 PM,3,27,27,30,6,0,18,0.0,1010,30,10,66,5
2020-03-04 18:00:00,30,18,0.0,12.8,7,1,65,02:22 PM,No moonset,05:59 AM,06:37 PM,2,26,26,28,7,1,19,0.0,1010,28,10,84,5
2020-03-04 21:00:00,30,18,0.0,12.8,7,1,65,02:22 PM,No moonset,05:59 AM,06:37 PM,4,24,24,25,18,4,25,0.0,1010,25,10,57,9
2020-03-05 00:00:00,33,21,0.0,12.4,7,1,73,03:20 PM,12:42 AM,06:00 AM,06:36 PM,4,24,24,23,24,6,29,0.0,1009,23,10,52,12
2020-03-05 03:00:00,33,21,0.0,12.4,7,1,73,03:20 PM,12:42 AM,06:00 AM,06:36 PM,4,21,22,21,30,17,33,0.0,1009,21,10,48,15
2020-03-05 06:00:00,33,21,0.0,12.4,7,1,73,03:20 PM,12:42 AM,06:00 AM,06:36 PM,5,21,22,21,35,24,34,0.0,1009,21,10,40,20
2020-03-05 09:00:00,33,21,0.0,12.4,7,7,73,03:20 PM,12:42 AM,06:00 AM,06:36 PM,5,25,25,25,29,9,27,0.0,1009,25,10,23,22
2020-03-05 12:00:00,33,21,0.0,12.4,7,8,73,03:20 PM,12:42 AM,06:00 AM,06:36 PM,3,29,29,31,19,14,17,0.0,1008,31,10,13,17
2020-03-05 15:00:00,33,21,0.0,12.4,7,8,73,03:20 PM,12:42 AM,06:00 AM,06:36 PM,3,31,31,33,14,10,15,0.0,1006,33,10,26,12
2020-03-05 18:00:00,33,21,0.0,12.4,7,1,73,03:20 PM,12:42 AM,06:00 AM,06:36 PM,4,30,30,32,21,6,18,0.0,1005,32,10,63,14
2020-03-05 21:00:00,33,21,0.0,12.4,7,1,73,03:20 PM,12:42 AM,06:00 AM,06:36 PM,4,27,27,29,38,5,21,0.0,1005,29,10,83,23
2020-03-06 00:00:00,30,21,0.0,11.6,7,1,80,04:15 PM,01:41 AM,06:01 AM,06:35 PM,3,26,26,27,46,4,21,0.0,1004,27,10,64,28
2020-03-06 03:00:00,30,21,0.0,11.6,7,1,80,04:15 PM,01:41 AM,06:01 AM,06:35 PM,2,25,25,27,50,33,20,0.0,1004,27,10,45,31
2020-03-06 06:00:00,30,21,0.0,11.6,7,1,80,04:15 PM,01:41 AM,06:01 AM,06:35 PM,6,25,25,25,40,87,33,0.1,1005,25,10,121,27
2020-03-06 09:00:00,30,21,0.0,11.6,7,6,80,04:15 PM,01:41 AM,06:01 AM,06:35 PM,13,26,26,24,27,57,52,0.1,1007,24,10,300,23
2020-03-06 12:00:00,30,21,0.0,11.6,7,7,80,04:15 PM,01:41 AM,06:01 AM,06:35 PM,12,28,28,28,26,0,39,0.0,1008,28,10,279,23
2020-03-06 15:00:00,30,21,0.0,11.6,7,7,80,04:15 PM,01:41 AM,06:01 AM,06:35 PM,10,28,28,30,24,1,30,0.0,1007,30,10,283,21
2020-03-06 18:00:00,30,21,0.0,11.6,7,1,80,04:15 PM,01:41 AM,06:01 AM,06:35 PM,12,27,27,27,23,2,39,0.0,1009,27,10,271,19
2020-03-06 21:00:00,30,21,0.0,11.6,7,1,80,04:15 PM,01:41 AM,06:01 AM,06:35 PM,13,24,24,23,23,1,54,0.0,1012,23,10,262,18
2020-03-07 00:00:00,29,17,0.0,11.6,7,1,87,05:06 PM,02:45 AM,06:01 AM,06:34 PM,15,20,20,20,20,16,71,0.0,1013,20,10,254,15
2020-03-07 03:00:00,29,17,0.0,11.6,7,1,87,05:06 PM,02:45 AM,06:01 AM,06:34 PM,15,18,18,18,17,47,81,0.0,1014,18,10,246,12
2020-03-07 06:00:00,29,17,0.0,11.6,7,1,87,05:06 PM,02:45 AM,06:01 AM,06:34 PM,15,18,18,18,13,55,82,0.0,1015,18,10,250,9
2020-03-07 09:00:00,29,17,0.0,11.6,7,6,87,05:06 PM,02:45 AM,06:01 AM,06:34 PM,14,21,21,21,13,39,64,0.0,1016,21,10,258,12
2020-03-07 12:00:00,29,17,0.0,11.6,7,7,87,05:06 PM,02:45 AM,06:01 AM,06:34 PM,11,26,26,26,10,4,41,0.0,1015,26,10,256,9
2020-03-07 15:00:00,29,17,0.0,11.6,7,7,87,05:06 PM,02:45 AM,06:01 AM,06:34 PM,9,28,28,29,10,6,29,0.0,1014,29,10,227,8
2020-03-07 18:00:00,29,17,0.0,11.6,7,1,87,05:06 PM,02:45 AM,06:01 AM,06:34 PM,9,27,27,28,14,6,29,0.0,1014,28,10,223,10
2020-03-07 21:00:00,29,17,0.0,11.6,7,1,87,05:06 PM,02:45 AM,06:01 AM,06:34 PM,9,25,25,25,19,8,37,0.0,1015,25,10,235,11
2020-03-08 00:00:00,32,21,0.0,11.6,7,1,95,05:53 PM,03:54 AM,06:02 AM,06:33 PM,11,24,24,23,19,11,48,0.0,1016,23,10,222,11
2020-03-08 03:00:00,32,21,0.0,11.6,7,1,95,05:53 PM,03:54 AM,06:02 AM,06:33 PM,13,21,21,21,20,9,62,0.0,1016,21,10,177,12
2020-03-08 06:00:00,32,21,0.0,11.6,7,1,95,05:53 PM,03:54 AM,06:02 AM,06:33 PM,13,21,22,21,19,8,60,0.0,1016,21,10,99,12
2020-03-08 09:00:00,32,21,0.0,11.6,7,6,95,05:53 PM,03:54 AM,06:02 AM,06:33 PM,13,26,26,25,21,6,49,0.0,1017,25,10,83,18
2020-03-08 12:00:00,32,21,0.0,11.6,7,8,95,05:53 PM,03:54 AM,06:02 AM,06:33 PM,10,29,29,30,22,4,30,0.0,1015,30,10,87,19
2020-03-08 15:00:00,32,21,0.0,11.6,7,8,95,05:53 PM,03:54 AM,06:02 AM,06:33 PM,8,30,30,32,21,8,22,0.0,1013,32,10,95,18
2020-03-08 18:00:00,32,21,0.0,11.6,7,1,95,05:53 PM,03:54 AM,06:02 AM,06:33 PM,8,29,29,31,22,24,24,0.0,1014,31,10,102,17
2020-03-08 21:00:00,32,21,0.0,11.6,7,1,95,05:53 PM,03:54 AM,06:02 AM,06:33 PM,10,27,27,27,33,32,34,0.0,1015,27,10,108,23
2020-03-09 00:00:00,31,19,0.0,11.6,7,1,100,06:35 PM,05:05 AM,06:03 AM,06:31 PM,12,25,25,24,41,11,48,0.0,1016,24,10,107,31
2020-03-09 03:00:00,31,19,0.0,11.6,7,1,100,06:35 PM,05:05 AM,06:03 AM,06:31 PM,13,21,23,21,34,14,61,0.0,1016,21,10,94,24
2020-03-09 06:00:00,31,19,0.0,11.6,7,1,100,06:35 PM,05:05 AM,06:03 AM,06:31 PM,12,19,19,19,26,22,64,0.0,1017,19,10,93,19
2020-03-09 09:00:00,31,19,0.0,11.6,7,6,100,06:35 PM,05:05 AM,06:03 AM,06:31 PM,11,22,22,22,22,21,51,0.0,1017,22,10,85,19
2020-03-09 12:00:00,31,19,0.0,11.6,7,7,100,06:35 PM,05:05 AM,06:03 AM,06:31 PM,10,28,28,29,18,14,32,0.0,1015,29,10,84,15
2020-03-09 15:00:00,31,19,0.0,11.6,7,8,100,06:35 PM,05:05 AM,06:03 AM,06:31 PM,9,29,29,31,14,26,25,0.0,1012,31,10,107,12
2020-03-09 18:00:00,31,19,0.0,11.6,7,1,100,06:35 PM,05:05 AM,06:03 AM,06:31 PM,9,29,29,30,15,50,27,0.0,1012,30,10,133,12
2020-03-09 21:00:00,31,19,0.0,11.6,7,1,100,06:35 PM,05:05 AM,06:03 AM,06:31 PM,9,27,27,28,21,36,32,0.0,1013,28,10,127,15
2020-03-10 00:00:00,32,21,0.0,11.6,7,1,100,07:15 PM,06:16 AM,06:03 AM,06:30 PM,9,25,25,24,27,18,37,0.0,1013,24,10,106,18
2020-03-10 03:00:00,32,21,0.0,11.6,7,1,100,07:15 PM,06:16 AM,06:03 AM,06:30 PM,9,22,23,22,28,19,45,0.0,1012,22,10,102,17
2020-03-10 06:00:00,32,21,0.0,11.6,7,1,100,07:15 PM,06:16 AM,06:03 AM,06:30 PM,12,21,22,21,24,15,55,0.0,1013,21,10,82,15
2020-03-10 09:00:00,32,21,0.0,11.6,7,6,100,07:15 PM,06:16 AM,06:03 AM,06:30 PM,12,26,26,25,15,15,46,0.0,1014,25,10,50,13
2020-03-10 12:00:00,32,21,0.0,11.6,7,8,100,07:15 PM,06:16 AM,06:03 AM,06:30 PM,10,29,29,30,9,7,28,0.0,1013,30,10,84,8
2020-03-10 15:00:00,32,21,0.0,11.6,7,8,100,07:15 PM,06:16 AM,06:03 AM,06:30 PM,7,30,30,32,15,8,22,0.0,1011,32,10,199,13
2020-03-10 18:00:00,32,21,0.0,11.6,7,1,100,07:15 PM,06:16 AM,06:03 AM,06:30 PM,5,28,28,30,21,5,21,0.0,1011,30,10,182,17
2020-03-10 21:00:00,32,21,0.0,11.6,7,1,100,07:15 PM,06:16 AM,06:03 AM,06:30 PM,5,25,25,27,29,2,25,0.0,1012,27,10,144,19
2020-03-11 00:00:00,36,20,0.0,11.6,8,1,84,07:53 PM,07:26 AM,06:04 AM,06:29 PM,7,24,24,24,35,3,35,0.0,1012,24,10,113,22
2020-03-11 03:00:00,36,20,0.0,11.6,8,1,84,07:53 PM,07:26 AM,06:04 AM,06:29 PM,10,21,23,21,32,5,50,0.0,1012,21,10,94,21
2020-03-11 06:00:00,36,20,0.0,11.6,8,1,84,07:53 PM,07:26 AM,06:04 AM,06:29 PM,10,21,22,21,24,8,49,0.0,1012,21,10,75,17
2020-03-11 09:00:00,36,20,0.0,11.6,8,7,84,07:53 PM,07:26 AM,06:04 AM,06:29 PM,9,26,26,26,20,11,36,0.0,1012,26,10,45,17
2020-03-11 12:00:00,36,20,0.0,11.6,8,8,84,07:53 PM,07:26 AM,06:04 AM,06:29 PM,7,31,31,32,15,12,21,0.0,1009,32,10,14,13
2020-03-11 15:00:00,36,20,0.0,11.6,8,9,84,07:53 PM,07:26 AM,06:04 AM,06:29 PM,6,33,33,35,8,9,17,0.0,1007,35,10,73,7
2020-03-11 18:00:00,36,20,0.0,11.6,8,1,84,07:53 PM,07:26 AM,06:04 AM,06:29 PM,6,35,35,35,13,4,18,0.0,1006,35,10,189,8
2020-03-11 21:00:00,36,20,0.0,11.6,8,1,84,07:53 PM,07:26 AM,06:04 AM,06:29 PM,7,36,36,33,30,3,25,0.0,1007,33,10,150,18
2020-03-12 00:00:00,33,22,0.0,11.6,7,1,76,08:30 PM,08:35 AM,06:05 AM,06:28 PM,8,31,31,29,27,4,31,0.0,1008,29,10,116,15
2020-03-12 03:00:00,33,22,0.0,11.6,7,1,76,08:30 PM,08:35 AM,06:05 AM,06:28 PM,9,25,25,24,26,6,38,0.0,1008,24,10,140,13
2020-03-12 06:00:00,33,22,0.0,11.6,7,1,76,08:30 PM,08:35 AM,06:05 AM,06:28 PM,10,24,24,22,17,2,45,0.0,1009,22,10,192,10
2020-03-12 09:00:00,33,22,0.0,11.6,7,7,76,08:30 PM,08:35 AM,06:05 AM,06:28 PM,10,26,26,26,14,4,38,0.0,1011,26,10,194,12
2020-03-12 12:00:00,33,22,0.0,11.6,7,8,76,08:30 PM,08:35 AM,06:05 AM,06:28 PM,9,30,30,31,20,7,26,0.0,1011,31,10,202,17
2020-03-12 15:00:00,33,22,0.0,11.6,7,8,76,08:30 PM,08:35 AM,06:05 AM,06:28 PM,9,31,31,33,22,6,23,0.0,1011,33,10,194,19
2020-03-12 18:00:00,33,22,0.0,11.6,7,1,76,08:30 PM,08:35 AM,06:05 AM,06:28 PM,11,31,31,31,28,4,34,0.0,1013,31,10,173,24
2020-03-12 21:00:00,33,22,0.0,11.6,7,1,76,08:30 PM,08:35 AM,06:05 AM,06:28 PM,14,30,30,28,36,4,57,0.0,1016,28,10,140,31
2020-03-13 00:00:00,30,17,0.0,11.6,7,1,69,09:10 PM,09:45 AM,06:05 AM,06:26 PM,13,25,25,23,33,11,70,0.0,1018,23,10,128,27
2020-03-13 03:00:00,30,17,0.0,11.6,7,1,69,09:10 PM,09:45 AM,06:05 AM,06:26 PM,13,18,18,18,30,26,72,0.0,1018,18,10,116,22
2020-03-13 06:00:00,30,17,0.0,11.6,7,1,69,09:10 PM,09:45 AM,06:05 AM,06:26 PM,12,17,17,17,31,26,70,0.0,1019,17,10,118,24
2020-03-13 09:00:00,30,17,0.0,11.6,7,6,69,09:10 PM,09:45 AM,06:05 AM,06:26 PM,12,20,21,20,30,14,58,0.0,1020,20,10,99,26
2020-03-13 12:00:00,30,17,0.0,11.6,7,7,69,09:10 PM,09:45 AM,06:05 AM,06:26 PM,12,26,26,26,27,22,41,0.0,1018,26,10,81,23
2020-03-13 15:00:00,30,17,0.0,11.6,7,7,69,09:10 PM,09:45 AM,06:05 AM,06:26 PM,11,29,29,30,23,19,32,0.0,1016,30,10,71,20
2020-03-13 18:00:00,30,17,0.0,11.6,7,1,69,09:10 PM,09:45 AM,06:05 AM,06:26 PM,12,28,28,29,22,14,35,0.0,1015,29,10,57,17
2020-03-13 21:00:00,30,17,0.0,11.6,7,1,69,09:10 PM,09:45 AM,06:05 AM,06:26 PM,12,26,26,26,24,33,43,0.0,1016,26,10,46,15
2020-03-14 00:00:00,27,14,0.0,8.8,6,1,62,09:52 PM,10:52 AM,06:06 AM,06:25 PM,13,25,25,25,28,60,49,0.0,1016,25,10,51,19
2020-03-14 03:00:00,27,14,0.0,8.8,6,1,62,09:52 PM,10:52 AM,06:06 AM,06:25 PM,14,25,25,23,31,58,56,0.0,1016,23,10,51,22
2020-03-14 06:00:00,27,14,0.0,8.8,6,1,62,09:52 PM,10:52 AM,06:06 AM,06:25 PM,14,22,23,22,31,51,59,0.0,1016,22,10,61,23
2020-03-14 09:00:00,27,14,0.0,8.8,6,6,62,09:52 PM,10:52 AM,06:06 AM,06:25 PM,14,23,23,23,32,44,58,0.0,1016,23,10,67,26
2020-03-14 12:00:00,27,14,0.0,8.8,6,6,62,09:52 PM,10:52 AM,06:06 AM,06:25 PM,14,27,27,27,32,44,46,0.0,1014,27,10,55,28
2020-03-14 15:00:00,27,14,0.0,8.8,6,6,62,09:52 PM,10:52 AM,06:06 AM,06:25 PM,15,26,26,25,35,88,54,0.1,1012,25,10,48,30
2020-03-14 18:00:00,27,14,0.0,8.8,6,1,62,09:52 PM,10:52 AM,06:06 AM,06:25 PM,15,20,23,20,42,95,69,0.7,1011,20,10,68,31
2020-03-14 21:00:00,27,14,0.0,8.8,6,1,62,09:52 PM,10:52 AM,06:06 AM,06:25 PM,14,16,19,16,53,83,63,1.4,1010,16,9,65,35
2020-03-15 00:00:00,31,22,0.0,10.2,6,1,55,10:37 PM,11:58 AM,06:07 AM,06:24 PM,13,17,20,17,54,82,55,0.7,1009,17,9,40,36
2020-03-15 03:00:00,31,22,0.0,10.2,6,1,55,10:37 PM,11:58 AM,06:07 AM,06:24 PM,12,25,25,22,49,61,53,0.2,1008,22,9,22,31
2020-03-15 06:00:00,31,22,0.0,10.2,6,1,55,10:37 PM,11:58 AM,06:07 AM,06:24 PM,12,25,25,23,37,39,53,0.1,1008,23,10,124,24
2020-03-15 09:00:00,31,22,0.0,10.2,6,7,55,10:37 PM,11:58 AM,06:07 AM,06:24 PM,14,26,26,25,28,68,49,0.1,1009,25,9,335,23
2020-03-15 12:00:00,31,22,0.0,10.2,6,7,55,10:37 PM,11:58 AM,06:07 AM,06:24 PM,15,29,29,29,27,45,42,0.0,1008,29,10,314,23
2020-03-15 15:00:00,31,22,0.0,10.2,6,8,55,10:37 PM,11:58 AM,06:07 AM,06:24 PM,13,30,30,31,31,17,34,0.0,1007,31,10,300,26
2020-03-15 18:00:00,31,22,0.0,10.2,6,1,55,10:37 PM,11:58 AM,06:07 AM,06:24 PM,14,29,29,29,31,18,40,0.0,1008,29,10,277,24
2020-03-15 21:00:00,31,22,0.0,10.2,6,1,55,10:37 PM,11:58 AM,06:07 AM,06:24 PM,15,26,26,25,27,21,54,0.0,1011,25,10,253,19
2020-03-16 00:00:00,28,19,0.0,10.2,6,1,47,11:27 PM,01:01 PM,06:07 AM,06:23 PM,15,21,23,21,21,17,69,0.0,1012,21,10,239,15
2020-03-16 03:00:00,28,19,0.0,10.2,6,1,47,11:27 PM,01:01 PM,06:07 AM,06:23 PM,15,19,19,19,11,30,78,0.0,1012,19,10,238,8
2020-03-16 06:00:00,28,19,0.0,10.2,6,1,47,11:27 PM,01:01 PM,06:07 AM,06:23 PM,16,19,19,19,7,53,80,0.0,1013,19,10,258,5
2020-03-16 09:00:00,28,19,0.0,10.2,6,6,47,11:27 PM,01:01 PM,06:07 AM,06:23 PM,15,21,22,21,8,61,68,0.0,1014,21,10,297,6
2020-03-16 12:00:00,28,19,0.0,10.2,6,6,47,11:27 PM,01:01 PM,06:07 AM,06:23 PM,13,26,26,25,13,25,48,0.0,1013,25,10,291,11
2020-03-16 15:00:00,28,19,0.0,10.2,6,7,47,11:27 PM,01:01 PM,06:07 AM,06:23 PM,11,27,27,28,16,23,36,0.0,1011,28,10,297,14
2020-03-16 18:00:00,28,19,0.0,10.2,6,1,47,11:27 PM,01:01 PM,06:07 AM,06:23 PM,11,27,27,27,16,17,36,0.0,1012,27,10,293,13
2020-03-16 21:00:00,28,19,0.0,10.2,6,1,47,11:27 PM,01:01 PM,06:07 AM,06:23 PM,11,25,25,24,17,18,45,0.0,1013,24,10,265,11
2020-03-17 00:00:00,25,18,0.0,10.2,6,1,40,No moonrise,01:59 PM,06:08 AM,06:21 PM,11,21,23,21,18,18,54,0.0,1013,21,10,214,13
2020-03-17 03:00:00,25,18,0.0,10.2,6,1,40,No moonrise,01:59 PM,06:08 AM,06:21 PM,11,19,19,19,12,32,60,0.0,1013,19,10,234,8
2020-03-17 06:00:00,25,18,0.0,10.2,6,1,40,No moonrise,01:59 PM,06:08 AM,06:21 PM,12,19,19,19,13,61,65,0.0,1014,19,10,265,9
2020-03-17 09:00:00,25,18,0.0,10.2,6,6,40,No moonrise,01:59 PM,06:08 AM,06:21 PM,13,21,21,21,18,65,62,0.0,1014,21,10,280,15
2020-03-17 12:00:00,25,18,0.0,10.2,6,6,40,No moonrise,01:59 PM,06:08 AM,06:21 PM,11,25,25,24,24,48,44,0.0,1013,24,10,297,21
2020-03-17 15:00:00,25,18,0.0,10.2,6,6,40,No moonrise,01:59 PM,06:08 AM,06:21 PM,11,25,25,25,26,41,43,0.0,1012,25,10,291,23
2020-03-17 18:00:00,25,18,0.0,10.2,6,1,40,No moonrise,01:59 PM,06:08 AM,06:21 PM,11,25,25,23,29,23,45,0.0,1012,23,10,283,24
2020-03-17 21:00:00,25,18,0.0,10.2,6,1,40,No moonrise,01:59 PM,06:08 AM,06:21 PM,11,20,22,20,30,42,58,0.0,1014,20,10,262,23
2020-03-18 00:00:00,24,14,0.0,11.6,5,1,33,12:19 AM,02:51 PM,06:09 AM,06:20 PM,12,17,17,17,27,91,71,0.1,1015,17,10,258,21
2020-03-18 03:00:00,24,14,0.0,11.6,5,1,33,12:19 AM,02:51 PM,06:09 AM,06:20 PM,9,15,15,15,24,55,67,0.1,1016,15,10,253,18
2020-03-18 06:00:00,24,14,0.0,11.6,5,1,33,12:19 AM,02:51 PM,06:09 AM,06:20 PM,8,14,14,14,19,6,68,0.0,1017,14,10,264,14
2020-03-18 09:00:00,24,14,0.0,11.6,5,5,33,12:19 AM,02:51 PM,06:09 AM,06:20 PM,7,17,17,17,25,8,53,0.0,1018,17,10,258,22
2020-03-18 12:00:00,24,14,0.0,11.6,5,6,33,12:19 AM,02:51 PM,06:09 AM,06:20 PM,5,22,22,22,24,2,33,0.0,1018,22,10,252,21
2020-03-18 15:00:00,24,14,0.0,11.6,5,6,33,12:19 AM,02:51 PM,06:09 AM,06:20 PM,3,24,24,24,23,6,26,0.0,1017,24,10,253,20
2020-03-18 18:00:00,24,14,0.0,11.6,5,1,33,12:19 AM,02:51 PM,06:09 AM,06:20 PM,4,22,22,22,23,15,30,0.0,1019,22,10,242,18
2020-03-18 21:00:00,24,14,0.0,11.6,5,1,33,12:19 AM,02:51 PM,06:09 AM,06:20 PM,6,19,19,19,24,43,41,0.0,1021,19,10,225,17
2020-03-19 00:00:00,27,14,0.0,11.6,6,1,25,01:14 AM,03:39 PM,06:09 AM,06:19 PM,7,17,17,17,20,53,50,0.0,1022,17,10,197,14
2020-03-19 03:00:00,27,14,0.0,11.6,6,1,25,01:14 AM,03:39 PM,06:09 AM,06:19 PM,7,15,15,15,17,22,57,0.0,1023,15,10,171,12
2020-03-19 06:00:00,27,14,0.0,11.6,6,1,25,01:14 AM,03:39 PM,06:09 AM,06:19 PM,7,14,15,14,21,10,61,0.0,1024,15,10,140,15
2020-03-19 09:00:00,27,14,0.0,11.6,6,5,25,01:14 AM,03:39 PM,06:09 AM,06:19 PM,7,17,18,17,18,14,52,0.0,1024,17,10,123,15
2020-03-19 12:00:00,27,14,0.0,11.6,6,6,25,01:14 AM,03:39 PM,06:09 AM,06:19 PM,5,24,24,23,14,2,32,0.0,1023,23,10,103,12
2020-03-19 15:00:00,27,14,0.0,11.6,6,7,25,01:14 AM,03:39 PM,06:09 AM,06:19 PM,3,25,25,26,11,6,22,0.0,1021,26,10,71,10
2020-03-19 18:00:00,27,14,0.0,11.6,6,1,25,01:14 AM,03:39 PM,06:09 AM,06:19 PM,2,24,24,26,12,12,22,0.0,1021,26,10,80,9
2020-03-19 21:00:00,27,14,0.0,11.6,6,1,25,01:14 AM,03:39 PM,06:09 AM,06:19 PM,2,23,23,23,19,12,27,0.0,1022,23,10,135,11
2020-03-20 00:00:00,24,19,0.0,8.8,6,1,18,02:10 AM,04:19 PM,06:10 AM,06:18 PM,3,21,22,21,27,15,31,0.0,1022,21,10,113,15
2020-03-20 03:00:00,24,19,0.0,8.8,6,1,18,02:10 AM,04:19 PM,06:10 AM,06:18 PM,4,20,20,20,28,32,34,0.0,1021,20,10,80,15
2020-03-20 06:00:00,24,19,0.0,8.8,6,1,18,02:10 AM,04:19 PM,06:10 AM,06:18 PM,5,21,22,21,25,47,35,0.0,1022,21,10,53,16
2020-03-20 09:00:00,24,19,0.0,8.8,6,5,18,02:10 AM,04:19 PM,06:10 AM,06:18 PM,9,21,23,21,21,49,47,0.1,1024,21,8,144,15
2020-03-20 12:00:00,24,19,0.0,8.8,6,5,18,02:10 AM,04:19 PM,06:10 AM,06:18 PM,14,22,22,22,22,67,64,0.2,1023,22,4,244,19
2020-03-20 15:00:00,24,19,0.0,8.8,6,6,18,02:10 AM,04:19 PM,06:10 AM,06:18 PM,15,25,25,24,22,69,57,0.1,1021,24,5,24,19
2020-03-20 18:00:00,24,19,0.0,8.8,6,1,18,02:10 AM,04:19 PM,06:10 AM,06:18 PM,14,24,24,23,20,25,58,0.0,1020,23,10,41,16
2020-03-20 21:00:00,24,19,0.0,8.8,6,1,18,02:10 AM,04:19 PM,06:10 AM,06:18 PM,15,20,20,20,23,35,71,0.0,1021,20,10,48,17
2020-03-21 00:00:00,29,17,0.0,11.6,7,1,11,03:06 AM,04:56 PM,06:11 AM,06:16 PM,14,18,18,18,24,17,77,0.0,1021,18,10,48,16
2020-03-21 03:00:00,29,17,0.0,11.6,7,1,11,03:06 AM,04:56 PM,06:11 AM,06:16 PM,14,17,17,17,24,20,78,0.0,1021,17,10,49,14
2020-03-21 06:00:00,29,17,0.0,11.6,7,1,11,03:06 AM,04:56 PM,06:11 AM,06:16 PM,13,18,18,18,22,11,74,0.0,1022,18,10,51,14
2020-03-21 09:00:00,29,17,0.0,11.6,7,6,11,03:06 AM,04:56 PM,06:11 AM,06:16 PM,13,21,21,21,15,14,58,0.0,1022,21,10,58,13
2020-03-21 12:00:00,29,17,0.0,11.6,7,7,11,03:06 AM,04:56 PM,06:11 AM,06:16 PM,12,27,27,27,13,13,41,0.0,1021,27,10,67,12
