date_time,Nadi_maxtempC,Nadi_mintempC,Nadi_totalSnow_cm,Nadi_sunHour,Nadi_uvIndex,Nadi_uvIndex,Nadi_moon_illumination,Nadi_moonrise,Nadi_moonset,Nadi_sunrise,Nadi_sunset,Nadi_DewPointC,Nadi_FeelsLikeC,Nadi_HeatIndexC,Nadi_WindChillC,Nadi_WindGustKmph,Nadi_cloudcover,Nadi_humidity,Nadi_precipMM,Nadi_pressure,Nadi_tempC,Nadi_visibility,Nadi_winddirDegree,Nadi_windspeedKmph
2020-04-06 18:00:00,42,29,0.0,11.6,9,10,94,05:12 PM,05:13 AM,06:26 AM,06:56 PM,2,41,41,40,17,0,10,0.0,1008,40,10,306,13
2020-04-06 21:00:00,42,29,0.0,11.6,9,1,94,05:12 PM,05:13 AM,06:26 AM,06:56 PM,5,40,40,38,21,0,18,0.0,1010,38,10,291,11
2020-04-07 00:00:00,40,29,0.0,11.6,9,1,100,06:17 PM,05:57 AM,06:25 AM,06:56 PM,8,36,36,35,20,0,24,0.0,1010,35,10,254,10
2020-04-07 03:00:00,40,29,0.0,11.6,9,1,100,06:17 PM,05:57 AM,06:25 AM,06:56 PM,10,29,29,31,6,0,27,0.0,1009,31,10,268,5
2020-04-07 06:00:00,40,29,0.0,11.6,9,1,100,06:17 PM,05:57 AM,06:25 AM,06:56 PM,12,29,29,30,9,0,33,0.0,1010,30,10,289,7
2020-04-07 09:00:00,40,29,0.0,11.6,9,8,100,06:17 PM,05:57 AM,06:25 AM,06:56 PM,14,33,33,33,14,0,32,0.0,1011,33,10,303,12
2020-04-07 12:00:00,40,29,0.0,11.6,9,9,100,06:17 PM,05:57 AM,06:25 AM,06:56 PM,9,38,38,39,15,1,18,0.0,1010,39,10,281,13
2020-04-07 15:00:00,40,29,0.0,11.6,9,10,100,06:17 PM,05:57 AM,06:25 AM,06:56 PM,4,40,40,40,19,6,11,0.0,1007,40,10,250,16
2020-04-07 18:00:00,40,29,0.0,11.6,9,9,100,06:17 PM,05:57 AM,06:25 AM,06:56 PM,5,39,39,38,21,18,17,0.0,1006,38,10,248,14
2020-04-07 21:00:00,40,29,0.0,11.6,9,1,100,06:17 PM,05:57 AM,06:25 AM,06:56 PM,12,37,37,35,27,22,33,0.0,1009,35,10,236,14
2020-04-08 00:00:00,39,27,0.0,11.6,8,1,100,07:23 PM,06:40 AM,06:24 AM,06:57 PM,12,33,33,32,21,0,37,0.0,1009,32,10,266,12
2020-04-08 03:00:00,39,27,0.0,11.6,8,1,100,07:23 PM,06:40 AM,06:24 AM,06:57 PM,14,28,28,27,18,0,45,0.0,1009,27,10,291,11
2020-04-08 06:00:00,39,27,0.0,11.6,8,1,100,07:23 PM,06:40 AM,06:24 AM,06:57 PM,17,29,29,28,9,1,51,0.0,1011,28,10,290,8
2020-04-08 09:00:00,39,27,0.0,11.6,8,8,100,07:23 PM,06:40 AM,06:24 AM,06:57 PM,14,31,31,32,14,3,37,0.0,1012,32,10,276,13
2020-04-08 12:00:00,39,27,0.0,11.6,8,9,100,07:23 PM,06:40 AM,06:24 AM,06:57 PM,8,36,36,37,16,4,17,0.0,1011,37,10,273,14
2020-04-08 15:00:00,39,27,0.0,11.6,8,9,100,07:23 PM,06:40 AM,06:24 AM,06:57 PM,3,39,39,39,21,5,11,0.0,1008,39,10,289,18
2020-04-08 18:00:00,39,27,0.0,11.6,8,9,100,07:23 PM,06:40 AM,06:24 AM,06:57 PM,6,38,38,37,26,4,18,0.0,1008,37,10,268,18
2020-04-08 21:00:00,39,27,0.0,11.6,8,1,100,07:23 PM,06:40 AM,06:24 AM,06:57 PM,12,37,37,34,28,2,35,0.0,1010,34,10,222,15
2020-04-09 00:00:00,41,26,0.0,11.6,9,1,83,08:27 PM,07:23 AM,06:23 AM,06:57 PM,17,32,32,31,16,0,50,0.0,1011,31,10,223,10
2020-04-09 03:00:00,41,26,0.0,11.6,9,1,83,08:27 PM,07:23 AM,06:23 AM,06:57 PM,18,29,29,28,10,0,54,0.0,1011,28,10,274,7
2020-04-09 06:00:00,41,26,0.0,11.6,9,1,83,08:27 PM,07:23 AM,06:23 AM,06:57 PM,17,29,29,28,15,1,51,0.0,1012,28,10,313,10
2020-04-09 09:00:00,41,26,0.0,11.6,9,8,83,08:27 PM,07:23 AM,06:23 AM,06:57 PM,15,34,34,33,14,2,36,0.0,1013,33,10,337,12
2020-04-09 12:00:00,41,26,0.0,11.6,9,9,83,08:27 PM,07:23 AM,06:23 AM,06:57 PM,8,38,38,39,14,3,16,0.0,1012,39,10,347,12
2020-04-09 15:00:00,41,26,0.0,11.6,9,10,83,08:27 PM,07:23 AM,06:23 AM,06:57 PM,5,41,41,41,11,4,12,0.0,1008,41,10,332,9
2020-04-09 18:00:00,41,26,0.0,11.6,9,9,83,08:27 PM,07:23 AM,06:23 AM,06:57 PM,6,40,40,39,16,3,14,0.0,1008,39,10,318,12
2020-04-09 21:00:00,41,26,0.0,11.6,9,1,83,08:27 PM,07:23 AM,06:23 AM,06:57 PM,7,38,38,36,18,3,21,0.0,1010,36,10,292,9
2020-04-10 00:00:00,43,27,0.0,11.6,9,1,76,09:33 PM,08:08 AM,06:22 AM,06:57 PM,7,33,33,32,20,3,22,0.0,1011,32,10,275,10
2020-04-10 03:00:00,43,27,0.0,11.6,9,1,76,09:33 PM,08:08 AM,06:22 AM,06:57 PM,8,27,27,28,31,2,30,0.0,1010,28,10,304,15
2020-04-10 06:00:00,43,27,0.0,11.6,9,1,76,09:33 PM,08:08 AM,06:22 AM,06:57 PM,13,29,29,28,19,2,40,0.0,1012,28,10,319,12
2020-04-10 09:00:00,43,27,0.0,11.6,9,8,76,09:33 PM,08:08 AM,06:22 AM,06:57 PM,13,34,34,35,13,0,28,0.0,1013,35,10,337,12
2020-04-10 12:00:00,43,27,0.0,11.6,9,10,76,09:33 PM,08:08 AM,06:22 AM,06:57 PM,7,41,41,40,14,0,14,0.0,1012,40,10,319,12
2020-04-10 15:00:00,43,27,0.0,11.6,9,10,76,09:33 PM,08:08 AM,06:22 AM,06:57 PM,3,44,44,43,12,0,9,0.0,1008,43,10,264,11
2020-04-10 18:00:00,43,27,0.0,11.6,9,10,76,09:33 PM,08:08 AM,06:22 AM,06:57 PM,2,42,42,41,16,0,10,0.0,1009,41,10,266,12
2020-04-10 21:00:00,43,27,0.0,11.6,9,1,76,09:33 PM,08:08 AM,06:22 AM,06:57 PM,5,38,38,36,16,0,16,0.0,1011,36,10,276,9
2020-04-11 00:00:00,45,29,0.0,11.6,9,1,68,10:37 PM,08:56 AM,06:21 AM,06:58 PM,6,30,30,33,14,0,19,0.0,1011,33,10,312,8
2020-04-11 03:00:00,45,29,0.0,11.6,9,1,68,10:37 PM,08:56 AM,06:21 AM,06:58 PM,6,29,29,31,18,0,22,0.0,1011,31,10,334,10
2020-04-11 06:00:00,45,29,0.0,11.6,9,1,68,10:37 PM,08:56 AM,06:21 AM,06:58 PM,6,29,29,30,19,1,22,0.0,1012,30,10,330,12
2020-04-11 09:00:00,45,29,0.0,11.6,9,9,68,10:37 PM,08:56 AM,06:21 AM,06:58 PM,6,35,35,36,15,4,17,0.0,1014,36,10,232,13
2020-04-11 12:00:00,45,29,0.0,11.6,9,10,68,10:37 PM,08:56 AM,06:21 AM,06:58 PM,5,43,43,42,15,3,11,0.0,1012,42,10,116,13
2020-04-11 15:00:00,45,29,0.0,11.6,9,10,68,10:37 PM,08:56 AM,06:21 AM,06:58 PM,4,47,47,44,13,1,9,0.0,1009,44,10,316,12
2020-04-11 18:00:00,45,29,0.0,11.6,9,10,68,10:37 PM,08:56 AM,06:21 AM,06:58 PM,4,43,43,42,22,0,11,0.0,1009,42,10,316,15
2020-04-11 21:00:00,45,29,0.0,11.6,9,1,68,10:37 PM,08:56 AM,06:21 AM,06:58 PM,5,41,41,39,32,0,16,0.0,1011,39,10,317,16
2020-04-12 00:00:00,44,29,0.0,11.6,9,1,61,11:40 PM,09:47 AM,06:21 AM,06:58 PM,4,36,36,35,27,0,17,0.0,1011,35,10,333,13
2020-04-12 03:00:00,44,29,0.0,11.6,9,1,61,11:40 PM,09:47 AM,06:21 AM,06:58 PM,4,29,29,31,23,1,19,0.0,1010,31,10,326,12
2020-04-12 06:00:00,44,29,0.0,11.6,9,1,61,11:40 PM,09:47 AM,06:21 AM,06:58 PM,4,29,29,31,25,1,18,0.0,1012,31,10,237,14
2020-04-12 09:00:00,44,29,0.0,11.6,9,9,61,11:40 PM,09:47 AM,06:21 AM,06:58 PM,4,36,36,37,15,2,13,0.0,1013,37,10,22,14
2020-04-12 12:00:00,44,29,0.0,11.6,9,10,61,11:40 PM,09:47 AM,06:21 AM,06:58 PM,2,43,43,42,16,5,8,0.0,1011,42,10,122,14
2020-04-12 15:00:00,44,29,0.0,11.6,9,10,61,11:40 PM,09:47 AM,06:21 AM,06:58 PM,-1,45,45,43,23,3,7,0.0,1008,43,10,313,20
2020-04-12 18:00:00,44,29,0.0,11.6,9,10,61,11:40 PM,09:47 AM,06:21 AM,06:58 PM,0,43,43,41,32,0,9,0.0,1008,41,10,302,22
2020-04-12 21:00:00,44,29,0.0,11.6,9,1,61,11:40 PM,09:47 AM,06:21 AM,06:58 PM,3,40,40,37,41,11,14,0.0,1009,37,10,300,20
2020-04-13 00:00:00,44,29,0.0,11.6,9,1,53,No moonrise,10:41 AM,06:20 AM,06:58 PM,4,34,34,33,31,28,17,0.0,1010,33,10,325,14
2020-04-13 03:00:00,44,29,0.0,11.6,9,1,53,No moonrise,10:41 AM,06:20 AM,06:58 PM,5,28,28,30,29,13,20,0.0,1009,30,10,348,14
2020-04-13 06:00:00,44,29,0.0,11.6,9,1,53,No moonrise,10:41 AM,06:20 AM,06:58 PM,6,29,29,31,26,0,21,0.0,1010,31,10,343,15
2020-04-13 09:00:00,44,29,0.0,11.6,9,9,53,No moonrise,10:41 AM,06:20 AM,06:58 PM,6,36,36,37,23,0,16,0.0,1011,37,10,339,20
2020-04-13 12:00:00,44,29,0.0,11.6,9,10,53,No moonrise,10:41 AM,06:20 AM,06:58 PM,2,44,44,43,22,0,8,0.0,1009,43,10,339,19
2020-04-13 15:00:00,44,29,0.0,11.6,9,10,53,No moonrise,10:41 AM,06:20 AM,06:58 PM,-0,45,45,43,22,0,7,0.0,1006,43,10,317,19
2020-04-13 18:00:00,44,29,0.0,11.6,9,10,53,No moonrise,10:41 AM,06:20 AM,06:58 PM,0,44,44,42,31,0,9,0.0,1006,42,10,303,21
2020-04-13 21:00:00,44,29,0.0,11.6,9,1,53,No moonrise,10:41 AM,06:20 AM,06:58 PM,3,43,43,40,41,2,14,0.0,1008,40,10,313,20
2020-04-14 00:00:00,44,28,0.0,11.6,9,1,46,12:38 AM,11:36 AM,06:19 AM,06:59 PM,6,36,36,35,35,11,20,0.0,1009,35,10,328,17
2020-04-14 03:00:00,44,28,0.0,11.6,9,1,46,12:38 AM,11:36 AM,06:19 AM,06:59 PM,9,28,28,29,37,19,28,0.0,1008,29,10,326,18
2020-04-14 06:00:00,44,28,0.0,11.6,9,1,46,12:38 AM,11:36 AM,06:19 AM,06:59 PM,11,29,29,30,28,15,31,0.0,1009,30,10,340,16
2020-04-14 09:00:00,44,28,0.0,11.6,9,9,46,12:38 AM,11:36 AM,06:19 AM,06:59 PM,10,36,36,37,19,23,21,0.0,1011,37,10,345,16
2020-04-14 12:00:00,44,28,0.0,11.6,9,10,46,12:38 AM,11:36 AM,06:19 AM,06:59 PM,7,43,43,42,18,21,13,0.0,1009,42,10,327,16
2020-04-14 15:00:00,44,28,0.0,11.6,9,10,46,12:38 AM,11:36 AM,06:19 AM,06:59 PM,5,45,45,43,21,3,10,0.0,1007,43,10,308,17
2020-04-14 18:00:00,44,28,0.0,11.6,9,10,46,12:38 AM,11:36 AM,06:19 AM,06:59 PM,6,43,43,41,33,4,13,0.0,1008,41,10,310,22
2020-04-14 21:00:00,44,28,0.0,11.6,9,1,46,12:38 AM,11:36 AM,06:19 AM,06:59 PM,7,42,42,39,39,3,18,0.0,1010,39,10,321,19
2020-04-15 00:00:00,43,29,0.0,11.6,9,1,38,01:32 AM,12:32 PM,06:18 AM,06:59 PM,7,36,36,35,37,13,20,0.0,1010,35,10,317,19
2020-04-15 03:00:00,43,29,0.0,11.6,9,1,38,01:32 AM,12:32 PM,06:18 AM,06:59 PM,8,29,29,31,32,31,25,0.0,1010,31,10,327,17
2020-04-15 06:00:00,43,29,0.0,11.6,9,1,38,01:32 AM,12:32 PM,06:18 AM,06:59 PM,10,29,29,30,20,25,28,0.0,1011,30,10,230,11
2020-04-15 09:00:00,43,29,0.0,11.6,9,9,38,01:32 AM,12:32 PM,06:18 AM,06:59 PM,9,35,35,36,14,12,21,0.0,1013,36,10,107,13
2020-04-15 12:00:00,43,29,0.0,11.6,9,10,38,01:32 AM,12:32 PM,06:18 AM,06:59 PM,8,42,42,41,22,4,13,0.0,1011,41,10,312,19
2020-04-15 15:00:00,43,29,0.0,11.6,9,10,38,01:32 AM,12:32 PM,06:18 AM,06:59 PM,7,44,44,42,26,5,12,0.0,1008,42,10,301,23
2020-04-15 18:00:00,43,29,0.0,11.6,9,9,38,01:32 AM,12:32 PM,06:18 AM,06:59 PM,6,41,41,40,30,5,14,0.0,1007,40,10,303,22
2020-04-15 21:00:00,43,29,0.0,11.6,9,1,38,01:32 AM,12:32 PM,06:18 AM,06:59 PM,6,38,38,36,29,11,18,0.0,1009,36,10,308,14
2020-04-16 00:00:00,43,29,0.0,11.6,9,1,30,02:19 AM,01:27 PM,06:17 AM,07:00 PM,6,30,30,32,30,12,20,0.0,1009,32,10,299,14
2020-04-16 03:00:00,43,29,0.0,11.6,9,1,30,02:19 AM,01:27 PM,06:17 AM,07:00 PM,8,28,28,30,36,4,27,0.0,1008,30,10,312,17
2020-04-16 06:00:00,43,29,0.0,11.6,9,1,30,02:19 AM,01:27 PM,06:17 AM,07:00 PM,11,29,29,30,27,5,31,0.0,1009,30,10,323,15
2020-04-16 09:00:00,43,29,0.0,11.6,9,9,30,02:19 AM,01:27 PM,06:17 AM,07:00 PM,11,35,35,36,15,7,23,0.0,1010,36,10,311,13
2020-04-16 12:00:00,43,29,0.0,11.6,9,10,30,02:19 AM,01:27 PM,06:17 AM,07:00 PM,8,42,42,41,25,7,13,0.0,1009,41,10,291,22
2020-04-16 15:00:00,43,29,0.0,11.6,9,10,30,02:19 AM,01:27 PM,06:17 AM,07:00 PM,7,44,44,42,30,8,12,0.0,1006,42,10,296,26
2020-04-16 18:00:00,43,29,0.0,11.6,9,10,30,02:19 AM,01:27 PM,06:17 AM,07:00 PM,8,42,42,40,27,8,15,0.0,1006,40,10,312,20
2020-04-16 21:00:00,43,29,0.0,11.6,9,1,30,02:19 AM,01:27 PM,06:17 AM,07:00 PM,8,42,42,38,23,8,20,0.0,1008,38,10,295,11
2020-04-17 00:00:00,43,28,0.0,11.6,9,1,23,03:02 AM,02:20 PM,06:16 AM,07:00 PM,9,36,36,35,22,6,26,0.0,1008,35,10,278,11
2020-04-17 03:00:00,43,28,0.0,11.6,9,1,23,03:02 AM,02:20 PM,06:16 AM,07:00 PM,12,29,29,29,23,5,36,0.0,1007,29,10,295,12
2020-04-17 06:00:00,43,28,0.0,11.6,9,1,23,03:02 AM,02:20 PM,06:16 AM,07:00 PM,13,29,29,30,21,5,36,0.0,1008,30,10,315,13
2020-04-17 09:00:00,43,28,0.0,11.6,9,9,23,03:02 AM,02:20 PM,06:16 AM,07:00 PM,12,35,35,35,18,4,25,0.0,1010,35,10,321,15
2020-04-17 12:00:00,43,28,0.0,11.6,9,10,23,03:02 AM,02:20 PM,06:16 AM,07:00 PM,10,42,42,41,22,5,15,0.0,1008,41,10,308,19
2020-04-17 15:00:00,43,28,0.0,11.6,9,10,23,03:02 AM,02:20 PM,06:16 AM,07:00 PM,8,44,44,42,26,5,13,0.0,1006,42,10,293,23
2020-04-17 18:00:00,43,28,0.0,11.6,9,9,23,03:02 AM,02:20 PM,06:16 AM,07:00 PM,8,41,41,40,32,5,15,0.0,1006,40,10,295,23
2020-04-17 21:00:00,43,28,0.0,11.6,9,1,23,03:02 AM,02:20 PM,06:16 AM,07:00 PM,8,36,36,36,33,6,21,0.0,1008,36,10,308,16
2020-04-18 00:00:00,43,29,0.0,11.6,9,1,15,03:41 AM,03:12 PM,06:15 AM,07:00 PM,9,31,31,32,39,6,24,0.0,1009,32,10,312,20
2020-04-18 03:00:00,43,29,0.0,11.6,9,1,15,03:41 AM,03:12 PM,06:15 AM,07:00 PM,12,30,30,30,37,3,32,0.0,1009,30,10,318,21
2020-04-18 06:00:00,43,29,0.0,11.6,9,1,15,03:41 AM,03:12 PM,06:15 AM,07:00 PM,14,30,30,30,23,6,37,0.0,1010,30,10,326,14
2020-04-18 09:00:00,43,29,0.0,11.6,9,9,15,03:41 AM,03:12 PM,06:15 AM,07:00 PM,13,35,35,35,15,8,27,0.0,1011,35,10,325,14
2020-04-18 12:00:00,43,29,0.0,11.6,9,10,15,03:41 AM,03:12 PM,06:15 AM,07:00 PM,9,41,41,41,19,7,15,0.0,1010,41,10,310,16
2020-04-18 15:00:00,43,29,0.0,11.6,9,10,15,03:41 AM,03:12 PM,06:15 AM,07:00 PM,8,43,43,42,26,6,13,0.0,1007,42,10,296,22
2020-04-18 18:00:00,43,29,0.0,11.6,9,9,15,03:41 AM,03:12 PM,06:15 AM,07:00 PM,8,40,40,39,35,5,17,0.0,1008,39,10,303,25
2020-04-18 21:00:00,43,29,0.0,11.6,9,1,15,03:41 AM,03:12 PM,06:15 AM,07:00 PM,9,38,38,36,37,6,21,0.0,1009,36,10,312,18
2020-04-19 00:00:00,41,29,0.0,11.6,9,1,8,04:16 AM,04:02 PM,06:15 AM,07:01 PM,8,33,33,32,32,5,24,0.0,1009,32,10,307,15
2020-04-19 03:00:00,41,29,0.0,11.6,9,1,8,04:16 AM,04:02 PM,06:15 AM,07:01 PM,10,28,28,30,33,5,31,0.0,1009,30,10,306,17
2020-04-19 06:00:00,41,29,0.0,11.6,9,1,8,04:16 AM,04:02 PM,06:15 AM,07:01 PM,13,30,30,30,31,4,36,0.0,1010,30,10,321,19
2020-04-19 09:00:00,41,29,0.0,11.6,9,8,8,04:16 AM,04:02 PM,06:15 AM,07:01 PM,13,34,34,34,22,5,28,0.0,1011,34,10,326,19
2020-04-19 12:00:00,41,29,0.0,11.6,9,9,8,04:16 AM,04:02 PM,06:15 AM,07:01 PM,9,39,39,40,25,5,16,0.0,1009,40,10,304,22
2020-04-19 15:00:00,41,29,0.0,11.6,9,10,8,04:16 AM,04:02 PM,06:15 AM,07:01 PM,8,41,41,41,32,7,14,0.0,1007,41,10,293,27
2020-04-19 18:00:00,41,29,0.0,11.6,9,9,8,04:16 AM,04:02 PM,06:15 AM,07:01 PM,9,40,40,39,31,5,18,0.0,1007,39,10,313,23
2020-04-19 21:00:00,41,29,0.0,11.6,9,1,8,04:16 AM,04:02 PM,06:15 AM,07:01 PM,9,39,39,35,28,5,24,0.0,1009,35,10,303,13
2020-04-20 00:00:00,41,26,0.0,11.6,9,1,0,04:49 AM,04:51 PM,06:14 AM,07:01 PM,10,34,34,31,25,14,30,0.0,1009,31,10,289,12
2020-04-20 03:00:00,41,26,0.0,11.6,9,1,0,04:49 AM,04:51 PM,06:14 AM,07:01 PM,12,27,27,28,25,55,40,0.0,1009,28,10,300,12
2020-04-20 06:00:00,41,26,0.0,11.6,9,1,0,04:49 AM,04:51 PM,06:14 AM,07:01 PM,15,29,29,28,21,77,45,0.0,1010,28,10,306,12
2020-04-20 09:00:00,41,26,0.0,11.6,9,8,0,04:49 AM,04:51 PM,06:14 AM,07:01 PM,14,34,34,34,16,23,32,0.0,1011,34,10,297,14
2020-04-20 12:00:00,41,26,0.0,11.6,9,9,0,04:49 AM,04:51 PM,06:14 AM,07:01 PM,11,39,39,39,23,5,19,0.0,1009,39,10,286,20
2020-04-20 15:00:00,41,26,0.0,11.6,9,10,0,04:49 AM,04:51 PM,06:14 AM,07:01 PM,8,41,41,41,27,5,14,0.0,1006,41,10,297,23
2020-04-20 18:00:00,41,26,0.0,11.6,9,9,0,04:49 AM,04:51 PM,06:14 AM,07:01 PM,9,40,40,39,26,4,18,0.0,1006,39,10,303,19
2020-04-20 21:00:00,41,26,0.0,11.6,9,1,0,04:49 AM,04:51 PM,06:14 AM,07:01 PM,11,41,41,37,21,2,28,0.0,1008,37,10,269,11
