date_time,Bungendore_maxtempC,Bungendore_mintempC,Bungendore_totalSnow_cm,Bungendore_sunHour,Bungendore_uvIndex,Bungendore_uvIndex,Bungendore_moon_illumination,Bungendore_moonrise,Bungendore_moonset,Bungendore_sunrise,Bungendore_sunset,Bungendore_DewPointC,Bungendore_FeelsLikeC,Bungendore_HeatIndexC,Bungendore_WindChillC,Bungendore_WindGustKmph,Bungendore_cloudcover,Bungendore_humidity,Bungendore_precipMM,Bungendore_pressure,Bungendore_tempC,Bungendore_visibility,Bungendore_winddirDegree,Bungendore_windspeedKmph
2020-02-20 12:00:00,24,8,0.0,13.1,4,6,7,02:04 AM,04:54 PM,05:40 AM,06:52 PM,7,22,22,22,5,10,39,0.0,1010,22,10,295,4
2020-02-20 15:00:00,24,8,0.0,13.1,4,6,7,02:04 AM,04:54 PM,05:40 AM,06:52 PM,8,24,24,24,6,7,35,0.0,1009,24,10,315,5
2020-02-20 18:00:00,24,8,0.0,13.1,4,1,7,02:04 AM,04:54 PM,05:40 AM,06:52 PM,9,25,25,23,17,8,53,0.0,1011,23,10,164,12
2020-02-20 21:00:00,24,8,0.0,13.1,4,1,7,02:04 AM,04:54 PM,05:40 AM,06:52 PM,10,20,23,20,14,26,77,0.0,1014,20,10,93,10
2020-02-21 00:00:00,25,12,0.0,10.7,6,1,0,03:00 AM,05:39 PM,05:41 AM,06:51 PM,10,15,15,15,6,57,88,0.0,1015,14,10,114,4
2020-02-21 03:00:00,25,12,0.0,10.7,6,1,0,03:00 AM,05:39 PM,05:41 AM,06:51 PM,11,14,13,14,4,82,85,0.0,1015,13,10,96,3
2020-02-21 06:00:00,25,12,0.0,10.7,6,1,0,03:00 AM,05:39 PM,05:41 AM,06:51 PM,11,14,14,14,6,72,81,0.0,1016,14,10,60,5
2020-02-21 09:00:00,25,12,0.0,10.7,6,4,0,03:00 AM,05:39 PM,05:41 AM,06:51 PM,11,18,18,18,7,64,66,0.0,1017,18,10,40,6
2020-02-21 12:00:00,25,12,0.0,10.7,6,5,0,03:00 AM,05:39 PM,05:41 AM,06:51 PM,10,23,23,23,8,32,45,0.0,1015,23,10,248,6
2020-02-21 15:00:00,25,12,0.0,10.7,6,6,0,03:00 AM,05:39 PM,05:41 AM,06:51 PM,9,25,25,23,9,36,41,0.0,1014,23,10,142,7
2020-02-21 18:00:00,25,12,0.0,10.7,6,1,0,03:00 AM,05:39 PM,05:41 AM,06:51 PM,10,19,22,19,20,71,72,0.1,1017,19,10,80,14
2020-02-21 21:00:00,25,12,0.0,10.7,6,1,0,03:00 AM,05:39 PM,05:41 AM,06:51 PM,11,15,16,15,18,85,85,0.3,1019,15,10,102,14
2020-02-22 00:00:00,22,12,0.0,10.7,4,1,0,03:57 AM,06:18 PM,05:42 AM,06:50 PM,11,12,13,12,15,70,85,0.1,1021,13,10,107,12
2020-02-22 03:00:00,22,12,0.0,10.7,4,1,0,03:57 AM,06:18 PM,05:42 AM,06:50 PM,9,11,12,11,13,63,84,0.0,1021,12,10,113,10
2020-02-22 06:00:00,22,12,0.0,10.7,4,1,0,03:57 AM,06:18 PM,05:42 AM,06:50 PM,9,11,12,11,10,86,83,0.0,1023,12,10,109,9
2020-02-22 09:00:00,22,12,0.0,10.7,4,4,0,03:57 AM,06:18 PM,05:42 AM,06:50 PM,10,15,15,15,9,99,72,0.0,1023,15,10,87,8
2020-02-22 12:00:00,22,12,0.0,10.7,4,4,0,03:57 AM,06:18 PM,05:42 AM,06:50 PM,12,19,19,19,10,64,61,0.0,1022,19,10,74,9
2020-02-22 15:00:00,22,12,0.0,10.7,4,6,0,03:57 AM,06:18 PM,05:42 AM,06:50 PM,12,21,23,21,13,35,55,0.0,1020,21,10,61,12
2020-02-22 18:00:00,22,12,0.0,10.7,4,1,0,03:57 AM,06:18 PM,05:42 AM,06:50 PM,13,19,20,19,17,25,70,0.0,1021,19,10,68,13
2020-02-22 21:00:00,22,12,0.0,10.7,4,1,0,03:57 AM,06:18 PM,05:42 AM,06:50 PM,14,15,16,15,13,70,89,0.0,1022,16,5,92,9
2020-02-23 00:00:00,25,12,0.0,13.1,5,1,0,04:55 AM,06:53 PM,05:43 AM,06:48 PM,14,15,15,15,9,84,89,0.1,1023,15,7,75,7
2020-02-23 03:00:00,25,12,0.0,13.1,5,1,0,04:55 AM,06:53 PM,05:43 AM,06:48 PM,12,13,13,13,10,77,89,0.0,1023,13,10,51,6
2020-02-23 06:00:00,25,12,0.0,13.1,5,1,0,04:55 AM,06:53 PM,05:43 AM,06:48 PM,11,14,13,14,8,36,85,0.0,1024,13,10,55,5
2020-02-23 09:00:00,25,12,0.0,13.1,5,5,0,04:55 AM,06:53 PM,05:43 AM,06:48 PM,11,19,19,19,6,10,63,0.0,1024,19,10,254,5
2020-02-23 12:00:00,25,12,0.0,13.1,5,6,0,04:55 AM,06:53 PM,05:43 AM,06:48 PM,10,24,24,24,6,8,41,0.0,1021,24,10,356,5
2020-02-23 15:00:00,25,12,0.0,13.1,5,7,0,04:55 AM,06:53 PM,05:43 AM,06:48 PM,8,25,25,25,8,16,34,0.0,1019,25,10,120,6
2020-02-23 18:00:00,25,12,0.0,13.1,5,1,0,04:55 AM,06:53 PM,05:43 AM,06:48 PM,9,22,22,22,9,41,44,0.0,1020,22,10,33,6
2020-02-23 21:00:00,25,12,0.0,13.1,5,1,0,04:55 AM,06:53 PM,05:43 AM,06:48 PM,13,19,19,19,8,22,69,0.0,1021,19,10,62,4
2020-02-24 00:00:00,27,13,0.0,13.0,6,1,0,05:52 AM,07:24 PM,05:44 AM,06:47 PM,14,17,17,17,6,16,86,0.0,1021,17,10,255,3
2020-02-24 03:00:00,27,13,0.0,13.0,6,1,0,05:52 AM,07:24 PM,05:44 AM,06:47 PM,13,14,14,14,5,16,91,0.0,1020,14,10,314,3
2020-02-24 06:00:00,27,13,0.0,13.0,6,1,0,05:52 AM,07:24 PM,05:44 AM,06:47 PM,12,15,15,15,3,10,86,0.0,1021,15,10,248,1
2020-02-24 09:00:00,27,13,0.0,13.0,6,6,0,05:52 AM,07:24 PM,05:44 AM,06:47 PM,12,22,22,22,4,9,58,0.0,1021,22,10,216,3
2020-02-24 12:00:00,27,13,0.0,13.0,6,7,0,05:52 AM,07:24 PM,05:44 AM,06:47 PM,10,26,26,26,4,41,38,0.0,1019,26,10,308,3
2020-02-24 15:00:00,27,13,0.0,13.0,6,6,0,05:52 AM,07:24 PM,05:44 AM,06:47 PM,11,25,25,24,13,51,45,0.0,1017,24,10,187,8
2020-02-24 18:00:00,27,13,0.0,13.0,6,1,0,05:52 AM,07:24 PM,05:44 AM,06:47 PM,13,20,21,20,13,26,65,0.0,1017,20,10,101,8
2020-02-24 21:00:00,27,13,0.0,13.0,6,1,0,05:52 AM,07:24 PM,05:44 AM,06:47 PM,14,18,18,18,10,17,78,0.0,1019,18,10,136,5
2020-02-25 00:00:00,26,13,0.0,13.0,6,1,8,06:48 AM,07:52 PM,05:45 AM,06:46 PM,12,16,16,16,9,11,81,0.0,1018,16,10,133,5
2020-02-25 03:00:00,26,13,0.0,13.0,6,1,8,06:48 AM,07:52 PM,05:45 AM,06:46 PM,11,14,14,14,6,19,86,0.0,1017,14,10,118,3
2020-02-25 06:00:00,26,13,0.0,13.0,6,1,8,06:48 AM,07:52 PM,05:45 AM,06:46 PM,12,15,15,15,3,13,82,0.0,1017,15,10,253,1
2020-02-25 09:00:00,26,13,0.0,13.0,6,5,8,06:48 AM,07:52 PM,05:45 AM,06:46 PM,12,20,22,20,9,8,61,0.0,1016,20,10,314,7
2020-02-25 12:00:00,26,13,0.0,13.0,6,6,8,06:48 AM,07:52 PM,05:45 AM,06:46 PM,10,25,25,25,15,23,40,0.0,1013,25,10,317,13
2020-02-25 15:00:00,26,13,0.0,13.0,6,6,8,06:48 AM,07:52 PM,05:45 AM,06:46 PM,10,25,25,25,22,42,38,0.0,1011,25,10,309,15
2020-02-25 18:00:00,26,13,0.0,13.0,6,1,8,06:48 AM,07:52 PM,05:45 AM,06:46 PM,10,22,22,22,22,32,48,0.0,1011,22,10,300,12
2020-02-25 21:00:00,26,13,0.0,13.0,6,1,8,06:48 AM,07:52 PM,05:45 AM,06:46 PM,11,19,19,19,12,24,60,0.0,1011,19,10,326,6
2020-02-26 00:00:00,24,14,0.0,11.9,6,1,15,07:44 AM,08:19 PM,05:46 AM,06:45 PM,12,17,17,17,10,18,69,0.0,1010,17,10,339,5
2020-02-26 03:00:00,24,14,0.0,11.9,6,1,15,07:44 AM,08:19 PM,05:46 AM,06:45 PM,11,15,15,15,12,15,76,0.0,1008,15,10,339,6
2020-02-26 06:00:00,24,14,0.0,11.9,6,1,15,07:44 AM,08:19 PM,05:46 AM,06:45 PM,11,16,15,16,18,13,77,0.0,1007,15,10,329,9
2020-02-26 09:00:00,24,14,0.0,11.9,6,6,15,07:44 AM,08:19 PM,05:46 AM,06:45 PM,12,20,22,20,35,56,60,0.1,1005,20,9,308,24
2020-02-26 12:00:00,24,14,0.0,11.9,6,5,15,07:44 AM,08:19 PM,05:46 AM,06:45 PM,10,25,25,24,41,70,43,0.4,1004,24,10,288,30
2020-02-26 15:00:00,24,14,0.0,11.9,6,5,15,07:44 AM,08:19 PM,05:46 AM,06:45 PM,6,24,24,24,34,76,31,0.5,1004,24,10,283,25
2020-02-26 18:00:00,24,14,0.0,11.9,6,1,15,07:44 AM,08:19 PM,05:46 AM,06:45 PM,2,24,24,23,25,27,32,0.2,1006,23,10,285,14
2020-02-26 21:00:00,24,14,0.0,11.9,6,1,15,07:44 AM,08:19 PM,05:46 AM,06:45 PM,7,21,23,21,17,28,67,0.0,1011,21,10,151,11
2020-02-27 00:00:00,22,10,0.0,11.9,5,1,23,08:38 AM,08:46 PM,05:46 AM,06:43 PM,8,14,15,14,13,75,78,0.0,1012,14,10,81,9
2020-02-27 03:00:00,22,10,0.0,11.9,5,1,23,08:38 AM,08:46 PM,05:46 AM,06:43 PM,6,9,10,9,13,89,77,0.0,1012,10,10,72,8
2020-02-27 06:00:00,22,10,0.0,11.9,5,1,23,08:38 AM,08:46 PM,05:46 AM,06:43 PM,6,9,10,9,13,91,79,0.0,1012,10,10,61,8
2020-02-27 09:00:00,22,10,0.0,11.9,5,3,23,08:38 AM,08:46 PM,05:46 AM,06:43 PM,7,12,13,12,11,64,67,0.0,1012,13,10,249,8
2020-02-27 12:00:00,22,10,0.0,11.9,5,5,23,08:38 AM,08:46 PM,05:46 AM,06:43 PM,1,19,19,19,16,16,34,0.0,1009,19,10,331,14
2020-02-27 15:00:00,22,10,0.0,11.9,5,6,23,08:38 AM,08:46 PM,05:46 AM,06:43 PM,-3,22,22,22,23,0,19,0.0,1006,22,10,310,17
2020-02-27 18:00:00,22,10,0.0,11.9,5,1,23,08:38 AM,08:46 PM,05:46 AM,06:43 PM,-3,21,24,21,25,0,24,0.0,1007,21,10,308,14
2020-02-27 21:00:00,22,10,0.0,11.9,5,1,23,08:38 AM,08:46 PM,05:46 AM,06:43 PM,-1,19,22,19,12,0,36,0.0,1010,19,10,277,6
2020-02-28 00:00:00,25,8,0.0,13.0,5,1,30,09:34 AM,09:13 PM,05:47 AM,06:42 PM,0,13,14,13,7,0,46,0.0,1010,13,10,211,4
2020-02-28 03:00:00,25,8,0.0,13.0,5,1,30,09:34 AM,09:13 PM,05:47 AM,06:42 PM,-1,9,9,9,7,1,51,0.0,1010,9,10,194,4
2020-02-28 06:00:00,25,8,0.0,13.0,5,1,30,09:34 AM,09:13 PM,05:47 AM,06:42 PM,-1,9,9,9,6,39,51,0.0,1011,9,10,189,3
2020-02-28 09:00:00,25,8,0.0,13.0,5,5,30,09:34 AM,09:13 PM,05:47 AM,06:42 PM,3,17,17,17,4,20,39,0.0,1012,17,10,197,3
2020-02-28 12:00:00,25,8,0.0,13.0,5,6,30,09:34 AM,09:13 PM,05:47 AM,06:42 PM,4,23,23,24,5,2,27,0.0,1011,24,10,71,4
2020-02-28 15:00:00,25,8,0.0,13.0,5,6,30,09:34 AM,09:13 PM,05:47 AM,06:42 PM,3,24,24,24,8,4,26,0.0,1010,24,10,2,6
2020-02-28 18:00:00,25,8,0.0,13.0,5,1,30,09:34 AM,09:13 PM,05:47 AM,06:42 PM,8,24,24,23,21,6,57,0.0,1013,23,10,57,14
2020-02-28 21:00:00,25,8,0.0,13.0,5,1,30,09:34 AM,09:13 PM,05:47 AM,06:42 PM,11,20,23,20,14,44,83,0.0,1016,20,10,105,9
2020-02-29 00:00:00,24,12,0.0,12.9,4,1,38,10:29 AM,09:43 PM,05:48 AM,06:41 PM,11,15,17,15,8,82,85,0.0,1017,16,10,81,6
2020-02-29 03:00:00,24,12,0.0,12.9,4,1,38,10:29 AM,09:43 PM,05:48 AM,06:41 PM,10,13,13,13,9,77,85,0.0,1017,13,10,63,5
2020-02-29 06:00:00,24,12,0.0,12.9,4,1,38,10:29 AM,09:43 PM,05:48 AM,06:41 PM,10,12,12,12,10,73,86,0.0,1017,12,10,39,6
2020-02-29 09:00:00,24,12,0.0,12.9,4,4,38,10:29 AM,09:43 PM,05:48 AM,06:41 PM,9,16,17,16,10,26,64,0.0,1016,17,10,221,8
2020-02-29 12:00:00,24,12,0.0,12.9,4,6,38,10:29 AM,09:43 PM,05:48 AM,06:41 PM,8,23,23,22,12,5,40,0.0,1014,22,10,319,10
2020-02-29 15:00:00,24,12,0.0,12.9,4,6,38,10:29 AM,09:43 PM,05:48 AM,06:41 PM,7,24,24,24,16,8,34,0.0,1012,24,10,321,12
2020-02-29 18:00:00,24,12,0.0,12.9,4,1,38,10:29 AM,09:43 PM,05:48 AM,06:41 PM,7,21,21,21,14,8,42,0.0,1012,21,10,316,8
2020-02-29 21:00:00,24,12,0.0,12.9,4,1,38,10:29 AM,09:43 PM,05:48 AM,06:41 PM,9,18,18,18,13,5,55,0.0,1014,18,10,167,6
2020-03-01 00:00:00,29,12,0.0,12.9,6,1,44,11:26 AM,10:14 PM,05:49 AM,06:39 PM,11,16,15,16,9,3,76,0.0,1014,15,10,116,4
2020-03-01 03:00:00,29,12,0.0,12.9,6,1,44,11:26 AM,10:14 PM,05:49 AM,06:39 PM,11,13,13,13,6,4,87,0.0,1013,13,10,141,3
2020-03-01 06:00:00,29,12,0.0,12.9,6,1,44,11:26 AM,10:14 PM,05:49 AM,06:39 PM,11,14,14,14,3,5,80,0.0,1013,14,10,140,1
2020-03-01 09:00:00,29,12,0.0,12.9,6,6,44,11:26 AM,10:14 PM,05:49 AM,06:39 PM,11,21,22,21,10,5,54,0.0,1012,21,10,261,9
2020-03-01 12:00:00,29,12,0.0,12.9,6,7,44,11:26 AM,10:14 PM,05:49 AM,06:39 PM,9,26,26,27,20,4,33,0.0,1010,27,10,312,17
2020-03-01 15:00:00,29,12,0.0,12.9,6,7,44,11:26 AM,10:14 PM,05:49 AM,06:39 PM,8,27,27,29,22,6,27,0.0,1008,29,10,306,19
2020-03-01 18:00:00,29,12,0.0,12.9,6,1,44,11:26 AM,10:14 PM,05:49 AM,06:39 PM,8,28,28,27,20,9,35,0.0,1008,27,10,323,12
2020-03-01 21:00:00,29,12,0.0,12.9,6,1,44,11:26 AM,10:14 PM,05:49 AM,06:39 PM,8,27,27,24,10,7,43,0.0,1009,24,10,297,5
2020-03-02 00:00:00,30,17,0.0,12.9,6,1,51,12:24 PM,10:51 PM,05:50 AM,06:38 PM,7,20,21,20,8,6,46,0.0,1008,20,10,330,4
2020-03-02 03:00:00,30,17,0.0,12.9,6,1,51,12:24 PM,10:51 PM,05:50 AM,06:38 PM,6,17,17,17,10,5,47,0.0,1007,17,10,345,5
2020-03-02 06:00:00,30,17,0.0,12.9,6,1,51,12:24 PM,10:51 PM,05:50 AM,06:38 PM,6,17,17,17,10,8,47,0.0,1009,17,10,344,5
2020-03-02 09:00:00,30,17,0.0,12.9,6,6,51,12:24 PM,10:51 PM,05:50 AM,06:38 PM,6,22,22,22,12,17,35,0.0,1010,22,10,313,9
2020-03-02 12:00:00,30,17,0.0,12.9,6,7,51,12:24 PM,10:51 PM,05:50 AM,06:38 PM,6,27,27,28,22,14,24,0.0,1010,28,10,286,19
2020-03-02 15:00:00,30,17,0.0,12.9,6,7,51,12:24 PM,10:51 PM,05:50 AM,06:38 PM,7,27,27,29,24,14,26,0.0,1010,29,10,281,21
2020-03-02 18:00:00,30,17,0.0,12.9,6,1,51,12:24 PM,10:51 PM,05:50 AM,06:38 PM,9,28,28,27,15,19,39,0.0,1013,27,10,96,10
2020-03-02 21:00:00,30,17,0.0,12.9,6,1,51,12:24 PM,10:51 PM,05:50 AM,06:38 PM,11,25,25,23,13,52,73,0.0,1016,23,10,67,9
2020-03-03 00:00:00,22,12,0.0,12.9,4,1,58,01:23 PM,11:34 PM,05:51 AM,06:37 PM,11,17,18,17,11,55,82,0.0,1017,17,10,98,9
2020-03-03 03:00:00,22,12,0.0,12.9,4,1,58,01:23 PM,11:34 PM,05:51 AM,06:37 PM,10,12,13,12,12,53,83,0.0,1017,13,10,77,9
2020-03-03 06:00:00,22,12,0.0,12.9,4,1,58,01:23 PM,11:34 PM,05:51 AM,06:37 PM,10,12,13,12,10,58,82,0.0,1018,13,10,90,8
2020-03-03 09:00:00,22,12,0.0,12.9,4,5,58,01:23 PM,11:34 PM,05:51 AM,06:37 PM,10,16,16,16,12,31,68,0.0,1019,16,10,89,10
2020-03-03 12:00:00,22,12,0.0,12.9,4,6,58,01:23 PM,11:34 PM,05:51 AM,06:37 PM,11,20,22,20,15,47,56,0.0,1017,20,10,74,13
2020-03-03 15:00:00,22,12,0.0,12.9,4,6,58,01:23 PM,11:34 PM,05:51 AM,06:37 PM,12,20,21,20,17,56,58,0.0,1016,20,10,68,15
2020-03-03 18:00:00,22,12,0.0,12.9,4,1,58,01:23 PM,11:34 PM,05:51 AM,06:37 PM,12,17,17,17,14,62,74,0.0,1018,17,10,77,12
2020-03-03 21:00:00,22,12,0.0,12.9,4,1,58,01:23 PM,11:34 PM,05:51 AM,06:37 PM,13,16,16,16,10,89,83,0.0,1020,16,10,90,9
2020-03-04 00:00:00,16,9,0.0,8.0,3,1,65,02:22 PM,No moonset,05:52 AM,06:35 PM,13,15,15,15,10,100,87,0.2,1020,15,5,83,8
2020-03-04 03:00:00,16,9,0.0,8.0,3,1,65,02:22 PM,No moonset,05:52 AM,06:35 PM,13,14,14,14,9,100,92,1.8,1019,14,5,105,7
2020-03-04 06:00:00,16,9,0.0,8.0,3,1,65,02:22 PM,No moonset,05:52 AM,06:35 PM,13,14,14,14,11,100,94,2.3,1019,14,8,116,8
2020-03-04 09:00:00,16,9,0.0,8.0,3,3,65,02:22 PM,No moonset,05:52 AM,06:35 PM,13,14,14,14,12,100,94,4.2,1018,14,8,101,9
2020-03-04 12:00:00,16,9,0.0,8.0,3,4,65,02:22 PM,No moonset,05:52 AM,06:35 PM,14,15,15,15,9,100,95,4.1,1017,15,7,104,8
2020-03-04 15:00:00,16,9,0.0,8.0,3,4,65,02:22 PM,No moonset,05:52 AM,06:35 PM,15,16,16,16,7,100,96,4.6,1015,16,7,105,5
2020-03-04 18:00:00,16,9,0.0,8.0,3,1,65,02:22 PM,No moonset,05:52 AM,06:35 PM,16,14,16,14,8,100,96,3.0,1015,14,8,93,6
2020-03-04 21:00:00,16,9,0.0,8.0,3,1,65,02:22 PM,No moonset,05:52 AM,06:35 PM,16,10,12,10,15,95,95,1.1,1015,10,10,74,11
2020-03-05 00:00:00,16,10,0.0,8.0,4,1,73,03:21 PM,12:23 AM,05:53 AM,06:34 PM,16,14,15,14,15,97,94,0.2,1014,14,10,66,11
2020-03-05 03:00:00,16,10,0.0,8.0,4,1,73,03:21 PM,12:23 AM,05:53 AM,06:34 PM,16,16,16,16,13,100,95,0.0,1011,16,5,57,10
2020-03-05 06:00:00,16,10,0.0,8.0,4,1,73,03:21 PM,12:23 AM,05:53 AM,06:34 PM,15,16,16,16,21,100,95,4.7,1010,16,5,51,14
2020-03-05 09:00:00,16,10,0.0,8.0,4,4,73,03:21 PM,12:23 AM,05:53 AM,06:34 PM,15,16,16,16,26,100,95,11.6,1010,16,6,42,17
2020-03-05 12:00:00,16,10,0.0,8.0,4,4,73,03:21 PM,12:23 AM,05:53 AM,06:34 PM,15,15,15,15,15,100,96,14.3,1009,15,5,239,9
2020-03-05 15:00:00,16,10,0.0,8.0,4,3,73,03:21 PM,12:23 AM,05:53 AM,06:34 PM,14,15,15,15,9,100,97,18.5,1007,15,5,123,6
2020-03-05 18:00:00,16,10,0.0,8.0,4,1,73,03:21 PM,12:23 AM,05:53 AM,06:34 PM,15,13,15,13,5,100,98,9.2,1006,13,6,106,3
2020-03-05 21:00:00,16,10,0.0,8.0,4,1,73,03:21 PM,12:23 AM,05:53 AM,06:34 PM,16,11,14,11,3,100,98,5.3,1006,11,7,134,2
2020-03-06 00:00:00,22,14,0.0,8.0,4,1,80,04:15 PM,01:21 AM,05:54 AM,06:33 PM,16,14,16,14,3,100,98,2.5,1006,14,4,200,2
2020-03-06 03:00:00,22,14,0.0,8.0,4,1,80,04:15 PM,01:21 AM,05:54 AM,06:33 PM,14,15,15,15,5,92,98,0.6,1006,15,2,235,3
2020-03-06 06:00:00,22,14,0.0,8.0,4,1,80,04:15 PM,01:21 AM,05:54 AM,06:33 PM,13,14,14,14,5,63,95,0.2,1008,14,7,220,3
2020-03-06 09:00:00,22,14,0.0,8.0,4,5,80,04:15 PM,01:21 AM,05:54 AM,06:33 PM,14,18,18,18,4,63,79,0.1,1010,18,10,216,3
2020-03-06 12:00:00,22,14,0.0,8.0,4,5,80,04:15 PM,01:21 AM,05:54 AM,06:33 PM,14,21,23,21,10,72,64,0.4,1010,21,9,276,9
2020-03-06 15:00:00,22,14,0.0,8.0,4,5,80,04:15 PM,01:21 AM,05:54 AM,06:33 PM,14,20,21,20,16,63,67,2.2,1010,20,8,266,11
2020-03-06 18:00:00,22,14,0.0,8.0,4,1,80,04:15 PM,01:21 AM,05:54 AM,06:33 PM,14,17,17,17,19,74,82,2.4,1013,17,9,178,10
2020-03-06 21:00:00,22,14,0.0,8.0,4,1,80,04:15 PM,01:21 AM,05:54 AM,06:33 PM,14,16,16,16,13,67,90,2.4,1016,16,8,121,8
2020-03-07 00:00:00,19,12,0.0,8.0,4,1,87,05:06 PM,02:25 AM,05:54 AM,06:31 PM,12,14,14,14,9,66,90,0.9,1017,14,9,134,6
2020-03-07 03:00:00,19,12,0.0,8.0,4,1,87,05:06 PM,02:25 AM,05:54 AM,06:31 PM,11,12,12,12,8,58,90,0.2,1017,12,7,125,5
2020-03-07 06:00:00,19,12,0.0,8.0,4,1,87,05:06 PM,02:25 AM,05:54 AM,06:31 PM,10,12,12,12,9,67,89,0.1,1019,12,8,137,5
2020-03-07 09:00:00,19,12,0.0,8.0,4,3,87,05:06 PM,02:25 AM,05:54 AM,06:31 PM,10,15,15,15,10,73,72,0.0,1020,15,10,131,7
2020-03-07 12:00:00,19,12,0.0,8.0,4,4,87,05:06 PM,02:25 AM,05:54 AM,06:31 PM,10,18,18,18,10,77,58,0.1,1019,18,10,119,8
2020-03-07 15:00:00,19,12,0.0,8.0,4,4,87,05:06 PM,02:25 AM,05:54 AM,06:31 PM,10,18,18,18,16,81,58,0.2,1018,18,9,108,12
2020-03-07 18:00:00,19,12,0.0,8.0,4,1,87,05:06 PM,02:25 AM,05:54 AM,06:31 PM,10,17,19,17,23,78,77,0.2,1020,17,10,103,14
2020-03-07 21:00:00,19,12,0.0,8.0,4,1,87,05:06 PM,02:25 AM,05:54 AM,06:31 PM,11,13,15,13,18,78,87,0.1,1021,14,10,112,12
2020-03-08 00:00:00,17,10,0.0,10.6,4,1,95,05:51 PM,03:36 AM,05:55 AM,06:30 PM,10,12,13,12,14,67,85,0.0,1021,13,10,112,12
2020-03-08 03:00:00,17,10,0.0,10.6,4,1,95,05:51 PM,03:36 AM,05:55 AM,06:30 PM,8,10,11,10,18,62,84,0.0,1020,11,10,112,12
2020-03-08 06:00:00,17,10,0.0,10.6,4,1,95,05:51 PM,03:36 AM,05:55 AM,06:30 PM,8,10,11,10,15,53,82,0.0,1021,11,10,124,10
2020-03-08 09:00:00,17,10,0.0,10.6,4,5,95,05:51 PM,03:36 AM,05:55 AM,06:30 PM,9,15,15,15,10,49,68,0.0,1022,15,10,125,8
2020-03-08 12:00:00,17,10,0.0,10.6,4,5,95,05:51 PM,03:36 AM,05:55 AM,06:30 PM,11,17,17,17,10,74,68,0.2,1020,17,10,90,8
2020-03-08 15:00:00,17,10,0.0,10.6,4,4,95,05:51 PM,03:36 AM,05:55 AM,06:30 PM,11,17,17,17,14,68,70,0.1,1018,17,10,91,11
2020-03-08 18:00:00,17,10,0.0,10.6,4,1,95,05:51 PM,03:36 AM,05:55 AM,06:30 PM,11,14,14,14,14,61,81,0.4,1019,14,7,108,10
2020-03-08 21:00:00,17,10,0.0,10.6,4,1,95,05:51 PM,03:36 AM,05:55 AM,06:30 PM,11,12,12,12,11,73,89,0.2,1020,12,8,111,8
2020-03-09 00:00:00,17,10,0.0,10.6,4,1,100,06:31 PM,04:48 AM,05:56 AM,06:29 PM,10,12,12,12,8,60,91,0.0,1021,12,10,114,6
2020-03-09 03:00:00,17,10,0.0,10.6,4,1,100,06:31 PM,04:48 AM,05:56 AM,06:29 PM,10,11,11,11,8,51,93,0.0,1020,11,5,108,5
2020-03-09 06:00:00,17,10,0.0,10.6,4,1,100,06:31 PM,04:48 AM,05:56 AM,06:29 PM,9,10,11,10,8,55,91,0.0,1021,11,7,123,6
2020-03-09 09:00:00,17,10,0.0,10.6,4,5,100,06:31 PM,04:48 AM,05:56 AM,06:29 PM,10,15,15,15,8,82,73,0.0,1022,15,10,103,7
2020-03-09 12:00:00,17,10,0.0,10.6,4,4,100,06:31 PM,04:48 AM,05:56 AM,06:29 PM,10,17,17,17,11,98,62,0.1,1020,17,10,84,9
2020-03-09 15:00:00,17,10,0.0,10.6,4,4,100,06:31 PM,04:48 AM,05:56 AM,06:29 PM,9,16,16,16,19,89,64,0.3,1019,16,9,92,14
2020-03-09 18:00:00,17,10,0.0,10.6,4,1,100,06:31 PM,04:48 AM,05:56 AM,06:29 PM,9,12,13,12,17,45,79,0.1,1020,13,10,99,12
2020-03-09 21:00:00,17,10,0.0,10.6,4,1,100,06:31 PM,04:48 AM,05:56 AM,06:29 PM,9,10,11,10,12,55,89,0.0,1022,11,10,105,8
2020-03-10 00:00:00,22,7,0.0,12.7,4,1,100,07:08 PM,06:02 AM,05:57 AM,06:27 PM,9,11,11,11,6,42,88,0.0,1022,11,10,130,5
2020-03-10 03:00:00,22,7,0.0,12.7,4,1,100,07:08 PM,06:02 AM,05:57 AM,06:27 PM,8,9,9,9,5,35,92,0.0,1022,9,5,129,3
2020-03-10 06:00:00,22,7,0.0,12.7,4,1,100,07:08 PM,06:02 AM,05:57 AM,06:27 PM,7,8,8,8,7,33,91,0.0,1022,8,7,145,4
2020-03-10 09:00:00,22,7,0.0,12.7,4,4,100,07:08 PM,06:02 AM,05:57 AM,06:27 PM,8,14,14,14,6,26,68,0.0,1022,14,10,86,4
2020-03-10 12:00:00,22,7,0.0,12.7,4,6,100,07:08 PM,06:02 AM,05:57 AM,06:27 PM,9,20,22,20,4,25,49,0.0,1020,20,10,21,4
2020-03-10 15:00:00,22,7,0.0,12.7,4,6,100,07:08 PM,06:02 AM,05:57 AM,06:27 PM,10,20,21,20,5,57,50,0.1,1018,20,9,66,4
2020-03-10 18:00:00,22,7,0.0,12.7,4,1,100,07:08 PM,06:02 AM,05:57 AM,06:27 PM,11,17,17,17,15,72,72,0.2,1019,17,9,89,10
