date_time,Mangere_maxtempC,Mangere_mintempC,Mangere_totalSnow_cm,Mangere_sunHour,Mangere_uvIndex,Mangere_uvIndex,Mangere_moon_illumination,Mangere_moonrise,Mangere_moonset,Mangere_sunrise,Mangere_sunset,Mangere_DewPointC,Mangere_FeelsLikeC,Mangere_HeatIndexC,Mangere_WindChillC,Mangere_WindGustKmph,Mangere_cloudcover,Mangere_humidity,Mangere_precipMM,Mangere_pressure,Mangere_tempC,Mangere_visibility,Mangere_winddirDegree,Mangere_windspeedKmph
2020-01-04 00:00:00,18,16,0.0,14.4,5,1,59,01:12 PM,12:32 AM,05:07 AM,07:44 PM,11,17,17,17,34,58,69,0.0,1008,17,10,230,26
2020-01-04 03:00:00,18,16,0.0,14.4,5,1,59,01:12 PM,12:32 AM,05:07 AM,07:44 PM,11,16,16,16,39,39,71,0.0,1008,16,10,232,28
2020-01-04 06:00:00,18,16,0.0,14.4,5,1,59,01:12 PM,12:32 AM,05:07 AM,07:44 PM,10,16,16,16,41,27,69,0.0,1008,16,10,226,31
2020-01-04 09:00:00,18,16,0.0,14.4,5,5,59,01:12 PM,12:32 AM,05:07 AM,07:44 PM,10,17,17,17,37,25,62,0.0,1010,17,10,225,32
2020-01-04 12:00:00,18,16,0.0,14.4,5,5,59,01:12 PM,12:32 AM,05:07 AM,07:44 PM,10,18,18,18,39,29,59,0.0,1009,18,10,228,33
2020-01-04 15:00:00,18,16,0.0,14.4,5,5,59,01:12 PM,12:32 AM,05:07 AM,07:44 PM,10,18,18,18,39,19,59,0.0,1010,18,10,231,34
2020-01-04 18:00:00,18,16,0.0,14.4,5,1,59,01:12 PM,12:32 AM,05:07 AM,07:44 PM,10,17,17,17,35,16,63,0.0,1009,17,10,233,30
2020-01-04 21:00:00,18,16,0.0,14.4,5,1,59,01:12 PM,12:32 AM,05:07 AM,07:44 PM,10,16,16,16,36,9,68,0.0,1012,16,10,231,26
2020-01-05 00:00:00,19,15,0.0,12.3,5,1,66,02:09 PM,12:59 AM,05:07 AM,07:44 PM,10,15,15,15,36,61,71,0.0,1012,15,10,234,26
2020-01-05 03:00:00,19,15,0.0,12.3,5,1,66,02:09 PM,12:59 AM,05:07 AM,07:44 PM,10,15,15,15,35,60,72,0.0,1012,15,10,236,25
2020-01-05 06:00:00,19,15,0.0,12.3,5,1,66,02:09 PM,12:59 AM,05:07 AM,07:44 PM,10,16,16,16,32,33,71,0.0,1012,16,10,239,23
2020-01-05 09:00:00,19,15,0.0,12.3,5,5,66,02:09 PM,12:59 AM,05:07 AM,07:44 PM,11,17,17,17,27,32,66,0.0,1014,17,10,244,23
2020-01-05 12:00:00,19,15,0.0,12.3,5,5,66,02:09 PM,12:59 AM,05:07 AM,07:44 PM,11,19,19,19,31,15,61,0.0,1013,19,10,248,27
2020-01-05 15:00:00,19,15,0.0,12.3,5,4,66,02:09 PM,12:59 AM,05:07 AM,07:44 PM,12,19,19,19,31,75,67,0.1,1012,19,10,254,27
2020-01-05 18:00:00,19,15,0.0,12.3,5,1,66,02:09 PM,12:59 AM,05:07 AM,07:44 PM,13,18,18,18,31,82,72,0.1,1010,18,10,258,25
2020-01-05 21:00:00,19,15,0.0,12.3,5,1,66,02:09 PM,12:59 AM,05:07 AM,07:44 PM,14,15,18,15,35,84,77,0.0,1012,15,10,272,25
2020-01-06 00:00:00,18,16,0.0,12.3,4,1,73,03:08 PM,01:28 AM,05:08 AM,07:44 PM,16,19,19,19,37,100,83,0.0,1008,19,10,281,26
2020-01-06 03:00:00,18,16,0.0,12.3,4,1,73,03:08 PM,01:28 AM,05:08 AM,07:44 PM,18,19,19,19,40,100,92,1.0,1007,19,9,269,28
2020-01-06 06:00:00,18,16,0.0,12.3,4,1,73,03:08 PM,01:28 AM,05:08 AM,07:44 PM,13,17,17,17,36,85,78,2.0,1007,17,9,227,26
2020-01-06 09:00:00,18,16,0.0,12.3,4,5,73,03:08 PM,01:28 AM,05:08 AM,07:44 PM,11,17,17,17,36,11,67,0.0,1010,17,10,231,31
2020-01-06 12:00:00,18,16,0.0,12.3,4,5,73,03:08 PM,01:28 AM,05:08 AM,07:44 PM,10,18,18,18,40,24,59,0.0,1009,18,10,231,35
2020-01-06 15:00:00,18,16,0.0,12.3,4,5,73,03:08 PM,01:28 AM,05:08 AM,07:44 PM,10,18,18,18,41,18,59,0.0,1009,18,10,235,36
2020-01-06 18:00:00,18,16,0.0,12.3,4,1,73,03:08 PM,01:28 AM,05:08 AM,07:44 PM,10,17,17,17,44,91,62,0.0,1008,17,10,235,36
2020-01-06 21:00:00,18,16,0.0,12.3,4,1,73,03:08 PM,01:28 AM,05:08 AM,07:44 PM,9,16,16,16,46,59,63,0.1,1010,16,10,232,35
2020-01-07 00:00:00,17,15,0.0,10.1,4,1,80,04:09 PM,01:59 AM,05:09 AM,07:44 PM,9,16,16,16,45,87,65,0.0,1009,16,10,237,33
2020-01-07 03:00:00,17,15,0.0,10.1,4,1,80,04:09 PM,01:59 AM,05:09 AM,07:44 PM,9,16,16,16,46,70,65,0.1,1010,16,10,233,33
2020-01-07 06:00:00,17,15,0.0,10.1,4,1,80,04:09 PM,01:59 AM,05:09 AM,07:44 PM,9,15,15,15,42,90,65,0.2,1010,15,10,231,32
2020-01-07 09:00:00,17,15,0.0,10.1,4,4,80,04:09 PM,01:59 AM,05:09 AM,07:44 PM,8,16,16,16,36,89,60,0.1,1012,16,10,222,30
2020-01-07 12:00:00,17,15,0.0,10.1,4,4,80,04:09 PM,01:59 AM,05:09 AM,07:44 PM,8,17,17,17,34,96,58,0.2,1012,17,10,233,29
2020-01-07 15:00:00,17,15,0.0,10.1,4,4,80,04:09 PM,01:59 AM,05:09 AM,07:44 PM,10,17,17,17,33,92,61,0.2,1011,17,10,231,28
2020-01-07 18:00:00,17,15,0.0,10.1,4,1,80,04:09 PM,01:59 AM,05:09 AM,07:44 PM,10,16,16,16,31,57,65,0.0,1011,16,10,223,24
2020-01-07 21:00:00,17,15,0.0,10.1,4,1,80,04:09 PM,01:59 AM,05:09 AM,07:44 PM,10,15,15,15,28,86,70,0.1,1014,15,10,225,19
2020-01-08 00:00:00,18,15,0.0,12.3,5,1,88,05:12 PM,02:36 AM,05:10 AM,07:44 PM,10,14,15,14,28,28,73,0.0,1014,15,10,225,18
2020-01-08 03:00:00,18,15,0.0,12.3,5,1,88,05:12 PM,02:36 AM,05:10 AM,07:44 PM,10,13,15,13,27,72,75,0.1,1014,15,10,222,17
2020-01-08 06:00:00,18,15,0.0,12.3,5,1,88,05:12 PM,02:36 AM,05:10 AM,07:44 PM,10,14,15,14,21,40,75,0.0,1014,15,10,218,14
2020-01-08 09:00:00,18,15,0.0,12.3,5,4,88,05:12 PM,02:36 AM,05:10 AM,07:44 PM,10,17,17,17,19,77,64,0.3,1016,17,9,224,17
2020-01-08 12:00:00,18,15,0.0,12.3,5,4,88,05:12 PM,02:36 AM,05:10 AM,07:44 PM,10,18,18,18,23,87,58,0.3,1016,18,9,240,20
2020-01-08 15:00:00,18,15,0.0,12.3,5,5,88,05:12 PM,02:36 AM,05:10 AM,07:44 PM,10,18,18,18,24,30,58,0.0,1017,18,10,231,21
2020-01-08 18:00:00,18,15,0.0,12.3,5,1,88,05:12 PM,02:36 AM,05:10 AM,07:44 PM,10,17,17,17,20,48,61,0.0,1015,17,10,243,17
2020-01-08 21:00:00,18,15,0.0,12.3,5,1,88,05:12 PM,02:36 AM,05:10 AM,07:44 PM,11,15,15,15,18,62,73,0.0,1018,15,10,223,13
2020-01-09 00:00:00,18,14,0.0,13.4,4,1,95,06:15 PM,03:19 AM,05:11 AM,07:44 PM,11,14,15,14,23,67,77,0.0,1017,15,10,222,16
2020-01-09 03:00:00,18,14,0.0,13.4,4,1,95,06:15 PM,03:19 AM,05:11 AM,07:44 PM,11,13,14,13,24,44,78,0.0,1017,14,10,218,16
2020-01-09 06:00:00,18,14,0.0,13.4,4,1,95,06:15 PM,03:19 AM,05:11 AM,07:44 PM,10,14,15,14,22,49,73,0.0,1018,15,10,214,14
2020-01-09 09:00:00,18,14,0.0,13.4,4,5,95,06:15 PM,03:19 AM,05:11 AM,07:44 PM,10,18,18,18,24,32,59,0.0,1019,18,10,226,21
2020-01-09 12:00:00,18,14,0.0,13.4,4,5,95,06:15 PM,03:19 AM,05:11 AM,07:44 PM,10,18,18,18,27,23,57,0.0,1019,18,10,229,24
2020-01-09 15:00:00,18,14,0.0,13.4,4,5,95,06:15 PM,03:19 AM,05:11 AM,07:44 PM,10,18,18,18,28,9,59,0.0,1018,18,10,229,24
2020-01-09 18:00:00,18,14,0.0,13.4,4,1,95,06:15 PM,03:19 AM,05:11 AM,07:44 PM,11,17,17,17,28,80,69,0.0,1018,17,10,229,23
2020-01-09 21:00:00,18,14,0.0,13.4,4,1,95,06:15 PM,03:19 AM,05:11 AM,07:44 PM,12,16,16,16,29,53,74,0.1,1020,16,10,221,20
2020-01-10 00:00:00,19,16,0.0,14.3,5,1,100,07:16 PM,04:09 AM,05:12 AM,07:44 PM,12,16,16,16,27,55,77,0.0,1020,16,10,221,19
2020-01-10 03:00:00,19,16,0.0,14.3,5,1,100,07:16 PM,04:09 AM,05:12 AM,07:44 PM,12,16,16,16,24,83,77,0.0,1020,16,10,221,16
2020-01-10 06:00:00,19,16,0.0,14.3,5,1,100,07:16 PM,04:09 AM,05:12 AM,07:44 PM,12,16,16,16,28,54,74,0.0,1021,16,10,220,20
2020-01-10 09:00:00,19,16,0.0,14.3,5,5,100,07:16 PM,04:09 AM,05:12 AM,07:44 PM,11,18,18,18,25,5,62,0.0,1022,18,10,228,22
2020-01-10 12:00:00,19,16,0.0,14.3,5,5,100,07:16 PM,04:09 AM,05:12 AM,07:44 PM,11,19,19,19,26,4,57,0.0,1021,19,10,238,22
2020-01-10 15:00:00,19,16,0.0,14.3,5,5,100,07:16 PM,04:09 AM,05:12 AM,07:44 PM,11,19,19,19,30,3,60,0.0,1021,19,10,229,26
2020-01-10 18:00:00,19,16,0.0,14.3,5,1,100,07:16 PM,04:09 AM,05:12 AM,07:44 PM,12,18,18,18,28,24,68,0.0,1020,18,10,226,23
2020-01-10 21:00:00,19,16,0.0,14.3,5,1,100,07:16 PM,04:09 AM,05:12 AM,07:44 PM,12,16,16,16,26,39,77,0.0,1022,16,10,220,18
2020-01-11 00:00:00,21,15,0.0,14.3,5,1,100,08:12 PM,05:08 AM,05:13 AM,07:44 PM,12,15,15,15,23,47,81,0.0,1021,15,10,214,15
2020-01-11 03:00:00,21,15,0.0,14.3,5,1,100,08:12 PM,05:08 AM,05:13 AM,07:44 PM,12,14,15,14,19,62,82,0.0,1021,15,10,208,12
2020-01-11 06:00:00,21,15,0.0,14.3,5,1,100,08:12 PM,05:08 AM,05:13 AM,07:44 PM,11,14,15,14,17,14,79,0.0,1021,15,10,201,11
2020-01-11 09:00:00,21,15,0.0,14.3,5,5,100,08:12 PM,05:08 AM,05:13 AM,07:44 PM,11,18,18,18,13,33,63,0.0,1022,18,10,209,11
2020-01-11 12:00:00,21,15,0.0,14.3,5,6,100,08:12 PM,05:08 AM,05:13 AM,07:44 PM,11,20,20,20,17,32,56,0.0,1021,20,10,241,15
2020-01-11 15:00:00,21,15,0.0,14.3,5,6,100,08:12 PM,05:08 AM,05:13 AM,07:44 PM,11,21,21,21,17,9,52,0.0,1020,21,10,236,14
2020-01-11 18:00:00,21,15,0.0,14.3,5,1,100,08:12 PM,05:08 AM,05:13 AM,07:44 PM,10,19,19,19,14,2,55,0.0,1018,19,10,228,12
2020-01-11 21:00:00,21,15,0.0,14.3,5,1,100,08:12 PM,05:08 AM,05:13 AM,07:44 PM,12,17,17,17,8,9,72,0.0,1020,17,10,222,5
2020-01-12 00:00:00,24,15,0.0,14.3,6,1,83,09:03 PM,06:13 AM,05:14 AM,07:44 PM,12,16,16,16,9,14,79,0.0,1020,16,10,170,6
2020-01-12 03:00:00,24,15,0.0,14.3,6,1,83,09:03 PM,06:13 AM,05:14 AM,07:44 PM,12,15,15,15,9,11,83,0.0,1019,15,10,156,6
2020-01-12 06:00:00,24,15,0.0,14.3,6,1,83,09:03 PM,06:13 AM,05:14 AM,07:44 PM,13,16,16,16,5,1,79,0.0,1019,16,10,124,4
2020-01-12 09:00:00,24,15,0.0,14.3,6,6,83,09:03 PM,06:13 AM,05:14 AM,07:44 PM,11,24,24,22,1,2,50,0.0,1019,22,10,321,1
2020-01-12 12:00:00,24,15,0.0,14.3,6,6,83,09:03 PM,06:13 AM,05:14 AM,07:44 PM,12,25,25,24,4,0,45,0.0,1019,24,10,2,3
2020-01-12 15:00:00,24,15,0.0,14.3,6,6,83,09:03 PM,06:13 AM,05:14 AM,07:44 PM,10,24,24,23,15,0,45,0.0,1018,23,10,223,13
2020-01-12 18:00:00,24,15,0.0,14.3,6,1,83,09:03 PM,06:13 AM,05:14 AM,07:44 PM,11,20,20,20,16,0,55,0.0,1016,20,10,225,13
2020-01-12 21:00:00,24,15,0.0,14.3,6,1,83,09:03 PM,06:13 AM,05:14 AM,07:44 PM,14,16,20,16,2,0,64,0.0,1019,16,10,33,2
2020-01-13 00:00:00,22,15,0.0,13.4,6,1,76,09:47 PM,07:24 AM,05:15 AM,07:43 PM,11,18,18,18,8,0,62,0.0,1019,18,10,215,7
2020-01-13 03:00:00,22,15,0.0,13.4,6,1,76,09:47 PM,07:24 AM,05:15 AM,07:43 PM,11,16,16,16,9,10,74,0.0,1019,16,10,175,6
2020-01-13 06:00:00,22,15,0.0,13.4,6,1,76,09:47 PM,07:24 AM,05:15 AM,07:43 PM,11,16,15,16,6,68,77,0.0,1017,15,10,139,4
2020-01-13 09:00:00,22,15,0.0,13.4,6,6,76,09:47 PM,07:24 AM,05:15 AM,07:43 PM,13,21,21,21,5,2,59,0.0,1018,21,10,224,4
2020-01-13 12:00:00,22,15,0.0,13.4,6,6,76,09:47 PM,07:24 AM,05:15 AM,07:43 PM,14,25,25,22,13,24,59,0.0,1018,22,10,230,12
2020-01-13 15:00:00,22,15,0.0,13.4,6,6,76,09:47 PM,07:24 AM,05:15 AM,07:43 PM,15,25,25,22,23,22,64,0.0,1017,22,10,239,20
2020-01-13 18:00:00,22,15,0.0,13.4,6,1,76,09:47 PM,07:24 AM,05:15 AM,07:43 PM,16,21,21,21,18,19,73,0.0,1016,21,10,239,15
2020-01-13 21:00:00,22,15,0.0,13.4,6,1,76,09:47 PM,07:24 AM,05:15 AM,07:43 PM,15,17,17,17,18,100,87,0.0,1018,17,10,202,14
2020-01-14 00:00:00,20,16,0.0,8.9,4,1,69,10:25 PM,08:35 AM,05:16 AM,07:43 PM,14,16,16,16,17,94,86,0.0,1017,16,10,208,13
2020-01-14 03:00:00,20,16,0.0,8.9,4,1,69,10:25 PM,08:35 AM,05:16 AM,07:43 PM,12,16,16,16,11,84,77,0.1,1017,16,10,203,8
2020-01-14 06:00:00,20,16,0.0,8.9,4,1,69,10:25 PM,08:35 AM,05:16 AM,07:43 PM,12,16,16,16,8,100,79,0.4,1017,16,2,177,6
2020-01-14 09:00:00,20,16,0.0,8.9,4,4,69,10:25 PM,08:35 AM,05:16 AM,07:43 PM,14,18,18,18,10,87,78,0.0,1019,18,10,132,9
2020-01-14 12:00:00,20,16,0.0,8.9,4,4,69,10:25 PM,08:35 AM,05:16 AM,07:43 PM,14,19,19,19,15,97,75,0.0,1018,19,10,109,13
2020-01-14 15:00:00,20,16,0.0,8.9,4,4,69,10:25 PM,08:35 AM,05:16 AM,07:43 PM,15,20,20,20,8,100,72,0.1,1018,20,10,107,7
2020-01-14 18:00:00,20,16,0.0,8.9,4,1,69,10:25 PM,08:35 AM,05:16 AM,07:43 PM,13,17,17,17,16,100,77,0.6,1017,17,2,121,13
2020-01-14 21:00:00,20,16,0.0,8.9,4,1,69,10:25 PM,08:35 AM,05:16 AM,07:43 PM,14,17,17,17,15,80,82,0.6,1020,17,2,95,11
2020-01-15 00:00:00,22,16,0.0,11.1,4,1,61,11:00 PM,09:46 AM,05:17 AM,07:43 PM,13,16,16,16,13,89,80,0.0,1018,16,10,89,9
2020-01-15 03:00:00,22,16,0.0,11.1,4,1,61,11:00 PM,09:46 AM,05:17 AM,07:43 PM,13,16,16,16,9,100,81,0.1,1019,16,10,114,6
2020-01-15 06:00:00,22,16,0.0,11.1,4,1,61,11:00 PM,09:46 AM,05:17 AM,07:43 PM,13,16,16,16,8,90,81,0.0,1018,16,10,147,6
2020-01-15 09:00:00,22,16,0.0,11.1,4,4,61,11:00 PM,09:46 AM,05:17 AM,07:43 PM,13,17,17,17,8,99,74,0.1,1020,17,10,149,6
2020-01-15 12:00:00,22,16,0.0,11.1,4,5,61,11:00 PM,09:46 AM,05:17 AM,07:43 PM,13,21,21,21,13,68,59,0.0,1019,21,10,246,11
2020-01-15 15:00:00,22,16,0.0,11.1,4,6,61,11:00 PM,09:46 AM,05:17 AM,07:43 PM,12,25,25,22,11,31,52,0.0,1018,22,10,249,10
2020-01-15 18:00:00,22,16,0.0,11.1,4,1,61,11:00 PM,09:46 AM,05:17 AM,07:43 PM,12,20,20,20,10,38,62,0.0,1016,20,10,242,9
2020-01-15 21:00:00,22,16,0.0,11.1,4,1,61,11:00 PM,09:46 AM,05:17 AM,07:43 PM,12,18,18,18,1,59,68,0.0,1019,18,10,321,1
2020-01-16 00:00:00,24,16,0.0,13.4,6,1,54,11:32 PM,10:56 AM,05:18 AM,07:43 PM,13,17,17,17,11,60,75,0.0,1019,17,10,42,8
2020-01-16 03:00:00,24,16,0.0,13.4,6,1,54,11:32 PM,10:56 AM,05:18 AM,07:43 PM,13,17,17,17,15,48,77,0.0,1019,17,10,51,11
2020-01-16 06:00:00,24,16,0.0,13.4,6,1,54,11:32 PM,10:56 AM,05:18 AM,07:43 PM,12,16,16,16,13,28,80,0.0,1018,16,10,97,9
2020-01-16 09:00:00,24,16,0.0,13.4,6,5,54,11:32 PM,10:56 AM,05:18 AM,07:43 PM,9,20,20,20,10,23,50,0.0,1019,20,10,115,9
2020-01-16 12:00:00,24,16,0.0,13.4,6,6,54,11:32 PM,10:56 AM,05:18 AM,07:43 PM,10,25,25,24,6,53,42,0.0,1019,24,10,207,5
2020-01-16 15:00:00,24,16,0.0,13.4,6,6,54,11:32 PM,10:56 AM,05:18 AM,07:43 PM,11,24,24,22,15,49,48,0.0,1018,22,10,238,13
2020-01-16 18:00:00,24,16,0.0,13.4,6,1,54,11:32 PM,10:56 AM,05:18 AM,07:43 PM,12,20,20,20,10,100,58,0.0,1017,20,10,233,9
2020-01-16 21:00:00,24,16,0.0,13.4,6,1,54,11:32 PM,10:56 AM,05:18 AM,07:43 PM,12,18,18,18,1,49,66,0.0,1019,18,10,5,1
2020-01-17 00:00:00,24,14,0.0,14.2,6,1,47,No moonrise,12:04 PM,05:19 AM,07:42 PM,11,18,18,18,16,48,66,0.0,1019,18,10,92,10
2020-01-17 03:00:00,24,14,0.0,14.2,6,1,47,No moonrise,12:04 PM,05:19 AM,07:42 PM,10,15,15,15,18,14,71,0.0,1019,15,10,113,12
2020-01-17 06:00:00,24,14,0.0,14.2,6,1,47,No moonrise,12:04 PM,05:19 AM,07:42 PM,8,13,14,13,16,7,69,0.0,1018,14,10,119,11
2020-01-17 09:00:00,24,14,0.0,14.2,6,5,47,No moonrise,12:04 PM,05:19 AM,07:42 PM,9,19,19,19,10,4,50,0.0,1019,19,10,111,9
2020-01-17 12:00:00,24,14,0.0,14.2,6,6,47,No moonrise,12:04 PM,05:19 AM,07:42 PM,10,25,25,24,5,6,40,0.0,1018,24,10,209,5
2020-01-17 15:00:00,24,14,0.0,14.2,6,6,47,No moonrise,12:04 PM,05:19 AM,07:42 PM,11,24,24,22,21,11,48,0.0,1017,22,10,232,18
2020-01-17 18:00:00,24,14,0.0,14.2,6,1,47,No moonrise,12:04 PM,05:19 AM,07:42 PM,11,20,20,20,18,11,57,0.0,1015,20,10,233,15
2020-01-17 21:00:00,24,14,0.0,14.2,6,1,47,No moonrise,12:04 PM,05:19 AM,07:42 PM,12,18,18,18,9,5,69,0.0,1017,18,10,182,6
2020-01-18 00:00:00,23,16,0.0,14.2,6,1,40,12:04 AM,01:11 PM,05:20 AM,07:42 PM,13,17,17,17,3,12,76,0.0,1017,17,10,203,2
2020-01-18 03:00:00,23,16,0.0,14.2,6,1,40,12:04 AM,01:11 PM,05:20 AM,07:42 PM,13,16,16,16,3,8,79,0.0,1016,16,10,155,2
2020-01-18 06:00:00,23,16,0.0,14.2,6,1,40,12:04 AM,01:11 PM,05:20 AM,07:42 PM,13,16,16,16,6,3,80,0.0,1016,16,10,107,5
2020-01-18 09:00:00,23,16,0.0,14.2,6,6,40,12:04 AM,01:11 PM,05:20 AM,07:42 PM,12,21,21,21,3,4,58,0.0,1016,21,10,55,2
2020-01-18 12:00:00,23,16,0.0,14.2,6,6,40,12:04 AM,01:11 PM,05:20 AM,07:42 PM,12,25,25,23,6,0,51,0.0,1015,23,10,222,6
2020-01-18 15:00:00,23,16,0.0,14.2,6,6,40,12:04 AM,01:11 PM,05:20 AM,07:42 PM,12,22,24,22,21,23,53,0.0,1014,22,10,234,18
2020-01-18 18:00:00,23,16,0.0,14.2,6,1,40,12:04 AM,01:11 PM,05:20 AM,07:42 PM,13,20,20,20,19,46,65,0.0,1013,20,10,230,16
2020-01-18 21:00:00,23,16,0.0,14.2,6,1,40,12:04 AM,01:11 PM,05:20 AM,07:42 PM,14,18,18,18,17,31,76,0.0,1014,18,10,213,12
2020-01-19 00:00:00,23,16,0.0,14.2,6,1,32,12:37 AM,02:18 PM,05:21 AM,07:41 PM,13,17,17,17,13,25,77,0.0,1014,17,10,178,9
2020-01-19 03:00:00,23,16,0.0,14.2,6,1,32,12:37 AM,02:18 PM,05:21 AM,07:41 PM,12,17,17,17,13,23,73,0.0,1013,17,10,155,8
2020-01-19 06:00:00,23,16,0.0,14.2,6,1,32,12:37 AM,02:18 PM,05:21 AM,07:41 PM,11,16,16,16,15,28,75,0.0,1013,16,10,157,9
2020-01-19 09:00:00,23,16,0.0,14.2,6,6,32,12:37 AM,02:18 PM,05:21 AM,07:41 PM,11,21,21,21,13,10,56,0.0,1014,21,10,153,12
2020-01-19 12:00:00,23,16,0.0,14.2,6,6,32,12:37 AM,02:18 PM,05:21 AM,07:41 PM,12,25,25,23,21,23,50,0.0,1013,23,10,219,18
2020-01-19 15:00:00,23,16,0.0,14.2,6,6,32,12:37 AM,02:18 PM,05:21 AM,07:41 PM,13,25,25,22,27,35,54,0.0,1013,22,10,233,23
2020-01-19 18:00:00,23,16,0.0,14.2,6,1,32,12:37 AM,02:18 PM,05:21 AM,07:41 PM,14,21,21,21,22,29,66,0.0,1011,21,10,231,18
2020-01-19 21:00:00,23,16,0.0,14.2,6,1,32,12:37 AM,02:18 PM,05:21 AM,07:41 PM,15,19,19,19,13,21,78,0.0,1014,19,10,222,8
2020-01-20 00:00:00,27,18,0.0,14.2,6,1,25,01:13 AM,03:25 PM,05:22 AM,07:41 PM,15,19,19,19,4,7,78,0.0,1013,19,10,216,3
2020-01-20 03:00:00,27,18,0.0,14.2,6,1,25,01:13 AM,03:25 PM,05:22 AM,07:41 PM,14,19,19,19,6,3,77,0.0,1013,19,10,151,4
2020-01-20 06:00:00,27,18,0.0,14.2,6,1,25,01:13 AM,03:25 PM,05:22 AM,07:41 PM,14,18,18,18,9,4,76,0.0,1014,18,10,156,6
2020-01-20 09:00:00,27,18,0.0,14.2,6,6,25,01:13 AM,03:25 PM,05:22 AM,07:41 PM,13,25,25,23,5,4,56,0.0,1014,23,10,175,4
2020-01-20 12:00:00,27,18,0.0,14.2,6,7,25,01:13 AM,03:25 PM,05:22 AM,07:41 PM,14,27,27,27,8,4,45,0.0,1014,27,10,262,6
2020-01-20 15:00:00,27,18,0.0,14.2,6,6,25,01:13 AM,03:25 PM,05:22 AM,07:41 PM,14,26,26,25,19,8,52,0.0,1014,25,10,227,17
2020-01-20 18:00:00,27,18,0.0,14.2,6,1,25,01:13 AM,03:25 PM,05:22 AM,07:41 PM,15,25,25,23,11,4,60,0.0,1012,23,10,237,10
2020-01-20 21:00:00,27,18,0.0,14.2,6,1,25,01:13 AM,03:25 PM,05:22 AM,07:41 PM,16,20,20,20,10,4,76,0.0,1014,20,10,225,7
2020-01-21 00:00:00,23,17,0.0,14.2,6,1,18,01:52 AM,04:29 PM,05:23 AM,07:40 PM,16,19,19,19,5,7,83,0.0,1015,19,10,180,4
2020-01-21 03:00:00,23,17,0.0,14.2,6,1,18,01:52 AM,04:29 PM,05:23 AM,07:40 PM,16,19,19,19,4,8,85,0.0,1015,19,10,223,3
2020-01-21 06:00:00,23,17,0.0,14.2,6,1,18,01:52 AM,04:29 PM,05:23 AM,07:40 PM,15,18,18,18,8,13,86,0.0,1015,18,10,231,5
2020-01-21 09:00:00,23,17,0.0,14.2,6,6,18,01:52 AM,04:29 PM,05:23 AM,07:40 PM,15,22,25,22,9,9,66,0.0,1016,22,10,258,8
2020-01-21 12:00:00,23,17,0.0,14.2,6,6,18,01:52 AM,04:29 PM,05:23 AM,07:40 PM,15,25,25,23,18,7,59,0.0,1016,23,10,236,15
2020-01-21 15:00:00,23,17,0.0,14.2,6,6,18,01:52 AM,04:29 PM,05:23 AM,07:40 PM,15,25,25,22,19,7,63,0.0,1015,22,10,240,17
2020-01-21 18:00:00,23,17,0.0,14.2,6,1,18,01:52 AM,04:29 PM,05:23 AM,07:40 PM,15,20,20,20,19,17,74,0.0,1014,20,10,231,16
2020-01-21 21:00:00,23,17,0.0,14.2,6,1,18,01:52 AM,04:29 PM,05:23 AM,07:40 PM,15,17,17,17,19,54,84,0.0,1017,17,10,232,13
2020-01-22 00:00:00,21,17,0.0,11.1,4,1,11,02:36 AM,05:31 PM,05:24 AM,07:40 PM,14,17,17,17,13,84,82,0.0,1017,17,10,215,9
2020-01-22 03:00:00,21,17,0.0,11.1,4,1,11,02:36 AM,05:31 PM,05:24 AM,07:40 PM,14,18,18,18,9,83,80,0.0,1016,18,10,218,7
2020-01-22 06:00:00,21,17,0.0,11.1,4,1,11,02:36 AM,05:31 PM,05:24 AM,07:40 PM,14,17,17,17,11,90,80,0.0,1017,17,10,212,9
2020-01-22 09:00:00,21,17,0.0,11.1,4,4,11,02:36 AM,05:31 PM,05:24 AM,07:40 PM,14,18,18,18,9,89,73,0.0,1018,18,10,222,8
2020-01-22 12:00:00,21,17,0.0,11.1,4,6,11,02:36 AM,05:31 PM,05:24 AM,07:40 PM,13,20,20,20,15,6,64,0.0,1018,20,10,229,13
2020-01-22 15:00:00,21,17,0.0,11.1,4,6,11,02:36 AM,05:31 PM,05:24 AM,07:40 PM,14,21,21,21,17,43,67,0.0,1017,21,10,227,15
2020-01-22 18:00:00,21,17,0.0,11.1,4,1,11,02:36 AM,05:31 PM,05:24 AM,07:40 PM,14,19,19,19,17,74,71,0.0,1016,19,10,227,14
2020-01-22 21:00:00,21,17,0.0,11.1,4,1,11,02:36 AM,05:31 PM,05:24 AM,07:40 PM,14,18,18,18,16,87,80,0.0,1018,18,10,227,11
2020-01-23 00:00:00,22,17,0.0,13.4,5,1,3,03:26 AM,06:26 PM,05:25 AM,07:39 PM,14,17,17,17,17,78,84,0.0,1018,17,10,217,11
2020-01-23 03:00:00,22,17,0.0,13.4,5,1,3,03:26 AM,06:26 PM,05:25 AM,07:39 PM,14,17,17,17,13,66,81,0.0,1018,17,10,216,9
2020-01-23 06:00:00,22,17,0.0,13.4,5,1,3,03:26 AM,06:26 PM,05:25 AM,07:39 PM,14,17,17,17,11,68,80,0.0,1018,17,10,209,8
2020-01-23 09:00:00,22,17,0.0,13.4,5,5,3,03:26 AM,06:26 PM,05:25 AM,07:39 PM,13,20,20,20,13,14,66,0.0,1019,20,10,233,12
