date_time,Dungog_maxtempC,Dungog_mintempC,Dungog_totalSnow_cm,Dungog_sunHour,Dungog_uvIndex,Dungog_uvIndex,Dungog_moon_illumination,Dungog_moonrise,Dungog_moonset,Dungog_sunrise,Dungog_sunset,Dungog_DewPointC,Dungog_FeelsLikeC,Dungog_HeatIndexC,Dungog_WindChillC,Dungog_WindGustKmph,Dungog_cloudcover,Dungog_humidity,Dungog_precipMM,Dungog_pressure,Dungog_tempC,Dungog_visibility,Dungog_winddirDegree,Dungog_windspeedKmph
2020-02-20 00:00:00,22,18,0.0,12.0,6,1,7,02:02 AM,04:37 PM,05:34 AM,06:39 PM,16,20,20,20,17,18,75,0.0,1008,20,10,226,10
2020-02-20 03:00:00,22,18,0.0,12.0,6,1,7,02:02 AM,04:37 PM,05:34 AM,06:39 PM,15,20,20,20,15,64,75,0.1,1008,20,9,202,9
2020-02-20 06:00:00,22,18,0.0,12.0,6,1,7,02:02 AM,04:37 PM,05:34 AM,06:39 PM,15,19,19,19,13,50,75,0.1,1010,19,10,245,9
2020-02-20 09:00:00,22,18,0.0,12.0,6,6,7,02:02 AM,04:37 PM,05:34 AM,06:39 PM,15,21,23,21,13,67,69,0.1,1011,21,9,204,11
2020-02-20 12:00:00,22,18,0.0,12.0,6,5,7,02:02 AM,04:37 PM,05:34 AM,06:39 PM,16,22,25,22,22,64,70,0.1,1011,22,10,167,18
2020-02-20 15:00:00,22,18,0.0,12.0,6,5,7,02:02 AM,04:37 PM,05:34 AM,06:39 PM,16,21,24,21,24,39,70,0.0,1010,21,10,152,19
2020-02-20 18:00:00,22,18,0.0,12.0,6,1,7,02:02 AM,04:37 PM,05:34 AM,06:39 PM,16,21,22,21,24,45,73,0.0,1012,21,10,147,17
2020-02-20 21:00:00,22,18,0.0,12.0,6,1,7,02:02 AM,04:37 PM,05:34 AM,06:39 PM,15,19,21,19,17,83,73,0.0,1014,19,10,138,12
2020-02-21 00:00:00,23,21,0.0,9.4,5,1,0,02:57 AM,05:23 PM,05:35 AM,06:38 PM,15,20,21,20,12,100,69,0.0,1015,20,10,138,8
2020-02-21 03:00:00,23,21,0.0,9.4,5,1,0,02:57 AM,05:23 PM,05:35 AM,06:38 PM,14,21,21,21,13,96,66,0.0,1014,21,10,140,9
2020-02-21 06:00:00,23,21,0.0,9.4,5,1,0,02:57 AM,05:23 PM,05:35 AM,06:38 PM,14,21,21,21,16,89,65,0.0,1016,21,10,140,11
2020-02-21 09:00:00,23,21,0.0,9.4,5,5,0,02:57 AM,05:23 PM,05:35 AM,06:38 PM,15,21,23,21,16,91,67,0.0,1017,21,10,121,12
2020-02-21 12:00:00,23,21,0.0,9.4,5,5,0,02:57 AM,05:23 PM,05:35 AM,06:38 PM,16,25,25,23,17,72,66,0.1,1016,23,10,110,13
2020-02-21 15:00:00,23,21,0.0,9.4,5,5,0,02:57 AM,05:23 PM,05:35 AM,06:38 PM,16,25,25,23,21,53,66,0.0,1015,23,10,103,16
2020-02-21 18:00:00,23,21,0.0,9.4,5,1,0,02:57 AM,05:23 PM,05:35 AM,06:38 PM,16,25,25,22,23,83,70,0.0,1017,22,10,98,16
2020-02-21 21:00:00,23,21,0.0,9.4,5,1,0,02:57 AM,05:23 PM,05:35 AM,06:38 PM,17,22,24,22,25,72,74,0.0,1019,22,10,100,17
2020-02-22 00:00:00,23,20,0.0,8.1,6,1,0,03:54 AM,06:03 PM,05:36 AM,06:37 PM,17,21,22,21,21,66,81,0.5,1020,21,10,97,13
2020-02-22 03:00:00,23,20,0.0,8.1,6,1,0,03:54 AM,06:03 PM,05:36 AM,06:37 PM,17,20,20,20,22,72,85,1.6,1020,20,10,102,14
2020-02-22 06:00:00,23,20,0.0,8.1,6,1,0,03:54 AM,06:03 PM,05:36 AM,06:37 PM,17,20,20,20,21,85,83,1.4,1022,20,10,102,14
2020-02-22 09:00:00,23,20,0.0,8.1,6,5,0,03:54 AM,06:03 PM,05:36 AM,06:37 PM,18,21,23,21,21,80,80,1.0,1023,21,10,93,14
2020-02-22 12:00:00,23,20,0.0,8.1,6,5,0,03:54 AM,06:03 PM,05:36 AM,06:37 PM,17,25,25,23,23,72,69,0.4,1023,23,10,92,18
2020-02-22 15:00:00,23,20,0.0,8.1,6,5,0,03:54 AM,06:03 PM,05:36 AM,06:37 PM,17,25,25,23,28,63,68,0.0,1022,23,10,88,22
2020-02-22 18:00:00,23,20,0.0,8.1,6,1,0,03:54 AM,06:03 PM,05:36 AM,06:37 PM,17,22,25,22,31,67,73,0.1,1022,22,10,81,22
2020-02-22 21:00:00,23,20,0.0,8.1,6,1,0,03:54 AM,06:03 PM,05:36 AM,06:37 PM,16,21,22,21,30,52,75,0.0,1024,21,10,76,19
2020-02-23 00:00:00,23,20,0.0,13.0,6,1,0,04:51 AM,06:38 PM,05:37 AM,06:36 PM,16,20,20,20,26,49,77,0.0,1024,20,10,68,16
2020-02-23 03:00:00,23,20,0.0,13.0,6,1,0,04:51 AM,06:38 PM,05:37 AM,06:36 PM,16,20,20,20,25,54,78,0.0,1023,20,10,62,15
2020-02-23 06:00:00,23,20,0.0,13.0,6,1,0,04:51 AM,06:38 PM,05:37 AM,06:36 PM,16,20,20,20,22,40,75,0.0,1024,20,10,64,14
2020-02-23 09:00:00,23,20,0.0,13.0,6,6,0,04:51 AM,06:38 PM,05:37 AM,06:36 PM,15,24,24,22,21,23,65,0.0,1025,22,10,70,16
2020-02-23 12:00:00,23,20,0.0,13.0,6,6,0,04:51 AM,06:38 PM,05:37 AM,06:36 PM,16,25,25,23,23,23,61,0.0,1024,23,10,76,19
2020-02-23 15:00:00,23,20,0.0,13.0,6,6,0,04:51 AM,06:38 PM,05:37 AM,06:36 PM,15,25,25,23,25,40,62,0.0,1022,23,10,74,19
2020-02-23 18:00:00,23,20,0.0,13.0,6,1,0,04:51 AM,06:38 PM,05:37 AM,06:36 PM,17,25,25,22,30,66,72,0.0,1022,22,10,59,21
2020-02-23 21:00:00,23,20,0.0,13.0,6,1,0,04:51 AM,06:38 PM,05:37 AM,06:36 PM,17,21,22,21,28,50,78,0.0,1022,21,10,42,19
2020-02-24 00:00:00,23,20,0.0,11.9,6,1,0,05:47 AM,07:11 PM,05:37 AM,06:35 PM,17,21,21,21,21,60,78,0.0,1022,21,10,37,13
2020-02-24 03:00:00,23,20,0.0,11.9,6,1,0,05:47 AM,07:11 PM,05:37 AM,06:35 PM,16,20,20,20,16,76,79,0.0,1021,20,10,35,10
2020-02-24 06:00:00,23,20,0.0,11.9,6,1,0,05:47 AM,07:11 PM,05:37 AM,06:35 PM,16,21,21,21,9,53,77,0.0,1021,21,10,47,5
2020-02-24 09:00:00,23,20,0.0,11.9,6,6,0,05:47 AM,07:11 PM,05:37 AM,06:35 PM,16,24,24,22,10,49,69,0.0,1022,22,10,81,8
2020-02-24 12:00:00,23,20,0.0,11.9,6,6,0,05:47 AM,07:11 PM,05:37 AM,06:35 PM,17,25,25,23,15,72,69,0.2,1020,23,9,92,11
2020-02-24 15:00:00,23,20,0.0,11.9,6,5,0,05:47 AM,07:11 PM,05:37 AM,06:35 PM,18,25,25,22,22,65,76,0.1,1019,22,10,69,15
2020-02-24 18:00:00,23,20,0.0,11.9,6,1,0,05:47 AM,07:11 PM,05:37 AM,06:35 PM,19,22,24,22,24,33,82,0.0,1019,22,10,53,15
2020-02-24 21:00:00,23,20,0.0,11.9,6,1,0,05:47 AM,07:11 PM,05:37 AM,06:35 PM,18,21,22,21,23,17,86,0.0,1019,21,10,44,14
2020-02-25 00:00:00,26,20,0.0,13.0,6,1,8,06:41 AM,07:41 PM,05:38 AM,06:34 PM,17,20,20,20,20,62,82,0.1,1018,20,10,32,12
2020-02-25 03:00:00,26,20,0.0,13.0,6,1,8,06:41 AM,07:41 PM,05:38 AM,06:34 PM,16,20,20,20,19,46,80,0.0,1017,20,10,36,11
2020-02-25 06:00:00,26,20,0.0,13.0,6,1,8,06:41 AM,07:41 PM,05:38 AM,06:34 PM,15,20,20,20,18,29,74,0.0,1018,20,10,29,11
2020-02-25 09:00:00,26,20,0.0,13.0,6,6,8,06:41 AM,07:41 PM,05:38 AM,06:34 PM,15,24,24,23,13,29,61,0.0,1017,23,10,38,10
2020-02-25 12:00:00,26,20,0.0,13.0,6,7,8,06:41 AM,07:41 PM,05:38 AM,06:34 PM,17,27,27,25,17,23,60,0.0,1015,25,10,62,14
2020-02-25 15:00:00,26,20,0.0,13.0,6,7,8,06:41 AM,07:41 PM,05:38 AM,06:34 PM,19,27,27,26,27,17,67,0.0,1013,26,10,68,21
2020-02-25 18:00:00,26,20,0.0,13.0,6,1,8,06:41 AM,07:41 PM,05:38 AM,06:34 PM,19,26,26,24,36,17,74,0.0,1013,24,10,49,24
2020-02-25 21:00:00,26,20,0.0,13.0,6,1,8,06:41 AM,07:41 PM,05:38 AM,06:34 PM,19,25,25,23,32,21,79,0.0,1013,23,10,33,20
2020-02-26 00:00:00,30,21,0.0,12.9,7,1,15,07:36 AM,08:09 PM,05:39 AM,06:32 PM,18,21,22,21,26,26,85,0.0,1011,21,10,18,16
2020-02-26 03:00:00,30,21,0.0,12.9,7,1,15,07:36 AM,08:09 PM,05:39 AM,06:32 PM,18,21,21,21,20,38,86,0.0,1010,21,10,241,12
2020-02-26 06:00:00,30,21,0.0,12.9,7,1,15,07:36 AM,08:09 PM,05:39 AM,06:32 PM,18,22,23,22,21,30,79,0.0,1009,22,10,344,13
2020-02-26 09:00:00,30,21,0.0,12.9,7,7,15,07:36 AM,08:09 PM,05:39 AM,06:32 PM,19,27,27,26,24,23,66,0.0,1009,26,10,322,16
2020-02-26 12:00:00,30,21,0.0,12.9,7,7,15,07:36 AM,08:09 PM,05:39 AM,06:32 PM,19,31,31,29,27,24,55,0.0,1007,29,10,323,18
2020-02-26 15:00:00,30,21,0.0,12.9,7,7,15,07:36 AM,08:09 PM,05:39 AM,06:32 PM,20,31,31,29,28,38,59,0.0,1005,29,9,126,16
2020-02-26 18:00:00,30,21,0.0,12.9,7,1,15,07:36 AM,08:09 PM,05:39 AM,06:32 PM,21,27,27,25,27,69,79,1.7,1005,25,8,193,16
2020-02-26 21:00:00,30,21,0.0,12.9,7,1,15,07:36 AM,08:09 PM,05:39 AM,06:32 PM,20,25,25,22,44,69,89,2.7,1008,22,8,229,30
2020-02-27 00:00:00,24,20,0.0,9.4,5,1,23,08:28 AM,08:37 PM,05:40 AM,06:31 PM,19,21,22,21,46,88,89,1.5,1010,21,9,190,33
2020-02-27 03:00:00,24,20,0.0,9.4,5,1,23,08:28 AM,08:37 PM,05:40 AM,06:31 PM,18,20,20,20,35,100,88,0.4,1010,20,4,176,26
2020-02-27 06:00:00,24,20,0.0,9.4,5,1,23,08:28 AM,08:37 PM,05:40 AM,06:31 PM,17,20,20,20,28,100,85,0.3,1011,20,2,168,20
2020-02-27 09:00:00,24,20,0.0,9.4,5,5,23,08:28 AM,08:37 PM,05:40 AM,06:31 PM,16,20,20,20,19,100,79,0.1,1012,20,7,158,14
2020-02-27 12:00:00,24,20,0.0,9.4,5,5,23,08:28 AM,08:37 PM,05:40 AM,06:31 PM,17,24,24,23,15,90,71,0.1,1010,23,10,125,12
2020-02-27 15:00:00,24,20,0.0,9.4,5,5,23,08:28 AM,08:37 PM,05:40 AM,06:31 PM,17,25,25,23,17,68,72,0.1,1008,23,10,98,13
2020-02-27 18:00:00,24,20,0.0,9.4,5,1,23,08:28 AM,08:37 PM,05:40 AM,06:31 PM,18,25,25,22,23,50,79,0.0,1008,22,10,66,16
2020-02-27 21:00:00,24,20,0.0,9.4,5,1,23,08:28 AM,08:37 PM,05:40 AM,06:31 PM,19,21,24,21,25,40,85,0.0,1009,21,10,50,16
2020-02-28 00:00:00,23,19,0.0,12.9,6,1,30,09:22 AM,09:06 PM,05:41 AM,06:30 PM,19,21,22,21,21,33,88,0.0,1009,21,10,26,13
2020-02-28 03:00:00,23,19,0.0,12.9,6,1,30,09:22 AM,09:06 PM,05:41 AM,06:30 PM,18,19,19,19,15,43,93,0.0,1008,19,5,198,9
2020-02-28 06:00:00,23,19,0.0,12.9,6,1,30,09:22 AM,09:06 PM,05:41 AM,06:30 PM,18,19,19,19,18,35,90,0.0,1009,19,7,251,12
2020-02-28 09:00:00,23,19,0.0,12.9,6,6,30,09:22 AM,09:06 PM,05:41 AM,06:30 PM,14,22,23,22,19,9,65,0.0,1011,22,10,206,15
2020-02-28 12:00:00,23,19,0.0,12.9,6,6,30,09:22 AM,09:06 PM,05:41 AM,06:30 PM,15,25,25,23,26,0,59,0.0,1011,23,10,186,22
2020-02-28 15:00:00,23,19,0.0,12.9,6,6,30,09:22 AM,09:06 PM,05:41 AM,06:30 PM,16,25,25,23,33,28,66,0.0,1011,23,10,165,27
2020-02-28 18:00:00,23,19,0.0,12.9,6,1,30,09:22 AM,09:06 PM,05:41 AM,06:30 PM,17,25,25,22,33,39,71,0.0,1014,22,10,150,24
2020-02-28 21:00:00,23,19,0.0,12.9,6,1,30,09:22 AM,09:06 PM,05:41 AM,06:30 PM,16,21,22,21,26,47,74,0.0,1016,21,10,140,17
2020-02-29 00:00:00,24,20,0.0,12.9,6,1,38,10:16 AM,09:37 PM,05:41 AM,06:29 PM,16,21,21,21,20,67,74,0.1,1016,21,10,135,12
2020-02-29 03:00:00,24,20,0.0,12.9,6,1,38,10:16 AM,09:37 PM,05:41 AM,06:29 PM,15,20,20,20,18,43,73,0.0,1016,20,10,137,10
2020-02-29 06:00:00,24,20,0.0,12.9,6,1,38,10:16 AM,09:37 PM,05:41 AM,06:29 PM,15,21,23,21,14,30,70,0.0,1017,21,10,137,9
2020-02-29 09:00:00,24,20,0.0,12.9,6,6,38,10:16 AM,09:37 PM,05:41 AM,06:29 PM,15,25,25,23,14,30,62,0.0,1017,23,10,120,10
2020-02-29 12:00:00,24,20,0.0,12.9,6,6,38,10:16 AM,09:37 PM,05:41 AM,06:29 PM,16,26,26,24,17,18,59,0.0,1016,24,10,110,14
2020-02-29 15:00:00,24,20,0.0,12.9,6,6,38,10:16 AM,09:37 PM,05:41 AM,06:29 PM,16,25,25,24,21,10,61,0.0,1014,24,10,101,16
2020-02-29 18:00:00,24,20,0.0,12.9,6,1,38,10:16 AM,09:37 PM,05:41 AM,06:29 PM,17,25,25,22,27,3,72,0.0,1015,22,10,75,18
2020-02-29 21:00:00,24,20,0.0,12.9,6,1,38,10:16 AM,09:37 PM,05:41 AM,06:29 PM,18,21,22,21,27,11,79,0.0,1015,21,10,48,16
2020-03-01 00:00:00,27,19,0.0,12.9,6,1,44,11:12 AM,10:10 PM,05:42 AM,06:28 PM,18,21,21,21,22,11,85,0.0,1015,21,10,41,13
2020-03-01 03:00:00,27,19,0.0,12.9,6,1,44,11:12 AM,10:10 PM,05:42 AM,06:28 PM,18,20,20,20,15,26,88,0.0,1014,20,10,25,9
2020-03-01 06:00:00,27,19,0.0,12.9,6,1,44,11:12 AM,10:10 PM,05:42 AM,06:28 PM,18,20,20,20,9,34,89,0.0,1014,20,10,227,6
2020-03-01 09:00:00,27,19,0.0,12.9,6,6,44,11:12 AM,10:10 PM,05:42 AM,06:28 PM,18,24,24,23,10,16,77,0.0,1014,23,10,134,8
2020-03-01 12:00:00,27,19,0.0,12.9,6,7,44,11:12 AM,10:10 PM,05:42 AM,06:28 PM,19,28,28,26,14,10,66,0.0,1013,26,10,53,12
2020-03-01 15:00:00,27,19,0.0,12.9,6,7,44,11:12 AM,10:10 PM,05:42 AM,06:28 PM,20,29,29,27,30,14,64,0.0,1011,27,10,58,22
2020-03-01 18:00:00,27,19,0.0,12.9,6,1,44,11:12 AM,10:10 PM,05:42 AM,06:28 PM,20,27,27,26,39,11,74,0.0,1011,26,10,45,26
2020-03-01 21:00:00,27,19,0.0,12.9,6,1,44,11:12 AM,10:10 PM,05:42 AM,06:28 PM,21,26,26,24,33,8,82,0.0,1011,24,10,26,20
2020-03-02 00:00:00,33,22,0.0,12.8,7,1,51,12:08 PM,10:47 PM,05:43 AM,06:27 PM,20,25,25,23,27,5,85,0.0,1010,23,10,239,14
2020-03-02 03:00:00,33,22,0.0,12.8,7,1,51,12:08 PM,10:47 PM,05:43 AM,06:27 PM,18,25,25,22,29,11,76,0.0,1010,22,10,332,14
2020-03-02 06:00:00,33,22,0.0,12.8,7,1,51,12:08 PM,10:47 PM,05:43 AM,06:27 PM,17,25,25,23,33,5,69,0.0,1010,23,10,319,17
2020-03-02 09:00:00,33,22,0.0,12.8,7,7,51,12:08 PM,10:47 PM,05:43 AM,06:27 PM,17,28,28,27,34,0,56,0.0,1011,27,10,309,21
2020-03-02 12:00:00,33,22,0.0,12.8,7,8,51,12:08 PM,10:47 PM,05:43 AM,06:27 PM,17,32,32,31,18,0,43,0.0,1010,31,10,294,11
2020-03-02 15:00:00,33,22,0.0,12.8,7,8,51,12:08 PM,10:47 PM,05:43 AM,06:27 PM,16,33,33,32,14,2,37,0.0,1009,32,10,142,8
2020-03-02 18:00:00,33,22,0.0,12.8,7,1,51,12:08 PM,10:47 PM,05:43 AM,06:27 PM,19,33,33,31,37,24,66,0.0,1012,31,10,136,26
2020-03-02 21:00:00,33,22,0.0,12.8,7,1,51,12:08 PM,10:47 PM,05:43 AM,06:27 PM,20,31,31,28,39,78,81,0.1,1015,28,10,168,29
2020-03-03 00:00:00,23,21,0.0,8.0,5,1,58,01:07 PM,11:31 PM,05:44 AM,06:25 PM,18,27,27,23,30,94,79,0.2,1016,23,10,172,23
2020-03-03 03:00:00,23,21,0.0,8.0,5,1,58,01:07 PM,11:31 PM,05:44 AM,06:25 PM,17,21,24,21,27,83,77,0.3,1016,21,10,176,21
2020-03-03 06:00:00,23,21,0.0,8.0,5,1,58,01:07 PM,11:31 PM,05:44 AM,06:25 PM,16,21,24,21,26,78,74,0.1,1018,21,10,173,19
2020-03-03 09:00:00,23,21,0.0,8.0,5,5,58,01:07 PM,11:31 PM,05:44 AM,06:25 PM,16,22,25,22,22,81,68,0.0,1019,22,10,164,16
2020-03-03 12:00:00,23,21,0.0,8.0,5,5,58,01:07 PM,11:31 PM,05:44 AM,06:25 PM,16,25,25,23,21,94,68,0.0,1019,23,10,155,15
2020-03-03 15:00:00,23,21,0.0,8.0,5,5,58,01:07 PM,11:31 PM,05:44 AM,06:25 PM,17,25,25,22,21,89,73,0.1,1018,22,10,156,14
2020-03-03 18:00:00,23,21,0.0,8.0,5,1,58,01:07 PM,11:31 PM,05:44 AM,06:25 PM,18,25,25,22,19,95,79,0.2,1019,22,10,145,13
2020-03-03 21:00:00,23,21,0.0,8.0,5,1,58,01:07 PM,11:31 PM,05:44 AM,06:25 PM,19,25,25,22,18,87,84,1.2,1020,22,10,122,12
2020-03-04 00:00:00,25,22,0.0,9.3,5,1,65,02:05 PM,No moonset,05:45 AM,06:24 PM,20,25,25,22,23,94,87,1.5,1019,22,10,89,16
2020-03-04 03:00:00,25,22,0.0,9.3,5,1,65,02:05 PM,No moonset,05:45 AM,06:24 PM,20,25,25,22,30,100,88,2.7,1018,22,8,66,18
2020-03-04 06:00:00,25,22,0.0,9.3,5,1,65,02:05 PM,No moonset,05:45 AM,06:24 PM,20,22,25,22,32,100,88,2.7,1018,22,9,55,21
2020-03-04 09:00:00,25,22,0.0,9.3,5,5,65,02:05 PM,No moonset,05:45 AM,06:24 PM,19,25,25,23,37,77,78,2.3,1018,23,10,53,24
2020-03-04 12:00:00,25,22,0.0,9.3,5,5,65,02:05 PM,No moonset,05:45 AM,06:24 PM,19,26,26,25,35,81,70,0.7,1017,25,10,66,26
2020-03-04 15:00:00,25,22,0.0,9.3,5,5,65,02:05 PM,No moonset,05:45 AM,06:24 PM,19,26,26,25,36,60,70,0.0,1015,25,10,72,28
2020-03-04 18:00:00,25,22,0.0,9.3,5,1,65,02:05 PM,No moonset,05:45 AM,06:24 PM,19,25,25,23,39,42,76,0.0,1015,23,10,62,28
2020-03-04 21:00:00,25,22,0.0,9.3,5,1,65,02:05 PM,No moonset,05:45 AM,06:24 PM,19,25,25,23,38,50,79,0.0,1016,23,10,51,26
2020-03-05 00:00:00,23,18,0.0,9.3,6,1,73,03:03 PM,12:21 AM,05:45 AM,06:23 PM,19,25,25,22,34,51,82,0.0,1015,22,10,45,23
2020-03-05 03:00:00,23,18,0.0,9.3,6,1,73,03:03 PM,12:21 AM,05:45 AM,06:23 PM,19,25,25,23,33,60,83,0.0,1013,23,10,41,23
2020-03-05 06:00:00,23,18,0.0,9.3,6,1,73,03:03 PM,12:21 AM,05:45 AM,06:23 PM,20,25,25,22,32,76,88,0.5,1013,22,9,31,22
2020-03-05 09:00:00,23,18,0.0,9.3,6,5,73,03:03 PM,12:21 AM,05:45 AM,06:23 PM,20,25,25,22,39,72,89,1.8,1012,22,10,37,26
2020-03-05 12:00:00,23,18,0.0,9.3,6,5,73,03:03 PM,12:21 AM,05:45 AM,06:23 PM,21,25,25,23,46,57,88,4.0,1010,23,9,45,28
2020-03-05 15:00:00,23,18,0.0,9.3,6,5,73,03:03 PM,12:21 AM,05:45 AM,06:23 PM,21,25,25,23,44,84,89,5.2,1008,23,7,45,27
2020-03-05 18:00:00,23,18,0.0,9.3,6,1,73,03:03 PM,12:21 AM,05:45 AM,06:23 PM,21,25,25,22,40,83,90,2.8,1008,22,8,33,26
2020-03-05 21:00:00,23,18,0.0,9.3,6,1,73,03:03 PM,12:21 AM,05:45 AM,06:23 PM,21,19,22,19,39,92,90,1.4,1008,19,9,26,25
2020-03-06 00:00:00,26,21,0.0,12.8,5,1,80,03:59 PM,01:19 AM,05:46 AM,06:22 PM,21,21,23,21,30,68,91,0.5,1007,21,10,11,19
2020-03-06 03:00:00,26,21,0.0,12.8,5,1,80,03:59 PM,01:19 AM,05:46 AM,06:22 PM,20,21,22,21,25,28,91,0.0,1006,21,10,4,15
2020-03-06 06:00:00,26,21,0.0,12.8,5,1,80,03:59 PM,01:19 AM,05:46 AM,06:22 PM,19,21,23,21,19,17,90,0.0,1007,21,10,229,12
2020-03-06 09:00:00,26,21,0.0,12.8,5,6,80,03:59 PM,01:19 AM,05:46 AM,06:22 PM,20,27,27,25,23,16,75,0.0,1009,25,10,321,17
2020-03-06 12:00:00,26,21,0.0,12.8,5,7,80,03:59 PM,01:19 AM,05:46 AM,06:22 PM,20,28,28,26,23,39,70,0.3,1008,26,10,221,17
2020-03-06 15:00:00,26,21,0.0,12.8,5,6,80,03:59 PM,01:19 AM,05:46 AM,06:22 PM,21,27,27,25,30,40,75,0.1,1008,25,10,173,22
2020-03-06 18:00:00,26,21,0.0,12.8,5,1,80,03:59 PM,01:19 AM,05:46 AM,06:22 PM,21,26,26,24,36,73,81,0.4,1011,24,10,167,25
2020-03-06 21:00:00,26,21,0.0,12.8,5,1,80,03:59 PM,01:19 AM,05:46 AM,06:22 PM,20,25,25,23,36,92,82,0.2,1014,23,10,170,24
2020-03-07 00:00:00,23,20,0.0,11.9,5,1,87,04:50 PM,02:23 AM,05:47 AM,06:20 PM,19,25,25,22,35,92,83,0.5,1015,22,10,178,24
2020-03-07 03:00:00,23,20,0.0,11.9,5,1,87,04:50 PM,02:23 AM,05:47 AM,06:20 PM,18,22,24,22,37,81,82,1.4,1015,22,10,179,24
2020-03-07 06:00:00,23,20,0.0,11.9,5,1,87,04:50 PM,02:23 AM,05:47 AM,06:20 PM,18,22,24,22,36,66,80,0.8,1017,22,10,173,24
2020-03-07 09:00:00,23,20,0.0,11.9,5,5,87,04:50 PM,02:23 AM,05:47 AM,06:20 PM,17,25,25,23,31,56,70,0.3,1018,23,10,162,24
2020-03-07 12:00:00,23,20,0.0,11.9,5,5,87,04:50 PM,02:23 AM,05:47 AM,06:20 PM,16,25,25,23,26,41,63,0.1,1018,23,10,151,22
2020-03-07 15:00:00,23,20,0.0,11.9,5,6,87,04:50 PM,02:23 AM,05:47 AM,06:20 PM,16,25,25,23,23,46,63,0.0,1018,23,10,148,19
2020-03-07 18:00:00,23,20,0.0,11.9,5,1,87,04:50 PM,02:23 AM,05:47 AM,06:20 PM,17,21,22,21,28,75,75,0.7,1019,21,10,151,19
2020-03-07 21:00:00,23,20,0.0,11.9,5,1,87,04:50 PM,02:23 AM,05:47 AM,06:20 PM,17,20,20,20,30,69,81,0.3,1020,20,10,148,19
2020-03-08 00:00:00,22,19,0.0,7.9,6,1,95,05:36 PM,03:32 AM,05:48 AM,06:19 PM,17,20,20,20,27,66,80,0.6,1020,20,10,151,16
2020-03-08 03:00:00,22,19,0.0,7.9,6,1,95,05:36 PM,03:32 AM,05:48 AM,06:19 PM,16,20,20,20,23,80,81,0.7,1019,20,10,168,14
2020-03-08 06:00:00,22,19,0.0,7.9,6,1,95,05:36 PM,03:32 AM,05:48 AM,06:19 PM,16,20,20,20,24,80,79,0.7,1019,20,10,166,15
2020-03-08 09:00:00,22,19,0.0,7.9,6,5,95,05:36 PM,03:32 AM,05:48 AM,06:19 PM,16,21,23,21,23,66,74,0.7,1020,21,10,172,15
2020-03-08 12:00:00,22,19,0.0,7.9,6,5,95,05:36 PM,03:32 AM,05:48 AM,06:19 PM,14,22,25,22,19,69,62,0.3,1020,22,10,159,15
2020-03-08 15:00:00,22,19,0.0,7.9,6,5,95,05:36 PM,03:32 AM,05:48 AM,06:19 PM,14,25,25,22,19,61,59,0.0,1018,22,10,143,15
2020-03-08 18:00:00,22,19,0.0,7.9,6,1,95,05:36 PM,03:32 AM,05:48 AM,06:19 PM,14,21,22,21,20,79,64,0.1,1018,21,10,134,14
2020-03-08 21:00:00,22,19,0.0,7.9,6,1,95,05:36 PM,03:32 AM,05:48 AM,06:19 PM,14,20,20,20,18,90,67,0.0,1020,20,10,126,12
2020-03-09 00:00:00,21,19,0.0,7.9,5,1,100,06:18 PM,04:43 AM,05:48 AM,06:18 PM,14,20,20,20,13,87,69,0.1,1019,20,9,119,8
2020-03-09 03:00:00,21,19,0.0,7.9,5,1,100,06:18 PM,04:43 AM,05:48 AM,06:18 PM,14,19,19,19,13,69,74,0.1,1019,19,10,156,8
2020-03-09 06:00:00,21,19,0.0,7.9,5,1,100,06:18 PM,04:43 AM,05:48 AM,06:18 PM,15,19,19,19,14,67,77,0.9,1020,19,10,167,9
2020-03-09 09:00:00,21,19,0.0,7.9,5,5,100,06:18 PM,04:43 AM,05:48 AM,06:18 PM,16,20,20,20,18,79,76,0.5,1020,20,10,168,13
2020-03-09 12:00:00,21,19,0.0,7.9,5,5,100,06:18 PM,04:43 AM,05:48 AM,06:18 PM,16,21,21,21,21,68,73,0.7,1020,21,10,152,15
2020-03-09 15:00:00,21,19,0.0,7.9,5,5,100,06:18 PM,04:43 AM,05:48 AM,06:18 PM,16,21,21,21,24,62,73,0.3,1019,21,10,131,18
2020-03-09 18:00:00,21,19,0.0,7.9,5,1,100,06:18 PM,04:43 AM,05:48 AM,06:18 PM,16,20,20,20,28,73,79,1.1,1020,20,9,129,18
2020-03-09 21:00:00,21,19,0.0,7.9,5,1,100,06:18 PM,04:43 AM,05:48 AM,06:18 PM,16,19,19,19,24,71,80,0.5,1021,19,10,127,14
2020-03-10 00:00:00,22,19,0.0,10.6,5,1,100,06:57 PM,05:55 AM,05:49 AM,06:17 PM,15,19,19,19,22,70,78,0.5,1020,19,10,129,13
2020-03-10 03:00:00,22,19,0.0,10.6,5,1,100,06:57 PM,05:55 AM,05:49 AM,06:17 PM,14,19,19,19,19,85,75,0.3,1020,19,10,133,11
2020-03-10 06:00:00,22,19,0.0,10.6,5,1,100,06:57 PM,05:55 AM,05:49 AM,06:17 PM,14,19,19,19,17,81,74,0.1,1021,19,10,139,10
2020-03-10 09:00:00,22,19,0.0,10.6,5,5,100,06:57 PM,05:55 AM,05:49 AM,06:17 PM,13,21,23,21,18,76,61,0.1,1021,21,10,140,14
