date_time,Gilgai_maxtempC,Gilgai_mintempC,Gilgai_totalSnow_cm,Gilgai_sunHour,Gilgai_uvIndex,Gilgai_uvIndex,Gilgai_moon_illumination,Gilgai_moonrise,Gilgai_moonset,Gilgai_sunrise,Gilgai_sunset,Gilgai_DewPointC,Gilgai_FeelsLikeC,Gilgai_HeatIndexC,Gilgai_WindChillC,Gilgai_WindGustKmph,Gilgai_cloudcover,Gilgai_humidity,Gilgai_precipMM,Gilgai_pressure,Gilgai_tempC,Gilgai_visibility,Gilgai_winddirDegree,Gilgai_windspeedKmph
2020-02-11 15:00:00,27,17,0.0,10.7,5,6,75,08:28 PM,07:15 AM,05:32 AM,06:47 PM,19,28,28,26,14,38,63,0.3,1005,26,10,231,9
2020-02-11 18:00:00,27,17,0.0,10.7,5,1,75,08:28 PM,07:15 AM,05:32 AM,06:47 PM,18,23,23,22,9,64,79,1.6,1006,22,9,146,4
2020-02-11 21:00:00,27,17,0.0,10.7,5,1,75,08:28 PM,07:15 AM,05:32 AM,06:47 PM,18,19,19,19,13,89,91,4.5,1008,19,8,33,6
2020-02-12 00:00:00,27,18,0.0,8.2,5,1,68,09:07 PM,08:23 AM,05:33 AM,06:46 PM,17,18,18,18,20,85,94,2.0,1008,18,8,61,10
2020-02-12 03:00:00,27,18,0.0,8.2,5,1,68,09:07 PM,08:23 AM,05:33 AM,06:46 PM,17,18,18,18,19,80,93,0.4,1007,18,10,79,9
2020-02-12 06:00:00,27,18,0.0,8.2,5,1,68,09:07 PM,08:23 AM,05:33 AM,06:46 PM,18,19,19,19,15,76,90,0.4,1008,19,9,75,9
2020-02-12 09:00:00,27,18,0.0,8.2,5,5,68,09:07 PM,08:23 AM,05:33 AM,06:46 PM,19,24,24,23,16,83,78,2.7,1008,23,8,36,9
2020-02-12 12:00:00,27,18,0.0,8.2,5,6,68,09:07 PM,08:23 AM,05:33 AM,06:46 PM,19,28,28,27,8,81,64,2.7,1007,27,8,27,5
2020-02-12 15:00:00,27,18,0.0,8.2,5,6,68,09:07 PM,08:23 AM,05:33 AM,06:46 PM,20,27,27,26,8,77,70,6.3,1005,26,5,34,4
2020-02-12 18:00:00,27,18,0.0,8.2,5,1,68,09:07 PM,08:23 AM,05:33 AM,06:46 PM,19,22,22,22,5,73,86,7.3,1006,22,6,24,3
2020-02-12 21:00:00,27,18,0.0,8.2,5,1,68,09:07 PM,08:23 AM,05:33 AM,06:46 PM,19,20,20,20,13,68,94,8.9,1007,20,4,72,7
2020-02-13 00:00:00,23,18,0.0,12.0,5,1,60,09:45 PM,09:30 AM,05:34 AM,06:45 PM,18,19,19,19,22,64,95,5.4,1008,19,6,71,13
2020-02-13 03:00:00,23,18,0.0,12.0,5,1,60,09:45 PM,09:30 AM,05:34 AM,06:45 PM,18,19,19,19,21,79,94,4.8,1007,19,8,85,13
2020-02-13 06:00:00,23,18,0.0,12.0,5,1,60,09:45 PM,09:30 AM,05:34 AM,06:45 PM,18,19,19,19,18,60,90,1.9,1008,19,9,103,12
2020-02-13 09:00:00,23,18,0.0,12.0,5,6,60,09:45 PM,09:30 AM,05:34 AM,06:45 PM,18,22,23,22,17,52,81,0.2,1008,22,10,93,13
2020-02-13 12:00:00,23,18,0.0,12.0,5,5,60,09:45 PM,09:30 AM,05:34 AM,06:45 PM,19,21,21,21,17,56,88,8.7,1007,21,7,105,13
2020-02-13 15:00:00,23,18,0.0,12.0,5,4,60,09:45 PM,09:30 AM,05:34 AM,06:45 PM,19,19,19,19,15,71,96,16.8,1006,19,5,110,11
2020-02-13 18:00:00,23,18,0.0,12.0,5,1,60,09:45 PM,09:30 AM,05:34 AM,06:45 PM,18,19,19,19,14,65,96,8.8,1008,19,7,102,9
2020-02-13 21:00:00,23,18,0.0,12.0,5,1,60,09:45 PM,09:30 AM,05:34 AM,06:45 PM,17,18,18,18,13,72,94,3.9,1008,18,8,108,7
2020-02-14 00:00:00,27,16,0.0,13.1,5,1,53,10:22 PM,10:35 AM,05:35 AM,06:44 PM,16,17,17,17,14,42,94,1.3,1008,17,9,128,7
2020-02-14 03:00:00,27,16,0.0,13.1,5,1,53,10:22 PM,10:35 AM,05:35 AM,06:44 PM,15,17,17,17,8,15,93,0.0,1007,17,10,162,4
2020-02-14 06:00:00,27,16,0.0,13.1,5,1,53,10:22 PM,10:35 AM,05:35 AM,06:44 PM,16,18,18,18,5,16,91,0.0,1008,18,10,148,3
2020-02-14 09:00:00,27,16,0.0,13.1,5,6,53,10:22 PM,10:35 AM,05:35 AM,06:44 PM,18,24,24,23,4,24,75,0.0,1008,23,10,200,3
2020-02-14 12:00:00,27,16,0.0,13.1,5,7,53,10:22 PM,10:35 AM,05:35 AM,06:44 PM,18,28,28,27,6,39,59,0.0,1006,27,10,229,5
2020-02-14 15:00:00,27,16,0.0,13.1,5,7,53,10:22 PM,10:35 AM,05:35 AM,06:44 PM,17,28,28,27,10,30,56,0.0,1004,27,10,225,9
2020-02-14 18:00:00,27,16,0.0,13.1,5,1,53,10:22 PM,10:35 AM,05:35 AM,06:44 PM,16,25,25,24,12,55,70,0.1,1005,24,10,204,7
2020-02-14 21:00:00,27,16,0.0,13.1,5,1,53,10:22 PM,10:35 AM,05:35 AM,06:44 PM,15,19,20,19,11,32,80,0.0,1007,19,10,159,5
2020-02-15 00:00:00,28,16,0.0,13.1,7,1,45,11:02 PM,11:40 AM,05:36 AM,06:44 PM,15,17,17,17,12,7,84,0.0,1007,17,10,106,5
2020-02-15 03:00:00,28,16,0.0,13.1,7,1,45,11:02 PM,11:40 AM,05:36 AM,06:44 PM,15,17,17,17,10,9,89,0.0,1007,17,10,74,5
2020-02-15 06:00:00,28,16,0.0,13.1,7,1,45,11:02 PM,11:40 AM,05:36 AM,06:44 PM,16,18,18,18,7,21,89,0.0,1008,18,10,75,4
2020-02-15 09:00:00,28,16,0.0,13.1,7,6,45,11:02 PM,11:40 AM,05:36 AM,06:44 PM,18,24,24,23,7,23,72,0.0,1008,23,10,241,6
2020-02-15 12:00:00,28,16,0.0,13.1,7,7,45,11:02 PM,11:40 AM,05:36 AM,06:44 PM,17,28,28,27,11,24,55,0.0,1007,27,10,271,9
2020-02-15 15:00:00,28,16,0.0,13.1,7,7,45,11:02 PM,11:40 AM,05:36 AM,06:44 PM,17,29,29,28,12,25,53,0.0,1006,28,10,236,10
2020-02-15 18:00:00,28,16,0.0,13.1,7,1,45,11:02 PM,11:40 AM,05:36 AM,06:44 PM,18,30,30,27,8,22,66,0.0,1007,27,10,257,5
2020-02-15 21:00:00,28,16,0.0,13.1,7,1,45,11:02 PM,11:40 AM,05:36 AM,06:44 PM,17,29,29,25,11,19,76,0.0,1009,25,10,164,5
2020-02-16 00:00:00,29,18,0.0,12.0,7,1,38,11:44 PM,12:43 PM,05:36 AM,06:43 PM,16,21,22,21,14,12,80,0.0,1009,21,10,109,7
2020-02-16 03:00:00,29,18,0.0,12.0,7,1,38,11:44 PM,12:43 PM,05:36 AM,06:43 PM,16,19,19,19,15,10,84,0.0,1010,19,10,105,8
2020-02-16 06:00:00,29,18,0.0,12.0,7,1,38,11:44 PM,12:43 PM,05:36 AM,06:43 PM,17,20,20,20,13,10,82,0.0,1011,20,10,100,7
2020-02-16 09:00:00,29,18,0.0,12.0,7,7,38,11:44 PM,12:43 PM,05:36 AM,06:43 PM,18,27,27,26,8,13,63,0.0,1012,26,10,64,6
2020-02-16 12:00:00,29,18,0.0,12.0,7,7,38,11:44 PM,12:43 PM,05:36 AM,06:43 PM,19,30,30,29,8,51,56,0.9,1011,29,9,210,6
2020-02-16 15:00:00,29,18,0.0,12.0,7,6,38,11:44 PM,12:43 PM,05:36 AM,06:43 PM,20,30,30,28,7,77,60,2.5,1010,28,8,202,5
2020-02-16 18:00:00,29,18,0.0,12.0,7,1,38,11:44 PM,12:43 PM,05:36 AM,06:43 PM,19,28,28,25,17,81,77,1.5,1012,25,8,96,8
2020-02-16 21:00:00,29,18,0.0,12.0,7,1,38,11:44 PM,12:43 PM,05:36 AM,06:43 PM,18,21,24,21,21,76,89,0.9,1014,21,9,86,10
2020-02-17 00:00:00,29,18,0.0,12.0,6,1,30,No moonrise,01:46 PM,05:37 AM,06:42 PM,17,19,19,19,22,47,93,0.3,1013,19,10,85,11
2020-02-17 03:00:00,29,18,0.0,12.0,6,1,30,No moonrise,01:46 PM,05:37 AM,06:42 PM,17,18,18,18,19,29,94,0.0,1013,18,10,80,9
2020-02-17 06:00:00,29,18,0.0,12.0,6,1,30,No moonrise,01:46 PM,05:37 AM,06:42 PM,18,19,19,19,10,19,90,0.0,1014,19,10,80,6
2020-02-17 09:00:00,29,18,0.0,12.0,6,6,30,No moonrise,01:46 PM,05:37 AM,06:42 PM,19,26,26,25,7,11,69,0.0,1014,25,10,29,6
2020-02-17 12:00:00,29,18,0.0,12.0,6,7,30,No moonrise,01:46 PM,05:37 AM,06:42 PM,20,30,30,28,13,52,60,2.7,1013,28,8,215,8
2020-02-17 15:00:00,29,18,0.0,12.0,6,6,30,No moonrise,01:46 PM,05:37 AM,06:42 PM,21,30,30,28,12,79,67,10.6,1010,28,4,322,6
2020-02-17 18:00:00,29,18,0.0,12.0,6,1,30,No moonrise,01:46 PM,05:37 AM,06:42 PM,20,26,26,24,11,84,80,7.0,1011,24,6,159,5
2020-02-17 21:00:00,29,18,0.0,12.0,6,1,30,No moonrise,01:46 PM,05:37 AM,06:42 PM,18,20,21,20,18,81,89,7.1,1013,20,4,84,9
2020-02-18 00:00:00,29,18,0.0,12.0,6,1,22,12:29 AM,02:45 PM,05:38 AM,06:41 PM,18,19,19,19,13,71,94,6.8,1013,19,6,117,6
2020-02-18 03:00:00,29,18,0.0,12.0,6,1,22,12:29 AM,02:45 PM,05:38 AM,06:41 PM,17,18,18,18,9,70,94,6.0,1011,18,7,76,5
2020-02-18 06:00:00,29,18,0.0,12.0,6,1,22,12:29 AM,02:45 PM,05:38 AM,06:41 PM,18,19,19,19,6,46,92,2.0,1012,19,9,49,4
2020-02-18 09:00:00,29,18,0.0,12.0,6,6,22,12:29 AM,02:45 PM,05:38 AM,06:41 PM,20,25,25,24,9,27,77,0.0,1012,24,10,248,8
2020-02-18 12:00:00,29,18,0.0,12.0,6,7,22,12:29 AM,02:45 PM,05:38 AM,06:41 PM,19,29,29,28,12,39,60,0.0,1010,28,10,331,10
2020-02-18 15:00:00,29,18,0.0,12.0,6,7,22,12:29 AM,02:45 PM,05:38 AM,06:41 PM,20,29,29,28,13,69,63,0.9,1008,28,9,309,10
2020-02-18 18:00:00,29,18,0.0,12.0,6,1,22,12:29 AM,02:45 PM,05:38 AM,06:41 PM,20,28,28,24,20,83,82,4.4,1007,24,8,284,11
2020-02-18 21:00:00,29,18,0.0,12.0,6,1,22,12:29 AM,02:45 PM,05:38 AM,06:41 PM,19,21,22,21,22,83,92,9.5,1008,21,4,129,11
2020-02-19 00:00:00,27,19,0.0,9.4,5,1,15,01:19 AM,03:42 PM,05:39 AM,06:40 PM,18,19,19,19,18,86,95,3.8,1008,19,2,39,9
2020-02-19 03:00:00,27,19,0.0,9.4,5,1,15,01:19 AM,03:42 PM,05:39 AM,06:40 PM,18,19,19,19,15,70,96,1.0,1007,19,7,24,8
2020-02-19 06:00:00,27,19,0.0,9.4,5,1,15,01:19 AM,03:42 PM,05:39 AM,06:40 PM,19,20,20,20,19,87,97,1.1,1007,20,10,241,13
2020-02-19 09:00:00,27,19,0.0,9.4,5,5,15,01:19 AM,03:42 PM,05:39 AM,06:40 PM,21,22,23,22,21,99,94,0.5,1007,22,10,342,16
2020-02-19 12:00:00,27,19,0.0,9.4,5,5,15,01:19 AM,03:42 PM,05:39 AM,06:40 PM,21,25,25,23,17,91,90,0.4,1006,23,10,315,14
2020-02-19 15:00:00,27,19,0.0,9.4,5,6,15,01:19 AM,03:42 PM,05:39 AM,06:40 PM,20,28,28,26,17,83,73,1.5,1004,26,9,291,12
2020-02-19 18:00:00,27,19,0.0,9.4,5,1,15,01:19 AM,03:42 PM,05:39 AM,06:40 PM,16,27,27,25,19,27,68,0.7,1006,25,10,247,10
2020-02-19 21:00:00,27,19,0.0,9.4,5,1,15,01:19 AM,03:42 PM,05:39 AM,06:40 PM,13,21,24,21,18,0,75,0.0,1008,21,10,193,9
2020-02-20 00:00:00,25,13,0.0,13.0,6,1,7,02:11 AM,04:33 PM,05:39 AM,06:39 PM,11,16,18,16,15,0,77,0.0,1009,16,10,163,8
2020-02-20 03:00:00,25,13,0.0,13.0,6,1,7,02:11 AM,04:33 PM,05:39 AM,06:39 PM,9,13,13,13,14,0,77,0.0,1009,13,10,150,6
2020-02-20 06:00:00,25,13,0.0,13.0,6,1,7,02:11 AM,04:33 PM,05:39 AM,06:39 PM,10,14,14,14,11,0,74,0.0,1010,14,10,142,6
2020-02-20 09:00:00,25,13,0.0,13.0,6,6,7,02:11 AM,04:33 PM,05:39 AM,06:39 PM,11,20,21,20,9,0,56,0.0,1011,20,10,179,6
2020-02-20 12:00:00,25,13,0.0,13.0,6,6,7,02:11 AM,04:33 PM,05:39 AM,06:39 PM,11,25,25,24,10,3,44,0.0,1010,24,10,224,9
2020-02-20 15:00:00,25,13,0.0,13.0,6,6,7,02:11 AM,04:33 PM,05:39 AM,06:39 PM,12,26,26,25,12,6,45,0.0,1009,25,10,226,11
2020-02-20 18:00:00,25,13,0.0,13.0,6,1,7,02:11 AM,04:33 PM,05:39 AM,06:39 PM,12,24,24,22,14,6,60,0.0,1010,22,10,188,8
2020-02-20 21:00:00,25,13,0.0,13.0,6,1,7,02:11 AM,04:33 PM,05:39 AM,06:39 PM,12,18,18,18,17,6,74,0.0,1012,18,10,132,8
2020-02-21 00:00:00,26,15,0.0,13.0,6,1,0,03:06 AM,05:20 PM,05:40 AM,06:38 PM,14,16,16,16,18,22,88,0.0,1013,16,10,92,9
2020-02-21 03:00:00,26,15,0.0,13.0,6,1,0,03:06 AM,05:20 PM,05:40 AM,06:38 PM,14,15,15,15,19,28,93,0.0,1013,15,10,76,9
2020-02-21 06:00:00,26,15,0.0,13.0,6,1,0,03:06 AM,05:20 PM,05:40 AM,06:38 PM,14,16,16,16,17,17,87,0.0,1014,16,10,74,11
2020-02-21 09:00:00,26,15,0.0,13.0,6,6,0,03:06 AM,05:20 PM,05:40 AM,06:38 PM,14,22,23,22,13,21,65,0.0,1015,22,10,32,10
2020-02-21 12:00:00,26,15,0.0,13.0,6,7,0,03:06 AM,05:20 PM,05:40 AM,06:38 PM,14,26,26,25,12,20,48,0.0,1014,25,10,220,10
2020-02-21 15:00:00,26,15,0.0,13.0,6,7,0,03:06 AM,05:20 PM,05:40 AM,06:38 PM,13,26,26,26,9,14,46,0.0,1012,26,10,304,8
2020-02-21 18:00:00,26,15,0.0,13.0,6,1,0,03:06 AM,05:20 PM,05:40 AM,06:38 PM,13,25,25,23,5,17,59,0.0,1014,23,10,105,3
2020-02-21 21:00:00,26,15,0.0,13.0,6,1,0,03:06 AM,05:20 PM,05:40 AM,06:38 PM,14,20,23,20,19,29,79,0.0,1016,20,10,59,10
2020-02-22 00:00:00,24,16,0.0,10.7,6,1,0,04:02 AM,06:01 PM,05:41 AM,06:37 PM,14,17,18,17,25,28,89,0.0,1017,17,10,82,13
2020-02-22 03:00:00,24,16,0.0,10.7,6,1,0,04:02 AM,06:01 PM,05:41 AM,06:37 PM,14,16,16,16,24,34,87,0.0,1018,16,10,87,13
2020-02-22 06:00:00,24,16,0.0,10.7,6,1,0,04:02 AM,06:01 PM,05:41 AM,06:37 PM,14,17,17,17,14,47,83,0.0,1019,17,10,64,9
2020-02-22 09:00:00,24,16,0.0,10.7,6,6,0,04:02 AM,06:01 PM,05:41 AM,06:37 PM,15,21,23,21,13,71,70,0.1,1021,21,9,53,10
2020-02-22 12:00:00,24,16,0.0,10.7,6,5,0,04:02 AM,06:01 PM,05:41 AM,06:37 PM,16,25,25,24,18,62,62,0.3,1020,24,10,60,15
2020-02-22 15:00:00,24,16,0.0,10.7,6,5,0,04:02 AM,06:01 PM,05:41 AM,06:37 PM,16,25,25,23,21,71,63,0.4,1018,23,9,77,17
2020-02-22 18:00:00,24,16,0.0,10.7,6,1,0,04:02 AM,06:01 PM,05:41 AM,06:37 PM,14,21,23,21,21,48,72,0.1,1019,21,10,77,14
2020-02-22 21:00:00,24,16,0.0,10.7,6,1,0,04:02 AM,06:01 PM,05:41 AM,06:37 PM,13,18,19,18,21,43,74,0.0,1021,18,10,76,13
2020-02-23 00:00:00,19,14,0.0,10.7,5,1,0,04:58 AM,06:37 PM,05:42 AM,06:36 PM,12,16,16,16,18,36,75,0.0,1021,16,10,93,10
2020-02-23 03:00:00,19,14,0.0,10.7,5,1,0,04:58 AM,06:37 PM,05:42 AM,06:36 PM,11,15,15,15,14,31,78,0.0,1020,15,10,86,7
2020-02-23 06:00:00,19,14,0.0,10.7,5,1,0,04:58 AM,06:37 PM,05:42 AM,06:36 PM,12,16,16,16,8,44,79,0.0,1022,16,10,78,4
2020-02-23 09:00:00,19,14,0.0,10.7,5,5,0,04:58 AM,06:37 PM,05:42 AM,06:36 PM,13,18,18,18,8,49,73,0.0,1023,18,10,92,7
2020-02-23 12:00:00,19,14,0.0,10.7,5,5,0,04:58 AM,06:37 PM,05:42 AM,06:36 PM,15,19,19,19,5,69,74,0.1,1022,19,10,132,4
2020-02-23 15:00:00,19,14,0.0,10.7,5,4,0,04:58 AM,06:37 PM,05:42 AM,06:36 PM,16,18,18,18,3,71,88,1.8,1021,18,9,225,2
2020-02-23 18:00:00,19,14,0.0,10.7,5,1,0,04:58 AM,06:37 PM,05:42 AM,06:36 PM,16,17,17,17,7,81,94,2.0,1021,17,9,144,5
2020-02-23 21:00:00,19,14,0.0,10.7,5,1,0,04:58 AM,06:37 PM,05:42 AM,06:36 PM,15,16,16,16,10,84,93,1.6,1021,16,9,119,6
2020-02-24 00:00:00,23,15,0.0,8.1,5,1,0,05:53 AM,07:11 PM,05:42 AM,06:35 PM,14,16,16,16,13,71,91,0.5,1020,16,10,145,7
2020-02-24 03:00:00,23,15,0.0,8.1,5,1,0,05:53 AM,07:11 PM,05:42 AM,06:35 PM,14,15,15,15,6,62,92,0.1,1019,15,10,195,4
2020-02-24 06:00:00,23,15,0.0,8.1,5,1,0,05:53 AM,07:11 PM,05:42 AM,06:35 PM,15,16,16,16,5,75,93,1.2,1020,16,9,173,3
2020-02-24 09:00:00,23,15,0.0,8.1,5,4,0,05:53 AM,07:11 PM,05:42 AM,06:35 PM,16,19,19,19,2,77,87,1.8,1021,19,9,200,2
2020-02-24 12:00:00,23,15,0.0,8.1,5,5,0,05:53 AM,07:11 PM,05:42 AM,06:35 PM,17,23,23,22,5,68,72,0.7,1020,22,10,184,4
2020-02-24 15:00:00,23,15,0.0,8.1,5,5,0,05:53 AM,07:11 PM,05:42 AM,06:35 PM,17,25,25,23,9,78,71,1.6,1018,23,9,140,6
2020-02-24 18:00:00,23,15,0.0,8.1,5,1,0,05:53 AM,07:11 PM,05:42 AM,06:35 PM,16,19,20,19,13,66,85,2.2,1018,19,10,102,8
2020-02-24 21:00:00,23,15,0.0,8.1,5,1,0,05:53 AM,07:11 PM,05:42 AM,06:35 PM,15,16,16,16,18,69,92,2.1,1019,16,9,89,9
2020-02-25 00:00:00,27,13,0.0,11.9,5,1,8,06:46 AM,07:42 PM,05:43 AM,06:34 PM,12,14,14,14,17,44,85,0.3,1018,14,10,76,8
2020-02-25 03:00:00,27,13,0.0,11.9,5,1,8,06:46 AM,07:42 PM,05:43 AM,06:34 PM,10,13,13,13,13,28,84,0.0,1017,13,10,100,6
2020-02-25 06:00:00,27,13,0.0,11.9,5,1,8,06:46 AM,07:42 PM,05:43 AM,06:34 PM,12,14,14,14,13,30,84,0.0,1018,14,10,107,8
2020-02-25 09:00:00,27,13,0.0,11.9,5,6,8,06:46 AM,07:42 PM,05:43 AM,06:34 PM,15,21,22,21,8,38,69,0.0,1017,21,10,120,5
2020-02-25 12:00:00,27,13,0.0,11.9,5,7,8,06:46 AM,07:42 PM,05:43 AM,06:34 PM,16,27,27,26,6,45,55,0.0,1015,26,10,188,5
2020-02-25 15:00:00,27,13,0.0,11.9,5,7,8,06:46 AM,07:42 PM,05:43 AM,06:34 PM,17,27,27,26,5,63,60,0.5,1013,26,9,240,4
2020-02-25 18:00:00,27,13,0.0,11.9,5,1,8,06:46 AM,07:42 PM,05:43 AM,06:34 PM,17,26,26,24,11,74,78,0.8,1013,24,10,130,6
2020-02-25 21:00:00,27,13,0.0,11.9,5,1,8,06:46 AM,07:42 PM,05:43 AM,06:34 PM,16,20,23,20,17,76,90,1.0,1014,20,9,74,8
2020-02-26 00:00:00,26,16,0.0,11.9,5,1,15,07:39 AM,08:11 PM,05:44 AM,06:33 PM,16,17,18,17,18,81,94,0.4,1014,17,4,79,9
2020-02-26 03:00:00,26,16,0.0,11.9,5,1,15,07:39 AM,08:11 PM,05:44 AM,06:33 PM,15,16,16,16,11,52,95,0.0,1013,16,2,65,6
2020-02-26 06:00:00,26,16,0.0,11.9,5,1,15,07:39 AM,08:11 PM,05:44 AM,06:33 PM,16,17,17,17,6,50,92,0.0,1013,17,7,90,4
2020-02-26 09:00:00,26,16,0.0,11.9,5,6,15,07:39 AM,08:11 PM,05:44 AM,06:33 PM,18,22,23,22,8,35,78,0.0,1012,22,10,245,6
2020-02-26 12:00:00,26,16,0.0,11.9,5,7,15,07:39 AM,08:11 PM,05:44 AM,06:33 PM,18,27,27,25,14,55,64,0.7,1010,25,9,300,11
2020-02-26 15:00:00,26,16,0.0,11.9,5,6,15,07:39 AM,08:11 PM,05:44 AM,06:33 PM,18,27,27,26,15,75,61,0.7,1008,26,9,277,12
2020-02-26 18:00:00,26,16,0.0,11.9,5,1,15,07:39 AM,08:11 PM,05:44 AM,06:33 PM,18,27,27,25,10,85,77,1.2,1008,25,9,192,7
2020-02-26 21:00:00,26,16,0.0,11.9,5,1,15,07:39 AM,08:11 PM,05:44 AM,06:33 PM,17,24,24,22,10,82,87,1.6,1010,22,9,117,5
2020-02-27 00:00:00,29,17,0.0,9.3,6,1,23,08:31 AM,08:41 PM,05:45 AM,06:32 PM,16,18,19,18,11,38,89,0.5,1009,18,10,102,5
2020-02-27 03:00:00,29,17,0.0,9.3,6,1,23,08:31 AM,08:41 PM,05:45 AM,06:32 PM,15,17,17,17,11,15,90,0.0,1008,17,10,101,5
2020-02-27 06:00:00,29,17,0.0,9.3,6,1,23,08:31 AM,08:41 PM,05:45 AM,06:32 PM,16,18,18,18,10,16,87,0.0,1009,18,10,99,5
2020-02-27 09:00:00,29,17,0.0,9.3,6,6,23,08:31 AM,08:41 PM,05:45 AM,06:32 PM,18,25,25,25,6,63,67,0.1,1010,25,10,231,4
2020-02-27 12:00:00,29,17,0.0,9.3,6,6,23,08:31 AM,08:41 PM,05:45 AM,06:32 PM,17,29,29,28,10,85,51,0.3,1008,28,9,259,8
2020-02-27 15:00:00,29,17,0.0,9.3,6,6,23,08:31 AM,08:41 PM,05:45 AM,06:32 PM,17,28,28,28,14,85,52,0.5,1006,28,9,246,12
2020-02-27 18:00:00,29,17,0.0,9.3,6,1,23,08:31 AM,08:41 PM,05:45 AM,06:32 PM,17,29,29,26,9,82,72,1.2,1007,26,9,206,6
2020-02-27 21:00:00,29,17,0.0,9.3,6,1,23,08:31 AM,08:41 PM,05:45 AM,06:32 PM,17,26,26,23,11,74,85,1.4,1009,23,9,120,5
2020-02-28 00:00:00,28,16,0.0,12.9,5,1,30,09:24 AM,09:11 PM,05:45 AM,06:31 PM,16,19,20,19,10,37,89,0.5,1009,19,10,92,5
2020-02-28 03:00:00,28,16,0.0,12.9,5,1,30,09:24 AM,09:11 PM,05:45 AM,06:31 PM,15,17,17,17,10,11,91,0.0,1008,17,10,101,5
2020-02-28 06:00:00,28,16,0.0,12.9,5,1,30,09:24 AM,09:11 PM,05:45 AM,06:31 PM,16,18,18,18,9,6,89,0.0,1009,18,10,108,5
2020-02-28 09:00:00,28,16,0.0,12.9,5,6,30,09:24 AM,09:11 PM,05:45 AM,06:31 PM,15,24,24,24,6,4,60,0.0,1010,24,10,185,5
2020-02-28 12:00:00,28,16,0.0,12.9,5,7,30,09:24 AM,09:11 PM,05:45 AM,06:31 PM,12,27,27,27,7,3,38,0.0,1009,27,10,227,6
2020-02-28 15:00:00,28,16,0.0,12.9,5,7,30,09:24 AM,09:11 PM,05:45 AM,06:31 PM,10,27,27,27,7,3,34,0.0,1008,27,10,221,6
2020-02-28 18:00:00,28,16,0.0,12.9,5,1,30,09:24 AM,09:11 PM,05:45 AM,06:31 PM,10,26,26,25,13,3,48,0.0,1010,25,10,205,7
2020-02-28 21:00:00,28,16,0.0,12.9,5,1,30,09:24 AM,09:11 PM,05:45 AM,06:31 PM,14,22,24,22,17,9,76,0.0,1013,22,10,121,9
2020-02-29 00:00:00,28,16,0.0,12.8,6,1,38,10:16 AM,09:43 PM,05:46 AM,06:30 PM,15,18,19,18,19,17,90,0.0,1013,18,10,83,10
2020-02-29 03:00:00,28,16,0.0,12.8,6,1,38,10:16 AM,09:43 PM,05:46 AM,06:30 PM,15,16,16,16,20,12,89,0.0,1014,16,10,82,10
2020-02-29 06:00:00,28,16,0.0,12.8,6,1,38,10:16 AM,09:43 PM,05:46 AM,06:30 PM,14,18,18,18,17,11,81,0.0,1015,18,10,89,10
2020-02-29 09:00:00,28,16,0.0,12.8,6,6,38,10:16 AM,09:43 PM,05:46 AM,06:30 PM,15,24,24,23,12,11,62,0.0,1015,23,10,63,10
2020-02-29 12:00:00,28,16,0.0,12.8,6,7,38,10:16 AM,09:43 PM,05:46 AM,06:30 PM,15,27,27,27,9,19,49,0.0,1013,27,10,255,8
2020-02-29 15:00:00,28,16,0.0,12.8,6,7,38,10:16 AM,09:43 PM,05:46 AM,06:30 PM,15,28,28,27,6,20,48,0.0,1011,27,10,343,6
2020-02-29 18:00:00,28,16,0.0,12.8,6,1,38,10:16 AM,09:43 PM,05:46 AM,06:30 PM,15,28,28,25,5,21,60,0.0,1013,25,10,313,3
2020-02-29 21:00:00,28,16,0.0,12.8,6,1,38,10:16 AM,09:43 PM,05:46 AM,06:30 PM,15,26,26,23,12,67,73,0.1,1014,23,10,153,5
2020-03-01 00:00:00,27,16,0.0,10.6,5,1,44,11:10 AM,10:17 PM,05:47 AM,06:28 PM,15,19,20,19,16,48,88,0.0,1014,19,10,81,8
2020-03-01 03:00:00,27,16,0.0,10.6,5,1,44,11:10 AM,10:17 PM,05:47 AM,06:28 PM,15,16,16,16,13,28,94,0.0,1014,16,5,89,6
2020-03-01 06:00:00,27,16,0.0,10.6,5,1,44,11:10 AM,10:17 PM,05:47 AM,06:28 PM,16,18,18,18,6,21,89,0.0,1015,18,7,97,4
2020-03-01 09:00:00,27,16,0.0,10.6,5,6,44,11:10 AM,10:17 PM,05:47 AM,06:28 PM,17,24,24,23,9,63,70,0.1,1015,23,9,240,7
2020-03-01 12:00:00,27,16,0.0,10.6,5,6,44,11:10 AM,10:17 PM,05:47 AM,06:28 PM,16,27,27,26,12,86,54,0.2,1014,26,9,294,10
2020-03-01 15:00:00,27,16,0.0,10.6,5,6,44,11:10 AM,10:17 PM,05:47 AM,06:28 PM,16,27,27,27,12,81,51,0.3,1012,27,9,278,10
2020-03-01 18:00:00,27,16,0.0,10.6,5,1,44,11:10 AM,10:17 PM,05:47 AM,06:28 PM,14,28,28,25,5,33,61,0.1,1012,25,10,143,4
2020-03-01 21:00:00,27,16,0.0,10.6,5,1,44,11:10 AM,10:17 PM,05:47 AM,06:28 PM,14,21,22,21,11,9,69,0.0,1013,21,10,87,5
