date_time,Deniliquin_maxtempC,Deniliquin_mintempC,Deniliquin_totalSnow_cm,Deniliquin_sunHour,Deniliquin_uvIndex,Deniliquin_uvIndex,Deniliquin_moon_illumination,Deniliquin_moonrise,Deniliquin_moonset,Deniliquin_sunrise,Deniliquin_sunset,Deniliquin_DewPointC,Deniliquin_FeelsLikeC,Deniliquin_HeatIndexC,Deniliquin_WindChillC,Deniliquin_WindGustKmph,Deniliquin_cloudcover,Deniliquin_humidity,Deniliquin_precipMM,Deniliquin_pressure,Deniliquin_tempC,Deniliquin_visibility,Deniliquin_winddirDegree,Deniliquin_windspeedKmph
2020-01-20 12:00:00,26,19,0.0,12.2,6,6,25,01:18 AM,03:26 PM,05:25 AM,07:37 PM,12,26,26,26,14,85,43,0.4,1002,26,10,82,11
2020-01-20 15:00:00,26,19,0.0,12.2,6,5,25,01:18 AM,03:26 PM,05:25 AM,07:37 PM,12,25,25,25,20,79,45,0.8,1001,25,9,241,15
2020-01-20 18:00:00,26,19,0.0,12.2,6,1,25,01:18 AM,03:26 PM,05:25 AM,07:37 PM,15,21,21,21,14,60,69,4.9,1002,21,8,332,10
2020-01-20 21:00:00,26,19,0.0,12.2,6,1,25,01:18 AM,03:26 PM,05:25 AM,07:37 PM,15,19,19,19,19,73,78,7.3,1004,19,7,247,12
2020-01-21 00:00:00,29,16,0.0,14.1,5,1,18,01:58 AM,04:30 PM,05:26 AM,07:36 PM,14,18,18,18,25,49,78,2.5,1005,18,9,215,16
2020-01-21 03:00:00,29,16,0.0,14.1,5,1,18,01:58 AM,04:30 PM,05:26 AM,07:36 PM,14,17,17,17,24,33,82,0.0,1006,17,10,212,15
2020-01-21 06:00:00,29,16,0.0,14.1,5,1,18,01:58 AM,04:30 PM,05:26 AM,07:36 PM,13,17,17,17,20,23,79,0.0,1008,17,10,218,15
2020-01-21 09:00:00,29,16,0.0,14.1,5,6,18,01:58 AM,04:30 PM,05:26 AM,07:36 PM,13,20,22,20,15,10,63,0.0,1009,20,10,224,12
2020-01-21 12:00:00,29,16,0.0,14.1,5,6,18,01:58 AM,04:30 PM,05:26 AM,07:36 PM,11,25,25,25,12,5,42,0.0,1009,25,10,257,11
2020-01-21 15:00:00,29,16,0.0,14.1,5,7,18,01:58 AM,04:30 PM,05:26 AM,07:36 PM,8,27,27,28,13,7,30,0.0,1007,28,10,297,11
2020-01-21 18:00:00,29,16,0.0,14.1,5,1,18,01:58 AM,04:30 PM,05:26 AM,07:36 PM,8,26,26,27,17,6,29,0.0,1006,27,10,330,12
2020-01-21 21:00:00,29,16,0.0,14.1,5,1,18,01:58 AM,04:30 PM,05:26 AM,07:36 PM,8,25,25,24,23,4,34,0.0,1006,24,10,130,12
2020-01-22 00:00:00,34,21,0.0,12.2,8,1,11,02:43 AM,05:31 PM,05:27 AM,07:36 PM,7,24,24,22,24,4,38,0.0,1006,22,10,19,12
2020-01-22 03:00:00,34,21,0.0,12.2,8,1,11,02:43 AM,05:31 PM,05:27 AM,07:36 PM,8,21,22,21,25,3,42,0.0,1005,21,10,24,12
2020-01-22 06:00:00,34,21,0.0,12.2,8,1,11,02:43 AM,05:31 PM,05:27 AM,07:36 PM,8,23,23,22,31,63,40,0.0,1005,22,10,19,18
2020-01-22 09:00:00,34,21,0.0,12.2,8,6,11,02:43 AM,05:31 PM,05:27 AM,07:36 PM,8,27,27,28,36,98,29,0.0,1005,28,10,7,28
2020-01-22 12:00:00,34,21,0.0,12.2,8,7,11,02:43 AM,05:31 PM,05:27 AM,07:36 PM,6,31,31,33,38,39,19,0.0,1002,33,10,230,33
2020-01-22 15:00:00,34,21,0.0,12.2,8,8,11,02:43 AM,05:31 PM,05:27 AM,07:36 PM,5,32,32,34,32,26,17,0.0,1000,34,10,321,26
2020-01-22 18:00:00,34,21,0.0,12.2,8,1,11,02:43 AM,05:31 PM,05:27 AM,07:36 PM,6,31,31,33,37,16,19,0.0,997,33,10,342,23
2020-01-22 21:00:00,34,21,0.0,12.2,8,1,11,02:43 AM,05:31 PM,05:27 AM,07:36 PM,9,28,28,30,32,14,28,0.0,997,30,10,280,21
2020-01-23 00:00:00,24,17,0.0,13.4,6,1,3,03:33 AM,06:26 PM,05:28 AM,07:35 PM,12,26,26,25,23,55,44,0.1,996,25,10,230,15
2020-01-23 03:00:00,24,17,0.0,13.4,6,1,3,03:33 AM,06:26 PM,05:28 AM,07:35 PM,13,21,21,21,28,52,64,0.0,996,21,10,224,22
2020-01-23 06:00:00,24,17,0.0,13.4,6,1,3,03:33 AM,06:26 PM,05:28 AM,07:35 PM,13,18,18,18,17,50,73,1.5,998,18,9,223,14
2020-01-23 09:00:00,24,17,0.0,13.4,6,4,3,03:33 AM,06:26 PM,05:28 AM,07:35 PM,11,18,18,18,21,71,65,0.8,1001,18,10,273,15
2020-01-23 12:00:00,24,17,0.0,13.4,6,5,3,03:33 AM,06:26 PM,05:28 AM,07:35 PM,10,23,23,22,31,56,46,0.0,1002,22,10,295,26
2020-01-23 15:00:00,24,17,0.0,13.4,6,6,3,03:33 AM,06:26 PM,05:28 AM,07:35 PM,9,25,25,24,34,45,40,0.0,1001,24,10,266,30
2020-01-23 18:00:00,24,17,0.0,13.4,6,1,3,03:33 AM,06:26 PM,05:28 AM,07:35 PM,7,24,24,22,30,27,37,0.0,1003,22,10,259,23
2020-01-23 21:00:00,24,17,0.0,13.4,6,1,3,03:33 AM,06:26 PM,05:28 AM,07:35 PM,5,19,20,19,24,12,41,0.0,1006,19,10,237,15
2020-01-24 00:00:00,27,13,0.0,14.1,6,1,0,04:27 AM,07:16 PM,05:29 AM,07:35 PM,4,16,16,16,22,4,45,0.0,1008,16,10,215,13
2020-01-24 03:00:00,27,13,0.0,14.1,6,1,0,04:27 AM,07:16 PM,05:29 AM,07:35 PM,4,13,14,13,20,1,50,0.0,1009,14,10,217,12
2020-01-24 06:00:00,27,13,0.0,14.1,6,1,0,04:27 AM,07:16 PM,05:29 AM,07:35 PM,5,13,14,13,18,0,53,0.0,1011,14,10,227,12
2020-01-24 09:00:00,27,13,0.0,14.1,6,5,0,04:27 AM,07:16 PM,05:29 AM,07:35 PM,5,18,18,18,15,0,43,0.0,1013,18,10,238,13
2020-01-24 12:00:00,27,13,0.0,14.1,6,6,0,04:27 AM,07:16 PM,05:29 AM,07:35 PM,5,23,23,23,14,9,31,0.0,1013,23,10,254,12
2020-01-24 15:00:00,27,13,0.0,14.1,6,7,0,04:27 AM,07:16 PM,05:29 AM,07:35 PM,5,25,25,26,15,9,25,0.0,1011,26,10,249,13
2020-01-24 18:00:00,27,13,0.0,14.1,6,1,0,04:27 AM,07:16 PM,05:29 AM,07:35 PM,6,25,25,26,20,7,28,0.0,1012,26,10,220,14
2020-01-24 21:00:00,27,13,0.0,14.1,6,1,0,04:27 AM,07:16 PM,05:29 AM,07:35 PM,8,22,22,22,24,3,42,0.0,1013,22,10,206,15
2020-01-25 00:00:00,30,16,0.0,14.0,7,1,0,05:25 AM,08:00 PM,05:30 AM,07:34 PM,9,18,18,18,18,2,55,0.0,1013,18,10,195,10
2020-01-25 03:00:00,30,16,0.0,14.0,7,1,0,05:25 AM,08:00 PM,05:30 AM,07:34 PM,9,17,17,17,13,3,62,0.0,1014,17,10,185,7
2020-01-25 06:00:00,30,16,0.0,14.0,7,1,0,05:25 AM,08:00 PM,05:30 AM,07:34 PM,9,17,17,17,10,1,59,0.0,1015,17,10,193,7
2020-01-25 09:00:00,30,16,0.0,14.0,7,6,0,05:25 AM,08:00 PM,05:30 AM,07:34 PM,9,22,22,22,9,0,43,0.0,1015,22,10,197,7
2020-01-25 12:00:00,30,16,0.0,14.0,7,7,0,05:25 AM,08:00 PM,05:30 AM,07:34 PM,7,26,26,27,9,1,29,0.0,1013,27,10,224,8
2020-01-25 15:00:00,30,16,0.0,14.0,7,7,0,05:25 AM,08:00 PM,05:30 AM,07:34 PM,6,28,28,30,10,3,23,0.0,1011,30,10,230,9
2020-01-25 18:00:00,30,16,0.0,14.0,7,1,0,05:25 AM,08:00 PM,05:30 AM,07:34 PM,6,27,27,29,7,3,24,0.0,1011,29,10,186,5
2020-01-25 21:00:00,30,16,0.0,14.0,7,1,0,05:25 AM,08:00 PM,05:30 AM,07:34 PM,7,27,27,26,12,3,32,0.0,1011,26,10,179,6
2020-01-26 00:00:00,34,20,0.0,14.0,7,1,4,06:23 AM,08:37 PM,05:31 AM,07:34 PM,8,25,25,23,14,2,41,0.0,1011,23,10,197,7
2020-01-26 03:00:00,34,20,0.0,14.0,7,1,4,06:23 AM,08:37 PM,05:31 AM,07:34 PM,10,20,21,20,13,0,51,0.0,1011,20,10,195,6
2020-01-26 06:00:00,34,20,0.0,14.0,7,1,4,06:23 AM,08:37 PM,05:31 AM,07:34 PM,11,21,23,21,10,0,54,0.0,1012,21,10,200,6
2020-01-26 09:00:00,34,20,0.0,14.0,7,7,4,06:23 AM,08:37 PM,05:31 AM,07:34 PM,11,27,27,26,13,2,41,0.0,1013,26,10,227,10
2020-01-26 12:00:00,34,20,0.0,14.0,7,8,4,06:23 AM,08:37 PM,05:31 AM,07:34 PM,10,30,30,31,16,5,27,0.0,1012,31,10,256,14
2020-01-26 15:00:00,34,20,0.0,14.0,7,8,4,06:23 AM,08:37 PM,05:31 AM,07:34 PM,9,32,32,34,22,5,22,0.0,1010,34,10,241,19
2020-01-26 18:00:00,34,20,0.0,14.0,7,1,4,06:23 AM,08:37 PM,05:31 AM,07:34 PM,9,30,30,32,22,5,25,0.0,1010,32,10,220,16
2020-01-26 21:00:00,34,20,0.0,14.0,7,1,4,06:23 AM,08:37 PM,05:31 AM,07:34 PM,11,27,27,27,25,4,37,0.0,1011,27,10,205,15
2020-01-27 00:00:00,35,19,0.0,14.0,7,1,11,07:22 AM,09:11 PM,05:33 AM,07:33 PM,14,25,25,23,23,5,56,0.0,1012,23,10,186,14
2020-01-27 03:00:00,35,19,0.0,14.0,7,1,11,07:22 AM,09:11 PM,05:33 AM,07:33 PM,14,20,21,20,18,3,65,0.0,1012,20,10,173,10
2020-01-27 06:00:00,35,19,0.0,14.0,7,1,11,07:22 AM,09:11 PM,05:33 AM,07:33 PM,13,20,20,20,16,0,61,0.0,1013,20,10,181,11
2020-01-27 09:00:00,35,19,0.0,14.0,7,7,11,07:22 AM,09:11 PM,05:33 AM,07:33 PM,11,26,26,26,11,0,41,0.0,1013,26,10,211,9
2020-01-27 12:00:00,35,19,0.0,14.0,7,8,11,07:22 AM,09:11 PM,05:33 AM,07:33 PM,5,30,30,32,14,2,20,0.0,1012,32,10,236,12
2020-01-27 15:00:00,35,19,0.0,14.0,7,8,11,07:22 AM,09:11 PM,05:33 AM,07:33 PM,2,32,32,34,15,23,13,0.0,1010,34,10,226,13
2020-01-27 18:00:00,35,19,0.0,14.0,7,1,11,07:22 AM,09:11 PM,05:33 AM,07:33 PM,1,30,30,32,22,13,14,0.0,1010,32,10,214,15
2020-01-27 21:00:00,35,19,0.0,14.0,7,1,11,07:22 AM,09:11 PM,05:33 AM,07:33 PM,2,29,29,28,27,9,20,0.0,1011,28,10,209,15
2020-01-28 00:00:00,33,18,0.0,14.0,7,1,18,08:18 AM,09:41 PM,05:34 AM,07:32 PM,8,24,24,23,23,6,42,0.0,1012,23,10,195,12
2020-01-28 03:00:00,33,18,0.0,14.0,7,1,18,08:18 AM,09:41 PM,05:34 AM,07:32 PM,10,19,19,19,22,1,56,0.0,1012,19,10,191,12
2020-01-28 06:00:00,33,18,0.0,14.0,7,1,18,08:18 AM,09:41 PM,05:34 AM,07:32 PM,10,19,19,19,20,0,55,0.0,1013,19,10,187,13
2020-01-28 09:00:00,33,18,0.0,14.0,7,7,18,08:18 AM,09:41 PM,05:34 AM,07:32 PM,7,24,24,25,17,0,34,0.0,1014,25,10,201,14
2020-01-28 12:00:00,33,18,0.0,14.0,7,8,18,08:18 AM,09:41 PM,05:34 AM,07:32 PM,4,29,29,31,19,2,18,0.0,1013,31,10,222,17
2020-01-28 15:00:00,33,18,0.0,14.0,7,8,18,08:18 AM,09:41 PM,05:34 AM,07:32 PM,4,31,31,33,22,7,16,0.0,1011,33,10,216,19
2020-01-28 18:00:00,33,18,0.0,14.0,7,1,18,08:18 AM,09:41 PM,05:34 AM,07:32 PM,5,29,29,31,21,6,19,0.0,1012,31,10,201,14
2020-01-28 21:00:00,33,18,0.0,14.0,7,1,18,08:18 AM,09:41 PM,05:34 AM,07:32 PM,6,29,29,29,25,1,28,0.0,1013,29,10,168,14
2020-01-29 00:00:00,36,19,0.0,14.0,8,1,26,09:15 AM,10:09 PM,05:35 AM,07:32 PM,7,26,26,24,25,0,37,0.0,1014,24,10,158,13
2020-01-29 03:00:00,36,19,0.0,14.0,8,1,26,09:15 AM,10:09 PM,05:35 AM,07:32 PM,8,20,21,20,22,0,48,0.0,1014,20,10,171,11
2020-01-29 06:00:00,36,19,0.0,14.0,8,1,26,09:15 AM,10:09 PM,05:35 AM,07:32 PM,10,21,23,21,21,0,49,0.0,1015,21,10,174,13
2020-01-29 09:00:00,36,19,0.0,14.0,8,7,26,09:15 AM,10:09 PM,05:35 AM,07:32 PM,8,27,27,27,17,0,32,0.0,1016,27,10,186,13
2020-01-29 12:00:00,36,19,0.0,14.0,8,8,26,09:15 AM,10:09 PM,05:35 AM,07:32 PM,1,31,31,33,15,0,15,0.0,1015,33,10,198,13
2020-01-29 15:00:00,36,19,0.0,14.0,8,9,26,09:15 AM,10:09 PM,05:35 AM,07:32 PM,-2,34,34,36,13,0,9,0.0,1012,36,10,208,12
2020-01-29 18:00:00,36,19,0.0,14.0,8,1,26,09:15 AM,10:09 PM,05:35 AM,07:32 PM,-2,32,32,34,14,0,10,0.0,1012,34,10,216,9
2020-01-29 21:00:00,36,19,0.0,14.0,8,1,26,09:15 AM,10:09 PM,05:35 AM,07:32 PM,-2,31,31,30,17,0,14,0.0,1012,30,10,174,8
2020-01-30 00:00:00,40,22,0.0,14.0,8,1,33,10:10 AM,10:35 PM,05:36 AM,07:31 PM,2,26,26,25,18,0,23,0.0,1012,25,10,137,9
2020-01-30 03:00:00,40,22,0.0,14.0,8,1,33,10:10 AM,10:35 PM,05:36 AM,07:31 PM,3,23,23,23,16,0,28,0.0,1013,23,10,126,8
2020-01-30 06:00:00,40,22,0.0,14.0,8,1,33,10:10 AM,10:35 PM,05:36 AM,07:31 PM,3,24,24,24,18,0,26,0.0,1013,24,10,94,9
2020-01-30 09:00:00,40,22,0.0,14.0,8,8,33,10:10 AM,10:35 PM,05:36 AM,07:31 PM,5,29,29,31,18,0,20,0.0,1014,31,10,50,13
2020-01-30 12:00:00,40,22,0.0,14.0,8,9,33,10:10 AM,10:35 PM,05:36 AM,07:31 PM,2,36,36,37,17,0,12,0.0,1011,37,10,244,14
2020-01-30 15:00:00,40,22,0.0,14.0,8,9,33,10:10 AM,10:35 PM,05:36 AM,07:31 PM,-0,39,39,39,13,0,8,0.0,1009,39,10,340,12
2020-01-30 18:00:00,40,22,0.0,14.0,8,1,33,10:10 AM,10:35 PM,05:36 AM,07:31 PM,-0,36,36,37,15,0,10,0.0,1008,37,10,154,9
2020-01-30 21:00:00,40,22,0.0,14.0,8,1,33,10:10 AM,10:35 PM,05:36 AM,07:31 PM,-0,31,31,33,19,0,12,0.0,1008,33,10,75,9
2020-01-31 00:00:00,44,28,0.0,13.9,9,1,37,11:05 AM,11:02 PM,05:37 AM,07:30 PM,0,28,28,30,23,2,15,0.0,1008,30,10,84,11
2020-01-31 03:00:00,44,28,0.0,13.9,9,1,37,11:05 AM,11:02 PM,05:37 AM,07:30 PM,3,27,27,29,27,2,19,0.0,1008,29,10,68,13
2020-01-31 06:00:00,44,28,0.0,13.9,9,1,37,11:05 AM,11:02 PM,05:37 AM,07:30 PM,4,28,28,30,24,5,20,0.0,1009,30,10,36,13
2020-01-31 09:00:00,44,28,0.0,13.9,9,9,37,11:05 AM,11:02 PM,05:37 AM,07:30 PM,12,37,37,37,25,10,22,0.0,1009,37,10,218,19
2020-01-31 12:00:00,44,28,0.0,13.9,9,10,37,11:05 AM,11:02 PM,05:37 AM,07:30 PM,13,45,45,43,29,13,18,0.0,1008,43,10,323,25
2020-01-31 15:00:00,44,28,0.0,13.9,9,10,37,11:05 AM,11:02 PM,05:37 AM,07:30 PM,14,44,44,42,33,21,19,0.0,1006,42,10,324,29
2020-01-31 18:00:00,44,28,0.0,13.9,9,1,37,11:05 AM,11:02 PM,05:37 AM,07:30 PM,15,41,41,40,28,23,23,0.0,1006,40,10,323,21
2020-01-31 21:00:00,44,28,0.0,13.9,9,1,37,11:05 AM,11:02 PM,05:37 AM,07:30 PM,15,38,38,37,31,22,27,0.0,1006,37,10,341,17
2020-02-01 00:00:00,41,30,0.0,13.3,9,1,49,12:00 PM,11:31 PM,05:38 AM,07:29 PM,16,36,36,35,28,22,31,0.0,1007,35,10,311,15
2020-02-01 03:00:00,41,30,0.0,13.3,9,1,49,12:00 PM,11:31 PM,05:38 AM,07:29 PM,18,33,33,31,11,20,45,0.0,1007,31,10,176,6
2020-02-01 06:00:00,41,30,0.0,13.3,9,1,49,12:00 PM,11:31 PM,05:38 AM,07:29 PM,19,33,33,31,7,16,50,0.0,1008,31,10,203,5
2020-02-01 09:00:00,41,30,0.0,13.3,9,9,49,12:00 PM,11:31 PM,05:38 AM,07:29 PM,19,38,38,36,21,13,38,0.0,1009,36,10,287,18
2020-02-01 12:00:00,41,30,0.0,13.3,9,10,49,12:00 PM,11:31 PM,05:38 AM,07:29 PM,17,42,42,40,33,35,26,0.0,1007,40,10,314,29
2020-02-01 15:00:00,41,30,0.0,13.3,9,9,49,12:00 PM,11:31 PM,05:38 AM,07:29 PM,17,42,42,40,35,55,26,0.0,1005,40,10,296,30
2020-02-01 18:00:00,41,30,0.0,13.3,9,1,49,12:00 PM,11:31 PM,05:38 AM,07:29 PM,21,41,41,38,30,69,51,0.8,1005,38,9,251,22
2020-02-01 21:00:00,41,30,0.0,13.3,9,1,49,12:00 PM,11:31 PM,05:38 AM,07:29 PM,22,39,39,36,24,71,71,1.9,1007,36,9,229,17
2020-02-02 00:00:00,28,16,0.0,13.3,5,1,57,12:56 PM,No moonset,05:39 AM,07:29 PM,20,30,30,27,20,47,78,0.7,1007,27,10,230,14
2020-02-02 03:00:00,28,16,0.0,13.3,5,1,57,12:56 PM,No moonset,05:39 AM,07:29 PM,16,21,22,21,23,28,73,0.0,1008,21,10,239,17
2020-02-02 06:00:00,28,16,0.0,13.3,5,1,57,12:56 PM,No moonset,05:39 AM,07:29 PM,11,19,19,19,27,27,62,0.0,1010,19,10,233,22
2020-02-02 09:00:00,28,16,0.0,13.3,5,5,57,12:56 PM,No moonset,05:39 AM,07:29 PM,10,17,17,17,28,64,64,0.4,1012,17,7,225,22
2020-02-02 12:00:00,28,16,0.0,13.3,5,5,57,12:56 PM,No moonset,05:39 AM,07:29 PM,7,22,22,23,22,27,40,0.2,1011,23,8,219,19
2020-02-02 15:00:00,28,16,0.0,13.3,5,7,57,12:56 PM,No moonset,05:39 AM,07:29 PM,6,26,26,27,24,0,25,0.0,1009,27,10,229,21
2020-02-02 18:00:00,28,16,0.0,13.3,5,1,57,12:56 PM,No moonset,05:39 AM,07:29 PM,7,26,26,26,24,0,30,0.0,1008,26,10,230,18
2020-02-02 21:00:00,28,16,0.0,13.3,5,1,57,12:56 PM,No moonset,05:39 AM,07:29 PM,8,22,22,22,24,0,41,0.0,1009,22,10,244,15
2020-02-03 00:00:00,24,16,0.0,13.9,6,1,64,01:55 PM,12:01 AM,05:40 AM,07:28 PM,7,20,20,20,31,0,44,0.0,1010,20,10,236,20
2020-02-03 03:00:00,24,16,0.0,13.9,6,1,64,01:55 PM,12:01 AM,05:40 AM,07:28 PM,7,17,17,17,32,0,52,0.0,1010,17,10,221,21
2020-02-03 06:00:00,24,16,0.0,13.9,6,1,64,01:55 PM,12:01 AM,05:40 AM,07:28 PM,7,16,16,16,28,0,55,0.0,1012,16,10,215,21
2020-02-03 09:00:00,24,16,0.0,13.9,6,5,64,01:55 PM,12:01 AM,05:40 AM,07:28 PM,6,19,19,19,27,14,45,0.0,1013,19,10,213,22
2020-02-03 12:00:00,24,16,0.0,13.9,6,6,64,01:55 PM,12:01 AM,05:40 AM,07:28 PM,5,23,23,23,30,7,32,0.0,1012,23,10,213,26
2020-02-03 15:00:00,24,16,0.0,13.9,6,6,64,01:55 PM,12:01 AM,05:40 AM,07:28 PM,2,24,24,24,33,0,23,0.0,1011,24,10,209,28
2020-02-03 18:00:00,24,16,0.0,13.9,6,1,64,01:55 PM,12:01 AM,05:40 AM,07:28 PM,2,25,25,23,38,0,29,0.0,1014,23,10,178,29
2020-02-03 21:00:00,24,16,0.0,13.9,6,1,64,01:55 PM,12:01 AM,05:40 AM,07:28 PM,1,21,25,21,38,0,37,0.0,1017,21,10,169,26
2020-02-04 00:00:00,29,11,0.0,13.9,6,1,72,02:55 PM,12:35 AM,05:41 AM,07:27 PM,2,13,16,13,37,0,50,0.0,1018,15,10,174,24
2020-02-04 03:00:00,29,11,0.0,13.9,6,1,72,02:55 PM,12:35 AM,05:41 AM,07:27 PM,3,9,11,9,32,0,58,0.0,1018,11,10,172,21
2020-02-04 06:00:00,29,11,0.0,13.9,6,1,72,02:55 PM,12:35 AM,05:41 AM,07:27 PM,3,9,11,9,26,0,56,0.0,1019,11,10,160,19
2020-02-04 09:00:00,29,11,0.0,13.9,6,5,72,02:55 PM,12:35 AM,05:41 AM,07:27 PM,1,16,17,16,19,0,37,0.0,1019,17,10,141,15
2020-02-04 12:00:00,29,11,0.0,13.9,6,6,72,02:55 PM,12:35 AM,05:41 AM,07:27 PM,0,23,23,24,13,0,22,0.0,1017,24,10,131,11
2020-02-04 15:00:00,29,11,0.0,13.9,6,7,72,02:55 PM,12:35 AM,05:41 AM,07:27 PM,-1,26,26,28,12,0,15,0.0,1014,28,10,148,10
2020-02-04 18:00:00,29,11,0.0,13.9,6,1,72,02:55 PM,12:35 AM,05:41 AM,07:27 PM,-2,25,25,27,21,0,15,0.0,1014,27,10,169,14
2020-02-04 21:00:00,29,11,0.0,13.9,6,1,72,02:55 PM,12:35 AM,05:41 AM,07:27 PM,3,25,25,23,30,0,35,0.0,1015,23,10,174,18
2020-02-05 00:00:00,34,14,0.0,13.8,7,1,79,03:57 PM,01:15 AM,05:42 AM,07:26 PM,6,17,18,17,27,0,52,0.0,1016,17,10,150,17
2020-02-05 03:00:00,34,14,0.0,13.8,7,1,79,03:57 PM,01:15 AM,05:42 AM,07:26 PM,7,14,14,14,24,1,60,0.0,1017,14,10,144,13
2020-02-05 06:00:00,34,14,0.0,13.8,7,1,79,03:57 PM,01:15 AM,05:42 AM,07:26 PM,9,16,17,16,20,2,61,0.0,1018,17,10,113,13
2020-02-05 09:00:00,34,14,0.0,13.8,7,6,79,03:57 PM,01:15 AM,05:42 AM,07:26 PM,11,23,23,23,17,3,46,0.0,1018,23,10,64,14
2020-02-05 12:00:00,34,14,0.0,13.8,7,7,79,03:57 PM,01:15 AM,05:42 AM,07:26 PM,10,29,29,30,11,5,30,0.0,1015,30,10,61,10
2020-02-05 15:00:00,34,14,0.0,13.8,7,8,79,03:57 PM,01:15 AM,05:42 AM,07:26 PM,7,31,31,33,6,6,20,0.0,1013,33,10,78,5
2020-02-05 18:00:00,34,14,0.0,13.8,7,1,79,03:57 PM,01:15 AM,05:42 AM,07:26 PM,6,29,29,31,7,11,21,0.0,1012,31,10,130,4
2020-02-05 21:00:00,34,14,0.0,13.8,7,1,79,03:57 PM,01:15 AM,05:42 AM,07:26 PM,9,31,31,29,24,11,38,0.0,1013,29,10,158,15
2020-02-06 00:00:00,32,20,0.0,13.3,7,1,87,04:58 PM,02:02 AM,05:43 AM,07:25 PM,11,24,24,23,30,12,53,0.0,1015,23,10,145,18
2020-02-06 03:00:00,32,20,0.0,13.3,7,1,87,04:58 PM,02:02 AM,05:43 AM,07:25 PM,12,20,20,20,19,13,60,0.0,1015,20,10,108,10
2020-02-06 06:00:00,32,20,0.0,13.3,7,1,87,04:58 PM,02:02 AM,05:43 AM,07:25 PM,15,22,23,22,18,33,67,0.0,1017,22,10,62,12
2020-02-06 09:00:00,32,20,0.0,13.3,7,6,87,04:58 PM,02:02 AM,05:43 AM,07:25 PM,16,26,26,25,24,61,58,0.0,1018,25,10,39,20
2020-02-06 12:00:00,32,20,0.0,13.3,7,6,87,04:58 PM,02:02 AM,05:43 AM,07:25 PM,13,29,29,29,22,30,40,0.0,1017,29,10,40,19
2020-02-06 15:00:00,32,20,0.0,13.3,7,8,87,04:58 PM,02:02 AM,05:43 AM,07:25 PM,12,31,31,32,16,12,29,0.0,1015,32,10,57,14
2020-02-06 18:00:00,32,20,0.0,13.3,7,1,87,04:58 PM,02:02 AM,05:43 AM,07:25 PM,11,30,30,31,12,17,29,0.0,1015,31,10,91,9
2020-02-06 21:00:00,32,20,0.0,13.3,7,1,87,04:58 PM,02:02 AM,05:43 AM,07:25 PM,13,29,29,27,27,26,47,0.0,1017,27,10,101,17
2020-02-07 00:00:00,31,21,0.0,13.3,7,1,95,05:56 PM,02:57 AM,05:44 AM,07:24 PM,14,26,26,24,24,60,56,0.4,1018,24,9,83,14
2020-02-07 03:00:00,31,21,0.0,13.3,7,1,95,05:56 PM,02:57 AM,05:44 AM,07:24 PM,14,22,25,22,18,79,60,0.6,1018,22,9,87,10
2020-02-07 06:00:00,31,21,0.0,13.3,7,1,95,05:56 PM,02:57 AM,05:44 AM,07:24 PM,14,22,25,22,21,34,60,0.2,1019,22,10,88,14
2020-02-07 09:00:00,31,21,0.0,13.3,7,7,95,05:56 PM,02:57 AM,05:44 AM,07:24 PM,13,26,26,25,22,10,47,0.0,1020,25,10,79,18
2020-02-07 12:00:00,31,21,0.0,13.3,7,7,95,05:56 PM,02:57 AM,05:44 AM,07:24 PM,12,29,29,30,22,19,33,0.0,1018,30,10,101,19
2020-02-07 15:00:00,31,21,0.0,13.3,7,8,95,05:56 PM,02:57 AM,05:44 AM,07:24 PM,11,30,30,30,17,54,31,0.1,1016,30,10,109,14
2020-02-07 18:00:00,31,21,0.0,13.3,7,1,95,05:56 PM,02:57 AM,05:44 AM,07:24 PM,14,28,28,27,31,74,54,0.6,1017,27,10,122,22
2020-02-07 21:00:00,31,21,0.0,13.3,7,1,95,05:56 PM,02:57 AM,05:44 AM,07:24 PM,15,26,26,23,28,78,66,2.0,1018,23,8,124,18
2020-02-08 00:00:00,31,19,0.0,13.3,6,1,100,06:50 PM,04:00 AM,05:45 AM,07:23 PM,16,21,22,21,20,34,72,0.9,1019,21,9,118,12
2020-02-08 03:00:00,31,19,0.0,13.3,6,1,100,06:50 PM,04:00 AM,05:45 AM,07:23 PM,15,20,20,20,21,13,76,0.0,1018,20,10,124,11
2020-02-08 06:00:00,31,19,0.0,13.3,6,1,100,06:50 PM,04:00 AM,05:45 AM,07:23 PM,14,20,20,20,21,24,67,0.0,1019,20,10,128,13
2020-02-08 09:00:00,31,19,0.0,13.3,6,6,100,06:50 PM,04:00 AM,05:45 AM,07:23 PM,12,24,24,23,26,41,50,0.0,1019,23,10,118,19
2020-02-08 12:00:00,31,19,0.0,13.3,6,7,100,06:50 PM,04:00 AM,05:45 AM,07:23 PM,12,28,28,29,32,46,35,0.0,1017,29,10,106,27
2020-02-08 15:00:00,31,19,0.0,13.3,6,7,100,06:50 PM,04:00 AM,05:45 AM,07:23 PM,12,29,29,30,28,46,32,0.0,1014,30,10,109,24
2020-02-08 18:00:00,31,19,0.0,13.3,6,1,100,06:50 PM,04:00 AM,05:45 AM,07:23 PM,13,28,28,28,23,78,39,0.3,1015,28,10,107,17
