date_time,Kootingal_maxtempC,Kootingal_mintempC,Kootingal_totalSnow_cm,Kootingal_sunHour,Kootingal_uvIndex,Kootingal_uvIndex,Kootingal_moon_illumination,Kootingal_moonrise,Kootingal_moonset,Kootingal_sunrise,Kootingal_sunset,Kootingal_DewPointC,Kootingal_FeelsLikeC,Kootingal_HeatIndexC,Kootingal_WindChillC,Kootingal_WindGustKmph,Kootingal_cloudcover,Kootingal_humidity,Kootingal_precipMM,Kootingal_pressure,Kootingal_tempC,Kootingal_visibility,Kootingal_winddirDegree,Kootingal_windspeedKmph
2019-12-04 00:00:00,28,12,0.0,14.0,6,1,48,11:25 AM,12:09 AM,04:44 AM,06:47 PM,2,16,16,16,9,2,45,0.0,1011,15,10,294,4
2019-12-04 03:00:00,28,12,0.0,14.0,6,1,48,11:25 AM,12:09 AM,04:44 AM,06:47 PM,2,13,12,13,8,1,50,0.0,1011,12,10,108,4
2019-12-04 06:00:00,28,12,0.0,14.0,6,1,48,11:25 AM,12:09 AM,04:44 AM,06:47 PM,4,15,15,15,7,0,46,0.0,1012,15,10,224,5
2019-12-04 09:00:00,28,12,0.0,14.0,6,6,48,11:25 AM,12:09 AM,04:44 AM,06:47 PM,4,21,21,21,14,0,32,0.0,1012,21,10,279,12
2019-12-04 12:00:00,28,12,0.0,14.0,6,7,48,11:25 AM,12:09 AM,04:44 AM,06:47 PM,2,25,25,27,22,0,20,0.0,1010,27,10,262,19
2019-12-04 15:00:00,28,12,0.0,14.0,6,7,48,11:25 AM,12:09 AM,04:44 AM,06:47 PM,0,26,26,28,24,0,17,0.0,1009,28,10,256,21
2019-12-04 18:00:00,28,12,0.0,14.0,6,1,48,11:25 AM,12:09 AM,04:44 AM,06:47 PM,-1,28,28,26,24,0,21,0.0,1010,26,10,246,15
2019-12-04 21:00:00,28,12,0.0,14.0,6,1,48,11:25 AM,12:09 AM,04:44 AM,06:47 PM,-1,28,28,24,15,0,27,0.0,1012,24,10,265,7
2019-12-05 00:00:00,31,12,0.0,14.0,7,1,55,12:18 PM,12:42 AM,04:44 AM,06:48 PM,-1,17,18,17,5,0,34,0.0,1013,17,10,281,2
2019-12-05 03:00:00,31,12,0.0,14.0,7,1,55,12:18 PM,12:42 AM,04:44 AM,06:48 PM,-0,13,13,13,5,0,40,0.0,1013,13,10,116,3
2019-12-05 06:00:00,31,12,0.0,14.0,7,1,55,12:18 PM,12:42 AM,04:44 AM,06:48 PM,1,16,16,16,4,0,38,0.0,1013,16,10,29,3
2019-12-05 09:00:00,31,12,0.0,14.0,7,6,55,12:18 PM,12:42 AM,04:44 AM,06:48 PM,2,22,22,22,8,0,27,0.0,1013,22,10,189,7
2019-12-05 12:00:00,31,12,0.0,14.0,7,7,55,12:18 PM,12:42 AM,04:44 AM,06:48 PM,3,26,26,27,13,0,20,0.0,1011,27,10,266,11
2019-12-05 15:00:00,31,12,0.0,14.0,7,7,55,12:18 PM,12:42 AM,04:44 AM,06:48 PM,3,28,28,30,18,2,18,0.0,1009,30,10,254,15
2019-12-05 18:00:00,31,12,0.0,14.0,7,1,55,12:18 PM,12:42 AM,04:44 AM,06:48 PM,2,30,30,29,17,3,22,0.0,1009,29,10,248,10
2019-12-05 21:00:00,31,12,0.0,14.0,7,1,55,12:18 PM,12:42 AM,04:44 AM,06:48 PM,1,30,30,26,15,3,27,0.0,1010,26,10,90,7
2019-12-06 00:00:00,33,16,0.0,14.1,7,1,62,01:12 PM,01:12 AM,04:44 AM,06:49 PM,1,20,21,20,8,3,31,0.0,1010,20,10,89,4
2019-12-06 03:00:00,33,16,0.0,14.1,7,1,62,01:12 PM,01:12 AM,04:44 AM,06:49 PM,1,16,16,16,8,9,35,0.0,1010,16,10,73,4
2019-12-06 06:00:00,33,16,0.0,14.1,7,1,62,01:12 PM,01:12 AM,04:44 AM,06:49 PM,3,19,19,19,8,24,34,0.0,1010,19,10,33,5
2019-12-06 09:00:00,33,16,0.0,14.1,7,7,62,01:12 PM,01:12 AM,04:44 AM,06:49 PM,3,25,25,27,13,14,23,0.0,1010,27,10,204,11
2019-12-06 12:00:00,33,16,0.0,14.1,7,8,62,01:12 PM,01:12 AM,04:44 AM,06:49 PM,2,30,30,32,21,4,15,0.0,1008,32,10,284,18
2019-12-06 15:00:00,33,16,0.0,14.1,7,8,62,01:12 PM,01:12 AM,04:44 AM,06:49 PM,3,30,30,33,28,3,15,0.0,1006,33,10,265,24
2019-12-06 18:00:00,33,16,0.0,14.1,7,1,62,01:12 PM,01:12 AM,04:44 AM,06:49 PM,5,33,33,31,29,4,23,0.0,1008,31,10,238,18
2019-12-06 21:00:00,33,16,0.0,14.1,7,1,62,01:12 PM,01:12 AM,04:44 AM,06:49 PM,4,33,33,29,15,4,30,0.0,1010,29,10,186,7
2019-12-07 00:00:00,32,16,0.0,14.1,7,1,70,02:05 PM,01:42 AM,04:44 AM,06:49 PM,3,21,23,21,7,4,34,0.0,1011,21,10,115,3
2019-12-07 03:00:00,32,16,0.0,14.1,7,1,70,02:05 PM,01:42 AM,04:44 AM,06:49 PM,2,16,16,16,8,3,37,0.0,1011,16,10,96,4
2019-12-07 06:00:00,32,16,0.0,14.1,7,1,70,02:05 PM,01:42 AM,04:44 AM,06:49 PM,3,19,19,19,6,1,34,0.0,1012,19,10,131,4
2019-12-07 09:00:00,32,16,0.0,14.1,7,7,70,02:05 PM,01:42 AM,04:44 AM,06:49 PM,3,25,25,26,6,0,23,0.0,1012,26,10,210,5
2019-12-07 12:00:00,32,16,0.0,14.1,7,8,70,02:05 PM,01:42 AM,04:44 AM,06:49 PM,1,29,29,31,10,0,15,0.0,1011,31,10,249,9
2019-12-07 15:00:00,32,16,0.0,14.1,7,8,70,02:05 PM,01:42 AM,04:44 AM,06:49 PM,-0,30,30,32,13,2,12,0.0,1009,32,10,250,11
2019-12-07 18:00:00,32,16,0.0,14.1,7,1,70,02:05 PM,01:42 AM,04:44 AM,06:49 PM,0,32,32,30,19,2,17,0.0,1011,30,10,241,11
2019-12-07 21:00:00,32,16,0.0,14.1,7,1,70,02:05 PM,01:42 AM,04:44 AM,06:49 PM,0,31,31,27,13,0,23,0.0,1014,27,10,152,6
2019-12-08 00:00:00,34,16,0.0,14.1,7,1,77,02:59 PM,02:11 AM,04:45 AM,06:50 PM,1,21,22,21,10,0,29,0.0,1015,21,10,117,5
2019-12-08 03:00:00,34,16,0.0,14.1,7,1,77,02:59 PM,02:11 AM,04:45 AM,06:50 PM,2,16,16,16,13,0,39,0.0,1016,16,10,133,6
2019-12-08 06:00:00,34,16,0.0,14.1,7,1,77,02:59 PM,02:11 AM,04:45 AM,06:50 PM,7,19,19,19,10,0,45,0.0,1017,19,10,121,7
2019-12-08 09:00:00,34,16,0.0,14.1,7,7,77,02:59 PM,02:11 AM,04:45 AM,06:50 PM,9,26,26,27,5,0,33,0.0,1017,27,10,222,4
2019-12-08 12:00:00,34,16,0.0,14.1,7,8,77,02:59 PM,02:11 AM,04:45 AM,06:50 PM,4,31,31,33,8,0,18,0.0,1015,33,10,262,7
2019-12-08 15:00:00,34,16,0.0,14.1,7,8,77,02:59 PM,02:11 AM,04:45 AM,06:50 PM,1,32,32,34,10,0,13,0.0,1014,34,10,231,9
2019-12-08 18:00:00,34,16,0.0,14.1,7,1,77,02:59 PM,02:11 AM,04:45 AM,06:50 PM,4,33,33,33,14,0,22,0.0,1016,33,10,186,8
2019-12-08 21:00:00,34,16,0.0,14.1,7,1,77,02:59 PM,02:11 AM,04:45 AM,06:50 PM,12,33,33,31,21,0,55,0.0,1019,31,10,121,12
2019-12-09 00:00:00,35,16,0.0,14.1,8,1,84,03:55 PM,02:41 AM,04:45 AM,06:51 PM,14,21,22,21,21,0,76,0.0,1020,21,10,105,12
2019-12-09 03:00:00,35,16,0.0,14.1,8,1,84,03:55 PM,02:41 AM,04:45 AM,06:51 PM,13,16,16,16,17,0,84,0.0,1020,16,10,102,9
2019-12-09 06:00:00,35,16,0.0,14.1,8,1,84,03:55 PM,02:41 AM,04:45 AM,06:51 PM,14,19,22,19,10,0,70,0.0,1021,19,10,93,7
2019-12-09 09:00:00,35,16,0.0,14.1,8,7,84,03:55 PM,02:41 AM,04:45 AM,06:51 PM,14,28,28,27,9,0,47,0.0,1020,27,10,254,8
2019-12-09 12:00:00,35,16,0.0,14.1,8,8,84,03:55 PM,02:41 AM,04:45 AM,06:51 PM,10,32,32,33,14,4,25,0.0,1018,33,10,327,12
2019-12-09 15:00:00,35,16,0.0,14.1,8,9,84,03:55 PM,02:41 AM,04:45 AM,06:51 PM,8,34,34,35,14,7,18,0.0,1015,35,10,285,12
2019-12-09 18:00:00,35,16,0.0,14.1,8,1,84,03:55 PM,02:41 AM,04:45 AM,06:51 PM,8,35,35,34,9,9,25,0.0,1015,34,10,292,6
2019-12-09 21:00:00,35,16,0.0,14.1,8,1,84,03:55 PM,02:41 AM,04:45 AM,06:51 PM,8,33,33,31,11,9,32,0.0,1016,31,10,147,5
2019-12-10 00:00:00,37,20,0.0,14.1,8,1,92,04:53 PM,03:15 AM,04:45 AM,06:52 PM,8,27,27,25,15,5,37,0.0,1016,25,10,52,7
2019-12-10 03:00:00,37,20,0.0,14.1,8,1,92,04:53 PM,03:15 AM,04:45 AM,06:52 PM,10,21,21,21,13,2,52,0.0,1016,21,10,41,6
2019-12-10 06:00:00,37,20,0.0,14.1,8,1,92,04:53 PM,03:15 AM,04:45 AM,06:52 PM,15,24,24,23,12,2,59,0.0,1017,23,10,24,9
2019-12-10 09:00:00,37,20,0.0,14.1,8,7,92,04:53 PM,03:15 AM,04:45 AM,06:52 PM,16,30,30,30,14,1,44,0.0,1016,30,10,222,12
2019-12-10 12:00:00,37,20,0.0,14.1,8,9,92,04:53 PM,03:15 AM,04:45 AM,06:52 PM,9,35,35,36,15,2,21,0.0,1013,36,10,277,13
2019-12-10 15:00:00,37,20,0.0,14.1,8,9,92,04:53 PM,03:15 AM,04:45 AM,06:52 PM,5,36,36,37,13,2,13,0.0,1010,37,10,269,12
2019-12-10 18:00:00,37,20,0.0,14.1,8,1,92,04:53 PM,03:15 AM,04:45 AM,06:52 PM,5,37,37,35,14,1,18,0.0,1010,35,10,95,8
2019-12-10 21:00:00,37,20,0.0,14.1,8,1,92,04:53 PM,03:15 AM,04:45 AM,06:52 PM,5,35,35,32,12,1,25,0.0,1012,32,10,92,6
2019-12-11 00:00:00,38,21,0.0,13.4,8,1,99,05:53 PM,03:52 AM,04:45 AM,06:52 PM,6,27,27,26,10,4,29,0.0,1013,26,10,100,5
2019-12-11 03:00:00,38,21,0.0,13.4,8,1,99,05:53 PM,03:52 AM,04:45 AM,06:52 PM,6,22,22,22,10,5,37,0.0,1013,22,10,84,5
2019-12-11 06:00:00,38,21,0.0,13.4,8,1,99,05:53 PM,03:52 AM,04:45 AM,06:52 PM,9,24,24,24,5,10,39,0.0,1014,24,10,75,3
2019-12-11 09:00:00,38,21,0.0,13.4,8,8,99,05:53 PM,03:52 AM,04:45 AM,06:52 PM,11,30,30,31,10,34,30,0.0,1013,31,9,239,9
2019-12-11 12:00:00,38,21,0.0,13.4,8,8,99,05:53 PM,03:52 AM,04:45 AM,06:52 PM,9,35,35,36,22,18,20,0.0,1010,36,10,288,19
2019-12-11 15:00:00,38,21,0.0,13.4,8,8,99,05:53 PM,03:52 AM,04:45 AM,06:52 PM,11,30,30,31,17,31,31,0.0,1008,31,10,168,13
2019-12-11 18:00:00,38,21,0.0,13.4,8,1,99,05:53 PM,03:52 AM,04:45 AM,06:52 PM,13,26,26,24,30,72,50,0.1,1010,24,10,72,20
2019-12-11 21:00:00,38,21,0.0,13.4,8,1,99,05:53 PM,03:52 AM,04:45 AM,06:52 PM,12,22,22,22,18,88,53,0.1,1012,22,10,29,11
2019-12-12 00:00:00,33,17,0.0,14.1,6,1,100,06:54 PM,04:34 AM,04:45 AM,06:53 PM,11,19,19,19,6,32,58,0.0,1013,19,10,9,3
2019-12-12 03:00:00,33,17,0.0,14.1,6,1,100,06:54 PM,04:34 AM,04:45 AM,06:53 PM,11,18,18,18,10,4,64,0.0,1012,18,10,60,5
2019-12-12 06:00:00,33,17,0.0,14.1,6,1,100,06:54 PM,04:34 AM,04:45 AM,06:53 PM,11,20,22,20,6,4,56,0.0,1012,20,10,84,4
2019-12-12 09:00:00,33,17,0.0,14.1,6,7,100,06:54 PM,04:34 AM,04:45 AM,06:53 PM,12,27,27,27,6,1,42,0.0,1011,27,10,196,5
2019-12-12 12:00:00,33,17,0.0,14.1,6,8,100,06:54 PM,04:34 AM,04:45 AM,06:53 PM,10,30,30,32,14,4,27,0.0,1009,32,10,258,12
2019-12-12 15:00:00,33,17,0.0,14.1,6,8,100,06:54 PM,04:34 AM,04:45 AM,06:53 PM,7,31,31,33,15,6,20,0.0,1007,33,10,249,13
2019-12-12 18:00:00,33,17,0.0,14.1,6,1,100,06:54 PM,04:34 AM,04:45 AM,06:53 PM,10,32,32,31,25,10,34,0.0,1008,31,10,174,16
2019-12-12 21:00:00,33,17,0.0,14.1,6,1,100,06:54 PM,04:34 AM,04:45 AM,06:53 PM,14,32,32,28,18,7,61,0.0,1011,28,10,128,12
2019-12-13 00:00:00,31,18,0.0,9.9,7,1,87,07:55 PM,05:23 AM,04:45 AM,06:54 PM,15,22,23,22,14,59,78,0.1,1013,22,10,130,8
2019-12-13 03:00:00,31,18,0.0,9.9,7,1,87,07:55 PM,05:23 AM,04:45 AM,06:54 PM,15,18,18,18,14,85,83,0.2,1012,18,9,128,8
2019-12-13 06:00:00,31,18,0.0,9.9,7,1,87,07:55 PM,05:23 AM,04:45 AM,06:54 PM,15,20,22,20,9,82,73,0.1,1013,20,10,91,7
2019-12-13 09:00:00,31,18,0.0,9.9,7,5,87,07:55 PM,05:23 AM,04:45 AM,06:54 PM,15,26,26,25,4,64,57,0.0,1012,25,9,262,4
2019-12-13 12:00:00,31,18,0.0,9.9,7,6,87,07:55 PM,05:23 AM,04:45 AM,06:54 PM,14,29,29,29,10,71,42,0.3,1010,29,9,271,9
2019-12-13 15:00:00,31,18,0.0,9.9,7,7,87,07:55 PM,05:23 AM,04:45 AM,06:54 PM,10,29,29,31,18,80,28,0.5,1008,31,9,223,14
2019-12-13 18:00:00,31,18,0.0,9.9,7,1,87,07:55 PM,05:23 AM,04:45 AM,06:54 PM,12,30,30,29,24,31,47,0.2,1009,29,10,158,16
2019-12-13 21:00:00,31,18,0.0,9.9,7,1,87,07:55 PM,05:23 AM,04:45 AM,06:54 PM,15,29,29,27,18,7,71,0.0,1012,27,10,120,10
2019-12-14 00:00:00,33,16,0.0,14.1,7,1,79,08:52 PM,06:18 AM,04:46 AM,06:54 PM,14,20,20,20,13,15,82,0.0,1012,20,10,111,7
2019-12-14 03:00:00,33,16,0.0,14.1,7,1,79,08:52 PM,06:18 AM,04:46 AM,06:54 PM,14,16,16,16,12,23,86,0.0,1012,16,10,95,6
2019-12-14 06:00:00,33,16,0.0,14.1,7,1,79,08:52 PM,06:18 AM,04:46 AM,06:54 PM,15,19,22,19,6,27,74,0.0,1012,19,10,134,4
2019-12-14 09:00:00,33,16,0.0,14.1,7,7,79,08:52 PM,06:18 AM,04:46 AM,06:54 PM,13,27,27,26,7,16,48,0.0,1011,26,10,221,6
2019-12-14 12:00:00,33,16,0.0,14.1,7,8,79,08:52 PM,06:18 AM,04:46 AM,06:54 PM,10,29,29,31,13,6,29,0.0,1009,31,10,245,12
2019-12-14 15:00:00,33,16,0.0,14.1,7,8,79,08:52 PM,06:18 AM,04:46 AM,06:54 PM,7,30,30,32,13,7,21,0.0,1006,32,10,247,11
2019-12-14 18:00:00,33,16,0.0,14.1,7,1,79,08:52 PM,06:18 AM,04:46 AM,06:54 PM,4,32,32,31,18,6,22,0.0,1007,31,10,240,10
2019-12-14 21:00:00,33,16,0.0,14.1,7,1,79,08:52 PM,06:18 AM,04:46 AM,06:54 PM,4,31,31,28,12,5,28,0.0,1010,28,10,195,6
2019-12-15 00:00:00,33,17,0.0,13.4,7,1,72,09:46 PM,07:19 AM,04:46 AM,06:55 PM,5,23,23,22,4,23,37,0.0,1010,22,10,213,2
2019-12-15 03:00:00,33,17,0.0,13.4,7,1,72,09:46 PM,07:19 AM,04:46 AM,06:55 PM,9,18,18,18,7,13,56,0.0,1010,18,10,187,4
2019-12-15 06:00:00,33,17,0.0,13.4,7,1,72,09:46 PM,07:19 AM,04:46 AM,06:55 PM,12,20,22,20,7,29,60,0.0,1012,20,10,144,5
2019-12-15 09:00:00,33,17,0.0,13.4,7,7,72,09:46 PM,07:19 AM,04:46 AM,06:55 PM,11,27,27,27,6,35,39,0.0,1011,27,10,210,6
2019-12-15 12:00:00,33,17,0.0,13.4,7,8,72,09:46 PM,07:19 AM,04:46 AM,06:55 PM,7,30,30,32,13,77,22,0.0,1009,32,10,251,12
2019-12-15 15:00:00,33,17,0.0,13.4,7,7,72,09:46 PM,07:19 AM,04:46 AM,06:55 PM,4,31,31,33,16,36,16,0.0,1007,33,10,256,14
2019-12-15 18:00:00,33,17,0.0,13.4,7,1,72,09:46 PM,07:19 AM,04:46 AM,06:55 PM,3,33,33,31,24,5,19,0.0,1007,31,10,239,13
2019-12-15 21:00:00,33,17,0.0,13.4,7,1,72,09:46 PM,07:19 AM,04:46 AM,06:55 PM,2,31,31,29,18,10,23,0.0,1009,29,10,244,8
2019-12-16 00:00:00,36,19,0.0,14.1,8,1,65,10:33 PM,08:22 AM,04:46 AM,06:56 PM,2,24,24,23,7,11,27,0.0,1009,23,10,112,3
2019-12-16 03:00:00,36,19,0.0,14.1,8,1,65,10:33 PM,08:22 AM,04:46 AM,06:56 PM,2,20,20,20,6,7,32,0.0,1009,20,10,50,3
2019-12-16 06:00:00,36,19,0.0,14.1,8,1,65,10:33 PM,08:22 AM,04:46 AM,06:56 PM,4,23,23,23,6,2,29,0.0,1010,23,10,255,4
2019-12-16 09:00:00,36,19,0.0,14.1,8,7,65,10:33 PM,08:22 AM,04:46 AM,06:56 PM,4,28,28,30,17,1,20,0.0,1010,30,10,272,14
2019-12-16 12:00:00,36,19,0.0,14.1,8,8,65,10:33 PM,08:22 AM,04:46 AM,06:56 PM,3,33,33,35,25,2,14,0.0,1009,35,10,228,22
2019-12-16 15:00:00,36,19,0.0,14.1,8,8,65,10:33 PM,08:22 AM,04:46 AM,06:56 PM,1,33,33,35,20,0,12,0.0,1008,35,10,192,17
2019-12-16 18:00:00,36,19,0.0,14.1,8,1,65,10:33 PM,08:22 AM,04:46 AM,06:56 PM,8,35,35,33,31,0,33,0.0,1011,33,10,135,21
2019-12-16 21:00:00,36,19,0.0,14.1,8,1,65,10:33 PM,08:22 AM,04:46 AM,06:56 PM,12,34,34,30,26,0,58,0.0,1015,30,10,119,15
2019-12-17 00:00:00,34,14,0.0,14.1,7,1,58,11:17 PM,09:29 AM,04:47 AM,06:56 PM,11,21,22,21,19,0,71,0.0,1016,21,10,125,11
2019-12-17 03:00:00,34,14,0.0,14.1,7,1,58,11:17 PM,09:29 AM,04:47 AM,06:56 PM,10,14,15,14,18,0,71,0.0,1016,15,10,128,10
2019-12-17 06:00:00,34,14,0.0,14.1,7,1,58,11:17 PM,09:29 AM,04:47 AM,06:56 PM,8,17,17,17,12,1,55,0.0,1017,17,10,126,8
2019-12-17 09:00:00,34,14,0.0,14.1,7,7,58,11:17 PM,09:29 AM,04:47 AM,06:56 PM,7,25,25,26,8,2,33,0.0,1017,26,10,153,7
2019-12-17 12:00:00,34,14,0.0,14.1,7,8,58,11:17 PM,09:29 AM,04:47 AM,06:56 PM,7,30,30,32,10,3,22,0.0,1015,32,10,189,9
2019-12-17 15:00:00,34,14,0.0,14.1,7,8,58,11:17 PM,09:29 AM,04:47 AM,06:56 PM,7,32,32,34,15,1,19,0.0,1014,34,10,191,13
2019-12-17 18:00:00,34,14,0.0,14.1,7,1,58,11:17 PM,09:29 AM,04:47 AM,06:56 PM,9,35,35,33,27,2,30,0.0,1016,33,10,146,17
2019-12-17 21:00:00,34,14,0.0,14.1,7,1,58,11:17 PM,09:29 AM,04:47 AM,06:56 PM,11,34,34,31,23,1,52,0.0,1019,31,10,117,13
2019-12-18 00:00:00,36,14,0.0,14.1,8,1,50,11:56 PM,10:34 AM,04:47 AM,06:57 PM,11,21,22,21,17,0,68,0.0,1019,21,10,110,8
2019-12-18 03:00:00,36,14,0.0,14.1,8,1,50,11:56 PM,10:34 AM,04:47 AM,06:57 PM,10,15,15,15,15,0,73,0.0,1019,15,10,102,7
2019-12-18 06:00:00,36,14,0.0,14.1,8,1,50,11:56 PM,10:34 AM,04:47 AM,06:57 PM,9,18,18,18,8,0,57,0.0,1020,18,10,75,5
2019-12-18 09:00:00,36,14,0.0,14.1,8,7,50,11:56 PM,10:34 AM,04:47 AM,06:57 PM,7,25,25,26,2,0,32,0.0,1020,26,10,202,2
2019-12-18 12:00:00,36,14,0.0,14.1,8,8,50,11:56 PM,10:34 AM,04:47 AM,06:57 PM,5,32,32,34,5,4,17,0.0,1017,34,10,252,4
2019-12-18 15:00:00,36,14,0.0,14.1,8,9,50,11:56 PM,10:34 AM,04:47 AM,06:57 PM,4,34,34,36,5,2,14,0.0,1014,36,10,214,4
2019-12-18 18:00:00,36,14,0.0,14.1,8,1,50,11:56 PM,10:34 AM,04:47 AM,06:57 PM,4,36,36,35,5,1,19,0.0,1015,35,10,134,3
2019-12-18 21:00:00,36,14,0.0,14.1,8,1,50,11:56 PM,10:34 AM,04:47 AM,06:57 PM,6,35,35,32,14,20,30,0.0,1017,32,10,78,6
2019-12-19 00:00:00,37,19,0.0,14.1,8,1,43,No moonrise,11:40 AM,04:47 AM,06:58 PM,8,25,25,24,15,12,44,0.0,1017,24,10,62,8
2019-12-19 03:00:00,37,19,0.0,14.1,8,1,43,No moonrise,11:40 AM,04:47 AM,06:58 PM,9,19,19,19,10,2,50,0.0,1017,19,10,61,5
2019-12-19 06:00:00,37,19,0.0,14.1,8,1,43,No moonrise,11:40 AM,04:47 AM,06:58 PM,10,23,23,23,4,2,44,0.0,1017,23,10,23,2
2019-12-19 09:00:00,37,19,0.0,14.1,8,7,43,No moonrise,11:40 AM,04:47 AM,06:58 PM,10,28,28,29,7,2,30,0.0,1017,29,10,175,6
2019-12-19 12:00:00,37,19,0.0,14.1,8,8,43,No moonrise,11:40 AM,04:47 AM,06:58 PM,8,33,33,35,12,2,20,0.0,1015,35,10,262,10
2019-12-19 15:00:00,37,19,0.0,14.1,8,9,43,No moonrise,11:40 AM,04:47 AM,06:58 PM,6,35,35,37,13,2,15,0.0,1012,37,10,255,11
2019-12-19 18:00:00,37,19,0.0,14.1,8,1,43,No moonrise,11:40 AM,04:47 AM,06:58 PM,5,37,37,35,12,6,18,0.0,1013,35,10,283,7
2019-12-19 21:00:00,37,19,0.0,14.1,8,1,43,No moonrise,11:40 AM,04:47 AM,06:58 PM,5,34,34,31,8,6,24,0.0,1015,31,10,123,4
2019-12-20 00:00:00,39,21,0.0,14.1,8,1,36,12:32 AM,12:43 PM,04:48 AM,06:58 PM,5,27,27,25,6,6,30,0.0,1016,25,10,53,3
2019-12-20 03:00:00,39,21,0.0,14.1,8,1,36,12:32 AM,12:43 PM,04:48 AM,06:58 PM,6,22,22,22,11,4,37,0.0,1016,22,10,109,5
2019-12-20 06:00:00,39,21,0.0,14.1,8,1,36,12:32 AM,12:43 PM,04:48 AM,06:58 PM,8,24,24,24,5,2,34,0.0,1018,24,10,74,2
2019-12-20 09:00:00,39,21,0.0,14.1,8,8,36,12:32 AM,12:43 PM,04:48 AM,06:58 PM,8,31,31,32,4,0,24,0.0,1017,32,10,185,4
2019-12-20 12:00:00,39,21,0.0,14.1,8,9,36,12:32 AM,12:43 PM,04:48 AM,06:58 PM,7,37,37,38,9,1,15,0.0,1015,38,10,217,8
2019-12-20 15:00:00,39,21,0.0,14.1,8,9,36,12:32 AM,12:43 PM,04:48 AM,06:58 PM,4,39,39,39,19,1,12,0.0,1013,39,10,191,17
2019-12-20 18:00:00,39,21,0.0,14.1,8,1,36,12:32 AM,12:43 PM,04:48 AM,06:58 PM,6,41,41,38,24,0,18,0.0,1014,38,10,154,15
2019-12-20 21:00:00,39,21,0.0,14.1,8,1,36,12:32 AM,12:43 PM,04:48 AM,06:58 PM,12,39,39,35,22,0,40,0.0,1016,35,10,102,10
2019-12-21 00:00:00,40,22,0.0,14.1,9,1,28,01:07 AM,01:48 PM,04:48 AM,06:59 PM,15,29,29,27,16,0,57,0.0,1016,27,10,96,8
2019-12-21 03:00:00,40,22,0.0,14.1,9,1,28,01:07 AM,01:48 PM,04:48 AM,06:59 PM,14,22,25,22,12,0,61,0.0,1015,22,10,107,5
2019-12-21 06:00:00,40,22,0.0,14.1,9,1,28,01:07 AM,01:48 PM,04:48 AM,06:59 PM,14,27,27,26,7,0,50,0.0,1016,26,10,54,5
2019-12-21 09:00:00,40,22,0.0,14.1,9,8,28,01:07 AM,01:48 PM,04:48 AM,06:59 PM,12,32,32,33,12,0,31,0.0,1015,33,10,202,10
2019-12-21 12:00:00,40,22,0.0,14.1,9,9,28,01:07 AM,01:48 PM,04:48 AM,06:59 PM,8,37,37,38,17,1,17,0.0,1013,38,10,272,14
2019-12-21 15:00:00,40,22,0.0,14.1,9,9,28,01:07 AM,01:48 PM,04:48 AM,06:59 PM,5,40,40,40,13,1,12,0.0,1011,40,10,259,11
2019-12-21 18:00:00,40,22,0.0,14.1,9,1,28,01:07 AM,01:48 PM,04:48 AM,06:59 PM,5,41,41,38,12,0,15,0.0,1010,38,10,322,7
2019-12-21 21:00:00,40,22,0.0,14.1,9,1,28,01:07 AM,01:48 PM,04:48 AM,06:59 PM,4,39,39,35,12,0,20,0.0,1012,35,10,152,6
2019-12-22 00:00:00,40,20,0.0,14.1,8,1,21,01:43 AM,02:52 PM,04:49 AM,06:59 PM,7,29,29,27,16,0,34,0.0,1013,27,10,134,8
2019-12-22 03:00:00,40,20,0.0,14.1,8,1,21,01:43 AM,02:52 PM,04:49 AM,06:59 PM,12,21,21,21,15,0,58,0.0,1014,21,10,183,8
2019-12-22 06:00:00,40,20,0.0,14.1,8,1,21,01:43 AM,02:52 PM,04:49 AM,06:59 PM,14,24,24,23,10,0,57,0.0,1016,23,10,169,7
2019-12-22 09:00:00,40,20,0.0,14.1,8,8,21,01:43 AM,02:52 PM,04:49 AM,06:59 PM,13,32,32,32,6,0,34,0.0,1015,32,10,201,5
2019-12-22 12:00:00,40,20,0.0,14.1,8,9,21,01:43 AM,02:52 PM,04:49 AM,06:59 PM,11,38,38,39,11,1,20,0.0,1014,39,10,230,10
2019-12-22 15:00:00,40,20,0.0,14.1,8,9,21,01:43 AM,02:52 PM,04:49 AM,06:59 PM,11,39,39,39,19,4,19,0.0,1013,39,10,211,17
2019-12-22 18:00:00,40,20,0.0,14.1,8,1,21,01:43 AM,02:52 PM,04:49 AM,06:59 PM,14,39,39,36,27,6,37,0.0,1015,36,10,144,22
2019-12-22 21:00:00,40,20,0.0,14.1,8,1,21,01:43 AM,02:52 PM,04:49 AM,06:59 PM,15,36,36,33,26,7,60,0.0,1017,33,10,124,20
2019-12-23 00:00:00,34,17,0.0,11.2,7,1,14,02:20 AM,03:56 PM,04:49 AM,07:00 PM,13,24,24,23,18,6,70,0.0,1017,23,10,134,12
2019-12-23 03:00:00,34,17,0.0,11.2,7,1,14,02:20 AM,03:56 PM,04:49 AM,07:00 PM,13,17,17,17,16,6,74,0.0,1017,17,10,127,9
2019-12-23 06:00:00,34,17,0.0,11.2,7,1,14,02:20 AM,03:56 PM,04:49 AM,07:00 PM,13,20,20,20,11,54,67,0.1,1018,20,10,112,8
