date_time,Kootingal_maxtempC,Kootingal_mintempC,Kootingal_totalSnow_cm,Kootingal_sunHour,Kootingal_uvIndex,Kootingal_uvIndex,Kootingal_moon_illumination,Kootingal_moonrise,Kootingal_moonset,Kootingal_sunrise,Kootingal_sunset,Kootingal_DewPointC,Kootingal_FeelsLikeC,Kootingal_HeatIndexC,Kootingal_WindChillC,Kootingal_WindGustKmph,Kootingal_cloudcover,Kootingal_humidity,Kootingal_precipMM,Kootingal_pressure,Kootingal_tempC,Kootingal_visibility,Kootingal_winddirDegree,Kootingal_windspeedKmph
2019-12-23 09:00:00,34,17,0.0,11.2,7,6,14,02:20 AM,03:56 PM,04:49 AM,07:00 PM,15,27,27,27,6,77,48,0.1,1017,27,10,223,5
2019-12-23 12:00:00,34,17,0.0,11.2,7,7,14,02:20 AM,03:56 PM,04:49 AM,07:00 PM,14,32,32,32,11,81,35,0.1,1015,32,10,254,10
2019-12-23 15:00:00,34,17,0.0,11.2,7,7,14,02:20 AM,03:56 PM,04:49 AM,07:00 PM,13,33,33,34,18,77,28,0.1,1013,34,10,222,16
2019-12-23 18:00:00,34,17,0.0,11.2,7,1,14,02:20 AM,03:56 PM,04:49 AM,07:00 PM,12,34,34,32,17,46,33,0.0,1013,32,10,153,13
2019-12-23 21:00:00,34,17,0.0,11.2,7,1,14,02:20 AM,03:56 PM,04:49 AM,07:00 PM,15,33,33,29,15,42,56,0.0,1014,29,10,103,9
2019-12-24 00:00:00,35,22,0.0,11.2,7,1,7,03:01 AM,05:01 PM,04:50 AM,07:00 PM,17,27,27,24,13,32,69,0.0,1013,24,10,97,9
2019-12-24 03:00:00,35,22,0.0,11.2,7,1,7,03:01 AM,05:01 PM,04:50 AM,07:00 PM,17,22,25,22,9,23,72,0.0,1012,22,10,47,6
2019-12-24 06:00:00,35,22,0.0,11.2,7,1,7,03:01 AM,05:01 PM,04:50 AM,07:00 PM,18,25,25,22,9,54,75,1.2,1013,22,9,24,6
2019-12-24 09:00:00,35,22,0.0,11.2,7,6,7,03:01 AM,05:01 PM,04:50 AM,07:00 PM,18,28,28,27,14,74,59,1.9,1012,27,9,228,10
2019-12-24 12:00:00,35,22,0.0,11.2,7,7,7,03:01 AM,05:01 PM,04:50 AM,07:00 PM,15,33,33,33,12,83,35,0.8,1009,33,10,229,9
2019-12-24 15:00:00,35,22,0.0,11.2,7,7,7,03:01 AM,05:01 PM,04:50 AM,07:00 PM,13,31,31,32,22,81,32,0.2,1008,32,10,149,18
2019-12-24 18:00:00,35,22,0.0,11.2,7,1,7,03:01 AM,05:01 PM,04:50 AM,07:00 PM,15,30,30,28,27,33,48,0.1,1009,28,10,112,20
2019-12-24 21:00:00,35,22,0.0,11.2,7,1,7,03:01 AM,05:01 PM,04:50 AM,07:00 PM,15,28,28,26,25,8,61,0.0,1012,26,10,106,17
2019-12-25 00:00:00,33,18,0.0,14.5,7,1,0,03:46 AM,06:04 PM,04:50 AM,07:01 PM,15,21,22,21,21,6,73,0.0,1013,21,10,123,12
2019-12-25 03:00:00,33,18,0.0,14.5,7,1,0,03:46 AM,06:04 PM,04:50 AM,07:01 PM,15,18,18,18,18,5,81,0.0,1013,18,10,133,9
2019-12-25 06:00:00,33,18,0.0,14.5,7,1,0,03:46 AM,06:04 PM,04:50 AM,07:01 PM,14,20,22,20,15,5,68,0.0,1014,20,10,116,11
2019-12-25 09:00:00,33,18,0.0,14.5,7,7,0,03:46 AM,06:04 PM,04:50 AM,07:01 PM,12,27,27,27,13,10,42,0.0,1014,27,10,102,11
2019-12-25 12:00:00,33,18,0.0,14.5,7,8,0,03:46 AM,06:04 PM,04:50 AM,07:01 PM,10,30,30,32,12,35,27,0.0,1012,32,10,128,10
2019-12-25 15:00:00,33,18,0.0,14.5,7,8,0,03:46 AM,06:04 PM,04:50 AM,07:01 PM,11,30,30,31,20,45,31,0.0,1011,31,10,112,17
2019-12-25 18:00:00,33,18,0.0,14.5,7,1,0,03:46 AM,06:04 PM,04:50 AM,07:01 PM,13,31,31,28,28,33,46,0.0,1013,28,10,90,21
2019-12-25 21:00:00,33,18,0.0,14.5,7,1,0,03:46 AM,06:04 PM,04:50 AM,07:01 PM,14,29,29,25,24,9,66,0.0,1016,25,10,97,14
2019-12-26 00:00:00,34,15,0.0,14.5,7,1,0,04:35 AM,07:03 PM,04:51 AM,07:01 PM,14,19,20,19,17,3,81,0.0,1016,19,10,109,8
2019-12-26 03:00:00,34,15,0.0,14.5,7,1,0,04:35 AM,07:03 PM,04:51 AM,07:01 PM,13,15,15,15,13,2,88,0.0,1017,15,10,102,6
2019-12-26 06:00:00,34,15,0.0,14.5,7,1,0,04:35 AM,07:03 PM,04:51 AM,07:01 PM,13,18,18,18,10,0,73,0.0,1018,18,10,104,6
2019-12-26 09:00:00,34,15,0.0,14.5,7,7,0,04:35 AM,07:03 PM,04:51 AM,07:01 PM,10,25,25,26,7,2,41,0.0,1018,26,10,146,6
2019-12-26 12:00:00,34,15,0.0,14.5,7,8,0,04:35 AM,07:03 PM,04:51 AM,07:01 PM,6,31,31,33,9,4,20,0.0,1016,33,10,162,8
2019-12-26 15:00:00,34,15,0.0,14.5,7,8,0,04:35 AM,07:03 PM,04:51 AM,07:01 PM,5,32,32,34,19,7,16,0.0,1014,34,10,123,16
2019-12-26 18:00:00,34,15,0.0,14.5,7,1,0,04:35 AM,07:03 PM,04:51 AM,07:01 PM,7,32,32,31,28,7,25,0.0,1015,31,10,102,18
2019-12-26 21:00:00,34,15,0.0,14.5,7,1,0,04:35 AM,07:03 PM,04:51 AM,07:01 PM,10,29,29,27,23,5,48,0.0,1017,27,10,99,12
2019-12-27 00:00:00,36,15,0.0,14.5,7,1,0,05:29 AM,07:58 PM,04:52 AM,07:01 PM,11,20,20,20,14,3,67,0.0,1018,20,10,87,7
2019-12-27 03:00:00,36,15,0.0,14.5,7,1,0,05:29 AM,07:58 PM,04:52 AM,07:01 PM,11,15,15,15,11,2,76,0.0,1018,15,10,80,5
2019-12-27 06:00:00,36,15,0.0,14.5,7,1,0,05:29 AM,07:58 PM,04:52 AM,07:01 PM,10,18,18,18,7,1,61,0.0,1020,18,10,55,5
2019-12-27 09:00:00,36,15,0.0,14.5,7,7,0,05:29 AM,07:58 PM,04:52 AM,07:01 PM,9,25,25,26,4,0,35,0.0,1020,26,10,162,4
2019-12-27 12:00:00,36,15,0.0,14.5,7,8,0,05:29 AM,07:58 PM,04:52 AM,07:01 PM,3,31,31,33,6,0,16,0.0,1017,33,10,182,5
2019-12-27 15:00:00,36,15,0.0,14.5,7,9,0,05:29 AM,07:58 PM,04:52 AM,07:01 PM,-2,34,34,35,17,0,9,0.0,1014,35,10,136,14
2019-12-27 18:00:00,36,15,0.0,14.5,7,1,0,05:29 AM,07:58 PM,04:52 AM,07:01 PM,5,34,34,33,28,0,23,0.0,1015,33,10,97,18
2019-12-27 21:00:00,36,15,0.0,14.5,7,1,0,05:29 AM,07:58 PM,04:52 AM,07:01 PM,10,34,34,30,20,0,49,0.0,1018,30,10,68,10
2019-12-28 00:00:00,35,14,0.0,14.5,7,1,8,06:24 AM,08:47 PM,04:52 AM,07:02 PM,12,21,22,21,15,0,71,0.0,1019,21,10,66,7
2019-12-28 03:00:00,35,14,0.0,14.5,7,1,8,06:24 AM,08:47 PM,04:52 AM,07:02 PM,12,15,15,15,14,0,82,0.0,1019,15,10,79,6
2019-12-28 06:00:00,35,14,0.0,14.5,7,1,8,06:24 AM,08:47 PM,04:52 AM,07:02 PM,10,18,18,18,8,0,63,0.0,1020,18,10,71,5
2019-12-28 09:00:00,35,14,0.0,14.5,7,7,8,06:24 AM,08:47 PM,04:52 AM,07:02 PM,7,25,25,27,4,0,32,0.0,1020,27,10,203,3
2019-12-28 12:00:00,35,14,0.0,14.5,7,8,8,06:24 AM,08:47 PM,04:52 AM,07:02 PM,3,30,30,32,3,0,16,0.0,1017,32,10,153,2
2019-12-28 15:00:00,35,14,0.0,14.5,7,8,8,06:24 AM,08:47 PM,04:52 AM,07:02 PM,-1,33,33,35,3,0,11,0.0,1015,35,10,230,3
2019-12-28 18:00:00,35,14,0.0,14.5,7,1,8,06:24 AM,08:47 PM,04:52 AM,07:02 PM,-2,33,33,32,8,0,13,0.0,1015,32,10,108,4
2019-12-28 21:00:00,35,14,0.0,14.5,7,1,8,06:24 AM,08:47 PM,04:52 AM,07:02 PM,4,32,32,30,15,0,31,0.0,1017,30,10,49,7
2019-12-29 00:00:00,37,17,0.0,14.5,8,1,15,07:22 AM,09:30 PM,04:53 AM,07:02 PM,8,22,22,22,12,0,48,0.0,1018,22,10,63,6
2019-12-29 03:00:00,37,17,0.0,14.5,8,1,15,07:22 AM,09:30 PM,04:53 AM,07:02 PM,9,17,17,17,9,0,58,0.0,1018,17,10,58,5
2019-12-29 06:00:00,37,17,0.0,14.5,8,1,15,07:22 AM,09:30 PM,04:53 AM,07:02 PM,10,21,22,21,6,0,52,0.0,1019,21,10,87,4
2019-12-29 09:00:00,37,17,0.0,14.5,8,7,15,07:22 AM,09:30 PM,04:53 AM,07:02 PM,11,28,28,29,7,0,35,0.0,1019,29,10,195,6
2019-12-29 12:00:00,37,17,0.0,14.5,8,9,15,07:22 AM,09:30 PM,04:53 AM,07:02 PM,8,34,34,35,5,0,20,0.0,1016,35,10,263,4
2019-12-29 15:00:00,37,17,0.0,14.5,8,9,15,07:22 AM,09:30 PM,04:53 AM,07:02 PM,5,36,36,37,5,0,13,0.0,1014,37,10,229,4
2019-12-29 18:00:00,37,17,0.0,14.5,8,1,15,07:22 AM,09:30 PM,04:53 AM,07:02 PM,3,38,38,36,7,0,15,0.0,1014,36,10,126,4
2019-12-29 21:00:00,37,17,0.0,14.5,8,1,15,07:22 AM,09:30 PM,04:53 AM,07:02 PM,4,37,37,34,14,0,24,0.0,1016,34,10,68,7
2019-12-30 00:00:00,37,19,0.0,14.5,8,1,22,08:18 AM,10:07 PM,04:54 AM,07:02 PM,6,26,26,25,17,0,35,0.0,1017,25,10,56,8
2019-12-30 03:00:00,37,19,0.0,14.5,8,1,22,08:18 AM,10:07 PM,04:54 AM,07:02 PM,6,19,19,19,12,0,43,0.0,1016,19,10,74,6
2019-12-30 06:00:00,37,19,0.0,14.5,8,1,22,08:18 AM,10:07 PM,04:54 AM,07:02 PM,8,23,23,23,5,0,39,0.0,1017,23,10,46,4
2019-12-30 09:00:00,37,19,0.0,14.5,8,7,22,08:18 AM,10:07 PM,04:54 AM,07:02 PM,8,28,28,29,6,0,28,0.0,1017,29,10,193,5
2019-12-30 12:00:00,37,19,0.0,14.5,8,9,22,08:18 AM,10:07 PM,04:54 AM,07:02 PM,5,34,34,36,5,0,16,0.0,1014,36,10,253,4
2019-12-30 15:00:00,37,19,0.0,14.5,8,9,22,08:18 AM,10:07 PM,04:54 AM,07:02 PM,2,36,36,37,5,0,11,0.0,1010,37,10,254,4
2019-12-30 18:00:00,37,19,0.0,14.5,8,1,22,08:18 AM,10:07 PM,04:54 AM,07:02 PM,2,38,38,36,9,0,15,0.0,1011,36,10,280,5
2019-12-30 21:00:00,37,19,0.0,14.5,8,1,22,08:18 AM,10:07 PM,04:54 AM,07:02 PM,4,37,37,33,14,1,26,0.0,1012,33,10,134,7
2019-12-31 00:00:00,37,18,0.0,14.5,8,1,26,09:14 AM,10:41 PM,04:54 AM,07:03 PM,6,26,26,24,16,2,37,0.0,1013,24,10,59,8
2019-12-31 03:00:00,37,18,0.0,14.5,8,1,26,09:14 AM,10:41 PM,04:54 AM,07:03 PM,8,19,19,19,12,2,49,0.0,1012,19,10,65,6
2019-12-31 06:00:00,37,18,0.0,14.5,8,1,26,09:14 AM,10:41 PM,04:54 AM,07:03 PM,10,22,23,22,10,2,47,0.0,1013,22,10,28,7
2019-12-31 09:00:00,37,18,0.0,14.5,8,7,26,09:14 AM,10:41 PM,04:54 AM,07:03 PM,10,28,28,28,14,2,33,0.0,1013,28,10,217,12
2019-12-31 12:00:00,37,18,0.0,14.5,8,8,26,09:14 AM,10:41 PM,04:54 AM,07:03 PM,9,33,33,34,15,4,22,0.0,1011,34,10,297,13
2019-12-31 15:00:00,37,18,0.0,14.5,8,9,26,09:14 AM,10:41 PM,04:54 AM,07:03 PM,6,35,35,36,17,4,16,0.0,1008,36,10,271,15
2019-12-31 18:00:00,37,18,0.0,14.5,8,1,26,09:14 AM,10:41 PM,04:54 AM,07:03 PM,4,37,37,35,15,3,18,0.0,1009,35,10,279,10
2019-12-31 21:00:00,37,18,0.0,14.5,8,1,26,09:14 AM,10:41 PM,04:54 AM,07:03 PM,4,36,36,32,15,3,25,0.0,1010,32,10,140,7
2020-01-01 00:00:00,38,19,0.0,14.5,8,1,37,10:08 AM,11:12 PM,04:55 AM,07:03 PM,6,27,27,25,16,3,35,0.0,1011,25,10,55,8
2020-01-01 03:00:00,38,19,0.0,14.5,8,1,37,10:08 AM,11:12 PM,04:55 AM,07:03 PM,9,20,21,20,11,5,48,0.0,1012,20,10,66,5
2020-01-01 06:00:00,38,19,0.0,14.5,8,1,37,10:08 AM,11:12 PM,04:55 AM,07:03 PM,12,23,23,23,9,8,51,0.0,1014,23,10,38,7
2020-01-01 09:00:00,38,19,0.0,14.5,8,7,37,10:08 AM,11:12 PM,04:55 AM,07:03 PM,13,29,29,29,11,5,38,0.0,1014,29,10,220,10
2020-01-01 12:00:00,38,19,0.0,14.5,8,9,37,10:08 AM,11:12 PM,04:55 AM,07:03 PM,11,34,34,35,15,3,23,0.0,1012,35,10,290,13
2020-01-01 15:00:00,38,19,0.0,14.5,8,9,37,10:08 AM,11:12 PM,04:55 AM,07:03 PM,9,36,36,38,18,6,18,0.0,1010,38,10,271,15
2020-01-01 18:00:00,38,19,0.0,14.5,8,1,37,10:08 AM,11:12 PM,04:55 AM,07:03 PM,12,39,39,36,32,54,31,0.3,1012,36,10,171,18
2020-01-01 21:00:00,38,19,0.0,14.5,8,1,37,10:08 AM,11:12 PM,04:55 AM,07:03 PM,13,37,37,33,29,78,43,0.3,1013,33,10,85,14
2020-01-02 00:00:00,39,20,0.0,14.5,7,1,44,11:02 AM,11:42 PM,04:56 AM,07:03 PM,14,28,28,26,17,30,52,0.1,1014,26,10,131,8
2020-01-02 03:00:00,39,20,0.0,14.5,7,1,44,11:02 AM,11:42 PM,04:56 AM,07:03 PM,14,21,22,21,15,5,64,0.0,1015,21,10,132,7
2020-01-02 06:00:00,39,20,0.0,14.5,7,1,44,11:02 AM,11:42 PM,04:56 AM,07:03 PM,14,24,24,24,8,4,53,0.0,1017,24,10,84,5
2020-01-02 09:00:00,39,20,0.0,14.5,7,8,44,11:02 AM,11:42 PM,04:56 AM,07:03 PM,13,30,30,31,9,4,35,0.0,1017,31,10,218,8
2020-01-02 12:00:00,39,20,0.0,14.5,7,9,44,11:02 AM,11:42 PM,04:56 AM,07:03 PM,10,36,36,37,14,6,21,0.0,1014,37,10,273,12
2020-01-02 15:00:00,39,20,0.0,14.5,7,9,44,11:02 AM,11:42 PM,04:56 AM,07:03 PM,9,38,38,39,18,6,16,0.0,1012,39,10,249,15
2020-01-02 18:00:00,39,20,0.0,14.5,7,1,44,11:02 AM,11:42 PM,04:56 AM,07:03 PM,14,38,38,36,19,49,44,0.8,1014,36,9,89,12
2020-01-02 21:00:00,39,20,0.0,14.5,7,1,44,11:02 AM,11:42 PM,04:56 AM,07:03 PM,16,36,36,33,17,76,63,1.3,1015,33,9,77,8
2020-01-03 00:00:00,40,20,0.0,14.5,7,1,51,11:55 AM,No moonset,04:56 AM,07:03 PM,15,25,25,25,17,30,70,0.5,1015,25,10,118,8
2020-01-03 03:00:00,40,20,0.0,14.5,7,1,51,11:55 AM,No moonset,04:56 AM,07:03 PM,15,20,20,20,16,7,75,0.0,1015,20,10,117,8
2020-01-03 06:00:00,40,20,0.0,14.5,7,1,51,11:55 AM,No moonset,04:56 AM,07:03 PM,15,24,24,23,8,8,61,0.0,1016,23,10,45,5
2020-01-03 09:00:00,40,20,0.0,14.5,7,8,51,11:55 AM,No moonset,04:56 AM,07:03 PM,14,31,31,31,9,8,38,0.0,1016,31,10,205,8
2020-01-03 12:00:00,40,20,0.0,14.5,7,9,51,11:55 AM,No moonset,04:56 AM,07:03 PM,12,38,38,38,8,8,22,0.0,1013,38,10,277,7
2020-01-03 15:00:00,40,20,0.0,14.5,7,9,51,11:55 AM,No moonset,04:56 AM,07:03 PM,9,39,39,39,10,6,17,0.0,1010,39,10,249,8
2020-01-03 18:00:00,40,20,0.0,14.5,7,1,51,11:55 AM,No moonset,04:56 AM,07:03 PM,10,39,39,37,8,5,23,0.0,1011,37,10,123,5
2020-01-03 21:00:00,40,20,0.0,14.5,7,1,51,11:55 AM,No moonset,04:56 AM,07:03 PM,13,37,37,33,14,6,37,0.0,1012,33,10,55,7
2020-01-04 00:00:00,40,22,0.0,14.5,8,1,59,12:47 PM,12:10 AM,04:57 AM,07:03 PM,14,29,29,27,17,6,49,0.0,1012,27,10,68,8
2020-01-04 03:00:00,40,22,0.0,14.5,8,1,59,12:47 PM,12:10 AM,04:57 AM,07:03 PM,13,25,25,23,9,6,56,0.0,1012,23,10,52,4
2020-01-04 06:00:00,40,22,0.0,14.5,8,1,59,12:47 PM,12:10 AM,04:57 AM,07:03 PM,14,26,26,25,9,5,49,0.0,1014,25,10,16,7
2020-01-04 09:00:00,40,22,0.0,14.5,8,8,59,12:47 PM,12:10 AM,04:57 AM,07:03 PM,13,31,31,32,12,5,32,0.0,1015,32,10,206,10
2020-01-04 12:00:00,40,22,0.0,14.5,8,9,59,12:47 PM,12:10 AM,04:57 AM,07:03 PM,10,37,37,38,14,7,20,0.0,1012,38,10,282,13
2020-01-04 15:00:00,40,22,0.0,14.5,8,9,59,12:47 PM,12:10 AM,04:57 AM,07:03 PM,9,39,39,40,12,5,16,0.0,1009,40,10,261,10
2020-01-04 18:00:00,40,22,0.0,14.5,8,1,59,12:47 PM,12:10 AM,04:57 AM,07:03 PM,8,39,39,37,12,3,19,0.0,1010,37,10,264,7
2020-01-04 21:00:00,40,22,0.0,14.5,8,1,59,12:47 PM,12:10 AM,04:57 AM,07:03 PM,9,37,37,34,18,4,29,0.0,1011,34,10,140,9
2020-01-05 00:00:00,40,23,0.0,14.5,9,1,66,01:42 PM,12:40 AM,04:58 AM,07:04 PM,10,29,29,28,16,4,38,0.0,1011,28,10,66,8
2020-01-05 03:00:00,40,23,0.0,14.5,9,1,66,01:42 PM,12:40 AM,04:58 AM,07:04 PM,10,25,25,24,8,4,44,0.0,1013,24,10,100,4
2020-01-05 06:00:00,40,23,0.0,14.5,9,1,66,01:42 PM,12:40 AM,04:58 AM,07:04 PM,11,26,26,26,5,3,40,0.0,1016,26,10,275,4
2020-01-05 09:00:00,40,23,0.0,14.5,9,8,66,01:42 PM,12:40 AM,04:58 AM,07:04 PM,12,32,32,33,4,3,29,0.0,1017,33,10,305,3
2020-01-05 12:00:00,40,23,0.0,14.5,9,9,66,01:42 PM,12:40 AM,04:58 AM,07:04 PM,10,38,38,38,3,4,19,0.0,1014,38,10,189,2
2020-01-05 15:00:00,40,23,0.0,14.5,9,9,66,01:42 PM,12:40 AM,04:58 AM,07:04 PM,10,40,40,40,8,5,16,0.0,1011,40,10,121,7
2020-01-05 18:00:00,40,23,0.0,14.5,9,1,66,01:42 PM,12:40 AM,04:58 AM,07:04 PM,14,40,40,39,27,54,37,0.1,1013,39,10,108,17
2020-01-05 21:00:00,40,23,0.0,14.5,9,1,66,01:42 PM,12:40 AM,04:58 AM,07:04 PM,17,39,39,35,28,84,63,0.2,1016,35,10,125,17
2020-01-06 00:00:00,37,20,0.0,14.5,7,1,73,02:38 PM,01:12 AM,04:59 AM,07:04 PM,17,29,29,25,22,36,72,0.1,1017,25,10,130,14
2020-01-06 03:00:00,37,20,0.0,14.5,7,1,73,02:38 PM,01:12 AM,04:59 AM,07:04 PM,15,20,21,20,21,10,73,0.0,1017,20,10,108,12
2020-01-06 06:00:00,37,20,0.0,14.5,7,1,73,02:38 PM,01:12 AM,04:59 AM,07:04 PM,15,23,23,22,11,6,65,0.0,1018,22,10,116,8
2020-01-06 09:00:00,37,20,0.0,14.5,7,7,73,02:38 PM,01:12 AM,04:59 AM,07:04 PM,13,29,29,28,7,4,41,0.0,1018,28,10,271,6
2020-01-06 12:00:00,37,20,0.0,14.5,7,8,73,02:38 PM,01:12 AM,04:59 AM,07:04 PM,11,33,33,34,9,6,24,0.0,1015,34,10,318,8
2020-01-06 15:00:00,37,20,0.0,14.5,7,9,73,02:38 PM,01:12 AM,04:59 AM,07:04 PM,9,35,35,37,7,7,19,0.0,1012,37,10,277,6
2020-01-06 18:00:00,37,20,0.0,14.5,7,1,73,02:38 PM,01:12 AM,04:59 AM,07:04 PM,11,36,36,35,17,11,29,0.0,1013,35,10,178,10
2020-01-06 21:00:00,37,20,0.0,14.5,7,1,73,02:38 PM,01:12 AM,04:59 AM,07:04 PM,15,35,35,32,22,14,50,0.0,1015,32,10,103,13
2020-01-07 00:00:00,34,19,0.0,11.2,7,1,80,03:37 PM,01:47 AM,04:59 AM,07:04 PM,17,25,25,24,19,14,71,0.0,1015,24,10,96,10
2020-01-07 03:00:00,34,19,0.0,11.2,7,1,80,03:37 PM,01:47 AM,04:59 AM,07:04 PM,17,20,20,20,15,13,83,0.0,1015,20,10,97,8
2020-01-07 06:00:00,34,19,0.0,11.2,7,1,80,03:37 PM,01:47 AM,04:59 AM,07:04 PM,17,23,23,22,9,8,70,0.0,1016,22,10,71,6
2020-01-07 09:00:00,34,19,0.0,11.2,7,7,80,03:37 PM,01:47 AM,04:59 AM,07:04 PM,16,29,29,28,11,16,49,0.0,1016,28,10,221,10
2020-01-07 12:00:00,34,19,0.0,11.2,7,8,80,03:37 PM,01:47 AM,04:59 AM,07:04 PM,15,33,33,33,11,64,36,0.1,1014,33,10,264,10
2020-01-07 15:00:00,34,19,0.0,11.2,7,6,80,03:37 PM,01:47 AM,04:59 AM,07:04 PM,17,29,29,28,31,86,54,0.6,1012,28,9,121,23
2020-01-07 18:00:00,34,19,0.0,11.2,7,1,80,03:37 PM,01:47 AM,04:59 AM,07:04 PM,17,25,25,23,18,87,72,4.1,1014,23,8,184,13
2020-01-07 21:00:00,34,19,0.0,11.2,7,1,80,03:37 PM,01:47 AM,04:59 AM,07:04 PM,17,21,22,21,12,82,79,6.4,1016,21,7,120,7
2020-01-08 00:00:00,33,19,0.0,14.0,6,1,88,04:37 PM,02:26 AM,05:00 AM,07:04 PM,17,20,20,20,13,49,80,2.2,1015,20,9,108,7
2020-01-08 03:00:00,33,19,0.0,14.0,6,1,88,04:37 PM,02:26 AM,05:00 AM,07:04 PM,15,19,19,19,14,43,77,0.0,1014,19,10,92,7
2020-01-08 06:00:00,33,19,0.0,14.0,6,1,88,04:37 PM,02:26 AM,05:00 AM,07:04 PM,15,21,23,21,6,31,66,0.0,1016,21,10,258,3
2020-01-08 09:00:00,33,19,0.0,14.0,6,7,88,04:37 PM,02:26 AM,05:00 AM,07:04 PM,15,28,28,27,9,19,47,0.0,1016,27,10,314,8
2020-01-08 12:00:00,33,19,0.0,14.0,6,8,88,04:37 PM,02:26 AM,05:00 AM,07:04 PM,15,32,32,32,13,16,35,0.0,1014,32,10,264,11
2020-01-08 15:00:00,33,19,0.0,14.0,6,8,88,04:37 PM,02:26 AM,05:00 AM,07:04 PM,15,33,33,33,9,17,33,0.0,1011,33,10,223,8
2020-01-08 18:00:00,33,19,0.0,14.0,6,1,88,04:37 PM,02:26 AM,05:00 AM,07:04 PM,17,33,33,31,17,60,50,0.5,1013,31,9,131,11
2020-01-08 21:00:00,33,19,0.0,14.0,6,1,88,04:37 PM,02:26 AM,05:00 AM,07:04 PM,18,30,30,28,26,82,72,1.5,1015,28,9,87,16
2020-01-09 00:00:00,35,21,0.0,13.4,7,1,95,05:39 PM,03:11 AM,05:01 AM,07:04 PM,18,26,26,23,19,34,80,0.6,1015,23,10,137,11
2020-01-09 03:00:00,35,21,0.0,13.4,7,1,95,05:39 PM,03:11 AM,05:01 AM,07:04 PM,17,21,22,21,14,13,80,0.0,1014,21,10,137,7
2020-01-09 06:00:00,35,21,0.0,13.4,7,1,95,05:39 PM,03:11 AM,05:01 AM,07:04 PM,17,24,24,22,9,52,73,0.3,1016,22,9,102,5
2020-01-09 09:00:00,35,21,0.0,13.4,7,6,95,05:39 PM,03:11 AM,05:01 AM,07:04 PM,16,29,29,28,9,80,50,0.4,1016,28,9,251,8
2020-01-09 12:00:00,35,21,0.0,13.4,7,7,95,05:39 PM,03:11 AM,05:01 AM,07:04 PM,15,34,34,33,15,33,35,0.1,1014,33,10,307,13
2020-01-09 15:00:00,35,21,0.0,13.4,7,8,95,05:39 PM,03:11 AM,05:01 AM,07:04 PM,15,35,35,35,11,8,30,0.0,1012,35,10,239,9
2020-01-09 18:00:00,35,21,0.0,13.4,7,1,95,05:39 PM,03:11 AM,05:01 AM,07:04 PM,16,36,36,33,32,59,58,0.8,1013,33,9,103,21
2020-01-09 21:00:00,35,21,0.0,13.4,7,1,95,05:39 PM,03:11 AM,05:01 AM,07:04 PM,16,33,33,30,27,75,71,1.3,1015,30,9,103,15
2020-01-10 00:00:00,35,20,0.0,14.0,7,1,100,06:39 PM,04:04 AM,05:02 AM,07:04 PM,15,24,24,23,13,27,71,0.5,1014,23,10,123,7
2020-01-10 03:00:00,35,20,0.0,14.0,7,1,100,06:39 PM,04:04 AM,05:02 AM,07:04 PM,15,20,20,20,12,5,70,0.0,1014,20,10,104,6
2020-01-10 06:00:00,35,20,0.0,14.0,7,1,100,06:39 PM,04:04 AM,05:02 AM,07:04 PM,15,24,24,23,13,6,61,0.0,1015,23,10,266,9
2020-01-10 09:00:00,35,20,0.0,14.0,7,7,100,06:39 PM,04:04 AM,05:02 AM,07:04 PM,16,29,29,28,16,5,49,0.0,1014,28,10,334,14
2020-01-10 12:00:00,35,20,0.0,14.0,7,8,100,06:39 PM,04:04 AM,05:02 AM,07:04 PM,15,34,34,33,19,7,35,0.0,1011,33,10,307,16
2020-01-10 15:00:00,35,20,0.0,14.0,7,9,100,06:39 PM,04:04 AM,05:02 AM,07:04 PM,14,35,35,35,21,8,28,0.0,1008,35,10,290,18
2020-01-10 18:00:00,35,20,0.0,14.0,7,1,100,06:39 PM,04:04 AM,05:02 AM,07:04 PM,14,32,32,32,22,6,33,0.0,1007,32,10,102,14
2020-01-10 21:00:00,35,20,0.0,14.0,7,1,100,06:39 PM,04:04 AM,05:02 AM,07:04 PM,14,29,29,29,21,5,42,0.0,1008,29,10,28,10
2020-01-11 00:00:00,32,24,0.0,14.0,7,1,100,07:36 PM,05:03 AM,05:03 AM,07:04 PM,14,27,27,26,19,4,46,0.0,1007,26,10,22,9
2020-01-11 03:00:00,32,24,0.0,14.0,7,1,100,07:36 PM,05:03 AM,05:03 AM,07:04 PM,15,26,26,25,18,5,57,0.0,1008,25,10,16,10
2020-01-11 06:00:00,32,24,0.0,14.0,7,1,100,07:36 PM,05:03 AM,05:03 AM,07:04 PM,17,26,26,25,19,12,61,0.0,1010,25,10,8,15
2020-01-11 09:00:00,32,24,0.0,14.0,7,7,100,07:36 PM,05:03 AM,05:03 AM,07:04 PM,16,30,30,29,18,17,47,0.0,1010,29,10,219,15
2020-01-11 12:00:00,32,24,0.0,14.0,7,8,100,07:36 PM,05:03 AM,05:03 AM,07:04 PM,16,31,31,31,12,38,39,0.0,1009,31,10,319,10
2020-01-11 15:00:00,32,24,0.0,14.0,7,8,100,07:36 PM,05:03 AM,05:03 AM,07:04 PM,15,32,32,32,13,29,37,0.0,1009,32,10,247,11
