date_time,Nyngan_maxtempC,Nyngan_mintempC,Nyngan_totalSnow_cm,Nyngan_sunHour,Nyngan_uvIndex,Nyngan_uvIndex,Nyngan_moon_illumination,Nyngan_moonrise,Nyngan_moonset,Nyngan_sunrise,Nyngan_sunset,Nyngan_DewPointC,Nyngan_FeelsLikeC,Nyngan_HeatIndexC,Nyngan_WindChillC,Nyngan_WindGustKmph,Nyngan_cloudcover,Nyngan_humidity,Nyngan_precipMM,Nyngan_pressure,Nyngan_tempC,Nyngan_visibility,Nyngan_winddirDegree,Nyngan_windspeedKmph
2020-03-30 12:00:00,27,22,0.0,5.9,6,5,40,11:17 AM,09:47 PM,06:21 AM,06:10 PM,17,26,26,24,20,76,65,0.9,1014,24,9,72,16
2020-03-30 15:00:00,27,22,0.0,5.9,6,6,40,11:17 AM,09:47 PM,06:21 AM,06:10 PM,15,27,27,26,10,76,52,0.2,1013,26,9,228,9
2020-03-30 18:00:00,27,22,0.0,5.9,6,1,40,11:17 AM,09:47 PM,06:21 AM,06:10 PM,15,26,26,25,11,72,54,0.1,1013,25,10,164,6
2020-03-30 21:00:00,27,22,0.0,5.9,6,1,40,11:17 AM,09:47 PM,06:21 AM,06:10 PM,15,25,25,23,19,70,60,0.1,1014,23,10,54,10
2020-03-31 00:00:00,28,19,0.0,11.6,5,1,44,12:14 PM,10:33 PM,06:22 AM,06:08 PM,15,21,22,21,12,27,67,0.0,1014,21,10,176,6
2020-03-31 03:00:00,28,19,0.0,11.6,5,1,44,12:14 PM,10:33 PM,06:22 AM,06:08 PM,14,20,20,20,18,6,65,0.0,1014,20,10,210,9
2020-03-31 06:00:00,28,19,0.0,11.6,5,1,44,12:14 PM,10:33 PM,06:22 AM,06:08 PM,12,20,20,20,24,7,63,0.0,1015,20,10,177,13
2020-03-31 09:00:00,28,19,0.0,11.6,5,6,44,12:14 PM,10:33 PM,06:22 AM,06:08 PM,13,24,24,23,17,9,55,0.0,1017,23,10,154,12
2020-03-31 12:00:00,28,19,0.0,11.6,5,7,44,12:14 PM,10:33 PM,06:22 AM,06:08 PM,12,27,27,26,10,9,41,0.0,1016,26,10,185,9
2020-03-31 15:00:00,28,19,0.0,11.6,5,7,44,12:14 PM,10:33 PM,06:22 AM,06:08 PM,11,27,27,28,9,13,34,0.0,1014,28,10,196,8
2020-03-31 18:00:00,28,19,0.0,11.6,5,1,44,12:14 PM,10:33 PM,06:22 AM,06:08 PM,10,26,26,26,23,15,37,0.0,1014,26,10,157,14
2020-03-31 21:00:00,28,19,0.0,11.6,5,1,44,12:14 PM,10:33 PM,06:22 AM,06:08 PM,10,25,25,24,31,15,41,0.0,1015,24,10,127,17
2020-04-01 00:00:00,30,20,0.0,11.6,7,1,56,01:11 PM,11:27 PM,06:22 AM,06:07 PM,9,22,24,22,30,10,45,0.0,1015,22,10,105,16
2020-04-01 03:00:00,30,20,0.0,11.6,7,1,56,01:11 PM,11:27 PM,06:22 AM,06:07 PM,10,20,22,20,30,9,49,0.0,1015,20,10,97,15
2020-04-01 06:00:00,30,20,0.0,11.6,7,1,56,01:11 PM,11:27 PM,06:22 AM,06:07 PM,10,20,20,20,26,31,52,0.0,1016,20,10,85,14
2020-04-01 09:00:00,30,20,0.0,11.6,7,6,56,01:11 PM,11:27 PM,06:22 AM,06:07 PM,12,24,24,24,26,23,45,0.0,1017,24,10,51,21
2020-04-01 12:00:00,30,20,0.0,11.6,7,7,56,01:11 PM,11:27 PM,06:22 AM,06:07 PM,11,28,28,29,26,12,34,0.0,1016,29,10,38,23
2020-04-01 15:00:00,30,20,0.0,11.6,7,7,56,01:11 PM,11:27 PM,06:22 AM,06:07 PM,11,28,28,29,24,13,31,0.0,1013,29,10,20,21
2020-04-01 18:00:00,30,20,0.0,11.6,7,1,56,01:11 PM,11:27 PM,06:22 AM,06:07 PM,11,27,27,27,24,36,37,0.0,1013,27,10,30,15
2020-04-01 21:00:00,30,20,0.0,11.6,7,1,56,01:11 PM,11:27 PM,06:22 AM,06:07 PM,11,26,26,26,31,47,39,0.0,1013,26,10,54,17
2020-04-02 00:00:00,23,19,0.0,5.9,6,1,64,02:05 PM,No moonset,06:23 AM,06:06 PM,11,25,25,25,32,74,44,0.1,1013,25,9,49,18
2020-04-02 03:00:00,23,19,0.0,5.9,6,1,64,02:05 PM,No moonset,06:23 AM,06:06 PM,15,21,21,21,23,90,69,0.7,1012,21,9,190,15
2020-04-02 06:00:00,23,19,0.0,5.9,6,1,64,02:05 PM,No moonset,06:23 AM,06:06 PM,17,20,20,20,20,87,84,2.9,1012,20,8,93,15
2020-04-02 09:00:00,23,19,0.0,5.9,6,5,64,02:05 PM,No moonset,06:23 AM,06:06 PM,17,21,23,21,27,91,78,5.5,1013,21,7,226,20
2020-04-02 12:00:00,23,19,0.0,5.9,6,5,64,02:05 PM,No moonset,06:23 AM,06:06 PM,17,25,25,22,42,80,73,6.5,1012,22,7,321,24
2020-04-02 15:00:00,23,19,0.0,5.9,6,5,64,02:05 PM,No moonset,06:23 AM,06:06 PM,18,25,25,22,48,76,76,8.4,1011,22,4,305,23
2020-04-02 18:00:00,23,19,0.0,5.9,6,1,64,02:05 PM,No moonset,06:23 AM,06:06 PM,17,21,22,21,28,80,80,3.3,1011,21,7,308,16
2020-04-02 21:00:00,23,19,0.0,5.9,6,1,64,02:05 PM,No moonset,06:23 AM,06:06 PM,17,20,20,20,18,86,83,0.4,1011,20,9,336,12
2020-04-03 00:00:00,21,18,0.0,5.9,4,1,71,02:56 PM,12:26 AM,06:24 AM,06:05 PM,16,19,19,19,19,37,85,0.1,1011,19,10,117,12
2020-04-03 03:00:00,21,18,0.0,5.9,4,1,71,02:56 PM,12:26 AM,06:24 AM,06:05 PM,16,18,18,18,18,24,85,0.0,1009,18,10,25,11
2020-04-03 06:00:00,21,18,0.0,5.9,4,1,71,02:56 PM,12:26 AM,06:24 AM,06:05 PM,16,18,18,18,22,77,86,0.3,1008,18,10,36,14
2020-04-03 09:00:00,21,18,0.0,5.9,4,4,71,02:56 PM,12:26 AM,06:24 AM,06:05 PM,18,20,20,20,30,100,88,2.3,1008,20,8,26,21
2020-04-03 12:00:00,21,18,0.0,5.9,4,5,71,02:56 PM,12:26 AM,06:24 AM,06:05 PM,18,21,21,21,44,100,86,6.4,1006,21,6,226,32
2020-04-03 15:00:00,21,18,0.0,5.9,4,5,71,02:56 PM,12:26 AM,06:24 AM,06:05 PM,17,20,20,20,38,73,81,8.9,1004,20,6,314,27
2020-04-03 18:00:00,21,18,0.0,5.9,4,1,71,02:56 PM,12:26 AM,06:24 AM,06:05 PM,17,19,19,19,14,70,88,5.2,1004,19,7,110,10
2020-04-03 21:00:00,21,18,0.0,5.9,4,1,71,02:56 PM,12:26 AM,06:24 AM,06:05 PM,18,19,19,19,29,82,95,11.1,1003,19,6,32,16
2020-04-04 00:00:00,20,15,0.0,10.2,4,1,79,03:44 PM,01:31 AM,06:24 AM,06:03 PM,18,19,19,19,41,67,94,9.3,1002,19,7,247,25
2020-04-04 03:00:00,20,15,0.0,10.2,4,1,79,03:44 PM,01:31 AM,06:24 AM,06:03 PM,18,20,20,20,40,73,91,7.3,1001,20,7,332,24
2020-04-04 06:00:00,20,15,0.0,10.2,4,1,79,03:44 PM,01:31 AM,06:24 AM,06:03 PM,13,17,17,17,40,75,79,2.8,1004,17,9,264,25
2020-04-04 09:00:00,20,15,0.0,10.2,4,4,79,03:44 PM,01:31 AM,06:24 AM,06:03 PM,10,17,17,17,39,71,65,0.3,1008,17,10,237,31
2020-04-04 12:00:00,20,15,0.0,10.2,4,4,79,03:44 PM,01:31 AM,06:24 AM,06:03 PM,9,19,19,19,34,23,51,0.1,1008,19,10,247,30
2020-04-04 15:00:00,20,15,0.0,10.2,4,6,79,03:44 PM,01:31 AM,06:24 AM,06:03 PM,9,20,20,20,33,8,47,0.0,1009,20,10,251,28
2020-04-04 18:00:00,20,15,0.0,10.2,4,1,79,03:44 PM,01:31 AM,06:24 AM,06:03 PM,8,18,18,18,37,8,51,0.0,1011,18,10,242,27
2020-04-04 21:00:00,20,15,0.0,10.2,4,1,79,03:44 PM,01:31 AM,06:24 AM,06:03 PM,8,16,16,16,24,4,58,0.0,1014,16,10,251,15
2020-04-05 00:00:00,21,13,0.0,11.6,5,1,87,04:26 PM,02:39 AM,06:25 AM,06:02 PM,8,14,15,14,23,7,62,0.0,1014,15,10,272,13
2020-04-05 03:00:00,21,13,0.0,11.6,5,1,87,04:26 PM,02:39 AM,06:25 AM,06:02 PM,7,13,14,13,25,10,65,0.0,1015,14,10,271,14
2020-04-05 06:00:00,21,13,0.0,11.6,5,1,87,04:26 PM,02:39 AM,06:25 AM,06:02 PM,7,12,13,12,23,4,67,0.0,1016,13,10,250,13
2020-04-05 09:00:00,21,13,0.0,11.6,5,5,87,04:26 PM,02:39 AM,06:25 AM,06:02 PM,7,15,16,15,13,1,56,0.0,1018,16,10,225,10
2020-04-05 12:00:00,21,13,0.0,11.6,5,5,87,04:26 PM,02:39 AM,06:25 AM,06:02 PM,6,19,19,19,14,0,43,0.0,1017,19,10,243,13
2020-04-05 15:00:00,21,13,0.0,11.6,5,6,87,04:26 PM,02:39 AM,06:25 AM,06:02 PM,6,21,23,21,21,4,39,0.0,1016,21,10,257,18
2020-04-05 18:00:00,21,13,0.0,11.6,5,1,87,04:26 PM,02:39 AM,06:25 AM,06:02 PM,7,19,20,19,22,2,46,0.0,1017,19,10,247,14
2020-04-05 21:00:00,21,13,0.0,11.6,5,1,87,04:26 PM,02:39 AM,06:25 AM,06:02 PM,8,17,17,17,23,0,54,0.0,1019,17,10,235,13
2020-04-06 00:00:00,21,14,0.0,11.6,5,1,94,05:07 PM,03:49 AM,06:26 AM,06:01 PM,8,16,16,16,21,1,60,0.0,1019,16,10,214,11
2020-04-06 03:00:00,21,14,0.0,11.6,5,1,94,05:07 PM,03:49 AM,06:26 AM,06:01 PM,8,15,15,15,16,3,66,0.0,1019,15,10,181,8
2020-04-06 06:00:00,21,14,0.0,11.6,5,1,94,05:07 PM,03:49 AM,06:26 AM,06:01 PM,9,14,14,14,12,8,70,0.0,1020,14,10,168,6
2020-04-06 09:00:00,21,14,0.0,11.6,5,5,94,05:07 PM,03:49 AM,06:26 AM,06:01 PM,9,17,17,17,10,7,59,0.0,1021,17,10,185,8
2020-04-06 12:00:00,21,14,0.0,11.6,5,6,94,05:07 PM,03:49 AM,06:26 AM,06:01 PM,9,20,22,20,13,15,47,0.0,1020,20,10,193,12
2020-04-06 15:00:00,21,14,0.0,11.6,5,6,94,05:07 PM,03:49 AM,06:26 AM,06:01 PM,9,21,24,21,17,18,45,0.0,1018,21,10,201,14
2020-04-06 18:00:00,21,14,0.0,11.6,5,1,94,05:07 PM,03:49 AM,06:26 AM,06:01 PM,10,20,21,20,21,33,50,0.0,1019,20,10,190,15
2020-04-06 21:00:00,21,14,0.0,11.6,5,1,94,05:07 PM,03:49 AM,06:26 AM,06:01 PM,10,19,19,19,26,29,57,0.0,1020,19,10,172,18
2020-04-07 00:00:00,21,14,0.0,10.2,5,1,100,05:45 PM,04:59 AM,06:26 AM,06:00 PM,9,17,17,17,27,15,62,0.0,1020,17,10,172,17
2020-04-07 03:00:00,21,14,0.0,10.2,5,1,100,05:45 PM,04:59 AM,06:26 AM,06:00 PM,9,14,15,14,26,7,66,0.0,1019,15,10,165,15
2020-04-07 06:00:00,21,14,0.0,10.2,5,1,100,05:45 PM,04:59 AM,06:26 AM,06:00 PM,9,13,14,13,24,57,69,0.0,1019,14,10,153,14
2020-04-07 09:00:00,21,14,0.0,10.2,5,4,100,05:45 PM,04:59 AM,06:26 AM,06:00 PM,11,16,17,16,19,64,66,0.0,1020,17,10,128,15
2020-04-07 12:00:00,21,14,0.0,10.2,5,5,100,05:45 PM,04:59 AM,06:26 AM,06:00 PM,11,19,19,19,10,22,57,0.0,1019,19,10,162,8
2020-04-07 15:00:00,21,14,0.0,10.2,5,6,100,05:45 PM,04:59 AM,06:26 AM,06:00 PM,10,21,23,21,8,14,49,0.0,1017,21,10,194,6
2020-04-07 18:00:00,21,14,0.0,10.2,5,1,100,05:45 PM,04:59 AM,06:26 AM,06:00 PM,11,20,21,20,20,10,57,0.0,1018,20,10,194,13
2020-04-07 21:00:00,21,14,0.0,10.2,5,1,100,05:45 PM,04:59 AM,06:26 AM,06:00 PM,11,18,18,18,25,15,64,0.0,1019,18,10,182,14
2020-04-08 00:00:00,23,15,0.0,8.7,5,1,100,06:23 PM,06:09 AM,06:27 AM,05:59 PM,11,17,17,17,29,15,69,0.0,1018,17,10,183,17
2020-04-08 03:00:00,23,15,0.0,8.7,5,1,100,06:23 PM,06:09 AM,06:27 AM,05:59 PM,10,15,15,15,27,35,71,0.0,1018,15,10,175,17
2020-04-08 06:00:00,23,15,0.0,8.7,5,1,100,06:23 PM,06:09 AM,06:27 AM,05:59 PM,11,14,15,14,19,30,78,0.0,1018,15,10,159,12
2020-04-08 09:00:00,23,15,0.0,8.7,5,5,100,06:23 PM,06:09 AM,06:27 AM,05:59 PM,12,18,18,18,13,33,70,0.0,1019,18,10,92,10
2020-04-08 12:00:00,23,15,0.0,8.7,5,6,100,06:23 PM,06:09 AM,06:27 AM,05:59 PM,12,21,23,21,9,60,56,0.0,1019,21,10,42,7
2020-04-08 15:00:00,23,15,0.0,8.7,5,5,100,06:23 PM,06:09 AM,06:27 AM,05:59 PM,11,25,25,23,5,48,46,0.0,1017,23,10,34,4
2020-04-08 18:00:00,23,15,0.0,8.7,5,1,100,06:23 PM,06:09 AM,06:27 AM,05:59 PM,11,22,25,22,6,45,51,0.0,1018,22,10,125,4
2020-04-08 21:00:00,23,15,0.0,8.7,5,1,100,06:23 PM,06:09 AM,06:27 AM,05:59 PM,12,21,22,21,15,48,58,0.0,1019,21,10,149,9
2020-04-09 00:00:00,19,17,0.0,4.2,5,1,83,07:02 PM,07:19 AM,06:28 AM,05:58 PM,13,19,19,19,31,58,69,0.0,1019,19,10,111,20
2020-04-09 03:00:00,19,17,0.0,4.2,5,1,83,07:02 PM,07:19 AM,06:28 AM,05:58 PM,13,18,18,18,33,65,75,0.0,1020,18,10,96,22
2020-04-09 06:00:00,19,17,0.0,4.2,5,1,83,07:02 PM,07:19 AM,06:28 AM,05:58 PM,13,17,17,17,35,77,78,1.1,1021,17,9,95,23
2020-04-09 09:00:00,19,17,0.0,4.2,5,4,83,07:02 PM,07:19 AM,06:28 AM,05:58 PM,14,18,18,18,40,94,76,1.3,1022,18,10,79,29
2020-04-09 12:00:00,19,17,0.0,4.2,5,4,83,07:02 PM,07:19 AM,06:28 AM,05:58 PM,15,19,19,19,45,76,78,1.2,1021,19,10,68,34
2020-04-09 15:00:00,19,17,0.0,4.2,5,4,83,07:02 PM,07:19 AM,06:28 AM,05:58 PM,16,19,19,19,45,70,82,0.4,1019,19,10,68,32
2020-04-09 18:00:00,19,17,0.0,4.2,5,1,83,07:02 PM,07:19 AM,06:28 AM,05:58 PM,16,18,18,18,45,83,88,2.0,1019,18,8,70,29
2020-04-09 21:00:00,19,17,0.0,4.2,5,1,83,07:02 PM,07:19 AM,06:28 AM,05:58 PM,16,17,17,17,43,82,93,5.8,1020,17,7,80,27
2020-04-10 00:00:00,24,17,0.0,7.2,5,1,76,07:43 PM,08:29 AM,06:28 AM,05:56 PM,16,17,17,17,34,88,93,2.9,1020,17,9,69,22
2020-04-10 03:00:00,24,17,0.0,7.2,5,1,76,07:43 PM,08:29 AM,06:28 AM,05:56 PM,16,17,17,17,26,87,94,2.0,1018,17,8,35,17
2020-04-10 06:00:00,24,17,0.0,7.2,5,1,76,07:43 PM,08:29 AM,06:28 AM,05:56 PM,16,17,17,17,26,75,95,3.3,1018,17,7,236,16
2020-04-10 09:00:00,24,17,0.0,7.2,5,4,76,07:43 PM,08:29 AM,06:28 AM,05:56 PM,15,20,22,20,31,74,75,4.7,1019,20,7,318,17
2020-04-10 12:00:00,24,17,0.0,7.2,5,5,76,07:43 PM,08:29 AM,06:28 AM,05:56 PM,12,25,25,23,32,28,49,1.7,1016,23,9,279,24
2020-04-10 15:00:00,24,17,0.0,7.2,5,6,76,07:43 PM,08:29 AM,06:28 AM,05:56 PM,9,25,25,23,32,7,39,0.0,1014,23,10,257,26
2020-04-10 18:00:00,24,17,0.0,7.2,5,1,76,07:43 PM,08:29 AM,06:28 AM,05:56 PM,9,21,21,21,29,5,49,0.0,1014,21,10,250,18
2020-04-10 21:00:00,24,17,0.0,7.2,5,1,76,07:43 PM,08:29 AM,06:28 AM,05:56 PM,10,19,19,19,27,5,59,0.0,1015,19,10,253,14
2020-04-11 00:00:00,25,16,0.0,8.7,6,1,68,08:28 PM,09:39 AM,06:29 AM,05:55 PM,11,17,17,17,21,24,66,0.0,1014,17,10,257,11
2020-04-11 03:00:00,25,16,0.0,8.7,6,1,68,08:28 PM,09:39 AM,06:29 AM,05:55 PM,10,16,16,16,23,11,67,0.0,1013,16,10,285,11
2020-04-11 06:00:00,25,16,0.0,8.7,6,1,68,08:28 PM,09:39 AM,06:29 AM,05:55 PM,9,16,16,16,34,0,65,0.0,1012,16,10,307,17
2020-04-11 09:00:00,25,16,0.0,8.7,6,6,68,08:28 PM,09:39 AM,06:29 AM,05:55 PM,7,20,21,20,38,2,45,0.0,1012,20,10,284,28
2020-04-11 12:00:00,25,16,0.0,8.7,6,6,68,08:28 PM,09:39 AM,06:29 AM,05:55 PM,6,24,24,24,44,5,31,0.0,1010,24,10,260,38
2020-04-11 15:00:00,25,16,0.0,8.7,6,6,68,08:28 PM,09:39 AM,06:29 AM,05:55 PM,9,25,25,24,44,4,41,0.0,1009,24,10,244,37
2020-04-11 18:00:00,25,16,0.0,8.7,6,1,68,08:28 PM,09:39 AM,06:29 AM,05:55 PM,8,21,24,21,43,1,49,0.0,1011,21,10,231,30
2020-04-11 21:00:00,25,16,0.0,8.7,6,1,68,08:28 PM,09:39 AM,06:29 AM,05:55 PM,7,17,18,17,36,0,53,0.0,1014,17,10,220,22
2020-04-12 00:00:00,19,10,0.0,8.7,5,1,61,09:17 PM,10:46 AM,06:30 AM,05:54 PM,5,13,14,13,30,0,54,0.0,1015,14,10,209,18
2020-04-12 03:00:00,19,10,0.0,8.7,5,1,61,09:17 PM,10:46 AM,06:30 AM,05:54 PM,4,10,12,10,25,2,57,0.0,1015,12,10,192,15
2020-04-12 06:00:00,19,10,0.0,8.7,5,1,61,09:17 PM,10:46 AM,06:30 AM,05:54 PM,4,9,11,9,23,1,63,0.0,1016,11,10,186,14
2020-04-12 09:00:00,19,10,0.0,8.7,5,4,61,09:17 PM,10:46 AM,06:30 AM,05:54 PM,4,12,13,12,22,0,55,0.0,1018,13,10,185,18
2020-04-12 12:00:00,19,10,0.0,8.7,5,5,61,09:17 PM,10:46 AM,06:30 AM,05:54 PM,4,16,17,16,21,0,42,0.0,1018,17,10,183,18
2020-04-12 15:00:00,19,10,0.0,8.7,5,5,61,09:17 PM,10:46 AM,06:30 AM,05:54 PM,3,19,19,19,17,0,36,0.0,1017,19,10,184,14
2020-04-12 18:00:00,19,10,0.0,8.7,5,1,61,09:17 PM,10:46 AM,06:30 AM,05:54 PM,4,17,17,17,21,0,42,0.0,1018,17,10,180,12
2020-04-12 21:00:00,19,10,0.0,8.7,5,1,61,09:17 PM,10:46 AM,06:30 AM,05:54 PM,5,14,15,14,25,0,52,0.0,1019,15,10,173,13
2020-04-13 00:00:00,21,12,0.0,7.2,5,1,53,10:10 PM,11:50 AM,06:30 AM,05:53 PM,6,13,14,13,24,22,59,0.0,1019,14,10,158,12
2020-04-13 03:00:00,21,12,0.0,7.2,5,1,53,10:10 PM,11:50 AM,06:30 AM,05:53 PM,6,12,13,12,20,32,64,0.0,1019,13,10,155,10
2020-04-13 06:00:00,21,12,0.0,7.2,5,1,53,10:10 PM,11:50 AM,06:30 AM,05:53 PM,7,12,12,12,13,52,69,0.0,1020,12,10,143,7
2020-04-13 09:00:00,21,12,0.0,7.2,5,4,53,10:10 PM,11:50 AM,06:30 AM,05:53 PM,7,15,15,15,8,87,57,0.0,1021,15,10,133,6
2020-04-13 12:00:00,21,12,0.0,7.2,5,4,53,10:10 PM,11:50 AM,06:30 AM,05:53 PM,6,19,19,19,10,37,42,0.0,1020,19,10,120,8
2020-04-13 15:00:00,21,12,0.0,7.2,5,6,53,10:10 PM,11:50 AM,06:30 AM,05:53 PM,5,21,22,21,12,3,35,0.0,1019,21,10,112,9
2020-04-13 18:00:00,21,12,0.0,7.2,5,1,53,10:10 PM,11:50 AM,06:30 AM,05:53 PM,6,19,19,19,16,2,43,0.0,1020,19,10,107,9
2020-04-13 21:00:00,21,12,0.0,7.2,5,1,53,10:10 PM,11:50 AM,06:30 AM,05:53 PM,6,16,16,16,15,6,49,0.0,1021,16,10,104,7
2020-04-14 00:00:00,24,13,0.0,8.7,6,1,46,11:06 PM,12:47 PM,06:31 AM,05:52 PM,5,15,15,15,19,3,49,0.0,1022,15,10,114,9
2020-04-14 03:00:00,24,13,0.0,8.7,6,1,46,11:06 PM,12:47 PM,06:31 AM,05:52 PM,5,14,14,14,24,0,52,0.0,1022,14,10,122,11
2020-04-14 06:00:00,24,13,0.0,8.7,6,1,46,11:06 PM,12:47 PM,06:31 AM,05:52 PM,6,13,13,13,19,0,59,0.0,1023,13,10,123,9
2020-04-14 09:00:00,24,13,0.0,8.7,6,5,46,11:06 PM,12:47 PM,06:31 AM,05:52 PM,8,17,17,17,14,0,54,0.0,1024,17,10,87,10
2020-04-14 12:00:00,24,13,0.0,8.7,6,6,46,11:06 PM,12:47 PM,06:31 AM,05:52 PM,10,23,23,22,12,0,45,0.0,1023,22,10,45,10
2020-04-14 15:00:00,24,13,0.0,8.7,6,6,46,11:06 PM,12:47 PM,06:31 AM,05:52 PM,9,25,25,24,9,0,39,0.0,1022,24,10,89,7
2020-04-14 18:00:00,24,13,0.0,8.7,6,1,46,11:06 PM,12:47 PM,06:31 AM,05:52 PM,9,22,22,22,14,0,46,0.0,1023,22,10,113,8
2020-04-14 21:00:00,24,13,0.0,8.7,6,1,46,11:06 PM,12:47 PM,06:31 AM,05:52 PM,10,19,19,19,19,0,54,0.0,1024,19,10,109,9
2020-04-15 00:00:00,26,16,0.0,8.7,6,1,38,No moonrise,01:37 PM,06:32 AM,05:51 PM,9,18,18,18,23,2,56,0.0,1023,18,10,109,11
2020-04-15 03:00:00,26,16,0.0,8.7,6,1,38,No moonrise,01:37 PM,06:32 AM,05:51 PM,9,17,17,17,24,10,59,0.0,1023,17,10,97,11
2020-04-15 06:00:00,26,16,0.0,8.7,6,1,38,No moonrise,01:37 PM,06:32 AM,05:51 PM,10,16,16,16,23,10,65,0.0,1023,16,10,78,11
2020-04-15 09:00:00,26,16,0.0,8.7,6,6,38,No moonrise,01:37 PM,06:32 AM,05:51 PM,11,20,22,20,20,6,57,0.0,1024,20,10,39,14
2020-04-15 12:00:00,26,16,0.0,8.7,6,6,38,No moonrise,01:37 PM,06:32 AM,05:51 PM,11,25,25,25,19,2,43,0.0,1022,25,10,9,17
2020-04-15 15:00:00,26,16,0.0,8.7,6,7,38,No moonrise,01:37 PM,06:32 AM,05:51 PM,10,26,26,26,19,1,37,0.0,1020,26,10,4,15
2020-04-15 18:00:00,26,16,0.0,8.7,6,1,38,No moonrise,01:37 PM,06:32 AM,05:51 PM,10,25,25,24,22,1,44,0.0,1019,24,10,13,12
2020-04-15 21:00:00,26,16,0.0,8.7,6,1,38,No moonrise,01:37 PM,06:32 AM,05:51 PM,11,21,22,21,30,3,50,0.0,1019,21,10,18,14
2020-04-16 00:00:00,30,18,0.0,8.7,7,1,30,12:03 AM,02:21 PM,06:32 AM,05:49 PM,10,20,20,20,34,5,54,0.0,1018,20,10,14,16
2020-04-16 03:00:00,30,18,0.0,8.7,7,1,30,12:03 AM,02:21 PM,06:32 AM,05:49 PM,10,19,19,19,34,4,55,0.0,1017,19,10,7,16
2020-04-16 06:00:00,30,18,0.0,8.7,7,1,30,12:03 AM,02:21 PM,06:32 AM,05:49 PM,10,18,18,18,36,22,59,0.0,1016,18,10,5,17
2020-04-16 09:00:00,30,18,0.0,8.7,7,6,30,12:03 AM,02:21 PM,06:32 AM,05:49 PM,10,23,23,22,35,13,47,0.0,1016,22,10,229,25
2020-04-16 12:00:00,30,18,0.0,8.7,7,7,30,12:03 AM,02:21 PM,06:32 AM,05:49 PM,10,27,27,28,30,6,34,0.0,1014,28,10,330,26
2020-04-16 15:00:00,30,18,0.0,8.7,7,7,30,12:03 AM,02:21 PM,06:32 AM,05:49 PM,10,29,29,30,29,10,30,0.0,1011,30,10,318,23
2020-04-16 18:00:00,30,18,0.0,8.7,7,1,30,12:03 AM,02:21 PM,06:32 AM,05:49 PM,11,31,31,28,35,10,38,0.0,1011,28,10,338,20
2020-04-16 21:00:00,30,18,0.0,8.7,7,1,30,12:03 AM,02:21 PM,06:32 AM,05:49 PM,11,27,27,25,33,6,44,0.0,1012,25,10,330,17
2020-04-17 00:00:00,22,16,0.0,8.7,5,1,23,01:00 AM,03:00 PM,06:33 AM,05:48 PM,9,22,22,22,31,5,45,0.0,1012,22,10,234,15
2020-04-17 03:00:00,22,16,0.0,8.7,5,1,23,01:00 AM,03:00 PM,06:33 AM,05:48 PM,10,19,19,19,32,7,56,0.0,1012,19,10,191,17
2020-04-17 06:00:00,22,16,0.0,8.7,5,1,23,01:00 AM,03:00 PM,06:33 AM,05:48 PM,10,17,17,17,34,17,63,0.0,1014,17,10,190,21
2020-04-17 09:00:00,22,16,0.0,8.7,5,5,23,01:00 AM,03:00 PM,06:33 AM,05:48 PM,9,19,19,19,28,9,54,0.0,1016,19,10,188,22
2020-04-17 12:00:00,22,16,0.0,8.7,5,6,23,01:00 AM,03:00 PM,06:33 AM,05:48 PM,8,21,22,21,26,23,42,0.0,1015,21,10,199,23
2020-04-17 15:00:00,22,16,0.0,8.7,5,6,23,01:00 AM,03:00 PM,06:33 AM,05:48 PM,6,22,24,22,26,50,36,0.0,1014,22,10,201,21
2020-04-17 18:00:00,22,16,0.0,8.7,5,1,23,01:00 AM,03:00 PM,06:33 AM,05:48 PM,6,19,20,19,30,81,43,0.0,1015,19,10,198,18
2020-04-17 21:00:00,22,16,0.0,8.7,5,1,23,01:00 AM,03:00 PM,06:33 AM,05:48 PM,5,16,16,16,31,75,47,0.0,1016,16,10,192,17
2020-04-18 00:00:00,21,12,0.0,8.7,4,1,15,01:56 AM,03:34 PM,06:34 AM,05:47 PM,4,14,15,14,28,28,50,0.0,1016,15,10,196,15
2020-04-18 03:00:00,21,12,0.0,8.7,4,1,15,01:56 AM,03:34 PM,06:34 AM,05:47 PM,5,12,13,12,26,3,56,0.0,1015,13,10,187,14
2020-04-18 06:00:00,21,12,0.0,8.7,4,1,15,01:56 AM,03:34 PM,06:34 AM,05:47 PM,5,11,12,11,23,0,62,0.0,1015,12,10,179,12
2020-04-18 09:00:00,21,12,0.0,8.7,4,5,15,01:56 AM,03:34 PM,06:34 AM,05:47 PM,6,15,16,15,16,0,52,0.0,1016,16,10,181,12
2020-04-18 12:00:00,21,12,0.0,8.7,4,5,15,01:56 AM,03:34 PM,06:34 AM,05:47 PM,5,19,19,19,14,0,39,0.0,1015,19,10,192,12
2020-04-18 15:00:00,21,12,0.0,8.7,4,6,15,01:56 AM,03:34 PM,06:34 AM,05:47 PM,3,21,22,21,13,0,32,0.0,1013,21,10,203,11
2020-04-18 18:00:00,21,12,0.0,8.7,4,1,15,01:56 AM,03:34 PM,06:34 AM,05:47 PM,4,19,19,19,19,5,38,0.0,1013,19,10,195,11
2020-04-18 21:00:00,21,12,0.0,8.7,4,1,15,01:56 AM,03:34 PM,06:34 AM,05:47 PM,5,16,16,16,27,9,47,0.0,1014,16,10,199,13
