date_time,Parkes_maxtempC,Parkes_mintempC,Parkes_totalSnow_cm,Parkes_sunHour,Parkes_uvIndex,Parkes_uvIndex,Parkes_moon_illumination,Parkes_moonrise,Parkes_moonset,Parkes_sunrise,Parkes_sunset,Parkes_DewPointC,Parkes_FeelsLikeC,Parkes_HeatIndexC,Parkes_WindChillC,Parkes_WindGustKmph,Parkes_cloudcover,Parkes_humidity,Parkes_precipMM,Parkes_pressure,Parkes_tempC,Parkes_visibility,Parkes_winddirDegree,Parkes_windspeedKmph
2020-03-10 12:00:00,25,17,0.0,10.2,5,6,100,07:13 PM,06:09 AM,06:03 AM,06:31 PM,11,25,25,24,9,58,46,0.1,1019,24,10,113,8
2020-03-10 15:00:00,25,17,0.0,10.2,5,5,100,07:13 PM,06:09 AM,06:03 AM,06:31 PM,10,25,25,24,10,79,41,0.1,1017,24,10,140,9
2020-03-10 18:00:00,25,17,0.0,10.2,5,1,100,07:13 PM,06:09 AM,06:03 AM,06:31 PM,10,25,25,22,14,42,45,0.0,1017,22,10,136,9
2020-03-10 21:00:00,25,17,0.0,10.2,5,1,100,07:13 PM,06:09 AM,06:03 AM,06:31 PM,9,20,21,20,18,15,49,0.0,1019,20,10,93,9
2020-03-11 00:00:00,27,16,0.0,11.6,6,1,84,07:50 PM,07:21 AM,06:04 AM,06:30 PM,10,18,18,18,23,13,61,0.0,1020,18,10,63,14
2020-03-11 03:00:00,27,16,0.0,11.6,6,1,84,07:50 PM,07:21 AM,06:04 AM,06:30 PM,10,17,17,17,24,11,66,0.0,1020,17,10,65,15
2020-03-11 06:00:00,27,16,0.0,11.6,6,1,84,07:50 PM,07:21 AM,06:04 AM,06:30 PM,10,17,17,17,20,10,66,0.0,1022,17,10,76,13
2020-03-11 09:00:00,27,16,0.0,11.6,6,6,84,07:50 PM,07:21 AM,06:04 AM,06:30 PM,10,21,22,21,17,8,50,0.0,1022,21,10,72,13
2020-03-11 12:00:00,27,16,0.0,11.6,6,7,84,07:50 PM,07:21 AM,06:04 AM,06:30 PM,6,25,25,25,15,6,31,0.0,1020,25,10,78,13
2020-03-11 15:00:00,27,16,0.0,11.6,6,7,84,07:50 PM,07:21 AM,06:04 AM,06:30 PM,5,25,25,27,14,10,25,0.0,1019,27,10,79,12
2020-03-11 18:00:00,27,16,0.0,11.6,6,1,84,07:50 PM,07:21 AM,06:04 AM,06:30 PM,7,25,25,24,18,11,33,0.0,1019,24,10,78,11
2020-03-11 21:00:00,27,16,0.0,11.6,6,1,84,07:50 PM,07:21 AM,06:04 AM,06:30 PM,10,21,21,21,32,8,53,0.0,1021,21,10,66,22
2020-03-12 00:00:00,26,16,0.0,11.6,6,1,76,08:26 PM,08:31 AM,06:04 AM,06:29 PM,11,18,18,18,36,6,61,0.0,1022,18,10,63,24
2020-03-12 03:00:00,26,16,0.0,11.6,6,1,76,08:26 PM,08:31 AM,06:04 AM,06:29 PM,10,17,17,17,28,6,63,0.0,1022,17,10,67,18
2020-03-12 06:00:00,26,16,0.0,11.6,6,1,76,08:26 PM,08:31 AM,06:04 AM,06:29 PM,10,16,16,16,20,4,67,0.0,1023,16,10,72,13
2020-03-12 09:00:00,26,16,0.0,11.6,6,6,76,08:26 PM,08:31 AM,06:04 AM,06:29 PM,11,20,22,20,18,1,56,0.0,1024,20,10,62,14
2020-03-12 12:00:00,26,16,0.0,11.6,6,6,76,08:26 PM,08:31 AM,06:04 AM,06:29 PM,10,25,25,25,13,15,40,0.0,1022,25,10,45,11
2020-03-12 15:00:00,26,16,0.0,11.6,6,7,76,08:26 PM,08:31 AM,06:04 AM,06:29 PM,9,26,26,26,8,22,33,0.0,1019,26,10,226,6
2020-03-12 18:00:00,26,16,0.0,11.6,6,1,76,08:26 PM,08:31 AM,06:04 AM,06:29 PM,9,25,25,24,3,14,39,0.0,1019,24,10,217,2
2020-03-12 21:00:00,26,16,0.0,11.6,6,1,76,08:26 PM,08:31 AM,06:04 AM,06:29 PM,11,24,24,22,15,21,48,0.0,1020,22,10,93,10
2020-03-13 00:00:00,26,16,0.0,11.6,6,1,69,09:05 PM,09:41 AM,06:05 AM,06:27 PM,11,19,20,19,25,20,58,0.0,1020,19,10,56,17
2020-03-13 03:00:00,26,16,0.0,11.6,6,1,69,09:05 PM,09:41 AM,06:05 AM,06:27 PM,9,17,17,17,21,12,59,0.0,1019,17,10,55,14
2020-03-13 06:00:00,26,16,0.0,11.6,6,1,69,09:05 PM,09:41 AM,06:05 AM,06:27 PM,8,16,16,16,16,10,59,0.0,1020,16,10,51,10
2020-03-13 09:00:00,26,16,0.0,11.6,6,6,69,09:05 PM,09:41 AM,06:05 AM,06:27 PM,7,20,21,20,14,10,43,0.0,1020,20,10,26,11
2020-03-13 12:00:00,26,16,0.0,11.6,6,7,69,09:05 PM,09:41 AM,06:05 AM,06:27 PM,7,25,25,25,8,9,31,0.0,1017,25,10,188,7
2020-03-13 15:00:00,26,16,0.0,11.6,6,7,69,09:05 PM,09:41 AM,06:05 AM,06:27 PM,6,25,25,26,9,7,28,0.0,1015,26,10,243,8
2020-03-13 18:00:00,26,16,0.0,11.6,6,1,69,09:05 PM,09:41 AM,06:05 AM,06:27 PM,7,25,25,24,6,8,34,0.0,1014,24,10,215,5
2020-03-13 21:00:00,26,16,0.0,11.6,6,1,69,09:05 PM,09:41 AM,06:05 AM,06:27 PM,7,22,24,22,13,10,39,0.0,1014,22,10,92,6
2020-03-14 00:00:00,26,16,0.0,7.5,6,1,62,09:46 PM,10:49 AM,06:06 AM,06:26 PM,7,21,21,21,18,12,42,0.0,1013,21,10,25,9
2020-03-14 03:00:00,26,16,0.0,7.5,6,1,62,09:46 PM,10:49 AM,06:06 AM,06:26 PM,7,20,20,20,17,19,45,0.0,1012,20,10,13,8
2020-03-14 06:00:00,26,16,0.0,7.5,6,1,62,09:46 PM,10:49 AM,06:06 AM,06:26 PM,8,19,19,19,16,24,46,0.0,1013,19,10,14,8
2020-03-14 09:00:00,26,16,0.0,7.5,6,6,62,09:46 PM,10:49 AM,06:06 AM,06:26 PM,9,23,23,23,14,40,40,0.0,1014,23,10,227,10
2020-03-14 12:00:00,26,16,0.0,7.5,6,7,62,09:46 PM,10:49 AM,06:06 AM,06:26 PM,11,26,26,25,6,74,41,0.3,1014,25,10,309,5
2020-03-14 15:00:00,26,16,0.0,7.5,6,5,62,09:46 PM,10:49 AM,06:06 AM,06:26 PM,12,25,25,24,15,63,49,0.8,1013,24,10,135,12
2020-03-14 18:00:00,26,16,0.0,7.5,6,1,62,09:46 PM,10:49 AM,06:06 AM,06:26 PM,12,20,21,20,26,60,59,0.5,1015,20,10,73,19
2020-03-14 21:00:00,26,16,0.0,7.5,6,1,62,09:46 PM,10:49 AM,06:06 AM,06:26 PM,9,17,17,17,25,69,63,0.3,1017,17,9,100,19
2020-03-15 00:00:00,25,13,0.0,11.6,5,1,55,10:30 PM,11:56 AM,06:07 AM,06:25 PM,8,14,15,14,22,45,63,0.1,1018,15,10,114,16
2020-03-15 03:00:00,25,13,0.0,11.6,5,1,55,10:30 PM,11:56 AM,06:07 AM,06:25 PM,6,12,13,12,18,36,61,0.0,1019,13,10,117,13
2020-03-15 06:00:00,25,13,0.0,11.6,5,1,55,10:30 PM,11:56 AM,06:07 AM,06:25 PM,6,12,13,12,16,23,64,0.0,1020,13,10,127,11
2020-03-15 09:00:00,25,13,0.0,11.6,5,5,55,10:30 PM,11:56 AM,06:07 AM,06:25 PM,7,17,17,17,16,7,52,0.0,1020,17,10,123,13
2020-03-15 12:00:00,25,13,0.0,11.6,5,6,55,10:30 PM,11:56 AM,06:07 AM,06:25 PM,6,22,22,22,12,10,36,0.0,1020,22,10,115,10
2020-03-15 15:00:00,25,13,0.0,11.6,5,6,55,10:30 PM,11:56 AM,06:07 AM,06:25 PM,6,24,24,24,12,11,31,0.0,1018,24,10,99,11
2020-03-15 18:00:00,25,13,0.0,11.6,5,1,55,10:30 PM,11:56 AM,06:07 AM,06:25 PM,8,22,22,22,21,12,41,0.0,1019,22,10,83,14
2020-03-15 21:00:00,25,13,0.0,11.6,5,1,55,10:30 PM,11:56 AM,06:07 AM,06:25 PM,9,18,18,18,27,14,55,0.0,1022,18,10,84,19
2020-03-16 00:00:00,24,14,0.0,11.6,6,1,47,11:19 PM,01:00 PM,06:07 AM,06:23 PM,8,15,16,15,24,12,60,0.0,1023,16,10,91,17
2020-03-16 03:00:00,24,14,0.0,11.6,6,1,47,11:19 PM,01:00 PM,06:07 AM,06:23 PM,8,13,14,13,19,6,67,0.0,1023,14,10,118,12
2020-03-16 06:00:00,24,14,0.0,11.6,6,1,47,11:19 PM,01:00 PM,06:07 AM,06:23 PM,8,13,14,13,18,8,67,0.0,1024,14,10,133,11
2020-03-16 09:00:00,24,14,0.0,11.6,6,5,47,11:19 PM,01:00 PM,06:07 AM,06:23 PM,9,18,21,18,18,18,54,0.0,1025,19,10,118,14
2020-03-16 12:00:00,24,14,0.0,11.6,6,6,47,11:19 PM,01:00 PM,06:07 AM,06:23 PM,10,25,25,23,15,37,43,0.0,1023,23,10,111,13
2020-03-16 15:00:00,24,14,0.0,11.6,6,6,47,11:19 PM,01:00 PM,06:07 AM,06:23 PM,10,25,25,24,12,33,41,0.0,1022,24,10,139,10
2020-03-16 18:00:00,24,14,0.0,11.6,6,1,47,11:19 PM,01:00 PM,06:07 AM,06:23 PM,10,24,24,22,15,40,46,0.0,1023,22,10,105,10
2020-03-16 21:00:00,24,14,0.0,11.6,6,1,47,11:19 PM,01:00 PM,06:07 AM,06:23 PM,10,19,20,19,23,32,57,0.0,1025,19,10,79,15
2020-03-17 00:00:00,26,14,0.0,11.6,6,1,40,No moonrise,01:59 PM,06:08 AM,06:22 PM,9,16,16,16,21,18,63,0.0,1026,16,10,87,13
2020-03-17 03:00:00,26,14,0.0,11.6,6,1,40,No moonrise,01:59 PM,06:08 AM,06:22 PM,8,14,15,14,16,11,66,0.0,1026,15,10,88,9
2020-03-17 06:00:00,26,14,0.0,11.6,6,1,40,No moonrise,01:59 PM,06:08 AM,06:22 PM,9,14,14,14,12,9,69,0.0,1027,14,10,91,7
2020-03-17 09:00:00,26,14,0.0,11.6,6,5,40,No moonrise,01:59 PM,06:08 AM,06:22 PM,8,19,21,19,11,6,51,0.0,1028,19,10,83,9
2020-03-17 12:00:00,26,14,0.0,11.6,6,6,40,No moonrise,01:59 PM,06:08 AM,06:22 PM,6,25,25,24,9,7,32,0.0,1025,24,10,136,8
2020-03-17 15:00:00,26,14,0.0,11.6,6,7,40,No moonrise,01:59 PM,06:08 AM,06:22 PM,5,25,25,26,12,6,27,0.0,1023,26,10,184,10
2020-03-17 18:00:00,26,14,0.0,11.6,6,1,40,No moonrise,01:59 PM,06:08 AM,06:22 PM,5,24,24,23,14,5,32,0.0,1024,23,10,180,9
2020-03-17 21:00:00,26,14,0.0,11.6,6,1,40,No moonrise,01:59 PM,06:08 AM,06:22 PM,6,20,21,20,18,6,42,0.0,1025,20,10,96,9
2020-03-18 00:00:00,27,15,0.0,11.6,6,1,33,12:10 AM,02:52 PM,06:09 AM,06:21 PM,11,18,18,18,18,4,65,0.0,1025,18,10,52,10
2020-03-18 03:00:00,27,15,0.0,11.6,6,1,33,12:10 AM,02:52 PM,06:09 AM,06:21 PM,12,16,16,16,15,4,80,0.0,1025,16,10,46,8
2020-03-18 06:00:00,27,15,0.0,11.6,6,1,33,12:10 AM,02:52 PM,06:09 AM,06:21 PM,12,16,16,16,10,1,79,0.0,1026,16,10,53,5
2020-03-18 09:00:00,27,15,0.0,11.6,6,6,33,12:10 AM,02:52 PM,06:09 AM,06:21 PM,11,21,22,21,8,0,56,0.0,1026,21,10,245,6
2020-03-18 12:00:00,27,15,0.0,11.6,6,7,33,12:10 AM,02:52 PM,06:09 AM,06:21 PM,8,25,25,25,9,3,34,0.0,1024,25,10,300,8
2020-03-18 15:00:00,27,15,0.0,11.6,6,7,33,12:10 AM,02:52 PM,06:09 AM,06:21 PM,6,25,25,27,10,4,26,0.0,1022,27,10,261,9
2020-03-18 18:00:00,27,15,0.0,11.6,6,1,33,12:10 AM,02:52 PM,06:09 AM,06:21 PM,5,24,24,24,11,3,30,0.0,1022,24,10,217,7
2020-03-18 21:00:00,27,15,0.0,11.6,6,1,33,12:10 AM,02:52 PM,06:09 AM,06:21 PM,5,21,22,21,9,3,35,0.0,1023,21,10,96,4
2020-03-19 00:00:00,30,18,0.0,11.6,7,1,25,01:06 AM,03:39 PM,06:10 AM,06:20 PM,5,20,20,20,6,3,38,0.0,1023,20,10,246,3
2020-03-19 03:00:00,30,18,0.0,11.6,7,1,25,01:06 AM,03:39 PM,06:10 AM,06:20 PM,5,19,19,19,6,5,41,0.0,1023,19,10,139,3
2020-03-19 06:00:00,30,18,0.0,11.6,7,1,25,01:06 AM,03:39 PM,06:10 AM,06:20 PM,6,19,19,19,10,6,43,0.0,1023,19,10,32,5
2020-03-19 09:00:00,30,18,0.0,11.6,7,6,25,01:06 AM,03:39 PM,06:10 AM,06:20 PM,7,23,23,23,10,4,35,0.0,1023,23,10,202,7
2020-03-19 12:00:00,30,18,0.0,11.6,7,7,25,01:06 AM,03:39 PM,06:10 AM,06:20 PM,8,27,27,28,8,6,28,0.0,1022,28,10,273,7
2020-03-19 15:00:00,30,18,0.0,11.6,7,7,25,01:06 AM,03:39 PM,06:10 AM,06:20 PM,8,28,28,29,8,8,26,0.0,1020,29,10,264,7
2020-03-19 18:00:00,30,18,0.0,11.6,7,1,25,01:06 AM,03:39 PM,06:10 AM,06:20 PM,8,26,26,27,5,8,31,0.0,1020,27,10,306,4
2020-03-19 21:00:00,30,18,0.0,11.6,7,1,25,01:06 AM,03:39 PM,06:10 AM,06:20 PM,8,25,25,24,11,7,37,0.0,1020,24,10,337,5
2020-03-20 00:00:00,32,20,0.0,11.6,7,1,18,02:02 AM,04:20 PM,06:10 AM,06:18 PM,8,24,24,22,18,5,40,0.0,1019,22,10,121,9
2020-03-20 03:00:00,32,20,0.0,11.6,7,1,18,02:02 AM,04:20 PM,06:10 AM,06:18 PM,8,21,22,21,22,3,42,0.0,1018,21,10,10,10
2020-03-20 06:00:00,32,20,0.0,11.6,7,1,18,02:02 AM,04:20 PM,06:10 AM,06:18 PM,8,20,20,20,25,3,44,0.0,1018,20,10,6,12
2020-03-20 09:00:00,32,20,0.0,11.6,7,7,18,02:02 AM,04:20 PM,06:10 AM,06:18 PM,8,24,24,25,24,5,34,0.0,1018,25,10,205,17
2020-03-20 12:00:00,32,20,0.0,11.6,7,8,18,02:02 AM,04:20 PM,06:10 AM,06:18 PM,7,29,29,30,27,6,24,0.0,1017,30,10,288,23
2020-03-20 15:00:00,32,20,0.0,11.6,7,8,18,02:02 AM,04:20 PM,06:10 AM,06:18 PM,8,29,29,31,30,4,24,0.0,1015,31,10,267,26
2020-03-20 18:00:00,32,20,0.0,11.6,7,1,18,02:02 AM,04:20 PM,06:10 AM,06:18 PM,8,31,31,29,29,2,30,0.0,1015,29,10,242,19
2020-03-20 21:00:00,32,20,0.0,11.6,7,1,18,02:02 AM,04:20 PM,06:10 AM,06:18 PM,6,28,28,25,24,1,35,0.0,1017,25,10,215,13
2020-03-21 00:00:00,27,16,0.0,11.6,6,1,11,02:59 AM,04:56 PM,06:11 AM,06:17 PM,6,20,21,20,19,0,42,0.0,1018,20,10,191,10
2020-03-21 03:00:00,27,16,0.0,11.6,6,1,11,02:59 AM,04:56 PM,06:11 AM,06:17 PM,7,16,16,16,16,0,55,0.0,1018,16,10,167,8
2020-03-21 06:00:00,27,16,0.0,11.6,6,1,11,02:59 AM,04:56 PM,06:11 AM,06:17 PM,9,16,16,16,12,4,62,0.0,1019,16,10,156,7
2020-03-21 09:00:00,27,16,0.0,11.6,6,5,11,02:59 AM,04:56 PM,06:11 AM,06:17 PM,8,20,21,20,12,9,49,0.0,1020,20,10,175,9
2020-03-21 12:00:00,27,16,0.0,11.6,6,6,11,02:59 AM,04:56 PM,06:11 AM,06:17 PM,7,25,25,25,14,14,33,0.0,1018,25,10,206,12
2020-03-21 15:00:00,27,16,0.0,11.6,6,7,11,02:59 AM,04:56 PM,06:11 AM,06:17 PM,5,26,26,27,14,5,26,0.0,1017,27,10,219,12
2020-03-21 18:00:00,27,16,0.0,11.6,6,1,11,02:59 AM,04:56 PM,06:11 AM,06:17 PM,5,28,28,26,10,0,30,0.0,1018,26,10,195,7
2020-03-21 21:00:00,27,16,0.0,11.6,6,1,11,02:59 AM,04:56 PM,06:11 AM,06:17 PM,4,27,27,23,11,0,35,0.0,1019,23,10,201,5
2020-03-22 00:00:00,26,16,0.0,11.6,6,1,4,03:55 AM,05:29 PM,06:12 AM,06:16 PM,4,19,20,19,12,0,41,0.0,1020,19,10,189,6
2020-03-22 03:00:00,26,16,0.0,11.6,6,1,4,03:55 AM,05:29 PM,06:12 AM,06:16 PM,5,16,16,16,9,4,46,0.0,1019,16,10,193,4
2020-03-22 06:00:00,26,16,0.0,11.6,6,1,4,03:55 AM,05:29 PM,06:12 AM,06:16 PM,5,16,16,16,7,7,49,0.0,1020,16,10,186,4
2020-03-22 09:00:00,26,16,0.0,11.6,6,6,4,03:55 AM,05:29 PM,06:12 AM,06:16 PM,6,21,21,21,14,5,38,0.0,1021,21,10,197,11
2020-03-22 12:00:00,26,16,0.0,11.6,6,6,4,03:55 AM,05:29 PM,06:12 AM,06:16 PM,5,25,25,25,21,6,27,0.0,1019,25,10,215,18
2020-03-22 15:00:00,26,16,0.0,11.6,6,7,4,03:55 AM,05:29 PM,06:12 AM,06:16 PM,4,25,25,26,23,5,25,0.0,1018,26,10,216,20
2020-03-22 18:00:00,26,16,0.0,11.6,6,1,4,03:55 AM,05:29 PM,06:12 AM,06:16 PM,6,25,25,24,22,7,36,0.0,1019,24,10,207,14
2020-03-22 21:00:00,26,16,0.0,11.6,6,1,4,03:55 AM,05:29 PM,06:12 AM,06:16 PM,8,20,21,20,21,5,46,0.0,1021,20,10,191,11
2020-03-23 00:00:00,27,14,0.0,11.6,6,1,0,04:50 AM,05:59 PM,06:13 AM,06:14 PM,8,17,17,17,19,4,55,0.0,1021,17,10,169,10
2020-03-23 03:00:00,27,14,0.0,11.6,6,1,0,04:50 AM,05:59 PM,06:13 AM,06:14 PM,7,15,15,15,17,4,61,0.0,1022,15,10,142,9
2020-03-23 06:00:00,27,14,0.0,11.6,6,1,0,04:50 AM,05:59 PM,06:13 AM,06:14 PM,9,15,15,15,11,14,70,0.0,1023,15,10,105,6
2020-03-23 09:00:00,27,14,0.0,11.6,6,5,0,04:50 AM,05:59 PM,06:13 AM,06:14 PM,11,19,21,19,13,22,58,0.0,1023,19,10,73,11
2020-03-23 12:00:00,27,14,0.0,11.6,6,7,0,04:50 AM,05:59 PM,06:13 AM,06:14 PM,10,26,26,25,6,18,38,0.0,1022,25,10,238,5
2020-03-23 15:00:00,27,14,0.0,11.6,6,7,0,04:50 AM,05:59 PM,06:13 AM,06:14 PM,8,26,26,27,5,11,30,0.0,1020,27,10,265,5
2020-03-23 18:00:00,27,14,0.0,11.6,6,1,0,04:50 AM,05:59 PM,06:13 AM,06:14 PM,8,25,25,24,8,13,38,0.0,1020,24,10,165,5
2020-03-23 21:00:00,27,14,0.0,11.6,6,1,0,04:50 AM,05:59 PM,06:13 AM,06:14 PM,10,20,21,20,20,25,54,0.0,1022,20,10,85,14
2020-03-24 00:00:00,25,16,0.0,10.2,6,1,0,05:45 AM,06:27 PM,06:13 AM,06:13 PM,11,18,18,18,28,18,66,0.0,1022,18,10,65,20
2020-03-24 03:00:00,25,16,0.0,10.2,6,1,0,05:45 AM,06:27 PM,06:13 AM,06:13 PM,11,16,16,16,30,14,70,0.0,1021,16,10,67,20
2020-03-24 06:00:00,25,16,0.0,10.2,6,1,0,05:45 AM,06:27 PM,06:13 AM,06:13 PM,11,17,17,17,28,15,70,0.0,1022,17,10,63,19
2020-03-24 09:00:00,25,16,0.0,10.2,6,5,0,05:45 AM,06:27 PM,06:13 AM,06:13 PM,12,20,22,20,24,52,61,0.0,1022,20,10,42,19
2020-03-24 12:00:00,25,16,0.0,10.2,6,5,0,05:45 AM,06:27 PM,06:13 AM,06:13 PM,13,25,25,24,19,65,53,0.0,1020,24,10,13,17
2020-03-24 15:00:00,25,16,0.0,10.2,6,7,0,05:45 AM,06:27 PM,06:13 AM,06:13 PM,13,26,26,25,15,54,48,0.0,1018,25,10,224,13
2020-03-24 18:00:00,25,16,0.0,10.2,6,1,0,05:45 AM,06:27 PM,06:13 AM,06:13 PM,13,25,25,23,13,33,55,0.0,1018,23,10,120,9
2020-03-24 21:00:00,25,16,0.0,10.2,6,1,0,05:45 AM,06:27 PM,06:13 AM,06:13 PM,13,20,21,20,16,22,64,0.0,1019,20,10,27,8
2020-03-25 00:00:00,21,17,0.0,6.0,5,1,3,06:38 AM,06:55 PM,06:14 AM,06:12 PM,14,19,19,19,18,22,71,0.0,1019,19,10,40,9
2020-03-25 03:00:00,21,17,0.0,6.0,5,1,3,06:38 AM,06:55 PM,06:14 AM,06:12 PM,14,18,18,18,14,64,79,0.1,1019,18,9,38,8
2020-03-25 06:00:00,21,17,0.0,6.0,5,1,3,06:38 AM,06:55 PM,06:14 AM,06:12 PM,15,17,17,17,6,82,85,1.8,1019,17,8,20,4
2020-03-25 09:00:00,21,17,0.0,6.0,5,4,3,06:38 AM,06:55 PM,06:14 AM,06:12 PM,15,19,19,19,13,93,79,4.0,1020,19,7,242,7
2020-03-25 12:00:00,21,17,0.0,6.0,5,5,3,06:38 AM,06:55 PM,06:14 AM,06:12 PM,16,21,21,21,20,100,77,4.7,1019,21,7,332,11
2020-03-25 15:00:00,21,17,0.0,6.0,5,4,3,06:38 AM,06:55 PM,06:14 AM,06:12 PM,17,19,19,19,22,76,87,13.9,1017,19,6,220,11
2020-03-25 18:00:00,21,17,0.0,6.0,5,1,3,06:38 AM,06:55 PM,06:14 AM,06:12 PM,16,18,18,18,15,77,90,7.2,1018,18,8,140,8
2020-03-25 21:00:00,21,17,0.0,6.0,5,1,3,06:38 AM,06:55 PM,06:14 AM,06:12 PM,15,17,17,17,13,86,87,1.5,1019,17,9,134,7
2020-03-26 00:00:00,19,16,0.0,8.8,4,1,11,07:33 AM,07:23 PM,06:15 AM,06:10 PM,15,17,17,17,17,76,85,0.7,1019,17,10,123,9
2020-03-26 03:00:00,19,16,0.0,8.8,4,1,11,07:33 AM,07:23 PM,06:15 AM,06:10 PM,15,17,17,17,19,70,86,0.4,1020,17,9,113,12
2020-03-26 06:00:00,19,16,0.0,8.8,4,1,11,07:33 AM,07:23 PM,06:15 AM,06:10 PM,14,16,16,16,18,59,85,0.2,1021,16,10,102,12
2020-03-26 09:00:00,19,16,0.0,8.8,4,5,11,07:33 AM,07:23 PM,06:15 AM,06:10 PM,12,18,18,18,18,49,70,0.0,1023,18,10,98,14
2020-03-26 12:00:00,19,16,0.0,8.8,4,5,11,07:33 AM,07:23 PM,06:15 AM,06:10 PM,12,19,19,19,19,82,66,0.0,1023,19,10,98,15
2020-03-26 15:00:00,19,16,0.0,8.8,4,4,11,07:33 AM,07:23 PM,06:15 AM,06:10 PM,12,18,18,18,21,67,67,0.0,1022,18,10,98,15
2020-03-26 18:00:00,19,16,0.0,8.8,4,1,11,07:33 AM,07:23 PM,06:15 AM,06:10 PM,12,18,18,18,17,53,70,0.0,1023,18,10,94,11
2020-03-26 21:00:00,19,16,0.0,8.8,4,1,11,07:33 AM,07:23 PM,06:15 AM,06:10 PM,12,17,17,17,18,48,72,0.0,1024,17,10,96,10
2020-03-27 00:00:00,24,15,0.0,8.8,6,1,18,08:26 AM,07:52 PM,06:15 AM,06:09 PM,11,16,16,16,17,44,74,0.0,1024,16,10,100,10
2020-03-27 03:00:00,24,15,0.0,8.8,6,1,18,08:26 AM,07:52 PM,06:15 AM,06:09 PM,11,16,16,16,16,44,75,0.0,1024,16,10,97,10
2020-03-27 06:00:00,24,15,0.0,8.8,6,1,18,08:26 AM,07:52 PM,06:15 AM,06:09 PM,11,15,15,15,17,30,74,0.0,1024,15,10,92,11
2020-03-27 09:00:00,24,15,0.0,8.8,6,5,18,08:26 AM,07:52 PM,06:15 AM,06:09 PM,11,19,19,19,19,19,60,0.0,1025,19,10,81,15
2020-03-27 12:00:00,24,15,0.0,8.8,6,6,18,08:26 AM,07:52 PM,06:15 AM,06:09 PM,12,24,24,23,15,43,48,0.1,1023,23,10,71,13
2020-03-27 15:00:00,24,15,0.0,8.8,6,5,18,08:26 AM,07:52 PM,06:15 AM,06:09 PM,12,25,25,24,13,75,48,0.3,1021,24,9,73,10
2020-03-27 18:00:00,24,15,0.0,8.8,6,1,18,08:26 AM,07:52 PM,06:15 AM,06:09 PM,13,22,22,22,19,86,59,0.2,1021,22,10,61,13
2020-03-27 21:00:00,24,15,0.0,8.8,6,1,18,08:26 AM,07:52 PM,06:15 AM,06:09 PM,12,18,18,18,31,83,67,0.1,1023,18,10,62,21
2020-03-28 00:00:00,25,14,0.0,11.6,5,1,25,09:22 AM,08:23 PM,06:16 AM,06:08 PM,10,16,16,16,35,36,69,0.0,1023,16,10,67,23
2020-03-28 03:00:00,25,14,0.0,11.6,5,1,25,09:22 AM,08:23 PM,06:16 AM,06:08 PM,9,14,15,14,33,12,69,0.0,1022,15,10,70,22
2020-03-28 06:00:00,25,14,0.0,11.6,5,1,25,09:22 AM,08:23 PM,06:16 AM,06:08 PM,9,13,15,13,26,11,69,0.0,1023,15,10,73,17
2020-03-28 09:00:00,25,14,0.0,11.6,5,5,25,09:22 AM,08:23 PM,06:16 AM,06:08 PM,9,17,18,17,20,10,59,0.0,1023,18,10,63,16
2020-03-28 12:00:00,25,14,0.0,11.6,5,6,25,09:22 AM,08:23 PM,06:16 AM,06:08 PM,10,23,23,22,15,13,47,0.0,1021,22,10,47,13
2020-03-28 15:00:00,25,14,0.0,11.6,5,6,25,09:22 AM,08:23 PM,06:16 AM,06:08 PM,10,25,25,24,12,19,41,0.0,1019,24,10,40,11
2020-03-28 18:00:00,25,14,0.0,11.6,5,1,25,09:22 AM,08:23 PM,06:16 AM,06:08 PM,11,22,22,22,19,22,53,0.0,1019,22,10,52,12
2020-03-28 21:00:00,25,14,0.0,11.6,5,1,25,09:22 AM,08:23 PM,06:16 AM,06:08 PM,12,19,19,19,28,12,65,0.0,1020,19,10,62,17
2020-03-29 00:00:00,26,17,0.0,11.6,6,1,32,10:18 AM,08:59 PM,06:17 AM,06:06 PM,12,18,18,18,30,9,71,0.0,1019,18,10,63,18
2020-03-29 03:00:00,26,17,0.0,11.6,6,1,32,10:18 AM,08:59 PM,06:17 AM,06:06 PM,12,17,17,17,28,19,76,0.0,1018,17,10,61,16
2020-03-29 06:00:00,26,17,0.0,11.6,6,1,32,10:18 AM,08:59 PM,06:17 AM,06:06 PM,13,17,17,17,25,19,78,0.0,1019,17,10,57,14
2020-03-29 09:00:00,26,17,0.0,11.6,6,6,32,10:18 AM,08:59 PM,06:17 AM,06:06 PM,13,20,22,20,22,17,65,0.0,1019,20,10,32,16
2020-03-29 12:00:00,26,17,0.0,11.6,6,6,32,10:18 AM,08:59 PM,06:17 AM,06:06 PM,13,26,26,25,22,20,49,0.0,1017,25,10,238,19
2020-03-29 15:00:00,26,17,0.0,11.6,6,7,32,10:18 AM,08:59 PM,06:17 AM,06:06 PM,13,26,26,26,19,25,44,0.0,1014,26,10,339,16
2020-03-29 18:00:00,26,17,0.0,11.6,6,1,32,10:18 AM,08:59 PM,06:17 AM,06:06 PM,13,25,25,24,19,18,51,0.0,1014,24,10,132,12
2020-03-29 21:00:00,26,17,0.0,11.6,6,1,32,10:18 AM,08:59 PM,06:17 AM,06:06 PM,13,22,25,22,28,14,57,0.0,1015,22,10,36,14
