date_time,Cambridge_maxtempC,Cambridge_mintempC,Cambridge_totalSnow_cm,Cambridge_sunHour,Cambridge_uvIndex,Cambridge_uvIndex,Cambridge_moon_illumination,Cambridge_moonrise,Cambridge_moonset,Cambridge_sunrise,Cambridge_sunset,Cambridge_DewPointC,Cambridge_FeelsLikeC,Cambridge_HeatIndexC,Cambridge_WindChillC,Cambridge_WindGustKmph,Cambridge_cloudcover,Cambridge_humidity,Cambridge_precipMM,Cambridge_pressure,Cambridge_tempC,Cambridge_visibility,Cambridge_winddirDegree,Cambridge_windspeedKmph
2020-01-19 00:00:00,5,-1,0.0,2.0,2,1,32,03:52 AM,01:13 PM,09:26 AM,05:17 PM,-3,-4,-0,-4,22,4,83,0.0,1037,-0,10,270,10
2020-01-19 03:00:00,5,-1,0.0,2.0,2,1,32,03:52 AM,01:13 PM,09:26 AM,05:17 PM,-3,-4,-1,-4,23,1,86,0.0,1038,-1,10,240,11
2020-01-19 06:00:00,5,-1,0.0,2.0,2,2,32,03:52 AM,01:13 PM,09:26 AM,05:17 PM,-2,-4,0,-4,28,5,88,0.0,1040,0,10,246,13
2020-01-19 09:00:00,5,-1,0.0,2.0,2,2,32,03:52 AM,01:13 PM,09:26 AM,05:17 PM,-1,-4,0,-4,30,18,89,0.0,1042,0,10,246,14
2020-01-19 12:00:00,5,-1,0.0,2.0,2,2,32,03:52 AM,01:13 PM,09:26 AM,05:17 PM,1,2,5,2,25,100,75,0.0,1043,5,10,234,18
2020-01-19 15:00:00,5,-1,0.0,2.0,2,1,32,03:52 AM,01:13 PM,09:26 AM,05:17 PM,-1,1,5,1,33,100,68,0.0,1043,5,10,235,20
2020-01-19 18:00:00,5,-1,0.0,2.0,2,2,32,03:52 AM,01:13 PM,09:26 AM,05:17 PM,-3,-2,3,-2,43,48,66,0.0,1042,3,10,232,22
2020-01-19 21:00:00,5,-1,0.0,2.0,2,1,32,03:52 AM,01:13 PM,09:26 AM,05:17 PM,-4,0,2,0,51,27,59,0.0,1042,0,10,237,27
2020-01-20 00:00:00,6,2,0.0,5.8,2,1,25,05:15 AM,01:37 PM,09:25 AM,05:19 PM,-2,-2,3,-2,52,13,71,0.0,1043,3,10,245,28
2020-01-20 03:00:00,6,2,0.0,5.8,2,1,25,05:15 AM,01:37 PM,09:25 AM,05:19 PM,-0,-3,3,-3,50,0,82,0.0,1043,3,10,244,27
2020-01-20 06:00:00,6,2,0.0,5.8,2,2,25,05:15 AM,01:37 PM,09:25 AM,05:19 PM,1,-3,2,-3,39,18,91,0.0,1043,2,10,230,19
2020-01-20 09:00:00,6,2,0.0,5.8,2,2,25,05:15 AM,01:37 PM,09:25 AM,05:19 PM,1,-2,3,-2,37,22,92,0.0,1043,3,10,237,20
2020-01-20 12:00:00,6,2,0.0,5.8,2,3,25,05:15 AM,01:37 PM,09:25 AM,05:19 PM,3,2,6,2,34,2,81,0.0,1042,6,10,241,25
2020-01-20 15:00:00,6,2,0.0,5.8,2,3,25,05:15 AM,01:37 PM,09:25 AM,05:19 PM,3,1,5,1,36,6,84,0.0,1041,5,10,240,24
2020-01-20 18:00:00,6,2,0.0,5.8,2,2,25,05:15 AM,01:37 PM,09:25 AM,05:19 PM,2,-1,3,-1,42,11,88,0.0,1041,3,10,243,24
2020-01-20 21:00:00,6,2,0.0,5.8,2,1,25,05:15 AM,01:37 PM,09:25 AM,05:19 PM,2,-2,3,-2,41,34,89,0.0,1040,3,10,241,23
2020-01-21 00:00:00,9,4,0.0,3.9,3,1,18,06:33 AM,02:08 PM,09:24 AM,05:21 PM,2,-0,4,-0,37,45,89,0.0,1040,4,10,243,20
2020-01-21 03:00:00,9,4,0.0,3.9,3,1,18,06:33 AM,02:08 PM,09:24 AM,05:21 PM,4,1,5,1,31,44,94,0.0,1038,5,10,229,16
2020-01-21 06:00:00,9,4,0.0,3.9,3,2,18,06:33 AM,02:08 PM,09:24 AM,05:21 PM,5,2,5,2,35,86,94,0.0,1038,5,10,234,19
2020-01-21 09:00:00,9,4,0.0,3.9,3,3,18,06:33 AM,02:08 PM,09:24 AM,05:21 PM,6,4,7,4,35,44,91,0.0,1038,7,10,234,20
2020-01-21 12:00:00,9,4,0.0,3.9,3,2,18,06:33 AM,02:08 PM,09:24 AM,05:21 PM,7,6,9,6,33,75,88,0.0,1038,9,10,238,20
2020-01-21 15:00:00,9,4,0.0,3.9,3,3,18,06:33 AM,02:08 PM,09:24 AM,05:21 PM,8,6,9,6,38,24,88,0.0,1037,9,10,244,23
2020-01-21 18:00:00,9,4,0.0,3.9,3,3,18,06:33 AM,02:08 PM,09:24 AM,05:21 PM,7,5,8,5,34,37,93,0.0,1037,8,10,255,18
2020-01-21 21:00:00,9,4,0.0,3.9,3,1,18,06:33 AM,02:08 PM,09:24 AM,05:21 PM,7,4,8,4,28,34,94,0.0,1038,4,10,253,14
2020-01-22 00:00:00,11,6,0.0,5.8,3,1,11,07:44 AM,02:50 PM,09:22 AM,05:23 PM,7,6,9,6,28,55,93,0.0,1038,9,10,244,15
2020-01-22 03:00:00,11,6,0.0,5.8,3,1,11,07:44 AM,02:50 PM,09:22 AM,05:23 PM,8,6,9,6,31,85,91,0.2,1036,9,2,258,17
2020-01-22 06:00:00,11,6,0.0,5.8,3,2,11,07:44 AM,02:50 PM,09:22 AM,05:23 PM,7,6,8,6,31,100,89,0.0,1036,8,10,263,17
2020-01-22 09:00:00,11,6,0.0,5.8,3,2,11,07:44 AM,02:50 PM,09:22 AM,05:23 PM,6,6,8,6,28,63,85,0.0,1036,8,10,265,15
2020-01-22 12:00:00,11,6,0.0,5.8,3,4,11,07:44 AM,02:50 PM,09:22 AM,05:23 PM,7,9,11,9,18,19,80,0.0,1037,11,10,258,14
2020-01-22 15:00:00,11,6,0.0,5.8,3,3,11,07:44 AM,02:50 PM,09:22 AM,05:23 PM,7,8,10,8,17,9,86,0.0,1036,10,10,250,12
2020-01-22 18:00:00,11,6,0.0,5.8,3,3,11,07:44 AM,02:50 PM,09:22 AM,05:23 PM,5,4,7,4,24,36,92,0.0,1035,7,10,242,13
2020-01-22 21:00:00,11,6,0.0,5.8,3,1,11,07:44 AM,02:50 PM,09:22 AM,05:23 PM,5,3,6,3,25,26,93,0.0,1034,6,10,227,12
2020-01-23 00:00:00,8,5,0.0,2.0,3,1,3,08:42 AM,03:44 PM,09:21 AM,05:25 PM,5,2,6,2,38,38,91,0.0,1034,6,10,246,21
2020-01-23 03:00:00,8,5,0.0,2.0,3,1,3,08:42 AM,03:44 PM,09:21 AM,05:25 PM,5,3,6,3,31,31,94,0.0,1032,6,10,249,17
2020-01-23 06:00:00,8,5,0.0,2.0,3,3,3,08:42 AM,03:44 PM,09:21 AM,05:25 PM,4,2,6,2,35,48,92,0.0,1030,6,10,240,18
2020-01-23 09:00:00,8,5,0.0,2.0,3,3,3,08:42 AM,03:44 PM,09:21 AM,05:25 PM,4,1,5,1,38,42,90,0.0,1029,5,10,254,20
2020-01-23 12:00:00,8,5,0.0,2.0,3,3,3,08:42 AM,03:44 PM,09:21 AM,05:25 PM,5,5,8,5,32,61,80,0.0,1029,8,10,260,23
2020-01-23 15:00:00,8,5,0.0,2.0,3,2,3,08:42 AM,03:44 PM,09:21 AM,05:25 PM,5,5,8,5,30,88,79,0.0,1026,8,10,264,21
2020-01-23 18:00:00,8,5,0.0,2.0,3,3,3,08:42 AM,03:44 PM,09:21 AM,05:25 PM,5,4,7,4,28,37,86,0.0,1025,7,10,233,17
2020-01-23 21:00:00,8,5,0.0,2.0,3,1,3,08:42 AM,03:44 PM,09:21 AM,05:25 PM,4,1,5,1,38,29,91,0.0,1024,5,10,230,22
2020-01-24 00:00:00,9,4,0.0,2.0,2,1,0,09:28 AM,04:47 PM,09:19 AM,05:27 PM,4,2,6,2,39,65,90,0.0,1023,6,10,240,22
2020-01-24 03:00:00,9,4,0.0,2.0,2,1,0,09:28 AM,04:47 PM,09:19 AM,05:27 PM,5,2,6,2,40,73,88,0.0,1020,6,10,249,23
2020-01-24 06:00:00,9,4,0.0,2.0,2,3,0,09:28 AM,04:47 PM,09:19 AM,05:27 PM,5,4,7,4,33,48,88,0.0,1020,7,10,240,21
2020-01-24 09:00:00,9,4,0.0,2.0,2,2,0,09:28 AM,04:47 PM,09:19 AM,05:27 PM,5,3,6,3,32,65,91,0.0,1020,6,10,241,19
2020-01-24 12:00:00,9,4,0.0,2.0,2,2,0,09:28 AM,04:47 PM,09:19 AM,05:27 PM,6,6,9,6,28,66,82,0.0,1020,9,10,255,22
2020-01-24 15:00:00,9,4,0.0,2.0,2,2,0,09:28 AM,04:47 PM,09:19 AM,05:27 PM,6,6,9,6,22,94,84,0.0,1019,9,10,248,15
2020-01-24 18:00:00,9,4,0.0,2.0,2,2,0,09:28 AM,04:47 PM,09:19 AM,05:27 PM,5,3,6,3,21,60,95,0.0,1018,6,2,226,11
2020-01-24 21:00:00,9,4,0.0,2.0,2,1,0,09:28 AM,04:47 PM,09:19 AM,05:27 PM,6,4,6,4,27,55,94,0.0,1018,4,10,227,16
2020-01-25 00:00:00,8,4,0.0,2.0,3,1,0,10:01 AM,05:57 PM,09:18 AM,05:29 PM,5,3,6,3,31,48,94,0.0,1017,6,10,228,18
2020-01-25 03:00:00,8,4,0.0,2.0,3,1,0,10:01 AM,05:57 PM,09:18 AM,05:29 PM,4,2,6,2,28,100,92,0.0,1015,6,10,218,18
2020-01-25 06:00:00,8,4,0.0,2.0,3,2,0,10:01 AM,05:57 PM,09:18 AM,05:29 PM,4,3,6,3,32,100,85,0.0,1013,6,10,223,22
2020-01-25 09:00:00,8,4,0.0,2.0,3,2,0,10:01 AM,05:57 PM,09:18 AM,05:29 PM,4,2,6,2,29,75,86,0.0,1012,6,10,223,19
2020-01-25 12:00:00,8,4,0.0,2.0,3,2,0,10:01 AM,05:57 PM,09:18 AM,05:29 PM,5,4,8,4,34,100,80,0.0,1012,8,10,226,26
2020-01-25 15:00:00,8,4,0.0,2.0,3,2,0,10:01 AM,05:57 PM,09:18 AM,05:29 PM,4,5,8,5,31,68,79,0.0,1010,8,10,223,22
2020-01-25 18:00:00,8,4,0.0,2.0,3,2,0,10:01 AM,05:57 PM,09:18 AM,05:29 PM,4,4,7,4,25,69,84,0.0,1009,7,10,204,17
2020-01-25 21:00:00,8,4,0.0,2.0,3,1,0,10:01 AM,05:57 PM,09:18 AM,05:29 PM,3,1,4,1,23,66,87,0.0,1008,4,10,191,14
2020-01-26 00:00:00,6,-0,0.0,2.0,1,1,4,10:26 AM,07:10 PM,09:16 AM,05:31 PM,3,1,5,1,26,85,85,0.0,1006,5,10,184,15
2020-01-26 03:00:00,6,-0,0.0,2.0,1,1,4,10:26 AM,07:10 PM,09:16 AM,05:31 PM,4,3,6,3,27,64,85,0.0,1004,6,10,201,18
2020-01-26 06:00:00,6,-0,0.0,2.0,1,1,4,10:26 AM,07:10 PM,09:16 AM,05:31 PM,3,1,5,1,34,82,88,0.0,1001,5,10,193,19
2020-01-26 09:00:00,6,-0,0.0,2.0,1,2,4,10:26 AM,07:10 PM,09:16 AM,05:31 PM,4,3,6,3,27,100,85,0.1,999,6,10,166,18
2020-01-26 12:00:00,6,-0,0.0,2.0,1,2,4,10:26 AM,07:10 PM,09:16 AM,05:31 PM,5,3,6,3,21,100,93,0.0,998,6,10,244,15
2020-01-26 15:00:00,6,-0,0.0,2.0,1,2,4,10:26 AM,07:10 PM,09:16 AM,05:31 PM,1,1,5,1,30,78,73,1.1,1000,5,9,247,21
2020-01-26 18:00:00,6,-0,0.0,2.0,1,1,4,10:26 AM,07:10 PM,09:16 AM,05:31 PM,0,-2,2,-2,23,77,85,0.8,1001,2,9,243,14
2020-01-26 21:00:00,6,-0,0.0,2.0,1,1,4,10:26 AM,07:10 PM,09:16 AM,05:31 PM,-1,-4,-0,-4,22,5,91,0.0,1001,-0,10,214,11
2020-01-27 00:00:00,4,-1,0.0,5.8,2,1,11,10:45 AM,08:22 PM,09:14 AM,05:33 PM,-2,-4,-1,-4,18,57,92,0.0,999,-1,10,162,9
2020-01-27 03:00:00,4,-1,0.0,5.8,2,1,11,10:45 AM,08:22 PM,09:14 AM,05:33 PM,2,-1,3,-1,27,71,92,0.2,994,3,9,199,18
2020-01-27 06:00:00,4,-1,0.0,5.8,2,2,11,10:45 AM,08:22 PM,09:14 AM,05:33 PM,1,-2,2,-2,26,47,93,0.0,992,2,10,188,15
2020-01-27 09:00:00,4,-1,0.0,5.8,2,2,11,10:45 AM,08:22 PM,09:14 AM,05:33 PM,-1,-4,2,-4,38,4,81,0.0,992,2,10,225,23
2020-01-27 12:00:00,4,-1,0.0,5.8,2,2,11,10:45 AM,08:22 PM,09:14 AM,05:33 PM,-3,-1,4,-1,37,6,63,0.0,992,4,10,227,29
2020-01-27 15:00:00,4,-1,0.0,5.8,2,2,11,10:45 AM,08:22 PM,09:14 AM,05:33 PM,-2,-1,4,-1,35,15,68,0.0,991,4,10,217,25
2020-01-27 18:00:00,4,-1,0.0,5.8,2,2,11,10:45 AM,08:22 PM,09:14 AM,05:33 PM,-3,-4,0,-4,28,5,83,0.0,990,0,10,217,14
2020-01-27 21:00:00,4,-1,0.0,5.8,2,1,11,10:45 AM,08:22 PM,09:14 AM,05:33 PM,-3,-3,-1,-3,12,35,88,0.0,988,-1,10,147,6
2020-01-28 00:00:00,4,-0,0.2,3.9,1,1,18,11:01 AM,09:34 PM,09:13 AM,05:35 PM,-2,0,0,0,2,100,85,0.1,985,0,5,153,1
2020-01-28 03:00:00,4,-0,0.2,3.9,1,1,18,11:01 AM,09:34 PM,09:13 AM,05:35 PM,1,-2,2,-2,24,75,92,0.1,983,2,7,228,17
2020-01-28 06:00:00,4,-0,0.2,3.9,1,1,18,11:01 AM,09:34 PM,09:13 AM,05:35 PM,-2,-5,1,-5,39,84,83,0.0,984,1,10,261,23
2020-01-28 09:00:00,4,-0,0.2,3.9,1,2,18,11:01 AM,09:34 PM,09:13 AM,05:35 PM,-3,-6,-0,-6,40,2,81,0.0,985,-0,10,254,21
2020-01-28 12:00:00,4,-0,0.2,3.9,1,1,18,11:01 AM,09:34 PM,09:13 AM,05:35 PM,0,-2,4,-2,39,83,78,0.0,987,4,10,241,32
2020-01-28 15:00:00,4,-0,0.2,3.9,1,2,18,11:01 AM,09:34 PM,09:13 AM,05:35 PM,0,-1,4,-1,41,37,76,0.0,987,4,10,252,27
2020-01-28 18:00:00,4,-0,0.2,3.9,1,1,18,11:01 AM,09:34 PM,09:13 AM,05:35 PM,0,-3,2,-3,43,72,88,0.0,989,2,10,258,27
2020-01-28 21:00:00,4,-0,0.2,3.9,1,1,18,11:01 AM,09:34 PM,09:13 AM,05:35 PM,-0,-3,2,-3,49,81,84,0.5,991,2,9,262,27
2020-01-29 00:00:00,5,-1,0.0,2.1,1,1,26,11:14 AM,10:45 PM,09:11 AM,05:37 PM,-2,-4,2,-4,53,71,77,0.5,994,2,9,263,29
2020-01-29 03:00:00,5,-1,0.0,2.1,1,1,26,11:14 AM,10:45 PM,09:11 AM,05:37 PM,-1,-4,2,-4,46,100,80,0.0,994,2,10,254,26
2020-01-29 06:00:00,5,-1,0.0,2.1,1,2,26,11:14 AM,10:45 PM,09:11 AM,05:37 PM,-2,-4,1,-4,42,6,82,0.0,997,1,10,257,22
2020-01-29 09:00:00,5,-1,0.0,2.1,1,2,26,11:14 AM,10:45 PM,09:11 AM,05:37 PM,-2,-4,1,-4,36,18,80,0.0,999,1,10,244,20
2020-01-29 12:00:00,5,-1,0.0,2.1,1,1,26,11:14 AM,10:45 PM,09:11 AM,05:37 PM,1,-0,5,-0,36,100,80,0.0,999,5,10,231,28
2020-01-29 15:00:00,5,-1,0.0,2.1,1,2,26,11:14 AM,10:45 PM,09:11 AM,05:37 PM,4,-0,5,-0,51,100,89,0.8,996,5,9,230,36
2020-01-29 18:00:00,5,-1,0.0,2.1,1,1,26,11:14 AM,10:45 PM,09:11 AM,05:37 PM,5,2,6,2,58,73,88,0.0,995,2,10,257,33
2020-01-29 21:00:00,5,-1,0.0,2.1,1,1,26,11:14 AM,10:45 PM,09:11 AM,05:37 PM,5,-1,2,-1,55,96,89,0.7,996,-1,2,247,31
2020-01-30 00:00:00,11,6,0.0,2.1,2,1,33,11:27 AM,11:55 PM,09:09 AM,05:40 PM,5,3,7,3,44,100,89,0.3,998,7,2,245,26
2020-01-30 03:00:00,11,6,0.0,2.1,2,1,33,11:27 AM,11:55 PM,09:09 AM,05:40 PM,5,3,7,3,41,100,86,0.1,998,7,10,248,24
2020-01-30 06:00:00,11,6,0.0,2.1,2,2,33,11:27 AM,11:55 PM,09:09 AM,05:40 PM,5,3,7,3,32,91,88,0.0,997,7,10,223,22
2020-01-30 09:00:00,11,6,0.0,2.1,2,2,33,11:27 AM,11:55 PM,09:09 AM,05:40 PM,4,2,6,2,32,68,89,0.0,994,6,10,202,21
2020-01-30 12:00:00,11,6,0.0,2.1,2,3,33,11:27 AM,11:55 PM,09:09 AM,05:40 PM,8,6,10,6,52,71,84,0.0,990,10,10,223,37
2020-01-30 15:00:00,11,6,0.0,2.1,2,3,33,11:27 AM,11:55 PM,09:09 AM,05:40 PM,7,6,11,6,67,100,81,0.1,987,11,10,236,48
2020-01-30 18:00:00,11,6,0.0,2.1,2,2,33,11:27 AM,11:55 PM,09:09 AM,05:40 PM,3,3,8,3,57,90,74,0.0,989,8,10,258,39
2020-01-30 21:00:00,11,6,0.0,2.1,2,1,33,11:27 AM,11:55 PM,09:09 AM,05:40 PM,2,1,6,1,45,25,76,0.0,993,6,10,262,29
2020-01-31 00:00:00,12,4,0.0,3.9,4,1,37,11:39 AM,No moonset,09:07 AM,05:42 PM,2,0,4,0,36,27,81,0.0,996,4,10,248,21
2020-01-31 03:00:00,12,4,0.0,3.9,4,1,37,11:39 AM,No moonset,09:07 AM,05:42 PM,3,2,5,2,23,83,86,0.0,995,5,10,227,14
2020-01-31 06:00:00,12,4,0.0,3.9,4,2,37,11:39 AM,No moonset,09:07 AM,05:42 PM,7,5,8,5,39,100,90,0.0,993,8,10,224,24
2020-01-31 09:00:00,12,4,0.0,3.9,4,2,37,11:39 AM,No moonset,09:07 AM,05:42 PM,8,6,10,6,48,100,88,0.2,993,10,2,241,29
2020-01-31 12:00:00,12,4,0.0,3.9,4,3,37,11:39 AM,No moonset,09:07 AM,05:42 PM,9,9,12,9,41,67,81,0.0,993,12,10,239,30
2020-01-31 15:00:00,12,4,0.0,3.9,4,4,37,11:39 AM,No moonset,09:07 AM,05:42 PM,8,8,12,8,53,35,79,0.0,991,12,10,235,38
2020-01-31 18:00:00,12,4,0.0,3.9,4,4,37,11:39 AM,No moonset,09:07 AM,05:42 PM,7,6,10,6,60,33,80,0.0,991,10,10,235,39
2020-01-31 21:00:00,12,4,0.0,3.9,4,1,37,11:39 AM,No moonset,09:07 AM,05:42 PM,5,5,10,5,68,11,75,0.0,989,10,10,232,46
2020-02-01 00:00:00,9,3,0.0,2.1,2,1,49,11:52 AM,01:06 AM,09:05 AM,05:44 PM,4,3,8,3,57,64,74,0.0,989,8,10,232,39
2020-02-01 03:00:00,9,3,0.0,2.1,2,1,49,11:52 AM,01:06 AM,09:05 AM,05:44 PM,4,3,8,3,58,100,78,0.0,987,8,10,228,41
2020-02-01 06:00:00,9,3,0.0,2.1,2,2,49,11:52 AM,01:06 AM,09:05 AM,05:44 PM,4,3,8,3,58,94,77,0.0,985,8,10,230,44
2020-02-01 09:00:00,9,3,0.0,2.1,2,2,49,11:52 AM,01:06 AM,09:05 AM,05:44 PM,4,3,8,3,57,100,80,0.3,985,8,2,242,41
2020-02-01 12:00:00,9,3,0.0,2.1,2,2,49,11:52 AM,01:06 AM,09:05 AM,05:44 PM,4,3,7,3,51,100,81,0.0,988,7,10,244,38
2020-02-01 15:00:00,9,3,0.0,2.1,2,2,49,11:52 AM,01:06 AM,09:05 AM,05:44 PM,5,5,9,5,40,100,78,0.2,991,9,10,282,29
2020-02-01 18:00:00,9,3,0.0,2.1,2,2,49,11:52 AM,01:06 AM,09:05 AM,05:44 PM,3,6,6,6,4,100,83,0.0,998,6,10,317,3
2020-02-01 21:00:00,9,3,0.0,2.1,2,1,49,11:52 AM,01:06 AM,09:05 AM,05:44 PM,1,3,3,3,4,82,89,0.6,1002,3,9,280,3
2020-02-02 00:00:00,7,1,0.0,2.1,1,1,57,12:07 PM,02:17 AM,09:04 AM,05:46 PM,-1,-1,2,-1,19,79,85,0.6,1005,2,5,239,10
2020-02-02 03:00:00,7,1,0.0,2.1,1,1,57,12:07 PM,02:17 AM,09:04 AM,05:46 PM,0,-1,1,-1,15,12,93,0.0,1003,1,10,211,7
2020-02-02 06:00:00,7,1,0.0,2.1,1,1,57,12:07 PM,02:17 AM,09:04 AM,05:46 PM,1,0,2,0,10,100,94,0.0,1001,2,10,201,5
2020-02-02 09:00:00,7,1,0.0,2.1,1,2,57,12:07 PM,02:17 AM,09:04 AM,05:46 PM,2,2,3,2,10,43,92,0.0,999,3,10,155,6
2020-02-02 12:00:00,7,1,0.0,2.1,1,1,57,12:07 PM,02:17 AM,09:04 AM,05:46 PM,3,2,5,2,15,100,92,0.0,999,5,10,129,12
2020-02-02 15:00:00,7,1,0.0,2.1,1,2,57,12:07 PM,02:17 AM,09:04 AM,05:46 PM,5,4,7,4,28,82,86,0.4,996,7,2,235,20
2020-02-02 18:00:00,7,1,0.0,2.1,1,2,57,12:07 PM,02:17 AM,09:04 AM,05:46 PM,3,1,5,1,39,31,91,0.0,997,5,10,227,19
2020-02-02 21:00:00,7,1,0.0,2.1,1,1,57,12:07 PM,02:17 AM,09:04 AM,05:46 PM,3,0,5,0,41,31,87,0.0,997,5,10,235,23
2020-02-03 00:00:00,5,3,0.0,4.0,1,1,64,12:26 PM,03:32 AM,09:02 AM,05:48 PM,4,1,5,1,39,100,90,0.0,997,5,10,229,24
2020-02-03 03:00:00,5,3,0.0,4.0,1,1,64,12:26 PM,03:32 AM,09:02 AM,05:48 PM,4,3,8,3,46,49,81,0.0,998,8,10,252,30
2020-02-03 06:00:00,5,3,0.0,4.0,1,2,64,12:26 PM,03:32 AM,09:02 AM,05:48 PM,1,-1,4,-1,50,46,78,0.0,1001,4,10,247,32
2020-02-03 09:00:00,5,3,0.0,4.0,1,2,64,12:26 PM,03:32 AM,09:02 AM,05:48 PM,-0,-2,4,-2,53,28,73,0.0,1002,4,10,249,35
2020-02-03 12:00:00,5,3,0.0,4.0,1,2,64,12:26 PM,03:32 AM,09:02 AM,05:48 PM,-0,-1,5,-1,53,70,68,0.0,1004,5,10,257,43
2020-02-03 15:00:00,5,3,0.0,4.0,1,2,64,12:26 PM,03:32 AM,09:02 AM,05:48 PM,-1,-1,5,-1,51,40,66,0.0,1003,5,10,256,39
2020-02-03 18:00:00,5,3,0.0,4.0,1,2,64,12:26 PM,03:32 AM,09:02 AM,05:48 PM,-2,-3,3,-3,46,11,72,0.0,1004,3,10,251,29
2020-02-03 21:00:00,5,3,0.0,4.0,1,1,64,12:26 PM,03:32 AM,09:02 AM,05:48 PM,-1,-3,3,-3,42,54,78,0.0,1003,3,10,251,27
2020-02-04 00:00:00,7,1,0.0,8.5,2,1,72,12:52 PM,04:46 AM,09:00 AM,05:50 PM,-3,-4,2,-4,42,21,71,0.0,1002,2,10,254,26
2020-02-04 03:00:00,7,1,0.0,8.5,2,1,72,12:52 PM,04:46 AM,09:00 AM,05:50 PM,-2,-3,3,-3,50,62,72,0.0,1002,3,10,267,31
2020-02-04 06:00:00,7,1,0.0,8.5,2,2,72,12:52 PM,04:46 AM,09:00 AM,05:50 PM,0,-2,4,-2,70,51,78,0.0,1006,4,10,294,41
2020-02-04 09:00:00,7,1,0.0,8.5,2,2,72,12:52 PM,04:46 AM,09:00 AM,05:50 PM,2,0,4,0,39,16,82,0.0,1012,4,10,314,21
2020-02-04 12:00:00,7,1,0.0,8.5,2,3,72,12:52 PM,04:46 AM,09:00 AM,05:50 PM,1,3,7,3,32,0,66,0.0,1020,7,10,338,25
2020-02-04 15:00:00,7,1,0.0,8.5,2,3,72,12:52 PM,04:46 AM,09:00 AM,05:50 PM,2,5,7,5,17,18,69,0.0,1024,7,10,323,12
2020-02-04 18:00:00,7,1,0.0,8.5,2,2,72,12:52 PM,04:46 AM,09:00 AM,05:50 PM,-1,-0,2,-0,16,7,82,0.0,1028,2,10,331,8
2020-02-04 21:00:00,7,1,0.0,8.5,2,1,72,12:52 PM,04:46 AM,09:00 AM,05:50 PM,-1,0,1,0,9,42,85,0.0,1031,1,10,234,4
2020-02-05 00:00:00,6,1,0.0,6.9,2,1,79,01:27 PM,06:00 AM,08:58 AM,05:52 PM,-1,-2,1,-2,17,38,88,0.0,1033,1,10,229,8
2020-02-05 03:00:00,6,1,0.0,6.9,2,1,79,01:27 PM,06:00 AM,08:58 AM,05:52 PM,0,-2,2,-2,26,29,91,0.0,1033,2,10,264,13
2020-02-05 06:00:00,6,1,0.0,6.9,2,2,79,01:27 PM,06:00 AM,08:58 AM,05:52 PM,0,-2,1,-2,25,21,92,0.0,1033,1,10,234,12
2020-02-05 09:00:00,6,1,0.0,6.9,2,2,79,01:27 PM,06:00 AM,08:58 AM,05:52 PM,1,-1,3,-1,30,29,90,0.0,1034,3,10,243,16
2020-02-05 12:00:00,6,1,0.0,6.9,2,3,79,01:27 PM,06:00 AM,08:58 AM,05:52 PM,3,3,6,3,26,32,76,0.0,1033,6,10,240,19
2020-02-05 15:00:00,6,1,0.0,6.9,2,2,79,01:27 PM,06:00 AM,08:58 AM,05:52 PM,3,3,6,3,28,69,76,0.0,1032,6,10,240,20
2020-02-05 18:00:00,6,1,0.0,6.9,2,1,79,01:27 PM,06:00 AM,08:58 AM,05:52 PM,1,-1,3,-1,31,75,86,0.0,1031,3,10,237,16
2020-02-05 21:00:00,6,1,0.0,6.9,2,1,79,01:27 PM,06:00 AM,08:58 AM,05:52 PM,1,-0,3,-0,26,34,83,0.0,1031,3,10,241,13
2020-02-06 00:00:00,8,1,0.0,8.7,2,1,87,02:16 PM,07:09 AM,08:56 AM,05:55 PM,0,-2,2,-2,23,8,88,0.0,1030,2,10,241,11
2020-02-06 03:00:00,8,1,0.0,8.7,2,1,87,02:16 PM,07:09 AM,08:56 AM,05:55 PM,0,-3,2,-3,30,3,92,0.0,1030,2,10,227,14
2020-02-06 06:00:00,8,1,0.0,8.7,2,2,87,02:16 PM,07:09 AM,08:56 AM,05:55 PM,1,-2,1,-2,23,8,93,0.0,1029,1,10,224,11
2020-02-06 09:00:00,8,1,0.0,8.7,2,2,87,02:16 PM,07:09 AM,08:56 AM,05:55 PM,2,-1,3,-1,24,19,94,0.0,1029,3,10,230,13
2020-02-06 12:00:00,8,1,0.0,8.7,2,3,87,02:16 PM,07:09 AM,08:56 AM,05:55 PM,4,4,7,4,17,2,79,0.0,1029,7,10,228,14
2020-02-06 15:00:00,8,1,0.0,8.7,2,3,87,02:16 PM,07:09 AM,08:56 AM,05:55 PM,4,5,8,5,16,2,79,0.0,1028,8,10,208,12
2020-02-06 18:00:00,8,1,0.0,8.7,2,2,87,02:16 PM,07:09 AM,08:56 AM,05:55 PM,1,5,8,5,21,7,93,0.0,1027,5,10,208,10
2020-02-06 21:00:00,8,1,0.0,8.7,2,1,87,02:16 PM,07:09 AM,08:56 AM,05:55 PM,0,-2,1,-2,21,2,91,0.0,1026,1,10,227,10
2020-02-07 00:00:00,7,-2,0.0,8.7,2,1,95,03:21 PM,08:06 AM,08:54 AM,05:57 PM,-1,-2,0,-2,13,0,91,0.0,1024,0,10,205,6
2020-02-07 03:00:00,7,-2,0.0,8.7,2,1,95,03:21 PM,08:06 AM,08:54 AM,05:57 PM,-1,-1,0,-1,10,0,89,0.0,1022,0,10,221,5
