date_time,Maryborough_maxtempC,Maryborough_mintempC,Maryborough_totalSnow_cm,Maryborough_sunHour,Maryborough_uvIndex,Maryborough_uvIndex,Maryborough_moon_illumination,Maryborough_moonrise,Maryborough_moonset,Maryborough_sunrise,Maryborough_sunset,Maryborough_DewPointC,Maryborough_FeelsLikeC,Maryborough_HeatIndexC,Maryborough_WindChillC,Maryborough_WindGustKmph,Maryborough_cloudcover,Maryborough_humidity,Maryborough_precipMM,Maryborough_pressure,Maryborough_tempC,Maryborough_visibility,Maryborough_winddirDegree,Maryborough_windspeedKmph
2020-03-28 15:00:00,25,22,0.0,6.0,5,5,25,08:53 AM,08:16 PM,05:57 AM,05:52 PM,20,26,26,25,38,82,74,4.1,1016,25,8,114,22
2020-03-28 18:00:00,25,22,0.0,6.0,5,1,25,08:53 AM,08:16 PM,05:57 AM,05:52 PM,20,26,26,24,36,86,77,3.8,1017,24,7,108,21
2020-03-28 21:00:00,25,22,0.0,6.0,5,1,25,08:53 AM,08:16 PM,05:57 AM,05:52 PM,20,26,26,24,32,87,78,3.2,1018,24,7,105,19
2020-03-29 00:00:00,25,22,0.0,6.0,5,1,32,09:47 AM,08:55 PM,05:57 AM,05:51 PM,20,25,25,24,25,76,79,1.1,1017,24,9,108,16
2020-03-29 03:00:00,25,22,0.0,6.0,5,1,32,09:47 AM,08:55 PM,05:57 AM,05:51 PM,19,25,25,23,23,71,81,0.2,1016,23,9,124,16
2020-03-29 06:00:00,25,22,0.0,6.0,5,1,32,09:47 AM,08:55 PM,05:57 AM,05:51 PM,19,25,25,22,21,80,81,0.2,1017,22,9,139,14
2020-03-29 09:00:00,25,22,0.0,6.0,5,5,32,09:47 AM,08:55 PM,05:57 AM,05:51 PM,19,26,26,24,19,63,72,0.2,1018,24,10,125,14
2020-03-29 12:00:00,25,22,0.0,6.0,5,6,32,09:47 AM,08:55 PM,05:57 AM,05:51 PM,20,27,27,25,23,71,72,0.5,1017,25,10,117,18
2020-03-29 15:00:00,25,22,0.0,6.0,5,5,32,09:47 AM,08:55 PM,05:57 AM,05:51 PM,20,26,26,25,26,82,77,1.3,1015,25,9,117,19
2020-03-29 18:00:00,25,22,0.0,6.0,5,1,32,09:47 AM,08:55 PM,05:57 AM,05:51 PM,20,26,26,24,27,76,81,0.8,1016,24,9,108,18
2020-03-29 21:00:00,25,22,0.0,6.0,5,1,32,09:47 AM,08:55 PM,05:57 AM,05:51 PM,20,26,26,24,25,79,81,0.5,1017,24,9,102,16
2020-03-30 00:00:00,26,23,0.0,11.6,5,1,40,10:41 AM,09:38 PM,05:57 AM,05:50 PM,20,25,25,23,19,87,80,0.6,1017,23,9,107,12
2020-03-30 03:00:00,26,23,0.0,11.6,5,1,40,10:41 AM,09:38 PM,05:57 AM,05:50 PM,19,25,25,23,16,82,80,0.7,1016,23,10,127,10
2020-03-30 06:00:00,26,23,0.0,11.6,5,1,40,10:41 AM,09:38 PM,05:57 AM,05:50 PM,19,25,25,23,14,50,80,0.3,1016,23,10,146,10
2020-03-30 09:00:00,26,23,0.0,11.6,5,6,40,10:41 AM,09:38 PM,05:57 AM,05:50 PM,19,26,26,24,13,20,75,0.0,1017,24,10,145,10
2020-03-30 12:00:00,26,23,0.0,11.6,5,7,40,10:41 AM,09:38 PM,05:57 AM,05:50 PM,18,27,27,25,8,17,66,0.0,1016,25,10,107,6
2020-03-30 15:00:00,26,23,0.0,11.6,5,7,40,10:41 AM,09:38 PM,05:57 AM,05:50 PM,19,27,27,26,14,22,66,0.0,1014,26,10,85,10
2020-03-30 18:00:00,26,23,0.0,11.6,5,1,40,10:41 AM,09:38 PM,05:57 AM,05:50 PM,20,27,27,25,22,12,73,0.0,1015,25,10,78,15
2020-03-30 21:00:00,26,23,0.0,11.6,5,1,40,10:41 AM,09:38 PM,05:57 AM,05:50 PM,20,26,26,24,25,31,78,0.0,1016,24,10,60,17
2020-03-31 00:00:00,25,24,0.0,10.2,6,1,44,11:37 AM,10:25 PM,05:58 AM,05:49 PM,20,26,26,24,20,41,79,0.0,1016,24,10,41,13
2020-03-31 03:00:00,25,24,0.0,10.2,6,1,44,11:37 AM,10:25 PM,05:58 AM,05:49 PM,20,26,26,24,12,51,78,0.0,1015,24,10,45,8
2020-03-31 06:00:00,25,24,0.0,10.2,6,1,44,11:37 AM,10:25 PM,05:58 AM,05:49 PM,19,26,26,24,6,46,75,0.0,1016,24,10,51,4
2020-03-31 09:00:00,25,24,0.0,10.2,6,6,44,11:37 AM,10:25 PM,05:58 AM,05:49 PM,19,26,26,25,5,37,69,0.0,1016,25,10,42,4
2020-03-31 12:00:00,25,24,0.0,10.2,6,7,44,11:37 AM,10:25 PM,05:58 AM,05:49 PM,19,27,27,25,8,31,67,0.0,1015,25,10,18,6
2020-03-31 15:00:00,25,24,0.0,10.2,6,7,44,11:37 AM,10:25 PM,05:58 AM,05:49 PM,19,27,27,25,16,61,68,0.1,1014,25,10,14,12
2020-03-31 18:00:00,25,24,0.0,10.2,6,1,44,11:37 AM,10:25 PM,05:58 AM,05:49 PM,19,27,27,25,20,61,71,0.0,1015,25,10,24,14
2020-03-31 21:00:00,25,24,0.0,10.2,6,1,44,11:37 AM,10:25 PM,05:58 AM,05:49 PM,19,26,26,24,22,22,74,0.0,1015,24,10,36,14
2020-04-01 00:00:00,25,22,0.0,6.0,6,1,56,12:33 PM,11:19 PM,05:58 AM,05:48 PM,19,26,26,24,14,6,75,0.0,1015,24,10,96,9
2020-04-01 03:00:00,25,22,0.0,6.0,6,1,56,12:33 PM,11:19 PM,05:58 AM,05:48 PM,19,25,25,22,13,39,81,0.0,1015,22,10,156,9
2020-04-01 06:00:00,25,22,0.0,6.0,6,1,56,12:33 PM,11:19 PM,05:58 AM,05:48 PM,19,25,25,22,15,76,83,0.1,1016,22,10,164,10
2020-04-01 09:00:00,25,22,0.0,6.0,6,5,56,12:33 PM,11:19 PM,05:58 AM,05:48 PM,19,26,26,24,16,85,73,0.2,1017,24,9,123,12
2020-04-01 12:00:00,25,22,0.0,6.0,6,6,56,12:33 PM,11:19 PM,05:58 AM,05:48 PM,19,27,27,25,15,83,69,0.3,1016,25,9,116,11
2020-04-01 15:00:00,25,22,0.0,6.0,6,5,56,12:33 PM,11:19 PM,05:58 AM,05:48 PM,20,27,27,25,20,79,74,0.9,1015,25,9,136,14
2020-04-01 18:00:00,25,22,0.0,6.0,6,1,56,12:33 PM,11:19 PM,05:58 AM,05:48 PM,20,26,26,24,24,32,78,0.4,1015,24,10,130,16
2020-04-01 21:00:00,25,22,0.0,6.0,6,1,56,12:33 PM,11:19 PM,05:58 AM,05:48 PM,20,26,26,24,21,38,79,0.0,1016,24,10,123,14
2020-04-02 00:00:00,25,22,0.0,8.8,6,1,64,01:28 PM,No moonset,05:59 AM,05:47 PM,20,25,25,24,15,73,79,0.1,1015,24,10,128,10
2020-04-02 03:00:00,25,22,0.0,8.8,6,1,64,01:28 PM,No moonset,05:59 AM,05:47 PM,20,25,25,23,16,85,83,0.1,1015,23,10,155,10
2020-04-02 06:00:00,25,22,0.0,8.8,6,1,64,01:28 PM,No moonset,05:59 AM,05:47 PM,20,25,25,22,19,38,86,0.0,1015,22,10,171,13
2020-04-02 09:00:00,25,22,0.0,8.8,6,6,64,01:28 PM,No moonset,05:59 AM,05:47 PM,19,26,26,24,17,55,75,0.1,1016,24,10,130,13
2020-04-02 12:00:00,25,22,0.0,8.8,6,6,64,01:28 PM,No moonset,05:59 AM,05:47 PM,19,27,27,25,13,73,67,0.1,1014,25,10,69,9
2020-04-02 15:00:00,25,22,0.0,8.8,6,6,64,01:28 PM,No moonset,05:59 AM,05:47 PM,19,27,27,25,15,60,69,0.3,1013,25,10,68,10
2020-04-02 18:00:00,25,22,0.0,8.8,6,1,64,01:28 PM,No moonset,05:59 AM,05:47 PM,20,26,26,25,21,74,74,0.2,1013,25,10,79,14
2020-04-02 21:00:00,25,22,0.0,8.8,6,1,64,01:28 PM,No moonset,05:59 AM,05:47 PM,19,26,26,24,18,84,75,0.1,1014,24,10,92,12
2020-04-03 00:00:00,26,22,0.0,11.6,5,1,71,02:20 PM,12:17 AM,05:59 AM,05:46 PM,19,25,25,24,13,48,74,0.0,1013,24,10,85,8
2020-04-03 03:00:00,26,22,0.0,11.6,5,1,71,02:20 PM,12:17 AM,05:59 AM,05:46 PM,19,25,25,22,12,26,79,0.0,1012,22,10,133,7
2020-04-03 06:00:00,26,22,0.0,11.6,5,1,71,02:20 PM,12:17 AM,05:59 AM,05:46 PM,19,22,24,22,12,24,83,0.0,1012,22,10,169,8
2020-04-03 09:00:00,26,22,0.0,11.6,5,6,71,02:20 PM,12:17 AM,05:59 AM,05:46 PM,19,26,26,24,5,28,75,0.0,1013,24,10,183,4
2020-04-03 12:00:00,26,22,0.0,11.6,5,7,71,02:20 PM,12:17 AM,05:59 AM,05:46 PM,19,27,27,25,8,15,68,0.0,1011,25,10,300,6
2020-04-03 15:00:00,26,22,0.0,11.6,5,7,71,02:20 PM,12:17 AM,05:59 AM,05:46 PM,19,27,27,25,13,7,66,0.0,1010,25,10,125,10
2020-04-03 18:00:00,26,22,0.0,11.6,5,1,71,02:20 PM,12:17 AM,05:59 AM,05:46 PM,20,27,27,25,21,6,72,0.0,1011,25,10,15,14
2020-04-03 21:00:00,26,22,0.0,11.6,5,1,71,02:20 PM,12:17 AM,05:59 AM,05:46 PM,20,26,26,24,23,24,78,0.0,1011,24,10,22,15
2020-04-04 00:00:00,26,24,0.0,8.7,7,1,79,03:10 PM,01:20 AM,06:00 AM,05:45 PM,21,26,26,24,23,43,80,0.0,1011,24,10,17,15
2020-04-04 03:00:00,26,24,0.0,8.7,7,1,79,03:10 PM,01:20 AM,06:00 AM,05:45 PM,20,26,26,24,23,71,80,0.0,1010,24,10,8,15
2020-04-04 06:00:00,26,24,0.0,8.7,7,1,79,03:10 PM,01:20 AM,06:00 AM,05:45 PM,20,26,26,24,23,69,77,0.0,1010,24,10,235,15
2020-04-04 09:00:00,26,24,0.0,8.7,7,7,79,03:10 PM,01:20 AM,06:00 AM,05:45 PM,20,27,27,25,21,68,72,0.0,1011,25,10,342,16
2020-04-04 12:00:00,26,24,0.0,8.7,7,6,79,03:10 PM,01:20 AM,06:00 AM,05:45 PM,20,27,27,26,19,43,69,0.0,1010,26,10,349,14
2020-04-04 15:00:00,26,24,0.0,8.7,7,7,79,03:10 PM,01:20 AM,06:00 AM,05:45 PM,20,28,28,26,25,23,70,0.0,1009,26,10,126,18
2020-04-04 18:00:00,26,24,0.0,8.7,7,1,79,03:10 PM,01:20 AM,06:00 AM,05:45 PM,20,27,27,25,30,52,74,0.0,1009,25,10,8,20
2020-04-04 21:00:00,26,24,0.0,8.7,7,1,79,03:10 PM,01:20 AM,06:00 AM,05:45 PM,21,27,27,25,24,49,77,0.0,1011,25,10,229,16
2020-04-05 00:00:00,27,23,0.0,10.1,6,1,87,03:56 PM,02:25 AM,06:00 AM,05:44 PM,21,26,26,25,17,50,79,0.5,1011,25,10,328,12
2020-04-05 03:00:00,27,23,0.0,10.1,6,1,87,03:56 PM,02:25 AM,06:00 AM,05:44 PM,20,26,26,23,14,60,83,3.4,1011,23,8,265,8
2020-04-05 06:00:00,27,23,0.0,10.1,6,1,87,03:56 PM,02:25 AM,06:00 AM,05:44 PM,20,25,25,23,15,74,86,2.4,1013,23,8,217,9
2020-04-05 09:00:00,27,23,0.0,10.1,6,5,87,03:56 PM,02:25 AM,06:00 AM,05:44 PM,19,26,26,24,19,32,74,0.4,1014,24,10,178,15
2020-04-05 12:00:00,27,23,0.0,10.1,6,7,87,03:56 PM,02:25 AM,06:00 AM,05:44 PM,19,28,28,26,26,3,64,0.0,1013,26,10,134,20
2020-04-05 15:00:00,27,23,0.0,10.1,6,7,87,03:56 PM,02:25 AM,06:00 AM,05:44 PM,20,27,27,26,33,7,69,0.0,1012,26,10,124,25
2020-04-05 18:00:00,27,23,0.0,10.1,6,1,87,03:56 PM,02:25 AM,06:00 AM,05:44 PM,20,26,26,24,33,13,76,0.0,1013,24,10,130,23
2020-04-05 21:00:00,27,23,0.0,10.1,6,1,87,03:56 PM,02:25 AM,06:00 AM,05:44 PM,20,25,25,23,28,30,82,0.0,1015,23,10,138,19
2020-04-06 00:00:00,26,21,0.0,11.4,6,1,94,04:39 PM,03:32 AM,06:00 AM,05:43 PM,20,25,25,23,24,39,85,0.0,1015,23,10,149,17
2020-04-06 03:00:00,26,21,0.0,11.4,6,1,94,04:39 PM,03:32 AM,06:00 AM,05:43 PM,19,22,24,22,25,60,87,0.1,1015,22,10,166,17
2020-04-06 06:00:00,26,21,0.0,11.4,6,1,94,04:39 PM,03:32 AM,06:00 AM,05:43 PM,18,21,22,21,27,36,85,0.0,1016,21,10,175,19
2020-04-06 09:00:00,26,21,0.0,11.4,6,6,94,04:39 PM,03:32 AM,06:00 AM,05:43 PM,18,24,24,23,27,28,72,0.0,1017,23,10,160,21
2020-04-06 12:00:00,26,21,0.0,11.4,6,7,94,04:39 PM,03:32 AM,06:00 AM,05:43 PM,17,27,27,25,22,11,60,0.0,1015,25,10,131,17
2020-04-06 15:00:00,26,21,0.0,11.4,6,7,94,04:39 PM,03:32 AM,06:00 AM,05:43 PM,17,26,26,25,29,5,63,0.0,1013,25,10,118,22
2020-04-06 18:00:00,26,21,0.0,11.4,6,1,94,04:39 PM,03:32 AM,06:00 AM,05:43 PM,18,26,26,24,33,6,68,0.0,1014,24,10,119,23
2020-04-06 21:00:00,26,21,0.0,11.4,6,1,94,04:39 PM,03:32 AM,06:00 AM,05:43 PM,17,25,25,23,30,6,71,0.0,1015,23,10,125,20
2020-04-07 00:00:00,25,21,0.0,4.3,6,1,100,05:21 PM,04:38 AM,06:01 AM,05:42 PM,17,25,25,22,27,3,72,0.0,1015,22,10,142,18
2020-04-07 03:00:00,25,21,0.0,4.3,6,1,100,05:21 PM,04:38 AM,06:01 AM,05:42 PM,17,21,22,21,26,24,78,0.0,1015,21,10,164,18
2020-04-07 06:00:00,25,21,0.0,4.3,6,1,100,05:21 PM,04:38 AM,06:01 AM,05:42 PM,17,21,21,21,27,63,81,0.1,1015,21,10,166,19
2020-04-07 09:00:00,25,21,0.0,4.3,6,5,100,05:21 PM,04:38 AM,06:01 AM,05:42 PM,17,24,24,23,32,75,71,0.2,1016,23,9,148,24
2020-04-07 12:00:00,25,21,0.0,4.3,6,5,100,05:21 PM,04:38 AM,06:01 AM,05:42 PM,17,26,26,25,36,73,62,0.2,1015,25,10,137,28
2020-04-07 15:00:00,25,21,0.0,4.3,6,5,100,05:21 PM,04:38 AM,06:01 AM,05:42 PM,17,26,26,25,38,75,63,0.2,1014,25,10,136,29
2020-04-07 18:00:00,25,21,0.0,4.3,6,1,100,05:21 PM,04:38 AM,06:01 AM,05:42 PM,18,26,26,24,36,29,70,0.1,1015,24,10,139,26
2020-04-07 21:00:00,25,21,0.0,4.3,6,1,100,05:21 PM,04:38 AM,06:01 AM,05:42 PM,18,25,25,23,31,19,74,0.0,1016,23,10,148,21
2020-04-08 00:00:00,25,21,0.0,4.3,6,1,100,06:03 PM,05:45 AM,06:01 AM,05:41 PM,18,22,24,22,27,58,80,0.1,1016,22,10,160,18
2020-04-08 03:00:00,25,21,0.0,4.3,6,1,100,06:03 PM,05:45 AM,06:01 AM,05:41 PM,19,21,22,21,28,68,85,0.5,1015,21,10,169,20
2020-04-08 06:00:00,25,21,0.0,4.3,6,1,100,06:03 PM,05:45 AM,06:01 AM,05:41 PM,18,21,21,21,27,71,86,0.3,1016,21,10,174,19
2020-04-08 09:00:00,25,21,0.0,4.3,6,5,100,06:03 PM,05:45 AM,06:01 AM,05:41 PM,18,24,24,23,24,60,74,0.3,1017,23,10,162,18
2020-04-08 12:00:00,25,21,0.0,4.3,6,5,100,06:03 PM,05:45 AM,06:01 AM,05:41 PM,18,26,26,25,22,73,65,0.2,1016,25,10,144,17
2020-04-08 15:00:00,25,21,0.0,4.3,6,5,100,06:03 PM,05:45 AM,06:01 AM,05:41 PM,19,26,26,25,28,84,69,0.4,1016,25,9,145,21
2020-04-08 18:00:00,25,21,0.0,4.3,6,1,100,06:03 PM,05:45 AM,06:01 AM,05:41 PM,19,25,25,23,32,64,77,0.7,1017,23,10,142,22
2020-04-08 21:00:00,25,21,0.0,4.3,6,1,100,06:03 PM,05:45 AM,06:01 AM,05:41 PM,19,21,24,21,36,74,79,2.1,1019,21,8,125,23
2020-04-09 00:00:00,24,21,0.0,5.7,5,1,83,06:45 PM,06:52 AM,06:02 AM,05:40 PM,19,22,24,22,34,63,79,2.1,1018,22,9,122,22
2020-04-09 03:00:00,24,21,0.0,5.7,5,1,83,06:45 PM,06:52 AM,06:02 AM,05:40 PM,19,25,25,22,32,54,81,1.3,1018,22,10,132,22
2020-04-09 06:00:00,24,21,0.0,5.7,5,1,83,06:45 PM,06:52 AM,06:02 AM,05:40 PM,19,25,25,22,32,58,81,1.1,1019,22,10,141,22
2020-04-09 09:00:00,24,21,0.0,5.7,5,5,83,06:45 PM,06:52 AM,06:02 AM,05:40 PM,19,25,25,23,34,57,79,1.8,1021,23,10,143,23
2020-04-09 12:00:00,24,21,0.0,5.7,5,5,83,06:45 PM,06:52 AM,06:02 AM,05:40 PM,19,26,26,24,33,69,73,0.8,1020,24,9,139,24
2020-04-09 15:00:00,24,21,0.0,5.7,5,5,83,06:45 PM,06:52 AM,06:02 AM,05:40 PM,19,26,26,24,35,63,71,0.1,1019,24,10,134,26
2020-04-09 18:00:00,24,21,0.0,5.7,5,1,83,06:45 PM,06:52 AM,06:02 AM,05:40 PM,19,25,25,23,36,57,77,0.1,1020,23,10,132,25
2020-04-09 21:00:00,24,21,0.0,5.7,5,1,83,06:45 PM,06:52 AM,06:02 AM,05:40 PM,19,22,24,22,37,54,78,0.0,1021,22,10,121,25
2020-04-10 00:00:00,25,20,0.0,4.3,6,1,76,07:30 PM,07:59 AM,06:02 AM,05:39 PM,19,25,25,22,35,48,78,0.0,1020,22,10,118,23
2020-04-10 03:00:00,25,20,0.0,4.3,6,1,76,07:30 PM,07:59 AM,06:02 AM,05:39 PM,19,25,25,23,35,49,78,0.0,1020,23,10,116,23
2020-04-10 06:00:00,25,20,0.0,4.3,6,1,76,07:30 PM,07:59 AM,06:02 AM,05:39 PM,19,25,25,23,33,62,78,0.1,1020,23,10,110,23
2020-04-10 09:00:00,25,20,0.0,4.3,6,5,76,07:30 PM,07:59 AM,06:02 AM,05:39 PM,19,26,26,24,28,77,73,0.2,1020,24,9,100,21
2020-04-10 12:00:00,25,20,0.0,4.3,6,5,76,07:30 PM,07:59 AM,06:02 AM,05:39 PM,19,26,26,24,20,85,77,1.5,1018,24,10,73,14
2020-04-10 15:00:00,25,20,0.0,4.3,6,5,76,07:30 PM,07:59 AM,06:02 AM,05:39 PM,20,26,26,24,19,78,78,2.9,1017,24,8,58,12
2020-04-10 18:00:00,25,20,0.0,4.3,6,1,76,07:30 PM,07:59 AM,06:02 AM,05:39 PM,20,26,26,24,22,44,77,1.1,1017,24,9,35,14
2020-04-10 21:00:00,25,20,0.0,4.3,6,1,76,07:30 PM,07:59 AM,06:02 AM,05:39 PM,19,21,24,21,20,65,76,0.0,1017,21,10,11,13
2020-04-11 00:00:00,26,22,0.0,8.7,5,1,68,08:17 PM,09:05 AM,06:03 AM,05:38 PM,19,25,25,22,23,34,75,0.0,1016,22,10,236,15
2020-04-11 03:00:00,26,22,0.0,8.7,5,1,68,08:17 PM,09:05 AM,06:03 AM,05:38 PM,19,25,25,23,25,24,77,0.0,1014,23,10,333,16
2020-04-11 06:00:00,26,22,0.0,8.7,5,1,68,08:17 PM,09:05 AM,06:03 AM,05:38 PM,19,25,25,22,22,39,84,0.0,1014,22,10,298,14
2020-04-11 09:00:00,26,22,0.0,8.7,5,6,68,08:17 PM,09:05 AM,06:03 AM,05:38 PM,20,26,26,24,22,19,81,0.0,1015,24,10,304,16
2020-04-11 12:00:00,26,22,0.0,8.7,5,7,68,08:17 PM,09:05 AM,06:03 AM,05:38 PM,21,27,27,25,24,6,75,0.0,1012,25,10,321,18
2020-04-11 15:00:00,26,22,0.0,8.7,5,7,68,08:17 PM,09:05 AM,06:03 AM,05:38 PM,21,28,28,26,40,50,77,0.3,1010,26,9,345,27
2020-04-11 18:00:00,26,22,0.0,8.7,5,1,68,08:17 PM,09:05 AM,06:03 AM,05:38 PM,22,27,27,25,41,77,81,0.6,1010,25,9,336,25
2020-04-11 21:00:00,26,22,0.0,8.7,5,1,68,08:17 PM,09:05 AM,06:03 AM,05:38 PM,21,27,27,24,31,81,82,0.7,1012,24,9,298,18
2020-04-12 00:00:00,26,20,0.0,8.7,5,1,61,09:08 PM,10:10 AM,06:03 AM,05:37 PM,17,25,25,23,24,39,68,0.2,1012,23,10,238,14
2020-04-12 03:00:00,26,20,0.0,8.7,5,1,61,09:08 PM,10:10 AM,06:03 AM,05:37 PM,11,21,22,21,22,11,53,0.0,1011,21,10,217,13
2020-04-12 06:00:00,26,20,0.0,8.7,5,1,61,09:08 PM,10:10 AM,06:03 AM,05:37 PM,10,21,21,21,20,5,50,0.0,1012,21,10,222,12
2020-04-12 09:00:00,26,20,0.0,8.7,5,6,61,09:08 PM,10:10 AM,06:03 AM,05:37 PM,10,23,23,23,15,3,45,0.0,1014,23,10,200,11
2020-04-12 12:00:00,26,20,0.0,8.7,5,7,61,09:08 PM,10:10 AM,06:03 AM,05:37 PM,11,26,26,25,8,1,39,0.0,1013,25,10,150,6
2020-04-12 15:00:00,26,20,0.0,8.7,5,6,61,09:08 PM,10:10 AM,06:03 AM,05:37 PM,14,26,26,25,27,4,52,0.0,1012,25,10,129,20
2020-04-12 18:00:00,26,20,0.0,8.7,5,1,61,09:08 PM,10:10 AM,06:03 AM,05:37 PM,17,25,25,23,41,37,72,0.0,1014,23,10,126,30
2020-04-12 21:00:00,26,20,0.0,8.7,5,1,61,09:08 PM,10:10 AM,06:03 AM,05:37 PM,18,25,25,22,38,54,78,0.0,1016,22,10,122,27
2020-04-13 00:00:00,24,21,0.0,8.7,6,1,53,10:02 PM,11:12 AM,06:04 AM,05:36 PM,18,22,24,22,33,48,77,0.0,1017,22,10,123,23
2020-04-13 03:00:00,24,21,0.0,8.7,6,1,53,10:02 PM,11:12 AM,06:04 AM,05:36 PM,17,21,24,21,31,24,74,0.0,1017,21,10,130,21
2020-04-13 06:00:00,24,21,0.0,8.7,6,1,53,10:02 PM,11:12 AM,06:04 AM,05:36 PM,16,22,25,22,32,10,70,0.0,1018,22,10,129,22
2020-04-13 09:00:00,24,21,0.0,8.7,6,6,53,10:02 PM,11:12 AM,06:04 AM,05:36 PM,16,25,25,23,30,10,63,0.0,1019,23,10,115,23
2020-04-13 12:00:00,24,21,0.0,8.7,6,6,53,10:02 PM,11:12 AM,06:04 AM,05:36 PM,16,26,26,24,27,6,59,0.0,1018,24,10,110,21
2020-04-13 15:00:00,24,21,0.0,8.7,6,6,53,10:02 PM,11:12 AM,06:04 AM,05:36 PM,16,26,26,24,27,14,59,0.0,1018,24,10,110,21
2020-04-13 18:00:00,24,21,0.0,8.7,6,1,53,10:02 PM,11:12 AM,06:04 AM,05:36 PM,15,25,25,23,31,73,61,0.0,1019,23,10,111,22
2020-04-13 21:00:00,24,21,0.0,8.7,6,1,53,10:02 PM,11:12 AM,06:04 AM,05:36 PM,16,25,25,23,30,50,64,0.0,1021,23,10,104,20
2020-04-14 00:00:00,25,22,0.0,7.2,6,1,46,10:57 PM,12:09 PM,06:04 AM,05:35 PM,16,25,25,22,24,34,68,0.0,1021,22,10,116,17
2020-04-14 03:00:00,25,22,0.0,7.2,6,1,46,10:57 PM,12:09 PM,06:04 AM,05:35 PM,16,22,25,22,22,60,70,0.1,1020,22,10,127,15
2020-04-14 06:00:00,25,22,0.0,7.2,6,1,46,10:57 PM,12:09 PM,06:04 AM,05:35 PM,16,22,25,22,22,51,69,0.0,1021,22,10,133,15
2020-04-14 09:00:00,25,22,0.0,7.2,6,6,46,10:57 PM,12:09 PM,06:04 AM,05:35 PM,16,25,25,24,25,20,61,0.0,1023,24,10,125,18
2020-04-14 12:00:00,25,22,0.0,7.2,6,6,46,10:57 PM,12:09 PM,06:04 AM,05:35 PM,17,26,26,25,27,50,61,0.2,1021,25,9,120,21
2020-04-14 15:00:00,25,22,0.0,7.2,6,5,46,10:57 PM,12:09 PM,06:04 AM,05:35 PM,18,26,26,24,32,79,69,0.6,1020,24,9,120,24
2020-04-14 18:00:00,25,22,0.0,7.2,6,1,46,10:57 PM,12:09 PM,06:04 AM,05:35 PM,18,25,25,23,34,83,73,0.3,1021,23,10,119,23
2020-04-14 21:00:00,25,22,0.0,7.2,6,1,46,10:57 PM,12:09 PM,06:04 AM,05:35 PM,18,25,25,23,31,83,74,0.2,1023,23,9,120,21
2020-04-15 00:00:00,25,22,0.0,7.2,5,1,38,11:54 PM,01:01 PM,06:04 AM,05:34 PM,18,25,25,22,26,74,75,0.3,1022,22,9,116,18
2020-04-15 03:00:00,25,22,0.0,7.2,5,1,38,11:54 PM,01:01 PM,06:04 AM,05:34 PM,17,22,25,22,25,81,75,0.4,1021,22,9,124,17
2020-04-15 06:00:00,25,22,0.0,7.2,5,1,38,11:54 PM,01:01 PM,06:04 AM,05:34 PM,17,22,25,22,26,39,73,0.1,1022,22,10,128,18
2020-04-15 09:00:00,25,22,0.0,7.2,5,6,38,11:54 PM,01:01 PM,06:04 AM,05:34 PM,17,25,25,24,28,12,65,0.0,1023,24,10,120,21
2020-04-15 12:00:00,25,22,0.0,7.2,5,6,38,11:54 PM,01:01 PM,06:04 AM,05:34 PM,17,26,26,25,31,60,61,0.1,1021,25,10,125,24
2020-04-15 15:00:00,25,22,0.0,7.2,5,5,38,11:54 PM,01:01 PM,06:04 AM,05:34 PM,17,26,26,24,33,84,64,0.1,1020,24,10,127,25
2020-04-15 18:00:00,25,22,0.0,7.2,5,1,38,11:54 PM,01:01 PM,06:04 AM,05:34 PM,18,25,25,23,32,53,71,0.0,1020,23,10,127,22
2020-04-15 21:00:00,25,22,0.0,7.2,5,1,38,11:54 PM,01:01 PM,06:04 AM,05:34 PM,18,25,25,23,25,67,76,0.1,1021,23,9,120,17
2020-04-16 00:00:00,25,20,0.0,7.2,5,1,30,No moonrise,01:46 PM,06:05 AM,05:33 PM,18,22,25,22,21,81,79,0.3,1020,22,9,133,14
2020-04-16 03:00:00,25,20,0.0,7.2,5,1,30,No moonrise,01:46 PM,06:05 AM,05:33 PM,18,21,24,21,16,74,81,0.5,1019,21,9,139,10
2020-04-16 06:00:00,25,20,0.0,7.2,5,1,30,No moonrise,01:46 PM,06:05 AM,05:33 PM,18,20,22,20,18,76,84,0.3,1019,20,10,167,12
2020-04-16 09:00:00,25,20,0.0,7.2,5,5,30,No moonrise,01:46 PM,06:05 AM,05:33 PM,17,24,24,23,16,76,72,0.1,1020,23,10,156,12
2020-04-16 12:00:00,25,20,0.0,7.2,5,5,30,No moonrise,01:46 PM,06:05 AM,05:33 PM,17,26,26,25,10,36,61,0.0,1018,25,10,91,8
2020-04-16 15:00:00,25,20,0.0,7.2,5,6,30,No moonrise,01:46 PM,06:05 AM,05:33 PM,18,26,26,25,14,13,64,0.0,1016,25,10,50,11
2020-04-16 18:00:00,25,20,0.0,7.2,5,1,30,No moonrise,01:46 PM,06:05 AM,05:33 PM,18,26,26,24,22,15,70,0.0,1017,24,10,33,15
2020-04-16 21:00:00,25,20,0.0,7.2,5,1,30,No moonrise,01:46 PM,06:05 AM,05:33 PM,18,25,25,24,23,6,72,0.0,1018,24,10,21,15
2020-04-17 00:00:00,25,21,0.0,8.7,6,1,23,12:49 AM,02:27 PM,06:05 AM,05:32 PM,18,25,25,23,22,0,72,0.0,1017,23,10,244,14
