date_time,Mundulla_maxtempC,Mundulla_mintempC,Mundulla_totalSnow_cm,Mundulla_sunHour,Mundulla_uvIndex,Mundulla_uvIndex,Mundulla_moon_illumination,Mundulla_moonrise,Mundulla_moonset,Mundulla_sunrise,Mundulla_sunset,Mundulla_DewPointC,Mundulla_FeelsLikeC,Mundulla_HeatIndexC,Mundulla_WindChillC,Mundulla_WindGustKmph,Mundulla_cloudcover,Mundulla_humidity,Mundulla_precipMM,Mundulla_pressure,Mundulla_tempC,Mundulla_visibility,Mundulla_winddirDegree,Mundulla_windspeedKmph
2020-01-05 15:00:00,21,12,0.0,12.4,5,6,66,02:00 PM,12:49 AM,04:56 AM,07:29 PM,4,21,23,21,17,19,32,0.0,1020,21,10,160,15
2020-01-05 18:00:00,21,12,0.0,12.4,5,1,66,02:00 PM,12:49 AM,04:56 AM,07:29 PM,4,20,20,20,16,15,34,0.0,1020,20,10,130,11
2020-01-05 21:00:00,21,12,0.0,12.4,5,1,66,02:00 PM,12:49 AM,04:56 AM,07:29 PM,4,17,17,17,18,4,42,0.0,1020,17,10,143,10
2020-01-06 00:00:00,29,11,0.0,14.5,6,1,73,02:59 PM,01:18 AM,04:56 AM,07:29 PM,6,13,14,13,24,4,57,0.0,1020,14,10,152,15
2020-01-06 03:00:00,29,11,0.0,14.5,6,1,73,02:59 PM,01:18 AM,04:56 AM,07:29 PM,6,9,11,9,19,6,73,0.0,1019,11,10,138,10
2020-01-06 06:00:00,29,11,0.0,14.5,6,1,73,02:59 PM,01:18 AM,04:56 AM,07:29 PM,5,12,13,12,16,0,60,0.0,1020,13,10,117,12
2020-01-06 09:00:00,29,11,0.0,14.5,6,6,73,02:59 PM,01:18 AM,04:56 AM,07:29 PM,3,23,23,22,6,0,28,0.0,1019,22,10,153,5
2020-01-06 12:00:00,29,11,0.0,14.5,6,7,73,02:59 PM,01:18 AM,04:56 AM,07:29 PM,3,25,25,27,13,0,21,0.0,1017,27,10,172,11
2020-01-06 15:00:00,29,11,0.0,14.5,6,7,73,02:59 PM,01:18 AM,04:56 AM,07:29 PM,4,27,27,29,20,2,20,0.0,1014,29,10,213,17
2020-01-06 18:00:00,29,11,0.0,14.5,6,1,73,02:59 PM,01:18 AM,04:56 AM,07:29 PM,6,25,25,25,32,1,30,0.0,1015,25,10,220,23
2020-01-06 21:00:00,29,11,0.0,14.5,6,1,73,02:59 PM,01:18 AM,04:56 AM,07:29 PM,5,27,27,23,36,0,39,0.0,1016,23,10,156,21
2020-01-07 00:00:00,33,14,0.0,14.5,7,1,80,04:00 PM,01:50 AM,04:57 AM,07:29 PM,5,15,15,15,27,3,51,0.0,1016,15,10,146,17
2020-01-07 03:00:00,33,14,0.0,14.5,7,1,80,04:00 PM,01:50 AM,04:57 AM,07:29 PM,7,13,14,13,24,4,60,0.0,1016,14,10,128,13
2020-01-07 06:00:00,33,14,0.0,14.5,7,1,80,04:00 PM,01:50 AM,04:57 AM,07:29 PM,9,18,18,18,14,3,56,0.0,1017,18,10,124,10
2020-01-07 09:00:00,33,14,0.0,14.5,7,7,80,04:00 PM,01:50 AM,04:57 AM,07:29 PM,11,26,26,26,8,3,39,0.0,1016,26,10,80,7
2020-01-07 12:00:00,33,14,0.0,14.5,7,8,80,04:00 PM,01:50 AM,04:57 AM,07:29 PM,6,28,28,31,14,3,21,0.0,1015,31,10,166,12
2020-01-07 15:00:00,33,14,0.0,14.5,7,8,80,04:00 PM,01:50 AM,04:57 AM,07:29 PM,2,31,31,33,17,0,14,0.0,1013,33,10,178,15
2020-01-07 18:00:00,33,14,0.0,14.5,7,1,80,04:00 PM,01:50 AM,04:57 AM,07:29 PM,3,27,27,29,32,11,19,0.0,1014,29,10,201,22
2020-01-07 21:00:00,33,14,0.0,14.5,7,1,80,04:00 PM,01:50 AM,04:57 AM,07:29 PM,8,27,27,25,35,5,39,0.0,1015,25,10,159,20
2020-01-08 00:00:00,35,16,0.0,14.5,7,1,88,05:03 PM,02:27 AM,04:58 AM,07:29 PM,9,18,18,18,30,0,57,0.0,1015,18,10,139,17
2020-01-08 03:00:00,35,16,0.0,14.5,7,1,88,05:03 PM,02:27 AM,04:58 AM,07:29 PM,12,16,16,16,24,0,80,0.0,1015,16,10,138,12
2020-01-08 06:00:00,35,16,0.0,14.5,7,1,88,05:03 PM,02:27 AM,04:58 AM,07:29 PM,12,18,18,18,18,0,69,0.0,1016,18,10,132,12
2020-01-08 09:00:00,35,16,0.0,14.5,7,7,88,05:03 PM,02:27 AM,04:58 AM,07:29 PM,6,26,26,28,14,0,24,0.0,1016,28,10,115,13
2020-01-08 12:00:00,35,16,0.0,14.5,7,8,88,05:03 PM,02:27 AM,04:58 AM,07:29 PM,-3,31,31,34,11,0,10,0.0,1015,34,10,146,10
2020-01-08 15:00:00,35,16,0.0,14.5,7,9,88,05:03 PM,02:27 AM,04:58 AM,07:29 PM,-2,34,34,35,11,0,9,0.0,1012,35,10,167,10
2020-01-08 18:00:00,35,16,0.0,14.5,7,1,88,05:03 PM,02:27 AM,04:58 AM,07:29 PM,6,29,29,31,26,0,21,0.0,1013,31,10,223,17
2020-01-08 21:00:00,35,16,0.0,14.5,7,1,88,05:03 PM,02:27 AM,04:58 AM,07:29 PM,5,32,32,28,40,0,25,0.0,1014,28,10,130,23
2020-01-09 00:00:00,40,20,0.0,14.5,8,1,95,06:06 PM,03:11 AM,04:59 AM,07:29 PM,3,23,23,23,33,0,27,0.0,1014,23,10,99,17
2020-01-09 03:00:00,40,20,0.0,14.5,8,1,95,06:06 PM,03:11 AM,04:59 AM,07:29 PM,1,20,20,20,30,0,28,0.0,1013,20,10,91,15
2020-01-09 06:00:00,40,20,0.0,14.5,8,1,95,06:06 PM,03:11 AM,04:59 AM,07:29 PM,3,23,23,22,26,0,29,0.0,1014,22,10,79,18
2020-01-09 09:00:00,40,20,0.0,14.5,8,8,95,06:06 PM,03:11 AM,04:59 AM,07:29 PM,6,30,30,32,19,0,20,0.0,1012,32,10,38,16
2020-01-09 12:00:00,40,20,0.0,14.5,8,9,95,06:06 PM,03:11 AM,04:59 AM,07:29 PM,3,36,36,38,18,0,12,0.0,1010,38,10,349,15
2020-01-09 15:00:00,40,20,0.0,14.5,8,9,95,06:06 PM,03:11 AM,04:59 AM,07:29 PM,-2,40,40,40,20,0,7,0.0,1006,40,10,334,18
2020-01-09 18:00:00,40,20,0.0,14.5,8,1,95,06:06 PM,03:11 AM,04:59 AM,07:29 PM,3,35,35,36,13,2,12,0.0,1005,36,10,350,8
2020-01-09 21:00:00,40,20,0.0,14.5,8,1,95,06:06 PM,03:11 AM,04:59 AM,07:29 PM,4,35,35,32,17,2,19,0.0,1004,32,10,41,8
2020-01-10 00:00:00,23,7,0.0,12.3,5,1,100,07:06 PM,04:03 AM,05:00 AM,07:29 PM,11,25,25,24,36,5,45,0.0,1005,24,10,232,24
2020-01-10 03:00:00,23,7,0.0,12.3,5,1,100,07:06 PM,04:03 AM,05:00 AM,07:29 PM,13,21,21,21,13,100,63,0.0,1006,21,10,239,7
2020-01-10 06:00:00,23,7,0.0,12.3,5,1,100,07:06 PM,04:03 AM,05:00 AM,07:29 PM,16,25,25,23,24,40,65,0.0,1007,23,10,260,19
2020-01-10 09:00:00,23,7,0.0,12.3,5,5,100,07:06 PM,04:03 AM,05:00 AM,07:29 PM,17,25,25,23,23,100,70,0.0,1008,23,10,245,19
2020-01-10 12:00:00,23,7,0.0,12.3,5,4,100,07:06 PM,04:03 AM,05:00 AM,07:29 PM,12,16,16,16,42,100,79,0.5,1012,16,2,224,31
2020-01-10 15:00:00,23,7,0.0,12.3,5,4,100,07:06 PM,04:03 AM,05:00 AM,07:29 PM,10,16,16,16,27,56,69,1.5,1014,16,9,223,19
2020-01-10 18:00:00,23,7,0.0,12.3,5,1,100,07:06 PM,04:03 AM,05:00 AM,07:29 PM,9,12,16,12,35,25,56,0.0,1015,12,10,230,24
2020-01-10 21:00:00,23,7,0.0,12.3,5,1,100,07:06 PM,04:03 AM,05:00 AM,07:29 PM,10,7,9,7,25,29,76,0.0,1018,7,10,228,14
2020-01-11 00:00:00,24,12,0.0,14.3,6,1,100,08:02 PM,05:02 AM,05:01 AM,07:29 PM,9,12,13,12,22,41,75,0.0,1017,13,10,213,12
2020-01-11 03:00:00,24,12,0.0,14.3,6,1,100,08:02 PM,05:02 AM,05:01 AM,07:29 PM,9,12,12,12,19,26,79,0.0,1017,12,10,211,10
2020-01-11 06:00:00,24,12,0.0,14.3,6,1,100,08:02 PM,05:02 AM,05:01 AM,07:29 PM,8,13,14,13,25,23,68,0.0,1020,14,10,189,19
2020-01-11 09:00:00,24,12,0.0,14.3,6,5,100,08:02 PM,05:02 AM,05:01 AM,07:29 PM,7,19,19,19,21,0,43,0.0,1021,19,10,197,18
2020-01-11 12:00:00,24,12,0.0,14.3,6,6,100,08:02 PM,05:02 AM,05:01 AM,07:29 PM,7,24,24,24,28,0,33,0.0,1020,24,10,215,25
2020-01-11 15:00:00,24,12,0.0,14.3,6,6,100,08:02 PM,05:02 AM,05:01 AM,07:29 PM,7,24,24,24,32,0,33,0.0,1019,24,10,208,28
2020-01-11 18:00:00,24,12,0.0,14.3,6,1,100,08:02 PM,05:02 AM,05:01 AM,07:29 PM,7,19,19,19,36,0,43,0.0,1020,19,10,190,27
2020-01-11 21:00:00,24,12,0.0,14.3,6,1,100,08:02 PM,05:02 AM,05:01 AM,07:29 PM,8,17,21,17,32,0,68,0.0,1022,17,10,184,21
2020-01-12 00:00:00,30,11,0.0,14.3,6,1,83,08:52 PM,06:08 AM,05:02 AM,07:28 PM,9,11,12,11,23,11,79,0.0,1023,12,10,169,13
2020-01-12 03:00:00,30,11,0.0,14.3,6,1,83,08:52 PM,06:08 AM,05:02 AM,07:28 PM,9,9,11,9,22,4,87,0.0,1021,11,10,170,12
2020-01-12 06:00:00,30,11,0.0,14.3,6,1,83,08:52 PM,06:08 AM,05:02 AM,07:28 PM,9,13,14,13,24,0,70,0.0,1021,14,10,160,18
2020-01-12 09:00:00,30,11,0.0,14.3,6,6,83,08:52 PM,06:08 AM,05:02 AM,07:28 PM,8,21,21,21,22,0,44,0.0,1021,21,10,142,19
2020-01-12 12:00:00,30,11,0.0,14.3,6,7,83,08:52 PM,06:08 AM,05:02 AM,07:28 PM,7,26,26,26,17,0,30,0.0,1018,26,10,142,14
2020-01-12 15:00:00,30,11,0.0,14.3,6,7,83,08:52 PM,06:08 AM,05:02 AM,07:28 PM,6,28,28,30,16,2,23,0.0,1015,30,10,137,14
2020-01-12 18:00:00,30,11,0.0,14.3,6,1,83,08:52 PM,06:08 AM,05:02 AM,07:28 PM,10,25,25,25,22,3,38,0.0,1015,25,10,220,15
2020-01-12 21:00:00,30,11,0.0,14.3,6,1,83,08:52 PM,06:08 AM,05:02 AM,07:28 PM,10,26,26,22,23,0,51,0.0,1015,22,10,153,11
2020-01-13 00:00:00,35,17,0.0,14.3,7,1,76,09:36 PM,07:18 AM,05:03 AM,07:28 PM,10,18,18,18,25,0,58,0.0,1014,18,10,113,12
2020-01-13 03:00:00,35,17,0.0,14.3,7,1,76,09:36 PM,07:18 AM,05:03 AM,07:28 PM,8,17,17,17,20,0,58,0.0,1013,17,10,74,9
2020-01-13 06:00:00,35,17,0.0,14.3,7,1,76,09:36 PM,07:18 AM,05:03 AM,07:28 PM,7,19,19,19,19,0,44,0.0,1013,19,10,53,13
2020-01-13 09:00:00,35,17,0.0,14.3,7,7,76,09:36 PM,07:18 AM,05:03 AM,07:28 PM,6,27,27,29,13,0,24,0.0,1013,29,10,6,11
2020-01-13 12:00:00,35,17,0.0,14.3,7,9,76,09:36 PM,07:18 AM,05:03 AM,07:28 PM,5,33,33,35,1,0,15,0.0,1012,35,10,325,1
2020-01-13 15:00:00,35,17,0.0,14.3,7,8,76,09:36 PM,07:18 AM,05:03 AM,07:28 PM,3,33,33,35,8,0,13,0.0,1009,35,10,195,7
2020-01-13 18:00:00,35,17,0.0,14.3,7,1,76,09:36 PM,07:18 AM,05:03 AM,07:28 PM,6,33,33,31,36,0,24,0.0,1010,31,10,203,26
2020-01-13 21:00:00,35,17,0.0,14.3,7,1,76,09:36 PM,07:18 AM,05:03 AM,07:28 PM,8,30,30,27,31,0,39,0.0,1012,27,10,155,17
2020-01-14 00:00:00,37,19,0.0,14.2,8,1,69,10:14 PM,08:29 AM,05:04 AM,07:28 PM,7,20,20,20,27,0,41,0.0,1012,20,10,146,14
2020-01-14 03:00:00,37,19,0.0,14.2,8,1,69,10:14 PM,08:29 AM,05:04 AM,07:28 PM,5,19,19,19,25,0,40,0.0,1011,19,10,133,12
2020-01-14 06:00:00,37,19,0.0,14.2,8,1,69,10:14 PM,08:29 AM,05:04 AM,07:28 PM,6,21,21,21,16,0,38,0.0,1012,21,10,138,10
2020-01-14 09:00:00,37,19,0.0,14.2,8,8,69,10:14 PM,08:29 AM,05:04 AM,07:28 PM,10,30,30,32,7,2,26,0.0,1011,32,10,102,6
2020-01-14 12:00:00,37,19,0.0,14.2,8,9,69,10:14 PM,08:29 AM,05:04 AM,07:28 PM,6,36,36,37,8,0,15,0.0,1010,37,10,304,7
2020-01-14 15:00:00,37,19,0.0,14.2,8,9,69,10:14 PM,08:29 AM,05:04 AM,07:28 PM,8,34,34,36,29,3,18,0.0,1008,36,10,243,25
2020-01-14 18:00:00,37,19,0.0,14.2,8,1,69,10:14 PM,08:29 AM,05:04 AM,07:28 PM,9,36,36,34,31,4,27,0.0,1008,34,10,229,22
2020-01-14 21:00:00,37,19,0.0,14.2,8,1,69,10:14 PM,08:29 AM,05:04 AM,07:28 PM,11,33,33,30,26,5,45,0.0,1009,30,10,206,12
2020-01-15 00:00:00,30,17,0.0,14.2,7,1,61,10:49 PM,09:40 AM,05:05 AM,07:28 PM,12,20,20,20,19,5,59,0.0,1008,20,10,211,9
2020-01-15 03:00:00,30,17,0.0,14.2,7,1,61,10:49 PM,09:40 AM,05:05 AM,07:28 PM,13,17,17,17,24,2,76,0.0,1008,17,10,220,14
2020-01-15 06:00:00,30,17,0.0,14.2,7,1,61,10:49 PM,09:40 AM,05:05 AM,07:28 PM,14,17,17,17,16,35,83,0.0,1009,17,10,205,12
2020-01-15 09:00:00,30,17,0.0,14.2,7,7,61,10:49 PM,09:40 AM,05:05 AM,07:28 PM,12,26,26,26,21,33,41,0.0,1010,26,10,209,18
2020-01-15 12:00:00,30,17,0.0,14.2,7,7,61,10:49 PM,09:40 AM,05:05 AM,07:28 PM,10,29,29,30,30,3,29,0.0,1009,30,10,231,26
2020-01-15 15:00:00,30,17,0.0,14.2,7,7,61,10:49 PM,09:40 AM,05:05 AM,07:28 PM,9,27,27,28,33,0,32,0.0,1008,28,10,227,29
2020-01-15 18:00:00,30,17,0.0,14.2,7,1,61,10:49 PM,09:40 AM,05:05 AM,07:28 PM,10,27,27,25,37,0,49,0.0,1009,25,10,204,28
2020-01-15 21:00:00,30,17,0.0,14.2,7,1,61,10:49 PM,09:40 AM,05:05 AM,07:28 PM,11,21,25,21,36,16,73,0.0,1012,21,10,193,23
2020-01-16 00:00:00,24,13,0.0,14.2,6,1,54,11:22 PM,10:49 AM,05:06 AM,07:27 PM,10,14,15,14,24,45,73,0.0,1012,15,10,186,15
2020-01-16 03:00:00,24,13,0.0,14.2,6,1,54,11:22 PM,10:49 AM,05:06 AM,07:27 PM,9,12,14,12,30,26,71,0.0,1012,14,10,197,18
2020-01-16 06:00:00,24,13,0.0,14.2,6,1,54,11:22 PM,10:49 AM,05:06 AM,07:27 PM,8,11,13,11,32,16,68,0.0,1013,13,10,178,25
2020-01-16 09:00:00,24,13,0.0,14.2,6,5,54,11:22 PM,10:49 AM,05:06 AM,07:27 PM,6,19,19,19,31,6,43,0.0,1014,19,10,175,27
2020-01-16 12:00:00,24,13,0.0,14.2,6,6,54,11:22 PM,10:49 AM,05:06 AM,07:27 PM,6,24,24,24,32,2,31,0.0,1012,24,10,176,28
2020-01-16 15:00:00,24,13,0.0,14.2,6,6,54,11:22 PM,10:49 AM,05:06 AM,07:27 PM,6,24,24,24,31,4,31,0.0,1011,24,10,178,27
2020-01-16 18:00:00,24,13,0.0,14.2,6,1,54,11:22 PM,10:49 AM,05:06 AM,07:27 PM,6,21,21,21,35,0,38,0.0,1012,21,10,176,26
2020-01-16 21:00:00,24,13,0.0,14.2,6,1,54,11:22 PM,10:49 AM,05:06 AM,07:27 PM,7,18,22,18,35,0,60,0.0,1014,18,10,166,22
2020-01-17 00:00:00,27,9,0.0,14.2,6,1,47,11:54 PM,11:56 AM,05:07 AM,07:27 PM,7,9,11,9,31,0,73,0.0,1015,11,10,153,19
2020-01-17 03:00:00,27,9,0.0,14.2,6,1,47,11:54 PM,11:56 AM,05:07 AM,07:27 PM,6,6,9,6,27,2,83,0.0,1014,9,10,175,15
2020-01-17 06:00:00,27,9,0.0,14.2,6,1,47,11:54 PM,11:56 AM,05:07 AM,07:27 PM,5,8,11,8,29,7,70,0.0,1015,11,10,158,21
2020-01-17 09:00:00,27,9,0.0,14.2,6,5,47,11:54 PM,11:56 AM,05:07 AM,07:27 PM,4,18,18,18,23,14,39,0.0,1015,18,10,159,20
2020-01-17 12:00:00,27,9,0.0,14.2,6,6,47,11:54 PM,11:56 AM,05:07 AM,07:27 PM,0,23,23,24,20,0,21,0.0,1012,24,10,171,17
2020-01-17 15:00:00,27,9,0.0,14.2,6,7,47,11:54 PM,11:56 AM,05:07 AM,07:27 PM,-1,25,25,27,21,0,16,0.0,1010,27,10,170,18
2020-01-17 18:00:00,27,9,0.0,14.2,6,1,47,11:54 PM,11:56 AM,05:07 AM,07:27 PM,2,24,24,24,31,0,24,0.0,1011,24,10,166,22
2020-01-17 21:00:00,27,9,0.0,14.2,6,1,47,11:54 PM,11:56 AM,05:07 AM,07:27 PM,9,22,26,22,33,0,65,0.0,1011,22,10,163,20
2020-01-18 00:00:00,27,11,0.0,13.4,6,1,40,No moonrise,01:03 PM,05:08 AM,07:27 PM,10,11,12,11,22,6,88,0.0,1010,12,10,176,12
2020-01-18 03:00:00,27,11,0.0,13.4,6,1,40,No moonrise,01:03 PM,05:08 AM,07:27 PM,10,9,11,9,21,25,95,0.0,1009,11,2,162,10
2020-01-18 06:00:00,27,11,0.0,13.4,6,1,40,No moonrise,01:03 PM,05:08 AM,07:27 PM,10,11,13,11,15,29,84,0.0,1010,13,10,161,12
2020-01-18 09:00:00,27,11,0.0,13.4,6,5,40,No moonrise,01:03 PM,05:08 AM,07:27 PM,9,20,20,20,12,100,48,0.0,1009,20,10,198,10
2020-01-18 12:00:00,27,11,0.0,13.4,6,7,40,No moonrise,01:03 PM,05:08 AM,07:27 PM,5,25,25,27,12,5,25,0.0,1007,27,10,249,10
2020-01-18 15:00:00,27,11,0.0,13.4,6,7,40,No moonrise,01:03 PM,05:08 AM,07:27 PM,7,26,26,27,30,9,29,0.0,1006,27,10,237,26
2020-01-18 18:00:00,27,11,0.0,13.4,6,1,40,No moonrise,01:03 PM,05:08 AM,07:27 PM,9,27,27,23,28,3,45,0.0,1007,23,10,230,21
2020-01-18 21:00:00,27,11,0.0,13.4,6,1,40,No moonrise,01:03 PM,05:08 AM,07:27 PM,12,20,23,20,26,4,80,0.0,1008,20,10,191,15
2020-01-19 00:00:00,25,13,0.0,14.2,5,1,32,12:27 AM,02:10 PM,05:09 AM,07:26 PM,13,12,13,12,19,52,97,0.0,1007,13,2,214,10
2020-01-19 03:00:00,25,13,0.0,14.2,5,1,32,12:27 AM,02:10 PM,05:09 AM,07:26 PM,13,12,13,12,21,100,96,0.0,1006,13,10,203,13
2020-01-19 06:00:00,25,13,0.0,14.2,5,1,32,12:27 AM,02:10 PM,05:09 AM,07:26 PM,12,14,15,14,17,44,82,0.0,1007,15,10,200,12
2020-01-19 09:00:00,25,13,0.0,14.2,5,6,32,12:27 AM,02:10 PM,05:09 AM,07:26 PM,11,22,24,22,16,9,50,0.0,1007,22,10,208,14
2020-01-19 12:00:00,25,13,0.0,14.2,5,6,32,12:27 AM,02:10 PM,05:09 AM,07:26 PM,7,25,25,25,16,19,33,0.0,1006,25,10,256,14
2020-01-19 15:00:00,25,13,0.0,14.2,5,6,32,12:27 AM,02:10 PM,05:09 AM,07:26 PM,10,25,25,24,30,17,42,0.0,1005,24,10,248,26
2020-01-19 18:00:00,25,13,0.0,14.2,5,1,32,12:27 AM,02:10 PM,05:09 AM,07:26 PM,12,20,20,20,30,9,60,0.0,1006,20,10,223,22
2020-01-19 21:00:00,25,13,0.0,14.2,5,1,32,12:27 AM,02:10 PM,05:09 AM,07:26 PM,14,17,17,17,27,80,85,1.5,1007,17,9,192,15
2020-01-20 00:00:00,23,16,0.0,10.0,4,1,25,01:04 AM,03:16 PM,05:10 AM,07:26 PM,14,17,17,17,31,74,81,0.4,1006,17,9,161,21
2020-01-20 03:00:00,23,16,0.0,10.0,4,1,25,01:04 AM,03:16 PM,05:10 AM,07:26 PM,14,17,17,17,33,100,82,0.4,1006,17,10,188,23
2020-01-20 06:00:00,23,16,0.0,10.0,4,1,25,01:04 AM,03:16 PM,05:10 AM,07:26 PM,13,16,16,16,30,100,80,0.0,1007,16,10,186,22
2020-01-20 09:00:00,23,16,0.0,10.0,4,4,25,01:04 AM,03:16 PM,05:10 AM,07:26 PM,12,18,18,18,30,100,70,0.0,1009,18,10,181,24
2020-01-20 12:00:00,23,16,0.0,10.0,4,5,25,01:04 AM,03:16 PM,05:10 AM,07:26 PM,12,20,20,20,26,92,61,0.0,1008,20,10,195,22
2020-01-20 15:00:00,23,16,0.0,10.0,4,5,25,01:04 AM,03:16 PM,05:10 AM,07:26 PM,11,25,25,23,29,67,47,0.0,1008,23,10,208,25
2020-01-20 18:00:00,23,16,0.0,10.0,4,1,25,01:04 AM,03:16 PM,05:10 AM,07:26 PM,10,21,24,21,33,38,49,0.0,1009,21,10,206,24
2020-01-20 21:00:00,23,16,0.0,10.0,4,1,25,01:04 AM,03:16 PM,05:10 AM,07:26 PM,10,18,22,18,30,7,72,0.0,1011,18,10,194,20
2020-01-21 00:00:00,28,10,0.0,14.1,6,1,18,01:44 AM,04:20 PM,05:11 AM,07:25 PM,10,11,12,11,20,5,86,0.0,1011,12,10,185,12
2020-01-21 03:00:00,28,10,0.0,14.1,6,1,18,01:44 AM,04:20 PM,05:11 AM,07:25 PM,9,9,10,9,18,30,95,0.0,1011,10,2,197,10
2020-01-21 06:00:00,28,10,0.0,14.1,6,1,18,01:44 AM,04:20 PM,05:11 AM,07:25 PM,9,11,12,11,9,20,84,0.0,1012,12,10,185,7
2020-01-21 09:00:00,28,10,0.0,14.1,6,6,18,01:44 AM,04:20 PM,05:11 AM,07:25 PM,7,20,20,20,5,0,43,0.0,1011,20,10,149,4
2020-01-21 12:00:00,28,10,0.0,14.1,6,6,18,01:44 AM,04:20 PM,05:11 AM,07:25 PM,7,25,25,25,10,2,31,0.0,1009,25,10,329,9
2020-01-21 15:00:00,28,10,0.0,14.1,6,7,18,01:44 AM,04:20 PM,05:11 AM,07:25 PM,6,26,26,28,17,4,25,0.0,1006,28,10,269,15
2020-01-21 18:00:00,28,10,0.0,14.1,6,1,18,01:44 AM,04:20 PM,05:11 AM,07:25 PM,8,25,25,25,22,4,33,0.0,1005,25,10,238,17
2020-01-21 21:00:00,28,10,0.0,14.1,6,1,18,01:44 AM,04:20 PM,05:11 AM,07:25 PM,8,21,23,21,12,5,52,0.0,1005,21,10,115,6
2020-01-22 00:00:00,29,15,0.0,12.2,6,1,11,02:28 AM,05:21 PM,05:12 AM,07:25 PM,7,18,18,18,24,4,50,0.0,1002,18,10,44,12
2020-01-22 03:00:00,29,15,0.0,12.2,6,1,11,02:28 AM,05:21 PM,05:12 AM,07:25 PM,6,22,24,22,40,22,35,0.0,999,22,10,23,23
2020-01-22 06:00:00,29,15,0.0,12.2,6,1,11,02:28 AM,05:21 PM,05:12 AM,07:25 PM,3,24,24,24,41,9,25,0.0,998,24,10,351,25
2020-01-22 09:00:00,29,15,0.0,12.2,6,7,11,02:28 AM,05:21 PM,05:12 AM,07:25 PM,3,27,27,29,45,10,19,0.0,998,29,10,332,39
2020-01-22 12:00:00,29,15,0.0,12.2,6,6,11,02:28 AM,05:21 PM,05:12 AM,07:25 PM,13,25,25,24,36,35,51,0.0,998,24,10,251,31
2020-01-22 15:00:00,29,15,0.0,12.2,6,5,11,02:28 AM,05:21 PM,05:12 AM,07:25 PM,11,21,24,21,29,74,53,0.0,997,21,10,245,25
2020-01-22 18:00:00,29,15,0.0,12.2,6,1,11,02:28 AM,05:21 PM,05:12 AM,07:25 PM,9,18,18,18,27,78,54,0.0,999,18,10,245,21
2020-01-22 21:00:00,29,15,0.0,12.2,6,1,11,02:28 AM,05:21 PM,05:12 AM,07:25 PM,10,15,15,15,19,98,72,0.0,1000,15,10,225,14
2020-01-23 00:00:00,19,14,0.0,11.1,4,1,3,03:19 AM,06:16 PM,05:13 AM,07:24 PM,10,15,15,15,10,100,75,0.5,999,15,2,20,8
2020-01-23 03:00:00,19,14,0.0,11.1,4,1,3,03:19 AM,06:16 PM,05:13 AM,07:24 PM,12,13,14,13,30,100,86,7.2,996,14,7,325,23
2020-01-23 06:00:00,19,14,0.0,11.1,4,1,3,03:19 AM,06:16 PM,05:13 AM,07:24 PM,11,16,16,16,42,100,71,3.0,997,16,7,290,28
2020-01-23 09:00:00,19,14,0.0,11.1,4,4,3,03:19 AM,06:16 PM,05:13 AM,07:24 PM,7,18,18,18,54,54,46,3.6,1000,18,7,270,37
2020-01-23 12:00:00,19,14,0.0,11.1,4,4,3,03:19 AM,06:16 PM,05:13 AM,07:24 PM,5,18,18,18,41,73,41,0.1,1002,18,10,261,35
2020-01-23 15:00:00,19,14,0.0,11.1,4,4,3,03:19 AM,06:16 PM,05:13 AM,07:24 PM,5,19,19,19,36,72,38,0.1,1003,19,10,253,32
2020-01-23 18:00:00,19,14,0.0,11.1,4,1,3,03:19 AM,06:16 PM,05:13 AM,07:24 PM,5,17,17,17,33,10,46,0.0,1006,17,10,251,25
2020-01-23 21:00:00,19,14,0.0,11.1,4,1,3,03:19 AM,06:16 PM,05:13 AM,07:24 PM,7,13,14,13,18,6,63,0.0,1008,14,10,280,10
2020-01-24 00:00:00,23,13,0.0,10.0,5,1,0,04:13 AM,07:06 PM,05:14 AM,07:24 PM,8,13,13,13,19,26,72,0.0,1009,13,10,270,11
2020-01-24 03:00:00,23,13,0.0,10.0,5,1,0,04:13 AM,07:06 PM,05:14 AM,07:24 PM,8,12,13,12,21,16,75,0.0,1010,13,10,280,11
2020-01-24 06:00:00,23,13,0.0,10.0,5,1,0,04:13 AM,07:06 PM,05:14 AM,07:24 PM,9,14,14,14,17,63,69,0.0,1012,14,10,290,12
2020-01-24 09:00:00,23,13,0.0,10.0,5,4,0,04:13 AM,07:06 PM,05:14 AM,07:24 PM,10,18,18,18,22,76,62,0.1,1014,18,10,283,18
2020-01-24 12:00:00,23,13,0.0,10.0,5,5,0,04:13 AM,07:06 PM,05:14 AM,07:24 PM,10,20,20,20,21,87,52,0.2,1014,20,10,265,18
2020-01-24 15:00:00,23,13,0.0,10.0,5,5,0,04:13 AM,07:06 PM,05:14 AM,07:24 PM,9,24,24,23,23,82,42,0.2,1012,23,9,248,20
2020-01-24 18:00:00,23,13,0.0,10.0,5,1,0,04:13 AM,07:06 PM,05:14 AM,07:24 PM,10,21,21,21,24,16,52,0.0,1014,21,10,245,17
2020-01-24 21:00:00,23,13,0.0,10.0,5,1,0,04:13 AM,07:06 PM,05:14 AM,07:24 PM,13,17,17,17,12,51,76,0.0,1015,17,10,256,6
