date_time,Oakdale_maxtempC,Oakdale_mintempC,Oakdale_totalSnow_cm,Oakdale_sunHour,Oakdale_uvIndex,Oakdale_uvIndex,Oakdale_moon_illumination,Oakdale_moonrise,Oakdale_moonset,Oakdale_sunrise,Oakdale_sunset,Oakdale_DewPointC,Oakdale_FeelsLikeC,Oakdale_HeatIndexC,Oakdale_WindChillC,Oakdale_WindGustKmph,Oakdale_cloudcover,Oakdale_humidity,Oakdale_precipMM,Oakdale_pressure,Oakdale_tempC,Oakdale_visibility,Oakdale_winddirDegree,Oakdale_windspeedKmph
2020-01-06 03:00:00,-1,-6,0.0,6.9,2,1,73,02:43 PM,04:27 AM,08:50 AM,05:46 PM,-8,-11,-6,-11,24,3,82,0.0,1020,-6,10,260,15
2020-01-06 06:00:00,-1,-6,0.0,6.9,2,1,73,02:43 PM,04:27 AM,08:50 AM,05:46 PM,-8,-11,-5,-11,22,6,85,0.0,1020,-5,10,257,13
2020-01-06 09:00:00,-1,-6,0.0,6.9,2,2,73,02:43 PM,04:27 AM,08:50 AM,05:46 PM,-7,-9,-5,-9,19,5,87,0.0,1020,-5,10,253,11
2020-01-06 12:00:00,-1,-6,0.0,6.9,2,2,73,02:43 PM,04:27 AM,08:50 AM,05:46 PM,-5,-7,-3,-7,16,3,84,0.0,1019,-3,10,240,12
2020-01-06 15:00:00,-1,-6,0.0,6.9,2,2,73,02:43 PM,04:27 AM,08:50 AM,05:46 PM,-4,-5,-1,-5,17,68,81,0.0,1017,-1,10,230,12
2020-01-06 18:00:00,-1,-6,0.0,6.9,2,1,73,02:43 PM,04:27 AM,08:50 AM,05:46 PM,-3,-5,-1,-5,22,100,85,0.0,1015,-1,10,228,14
2020-01-06 21:00:00,-1,-6,0.0,6.9,2,1,73,02:43 PM,04:27 AM,08:50 AM,05:46 PM,-3,-6,-1,-6,27,40,87,0.0,1015,-1,10,229,15
2020-01-07 00:00:00,-5,-14,0.3,5.1,2,1,80,03:17 PM,05:34 AM,08:50 AM,05:47 PM,-4,-7,-2,-7,26,50,88,0.0,1014,-2,10,250,15
2020-01-07 03:00:00,-5,-14,0.3,5.1,2,1,80,03:17 PM,05:34 AM,08:50 AM,05:47 PM,-5,-9,-3,-9,23,79,90,0.1,1015,-3,8,280,14
2020-01-07 06:00:00,-5,-14,0.3,5.1,2,1,80,03:17 PM,05:34 AM,08:50 AM,05:47 PM,-7,-11,-6,-11,22,78,89,0.2,1016,-6,7,285,14
2020-01-07 09:00:00,-5,-14,0.3,5.1,2,1,80,03:17 PM,05:34 AM,08:50 AM,05:47 PM,-8,-13,-7,-13,22,71,87,0.1,1018,-7,9,280,15
2020-01-07 12:00:00,-5,-14,0.3,5.1,2,1,80,03:17 PM,05:34 AM,08:50 AM,05:47 PM,-8,-12,-6,-12,21,85,85,0.0,1019,-6,10,288,17
2020-01-07 15:00:00,-5,-14,0.3,5.1,2,1,80,03:17 PM,05:34 AM,08:50 AM,05:47 PM,-10,-14,-7,-14,24,31,78,0.0,1020,-7,10,300,19
2020-01-07 18:00:00,-5,-14,0.3,5.1,2,2,80,03:17 PM,05:34 AM,08:50 AM,05:47 PM,-14,-19,-11,-19,27,24,78,0.0,1023,-11,10,305,21
2020-01-07 21:00:00,-5,-14,0.3,5.1,2,1,80,03:17 PM,05:34 AM,08:50 AM,05:47 PM,-16,-23,-14,-23,27,67,83,0.0,1025,-14,10,316,21
2020-01-08 00:00:00,-14,-22,0.0,6.9,1,1,88,03:58 PM,06:41 AM,08:49 AM,05:48 PM,-18,-25,-16,-25,23,73,84,0.0,1028,-16,10,326,18
2020-01-08 03:00:00,-14,-22,0.0,6.9,1,1,88,03:58 PM,06:41 AM,08:49 AM,05:48 PM,-20,-26,-18,-26,18,66,85,0.0,1031,-18,10,329,14
2020-01-08 06:00:00,-14,-22,0.0,6.9,1,1,88,03:58 PM,06:41 AM,08:49 AM,05:48 PM,-20,-25,-19,-25,12,38,86,0.0,1033,-19,10,345,9
2020-01-08 09:00:00,-14,-22,0.0,6.9,1,2,88,03:58 PM,06:41 AM,08:49 AM,05:48 PM,-20,-20,-18,-20,5,21,83,0.0,1034,-18,10,165,4
2020-01-08 12:00:00,-14,-22,0.0,6.9,1,2,88,03:58 PM,06:41 AM,08:49 AM,05:48 PM,-19,-20,-16,-20,9,51,78,0.0,1033,-16,10,97,8
2020-01-08 15:00:00,-14,-22,0.0,6.9,1,1,88,03:58 PM,06:41 AM,08:49 AM,05:48 PM,-17,-21,-14,-21,15,89,78,0.0,1030,-14,10,119,13
2020-01-08 18:00:00,-14,-22,0.0,6.9,1,1,88,03:58 PM,06:41 AM,08:49 AM,05:48 PM,-16,-19,-14,-19,23,100,81,0.0,1027,-16,10,120,18
2020-01-08 21:00:00,-14,-22,0.0,6.9,1,1,88,03:58 PM,06:41 AM,08:49 AM,05:48 PM,-15,-20,-18,-20,31,54,79,0.0,1023,-20,10,124,22
2020-01-09 00:00:00,0,-9,2.0,3.4,2,1,95,04:48 PM,07:46 AM,08:49 AM,05:49 PM,-14,-19,-12,-19,36,43,71,0.0,1020,-13,10,133,24
2020-01-09 03:00:00,0,-9,2.0,3.4,2,1,95,04:48 PM,07:46 AM,08:49 AM,05:49 PM,-12,-15,-8,-15,36,54,71,0.0,1016,-8,10,138,23
2020-01-09 06:00:00,0,-9,2.0,3.4,2,1,95,04:48 PM,07:46 AM,08:49 AM,05:49 PM,-9,-13,-6,-13,33,64,78,0.0,1012,-6,10,138,22
2020-01-09 09:00:00,0,-9,2.0,3.4,2,1,95,04:48 PM,07:46 AM,08:49 AM,05:49 PM,-7,-11,-4,-11,29,89,84,0.0,1009,-4,10,139,19
2020-01-09 12:00:00,0,-9,2.0,3.4,2,1,95,04:48 PM,07:46 AM,08:49 AM,05:49 PM,-3,-6,-2,-6,19,100,94,1.4,1006,-2,5,129,12
2020-01-09 15:00:00,0,-9,2.0,3.4,2,1,95,04:48 PM,07:46 AM,08:49 AM,05:49 PM,-0,-3,-0,-3,14,100,98,1.8,1005,-0,7,252,8
2020-01-09 18:00:00,0,-9,2.0,3.4,2,1,95,04:48 PM,07:46 AM,08:49 AM,05:49 PM,-2,-6,-2,-6,17,100,96,1.5,1008,-2,4,306,11
2020-01-09 21:00:00,0,-9,2.0,3.4,2,1,95,04:48 PM,07:46 AM,08:49 AM,05:49 PM,-6,-10,-5,-10,19,70,92,0.5,1013,-5,7,290,13
2020-01-10 00:00:00,-11,-16,0.0,3.4,2,1,100,05:50 PM,08:47 AM,08:49 AM,05:50 PM,-10,-14,-8,-14,19,42,90,0.0,1018,-8,10,295,13
2020-01-10 03:00:00,-11,-16,0.0,3.4,2,1,100,05:50 PM,08:47 AM,08:49 AM,05:50 PM,-12,-17,-10,-17,18,37,89,0.0,1021,-10,10,315,13
2020-01-10 06:00:00,-11,-16,0.0,3.4,2,1,100,05:50 PM,08:47 AM,08:49 AM,05:50 PM,-13,-17,-11,-17,15,79,88,0.0,1023,-11,10,326,12
2020-01-10 09:00:00,-11,-16,0.0,3.4,2,1,100,05:50 PM,08:47 AM,08:49 AM,05:50 PM,-14,-18,-12,-18,13,68,87,0.0,1026,-12,10,331,11
2020-01-10 12:00:00,-11,-16,0.0,3.4,2,2,100,05:50 PM,08:47 AM,08:49 AM,05:50 PM,-14,-18,-12,-18,15,68,84,0.0,1028,-12,10,331,13
2020-01-10 15:00:00,-11,-16,0.0,3.4,2,1,100,05:50 PM,08:47 AM,08:49 AM,05:50 PM,-14,-19,-12,-19,19,82,82,0.0,1028,-12,10,331,16
2020-01-10 18:00:00,-11,-16,0.0,3.4,2,1,100,05:50 PM,08:47 AM,08:49 AM,05:50 PM,-15,-20,-13,-20,21,95,85,0.0,1029,-13,10,339,16
2020-01-10 21:00:00,-11,-16,0.0,3.4,2,1,100,05:50 PM,08:47 AM,08:49 AM,05:50 PM,-14,-18,-13,-18,23,86,87,0.1,1030,-15,7,352,17
2020-01-11 00:00:00,-10,-18,0.1,3.4,1,1,100,06:59 PM,09:40 AM,08:48 AM,05:51 PM,-17,-21,-15,-21,23,53,85,0.1,1030,-16,8,359,17
2020-01-11 03:00:00,-10,-18,0.1,3.4,1,1,100,06:59 PM,09:40 AM,08:48 AM,05:51 PM,-19,-25,-17,-25,23,26,85,0.0,1029,-17,10,128,17
2020-01-11 06:00:00,-10,-18,0.1,3.4,1,1,100,06:59 PM,09:40 AM,08:48 AM,05:51 PM,-19,-25,-18,-25,18,69,88,0.0,1029,-18,10,13,13
2020-01-11 09:00:00,-10,-18,0.1,3.4,1,1,100,06:59 PM,09:40 AM,08:48 AM,05:51 PM,-19,-26,-18,-26,18,96,91,0.0,1029,-18,10,11,13
2020-01-11 12:00:00,-10,-18,0.1,3.4,1,1,100,06:59 PM,09:40 AM,08:48 AM,05:51 PM,-16,-22,-15,-22,18,99,89,0.0,1027,-15,10,23,15
2020-01-11 15:00:00,-10,-18,0.1,3.4,1,1,100,06:59 PM,09:40 AM,08:48 AM,05:51 PM,-13,-17,-11,-17,15,100,87,0.0,1025,-11,10,15,12
2020-01-11 18:00:00,-10,-18,0.1,3.4,1,1,100,06:59 PM,09:40 AM,08:48 AM,05:51 PM,-12,-17,-11,-17,19,72,90,0.0,1025,-11,10,32,12
2020-01-11 21:00:00,-10,-18,0.1,3.4,1,1,100,06:59 PM,09:40 AM,08:48 AM,05:51 PM,-13,-18,-12,-18,21,44,92,0.0,1024,-12,10,52,12
2020-01-12 00:00:00,-8,-14,0.7,5.2,2,1,83,08:14 PM,10:24 AM,08:48 AM,05:53 PM,-14,-18,-13,-18,16,61,91,0.0,1025,-13,10,66,10
2020-01-12 03:00:00,-8,-14,0.7,5.2,2,1,83,08:14 PM,10:24 AM,08:48 AM,05:53 PM,-15,-19,-13,-19,14,35,90,0.0,1026,-13,10,81,9
2020-01-12 06:00:00,-8,-14,0.7,5.2,2,1,83,08:14 PM,10:24 AM,08:48 AM,05:53 PM,-15,-19,-14,-19,14,27,91,0.0,1026,-14,10,105,9
2020-01-12 09:00:00,-8,-14,0.7,5.2,2,2,83,08:14 PM,10:24 AM,08:48 AM,05:53 PM,-15,-20,-14,-20,15,52,91,0.0,1027,-14,10,122,10
2020-01-12 12:00:00,-8,-14,0.7,5.2,2,1,83,08:14 PM,10:24 AM,08:48 AM,05:53 PM,-12,-17,-11,-17,14,88,89,0.0,1027,-11,10,125,11
2020-01-12 15:00:00,-8,-14,0.7,5.2,2,1,83,08:14 PM,10:24 AM,08:48 AM,05:53 PM,-10,-14,-8,-14,14,100,89,0.0,1025,-8,10,120,12
2020-01-12 18:00:00,-8,-14,0.7,5.2,2,1,83,08:14 PM,10:24 AM,08:48 AM,05:53 PM,-9,-14,-8,-14,19,100,93,0.1,1024,-8,7,115,14
2020-01-12 21:00:00,-8,-14,0.7,5.2,2,1,83,08:14 PM,10:24 AM,08:48 AM,05:53 PM,-8,-12,-8,-12,19,98,95,0.8,1024,-10,3,130,13
2020-01-13 00:00:00,-3,-9,1.7,5.2,1,1,76,09:32 PM,11:02 AM,08:48 AM,05:54 PM,-8,-11,-7,-11,15,92,95,1.4,1024,-9,2,133,10
2020-01-13 03:00:00,-3,-9,1.7,5.2,1,1,76,09:32 PM,11:02 AM,08:48 AM,05:54 PM,-8,-12,-8,-12,13,90,96,0.6,1023,-8,4,137,8
2020-01-13 06:00:00,-3,-9,1.7,5.2,1,1,76,09:32 PM,11:02 AM,08:48 AM,05:54 PM,-9,-13,-9,-13,13,77,96,0.0,1024,-9,3,146,7
2020-01-13 09:00:00,-3,-9,1.7,5.2,1,1,76,09:32 PM,11:02 AM,08:48 AM,05:54 PM,-9,-13,-9,-13,15,65,95,0.0,1024,-9,2,153,9
2020-01-13 12:00:00,-3,-9,1.7,5.2,1,1,76,09:32 PM,11:02 AM,08:48 AM,05:54 PM,-7,-11,-6,-11,17,50,93,0.0,1024,-6,7,145,12
2020-01-13 15:00:00,-3,-9,1.7,5.2,1,2,76,09:32 PM,11:02 AM,08:48 AM,05:54 PM,-5,-9,-4,-9,19,65,91,0.0,1022,-4,10,142,14
2020-01-13 18:00:00,-3,-9,1.7,5.2,1,1,76,09:32 PM,11:02 AM,08:48 AM,05:54 PM,-5,-9,-3,-9,25,85,90,0.0,1020,-3,10,136,16
2020-01-13 21:00:00,-3,-9,1.7,5.2,1,1,76,09:32 PM,11:02 AM,08:48 AM,05:54 PM,-4,-7,-3,-7,29,96,94,2.9,1018,-5,5,148,19
2020-01-14 00:00:00,-0,-14,6.5,5.2,1,1,69,10:48 PM,11:34 AM,08:47 AM,05:55 PM,-3,-6,-2,-6,27,100,96,5.0,1017,-3,2,168,17
2020-01-14 03:00:00,-0,-14,6.5,5.2,1,1,69,10:48 PM,11:34 AM,08:47 AM,05:55 PM,-2,-5,-2,-5,18,94,96,1.9,1014,-2,4,182,11
2020-01-14 06:00:00,-0,-14,6.5,5.2,1,1,69,10:48 PM,11:34 AM,08:47 AM,05:55 PM,-1,-4,-1,-4,14,97,96,0.2,1014,-1,6,208,8
2020-01-14 09:00:00,-0,-14,6.5,5.2,1,1,69,10:48 PM,11:34 AM,08:47 AM,05:55 PM,-3,-7,-2,-7,21,98,94,0.2,1016,-2,6,257,15
2020-01-14 12:00:00,-0,-14,6.5,5.2,1,1,69,10:48 PM,11:34 AM,08:47 AM,05:55 PM,-7,-13,-6,-13,23,75,91,0.2,1019,-6,6,281,18
2020-01-14 15:00:00,-0,-14,6.5,5.2,1,1,69,10:48 PM,11:34 AM,08:47 AM,05:55 PM,-10,-15,-9,-15,19,57,90,0.1,1021,-9,9,288,16
2020-01-14 18:00:00,-0,-14,6.5,5.2,1,2,69,10:48 PM,11:34 AM,08:47 AM,05:55 PM,-12,-16,-11,-16,14,57,93,0.0,1023,-11,5,264,10
2020-01-14 21:00:00,-0,-14,6.5,5.2,1,1,69,10:48 PM,11:34 AM,08:47 AM,05:55 PM,-11,-15,-12,-15,11,70,96,0.1,1024,-13,4,240,6
2020-01-15 00:00:00,-7,-13,1.9,3.4,1,1,61,No moonrise,12:02 PM,08:46 AM,05:56 PM,-10,-14,-10,-14,14,92,95,0.2,1025,-11,5,98,9
2020-01-15 03:00:00,-7,-13,1.9,3.4,1,1,61,No moonrise,12:02 PM,08:46 AM,05:56 PM,-10,-14,-9,-14,13,82,95,0.3,1023,-9,5,42,9
2020-01-15 06:00:00,-7,-13,1.9,3.4,1,1,61,No moonrise,12:02 PM,08:46 AM,05:56 PM,-11,-14,-10,-14,10,69,96,0.3,1022,-10,5,64,6
2020-01-15 09:00:00,-7,-13,1.9,3.4,1,1,61,No moonrise,12:02 PM,08:46 AM,05:56 PM,-10,-13,-10,-13,9,78,96,0.2,1023,-10,5,232,6
2020-01-15 12:00:00,-7,-13,1.9,3.4,1,1,61,No moonrise,12:02 PM,08:46 AM,05:56 PM,-9,-12,-8,-12,10,87,95,0.5,1024,-8,3,323,8
2020-01-15 15:00:00,-7,-13,1.9,3.4,1,1,61,No moonrise,12:02 PM,08:46 AM,05:56 PM,-9,-14,-8,-14,19,96,92,0.4,1025,-8,4,310,15
2020-01-15 18:00:00,-7,-13,1.9,3.4,1,1,61,No moonrise,12:02 PM,08:46 AM,05:56 PM,-14,-13,-8,-13,28,100,90,0.2,1029,-10,5,296,21
2020-01-15 21:00:00,-7,-13,1.9,3.4,1,1,61,No moonrise,12:02 PM,08:46 AM,05:56 PM,-19,-13,-10,-13,32,100,89,0.1,1034,-13,8,300,22
2020-01-16 00:00:00,-16,-24,0.0,8.7,1,1,54,12:03 AM,12:28 PM,08:46 AM,05:57 PM,-22,-26,-18,-26,29,84,89,0.0,1039,-19,10,301,19
2020-01-16 03:00:00,-16,-24,0.0,8.7,1,1,54,12:03 AM,12:28 PM,08:46 AM,05:57 PM,-23,-32,-22,-32,26,56,90,0.0,1041,-22,10,298,17
2020-01-16 06:00:00,-16,-24,0.0,8.7,1,1,54,12:03 AM,12:28 PM,08:46 AM,05:57 PM,-25,-33,-24,-33,22,31,91,0.0,1045,-24,10,303,15
2020-01-16 09:00:00,-16,-24,0.0,8.7,1,2,54,12:03 AM,12:28 PM,08:46 AM,05:57 PM,-25,-32,-24,-32,15,34,92,0.0,1047,-24,10,315,10
2020-01-16 12:00:00,-16,-24,0.0,8.7,1,2,54,12:03 AM,12:28 PM,08:46 AM,05:57 PM,-22,-27,-21,-27,10,21,88,0.0,1048,-21,10,316,8
2020-01-16 15:00:00,-16,-24,0.0,8.7,1,2,54,12:03 AM,12:28 PM,08:46 AM,05:57 PM,-19,-22,-17,-22,7,15,85,0.0,1047,-17,10,313,6
2020-01-16 18:00:00,-16,-24,0.0,8.7,1,2,54,12:03 AM,12:28 PM,08:46 AM,05:57 PM,-20,-20,-19,-20,3,30,91,0.0,1047,-19,5,172,3
2020-01-16 21:00:00,-16,-24,0.0,8.7,1,1,54,12:03 AM,12:28 PM,08:46 AM,05:57 PM,-21,-24,-20,-24,9,48,95,0.0,1047,-20,2,123,5
2020-01-17 00:00:00,-8,-20,5.1,5.2,1,1,47,01:17 AM,12:55 PM,08:45 AM,05:59 PM,-21,-27,-20,-27,16,29,93,0.0,1046,-20,7,129,9
2020-01-17 03:00:00,-8,-20,5.1,5.2,1,1,47,01:17 AM,12:55 PM,08:45 AM,05:59 PM,-21,-28,-20,-28,22,8,89,0.0,1043,-20,10,132,13
2020-01-17 06:00:00,-8,-20,5.1,5.2,1,1,47,01:17 AM,12:55 PM,08:45 AM,05:59 PM,-20,-27,-18,-27,27,4,85,0.0,1040,-18,10,135,16
2020-01-17 09:00:00,-8,-20,5.1,5.2,1,2,47,01:17 AM,12:55 PM,08:45 AM,05:59 PM,-17,-24,-15,-24,29,13,82,0.0,1037,-15,10,143,19
2020-01-17 12:00:00,-8,-20,5.1,5.2,1,2,47,01:17 AM,12:55 PM,08:45 AM,05:59 PM,-13,-19,-10,-19,30,72,84,0.1,1034,-10,7,146,22
2020-01-17 15:00:00,-8,-20,5.1,5.2,1,1,47,01:17 AM,12:55 PM,08:45 AM,05:59 PM,-9,-16,-8,-16,35,100,90,1.5,1027,-8,3,141,25
2020-01-17 18:00:00,-8,-20,5.1,5.2,1,1,47,01:17 AM,12:55 PM,08:45 AM,05:59 PM,-7,-12,-6,-12,41,100,94,4.5,1022,-9,1,143,28
2020-01-17 21:00:00,-8,-20,5.1,5.2,1,1,47,01:17 AM,12:55 PM,08:45 AM,05:59 PM,-6,-12,-9,-12,37,97,94,3.7,1018,-12,1,145,25
2020-01-18 00:00:00,-5,-18,1.2,4.8,1,1,40,02:30 AM,01:23 PM,08:45 AM,06:00 PM,-5,-12,-6,-12,30,93,95,0.9,1015,-7,7,140,20
2020-01-18 03:00:00,-5,-18,1.2,4.8,1,1,40,02:30 AM,01:23 PM,08:45 AM,06:00 PM,-5,-10,-4,-10,21,94,96,0.9,1011,-4,5,141,14
2020-01-18 06:00:00,-5,-18,1.2,4.8,1,1,40,02:30 AM,01:23 PM,08:45 AM,06:00 PM,-5,-8,-5,-8,11,99,97,0.4,1009,-5,1,217,8
2020-01-18 09:00:00,-5,-18,1.2,4.8,1,1,40,02:30 AM,01:23 PM,08:45 AM,06:00 PM,-7,-12,-6,-12,26,100,93,0.1,1010,-6,3,279,18
2020-01-18 12:00:00,-5,-18,1.2,4.8,1,1,40,02:30 AM,01:23 PM,08:45 AM,06:00 PM,-12,-20,-11,-20,35,100,90,0.1,1012,-11,8,292,27
2020-01-18 15:00:00,-5,-18,1.2,4.8,1,1,40,02:30 AM,01:23 PM,08:45 AM,06:00 PM,-15,-24,-14,-24,36,100,90,0.1,1015,-14,3,292,29
2020-01-18 18:00:00,-5,-18,1.2,4.8,1,1,40,02:30 AM,01:23 PM,08:45 AM,06:00 PM,-17,-26,-15,-26,37,100,88,0.0,1019,-15,7,293,28
2020-01-18 21:00:00,-5,-18,1.2,4.8,1,1,40,02:30 AM,01:23 PM,08:45 AM,06:00 PM,-19,-28,-17,-28,36,100,87,0.0,1022,-17,10,295,25
2020-01-19 00:00:00,-12,-21,0.0,4.8,1,1,32,03:43 AM,01:54 PM,08:44 AM,06:01 PM,-18,-28,-17,-28,34,100,90,0.0,1024,-17,10,299,23
2020-01-19 03:00:00,-12,-21,0.0,4.8,1,1,32,03:43 AM,01:54 PM,08:44 AM,06:01 PM,-18,-27,-17,-27,32,100,90,0.1,1026,-17,10,303,22
2020-01-19 06:00:00,-12,-21,0.0,4.8,1,1,32,03:43 AM,01:54 PM,08:44 AM,06:01 PM,-18,-26,-17,-26,30,100,91,0.0,1029,-17,10,302,19
2020-01-19 09:00:00,-12,-21,0.0,4.8,1,1,32,03:43 AM,01:54 PM,08:44 AM,06:01 PM,-17,-25,-16,-25,24,100,92,0.0,1032,-16,10,307,17
2020-01-19 12:00:00,-12,-21,0.0,4.8,1,1,32,03:43 AM,01:54 PM,08:44 AM,06:01 PM,-15,-21,-14,-21,18,100,92,0.0,1034,-14,10,308,14
2020-01-19 15:00:00,-12,-21,0.0,4.8,1,1,32,03:43 AM,01:54 PM,08:44 AM,06:01 PM,-13,-19,-13,-19,17,100,93,0.1,1035,-13,10,299,13
2020-01-19 18:00:00,-12,-21,0.0,4.8,1,1,32,03:43 AM,01:54 PM,08:44 AM,06:01 PM,-16,-22,-15,-22,18,91,95,0.0,1036,-15,5,282,11
2020-01-19 21:00:00,-12,-21,0.0,4.8,1,1,32,03:43 AM,01:54 PM,08:44 AM,06:01 PM,-17,-22,-17,-22,14,95,97,0.0,1038,-20,1,282,8
2020-01-20 00:00:00,-8,-15,1.3,4.8,1,1,25,04:54 AM,02:29 PM,08:43 AM,06:03 PM,-16,-19,-15,-19,10,100,97,0.2,1038,-17,1,263,6
2020-01-20 03:00:00,-8,-15,1.3,4.8,1,1,25,04:54 AM,02:29 PM,08:43 AM,06:03 PM,-15,-18,-14,-18,8,100,97,0.5,1038,-14,2,266,5
2020-01-20 06:00:00,-8,-15,1.3,4.8,1,1,25,04:54 AM,02:29 PM,08:43 AM,06:03 PM,-15,-18,-14,-18,8,90,97,0.7,1039,-14,2,267,5
2020-01-20 09:00:00,-8,-15,1.3,4.8,1,1,25,04:54 AM,02:29 PM,08:43 AM,06:03 PM,-15,-17,-15,-17,7,87,97,0.3,1041,-15,1,286,4
2020-01-20 12:00:00,-8,-15,1.3,4.8,1,1,25,04:54 AM,02:29 PM,08:43 AM,06:03 PM,-12,-14,-11,-14,6,66,94,0.1,1041,-11,7,308,4
2020-01-20 15:00:00,-8,-15,1.3,4.8,1,1,25,04:54 AM,02:29 PM,08:43 AM,06:03 PM,-10,-11,-9,-11,5,78,91,0.0,1040,-9,10,258,4
2020-01-20 18:00:00,-8,-15,1.3,4.8,1,1,25,04:54 AM,02:29 PM,08:43 AM,06:03 PM,-12,-11,-9,-11,13,85,95,0.1,1039,-10,10,226,7
2020-01-20 21:00:00,-8,-15,1.3,4.8,1,1,25,04:54 AM,02:29 PM,08:43 AM,06:03 PM,-16,-13,-11,-13,18,71,97,0.0,1040,-13,3,225,9
2020-01-21 00:00:00,-9,-19,0.0,8.2,1,1,18,06:02 AM,03:12 PM,08:43 AM,06:04 PM,-19,-22,-17,-22,18,69,98,0.0,1039,-17,0,207,9
2020-01-21 03:00:00,-9,-19,0.0,8.2,1,1,18,06:02 AM,03:12 PM,08:43 AM,06:04 PM,-19,-25,-19,-25,18,55,97,0.0,1037,-19,1,204,9
2020-01-21 06:00:00,-9,-19,0.0,8.2,1,1,18,06:02 AM,03:12 PM,08:43 AM,06:04 PM,-19,-26,-18,-26,24,32,93,0.0,1035,-18,7,201,12
2020-01-21 09:00:00,-9,-19,0.0,8.2,1,2,18,06:02 AM,03:12 PM,08:43 AM,06:04 PM,-17,-25,-16,-25,28,19,90,0.0,1033,-16,10,194,17
2020-01-21 12:00:00,-9,-19,0.0,8.2,1,2,18,06:02 AM,03:12 PM,08:43 AM,06:04 PM,-14,-20,-12,-20,27,10,87,0.0,1029,-12,10,192,20
2020-01-21 15:00:00,-9,-19,0.0,8.2,1,2,18,06:02 AM,03:12 PM,08:43 AM,06:04 PM,-12,-18,-9,-18,30,69,84,0.0,1025,-9,10,191,22
2020-01-21 18:00:00,-9,-19,0.0,8.2,1,1,18,06:02 AM,03:12 PM,08:43 AM,06:04 PM,-12,-18,-10,-18,33,93,83,0.0,1022,-10,10,192,21
2020-01-21 21:00:00,-9,-19,0.0,8.2,1,1,18,06:02 AM,03:12 PM,08:43 AM,06:04 PM,-11,-15,-10,-15,33,81,86,0.0,1020,-13,10,193,20
2020-01-22 00:00:00,1,-7,0.1,4.8,1,1,11,07:04 AM,04:00 PM,08:42 AM,06:05 PM,-9,-14,-8,-14,31,92,88,0.0,1018,-9,10,197,19
2020-01-22 03:00:00,1,-7,0.1,4.8,1,1,11,07:04 AM,04:00 PM,08:42 AM,06:05 PM,-7,-12,-5,-12,29,100,89,0.1,1016,-5,10,202,19
2020-01-22 06:00:00,1,-7,0.1,4.8,1,1,11,07:04 AM,04:00 PM,08:42 AM,06:05 PM,-4,-9,-3,-9,26,100,91,0.1,1014,-3,7,201,17
2020-01-22 09:00:00,1,-7,0.1,4.8,1,1,11,07:04 AM,04:00 PM,08:42 AM,06:05 PM,-2,-6,-1,-6,24,100,93,0.0,1013,-1,8,196,17
2020-01-22 12:00:00,1,-7,0.1,4.8,1,1,11,07:04 AM,04:00 PM,08:42 AM,06:05 PM,0,-3,1,-3,17,100,98,0.0,1013,1,3,192,12
2020-01-22 15:00:00,1,-7,0.1,4.8,1,1,11,07:04 AM,04:00 PM,08:42 AM,06:05 PM,1,-2,1,-2,16,100,100,0.1,1012,1,1,178,10
2020-01-22 18:00:00,1,-7,0.1,4.8,1,1,11,07:04 AM,04:00 PM,08:42 AM,06:05 PM,0,-4,1,-4,22,100,99,0.7,1012,1,7,177,14
2020-01-22 21:00:00,1,-7,0.1,4.8,1,1,11,07:04 AM,04:00 PM,08:42 AM,06:05 PM,-1,-5,-0,-5,21,100,98,1.3,1013,-0,4,174,14
2020-01-23 00:00:00,-0,-6,2.7,4.8,1,1,3,07:59 AM,04:56 PM,08:41 AM,06:07 PM,-1,-5,-1,-5,15,100,98,2.2,1014,-1,2,162,10
2020-01-23 03:00:00,-0,-6,2.7,4.8,1,1,3,07:59 AM,04:56 PM,08:41 AM,06:07 PM,-3,-6,-3,-6,13,100,98,0.9,1014,-3,4,146,8
2020-01-23 06:00:00,-0,-6,2.7,4.8,1,1,3,07:59 AM,04:56 PM,08:41 AM,06:07 PM,-4,-7,-4,-7,12,100,97,0.1,1015,-4,5,128,7
2020-01-23 09:00:00,-0,-6,2.7,4.8,1,1,3,07:59 AM,04:56 PM,08:41 AM,06:07 PM,-4,-7,-4,-7,10,99,97,0.0,1016,-4,3,99,6
2020-01-23 12:00:00,-0,-6,2.7,4.8,1,1,3,07:59 AM,04:56 PM,08:41 AM,06:07 PM,-2,-5,-2,-5,10,99,97,0.0,1017,-2,2,79,7
2020-01-23 15:00:00,-0,-6,2.7,4.8,1,1,3,07:59 AM,04:56 PM,08:41 AM,06:07 PM,-1,-4,-1,-4,12,100,95,0.1,1017,-1,4,55,10
2020-01-23 18:00:00,-0,-6,2.7,4.8,1,1,3,07:59 AM,04:56 PM,08:41 AM,06:07 PM,-3,-5,-2,-5,13,100,95,0.0,1018,-2,3,45,8
2020-01-23 21:00:00,-0,-6,2.7,4.8,1,1,3,07:59 AM,04:56 PM,08:41 AM,06:07 PM,-3,-6,-2,-6,12,100,97,0.3,1019,-5,2,46,7
2020-01-24 00:00:00,-1,-7,0.2,4.8,1,1,0,08:46 AM,05:56 PM,08:40 AM,06:08 PM,-3,-6,-3,-6,12,97,98,0.1,1020,-4,1,44,7
