date_time,Oakdale_maxtempC,Oakdale_mintempC,Oakdale_totalSnow_cm,Oakdale_sunHour,Oakdale_uvIndex,Oakdale_uvIndex,Oakdale_moon_illumination,Oakdale_moonrise,Oakdale_moonset,Oakdale_sunrise,Oakdale_sunset,Oakdale_DewPointC,Oakdale_FeelsLikeC,Oakdale_HeatIndexC,Oakdale_WindChillC,Oakdale_WindGustKmph,Oakdale_cloudcover,Oakdale_humidity,Oakdale_precipMM,Oakdale_pressure,Oakdale_tempC,Oakdale_visibility,Oakdale_winddirDegree,Oakdale_windspeedKmph
2020-01-24 03:00:00,-1,-7,0.2,4.8,1,1,0,08:46 AM,05:56 PM,08:40 AM,06:08 PM,-5,-8,-5,-8,13,99,98,0.1,1020,-5,7,26,7
2020-01-24 06:00:00,-1,-7,0.2,4.8,1,1,0,08:46 AM,05:56 PM,08:40 AM,06:08 PM,-7,-10,-6,-10,14,100,97,0.0,1019,-6,5,15,7
2020-01-24 09:00:00,-1,-7,0.2,4.8,1,1,0,08:46 AM,05:56 PM,08:40 AM,06:08 PM,-7,-10,-6,-10,14,90,97,0.0,1019,-6,1,243,7
2020-01-24 12:00:00,-1,-7,0.2,4.8,1,1,0,08:46 AM,05:56 PM,08:40 AM,06:08 PM,-4,-7,-4,-7,12,95,97,0.0,1018,-4,0,348,8
2020-01-24 15:00:00,-1,-7,0.2,4.8,1,1,0,08:46 AM,05:56 PM,08:40 AM,06:08 PM,-2,-5,-2,-5,12,100,98,0.2,1017,-2,1,340,9
2020-01-24 18:00:00,-1,-7,0.2,4.8,1,1,0,08:46 AM,05:56 PM,08:40 AM,06:08 PM,-3,-5,-2,-5,14,100,97,0.1,1017,-2,1,333,9
2020-01-24 21:00:00,-1,-7,0.2,4.8,1,1,0,08:46 AM,05:56 PM,08:40 AM,06:08 PM,-2,-5,-3,-5,16,100,97,0.0,1016,-4,1,334,11
2020-01-25 00:00:00,-2,-7,0.3,4.9,1,1,0,09:25 AM,06:59 PM,08:39 AM,06:09 PM,-3,-6,-3,-6,18,100,96,0.0,1016,-3,2,331,12
2020-01-25 03:00:00,-2,-7,0.3,4.9,1,1,0,09:25 AM,06:59 PM,08:39 AM,06:09 PM,-3,-7,-3,-7,19,100,96,0.1,1016,-3,4,322,13
2020-01-25 06:00:00,-2,-7,0.3,4.9,1,1,0,09:25 AM,06:59 PM,08:39 AM,06:09 PM,-4,-8,-3,-8,20,100,96,0.2,1015,-3,5,322,13
2020-01-25 09:00:00,-2,-7,0.3,4.9,1,1,0,09:25 AM,06:59 PM,08:39 AM,06:09 PM,-5,-9,-4,-9,21,100,95,0.1,1016,-4,8,314,14
2020-01-25 12:00:00,-2,-7,0.3,4.9,1,1,0,09:25 AM,06:59 PM,08:39 AM,06:09 PM,-4,-8,-3,-8,18,100,96,0.0,1016,-3,10,312,14
2020-01-25 15:00:00,-2,-7,0.3,4.9,1,1,0,09:25 AM,06:59 PM,08:39 AM,06:09 PM,-3,-6,-2,-6,15,100,96,0.0,1015,-2,5,307,12
2020-01-25 18:00:00,-2,-7,0.3,4.9,1,1,0,09:25 AM,06:59 PM,08:39 AM,06:09 PM,-3,-7,-3,-7,14,99,96,0.0,1015,-3,2,300,10
2020-01-25 21:00:00,-2,-7,0.3,4.9,1,1,0,09:25 AM,06:59 PM,08:39 AM,06:09 PM,-3,-7,-3,-7,10,100,96,0.0,1016,-6,2,294,7
2020-01-26 00:00:00,-2,-10,0.0,6.5,1,1,4,09:57 AM,08:02 PM,08:38 AM,06:11 PM,-3,-6,-3,-6,10,100,97,0.0,1016,-4,2,278,7
2020-01-26 03:00:00,-2,-10,0.0,6.5,1,1,4,09:57 AM,08:02 PM,08:38 AM,06:11 PM,-5,-8,-5,-8,12,92,97,0.0,1016,-5,7,267,8
2020-01-26 06:00:00,-2,-10,0.0,6.5,1,1,4,09:57 AM,08:02 PM,08:38 AM,06:11 PM,-9,-12,-9,-12,13,62,96,0.0,1016,-9,5,273,7
2020-01-26 09:00:00,-2,-10,0.0,6.5,1,1,4,09:57 AM,08:02 PM,08:38 AM,06:11 PM,-10,-13,-10,-13,10,50,96,0.0,1016,-10,2,260,5
2020-01-26 12:00:00,-2,-10,0.0,6.5,1,1,4,09:57 AM,08:02 PM,08:38 AM,06:11 PM,-6,-7,-6,-7,3,69,94,0.0,1015,-6,7,130,2
2020-01-26 15:00:00,-2,-10,0.0,6.5,1,1,4,09:57 AM,08:02 PM,08:38 AM,06:11 PM,-4,-3,-3,-3,2,73,91,0.0,1014,-3,10,220,2
2020-01-26 18:00:00,-2,-10,0.0,6.5,1,1,4,09:57 AM,08:02 PM,08:38 AM,06:11 PM,-6,-6,-5,-6,6,65,93,0.0,1014,-5,5,122,3
2020-01-26 21:00:00,-2,-10,0.0,6.5,1,1,4,09:57 AM,08:02 PM,08:38 AM,06:11 PM,-5,-8,-5,-8,6,87,95,0.0,1015,-7,2,242,4
2020-01-27 00:00:00,-0,-6,0.3,4.9,1,1,11,10:24 AM,09:05 PM,08:37 AM,06:12 PM,-4,-6,-4,-6,5,100,95,0.0,1016,-5,2,332,4
2020-01-27 03:00:00,-0,-6,0.3,4.9,1,1,11,10:24 AM,09:05 PM,08:37 AM,06:12 PM,-4,-5,-4,-5,6,98,96,0.1,1016,-4,7,319,4
2020-01-27 06:00:00,-0,-6,0.3,4.9,1,1,11,10:24 AM,09:05 PM,08:37 AM,06:12 PM,-4,-6,-4,-6,8,94,97,0.0,1017,-4,3,314,5
2020-01-27 09:00:00,-0,-6,0.3,4.9,1,1,11,10:24 AM,09:05 PM,08:37 AM,06:12 PM,-3,-6,-3,-6,10,80,97,0.1,1018,-3,5,311,7
2020-01-27 12:00:00,-0,-6,0.3,4.9,1,1,11,10:24 AM,09:05 PM,08:37 AM,06:12 PM,-2,-4,-1,-4,10,91,97,0.1,1019,-1,6,309,8
2020-01-27 15:00:00,-0,-6,0.3,4.9,1,1,11,10:24 AM,09:05 PM,08:37 AM,06:12 PM,-1,-3,-1,-3,9,81,96,0.2,1018,-1,6,310,7
2020-01-27 18:00:00,-0,-6,0.3,4.9,1,1,11,10:24 AM,09:05 PM,08:37 AM,06:12 PM,-3,-5,-2,-5,13,87,96,0.1,1019,-2,7,309,8
2020-01-27 21:00:00,-0,-6,0.3,4.9,1,1,11,10:24 AM,09:05 PM,08:37 AM,06:12 PM,-9,-6,-3,-6,14,53,95,0.0,1021,-5,9,311,8
2020-01-28 00:00:00,-6,-13,0.0,4.9,2,1,18,10:49 AM,10:06 PM,08:36 AM,06:13 PM,-12,-12,-9,-12,12,57,95,0.0,1023,-10,5,293,6
2020-01-28 03:00:00,-6,-13,0.0,4.9,2,1,18,10:49 AM,10:06 PM,08:36 AM,06:13 PM,-13,-16,-12,-16,11,77,97,0.0,1023,-12,1,291,5
2020-01-28 06:00:00,-6,-13,0.0,4.9,2,1,18,10:49 AM,10:06 PM,08:36 AM,06:13 PM,-13,-16,-13,-16,11,89,97,0.0,1024,-13,0,308,6
2020-01-28 09:00:00,-6,-13,0.0,4.9,2,1,18,10:49 AM,10:06 PM,08:36 AM,06:13 PM,-13,-15,-12,-15,8,88,97,0.0,1024,-12,1,327,5
2020-01-28 12:00:00,-6,-13,0.0,4.9,2,1,18,10:49 AM,10:06 PM,08:36 AM,06:13 PM,-9,-10,-9,-10,5,95,94,0.0,1024,-9,7,320,4
2020-01-28 15:00:00,-6,-13,0.0,4.9,2,1,18,10:49 AM,10:06 PM,08:36 AM,06:13 PM,-7,-7,-6,-7,4,100,91,0.0,1023,-6,10,316,4
2020-01-28 18:00:00,-6,-13,0.0,4.9,2,1,18,10:49 AM,10:06 PM,08:36 AM,06:13 PM,-8,-8,-7,-8,3,100,93,0.0,1023,-7,5,127,2
2020-01-28 21:00:00,-6,-13,0.0,4.9,2,1,18,10:49 AM,10:06 PM,08:36 AM,06:13 PM,-10,-9,-9,-9,3,100,94,0.0,1023,-9,2,39,2
2020-01-29 00:00:00,-5,-12,0.0,4.9,1,1,26,11:11 AM,11:07 PM,08:35 AM,06:15 PM,-11,-10,-10,-10,4,98,95,0.0,1025,-10,2,55,2
2020-01-29 03:00:00,-5,-12,0.0,4.9,1,1,26,11:11 AM,11:07 PM,08:35 AM,06:15 PM,-11,-11,-11,-11,2,99,95,0.0,1025,-11,7,123,1
2020-01-29 06:00:00,-5,-12,0.0,4.9,1,1,26,11:11 AM,11:07 PM,08:35 AM,06:15 PM,-12,-11,-11,-11,4,98,95,0.0,1025,-11,5,70,2
2020-01-29 09:00:00,-5,-12,0.0,4.9,1,1,26,11:11 AM,11:07 PM,08:35 AM,06:15 PM,-11,-10,-10,-10,5,81,95,0.0,1025,-10,2,77,3
2020-01-29 12:00:00,-5,-12,0.0,4.9,1,1,26,11:11 AM,11:07 PM,08:35 AM,06:15 PM,-8,-8,-7,-8,4,91,91,0.0,1026,-7,7,130,4
2020-01-29 15:00:00,-5,-12,0.0,4.9,1,1,26,11:11 AM,11:07 PM,08:35 AM,06:15 PM,-7,-6,-5,-6,4,100,89,0.0,1025,-5,10,176,3
2020-01-29 18:00:00,-5,-12,0.0,4.9,1,1,26,11:11 AM,11:07 PM,08:35 AM,06:15 PM,-7,-8,-6,-8,6,95,92,0.0,1025,-6,10,167,4
2020-01-29 21:00:00,-5,-12,0.0,4.9,1,1,26,11:11 AM,11:07 PM,08:35 AM,06:15 PM,-10,-12,-9,-12,8,94,95,0.0,1025,-9,5,174,5
2020-01-30 00:00:00,-5,-12,0.1,4.9,1,1,33,11:32 AM,No moonset,08:34 AM,06:16 PM,-11,-14,-11,-14,10,84,96,0.1,1025,-11,7,195,5
2020-01-30 03:00:00,-5,-12,0.1,4.9,1,1,33,11:32 AM,No moonset,08:34 AM,06:16 PM,-12,-15,-12,-15,9,83,96,0.0,1025,-12,5,182,5
2020-01-30 06:00:00,-5,-12,0.1,4.9,1,1,33,11:32 AM,No moonset,08:34 AM,06:16 PM,-13,-16,-12,-16,11,95,95,0.0,1024,-12,2,160,6
2020-01-30 09:00:00,-5,-12,0.1,4.9,1,1,33,11:32 AM,No moonset,08:34 AM,06:16 PM,-12,-16,-11,-16,13,96,95,0.0,1024,-11,2,150,8
2020-01-30 12:00:00,-5,-12,0.1,4.9,1,1,33,11:32 AM,No moonset,08:34 AM,06:16 PM,-9,-13,-8,-13,12,97,95,0.0,1023,-8,2,148,9
2020-01-30 15:00:00,-5,-12,0.1,4.9,1,1,33,11:32 AM,No moonset,08:34 AM,06:16 PM,-6,-10,-6,-10,13,100,94,0.0,1021,-6,2,152,10
2020-01-30 18:00:00,-5,-12,0.1,4.9,1,1,33,11:32 AM,No moonset,08:34 AM,06:16 PM,-6,-10,-5,-10,16,100,95,0.1,1020,-5,7,145,11
2020-01-30 21:00:00,-5,-12,0.1,4.9,1,1,33,11:32 AM,No moonset,08:34 AM,06:16 PM,-6,-10,-6,-10,15,100,96,0.1,1020,-6,10,148,10
2020-01-31 00:00:00,-0,-6,2.4,4.9,1,1,37,11:54 AM,12:07 AM,08:33 AM,06:18 PM,-6,-10,-6,-10,16,99,96,0.3,1020,-6,5,144,10
2020-01-31 03:00:00,-0,-6,2.4,4.9,1,1,37,11:54 AM,12:07 AM,08:33 AM,06:18 PM,-7,-11,-6,-11,18,97,96,0.4,1020,-6,2,145,11
2020-01-31 06:00:00,-0,-6,2.4,4.9,1,1,37,11:54 AM,12:07 AM,08:33 AM,06:18 PM,-6,-10,-6,-10,17,99,96,1.0,1019,-6,2,147,10
2020-01-31 09:00:00,-0,-6,2.4,4.9,1,1,37,11:54 AM,12:07 AM,08:33 AM,06:18 PM,-5,-9,-5,-9,15,98,96,0.6,1019,-5,4,150,10
2020-01-31 12:00:00,-0,-6,2.4,4.9,1,1,37,11:54 AM,12:07 AM,08:33 AM,06:18 PM,-3,-6,-2,-6,12,99,97,0.2,1019,-2,5,166,9
2020-01-31 15:00:00,-0,-6,2.4,4.9,1,1,37,11:54 AM,12:07 AM,08:33 AM,06:18 PM,-1,-4,-1,-4,12,100,97,0.1,1017,-1,5,190,9
2020-01-31 18:00:00,-0,-6,2.4,4.9,1,1,37,11:54 AM,12:07 AM,08:33 AM,06:18 PM,-1,-3,-1,-3,9,100,98,0.1,1017,-1,5,199,7
2020-01-31 21:00:00,-0,-6,2.4,4.9,1,1,37,11:54 AM,12:07 AM,08:33 AM,06:18 PM,-2,-4,-2,-4,11,96,98,0.1,1017,-2,5,197,7
2020-02-01 00:00:00,-0,-7,0.1,9.9,1,1,49,12:16 PM,01:09 AM,08:32 AM,06:19 PM,-2,-6,-2,-6,19,97,96,0.1,1016,-2,5,216,12
2020-02-01 03:00:00,-0,-7,0.1,9.9,1,1,49,12:16 PM,01:09 AM,08:32 AM,06:19 PM,-3,-7,-2,-7,23,74,94,0.0,1014,-2,8,237,14
2020-02-01 06:00:00,-0,-7,0.1,9.9,1,1,49,12:16 PM,01:09 AM,08:32 AM,06:19 PM,-6,-10,-5,-10,20,53,94,0.0,1013,-5,5,256,11
2020-02-01 09:00:00,-0,-7,0.1,9.9,1,1,49,12:16 PM,01:09 AM,08:32 AM,06:19 PM,-7,-11,-6,-11,17,35,95,0.0,1013,-6,2,255,9
2020-02-01 12:00:00,-0,-7,0.1,9.9,1,1,49,12:16 PM,01:09 AM,08:32 AM,06:19 PM,-4,-7,-3,-7,14,53,95,0.0,1011,-3,2,241,10
2020-02-01 15:00:00,-0,-7,0.1,9.9,1,1,49,12:16 PM,01:09 AM,08:32 AM,06:19 PM,-2,-5,-1,-5,14,59,95,0.0,1008,-1,2,214,11
2020-02-01 18:00:00,-0,-7,0.1,9.9,1,1,49,12:16 PM,01:09 AM,08:32 AM,06:19 PM,-2,-5,-1,-5,20,66,92,0.0,1004,-1,7,203,12
2020-02-01 21:00:00,-0,-7,0.1,9.9,1,1,49,12:16 PM,01:09 AM,08:32 AM,06:19 PM,-1,-4,-1,-4,24,48,92,0.0,1000,-3,10,214,14
2020-02-02 00:00:00,3,-1,0.0,9.9,2,1,57,12:42 PM,02:11 AM,08:31 AM,06:20 PM,0,-3,1,-3,35,20,89,0.0,998,0,10,241,18
2020-02-02 03:00:00,3,-1,0.0,9.9,2,1,57,12:42 PM,02:11 AM,08:31 AM,06:20 PM,1,-2,3,-2,45,6,84,0.0,997,3,10,259,23
2020-02-02 06:00:00,3,-1,0.0,9.9,2,1,57,12:42 PM,02:11 AM,08:31 AM,06:20 PM,1,-1,3,-1,41,9,85,0.0,998,3,10,265,21
2020-02-02 09:00:00,3,-1,0.0,9.9,2,2,57,12:42 PM,02:11 AM,08:31 AM,06:20 PM,2,-2,3,-2,37,14,92,0.0,999,3,10,270,19
2020-02-02 12:00:00,3,-1,0.0,9.9,2,2,57,12:42 PM,02:11 AM,08:31 AM,06:20 PM,2,-2,3,-2,34,44,98,0.0,1002,3,10,279,19
2020-02-02 15:00:00,3,-1,0.0,9.9,2,2,57,12:42 PM,02:11 AM,08:31 AM,06:20 PM,1,-3,2,-3,33,78,94,0.0,1004,2,10,291,21
2020-02-02 18:00:00,3,-1,0.0,9.9,2,1,57,12:42 PM,02:11 AM,08:31 AM,06:20 PM,-1,-4,1,-4,28,49,88,0.0,1006,1,10,298,17
2020-02-02 21:00:00,3,-1,0.0,9.9,2,1,57,12:42 PM,02:11 AM,08:31 AM,06:20 PM,-2,-5,-1,-5,22,43,91,0.0,1009,-1,10,305,12
2020-02-03 00:00:00,-4,-7,0.1,6.6,2,1,64,01:12 PM,03:16 AM,08:29 AM,06:22 PM,-3,-6,-2,-6,19,73,92,0.0,1011,-2,10,321,10
2020-02-03 03:00:00,-4,-7,0.1,6.6,2,1,64,01:12 PM,03:16 AM,08:29 AM,06:22 PM,-4,-7,-3,-7,18,95,91,0.0,1012,-3,10,337,11
2020-02-03 06:00:00,-4,-7,0.1,6.6,2,1,64,01:12 PM,03:16 AM,08:29 AM,06:22 PM,-5,-7,-3,-7,17,81,86,0.1,1013,-3,10,345,10
2020-02-03 09:00:00,-4,-7,0.1,6.6,2,1,64,01:12 PM,03:16 AM,08:29 AM,06:22 PM,-6,-8,-4,-8,16,72,85,0.0,1014,-4,10,345,11
2020-02-03 12:00:00,-4,-7,0.1,6.6,2,1,64,01:12 PM,03:16 AM,08:29 AM,06:22 PM,-7,-9,-4,-9,17,80,81,0.0,1015,-4,10,351,14
2020-02-03 15:00:00,-4,-7,0.1,6.6,2,1,64,01:12 PM,03:16 AM,08:29 AM,06:22 PM,-8,-11,-5,-11,20,67,80,0.0,1015,-5,10,119,17
2020-02-03 18:00:00,-4,-7,0.1,6.6,2,2,64,01:12 PM,03:16 AM,08:29 AM,06:22 PM,-9,-12,-6,-12,22,57,82,0.0,1016,-6,10,237,16
2020-02-03 21:00:00,-4,-7,0.1,6.6,2,1,64,01:12 PM,03:16 AM,08:29 AM,06:22 PM,-9,-13,-7,-13,24,42,85,0.0,1019,-7,10,355,16
2020-02-04 00:00:00,-9,-15,0.0,8.3,2,1,72,01:48 PM,04:21 AM,08:28 AM,06:23 PM,-11,-15,-9,-15,22,78,87,0.0,1022,-9,10,357,15
2020-02-04 03:00:00,-9,-15,0.0,8.3,2,1,72,01:48 PM,04:21 AM,08:28 AM,06:23 PM,-12,-17,-11,-17,21,49,88,0.0,1024,-11,10,357,15
2020-02-04 06:00:00,-9,-15,0.0,8.3,2,1,72,01:48 PM,04:21 AM,08:28 AM,06:23 PM,-14,-19,-13,-19,18,26,88,0.0,1026,-13,10,355,13
2020-02-04 09:00:00,-9,-15,0.0,8.3,2,2,72,01:48 PM,04:21 AM,08:28 AM,06:23 PM,-15,-20,-14,-20,15,76,87,0.0,1028,-14,10,353,11
2020-02-04 12:00:00,-9,-15,0.0,8.3,2,1,72,01:48 PM,04:21 AM,08:28 AM,06:23 PM,-14,-17,-12,-17,12,67,84,0.0,1029,-12,10,348,10
2020-02-04 15:00:00,-9,-15,0.0,8.3,2,2,72,01:48 PM,04:21 AM,08:28 AM,06:23 PM,-12,-15,-10,-15,11,38,83,0.0,1028,-10,10,335,9
2020-02-04 18:00:00,-9,-15,0.0,8.3,2,2,72,01:48 PM,04:21 AM,08:28 AM,06:23 PM,-12,-14,-10,-14,10,35,89,0.0,1027,-10,10,324,8
2020-02-04 21:00:00,-9,-15,0.0,8.3,2,1,72,01:48 PM,04:21 AM,08:28 AM,06:23 PM,-12,-15,-12,-15,9,28,93,0.0,1027,-14,5,299,5
2020-02-05 00:00:00,-4,-12,0.0,8.3,1,1,79,02:33 PM,05:26 AM,08:27 AM,06:25 PM,-12,-16,-12,-16,11,42,93,0.0,1027,-13,7,252,6
2020-02-05 03:00:00,-4,-12,0.0,8.3,1,1,79,02:33 PM,05:26 AM,08:27 AM,06:25 PM,-13,-15,-12,-15,10,26,91,0.0,1026,-12,10,225,5
2020-02-05 06:00:00,-4,-12,0.0,8.3,1,1,79,02:33 PM,05:26 AM,08:27 AM,06:25 PM,-14,-17,-12,-17,16,46,87,0.0,1025,-12,10,206,9
2020-02-05 09:00:00,-4,-12,0.0,8.3,1,1,79,02:33 PM,05:26 AM,08:27 AM,06:25 PM,-13,-17,-11,-17,17,88,84,0.0,1024,-11,10,202,10
2020-02-05 12:00:00,-4,-12,0.0,8.3,1,1,79,02:33 PM,05:26 AM,08:27 AM,06:25 PM,-10,-13,-8,-13,14,64,80,0.0,1022,-8,10,209,11
2020-02-05 15:00:00,-4,-12,0.0,8.3,1,2,79,02:33 PM,05:26 AM,08:27 AM,06:25 PM,-8,-9,-5,-9,13,34,80,0.0,1019,-5,10,211,10
2020-02-05 18:00:00,-4,-12,0.0,8.3,1,2,79,02:33 PM,05:26 AM,08:27 AM,06:25 PM,-8,-10,-6,-10,12,40,87,0.0,1016,-6,10,205,8
2020-02-05 21:00:00,-4,-12,0.0,8.3,1,1,79,02:33 PM,05:26 AM,08:27 AM,06:25 PM,-10,-12,-8,-12,16,44,89,0.0,1015,-8,10,194,8
2020-02-06 00:00:00,-4,-11,0.0,8.3,2,1,87,03:29 PM,06:29 AM,08:26 AM,06:26 PM,-11,-14,-9,-14,18,33,88,0.0,1014,-9,10,188,8
2020-02-06 03:00:00,-4,-11,0.0,8.3,2,1,87,03:29 PM,06:29 AM,08:26 AM,06:26 PM,-12,-14,-10,-14,16,39,87,0.0,1012,-10,10,189,8
2020-02-06 06:00:00,-4,-11,0.0,8.3,2,1,87,03:29 PM,06:29 AM,08:26 AM,06:26 PM,-12,-15,-10,-15,16,31,87,0.0,1010,-10,10,177,8
2020-02-06 09:00:00,-4,-11,0.0,8.3,2,2,87,03:29 PM,06:29 AM,08:26 AM,06:26 PM,-12,-14,-10,-14,15,20,85,0.0,1009,-10,10,174,9
2020-02-06 12:00:00,-4,-11,0.0,8.3,2,2,87,03:29 PM,06:29 AM,08:26 AM,06:26 PM,-9,-11,-6,-11,14,17,81,0.0,1008,-6,10,175,11
2020-02-06 15:00:00,-4,-11,0.0,8.3,2,2,87,03:29 PM,06:29 AM,08:26 AM,06:26 PM,-7,-9,-4,-9,13,72,81,0.0,1005,-4,10,169,10
2020-02-06 18:00:00,-4,-11,0.0,8.3,2,1,87,03:29 PM,06:29 AM,08:26 AM,06:26 PM,-7,-10,-6,-10,14,100,86,0.0,1005,-6,10,160,9
2020-02-06 21:00:00,-4,-11,0.0,8.3,2,1,87,03:29 PM,06:29 AM,08:26 AM,06:26 PM,-8,-10,-7,-10,13,100,88,0.0,1005,-7,10,157,7
2020-02-07 00:00:00,-5,-9,0.3,5.0,1,1,95,04:34 PM,07:26 AM,08:24 AM,06:28 PM,-9,-9,-7,-9,8,100,88,0.0,1006,-7,10,163,4
2020-02-07 03:00:00,-5,-9,0.3,5.0,1,1,95,04:34 PM,07:26 AM,08:24 AM,06:28 PM,-9,-8,-7,-8,5,100,87,0.0,1006,-7,10,113,3
2020-02-07 06:00:00,-5,-9,0.3,5.0,1,1,95,04:34 PM,07:26 AM,08:24 AM,06:28 PM,-10,-10,-8,-10,7,78,89,0.0,1007,-8,10,38,4
2020-02-07 09:00:00,-5,-9,0.3,5.0,1,1,95,04:34 PM,07:26 AM,08:24 AM,06:28 PM,-9,-11,-8,-11,9,73,90,0.0,1009,-8,10,6,5
2020-02-07 12:00:00,-5,-9,0.3,5.0,1,1,95,04:34 PM,07:26 AM,08:24 AM,06:28 PM,-7,-9,-6,-9,9,92,90,0.0,1011,-6,10,221,8
2020-02-07 15:00:00,-5,-9,0.3,5.0,1,1,95,04:34 PM,07:26 AM,08:24 AM,06:28 PM,-6,-9,-5,-9,12,100,90,0.1,1012,-5,7,327,10
2020-02-07 18:00:00,-5,-9,0.3,5.0,1,1,95,04:34 PM,07:26 AM,08:24 AM,06:28 PM,-7,-11,-6,-11,14,100,93,0.2,1014,-6,5,324,10
2020-02-07 21:00:00,-5,-9,0.3,5.0,1,1,95,04:34 PM,07:26 AM,08:24 AM,06:28 PM,-8,-12,-8,-12,13,100,95,0.2,1017,-8,5,326,9
2020-02-08 00:00:00,-10,-16,0.2,10.0,1,1,100,05:49 PM,08:15 AM,08:23 AM,06:29 PM,-10,-12,-9,-12,7,94,96,0.1,1019,-9,8,341,5
2020-02-08 03:00:00,-10,-16,0.2,10.0,1,1,100,05:49 PM,08:15 AM,08:23 AM,06:29 PM,-12,-15,-11,-15,9,97,96,0.1,1020,-11,10,298,6
2020-02-08 06:00:00,-10,-16,0.2,10.0,1,1,100,05:49 PM,08:15 AM,08:23 AM,06:29 PM,-14,-19,-14,-19,11,100,96,0.0,1021,-14,5,267,8
2020-02-08 09:00:00,-10,-16,0.2,10.0,1,1,100,05:49 PM,08:15 AM,08:23 AM,06:29 PM,-16,-20,-15,-20,10,93,95,0.0,1022,-15,2,242,8
2020-02-08 12:00:00,-10,-16,0.2,10.0,1,1,100,05:49 PM,08:15 AM,08:23 AM,06:29 PM,-14,-18,-13,-18,10,51,89,0.0,1022,-13,7,218,9
2020-02-08 15:00:00,-10,-16,0.2,10.0,1,2,100,05:49 PM,08:15 AM,08:23 AM,06:29 PM,-13,-16,-10,-16,12,18,81,0.0,1020,-10,10,193,10
2020-02-08 18:00:00,-10,-16,0.2,10.0,1,2,100,05:49 PM,08:15 AM,08:23 AM,06:29 PM,-14,-17,-11,-17,15,15,84,0.0,1020,-11,10,176,10
2020-02-08 21:00:00,-10,-16,0.2,10.0,1,1,100,05:49 PM,08:15 AM,08:23 AM,06:29 PM,-14,-17,-13,-17,15,10,87,0.0,1021,-15,10,177,9
2020-02-09 00:00:00,-5,-11,8.6,5.0,2,1,100,07:07 PM,08:56 AM,08:22 AM,06:31 PM,-13,-16,-12,-16,15,69,87,0.0,1022,-13,10,183,9
2020-02-09 03:00:00,-5,-11,8.6,5.0,2,1,100,07:07 PM,08:56 AM,08:22 AM,06:31 PM,-12,-15,-10,-15,15,100,89,0.0,1021,-10,10,126,9
2020-02-09 06:00:00,-5,-11,8.6,5.0,2,1,100,07:07 PM,08:56 AM,08:22 AM,06:31 PM,-10,-15,-9,-15,19,100,94,1.2,1019,-9,5,79,12
2020-02-09 09:00:00,-5,-11,8.6,5.0,2,1,100,07:07 PM,08:56 AM,08:22 AM,06:31 PM,-9,-14,-8,-14,18,99,95,3.2,1019,-8,2,58,13
2020-02-09 12:00:00,-5,-11,8.6,5.0,2,1,100,07:07 PM,08:56 AM,08:22 AM,06:31 PM,-7,-12,-6,-12,16,100,95,5.0,1020,-6,2,26,13
2020-02-09 15:00:00,-5,-11,8.6,5.0,2,1,100,07:07 PM,08:56 AM,08:22 AM,06:31 PM,-6,-10,-5,-10,16,100,94,1.9,1020,-5,4,231,13
2020-02-09 18:00:00,-5,-11,8.6,5.0,2,1,100,07:07 PM,08:56 AM,08:22 AM,06:31 PM,-7,-12,-7,-12,18,95,94,0.0,1021,-7,8,329,12
2020-02-09 21:00:00,-5,-11,8.6,5.0,2,1,100,07:07 PM,08:56 AM,08:22 AM,06:31 PM,-10,-14,-10,-14,15,50,95,0.0,1022,-10,5,294,8
2020-02-10 00:00:00,-2,-13,0.0,10.0,1,1,83,08:26 PM,09:31 AM,08:20 AM,06:32 PM,-12,-16,-12,-16,15,32,95,0.0,1023,-12,2,271,7
2020-02-10 03:00:00,-2,-13,0.0,10.0,1,1,83,08:26 PM,09:31 AM,08:20 AM,06:32 PM,-14,-17,-13,-17,15,33,95,0.0,1023,-13,2,245,7
2020-02-10 06:00:00,-2,-13,0.0,10.0,1,1,83,08:26 PM,09:31 AM,08:20 AM,06:32 PM,-14,-19,-13,-19,17,57,97,0.0,1022,-13,1,206,8
2020-02-10 09:00:00,-2,-13,0.0,10.0,1,1,83,08:26 PM,09:31 AM,08:20 AM,06:32 PM,-12,-17,-11,-17,19,55,95,0.0,1022,-11,1,189,11
2020-02-10 12:00:00,-2,-13,0.0,10.0,1,1,83,08:26 PM,09:31 AM,08:20 AM,06:32 PM,-8,-12,-6,-12,21,58,90,0.0,1020,-6,7,190,16
2020-02-10 15:00:00,-2,-13,0.0,10.0,1,1,83,08:26 PM,09:31 AM,08:20 AM,06:32 PM,-5,-9,-3,-9,23,88,88,0.0,1018,-3,10,214,18
2020-02-10 18:00:00,-2,-13,0.0,10.0,1,1,83,08:26 PM,09:31 AM,08:20 AM,06:32 PM,-5,-9,-4,-9,22,56,90,0.0,1018,-4,10,246,14
2020-02-10 21:00:00,-2,-13,0.0,10.0,1,1,83,08:26 PM,09:31 AM,08:20 AM,06:32 PM,-7,-11,-6,-11,22,47,92,0.0,1020,-6,10,261,12
2020-02-11 00:00:00,-5,-12,0.0,10.0,2,1,75,09:46 PM,10:02 AM,08:19 AM,06:33 PM,-9,-14,-8,-14,22,47,93,0.0,1021,-8,5,270,12
