date_time,Hamilton_maxtempC,Hamilton_mintempC,Hamilton_totalSnow_cm,Hamilton_sunHour,Hamilton_uvIndex,Hamilton_uvIndex,Hamilton_moon_illumination,Hamilton_moonrise,Hamilton_moonset,Hamilton_sunrise,Hamilton_sunset,Hamilton_DewPointC,Hamilton_FeelsLikeC,Hamilton_HeatIndexC,Hamilton_WindChillC,Hamilton_WindGustKmph,Hamilton_cloudcover,Hamilton_humidity,Hamilton_precipMM,Hamilton_pressure,Hamilton_tempC,Hamilton_visibility,Hamilton_winddirDegree,Hamilton_windspeedKmph
2020-03-24 09:00:00,6,-1,0.0,11.6,1,2,0,07:47 AM,07:56 PM,07:15 AM,07:37 PM,-3,-1,0,-1,7,31,78,0.0,1024,0,10,225,5
2020-03-24 12:00:00,6,-1,0.0,11.6,1,2,0,07:47 AM,07:56 PM,07:15 AM,07:37 PM,-2,2,3,2,7,29,68,0.0,1024,3,10,31,5
2020-03-24 15:00:00,6,-1,0.0,11.6,1,2,0,07:47 AM,07:56 PM,07:15 AM,07:37 PM,-2,3,5,3,8,30,61,0.0,1022,5,10,61,7
2020-03-24 18:00:00,6,-1,0.0,11.6,1,3,0,07:47 AM,07:56 PM,07:15 AM,07:37 PM,-1,3,5,3,10,18,63,0.0,1021,5,10,80,8
2020-03-24 21:00:00,6,-1,0.0,11.6,1,1,0,07:47 AM,07:56 PM,07:15 AM,07:37 PM,-0,1,4,1,14,24,75,0.0,1021,4,10,87,10
2020-03-25 00:00:00,7,1,0.0,6.1,2,1,3,08:09 AM,08:56 PM,07:13 AM,07:39 PM,0,-1,2,-1,22,40,86,0.0,1019,2,10,85,14
2020-03-25 03:00:00,7,1,0.0,6.1,2,1,3,08:09 AM,08:56 PM,07:13 AM,07:39 PM,0,-2,2,-2,26,55,88,0.0,1017,2,10,84,17
2020-03-25 06:00:00,7,1,0.0,6.1,2,1,3,08:09 AM,08:56 PM,07:13 AM,07:39 PM,-0,-3,1,-3,25,99,90,0.0,1016,1,10,76,15
2020-03-25 09:00:00,7,1,0.0,6.1,2,1,3,08:09 AM,08:56 PM,07:13 AM,07:39 PM,-0,-2,2,-2,18,92,87,0.0,1016,2,10,74,11
2020-03-25 12:00:00,7,1,0.0,6.1,2,1,3,08:09 AM,08:56 PM,07:13 AM,07:39 PM,1,3,4,3,8,81,79,0.0,1016,4,10,82,5
2020-03-25 15:00:00,7,1,0.0,6.1,2,2,3,08:09 AM,08:56 PM,07:13 AM,07:39 PM,3,7,7,7,4,82,75,0.0,1015,7,10,76,3
2020-03-25 18:00:00,7,1,0.0,6.1,2,3,3,08:09 AM,08:56 PM,07:13 AM,07:39 PM,4,6,7,6,5,78,81,0.0,1015,7,10,50,4
2020-03-25 21:00:00,7,1,0.0,6.1,2,1,3,08:09 AM,08:56 PM,07:13 AM,07:39 PM,4,5,6,5,11,30,87,0.0,1015,6,10,156,7
2020-03-26 00:00:00,11,4,0.0,8.9,3,1,11,08:31 AM,09:56 PM,07:11 AM,07:40 PM,3,3,6,3,17,15,86,0.0,1014,6,10,215,10
2020-03-26 03:00:00,11,4,0.0,8.9,3,1,11,08:31 AM,09:56 PM,07:11 AM,07:40 PM,3,1,4,1,24,44,87,0.0,1014,4,10,207,13
2020-03-26 06:00:00,11,4,0.0,8.9,3,1,11,08:31 AM,09:56 PM,07:11 AM,07:40 PM,3,1,4,1,30,56,90,0.0,1013,4,10,216,15
2020-03-26 09:00:00,11,4,0.0,8.9,3,3,11,08:31 AM,09:56 PM,07:11 AM,07:40 PM,4,2,6,2,40,22,85,0.0,1012,6,10,212,21
2020-03-26 12:00:00,11,4,0.0,8.9,3,2,11,08:31 AM,09:56 PM,07:11 AM,07:40 PM,5,7,10,7,41,49,72,0.0,1010,10,10,226,24
2020-03-26 15:00:00,11,4,0.0,8.9,3,3,11,08:31 AM,09:56 PM,07:11 AM,07:40 PM,6,8,11,8,36,100,71,0.0,1010,11,10,259,20
2020-03-26 18:00:00,11,4,0.0,8.9,3,3,11,08:31 AM,09:56 PM,07:11 AM,07:40 PM,6,8,10,8,21,97,76,0.1,1010,10,10,306,11
2020-03-26 21:00:00,11,4,0.0,8.9,3,1,11,08:31 AM,09:56 PM,07:11 AM,07:40 PM,5,7,9,7,14,83,80,0.1,1011,9,10,343,9
2020-03-27 00:00:00,8,1,0.0,11.6,3,1,18,08:55 AM,10:57 PM,07:09 AM,07:41 PM,2,3,5,3,17,58,81,0.0,1012,5,10,242,12
2020-03-27 03:00:00,8,1,0.0,11.6,3,1,18,08:55 AM,10:57 PM,07:09 AM,07:41 PM,1,0,3,0,15,55,86,0.0,1013,3,10,19,11
2020-03-27 06:00:00,8,1,0.0,11.6,3,1,18,08:55 AM,10:57 PM,07:09 AM,07:41 PM,0,-1,2,-1,17,52,87,0.0,1014,2,10,16,11
2020-03-27 09:00:00,8,1,0.0,11.6,3,2,18,08:55 AM,10:57 PM,07:09 AM,07:41 PM,-1,-1,2,-1,15,31,81,0.0,1016,2,10,22,10
2020-03-27 12:00:00,8,1,0.0,11.6,3,3,18,08:55 AM,10:57 PM,07:09 AM,07:41 PM,-1,3,5,3,10,7,66,0.0,1017,5,10,48,8
2020-03-27 15:00:00,8,1,0.0,11.6,3,3,18,08:55 AM,10:57 PM,07:09 AM,07:41 PM,-0,6,7,6,9,6,58,0.0,1017,7,10,75,8
2020-03-27 18:00:00,8,1,0.0,11.6,3,3,18,08:55 AM,10:57 PM,07:09 AM,07:41 PM,-1,6,8,6,11,19,57,0.0,1017,8,10,88,8
2020-03-27 21:00:00,8,1,0.0,11.6,3,1,18,08:55 AM,10:57 PM,07:09 AM,07:41 PM,0,4,6,4,12,32,64,0.0,1018,5,10,96,9
2020-03-28 00:00:00,5,-2,0.0,6.2,2,1,25,09:22 AM,11:59 PM,07:07 AM,07:42 PM,1,3,5,3,13,16,72,0.0,1017,4,10,79,10
2020-03-28 03:00:00,5,-2,0.0,6.2,2,1,25,09:22 AM,11:59 PM,07:07 AM,07:42 PM,-0,1,4,1,22,49,73,0.0,1015,4,10,61,14
2020-03-28 06:00:00,5,-2,0.0,6.2,2,1,25,09:22 AM,11:59 PM,07:07 AM,07:42 PM,0,0,4,0,28,60,77,0.0,1014,4,10,53,16
2020-03-28 09:00:00,5,-2,0.0,6.2,2,1,25,09:22 AM,11:59 PM,07:07 AM,07:42 PM,1,-0,4,-0,29,71,84,0.7,1014,4,10,61,16
2020-03-28 12:00:00,5,-2,0.0,6.2,2,1,25,09:22 AM,11:59 PM,07:07 AM,07:42 PM,2,-0,4,-0,29,100,91,2.6,1012,4,8,62,16
2020-03-28 15:00:00,5,-2,0.0,6.2,2,1,25,09:22 AM,11:59 PM,07:07 AM,07:42 PM,3,0,4,0,33,100,94,2.3,1011,4,5,54,19
2020-03-28 18:00:00,5,-2,0.0,6.2,2,1,25,09:22 AM,11:59 PM,07:07 AM,07:42 PM,5,1,5,1,36,100,97,0.2,1010,4,2,50,22
2020-03-28 21:00:00,5,-2,0.0,6.2,2,1,25,09:22 AM,11:59 PM,07:07 AM,07:42 PM,5,-0,3,-0,37,100,97,0.1,1010,-0,5,56,23
2020-03-29 00:00:00,18,3,0.0,7.5,3,1,32,09:53 AM,No moonset,07:06 AM,07:43 PM,4,-1,1,-1,35,100,96,0.0,1011,0,10,61,23
2020-03-29 03:00:00,18,3,0.0,7.5,3,1,32,09:53 AM,No moonset,07:06 AM,07:43 PM,4,-0,4,-0,36,100,96,0.7,1008,4,10,58,23
2020-03-29 06:00:00,18,3,0.0,7.5,3,1,32,09:53 AM,No moonset,07:06 AM,07:43 PM,4,0,4,0,33,100,98,3.6,1005,4,8,62,17
2020-03-29 09:00:00,18,3,0.0,7.5,3,2,32,09:53 AM,No moonset,07:06 AM,07:43 PM,6,4,7,4,27,100,99,5.0,1002,7,8,119,13
2020-03-29 12:00:00,18,3,0.0,7.5,3,3,32,09:53 AM,No moonset,07:06 AM,07:43 PM,10,12,13,12,35,94,84,2.3,1000,13,10,221,19
2020-03-29 15:00:00,18,3,0.0,7.5,3,5,32,09:53 AM,No moonset,07:06 AM,07:43 PM,7,15,16,15,62,71,55,1.5,1000,16,9,234,39
2020-03-29 18:00:00,18,3,0.0,7.5,3,4,32,09:53 AM,No moonset,07:06 AM,07:43 PM,4,8,12,8,60,39,61,0.0,1004,12,10,239,40
2020-03-29 21:00:00,18,3,0.0,7.5,3,1,32,09:53 AM,No moonset,07:06 AM,07:43 PM,4,6,9,6,47,47,71,0.0,1007,9,10,230,31
2020-03-30 00:00:00,7,6,0.0,6.2,3,1,40,10:30 AM,01:01 AM,07:04 AM,07:44 PM,4,5,9,5,41,81,73,0.0,1008,9,10,236,26
2020-03-30 03:00:00,7,6,0.0,6.2,3,1,40,10:30 AM,01:01 AM,07:04 AM,07:44 PM,3,4,7,4,33,63,77,0.0,1007,7,10,233,21
2020-03-30 06:00:00,7,6,0.0,6.2,3,1,40,10:30 AM,01:01 AM,07:04 AM,07:44 PM,2,2,6,2,36,98,78,0.0,1007,6,10,237,22
2020-03-30 09:00:00,7,6,0.0,6.2,3,2,40,10:30 AM,01:01 AM,07:04 AM,07:44 PM,3,2,6,2,36,96,82,0.2,1008,6,7,239,23
2020-03-30 12:00:00,7,6,0.0,6.2,3,2,40,10:30 AM,01:01 AM,07:04 AM,07:44 PM,3,3,6,3,35,100,81,0.3,1009,6,2,253,22
2020-03-30 15:00:00,7,6,0.0,6.2,3,2,40,10:30 AM,01:01 AM,07:04 AM,07:44 PM,3,3,7,3,37,100,76,0.2,1010,7,5,274,23
2020-03-30 18:00:00,7,6,0.0,6.2,3,2,40,10:30 AM,01:01 AM,07:04 AM,07:44 PM,3,3,7,3,33,100,79,0.0,1011,7,10,291,22
2020-03-30 21:00:00,7,6,0.0,6.2,3,1,40,10:30 AM,01:01 AM,07:04 AM,07:44 PM,4,3,6,3,22,98,83,0.0,1014,6,10,300,16
2020-03-31 00:00:00,5,-3,0.0,6.2,1,1,44,11:15 AM,02:03 AM,07:02 AM,07:46 PM,3,3,6,3,16,98,84,0.0,1016,6,10,300,11
2020-03-31 03:00:00,5,-3,0.0,6.2,1,1,44,11:15 AM,02:03 AM,07:02 AM,07:46 PM,3,3,5,3,15,100,87,0.1,1016,5,7,302,10
2020-03-31 06:00:00,5,-3,0.0,6.2,1,1,44,11:15 AM,02:03 AM,07:02 AM,07:46 PM,3,2,4,2,17,99,88,0.2,1016,4,2,226,10
2020-03-31 09:00:00,5,-3,0.0,6.2,1,1,44,11:15 AM,02:03 AM,07:02 AM,07:46 PM,3,2,4,2,20,98,87,0.2,1016,4,5,36,12
2020-03-31 12:00:00,5,-3,0.0,6.2,1,2,44,11:15 AM,02:03 AM,07:02 AM,07:46 PM,2,2,5,2,23,96,83,0.1,1016,5,10,70,15
2020-03-31 15:00:00,5,-3,0.0,6.2,1,1,44,11:15 AM,02:03 AM,07:02 AM,07:46 PM,2,1,5,1,28,93,84,0.3,1015,5,7,63,19
2020-03-31 18:00:00,5,-3,0.0,6.2,1,1,44,11:15 AM,02:03 AM,07:02 AM,07:46 PM,2,-0,4,-0,30,100,89,0.4,1014,3,2,66,20
2020-03-31 21:00:00,5,-3,0.0,6.2,1,1,44,11:15 AM,02:03 AM,07:02 AM,07:46 PM,3,-1,2,-1,24,100,86,0.3,1015,-1,5,68,17
2020-04-01 00:00:00,8,2,0.0,11.6,2,1,56,12:08 PM,03:01 AM,07:00 AM,07:47 PM,2,-2,1,-2,23,97,83,0.0,1015,-1,10,62,16
2020-04-01 03:00:00,8,2,0.0,11.6,2,1,56,12:08 PM,03:01 AM,07:00 AM,07:47 PM,-0,0,4,0,25,69,75,0.1,1015,4,10,56,17
2020-04-01 06:00:00,8,2,0.0,11.6,2,1,56,12:08 PM,03:01 AM,07:00 AM,07:47 PM,-2,-1,3,-1,23,33,73,0.0,1015,3,10,45,15
2020-04-01 09:00:00,8,2,0.0,11.6,2,2,56,12:08 PM,03:01 AM,07:00 AM,07:47 PM,-2,-0,3,-0,18,37,71,0.0,1016,3,10,44,13
2020-04-01 12:00:00,8,2,0.0,11.6,2,3,56,12:08 PM,03:01 AM,07:00 AM,07:47 PM,-1,3,6,3,12,26,61,0.0,1016,6,10,41,10
2020-04-01 15:00:00,8,2,0.0,11.6,2,3,56,12:08 PM,03:01 AM,07:00 AM,07:47 PM,-1,6,8,6,10,40,55,0.0,1015,8,10,22,9
2020-04-01 18:00:00,8,2,0.0,11.6,2,3,56,12:08 PM,03:01 AM,07:00 AM,07:47 PM,-1,5,7,5,16,30,56,0.0,1015,7,10,17,13
2020-04-01 21:00:00,8,2,0.0,11.6,2,1,56,12:08 PM,03:01 AM,07:00 AM,07:47 PM,-1,2,6,2,22,16,65,0.0,1016,6,10,124,15
2020-04-02 00:00:00,8,3,0.0,9.0,2,1,64,01:10 PM,03:54 AM,06:59 AM,07:48 PM,0,1,5,1,19,36,75,0.0,1016,5,10,342,14
2020-04-02 03:00:00,8,3,0.0,9.0,2,1,64,01:10 PM,03:54 AM,06:59 AM,07:48 PM,0,0,3,0,17,58,82,0.0,1016,3,10,326,12
2020-04-02 06:00:00,8,3,0.0,9.0,2,1,64,01:10 PM,03:54 AM,06:59 AM,07:48 PM,1,0,3,0,16,47,84,0.0,1017,3,10,328,10
2020-04-02 09:00:00,8,3,0.0,9.0,2,1,64,01:10 PM,03:54 AM,06:59 AM,07:48 PM,-0,1,4,1,19,85,77,0.0,1019,4,10,336,13
2020-04-02 12:00:00,8,3,0.0,9.0,2,1,64,01:10 PM,03:54 AM,06:59 AM,07:48 PM,-1,1,5,1,25,87,67,0.0,1019,5,10,349,17
2020-04-02 15:00:00,8,3,0.0,9.0,2,3,64,01:10 PM,03:54 AM,06:59 AM,07:48 PM,-1,3,6,3,26,57,60,0.1,1018,6,10,345,17
2020-04-02 18:00:00,8,3,0.0,9.0,2,3,64,01:10 PM,03:54 AM,06:59 AM,07:48 PM,-1,4,7,4,26,16,57,0.0,1018,7,10,231,17
2020-04-02 21:00:00,8,3,0.0,9.0,2,1,64,01:10 PM,03:54 AM,06:59 AM,07:48 PM,0,3,6,3,27,7,66,0.0,1018,6,10,117,18
2020-04-03 00:00:00,8,3,0.0,7.7,3,1,71,02:20 PM,04:40 AM,06:57 AM,07:49 PM,1,2,5,2,26,13,73,0.0,1017,5,10,342,17
2020-04-03 03:00:00,8,3,0.0,7.7,3,1,71,02:20 PM,04:40 AM,06:57 AM,07:49 PM,2,1,4,1,21,27,81,0.0,1017,4,10,340,14
2020-04-03 06:00:00,8,3,0.0,7.7,3,1,71,02:20 PM,04:40 AM,06:57 AM,07:49 PM,1,-0,3,-0,23,19,82,0.0,1017,3,10,330,16
2020-04-03 09:00:00,8,3,0.0,7.7,3,1,71,02:20 PM,04:40 AM,06:57 AM,07:49 PM,1,1,5,1,21,47,77,0.0,1018,5,10,335,16
2020-04-03 12:00:00,8,3,0.0,7.7,3,2,71,02:20 PM,04:40 AM,06:57 AM,07:49 PM,2,5,7,5,17,100,71,0.0,1018,7,10,234,14
2020-04-03 15:00:00,8,3,0.0,7.7,3,2,71,02:20 PM,04:40 AM,06:57 AM,07:49 PM,4,6,8,6,14,100,73,0.0,1017,8,10,9,10
2020-04-03 18:00:00,8,3,0.0,7.7,3,2,71,02:20 PM,04:40 AM,06:57 AM,07:49 PM,4,6,8,6,14,100,77,0.0,1017,8,10,15,10
2020-04-03 21:00:00,8,3,0.0,7.7,3,1,71,02:20 PM,04:40 AM,06:57 AM,07:49 PM,4,6,7,6,13,92,80,0.0,1018,7,10,8,9
2020-04-04 00:00:00,11,5,0.0,6.5,2,1,79,03:35 PM,05:21 AM,06:55 AM,07:50 PM,4,5,6,5,12,83,83,0.1,1018,6,10,13,8
2020-04-04 03:00:00,11,5,0.0,6.5,2,1,79,03:35 PM,05:21 AM,06:55 AM,07:50 PM,4,4,5,4,9,95,89,0.0,1017,5,10,123,6
2020-04-04 06:00:00,11,5,0.0,6.5,2,1,79,03:35 PM,05:21 AM,06:55 AM,07:50 PM,3,4,5,4,6,95,90,0.0,1018,5,10,335,4
2020-04-04 09:00:00,11,5,0.0,6.5,2,2,79,03:35 PM,05:21 AM,06:55 AM,07:50 PM,4,6,6,6,5,98,84,0.0,1019,6,10,247,3
2020-04-04 12:00:00,11,5,0.0,6.5,2,2,79,03:35 PM,05:21 AM,06:55 AM,07:50 PM,4,9,9,9,3,91,73,0.0,1019,9,10,98,3
2020-04-04 15:00:00,11,5,0.0,6.5,2,3,79,03:35 PM,05:21 AM,06:55 AM,07:50 PM,5,10,11,10,6,83,69,0.0,1017,11,10,125,5
2020-04-04 18:00:00,11,5,0.0,6.5,2,3,79,03:35 PM,05:21 AM,06:55 AM,07:50 PM,6,10,10,10,9,74,73,0.0,1017,10,10,129,7
2020-04-04 21:00:00,11,5,0.0,6.5,2,1,79,03:35 PM,05:21 AM,06:55 AM,07:50 PM,6,8,9,8,12,71,80,0.0,1017,9,10,162,8
2020-04-05 00:00:00,15,8,0.0,10.3,3,1,87,04:53 PM,05:57 AM,06:53 AM,07:51 PM,5,7,8,7,11,71,82,0.0,1017,8,10,207,7
2020-04-05 03:00:00,15,8,0.0,10.3,3,1,87,04:53 PM,05:57 AM,06:53 AM,07:51 PM,5,7,8,7,13,98,84,0.0,1017,8,10,228,8
2020-04-05 06:00:00,15,8,0.0,10.3,3,1,87,04:53 PM,05:57 AM,06:53 AM,07:51 PM,6,6,8,6,15,95,87,0.1,1018,8,10,266,9
2020-04-05 09:00:00,15,8,0.0,10.3,3,2,87,04:53 PM,05:57 AM,06:53 AM,07:51 PM,5,6,8,6,17,78,81,0.0,1019,8,10,315,11
2020-04-05 12:00:00,15,8,0.0,10.3,3,3,87,04:53 PM,05:57 AM,06:53 AM,07:51 PM,3,8,9,8,15,47,66,0.0,1020,9,10,334,11
2020-04-05 15:00:00,15,8,0.0,10.3,3,4,87,04:53 PM,05:57 AM,06:53 AM,07:51 PM,3,12,12,12,10,10,54,0.0,1020,12,10,343,8
2020-04-05 18:00:00,15,8,0.0,10.3,3,4,87,04:53 PM,05:57 AM,06:53 AM,07:51 PM,4,14,14,14,7,0,50,0.0,1020,14,10,243,6
2020-04-05 21:00:00,15,8,0.0,10.3,3,1,87,04:53 PM,05:57 AM,06:53 AM,07:51 PM,2,11,12,11,9,1,55,0.0,1021,12,10,138,8
2020-04-06 00:00:00,13,5,0.0,11.6,3,1,94,06:11 PM,06:28 AM,06:51 AM,07:53 PM,-3,7,9,7,13,3,49,0.0,1022,8,10,349,9
2020-04-06 03:00:00,13,5,0.0,11.6,3,1,94,06:11 PM,06:28 AM,06:51 AM,07:53 PM,-2,5,6,5,8,5,56,0.0,1022,6,10,348,6
2020-04-06 06:00:00,13,5,0.0,11.6,3,1,94,06:11 PM,06:28 AM,06:51 AM,07:53 PM,-2,5,5,5,4,5,61,0.0,1022,5,10,341,3
2020-04-06 09:00:00,13,5,0.0,11.6,3,3,94,06:11 PM,06:28 AM,06:51 AM,07:53 PM,-2,6,6,6,5,7,58,0.0,1022,6,10,287,4
2020-04-06 12:00:00,13,5,0.0,11.6,3,3,94,06:11 PM,06:28 AM,06:51 AM,07:53 PM,-2,10,10,10,6,9,44,0.0,1021,10,10,217,5
2020-04-06 15:00:00,13,5,0.0,11.6,3,4,94,06:11 PM,06:28 AM,06:51 AM,07:53 PM,-2,13,13,13,7,17,35,0.0,1019,13,10,245,6
2020-04-06 18:00:00,13,5,0.0,11.6,3,3,94,06:11 PM,06:28 AM,06:51 AM,07:53 PM,-2,12,12,12,10,45,39,0.0,1017,12,10,247,7
2020-04-06 21:00:00,13,5,0.0,11.6,3,1,94,06:11 PM,06:28 AM,06:51 AM,07:53 PM,-0,9,10,9,15,60,48,0.0,1018,10,10,272,9
2020-04-07 00:00:00,11,6,0.0,9.1,3,1,100,07:31 PM,06:58 AM,06:50 AM,07:54 PM,1,9,10,9,12,31,53,0.0,1017,10,10,236,8
2020-04-07 03:00:00,11,6,0.0,9.1,3,1,100,07:31 PM,06:58 AM,06:50 AM,07:54 PM,1,8,8,8,5,11,59,0.0,1016,8,10,25,3
2020-04-07 06:00:00,11,6,0.0,9.1,3,1,100,07:31 PM,06:58 AM,06:50 AM,07:54 PM,-0,7,7,7,4,22,61,0.0,1015,7,10,51,3
2020-04-07 09:00:00,11,6,0.0,9.1,3,3,100,07:31 PM,06:58 AM,06:50 AM,07:54 PM,0,8,8,8,7,14,58,0.0,1014,8,10,109,5
2020-04-07 12:00:00,11,6,0.0,9.1,3,4,100,07:31 PM,06:58 AM,06:50 AM,07:54 PM,0,9,10,9,12,28,50,0.0,1012,10,10,97,10
2020-04-07 15:00:00,11,6,0.0,9.1,3,3,100,07:31 PM,06:58 AM,06:50 AM,07:54 PM,1,9,10,9,15,63,52,0.0,1009,10,10,98,11
2020-04-07 18:00:00,11,6,0.0,9.1,3,2,100,07:31 PM,06:58 AM,06:50 AM,07:54 PM,2,6,8,6,16,95,67,0.2,1006,8,7,92,11
2020-04-07 21:00:00,11,6,0.0,9.1,3,1,100,07:31 PM,06:58 AM,06:50 AM,07:54 PM,4,5,7,5,15,100,82,0.8,1005,7,4,69,12
2020-04-08 00:00:00,14,6,0.0,10.3,3,1,100,08:50 PM,07:28 AM,06:48 AM,07:55 PM,5,4,6,4,16,99,90,1.5,1003,6,9,78,13
2020-04-08 03:00:00,14,6,0.0,10.3,3,1,100,08:50 PM,07:28 AM,06:48 AM,07:55 PM,4,4,6,4,9,98,92,1.0,1002,6,9,57,7
2020-04-08 06:00:00,14,6,0.0,10.3,3,1,100,08:50 PM,07:28 AM,06:48 AM,07:55 PM,4,6,6,6,6,97,90,0.0,1002,6,10,116,4
2020-04-08 09:00:00,14,6,0.0,10.3,3,2,100,08:50 PM,07:28 AM,06:48 AM,07:55 PM,5,6,7,6,12,83,85,0.0,1003,7,10,289,8
2020-04-08 12:00:00,14,6,0.0,10.3,3,4,100,08:50 PM,07:28 AM,06:48 AM,07:55 PM,5,9,11,9,22,50,68,0.0,1003,11,10,296,16
2020-04-08 15:00:00,14,6,0.0,10.3,3,4,100,08:50 PM,07:28 AM,06:48 AM,07:55 PM,4,12,13,12,26,13,52,0.0,1003,13,10,300,18
2020-04-08 18:00:00,14,6,0.0,10.3,3,4,100,08:50 PM,07:28 AM,06:48 AM,07:55 PM,3,11,12,11,23,10,51,0.0,1003,12,10,304,15
2020-04-08 21:00:00,14,6,0.0,10.3,3,1,100,08:50 PM,07:28 AM,06:48 AM,07:55 PM,2,10,11,10,15,21,56,0.0,1002,11,10,244,9
2020-04-09 00:00:00,8,3,0.0,10.3,2,1,83,10:08 PM,07:59 AM,06:46 AM,07:56 PM,4,9,10,9,13,30,67,0.1,1000,10,8,181,8
2020-04-09 03:00:00,8,3,0.0,10.3,2,1,83,10:08 PM,07:59 AM,06:46 AM,07:56 PM,6,8,9,8,11,76,84,2.3,996,9,6,254,7
2020-04-09 06:00:00,8,3,0.0,10.3,2,1,83,10:08 PM,07:59 AM,06:46 AM,07:56 PM,4,3,6,3,25,89,85,6.8,994,6,7,267,16
2020-04-09 09:00:00,8,3,0.0,10.3,2,2,83,10:08 PM,07:59 AM,06:46 AM,07:56 PM,-1,-1,4,-1,41,49,70,5.5,995,4,7,316,29
2020-04-09 12:00:00,8,3,0.0,10.3,2,2,83,10:08 PM,07:59 AM,06:46 AM,07:56 PM,-3,2,6,2,41,39,53,0.0,996,6,10,296,32
2020-04-09 15:00:00,8,3,0.0,10.3,2,3,83,10:08 PM,07:59 AM,06:46 AM,07:56 PM,-4,3,8,3,42,65,42,0.1,996,8,10,294,33
2020-04-09 18:00:00,8,3,0.0,10.3,2,2,83,10:08 PM,07:59 AM,06:46 AM,07:56 PM,-4,3,7,3,35,44,47,0.0,995,7,10,297,27
2020-04-09 21:00:00,8,3,0.0,10.3,2,1,83,10:08 PM,07:59 AM,06:46 AM,07:56 PM,-3,-0,5,-0,33,72,58,0.1,996,5,7,295,27
2020-04-10 00:00:00,5,0,0.0,9.1,2,1,76,11:25 PM,08:32 AM,06:45 AM,07:57 PM,-3,-3,3,-3,37,63,68,0.0,998,3,5,287,30
2020-04-10 03:00:00,5,0,0.0,9.1,2,1,76,11:25 PM,08:32 AM,06:45 AM,07:57 PM,-3,-5,2,-5,39,74,72,0.0,998,2,7,290,30
2020-04-10 06:00:00,5,0,0.0,9.1,2,1,76,11:25 PM,08:32 AM,06:45 AM,07:57 PM,-5,-6,0,-6,41,100,68,0.0,999,0,2,300,30
2020-04-10 09:00:00,5,0,0.0,9.1,2,1,76,11:25 PM,08:32 AM,06:45 AM,07:57 PM,-5,-5,2,-5,40,100,62,0.0,1001,2,5,305,33
2020-04-10 12:00:00,5,0,0.0,9.1,2,1,76,11:25 PM,08:32 AM,06:45 AM,07:57 PM,-4,-1,4,-1,37,91,55,0.0,1004,4,10,308,32
2020-04-10 15:00:00,5,0,0.0,9.1,2,3,76,11:25 PM,08:32 AM,06:45 AM,07:57 PM,-4,0,5,0,37,50,52,0.0,1005,5,10,301,32
2020-04-10 18:00:00,5,0,0.0,9.1,2,2,76,11:25 PM,08:32 AM,06:45 AM,07:57 PM,-5,-1,4,-1,34,3,53,0.0,1007,4,10,299,29
2020-04-10 21:00:00,5,0,0.0,9.1,2,1,76,11:25 PM,08:32 AM,06:45 AM,07:57 PM,-6,-3,3,-3,31,3,54,0.0,1010,3,10,296,24
2020-04-11 00:00:00,9,1,0.0,9.1,3,1,68,No moonrise,09:11 AM,06:43 AM,07:58 PM,-7,-3,2,-3,30,6,53,0.0,1013,2,10,295,22
2020-04-11 03:00:00,9,1,0.0,9.1,3,1,68,No moonrise,09:11 AM,06:43 AM,07:58 PM,-7,-4,1,-4,28,18,56,0.0,1013,1,10,298,21
2020-04-11 06:00:00,9,1,0.0,9.1,3,1,68,No moonrise,09:11 AM,06:43 AM,07:58 PM,-6,-4,1,-4,26,30,59,0.0,1014,1,10,292,19
2020-04-11 09:00:00,9,1,0.0,9.1,3,1,68,No moonrise,09:11 AM,06:43 AM,07:58 PM,-6,-2,2,-2,23,28,56,0.0,1015,2,10,282,18
2020-04-11 12:00:00,9,1,0.0,9.1,3,2,68,No moonrise,09:11 AM,06:43 AM,07:58 PM,-4,2,6,2,22,90,48,0.0,1015,6,10,268,19
2020-04-11 15:00:00,9,1,0.0,9.1,3,3,68,No moonrise,09:11 AM,06:43 AM,07:58 PM,-2,5,8,5,26,82,48,0.0,1014,8,10,255,21
2020-04-11 18:00:00,9,1,0.0,9.1,3,2,68,No moonrise,09:11 AM,06:43 AM,07:58 PM,-1,5,8,5,28,55,54,0.0,1014,8,10,239,20
2020-04-11 21:00:00,9,1,0.0,9.1,3,1,68,No moonrise,09:11 AM,06:43 AM,07:58 PM,-1,4,7,4,26,49,59,0.0,1014,7,10,222,16
2020-04-12 00:00:00,10,5,0.0,6.6,3,1,61,12:37 AM,09:56 AM,06:41 AM,07:59 PM,-3,3,6,3,21,14,54,0.0,1015,6,10,210,12
2020-04-12 03:00:00,10,5,0.0,6.6,3,1,61,12:37 AM,09:56 AM,06:41 AM,07:59 PM,-2,3,5,3,23,50,61,0.0,1014,5,10,196,13
2020-04-12 06:00:00,10,5,0.0,6.6,3,1,61,12:37 AM,09:56 AM,06:41 AM,07:59 PM,2,3,6,3,28,100,74,0.0,1014,6,10,206,16
2020-04-12 09:00:00,10,5,0.0,6.6,3,2,61,12:37 AM,09:56 AM,06:41 AM,07:59 PM,3,4,7,4,26,100,78,0.1,1014,7,7,201,15
2020-04-12 12:00:00,10,5,0.0,6.6,3,2,61,12:37 AM,09:56 AM,06:41 AM,07:59 PM,3,6,7,6,14,97,75,0.2,1014,7,2,150,9
