date_time,Largs_maxtempC,Largs_mintempC,Largs_totalSnow_cm,Largs_sunHour,Largs_uvIndex,Largs_uvIndex,Largs_moon_illumination,Largs_moonrise,Largs_moonset,Largs_sunrise,Largs_sunset,Largs_DewPointC,Largs_FeelsLikeC,Largs_HeatIndexC,Largs_WindChillC,Largs_WindGustKmph,Largs_cloudcover,Largs_humidity,Largs_precipMM,Largs_pressure,Largs_tempC,Largs_visibility,Largs_winddirDegree,Largs_windspeedKmph
2019-12-24 12:00:00,6,1,0.0,3.8,3,2,7,07:39 AM,03:43 PM,09:49 AM,04:49 PM,3,5,6,5,7,85,80,0.0,1002,6,10,313,5
2019-12-24 15:00:00,6,1,0.0,3.8,3,3,7,07:39 AM,03:43 PM,09:49 AM,04:49 PM,3,3,6,3,19,38,83,0.0,1005,6,10,285,13
2019-12-24 18:00:00,6,1,0.0,3.8,3,1,7,07:39 AM,03:43 PM,09:49 AM,04:49 PM,4,3,6,3,24,81,85,0.0,1008,3,10,296,15
2019-12-24 21:00:00,6,1,0.0,3.8,3,1,7,07:39 AM,03:43 PM,09:49 AM,04:49 PM,4,1,4,1,27,75,83,0.0,1011,1,10,288,17
2019-12-25 00:00:00,7,5,0.0,3.8,2,1,0,08:57 AM,04:19 PM,09:49 AM,04:50 PM,4,3,6,3,33,55,81,0.1,1014,6,10,292,20
2019-12-25 03:00:00,7,5,0.0,3.8,2,1,0,08:57 AM,04:19 PM,09:49 AM,04:50 PM,5,3,7,3,37,40,88,0.0,1016,7,10,283,22
2019-12-25 06:00:00,7,5,0.0,3.8,2,2,0,08:57 AM,04:19 PM,09:49 AM,04:50 PM,5,3,7,3,32,66,90,0.0,1018,7,10,296,19
2019-12-25 09:00:00,7,5,0.0,3.8,2,2,0,08:57 AM,04:19 PM,09:49 AM,04:50 PM,5,3,7,3,31,57,88,0.1,1020,7,10,302,19
2019-12-25 12:00:00,7,5,0.0,3.8,2,2,0,08:57 AM,04:19 PM,09:49 AM,04:50 PM,5,5,7,5,19,79,85,0.1,1022,7,10,286,13
2019-12-25 15:00:00,7,5,0.0,3.8,2,3,0,08:57 AM,04:19 PM,09:49 AM,04:50 PM,4,5,7,5,14,8,84,0.0,1022,7,10,265,9
2019-12-25 18:00:00,7,5,0.0,3.8,2,2,0,08:57 AM,04:19 PM,09:49 AM,04:50 PM,3,6,6,6,4,100,83,0.0,1022,6,10,53,2
2019-12-25 21:00:00,7,5,0.0,3.8,2,1,0,08:57 AM,04:19 PM,09:49 AM,04:50 PM,3,2,5,2,23,100,89,0.0,1020,5,10,111,14
2019-12-26 00:00:00,5,1,0.0,1.8,1,1,0,10:05 AM,05:06 PM,09:50 AM,04:50 PM,3,1,4,1,30,100,89,0.0,1019,4,10,92,19
2019-12-26 03:00:00,5,1,0.0,1.8,1,1,0,10:05 AM,05:06 PM,09:50 AM,04:50 PM,3,-0,5,-0,42,100,89,0.0,1017,5,10,97,29
2019-12-26 06:00:00,5,1,0.0,1.8,1,1,0,10:05 AM,05:06 PM,09:50 AM,04:50 PM,3,-1,4,-1,43,89,89,0.0,1014,4,10,91,31
2019-12-26 09:00:00,5,1,0.0,1.8,1,1,0,10:05 AM,05:06 PM,09:50 AM,04:50 PM,3,-1,5,-1,44,100,87,0.1,1013,5,10,97,32
2019-12-26 12:00:00,5,1,0.0,1.8,1,1,0,10:05 AM,05:06 PM,09:50 AM,04:50 PM,3,0,5,0,39,100,85,0.0,1012,5,10,89,29
2019-12-26 15:00:00,5,1,0.0,1.8,1,1,0,10:05 AM,05:06 PM,09:50 AM,04:50 PM,3,0,5,0,34,97,86,2.1,1011,5,9,82,25
2019-12-26 18:00:00,5,1,0.0,1.8,1,1,0,10:05 AM,05:06 PM,09:50 AM,04:50 PM,3,1,5,1,35,87,87,0.0,1013,5,10,80,24
2019-12-26 21:00:00,5,1,0.0,1.8,1,1,0,10:05 AM,05:06 PM,09:50 AM,04:50 PM,3,1,3,1,26,83,88,0.0,1015,1,10,80,17
2019-12-27 00:00:00,9,3,0.0,1.8,3,1,0,10:59 AM,06:04 PM,09:50 AM,04:51 PM,4,2,6,2,30,61,90,0.0,1018,6,10,94,18
2019-12-27 03:00:00,9,3,0.0,1.8,3,1,0,10:59 AM,06:04 PM,09:50 AM,04:51 PM,4,2,6,2,30,86,91,0.0,1019,6,10,102,20
2019-12-27 06:00:00,9,3,0.0,1.8,3,2,0,10:59 AM,06:04 PM,09:50 AM,04:51 PM,5,2,6,2,31,100,92,0.8,1020,6,9,106,21
2019-12-27 09:00:00,9,3,0.0,1.8,3,2,0,10:59 AM,06:04 PM,09:50 AM,04:51 PM,6,3,6,3,29,100,95,3.3,1021,6,7,121,19
2019-12-27 12:00:00,9,3,0.0,1.8,3,2,0,10:59 AM,06:04 PM,09:50 AM,04:51 PM,7,5,7,5,26,100,94,4.4,1022,7,7,136,16
2019-12-27 15:00:00,9,3,0.0,1.8,3,2,0,10:59 AM,06:04 PM,09:50 AM,04:51 PM,8,6,9,6,27,100,93,0.1,1023,9,10,154,16
2019-12-27 18:00:00,9,3,0.0,1.8,3,1,0,10:59 AM,06:04 PM,09:50 AM,04:51 PM,8,5,9,5,31,100,94,0.1,1024,5,10,173,18
2019-12-27 21:00:00,9,3,0.0,1.8,3,1,0,10:59 AM,06:04 PM,09:50 AM,04:51 PM,9,3,5,3,35,56,94,1.1,1025,3,9,171,21
2019-12-28 00:00:00,10,9,0.0,1.8,2,1,8,11:40 AM,07:12 PM,09:50 AM,04:52 PM,9,7,10,7,41,100,94,1.4,1026,10,9,174,25
2019-12-28 03:00:00,10,9,0.0,1.8,2,1,8,11:40 AM,07:12 PM,09:50 AM,04:52 PM,9,7,10,7,43,100,93,0.0,1025,10,10,184,27
2019-12-28 06:00:00,10,9,0.0,1.8,2,2,8,11:40 AM,07:12 PM,09:50 AM,04:52 PM,8,7,10,7,46,100,90,0.1,1025,10,10,186,30
2019-12-28 09:00:00,10,9,0.0,1.8,2,2,8,11:40 AM,07:12 PM,09:50 AM,04:52 PM,8,6,9,6,45,54,91,0.7,1024,9,5,177,28
2019-12-28 12:00:00,10,9,0.0,1.8,2,2,8,11:40 AM,07:12 PM,09:50 AM,04:52 PM,8,6,10,6,49,100,89,1.3,1025,10,9,179,32
2019-12-28 15:00:00,10,9,0.0,1.8,2,2,8,11:40 AM,07:12 PM,09:50 AM,04:52 PM,8,6,10,6,46,100,88,3.7,1024,10,7,178,30
2019-12-28 18:00:00,10,9,0.0,1.8,2,2,8,11:40 AM,07:12 PM,09:50 AM,04:52 PM,8,6,10,6,50,100,89,6.4,1024,10,7,190,32
2019-12-28 21:00:00,10,9,0.0,1.8,2,1,8,11:40 AM,07:12 PM,09:50 AM,04:52 PM,8,6,9,6,42,100,89,0.5,1024,9,2,182,26
2019-12-29 00:00:00,10,6,0.0,5.8,2,1,15,12:09 PM,08:23 PM,09:50 AM,04:53 PM,8,6,10,6,51,100,90,2.1,1023,10,9,171,32
2019-12-29 03:00:00,10,6,0.0,5.8,2,1,15,12:09 PM,08:23 PM,09:50 AM,04:53 PM,9,6,10,6,54,73,91,0.5,1021,10,5,188,34
2019-12-29 06:00:00,10,6,0.0,5.8,2,3,15,12:09 PM,08:23 PM,09:50 AM,04:53 PM,8,7,10,7,55,62,87,0.5,1021,10,5,200,33
2019-12-29 09:00:00,10,6,0.0,5.8,2,3,15,12:09 PM,08:23 PM,09:50 AM,04:53 PM,8,6,10,6,45,52,87,0.0,1020,10,10,190,27
2019-12-29 12:00:00,10,6,0.0,5.8,2,4,15,12:09 PM,08:23 PM,09:50 AM,04:53 PM,7,7,10,7,42,47,84,0.0,1020,10,10,193,26
2019-12-29 15:00:00,10,6,0.0,5.8,2,3,15,12:09 PM,08:23 PM,09:50 AM,04:53 PM,7,7,10,7,40,45,84,0.0,1020,10,10,195,23
2019-12-29 18:00:00,10,6,0.0,5.8,2,2,15,12:09 PM,08:23 PM,09:50 AM,04:53 PM,7,7,10,7,40,91,85,0.0,1020,10,10,198,23
2019-12-29 21:00:00,10,6,0.0,5.8,2,1,15,12:09 PM,08:23 PM,09:50 AM,04:53 PM,8,6,8,6,35,100,88,0.0,1020,6,10,206,21
2019-12-30 00:00:00,9,6,0.0,1.8,2,1,22,12:32 PM,09:36 PM,09:50 AM,04:54 PM,8,7,10,7,28,81,91,0.1,1021,10,10,207,16
2019-12-30 03:00:00,9,6,0.0,1.8,2,1,22,12:32 PM,09:36 PM,09:50 AM,04:54 PM,7,7,9,7,29,89,88,0.0,1019,9,10,200,18
2019-12-30 06:00:00,9,6,0.0,1.8,2,2,22,12:32 PM,09:36 PM,09:50 AM,04:54 PM,7,7,9,7,24,64,90,0.0,1019,9,10,206,14
2019-12-30 09:00:00,9,6,0.0,1.8,2,2,22,12:32 PM,09:36 PM,09:50 AM,04:54 PM,7,7,9,7,27,100,89,0.0,1019,9,10,221,16
2019-12-30 12:00:00,9,6,0.0,1.8,2,2,22,12:32 PM,09:36 PM,09:50 AM,04:54 PM,8,6,9,6,27,100,92,0.3,1021,9,2,293,18
2019-12-30 15:00:00,9,6,0.0,1.8,2,2,22,12:32 PM,09:36 PM,09:50 AM,04:54 PM,5,4,8,4,39,64,81,0.4,1023,8,5,308,27
2019-12-30 18:00:00,9,6,0.0,1.8,2,2,22,12:32 PM,09:36 PM,09:50 AM,04:54 PM,2,3,6,3,33,72,76,0.4,1027,6,10,309,21
2019-12-30 21:00:00,9,6,0.0,1.8,2,1,22,12:32 PM,09:36 PM,09:50 AM,04:54 PM,2,3,6,3,25,0,76,0.0,1029,6,10,319,15
2019-12-31 00:00:00,5,0,0.0,5.8,2,1,26,12:49 PM,10:48 PM,09:50 AM,04:55 PM,2,3,5,3,21,0,76,0.0,1031,5,10,342,12
2019-12-31 03:00:00,5,0,0.0,5.8,2,1,26,12:49 PM,10:48 PM,09:50 AM,04:55 PM,2,3,5,3,16,12,77,0.0,1032,5,10,359,9
2019-12-31 06:00:00,5,0,0.0,5.8,2,2,26,12:49 PM,10:48 PM,09:50 AM,04:55 PM,1,3,4,3,12,0,79,0.0,1032,4,10,98,7
2019-12-31 09:00:00,5,0,0.0,5.8,2,2,26,12:49 PM,10:48 PM,09:50 AM,04:55 PM,1,1,4,1,17,0,79,0.0,1033,4,10,66,10
2019-12-31 12:00:00,5,0,0.0,5.8,2,3,26,12:49 PM,10:48 PM,09:50 AM,04:55 PM,1,3,5,3,15,0,75,0.0,1033,5,10,90,10
2019-12-31 15:00:00,5,0,0.0,5.8,2,2,26,12:49 PM,10:48 PM,09:50 AM,04:55 PM,0,3,5,3,11,1,73,0.0,1032,5,10,116,7
2019-12-31 18:00:00,5,0,0.0,5.8,2,2,26,12:49 PM,10:48 PM,09:50 AM,04:55 PM,1,3,4,3,12,0,77,0.0,1030,4,10,128,7
2019-12-31 21:00:00,5,0,0.0,5.8,2,1,26,12:49 PM,10:48 PM,09:50 AM,04:55 PM,2,0,4,0,17,73,82,0.0,1029,0,10,151,10
2020-01-01 00:00:00,7,5,0.0,1.8,2,1,37,01:03 PM,11:59 PM,09:50 AM,04:56 PM,4,3,6,3,30,94,88,0.0,1029,6,10,174,20
2020-01-01 03:00:00,7,5,0.0,1.8,2,1,37,01:03 PM,11:59 PM,09:50 AM,04:56 PM,6,4,7,4,19,74,93,0.1,1026,7,10,167,12
2020-01-01 06:00:00,7,5,0.0,1.8,2,2,37,01:03 PM,11:59 PM,09:50 AM,04:56 PM,5,5,7,5,21,79,88,0.1,1025,7,10,196,13
2020-01-01 09:00:00,7,5,0.0,1.8,2,3,37,01:03 PM,11:59 PM,09:50 AM,04:56 PM,5,4,7,4,22,52,87,0.0,1024,7,10,204,14
2020-01-01 12:00:00,7,5,0.0,1.8,2,2,37,01:03 PM,11:59 PM,09:50 AM,04:56 PM,5,4,7,4,25,76,85,0.0,1023,7,10,198,18
2020-01-01 15:00:00,7,5,0.0,1.8,2,3,37,01:03 PM,11:59 PM,09:50 AM,04:56 PM,5,4,7,4,26,61,85,0.0,1021,7,10,199,18
2020-01-01 18:00:00,7,5,0.0,1.8,2,3,37,01:03 PM,11:59 PM,09:50 AM,04:56 PM,5,3,7,3,37,62,87,0.0,1019,7,10,179,25
2020-01-01 21:00:00,7,5,0.0,1.8,2,1,37,01:03 PM,11:59 PM,09:50 AM,04:56 PM,5,5,8,5,39,28,87,0.0,1017,5,10,182,26
2020-01-02 00:00:00,10,8,0.0,1.8,3,1,44,01:16 PM,No moonset,09:49 AM,04:58 PM,6,4,8,4,44,13,88,0.0,1014,8,10,174,27
2020-01-02 03:00:00,10,8,0.0,1.8,3,1,44,01:16 PM,No moonset,09:49 AM,04:58 PM,6,4,8,4,51,2,86,0.0,1010,8,10,186,32
2020-01-02 06:00:00,10,8,0.0,1.8,3,2,44,01:16 PM,No moonset,09:49 AM,04:58 PM,6,4,8,4,44,69,88,0.0,1008,8,10,200,28
2020-01-02 09:00:00,10,8,0.0,1.8,3,2,44,01:16 PM,No moonset,09:49 AM,04:58 PM,6,5,8,5,40,100,88,0.0,1005,8,10,191,27
2020-01-02 12:00:00,10,8,0.0,1.8,3,2,44,01:16 PM,No moonset,09:49 AM,04:58 PM,7,5,9,5,50,100,89,0.8,1002,9,9,194,33
2020-01-02 15:00:00,10,8,0.0,1.8,3,2,44,01:16 PM,No moonset,09:49 AM,04:58 PM,8,7,10,7,40,80,88,1.5,999,10,9,203,25
2020-01-02 18:00:00,10,8,0.0,1.8,3,2,44,01:16 PM,No moonset,09:49 AM,04:58 PM,7,6,10,6,49,100,85,1.8,998,10,9,207,30
2020-01-02 21:00:00,10,8,0.0,1.8,3,1,44,01:16 PM,No moonset,09:49 AM,04:58 PM,8,6,9,6,31,100,92,2.1,1001,9,9,248,20
2020-01-03 00:00:00,7,0,0.0,1.8,2,1,51,01:29 PM,01:10 AM,09:49 AM,04:59 PM,1,-0,5,-0,50,89,74,0.2,1007,5,10,324,36
2020-01-03 03:00:00,7,0,0.0,1.8,2,1,51,01:29 PM,01:10 AM,09:49 AM,04:59 PM,1,2,7,2,42,98,68,0.0,1011,7,10,312,29
2020-01-03 06:00:00,7,0,0.0,1.8,2,2,51,01:29 PM,01:10 AM,09:49 AM,04:59 PM,2,2,6,2,41,98,72,0.0,1015,6,10,296,27
2020-01-03 09:00:00,7,0,0.0,1.8,2,2,51,01:29 PM,01:10 AM,09:49 AM,04:59 PM,2,2,7,2,43,70,71,0.2,1018,7,10,291,28
2020-01-03 12:00:00,7,0,0.0,1.8,2,2,51,01:29 PM,01:10 AM,09:49 AM,04:59 PM,2,3,7,3,46,78,69,0.3,1021,7,9,286,32
2020-01-03 15:00:00,7,0,0.0,1.8,2,2,51,01:29 PM,01:10 AM,09:49 AM,04:59 PM,2,3,7,3,48,82,70,0.1,1021,7,10,280,33
2020-01-03 18:00:00,7,0,0.0,1.8,2,1,51,01:29 PM,01:10 AM,09:49 AM,04:59 PM,3,3,6,3,52,75,76,0.2,1023,3,9,273,33
2020-01-03 21:00:00,7,0,0.0,1.8,2,1,51,01:29 PM,01:10 AM,09:49 AM,04:59 PM,4,0,3,0,50,57,75,0.2,1024,0,10,273,32
2020-01-04 00:00:00,9,4,0.0,1.9,2,1,59,01:41 PM,02:20 AM,09:49 AM,05:00 PM,4,3,8,3,49,98,77,0.3,1025,8,10,268,31
2020-01-04 03:00:00,9,4,0.0,1.9,2,1,59,01:41 PM,02:20 AM,09:49 AM,05:00 PM,5,4,8,4,45,100,83,0.2,1024,8,10,268,29
2020-01-04 06:00:00,9,4,0.0,1.9,2,2,59,01:41 PM,02:20 AM,09:49 AM,05:00 PM,6,5,8,5,41,97,84,0.5,1025,8,10,266,26
2020-01-04 09:00:00,9,4,0.0,1.9,2,2,59,01:41 PM,02:20 AM,09:49 AM,05:00 PM,7,5,8,5,34,100,88,0.5,1026,8,10,264,22
2020-01-04 12:00:00,9,4,0.0,1.9,2,2,59,01:41 PM,02:20 AM,09:49 AM,05:00 PM,7,6,9,6,30,100,89,0.9,1027,9,10,254,19
2020-01-04 15:00:00,9,4,0.0,1.9,2,2,59,01:41 PM,02:20 AM,09:49 AM,05:00 PM,7,6,9,6,28,100,87,0.2,1027,9,2,242,18
2020-01-04 18:00:00,9,4,0.0,1.9,2,2,59,01:41 PM,02:20 AM,09:49 AM,05:00 PM,6,6,8,6,27,91,87,0.2,1027,8,2,213,17
2020-01-04 21:00:00,9,4,0.0,1.9,2,1,59,01:41 PM,02:20 AM,09:49 AM,05:00 PM,7,4,8,4,30,84,88,0.1,1025,4,10,212,19
2020-01-05 00:00:00,9,2,0.0,1.9,2,1,66,01:56 PM,03:33 AM,09:48 AM,05:02 PM,6,5,9,5,33,76,83,0.3,1025,9,9,226,21
2020-01-05 03:00:00,9,2,0.0,1.9,2,1,66,01:56 PM,03:33 AM,09:48 AM,05:02 PM,6,6,8,6,25,69,85,0.1,1024,8,10,216,16
2020-01-05 06:00:00,9,2,0.0,1.9,2,2,66,01:56 PM,03:33 AM,09:48 AM,05:02 PM,6,5,8,5,30,77,85,0.2,1023,8,10,207,19
2020-01-05 09:00:00,9,2,0.0,1.9,2,2,66,01:56 PM,03:33 AM,09:48 AM,05:02 PM,6,5,8,5,29,89,89,0.1,1022,8,10,202,19
2020-01-05 12:00:00,9,2,0.0,1.9,2,2,66,01:56 PM,03:33 AM,09:48 AM,05:02 PM,7,6,9,6,31,100,89,0.2,1022,9,2,206,20
2020-01-05 15:00:00,9,2,0.0,1.9,2,2,66,01:56 PM,03:33 AM,09:48 AM,05:02 PM,8,7,9,7,31,94,88,0.0,1020,9,10,199,19
2020-01-05 18:00:00,9,2,0.0,1.9,2,2,66,01:56 PM,03:33 AM,09:48 AM,05:02 PM,8,6,9,6,38,100,90,0.0,1020,6,10,199,23
2020-01-05 21:00:00,9,2,0.0,1.9,2,1,66,01:56 PM,03:33 AM,09:48 AM,05:02 PM,8,2,6,2,42,53,89,0.0,1017,2,10,198,27
2020-01-06 00:00:00,9,7,0.0,1.9,2,1,73,02:13 PM,04:47 AM,09:48 AM,05:03 PM,7,5,9,5,39,100,86,0.0,1016,9,10,189,26
2020-01-06 03:00:00,9,7,0.0,1.9,2,1,73,02:13 PM,04:47 AM,09:48 AM,05:03 PM,6,4,8,4,43,98,86,0.0,1012,8,10,181,30
2020-01-06 06:00:00,9,7,0.0,1.9,2,2,73,02:13 PM,04:47 AM,09:48 AM,05:03 PM,5,4,8,4,52,95,81,0.1,1008,8,10,183,36
2020-01-06 09:00:00,9,7,0.0,1.9,2,2,73,02:13 PM,04:47 AM,09:48 AM,05:03 PM,6,4,9,4,60,100,83,0.1,1002,9,10,180,40
2020-01-06 12:00:00,9,7,0.0,1.9,2,2,73,02:13 PM,04:47 AM,09:48 AM,05:03 PM,7,5,9,5,51,100,88,2.5,1002,9,9,231,34
2020-01-06 15:00:00,9,7,0.0,1.9,2,2,73,02:13 PM,04:47 AM,09:48 AM,05:03 PM,5,4,8,4,48,79,79,0.6,1005,8,9,260,31
2020-01-06 18:00:00,9,7,0.0,1.9,2,3,73,02:13 PM,04:47 AM,09:48 AM,05:03 PM,3,3,7,3,42,11,75,0.0,1009,7,10,266,26
2020-01-06 21:00:00,9,7,0.0,1.9,2,1,73,02:13 PM,04:47 AM,09:48 AM,05:03 PM,4,4,7,4,33,11,79,0.0,1012,7,10,251,20
2020-01-07 00:00:00,12,7,0.0,1.9,3,1,80,02:35 PM,06:03 AM,09:47 AM,05:04 PM,3,3,7,3,37,70,80,0.1,1014,7,10,225,23
2020-01-07 03:00:00,12,7,0.0,1.9,3,1,80,02:35 PM,06:03 AM,09:47 AM,05:04 PM,4,3,7,3,37,53,79,0.0,1011,7,10,202,24
2020-01-07 06:00:00,12,7,0.0,1.9,3,2,80,02:35 PM,06:03 AM,09:47 AM,05:04 PM,5,2,7,2,50,100,88,0.7,1008,7,2,183,35
2020-01-07 09:00:00,12,7,0.0,1.9,3,2,80,02:35 PM,06:03 AM,09:47 AM,05:04 PM,7,4,8,4,62,100,90,4.1,1003,8,7,184,41
2020-01-07 12:00:00,12,7,0.0,1.9,3,3,80,02:35 PM,06:03 AM,09:47 AM,05:04 PM,9,7,11,7,66,100,90,7.2,1001,11,7,193,39
2020-01-07 15:00:00,12,7,0.0,1.9,3,3,80,02:35 PM,06:03 AM,09:47 AM,05:04 PM,10,9,12,9,76,100,87,0.7,997,12,2,202,42
2020-01-07 18:00:00,12,7,0.0,1.9,3,3,80,02:35 PM,06:03 AM,09:47 AM,05:04 PM,9,9,12,9,70,99,85,2.9,998,12,7,233,40
2020-01-07 21:00:00,12,7,0.0,1.9,3,1,80,02:35 PM,06:03 AM,09:47 AM,05:04 PM,6,5,9,5,59,100,78,0.4,1000,9,2,233,37
2020-01-08 00:00:00,6,5,0.0,1.9,2,1,88,03:05 PM,07:20 AM,09:47 AM,05:06 PM,3,4,8,4,48,89,74,0.3,1007,8,10,273,33
2020-01-08 03:00:00,6,5,0.0,1.9,2,1,88,03:05 PM,07:20 AM,09:47 AM,05:06 PM,1,2,7,2,54,68,69,0.1,1010,7,10,275,38
2020-01-08 06:00:00,6,5,0.0,1.9,2,2,88,03:05 PM,07:20 AM,09:47 AM,05:06 PM,1,1,6,1,47,99,69,0.1,1012,6,10,266,32
2020-01-08 09:00:00,6,5,0.0,1.9,2,2,88,03:05 PM,07:20 AM,09:47 AM,05:06 PM,1,1,6,1,47,80,69,0.3,1014,6,10,262,31
2020-01-08 12:00:00,6,5,0.0,1.9,2,2,88,03:05 PM,07:20 AM,09:47 AM,05:06 PM,1,2,6,2,45,88,68,0.6,1016,6,10,257,31
2020-01-08 15:00:00,6,5,0.0,1.9,2,2,88,03:05 PM,07:20 AM,09:47 AM,05:06 PM,1,2,6,2,39,68,70,0.5,1016,6,10,256,27
2020-01-08 18:00:00,6,5,0.0,1.9,2,3,88,03:05 PM,07:20 AM,09:47 AM,05:06 PM,2,1,5,1,32,41,78,0.0,1016,5,10,247,21
2020-01-08 21:00:00,6,5,0.0,1.9,2,1,88,03:05 PM,07:20 AM,09:47 AM,05:06 PM,1,1,5,1,28,13,76,0.0,1016,5,10,236,18
2020-01-09 00:00:00,4,4,0.0,3.9,2,1,95,03:47 PM,08:33 AM,09:46 AM,05:08 PM,1,3,4,3,12,57,78,0.0,1014,4,10,180,8
2020-01-09 03:00:00,4,4,0.0,3.9,2,1,95,03:47 PM,08:33 AM,09:46 AM,05:08 PM,2,2,4,2,17,83,85,0.3,1007,4,10,85,12
2020-01-09 06:00:00,4,4,0.0,3.9,2,1,95,03:47 PM,08:33 AM,09:46 AM,05:08 PM,2,0,4,0,21,73,87,0.0,1004,4,10,32,15
2020-01-09 09:00:00,4,4,0.0,3.9,2,1,95,03:47 PM,08:33 AM,09:46 AM,05:08 PM,1,1,4,1,18,73,82,0.1,1002,4,10,30,12
2020-01-09 12:00:00,4,4,0.0,3.9,2,1,95,03:47 PM,08:33 AM,09:46 AM,05:08 PM,1,3,4,3,7,81,80,0.1,1005,4,10,147,5
2020-01-09 15:00:00,4,4,0.0,3.9,2,2,95,03:47 PM,08:33 AM,09:46 AM,05:08 PM,1,3,4,3,8,7,81,0.0,1005,4,10,324,6
2020-01-09 18:00:00,4,4,0.0,3.9,2,1,95,03:47 PM,08:33 AM,09:46 AM,05:08 PM,1,2,4,2,13,79,81,0.0,1008,4,10,302,8
2020-01-09 21:00:00,4,4,0.0,3.9,2,1,95,03:47 PM,08:33 AM,09:46 AM,05:08 PM,1,2,4,2,11,46,81,0.0,1011,4,10,311,7
2020-01-10 00:00:00,6,-0,0.0,1.9,2,1,100,04:44 PM,09:37 AM,09:45 AM,05:09 PM,1,3,4,3,10,11,81,0.0,1014,4,10,301,6
2020-01-10 03:00:00,6,-0,0.0,1.9,2,1,100,04:44 PM,09:37 AM,09:45 AM,05:09 PM,1,3,4,3,9,46,82,0.0,1015,4,10,245,5
2020-01-10 06:00:00,6,-0,0.0,1.9,2,1,100,04:44 PM,09:37 AM,09:45 AM,05:09 PM,2,3,5,3,14,93,84,0.0,1018,5,10,241,9
2020-01-10 09:00:00,6,-0,0.0,1.9,2,1,100,04:44 PM,09:37 AM,09:45 AM,05:09 PM,1,2,5,2,17,100,75,0.1,1018,5,10,242,10
2020-01-10 12:00:00,6,-0,0.0,1.9,2,2,100,04:44 PM,09:37 AM,09:45 AM,05:09 PM,1,2,6,2,27,100,72,0.1,1018,6,10,200,19
2020-01-10 15:00:00,6,-0,0.0,1.9,2,2,100,04:44 PM,09:37 AM,09:45 AM,05:09 PM,1,1,6,1,45,88,73,0.0,1016,6,10,195,31
2020-01-10 18:00:00,6,-0,0.0,1.9,2,1,100,04:44 PM,09:37 AM,09:45 AM,05:09 PM,3,4,6,4,54,100,82,0.2,1013,4,2,192,37
2020-01-10 21:00:00,6,-0,0.0,1.9,2,1,100,04:44 PM,09:37 AM,09:45 AM,05:09 PM,6,-0,4,-0,61,100,88,6.1,1009,-0,7,191,41
2020-01-11 00:00:00,11,7,0.0,1.9,2,1,100,05:58 PM,10:28 AM,09:44 AM,05:11 PM,7,4,9,4,61,100,87,7.1,1007,9,7,190,40
2020-01-11 03:00:00,11,7,0.0,1.9,2,1,100,05:58 PM,10:28 AM,09:44 AM,05:11 PM,8,6,10,6,69,100,88,1.6,1003,10,9,197,42
2020-01-11 06:00:00,11,7,0.0,1.9,2,3,100,05:58 PM,10:28 AM,09:44 AM,05:11 PM,9,7,11,7,66,100,86,2.2,1002,11,9,200,38
2020-01-11 09:00:00,11,7,0.0,1.9,2,3,100,05:58 PM,10:28 AM,09:44 AM,05:11 PM,9,7,11,7,63,100,90,2.3,1001,11,9,203,38
2020-01-11 12:00:00,11,7,0.0,1.9,2,2,100,05:58 PM,10:28 AM,09:44 AM,05:11 PM,8,5,9,5,43,100,92,11.3,1002,9,5,253,28
2020-01-11 15:00:00,11,7,0.0,1.9,2,2,100,05:58 PM,10:28 AM,09:44 AM,05:11 PM,7,4,8,4,49,100,89,1.9,1002,8,9,254,34
2020-01-11 18:00:00,11,7,0.0,1.9,2,2,100,05:58 PM,10:28 AM,09:44 AM,05:11 PM,4,3,8,3,42,73,79,2.5,1006,8,8,263,28
2020-01-11 21:00:00,11,7,0.0,1.9,2,1,100,05:58 PM,10:28 AM,09:44 AM,05:11 PM,3,3,7,3,34,72,76,0.2,1008,7,9,270,22
2020-01-12 00:00:00,6,5,0.0,1.9,3,1,83,07:21 PM,11:06 AM,09:43 AM,05:13 PM,2,3,6,3,18,39,73,0.0,1010,6,10,257,12
2020-01-12 03:00:00,6,5,0.0,1.9,3,1,83,07:21 PM,11:06 AM,09:43 AM,05:13 PM,3,3,6,3,22,77,84,0.2,1007,6,10,207,14
2020-01-12 06:00:00,6,5,0.0,1.9,3,2,83,07:21 PM,11:06 AM,09:43 AM,05:13 PM,4,2,6,2,30,69,83,0.0,1006,6,10,223,21
2020-01-12 09:00:00,6,5,0.0,1.9,3,2,83,07:21 PM,11:06 AM,09:43 AM,05:13 PM,3,1,6,1,45,66,84,1.0,1007,6,9,278,33
2020-01-12 12:00:00,6,5,0.0,1.9,3,2,83,07:21 PM,11:06 AM,09:43 AM,05:13 PM,1,2,6,2,38,87,70,0.7,1009,6,9,271,27
2020-01-12 15:00:00,6,5,0.0,1.9,3,2,83,07:21 PM,11:06 AM,09:43 AM,05:13 PM,1,0,5,0,45,81,72,0.4,1010,5,10,256,32
2020-01-12 18:00:00,6,5,0.0,1.9,3,2,83,07:21 PM,11:06 AM,09:43 AM,05:13 PM,0,0,5,0,45,68,71,0.6,1010,5,10,238,30
2020-01-12 21:00:00,6,5,0.0,1.9,3,1,83,07:21 PM,11:06 AM,09:43 AM,05:13 PM,1,0,5,0,38,100,74,0.1,1009,5,10,223,26
