date_time,Finley_maxtempC,Finley_mintempC,Finley_totalSnow_cm,Finley_sunHour,Finley_uvIndex,Finley_uvIndex,Finley_moon_illumination,Finley_moonrise,Finley_moonset,Finley_sunrise,Finley_sunset,Finley_DewPointC,Finley_FeelsLikeC,Finley_HeatIndexC,Finley_WindChillC,Finley_WindGustKmph,Finley_cloudcover,Finley_humidity,Finley_precipMM,Finley_pressure,Finley_tempC,Finley_visibility,Finley_winddirDegree,Finley_windspeedKmph
2020-02-08 00:00:00,30,19,0.0,11.0,5,1,100,06:47 PM,03:57 AM,05:43 AM,07:21 PM,15,23,23,22,18,36,71,0.8,1020,22,10,133,10
2020-02-08 03:00:00,30,19,0.0,11.0,5,1,100,06:47 PM,03:57 AM,05:43 AM,07:21 PM,14,20,20,20,19,9,72,0.0,1019,20,10,116,10
2020-02-08 06:00:00,30,19,0.0,11.0,5,1,100,06:47 PM,03:57 AM,05:43 AM,07:21 PM,13,20,20,20,22,18,67,0.0,1020,20,10,131,14
2020-02-08 09:00:00,30,19,0.0,11.0,5,6,100,06:47 PM,03:57 AM,05:43 AM,07:21 PM,12,22,23,22,18,64,54,0.0,1020,22,10,119,12
2020-02-08 12:00:00,30,19,0.0,11.0,5,6,100,06:47 PM,03:57 AM,05:43 AM,07:21 PM,12,26,26,25,24,89,42,0.0,1018,25,10,99,20
2020-02-08 15:00:00,30,19,0.0,11.0,5,6,100,06:47 PM,03:57 AM,05:43 AM,07:21 PM,11,28,28,29,30,51,34,0.0,1015,29,10,101,25
2020-02-08 18:00:00,30,19,0.0,11.0,5,1,100,06:47 PM,03:57 AM,05:43 AM,07:21 PM,11,27,27,28,37,75,34,0.0,1016,28,10,93,26
2020-02-08 21:00:00,30,19,0.0,11.0,5,1,100,06:47 PM,03:57 AM,05:43 AM,07:21 PM,10,25,25,25,37,49,40,0.0,1018,25,10,93,24
2020-02-09 00:00:00,25,17,0.0,12.1,6,1,100,07:35 PM,05:06 AM,05:44 AM,07:20 PM,11,25,25,23,34,23,48,0.0,1018,23,10,106,22
2020-02-09 03:00:00,25,17,0.0,12.1,6,1,100,07:35 PM,05:06 AM,05:44 AM,07:20 PM,12,21,22,21,31,18,55,0.0,1017,21,10,128,20
2020-02-09 06:00:00,25,17,0.0,12.1,6,1,100,07:35 PM,05:06 AM,05:44 AM,07:20 PM,11,21,21,21,30,29,55,0.0,1017,21,10,133,21
2020-02-09 09:00:00,25,17,0.0,12.1,6,6,100,07:35 PM,05:06 AM,05:44 AM,07:20 PM,10,24,24,23,30,43,45,0.0,1016,23,10,111,24
2020-02-09 12:00:00,25,17,0.0,12.1,6,7,100,07:35 PM,05:06 AM,05:44 AM,07:20 PM,10,25,25,25,28,62,38,0.0,1015,25,10,120,22
2020-02-09 15:00:00,25,17,0.0,12.1,6,5,100,07:35 PM,05:06 AM,05:44 AM,07:20 PM,10,25,25,24,36,55,40,0.0,1013,24,10,111,30
2020-02-09 18:00:00,25,17,0.0,12.1,6,1,100,07:35 PM,05:06 AM,05:44 AM,07:20 PM,12,21,22,21,34,77,57,0.1,1013,21,10,109,26
2020-02-09 21:00:00,25,17,0.0,12.1,6,1,100,07:35 PM,05:06 AM,05:44 AM,07:20 PM,14,18,18,18,30,97,76,3.0,1012,18,8,135,21
2020-02-10 00:00:00,29,18,0.0,11.0,6,1,83,08:17 PM,06:18 AM,05:45 AM,07:19 PM,13,18,18,18,27,100,76,2.3,1010,18,8,159,18
2020-02-10 03:00:00,29,18,0.0,11.0,6,1,83,08:17 PM,06:18 AM,05:45 AM,07:19 PM,13,18,18,18,30,69,75,1.5,1008,18,9,168,19
2020-02-10 06:00:00,29,18,0.0,11.0,6,1,83,08:17 PM,06:18 AM,05:45 AM,07:19 PM,14,19,19,19,27,60,73,0.6,1008,19,10,150,17
2020-02-10 09:00:00,29,18,0.0,11.0,6,5,83,08:17 PM,06:18 AM,05:45 AM,07:19 PM,15,24,24,24,25,88,60,0.2,1007,24,10,95,19
2020-02-10 12:00:00,29,18,0.0,11.0,6,6,83,08:17 PM,06:18 AM,05:45 AM,07:19 PM,15,28,28,28,21,70,46,0.1,1006,28,10,53,18
2020-02-10 15:00:00,29,18,0.0,11.0,6,7,83,08:17 PM,06:18 AM,05:45 AM,07:19 PM,15,29,29,28,21,40,45,0.0,1005,28,10,96,18
2020-02-10 18:00:00,29,18,0.0,11.0,6,1,83,08:17 PM,06:18 AM,05:45 AM,07:19 PM,16,27,27,26,19,64,53,0.9,1005,26,9,142,13
2020-02-10 21:00:00,29,18,0.0,11.0,6,1,83,08:17 PM,06:18 AM,05:45 AM,07:19 PM,16,25,25,23,23,76,64,1.7,1007,23,9,151,12
2020-02-11 00:00:00,28,21,0.0,10.9,6,1,75,08:55 PM,07:31 AM,05:46 AM,07:18 PM,16,21,22,21,22,75,74,1.5,1007,21,10,118,11
2020-02-11 03:00:00,28,21,0.0,10.9,6,1,75,08:55 PM,07:31 AM,05:46 AM,07:18 PM,17,21,21,21,14,81,80,1.9,1007,21,9,98,8
2020-02-11 06:00:00,28,21,0.0,10.9,6,1,75,08:55 PM,07:31 AM,05:46 AM,07:18 PM,18,21,23,21,15,51,80,0.7,1008,21,10,100,10
2020-02-11 09:00:00,28,21,0.0,10.9,6,6,75,08:55 PM,07:31 AM,05:46 AM,07:18 PM,17,26,26,25,13,40,64,0.0,1008,25,10,78,10
2020-02-11 12:00:00,28,21,0.0,10.9,6,7,75,08:55 PM,07:31 AM,05:46 AM,07:18 PM,17,27,27,26,9,72,56,0.1,1008,26,10,206,8
2020-02-11 15:00:00,28,21,0.0,10.9,6,6,75,08:55 PM,07:31 AM,05:46 AM,07:18 PM,16,28,28,27,10,65,51,0.2,1006,27,7,256,9
2020-02-11 18:00:00,28,21,0.0,10.9,6,1,75,08:55 PM,07:31 AM,05:46 AM,07:18 PM,16,28,28,27,10,72,52,0.1,1007,27,8,194,7
2020-02-11 21:00:00,28,21,0.0,10.9,6,1,75,08:55 PM,07:31 AM,05:46 AM,07:18 PM,17,26,26,25,17,33,62,0.0,1008,25,10,186,10
2020-02-12 00:00:00,34,21,0.0,13.7,7,1,68,09:31 PM,08:43 AM,05:47 AM,07:17 PM,18,25,25,23,18,29,73,0.0,1009,23,10,180,10
2020-02-12 03:00:00,34,21,0.0,13.7,7,1,68,09:31 PM,08:43 AM,05:47 AM,07:17 PM,17,21,22,21,17,23,77,0.0,1009,21,10,156,9
2020-02-12 06:00:00,34,21,0.0,13.7,7,1,68,09:31 PM,08:43 AM,05:47 AM,07:17 PM,17,22,23,22,14,17,74,0.0,1010,22,10,157,9
2020-02-12 09:00:00,34,21,0.0,13.7,7,7,68,09:31 PM,08:43 AM,05:47 AM,07:17 PM,16,28,28,26,14,13,55,0.0,1010,26,10,149,11
2020-02-12 12:00:00,34,21,0.0,13.7,7,8,68,09:31 PM,08:43 AM,05:47 AM,07:17 PM,15,31,31,31,12,21,38,0.0,1009,31,10,137,10
2020-02-12 15:00:00,34,21,0.0,13.7,7,8,68,09:31 PM,08:43 AM,05:47 AM,07:17 PM,14,33,33,33,10,17,31,0.0,1007,33,10,160,9
2020-02-12 18:00:00,34,21,0.0,13.7,7,1,68,09:31 PM,08:43 AM,05:47 AM,07:17 PM,15,32,32,32,16,46,35,0.0,1008,32,10,185,11
2020-02-12 21:00:00,34,21,0.0,13.7,7,1,68,09:31 PM,08:43 AM,05:47 AM,07:17 PM,16,29,29,29,26,74,45,0.1,1010,29,10,119,17
2020-02-13 00:00:00,33,23,0.0,13.7,6,1,60,10:05 PM,09:54 AM,05:48 AM,07:16 PM,16,27,27,26,31,59,53,0.0,1011,26,10,85,21
2020-02-13 03:00:00,33,23,0.0,13.7,6,1,60,10:05 PM,09:54 AM,05:48 AM,07:16 PM,16,26,26,24,24,35,60,0.0,1010,24,10,103,15
2020-02-13 06:00:00,33,23,0.0,13.7,6,1,60,10:05 PM,09:54 AM,05:48 AM,07:16 PM,16,25,25,23,17,40,64,0.0,1011,23,10,125,12
2020-02-13 09:00:00,33,23,0.0,13.7,6,7,60,10:05 PM,09:54 AM,05:48 AM,07:16 PM,16,28,28,27,13,28,52,0.0,1011,27,10,105,11
2020-02-13 12:00:00,33,23,0.0,13.7,6,8,60,10:05 PM,09:54 AM,05:48 AM,07:16 PM,15,32,32,31,10,25,37,0.0,1009,31,10,119,9
2020-02-13 15:00:00,33,23,0.0,13.7,6,8,60,10:05 PM,09:54 AM,05:48 AM,07:16 PM,14,33,33,33,7,20,32,0.0,1007,33,10,155,6
2020-02-13 18:00:00,33,23,0.0,13.7,6,1,60,10:05 PM,09:54 AM,05:48 AM,07:16 PM,15,32,32,32,13,34,36,0.0,1007,32,10,175,9
2020-02-13 21:00:00,33,23,0.0,13.7,6,1,60,10:05 PM,09:54 AM,05:48 AM,07:16 PM,16,30,30,30,18,57,43,0.1,1009,30,10,99,12
2020-02-14 00:00:00,31,24,0.0,8.5,6,1,53,10:39 PM,11:03 AM,05:49 AM,07:15 PM,18,28,28,27,24,73,59,0.3,1009,27,9,49,16
2020-02-14 03:00:00,31,24,0.0,8.5,6,1,53,10:39 PM,11:03 AM,05:49 AM,07:15 PM,19,26,26,25,23,70,69,1.1,1008,25,10,43,15
2020-02-14 06:00:00,31,24,0.0,8.5,6,1,53,10:39 PM,11:03 AM,05:49 AM,07:15 PM,18,26,26,24,22,80,71,1.3,1009,24,10,46,15
2020-02-14 09:00:00,31,24,0.0,8.5,6,5,53,10:39 PM,11:03 AM,05:49 AM,07:15 PM,18,26,26,25,23,86,65,3.2,1009,25,8,22,14
2020-02-14 12:00:00,31,24,0.0,8.5,6,6,53,10:39 PM,11:03 AM,05:49 AM,07:15 PM,18,30,30,29,16,81,52,1.7,1007,29,8,214,12
2020-02-14 15:00:00,31,24,0.0,8.5,6,7,53,10:39 PM,11:03 AM,05:49 AM,07:15 PM,18,32,32,31,11,70,46,0.6,1004,31,10,293,9
2020-02-14 18:00:00,31,24,0.0,8.5,6,1,53,10:39 PM,11:03 AM,05:49 AM,07:15 PM,19,30,30,28,11,75,56,1.2,1004,28,9,120,7
2020-02-14 21:00:00,31,24,0.0,8.5,6,1,53,10:39 PM,11:03 AM,05:49 AM,07:15 PM,19,27,27,25,24,75,71,2.4,1005,25,8,136,14
2020-02-15 00:00:00,31,22,0.0,13.6,6,1,45,11:16 PM,12:10 PM,05:50 AM,07:14 PM,19,25,25,23,14,39,79,1.0,1005,23,9,179,8
2020-02-15 03:00:00,31,22,0.0,13.6,6,1,45,11:16 PM,12:10 PM,05:50 AM,07:14 PM,19,25,25,22,10,22,83,0.0,1004,22,10,214,6
2020-02-15 06:00:00,31,22,0.0,13.6,6,1,45,11:16 PM,12:10 PM,05:50 AM,07:14 PM,19,25,25,22,12,15,83,0.0,1006,22,10,231,8
2020-02-15 09:00:00,31,22,0.0,13.6,6,7,45,11:16 PM,12:10 PM,05:50 AM,07:14 PM,18,27,27,25,13,8,65,0.0,1007,25,10,225,10
2020-02-15 12:00:00,31,22,0.0,13.6,6,7,45,11:16 PM,12:10 PM,05:50 AM,07:14 PM,17,30,30,29,19,13,47,0.0,1006,29,10,231,17
2020-02-15 15:00:00,31,22,0.0,13.6,6,8,45,11:16 PM,12:10 PM,05:50 AM,07:14 PM,16,31,31,30,27,14,43,0.0,1005,30,10,235,23
2020-02-15 18:00:00,31,22,0.0,13.6,6,1,45,11:16 PM,12:10 PM,05:50 AM,07:14 PM,16,31,31,29,32,4,53,0.0,1007,29,10,232,24
2020-02-15 21:00:00,31,22,0.0,13.6,6,1,45,11:16 PM,12:10 PM,05:50 AM,07:14 PM,16,29,29,26,31,1,64,0.0,1009,26,10,230,21
2020-02-16 00:00:00,32,20,0.0,13.6,7,1,38,11:55 PM,01:17 PM,05:51 AM,07:13 PM,16,23,23,22,23,5,71,0.0,1009,22,10,227,14
2020-02-16 03:00:00,32,20,0.0,13.6,7,1,38,11:55 PM,01:17 PM,05:51 AM,07:13 PM,16,20,20,20,16,5,76,0.0,1009,20,10,179,10
2020-02-16 06:00:00,32,20,0.0,13.6,7,1,38,11:55 PM,01:17 PM,05:51 AM,07:13 PM,16,21,23,21,19,4,75,0.0,1010,21,10,87,13
2020-02-16 09:00:00,32,20,0.0,13.6,7,7,38,11:55 PM,01:17 PM,05:51 AM,07:13 PM,17,27,27,25,22,6,60,0.0,1011,25,10,38,18
2020-02-16 12:00:00,32,20,0.0,13.6,7,7,38,11:55 PM,01:17 PM,05:51 AM,07:13 PM,14,30,30,30,17,13,40,0.0,1011,30,10,18,15
2020-02-16 15:00:00,32,20,0.0,13.6,7,8,38,11:55 PM,01:17 PM,05:51 AM,07:13 PM,10,30,30,32,17,8,26,0.0,1009,32,10,208,14
2020-02-16 18:00:00,32,20,0.0,13.6,7,1,38,11:55 PM,01:17 PM,05:51 AM,07:13 PM,9,28,28,29,17,5,29,0.0,1010,29,10,279,11
2020-02-16 21:00:00,32,20,0.0,13.6,7,1,38,11:55 PM,01:17 PM,05:51 AM,07:13 PM,10,26,26,26,11,8,36,0.0,1011,26,10,270,5
2020-02-17 00:00:00,33,22,0.0,13.6,7,1,30,No moonrise,02:22 PM,05:52 AM,07:11 PM,14,25,25,24,23,14,53,0.0,1011,24,10,122,14
2020-02-17 03:00:00,33,22,0.0,13.6,7,1,30,No moonrise,02:22 PM,05:52 AM,07:11 PM,15,25,25,22,28,14,64,0.0,1011,22,10,59,17
2020-02-17 06:00:00,33,22,0.0,13.6,7,1,30,No moonrise,02:22 PM,05:52 AM,07:11 PM,15,22,25,22,26,11,65,0.0,1012,22,10,67,18
2020-02-17 09:00:00,33,22,0.0,13.6,7,7,30,No moonrise,02:22 PM,05:52 AM,07:11 PM,16,27,27,26,22,13,55,0.0,1012,26,10,51,18
2020-02-17 12:00:00,33,22,0.0,13.6,7,8,30,No moonrise,02:22 PM,05:52 AM,07:11 PM,16,31,31,30,16,34,42,0.0,1009,30,10,242,14
2020-02-17 15:00:00,33,22,0.0,13.6,7,8,30,No moonrise,02:22 PM,05:52 AM,07:11 PM,14,32,32,32,8,23,33,0.0,1007,32,10,306,7
2020-02-17 18:00:00,33,22,0.0,13.6,7,1,30,No moonrise,02:22 PM,05:52 AM,07:11 PM,11,30,30,31,12,6,29,0.0,1007,31,10,276,7
2020-02-17 21:00:00,33,22,0.0,13.6,7,1,30,No moonrise,02:22 PM,05:52 AM,07:11 PM,11,27,27,27,14,2,37,0.0,1008,27,10,236,7
2020-02-18 00:00:00,33,20,0.0,12.1,7,1,22,12:38 AM,03:23 PM,05:53 AM,07:10 PM,13,25,25,25,13,0,47,0.0,1007,25,10,148,6
2020-02-18 03:00:00,33,20,0.0,12.1,7,1,22,12:38 AM,03:23 PM,05:53 AM,07:10 PM,14,25,25,23,15,0,60,0.0,1007,23,10,111,8
2020-02-18 06:00:00,33,20,0.0,12.1,7,1,22,12:38 AM,03:23 PM,05:53 AM,07:10 PM,16,25,25,22,18,32,68,0.0,1006,22,10,91,10
2020-02-18 09:00:00,33,20,0.0,12.1,7,7,22,12:38 AM,03:23 PM,05:53 AM,07:10 PM,13,28,28,27,17,69,45,0.1,1006,27,10,265,13
2020-02-18 12:00:00,33,20,0.0,12.1,7,7,22,12:38 AM,03:23 PM,05:53 AM,07:10 PM,11,31,31,32,22,39,28,0.0,1004,32,10,326,19
2020-02-18 15:00:00,33,20,0.0,12.1,7,7,22,12:38 AM,03:23 PM,05:53 AM,07:10 PM,10,28,28,29,27,64,31,0.1,1002,29,10,288,22
2020-02-18 18:00:00,33,20,0.0,12.1,7,1,22,12:38 AM,03:23 PM,05:53 AM,07:10 PM,7,25,25,25,33,32,31,0.0,1003,25,10,263,22
2020-02-18 21:00:00,33,20,0.0,12.1,7,1,22,12:38 AM,03:23 PM,05:53 AM,07:10 PM,9,21,21,21,38,11,45,0.0,1005,21,10,244,25
2020-02-19 00:00:00,23,16,0.0,13.6,6,1,15,01:27 AM,04:20 PM,05:54 AM,07:09 PM,10,18,18,18,33,49,60,0.0,1005,18,10,244,23
2020-02-19 03:00:00,23,16,0.0,13.6,6,1,15,01:27 AM,04:20 PM,05:54 AM,07:09 PM,10,17,17,17,30,57,66,0.0,1006,17,10,246,22
2020-02-19 06:00:00,23,16,0.0,13.6,6,1,15,01:27 AM,04:20 PM,05:54 AM,07:09 PM,11,17,17,17,31,34,66,0.0,1007,17,10,229,24
2020-02-19 09:00:00,23,16,0.0,13.6,6,5,15,01:27 AM,04:20 PM,05:54 AM,07:09 PM,10,20,20,20,34,17,54,0.0,1008,20,10,220,29
2020-02-19 12:00:00,23,16,0.0,13.6,6,6,15,01:27 AM,04:20 PM,05:54 AM,07:09 PM,10,22,23,22,36,49,47,0.0,1009,22,10,221,32
2020-02-19 15:00:00,23,16,0.0,13.6,6,5,15,01:27 AM,04:20 PM,05:54 AM,07:09 PM,8,24,24,22,38,27,39,0.0,1008,22,10,216,33
2020-02-19 18:00:00,23,16,0.0,13.6,6,1,15,01:27 AM,04:20 PM,05:54 AM,07:09 PM,6,20,20,20,41,4,39,0.0,1009,20,10,212,31
2020-02-19 21:00:00,23,16,0.0,13.6,6,1,15,01:27 AM,04:20 PM,05:54 AM,07:09 PM,6,17,17,17,42,1,50,0.0,1011,17,10,212,28
2020-02-20 00:00:00,25,14,0.0,13.3,6,1,7,02:19 AM,05:11 PM,05:55 AM,07:08 PM,7,14,15,14,36,0,60,0.0,1012,15,10,211,23
2020-02-20 03:00:00,25,14,0.0,13.3,6,1,7,02:19 AM,05:11 PM,05:55 AM,07:08 PM,9,13,14,13,30,0,71,0.0,1012,14,10,209,19
2020-02-20 06:00:00,25,14,0.0,13.3,6,1,7,02:19 AM,05:11 PM,05:55 AM,07:08 PM,9,12,14,12,26,2,73,0.0,1013,14,10,208,18
2020-02-20 09:00:00,25,14,0.0,13.3,6,5,7,02:19 AM,05:11 PM,05:55 AM,07:08 PM,8,17,17,17,22,1,54,0.0,1013,17,10,215,18
2020-02-20 12:00:00,25,14,0.0,13.3,6,6,7,02:19 AM,05:11 PM,05:55 AM,07:08 PM,7,23,23,23,24,10,37,0.0,1013,23,10,224,21
2020-02-20 15:00:00,25,14,0.0,13.3,6,6,7,02:19 AM,05:11 PM,05:55 AM,07:08 PM,6,25,25,25,26,14,31,0.0,1011,25,10,228,23
2020-02-20 18:00:00,25,14,0.0,13.3,6,1,7,02:19 AM,05:11 PM,05:55 AM,07:08 PM,7,25,25,23,33,61,40,0.0,1012,23,10,228,24
2020-02-20 21:00:00,25,14,0.0,13.3,6,1,7,02:19 AM,05:11 PM,05:55 AM,07:08 PM,8,21,23,21,33,76,54,0.0,1014,21,10,226,22
2020-02-21 00:00:00,27,13,0.0,13.5,5,1,0,03:15 AM,05:56 PM,05:56 AM,07:07 PM,8,15,17,15,28,62,62,0.0,1015,16,10,215,18
2020-02-21 03:00:00,27,13,0.0,13.5,5,1,0,03:15 AM,05:56 PM,05:56 AM,07:07 PM,7,13,14,13,23,24,66,0.0,1015,14,10,204,15
2020-02-21 06:00:00,27,13,0.0,13.5,5,1,0,03:15 AM,05:56 PM,05:56 AM,07:07 PM,7,13,14,13,18,5,66,0.0,1016,14,10,187,13
2020-02-21 09:00:00,27,13,0.0,13.5,5,5,0,03:15 AM,05:56 PM,05:56 AM,07:07 PM,8,18,21,18,10,1,51,0.0,1016,19,10,165,8
2020-02-21 12:00:00,27,13,0.0,13.5,5,6,0,03:15 AM,05:56 PM,05:56 AM,07:07 PM,7,25,25,24,11,0,34,0.0,1015,24,10,200,9
2020-02-21 15:00:00,27,13,0.0,13.5,5,7,0,03:15 AM,05:56 PM,05:56 AM,07:07 PM,5,26,26,27,14,2,25,0.0,1014,27,10,223,12
2020-02-21 18:00:00,27,13,0.0,13.5,5,1,0,03:15 AM,05:56 PM,05:56 AM,07:07 PM,7,25,25,24,27,1,35,0.0,1015,24,10,228,19
2020-02-21 21:00:00,27,13,0.0,13.5,5,1,0,03:15 AM,05:56 PM,05:56 AM,07:07 PM,9,20,21,20,31,22,48,0.0,1017,20,10,220,19
2020-02-22 00:00:00,31,15,0.0,13.5,7,1,0,04:12 AM,06:34 PM,05:57 AM,07:06 PM,9,17,17,17,22,11,58,0.0,1019,17,10,195,13
2020-02-22 03:00:00,31,15,0.0,13.5,7,1,0,04:12 AM,06:34 PM,05:57 AM,07:06 PM,9,15,15,15,21,1,67,0.0,1019,15,10,141,12
2020-02-22 06:00:00,31,15,0.0,13.5,7,1,0,04:12 AM,06:34 PM,05:57 AM,07:06 PM,10,16,16,16,22,6,69,0.0,1020,16,10,89,14
2020-02-22 09:00:00,31,15,0.0,13.5,7,6,0,04:12 AM,06:34 PM,05:57 AM,07:06 PM,12,22,22,22,22,3,54,0.0,1021,22,10,54,17
2020-02-22 12:00:00,31,15,0.0,13.5,7,7,0,04:12 AM,06:34 PM,05:57 AM,07:06 PM,10,27,27,27,17,7,34,0.0,1019,27,10,18,15
2020-02-22 15:00:00,31,15,0.0,13.5,7,8,0,04:12 AM,06:34 PM,05:57 AM,07:06 PM,7,28,28,30,11,7,24,0.0,1017,30,10,235,10
2020-02-22 18:00:00,31,15,0.0,13.5,7,1,0,04:12 AM,06:34 PM,05:57 AM,07:06 PM,7,27,27,28,7,4,26,0.0,1016,28,10,197,5
2020-02-22 21:00:00,31,15,0.0,13.5,7,1,0,04:12 AM,06:34 PM,05:57 AM,07:06 PM,6,24,24,24,13,4,31,0.0,1018,24,10,182,6
2020-02-23 00:00:00,32,21,0.0,13.5,7,1,0,05:10 AM,07:09 PM,05:58 AM,07:04 PM,9,24,24,23,25,4,44,0.0,1019,23,10,101,13
2020-02-23 03:00:00,32,21,0.0,13.5,7,1,0,05:10 AM,07:09 PM,05:58 AM,07:04 PM,13,22,24,22,34,4,58,0.0,1019,22,10,54,19
2020-02-23 06:00:00,32,21,0.0,13.5,7,1,0,05:10 AM,07:09 PM,05:58 AM,07:04 PM,14,21,25,21,34,9,61,0.0,1020,21,10,54,22
2020-02-23 09:00:00,32,21,0.0,13.5,7,6,0,05:10 AM,07:09 PM,05:58 AM,07:04 PM,14,26,26,25,27,15,52,0.0,1021,25,10,40,22
2020-02-23 12:00:00,32,21,0.0,13.5,7,7,0,05:10 AM,07:09 PM,05:58 AM,07:04 PM,13,30,30,30,22,26,37,0.0,1019,30,10,15,19
2020-02-23 15:00:00,32,21,0.0,13.5,7,8,0,05:10 AM,07:09 PM,05:58 AM,07:04 PM,12,30,30,31,18,40,32,0.0,1017,31,10,241,14
2020-02-23 18:00:00,32,21,0.0,13.5,7,1,0,05:10 AM,07:09 PM,05:58 AM,07:04 PM,13,28,28,28,29,23,40,0.0,1017,28,10,344,19
2020-02-23 21:00:00,32,21,0.0,13.5,7,1,0,05:10 AM,07:09 PM,05:58 AM,07:04 PM,14,27,27,26,29,25,45,0.0,1019,26,10,337,18
2020-02-24 00:00:00,31,21,0.0,13.5,7,1,0,06:08 AM,07:40 PM,05:58 AM,07:03 PM,14,26,26,24,23,16,54,0.0,1019,24,10,328,13
2020-02-24 03:00:00,31,21,0.0,13.5,7,1,0,06:08 AM,07:40 PM,05:58 AM,07:03 PM,15,22,22,22,8,31,64,0.0,1020,22,10,311,5
2020-02-24 06:00:00,31,21,0.0,13.5,7,1,0,06:08 AM,07:40 PM,05:58 AM,07:03 PM,15,21,23,21,6,35,65,0.0,1021,21,10,123,4
2020-02-24 09:00:00,31,21,0.0,13.5,7,6,0,06:08 AM,07:40 PM,05:58 AM,07:03 PM,14,26,26,25,12,30,50,0.0,1021,25,10,236,10
2020-02-24 12:00:00,31,21,0.0,13.5,7,7,0,06:08 AM,07:40 PM,05:58 AM,07:03 PM,13,28,28,29,15,31,38,0.0,1019,29,10,330,13
2020-02-24 15:00:00,31,21,0.0,13.5,7,8,0,06:08 AM,07:40 PM,05:58 AM,07:03 PM,12,30,30,31,14,24,31,0.0,1016,31,10,311,12
2020-02-24 18:00:00,31,21,0.0,13.5,7,1,0,06:08 AM,07:40 PM,05:58 AM,07:03 PM,11,28,28,28,10,15,34,0.0,1016,28,10,276,6
2020-02-24 21:00:00,31,21,0.0,13.5,7,1,0,06:08 AM,07:40 PM,05:58 AM,07:03 PM,11,26,26,25,11,11,39,0.0,1017,25,10,280,5
2020-02-25 00:00:00,32,21,0.0,13.4,7,1,8,07:04 AM,08:08 PM,05:59 AM,07:02 PM,11,25,25,24,13,15,45,0.0,1015,24,10,295,6
2020-02-25 03:00:00,32,21,0.0,13.4,7,1,8,07:04 AM,08:08 PM,05:59 AM,07:02 PM,11,25,25,22,16,11,51,0.0,1014,22,10,167,8
2020-02-25 06:00:00,32,21,0.0,13.4,7,1,8,07:04 AM,08:08 PM,05:59 AM,07:02 PM,12,25,25,22,14,13,53,0.0,1015,22,10,77,7
2020-02-25 09:00:00,32,21,0.0,13.4,7,7,8,07:04 AM,08:08 PM,05:59 AM,07:02 PM,12,28,28,28,14,15,39,0.0,1014,28,10,245,11
2020-02-25 12:00:00,32,21,0.0,13.4,7,8,8,07:04 AM,08:08 PM,05:59 AM,07:02 PM,11,30,30,31,19,38,30,0.0,1012,31,10,324,16
2020-02-25 15:00:00,32,21,0.0,13.4,7,8,8,07:04 AM,08:08 PM,05:59 AM,07:02 PM,11,31,31,32,25,38,27,0.0,1009,32,10,324,21
2020-02-25 18:00:00,32,21,0.0,13.4,7,1,8,07:04 AM,08:08 PM,05:59 AM,07:02 PM,12,29,29,30,27,28,32,0.0,1008,30,10,346,18
2020-02-25 21:00:00,32,21,0.0,13.4,7,1,8,07:04 AM,08:08 PM,05:59 AM,07:02 PM,12,28,28,28,30,38,37,0.0,1008,28,10,357,18
2020-02-26 00:00:00,25,15,0.0,13.0,6,1,15,08:00 AM,08:35 PM,06:00 AM,07:01 PM,13,27,27,27,34,29,40,0.0,1007,27,10,344,21
2020-02-26 03:00:00,25,15,0.0,13.0,6,1,15,08:00 AM,08:35 PM,06:00 AM,07:01 PM,14,22,22,22,30,30,59,0.0,1006,22,10,284,19
2020-02-26 06:00:00,25,15,0.0,13.0,6,1,15,08:00 AM,08:35 PM,06:00 AM,07:01 PM,12,19,19,19,28,27,62,0.0,1007,19,10,245,21
2020-02-26 09:00:00,25,15,0.0,13.0,6,6,15,08:00 AM,08:35 PM,06:00 AM,07:01 PM,10,21,22,21,30,8,50,0.0,1008,21,10,240,25
2020-02-26 12:00:00,25,15,0.0,13.0,6,6,15,08:00 AM,08:35 PM,06:00 AM,07:01 PM,9,25,25,24,31,20,39,0.0,1008,24,10,236,27
2020-02-26 15:00:00,25,15,0.0,13.0,6,6,15,08:00 AM,08:35 PM,06:00 AM,07:01 PM,8,24,24,24,33,31,36,0.0,1007,24,10,222,29
2020-02-26 18:00:00,25,15,0.0,13.0,6,1,15,08:00 AM,08:35 PM,06:00 AM,07:01 PM,5,20,21,20,33,19,36,0.0,1009,20,10,199,25
2020-02-26 21:00:00,25,15,0.0,13.0,6,1,15,08:00 AM,08:35 PM,06:00 AM,07:01 PM,4,17,17,17,32,4,42,0.0,1012,17,10,190,21
2020-02-27 00:00:00,24,11,0.0,11.6,5,1,23,08:55 AM,09:02 PM,06:01 AM,06:59 PM,3,13,14,13,27,0,50,0.0,1012,14,10,202,17
2020-02-27 03:00:00,24,11,0.0,11.6,5,1,23,08:55 AM,09:02 PM,06:01 AM,06:59 PM,4,10,11,10,23,0,59,0.0,1012,11,10,209,14
2020-02-27 06:00:00,24,11,0.0,11.6,5,1,23,08:55 AM,09:02 PM,06:01 AM,06:59 PM,4,9,11,9,20,0,62,0.0,1013,11,10,203,13
2020-02-27 09:00:00,24,11,0.0,11.6,5,5,23,08:55 AM,09:02 PM,06:01 AM,06:59 PM,2,15,16,15,19,0,41,0.0,1013,16,10,215,15
