date_time,Cloncurry_maxtempC,Cloncurry_mintempC,Cloncurry_totalSnow_cm,Cloncurry_sunHour,Cloncurry_uvIndex,Cloncurry_uvIndex,Cloncurry_moon_illumination,Cloncurry_moonrise,Cloncurry_moonset,Cloncurry_sunrise,Cloncurry_sunset,Cloncurry_DewPointC,Cloncurry_FeelsLikeC,Cloncurry_HeatIndexC,Cloncurry_WindChillC,Cloncurry_WindGustKmph,Cloncurry_cloudcover,Cloncurry_humidity,Cloncurry_precipMM,Cloncurry_pressure,Cloncurry_tempC,Cloncurry_visibility,Cloncurry_winddirDegree,Cloncurry_windspeedKmph
2020-02-11 03:00:00,3,-0,0.4,6.6,1,1,75,09:35 PM,10:22 AM,08:55 AM,06:30 PM,-2,-5,1,-5,58,22,77,0.0,1001,1,2,257,32
2020-02-11 06:00:00,3,-0,0.4,6.6,1,1,75,09:35 PM,10:22 AM,08:55 AM,06:30 PM,-3,-5,1,-5,52,78,74,0.0,1003,1,10,263,31
2020-02-11 09:00:00,3,-0,0.4,6.6,1,1,75,09:35 PM,10:22 AM,08:55 AM,06:30 PM,-4,-6,1,-6,48,83,74,0.2,1005,1,5,264,30
2020-02-11 12:00:00,3,-0,0.4,6.6,1,1,75,09:35 PM,10:22 AM,08:55 AM,06:30 PM,-3,-3,3,-3,53,44,67,0.0,1007,3,2,274,40
2020-02-11 15:00:00,3,-0,0.4,6.6,1,1,75,09:35 PM,10:22 AM,08:55 AM,06:30 PM,-2,-3,3,-3,53,79,70,0.8,1007,3,0,272,37
2020-02-11 18:00:00,3,-0,0.4,6.6,1,1,75,09:35 PM,10:22 AM,08:55 AM,06:30 PM,-3,-6,0,-6,45,73,80,0.3,1009,0,7,258,24
2020-02-11 21:00:00,3,-0,0.4,6.6,1,1,75,09:35 PM,10:22 AM,08:55 AM,06:30 PM,-3,-6,-0,-6,41,48,82,0.0,1010,-0,10,252,21
2020-02-12 00:00:00,6,-1,0.3,9.8,1,1,68,11:02 PM,10:42 AM,08:53 AM,06:32 PM,-3,-6,-0,-6,38,100,83,0.0,1011,-0,10,241,21
2020-02-12 03:00:00,6,-1,0.3,9.8,1,1,68,11:02 PM,10:42 AM,08:53 AM,06:32 PM,-2,-4,1,-4,38,64,83,0.0,1010,1,10,237,21
2020-02-12 06:00:00,6,-1,0.3,9.8,1,1,68,11:02 PM,10:42 AM,08:53 AM,06:32 PM,-1,-4,1,-4,33,77,87,0.3,1011,1,7,252,19
2020-02-12 09:00:00,6,-1,0.3,9.8,1,2,68,11:02 PM,10:42 AM,08:53 AM,06:32 PM,-2,-4,0,-4,29,9,87,0.0,1012,0,10,232,16
2020-02-12 12:00:00,6,-1,0.3,9.8,1,3,68,11:02 PM,10:42 AM,08:53 AM,06:32 PM,0,1,5,1,28,37,70,0.0,1012,5,10,251,23
2020-02-12 15:00:00,6,-1,0.3,9.8,1,3,68,11:02 PM,10:42 AM,08:53 AM,06:32 PM,1,2,6,2,23,38,71,0.0,1010,6,10,220,17
2020-02-12 18:00:00,6,-1,0.3,9.8,1,1,68,11:02 PM,10:42 AM,08:53 AM,06:32 PM,-0,-1,2,-1,25,90,84,0.0,1007,2,10,141,13
2020-02-12 21:00:00,6,-1,0.3,9.8,1,1,68,11:02 PM,10:42 AM,08:53 AM,06:32 PM,3,-1,3,-1,25,100,92,0.0,1000,-1,10,139,15
2020-02-13 00:00:00,6,2,0.0,4.9,1,1,60,No moonrise,11:01 AM,08:51 AM,06:34 PM,4,1,5,1,31,100,95,0.0,990,5,10,116,21
2020-02-13 03:00:00,6,2,0.0,4.9,1,1,60,No moonrise,11:01 AM,08:51 AM,06:34 PM,3,-1,4,-1,34,72,92,3.9,985,4,8,202,19
2020-02-13 06:00:00,6,2,0.0,4.9,1,1,60,No moonrise,11:01 AM,08:51 AM,06:34 PM,1,-1,2,-1,19,75,96,2.3,983,2,9,191,10
2020-02-13 09:00:00,6,2,0.0,4.9,1,1,60,No moonrise,11:01 AM,08:51 AM,06:34 PM,2,-1,2,-1,15,100,98,0.0,986,2,0,259,10
2020-02-13 12:00:00,6,2,0.0,4.9,1,2,60,No moonrise,11:01 AM,08:51 AM,06:34 PM,4,2,6,2,34,99,85,0.0,994,6,10,313,27
2020-02-13 15:00:00,6,2,0.0,4.9,1,2,60,No moonrise,11:01 AM,08:51 AM,06:34 PM,3,2,6,2,27,88,83,0.1,999,6,10,332,21
2020-02-13 18:00:00,6,2,0.0,4.9,1,1,60,No moonrise,11:01 AM,08:51 AM,06:34 PM,3,1,4,1,20,83,90,0.1,1005,4,10,318,13
2020-02-13 21:00:00,6,2,0.0,4.9,1,1,60,No moonrise,11:01 AM,08:51 AM,06:34 PM,1,2,2,2,4,56,94,0.0,1008,2,10,196,2
2020-02-14 00:00:00,9,2,0.0,4.9,3,1,53,12:27 AM,11:21 AM,08:49 AM,06:36 PM,1,-1,2,-1,19,11,92,0.0,1010,2,10,176,10
2020-02-14 03:00:00,9,2,0.0,4.9,3,1,53,12:27 AM,11:21 AM,08:49 AM,06:36 PM,2,-1,4,-1,43,7,89,0.0,1009,4,10,172,22
2020-02-14 06:00:00,9,2,0.0,4.9,3,1,53,12:27 AM,11:21 AM,08:49 AM,06:36 PM,5,2,7,2,53,93,90,0.0,1006,7,10,191,32
2020-02-14 09:00:00,9,2,0.0,4.9,3,2,53,12:27 AM,11:21 AM,08:49 AM,06:36 PM,8,5,9,5,53,100,91,0.3,1004,9,2,195,35
2020-02-14 12:00:00,9,2,0.0,4.9,3,2,53,12:27 AM,11:21 AM,08:49 AM,06:36 PM,6,4,8,4,39,78,87,0.7,1005,8,9,227,23
2020-02-14 15:00:00,9,2,0.0,4.9,3,2,53,12:27 AM,11:21 AM,08:49 AM,06:36 PM,5,5,9,5,37,73,77,0.3,1006,9,9,240,25
2020-02-14 18:00:00,9,2,0.0,4.9,3,2,53,12:27 AM,11:21 AM,08:49 AM,06:36 PM,2,2,5,2,30,100,83,0.0,1009,5,10,218,15
2020-02-14 21:00:00,9,2,0.0,4.9,3,1,53,12:27 AM,11:21 AM,08:49 AM,06:36 PM,2,-0,3,-0,32,8,89,0.0,1010,3,10,192,15
2020-02-15 00:00:00,11,3,0.0,5.0,3,1,45,01:51 AM,11:43 AM,08:47 AM,06:38 PM,2,-1,3,-1,35,11,90,0.0,1008,3,10,179,17
2020-02-15 03:00:00,11,3,0.0,5.0,3,1,45,01:51 AM,11:43 AM,08:47 AM,06:38 PM,4,1,6,1,47,61,89,0.0,1002,6,10,176,27
2020-02-15 06:00:00,11,3,0.0,5.0,3,1,45,01:51 AM,11:43 AM,08:47 AM,06:38 PM,6,3,8,3,55,100,88,0.0,996,8,10,184,36
2020-02-15 09:00:00,11,3,0.0,5.0,3,2,45,01:51 AM,11:43 AM,08:47 AM,06:38 PM,8,5,10,5,66,100,90,1.6,991,10,9,197,44
2020-02-15 12:00:00,11,3,0.0,5.0,3,2,45,01:51 AM,11:43 AM,08:47 AM,06:38 PM,9,6,10,6,63,100,92,0.2,985,10,2,198,43
2020-02-15 15:00:00,11,3,0.0,5.0,3,3,45,01:51 AM,11:43 AM,08:47 AM,06:38 PM,10,7,11,7,83,100,91,7.6,977,11,5,202,54
2020-02-15 18:00:00,11,3,0.0,5.0,3,2,45,01:51 AM,11:43 AM,08:47 AM,06:38 PM,5,2,7,2,53,91,90,1.7,982,7,9,258,36
2020-02-15 21:00:00,11,3,0.0,5.0,3,1,45,01:51 AM,11:43 AM,08:47 AM,06:38 PM,4,0,5,0,51,100,89,0.5,984,5,2,213,33
2020-02-16 00:00:00,6,2,0.0,8.3,1,1,38,03:12 AM,12:09 PM,08:45 AM,06:40 PM,5,1,7,1,72,100,86,0.0,984,7,10,225,48
2020-02-16 03:00:00,6,2,0.0,8.3,1,1,38,03:12 AM,12:09 PM,08:45 AM,06:40 PM,5,1,6,1,61,100,90,1.9,980,6,9,242,42
2020-02-16 06:00:00,6,2,0.0,8.3,1,1,38,03:12 AM,12:09 PM,08:45 AM,06:40 PM,1,-2,4,-2,56,85,79,0.9,981,4,9,229,32
2020-02-16 09:00:00,6,2,0.0,8.3,1,2,38,03:12 AM,12:09 PM,08:45 AM,06:40 PM,-1,-3,3,-3,54,11,73,0.0,983,3,10,225,32
2020-02-16 12:00:00,6,2,0.0,8.3,1,3,38,03:12 AM,12:09 PM,08:45 AM,06:40 PM,-0,0,6,0,59,45,65,0.0,984,6,10,236,45
2020-02-16 15:00:00,6,2,0.0,8.3,1,2,38,03:12 AM,12:09 PM,08:45 AM,06:40 PM,-1,-1,5,-1,60,100,67,0.6,986,5,10,236,44
2020-02-16 18:00:00,6,2,0.0,8.3,1,1,38,03:12 AM,12:09 PM,08:45 AM,06:40 PM,-0,-4,2,-4,61,72,83,0.9,989,2,0,234,37
2020-02-16 21:00:00,6,2,0.0,8.3,1,1,38,03:12 AM,12:09 PM,08:45 AM,06:40 PM,-1,-5,2,-5,73,65,77,0.0,992,2,10,229,44
2020-02-17 00:00:00,5,1,0.0,8.3,1,1,30,04:28 AM,12:41 PM,08:43 AM,06:42 PM,-1,-4,3,-4,70,98,74,0.0,994,3,10,231,44
2020-02-17 03:00:00,5,1,0.0,8.3,1,1,30,04:28 AM,12:41 PM,08:43 AM,06:42 PM,1,-2,4,-2,55,100,81,0.0,994,4,10,222,39
2020-02-17 06:00:00,5,1,0.0,8.3,1,1,30,04:28 AM,12:41 PM,08:43 AM,06:42 PM,4,0,5,0,43,93,91,0.4,996,5,2,231,28
2020-02-17 09:00:00,5,1,0.0,8.3,1,1,30,04:28 AM,12:41 PM,08:43 AM,06:42 PM,3,-0,4,-0,41,86,90,0.2,1000,4,9,251,26
2020-02-17 12:00:00,5,1,0.0,8.3,1,2,30,04:28 AM,12:41 PM,08:43 AM,06:42 PM,3,0,5,0,45,100,84,0.0,1004,5,10,261,32
2020-02-17 15:00:00,5,1,0.0,8.3,1,1,30,04:28 AM,12:41 PM,08:43 AM,06:42 PM,-0,-1,5,-1,48,52,71,0.4,1007,5,10,263,35
2020-02-17 18:00:00,5,1,0.0,8.3,1,1,30,04:28 AM,12:41 PM,08:43 AM,06:42 PM,-2,-4,2,-4,45,41,79,0.0,1010,2,10,246,25
2020-02-17 21:00:00,5,1,0.0,8.3,1,1,30,04:28 AM,12:41 PM,08:43 AM,06:42 PM,-2,-5,1,-5,43,72,82,0.0,1013,1,10,241,23
2020-02-18 00:00:00,6,0,0.4,6.7,1,1,22,05:39 AM,01:22 PM,08:41 AM,06:43 PM,-0,-4,1,-4,42,66,90,0.0,1015,1,10,238,25
2020-02-18 03:00:00,6,0,0.4,6.7,1,1,22,05:39 AM,01:22 PM,08:41 AM,06:43 PM,0,-3,2,-3,46,39,86,0.0,1014,2,10,226,26
2020-02-18 06:00:00,6,0,0.4,6.7,1,1,22,05:39 AM,01:22 PM,08:41 AM,06:43 PM,3,-1,4,-1,41,100,96,0.0,1013,4,10,243,27
2020-02-18 09:00:00,6,0,0.4,6.7,1,1,22,05:39 AM,01:22 PM,08:41 AM,06:43 PM,3,-1,4,-1,42,86,89,0.4,1013,4,9,229,25
2020-02-18 12:00:00,6,0,0.4,6.7,1,2,22,05:39 AM,01:22 PM,08:41 AM,06:43 PM,4,1,6,1,41,100,87,0.0,1012,6,10,241,29
2020-02-18 15:00:00,6,0,0.4,6.7,1,2,22,05:39 AM,01:22 PM,08:41 AM,06:43 PM,2,1,5,1,43,51,78,1.3,1012,5,10,271,30
2020-02-18 18:00:00,6,0,0.4,6.7,1,1,22,05:39 AM,01:22 PM,08:41 AM,06:43 PM,-1,-3,2,-3,39,86,85,0.5,1014,2,7,272,22
2020-02-18 21:00:00,6,0,0.4,6.7,1,1,22,05:39 AM,01:22 PM,08:41 AM,06:43 PM,-2,-5,0,-5,36,28,88,0.0,1017,0,10,258,19
2020-02-19 00:00:00,8,0,0.0,5.0,3,1,15,06:39 AM,02:11 PM,08:38 AM,06:45 PM,-2,-5,0,-5,34,18,89,0.0,1018,0,10,251,18
2020-02-19 03:00:00,8,0,0.0,5.0,3,1,15,06:39 AM,02:11 PM,08:38 AM,06:45 PM,-0,-4,1,-4,30,69,93,0.0,1018,1,10,228,15
2020-02-19 06:00:00,8,0,0.0,5.0,3,1,15,06:39 AM,02:11 PM,08:38 AM,06:45 PM,1,-2,2,-2,30,100,93,0.0,1017,2,10,215,19
2020-02-19 09:00:00,8,0,0.0,5.0,3,1,15,06:39 AM,02:11 PM,08:38 AM,06:45 PM,4,-0,4,-0,35,100,95,1.1,1014,4,9,194,22
2020-02-19 12:00:00,8,0,0.0,5.0,3,2,15,06:39 AM,02:11 PM,08:38 AM,06:45 PM,6,2,7,2,49,100,94,0.0,1010,7,10,202,31
2020-02-19 15:00:00,8,0,0.0,5.0,3,2,15,06:39 AM,02:11 PM,08:38 AM,06:45 PM,7,4,8,4,55,100,92,1.6,1007,8,9,220,35
2020-02-19 18:00:00,8,0,0.0,5.0,3,2,15,06:39 AM,02:11 PM,08:38 AM,06:45 PM,7,5,9,5,54,100,93,0.7,1005,5,2,217,35
2020-02-19 21:00:00,8,0,0.0,5.0,3,1,15,06:39 AM,02:11 PM,08:38 AM,06:45 PM,8,2,5,2,50,100,93,0.4,1003,2,2,209,32
2020-02-20 00:00:00,6,1,1.8,5.1,1,1,7,07:29 AM,03:11 PM,08:36 AM,06:47 PM,8,5,9,5,56,100,92,0.1,1000,9,10,206,37
2020-02-20 03:00:00,6,1,1.8,5.1,1,1,7,07:29 AM,03:11 PM,08:36 AM,06:47 PM,8,5,9,5,51,100,94,1.9,999,9,9,210,34
2020-02-20 06:00:00,6,1,1.8,5.1,1,1,7,07:29 AM,03:11 PM,08:36 AM,06:47 PM,5,3,6,3,20,100,95,3.3,999,6,7,252,13
2020-02-20 09:00:00,6,1,1.8,5.1,1,1,7,07:29 AM,03:11 PM,08:36 AM,06:47 PM,1,-2,3,-2,35,79,87,1.9,1003,3,5,279,24
2020-02-20 12:00:00,6,1,1.8,5.1,1,1,7,07:29 AM,03:11 PM,08:36 AM,06:47 PM,-1,-2,4,-2,47,81,71,0.2,1008,4,0,281,36
2020-02-20 15:00:00,6,1,1.8,5.1,1,1,7,07:29 AM,03:11 PM,08:36 AM,06:47 PM,-2,-1,4,-1,50,100,65,0.5,1011,4,10,273,36
2020-02-20 18:00:00,6,1,1.8,5.1,1,1,7,07:29 AM,03:11 PM,08:36 AM,06:47 PM,-2,-4,2,-4,42,85,78,0.2,1015,2,7,254,23
2020-02-20 21:00:00,6,1,1.8,5.1,1,1,7,07:29 AM,03:11 PM,08:36 AM,06:47 PM,-1,-4,1,-4,41,100,85,0.0,1017,1,10,239,23
2020-02-21 00:00:00,9,2,0.0,5.1,3,1,0,08:07 AM,04:16 PM,08:34 AM,06:49 PM,-0,-4,2,-4,49,60,85,0.0,1019,2,10,221,28
2020-02-21 03:00:00,9,2,0.0,5.1,3,1,0,08:07 AM,04:16 PM,08:34 AM,06:49 PM,1,-1,5,-1,53,97,80,0.0,1015,5,10,221,32
2020-02-21 06:00:00,9,2,0.0,5.1,3,1,0,08:07 AM,04:16 PM,08:34 AM,06:49 PM,3,1,7,1,64,100,77,0.0,1013,7,10,226,41
2020-02-21 09:00:00,9,2,0.0,5.1,3,2,0,08:07 AM,04:16 PM,08:34 AM,06:49 PM,5,3,8,3,60,100,86,0.4,1011,8,2,223,39
2020-02-21 12:00:00,9,2,0.0,5.1,3,2,0,08:07 AM,04:16 PM,08:34 AM,06:49 PM,7,4,8,4,57,100,90,0.8,1011,8,9,224,37
2020-02-21 15:00:00,9,2,0.0,5.1,3,2,0,08:07 AM,04:16 PM,08:34 AM,06:49 PM,8,5,9,5,54,100,92,1.8,1009,9,9,221,34
2020-02-21 18:00:00,9,2,0.0,5.1,3,2,0,08:07 AM,04:16 PM,08:34 AM,06:49 PM,9,6,9,6,62,100,92,1.7,1007,6,9,219,39
2020-02-21 21:00:00,9,2,0.0,5.1,3,1,0,08:07 AM,04:16 PM,08:34 AM,06:49 PM,9,4,8,4,62,100,93,2.5,1005,4,7,229,40
2020-02-22 00:00:00,6,3,0.0,5.1,1,1,0,08:36 AM,05:25 PM,08:32 AM,06:51 PM,8,5,9,5,61,100,91,1.6,1005,9,9,252,38
2020-02-22 03:00:00,6,3,0.0,5.1,1,1,0,08:36 AM,05:25 PM,08:32 AM,06:51 PM,5,3,8,3,71,77,82,1.3,1005,8,10,251,43
2020-02-22 06:00:00,6,3,0.0,5.1,1,1,0,08:36 AM,05:25 PM,08:32 AM,06:51 PM,4,-1,4,-1,44,100,95,1.2,1009,4,9,261,30
2020-02-22 09:00:00,6,3,0.0,5.1,1,1,0,08:36 AM,05:25 PM,08:32 AM,06:51 PM,3,-1,4,-1,50,100,89,0.5,1011,4,9,260,33
2020-02-22 12:00:00,6,3,0.0,5.1,1,2,0,08:36 AM,05:25 PM,08:32 AM,06:51 PM,2,0,6,0,51,100,80,0.2,1015,6,2,262,37
2020-02-22 15:00:00,6,3,0.0,5.1,1,2,0,08:36 AM,05:25 PM,08:32 AM,06:51 PM,3,0,5,0,46,100,85,0.4,1015,5,10,256,34
2020-02-22 18:00:00,6,3,0.0,5.1,1,1,0,08:36 AM,05:25 PM,08:32 AM,06:51 PM,3,0,5,0,35,100,88,0.0,1017,5,10,247,23
2020-02-22 21:00:00,6,3,0.0,5.1,1,1,0,08:36 AM,05:25 PM,08:32 AM,06:51 PM,3,3,5,3,35,100,88,0.1,1016,3,10,236,22
2020-02-23 00:00:00,7,4,0.0,5.1,2,1,0,08:59 AM,06:35 PM,08:30 AM,06:53 PM,5,2,5,2,26,100,96,0.0,1014,5,10,226,17
2020-02-23 03:00:00,7,4,0.0,5.1,2,1,0,08:59 AM,06:35 PM,08:30 AM,06:53 PM,5,6,6,6,4,100,97,4.5,1006,6,7,255,3
2020-02-23 06:00:00,7,4,0.0,5.1,2,1,0,08:59 AM,06:35 PM,08:30 AM,06:53 PM,6,3,7,3,35,100,95,0.0,1008,7,10,258,23
2020-02-23 09:00:00,7,4,0.0,5.1,2,2,0,08:59 AM,06:35 PM,08:30 AM,06:53 PM,4,1,5,1,35,100,90,0.3,1013,5,10,292,24
2020-02-23 12:00:00,7,4,0.0,5.1,2,1,0,08:59 AM,06:35 PM,08:30 AM,06:53 PM,2,1,5,1,23,90,81,0.1,1019,5,10,297,17
2020-02-23 15:00:00,7,4,0.0,5.1,2,2,0,08:59 AM,06:35 PM,08:30 AM,06:53 PM,1,3,6,3,19,73,68,0.1,1020,6,10,287,15
2020-02-23 18:00:00,7,4,0.0,5.1,2,1,0,08:59 AM,06:35 PM,08:30 AM,06:53 PM,1,4,4,4,7,69,78,0.0,1022,4,10,224,4
2020-02-23 21:00:00,7,4,0.0,5.1,2,1,0,08:59 AM,06:35 PM,08:30 AM,06:53 PM,1,1,4,1,17,100,83,0.1,1020,4,10,150,11
2020-02-24 00:00:00,11,2,0.0,6.8,2,1,0,09:18 AM,07:44 PM,08:28 AM,06:55 PM,2,-2,2,-2,28,100,97,1.0,1015,2,9,122,18
2020-02-24 03:00:00,11,2,0.0,6.8,2,1,0,09:18 AM,07:44 PM,08:28 AM,06:55 PM,8,5,9,5,48,100,96,5.6,1005,9,7,186,30
2020-02-24 06:00:00,11,2,0.0,6.8,2,1,0,09:18 AM,07:44 PM,08:28 AM,06:55 PM,10,7,11,7,54,100,94,3.3,999,11,7,227,34
2020-02-24 09:00:00,11,2,0.0,6.8,2,3,0,09:18 AM,07:44 PM,08:28 AM,06:55 PM,9,7,11,7,50,100,91,0.5,998,11,2,232,33
2020-02-24 12:00:00,11,2,0.0,6.8,2,2,0,09:18 AM,07:44 PM,08:28 AM,06:55 PM,5,3,7,3,49,89,85,0.2,1001,7,2,280,37
2020-02-24 15:00:00,11,2,0.0,6.8,2,2,0,09:18 AM,07:44 PM,08:28 AM,06:55 PM,3,2,6,2,45,96,81,0.2,1003,6,10,283,31
2020-02-24 18:00:00,11,2,0.0,6.8,2,2,0,09:18 AM,07:44 PM,08:28 AM,06:55 PM,1,-1,3,-1,36,43,83,0.1,1005,3,10,274,20
2020-02-24 21:00:00,11,2,0.0,6.8,2,1,0,09:18 AM,07:44 PM,08:28 AM,06:55 PM,-0,-3,2,-3,33,35,87,0.0,1005,2,10,249,18
2020-02-25 00:00:00,3,0,1.5,6.8,1,1,8,09:35 AM,08:52 PM,08:25 AM,06:57 PM,0,-3,2,-3,35,90,92,0.1,1005,2,7,230,20
2020-02-25 03:00:00,3,0,1.5,6.8,1,1,8,09:35 AM,08:52 PM,08:25 AM,06:57 PM,1,-4,1,-4,35,100,97,0.9,1002,1,2,245,24
2020-02-25 06:00:00,3,0,1.5,6.8,1,1,8,09:35 AM,08:52 PM,08:25 AM,06:57 PM,-1,-5,0,-5,35,83,92,0.3,1002,0,5,238,19
2020-02-25 09:00:00,3,0,1.5,6.8,1,1,8,09:35 AM,08:52 PM,08:25 AM,06:57 PM,1,-2,3,-2,31,73,89,0.1,999,3,10,235,21
2020-02-25 12:00:00,3,0,1.5,6.8,1,1,8,09:35 AM,08:52 PM,08:25 AM,06:57 PM,1,-3,3,-3,37,86,88,0.0,998,3,10,257,29
2020-02-25 15:00:00,3,0,1.5,6.8,1,1,8,09:35 AM,08:52 PM,08:25 AM,06:57 PM,-1,-3,3,-3,47,80,76,0.9,996,3,0,277,36
2020-02-25 18:00:00,3,0,1.5,6.8,1,1,8,09:35 AM,08:52 PM,08:25 AM,06:57 PM,-2,-5,0,-5,41,56,83,0.4,997,0,7,269,25
2020-02-25 21:00:00,3,0,1.5,6.8,1,1,8,09:35 AM,08:52 PM,08:25 AM,06:57 PM,-1,-6,0,-6,48,99,91,0.8,998,0,0,281,32
2020-02-26 00:00:00,4,-0,0.6,6.8,1,1,15,09:50 AM,10:00 PM,08:23 AM,06:59 PM,-1,-5,1,-5,44,84,86,0.0,999,1,9,281,27
2020-02-26 03:00:00,4,-0,0.6,6.8,1,1,15,09:50 AM,10:00 PM,08:23 AM,06:59 PM,0,-5,2,-5,53,100,88,0.5,1002,2,0,295,34
2020-02-26 06:00:00,4,-0,0.6,6.8,1,1,15,09:50 AM,10:00 PM,08:23 AM,06:59 PM,-2,-6,-0,-6,43,72,85,0.5,1006,-0,7,289,23
2020-02-26 09:00:00,4,-0,0.6,6.8,1,2,15,09:50 AM,10:00 PM,08:23 AM,06:59 PM,-2,-4,1,-4,27,28,81,0.0,1008,1,10,272,17
2020-02-26 12:00:00,4,-0,0.6,6.8,1,1,15,09:50 AM,10:00 PM,08:23 AM,06:59 PM,-0,-1,4,-1,30,64,75,0.0,1009,4,10,261,24
2020-02-26 15:00:00,4,-0,0.6,6.8,1,1,15,09:50 AM,10:00 PM,08:23 AM,06:59 PM,1,-0,4,-0,33,86,77,0.6,1008,4,10,261,24
2020-02-26 18:00:00,4,-0,0.6,6.8,1,1,15,09:50 AM,10:00 PM,08:23 AM,06:59 PM,-0,-2,2,-2,27,100,88,0.2,1006,2,7,244,15
2020-02-26 21:00:00,4,-0,0.6,6.8,1,1,15,09:50 AM,10:00 PM,08:23 AM,06:59 PM,-1,-3,1,-3,23,100,93,0.0,1006,1,10,227,13
2020-02-27 00:00:00,6,1,0.2,8.5,1,1,23,10:04 AM,11:08 PM,08:21 AM,07:01 PM,-0,-2,1,-2,14,58,94,0.0,1003,1,2,202,8
2020-02-27 03:00:00,6,1,0.2,8.5,1,1,23,10:04 AM,11:08 PM,08:21 AM,07:01 PM,1,-1,2,-1,12,100,98,0.2,1000,2,5,287,8
2020-02-27 06:00:00,6,1,0.2,8.5,1,1,23,10:04 AM,11:08 PM,08:21 AM,07:01 PM,0,-2,1,-2,18,66,94,0.0,1001,1,10,309,12
2020-02-27 09:00:00,6,1,0.2,8.5,1,2,23,10:04 AM,11:08 PM,08:21 AM,07:01 PM,-1,-3,1,-3,17,17,88,0.0,1003,1,10,284,12
2020-02-27 12:00:00,6,1,0.2,8.5,1,3,23,10:04 AM,11:08 PM,08:21 AM,07:01 PM,-1,1,5,1,25,29,61,0.0,1007,5,10,305,22
2020-02-27 15:00:00,6,1,0.2,8.5,1,2,23,10:04 AM,11:08 PM,08:21 AM,07:01 PM,-1,2,6,2,28,89,61,0.1,1009,6,10,289,22
2020-02-27 18:00:00,6,1,0.2,8.5,1,1,23,10:04 AM,11:08 PM,08:21 AM,07:01 PM,-1,-1,2,-1,22,61,81,0.1,1010,2,10,242,10
2020-02-27 21:00:00,6,1,0.2,8.5,1,1,23,10:04 AM,11:08 PM,08:21 AM,07:01 PM,-2,-3,1,-3,24,100,84,0.0,1011,1,10,201,12
2020-02-28 00:00:00,12,1,0.0,5.4,2,1,30,10:19 AM,No moonset,08:19 AM,07:03 PM,-2,-2,1,-2,27,100,77,0.0,1010,1,10,172,13
2020-02-28 03:00:00,12,1,0.0,5.4,2,1,30,10:19 AM,No moonset,08:19 AM,07:03 PM,2,-0,4,-0,26,100,88,0.0,1005,4,10,152,15
2020-02-28 06:00:00,12,1,0.0,5.4,2,1,30,10:19 AM,No moonset,08:19 AM,07:03 PM,4,1,5,1,26,100,95,0.0,999,5,10,129,17
2020-02-28 09:00:00,12,1,0.0,5.4,2,2,30,10:19 AM,No moonset,08:19 AM,07:03 PM,7,5,8,5,39,100,95,3.9,993,8,7,178,23
2020-02-28 12:00:00,12,1,0.0,5.4,2,3,30,10:19 AM,No moonset,08:19 AM,07:03 PM,10,9,12,9,42,100,89,0.5,990,12,2,217,29
2020-02-28 15:00:00,12,1,0.0,5.4,2,3,30,10:19 AM,No moonset,08:19 AM,07:03 PM,9,9,12,9,36,100,87,0.6,989,12,10,225,24
2020-02-28 18:00:00,12,1,0.0,5.4,2,2,30,10:19 AM,No moonset,08:19 AM,07:03 PM,8,6,9,6,34,80,94,0.0,986,9,10,191,21
2020-02-28 21:00:00,12,1,0.0,5.4,2,1,30,10:19 AM,No moonset,08:19 AM,07:03 PM,8,6,9,6,35,100,95,0.0,980,9,10,182,21
2020-02-29 00:00:00,4,-6,1.5,7.0,1,1,38,10:36 AM,12:16 AM,08:16 AM,07:05 PM,9,6,9,6,30,100,97,0.0,976,9,10,204,20
2020-02-29 03:00:00,4,-6,1.5,7.0,1,1,38,10:36 AM,12:16 AM,08:16 AM,07:05 PM,3,-1,4,-1,36,100,91,0.7,977,4,9,246,24
2020-02-29 06:00:00,4,-6,1.5,7.0,1,1,38,10:36 AM,12:16 AM,08:16 AM,07:05 PM,-1,-4,1,-4,37,82,86,0.5,979,1,5,222,22
2020-02-29 09:00:00,4,-6,1.5,7.0,1,1,38,10:36 AM,12:16 AM,08:16 AM,07:05 PM,-2,-5,1,-5,44,23,78,0.0,977,1,7,218,31
2020-02-29 12:00:00,4,-6,1.5,7.0,1,1,38,10:36 AM,12:16 AM,08:16 AM,07:05 PM,-2,-3,4,-3,55,91,64,0.1,975,4,2,222,46
2020-02-29 15:00:00,4,-6,1.5,7.0,1,1,38,10:36 AM,12:16 AM,08:16 AM,07:05 PM,0,-6,2,-6,75,100,85,0.6,971,2,0,227,60
2020-02-29 18:00:00,4,-6,1.5,7.0,1,1,38,10:36 AM,12:16 AM,08:16 AM,07:05 PM,2,-2,2,-2,73,100,92,1.2,973,-2,2,245,51
2020-02-29 21:00:00,4,-6,1.5,7.0,1,1,38,10:36 AM,12:16 AM,08:16 AM,07:05 PM,0,-6,-2,-6,58,98,85,0.1,976,-6,10,240,36
2020-03-01 00:00:00,5,-1,0.2,5.5,1,1,44,10:55 AM,01:26 AM,08:14 AM,07:07 PM,-0,-4,2,-4,61,100,84,0.0,978,2,2,243,39
2020-03-01 03:00:00,5,-1,0.2,5.5,1,1,44,10:55 AM,01:26 AM,08:14 AM,07:07 PM,-2,-4,2,-4,57,65,78,0.0,980,2,10,240,33
