date_time,Cloncurry_maxtempC,Cloncurry_mintempC,Cloncurry_totalSnow_cm,Cloncurry_sunHour,Cloncurry_uvIndex,Cloncurry_uvIndex,Cloncurry_moon_illumination,Cloncurry_moonrise,Cloncurry_moonset,Cloncurry_sunrise,Cloncurry_sunset,Cloncurry_DewPointC,Cloncurry_FeelsLikeC,Cloncurry_HeatIndexC,Cloncurry_WindChillC,Cloncurry_WindGustKmph,Cloncurry_cloudcover,Cloncurry_humidity,Cloncurry_precipMM,Cloncurry_pressure,Cloncurry_tempC,Cloncurry_visibility,Cloncurry_winddirDegree,Cloncurry_windspeedKmph
2020-01-22 21:00:00,10,6,0.0,3.9,2,1,11,07:45 AM,03:24 PM,09:28 AM,05:52 PM,5,6,6,6,1,44,96,0.0,1037,6,10,271,0
2020-01-23 00:00:00,8,3,0.0,2.1,2,1,3,08:43 AM,04:18 PM,09:27 AM,05:53 PM,5,5,5,5,5,100,97,0.0,1037,5,0,290,3
2020-01-23 03:00:00,8,3,0.0,2.1,2,1,3,08:43 AM,04:18 PM,09:27 AM,05:53 PM,5,6,6,6,4,51,96,0.0,1035,6,2,268,2
2020-01-23 06:00:00,8,3,0.0,2.1,2,1,3,08:43 AM,04:18 PM,09:27 AM,05:53 PM,5,6,6,6,6,51,97,0.0,1033,6,2,197,3
2020-01-23 09:00:00,8,3,0.0,2.1,2,2,3,08:43 AM,04:18 PM,09:27 AM,05:53 PM,5,5,6,5,8,100,98,0.0,1033,6,0,245,4
2020-01-23 12:00:00,8,3,0.0,2.1,2,2,3,08:43 AM,04:18 PM,09:27 AM,05:53 PM,7,7,8,7,9,83,95,0.0,1033,8,2,273,7
2020-01-23 15:00:00,8,3,0.0,2.1,2,2,3,08:43 AM,04:18 PM,09:27 AM,05:53 PM,7,8,8,8,7,93,95,0.0,1030,8,2,231,5
2020-01-23 18:00:00,8,3,0.0,2.1,2,2,3,08:43 AM,04:18 PM,09:27 AM,05:53 PM,6,6,7,6,8,100,97,0.0,1029,7,0,224,5
2020-01-23 21:00:00,8,3,0.0,2.1,2,1,3,08:43 AM,04:18 PM,09:27 AM,05:53 PM,7,3,6,3,7,100,97,0.0,1028,3,0,261,5
2020-01-24 00:00:00,8,4,0.0,2.1,2,1,0,09:30 AM,05:20 PM,09:25 AM,05:55 PM,6,5,6,5,11,100,97,0.0,1028,6,0,224,6
2020-01-24 03:00:00,8,4,0.0,2.1,2,1,0,09:30 AM,05:20 PM,09:25 AM,05:55 PM,4,3,4,3,12,94,97,0.0,1025,4,2,227,6
2020-01-24 06:00:00,8,4,0.0,2.1,2,1,0,09:30 AM,05:20 PM,09:25 AM,05:55 PM,5,4,6,4,11,75,96,0.0,1025,6,2,210,7
2020-01-24 09:00:00,8,4,0.0,2.1,2,1,0,09:30 AM,05:20 PM,09:25 AM,05:55 PM,4,2,4,2,16,100,98,0.0,1024,4,0,205,8
2020-01-24 12:00:00,8,4,0.0,2.1,2,2,0,09:30 AM,05:20 PM,09:25 AM,05:55 PM,6,6,8,6,11,85,90,0.0,1023,8,10,234,9
2020-01-24 15:00:00,8,4,0.0,2.1,2,2,0,09:30 AM,05:20 PM,09:25 AM,05:55 PM,6,7,8,7,10,98,88,0.0,1021,8,10,246,8
2020-01-24 18:00:00,8,4,0.0,2.1,2,2,0,09:30 AM,05:20 PM,09:25 AM,05:55 PM,6,6,7,6,9,98,92,0.0,1021,7,10,207,6
2020-01-24 21:00:00,8,4,0.0,2.1,2,1,0,09:30 AM,05:20 PM,09:25 AM,05:55 PM,5,6,7,6,12,75,90,0.0,1020,7,10,176,7
2020-01-25 00:00:00,8,2,0.0,2.1,2,1,0,10:05 AM,06:28 PM,09:24 AM,05:57 PM,6,5,7,5,15,71,92,0.0,1019,7,10,177,9
2020-01-25 03:00:00,8,2,0.0,2.1,2,1,0,10:05 AM,06:28 PM,09:24 AM,05:57 PM,4,3,5,3,19,76,91,0.0,1016,5,10,178,11
2020-01-25 06:00:00,8,2,0.0,2.1,2,1,0,10:05 AM,06:28 PM,09:24 AM,05:57 PM,5,3,6,3,27,80,93,0.0,1015,6,10,199,17
2020-01-25 09:00:00,8,2,0.0,2.1,2,2,0,10:05 AM,06:28 PM,09:24 AM,05:57 PM,5,3,6,3,26,95,92,0.0,1014,6,10,191,16
2020-01-25 12:00:00,8,2,0.0,2.1,2,2,0,10:05 AM,06:28 PM,09:24 AM,05:57 PM,5,5,8,5,29,70,81,0.0,1013,8,10,202,22
2020-01-25 15:00:00,8,2,0.0,2.1,2,2,0,10:05 AM,06:28 PM,09:24 AM,05:57 PM,4,4,8,4,29,71,79,0.1,1011,8,10,192,21
2020-01-25 18:00:00,8,2,0.0,2.1,2,3,0,10:05 AM,06:28 PM,09:24 AM,05:57 PM,3,2,5,2,30,51,88,0.0,1009,5,10,182,17
2020-01-25 21:00:00,8,2,0.0,2.1,2,1,0,10:05 AM,06:28 PM,09:24 AM,05:57 PM,4,2,5,2,34,80,87,0.0,1007,2,10,180,22
2020-01-26 00:00:00,9,-1,0.0,2.1,1,1,4,10:33 AM,07:38 PM,09:22 AM,05:59 PM,5,3,7,3,40,85,85,0.0,1005,7,10,187,26
2020-01-26 03:00:00,9,-1,0.0,2.1,1,1,4,10:33 AM,07:38 PM,09:22 AM,05:59 PM,6,4,8,4,41,100,89,0.1,1002,8,10,185,28
2020-01-26 06:00:00,9,-1,0.0,2.1,1,1,4,10:33 AM,07:38 PM,09:22 AM,05:59 PM,8,5,9,5,36,100,94,0.4,1000,9,2,199,24
2020-01-26 09:00:00,9,-1,0.0,2.1,1,2,4,10:33 AM,07:38 PM,09:22 AM,05:59 PM,4,2,6,2,31,65,88,2.0,1002,6,9,257,21
2020-01-26 12:00:00,9,-1,0.0,2.1,1,1,4,10:33 AM,07:38 PM,09:22 AM,05:59 PM,1,0,5,0,33,81,76,1.5,1004,5,9,256,25
2020-01-26 15:00:00,9,-1,0.0,2.1,1,1,4,10:33 AM,07:38 PM,09:22 AM,05:59 PM,1,1,5,1,19,86,76,0.1,1004,5,10,241,14
2020-01-26 18:00:00,9,-1,0.0,2.1,1,1,4,10:33 AM,07:38 PM,09:22 AM,05:59 PM,-1,-3,1,-3,27,86,87,0.1,1002,1,10,175,14
2020-01-26 21:00:00,9,-1,0.0,2.1,1,1,4,10:33 AM,07:38 PM,09:22 AM,05:59 PM,-1,-1,2,-1,33,75,78,0.0,999,-1,10,166,18
2020-01-27 00:00:00,5,0,3.7,6.9,2,1,11,10:55 AM,08:47 PM,09:21 AM,06:01 PM,3,-0,4,-0,35,37,90,0.0,996,4,10,220,22
2020-01-27 03:00:00,5,0,3.7,6.9,2,1,11,10:55 AM,08:47 PM,09:21 AM,06:01 PM,1,-2,3,-2,48,15,86,0.0,995,3,10,221,28
2020-01-27 06:00:00,5,0,3.7,6.9,2,1,11,10:55 AM,08:47 PM,09:21 AM,06:01 PM,-1,-5,1,-5,40,16,86,0.0,996,1,10,218,22
2020-01-27 09:00:00,5,0,3.7,6.9,2,2,11,10:55 AM,08:47 PM,09:21 AM,06:01 PM,-2,-5,0,-5,39,33,87,0.0,995,0,10,204,22
2020-01-27 12:00:00,5,0,3.7,6.9,2,2,11,10:55 AM,08:47 PM,09:21 AM,06:01 PM,-0,-0,4,-0,30,44,74,0.0,994,4,10,210,23
2020-01-27 15:00:00,5,0,3.7,6.9,2,2,11,10:55 AM,08:47 PM,09:21 AM,06:01 PM,1,1,5,1,21,47,75,0.0,990,5,10,194,15
2020-01-27 18:00:00,5,0,3.7,6.9,2,1,11,10:55 AM,08:47 PM,09:21 AM,06:01 PM,1,1,3,1,9,100,90,0.0,987,3,9,161,6
2020-01-27 21:00:00,5,0,3.7,6.9,2,1,11,10:55 AM,08:47 PM,09:21 AM,06:01 PM,1,-2,1,-2,16,100,99,4.4,986,1,2,269,11
2020-01-28 00:00:00,4,-1,3.7,3.3,1,1,18,11:13 AM,09:57 PM,09:19 AM,06:03 PM,-0,-4,1,-4,31,100,92,4.0,988,1,2,284,21
2020-01-28 03:00:00,4,-1,3.7,3.3,1,1,18,11:13 AM,09:57 PM,09:19 AM,06:03 PM,-3,-6,-1,-6,32,8,91,0.0,991,-1,10,226,16
2020-01-28 06:00:00,4,-1,3.7,3.3,1,1,18,11:13 AM,09:57 PM,09:19 AM,06:03 PM,-2,-5,0,-5,39,26,88,0.0,991,0,10,226,21
2020-01-28 09:00:00,4,-1,3.7,3.3,1,1,18,11:13 AM,09:57 PM,09:19 AM,06:03 PM,-0,-6,1,-6,47,100,95,0.4,992,1,0,229,30
2020-01-28 12:00:00,4,-1,3.7,3.3,1,1,18,11:13 AM,09:57 PM,09:19 AM,06:03 PM,2,-4,2,-4,39,100,96,1.5,995,2,0,272,29
2020-01-28 15:00:00,4,-1,3.7,3.3,1,1,18,11:13 AM,09:57 PM,09:19 AM,06:03 PM,2,-1,4,-1,38,84,85,0.5,997,4,9,266,26
2020-01-28 18:00:00,4,-1,3.7,3.3,1,1,18,11:13 AM,09:57 PM,09:19 AM,06:03 PM,-1,-4,1,-4,36,89,89,0.4,1000,1,5,251,19
2020-01-28 21:00:00,4,-1,3.7,3.3,1,1,18,11:13 AM,09:57 PM,09:19 AM,06:03 PM,-2,-5,0,-5,37,75,89,0.0,1002,0,10,252,19
2020-01-29 00:00:00,7,-0,0.0,3.3,2,1,26,11:29 AM,11:04 PM,09:18 AM,06:05 PM,-2,-6,-0,-6,38,24,90,0.0,1004,-0,10,246,20
2020-01-29 03:00:00,7,-0,0.0,3.3,2,1,26,11:29 AM,11:04 PM,09:18 AM,06:05 PM,-1,-4,1,-4,35,63,92,0.0,1004,1,10,237,18
2020-01-29 06:00:00,7,-0,0.0,3.3,2,1,26,11:29 AM,11:04 PM,09:18 AM,06:05 PM,-0,-4,1,-4,35,30,93,0.0,1005,1,10,233,18
2020-01-29 09:00:00,7,-0,0.0,3.3,2,2,26,11:29 AM,11:04 PM,09:18 AM,06:05 PM,1,-3,2,-3,38,28,93,0.0,1005,2,10,211,20
2020-01-29 12:00:00,7,-0,0.0,3.3,2,2,26,11:29 AM,11:04 PM,09:18 AM,06:05 PM,4,2,7,2,43,100,82,0.0,1006,7,10,228,31
2020-01-29 15:00:00,7,-0,0.0,3.3,2,2,26,11:29 AM,11:04 PM,09:18 AM,06:05 PM,5,3,7,3,47,100,83,0.0,1004,7,10,237,30
2020-01-29 18:00:00,7,-0,0.0,3.3,2,2,26,11:29 AM,11:04 PM,09:18 AM,06:05 PM,4,2,6,2,41,94,88,0.0,1005,6,10,228,22
2020-01-29 21:00:00,7,-0,0.0,3.3,2,1,26,11:29 AM,11:04 PM,09:18 AM,06:05 PM,3,1,5,1,38,63,90,0.0,1005,5,10,214,21
2020-01-30 00:00:00,12,4,0.0,3.3,3,1,33,11:44 AM,No moonset,09:16 AM,06:06 PM,3,0,4,0,36,29,90,0.0,1004,4,10,207,18
2020-01-30 03:00:00,12,4,0.0,3.3,3,1,33,11:44 AM,No moonset,09:16 AM,06:06 PM,4,1,5,1,35,91,96,0.0,1001,5,10,190,20
2020-01-30 06:00:00,12,4,0.0,3.3,3,1,33,11:44 AM,No moonset,09:16 AM,06:06 PM,7,4,8,4,39,100,96,0.0,999,8,10,188,23
2020-01-30 09:00:00,12,4,0.0,3.3,3,2,33,11:44 AM,No moonset,09:16 AM,06:06 PM,9,6,9,6,40,100,95,0.0,996,9,10,196,26
2020-01-30 12:00:00,12,4,0.0,3.3,3,3,33,11:44 AM,No moonset,09:16 AM,06:06 PM,10,9,12,9,39,100,89,0.0,996,12,10,229,28
2020-01-30 15:00:00,12,4,0.0,3.3,3,3,33,11:44 AM,No moonset,09:16 AM,06:06 PM,7,7,10,7,45,69,80,0.1,997,10,10,255,33
2020-01-30 18:00:00,12,4,0.0,3.3,3,2,33,11:44 AM,No moonset,09:16 AM,06:06 PM,5,4,7,4,37,100,87,0.0,1000,7,10,258,23
2020-01-30 21:00:00,12,4,0.0,3.3,3,1,33,11:44 AM,No moonset,09:16 AM,06:06 PM,5,3,7,3,28,80,88,0.0,1002,7,10,217,17
2020-01-31 00:00:00,13,8,0.0,6.9,3,1,37,11:58 AM,12:12 AM,09:15 AM,06:08 PM,7,6,9,6,42,75,89,0.0,1000,9,10,203,26
2020-01-31 03:00:00,13,8,0.0,6.9,3,1,37,11:58 AM,12:12 AM,09:15 AM,06:08 PM,9,7,11,7,51,100,90,0.0,998,11,10,218,33
2020-01-31 06:00:00,13,8,0.0,6.9,3,1,37,11:58 AM,12:12 AM,09:15 AM,06:08 PM,10,8,11,8,46,100,93,0.0,998,11,10,220,30
2020-01-31 09:00:00,13,8,0.0,6.9,3,3,37,11:58 AM,12:12 AM,09:15 AM,06:08 PM,10,8,11,8,45,100,93,0.1,997,11,10,216,29
2020-01-31 12:00:00,13,8,0.0,6.9,3,4,37,11:58 AM,12:12 AM,09:15 AM,06:08 PM,11,10,13,10,41,41,86,0.0,997,13,10,217,30
2020-01-31 15:00:00,13,8,0.0,6.9,3,4,37,11:58 AM,12:12 AM,09:15 AM,06:08 PM,8,9,12,9,41,33,78,0.0,995,12,10,223,28
2020-01-31 18:00:00,13,8,0.0,6.9,3,3,37,11:58 AM,12:12 AM,09:15 AM,06:08 PM,8,7,10,7,45,97,85,0.1,996,10,10,221,30
2020-01-31 21:00:00,13,8,0.0,6.9,3,1,37,11:58 AM,12:12 AM,09:15 AM,06:08 PM,6,4,8,4,48,93,87,0.2,995,8,10,221,28
2020-02-01 00:00:00,9,4,0.0,3.4,2,1,49,12:14 PM,01:20 AM,09:13 AM,06:10 PM,3,3,7,3,50,67,74,0.1,995,7,10,232,32
2020-02-01 03:00:00,9,4,0.0,3.4,2,1,49,12:14 PM,01:20 AM,09:13 AM,06:10 PM,4,2,7,2,54,94,80,0.1,995,7,10,232,34
2020-02-01 06:00:00,9,4,0.0,3.4,2,1,49,12:14 PM,01:20 AM,09:13 AM,06:10 PM,3,2,7,2,51,100,76,0.1,996,7,10,240,33
2020-02-01 09:00:00,9,4,0.0,3.4,2,2,49,12:14 PM,01:20 AM,09:13 AM,06:10 PM,2,0,5,0,51,83,82,0.1,996,5,10,234,30
2020-02-01 12:00:00,9,4,0.0,3.4,2,2,49,12:14 PM,01:20 AM,09:13 AM,06:10 PM,5,3,8,3,57,100,82,0.1,999,8,10,249,38
2020-02-01 15:00:00,9,4,0.0,3.4,2,2,49,12:14 PM,01:20 AM,09:13 AM,06:10 PM,6,6,9,6,37,93,78,0.3,1002,9,10,274,27
2020-02-01 18:00:00,9,4,0.0,3.4,2,2,49,12:14 PM,01:20 AM,09:13 AM,06:10 PM,4,2,5,2,32,87,91,0.2,1006,5,9,258,17
2020-02-01 21:00:00,9,4,0.0,3.4,2,1,49,12:14 PM,01:20 AM,09:13 AM,06:10 PM,3,1,4,1,20,62,96,0.0,1007,4,2,191,11
2020-02-02 00:00:00,9,5,0.0,3.4,2,1,57,12:32 PM,02:29 AM,09:11 AM,06:12 PM,4,3,5,3,15,89,93,0.0,1005,5,10,161,9
2020-02-02 03:00:00,9,5,0.0,3.4,2,1,57,12:32 PM,02:29 AM,09:11 AM,06:12 PM,4,3,5,3,13,100,94,2.2,999,5,9,105,9
2020-02-02 06:00:00,9,5,0.0,3.4,2,1,57,12:32 PM,02:29 AM,09:11 AM,06:12 PM,6,3,6,3,27,95,95,0.0,998,6,10,188,16
2020-02-02 09:00:00,9,5,0.0,3.4,2,2,57,12:32 PM,02:29 AM,09:11 AM,06:12 PM,6,3,7,3,38,57,93,0.1,999,7,10,231,22
2020-02-02 12:00:00,9,5,0.0,3.4,2,2,57,12:32 PM,02:29 AM,09:11 AM,06:12 PM,6,6,9,6,42,85,81,0.2,1001,9,10,235,31
2020-02-02 15:00:00,9,5,0.0,3.4,2,2,57,12:32 PM,02:29 AM,09:11 AM,06:12 PM,5,5,9,5,44,84,78,1.0,1001,9,9,240,30
2020-02-02 18:00:00,9,5,0.0,3.4,2,2,57,12:32 PM,02:29 AM,09:11 AM,06:12 PM,5,3,7,3,45,77,87,0.4,1001,7,10,223,27
2020-02-02 21:00:00,9,5,0.0,3.4,2,1,57,12:32 PM,02:29 AM,09:11 AM,06:12 PM,5,3,7,3,48,100,87,0.1,1002,7,10,238,30
2020-02-03 00:00:00,6,2,0.0,6.9,1,1,64,12:54 PM,03:40 AM,09:10 AM,06:14 PM,3,1,5,1,40,88,87,0.2,1006,5,9,242,22
2020-02-03 03:00:00,6,2,0.0,6.9,1,1,64,12:54 PM,03:40 AM,09:10 AM,06:14 PM,3,1,5,1,36,77,88,0.1,1008,5,10,250,19
2020-02-03 06:00:00,6,2,0.0,6.9,1,1,64,12:54 PM,03:40 AM,09:10 AM,06:14 PM,0,-1,3,-1,36,72,81,0.1,1011,3,10,253,19
2020-02-03 09:00:00,6,2,0.0,6.9,1,2,64,12:54 PM,03:40 AM,09:10 AM,06:14 PM,0,-1,3,-1,34,46,81,0.0,1012,3,10,251,20
2020-02-03 12:00:00,6,2,0.0,6.9,1,3,64,12:54 PM,03:40 AM,09:10 AM,06:14 PM,0,1,6,1,37,41,67,0.0,1014,6,10,268,28
2020-02-03 15:00:00,6,2,0.0,6.9,1,2,64,12:54 PM,03:40 AM,09:10 AM,06:14 PM,0,2,6,2,36,57,66,0.1,1013,6,10,272,26
2020-02-03 18:00:00,6,2,0.0,6.9,1,1,64,12:54 PM,03:40 AM,09:10 AM,06:14 PM,0,-2,3,-2,37,88,83,0.1,1014,3,10,260,20
2020-02-03 21:00:00,6,2,0.0,6.9,1,1,64,12:54 PM,03:40 AM,09:10 AM,06:14 PM,-1,-3,2,-3,44,38,82,0.0,1015,2,10,260,23
2020-02-04 00:00:00,7,2,0.0,8.7,1,1,72,01:22 PM,04:52 AM,09:08 AM,06:16 PM,1,-2,3,-2,45,100,82,0.3,1017,3,10,279,27
2020-02-04 03:00:00,7,2,0.0,8.7,1,1,72,01:22 PM,04:52 AM,09:08 AM,06:16 PM,2,-3,3,-3,48,67,94,0.8,1018,3,10,288,29
2020-02-04 06:00:00,7,2,0.0,8.7,1,1,72,01:22 PM,04:52 AM,09:08 AM,06:16 PM,1,-3,3,-3,42,100,91,0.5,1022,3,10,298,25
2020-02-04 09:00:00,7,2,0.0,8.7,1,2,72,01:22 PM,04:52 AM,09:08 AM,06:16 PM,1,-2,3,-2,40,9,86,0.0,1025,3,10,292,22
2020-02-04 12:00:00,7,2,0.0,8.7,1,3,72,01:22 PM,04:52 AM,09:08 AM,06:16 PM,3,3,7,3,39,36,74,0.0,1029,7,10,312,28
2020-02-04 15:00:00,7,2,0.0,8.7,1,3,72,01:22 PM,04:52 AM,09:08 AM,06:16 PM,2,4,7,4,30,37,72,0.0,1031,7,10,311,21
2020-02-04 18:00:00,7,2,0.0,8.7,1,2,72,01:22 PM,04:52 AM,09:08 AM,06:16 PM,1,0,3,0,19,23,90,0.0,1033,3,10,292,9
2020-02-04 21:00:00,7,2,0.0,8.7,1,1,72,01:22 PM,04:52 AM,09:08 AM,06:16 PM,1,0,2,0,10,31,93,0.0,1035,2,10,279,5
2020-02-05 00:00:00,7,1,0.0,8.7,2,1,79,02:00 PM,06:03 AM,09:06 AM,06:18 PM,0,-1,1,-1,11,16,94,0.0,1037,1,10,217,5
2020-02-05 03:00:00,7,1,0.0,8.7,2,1,79,02:00 PM,06:03 AM,09:06 AM,06:18 PM,-0,-0,1,-0,10,86,92,0.0,1036,1,10,181,5
2020-02-05 06:00:00,7,1,0.0,8.7,2,1,79,02:00 PM,06:03 AM,09:06 AM,06:18 PM,-0,-1,2,-1,17,100,87,0.0,1037,2,10,207,8
2020-02-05 09:00:00,7,1,0.0,8.7,2,2,79,02:00 PM,06:03 AM,09:06 AM,06:18 PM,0,0,3,0,16,4,86,0.0,1037,3,10,173,8
2020-02-05 12:00:00,7,1,0.0,8.7,2,3,79,02:00 PM,06:03 AM,09:06 AM,06:18 PM,3,4,7,4,18,32,76,0.0,1036,7,10,196,13
2020-02-05 15:00:00,7,1,0.0,8.7,2,3,79,02:00 PM,06:03 AM,09:06 AM,06:18 PM,4,5,7,5,21,8,80,0.0,1034,7,10,190,15
2020-02-05 18:00:00,7,1,0.0,8.7,2,2,79,02:00 PM,06:03 AM,09:06 AM,06:18 PM,3,1,4,1,25,10,92,0.0,1033,4,10,180,12
2020-02-05 21:00:00,7,1,0.0,8.7,2,1,79,02:00 PM,06:03 AM,09:06 AM,06:18 PM,2,-0,3,-0,22,14,92,0.0,1033,3,10,172,10
2020-02-06 00:00:00,8,2,0.0,6.9,2,1,87,02:50 PM,07:10 AM,09:04 AM,06:20 PM,1,-0,3,-0,21,6,91,0.0,1032,3,10,175,10
2020-02-06 03:00:00,8,2,0.0,6.9,2,1,87,02:50 PM,07:10 AM,09:04 AM,06:20 PM,2,-0,3,-0,22,20,95,0.0,1031,3,2,159,10
2020-02-06 06:00:00,8,2,0.0,6.9,2,1,87,02:50 PM,07:10 AM,09:04 AM,06:20 PM,1,-0,2,-0,17,17,95,0.0,1030,2,2,159,8
2020-02-06 09:00:00,8,2,0.0,6.9,2,1,87,02:50 PM,07:10 AM,09:04 AM,06:20 PM,2,0,3,0,17,33,95,0.0,1029,3,2,170,9
2020-02-06 12:00:00,8,2,0.0,6.9,2,2,87,02:50 PM,07:10 AM,09:04 AM,06:20 PM,4,4,7,4,17,72,81,0.0,1029,7,10,169,13
2020-02-06 15:00:00,8,2,0.0,6.9,2,3,87,02:50 PM,07:10 AM,09:04 AM,06:20 PM,4,5,8,5,16,37,78,0.0,1026,8,10,165,12
2020-02-06 18:00:00,8,2,0.0,6.9,2,2,87,02:50 PM,07:10 AM,09:04 AM,06:20 PM,3,2,4,2,16,6,92,0.0,1025,4,10,131,8
2020-02-06 21:00:00,8,2,0.0,6.9,2,1,87,02:50 PM,07:10 AM,09:04 AM,06:20 PM,2,-0,3,-0,19,21,94,0.0,1024,3,2,131,10
2020-02-07 00:00:00,9,2,0.0,5.2,2,1,95,03:55 PM,08:08 AM,09:02 AM,06:22 PM,2,-0,3,-0,21,14,94,0.0,1021,3,2,116,10
2020-02-07 03:00:00,9,2,0.0,5.2,2,1,95,03:55 PM,08:08 AM,09:02 AM,06:22 PM,1,-1,2,-1,21,7,93,0.0,1018,2,10,124,10
2020-02-07 06:00:00,9,2,0.0,5.2,2,1,95,03:55 PM,08:08 AM,09:02 AM,06:22 PM,1,-1,2,-1,23,100,91,0.0,1015,2,10,134,11
2020-02-07 09:00:00,9,2,0.0,5.2,2,1,95,03:55 PM,08:08 AM,09:02 AM,06:22 PM,2,1,4,1,22,100,88,0.0,1011,4,10,138,12
2020-02-07 12:00:00,9,2,0.0,5.2,2,2,95,03:55 PM,08:08 AM,09:02 AM,06:22 PM,5,4,7,4,28,77,85,0.0,1008,7,10,144,19
2020-02-07 15:00:00,9,2,0.0,5.2,2,2,95,03:55 PM,08:08 AM,09:02 AM,06:22 PM,8,6,9,6,39,100,90,0.4,1003,9,2,181,25
2020-02-07 18:00:00,9,2,0.0,5.2,2,3,95,03:55 PM,08:08 AM,09:02 AM,06:22 PM,6,4,8,4,41,13,90,0.0,1000,8,10,180,23
2020-02-07 21:00:00,9,2,0.0,5.2,2,1,95,03:55 PM,08:08 AM,09:02 AM,06:22 PM,6,4,6,4,56,83,83,0.4,999,4,9,202,37
2020-02-08 00:00:00,7,1,0.0,3.5,2,1,100,05:13 PM,08:54 AM,09:01 AM,06:24 PM,1,-2,3,-2,30,81,87,0.0,1004,3,10,238,18
2020-02-08 03:00:00,7,1,0.0,3.5,2,1,100,05:13 PM,08:54 AM,09:01 AM,06:24 PM,2,-1,4,-1,35,71,90,0.4,1006,4,9,217,22
2020-02-08 06:00:00,7,1,0.0,3.5,2,1,100,05:13 PM,08:54 AM,09:01 AM,06:24 PM,-0,-3,2,-3,46,9,85,0.0,1007,2,10,204,24
2020-02-08 09:00:00,7,1,0.0,3.5,2,2,100,05:13 PM,08:54 AM,09:01 AM,06:24 PM,2,-2,4,-2,50,58,88,0.0,1007,4,10,202,32
2020-02-08 12:00:00,7,1,0.0,3.5,2,2,100,05:13 PM,08:54 AM,09:01 AM,06:24 PM,3,3,7,3,49,78,74,0.0,1005,7,10,200,37
2020-02-08 15:00:00,7,1,0.0,3.5,2,2,100,05:13 PM,08:54 AM,09:01 AM,06:24 PM,4,2,7,2,63,100,79,0.1,1000,7,10,201,43
2020-02-08 18:00:00,7,1,0.0,3.5,2,2,100,05:13 PM,08:54 AM,09:01 AM,06:24 PM,6,5,8,5,75,100,88,1.4,997,5,9,212,50
2020-02-08 21:00:00,7,1,0.0,3.5,2,1,100,05:13 PM,08:54 AM,09:01 AM,06:24 PM,7,1,3,1,57,100,92,3.6,997,1,7,218,37
2020-02-09 00:00:00,12,5,0.0,4.8,2,1,100,06:38 PM,09:31 AM,08:59 AM,06:26 PM,9,6,10,6,53,100,94,2.3,993,10,9,215,35
2020-02-09 03:00:00,12,5,0.0,4.8,2,1,100,06:38 PM,09:31 AM,08:59 AM,06:26 PM,10,8,11,8,62,100,90,0.8,985,11,9,223,40
2020-02-09 06:00:00,12,5,0.0,4.8,2,1,100,06:38 PM,09:31 AM,08:59 AM,06:26 PM,10,8,11,8,70,100,93,3.3,980,11,7,218,44
2020-02-09 09:00:00,12,5,0.0,4.8,2,3,100,06:38 PM,09:31 AM,08:59 AM,06:26 PM,9,8,12,8,73,100,85,6.5,976,12,7,234,48
2020-02-09 12:00:00,12,5,0.0,4.8,2,2,100,06:38 PM,09:31 AM,08:59 AM,06:26 PM,6,5,9,5,70,87,78,0.0,977,9,10,255,49
2020-02-09 15:00:00,12,5,0.0,4.8,2,2,100,06:38 PM,09:31 AM,08:59 AM,06:26 PM,5,2,7,2,61,100,82,1.4,978,7,10,251,43
2020-02-09 18:00:00,12,5,0.0,4.8,2,2,100,06:38 PM,09:31 AM,08:59 AM,06:26 PM,4,1,6,1,58,100,85,0.5,981,6,10,252,37
2020-02-09 21:00:00,12,5,0.0,4.8,2,1,100,06:38 PM,09:31 AM,08:59 AM,06:26 PM,3,-1,5,-1,48,70,90,0.8,983,5,10,255,30
2020-02-10 00:00:00,3,-4,0.9,4.9,1,1,83,08:07 PM,09:59 AM,08:57 AM,06:28 PM,1,-3,3,-3,54,100,86,0.2,988,3,7,266,35
2020-02-10 03:00:00,3,-4,0.9,4.9,1,1,83,08:07 PM,09:59 AM,08:57 AM,06:28 PM,0,-3,3,-3,57,70,82,1.1,992,3,10,261,33
2020-02-10 06:00:00,3,-4,0.9,4.9,1,1,83,08:07 PM,09:59 AM,08:57 AM,06:28 PM,-1,-4,2,-4,47,89,82,0.8,994,2,7,254,27
2020-02-10 09:00:00,3,-4,0.9,4.9,1,1,83,08:07 PM,09:59 AM,08:57 AM,06:28 PM,-1,-3,2,-3,42,100,79,0.0,993,2,10,244,24
2020-02-10 12:00:00,3,-4,0.9,4.9,1,1,83,08:07 PM,09:59 AM,08:57 AM,06:28 PM,1,-4,2,-4,35,100,95,0.0,994,2,10,251,26
2020-02-10 15:00:00,3,-4,0.9,4.9,1,1,83,08:07 PM,09:59 AM,08:57 AM,06:28 PM,-0,-4,3,-4,58,84,81,1.5,994,3,0,258,39
2020-02-10 18:00:00,3,-4,0.9,4.9,1,1,83,08:07 PM,09:59 AM,08:57 AM,06:28 PM,-3,-6,0,-6,52,91,81,0.3,996,0,0,256,28
2020-02-10 21:00:00,3,-4,0.9,4.9,1,1,83,08:07 PM,09:59 AM,08:57 AM,06:28 PM,-3,-4,-1,-4,59,45,79,0.0,998,-4,2,255,33
2020-02-11 00:00:00,3,-0,0.4,6.6,1,1,75,09:35 PM,10:22 AM,08:55 AM,06:30 PM,-4,-6,1,-6,59,93,73,0.0,1001,1,2,258,34
