date_time,Narangba_maxtempC,Narangba_mintempC,Narangba_totalSnow_cm,Narangba_sunHour,Narangba_uvIndex,Narangba_uvIndex,Narangba_moon_illumination,Narangba_moonrise,Narangba_moonset,Narangba_sunrise,Narangba_sunset,Narangba_DewPointC,Narangba_FeelsLikeC,Narangba_HeatIndexC,Narangba_WindChillC,Narangba_WindGustKmph,Narangba_cloudcover,Narangba_humidity,Narangba_precipMM,Narangba_pressure,Narangba_tempC,Narangba_visibility,Narangba_winddirDegree,Narangba_windspeedKmph
2020-02-03 03:00:00,32,23,0.0,13.2,7,1,64,01:08 PM,No moonset,05:22 AM,06:41 PM,21,25,25,23,23,9,89,0.0,1009,23,10,331,13
2020-02-03 06:00:00,32,23,0.0,13.2,7,1,64,01:08 PM,No moonset,05:22 AM,06:41 PM,21,26,26,24,14,8,84,0.0,1010,24,10,314,9
2020-02-03 09:00:00,32,23,0.0,13.2,7,7,64,01:08 PM,No moonset,05:22 AM,06:41 PM,21,31,31,28,9,7,64,0.0,1010,28,10,339,7
2020-02-03 12:00:00,32,23,0.0,13.2,7,8,64,01:08 PM,No moonset,05:22 AM,06:41 PM,22,36,36,32,17,7,56,0.0,1008,32,10,141,14
2020-02-03 15:00:00,32,23,0.0,13.2,7,8,64,01:08 PM,No moonset,05:22 AM,06:41 PM,23,35,35,31,27,5,62,0.0,1006,31,10,29,24
2020-02-03 18:00:00,32,23,0.0,13.2,7,1,64,01:08 PM,No moonset,05:22 AM,06:41 PM,22,32,32,28,36,7,69,0.0,1007,28,10,14,25
2020-02-03 21:00:00,32,23,0.0,13.2,7,1,64,01:08 PM,No moonset,05:22 AM,06:41 PM,21,29,29,26,26,12,72,0.0,1009,26,10,206,15
2020-02-04 00:00:00,27,23,0.0,8.2,7,1,72,02:05 PM,12:17 AM,05:23 AM,06:40 PM,20,27,27,25,23,18,72,0.0,1008,25,10,324,13
2020-02-04 03:00:00,27,23,0.0,8.2,7,1,72,02:05 PM,12:17 AM,05:23 AM,06:40 PM,19,27,27,25,12,34,72,0.0,1008,25,10,339,6
2020-02-04 06:00:00,27,23,0.0,8.2,7,1,72,02:05 PM,12:17 AM,05:23 AM,06:40 PM,20,27,27,26,23,60,73,0.0,1010,26,10,220,17
2020-02-04 09:00:00,27,23,0.0,8.2,7,6,72,02:05 PM,12:17 AM,05:23 AM,06:40 PM,21,29,29,27,40,70,71,0.0,1013,27,10,154,33
2020-02-04 12:00:00,27,23,0.0,8.2,7,6,72,02:05 PM,12:17 AM,05:23 AM,06:40 PM,21,28,28,26,54,90,78,1.6,1014,26,10,147,39
2020-02-04 15:00:00,27,23,0.0,8.2,7,5,72,02:05 PM,12:17 AM,05:23 AM,06:40 PM,21,26,26,24,53,100,80,0.8,1014,24,10,144,38
2020-02-04 18:00:00,27,23,0.0,8.2,7,1,72,02:05 PM,12:17 AM,05:23 AM,06:40 PM,20,26,26,24,49,100,78,0.3,1016,24,10,143,35
2020-02-04 21:00:00,27,23,0.0,8.2,7,1,72,02:05 PM,12:17 AM,05:23 AM,06:40 PM,19,25,25,23,44,100,78,0.2,1017,23,10,143,31
2020-02-05 00:00:00,23,18,0.0,8.2,5,1,79,03:03 PM,01:00 AM,05:24 AM,06:40 PM,19,25,25,23,37,100,77,0.1,1017,23,5,147,26
2020-02-05 03:00:00,23,18,0.0,8.2,5,1,79,03:03 PM,01:00 AM,05:24 AM,06:40 PM,19,25,25,23,37,100,77,0.1,1016,23,7,146,28
2020-02-05 06:00:00,23,18,0.0,8.2,5,1,79,03:03 PM,01:00 AM,05:24 AM,06:40 PM,19,25,25,23,37,100,78,0.1,1016,23,10,141,27
2020-02-05 09:00:00,23,18,0.0,8.2,5,5,79,03:03 PM,01:00 AM,05:24 AM,06:40 PM,19,25,25,23,36,100,78,0.1,1017,23,10,141,27
2020-02-05 12:00:00,23,18,0.0,8.2,5,5,79,03:03 PM,01:00 AM,05:24 AM,06:40 PM,20,25,25,23,36,100,84,3.3,1016,23,8,140,25
2020-02-05 15:00:00,23,18,0.0,8.2,5,5,79,03:03 PM,01:00 AM,05:24 AM,06:40 PM,21,25,25,23,39,100,89,4.4,1015,23,7,139,27
2020-02-05 18:00:00,23,18,0.0,8.2,5,1,79,03:03 PM,01:00 AM,05:24 AM,06:40 PM,20,25,25,22,39,100,90,6.7,1016,22,6,144,28
2020-02-05 21:00:00,23,18,0.0,8.2,5,1,79,03:03 PM,01:00 AM,05:24 AM,06:40 PM,20,19,23,19,37,100,90,6.2,1016,19,6,148,27
2020-02-06 00:00:00,24,19,0.0,8.2,5,1,87,04:03 PM,01:49 AM,05:25 AM,06:39 PM,20,21,24,21,34,100,91,6.8,1016,21,6,150,24
2020-02-06 03:00:00,24,19,0.0,8.2,5,1,87,04:03 PM,01:49 AM,05:25 AM,06:39 PM,20,22,24,22,35,100,90,2.5,1015,22,8,156,25
2020-02-06 06:00:00,24,19,0.0,8.2,5,1,87,04:03 PM,01:49 AM,05:25 AM,06:39 PM,19,21,24,21,33,100,87,1.5,1015,21,10,166,23
2020-02-06 09:00:00,24,19,0.0,8.2,5,5,87,04:03 PM,01:49 AM,05:25 AM,06:39 PM,20,22,24,22,30,100,88,0.8,1016,22,10,174,21
2020-02-06 12:00:00,24,19,0.0,8.2,5,5,87,04:03 PM,01:49 AM,05:25 AM,06:39 PM,21,25,25,23,17,80,86,0.9,1014,23,10,180,12
2020-02-06 15:00:00,24,19,0.0,8.2,5,5,87,04:03 PM,01:49 AM,05:25 AM,06:39 PM,21,26,26,24,19,71,85,0.5,1013,24,10,169,14
2020-02-06 18:00:00,24,19,0.0,8.2,5,1,87,04:03 PM,01:49 AM,05:25 AM,06:39 PM,21,26,26,24,22,90,84,1.0,1014,24,10,171,15
2020-02-06 21:00:00,24,19,0.0,8.2,5,1,87,04:03 PM,01:49 AM,05:25 AM,06:39 PM,21,21,23,21,19,94,84,1.0,1015,21,10,160,13
2020-02-07 00:00:00,27,23,0.0,10.7,6,1,95,05:02 PM,02:45 AM,05:26 AM,06:39 PM,21,24,24,22,16,91,85,1.9,1014,22,8,146,10
2020-02-07 03:00:00,27,23,0.0,10.7,6,1,95,05:02 PM,02:45 AM,05:26 AM,06:39 PM,21,25,25,23,10,84,86,2.5,1013,23,9,119,6
2020-02-07 06:00:00,27,23,0.0,10.7,6,1,95,05:02 PM,02:45 AM,05:26 AM,06:39 PM,21,26,26,24,10,65,85,4.0,1014,24,8,106,5
2020-02-07 09:00:00,27,23,0.0,10.7,6,6,95,05:02 PM,02:45 AM,05:26 AM,06:39 PM,22,28,28,26,20,71,80,5.6,1014,26,7,92,10
2020-02-07 12:00:00,27,23,0.0,10.7,6,6,95,05:02 PM,02:45 AM,05:26 AM,06:39 PM,22,29,29,27,24,68,74,3.8,1013,27,7,96,14
2020-02-07 15:00:00,27,23,0.0,10.7,6,6,95,05:02 PM,02:45 AM,05:26 AM,06:39 PM,21,29,29,27,23,49,68,0.9,1012,27,9,104,18
2020-02-07 18:00:00,27,23,0.0,10.7,6,1,95,05:02 PM,02:45 AM,05:26 AM,06:39 PM,21,28,28,26,27,43,73,0.0,1013,26,10,108,18
2020-02-07 21:00:00,27,23,0.0,10.7,6,1,95,05:02 PM,02:45 AM,05:26 AM,06:39 PM,21,27,27,25,27,57,79,0.0,1013,25,10,110,17
2020-02-08 00:00:00,29,24,0.0,8.2,6,1,100,05:58 PM,03:47 AM,05:26 AM,06:38 PM,22,27,27,25,20,68,82,0.7,1012,25,9,123,12
2020-02-08 03:00:00,29,24,0.0,8.2,6,1,100,05:58 PM,03:47 AM,05:26 AM,06:38 PM,21,26,26,24,17,78,84,2.1,1011,24,8,160,10
2020-02-08 06:00:00,29,24,0.0,8.2,6,1,100,05:58 PM,03:47 AM,05:26 AM,06:38 PM,21,27,27,25,17,85,82,1.1,1011,25,8,167,12
2020-02-08 09:00:00,29,24,0.0,8.2,6,6,100,05:58 PM,03:47 AM,05:26 AM,06:38 PM,22,29,29,27,21,86,77,1.8,1011,27,8,133,14
2020-02-08 12:00:00,29,24,0.0,8.2,6,6,100,05:58 PM,03:47 AM,05:26 AM,06:38 PM,22,31,31,28,20,84,67,1.0,1010,28,8,102,15
2020-02-08 15:00:00,29,24,0.0,8.2,6,6,100,05:58 PM,03:47 AM,05:26 AM,06:38 PM,21,31,31,28,22,68,67,0.2,1008,28,10,95,18
2020-02-08 18:00:00,29,24,0.0,8.2,6,1,100,05:58 PM,03:47 AM,05:26 AM,06:38 PM,22,29,29,26,37,67,78,5.6,1008,26,5,90,21
2020-02-08 21:00:00,29,24,0.0,8.2,6,1,100,05:58 PM,03:47 AM,05:26 AM,06:38 PM,22,27,27,25,40,76,84,12.0,1009,25,3,70,19
2020-02-09 00:00:00,29,24,0.0,10.7,6,1,100,06:49 PM,04:53 AM,05:27 AM,06:37 PM,22,27,27,25,34,80,85,11.0,1008,25,3,47,16
2020-02-09 03:00:00,29,24,0.0,10.7,6,1,100,06:49 PM,04:53 AM,05:27 AM,06:37 PM,22,26,26,24,28,76,87,7.3,1007,24,6,38,14
2020-02-09 06:00:00,29,24,0.0,10.7,6,1,100,06:49 PM,04:53 AM,05:27 AM,06:37 PM,22,27,27,25,21,80,86,3.9,1007,25,7,251,13
2020-02-09 09:00:00,29,24,0.0,10.7,6,6,100,06:49 PM,04:53 AM,05:27 AM,06:37 PM,23,29,29,26,28,81,80,3.3,1008,26,7,137,17
2020-02-09 12:00:00,29,24,0.0,10.7,6,6,100,06:49 PM,04:53 AM,05:27 AM,06:37 PM,22,31,31,28,23,86,70,2.4,1006,28,8,16,15
2020-02-09 15:00:00,29,24,0.0,10.7,6,6,100,06:49 PM,04:53 AM,05:27 AM,06:37 PM,22,31,31,28,20,48,71,0.6,1005,28,10,25,15
2020-02-09 18:00:00,29,24,0.0,10.7,6,1,100,06:49 PM,04:53 AM,05:27 AM,06:37 PM,22,29,29,26,21,57,78,1.1,1006,26,9,29,13
2020-02-09 21:00:00,29,24,0.0,10.7,6,1,100,06:49 PM,04:53 AM,05:27 AM,06:37 PM,22,27,27,25,22,41,82,0.6,1007,25,10,246,12
2020-02-10 00:00:00,30,23,0.0,9.4,7,1,83,07:36 PM,06:02 AM,05:28 AM,06:37 PM,21,27,27,24,20,66,84,0.7,1007,24,10,340,11
2020-02-10 03:00:00,30,23,0.0,9.4,7,1,83,07:36 PM,06:02 AM,05:28 AM,06:37 PM,21,26,26,24,16,77,84,1.2,1007,24,9,319,9
2020-02-10 06:00:00,30,23,0.0,9.4,7,1,83,07:36 PM,06:02 AM,05:28 AM,06:37 PM,21,26,26,24,10,74,82,0.5,1008,24,9,305,6
2020-02-10 09:00:00,30,23,0.0,9.4,7,6,83,07:36 PM,06:02 AM,05:28 AM,06:37 PM,21,31,31,28,6,75,67,0.2,1008,28,10,114,5
2020-02-10 12:00:00,30,23,0.0,9.4,7,6,83,07:36 PM,06:02 AM,05:28 AM,06:37 PM,22,32,32,29,12,80,68,0.8,1008,29,10,59,9
2020-02-10 15:00:00,30,23,0.0,9.4,7,6,83,07:36 PM,06:02 AM,05:28 AM,06:37 PM,23,32,32,28,16,36,72,0.4,1007,28,10,59,13
2020-02-10 18:00:00,30,23,0.0,9.4,7,1,83,07:36 PM,06:02 AM,05:28 AM,06:37 PM,23,30,30,27,21,63,78,0.6,1007,27,9,35,14
2020-02-10 21:00:00,30,23,0.0,9.4,7,1,83,07:36 PM,06:02 AM,05:28 AM,06:37 PM,22,28,28,25,19,40,84,0.3,1009,25,10,15,11
2020-02-11 00:00:00,29,24,0.0,9.4,7,1,75,08:18 PM,07:10 AM,05:29 AM,06:36 PM,22,27,27,25,17,56,85,0.2,1009,25,10,3,9
2020-02-11 03:00:00,29,24,0.0,9.4,7,1,75,08:18 PM,07:10 AM,05:29 AM,06:36 PM,21,26,26,24,13,77,86,0.2,1008,24,9,209,7
2020-02-11 06:00:00,29,24,0.0,9.4,7,1,75,08:18 PM,07:10 AM,05:29 AM,06:36 PM,21,27,27,24,7,83,84,0.1,1008,24,10,298,4
2020-02-11 09:00:00,29,24,0.0,9.4,7,6,75,08:18 PM,07:10 AM,05:29 AM,06:36 PM,22,30,30,27,8,85,73,0.2,1009,27,9,110,6
2020-02-11 12:00:00,29,24,0.0,9.4,7,6,75,08:18 PM,07:10 AM,05:29 AM,06:36 PM,22,32,32,29,9,62,67,0.3,1008,29,10,69,8
2020-02-11 15:00:00,29,24,0.0,9.4,7,6,75,08:18 PM,07:10 AM,05:29 AM,06:36 PM,22,30,30,27,15,48,76,0.1,1006,27,10,79,11
2020-02-11 18:00:00,29,24,0.0,9.4,7,1,75,08:18 PM,07:10 AM,05:29 AM,06:36 PM,23,28,28,26,22,67,83,0.2,1006,26,9,53,13
2020-02-11 21:00:00,29,24,0.0,9.4,7,1,75,08:18 PM,07:10 AM,05:29 AM,06:36 PM,23,28,28,26,24,38,84,0.1,1007,26,10,35,14
2020-02-12 00:00:00,29,24,0.0,9.4,7,1,68,08:59 PM,08:16 AM,05:29 AM,06:35 PM,22,27,27,25,19,59,86,0.3,1007,25,9,12,11
2020-02-12 03:00:00,29,24,0.0,9.4,7,1,68,08:59 PM,08:16 AM,05:29 AM,06:35 PM,22,27,27,24,13,84,87,0.4,1006,24,9,224,7
2020-02-12 06:00:00,29,24,0.0,9.4,7,1,68,08:59 PM,08:16 AM,05:29 AM,06:35 PM,22,27,27,25,6,81,84,2.4,1006,25,8,320,4
2020-02-12 09:00:00,29,24,0.0,9.4,7,6,68,08:59 PM,08:16 AM,05:29 AM,06:35 PM,22,30,30,27,11,83,73,3.4,1007,27,7,130,6
2020-02-12 12:00:00,29,24,0.0,9.4,7,6,68,08:59 PM,08:16 AM,05:29 AM,06:35 PM,22,31,31,28,26,86,70,4.5,1006,28,7,49,14
2020-02-12 15:00:00,29,24,0.0,9.4,7,6,68,08:59 PM,08:16 AM,05:29 AM,06:35 PM,22,30,30,27,31,76,76,4.1,1004,27,7,64,18
2020-02-12 18:00:00,29,24,0.0,9.4,7,1,68,08:59 PM,08:16 AM,05:29 AM,06:35 PM,22,28,28,26,36,60,81,6.1,1006,26,7,72,19
2020-02-12 21:00:00,29,24,0.0,9.4,7,1,68,08:59 PM,08:16 AM,05:29 AM,06:35 PM,22,27,27,25,39,79,84,10.4,1007,25,4,72,19
2020-02-13 00:00:00,25,23,0.0,9.4,5,1,60,09:38 PM,09:22 AM,05:30 AM,06:34 PM,22,27,27,25,26,82,85,8.4,1006,25,6,100,13
2020-02-13 03:00:00,25,23,0.0,9.4,5,1,60,09:38 PM,09:22 AM,05:30 AM,06:34 PM,21,26,26,24,22,89,85,7.3,1005,24,4,121,11
2020-02-13 06:00:00,25,23,0.0,9.4,5,1,60,09:38 PM,09:22 AM,05:30 AM,06:34 PM,22,26,26,24,21,98,87,5.4,1005,24,6,136,12
2020-02-13 09:00:00,25,23,0.0,9.4,5,5,60,09:38 PM,09:22 AM,05:30 AM,06:34 PM,22,26,26,24,25,78,88,5.6,1005,24,7,147,14
2020-02-13 12:00:00,25,23,0.0,9.4,5,5,60,09:38 PM,09:22 AM,05:30 AM,06:34 PM,22,27,27,24,20,72,87,6.7,1004,24,7,134,10
2020-02-13 15:00:00,25,23,0.0,9.4,5,5,60,09:38 PM,09:22 AM,05:30 AM,06:34 PM,22,27,27,24,14,69,85,4.4,1003,24,8,128,9
2020-02-13 18:00:00,25,23,0.0,9.4,5,1,60,09:38 PM,09:22 AM,05:30 AM,06:34 PM,21,26,26,24,23,58,85,2.4,1004,24,9,145,15
2020-02-13 21:00:00,25,23,0.0,9.4,5,1,60,09:38 PM,09:22 AM,05:30 AM,06:34 PM,21,26,26,24,23,55,87,0.7,1005,24,10,164,15
2020-02-14 00:00:00,27,23,0.0,10.7,7,1,53,10:17 PM,10:25 AM,05:31 AM,06:34 PM,21,26,26,23,17,81,88,0.3,1005,23,10,165,11
2020-02-14 03:00:00,27,23,0.0,10.7,7,1,53,10:17 PM,10:25 AM,05:31 AM,06:34 PM,21,26,26,23,19,79,87,0.2,1005,23,10,162,12
2020-02-14 06:00:00,27,23,0.0,10.7,7,1,53,10:17 PM,10:25 AM,05:31 AM,06:34 PM,21,26,26,24,17,66,86,0.3,1006,24,10,175,12
2020-02-14 09:00:00,27,23,0.0,10.7,7,6,53,10:17 PM,10:25 AM,05:31 AM,06:34 PM,21,28,28,26,14,41,73,0.2,1006,26,10,149,11
2020-02-14 12:00:00,27,23,0.0,10.7,7,7,53,10:17 PM,10:25 AM,05:31 AM,06:34 PM,21,30,30,27,17,60,70,0.5,1005,27,9,102,13
2020-02-14 15:00:00,27,23,0.0,10.7,7,6,53,10:17 PM,10:25 AM,05:31 AM,06:34 PM,22,29,29,27,18,82,73,0.9,1004,27,9,69,14
2020-02-14 18:00:00,27,23,0.0,10.7,7,1,53,10:17 PM,10:25 AM,05:31 AM,06:34 PM,21,27,27,25,17,77,78,0.4,1005,25,10,69,11
2020-02-14 21:00:00,27,23,0.0,10.7,7,1,53,10:17 PM,10:25 AM,05:31 AM,06:34 PM,21,26,26,24,14,71,83,0.8,1007,24,10,64,8
2020-02-15 00:00:00,28,23,0.0,9.4,6,1,45,10:58 PM,11:29 AM,05:31 AM,06:33 PM,21,26,26,24,10,67,84,1.2,1007,24,10,39,6
2020-02-15 03:00:00,28,23,0.0,9.4,6,1,45,10:58 PM,11:29 AM,05:31 AM,06:33 PM,21,25,25,23,8,64,85,0.9,1006,23,10,223,4
2020-02-15 06:00:00,28,23,0.0,9.4,6,1,45,10:58 PM,11:29 AM,05:31 AM,06:33 PM,21,26,26,24,7,67,84,0.2,1007,24,10,269,5
2020-02-15 09:00:00,28,23,0.0,9.4,6,6,45,10:58 PM,11:29 AM,05:31 AM,06:33 PM,22,29,29,26,7,44,76,0.0,1008,26,10,117,6
2020-02-15 12:00:00,28,23,0.0,9.4,6,7,45,10:58 PM,11:29 AM,05:31 AM,06:33 PM,23,31,31,28,15,62,74,1.1,1007,28,9,41,11
2020-02-15 15:00:00,28,23,0.0,9.4,6,6,45,10:58 PM,11:29 AM,05:31 AM,06:33 PM,23,32,32,28,21,84,76,0.8,1006,28,9,32,15
2020-02-15 18:00:00,28,23,0.0,9.4,6,1,45,10:58 PM,11:29 AM,05:31 AM,06:33 PM,23,29,29,26,20,86,82,0.4,1007,26,9,28,14
2020-02-15 21:00:00,28,23,0.0,9.4,6,1,45,10:58 PM,11:29 AM,05:31 AM,06:33 PM,23,28,28,25,17,35,86,0.1,1008,25,10,14,10
2020-02-16 00:00:00,29,24,0.0,13.0,7,1,38,11:41 PM,12:31 PM,05:32 AM,06:32 PM,22,27,27,24,9,33,88,0.0,1009,24,10,215,5
2020-02-16 03:00:00,29,24,0.0,13.0,7,1,38,11:41 PM,12:31 PM,05:32 AM,06:32 PM,22,26,26,24,5,53,88,0.0,1008,24,10,239,3
2020-02-16 06:00:00,29,24,0.0,13.0,7,1,38,11:41 PM,12:31 PM,05:32 AM,06:32 PM,23,28,28,25,9,72,85,0.0,1010,25,10,165,6
2020-02-16 09:00:00,29,24,0.0,13.0,7,6,38,11:41 PM,12:31 PM,05:32 AM,06:32 PM,23,30,30,27,16,53,76,0.0,1011,27,10,131,13
2020-02-16 12:00:00,29,24,0.0,13.0,7,7,38,11:41 PM,12:31 PM,05:32 AM,06:32 PM,22,32,32,29,18,15,68,0.0,1010,29,10,104,15
2020-02-16 15:00:00,29,24,0.0,13.0,7,7,38,11:41 PM,12:31 PM,05:32 AM,06:32 PM,22,32,32,29,21,1,67,0.0,1010,29,10,101,18
2020-02-16 18:00:00,29,24,0.0,13.0,7,1,38,11:41 PM,12:31 PM,05:32 AM,06:32 PM,22,29,29,27,25,21,75,0.0,1012,27,10,111,17
2020-02-16 21:00:00,29,24,0.0,13.0,7,1,38,11:41 PM,12:31 PM,05:32 AM,06:32 PM,22,28,28,26,26,68,80,0.0,1013,26,10,118,16
2020-02-17 00:00:00,29,25,0.0,13.0,6,1,30,No moonrise,01:33 PM,05:33 AM,06:31 PM,22,27,27,25,23,72,82,0.1,1013,25,10,121,14
2020-02-17 03:00:00,29,25,0.0,13.0,6,1,30,No moonrise,01:33 PM,05:33 AM,06:31 PM,22,27,27,25,23,47,84,0.0,1012,25,10,130,14
2020-02-17 06:00:00,29,25,0.0,13.0,6,1,30,No moonrise,01:33 PM,05:33 AM,06:31 PM,22,28,28,26,22,40,81,0.0,1013,26,10,135,15
2020-02-17 09:00:00,29,25,0.0,13.0,6,7,30,No moonrise,01:33 PM,05:33 AM,06:31 PM,22,30,30,27,21,30,74,0.0,1013,27,10,128,17
2020-02-17 12:00:00,29,25,0.0,13.0,6,7,30,No moonrise,01:33 PM,05:33 AM,06:31 PM,22,32,32,29,19,10,66,0.0,1012,29,10,108,17
2020-02-17 15:00:00,29,25,0.0,13.0,6,7,30,No moonrise,01:33 PM,05:33 AM,06:31 PM,22,31,31,28,19,16,69,0.0,1011,28,10,98,17
2020-02-17 18:00:00,29,25,0.0,13.0,6,1,30,No moonrise,01:33 PM,05:33 AM,06:31 PM,22,29,29,26,22,36,79,0.0,1012,26,10,96,15
2020-02-17 21:00:00,29,25,0.0,13.0,6,1,30,No moonrise,01:33 PM,05:33 AM,06:31 PM,22,28,28,25,22,44,85,0.0,1013,25,10,92,14
2020-02-18 00:00:00,29,24,0.0,13.0,7,1,22,12:27 AM,02:32 PM,05:34 AM,06:30 PM,22,27,27,25,16,64,84,0.1,1013,25,10,105,10
2020-02-18 03:00:00,29,24,0.0,13.0,7,1,22,12:27 AM,02:32 PM,05:34 AM,06:30 PM,21,27,27,24,12,64,82,0.0,1011,24,10,101,7
2020-02-18 06:00:00,29,24,0.0,13.0,7,1,22,12:27 AM,02:32 PM,05:34 AM,06:30 PM,21,27,27,25,6,69,80,0.0,1011,25,10,41,4
2020-02-18 09:00:00,29,24,0.0,13.0,7,6,22,12:27 AM,02:32 PM,05:34 AM,06:30 PM,21,29,29,27,7,48,69,0.0,1012,27,10,45,6
2020-02-18 12:00:00,29,24,0.0,13.0,7,7,22,12:27 AM,02:32 PM,05:34 AM,06:30 PM,21,31,31,29,12,18,65,0.0,1010,29,10,73,11
2020-02-18 15:00:00,29,24,0.0,13.0,7,7,22,12:27 AM,02:32 PM,05:34 AM,06:30 PM,23,32,32,28,17,15,71,0.0,1009,28,10,71,15
2020-02-18 18:00:00,29,24,0.0,13.0,7,1,22,12:27 AM,02:32 PM,05:34 AM,06:30 PM,23,30,30,27,18,44,82,0.0,1008,27,10,46,13
2020-02-18 21:00:00,29,24,0.0,13.0,7,1,22,12:27 AM,02:32 PM,05:34 AM,06:30 PM,23,28,28,25,23,55,88,0.0,1010,25,10,22,14
2020-02-19 00:00:00,31,24,0.0,13.0,7,1,15,01:17 AM,03:28 PM,05:34 AM,06:29 PM,23,27,27,25,21,74,89,0.1,1009,25,10,228,12
2020-02-19 03:00:00,31,24,0.0,13.0,7,1,15,01:17 AM,03:28 PM,05:34 AM,06:29 PM,22,26,26,24,18,63,90,0.0,1008,24,10,341,11
2020-02-19 06:00:00,31,24,0.0,13.0,7,1,15,01:17 AM,03:28 PM,05:34 AM,06:29 PM,22,27,27,24,16,40,88,0.0,1008,24,10,329,11
2020-02-19 09:00:00,31,24,0.0,13.0,7,7,15,01:17 AM,03:28 PM,05:34 AM,06:29 PM,22,31,31,28,15,19,73,0.0,1008,28,10,342,12
2020-02-19 12:00:00,31,24,0.0,13.0,7,8,15,01:17 AM,03:28 PM,05:34 AM,06:29 PM,22,35,35,31,19,21,61,0.0,1007,31,10,132,17
2020-02-19 15:00:00,31,24,0.0,13.0,7,7,15,01:17 AM,03:28 PM,05:34 AM,06:29 PM,23,34,34,30,26,29,69,0.0,1005,30,10,22,21
2020-02-19 18:00:00,31,24,0.0,13.0,7,1,15,01:17 AM,03:28 PM,05:34 AM,06:29 PM,24,31,31,28,33,64,81,0.4,1005,28,10,9,22
2020-02-19 21:00:00,31,24,0.0,13.0,7,1,15,01:17 AM,03:28 PM,05:34 AM,06:29 PM,24,29,29,26,31,83,88,0.9,1006,26,9,230,18
2020-02-20 00:00:00,29,24,0.0,12.9,6,1,7,02:10 AM,04:19 PM,05:35 AM,06:29 PM,23,28,28,25,28,32,89,0.4,1006,25,10,334,16
2020-02-20 03:00:00,29,24,0.0,12.9,6,1,7,02:10 AM,04:19 PM,05:35 AM,06:29 PM,22,27,27,24,20,4,88,0.0,1006,24,10,304,11
2020-02-20 06:00:00,29,24,0.0,12.9,6,1,7,02:10 AM,04:19 PM,05:35 AM,06:29 PM,22,27,27,25,15,3,83,0.0,1007,25,10,230,9
2020-02-20 09:00:00,29,24,0.0,12.9,6,7,7,02:10 AM,04:19 PM,05:35 AM,06:29 PM,21,30,30,28,15,1,69,0.0,1009,28,10,159,12
2020-02-20 12:00:00,29,24,0.0,12.9,6,7,7,02:10 AM,04:19 PM,05:35 AM,06:29 PM,21,32,32,29,20,0,62,0.0,1008,29,10,120,17
2020-02-20 15:00:00,29,24,0.0,12.9,6,7,7,02:10 AM,04:19 PM,05:35 AM,06:29 PM,21,30,30,28,23,2,67,0.0,1007,28,10,116,20
2020-02-20 18:00:00,29,24,0.0,12.9,6,1,7,02:10 AM,04:19 PM,05:35 AM,06:29 PM,21,28,28,26,24,20,75,0.0,1009,26,10,118,18
2020-02-20 21:00:00,29,24,0.0,12.9,6,1,7,02:10 AM,04:19 PM,05:35 AM,06:29 PM,21,27,27,25,25,54,79,0.0,1011,25,10,122,16
2020-02-21 00:00:00,27,23,0.0,8.1,6,1,0,03:04 AM,05:06 PM,05:36 AM,06:28 PM,21,26,26,24,24,69,81,0.3,1012,24,9,128,15
2020-02-21 03:00:00,27,23,0.0,8.1,6,1,0,03:04 AM,05:06 PM,05:36 AM,06:28 PM,20,26,26,24,24,81,82,0.5,1011,24,9,130,14
2020-02-21 06:00:00,27,23,0.0,8.1,6,1,0,03:04 AM,05:06 PM,05:36 AM,06:28 PM,21,26,26,24,20,77,80,0.4,1013,24,10,124,13
2020-02-21 09:00:00,27,23,0.0,8.1,6,6,0,03:04 AM,05:06 PM,05:36 AM,06:28 PM,20,28,28,26,18,77,72,0.7,1014,26,10,113,13
2020-02-21 12:00:00,27,23,0.0,8.1,6,6,0,03:04 AM,05:06 PM,05:36 AM,06:28 PM,20,29,29,27,19,84,65,1.0,1014,27,9,98,15
2020-02-21 15:00:00,27,23,0.0,8.1,6,6,0,03:04 AM,05:06 PM,05:36 AM,06:28 PM,20,28,28,27,22,77,68,0.9,1013,27,10,94,17
2020-02-21 18:00:00,27,23,0.0,8.1,6,1,0,03:04 AM,05:06 PM,05:36 AM,06:28 PM,20,27,27,25,26,75,73,0.5,1014,25,9,97,18
2020-02-21 21:00:00,27,23,0.0,8.1,6,1,0,03:04 AM,05:06 PM,05:36 AM,06:28 PM,20,26,26,24,26,51,76,0.1,1016,24,10,98,16
2020-02-22 00:00:00,26,23,0.0,8.1,7,1,0,04:00 AM,05:48 PM,05:36 AM,06:27 PM,19,25,25,24,25,56,77,0.1,1016,24,10,112,15
2020-02-22 03:00:00,26,23,0.0,8.1,7,1,0,04:00 AM,05:48 PM,05:36 AM,06:27 PM,19,25,25,23,29,67,76,0.1,1017,23,10,125,17
2020-02-22 06:00:00,26,23,0.0,8.1,7,1,0,04:00 AM,05:48 PM,05:36 AM,06:27 PM,19,26,26,24,28,63,75,0.1,1018,24,10,125,18
2020-02-22 09:00:00,26,23,0.0,8.1,7,6,0,04:00 AM,05:48 PM,05:36 AM,06:27 PM,20,27,27,25,27,76,73,0.4,1019,25,9,125,21
2020-02-22 12:00:00,26,23,0.0,8.1,7,6,0,04:00 AM,05:48 PM,05:36 AM,06:27 PM,20,28,28,26,33,84,71,1.0,1019,26,9,123,25
