date_time,Lyndoch_maxtempC,Lyndoch_mintempC,Lyndoch_totalSnow_cm,Lyndoch_sunHour,Lyndoch_uvIndex,Lyndoch_uvIndex,Lyndoch_moon_illumination,Lyndoch_moonrise,Lyndoch_moonset,Lyndoch_sunrise,Lyndoch_sunset,Lyndoch_DewPointC,Lyndoch_FeelsLikeC,Lyndoch_HeatIndexC,Lyndoch_WindChillC,Lyndoch_WindGustKmph,Lyndoch_cloudcover,Lyndoch_humidity,Lyndoch_precipMM,Lyndoch_pressure,Lyndoch_tempC,Lyndoch_visibility,Lyndoch_winddirDegree,Lyndoch_windspeedKmph
2020-03-17 03:00:00,32,18,0.0,11.6,7,1,40,No moonrise,02:11 PM,06:15 AM,06:30 PM,4,18,18,18,34,6,37,0.0,1020,18,10,32,16
2020-03-17 06:00:00,32,18,0.0,11.6,7,1,40,No moonrise,02:11 PM,06:15 AM,06:30 PM,4,18,18,18,36,6,39,0.0,1021,18,10,36,18
2020-03-17 09:00:00,32,18,0.0,11.6,7,7,40,No moonrise,02:11 PM,06:15 AM,06:30 PM,5,25,25,25,28,11,27,0.0,1022,25,10,15,24
2020-03-17 12:00:00,32,18,0.0,11.6,7,8,40,No moonrise,02:11 PM,06:15 AM,06:30 PM,3,28,28,30,20,20,17,0.0,1020,30,10,343,18
2020-03-17 15:00:00,32,18,0.0,11.6,7,8,40,No moonrise,02:11 PM,06:15 AM,06:30 PM,2,30,30,32,14,24,15,0.0,1018,32,10,304,12
2020-03-17 18:00:00,32,18,0.0,11.6,7,1,40,No moonrise,02:11 PM,06:15 AM,06:30 PM,3,32,32,29,17,10,24,0.0,1019,29,10,215,8
2020-03-17 21:00:00,32,18,0.0,11.6,7,1,40,No moonrise,02:11 PM,06:15 AM,06:30 PM,2,29,29,25,10,16,25,0.0,1020,25,10,107,5
2020-03-18 00:00:00,33,21,0.0,11.6,7,1,33,12:15 AM,03:04 PM,06:16 AM,06:28 PM,3,23,23,22,21,15,29,0.0,1019,22,10,45,10
2020-03-18 03:00:00,33,21,0.0,11.6,7,1,33,12:15 AM,03:04 PM,06:16 AM,06:28 PM,3,21,23,21,19,11,30,0.0,1018,21,10,7,9
2020-03-18 06:00:00,33,21,0.0,11.6,7,1,33,12:15 AM,03:04 PM,06:16 AM,06:28 PM,4,21,23,21,18,11,32,0.0,1020,21,10,343,9
2020-03-18 09:00:00,33,21,0.0,11.6,7,7,33,12:15 AM,03:04 PM,06:16 AM,06:28 PM,4,28,28,30,21,24,19,0.0,1021,30,10,313,18
2020-03-18 12:00:00,33,21,0.0,11.6,7,8,33,12:15 AM,03:04 PM,06:16 AM,06:28 PM,3,29,29,31,17,46,17,0.0,1019,31,10,295,15
2020-03-18 15:00:00,33,21,0.0,11.6,7,8,33,12:15 AM,03:04 PM,06:16 AM,06:28 PM,4,31,31,33,17,20,16,0.0,1017,33,10,269,14
2020-03-18 18:00:00,33,21,0.0,11.6,7,1,33,12:15 AM,03:04 PM,06:16 AM,06:28 PM,4,32,32,29,18,12,23,0.0,1019,29,10,170,9
2020-03-18 21:00:00,33,21,0.0,11.6,7,1,33,12:15 AM,03:04 PM,06:16 AM,06:28 PM,6,30,30,26,36,10,31,0.0,1020,26,10,114,17
2020-03-19 00:00:00,33,22,0.0,11.6,7,1,25,01:10 AM,03:51 PM,06:17 AM,06:27 PM,7,22,24,22,33,7,39,0.0,1018,22,10,97,16
2020-03-19 03:00:00,33,22,0.0,11.6,7,1,25,01:10 AM,03:51 PM,06:17 AM,06:27 PM,5,24,24,22,29,7,32,0.0,1016,22,10,33,14
2020-03-19 06:00:00,33,22,0.0,11.6,7,1,25,01:10 AM,03:51 PM,06:17 AM,06:27 PM,3,24,24,24,31,7,26,0.0,1017,24,10,342,15
2020-03-19 09:00:00,33,22,0.0,11.6,7,8,25,01:10 AM,03:51 PM,06:17 AM,06:27 PM,3,29,29,31,36,7,17,0.0,1017,31,10,308,31
2020-03-19 12:00:00,33,22,0.0,11.6,7,8,25,01:10 AM,03:51 PM,06:17 AM,06:27 PM,3,31,31,33,42,31,16,0.0,1017,33,10,288,37
2020-03-19 15:00:00,33,22,0.0,11.6,7,7,25,01:10 AM,03:51 PM,06:17 AM,06:27 PM,13,27,27,27,38,7,42,0.0,1015,27,10,257,33
2020-03-19 18:00:00,33,22,0.0,11.6,7,1,25,01:10 AM,03:51 PM,06:17 AM,06:27 PM,5,28,28,24,35,6,39,0.0,1018,24,10,236,26
2020-03-19 21:00:00,33,22,0.0,11.6,7,1,25,01:10 AM,03:51 PM,06:17 AM,06:27 PM,11,22,25,22,35,0,70,0.0,1020,22,10,240,25
2020-03-20 00:00:00,23,13,0.0,10.2,5,1,18,02:07 AM,04:31 PM,06:17 AM,06:25 PM,13,12,14,12,33,33,90,0.0,1020,14,10,255,22
2020-03-20 03:00:00,23,13,0.0,10.2,5,1,18,02:07 AM,04:31 PM,06:17 AM,06:25 PM,12,11,13,11,29,38,94,0.0,1019,13,10,259,18
2020-03-20 06:00:00,23,13,0.0,10.2,5,1,18,02:07 AM,04:31 PM,06:17 AM,06:25 PM,12,11,13,11,29,79,92,0.0,1021,13,10,261,19
2020-03-20 09:00:00,23,13,0.0,10.2,5,4,18,02:07 AM,04:31 PM,06:17 AM,06:25 PM,11,17,17,17,29,84,66,0.0,1021,17,10,249,25
2020-03-20 12:00:00,23,13,0.0,10.2,5,6,18,02:07 AM,04:31 PM,06:17 AM,06:25 PM,10,25,25,23,26,0,44,0.0,1021,23,10,236,22
2020-03-20 15:00:00,23,13,0.0,10.2,5,6,18,02:07 AM,04:31 PM,06:17 AM,06:25 PM,11,22,24,22,24,0,48,0.0,1020,22,10,245,21
2020-03-20 18:00:00,23,13,0.0,10.2,5,1,18,02:07 AM,04:31 PM,06:17 AM,06:25 PM,11,19,22,19,14,7,72,0.0,1022,19,10,205,8
2020-03-20 21:00:00,23,13,0.0,10.2,5,1,18,02:07 AM,04:31 PM,06:17 AM,06:25 PM,11,17,20,17,21,50,92,0.0,1023,17,10,149,13
2020-03-21 00:00:00,24,10,0.0,10.2,5,1,11,03:04 AM,05:07 PM,06:18 AM,06:24 PM,11,10,12,10,21,28,91,0.0,1023,12,10,137,13
2020-03-21 03:00:00,24,10,0.0,10.2,5,1,11,03:04 AM,05:07 PM,06:18 AM,06:24 PM,10,9,11,9,20,37,95,0.0,1022,11,2,128,12
2020-03-21 06:00:00,24,10,0.0,10.2,5,1,11,03:04 AM,05:07 PM,06:18 AM,06:24 PM,9,9,10,9,17,32,95,0.0,1023,10,2,118,10
2020-03-21 09:00:00,24,10,0.0,10.2,5,4,11,03:04 AM,05:07 PM,06:18 AM,06:24 PM,9,16,16,16,13,82,63,0.0,1024,16,10,117,11
2020-03-21 12:00:00,24,10,0.0,10.2,5,6,11,03:04 AM,05:07 PM,06:18 AM,06:24 PM,7,24,24,23,6,8,36,0.0,1022,23,10,303,5
2020-03-21 15:00:00,24,10,0.0,10.2,5,6,11,03:04 AM,05:07 PM,06:18 AM,06:24 PM,8,24,24,24,22,20,37,0.0,1021,24,10,232,19
2020-03-21 18:00:00,24,10,0.0,10.2,5,1,11,03:04 AM,05:07 PM,06:18 AM,06:24 PM,9,22,24,22,16,19,61,0.0,1023,22,10,237,11
2020-03-21 21:00:00,24,10,0.0,10.2,5,1,11,03:04 AM,05:07 PM,06:18 AM,06:24 PM,10,18,22,18,17,9,76,0.0,1024,18,10,168,12
2020-03-22 00:00:00,22,11,0.0,11.6,5,1,4,04:01 AM,05:39 PM,06:19 AM,06:23 PM,9,13,12,13,8,12,81,0.0,1024,12,10,161,5
2020-03-22 03:00:00,22,11,0.0,11.6,5,1,4,04:01 AM,05:39 PM,06:19 AM,06:23 PM,10,13,12,13,5,22,86,0.0,1024,12,10,196,3
2020-03-22 06:00:00,22,11,0.0,11.6,5,1,4,04:01 AM,05:39 PM,06:19 AM,06:23 PM,10,10,11,10,15,40,95,0.0,1026,11,2,204,8
2020-03-22 09:00:00,22,11,0.0,11.6,5,5,4,04:01 AM,05:39 PM,06:19 AM,06:23 PM,7,18,18,18,17,6,50,0.0,1027,18,10,187,14
2020-03-22 12:00:00,22,11,0.0,11.6,5,6,4,04:01 AM,05:39 PM,06:19 AM,06:23 PM,8,24,24,22,15,56,39,0.0,1026,22,10,203,13
2020-03-22 15:00:00,22,11,0.0,11.6,5,6,4,04:01 AM,05:39 PM,06:19 AM,06:23 PM,8,21,24,21,26,16,43,0.0,1025,21,10,157,23
2020-03-22 18:00:00,22,11,0.0,11.6,5,1,4,04:01 AM,05:39 PM,06:19 AM,06:23 PM,6,18,22,18,31,35,56,0.0,1026,18,10,154,22
2020-03-22 21:00:00,22,11,0.0,11.6,5,1,4,04:01 AM,05:39 PM,06:19 AM,06:23 PM,7,14,18,14,44,6,68,0.0,1027,14,10,143,29
2020-03-23 00:00:00,22,8,0.0,11.6,5,1,0,04:57 AM,06:08 PM,06:20 AM,06:21 PM,5,9,12,9,43,8,63,0.0,1027,12,10,133,30
2020-03-23 03:00:00,22,8,0.0,11.6,5,1,0,04:57 AM,06:08 PM,06:20 AM,06:21 PM,5,7,10,7,41,33,69,0.0,1027,10,10,119,26
2020-03-23 06:00:00,22,8,0.0,11.6,5,1,0,04:57 AM,06:08 PM,06:20 AM,06:21 PM,5,5,8,5,39,3,78,0.0,1028,8,10,120,25
2020-03-23 09:00:00,22,8,0.0,11.6,5,4,0,04:57 AM,06:08 PM,06:20 AM,06:21 PM,3,10,12,10,28,49,53,0.0,1028,12,10,104,25
2020-03-23 12:00:00,22,8,0.0,11.6,5,5,0,04:57 AM,06:08 PM,06:20 AM,06:21 PM,-1,19,19,19,20,46,25,0.0,1026,19,10,102,17
2020-03-23 15:00:00,22,8,0.0,11.6,5,6,0,04:57 AM,06:08 PM,06:20 AM,06:21 PM,-4,22,22,22,14,30,17,0.0,1024,22,10,108,12
2020-03-23 18:00:00,22,8,0.0,11.6,5,1,0,04:57 AM,06:08 PM,06:20 AM,06:21 PM,-0,19,21,19,26,52,32,0.0,1024,19,10,129,17
2020-03-23 21:00:00,22,8,0.0,11.6,5,1,0,04:57 AM,06:08 PM,06:20 AM,06:21 PM,6,13,15,13,32,74,57,0.0,1025,15,10,129,19
2020-03-24 00:00:00,15,13,0.0,6.0,3,1,0,05:52 AM,06:35 PM,06:21 AM,06:20 PM,7,14,15,14,23,100,58,0.0,1024,15,10,133,14
2020-03-24 03:00:00,15,13,0.0,6.0,3,1,0,05:52 AM,06:35 PM,06:21 AM,06:20 PM,5,15,15,15,17,67,51,0.0,1022,15,10,107,11
2020-03-24 06:00:00,15,13,0.0,6.0,3,1,0,05:52 AM,06:35 PM,06:21 AM,06:20 PM,5,13,14,13,20,47,57,0.0,1023,14,10,112,13
2020-03-24 09:00:00,15,13,0.0,6.0,3,4,0,05:52 AM,06:35 PM,06:21 AM,06:20 PM,4,15,15,15,17,100,47,0.0,1024,15,10,91,13
2020-03-24 12:00:00,15,13,0.0,6.0,3,3,0,05:52 AM,06:35 PM,06:21 AM,06:20 PM,7,15,15,15,9,100,58,0.3,1023,15,2,21,8
2020-03-24 15:00:00,15,13,0.0,6.0,3,3,0,05:52 AM,06:35 PM,06:21 AM,06:20 PM,9,13,13,13,3,100,77,0.4,1021,13,2,192,2
2020-03-24 18:00:00,15,13,0.0,6.0,3,1,0,05:52 AM,06:35 PM,06:21 AM,06:20 PM,9,14,13,14,4,71,79,0.2,1023,13,5,341,3
2020-03-24 21:00:00,15,13,0.0,6.0,3,1,0,05:52 AM,06:35 PM,06:21 AM,06:20 PM,10,12,13,12,13,68,81,0.2,1023,13,5,211,8
2020-03-25 00:00:00,20,10,0.0,11.6,5,1,3,06:47 AM,07:02 PM,06:21 AM,06:18 PM,9,11,12,11,18,63,83,0.0,1023,12,10,151,10
2020-03-25 03:00:00,20,10,0.0,11.6,5,1,3,06:47 AM,07:02 PM,06:21 AM,06:18 PM,9,10,12,10,22,31,83,0.0,1022,12,10,139,12
2020-03-25 06:00:00,20,10,0.0,11.6,5,1,3,06:47 AM,07:02 PM,06:21 AM,06:18 PM,7,8,10,8,25,22,83,0.0,1024,10,10,140,13
2020-03-25 09:00:00,20,10,0.0,11.6,5,5,3,06:47 AM,07:02 PM,06:21 AM,06:18 PM,6,16,16,16,25,23,50,0.0,1025,16,10,126,22
2020-03-25 12:00:00,20,10,0.0,11.6,5,5,3,06:47 AM,07:02 PM,06:21 AM,06:18 PM,4,19,19,19,20,0,37,0.0,1025,19,10,147,17
2020-03-25 15:00:00,20,10,0.0,11.6,5,6,3,06:47 AM,07:02 PM,06:21 AM,06:18 PM,3,20,20,20,22,0,31,0.0,1023,20,10,143,19
2020-03-25 18:00:00,20,10,0.0,11.6,5,1,3,06:47 AM,07:02 PM,06:21 AM,06:18 PM,6,18,21,18,31,0,62,0.0,1025,18,10,151,20
2020-03-25 21:00:00,20,10,0.0,11.6,5,1,3,06:47 AM,07:02 PM,06:21 AM,06:18 PM,8,15,19,15,37,4,76,0.0,1026,15,10,147,22
2020-03-26 00:00:00,22,10,0.0,10.2,5,1,11,07:42 AM,07:30 PM,06:22 AM,06:17 PM,7,10,12,10,39,8,69,0.0,1026,12,10,135,24
2020-03-26 03:00:00,22,10,0.0,10.2,5,1,11,07:42 AM,07:30 PM,06:22 AM,06:17 PM,6,8,11,8,36,17,72,0.0,1025,11,10,123,22
2020-03-26 06:00:00,22,10,0.0,10.2,5,1,11,07:42 AM,07:30 PM,06:22 AM,06:17 PM,6,7,10,7,30,91,80,0.0,1026,10,10,114,17
2020-03-26 09:00:00,22,10,0.0,10.2,5,4,11,07:42 AM,07:30 PM,06:22 AM,06:17 PM,5,14,15,14,22,100,52,0.0,1026,15,10,103,19
2020-03-26 12:00:00,22,10,0.0,10.2,5,5,11,07:42 AM,07:30 PM,06:22 AM,06:17 PM,2,20,20,20,17,19,31,0.0,1025,20,10,111,15
2020-03-26 15:00:00,22,10,0.0,10.2,5,6,11,07:42 AM,07:30 PM,06:22 AM,06:17 PM,1,23,23,22,14,18,24,0.0,1022,22,10,107,13
2020-03-26 18:00:00,22,10,0.0,10.2,5,1,11,07:42 AM,07:30 PM,06:22 AM,06:17 PM,2,18,20,18,17,0,35,0.0,1023,18,10,131,8
2020-03-26 21:00:00,22,10,0.0,10.2,5,1,11,07:42 AM,07:30 PM,06:22 AM,06:17 PM,7,16,19,16,21,2,65,0.0,1023,16,10,146,10
2020-03-27 00:00:00,25,13,0.0,8.8,6,1,18,08:36 AM,07:58 PM,06:23 AM,06:16 PM,7,12,13,12,24,14,65,0.0,1023,13,10,142,12
2020-03-27 03:00:00,25,13,0.0,8.8,6,1,18,08:36 AM,07:58 PM,06:23 AM,06:16 PM,5,14,14,14,14,32,54,0.0,1021,14,10,123,6
2020-03-27 06:00:00,25,13,0.0,8.8,6,1,18,08:36 AM,07:58 PM,06:23 AM,06:16 PM,4,13,13,13,15,69,54,0.0,1022,13,10,108,7
2020-03-27 09:00:00,25,13,0.0,8.8,6,5,18,08:36 AM,07:58 PM,06:23 AM,06:16 PM,4,20,20,20,14,100,34,0.0,1022,20,10,85,12
2020-03-27 12:00:00,25,13,0.0,8.8,6,6,18,08:36 AM,07:58 PM,06:23 AM,06:16 PM,1,23,23,24,13,13,23,0.0,1021,24,10,62,11
2020-03-27 15:00:00,25,13,0.0,8.8,6,6,18,08:36 AM,07:58 PM,06:23 AM,06:16 PM,-0,24,24,25,14,100,19,0.0,1018,25,10,66,13
2020-03-27 18:00:00,25,13,0.0,8.8,6,1,18,08:36 AM,07:58 PM,06:23 AM,06:16 PM,-1,26,26,22,22,6,25,0.0,1018,22,10,50,10
2020-03-27 21:00:00,25,13,0.0,8.8,6,1,18,08:36 AM,07:58 PM,06:23 AM,06:16 PM,1,18,18,18,10,0,31,0.0,1019,18,10,54,5
2020-03-28 00:00:00,29,17,0.0,10.2,7,1,25,09:33 AM,08:29 PM,06:24 AM,06:14 PM,1,18,18,18,15,4,33,0.0,1018,18,10,62,7
2020-03-28 03:00:00,29,17,0.0,10.2,7,1,25,09:33 AM,08:29 PM,06:24 AM,06:14 PM,2,17,17,17,18,0,36,0.0,1016,17,10,62,9
2020-03-28 06:00:00,29,17,0.0,10.2,7,1,25,09:33 AM,08:29 PM,06:24 AM,06:14 PM,5,17,17,17,23,0,44,0.0,1016,17,10,56,11
2020-03-28 09:00:00,29,17,0.0,10.2,7,6,25,09:33 AM,08:29 PM,06:24 AM,06:14 PM,8,25,25,25,24,4,35,0.0,1016,25,10,19,21
2020-03-28 12:00:00,29,17,0.0,10.2,7,7,25,09:33 AM,08:29 PM,06:24 AM,06:14 PM,3,26,26,28,22,7,20,0.0,1014,28,10,5,19
2020-03-28 15:00:00,29,17,0.0,10.2,7,7,25,09:33 AM,08:29 PM,06:24 AM,06:14 PM,-1,27,27,29,19,13,14,0.0,1011,29,10,351,17
2020-03-28 18:00:00,29,17,0.0,10.2,7,1,25,09:33 AM,08:29 PM,06:24 AM,06:14 PM,-3,31,31,27,20,100,19,0.0,1012,27,10,279,9
2020-03-28 21:00:00,29,17,0.0,10.2,7,1,25,09:33 AM,08:29 PM,06:24 AM,06:14 PM,-4,26,26,24,17,6,18,0.0,1012,24,10,2,8
2020-03-29 00:00:00,26,17,0.0,10.2,6,1,32,10:30 AM,09:04 PM,06:24 AM,06:13 PM,-2,21,22,21,30,4,20,0.0,1010,21,10,10,14
2020-03-29 03:00:00,26,17,0.0,10.2,6,1,32,10:30 AM,09:04 PM,06:24 AM,06:13 PM,3,23,23,22,38,7,28,0.0,1008,22,10,356,19
2020-03-29 06:00:00,26,17,0.0,10.2,6,1,32,10:30 AM,09:04 PM,06:24 AM,06:13 PM,3,21,23,21,30,16,30,0.0,1009,21,10,321,14
2020-03-29 09:00:00,26,17,0.0,10.2,6,7,32,10:30 AM,09:04 PM,06:24 AM,06:13 PM,2,25,25,26,39,46,21,0.0,1010,26,10,310,34
2020-03-29 12:00:00,26,17,0.0,10.2,6,6,32,10:30 AM,09:04 PM,06:24 AM,06:13 PM,15,26,26,24,27,18,55,0.0,1011,24,10,258,24
2020-03-29 15:00:00,26,17,0.0,10.2,6,5,32,10:30 AM,09:04 PM,06:24 AM,06:13 PM,12,25,25,23,29,100,48,0.0,1009,23,10,260,25
2020-03-29 18:00:00,26,17,0.0,10.2,6,1,32,10:30 AM,09:04 PM,06:24 AM,06:13 PM,11,19,23,19,24,14,68,0.0,1012,19,10,244,15
2020-03-29 21:00:00,26,17,0.0,10.2,6,1,32,10:30 AM,09:04 PM,06:24 AM,06:13 PM,12,17,19,17,22,52,90,0.0,1014,17,10,228,13
2020-03-30 00:00:00,20,11,0.0,11.6,5,1,40,11:28 AM,09:44 PM,06:25 AM,06:12 PM,11,12,13,12,26,44,87,0.0,1015,13,10,242,17
2020-03-30 03:00:00,20,11,0.0,11.6,5,1,40,11:28 AM,09:44 PM,06:25 AM,06:12 PM,10,11,12,11,17,61,89,0.0,1014,12,10,245,10
2020-03-30 06:00:00,20,11,0.0,11.6,5,1,40,11:28 AM,09:44 PM,06:25 AM,06:12 PM,9,12,11,12,6,52,85,0.0,1016,11,10,272,3
2020-03-30 09:00:00,20,11,0.0,11.6,5,5,40,11:28 AM,09:44 PM,06:25 AM,06:12 PM,7,17,17,17,18,5,53,0.0,1017,17,10,251,15
2020-03-30 12:00:00,20,11,0.0,11.6,5,6,40,11:28 AM,09:44 PM,06:25 AM,06:12 PM,5,20,20,20,20,16,38,0.0,1016,20,10,249,18
2020-03-30 15:00:00,20,11,0.0,11.6,5,5,40,11:28 AM,09:44 PM,06:25 AM,06:12 PM,5,20,20,20,24,11,38,0.0,1015,20,10,244,21
2020-03-30 18:00:00,20,11,0.0,11.6,5,1,40,11:28 AM,09:44 PM,06:25 AM,06:12 PM,7,18,21,18,24,0,58,0.0,1016,18,10,237,13
2020-03-30 21:00:00,20,11,0.0,11.6,5,1,40,11:28 AM,09:44 PM,06:25 AM,06:12 PM,8,16,18,16,13,0,75,0.0,1018,16,10,195,6
2020-03-31 00:00:00,24,11,0.0,11.6,5,1,44,12:26 PM,10:30 PM,06:26 AM,06:10 PM,10,12,12,12,11,0,85,0.0,1018,12,10,193,6
2020-03-31 03:00:00,24,11,0.0,11.6,5,1,44,12:26 PM,10:30 PM,06:26 AM,06:10 PM,10,11,11,11,4,6,90,0.0,1017,11,10,229,2
2020-03-31 06:00:00,24,11,0.0,11.6,5,1,44,12:26 PM,10:30 PM,06:26 AM,06:10 PM,10,11,11,11,3,5,91,0.0,1019,11,10,158,1
2020-03-31 09:00:00,24,11,0.0,11.6,5,5,44,12:26 PM,10:30 PM,06:26 AM,06:10 PM,9,19,19,19,5,0,54,0.0,1019,19,10,86,4
2020-03-31 12:00:00,24,11,0.0,11.6,5,6,44,12:26 PM,10:30 PM,06:26 AM,06:10 PM,6,24,24,22,14,0,34,0.0,1017,22,10,20,12
2020-03-31 15:00:00,24,11,0.0,11.6,5,6,44,12:26 PM,10:30 PM,06:26 AM,06:10 PM,5,24,24,24,11,8,28,0.0,1014,24,10,350,10
2020-03-31 18:00:00,24,11,0.0,11.6,5,1,44,12:26 PM,10:30 PM,06:26 AM,06:10 PM,7,20,23,20,3,8,47,0.0,1015,20,10,158,1
2020-03-31 21:00:00,24,11,0.0,11.6,5,1,44,12:26 PM,10:30 PM,06:26 AM,06:10 PM,8,15,15,15,37,5,59,0.0,1016,15,10,140,19
2020-04-01 00:00:00,19,14,0.0,5.9,5,1,56,01:24 PM,11:23 PM,06:27 AM,06:09 PM,8,13,15,13,45,5,65,0.0,1015,15,10,126,24
2020-04-01 03:00:00,19,14,0.0,5.9,5,1,56,01:24 PM,11:23 PM,06:27 AM,06:09 PM,8,12,14,12,38,9,67,0.0,1014,14,10,112,18
2020-04-01 06:00:00,19,14,0.0,5.9,5,1,56,01:24 PM,11:23 PM,06:27 AM,06:09 PM,6,14,15,14,26,47,57,0.0,1015,15,10,98,14
2020-04-01 09:00:00,19,14,0.0,5.9,5,4,56,01:24 PM,11:23 PM,06:27 AM,06:09 PM,5,16,16,16,23,84,48,0.0,1015,16,10,70,16
2020-04-01 12:00:00,19,14,0.0,5.9,5,4,56,01:24 PM,11:23 PM,06:27 AM,06:09 PM,6,19,19,19,19,84,44,0.1,1013,19,10,44,15
2020-04-01 15:00:00,19,14,0.0,5.9,5,4,56,01:24 PM,11:23 PM,06:27 AM,06:09 PM,5,19,19,19,10,79,42,0.2,1011,19,2,71,8
2020-04-01 18:00:00,19,14,0.0,5.9,5,1,56,01:24 PM,11:23 PM,06:27 AM,06:09 PM,6,18,18,18,19,76,45,0.0,1012,18,10,80,13
2020-04-01 21:00:00,19,14,0.0,5.9,5,1,56,01:24 PM,11:23 PM,06:27 AM,06:09 PM,9,15,15,15,11,46,64,0.0,1013,15,10,120,7
2020-04-02 00:00:00,24,11,0.0,11.6,5,1,64,02:18 PM,No moonset,06:28 AM,06:08 PM,9,12,13,12,14,17,81,0.0,1012,13,10,97,8
2020-04-02 03:00:00,24,11,0.0,11.6,5,1,64,02:18 PM,No moonset,06:28 AM,06:08 PM,9,12,12,12,8,2,86,0.0,1011,12,10,36,4
2020-04-02 06:00:00,24,11,0.0,11.6,5,1,64,02:18 PM,No moonset,06:28 AM,06:08 PM,10,10,11,10,17,0,92,0.0,1012,11,10,278,8
2020-04-02 09:00:00,24,11,0.0,11.6,5,5,64,02:18 PM,No moonset,06:28 AM,06:08 PM,9,17,17,17,14,0,59,0.0,1012,17,10,257,12
2020-04-02 12:00:00,24,11,0.0,11.6,5,6,64,02:18 PM,No moonset,06:28 AM,06:08 PM,6,24,24,23,15,8,33,0.0,1009,23,10,290,13
2020-04-02 15:00:00,24,11,0.0,11.6,5,6,64,02:18 PM,No moonset,06:28 AM,06:08 PM,6,24,24,24,19,10,30,0.0,1006,24,10,271,17
2020-04-02 18:00:00,24,11,0.0,11.6,5,1,64,02:18 PM,No moonset,06:28 AM,06:08 PM,7,26,26,22,21,8,49,0.0,1007,22,10,227,11
2020-04-02 21:00:00,24,11,0.0,11.6,5,1,64,02:18 PM,No moonset,06:28 AM,06:08 PM,8,17,17,17,7,23,52,0.0,1007,17,10,124,4
2020-04-03 00:00:00,25,14,0.0,10.2,6,1,71,03:08 PM,12:23 AM,06:28 AM,06:06 PM,8,16,16,16,12,48,60,0.0,1006,16,10,111,6
2020-04-03 03:00:00,25,14,0.0,10.2,6,1,71,03:08 PM,12:23 AM,06:28 AM,06:06 PM,7,15,15,15,14,15,59,0.0,1004,15,10,57,6
2020-04-03 06:00:00,25,14,0.0,10.2,6,1,71,03:08 PM,12:23 AM,06:28 AM,06:06 PM,7,14,14,14,19,4,63,0.0,1004,14,10,314,9
2020-04-03 09:00:00,25,14,0.0,10.2,6,5,71,03:08 PM,12:23 AM,06:28 AM,06:06 PM,9,20,20,20,23,3,48,0.0,1003,20,10,289,20
2020-04-03 12:00:00,25,14,0.0,10.2,6,6,71,03:08 PM,12:23 AM,06:28 AM,06:06 PM,4,24,24,25,31,4,27,0.0,1000,25,10,285,27
2020-04-03 15:00:00,25,14,0.0,10.2,6,6,71,03:08 PM,12:23 AM,06:28 AM,06:06 PM,4,24,24,24,36,14,28,0.0,998,24,10,278,31
2020-04-03 18:00:00,25,14,0.0,10.2,6,1,71,03:08 PM,12:23 AM,06:28 AM,06:06 PM,10,22,24,22,36,80,83,6.9,1002,22,8,264,30
2020-04-03 21:00:00,25,14,0.0,10.2,6,1,71,03:08 PM,12:23 AM,06:28 AM,06:06 PM,8,18,21,18,44,100,73,7.8,1004,18,5,257,33
2020-04-04 00:00:00,15,11,0.0,8.7,3,1,79,03:54 PM,01:29 AM,06:29 AM,06:05 PM,8,9,12,9,45,99,78,1.0,1004,12,10,257,34
2020-04-04 03:00:00,15,11,0.0,8.7,3,1,79,03:54 PM,01:29 AM,06:29 AM,06:05 PM,8,9,12,9,54,100,76,0.0,1006,12,10,247,37
2020-04-04 06:00:00,15,11,0.0,8.7,3,1,79,03:54 PM,01:29 AM,06:29 AM,06:05 PM,6,8,11,8,44,89,72,0.2,1008,11,10,254,31
2020-04-04 09:00:00,15,11,0.0,8.7,3,3,79,03:54 PM,01:29 AM,06:29 AM,06:05 PM,7,11,14,11,44,100,63,0.0,1010,14,10,251,37
2020-04-04 12:00:00,15,11,0.0,8.7,3,4,79,03:54 PM,01:29 AM,06:29 AM,06:05 PM,7,15,15,15,47,60,59,0.3,1010,15,10,245,40
2020-04-04 15:00:00,15,11,0.0,8.7,3,4,79,03:54 PM,01:29 AM,06:29 AM,06:05 PM,6,15,15,15,50,98,52,0.3,1011,15,10,243,41
2020-04-04 18:00:00,15,11,0.0,8.7,3,1,79,03:54 PM,01:29 AM,06:29 AM,06:05 PM,8,10,13,10,39,54,70,0.2,1013,13,10,249,29
2020-04-04 21:00:00,15,11,0.0,8.7,3,1,79,03:54 PM,01:29 AM,06:29 AM,06:05 PM,7,10,12,10,35,72,73,0.4,1015,12,9,251,25
2020-04-05 00:00:00,17,11,0.0,5.9,4,1,87,04:35 PM,02:38 AM,06:30 AM,06:04 PM,7,9,11,9,38,16,75,0.0,1014,11,10,265,26
2020-04-05 03:00:00,17,11,0.0,5.9,4,1,87,04:35 PM,02:38 AM,06:30 AM,06:04 PM,8,9,12,9,39,77,76,0.0,1014,12,10,260,28
2020-04-05 06:00:00,17,11,0.0,5.9,4,1,87,04:35 PM,02:38 AM,06:30 AM,06:04 PM,9,10,12,10,36,100,80,0.1,1016,12,10,267,25
2020-04-05 09:00:00,17,11,0.0,5.9,4,3,87,04:35 PM,02:38 AM,06:30 AM,06:04 PM,7,12,14,12,37,96,64,0.2,1017,14,10,259,31
