date_time,Cobar_maxtempC,Cobar_mintempC,Cobar_totalSnow_cm,Cobar_sunHour,Cobar_uvIndex,Cobar_uvIndex,Cobar_moon_illumination,Cobar_moonrise,Cobar_moonset,Cobar_sunrise,Cobar_sunset,Cobar_DewPointC,Cobar_FeelsLikeC,Cobar_HeatIndexC,Cobar_WindChillC,Cobar_WindGustKmph,Cobar_cloudcover,Cobar_humidity,Cobar_precipMM,Cobar_pressure,Cobar_tempC,Cobar_visibility,Cobar_winddirDegree,Cobar_windspeedKmph
2020-03-14 03:00:00,26,20,0.0,11.6,6,1,62,09:58 PM,10:57 AM,06:16 AM,06:35 PM,10,21,22,21,25,37,47,0.0,1012,21,10,227,13
2020-03-14 06:00:00,26,20,0.0,11.6,6,1,62,09:58 PM,10:57 AM,06:16 AM,06:35 PM,12,21,21,21,24,35,58,0.0,1013,21,10,258,15
2020-03-14 09:00:00,26,20,0.0,11.6,6,6,62,09:58 PM,10:57 AM,06:16 AM,06:35 PM,13,22,23,22,27,16,57,0.0,1014,22,10,212,21
2020-03-14 12:00:00,26,20,0.0,11.6,6,6,62,09:58 PM,10:57 AM,06:16 AM,06:35 PM,10,25,25,24,29,3,41,0.0,1013,24,10,194,25
2020-03-14 15:00:00,26,20,0.0,11.6,6,7,62,09:58 PM,10:57 AM,06:16 AM,06:35 PM,8,25,25,25,31,0,33,0.0,1011,25,10,182,27
2020-03-14 18:00:00,26,20,0.0,11.6,6,1,62,09:58 PM,10:57 AM,06:16 AM,06:35 PM,8,25,25,24,35,0,37,0.0,1012,24,10,181,24
2020-03-14 21:00:00,26,20,0.0,11.6,6,1,62,09:58 PM,10:57 AM,06:16 AM,06:35 PM,9,22,22,22,37,6,44,0.0,1014,22,10,181,24
2020-03-15 00:00:00,26,16,0.0,11.6,6,1,55,10:43 PM,12:03 PM,06:16 AM,06:34 PM,11,19,19,19,38,4,59,0.0,1014,19,10,129,26
2020-03-15 03:00:00,26,16,0.0,11.6,6,1,55,10:43 PM,12:03 PM,06:16 AM,06:34 PM,10,17,17,17,39,11,67,0.0,1015,17,10,102,28
2020-03-15 06:00:00,26,16,0.0,11.6,6,1,55,10:43 PM,12:03 PM,06:16 AM,06:34 PM,9,16,16,16,40,40,66,0.0,1017,16,10,100,29
2020-03-15 09:00:00,26,16,0.0,11.6,6,5,55,10:43 PM,12:03 PM,06:16 AM,06:34 PM,9,18,18,18,35,40,56,0.0,1018,18,10,94,29
2020-03-15 12:00:00,26,16,0.0,11.6,6,6,55,10:43 PM,12:03 PM,06:16 AM,06:34 PM,9,23,23,23,29,25,42,0.0,1018,23,10,103,25
2020-03-15 15:00:00,26,16,0.0,11.6,6,7,55,10:43 PM,12:03 PM,06:16 AM,06:34 PM,8,25,25,25,25,15,33,0.0,1016,25,10,118,22
2020-03-15 18:00:00,26,16,0.0,11.6,6,1,55,10:43 PM,12:03 PM,06:16 AM,06:34 PM,7,24,24,24,26,11,34,0.0,1016,24,10,125,17
2020-03-15 21:00:00,26,16,0.0,11.6,6,1,55,10:43 PM,12:03 PM,06:16 AM,06:34 PM,6,22,24,22,30,14,37,0.0,1019,22,10,141,18
2020-03-16 00:00:00,26,16,0.0,11.6,6,1,47,11:33 PM,01:06 PM,06:17 AM,06:33 PM,9,20,21,20,36,20,51,0.0,1019,20,10,115,24
2020-03-16 03:00:00,26,16,0.0,11.6,6,1,47,11:33 PM,01:06 PM,06:17 AM,06:33 PM,11,18,18,18,39,20,64,0.0,1020,18,10,92,27
2020-03-16 06:00:00,26,16,0.0,11.6,6,1,47,11:33 PM,01:06 PM,06:17 AM,06:33 PM,10,17,17,17,36,11,67,0.0,1021,17,10,89,25
2020-03-16 09:00:00,26,16,0.0,11.6,6,5,47,11:33 PM,01:06 PM,06:17 AM,06:33 PM,10,20,22,20,30,8,55,0.0,1023,20,10,85,24
2020-03-16 12:00:00,26,16,0.0,11.6,6,6,47,11:33 PM,01:06 PM,06:17 AM,06:33 PM,9,25,25,24,22,22,40,0.0,1022,24,10,81,19
2020-03-16 15:00:00,26,16,0.0,11.6,6,7,47,11:33 PM,01:06 PM,06:17 AM,06:33 PM,7,25,25,26,19,17,31,0.0,1020,26,10,89,16
2020-03-16 18:00:00,26,16,0.0,11.6,6,1,47,11:33 PM,01:06 PM,06:17 AM,06:33 PM,8,25,25,25,22,16,35,0.0,1021,25,10,94,15
2020-03-16 21:00:00,26,16,0.0,11.6,6,1,47,11:33 PM,01:06 PM,06:17 AM,06:33 PM,10,24,24,23,27,14,44,0.0,1022,23,10,94,16
2020-03-17 00:00:00,27,17,0.0,11.6,6,1,40,No moonrise,02:04 PM,06:18 AM,06:31 PM,11,21,21,21,33,34,54,0.0,1023,21,10,87,21
2020-03-17 03:00:00,27,17,0.0,11.6,6,1,40,No moonrise,02:04 PM,06:18 AM,06:31 PM,12,19,19,19,36,28,64,0.0,1023,19,10,82,25
2020-03-17 06:00:00,27,17,0.0,11.6,6,1,40,No moonrise,02:04 PM,06:18 AM,06:31 PM,12,18,18,18,37,14,68,0.0,1025,18,10,79,26
2020-03-17 09:00:00,27,17,0.0,11.6,6,6,40,No moonrise,02:04 PM,06:18 AM,06:31 PM,11,21,22,21,32,9,53,0.0,1026,21,10,66,26
2020-03-17 12:00:00,27,17,0.0,11.6,6,6,40,No moonrise,02:04 PM,06:18 AM,06:31 PM,10,25,25,25,22,15,39,0.0,1024,25,10,56,19
2020-03-17 15:00:00,27,17,0.0,11.6,6,7,40,No moonrise,02:04 PM,06:18 AM,06:31 PM,9,26,26,27,13,15,32,0.0,1022,27,10,71,12
2020-03-17 18:00:00,27,17,0.0,11.6,6,1,40,No moonrise,02:04 PM,06:18 AM,06:31 PM,8,25,25,26,19,11,32,0.0,1022,26,10,93,13
2020-03-17 21:00:00,27,17,0.0,11.6,6,1,40,No moonrise,02:04 PM,06:18 AM,06:31 PM,7,24,24,23,26,8,35,0.0,1023,23,10,92,15
2020-03-18 00:00:00,29,19,0.0,11.6,6,1,33,12:24 AM,02:57 PM,06:18 AM,06:30 PM,6,22,22,22,23,4,37,0.0,1023,22,10,87,12
2020-03-18 03:00:00,29,19,0.0,11.6,6,1,33,12:24 AM,02:57 PM,06:18 AM,06:30 PM,6,20,20,20,24,3,38,0.0,1023,20,10,91,12
2020-03-18 06:00:00,29,19,0.0,11.6,6,1,33,12:24 AM,02:57 PM,06:18 AM,06:30 PM,7,19,19,19,29,1,46,0.0,1024,19,10,75,15
2020-03-18 09:00:00,29,19,0.0,11.6,6,6,33,12:24 AM,02:57 PM,06:18 AM,06:30 PM,10,23,23,23,23,0,44,0.0,1025,23,10,51,17
2020-03-18 12:00:00,29,19,0.0,11.6,6,7,33,12:24 AM,02:57 PM,06:18 AM,06:30 PM,8,26,26,27,9,3,31,0.0,1024,27,10,43,8
2020-03-18 15:00:00,29,19,0.0,11.6,6,7,33,12:24 AM,02:57 PM,06:18 AM,06:30 PM,6,26,26,28,4,4,24,0.0,1021,28,10,134,4
2020-03-18 18:00:00,29,19,0.0,11.6,6,1,33,12:24 AM,02:57 PM,06:18 AM,06:30 PM,6,26,26,27,10,3,26,0.0,1021,27,10,159,6
2020-03-18 21:00:00,29,19,0.0,11.6,6,1,33,12:24 AM,02:57 PM,06:18 AM,06:30 PM,6,25,25,25,19,4,29,0.0,1022,25,10,96,10
2020-03-19 00:00:00,30,21,0.0,11.6,7,1,25,01:20 AM,03:45 PM,06:19 AM,06:29 PM,5,24,24,23,23,3,32,0.0,1022,23,10,57,12
2020-03-19 03:00:00,30,21,0.0,11.6,7,1,25,01:20 AM,03:45 PM,06:19 AM,06:29 PM,6,22,24,22,23,2,35,0.0,1021,22,10,42,11
2020-03-19 06:00:00,30,21,0.0,11.6,7,1,25,01:20 AM,03:45 PM,06:19 AM,06:29 PM,7,21,22,21,22,1,39,0.0,1022,21,10,30,10
2020-03-19 09:00:00,30,21,0.0,11.6,7,6,25,01:20 AM,03:45 PM,06:19 AM,06:29 PM,7,24,24,25,18,0,32,0.0,1023,25,10,13,12
2020-03-19 12:00:00,30,21,0.0,11.6,7,7,25,01:20 AM,03:45 PM,06:19 AM,06:29 PM,7,27,27,28,12,1,25,0.0,1022,28,10,4,11
2020-03-19 15:00:00,30,21,0.0,11.6,7,7,25,01:20 AM,03:45 PM,06:19 AM,06:29 PM,6,28,28,30,9,2,22,0.0,1019,30,10,228,8
2020-03-19 18:00:00,30,21,0.0,11.6,7,1,25,01:20 AM,03:45 PM,06:19 AM,06:29 PM,6,27,27,28,12,2,24,0.0,1019,28,10,346,7
2020-03-19 21:00:00,30,21,0.0,11.6,7,1,25,01:20 AM,03:45 PM,06:19 AM,06:29 PM,6,25,25,26,23,2,27,0.0,1020,26,10,117,11
2020-03-20 00:00:00,33,22,0.0,11.6,7,1,18,02:15 AM,04:26 PM,06:20 AM,06:28 PM,6,24,24,25,28,2,30,0.0,1018,25,10,232,13
2020-03-20 03:00:00,33,22,0.0,11.6,7,1,18,02:15 AM,04:26 PM,06:20 AM,06:28 PM,6,24,24,23,31,1,33,0.0,1017,23,10,349,15
2020-03-20 06:00:00,33,22,0.0,11.6,7,1,18,02:15 AM,04:26 PM,06:20 AM,06:28 PM,6,24,24,22,33,2,36,0.0,1018,22,10,342,16
2020-03-20 09:00:00,33,22,0.0,11.6,7,7,18,02:15 AM,04:26 PM,06:20 AM,06:28 PM,6,26,26,27,29,5,28,0.0,1018,27,10,315,21
2020-03-20 12:00:00,33,22,0.0,11.6,7,8,18,02:15 AM,04:26 PM,06:20 AM,06:28 PM,6,30,30,32,27,6,19,0.0,1017,32,10,286,23
2020-03-20 15:00:00,33,22,0.0,11.6,7,8,18,02:15 AM,04:26 PM,06:20 AM,06:28 PM,6,31,31,33,28,3,19,0.0,1015,33,10,259,24
2020-03-20 18:00:00,33,22,0.0,11.6,7,1,18,02:15 AM,04:26 PM,06:20 AM,06:28 PM,7,33,33,32,35,1,24,0.0,1016,32,10,225,23
2020-03-20 21:00:00,33,22,0.0,11.6,7,1,18,02:15 AM,04:26 PM,06:20 AM,06:28 PM,8,32,32,29,35,0,32,0.0,1017,29,10,199,20
2020-03-21 00:00:00,29,19,0.0,11.6,6,1,11,03:12 AM,05:03 PM,06:21 AM,06:26 PM,7,26,26,24,33,0,36,0.0,1017,24,10,175,19
2020-03-21 03:00:00,29,19,0.0,11.6,6,1,11,03:12 AM,05:03 PM,06:21 AM,06:26 PM,7,21,21,21,29,10,42,0.0,1018,21,10,161,16
2020-03-21 06:00:00,29,19,0.0,11.6,6,1,11,03:12 AM,05:03 PM,06:21 AM,06:26 PM,9,19,19,19,23,5,50,0.0,1019,19,10,150,13
2020-03-21 09:00:00,29,19,0.0,11.6,6,6,11,03:12 AM,05:03 PM,06:21 AM,06:26 PM,9,23,23,22,15,0,44,0.0,1020,22,10,147,11
2020-03-21 12:00:00,29,19,0.0,11.6,6,7,11,03:12 AM,05:03 PM,06:21 AM,06:26 PM,7,26,26,26,13,0,30,0.0,1019,26,10,180,11
2020-03-21 15:00:00,29,19,0.0,11.6,6,7,11,03:12 AM,05:03 PM,06:21 AM,06:26 PM,6,27,27,28,14,0,23,0.0,1017,28,10,196,12
2020-03-21 18:00:00,29,19,0.0,11.6,6,1,11,03:12 AM,05:03 PM,06:21 AM,06:26 PM,5,26,26,27,18,0,26,0.0,1018,27,10,182,11
2020-03-21 21:00:00,29,19,0.0,11.6,6,1,11,03:12 AM,05:03 PM,06:21 AM,06:26 PM,5,24,24,24,28,0,31,0.0,1019,24,10,179,15
2020-03-22 00:00:00,28,19,0.0,11.6,7,1,4,04:07 AM,05:37 PM,06:21 AM,06:25 PM,5,21,22,21,30,0,34,0.0,1020,21,10,175,16
2020-03-22 03:00:00,28,19,0.0,11.6,7,1,4,04:07 AM,05:37 PM,06:21 AM,06:25 PM,4,20,20,20,27,3,37,0.0,1019,20,10,163,13
2020-03-22 06:00:00,28,19,0.0,11.6,7,1,4,04:07 AM,05:37 PM,06:21 AM,06:25 PM,5,19,19,19,27,4,39,0.0,1020,19,10,160,13
2020-03-22 09:00:00,28,19,0.0,11.6,7,6,4,04:07 AM,05:37 PM,06:21 AM,06:25 PM,5,23,23,23,24,4,32,0.0,1021,23,10,174,17
2020-03-22 12:00:00,28,19,0.0,11.6,7,7,4,04:07 AM,05:37 PM,06:21 AM,06:25 PM,4,26,26,27,26,4,24,0.0,1020,27,10,187,22
2020-03-22 15:00:00,28,19,0.0,11.6,7,7,4,04:07 AM,05:37 PM,06:21 AM,06:25 PM,5,26,26,28,30,4,23,0.0,1019,28,10,193,26
2020-03-22 18:00:00,28,19,0.0,11.6,7,1,4,04:07 AM,05:37 PM,06:21 AM,06:25 PM,5,25,25,26,32,3,27,0.0,1019,26,10,189,22
2020-03-22 21:00:00,28,19,0.0,11.6,7,1,4,04:07 AM,05:37 PM,06:21 AM,06:25 PM,7,24,24,22,30,4,36,0.0,1021,22,10,178,17
2020-03-23 00:00:00,27,17,0.0,11.6,6,1,0,05:02 AM,06:07 PM,06:22 AM,06:24 PM,7,20,21,20,31,9,43,0.0,1021,20,10,170,18
2020-03-23 03:00:00,27,17,0.0,11.6,6,1,0,05:02 AM,06:07 PM,06:22 AM,06:24 PM,7,18,18,18,31,6,47,0.0,1021,18,10,165,17
2020-03-23 06:00:00,27,17,0.0,11.6,6,1,0,05:02 AM,06:07 PM,06:22 AM,06:24 PM,7,17,17,17,32,1,52,0.0,1022,17,10,152,19
2020-03-23 09:00:00,27,17,0.0,11.6,6,6,0,05:02 AM,06:07 PM,06:22 AM,06:24 PM,7,20,21,20,27,0,42,0.0,1023,20,10,141,21
2020-03-23 12:00:00,27,17,0.0,11.6,6,6,0,05:02 AM,06:07 PM,06:22 AM,06:24 PM,4,24,24,25,23,4,27,0.0,1021,25,10,158,19
2020-03-23 15:00:00,27,17,0.0,11.6,6,7,0,05:02 AM,06:07 PM,06:22 AM,06:24 PM,2,25,25,27,21,4,21,0.0,1019,27,10,176,18
2020-03-23 18:00:00,27,17,0.0,11.6,6,1,0,05:02 AM,06:07 PM,06:22 AM,06:24 PM,1,24,24,24,27,5,22,0.0,1019,24,10,185,17
2020-03-23 21:00:00,27,17,0.0,11.6,6,1,0,05:02 AM,06:07 PM,06:22 AM,06:24 PM,2,22,22,22,34,27,27,0.0,1020,22,10,188,18
2020-03-24 00:00:00,30,17,0.0,11.6,6,1,0,05:55 AM,06:36 PM,06:23 AM,06:23 PM,2,20,20,20,32,16,32,0.0,1020,20,10,170,17
2020-03-24 03:00:00,30,17,0.0,11.6,6,1,0,05:55 AM,06:36 PM,06:23 AM,06:23 PM,6,18,18,18,28,4,46,0.0,1019,18,10,126,15
2020-03-24 06:00:00,30,17,0.0,11.6,6,1,0,05:55 AM,06:36 PM,06:23 AM,06:23 PM,11,18,18,18,23,6,67,0.0,1020,18,10,101,13
2020-03-24 09:00:00,30,17,0.0,11.6,6,6,0,05:55 AM,06:36 PM,06:23 AM,06:23 PM,14,21,23,21,19,59,64,0.0,1020,21,10,85,15
2020-03-24 12:00:00,30,17,0.0,11.6,6,6,0,05:55 AM,06:36 PM,06:23 AM,06:23 PM,12,26,26,26,10,31,44,0.0,1018,26,10,89,8
2020-03-24 15:00:00,30,17,0.0,11.6,6,7,0,05:55 AM,06:36 PM,06:23 AM,06:23 PM,10,28,28,29,6,24,30,0.0,1016,29,10,151,5
2020-03-24 18:00:00,30,17,0.0,11.6,6,1,0,05:55 AM,06:36 PM,06:23 AM,06:23 PM,9,27,27,27,14,18,31,0.0,1016,27,10,178,8
2020-03-24 21:00:00,30,17,0.0,11.6,6,1,0,05:55 AM,06:36 PM,06:23 AM,06:23 PM,11,25,25,24,20,12,43,0.0,1018,24,10,164,11
2020-03-25 00:00:00,24,18,0.0,7.4,6,1,3,06:48 AM,07:05 PM,06:23 AM,06:21 PM,13,22,22,22,23,60,60,1.5,1018,22,10,164,13
2020-03-25 03:00:00,24,18,0.0,7.4,6,1,3,06:48 AM,07:05 PM,06:23 AM,06:21 PM,14,19,19,19,27,83,70,4.1,1018,19,8,171,15
2020-03-25 06:00:00,24,18,0.0,7.4,6,1,3,06:48 AM,07:05 PM,06:23 AM,06:21 PM,13,18,18,18,33,80,72,4.1,1019,18,7,178,19
2020-03-25 09:00:00,24,18,0.0,7.4,6,4,3,06:48 AM,07:05 PM,06:23 AM,06:21 PM,13,19,19,19,33,81,68,5.0,1019,19,7,158,18
2020-03-25 12:00:00,24,18,0.0,7.4,6,5,3,06:48 AM,07:05 PM,06:23 AM,06:21 PM,12,21,21,21,26,77,58,1.9,1019,21,9,160,19
2020-03-25 15:00:00,24,18,0.0,7.4,6,5,3,06:48 AM,07:05 PM,06:23 AM,06:21 PM,11,24,24,23,22,84,46,0.1,1017,23,10,182,19
2020-03-25 18:00:00,24,18,0.0,7.4,6,1,3,06:48 AM,07:05 PM,06:23 AM,06:21 PM,10,24,24,22,22,34,44,0.0,1018,22,10,168,14
2020-03-25 21:00:00,24,18,0.0,7.4,6,1,3,06:48 AM,07:05 PM,06:23 AM,06:21 PM,9,20,21,20,24,9,50,0.0,1019,20,10,161,13
2020-03-26 00:00:00,25,16,0.0,8.8,6,1,11,07:42 AM,07:34 PM,06:24 AM,06:20 PM,8,18,18,18,26,11,50,0.0,1019,18,10,166,14
2020-03-26 03:00:00,25,16,0.0,8.8,6,1,11,07:42 AM,07:34 PM,06:24 AM,06:20 PM,7,17,17,17,28,9,50,0.0,1019,17,10,176,15
2020-03-26 06:00:00,25,16,0.0,8.8,6,1,11,07:42 AM,07:34 PM,06:24 AM,06:20 PM,6,16,16,16,27,16,51,0.0,1020,16,10,172,15
2020-03-26 09:00:00,25,16,0.0,8.8,6,5,11,07:42 AM,07:34 PM,06:24 AM,06:20 PM,11,20,22,20,21,18,55,0.0,1021,20,10,145,15
2020-03-26 12:00:00,25,16,0.0,8.8,6,6,11,07:42 AM,07:34 PM,06:24 AM,06:20 PM,12,25,25,24,16,21,48,0.0,1020,24,10,134,14
2020-03-26 15:00:00,25,16,0.0,8.8,6,7,11,07:42 AM,07:34 PM,06:24 AM,06:20 PM,12,26,26,25,20,74,45,0.0,1018,25,10,124,17
2020-03-26 18:00:00,25,16,0.0,8.8,6,1,11,07:42 AM,07:34 PM,06:24 AM,06:20 PM,14,25,25,23,31,85,55,0.1,1019,23,10,108,21
2020-03-26 21:00:00,25,16,0.0,8.8,6,1,11,07:42 AM,07:34 PM,06:24 AM,06:20 PM,13,21,22,21,38,77,61,0.1,1021,21,10,98,25
2020-03-27 00:00:00,26,17,0.0,6.0,5,1,18,08:35 AM,08:03 PM,06:24 AM,06:19 PM,12,19,19,19,40,39,65,0.0,1021,19,10,94,27
2020-03-27 03:00:00,26,17,0.0,6.0,5,1,18,08:35 AM,08:03 PM,06:24 AM,06:19 PM,12,18,18,18,39,16,71,0.0,1020,18,10,93,27
2020-03-27 06:00:00,26,17,0.0,6.0,5,1,18,08:35 AM,08:03 PM,06:24 AM,06:19 PM,13,17,17,17,38,17,73,0.0,1021,17,10,91,27
2020-03-27 09:00:00,26,17,0.0,6.0,5,6,18,08:35 AM,08:03 PM,06:24 AM,06:19 PM,13,20,22,20,36,61,64,0.1,1021,20,10,81,29
2020-03-27 12:00:00,26,17,0.0,6.0,5,5,18,08:35 AM,08:03 PM,06:24 AM,06:19 PM,14,26,26,24,27,69,52,0.3,1020,24,10,71,23
2020-03-27 15:00:00,26,17,0.0,6.0,5,6,18,08:35 AM,08:03 PM,06:24 AM,06:19 PM,14,26,26,26,24,67,48,0.6,1018,26,9,84,19
2020-03-27 18:00:00,26,17,0.0,6.0,5,1,18,08:35 AM,08:03 PM,06:24 AM,06:19 PM,15,25,25,24,26,74,56,0.4,1018,24,9,92,18
2020-03-27 21:00:00,26,17,0.0,6.0,5,1,18,08:35 AM,08:03 PM,06:24 AM,06:19 PM,15,25,25,23,27,68,61,0.3,1019,23,10,79,18
2020-03-28 00:00:00,26,19,0.0,8.8,5,1,25,09:30 AM,08:36 PM,06:25 AM,06:17 PM,14,21,22,21,36,54,65,0.1,1019,21,10,77,24
2020-03-28 03:00:00,26,19,0.0,8.8,5,1,25,09:30 AM,08:36 PM,06:25 AM,06:17 PM,13,20,20,20,39,61,66,0.0,1019,20,10,77,28
2020-03-28 06:00:00,26,19,0.0,8.8,5,1,25,09:30 AM,08:36 PM,06:25 AM,06:17 PM,13,19,19,19,38,57,68,0.0,1019,19,10,75,28
2020-03-28 09:00:00,26,19,0.0,8.8,5,6,25,09:30 AM,08:36 PM,06:25 AM,06:17 PM,13,21,23,21,36,60,61,0.0,1020,21,10,58,29
2020-03-28 12:00:00,26,19,0.0,8.8,5,5,25,09:30 AM,08:36 PM,06:25 AM,06:17 PM,14,26,26,25,28,75,51,0.1,1019,25,10,47,24
2020-03-28 15:00:00,26,19,0.0,8.8,5,6,25,09:30 AM,08:36 PM,06:25 AM,06:17 PM,14,27,27,26,27,72,46,0.2,1017,26,10,49,23
2020-03-28 18:00:00,26,19,0.0,8.8,5,1,25,09:30 AM,08:36 PM,06:25 AM,06:17 PM,14,26,26,25,31,28,52,0.1,1017,25,10,66,21
2020-03-28 21:00:00,26,19,0.0,8.8,5,1,25,09:30 AM,08:36 PM,06:25 AM,06:17 PM,13,25,25,22,32,17,56,0.0,1017,22,10,70,20
2020-03-29 00:00:00,30,19,0.0,11.6,7,1,32,10:25 AM,09:12 PM,06:26 AM,06:16 PM,12,21,22,21,35,24,58,0.0,1017,21,10,60,20
2020-03-29 03:00:00,30,19,0.0,11.6,7,1,32,10:25 AM,09:12 PM,06:26 AM,06:16 PM,12,20,20,20,38,23,58,0.0,1016,20,10,53,19
2020-03-29 06:00:00,30,19,0.0,11.6,7,1,32,10:25 AM,09:12 PM,06:26 AM,06:16 PM,11,19,19,19,40,18,59,0.0,1016,19,10,50,21
2020-03-29 09:00:00,30,19,0.0,11.6,7,6,32,10:25 AM,09:12 PM,06:26 AM,06:16 PM,12,24,24,23,37,13,50,0.0,1017,23,10,29,28
2020-03-29 12:00:00,30,19,0.0,11.6,7,7,32,10:25 AM,09:12 PM,06:26 AM,06:16 PM,12,28,28,28,32,14,37,0.0,1015,28,10,244,28
2020-03-29 15:00:00,30,19,0.0,11.6,7,7,32,10:25 AM,09:12 PM,06:26 AM,06:16 PM,11,29,29,30,25,46,31,0.0,1012,30,10,343,20
2020-03-29 18:00:00,30,19,0.0,11.6,7,1,32,10:25 AM,09:12 PM,06:26 AM,06:16 PM,11,27,27,28,26,54,35,0.0,1012,28,10,133,15
2020-03-29 21:00:00,30,19,0.0,11.6,7,1,32,10:25 AM,09:12 PM,06:26 AM,06:16 PM,11,26,26,26,42,38,39,0.0,1012,26,10,28,23
2020-03-30 00:00:00,28,23,0.0,7.4,7,1,40,11:22 AM,09:53 PM,06:26 AM,06:15 PM,12,26,26,26,44,42,41,0.0,1012,26,10,23,25
2020-03-30 03:00:00,28,23,0.0,7.4,7,1,40,11:22 AM,09:53 PM,06:26 AM,06:15 PM,12,25,25,24,44,67,48,0.3,1011,24,9,10,23
2020-03-30 06:00:00,28,23,0.0,7.4,7,1,40,11:22 AM,09:53 PM,06:26 AM,06:15 PM,14,25,25,23,18,83,57,0.4,1012,23,9,128,9
2020-03-30 09:00:00,28,23,0.0,7.4,7,6,40,11:22 AM,09:53 PM,06:26 AM,06:15 PM,13,26,26,26,6,81,47,0.3,1014,26,9,189,5
2020-03-30 12:00:00,28,23,0.0,7.4,7,6,40,11:22 AM,09:53 PM,06:26 AM,06:15 PM,13,27,27,27,6,85,43,0.2,1014,27,10,144,5
2020-03-30 15:00:00,28,23,0.0,7.4,7,6,40,11:22 AM,09:53 PM,06:26 AM,06:15 PM,13,28,28,28,10,82,39,0.1,1012,28,10,229,9
2020-03-30 18:00:00,28,23,0.0,7.4,7,1,40,11:22 AM,09:53 PM,06:26 AM,06:15 PM,12,27,27,27,14,34,39,0.0,1013,27,10,256,9
2020-03-30 21:00:00,28,23,0.0,7.4,7,1,40,11:22 AM,09:53 PM,06:26 AM,06:15 PM,11,25,25,24,22,10,43,0.0,1014,24,10,199,12
2020-03-31 00:00:00,28,20,0.0,11.6,7,1,44,12:19 PM,10:39 PM,06:27 AM,06:14 PM,11,25,25,22,24,8,49,0.0,1015,22,10,159,13
2020-03-31 03:00:00,28,20,0.0,11.6,7,1,44,12:19 PM,10:39 PM,06:27 AM,06:14 PM,10,21,21,21,24,11,50,0.0,1014,21,10,139,13
2020-03-31 06:00:00,28,20,0.0,11.6,7,1,44,12:19 PM,10:39 PM,06:27 AM,06:14 PM,8,20,20,20,25,21,47,0.0,1016,20,10,135,14
2020-03-31 09:00:00,28,20,0.0,11.6,7,6,44,12:19 PM,10:39 PM,06:27 AM,06:14 PM,8,23,23,23,19,17,38,0.0,1017,23,10,126,14
2020-03-31 12:00:00,28,20,0.0,11.6,7,7,44,12:19 PM,10:39 PM,06:27 AM,06:14 PM,9,26,26,26,12,11,34,0.0,1016,26,10,139,10
2020-03-31 15:00:00,28,20,0.0,11.6,7,7,44,12:19 PM,10:39 PM,06:27 AM,06:14 PM,10,27,27,28,7,13,32,0.0,1014,28,10,160,6
2020-03-31 18:00:00,28,20,0.0,11.6,7,1,44,12:19 PM,10:39 PM,06:27 AM,06:14 PM,10,26,26,27,21,17,35,0.0,1014,27,10,149,13
2020-03-31 21:00:00,28,20,0.0,11.6,7,1,44,12:19 PM,10:39 PM,06:27 AM,06:14 PM,9,25,25,24,35,12,39,0.0,1015,24,10,117,21
2020-04-01 00:00:00,29,20,0.0,8.8,7,1,56,01:16 PM,11:33 PM,06:28 AM,06:13 PM,9,24,24,22,35,10,42,0.0,1015,22,10,100,20
2020-04-01 03:00:00,29,20,0.0,8.8,7,1,56,01:16 PM,11:33 PM,06:28 AM,06:13 PM,9,21,22,21,33,11,46,0.0,1015,21,10,81,18
2020-04-01 06:00:00,29,20,0.0,8.8,7,1,56,01:16 PM,11:33 PM,06:28 AM,06:13 PM,10,20,20,20,36,11,50,0.0,1015,20,10,70,19
2020-04-01 09:00:00,29,20,0.0,8.8,7,6,56,01:16 PM,11:33 PM,06:28 AM,06:13 PM,11,25,25,25,38,16,44,0.0,1015,25,10,46,28
2020-04-01 12:00:00,29,20,0.0,8.8,7,7,56,01:16 PM,11:33 PM,06:28 AM,06:13 PM,12,28,28,29,37,58,35,0.1,1014,29,9,28,32
2020-04-01 15:00:00,29,20,0.0,8.8,7,6,56,01:16 PM,11:33 PM,06:28 AM,06:13 PM,11,28,28,29,34,75,34,0.2,1013,29,9,22,28
2020-04-01 18:00:00,29,20,0.0,8.8,7,1,56,01:16 PM,11:33 PM,06:28 AM,06:13 PM,13,26,26,26,23,82,47,0.3,1012,26,4,154,17
2020-04-01 21:00:00,29,20,0.0,8.8,7,1,56,01:16 PM,11:33 PM,06:28 AM,06:13 PM,14,25,25,24,17,62,54,0.7,1013,24,7,129,10
2020-04-02 00:00:00,23,19,0.0,5.9,5,1,64,02:11 PM,No moonset,06:28 AM,06:11 PM,16,21,22,21,29,83,74,1.8,1012,21,10,209,19
2020-04-02 03:00:00,23,19,0.0,5.9,5,1,64,02:11 PM,No moonset,06:28 AM,06:11 PM,17,19,19,19,29,100,90,8.3,1012,19,7,296,20
2020-04-02 06:00:00,23,19,0.0,5.9,5,1,64,02:11 PM,No moonset,06:28 AM,06:11 PM,17,19,19,19,23,74,89,5.7,1012,19,7,328,17
2020-04-02 09:00:00,23,19,0.0,5.9,5,5,64,02:11 PM,No moonset,06:28 AM,06:11 PM,17,20,20,20,26,76,82,3.2,1013,20,8,330,21
2020-04-02 12:00:00,23,19,0.0,5.9,5,5,64,02:11 PM,No moonset,06:28 AM,06:11 PM,17,24,24,22,30,87,71,1.5,1011,22,9,315,24
