date_time,Keith_maxtempC,Keith_mintempC,Keith_totalSnow_cm,Keith_sunHour,Keith_uvIndex,Keith_uvIndex,Keith_moon_illumination,Keith_moonrise,Keith_moonset,Keith_sunrise,Keith_sunset,Keith_DewPointC,Keith_FeelsLikeC,Keith_HeatIndexC,Keith_WindChillC,Keith_WindGustKmph,Keith_cloudcover,Keith_humidity,Keith_precipMM,Keith_pressure,Keith_tempC,Keith_visibility,Keith_winddirDegree,Keith_windspeedKmph
2019-12-31 21:00:00,4,0,0.0,5.8,2,1,26,12:47 PM,10:35 PM,09:54 AM,04:35 PM,-6,0,3,0,23,16,55,0.0,1027,0,10,192,11
2020-01-01 00:00:00,4,-0,0.0,5.8,2,1,37,12:59 PM,11:49 PM,09:54 AM,04:36 PM,-6,1,3,1,16,0,50,0.0,1025,3,10,221,8
2020-01-01 03:00:00,4,-0,0.0,5.8,2,1,37,12:59 PM,11:49 PM,09:54 AM,04:36 PM,-6,0,3,0,17,0,52,0.0,1023,3,10,211,8
2020-01-01 06:00:00,4,-0,0.0,5.8,2,2,37,12:59 PM,11:49 PM,09:54 AM,04:36 PM,-2,2,4,2,16,0,67,0.0,1022,4,10,223,8
2020-01-01 09:00:00,4,-0,0.0,5.8,2,2,37,12:59 PM,11:49 PM,09:54 AM,04:36 PM,-0,1,2,1,13,0,83,0.0,1021,2,10,208,6
2020-01-01 12:00:00,4,-0,0.0,5.8,2,2,37,12:59 PM,11:49 PM,09:54 AM,04:36 PM,1,4,4,4,8,33,77,0.0,1020,4,10,211,4
2020-01-01 15:00:00,4,-0,0.0,5.8,2,2,37,12:59 PM,11:49 PM,09:54 AM,04:36 PM,1,1,3,1,14,6,84,0.0,1018,3,10,203,7
2020-01-01 18:00:00,4,-0,0.0,5.8,2,2,37,12:59 PM,11:49 PM,09:54 AM,04:36 PM,-0,-1,2,-1,18,61,87,0.0,1015,2,10,166,9
2020-01-01 21:00:00,4,-0,0.0,5.8,2,1,37,12:59 PM,11:49 PM,09:54 AM,04:36 PM,1,-0,4,-0,28,93,78,0.0,1013,-0,10,178,13
2020-01-02 00:00:00,8,5,0.0,1.7,3,1,44,01:10 PM,No moonset,09:54 AM,04:38 PM,1,3,7,3,37,9,65,0.0,1010,7,10,187,18
2020-01-02 03:00:00,8,5,0.0,1.7,3,1,44,01:10 PM,No moonset,09:54 AM,04:38 PM,1,4,8,4,45,100,62,0.0,1006,8,10,195,22
2020-01-02 06:00:00,8,5,0.0,1.7,3,3,44,01:10 PM,No moonset,09:54 AM,04:38 PM,2,3,6,3,37,9,73,0.0,1004,6,10,190,18
2020-01-02 09:00:00,8,5,0.0,1.7,3,3,44,01:10 PM,No moonset,09:54 AM,04:38 PM,3,3,6,3,28,18,82,0.0,1002,6,10,183,14
2020-01-02 12:00:00,8,5,0.0,1.7,3,2,44,01:10 PM,No moonset,09:54 AM,04:38 PM,5,6,8,6,27,81,81,0.0,1000,8,10,185,14
2020-01-02 15:00:00,8,5,0.0,1.7,3,2,44,01:10 PM,No moonset,09:54 AM,04:38 PM,6,6,8,6,27,77,85,0.1,996,8,10,189,14
2020-01-02 18:00:00,8,5,0.0,1.7,3,3,44,01:10 PM,No moonset,09:54 AM,04:38 PM,4,4,7,4,35,53,82,0.0,995,7,10,205,17
2020-01-02 21:00:00,8,5,0.0,1.7,3,1,44,01:10 PM,No moonset,09:54 AM,04:38 PM,4,-0,5,-0,50,100,91,1.0,998,5,9,318,36
2020-01-03 00:00:00,4,-4,0.0,3.8,1,1,51,01:20 PM,01:01 AM,09:53 AM,04:39 PM,-1,-3,3,-3,43,56,75,0.4,1004,3,0,293,29
2020-01-03 03:00:00,4,-4,0.0,3.8,1,1,51,01:20 PM,01:01 AM,09:53 AM,04:39 PM,-1,-2,3,-2,44,35,75,0.0,1007,3,10,286,27
2020-01-03 06:00:00,4,-4,0.0,3.8,1,1,51,01:20 PM,01:01 AM,09:53 AM,04:39 PM,-1,-2,3,-2,41,100,76,0.0,1010,3,10,278,24
2020-01-03 09:00:00,4,-4,0.0,3.8,1,1,51,01:20 PM,01:01 AM,09:53 AM,04:39 PM,-1,-3,3,-3,41,58,77,0.0,1012,3,10,275,24
2020-01-03 12:00:00,4,-4,0.0,3.8,1,2,51,01:20 PM,01:01 AM,09:53 AM,04:39 PM,-2,-1,4,-1,45,12,66,0.0,1015,4,10,281,31
2020-01-03 15:00:00,4,-4,0.0,3.8,1,1,51,01:20 PM,01:01 AM,09:53 AM,04:39 PM,0,-1,4,-1,40,78,79,0.0,1015,4,10,268,24
2020-01-03 18:00:00,4,-4,0.0,3.8,1,1,51,01:20 PM,01:01 AM,09:53 AM,04:39 PM,2,-0,3,-0,46,100,84,0.0,1017,-0,10,278,31
2020-01-03 21:00:00,4,-4,0.0,3.8,1,1,51,01:20 PM,01:01 AM,09:53 AM,04:39 PM,2,-4,-1,-4,50,78,79,0.1,1018,-4,10,280,33
2020-01-04 00:00:00,6,-2,0.0,3.8,1,1,59,01:31 PM,02:14 AM,09:53 AM,04:40 PM,3,1,5,1,46,100,84,0.0,1019,5,10,279,31
2020-01-04 03:00:00,6,-2,0.0,3.8,1,1,59,01:31 PM,02:14 AM,09:53 AM,04:40 PM,4,2,6,2,48,100,83,0.2,1019,6,2,284,32
2020-01-04 06:00:00,6,-2,0.0,3.8,1,2,59,01:31 PM,02:14 AM,09:53 AM,04:40 PM,5,2,6,2,31,100,93,0.0,1021,6,10,309,21
2020-01-04 09:00:00,6,-2,0.0,3.8,1,1,59,01:31 PM,02:14 AM,09:53 AM,04:40 PM,4,4,4,4,7,100,96,2.9,1023,4,7,56,5
2020-01-04 12:00:00,6,-2,0.0,3.8,1,2,59,01:31 PM,02:14 AM,09:53 AM,04:40 PM,4,4,5,4,11,100,94,1.0,1024,5,9,169,6
2020-01-04 15:00:00,6,-2,0.0,3.8,1,2,59,01:31 PM,02:14 AM,09:53 AM,04:40 PM,4,4,6,4,24,58,87,0.1,1023,6,10,238,13
2020-01-04 18:00:00,6,-2,0.0,3.8,1,1,59,01:31 PM,02:14 AM,09:53 AM,04:40 PM,4,2,6,2,25,63,85,0.0,1023,2,10,197,13
2020-01-04 21:00:00,6,-2,0.0,3.8,1,1,59,01:31 PM,02:14 AM,09:53 AM,04:40 PM,4,-2,1,-2,23,100,84,0.0,1021,-2,10,212,13
2020-01-05 00:00:00,10,4,0.0,5.8,2,1,66,01:43 PM,03:29 AM,09:52 AM,04:42 PM,4,4,7,4,27,99,82,0.0,1020,7,10,212,15
2020-01-05 03:00:00,10,4,0.0,5.8,2,1,66,01:43 PM,03:29 AM,09:52 AM,04:42 PM,5,5,7,5,26,14,83,0.0,1019,7,10,228,13
2020-01-05 06:00:00,10,4,0.0,5.8,2,2,66,01:43 PM,03:29 AM,09:52 AM,04:42 PM,3,4,8,4,62,98,71,0.0,1018,8,10,239,33
2020-01-05 09:00:00,10,4,0.0,5.8,2,3,66,01:43 PM,03:29 AM,09:52 AM,04:42 PM,3,2,6,2,45,4,78,0.0,1017,6,10,245,24
2020-01-05 12:00:00,10,4,0.0,5.8,2,3,66,01:43 PM,03:29 AM,09:52 AM,04:42 PM,5,7,10,7,45,32,73,0.0,1017,10,10,228,24
2020-01-05 15:00:00,10,4,0.0,5.8,2,3,66,01:43 PM,03:29 AM,09:52 AM,04:42 PM,6,7,10,7,37,32,77,0.0,1015,10,10,219,20
2020-01-05 18:00:00,10,4,0.0,5.8,2,3,66,01:43 PM,03:29 AM,09:52 AM,04:42 PM,6,8,10,8,36,27,78,0.0,1016,8,10,206,20
2020-01-05 21:00:00,10,4,0.0,5.8,2,1,66,01:43 PM,03:29 AM,09:52 AM,04:42 PM,6,4,7,4,32,12,86,0.0,1014,4,10,190,16
2020-01-06 00:00:00,8,5,0.0,3.8,3,1,73,01:58 PM,04:45 AM,09:52 AM,04:44 PM,6,5,8,5,35,13,87,0.0,1013,8,10,184,18
2020-01-06 03:00:00,8,5,0.0,3.8,3,1,73,01:58 PM,04:45 AM,09:52 AM,04:44 PM,5,4,7,4,34,6,83,0.0,1010,7,10,173,18
2020-01-06 06:00:00,8,5,0.0,3.8,3,3,73,01:58 PM,04:45 AM,09:52 AM,04:44 PM,4,3,7,3,46,0,79,0.0,1007,7,10,178,27
2020-01-06 09:00:00,8,5,0.0,3.8,3,3,73,01:58 PM,04:45 AM,09:52 AM,04:44 PM,3,3,6,3,37,33,78,0.0,1002,6,10,180,22
2020-01-06 12:00:00,8,5,0.0,3.8,3,3,73,01:58 PM,04:45 AM,09:52 AM,04:44 PM,5,6,8,6,32,44,79,0.0,999,8,10,156,19
2020-01-06 15:00:00,8,5,0.0,3.8,3,2,73,01:58 PM,04:45 AM,09:52 AM,04:44 PM,5,5,8,5,33,100,78,0.1,1000,8,10,254,22
2020-01-06 18:00:00,8,5,0.0,3.8,3,3,73,01:58 PM,04:45 AM,09:52 AM,04:44 PM,2,1,6,1,42,23,76,0.0,1004,6,10,253,25
2020-01-06 21:00:00,8,5,0.0,3.8,3,1,73,01:58 PM,04:45 AM,09:52 AM,04:44 PM,1,0,5,0,47,5,73,0.0,1007,5,10,255,28
2020-01-07 00:00:00,14,4,0.0,3.8,4,1,80,02:18 PM,06:04 AM,09:51 AM,04:45 PM,1,0,4,0,36,7,77,0.0,1010,4,10,233,20
2020-01-07 03:00:00,14,4,0.0,3.8,4,1,80,02:18 PM,06:04 AM,09:51 AM,04:45 PM,1,1,4,1,25,55,81,0.0,1008,4,10,183,13
2020-01-07 06:00:00,14,4,0.0,3.8,4,2,80,02:18 PM,06:04 AM,09:51 AM,04:45 PM,1,2,6,2,33,64,74,0.0,1005,6,10,162,20
2020-01-07 09:00:00,14,4,0.0,3.8,4,3,80,02:18 PM,06:04 AM,09:51 AM,04:45 PM,4,4,7,4,41,57,82,0.0,999,7,10,176,24
2020-01-07 12:00:00,14,4,0.0,3.8,4,4,80,02:18 PM,06:04 AM,09:51 AM,04:45 PM,8,10,13,10,54,23,71,0.0,996,13,10,200,29
2020-01-07 15:00:00,14,4,0.0,3.8,4,3,80,02:18 PM,06:04 AM,09:51 AM,04:45 PM,9,11,14,11,67,74,74,0.3,992,14,5,228,37
2020-01-07 18:00:00,14,4,0.0,3.8,4,3,80,02:18 PM,06:04 AM,09:51 AM,04:45 PM,8,10,13,10,70,81,70,1.1,992,13,9,222,40
2020-01-07 21:00:00,14,4,0.0,3.8,4,1,80,02:18 PM,06:04 AM,09:51 AM,04:45 PM,3,4,8,4,54,72,71,0.6,993,8,9,234,32
2020-01-08 00:00:00,4,1,0.0,5.8,1,1,88,02:46 PM,07:23 AM,09:50 AM,04:47 PM,3,2,7,2,47,56,76,0.7,1000,7,5,265,33
2020-01-08 03:00:00,4,1,0.0,5.8,1,1,88,02:46 PM,07:23 AM,09:50 AM,04:47 PM,-0,-2,4,-2,46,66,77,0.1,1003,4,10,264,30
2020-01-08 06:00:00,4,1,0.0,5.8,1,1,88,02:46 PM,07:23 AM,09:50 AM,04:47 PM,-1,-3,3,-3,45,88,79,0.1,1006,3,10,252,29
2020-01-08 09:00:00,4,1,0.0,5.8,1,2,88,02:46 PM,07:23 AM,09:50 AM,04:47 PM,-1,-4,2,-4,50,19,78,0.0,1008,2,10,252,32
2020-01-08 12:00:00,4,1,0.0,5.8,1,2,88,02:46 PM,07:23 AM,09:50 AM,04:47 PM,-2,-2,4,-2,52,8,67,0.0,1010,4,10,259,37
2020-01-08 15:00:00,4,1,0.0,5.8,1,2,88,02:46 PM,07:23 AM,09:50 AM,04:47 PM,-2,-2,3,-2,41,5,68,0.0,1011,3,10,260,26
2020-01-08 18:00:00,4,1,0.0,5.8,1,2,88,02:46 PM,07:23 AM,09:50 AM,04:47 PM,-2,-3,1,-3,28,25,77,0.0,1013,1,10,237,15
2020-01-08 21:00:00,4,1,0.0,5.8,1,1,88,02:46 PM,07:23 AM,09:50 AM,04:47 PM,-2,-3,1,-3,30,14,80,0.0,1014,1,10,224,16
2020-01-09 00:00:00,3,0,0.0,1.7,2,1,95,03:26 PM,08:38 AM,09:50 AM,04:48 PM,-2,-3,1,-3,27,14,83,0.0,1013,1,10,204,14
2020-01-09 03:00:00,3,0,0.0,1.7,2,1,95,03:26 PM,08:38 AM,09:50 AM,04:48 PM,-1,-2,1,-2,18,100,86,0.0,1009,1,10,176,9
2020-01-09 06:00:00,3,0,0.0,1.7,2,1,95,03:26 PM,08:38 AM,09:50 AM,04:48 PM,-1,-0,1,-0,10,100,83,0.0,1006,1,10,189,5
2020-01-09 09:00:00,3,0,0.0,1.7,2,1,95,03:26 PM,08:38 AM,09:50 AM,04:48 PM,-2,1,1,1,5,100,82,0.0,1004,1,10,315,3
2020-01-09 12:00:00,3,0,0.0,1.7,2,1,95,03:26 PM,08:38 AM,09:50 AM,04:48 PM,-0,2,3,2,5,82,79,0.0,1005,3,10,300,4
2020-01-09 15:00:00,3,0,0.0,1.7,2,2,95,03:26 PM,08:38 AM,09:50 AM,04:48 PM,0,-1,1,-1,14,61,91,0.0,1005,1,10,287,8
2020-01-09 18:00:00,3,0,0.0,1.7,2,2,95,03:26 PM,08:38 AM,09:50 AM,04:48 PM,-1,-2,0,-2,13,18,89,0.0,1008,0,10,259,6
2020-01-09 21:00:00,3,0,0.0,1.7,2,1,95,03:26 PM,08:38 AM,09:50 AM,04:48 PM,-2,-3,0,-3,16,5,87,0.0,1010,0,10,242,8
2020-01-10 00:00:00,4,-4,0.0,5.8,2,1,100,04:23 PM,09:43 AM,09:49 AM,04:50 PM,-2,-3,0,-3,21,2,84,0.0,1013,0,10,241,10
2020-01-10 03:00:00,4,-4,0.0,5.8,2,1,100,04:23 PM,09:43 AM,09:49 AM,04:50 PM,-4,-3,0,-3,18,4,74,0.0,1012,0,10,211,9
2020-01-10 06:00:00,4,-4,0.0,5.8,2,2,100,04:23 PM,09:43 AM,09:49 AM,04:50 PM,-5,-3,1,-3,22,17,68,0.0,1015,1,10,208,10
2020-01-10 09:00:00,4,-4,0.0,5.8,2,1,100,04:23 PM,09:43 AM,09:49 AM,04:50 PM,-2,-0,3,-0,19,64,72,0.0,1016,3,10,219,10
2020-01-10 12:00:00,4,-4,0.0,5.8,2,2,100,04:23 PM,09:43 AM,09:49 AM,04:50 PM,-2,2,4,2,14,21,67,0.0,1016,4,10,186,9
2020-01-10 15:00:00,4,-4,0.0,5.8,2,2,100,04:23 PM,09:43 AM,09:49 AM,04:50 PM,-2,-1,3,-1,26,19,71,0.0,1014,3,10,149,14
2020-01-10 18:00:00,4,-4,0.0,5.8,2,1,100,04:23 PM,09:43 AM,09:49 AM,04:50 PM,-2,1,5,1,39,100,63,0.0,1011,1,10,187,23
2020-01-10 21:00:00,4,-4,0.0,5.8,2,1,100,04:23 PM,09:43 AM,09:49 AM,04:50 PM,1,-4,1,-4,51,54,76,0.0,1007,-4,10,167,30
2020-01-11 00:00:00,11,4,0.0,1.8,3,1,100,05:38 PM,10:32 AM,09:48 AM,04:52 PM,4,3,6,3,45,22,84,0.0,1004,6,10,169,22
2020-01-11 03:00:00,11,4,0.0,1.8,3,1,100,05:38 PM,10:32 AM,09:48 AM,04:52 PM,6,7,11,7,72,29,72,0.0,999,11,10,214,37
2020-01-11 06:00:00,11,4,0.0,1.8,3,3,100,05:38 PM,10:32 AM,09:48 AM,04:52 PM,7,8,11,8,71,83,74,0.2,998,11,5,224,37
2020-01-11 09:00:00,11,4,0.0,1.8,3,2,100,05:38 PM,10:32 AM,09:48 AM,04:52 PM,7,6,8,6,24,100,94,1.0,998,8,9,277,14
2020-01-11 12:00:00,11,4,0.0,1.8,3,2,100,05:38 PM,10:32 AM,09:48 AM,04:52 PM,6,4,7,4,29,100,90,1.7,998,7,9,265,20
2020-01-11 15:00:00,11,4,0.0,1.8,3,2,100,05:38 PM,10:32 AM,09:48 AM,04:52 PM,5,4,7,4,26,88,85,0.5,998,7,5,212,16
2020-01-11 18:00:00,11,4,0.0,1.8,3,2,100,05:38 PM,10:32 AM,09:48 AM,04:52 PM,3,2,6,2,38,83,81,0.2,1001,6,10,248,24
2020-01-11 21:00:00,11,4,0.0,1.8,3,1,100,05:38 PM,10:32 AM,09:48 AM,04:52 PM,0,-1,4,-1,46,8,77,0.0,1004,4,10,261,28
2020-01-12 00:00:00,4,-3,0.0,3.8,2,1,83,07:04 PM,11:09 AM,09:47 AM,04:54 PM,-3,-3,2,-3,47,3,70,0.0,1007,2,10,247,26
2020-01-12 03:00:00,4,-3,0.0,3.8,2,1,83,07:04 PM,11:09 AM,09:47 AM,04:54 PM,-2,-3,1,-3,33,52,79,0.0,1005,1,10,240,16
2020-01-12 06:00:00,4,-3,0.0,3.8,2,2,83,07:04 PM,11:09 AM,09:47 AM,04:54 PM,-2,-3,1,-3,22,60,82,0.0,1005,1,10,185,10
2020-01-12 09:00:00,4,-3,0.0,3.8,2,2,83,07:04 PM,11:09 AM,09:47 AM,04:54 PM,-1,-2,1,-2,19,18,86,0.0,1003,1,10,207,9
2020-01-12 12:00:00,4,-3,0.0,3.8,2,1,83,07:04 PM,11:09 AM,09:47 AM,04:54 PM,0,-0,4,-0,29,77,78,0.1,1005,4,10,270,21
2020-01-12 15:00:00,4,-3,0.0,3.8,2,2,83,07:04 PM,11:09 AM,09:47 AM,04:54 PM,-2,-2,3,-2,28,13,71,0.0,1005,3,10,242,17
2020-01-12 18:00:00,4,-3,0.0,3.8,2,2,83,07:04 PM,11:09 AM,09:47 AM,04:54 PM,-3,-4,1,-4,32,31,77,0.0,1006,1,10,224,17
2020-01-12 21:00:00,4,-3,0.0,3.8,2,1,83,07:04 PM,11:09 AM,09:47 AM,04:54 PM,-2,-3,1,-3,33,25,77,0.0,1005,-3,10,210,18
2020-01-13 00:00:00,5,-4,0.0,3.8,2,1,76,08:35 PM,11:34 AM,09:46 AM,04:56 PM,-2,-3,1,-3,27,21,79,0.0,1005,1,10,191,14
2020-01-13 03:00:00,5,-4,0.0,3.8,2,1,76,08:35 PM,11:34 AM,09:46 AM,04:56 PM,-2,-3,1,-3,26,9,82,0.0,1003,1,10,182,12
2020-01-13 06:00:00,5,-4,0.0,3.8,2,2,76,08:35 PM,11:34 AM,09:46 AM,04:56 PM,-2,-2,1,-2,25,17,82,0.0,1001,1,10,168,12
2020-01-13 09:00:00,5,-4,0.0,3.8,2,2,76,08:35 PM,11:34 AM,09:46 AM,04:56 PM,-1,-2,3,-2,39,12,79,0.0,997,3,10,160,23
2020-01-13 12:00:00,5,-4,0.0,3.8,2,3,76,08:35 PM,11:34 AM,09:46 AM,04:56 PM,1,-0,5,-0,48,35,75,0.0,991,5,10,160,33
2020-01-13 15:00:00,5,-4,0.0,3.8,2,1,76,08:35 PM,11:34 AM,09:46 AM,04:56 PM,2,-2,4,-2,63,79,81,0.2,981,4,2,154,43
2020-01-13 18:00:00,5,-4,0.0,3.8,2,1,76,08:35 PM,11:34 AM,09:46 AM,04:56 PM,3,0,4,0,71,100,87,0.2,975,0,2,165,49
2020-01-13 21:00:00,5,-4,0.0,3.8,2,1,76,08:35 PM,11:34 AM,09:46 AM,04:56 PM,0,-4,-1,-4,42,76,84,0.3,974,-4,10,181,23
2020-01-14 00:00:00,4,0,0.0,5.8,2,1,69,10:07 PM,11:53 AM,09:44 AM,04:58 PM,-2,-2,2,-2,35,14,76,0.0,975,2,10,199,19
2020-01-14 03:00:00,4,0,0.0,5.8,2,1,69,10:07 PM,11:53 AM,09:44 AM,04:58 PM,-2,-3,2,-3,40,17,76,0.0,976,2,10,209,22
2020-01-14 06:00:00,4,0,0.0,5.8,2,1,69,10:07 PM,11:53 AM,09:44 AM,04:58 PM,-3,-4,1,-4,33,15,78,0.0,978,1,10,201,18
2020-01-14 09:00:00,4,0,0.0,5.8,2,2,69,10:07 PM,11:53 AM,09:44 AM,04:58 PM,-3,-4,1,-4,39,12,73,0.0,979,1,10,194,21
2020-01-14 12:00:00,4,0,0.0,5.8,2,2,69,10:07 PM,11:53 AM,09:44 AM,04:58 PM,-3,-1,4,-1,36,10,64,0.0,980,4,10,194,24
2020-01-14 15:00:00,4,0,0.0,5.8,2,2,69,10:07 PM,11:53 AM,09:44 AM,04:58 PM,-1,-2,3,-2,29,25,77,0.0,977,3,10,160,18
2020-01-14 18:00:00,4,0,0.0,5.8,2,2,69,10:07 PM,11:53 AM,09:44 AM,04:58 PM,-1,-4,1,-4,37,9,85,0.0,976,1,10,171,19
2020-01-14 21:00:00,4,0,0.0,5.8,2,1,69,10:07 PM,11:53 AM,09:44 AM,04:58 PM,-2,-4,0,-4,30,14,81,0.0,977,0,10,195,14
2020-01-15 00:00:00,5,1,0.0,3.8,2,1,61,11:37 PM,12:08 PM,09:43 AM,05:00 PM,-3,-4,1,-4,42,5,70,0.0,979,1,10,206,23
2020-01-15 03:00:00,5,1,0.0,3.8,2,1,61,11:37 PM,12:08 PM,09:43 AM,05:00 PM,-3,-3,2,-3,44,7,69,0.0,980,2,10,204,23
2020-01-15 06:00:00,5,1,0.0,3.8,2,2,61,11:37 PM,12:08 PM,09:43 AM,05:00 PM,-3,-2,2,-2,41,16,69,0.0,981,2,10,199,22
2020-01-15 09:00:00,5,1,0.0,3.8,2,2,61,11:37 PM,12:08 PM,09:43 AM,05:00 PM,-2,-2,2,-2,39,23,71,0.0,981,2,10,189,20
2020-01-15 12:00:00,5,1,0.0,3.8,2,3,61,11:37 PM,12:08 PM,09:43 AM,05:00 PM,0,1,5,1,36,43,72,0.0,983,5,10,208,24
2020-01-15 15:00:00,5,1,0.0,3.8,2,3,61,11:37 PM,12:08 PM,09:43 AM,05:00 PM,1,1,5,1,33,62,74,0.0,985,5,10,230,20
2020-01-15 18:00:00,5,1,0.0,3.8,2,3,61,11:37 PM,12:08 PM,09:43 AM,05:00 PM,2,0,5,0,50,48,82,0.0,990,5,10,241,28
2020-01-15 21:00:00,5,1,0.0,3.8,2,1,61,11:37 PM,12:08 PM,09:43 AM,05:00 PM,1,1,5,1,62,29,73,0.0,995,1,10,246,41
2020-01-16 00:00:00,6,-2,0.0,1.9,2,1,54,No moonrise,12:22 PM,09:42 AM,05:02 PM,-2,-2,4,-2,57,15,64,0.0,1000,4,10,242,32
2020-01-16 03:00:00,6,-2,0.0,1.9,2,1,54,No moonrise,12:22 PM,09:42 AM,05:02 PM,-1,-2,2,-2,36,5,81,0.0,1003,2,10,218,19
2020-01-16 06:00:00,6,-2,0.0,1.9,2,2,54,No moonrise,12:22 PM,09:42 AM,05:02 PM,-2,-3,1,-3,21,28,86,0.0,1004,1,10,140,10
2020-01-16 09:00:00,6,-2,0.0,1.9,2,1,54,No moonrise,12:22 PM,09:42 AM,05:02 PM,1,-2,3,-2,38,100,91,0.0,1004,3,10,136,21
2020-01-16 12:00:00,6,-2,0.0,1.9,2,2,54,No moonrise,12:22 PM,09:42 AM,05:02 PM,4,2,6,2,46,70,83,0.1,1003,6,10,150,31
2020-01-16 15:00:00,6,-2,0.0,1.9,2,2,54,No moonrise,12:22 PM,09:42 AM,05:02 PM,3,1,6,1,46,97,82,0.0,997,6,10,141,31
2020-01-16 18:00:00,6,-2,0.0,1.9,2,2,54,No moonrise,12:22 PM,09:42 AM,05:02 PM,5,2,5,2,62,38,86,0.0,992,2,10,159,40
2020-01-16 21:00:00,6,-2,0.0,1.9,2,1,54,No moonrise,12:22 PM,09:42 AM,05:02 PM,5,-2,1,-2,32,70,88,0.1,993,-2,10,191,16
2020-01-17 00:00:00,5,2,0.0,5.8,2,1,47,01:06 AM,12:35 PM,09:41 AM,05:04 PM,0,0,5,0,43,0,74,0.0,996,5,10,207,23
2020-01-17 03:00:00,5,2,0.0,5.8,2,1,47,01:06 AM,12:35 PM,09:41 AM,05:04 PM,-1,-1,4,-1,43,2,72,0.0,997,4,10,207,23
2020-01-17 06:00:00,5,2,0.0,5.8,2,2,47,01:06 AM,12:35 PM,09:41 AM,05:04 PM,-1,-2,3,-2,42,0,73,0.0,998,3,10,204,23
2020-01-17 09:00:00,5,2,0.0,5.8,2,2,47,01:06 AM,12:35 PM,09:41 AM,05:04 PM,-2,-2,3,-2,45,0,73,0.0,999,3,10,211,25
2020-01-17 12:00:00,5,2,0.0,5.8,2,3,47,01:06 AM,12:35 PM,09:41 AM,05:04 PM,0,1,5,1,32,18,71,0.0,1002,5,10,240,22
2020-01-17 15:00:00,5,2,0.0,5.8,2,2,47,01:06 AM,12:35 PM,09:41 AM,05:04 PM,0,0,4,0,30,45,74,0.0,1003,4,10,250,19
2020-01-17 18:00:00,5,2,0.0,5.8,2,2,47,01:06 AM,12:35 PM,09:41 AM,05:04 PM,-1,-2,2,-2,36,45,81,0.0,1006,2,10,259,20
2020-01-17 21:00:00,5,2,0.0,5.8,2,1,47,01:06 AM,12:35 PM,09:41 AM,05:04 PM,-1,-4,2,-4,41,49,80,0.0,1009,2,10,270,24
2020-01-18 00:00:00,4,2,0.0,1.9,1,1,40,02:33 AM,12:49 PM,09:39 AM,05:06 PM,-1,-3,3,-3,46,65,76,0.0,1012,3,10,275,28
2020-01-18 03:00:00,4,2,0.0,1.9,1,1,40,02:33 AM,12:49 PM,09:39 AM,05:06 PM,-2,-3,2,-3,46,16,73,0.0,1012,2,10,277,26
2020-01-18 06:00:00,4,2,0.0,1.9,1,2,40,02:33 AM,12:49 PM,09:39 AM,05:06 PM,-2,-3,2,-3,46,19,74,0.0,1015,2,10,275,27
2020-01-18 09:00:00,4,2,0.0,1.9,1,1,40,02:33 AM,12:49 PM,09:39 AM,05:06 PM,-2,-3,2,-3,51,48,72,0.0,1018,2,10,283,30
2020-01-18 12:00:00,4,2,0.0,1.9,1,1,40,02:33 AM,12:49 PM,09:39 AM,05:06 PM,-1,-1,4,-1,44,100,68,0.0,1021,4,10,293,30
2020-01-18 15:00:00,4,2,0.0,1.9,1,1,40,02:33 AM,12:49 PM,09:39 AM,05:06 PM,-1,-1,4,-1,45,66,69,0.2,1025,4,10,300,29
2020-01-18 18:00:00,4,2,0.0,1.9,1,2,40,02:33 AM,12:49 PM,09:39 AM,05:06 PM,-1,-2,3,-2,40,31,79,0.0,1029,3,10,288,22
2020-01-18 21:00:00,4,2,0.0,1.9,1,1,40,02:33 AM,12:49 PM,09:39 AM,05:06 PM,-1,-3,2,-3,37,88,82,0.1,1032,2,10,279,21
2020-01-19 00:00:00,5,0,0.0,5.8,2,1,32,04:00 AM,01:06 PM,09:38 AM,05:08 PM,-1,-3,1,-3,32,4,86,0.0,1035,1,10,264,16
2020-01-19 03:00:00,5,0,0.0,5.8,2,1,32,04:00 AM,01:06 PM,09:38 AM,05:08 PM,-1,-3,2,-3,36,1,81,0.0,1036,2,10,263,19
2020-01-19 06:00:00,5,0,0.0,5.8,2,2,32,04:00 AM,01:06 PM,09:38 AM,05:08 PM,-1,-3,1,-3,33,44,83,0.0,1038,1,10,261,16
2020-01-19 09:00:00,5,0,0.0,5.8,2,1,32,04:00 AM,01:06 PM,09:38 AM,05:08 PM,-1,-2,2,-2,29,95,79,0.0,1038,2,10,225,14
2020-01-19 12:00:00,5,0,0.0,5.8,2,2,32,04:00 AM,01:06 PM,09:38 AM,05:08 PM,-1,2,5,2,18,48,67,0.0,1039,5,10,200,12
2020-01-19 15:00:00,5,0,0.0,5.8,2,2,32,04:00 AM,01:06 PM,09:38 AM,05:08 PM,-1,1,4,1,19,48,72,0.0,1039,4,10,187,10
2020-01-19 18:00:00,5,0,0.0,5.8,2,2,32,04:00 AM,01:06 PM,09:38 AM,05:08 PM,-2,-0,2,-0,18,29,71,0.0,1038,2,10,211,9
2020-01-19 21:00:00,5,0,0.0,5.8,2,1,32,04:00 AM,01:06 PM,09:38 AM,05:08 PM,-1,0,2,0,22,61,76,0.0,1037,0,10,215,11
