date_time,Orelia_maxtempC,Orelia_mintempC,Orelia_totalSnow_cm,Orelia_sunHour,Orelia_uvIndex,Orelia_uvIndex,Orelia_moon_illumination,Orelia_moonrise,Orelia_moonset,Orelia_sunrise,Orelia_sunset,Orelia_DewPointC,Orelia_FeelsLikeC,Orelia_HeatIndexC,Orelia_WindChillC,Orelia_WindGustKmph,Orelia_cloudcover,Orelia_humidity,Orelia_precipMM,Orelia_pressure,Orelia_tempC,Orelia_visibility,Orelia_winddirDegree,Orelia_windspeedKmph
2020-01-31 00:00:00,17,6,0.0,10.9,3,1,37,12:27 PM,12:26 AM,08:24 AM,07:14 PM,6,9,10,9,11,88,76,0.0,1020,10,10,99,8
2020-01-31 03:00:00,17,6,0.0,10.9,3,1,37,12:27 PM,12:26 AM,08:24 AM,07:14 PM,6,7,8,7,14,61,85,0.0,1020,8,10,60,8
2020-01-31 06:00:00,17,6,0.0,10.9,3,1,37,12:27 PM,12:26 AM,08:24 AM,07:14 PM,5,5,6,5,13,41,90,0.0,1020,6,10,38,7
2020-01-31 09:00:00,17,6,0.0,10.9,3,3,37,12:27 PM,12:26 AM,08:24 AM,07:14 PM,5,7,8,7,11,27,80,0.0,1022,8,10,51,7
2020-01-31 12:00:00,17,6,0.0,10.9,3,4,37,12:27 PM,12:26 AM,08:24 AM,07:14 PM,6,12,13,12,10,37,63,0.0,1023,13,10,37,8
2020-01-31 15:00:00,17,6,0.0,10.9,3,5,37,12:27 PM,12:26 AM,08:24 AM,07:14 PM,5,16,16,16,8,50,50,0.0,1021,16,10,13,7
2020-01-31 18:00:00,17,6,0.0,10.9,3,5,37,12:27 PM,12:26 AM,08:24 AM,07:14 PM,6,16,15,16,8,28,55,0.0,1021,15,10,4,4
2020-01-31 21:00:00,17,6,0.0,10.9,3,1,37,12:27 PM,12:26 AM,08:24 AM,07:14 PM,7,12,12,12,18,41,69,0.0,1023,12,10,175,9
2020-02-01 00:00:00,20,8,0.0,10.9,4,1,49,12:59 PM,01:18 AM,08:24 AM,07:15 PM,6,10,11,10,23,70,71,0.1,1025,11,9,260,12
2020-02-01 03:00:00,20,8,0.0,10.9,4,1,49,12:59 PM,01:18 AM,08:24 AM,07:15 PM,4,8,10,8,27,39,69,0.1,1026,10,10,295,14
2020-02-01 06:00:00,20,8,0.0,10.9,4,1,49,12:59 PM,01:18 AM,08:24 AM,07:15 PM,3,6,8,6,30,6,68,0.0,1027,8,10,304,14
2020-02-01 09:00:00,20,8,0.0,10.9,4,3,49,12:59 PM,01:18 AM,08:24 AM,07:15 PM,2,8,10,8,24,0,60,0.0,1028,10,10,299,14
2020-02-01 12:00:00,20,8,0.0,10.9,4,5,49,12:59 PM,01:18 AM,08:24 AM,07:15 PM,1,15,15,15,22,0,40,0.0,1028,15,10,285,18
2020-02-01 15:00:00,20,8,0.0,10.9,4,5,49,12:59 PM,01:18 AM,08:24 AM,07:15 PM,0,19,19,19,21,0,27,0.0,1025,19,10,275,18
2020-02-01 18:00:00,20,8,0.0,10.9,4,5,49,12:59 PM,01:18 AM,08:24 AM,07:15 PM,1,18,18,18,19,0,33,0.0,1024,18,10,264,12
2020-02-01 21:00:00,20,8,0.0,10.9,4,1,49,12:59 PM,01:18 AM,08:24 AM,07:15 PM,-0,14,15,14,18,0,36,0.0,1024,15,10,231,9
2020-02-02 00:00:00,23,11,0.0,10.9,5,1,57,01:34 PM,02:12 AM,08:23 AM,07:15 PM,-2,13,14,13,24,4,33,0.0,1024,14,10,206,12
2020-02-02 03:00:00,23,11,0.0,10.9,5,1,57,01:34 PM,02:12 AM,08:23 AM,07:15 PM,-3,12,13,12,26,10,33,0.0,1024,13,10,206,12
2020-02-02 06:00:00,23,11,0.0,10.9,5,1,57,01:34 PM,02:12 AM,08:23 AM,07:15 PM,-3,10,11,10,23,7,37,0.0,1023,11,10,213,11
2020-02-02 09:00:00,23,11,0.0,10.9,5,4,57,01:34 PM,02:12 AM,08:23 AM,07:15 PM,-0,12,13,12,19,13,40,0.0,1022,13,10,213,10
2020-02-02 12:00:00,23,11,0.0,10.9,5,5,57,01:34 PM,02:12 AM,08:23 AM,07:15 PM,2,19,19,19,16,27,33,0.0,1021,19,10,191,12
2020-02-02 15:00:00,23,11,0.0,10.9,5,6,57,01:34 PM,02:12 AM,08:23 AM,07:15 PM,3,23,23,22,20,32,28,0.0,1018,22,10,183,16
2020-02-02 18:00:00,23,11,0.0,10.9,5,6,57,01:34 PM,02:12 AM,08:23 AM,07:15 PM,4,21,21,21,21,42,33,0.0,1015,21,10,148,12
2020-02-02 21:00:00,23,11,0.0,10.9,5,1,57,01:34 PM,02:12 AM,08:23 AM,07:15 PM,3,18,18,18,28,26,36,0.0,1015,18,10,144,14
2020-02-03 00:00:00,24,14,0.0,8.5,5,1,64,02:11 PM,03:07 AM,08:22 AM,07:16 PM,7,16,16,16,33,23,54,0.0,1014,16,10,150,17
2020-02-03 03:00:00,24,14,0.0,8.5,5,1,64,02:11 PM,03:07 AM,08:22 AM,07:16 PM,11,16,16,16,31,19,71,0.0,1012,16,10,153,18
2020-02-03 06:00:00,24,14,0.0,8.5,5,1,64,02:11 PM,03:07 AM,08:22 AM,07:16 PM,12,14,15,14,23,22,81,0.0,1010,15,10,152,13
2020-02-03 09:00:00,24,14,0.0,8.5,5,5,64,02:11 PM,03:07 AM,08:22 AM,07:16 PM,12,16,16,16,20,40,78,0.0,1011,16,10,167,12
2020-02-03 12:00:00,24,14,0.0,8.5,5,5,64,02:11 PM,03:07 AM,08:22 AM,07:16 PM,12,18,18,18,18,66,71,0.1,1011,18,7,175,11
2020-02-03 15:00:00,24,14,0.0,8.5,5,5,64,02:11 PM,03:07 AM,08:22 AM,07:16 PM,13,23,23,22,21,73,57,0.1,1008,22,8,184,16
2020-02-03 18:00:00,24,14,0.0,8.5,5,5,64,02:11 PM,03:07 AM,08:22 AM,07:16 PM,13,22,22,22,32,41,57,0.0,1006,22,10,163,21
2020-02-03 21:00:00,24,14,0.0,8.5,5,1,64,02:11 PM,03:07 AM,08:22 AM,07:16 PM,14,19,19,19,33,11,72,0.0,1007,19,10,145,17
2020-02-04 00:00:00,29,14,0.0,11.0,6,1,72,02:55 PM,04:05 AM,08:22 AM,07:17 PM,15,17,17,17,18,9,87,0.0,1007,17,10,179,9
2020-02-04 03:00:00,29,14,0.0,11.0,6,1,72,02:55 PM,04:05 AM,08:22 AM,07:17 PM,14,16,15,16,10,9,91,0.0,1006,15,10,180,5
2020-02-04 06:00:00,29,14,0.0,11.0,6,1,72,02:55 PM,04:05 AM,08:22 AM,07:17 PM,13,15,14,15,9,10,92,0.0,1007,14,10,181,5
2020-02-04 09:00:00,29,14,0.0,11.0,6,5,72,02:55 PM,04:05 AM,08:22 AM,07:17 PM,13,18,18,18,7,6,76,0.0,1008,18,10,212,4
2020-02-04 12:00:00,29,14,0.0,11.0,6,6,72,02:55 PM,04:05 AM,08:22 AM,07:17 PM,12,24,24,24,9,3,48,0.0,1007,24,10,242,8
2020-02-04 15:00:00,29,14,0.0,11.0,6,7,72,02:55 PM,04:05 AM,08:22 AM,07:17 PM,9,27,27,28,11,5,30,0.0,1005,28,10,235,10
2020-02-04 18:00:00,29,14,0.0,11.0,6,7,72,02:55 PM,04:05 AM,08:22 AM,07:17 PM,9,28,28,27,8,4,37,0.0,1004,27,10,191,5
2020-02-04 21:00:00,29,14,0.0,11.0,6,1,72,02:55 PM,04:05 AM,08:22 AM,07:17 PM,11,29,29,25,28,5,51,0.0,1005,25,10,97,13
2020-02-05 00:00:00,14,7,0.0,10.1,4,1,79,03:45 PM,05:05 AM,08:21 AM,07:18 PM,10,16,19,16,41,19,68,0.0,1007,18,10,68,26
2020-02-05 03:00:00,14,7,0.0,10.1,4,1,79,03:45 PM,05:05 AM,08:21 AM,07:18 PM,6,10,13,10,37,68,62,0.0,1008,13,10,37,29
2020-02-05 06:00:00,14,7,0.0,10.1,4,1,79,03:45 PM,05:05 AM,08:21 AM,07:18 PM,3,8,11,8,30,87,57,0.0,1009,11,10,244,24
2020-02-05 09:00:00,14,7,0.0,10.1,4,2,79,03:45 PM,05:05 AM,08:21 AM,07:18 PM,3,7,10,7,29,71,61,0.0,1011,10,10,356,25
2020-02-05 12:00:00,14,7,0.0,10.1,4,3,79,03:45 PM,05:05 AM,08:21 AM,07:18 PM,4,9,12,9,25,59,60,0.0,1011,12,10,351,22
2020-02-05 15:00:00,14,7,0.0,10.1,4,4,79,03:45 PM,05:05 AM,08:21 AM,07:18 PM,5,11,13,11,27,23,56,0.0,1009,13,10,346,23
2020-02-05 18:00:00,14,7,0.0,10.1,4,4,79,03:45 PM,05:05 AM,08:21 AM,07:18 PM,4,10,12,10,30,25,56,0.0,1009,12,10,351,23
2020-02-05 21:00:00,14,7,0.0,10.1,4,1,79,03:45 PM,05:05 AM,08:21 AM,07:18 PM,0,5,9,5,32,71,56,0.1,1012,9,10,119,23
2020-02-06 00:00:00,15,3,0.0,11.0,2,1,87,04:42 PM,06:04 AM,08:21 AM,07:19 PM,-1,2,5,2,25,53,65,0.0,1014,5,10,229,18
2020-02-06 03:00:00,15,3,0.0,11.0,2,1,87,04:42 PM,06:04 AM,08:21 AM,07:19 PM,-3,1,4,1,21,22,64,0.0,1014,4,10,329,14
2020-02-06 06:00:00,15,3,0.0,11.0,2,1,87,04:42 PM,06:04 AM,08:21 AM,07:19 PM,-4,-1,3,-1,24,38,60,0.0,1014,3,10,319,16
2020-02-06 09:00:00,15,3,0.0,11.0,2,2,87,04:42 PM,06:04 AM,08:21 AM,07:19 PM,-4,1,4,1,18,24,55,0.0,1014,4,10,324,14
2020-02-06 12:00:00,15,3,0.0,11.0,2,3,87,04:42 PM,06:04 AM,08:21 AM,07:19 PM,-3,7,9,7,19,7,42,0.0,1014,9,10,295,17
2020-02-06 15:00:00,15,3,0.0,11.0,2,4,87,04:42 PM,06:04 AM,08:21 AM,07:19 PM,-3,11,14,11,33,4,31,0.0,1010,14,10,291,29
2020-02-06 18:00:00,15,3,0.0,11.0,2,4,87,04:42 PM,06:04 AM,08:21 AM,07:19 PM,-3,12,14,12,29,1,31,0.0,1009,14,10,298,19
2020-02-06 21:00:00,15,3,0.0,11.0,2,1,87,04:42 PM,06:04 AM,08:21 AM,07:19 PM,-3,9,10,9,17,0,39,0.0,1010,10,10,219,8
2020-02-07 00:00:00,23,8,0.0,11.0,5,1,95,05:45 PM,07:03 AM,08:20 AM,07:19 PM,-4,7,9,7,18,0,41,0.0,1012,9,10,189,9
2020-02-07 03:00:00,23,8,0.0,11.0,5,1,95,05:45 PM,07:03 AM,08:20 AM,07:19 PM,-5,7,9,7,27,0,39,0.0,1012,9,10,192,13
2020-02-07 06:00:00,23,8,0.0,11.0,5,1,95,05:45 PM,07:03 AM,08:20 AM,07:19 PM,-4,6,8,6,30,0,41,0.0,1012,8,10,197,14
2020-02-07 09:00:00,23,8,0.0,11.0,5,4,95,05:45 PM,07:03 AM,08:20 AM,07:19 PM,-2,9,10,9,21,0,43,0.0,1013,10,10,218,12
2020-02-07 12:00:00,23,8,0.0,11.0,5,5,95,05:45 PM,07:03 AM,08:20 AM,07:19 PM,2,17,17,17,18,3,35,0.0,1014,17,10,223,15
2020-02-07 15:00:00,23,8,0.0,11.0,5,6,95,05:45 PM,07:03 AM,08:20 AM,07:19 PM,1,22,22,22,14,1,24,0.0,1013,22,10,270,12
2020-02-07 18:00:00,23,8,0.0,11.0,5,6,95,05:45 PM,07:03 AM,08:20 AM,07:19 PM,2,25,25,22,10,0,31,0.0,1012,22,10,282,6
2020-02-07 21:00:00,23,8,0.0,11.0,5,1,95,05:45 PM,07:03 AM,08:20 AM,07:19 PM,1,18,20,18,19,0,35,0.0,1014,18,10,131,9
2020-02-08 00:00:00,19,11,0.0,7.0,5,1,100,06:53 PM,07:57 AM,08:19 AM,07:20 PM,3,14,15,14,27,0,45,0.0,1016,15,10,74,13
2020-02-08 03:00:00,19,11,0.0,7.0,5,1,100,06:53 PM,07:57 AM,08:19 AM,07:20 PM,8,12,13,12,26,0,73,0.0,1016,13,10,88,13
2020-02-08 06:00:00,19,11,0.0,7.0,5,1,100,06:53 PM,07:57 AM,08:19 AM,07:20 PM,11,10,12,10,26,37,92,0.0,1017,12,10,72,13
2020-02-08 09:00:00,19,11,0.0,7.0,5,4,100,06:53 PM,07:57 AM,08:19 AM,07:20 PM,11,11,13,11,26,80,89,0.0,1020,13,10,65,17
2020-02-08 12:00:00,19,11,0.0,7.0,5,4,100,06:53 PM,07:57 AM,08:19 AM,07:20 PM,13,17,17,17,22,97,77,0.0,1020,17,10,90,18
2020-02-08 15:00:00,19,11,0.0,7.0,5,4,100,06:53 PM,07:57 AM,08:19 AM,07:20 PM,14,19,19,19,23,71,71,0.0,1018,19,10,92,21
2020-02-08 18:00:00,19,11,0.0,7.0,5,5,100,06:53 PM,07:57 AM,08:19 AM,07:20 PM,15,16,19,16,22,54,75,0.1,1016,16,10,90,15
2020-02-08 21:00:00,19,11,0.0,7.0,5,1,100,06:53 PM,07:57 AM,08:19 AM,07:20 PM,15,12,16,12,35,66,76,0.1,1017,12,10,121,21
2020-02-09 00:00:00,24,17,0.0,7.0,5,1,100,08:02 PM,08:47 AM,08:18 AM,07:21 PM,15,15,16,15,35,70,87,0.2,1017,15,10,138,21
2020-02-09 03:00:00,24,17,0.0,7.0,5,1,100,08:02 PM,08:47 AM,08:18 AM,07:21 PM,16,17,17,17,28,85,93,0.1,1016,17,10,138,17
2020-02-09 06:00:00,24,17,0.0,7.0,5,1,100,08:02 PM,08:47 AM,08:18 AM,07:21 PM,17,18,18,18,24,98,93,0.1,1014,18,10,135,14
2020-02-09 09:00:00,24,17,0.0,7.0,5,5,100,08:02 PM,08:47 AM,08:18 AM,07:21 PM,18,20,20,20,27,96,89,0.3,1014,20,10,143,18
2020-02-09 12:00:00,24,17,0.0,7.0,5,5,100,08:02 PM,08:47 AM,08:18 AM,07:21 PM,19,24,24,22,35,93,81,0.1,1014,22,9,150,24
2020-02-09 15:00:00,24,17,0.0,7.0,5,5,100,08:02 PM,08:47 AM,08:18 AM,07:21 PM,19,26,26,24,34,82,75,0.2,1012,24,10,154,24
2020-02-09 18:00:00,24,17,0.0,7.0,5,5,100,08:02 PM,08:47 AM,08:18 AM,07:21 PM,19,26,26,24,29,52,75,0.1,1011,24,9,131,18
2020-02-09 21:00:00,24,17,0.0,7.0,5,1,100,08:02 PM,08:47 AM,08:18 AM,07:21 PM,19,22,22,22,33,70,87,0.1,1012,22,9,121,19
2020-02-10 00:00:00,24,20,0.0,5.5,5,1,83,09:10 PM,09:32 AM,08:18 AM,07:22 PM,20,20,20,20,30,95,94,0.0,1013,20,9,134,17
2020-02-10 03:00:00,24,20,0.0,5.5,5,1,83,09:10 PM,09:32 AM,08:18 AM,07:22 PM,20,20,20,20,23,100,95,0.0,1012,20,10,132,14
2020-02-10 06:00:00,24,20,0.0,5.5,5,1,83,09:10 PM,09:32 AM,08:18 AM,07:22 PM,19,20,20,20,18,100,94,0.0,1011,20,5,113,11
2020-02-10 09:00:00,24,20,0.0,5.5,5,5,83,09:10 PM,09:32 AM,08:18 AM,07:22 PM,19,21,23,21,17,100,91,0.0,1012,21,7,100,10
2020-02-10 12:00:00,24,20,0.0,5.5,5,5,83,09:10 PM,09:32 AM,08:18 AM,07:22 PM,19,25,25,23,19,92,80,0.0,1013,23,10,115,15
2020-02-10 15:00:00,24,20,0.0,5.5,5,5,83,09:10 PM,09:32 AM,08:18 AM,07:22 PM,19,26,26,24,13,90,75,0.4,1011,24,10,126,10
2020-02-10 18:00:00,24,20,0.0,5.5,5,5,83,09:10 PM,09:32 AM,08:18 AM,07:22 PM,17,26,26,23,29,63,82,0.2,1011,23,10,68,20
2020-02-10 21:00:00,24,20,0.0,5.5,5,1,83,09:10 PM,09:32 AM,08:18 AM,07:22 PM,12,21,23,21,37,77,79,0.2,1012,21,10,39,27
2020-02-11 00:00:00,11,8,0.0,5.5,3,1,75,10:17 PM,10:13 AM,08:17 AM,07:23 PM,10,15,17,15,35,97,76,0.1,1014,16,10,50,26
2020-02-11 03:00:00,11,8,0.0,5.5,3,1,75,10:17 PM,10:13 AM,08:17 AM,07:23 PM,9,11,13,11,32,100,77,0.3,1014,13,10,51,24
2020-02-11 06:00:00,11,8,0.0,5.5,3,1,75,10:17 PM,10:13 AM,08:17 AM,07:23 PM,8,9,11,9,34,100,82,0.4,1014,11,10,45,26
2020-02-11 09:00:00,11,8,0.0,5.5,3,3,75,10:17 PM,10:13 AM,08:17 AM,07:23 PM,8,8,11,8,34,100,85,0.3,1015,11,5,46,26
2020-02-11 12:00:00,11,8,0.0,5.5,3,3,75,10:17 PM,10:13 AM,08:17 AM,07:23 PM,9,8,11,8,32,100,85,0.1,1017,11,7,48,25
2020-02-11 15:00:00,11,8,0.0,5.5,3,3,75,10:17 PM,10:13 AM,08:17 AM,07:23 PM,9,9,11,9,30,100,86,0.3,1015,11,5,48,23
2020-02-11 18:00:00,11,8,0.0,5.5,3,3,75,10:17 PM,10:13 AM,08:17 AM,07:23 PM,9,9,11,9,28,100,89,0.5,1014,11,2,44,21
2020-02-11 21:00:00,11,8,0.0,5.5,3,1,75,10:17 PM,10:13 AM,08:17 AM,07:23 PM,7,7,9,7,24,100,83,0.3,1016,9,2,36,18
2020-02-12 00:00:00,20,8,0.0,8.6,3,1,68,11:24 PM,10:53 AM,08:16 AM,07:23 PM,6,6,8,6,23,100,85,0.1,1017,8,7,210,16
2020-02-12 03:00:00,20,8,0.0,8.6,3,1,68,11:24 PM,10:53 AM,08:16 AM,07:23 PM,7,6,9,6,24,100,87,0.9,1015,9,9,321,17
2020-02-12 06:00:00,20,8,0.0,8.6,3,1,68,11:24 PM,10:53 AM,08:16 AM,07:23 PM,8,8,10,8,15,81,89,0.4,1013,10,10,150,10
2020-02-12 09:00:00,20,8,0.0,8.6,3,3,68,11:24 PM,10:53 AM,08:16 AM,07:23 PM,9,10,11,10,10,82,87,0.0,1012,11,10,219,7
2020-02-12 12:00:00,20,8,0.0,8.6,3,3,68,11:24 PM,10:53 AM,08:16 AM,07:23 PM,10,13,14,13,12,96,77,0.0,1013,14,10,310,10
2020-02-12 15:00:00,20,8,0.0,8.6,3,4,68,11:24 PM,10:53 AM,08:16 AM,07:23 PM,10,18,18,18,15,38,61,0.0,1011,18,10,306,13
2020-02-12 18:00:00,20,8,0.0,8.6,3,5,68,11:24 PM,10:53 AM,08:16 AM,07:23 PM,9,19,19,19,22,4,54,0.0,1011,19,10,311,14
2020-02-12 21:00:00,20,8,0.0,8.6,3,1,68,11:24 PM,10:53 AM,08:16 AM,07:23 PM,6,16,17,16,19,1,60,0.0,1014,16,10,115,9
2020-02-13 00:00:00,16,8,0.0,11.1,4,1,60,No moonrise,11:31 AM,08:15 AM,07:24 PM,5,12,13,12,16,0,65,0.0,1016,12,10,227,8
2020-02-13 03:00:00,16,8,0.0,11.1,4,1,60,No moonrise,11:31 AM,08:15 AM,07:24 PM,4,9,10,9,23,0,64,0.0,1018,10,10,339,11
2020-02-13 06:00:00,16,8,0.0,11.1,4,1,60,No moonrise,11:31 AM,08:15 AM,07:24 PM,2,6,8,6,27,0,65,0.0,1020,8,10,115,13
2020-02-13 09:00:00,16,8,0.0,11.1,4,3,60,No moonrise,11:31 AM,08:15 AM,07:24 PM,3,6,9,6,31,0,66,0.0,1024,9,10,24,21
2020-02-13 12:00:00,16,8,0.0,11.1,4,4,60,No moonrise,11:31 AM,08:15 AM,07:24 PM,5,10,13,10,26,3,59,0.0,1025,13,10,43,21
2020-02-13 15:00:00,16,8,0.0,11.1,4,5,60,No moonrise,11:31 AM,08:15 AM,07:24 PM,4,15,15,15,19,1,48,0.0,1023,15,10,51,17
2020-02-13 18:00:00,16,8,0.0,11.1,4,4,60,No moonrise,11:31 AM,08:15 AM,07:24 PM,5,14,15,14,23,0,51,0.0,1022,15,10,65,16
2020-02-13 21:00:00,16,8,0.0,11.1,4,1,60,No moonrise,11:31 AM,08:15 AM,07:24 PM,5,9,11,9,31,0,63,0.0,1024,11,10,76,19
2020-02-14 00:00:00,15,4,0.0,11.1,3,1,53,12:28 AM,12:09 PM,08:15 AM,07:25 PM,3,5,9,5,36,0,68,0.0,1026,9,10,72,22
2020-02-14 03:00:00,15,4,0.0,11.1,3,1,53,12:28 AM,12:09 PM,08:15 AM,07:25 PM,2,2,6,2,35,0,73,0.0,1028,6,10,64,22
2020-02-14 06:00:00,15,4,0.0,11.1,3,1,53,12:28 AM,12:09 PM,08:15 AM,07:25 PM,1,1,5,1,32,3,75,0.0,1029,5,10,60,21
2020-02-14 09:00:00,15,4,0.0,11.1,3,3,53,12:28 AM,12:09 PM,08:15 AM,07:25 PM,1,2,5,2,23,8,73,0.0,1030,5,10,71,17
2020-02-14 12:00:00,15,4,0.0,11.1,3,3,53,12:28 AM,12:09 PM,08:15 AM,07:25 PM,2,8,10,8,18,6,60,0.0,1030,10,10,92,15
2020-02-14 15:00:00,15,4,0.0,11.1,3,4,53,12:28 AM,12:09 PM,08:15 AM,07:25 PM,3,14,14,14,18,1,46,0.0,1027,14,10,110,15
2020-02-14 18:00:00,15,4,0.0,11.1,3,4,53,12:28 AM,12:09 PM,08:15 AM,07:25 PM,3,14,14,14,21,0,48,0.0,1026,14,10,109,14
2020-02-14 21:00:00,15,4,0.0,11.1,3,1,53,12:28 AM,12:09 PM,08:15 AM,07:25 PM,3,10,12,10,27,7,53,0.0,1026,12,10,108,14
2020-02-15 00:00:00,18,8,0.0,8.6,4,1,45,01:32 AM,12:50 PM,08:14 AM,07:26 PM,3,7,9,7,30,8,64,0.0,1026,9,10,121,15
2020-02-15 03:00:00,18,8,0.0,8.6,4,1,45,01:32 AM,12:50 PM,08:14 AM,07:26 PM,4,6,8,6,25,7,77,0.0,1025,8,10,127,13
2020-02-15 06:00:00,18,8,0.0,8.6,4,1,45,01:32 AM,12:50 PM,08:14 AM,07:26 PM,6,6,8,6,21,15,87,0.0,1024,8,10,114,10
2020-02-15 09:00:00,18,8,0.0,8.6,4,3,45,01:32 AM,12:50 PM,08:14 AM,07:26 PM,7,9,10,9,15,42,84,0.0,1024,10,10,107,10
2020-02-15 12:00:00,18,8,0.0,8.6,4,4,45,01:32 AM,12:50 PM,08:14 AM,07:26 PM,10,14,15,14,16,68,71,0.0,1023,15,10,138,13
2020-02-15 15:00:00,18,8,0.0,8.6,4,4,45,01:32 AM,12:50 PM,08:14 AM,07:26 PM,11,18,18,18,18,69,65,0.0,1020,18,10,161,15
2020-02-15 18:00:00,18,8,0.0,8.6,4,4,45,01:32 AM,12:50 PM,08:14 AM,07:26 PM,12,18,18,18,14,48,70,0.0,1018,18,10,157,9
2020-02-15 21:00:00,18,8,0.0,8.6,4,1,45,01:32 AM,12:50 PM,08:14 AM,07:26 PM,12,15,15,15,15,36,79,0.0,1019,15,10,118,8
2020-02-16 00:00:00,22,12,0.0,8.6,5,1,38,02:35 AM,01:33 PM,08:13 AM,07:26 PM,12,13,14,13,19,12,87,0.0,1019,14,10,117,9
2020-02-16 03:00:00,22,12,0.0,8.6,5,1,38,02:35 AM,01:33 PM,08:13 AM,07:26 PM,11,12,12,12,14,7,93,0.0,1018,12,5,119,7
2020-02-16 06:00:00,22,12,0.0,8.6,5,1,38,02:35 AM,01:33 PM,08:13 AM,07:26 PM,11,12,12,12,12,30,95,0.0,1018,12,2,146,6
2020-02-16 09:00:00,22,12,0.0,8.6,5,3,38,02:35 AM,01:33 PM,08:13 AM,07:26 PM,14,14,15,14,8,65,94,0.0,1018,15,7,175,4
2020-02-16 12:00:00,22,12,0.0,8.6,5,4,38,02:35 AM,01:33 PM,08:13 AM,07:26 PM,15,18,18,18,7,93,87,0.0,1018,18,10,199,6
2020-02-16 15:00:00,22,12,0.0,8.6,5,5,38,02:35 AM,01:33 PM,08:13 AM,07:26 PM,16,21,23,21,10,50,74,0.0,1015,21,10,188,8
2020-02-16 18:00:00,22,12,0.0,8.6,5,6,38,02:35 AM,01:33 PM,08:13 AM,07:26 PM,16,21,22,21,12,8,74,0.0,1013,21,10,152,7
2020-02-16 21:00:00,22,12,0.0,8.6,5,1,38,02:35 AM,01:33 PM,08:13 AM,07:26 PM,15,19,19,19,18,12,77,0.0,1013,19,10,114,9
2020-02-17 00:00:00,30,18,0.0,10.1,6,1,30,03:37 AM,02:19 PM,08:12 AM,07:27 PM,16,18,18,18,25,31,88,0.0,1013,18,10,126,12
2020-02-17 03:00:00,30,18,0.0,10.1,6,1,30,03:37 AM,02:19 PM,08:12 AM,07:27 PM,18,18,18,18,27,75,97,0.0,1012,18,10,156,15
2020-02-17 06:00:00,30,18,0.0,10.1,6,1,30,03:37 AM,02:19 PM,08:12 AM,07:27 PM,18,19,19,19,17,97,97,0.0,1011,19,5,151,10
2020-02-17 09:00:00,30,18,0.0,10.1,6,4,30,03:37 AM,02:19 PM,08:12 AM,07:27 PM,18,20,20,20,17,89,93,0.0,1012,20,7,147,12
2020-02-17 12:00:00,30,18,0.0,10.1,6,5,30,03:37 AM,02:19 PM,08:12 AM,07:27 PM,19,25,25,24,18,43,72,0.0,1012,24,10,161,14
2020-02-17 15:00:00,30,18,0.0,10.1,6,7,30,03:37 AM,02:19 PM,08:12 AM,07:27 PM,17,29,29,28,16,19,51,0.0,1009,28,10,160,14
2020-02-17 18:00:00,30,18,0.0,10.1,6,7,30,03:37 AM,02:19 PM,08:12 AM,07:27 PM,18,29,29,28,21,26,55,0.0,1008,28,10,126,13
2020-02-17 21:00:00,30,18,0.0,10.1,6,1,30,03:37 AM,02:19 PM,08:12 AM,07:27 PM,18,26,26,24,35,14,68,0.0,1009,24,10,120,19
2020-02-18 00:00:00,25,17,0.0,7.1,6,1,22,04:35 AM,03:10 PM,08:11 AM,07:28 PM,17,21,22,21,31,18,76,0.0,1009,21,10,131,17
2020-02-18 03:00:00,25,17,0.0,7.1,6,1,22,04:35 AM,03:10 PM,08:11 AM,07:28 PM,16,19,19,19,22,42,84,0.0,1009,19,10,120,12
2020-02-18 06:00:00,25,17,0.0,7.1,6,1,22,04:35 AM,03:10 PM,08:11 AM,07:28 PM,17,18,18,18,21,43,91,0.0,1010,18,10,94,11
2020-02-18 09:00:00,25,17,0.0,7.1,6,5,22,04:35 AM,03:10 PM,08:11 AM,07:28 PM,18,20,20,20,21,54,90,0.0,1012,20,10,83,14
2020-02-18 12:00:00,25,17,0.0,7.1,6,6,22,04:35 AM,03:10 PM,08:11 AM,07:28 PM,19,24,24,23,17,85,77,0.0,1014,23,10,86,14
2020-02-18 15:00:00,25,17,0.0,7.1,6,5,22,04:35 AM,03:10 PM,08:11 AM,07:28 PM,19,26,26,25,19,96,71,0.1,1014,25,10,61,15
2020-02-18 18:00:00,25,17,0.0,7.1,6,5,22,04:35 AM,03:10 PM,08:11 AM,07:28 PM,18,23,23,22,36,98,79,0.0,1015,22,10,39,26
2020-02-18 21:00:00,25,17,0.0,7.1,6,1,22,04:35 AM,03:10 PM,08:11 AM,07:28 PM,12,18,21,18,43,100,71,0.0,1018,18,10,34,31
2020-02-19 00:00:00,13,5,0.0,5.6,3,1,15,05:31 AM,04:03 PM,08:10 AM,07:29 PM,9,14,16,14,35,100,70,0.0,1021,15,10,37,25
2020-02-19 03:00:00,13,5,0.0,5.6,3,1,15,05:31 AM,04:03 PM,08:10 AM,07:29 PM,9,11,13,11,28,100,77,0.5,1022,13,9,29,21
2020-02-19 06:00:00,13,5,0.0,5.6,3,1,15,05:31 AM,04:03 PM,08:10 AM,07:29 PM,9,11,13,11,23,100,79,0.5,1023,13,4,30,17
