date_time,Ingham_maxtempC,Ingham_mintempC,Ingham_totalSnow_cm,Ingham_sunHour,Ingham_uvIndex,Ingham_uvIndex,Ingham_moon_illumination,Ingham_moonrise,Ingham_moonset,Ingham_sunrise,Ingham_sunset,Ingham_DewPointC,Ingham_FeelsLikeC,Ingham_HeatIndexC,Ingham_WindChillC,Ingham_WindGustKmph,Ingham_cloudcover,Ingham_humidity,Ingham_precipMM,Ingham_pressure,Ingham_tempC,Ingham_visibility,Ingham_winddirDegree,Ingham_windspeedKmph
2020-04-07 06:00:00,27,22,0.0,5.9,7,1,100,05:47 PM,05:09 AM,06:23 AM,06:11 PM,21,25,25,22,8,77,89,0.4,1013,22,9,121,4
2020-04-07 09:00:00,27,22,0.0,5.9,7,5,100,05:47 PM,05:09 AM,06:23 AM,06:11 PM,22,26,26,24,14,82,85,1.4,1014,24,9,114,9
2020-04-07 12:00:00,27,22,0.0,5.9,7,6,100,05:47 PM,05:09 AM,06:23 AM,06:11 PM,22,28,28,26,17,65,78,1.5,1013,26,10,107,12
2020-04-07 15:00:00,27,22,0.0,5.9,7,6,100,05:47 PM,05:09 AM,06:23 AM,06:11 PM,21,29,29,27,17,67,72,1.0,1012,27,9,101,13
2020-04-07 18:00:00,27,22,0.0,5.9,7,1,100,05:47 PM,05:09 AM,06:23 AM,06:11 PM,21,26,26,24,15,75,82,0.4,1012,24,9,103,9
2020-04-07 21:00:00,27,22,0.0,5.9,7,1,100,05:47 PM,05:09 AM,06:23 AM,06:11 PM,21,25,25,22,14,71,89,0.5,1014,22,10,107,7
2020-04-08 00:00:00,27,21,0.0,8.8,6,1,100,06:32 PM,06:12 AM,06:23 AM,06:10 PM,20,25,25,22,16,75,90,0.8,1014,22,10,107,8
2020-04-08 03:00:00,27,21,0.0,8.8,6,1,100,06:32 PM,06:12 AM,06:23 AM,06:10 PM,20,22,24,22,18,73,90,1.1,1013,22,10,106,9
2020-04-08 06:00:00,27,21,0.0,8.8,6,1,100,06:32 PM,06:12 AM,06:23 AM,06:10 PM,20,22,24,22,17,69,89,0.7,1014,22,10,110,9
2020-04-08 09:00:00,27,21,0.0,8.8,6,5,100,06:32 PM,06:12 AM,06:23 AM,06:10 PM,21,26,26,24,17,70,81,0.6,1015,24,9,118,12
2020-04-08 12:00:00,27,21,0.0,8.8,6,6,100,06:32 PM,06:12 AM,06:23 AM,06:10 PM,20,28,28,26,17,82,68,0.3,1014,26,10,119,14
2020-04-08 15:00:00,27,21,0.0,8.8,6,6,100,06:32 PM,06:12 AM,06:23 AM,06:10 PM,19,28,28,26,13,35,64,0.0,1012,26,10,114,11
2020-04-08 18:00:00,27,21,0.0,8.8,6,1,100,06:32 PM,06:12 AM,06:23 AM,06:10 PM,18,26,26,23,13,7,73,0.0,1013,23,10,112,8
2020-04-08 21:00:00,27,21,0.0,8.8,6,1,100,06:32 PM,06:12 AM,06:23 AM,06:10 PM,18,21,22,21,7,30,80,0.0,1016,21,10,148,3
2020-04-09 00:00:00,26,21,0.0,5.9,6,1,83,07:18 PM,07:15 AM,06:24 AM,06:10 PM,18,21,21,21,6,63,85,0.1,1015,21,10,142,3
2020-04-09 03:00:00,26,21,0.0,5.9,6,1,83,07:18 PM,07:15 AM,06:24 AM,06:10 PM,19,21,23,21,9,73,86,0.1,1015,21,10,129,5
2020-04-09 06:00:00,26,21,0.0,5.9,6,1,83,07:18 PM,07:15 AM,06:24 AM,06:10 PM,20,22,24,22,10,69,87,0.3,1015,22,10,140,6
2020-04-09 09:00:00,26,21,0.0,5.9,6,5,83,07:18 PM,07:15 AM,06:24 AM,06:10 PM,21,26,26,24,14,67,83,0.6,1017,24,10,131,10
2020-04-09 12:00:00,26,21,0.0,5.9,6,6,83,07:18 PM,07:15 AM,06:24 AM,06:10 PM,21,28,28,26,17,71,76,0.8,1016,26,10,117,13
2020-04-09 15:00:00,26,21,0.0,5.9,6,6,83,07:18 PM,07:15 AM,06:24 AM,06:10 PM,21,28,28,26,19,78,74,1.1,1015,26,9,108,14
2020-04-09 18:00:00,26,21,0.0,5.9,6,1,83,07:18 PM,07:15 AM,06:24 AM,06:10 PM,20,26,26,24,16,80,81,0.5,1015,24,10,113,10
2020-04-09 21:00:00,26,21,0.0,5.9,6,1,83,07:18 PM,07:15 AM,06:24 AM,06:10 PM,20,25,25,22,13,73,87,0.2,1018,22,10,126,6
2020-04-10 00:00:00,26,21,0.0,8.8,5,1,76,08:06 PM,08:18 AM,06:24 AM,06:09 PM,19,22,24,22,8,61,87,0.1,1017,22,10,153,4
2020-04-10 03:00:00,26,21,0.0,8.8,5,1,76,08:06 PM,08:18 AM,06:24 AM,06:09 PM,19,21,22,21,6,66,90,0.0,1017,21,10,168,3
2020-04-10 06:00:00,26,21,0.0,8.8,5,1,76,08:06 PM,08:18 AM,06:24 AM,06:09 PM,20,21,23,21,6,68,91,0.0,1017,21,10,184,3
2020-04-10 09:00:00,26,21,0.0,8.8,5,5,76,08:06 PM,08:18 AM,06:24 AM,06:09 PM,21,26,26,24,8,82,83,0.0,1018,24,10,148,6
2020-04-10 12:00:00,26,21,0.0,8.8,5,6,76,08:06 PM,08:18 AM,06:24 AM,06:09 PM,22,29,29,26,12,72,79,0.5,1016,26,10,125,9
2020-04-10 15:00:00,26,21,0.0,8.8,5,6,76,08:06 PM,08:18 AM,06:24 AM,06:09 PM,23,28,28,26,13,40,83,0.3,1014,26,10,109,9
2020-04-10 18:00:00,26,21,0.0,8.8,5,1,76,08:06 PM,08:18 AM,06:24 AM,06:09 PM,22,26,26,23,11,44,89,0.9,1015,23,10,118,6
2020-04-10 21:00:00,26,21,0.0,8.8,5,1,76,08:06 PM,08:18 AM,06:24 AM,06:09 PM,21,25,25,22,7,67,92,0.6,1016,22,10,147,4
2020-04-11 00:00:00,29,22,0.0,8.8,6,1,68,08:56 PM,09:22 AM,06:24 AM,06:08 PM,20,22,24,22,4,90,92,0.2,1016,22,10,158,2
2020-04-11 03:00:00,29,22,0.0,8.8,6,1,68,08:56 PM,09:22 AM,06:24 AM,06:08 PM,20,25,25,22,5,90,91,0.3,1015,22,10,153,3
2020-04-11 06:00:00,29,22,0.0,8.8,6,1,68,08:56 PM,09:22 AM,06:24 AM,06:08 PM,20,25,25,22,6,86,90,0.2,1015,22,10,161,3
2020-04-11 09:00:00,29,22,0.0,8.8,6,6,68,08:56 PM,09:22 AM,06:24 AM,06:08 PM,21,28,28,26,5,62,77,0.1,1016,26,10,125,4
2020-04-11 12:00:00,29,22,0.0,8.8,6,6,68,08:56 PM,09:22 AM,06:24 AM,06:08 PM,21,31,31,28,8,29,66,0.0,1014,28,10,99,7
2020-04-11 15:00:00,29,22,0.0,8.8,6,7,68,08:56 PM,09:22 AM,06:24 AM,06:08 PM,21,31,31,28,9,20,67,0.0,1012,28,10,91,8
2020-04-11 18:00:00,29,22,0.0,8.8,6,1,68,08:56 PM,09:22 AM,06:24 AM,06:08 PM,21,27,27,25,6,62,76,0.1,1013,25,10,92,4
2020-04-11 21:00:00,29,22,0.0,8.8,6,1,68,08:56 PM,09:22 AM,06:24 AM,06:08 PM,20,25,25,23,5,81,82,0.1,1014,23,10,243,3
2020-04-12 00:00:00,30,21,0.0,10.2,6,1,61,09:49 PM,10:24 AM,06:24 AM,06:07 PM,20,25,25,22,6,37,85,0.0,1013,22,10,290,3
2020-04-12 03:00:00,30,21,0.0,10.2,6,1,61,09:49 PM,10:24 AM,06:24 AM,06:07 PM,19,21,22,21,7,13,88,0.0,1012,21,10,265,3
2020-04-12 06:00:00,30,21,0.0,10.2,6,1,61,09:49 PM,10:24 AM,06:24 AM,06:07 PM,19,21,23,21,8,12,87,0.0,1013,21,10,252,4
2020-04-12 09:00:00,30,21,0.0,10.2,6,7,61,09:49 PM,10:24 AM,06:24 AM,06:07 PM,20,28,28,26,4,10,72,0.0,1014,26,10,86,3
2020-04-12 12:00:00,30,21,0.0,10.2,6,7,61,09:49 PM,10:24 AM,06:24 AM,06:07 PM,21,32,32,30,5,14,59,0.0,1012,30,10,57,5
2020-04-12 15:00:00,30,21,0.0,10.2,6,7,61,09:49 PM,10:24 AM,06:24 AM,06:07 PM,22,32,32,30,9,60,62,0.1,1010,30,9,68,8
2020-04-12 18:00:00,30,21,0.0,10.2,6,1,61,09:49 PM,10:24 AM,06:24 AM,06:07 PM,21,31,31,28,5,75,76,0.2,1011,28,9,59,3
2020-04-12 21:00:00,30,21,0.0,10.2,6,1,61,09:49 PM,10:24 AM,06:24 AM,06:07 PM,20,27,27,24,4,79,82,0.2,1013,24,10,209,2
2020-04-13 00:00:00,29,21,0.0,11.6,6,1,53,10:44 PM,11:25 AM,06:24 AM,06:07 PM,19,25,25,22,7,32,84,0.1,1013,22,10,280,3
2020-04-13 03:00:00,29,21,0.0,11.6,6,1,53,10:44 PM,11:25 AM,06:24 AM,06:07 PM,19,21,22,21,6,7,87,0.0,1013,21,10,245,3
2020-04-13 06:00:00,29,21,0.0,11.6,6,1,53,10:44 PM,11:25 AM,06:24 AM,06:07 PM,19,22,23,22,7,9,88,0.0,1014,22,10,240,4
2020-04-13 09:00:00,29,21,0.0,11.6,6,7,53,10:44 PM,11:25 AM,06:24 AM,06:07 PM,21,28,28,26,6,25,76,0.0,1015,26,10,148,5
2020-04-13 12:00:00,29,21,0.0,11.6,6,7,53,10:44 PM,11:25 AM,06:24 AM,06:07 PM,22,31,31,28,11,23,67,0.0,1014,28,10,95,10
2020-04-13 15:00:00,29,21,0.0,11.6,6,7,53,10:44 PM,11:25 AM,06:24 AM,06:07 PM,21,30,30,28,13,28,67,0.0,1012,28,10,97,11
2020-04-13 18:00:00,29,21,0.0,11.6,6,1,53,10:44 PM,11:25 AM,06:24 AM,06:07 PM,21,27,27,25,13,34,79,0.0,1014,25,10,108,8
2020-04-13 21:00:00,29,21,0.0,11.6,6,1,53,10:44 PM,11:25 AM,06:24 AM,06:07 PM,21,25,25,23,12,65,87,0.3,1016,23,9,116,6
2020-04-14 00:00:00,27,22,0.0,8.8,5,1,46,11:40 PM,12:21 PM,06:25 AM,06:06 PM,20,25,25,22,9,73,89,0.5,1016,22,9,121,5
2020-04-14 03:00:00,27,22,0.0,8.8,5,1,46,11:40 PM,12:21 PM,06:25 AM,06:06 PM,20,25,25,22,8,82,89,0.6,1016,22,9,135,4
2020-04-14 06:00:00,27,22,0.0,8.8,5,1,46,11:40 PM,12:21 PM,06:25 AM,06:06 PM,21,25,25,22,9,67,90,0.5,1017,22,10,155,5
2020-04-14 09:00:00,27,22,0.0,8.8,5,5,46,11:40 PM,12:21 PM,06:25 AM,06:06 PM,22,27,27,24,17,57,85,1.7,1018,24,10,141,10
2020-04-14 12:00:00,27,22,0.0,8.8,5,6,46,11:40 PM,12:21 PM,06:25 AM,06:06 PM,23,29,29,26,24,77,80,2.5,1017,26,8,121,15
2020-04-14 15:00:00,27,22,0.0,8.8,5,6,46,11:40 PM,12:21 PM,06:25 AM,06:06 PM,23,28,28,26,28,80,82,4.4,1016,26,7,113,16
2020-04-14 18:00:00,27,22,0.0,8.8,5,1,46,11:40 PM,12:21 PM,06:25 AM,06:06 PM,22,26,26,24,28,59,89,4.0,1016,24,7,116,14
2020-04-14 21:00:00,27,22,0.0,8.8,5,1,46,11:40 PM,12:21 PM,06:25 AM,06:06 PM,21,25,25,22,28,56,92,5.9,1018,22,7,124,14
2020-04-15 00:00:00,26,21,0.0,5.9,5,1,38,No moonrise,01:14 PM,06:25 AM,06:05 PM,21,25,25,22,30,71,92,5.0,1018,22,7,131,15
2020-04-15 03:00:00,26,21,0.0,5.9,5,1,38,No moonrise,01:14 PM,06:25 AM,06:05 PM,20,22,24,22,24,72,90,4.8,1017,22,7,146,13
2020-04-15 06:00:00,26,21,0.0,5.9,5,1,38,No moonrise,01:14 PM,06:25 AM,06:05 PM,19,21,22,21,17,79,89,1.8,1018,21,9,156,9
2020-04-15 09:00:00,26,21,0.0,5.9,5,5,38,No moonrise,01:14 PM,06:25 AM,06:05 PM,20,24,24,23,13,81,82,0.1,1019,23,10,147,10
2020-04-15 12:00:00,26,21,0.0,5.9,5,6,38,No moonrise,01:14 PM,06:25 AM,06:05 PM,21,27,27,25,13,67,75,0.2,1017,25,10,134,12
2020-04-15 15:00:00,26,21,0.0,5.9,5,6,38,No moonrise,01:14 PM,06:25 AM,06:05 PM,21,28,28,26,16,71,75,0.4,1015,26,9,120,13
2020-04-15 18:00:00,26,21,0.0,5.9,5,1,38,No moonrise,01:14 PM,06:25 AM,06:05 PM,21,26,26,24,21,73,85,0.5,1016,24,9,118,12
2020-04-15 21:00:00,26,21,0.0,5.9,5,1,38,No moonrise,01:14 PM,06:25 AM,06:05 PM,21,25,25,22,23,64,91,1.0,1017,22,10,122,12
2020-04-16 00:00:00,26,21,0.0,7.3,5,1,30,12:34 AM,02:01 PM,06:25 AM,06:04 PM,21,25,25,22,22,72,93,1.5,1017,22,10,127,11
2020-04-16 03:00:00,26,21,0.0,7.3,5,1,30,12:34 AM,02:01 PM,06:25 AM,06:04 PM,20,22,24,22,17,86,94,2.8,1015,22,8,147,9
2020-04-16 06:00:00,26,21,0.0,7.3,5,1,30,12:34 AM,02:01 PM,06:25 AM,06:04 PM,20,22,24,22,15,93,93,1.6,1016,22,9,156,8
2020-04-16 09:00:00,26,21,0.0,7.3,5,5,30,12:34 AM,02:01 PM,06:25 AM,06:04 PM,21,26,26,24,13,96,88,0.9,1017,24,10,140,9
2020-04-16 12:00:00,26,21,0.0,7.3,5,6,30,12:34 AM,02:01 PM,06:25 AM,06:04 PM,22,27,27,25,12,87,82,0.4,1015,25,10,131,10
2020-04-16 15:00:00,26,21,0.0,7.3,5,6,30,12:34 AM,02:01 PM,06:25 AM,06:04 PM,22,28,28,26,14,73,81,0.6,1013,26,10,124,11
2020-04-16 18:00:00,26,21,0.0,7.3,5,1,30,12:34 AM,02:01 PM,06:25 AM,06:04 PM,22,26,26,24,15,59,89,1.5,1014,24,10,121,9
2020-04-16 21:00:00,26,21,0.0,7.3,5,1,30,12:34 AM,02:01 PM,06:25 AM,06:04 PM,22,25,25,23,17,58,93,3.4,1016,23,8,128,8
2020-04-17 00:00:00,27,23,0.0,5.9,6,1,23,01:28 AM,02:43 PM,06:25 AM,06:04 PM,22,25,25,23,15,58,93,4.2,1015,23,7,141,7
2020-04-17 03:00:00,27,23,0.0,5.9,6,1,23,01:28 AM,02:43 PM,06:25 AM,06:04 PM,22,25,25,23,11,75,93,6.8,1014,23,4,156,5
2020-04-17 06:00:00,27,23,0.0,5.9,6,1,23,01:28 AM,02:43 PM,06:25 AM,06:04 PM,22,25,25,23,11,83,93,4.2,1015,23,8,170,6
2020-04-17 09:00:00,27,23,0.0,5.9,6,5,23,01:28 AM,02:43 PM,06:25 AM,06:04 PM,23,27,27,25,13,64,89,2.7,1016,25,8,155,8
2020-04-17 12:00:00,27,23,0.0,5.9,6,6,23,01:28 AM,02:43 PM,06:25 AM,06:04 PM,24,30,30,27,17,69,83,3.0,1014,27,7,123,10
2020-04-17 15:00:00,27,23,0.0,5.9,6,6,23,01:28 AM,02:43 PM,06:25 AM,06:04 PM,24,30,30,27,19,83,83,6.0,1012,27,7,104,10
2020-04-17 18:00:00,27,23,0.0,5.9,6,1,23,01:28 AM,02:43 PM,06:25 AM,06:04 PM,23,27,27,25,10,70,89,3.2,1013,25,9,126,5
2020-04-17 21:00:00,27,23,0.0,5.9,6,1,23,01:28 AM,02:43 PM,06:25 AM,06:04 PM,22,25,25,23,5,67,92,1.1,1015,23,10,221,2
2020-04-18 00:00:00,29,22,0.0,5.9,6,1,15,02:19 AM,03:22 PM,06:26 AM,06:03 PM,21,25,25,22,8,75,94,0.4,1014,22,5,256,4
2020-04-18 03:00:00,29,22,0.0,5.9,6,1,15,02:19 AM,03:22 PM,06:26 AM,06:03 PM,21,25,25,22,8,66,92,0.1,1013,22,7,252,4
2020-04-18 06:00:00,29,22,0.0,5.9,6,1,15,02:19 AM,03:22 PM,06:26 AM,06:03 PM,21,25,25,23,7,45,92,0.0,1014,23,10,254,4
2020-04-18 09:00:00,29,22,0.0,5.9,6,7,15,02:19 AM,03:22 PM,06:26 AM,06:03 PM,22,30,30,27,4,68,78,0.1,1014,27,9,322,3
2020-04-18 12:00:00,29,22,0.0,5.9,6,6,15,02:19 AM,03:22 PM,06:26 AM,06:03 PM,23,33,33,29,9,81,70,1.1,1013,29,9,171,6
2020-04-18 15:00:00,29,22,0.0,5.9,6,6,15,02:19 AM,03:22 PM,06:26 AM,06:03 PM,23,32,32,28,12,83,75,3.2,1011,28,8,75,8
2020-04-18 18:00:00,29,22,0.0,5.9,6,1,15,02:19 AM,03:22 PM,06:26 AM,06:03 PM,22,28,28,25,8,87,85,2.2,1012,25,9,54,4
2020-04-18 21:00:00,29,22,0.0,5.9,6,1,15,02:19 AM,03:22 PM,06:26 AM,06:03 PM,22,26,26,23,3,72,90,1.3,1013,23,10,231,1
2020-04-19 00:00:00,31,22,0.0,10.2,6,1,8,03:09 AM,03:59 PM,06:26 AM,06:02 PM,22,26,26,23,4,35,91,0.4,1012,23,10,290,2
2020-04-19 03:00:00,31,22,0.0,10.2,6,1,8,03:09 AM,03:59 PM,06:26 AM,06:02 PM,22,25,25,23,5,21,93,0.0,1012,23,10,268,3
2020-04-19 06:00:00,31,22,0.0,10.2,6,1,8,03:09 AM,03:59 PM,06:26 AM,06:02 PM,22,25,25,23,6,23,94,0.0,1012,23,5,276,4
2020-04-19 09:00:00,31,22,0.0,10.2,6,6,8,03:09 AM,03:59 PM,06:26 AM,06:02 PM,23,29,29,26,5,13,81,0.0,1013,26,7,95,4
2020-04-19 12:00:00,31,22,0.0,10.2,6,8,8,03:09 AM,03:59 PM,06:26 AM,06:02 PM,23,35,35,30,5,57,65,0.6,1012,30,9,38,4
2020-04-19 15:00:00,31,22,0.0,10.2,6,7,8,03:09 AM,03:59 PM,06:26 AM,06:02 PM,23,35,35,30,9,86,67,0.5,1010,30,9,65,7
2020-04-19 18:00:00,31,22,0.0,10.2,6,1,8,03:09 AM,03:59 PM,06:26 AM,06:02 PM,23,32,32,28,8,36,85,0.1,1010,28,10,49,5
2020-04-19 21:00:00,31,22,0.0,10.2,6,1,8,03:09 AM,03:59 PM,06:26 AM,06:02 PM,23,28,28,25,3,17,94,0.0,1012,25,10,203,2
2020-04-20 00:00:00,30,22,0.0,11.6,7,1,0,03:57 AM,04:33 PM,06:26 AM,06:02 PM,22,25,25,23,6,65,95,0.1,1013,23,9,277,3
2020-04-20 03:00:00,30,22,0.0,11.6,7,1,0,03:57 AM,04:33 PM,06:26 AM,06:02 PM,22,25,25,22,6,86,95,0.2,1013,22,9,280,3
2020-04-20 06:00:00,30,22,0.0,11.6,7,1,0,03:57 AM,04:33 PM,06:26 AM,06:02 PM,21,25,25,23,8,38,93,0.1,1013,23,10,259,4
2020-04-20 09:00:00,30,22,0.0,11.6,7,7,0,03:57 AM,04:33 PM,06:26 AM,06:02 PM,23,30,30,27,5,15,79,0.0,1015,27,10,161,3
2020-04-20 12:00:00,30,22,0.0,11.6,7,7,0,03:57 AM,04:33 PM,06:26 AM,06:02 PM,23,33,33,29,5,7,67,0.0,1014,29,10,108,5
2020-04-20 15:00:00,30,22,0.0,11.6,7,7,0,03:57 AM,04:33 PM,06:26 AM,06:02 PM,23,33,33,29,9,4,69,0.0,1012,29,10,99,8
2020-04-20 18:00:00,30,22,0.0,11.6,7,1,0,03:57 AM,04:33 PM,06:26 AM,06:02 PM,22,28,28,26,7,3,83,0.0,1013,26,10,115,4
2020-04-20 21:00:00,30,22,0.0,11.6,7,1,0,03:57 AM,04:33 PM,06:26 AM,06:02 PM,21,25,25,23,4,2,90,0.0,1015,23,10,240,2
