date_time,Maylands_maxtempC,Maylands_mintempC,Maylands_totalSnow_cm,Maylands_sunHour,Maylands_uvIndex,Maylands_uvIndex,Maylands_moon_illumination,Maylands_moonrise,Maylands_moonset,Maylands_sunrise,Maylands_sunset,Maylands_DewPointC,Maylands_FeelsLikeC,Maylands_HeatIndexC,Maylands_WindChillC,Maylands_WindGustKmph,Maylands_cloudcover,Maylands_humidity,Maylands_precipMM,Maylands_pressure,Maylands_tempC,Maylands_visibility,Maylands_winddirDegree,Maylands_windspeedKmph
2020-03-03 00:00:00,31,19,0.0,11.6,7,1,58,01:35 PM,No moonset,06:07 AM,06:49 PM,8,22,23,22,27,0,41,0.0,1017,22,10,90,16
2020-03-03 03:00:00,31,19,0.0,11.6,7,1,58,01:35 PM,No moonset,06:07 AM,06:49 PM,8,20,20,20,30,0,46,0.0,1017,20,10,84,19
2020-03-03 06:00:00,31,19,0.0,11.6,7,1,58,01:35 PM,No moonset,06:07 AM,06:49 PM,9,19,19,19,31,0,52,0.0,1018,19,10,78,22
2020-03-03 09:00:00,31,19,0.0,11.6,7,6,58,01:35 PM,No moonset,06:07 AM,06:49 PM,10,22,22,22,25,0,46,0.0,1018,22,10,76,21
2020-03-03 12:00:00,31,19,0.0,11.6,7,7,58,01:35 PM,No moonset,06:07 AM,06:49 PM,10,27,27,28,16,0,32,0.0,1016,28,10,70,14
2020-03-03 15:00:00,31,19,0.0,11.6,7,8,58,01:35 PM,No moonset,06:07 AM,06:49 PM,9,29,29,31,9,5,25,0.0,1014,31,10,87,8
2020-03-03 18:00:00,31,19,0.0,11.6,7,1,58,01:35 PM,No moonset,06:07 AM,06:49 PM,9,29,29,29,13,13,30,0.0,1014,29,10,136,9
2020-03-03 21:00:00,31,19,0.0,11.6,7,1,58,01:35 PM,No moonset,06:07 AM,06:49 PM,10,27,27,26,18,7,39,0.0,1014,26,10,146,11
2020-03-04 00:00:00,32,22,0.0,10.2,7,1,65,02:33 PM,12:00 AM,06:08 AM,06:47 PM,8,25,25,24,14,2,36,0.0,1013,24,10,101,8
2020-03-04 03:00:00,32,22,0.0,10.2,7,1,65,02:33 PM,12:00 AM,06:08 AM,06:47 PM,6,24,24,22,19,3,35,0.0,1012,22,10,77,10
2020-03-04 06:00:00,32,22,0.0,10.2,7,1,65,02:33 PM,12:00 AM,06:08 AM,06:47 PM,7,24,24,23,14,34,36,0.0,1012,23,10,78,9
2020-03-04 09:00:00,32,22,0.0,10.2,7,7,65,02:33 PM,12:00 AM,06:08 AM,06:47 PM,7,26,26,26,8,66,31,0.0,1013,26,10,165,6
2020-03-04 12:00:00,32,22,0.0,10.2,7,8,65,02:33 PM,12:00 AM,06:08 AM,06:47 PM,7,30,30,32,6,6,21,0.0,1011,32,10,311,6
2020-03-04 15:00:00,32,22,0.0,10.2,7,8,65,02:33 PM,12:00 AM,06:08 AM,06:47 PM,5,29,29,31,14,13,20,0.0,1009,31,10,229,12
2020-03-04 18:00:00,32,22,0.0,10.2,7,1,65,02:33 PM,12:00 AM,06:08 AM,06:47 PM,8,27,27,28,21,5,29,0.0,1009,28,10,188,17
2020-03-04 21:00:00,32,22,0.0,10.2,7,1,65,02:33 PM,12:00 AM,06:08 AM,06:47 PM,8,25,25,24,17,38,35,0.0,1009,24,10,154,10
2020-03-05 00:00:00,32,22,0.0,11.6,7,1,73,03:32 PM,12:51 AM,06:09 AM,06:46 PM,7,24,24,23,14,68,35,0.0,1009,23,10,138,8
2020-03-05 03:00:00,32,22,0.0,11.6,7,1,73,03:32 PM,12:51 AM,06:09 AM,06:46 PM,7,24,24,23,12,8,36,0.0,1007,23,10,108,7
2020-03-05 06:00:00,32,22,0.0,11.6,7,1,73,03:32 PM,12:51 AM,06:09 AM,06:46 PM,7,24,24,23,12,8,37,0.0,1008,23,10,93,7
2020-03-05 09:00:00,32,22,0.0,11.6,7,7,73,03:32 PM,12:51 AM,06:09 AM,06:46 PM,7,26,26,26,9,8,30,0.0,1008,26,10,160,7
2020-03-05 12:00:00,32,22,0.0,11.6,7,8,73,03:32 PM,12:51 AM,06:09 AM,06:46 PM,7,29,29,31,10,11,22,0.0,1007,31,10,285,8
2020-03-05 15:00:00,32,22,0.0,11.6,7,8,73,03:32 PM,12:51 AM,06:09 AM,06:46 PM,9,29,29,31,17,10,26,0.0,1005,31,10,231,15
2020-03-05 18:00:00,32,22,0.0,11.6,7,1,73,03:32 PM,12:51 AM,06:09 AM,06:46 PM,12,27,27,27,20,6,40,0.0,1005,27,10,213,17
2020-03-05 21:00:00,32,22,0.0,11.6,7,1,73,03:32 PM,12:51 AM,06:09 AM,06:46 PM,14,25,25,24,18,4,53,0.0,1005,24,10,209,13
2020-03-06 00:00:00,23,21,0.0,6.2,6,1,80,04:26 PM,01:50 AM,06:10 AM,06:45 PM,15,25,25,23,10,7,60,0.0,1005,23,10,222,8
2020-03-06 03:00:00,23,21,0.0,6.2,6,1,80,04:26 PM,01:50 AM,06:10 AM,06:45 PM,16,22,23,22,13,9,73,0.0,1005,22,10,230,9
2020-03-06 06:00:00,23,21,0.0,6.2,6,1,80,04:26 PM,01:50 AM,06:10 AM,06:45 PM,16,21,21,21,14,24,77,0.0,1006,21,10,243,11
2020-03-06 09:00:00,23,21,0.0,6.2,6,5,80,04:26 PM,01:50 AM,06:10 AM,06:45 PM,16,21,22,21,16,74,74,0.0,1008,21,10,262,14
2020-03-06 12:00:00,23,21,0.0,6.2,6,5,80,04:26 PM,01:50 AM,06:10 AM,06:45 PM,16,25,25,22,18,92,68,0.1,1009,22,10,259,16
2020-03-06 15:00:00,23,21,0.0,6.2,6,5,80,04:26 PM,01:50 AM,06:10 AM,06:45 PM,16,25,25,23,21,84,65,0.0,1009,23,10,249,18
2020-03-06 18:00:00,23,21,0.0,6.2,6,1,80,04:26 PM,01:50 AM,06:10 AM,06:45 PM,16,25,25,22,22,80,69,0.0,1011,22,10,242,18
2020-03-06 21:00:00,23,21,0.0,6.2,6,1,80,04:26 PM,01:50 AM,06:10 AM,06:45 PM,16,21,23,21,21,80,75,0.0,1013,21,10,240,15
2020-03-07 00:00:00,24,20,0.0,8.9,5,1,87,05:17 PM,02:54 AM,06:10 AM,06:44 PM,16,21,21,21,20,87,75,0.1,1013,21,10,237,15
2020-03-07 03:00:00,24,20,0.0,8.9,5,1,87,05:17 PM,02:54 AM,06:10 AM,06:44 PM,16,21,21,21,18,86,73,0.2,1014,21,10,230,13
2020-03-07 06:00:00,24,20,0.0,8.9,5,1,87,05:17 PM,02:54 AM,06:10 AM,06:44 PM,15,21,21,21,17,95,71,0.1,1015,21,10,230,12
2020-03-07 09:00:00,24,20,0.0,8.9,5,5,87,05:17 PM,02:54 AM,06:10 AM,06:44 PM,15,22,22,22,14,83,66,0.1,1016,22,10,233,11
2020-03-07 12:00:00,24,20,0.0,8.9,5,6,87,05:17 PM,02:54 AM,06:10 AM,06:44 PM,15,25,25,24,15,54,58,0.1,1016,24,10,235,13
2020-03-07 15:00:00,24,20,0.0,8.9,5,6,87,05:17 PM,02:54 AM,06:10 AM,06:44 PM,16,25,25,24,20,51,61,0.0,1016,24,10,233,17
2020-03-07 18:00:00,24,20,0.0,8.9,5,1,87,05:17 PM,02:54 AM,06:10 AM,06:44 PM,16,24,24,22,22,61,69,0.0,1016,22,10,219,18
2020-03-07 21:00:00,24,20,0.0,8.9,5,1,87,05:17 PM,02:54 AM,06:10 AM,06:44 PM,17,21,21,21,20,67,79,0.0,1017,21,10,204,14
2020-03-08 00:00:00,31,19,0.0,11.6,7,1,95,06:03 PM,04:03 AM,06:11 AM,06:42 PM,17,20,20,20,16,46,82,0.0,1017,20,10,198,12
2020-03-08 03:00:00,31,19,0.0,11.6,7,1,95,06:03 PM,04:03 AM,06:11 AM,06:42 PM,17,20,20,20,11,13,85,0.0,1016,20,10,187,8
2020-03-08 06:00:00,31,19,0.0,11.6,7,1,95,06:03 PM,04:03 AM,06:11 AM,06:42 PM,17,20,21,20,9,13,81,0.0,1016,20,10,186,6
2020-03-08 09:00:00,31,19,0.0,11.6,7,6,95,06:03 PM,04:03 AM,06:11 AM,06:42 PM,16,26,26,24,5,9,62,0.0,1017,24,10,135,4
2020-03-08 12:00:00,31,19,0.0,11.6,7,8,95,06:03 PM,04:03 AM,06:11 AM,06:42 PM,15,30,30,30,6,4,39,0.0,1015,30,10,81,5
2020-03-08 15:00:00,31,19,0.0,11.6,7,7,95,06:03 PM,04:03 AM,06:11 AM,06:42 PM,15,30,30,30,16,8,41,0.0,1014,30,10,233,14
2020-03-08 18:00:00,31,19,0.0,11.6,7,1,95,06:03 PM,04:03 AM,06:11 AM,06:42 PM,16,27,27,27,19,15,53,0.0,1014,27,10,212,16
2020-03-08 21:00:00,31,19,0.0,11.6,7,1,95,06:03 PM,04:03 AM,06:11 AM,06:42 PM,16,25,25,23,22,15,58,0.0,1015,23,10,169,14
2020-03-09 00:00:00,31,22,0.0,11.6,7,1,100,06:45 PM,05:14 AM,06:12 AM,06:41 PM,14,21,24,21,40,8,52,0.0,1015,21,10,106,25
2020-03-09 03:00:00,31,22,0.0,11.6,7,1,100,06:45 PM,05:14 AM,06:12 AM,06:41 PM,14,25,25,23,41,15,57,0.0,1015,23,10,95,27
2020-03-09 06:00:00,31,22,0.0,11.6,7,1,100,06:45 PM,05:14 AM,06:12 AM,06:41 PM,14,25,25,23,35,21,58,0.0,1016,23,10,89,24
2020-03-09 09:00:00,31,22,0.0,11.6,7,6,100,06:45 PM,05:14 AM,06:12 AM,06:41 PM,14,25,25,24,27,21,53,0.0,1016,24,10,90,22
2020-03-09 12:00:00,31,22,0.0,11.6,7,7,100,06:45 PM,05:14 AM,06:12 AM,06:41 PM,13,28,28,28,22,24,43,0.0,1014,28,10,90,19
2020-03-09 15:00:00,31,22,0.0,11.6,7,8,100,06:45 PM,05:14 AM,06:12 AM,06:41 PM,12,30,30,31,15,17,31,0.0,1012,31,10,109,13
2020-03-09 18:00:00,31,22,0.0,11.6,7,1,100,06:45 PM,05:14 AM,06:12 AM,06:41 PM,13,30,30,30,18,13,37,0.0,1012,30,10,151,13
2020-03-09 21:00:00,31,22,0.0,11.6,7,1,100,06:45 PM,05:14 AM,06:12 AM,06:41 PM,14,28,28,26,22,14,49,0.0,1012,26,10,158,14
2020-03-10 00:00:00,34,22,0.0,11.6,8,1,100,07:25 PM,06:25 AM,06:13 AM,06:40 PM,13,25,25,25,17,13,47,0.0,1012,25,10,124,9
2020-03-10 03:00:00,34,22,0.0,11.6,8,1,100,07:25 PM,06:25 AM,06:13 AM,06:40 PM,11,25,25,24,18,12,45,0.0,1012,24,10,103,10
2020-03-10 06:00:00,34,22,0.0,11.6,8,1,100,07:25 PM,06:25 AM,06:13 AM,06:40 PM,11,25,25,23,17,8,46,0.0,1012,23,10,93,11
2020-03-10 09:00:00,34,22,0.0,11.6,8,7,100,07:25 PM,06:25 AM,06:13 AM,06:40 PM,11,27,27,26,13,8,39,0.0,1013,26,10,105,10
2020-03-10 12:00:00,34,22,0.0,11.6,8,8,100,07:25 PM,06:25 AM,06:13 AM,06:40 PM,11,31,31,32,10,9,28,0.0,1012,32,10,164,9
2020-03-10 15:00:00,34,22,0.0,11.6,8,8,100,07:25 PM,06:25 AM,06:13 AM,06:40 PM,11,32,32,33,13,5,26,0.0,1010,33,10,201,11
2020-03-10 18:00:00,34,22,0.0,11.6,8,1,100,07:25 PM,06:25 AM,06:13 AM,06:40 PM,10,29,29,30,24,5,29,0.0,1010,30,10,189,18
2020-03-10 21:00:00,34,22,0.0,11.6,8,1,100,07:25 PM,06:25 AM,06:13 AM,06:40 PM,8,26,26,27,24,7,31,0.0,1011,27,10,146,14
2020-03-11 00:00:00,33,23,0.0,11.6,8,1,84,08:02 PM,07:36 AM,06:13 AM,06:39 PM,6,25,25,25,23,3,30,0.0,1011,25,10,107,13
2020-03-11 03:00:00,33,23,0.0,11.6,8,1,84,08:02 PM,07:36 AM,06:13 AM,06:39 PM,8,25,25,24,28,5,36,0.0,1010,24,10,86,17
2020-03-11 06:00:00,33,23,0.0,11.6,8,1,84,08:02 PM,07:36 AM,06:13 AM,06:39 PM,11,25,25,23,23,9,45,0.0,1011,23,10,83,15
2020-03-11 09:00:00,33,23,0.0,11.6,8,7,84,08:02 PM,07:36 AM,06:13 AM,06:39 PM,12,27,27,27,13,12,40,0.0,1011,27,10,82,10
2020-03-11 12:00:00,33,23,0.0,11.6,8,8,84,08:02 PM,07:36 AM,06:13 AM,06:39 PM,12,32,32,33,9,11,27,0.0,1009,33,10,128,8
2020-03-11 15:00:00,33,23,0.0,11.6,8,8,84,08:02 PM,07:36 AM,06:13 AM,06:39 PM,11,31,31,32,20,8,28,0.0,1007,32,10,217,18
2020-03-11 18:00:00,33,23,0.0,11.6,8,1,84,08:02 PM,07:36 AM,06:13 AM,06:39 PM,13,30,30,29,27,4,39,0.0,1007,29,10,203,22
2020-03-11 21:00:00,33,23,0.0,11.6,8,1,84,08:02 PM,07:36 AM,06:13 AM,06:39 PM,14,29,29,26,22,6,53,0.0,1009,26,10,197,16
2020-03-12 00:00:00,30,21,0.0,11.6,7,1,76,08:40 PM,08:46 AM,06:14 AM,06:37 PM,14,25,25,23,13,8,58,0.0,1010,23,10,197,9
2020-03-12 03:00:00,30,21,0.0,11.6,7,1,76,08:40 PM,08:46 AM,06:14 AM,06:37 PM,13,22,23,22,12,7,58,0.0,1010,22,10,198,8
2020-03-12 06:00:00,30,21,0.0,11.6,7,1,76,08:40 PM,08:46 AM,06:14 AM,06:37 PM,12,21,21,21,12,9,58,0.0,1011,21,10,193,9
2020-03-12 09:00:00,30,21,0.0,11.6,7,6,76,08:40 PM,08:46 AM,06:14 AM,06:37 PM,13,23,23,23,13,15,53,0.0,1013,23,10,189,10
2020-03-12 12:00:00,30,21,0.0,11.6,7,7,76,08:40 PM,08:46 AM,06:14 AM,06:37 PM,12,28,28,29,17,23,37,0.0,1013,29,10,207,14
2020-03-12 15:00:00,30,21,0.0,11.6,7,7,76,08:40 PM,08:46 AM,06:14 AM,06:37 PM,13,29,29,29,25,25,38,0.0,1013,29,10,225,22
2020-03-12 18:00:00,30,21,0.0,11.6,7,1,76,08:40 PM,08:46 AM,06:14 AM,06:37 PM,14,27,27,27,30,13,46,0.0,1014,27,10,191,23
2020-03-12 21:00:00,30,21,0.0,11.6,7,1,76,08:40 PM,08:46 AM,06:14 AM,06:37 PM,13,26,26,25,34,5,49,0.0,1016,25,10,133,24
2020-03-13 00:00:00,30,19,0.0,11.6,7,1,69,09:19 PM,09:55 AM,06:15 AM,06:36 PM,13,22,23,22,35,5,59,0.0,1017,22,10,110,26
2020-03-13 03:00:00,30,19,0.0,11.6,7,1,69,09:19 PM,09:55 AM,06:15 AM,06:36 PM,12,20,20,20,32,5,60,0.0,1018,20,10,105,23
2020-03-13 06:00:00,30,19,0.0,11.6,7,1,69,09:19 PM,09:55 AM,06:15 AM,06:36 PM,12,20,20,20,29,4,61,0.0,1018,20,10,108,22
2020-03-13 09:00:00,30,19,0.0,11.6,7,6,69,09:19 PM,09:55 AM,06:15 AM,06:36 PM,12,22,22,22,28,5,55,0.0,1019,22,10,97,23
2020-03-13 12:00:00,30,19,0.0,11.6,7,7,69,09:19 PM,09:55 AM,06:15 AM,06:36 PM,12,27,27,28,23,6,39,0.0,1017,28,10,89,20
2020-03-13 15:00:00,30,19,0.0,11.6,7,8,69,09:19 PM,09:55 AM,06:15 AM,06:36 PM,13,30,30,30,20,7,34,0.0,1015,30,10,87,17
2020-03-13 18:00:00,30,19,0.0,11.6,7,1,69,09:19 PM,09:55 AM,06:15 AM,06:36 PM,13,29,29,30,22,15,35,0.0,1014,30,10,95,14
2020-03-13 21:00:00,30,19,0.0,11.6,7,1,69,09:19 PM,09:55 AM,06:15 AM,06:36 PM,12,27,27,28,28,45,38,0.0,1015,28,10,103,16
2020-03-14 00:00:00,26,22,0.0,6.1,7,1,62,10:01 PM,11:03 AM,06:15 AM,06:35 PM,12,27,27,27,30,69,41,0.1,1014,27,10,91,18
2020-03-14 03:00:00,26,22,0.0,6.1,7,1,62,10:01 PM,11:03 AM,06:15 AM,06:35 PM,13,26,26,26,24,46,45,0.0,1014,26,10,74,15
2020-03-14 06:00:00,26,22,0.0,6.1,7,1,62,10:01 PM,11:03 AM,06:15 AM,06:35 PM,14,26,26,26,23,53,47,0.0,1014,26,10,59,15
2020-03-14 09:00:00,26,22,0.0,6.1,7,6,62,10:01 PM,11:03 AM,06:15 AM,06:35 PM,14,26,26,26,22,72,50,0.2,1014,26,10,59,14
2020-03-14 12:00:00,26,22,0.0,6.1,7,6,62,10:01 PM,11:03 AM,06:15 AM,06:35 PM,15,26,26,25,18,79,53,0.7,1012,25,9,66,12
2020-03-14 15:00:00,26,22,0.0,6.1,7,6,62,10:01 PM,11:03 AM,06:15 AM,06:35 PM,16,26,26,25,17,84,55,0.7,1010,25,9,66,12
2020-03-14 18:00:00,26,22,0.0,6.1,7,1,62,10:01 PM,11:03 AM,06:15 AM,06:35 PM,17,26,26,25,14,96,64,1.1,1009,25,9,77,10
2020-03-14 21:00:00,26,22,0.0,6.1,7,1,62,10:01 PM,11:03 AM,06:15 AM,06:35 PM,18,25,25,23,19,91,73,2.1,1008,23,8,65,13
2020-03-15 00:00:00,26,21,0.0,10.2,5,1,55,10:46 PM,12:09 PM,06:16 AM,06:34 PM,17,25,25,22,21,88,73,1.4,1007,22,10,47,13
2020-03-15 03:00:00,26,21,0.0,10.2,5,1,55,10:46 PM,12:09 PM,06:16 AM,06:34 PM,18,25,25,22,15,59,77,1.0,1006,22,9,110,10
2020-03-15 06:00:00,26,21,0.0,10.2,5,1,55,10:46 PM,12:09 PM,06:16 AM,06:34 PM,18,22,24,22,17,42,82,0.1,1007,22,10,317,13
2020-03-15 09:00:00,26,21,0.0,10.2,5,6,55,10:46 PM,12:09 PM,06:16 AM,06:34 PM,18,25,25,24,18,57,72,0.3,1009,24,10,307,15
2020-03-15 12:00:00,26,21,0.0,10.2,5,7,55,10:46 PM,12:09 PM,06:16 AM,06:34 PM,17,27,27,26,18,18,57,0.0,1009,26,10,291,16
2020-03-15 15:00:00,26,21,0.0,10.2,5,7,55,10:46 PM,12:09 PM,06:16 AM,06:34 PM,18,27,27,26,24,29,62,0.0,1008,26,10,280,21
2020-03-15 18:00:00,26,21,0.0,10.2,5,1,55,10:46 PM,12:09 PM,06:16 AM,06:34 PM,18,25,25,24,20,63,69,0.0,1010,24,10,273,17
2020-03-15 21:00:00,26,21,0.0,10.2,5,1,55,10:46 PM,12:09 PM,06:16 AM,06:34 PM,18,25,25,22,15,74,77,0.1,1012,22,10,274,11
2020-03-16 00:00:00,25,21,0.0,11.6,5,1,47,11:35 PM,01:12 PM,06:17 AM,06:32 PM,18,21,23,21,12,71,81,0.2,1012,21,9,272,9
2020-03-16 03:00:00,25,21,0.0,11.6,5,1,47,11:35 PM,01:12 PM,06:17 AM,06:32 PM,17,21,21,21,12,68,80,0.2,1012,21,10,268,8
2020-03-16 06:00:00,25,21,0.0,11.6,5,1,47,11:35 PM,01:12 PM,06:17 AM,06:32 PM,16,21,22,21,13,84,74,0.1,1013,21,10,268,9
2020-03-16 09:00:00,25,21,0.0,11.6,5,6,47,11:35 PM,01:12 PM,06:17 AM,06:32 PM,15,25,25,23,11,55,63,0.1,1014,23,10,264,9
2020-03-16 12:00:00,25,21,0.0,11.6,5,6,47,11:35 PM,01:12 PM,06:17 AM,06:32 PM,13,25,25,24,13,21,51,0.0,1013,24,10,259,11
2020-03-16 15:00:00,25,21,0.0,11.6,5,6,47,11:35 PM,01:12 PM,06:17 AM,06:32 PM,13,25,25,25,18,15,49,0.0,1012,25,10,255,15
2020-03-16 18:00:00,25,21,0.0,11.6,5,1,47,11:35 PM,01:12 PM,06:17 AM,06:32 PM,14,25,25,23,12,7,54,0.0,1013,23,10,246,10
2020-03-16 21:00:00,25,21,0.0,11.6,5,1,47,11:35 PM,01:12 PM,06:17 AM,06:32 PM,14,22,23,22,7,19,63,0.0,1013,22,10,278,5
2020-03-17 00:00:00,23,18,0.0,6.1,5,1,40,No moonrise,02:10 PM,06:18 AM,06:31 PM,15,21,21,21,14,50,72,0.1,1013,21,10,333,10
2020-03-17 03:00:00,23,18,0.0,6.1,5,1,40,No moonrise,02:10 PM,06:18 AM,06:31 PM,16,20,20,20,20,71,77,0.2,1013,20,10,301,14
2020-03-17 06:00:00,23,18,0.0,6.1,5,1,40,No moonrise,02:10 PM,06:18 AM,06:31 PM,15,20,20,20,18,89,72,0.3,1013,20,10,299,12
2020-03-17 09:00:00,23,18,0.0,6.1,5,5,40,No moonrise,02:10 PM,06:18 AM,06:31 PM,15,21,22,21,18,86,68,0.5,1014,21,10,297,15
2020-03-17 12:00:00,23,18,0.0,6.1,5,5,40,No moonrise,02:10 PM,06:18 AM,06:31 PM,14,25,25,23,28,67,57,0.6,1013,23,9,286,23
2020-03-17 15:00:00,23,18,0.0,6.1,5,5,40,No moonrise,02:10 PM,06:18 AM,06:31 PM,14,23,23,22,40,67,61,2.1,1012,22,9,281,27
2020-03-17 18:00:00,23,18,0.0,6.1,5,1,40,No moonrise,02:10 PM,06:18 AM,06:31 PM,14,20,20,20,42,99,66,4.1,1014,20,7,255,24
2020-03-17 21:00:00,23,18,0.0,6.1,5,1,40,No moonrise,02:10 PM,06:18 AM,06:31 PM,11,18,18,18,34,94,63,3.1,1015,18,8,250,20
2020-03-18 00:00:00,22,17,0.0,8.8,5,1,33,12:27 AM,03:02 PM,06:18 AM,06:30 PM,10,18,18,18,27,85,61,0.3,1016,18,9,257,19
2020-03-18 03:00:00,22,17,0.0,8.8,5,1,33,12:27 AM,03:02 PM,06:18 AM,06:30 PM,10,17,17,17,28,84,61,0.4,1016,17,9,255,19
2020-03-18 06:00:00,22,17,0.0,8.8,5,1,33,12:27 AM,03:02 PM,06:18 AM,06:30 PM,10,17,17,17,27,79,63,0.6,1018,17,9,239,19
2020-03-18 09:00:00,22,17,0.0,8.8,5,4,33,12:27 AM,03:02 PM,06:18 AM,06:30 PM,9,19,19,19,22,78,53,0.6,1019,19,9,233,18
2020-03-18 12:00:00,22,17,0.0,8.8,5,5,33,12:27 AM,03:02 PM,06:18 AM,06:30 PM,8,21,22,21,22,79,43,0.1,1019,21,10,233,19
2020-03-18 15:00:00,22,17,0.0,8.8,5,6,33,12:27 AM,03:02 PM,06:18 AM,06:30 PM,9,21,23,21,24,54,46,0.1,1019,21,10,230,21
2020-03-18 18:00:00,22,17,0.0,8.8,5,1,33,12:27 AM,03:02 PM,06:18 AM,06:30 PM,10,20,20,20,20,18,54,0.0,1021,20,10,222,16
2020-03-18 21:00:00,22,17,0.0,8.8,5,1,33,12:27 AM,03:02 PM,06:18 AM,06:30 PM,11,18,18,18,18,40,61,0.0,1022,18,10,197,12
2020-03-19 00:00:00,27,15,0.0,11.6,6,1,25,01:23 AM,03:49 PM,06:19 AM,06:29 PM,10,17,17,17,19,20,65,0.0,1023,17,10,166,13
2020-03-19 03:00:00,27,15,0.0,11.6,6,1,25,01:23 AM,03:49 PM,06:19 AM,06:29 PM,9,15,15,15,15,36,67,0.0,1023,15,10,140,10
2020-03-19 06:00:00,27,15,0.0,11.6,6,1,25,01:23 AM,03:49 PM,06:19 AM,06:29 PM,9,15,15,15,14,80,67,0.0,1023,15,10,122,10
2020-03-19 09:00:00,27,15,0.0,11.6,6,5,25,01:23 AM,03:49 PM,06:19 AM,06:29 PM,9,18,19,18,12,39,56,0.0,1024,18,10,114,10
2020-03-19 12:00:00,27,15,0.0,11.6,6,6,25,01:23 AM,03:49 PM,06:19 AM,06:29 PM,7,25,25,24,7,21,36,0.0,1024,24,10,117,6
2020-03-19 15:00:00,27,15,0.0,11.6,6,7,25,01:23 AM,03:49 PM,06:19 AM,06:29 PM,8,25,25,26,6,18,32,0.0,1022,26,10,157,5
2020-03-19 18:00:00,27,15,0.0,11.6,6,1,25,01:23 AM,03:49 PM,06:19 AM,06:29 PM,10,23,23,23,17,13,46,0.0,1022,23,10,183,13
2020-03-19 21:00:00,27,15,0.0,11.6,6,1,25,01:23 AM,03:49 PM,06:19 AM,06:29 PM,10,19,20,19,21,29,52,0.0,1022,19,10,160,14
2020-03-20 00:00:00,30,21,0.0,11.6,7,1,18,02:19 AM,04:30 PM,06:20 AM,06:27 PM,7,18,20,18,15,47,41,0.0,1021,18,10,133,9
2020-03-20 03:00:00,30,21,0.0,11.6,7,1,18,02:19 AM,04:30 PM,06:20 AM,06:27 PM,5,21,22,21,15,49,34,0.0,1020,21,10,109,9
2020-03-20 06:00:00,30,21,0.0,11.6,7,1,18,02:19 AM,04:30 PM,06:20 AM,06:27 PM,6,22,24,22,18,44,35,0.0,1020,22,10,84,11
2020-03-20 09:00:00,30,21,0.0,11.6,7,6,18,02:19 AM,04:30 PM,06:20 AM,06:27 PM,8,25,25,24,15,26,36,0.0,1021,24,10,72,11
2020-03-20 12:00:00,30,21,0.0,11.6,7,7,18,02:19 AM,04:30 PM,06:20 AM,06:27 PM,11,27,27,28,14,17,34,0.0,1020,28,10,121,12
2020-03-20 15:00:00,30,21,0.0,11.6,7,7,18,02:19 AM,04:30 PM,06:20 AM,06:27 PM,13,28,28,29,13,23,37,0.0,1018,29,10,269,12
2020-03-20 18:00:00,30,21,0.0,11.6,7,1,18,02:19 AM,04:30 PM,06:20 AM,06:27 PM,14,27,27,26,16,44,48,0.2,1019,26,10,204,13
2020-03-20 21:00:00,30,21,0.0,11.6,7,1,18,02:19 AM,04:30 PM,06:20 AM,06:27 PM,14,25,25,23,15,78,60,0.4,1020,23,9,162,10
2020-03-21 00:00:00,29,21,0.0,8.8,6,1,11,03:15 AM,05:07 PM,06:20 AM,06:26 PM,15,25,25,22,9,76,64,0.3,1020,22,9,129,6
2020-03-21 03:00:00,29,21,0.0,8.8,6,1,11,03:15 AM,05:07 PM,06:20 AM,06:26 PM,16,22,25,22,4,53,69,0.2,1019,22,10,117,3
2020-03-21 06:00:00,29,21,0.0,8.8,6,1,11,03:15 AM,05:07 PM,06:20 AM,06:26 PM,16,22,25,22,5,5,70,0.0,1020,22,10,84,4
2020-03-21 09:00:00,29,21,0.0,8.8,6,6,11,03:15 AM,05:07 PM,06:20 AM,06:26 PM,16,26,26,24,8,10,59,0.0,1021,24,10,61,6
2020-03-21 12:00:00,29,21,0.0,8.8,6,6,11,03:15 AM,05:07 PM,06:20 AM,06:26 PM,15,28,28,28,12,41,43,0.0,1020,28,10,83,10
2020-03-21 15:00:00,29,21,0.0,8.8,6,6,11,03:15 AM,05:07 PM,06:20 AM,06:26 PM,14,29,29,29,18,83,41,0.1,1019,29,10,115,13
2020-03-21 18:00:00,29,21,0.0,8.8,6,1,11,03:15 AM,05:07 PM,06:20 AM,06:26 PM,14,28,28,28,26,83,45,0.1,1019,28,9,111,18
2020-03-21 21:00:00,29,21,0.0,8.8,6,1,11,03:15 AM,05:07 PM,06:20 AM,06:26 PM,15,25,25,23,37,78,60,0.3,1021,23,9,112,26
2020-03-22 00:00:00,29,20,0.0,11.6,6,1,4,04:11 AM,05:40 PM,06:21 AM,06:25 PM,15,21,23,21,41,87,70,0.6,1022,21,10,101,30
2020-03-22 03:00:00,29,20,0.0,11.6,6,1,4,04:11 AM,05:40 PM,06:21 AM,06:25 PM,15,20,20,20,40,60,73,0.6,1022,20,9,95,28
2020-03-22 06:00:00,29,20,0.0,11.6,6,1,4,04:11 AM,05:40 PM,06:21 AM,06:25 PM,15,20,20,20,37,6,71,0.0,1022,20,10,91,26
2020-03-22 09:00:00,29,20,0.0,11.6,6,6,4,04:11 AM,05:40 PM,06:21 AM,06:25 PM,14,23,23,23,32,7,61,0.0,1023,23,10,89,25
