date_time,Maylands_maxtempC,Maylands_mintempC,Maylands_totalSnow_cm,Maylands_sunHour,Maylands_uvIndex,Maylands_uvIndex,Maylands_moon_illumination,Maylands_moonrise,Maylands_moonset,Maylands_sunrise,Maylands_sunset,Maylands_DewPointC,Maylands_FeelsLikeC,Maylands_HeatIndexC,Maylands_WindChillC,Maylands_WindGustKmph,Maylands_cloudcover,Maylands_humidity,Maylands_precipMM,Maylands_pressure,Maylands_tempC,Maylands_visibility,Maylands_winddirDegree,Maylands_windspeedKmph
2020-03-22 12:00:00,29,20,0.0,11.6,6,7,4,04:11 AM,05:40 PM,06:21 AM,06:25 PM,14,27,27,27,25,7,44,0.0,1021,27,10,81,22
2020-03-22 15:00:00,29,20,0.0,11.6,6,7,4,04:11 AM,05:40 PM,06:21 AM,06:25 PM,13,29,29,29,19,11,38,0.0,1019,29,10,81,16
2020-03-22 18:00:00,29,20,0.0,11.6,6,1,4,04:11 AM,05:40 PM,06:21 AM,06:25 PM,13,28,28,28,20,15,39,0.0,1020,28,10,94,13
2020-03-22 21:00:00,29,20,0.0,11.6,6,1,4,04:11 AM,05:40 PM,06:21 AM,06:25 PM,13,26,26,25,27,10,45,0.0,1020,25,10,100,15
2020-03-23 00:00:00,31,22,0.0,11.6,7,1,0,05:06 AM,06:10 PM,06:22 AM,06:23 PM,12,25,25,24,35,7,47,0.0,1020,24,10,88,22
2020-03-23 03:00:00,31,22,0.0,11.6,7,1,0,05:06 AM,06:10 PM,06:22 AM,06:23 PM,13,25,25,23,38,3,51,0.0,1020,23,10,77,24
2020-03-23 06:00:00,31,22,0.0,11.6,7,1,0,05:06 AM,06:10 PM,06:22 AM,06:23 PM,13,25,25,23,33,1,55,0.0,1020,23,10,73,23
2020-03-23 09:00:00,31,22,0.0,11.6,7,6,0,05:06 AM,06:10 PM,06:22 AM,06:23 PM,13,26,26,25,26,4,50,0.0,1020,25,10,67,20
2020-03-23 12:00:00,31,22,0.0,11.6,7,7,0,05:06 AM,06:10 PM,06:22 AM,06:23 PM,12,28,28,29,17,6,35,0.0,1019,29,10,68,14
2020-03-23 15:00:00,31,22,0.0,11.6,7,8,0,05:06 AM,06:10 PM,06:22 AM,06:23 PM,11,29,29,30,12,9,30,0.0,1017,30,10,85,10
2020-03-23 18:00:00,31,22,0.0,11.6,7,1,0,05:06 AM,06:10 PM,06:22 AM,06:23 PM,10,28,28,28,17,6,32,0.0,1017,28,10,109,11
2020-03-23 21:00:00,31,22,0.0,11.6,7,1,0,05:06 AM,06:10 PM,06:22 AM,06:23 PM,8,25,25,25,25,3,33,0.0,1018,25,10,106,14
2020-03-24 00:00:00,33,23,0.0,11.6,7,1,0,05:59 AM,06:38 PM,06:22 AM,06:22 PM,7,25,25,24,31,1,33,0.0,1017,24,10,80,18
2020-03-24 03:00:00,33,23,0.0,11.6,7,1,0,05:59 AM,06:38 PM,06:22 AM,06:22 PM,9,25,25,23,31,4,40,0.0,1016,23,10,69,18
2020-03-24 06:00:00,33,23,0.0,11.6,7,1,0,05:59 AM,06:38 PM,06:22 AM,06:22 PM,11,25,25,23,29,4,46,0.0,1017,23,10,67,19
2020-03-24 09:00:00,33,23,0.0,11.6,7,7,0,05:59 AM,06:38 PM,06:22 AM,06:22 PM,12,26,26,25,24,3,44,0.0,1018,25,10,55,19
2020-03-24 12:00:00,33,23,0.0,11.6,7,8,0,05:59 AM,06:38 PM,06:22 AM,06:22 PM,12,29,29,30,13,3,32,0.0,1017,30,10,59,12
2020-03-24 15:00:00,33,23,0.0,11.6,7,8,0,05:59 AM,06:38 PM,06:22 AM,06:22 PM,10,31,31,33,7,5,26,0.0,1015,33,10,90,6
2020-03-24 18:00:00,33,23,0.0,11.6,7,1,0,05:59 AM,06:38 PM,06:22 AM,06:22 PM,10,29,29,30,13,5,29,0.0,1015,30,10,115,9
2020-03-24 21:00:00,33,23,0.0,11.6,7,1,0,05:59 AM,06:38 PM,06:22 AM,06:22 PM,9,26,26,27,23,5,32,0.0,1016,27,10,97,14
2020-03-25 00:00:00,33,24,0.0,11.6,7,1,3,06:52 AM,07:07 PM,06:23 AM,06:21 PM,6,25,25,26,31,5,29,0.0,1015,26,10,73,18
2020-03-25 03:00:00,33,24,0.0,11.6,7,1,3,06:52 AM,07:07 PM,06:23 AM,06:21 PM,6,24,24,25,28,5,29,0.0,1015,25,10,65,17
2020-03-25 06:00:00,33,24,0.0,11.6,7,1,3,06:52 AM,07:07 PM,06:23 AM,06:21 PM,6,24,24,24,24,6,32,0.0,1016,24,10,63,15
2020-03-25 09:00:00,33,24,0.0,11.6,7,7,3,06:52 AM,07:07 PM,06:23 AM,06:21 PM,8,26,26,27,24,14,31,0.0,1016,27,10,49,18
2020-03-25 12:00:00,33,24,0.0,11.6,7,8,3,06:52 AM,07:07 PM,06:23 AM,06:21 PM,10,30,30,31,22,19,28,0.0,1016,31,10,133,19
2020-03-25 15:00:00,33,24,0.0,11.6,7,8,3,06:52 AM,07:07 PM,06:23 AM,06:21 PM,12,31,31,32,17,13,30,0.0,1014,32,10,322,14
2020-03-25 18:00:00,33,24,0.0,11.6,7,1,3,06:52 AM,07:07 PM,06:23 AM,06:21 PM,15,29,29,29,13,15,41,0.0,1015,29,10,272,10
2020-03-25 21:00:00,33,24,0.0,11.6,7,1,3,06:52 AM,07:07 PM,06:23 AM,06:21 PM,15,27,27,27,4,12,48,0.0,1016,27,10,197,3
2020-03-26 00:00:00,35,24,0.0,11.6,8,1,11,07:46 AM,07:35 PM,06:24 AM,06:20 PM,14,26,26,26,5,10,49,0.0,1016,26,10,86,3
2020-03-26 03:00:00,35,24,0.0,11.6,8,1,11,07:46 AM,07:35 PM,06:24 AM,06:20 PM,13,26,26,25,8,9,49,0.0,1016,25,10,84,5
2020-03-26 06:00:00,35,24,0.0,11.6,8,1,11,07:46 AM,07:35 PM,06:24 AM,06:20 PM,11,25,25,25,12,8,44,0.0,1016,25,10,80,7
2020-03-26 09:00:00,35,24,0.0,11.6,8,7,11,07:46 AM,07:35 PM,06:24 AM,06:20 PM,11,28,28,28,11,8,34,0.0,1016,28,10,156,8
2020-03-26 12:00:00,35,24,0.0,11.6,8,8,11,07:46 AM,07:35 PM,06:24 AM,06:20 PM,12,32,32,33,9,8,27,0.0,1015,33,10,320,8
2020-03-26 15:00:00,35,24,0.0,11.6,8,8,11,07:46 AM,07:35 PM,06:24 AM,06:20 PM,11,33,33,34,13,10,26,0.0,1013,34,10,245,10
2020-03-26 18:00:00,35,24,0.0,11.6,8,1,11,07:46 AM,07:35 PM,06:24 AM,06:20 PM,12,30,30,31,14,9,31,0.0,1013,31,10,189,10
2020-03-26 21:00:00,35,24,0.0,11.6,8,1,11,07:46 AM,07:35 PM,06:24 AM,06:20 PM,12,28,28,29,10,35,36,0.0,1013,29,10,110,5
2020-03-27 00:00:00,27,22,0.0,10.2,6,1,18,08:39 AM,08:05 PM,06:24 AM,06:18 PM,12,27,27,27,13,79,38,0.1,1012,27,10,56,6
2020-03-27 03:00:00,27,22,0.0,10.2,6,1,18,08:39 AM,08:05 PM,06:24 AM,06:18 PM,12,26,26,26,13,53,40,0.1,1012,26,10,145,8
2020-03-27 06:00:00,27,22,0.0,10.2,6,1,18,08:39 AM,08:05 PM,06:24 AM,06:18 PM,13,26,26,26,14,13,47,0.0,1012,26,10,346,10
2020-03-27 09:00:00,27,22,0.0,10.2,6,7,18,08:39 AM,08:05 PM,06:24 AM,06:18 PM,17,27,27,26,18,23,58,0.0,1013,26,10,323,14
2020-03-27 12:00:00,27,22,0.0,10.2,6,7,18,08:39 AM,08:05 PM,06:24 AM,06:18 PM,18,28,28,27,22,32,57,0.0,1012,27,10,295,19
2020-03-27 15:00:00,27,22,0.0,10.2,6,6,18,08:39 AM,08:05 PM,06:24 AM,06:18 PM,19,28,28,26,24,28,63,0.0,1011,26,10,285,21
2020-03-27 18:00:00,27,22,0.0,10.2,6,1,18,08:39 AM,08:05 PM,06:24 AM,06:18 PM,18,26,26,24,22,64,71,0.0,1012,24,10,277,19
2020-03-27 21:00:00,27,22,0.0,10.2,6,1,18,08:39 AM,08:05 PM,06:24 AM,06:18 PM,17,25,25,22,23,68,72,0.1,1013,22,10,277,17
2020-03-28 00:00:00,22,18,0.0,10.2,5,1,25,09:35 AM,08:38 PM,06:25 AM,06:17 PM,17,22,25,22,26,100,76,0.3,1013,22,10,275,19
2020-03-28 03:00:00,22,18,0.0,10.2,5,1,25,09:35 AM,08:38 PM,06:25 AM,06:17 PM,17,21,23,21,29,99,76,0.6,1013,21,10,251,21
2020-03-28 06:00:00,22,18,0.0,10.2,5,1,25,09:35 AM,08:38 PM,06:25 AM,06:17 PM,14,20,20,20,26,95,68,0.5,1015,20,10,219,21
2020-03-28 09:00:00,22,18,0.0,10.2,5,5,25,09:35 AM,08:38 PM,06:25 AM,06:17 PM,12,20,20,20,22,72,60,0.3,1016,20,10,218,18
2020-03-28 12:00:00,22,18,0.0,10.2,5,6,25,09:35 AM,08:38 PM,06:25 AM,06:17 PM,11,21,22,21,21,33,53,0.0,1016,21,10,229,18
2020-03-28 15:00:00,22,18,0.0,10.2,5,6,25,09:35 AM,08:38 PM,06:25 AM,06:17 PM,11,22,23,22,23,12,51,0.0,1015,22,10,227,20
2020-03-28 18:00:00,22,18,0.0,10.2,5,1,25,09:35 AM,08:38 PM,06:25 AM,06:17 PM,12,20,20,20,22,41,60,0.0,1016,20,10,215,18
2020-03-28 21:00:00,22,18,0.0,10.2,5,1,25,09:35 AM,08:38 PM,06:25 AM,06:17 PM,12,18,18,18,21,66,67,0.0,1018,18,10,202,15
2020-03-29 00:00:00,20,15,0.0,10.2,5,1,32,10:30 AM,09:14 PM,06:26 AM,06:16 PM,11,17,17,17,20,62,67,0.0,1018,17,10,190,14
2020-03-29 03:00:00,20,15,0.0,10.2,5,1,32,10:30 AM,09:14 PM,06:26 AM,06:16 PM,10,16,16,16,16,52,67,0.0,1018,16,10,155,12
2020-03-29 06:00:00,20,15,0.0,10.2,5,1,32,10:30 AM,09:14 PM,06:26 AM,06:16 PM,9,15,15,15,10,45,66,0.0,1018,15,10,131,8
2020-03-29 09:00:00,20,15,0.0,10.2,5,4,32,10:30 AM,09:14 PM,06:26 AM,06:16 PM,9,17,17,17,9,50,59,0.0,1019,17,10,156,7
2020-03-29 12:00:00,20,15,0.0,10.2,5,5,32,10:30 AM,09:14 PM,06:26 AM,06:16 PM,10,20,20,20,10,73,54,0.0,1019,20,10,222,8
2020-03-29 15:00:00,20,15,0.0,10.2,5,6,32,10:30 AM,09:14 PM,06:26 AM,06:16 PM,11,20,20,20,18,37,54,0.0,1017,20,10,227,15
2020-03-29 18:00:00,20,15,0.0,10.2,5,1,32,10:30 AM,09:14 PM,06:26 AM,06:16 PM,10,19,19,19,20,5,56,0.0,1018,19,10,211,16
2020-03-29 21:00:00,20,15,0.0,10.2,5,1,32,10:30 AM,09:14 PM,06:26 AM,06:16 PM,10,17,17,17,18,0,63,0.0,1019,17,10,183,12
2020-03-30 00:00:00,23,15,0.0,10.2,6,1,40,11:28 AM,09:55 PM,06:26 AM,06:14 PM,10,16,16,16,15,2,69,0.0,1019,16,10,164,10
2020-03-30 03:00:00,23,15,0.0,10.2,6,1,40,11:28 AM,09:55 PM,06:26 AM,06:14 PM,11,15,15,15,14,5,74,0.0,1018,15,10,143,9
2020-03-30 06:00:00,23,15,0.0,10.2,6,1,40,11:28 AM,09:55 PM,06:26 AM,06:14 PM,10,15,15,15,12,8,73,0.0,1019,15,10,126,8
2020-03-30 09:00:00,23,15,0.0,10.2,6,5,40,11:28 AM,09:55 PM,06:26 AM,06:14 PM,10,18,19,18,8,8,59,0.0,1019,18,10,146,7
2020-03-30 12:00:00,23,15,0.0,10.2,6,6,40,11:28 AM,09:55 PM,06:26 AM,06:14 PM,10,24,24,23,11,15,43,0.0,1018,23,10,200,10
2020-03-30 15:00:00,23,15,0.0,10.2,6,5,40,11:28 AM,09:55 PM,06:26 AM,06:14 PM,9,22,23,22,21,59,45,0.0,1016,22,10,221,18
2020-03-30 18:00:00,23,15,0.0,10.2,6,1,40,11:28 AM,09:55 PM,06:26 AM,06:14 PM,10,20,20,20,21,62,53,0.1,1017,20,10,200,17
2020-03-30 21:00:00,23,15,0.0,10.2,6,1,40,11:28 AM,09:55 PM,06:26 AM,06:14 PM,11,18,18,18,21,11,64,0.0,1017,18,10,181,14
2020-03-31 00:00:00,25,16,0.0,11.6,6,1,44,12:25 PM,10:42 PM,06:27 AM,06:13 PM,11,17,17,17,21,8,70,0.0,1018,17,10,171,13
2020-03-31 03:00:00,25,16,0.0,11.6,6,1,44,12:25 PM,10:42 PM,06:27 AM,06:13 PM,11,16,16,16,17,2,73,0.0,1017,16,10,151,11
2020-03-31 06:00:00,25,16,0.0,11.6,6,1,44,12:25 PM,10:42 PM,06:27 AM,06:13 PM,11,16,16,16,10,14,72,0.0,1018,16,10,138,8
2020-03-31 09:00:00,25,16,0.0,11.6,6,5,44,12:25 PM,10:42 PM,06:27 AM,06:13 PM,10,18,19,18,10,27,60,0.0,1018,18,10,156,8
2020-03-31 12:00:00,25,16,0.0,11.6,6,6,44,12:25 PM,10:42 PM,06:27 AM,06:13 PM,10,25,25,23,10,14,42,0.0,1017,23,10,198,9
2020-03-31 15:00:00,25,16,0.0,11.6,6,6,44,12:25 PM,10:42 PM,06:27 AM,06:13 PM,10,25,25,24,17,7,42,0.0,1015,24,10,225,14
2020-03-31 18:00:00,25,16,0.0,11.6,6,1,44,12:25 PM,10:42 PM,06:27 AM,06:13 PM,12,21,23,21,23,4,59,0.0,1015,21,10,204,18
2020-03-31 21:00:00,25,16,0.0,11.6,6,1,44,12:25 PM,10:42 PM,06:27 AM,06:13 PM,13,19,19,19,22,6,71,0.0,1016,19,10,181,15
2020-04-01 00:00:00,26,17,0.0,11.6,6,1,56,01:22 PM,11:36 PM,06:28 AM,06:12 PM,13,18,18,18,17,6,74,0.0,1016,18,10,160,11
2020-04-01 03:00:00,26,17,0.0,11.6,6,1,56,01:22 PM,11:36 PM,06:28 AM,06:12 PM,13,18,18,18,10,5,77,0.0,1015,18,10,137,7
2020-04-01 06:00:00,26,17,0.0,11.6,6,1,56,01:22 PM,11:36 PM,06:28 AM,06:12 PM,12,18,18,18,8,19,71,0.0,1015,18,10,126,6
2020-04-01 09:00:00,26,17,0.0,11.6,6,6,56,01:22 PM,11:36 PM,06:28 AM,06:12 PM,10,21,21,21,6,46,52,0.0,1015,21,10,78,5
2020-04-01 12:00:00,26,17,0.0,11.6,6,7,56,01:22 PM,11:36 PM,06:28 AM,06:12 PM,9,25,25,26,12,44,36,0.0,1013,26,10,101,10
2020-04-01 15:00:00,26,17,0.0,11.6,6,7,56,01:22 PM,11:36 PM,06:28 AM,06:12 PM,11,26,26,25,20,39,41,0.0,1011,25,10,243,17
2020-04-01 18:00:00,26,17,0.0,11.6,6,1,56,01:22 PM,11:36 PM,06:28 AM,06:12 PM,13,22,23,22,21,36,57,0.0,1011,22,10,213,17
2020-04-01 21:00:00,26,17,0.0,11.6,6,1,56,01:22 PM,11:36 PM,06:28 AM,06:12 PM,14,20,20,20,20,60,67,0.0,1012,20,10,201,14
2020-04-02 00:00:00,23,16,0.0,11.6,6,1,64,02:16 PM,No moonset,06:28 AM,06:11 PM,14,19,19,19,21,70,73,0.0,1012,19,10,188,15
2020-04-02 03:00:00,23,16,0.0,11.6,6,1,64,02:16 PM,No moonset,06:28 AM,06:11 PM,13,18,18,18,19,61,70,0.0,1011,18,10,181,13
2020-04-02 06:00:00,23,16,0.0,11.6,6,1,64,02:16 PM,No moonset,06:28 AM,06:11 PM,12,18,18,18,19,73,68,0.0,1012,18,10,182,14
2020-04-02 09:00:00,23,16,0.0,11.6,6,4,64,02:16 PM,No moonset,06:28 AM,06:11 PM,12,19,20,19,19,56,63,0.1,1013,19,10,194,15
2020-04-02 12:00:00,23,16,0.0,11.6,6,6,64,02:16 PM,No moonset,06:28 AM,06:11 PM,12,25,25,22,24,53,52,0.1,1012,22,9,217,21
2020-04-02 15:00:00,23,16,0.0,11.6,6,6,64,02:16 PM,No moonset,06:28 AM,06:11 PM,12,23,23,22,27,9,52,0.0,1012,22,10,221,23
2020-04-02 18:00:00,23,16,0.0,11.6,6,1,64,02:16 PM,No moonset,06:28 AM,06:11 PM,12,20,20,20,26,19,61,0.0,1013,20,10,213,21
2020-04-02 21:00:00,23,16,0.0,11.6,6,1,64,02:16 PM,No moonset,06:28 AM,06:11 PM,10,17,17,17,25,2,63,0.0,1015,17,10,197,18
2020-04-03 00:00:00,24,12,0.0,11.6,5,1,71,03:07 PM,12:36 AM,06:29 AM,06:10 PM,8,14,15,14,23,5,63,0.0,1016,15,10,169,16
2020-04-03 03:00:00,24,12,0.0,11.6,5,1,71,03:07 PM,12:36 AM,06:29 AM,06:10 PM,6,12,13,12,20,5,65,0.0,1018,13,10,145,14
2020-04-03 06:00:00,24,12,0.0,11.6,5,1,71,03:07 PM,12:36 AM,06:29 AM,06:10 PM,6,12,13,12,17,7,63,0.0,1019,13,10,136,12
2020-04-03 09:00:00,24,12,0.0,11.6,5,5,71,03:07 PM,12:36 AM,06:29 AM,06:10 PM,6,14,15,14,16,8,55,0.0,1020,15,10,127,13
2020-04-03 12:00:00,24,12,0.0,11.6,5,6,71,03:07 PM,12:36 AM,06:29 AM,06:10 PM,5,21,21,21,12,4,37,0.0,1020,21,10,128,10
2020-04-03 15:00:00,24,12,0.0,11.6,5,6,71,03:07 PM,12:36 AM,06:29 AM,06:10 PM,5,24,24,23,10,5,31,0.0,1018,23,10,163,8
2020-04-03 18:00:00,24,12,0.0,11.6,5,1,71,03:07 PM,12:36 AM,06:29 AM,06:10 PM,7,20,22,20,15,4,43,0.0,1019,20,10,186,12
2020-04-03 21:00:00,24,12,0.0,11.6,5,1,71,03:07 PM,12:36 AM,06:29 AM,06:10 PM,7,18,18,18,17,9,49,0.0,1020,18,10,148,11
2020-04-04 00:00:00,26,14,0.0,11.6,6,1,79,03:53 PM,01:41 AM,06:30 AM,06:08 PM,4,16,16,16,25,7,45,0.0,1020,16,10,103,15
2020-04-04 03:00:00,26,14,0.0,11.6,6,1,79,03:53 PM,01:41 AM,06:30 AM,06:08 PM,6,14,15,14,36,3,57,0.0,1020,15,10,97,24
2020-04-04 06:00:00,26,14,0.0,11.6,6,1,79,03:53 PM,01:41 AM,06:30 AM,06:08 PM,7,13,15,13,33,10,59,0.0,1021,15,10,86,23
2020-04-04 09:00:00,26,14,0.0,11.6,6,5,79,03:53 PM,01:41 AM,06:30 AM,06:08 PM,6,18,18,18,27,15,49,0.0,1021,18,10,72,21
2020-04-04 12:00:00,26,14,0.0,11.6,6,6,79,03:53 PM,01:41 AM,06:30 AM,06:08 PM,6,24,24,24,16,23,33,0.0,1019,24,10,61,14
2020-04-04 15:00:00,26,14,0.0,11.6,6,7,79,03:53 PM,01:41 AM,06:30 AM,06:08 PM,5,25,25,26,13,37,27,0.0,1017,26,10,75,10
2020-04-04 18:00:00,26,14,0.0,11.6,6,1,79,03:53 PM,01:41 AM,06:30 AM,06:08 PM,5,24,24,24,18,48,29,0.0,1017,24,10,107,12
2020-04-04 21:00:00,26,14,0.0,11.6,6,1,79,03:53 PM,01:41 AM,06:30 AM,06:08 PM,4,23,23,22,24,48,29,0.0,1018,22,10,101,14
2020-04-05 00:00:00,26,18,0.0,11.6,6,1,87,04:36 PM,02:49 AM,06:30 AM,06:07 PM,3,22,23,22,31,38,28,0.0,1017,22,10,86,18
2020-04-05 03:00:00,26,18,0.0,11.6,6,1,87,04:36 PM,02:49 AM,06:30 AM,06:07 PM,3,22,22,22,31,18,29,0.0,1016,22,10,79,19
2020-04-05 06:00:00,26,18,0.0,11.6,6,1,87,04:36 PM,02:49 AM,06:30 AM,06:07 PM,3,21,22,21,31,29,31,0.0,1017,21,10,74,20
2020-04-05 09:00:00,26,18,0.0,11.6,6,6,87,04:36 PM,02:49 AM,06:30 AM,06:07 PM,4,23,23,22,27,49,30,0.0,1017,22,10,64,19
2020-04-05 12:00:00,26,18,0.0,11.6,6,7,87,04:36 PM,02:49 AM,06:30 AM,06:07 PM,5,25,25,25,20,48,27,0.0,1017,25,10,42,17
2020-04-05 15:00:00,26,18,0.0,11.6,6,7,87,04:36 PM,02:49 AM,06:30 AM,06:07 PM,7,25,25,25,19,41,30,0.0,1016,25,10,21,15
2020-04-05 18:00:00,26,18,0.0,11.6,6,1,87,04:36 PM,02:49 AM,06:30 AM,06:07 PM,7,23,23,22,23,27,38,0.0,1017,22,10,45,17
2020-04-05 21:00:00,26,18,0.0,11.6,6,1,87,04:36 PM,02:49 AM,06:30 AM,06:07 PM,9,20,20,20,22,29,49,0.0,1017,20,10,81,16
2020-04-06 00:00:00,29,19,0.0,11.6,7,1,94,05:16 PM,03:59 AM,06:31 AM,06:06 PM,9,19,19,19,20,32,54,0.0,1017,19,10,86,13
2020-04-06 03:00:00,29,19,0.0,11.6,7,1,94,05:16 PM,03:59 AM,06:31 AM,06:06 PM,8,20,20,20,23,52,46,0.0,1016,20,10,89,14
2020-04-06 06:00:00,29,19,0.0,11.6,7,1,94,05:16 PM,03:59 AM,06:31 AM,06:06 PM,7,22,22,22,30,76,38,0.0,1016,22,10,85,19
2020-04-06 09:00:00,29,19,0.0,11.6,7,6,94,05:16 PM,03:59 AM,06:31 AM,06:06 PM,6,24,24,24,34,58,31,0.0,1016,24,10,79,24
2020-04-06 12:00:00,29,19,0.0,11.6,7,7,94,05:16 PM,03:59 AM,06:31 AM,06:06 PM,6,26,26,27,28,20,26,0.0,1013,27,10,76,24
2020-04-06 15:00:00,29,19,0.0,11.6,7,7,94,05:16 PM,03:59 AM,06:31 AM,06:06 PM,7,27,27,29,26,10,25,0.0,1011,29,10,81,21
2020-04-06 18:00:00,29,19,0.0,11.6,7,1,94,05:16 PM,03:59 AM,06:31 AM,06:06 PM,7,27,27,28,33,6,27,0.0,1011,28,10,92,22
2020-04-06 21:00:00,29,19,0.0,11.6,7,1,94,05:16 PM,03:59 AM,06:31 AM,06:06 PM,8,25,25,26,41,6,33,0.0,1012,26,10,88,24
2020-04-07 00:00:00,32,23,0.0,11.6,7,1,100,05:54 PM,05:10 AM,06:32 AM,06:05 PM,10,25,25,24,36,8,41,0.0,1012,24,10,73,22
2020-04-07 03:00:00,32,23,0.0,11.6,7,1,100,05:54 PM,05:10 AM,06:32 AM,06:05 PM,12,25,25,23,34,12,48,0.0,1012,23,10,69,21
2020-04-07 06:00:00,32,23,0.0,11.6,7,1,100,05:54 PM,05:10 AM,06:32 AM,06:05 PM,12,25,25,23,34,24,49,0.0,1013,23,10,61,22
2020-04-07 09:00:00,32,23,0.0,11.6,7,6,100,05:54 PM,05:10 AM,06:32 AM,06:05 PM,11,26,26,25,31,30,42,0.0,1013,25,10,54,23
2020-04-07 12:00:00,32,23,0.0,11.6,7,7,100,05:54 PM,05:10 AM,06:32 AM,06:05 PM,9,28,28,29,23,27,29,0.0,1012,29,10,43,20
2020-04-07 15:00:00,32,23,0.0,11.6,7,8,100,05:54 PM,05:10 AM,06:32 AM,06:05 PM,10,30,30,32,16,29,26,0.0,1010,32,10,33,13
2020-04-07 18:00:00,32,23,0.0,11.6,7,1,100,05:54 PM,05:10 AM,06:32 AM,06:05 PM,11,29,29,29,7,29,34,0.0,1010,29,10,109,5
2020-04-07 21:00:00,32,23,0.0,11.6,7,1,100,05:54 PM,05:10 AM,06:32 AM,06:05 PM,12,26,26,26,8,16,42,0.0,1011,26,10,206,4
2020-04-08 00:00:00,31,23,0.0,11.6,7,1,100,06:31 PM,06:20 AM,06:32 AM,06:03 PM,10,25,25,25,16,11,39,0.0,1011,25,10,52,9
2020-04-08 03:00:00,31,23,0.0,11.6,7,1,100,06:31 PM,06:20 AM,06:32 AM,06:03 PM,9,25,25,24,21,18,40,0.0,1011,24,10,41,12
2020-04-08 06:00:00,31,23,0.0,11.6,7,1,100,06:31 PM,06:20 AM,06:32 AM,06:03 PM,9,25,25,24,28,15,40,0.0,1011,24,10,44,18
2020-04-08 09:00:00,31,23,0.0,11.6,7,7,100,06:31 PM,06:20 AM,06:32 AM,06:03 PM,10,26,26,26,27,12,37,0.0,1012,26,10,148,20
2020-04-08 12:00:00,31,23,0.0,11.6,7,8,100,06:31 PM,06:20 AM,06:32 AM,06:03 PM,12,30,30,30,22,9,33,0.0,1012,30,10,335,19
2020-04-08 15:00:00,31,23,0.0,11.6,7,7,100,06:31 PM,06:20 AM,06:32 AM,06:03 PM,14,29,29,30,19,7,38,0.0,1011,30,10,273,16
2020-04-08 18:00:00,31,23,0.0,11.6,7,1,100,06:31 PM,06:20 AM,06:32 AM,06:03 PM,14,27,27,26,11,6,47,0.0,1012,26,10,239,9
2020-04-08 21:00:00,31,23,0.0,11.6,7,1,100,06:31 PM,06:20 AM,06:32 AM,06:03 PM,15,26,26,25,5,5,55,0.0,1013,25,10,177,4
2020-04-09 00:00:00,32,22,0.0,11.6,7,1,83,07:10 PM,07:31 AM,06:33 AM,06:02 PM,14,25,25,24,3,6,56,0.0,1014,24,10,67,2
2020-04-09 03:00:00,32,22,0.0,11.6,7,1,83,07:10 PM,07:31 AM,06:33 AM,06:02 PM,13,25,25,23,5,7,55,0.0,1014,23,10,40,3
2020-04-09 06:00:00,32,22,0.0,11.6,7,1,83,07:10 PM,07:31 AM,06:33 AM,06:02 PM,12,25,25,23,7,6,50,0.0,1015,23,10,71,5
2020-04-09 09:00:00,32,22,0.0,11.6,7,7,83,07:10 PM,07:31 AM,06:33 AM,06:02 PM,11,26,26,26,5,7,39,0.0,1016,26,10,148,4
2020-04-09 12:00:00,32,22,0.0,11.6,7,8,83,07:10 PM,07:31 AM,06:33 AM,06:02 PM,11,30,30,31,8,10,29,0.0,1015,31,10,262,7
2020-04-09 15:00:00,32,22,0.0,11.6,7,8,83,07:10 PM,07:31 AM,06:33 AM,06:02 PM,13,30,30,31,17,9,34,0.0,1014,31,10,225,15
2020-04-09 18:00:00,32,22,0.0,11.6,7,1,83,07:10 PM,07:31 AM,06:33 AM,06:02 PM,16,28,28,27,21,8,52,0.0,1015,27,10,196,16
2020-04-09 21:00:00,32,22,0.0,11.6,7,1,83,07:10 PM,07:31 AM,06:33 AM,06:02 PM,18,26,26,24,20,9,69,0.0,1017,24,10,166,13
2020-04-10 00:00:00,33,22,0.0,11.6,7,1,76,07:52 PM,08:41 AM,06:34 AM,06:01 PM,18,25,25,24,17,7,72,0.0,1017,24,10,117,10
2020-04-10 03:00:00,33,22,0.0,11.6,7,1,76,07:52 PM,08:41 AM,06:34 AM,06:01 PM,18,25,25,23,20,6,73,0.0,1016,23,10,97,13
2020-04-10 06:00:00,33,22,0.0,11.6,7,1,76,07:52 PM,08:41 AM,06:34 AM,06:01 PM,16,25,25,23,16,5,69,0.0,1017,23,10,92,9
2020-04-10 09:00:00,33,22,0.0,11.6,7,7,76,07:52 PM,08:41 AM,06:34 AM,06:01 PM,15,27,27,26,8,6,52,0.0,1018,26,10,144,6
2020-04-10 12:00:00,33,22,0.0,11.6,7,8,76,07:52 PM,08:41 AM,06:34 AM,06:01 PM,12,31,31,32,7,8,30,0.0,1016,32,10,240,6
2020-04-10 15:00:00,33,22,0.0,11.6,7,8,76,07:52 PM,08:41 AM,06:34 AM,06:01 PM,10,31,31,33,12,7,25,0.0,1015,33,10,239,9
2020-04-10 18:00:00,33,22,0.0,11.6,7,1,76,07:52 PM,08:41 AM,06:34 AM,06:01 PM,10,29,29,30,16,6,28,0.0,1016,30,10,197,10
2020-04-10 21:00:00,33,22,0.0,11.6,7,1,76,07:52 PM,08:41 AM,06:34 AM,06:01 PM,10,27,27,28,13,7,33,0.0,1017,28,10,128,6
