date_time,Bridgetown_maxtempC,Bridgetown_mintempC,Bridgetown_totalSnow_cm,Bridgetown_sunHour,Bridgetown_uvIndex,Bridgetown_uvIndex,Bridgetown_moon_illumination,Bridgetown_moonrise,Bridgetown_moonset,Bridgetown_sunrise,Bridgetown_sunset,Bridgetown_DewPointC,Bridgetown_FeelsLikeC,Bridgetown_HeatIndexC,Bridgetown_WindChillC,Bridgetown_WindGustKmph,Bridgetown_cloudcover,Bridgetown_humidity,Bridgetown_precipMM,Bridgetown_pressure,Bridgetown_tempC,Bridgetown_visibility,Bridgetown_winddirDegree,Bridgetown_windspeedKmph
2020-02-17 12:00:00,27,22,0.0,8.8,6,7,30,01:25 AM,01:07 PM,06:20 AM,06:05 PM,21,29,29,27,38,62,72,0.1,1015,27,10,85,32
2020-02-17 15:00:00,27,22,0.0,8.8,6,6,30,01:25 AM,01:07 PM,06:20 AM,06:05 PM,22,29,29,27,39,45,74,0.0,1013,27,10,77,32
2020-02-17 18:00:00,27,22,0.0,8.8,6,7,30,01:25 AM,01:07 PM,06:20 AM,06:05 PM,22,28,28,26,44,46,77,0.1,1014,26,10,74,33
2020-02-17 21:00:00,27,22,0.0,8.8,6,1,30,01:25 AM,01:07 PM,06:20 AM,06:05 PM,22,26,26,24,45,40,79,0.0,1015,24,10,73,32
2020-02-18 00:00:00,27,25,0.0,8.8,6,1,22,02:20 AM,02:00 PM,06:20 AM,06:05 PM,22,25,25,23,43,52,80,0.0,1015,23,10,73,31
2020-02-18 03:00:00,27,25,0.0,8.8,6,1,22,02:20 AM,02:00 PM,06:20 AM,06:05 PM,22,28,28,25,42,64,81,0.0,1014,25,10,72,30
2020-02-18 06:00:00,27,25,0.0,8.8,6,7,22,02:20 AM,02:00 PM,06:20 AM,06:05 PM,22,28,28,26,42,61,80,0.1,1015,26,10,75,31
2020-02-18 09:00:00,27,25,0.0,8.8,6,6,22,02:20 AM,02:00 PM,06:20 AM,06:05 PM,22,29,29,26,40,58,77,0.1,1016,26,10,80,32
2020-02-18 12:00:00,27,25,0.0,8.8,6,6,22,02:20 AM,02:00 PM,06:20 AM,06:05 PM,22,29,29,27,40,65,76,0.3,1016,27,10,79,34
2020-02-18 15:00:00,27,25,0.0,8.8,6,6,22,02:20 AM,02:00 PM,06:20 AM,06:05 PM,22,29,29,26,41,68,77,0.1,1014,26,10,77,34
2020-02-18 18:00:00,27,25,0.0,8.8,6,7,22,02:20 AM,02:00 PM,06:20 AM,06:05 PM,22,28,28,26,46,59,78,0.2,1014,26,10,76,35
2020-02-18 21:00:00,27,25,0.0,8.8,6,1,22,02:20 AM,02:00 PM,06:20 AM,06:05 PM,22,28,28,26,47,45,78,0.3,1015,26,10,80,34
2020-02-19 00:00:00,26,25,0.0,5.9,7,1,15,03:15 AM,02:53 PM,06:19 AM,06:05 PM,22,28,28,26,45,56,79,0.5,1015,26,10,78,32
2020-02-19 03:00:00,26,25,0.0,5.9,7,1,15,03:15 AM,02:53 PM,06:19 AM,06:05 PM,22,28,28,25,43,56,79,0.1,1014,25,10,79,30
2020-02-19 06:00:00,26,25,0.0,5.9,7,6,15,03:15 AM,02:53 PM,06:19 AM,06:05 PM,21,27,27,25,42,80,79,0.4,1014,25,9,84,30
2020-02-19 09:00:00,26,25,0.0,5.9,7,6,15,03:15 AM,02:53 PM,06:19 AM,06:05 PM,21,28,28,26,45,80,77,0.9,1016,26,9,90,33
2020-02-19 12:00:00,26,25,0.0,5.9,7,6,15,03:15 AM,02:53 PM,06:19 AM,06:05 PM,21,29,29,26,52,65,73,1.6,1016,26,10,90,36
2020-02-19 15:00:00,26,25,0.0,5.9,7,6,15,03:15 AM,02:53 PM,06:19 AM,06:05 PM,21,28,28,26,49,67,72,1.2,1014,26,10,86,35
2020-02-19 18:00:00,26,25,0.0,5.9,7,7,15,03:15 AM,02:53 PM,06:19 AM,06:05 PM,21,28,28,26,45,66,73,0.1,1014,26,9,79,34
2020-02-19 21:00:00,26,25,0.0,5.9,7,1,15,03:15 AM,02:53 PM,06:19 AM,06:05 PM,20,27,27,25,47,66,73,0.0,1015,25,10,73,34
2020-02-20 00:00:00,26,22,0.0,11.6,7,1,7,04:07 AM,03:46 PM,06:19 AM,06:05 PM,20,27,27,25,48,59,73,0.1,1015,25,10,70,34
2020-02-20 03:00:00,26,22,0.0,11.6,7,1,7,04:07 AM,03:46 PM,06:19 AM,06:05 PM,20,27,27,25,45,22,75,0.0,1014,25,10,71,32
2020-02-20 06:00:00,26,22,0.0,11.6,7,7,7,04:07 AM,03:46 PM,06:19 AM,06:05 PM,20,27,27,25,41,25,73,0.0,1014,25,10,78,30
2020-02-20 09:00:00,26,22,0.0,11.6,7,6,7,04:07 AM,03:46 PM,06:19 AM,06:05 PM,20,28,28,26,37,31,70,0.0,1016,26,10,77,30
2020-02-20 12:00:00,26,22,0.0,11.6,7,7,7,04:07 AM,03:46 PM,06:19 AM,06:05 PM,20,28,28,26,37,57,70,0.1,1015,26,10,70,32
2020-02-20 15:00:00,26,22,0.0,11.6,7,7,7,04:07 AM,03:46 PM,06:19 AM,06:05 PM,20,28,28,26,37,23,70,0.0,1013,26,10,69,31
2020-02-20 18:00:00,26,22,0.0,11.6,7,7,7,04:07 AM,03:46 PM,06:19 AM,06:05 PM,20,27,27,26,39,27,73,0.0,1013,26,10,67,29
2020-02-20 21:00:00,26,22,0.0,11.6,7,1,7,04:07 AM,03:46 PM,06:19 AM,06:05 PM,20,27,27,24,39,46,75,0.1,1014,24,10,67,28
2020-02-21 00:00:00,27,24,0.0,11.6,6,1,0,04:56 AM,04:38 PM,06:18 AM,06:06 PM,20,26,26,23,39,74,75,0.4,1014,23,9,69,28
2020-02-21 03:00:00,27,24,0.0,11.6,6,1,0,04:56 AM,04:38 PM,06:18 AM,06:06 PM,20,27,27,25,35,57,76,0.3,1013,25,9,68,24
2020-02-21 06:00:00,27,24,0.0,11.6,6,6,0,04:56 AM,04:38 PM,06:18 AM,06:06 PM,20,27,27,25,31,26,77,0.0,1014,25,10,64,22
2020-02-21 09:00:00,27,24,0.0,11.6,6,7,0,04:56 AM,04:38 PM,06:18 AM,06:06 PM,21,28,28,26,29,36,74,0.0,1015,26,10,63,23
2020-02-21 12:00:00,27,24,0.0,11.6,6,7,0,04:56 AM,04:38 PM,06:18 AM,06:06 PM,21,29,29,27,26,27,71,0.0,1015,27,10,61,23
2020-02-21 15:00:00,27,24,0.0,11.6,6,7,0,04:56 AM,04:38 PM,06:18 AM,06:06 PM,21,28,28,26,26,29,72,0.0,1013,26,10,66,21
2020-02-21 18:00:00,27,24,0.0,11.6,6,7,0,04:56 AM,04:38 PM,06:18 AM,06:06 PM,21,28,28,26,28,27,75,0.0,1014,26,10,67,21
2020-02-21 21:00:00,27,24,0.0,11.6,6,1,0,04:56 AM,04:38 PM,06:18 AM,06:06 PM,21,27,27,25,28,21,77,0.0,1015,25,10,71,20
2020-02-22 00:00:00,27,24,0.0,11.6,7,1,0,05:42 AM,05:29 PM,06:18 AM,06:06 PM,20,27,27,25,26,35,76,0.0,1015,25,10,70,18
2020-02-22 03:00:00,27,24,0.0,11.6,7,1,0,05:42 AM,05:29 PM,06:18 AM,06:06 PM,21,26,26,25,26,55,79,0.1,1014,25,10,71,18
2020-02-22 06:00:00,27,24,0.0,11.6,7,6,0,05:42 AM,05:29 PM,06:18 AM,06:06 PM,21,27,27,25,26,41,79,0.3,1014,25,10,84,19
2020-02-22 09:00:00,27,24,0.0,11.6,7,7,0,05:42 AM,05:29 PM,06:18 AM,06:06 PM,21,28,28,26,26,11,73,0.0,1016,26,10,90,20
2020-02-22 12:00:00,27,24,0.0,11.6,7,7,0,05:42 AM,05:29 PM,06:18 AM,06:06 PM,20,29,29,27,21,0,67,0.0,1015,27,10,97,17
2020-02-22 15:00:00,27,24,0.0,11.6,7,7,0,05:42 AM,05:29 PM,06:18 AM,06:06 PM,20,29,29,27,18,2,67,0.0,1013,27,10,88,15
2020-02-22 18:00:00,27,24,0.0,11.6,7,7,0,05:42 AM,05:29 PM,06:18 AM,06:06 PM,21,28,28,26,22,13,73,0.0,1013,26,10,59,16
2020-02-22 21:00:00,27,24,0.0,11.6,7,1,0,05:42 AM,05:29 PM,06:18 AM,06:06 PM,22,28,28,26,24,43,79,0.2,1015,26,10,41,17
2020-02-23 00:00:00,28,25,0.0,7.4,6,1,0,06:23 AM,06:17 PM,06:18 AM,06:06 PM,22,28,28,25,24,72,83,0.8,1015,25,9,48,17
2020-02-23 03:00:00,28,25,0.0,7.4,6,1,0,06:23 AM,06:17 PM,06:18 AM,06:06 PM,22,28,28,25,21,76,82,0.9,1013,25,9,78,14
2020-02-23 06:00:00,28,25,0.0,7.4,6,6,0,06:23 AM,06:17 PM,06:18 AM,06:06 PM,22,28,28,26,21,87,80,0.1,1014,26,10,91,15
2020-02-23 09:00:00,28,25,0.0,7.4,6,6,0,06:23 AM,06:17 PM,06:18 AM,06:06 PM,22,29,29,27,23,82,75,0.2,1015,27,9,102,18
2020-02-23 12:00:00,28,25,0.0,7.4,6,6,0,06:23 AM,06:17 PM,06:18 AM,06:06 PM,22,31,31,28,24,77,72,0.1,1015,28,10,112,21
2020-02-23 15:00:00,28,25,0.0,7.4,6,7,0,06:23 AM,06:17 PM,06:18 AM,06:06 PM,22,30,30,27,26,68,73,0.1,1013,27,9,114,22
2020-02-23 18:00:00,28,25,0.0,7.4,6,6,0,06:23 AM,06:17 PM,06:18 AM,06:06 PM,22,29,29,27,31,45,78,0.0,1013,27,10,112,23
2020-02-23 21:00:00,28,25,0.0,7.4,6,1,0,06:23 AM,06:17 PM,06:18 AM,06:06 PM,23,28,28,26,34,54,82,0.2,1014,26,10,108,25
2020-02-24 00:00:00,27,26,0.0,5.9,6,1,0,07:03 AM,07:05 PM,06:17 AM,06:06 PM,23,28,28,26,36,56,83,0.6,1014,26,10,105,26
2020-02-24 03:00:00,27,26,0.0,5.9,6,1,0,07:03 AM,07:05 PM,06:17 AM,06:06 PM,22,28,28,26,37,47,82,0.5,1013,26,10,106,27
2020-02-24 06:00:00,27,26,0.0,5.9,6,6,0,07:03 AM,07:05 PM,06:17 AM,06:06 PM,22,28,28,26,37,51,79,0.1,1014,26,10,110,27
2020-02-24 09:00:00,27,26,0.0,5.9,6,6,0,07:03 AM,07:05 PM,06:17 AM,06:06 PM,22,29,29,26,35,80,77,0.2,1015,26,10,106,27
2020-02-24 12:00:00,27,26,0.0,5.9,6,6,0,07:03 AM,07:05 PM,06:17 AM,06:06 PM,22,29,29,27,31,69,74,0.1,1015,27,10,106,25
2020-02-24 15:00:00,27,26,0.0,5.9,6,6,0,07:03 AM,07:05 PM,06:17 AM,06:06 PM,22,29,29,27,30,66,74,0.2,1013,27,10,108,24
2020-02-24 18:00:00,27,26,0.0,5.9,6,6,0,07:03 AM,07:05 PM,06:17 AM,06:06 PM,21,28,28,26,32,85,77,0.1,1013,26,10,109,24
2020-02-24 21:00:00,27,26,0.0,5.9,6,1,0,07:03 AM,07:05 PM,06:17 AM,06:06 PM,21,28,28,26,32,80,77,0.1,1014,26,10,101,23
2020-02-25 00:00:00,27,25,0.0,11.6,6,1,8,07:41 AM,07:51 PM,06:17 AM,06:06 PM,21,28,28,26,30,71,75,0.1,1015,26,10,84,22
2020-02-25 03:00:00,27,25,0.0,11.6,6,1,8,07:41 AM,07:51 PM,06:17 AM,06:06 PM,21,28,28,26,29,83,76,0.1,1013,26,10,98,20
2020-02-25 06:00:00,27,25,0.0,11.6,6,6,8,07:41 AM,07:51 PM,06:17 AM,06:06 PM,21,28,28,26,30,76,77,0.3,1014,26,10,99,22
2020-02-25 09:00:00,27,25,0.0,11.6,6,7,8,07:41 AM,07:51 PM,06:17 AM,06:06 PM,21,29,29,26,33,51,73,0.4,1015,26,9,88,26
2020-02-25 12:00:00,27,25,0.0,11.6,6,7,8,07:41 AM,07:51 PM,06:17 AM,06:06 PM,21,29,29,27,29,15,71,0.0,1015,27,10,93,25
2020-02-25 15:00:00,27,25,0.0,11.6,6,7,8,07:41 AM,07:51 PM,06:17 AM,06:06 PM,21,29,29,27,28,35,72,0.0,1014,27,10,96,23
2020-02-25 18:00:00,27,25,0.0,11.6,6,7,8,07:41 AM,07:51 PM,06:17 AM,06:06 PM,21,28,28,26,28,31,75,0.0,1013,26,10,89,22
2020-02-25 21:00:00,27,25,0.0,11.6,6,1,8,07:41 AM,07:51 PM,06:17 AM,06:06 PM,21,27,27,25,30,22,76,0.0,1014,25,10,79,22
2020-02-26 00:00:00,26,21,0.0,11.6,7,1,15,08:16 AM,08:35 PM,06:16 AM,06:07 PM,21,27,27,25,31,40,78,0.0,1014,25,10,75,23
2020-02-26 03:00:00,26,21,0.0,11.6,7,1,15,08:16 AM,08:35 PM,06:16 AM,06:07 PM,21,26,26,25,31,57,79,0.0,1013,25,10,69,22
2020-02-26 06:00:00,26,21,0.0,11.6,7,6,15,08:16 AM,08:35 PM,06:16 AM,06:07 PM,20,27,27,25,31,61,76,0.1,1014,25,10,67,23
2020-02-26 09:00:00,26,21,0.0,11.6,7,7,15,08:16 AM,08:35 PM,06:16 AM,06:07 PM,20,27,27,26,30,35,71,0.0,1015,26,10,68,24
2020-02-26 12:00:00,26,21,0.0,11.6,7,7,15,08:16 AM,08:35 PM,06:16 AM,06:07 PM,20,28,28,26,27,31,69,0.0,1015,26,10,71,24
2020-02-26 15:00:00,26,21,0.0,11.6,7,7,15,08:16 AM,08:35 PM,06:16 AM,06:07 PM,21,28,28,26,28,42,71,0.0,1013,26,10,79,24
2020-02-26 18:00:00,26,21,0.0,11.6,7,7,15,08:16 AM,08:35 PM,06:16 AM,06:07 PM,20,27,27,25,29,48,74,0.0,1013,25,10,76,23
2020-02-26 21:00:00,26,21,0.0,11.6,7,1,15,08:16 AM,08:35 PM,06:16 AM,06:07 PM,20,26,26,24,28,36,75,0.0,1015,24,10,66,21
2020-02-27 00:00:00,27,25,0.0,8.8,7,1,23,08:52 AM,09:21 PM,06:16 AM,06:07 PM,21,24,24,22,26,38,76,0.0,1015,22,10,54,18
2020-02-27 03:00:00,27,25,0.0,8.8,7,1,23,08:52 AM,09:21 PM,06:16 AM,06:07 PM,21,27,27,25,27,58,79,0.1,1013,25,10,58,19
2020-02-27 06:00:00,27,25,0.0,8.8,7,6,23,08:52 AM,09:21 PM,06:16 AM,06:07 PM,21,27,27,25,28,84,78,0.5,1014,25,9,74,20
2020-02-27 09:00:00,27,25,0.0,8.8,7,6,23,08:52 AM,09:21 PM,06:16 AM,06:07 PM,21,28,28,26,27,78,73,0.6,1016,26,9,80,22
2020-02-27 12:00:00,27,25,0.0,8.8,7,6,23,08:52 AM,09:21 PM,06:16 AM,06:07 PM,20,29,29,27,26,74,68,0.2,1016,27,9,87,22
2020-02-27 15:00:00,27,25,0.0,8.8,7,7,23,08:52 AM,09:21 PM,06:16 AM,06:07 PM,20,28,28,27,24,52,68,0.1,1015,27,10,87,20
2020-02-27 18:00:00,27,25,0.0,8.8,7,7,23,08:52 AM,09:21 PM,06:16 AM,06:07 PM,20,28,28,26,26,5,71,0.0,1015,26,10,78,19
2020-02-27 21:00:00,27,25,0.0,8.8,7,1,23,08:52 AM,09:21 PM,06:16 AM,06:07 PM,20,27,27,25,28,17,75,0.0,1016,25,10,69,20
2020-02-28 00:00:00,27,25,0.0,7.4,6,1,30,09:29 AM,10:07 PM,06:15 AM,06:07 PM,21,27,27,25,28,54,77,0.1,1016,25,10,70,20
2020-02-28 03:00:00,27,25,0.0,7.4,6,1,30,09:29 AM,10:07 PM,06:15 AM,06:07 PM,21,27,27,25,33,81,78,0.4,1015,25,9,74,23
2020-02-28 06:00:00,27,25,0.0,7.4,6,6,30,09:29 AM,10:07 PM,06:15 AM,06:07 PM,21,27,27,25,33,77,76,0.4,1015,25,9,75,24
2020-02-28 09:00:00,27,25,0.0,7.4,6,6,30,09:29 AM,10:07 PM,06:15 AM,06:07 PM,20,28,28,26,29,77,71,0.5,1017,26,10,78,23
2020-02-28 12:00:00,27,25,0.0,7.4,6,6,30,09:29 AM,10:07 PM,06:15 AM,06:07 PM,21,29,29,27,30,68,70,0.5,1017,27,10,87,24
2020-02-28 15:00:00,27,25,0.0,7.4,6,7,30,09:29 AM,10:07 PM,06:15 AM,06:07 PM,21,28,28,26,31,62,70,0.5,1015,26,9,89,24
2020-02-28 18:00:00,27,25,0.0,7.4,6,7,30,09:29 AM,10:07 PM,06:15 AM,06:07 PM,21,28,28,26,34,13,73,0.0,1015,26,10,79,26
2020-02-28 21:00:00,27,25,0.0,7.4,6,1,30,09:29 AM,10:07 PM,06:15 AM,06:07 PM,21,27,27,25,36,40,76,0.0,1016,25,10,75,26
2020-02-29 00:00:00,27,25,0.0,8.8,7,1,38,10:07 AM,10:55 PM,06:14 AM,06:07 PM,21,27,27,25,35,68,77,0.1,1016,25,10,74,25
2020-02-29 03:00:00,27,25,0.0,8.8,7,1,38,10:07 AM,10:55 PM,06:14 AM,06:07 PM,20,27,27,25,37,33,75,0.0,1015,25,10,81,26
2020-02-29 06:00:00,27,25,0.0,8.8,7,7,38,10:07 AM,10:55 PM,06:14 AM,06:07 PM,20,27,27,25,36,31,73,0.0,1016,25,10,89,27
2020-02-29 09:00:00,27,25,0.0,8.8,7,6,38,10:07 AM,10:55 PM,06:14 AM,06:07 PM,20,28,28,26,35,52,69,0.1,1018,26,10,96,28
2020-02-29 12:00:00,27,25,0.0,8.8,7,6,38,10:07 AM,10:55 PM,06:14 AM,06:07 PM,20,28,28,26,30,77,66,0.2,1018,26,9,103,26
2020-02-29 15:00:00,27,25,0.0,8.8,7,7,38,10:07 AM,10:55 PM,06:14 AM,06:07 PM,20,28,28,26,25,62,67,0.1,1016,26,10,102,21
2020-02-29 18:00:00,27,25,0.0,8.8,7,7,38,10:07 AM,10:55 PM,06:14 AM,06:07 PM,20,27,27,26,26,22,70,0.0,1016,26,10,86,19
2020-02-29 21:00:00,27,25,0.0,8.8,7,1,38,10:07 AM,10:55 PM,06:14 AM,06:07 PM,20,27,27,25,29,10,73,0.0,1017,25,10,70,21
2020-03-01 00:00:00,27,24,0.0,6.0,7,1,44,10:48 AM,11:46 PM,06:14 AM,06:07 PM,20,27,27,25,30,21,76,0.0,1017,25,10,71,21
2020-03-01 03:00:00,27,24,0.0,6.0,7,1,44,10:48 AM,11:46 PM,06:14 AM,06:07 PM,21,26,26,24,30,37,79,0.0,1015,24,10,66,21
2020-03-01 06:00:00,27,24,0.0,6.0,7,5,44,10:48 AM,11:46 PM,06:14 AM,06:07 PM,21,27,27,25,30,68,79,0.4,1016,25,10,68,21
2020-03-01 09:00:00,27,24,0.0,6.0,7,6,44,10:48 AM,11:46 PM,06:14 AM,06:07 PM,21,28,28,26,28,67,75,0.8,1017,26,10,83,22
2020-03-01 12:00:00,27,24,0.0,6.0,7,6,44,10:48 AM,11:46 PM,06:14 AM,06:07 PM,21,29,29,26,30,71,73,0.9,1017,26,10,88,23
2020-03-01 15:00:00,27,24,0.0,6.0,7,6,44,10:48 AM,11:46 PM,06:14 AM,06:07 PM,21,28,28,26,36,66,73,1.2,1015,26,10,85,26
2020-03-01 18:00:00,27,24,0.0,6.0,7,7,44,10:48 AM,11:46 PM,06:14 AM,06:07 PM,20,27,27,26,32,60,73,0.3,1015,26,9,73,24
2020-03-01 21:00:00,27,24,0.0,6.0,7,1,44,10:48 AM,11:46 PM,06:14 AM,06:07 PM,20,27,27,25,33,32,76,0.0,1016,25,10,67,24
2020-03-02 00:00:00,27,24,0.0,8.8,7,1,51,11:33 AM,No moonset,06:13 AM,06:07 PM,20,27,27,25,35,29,76,0.0,1016,25,10,70,25
2020-03-02 03:00:00,27,24,0.0,8.8,7,1,51,11:33 AM,No moonset,06:13 AM,06:07 PM,20,26,26,24,32,24,76,0.0,1015,24,10,70,22
2020-03-02 06:00:00,27,24,0.0,8.8,7,5,51,11:33 AM,No moonset,06:13 AM,06:07 PM,19,26,26,25,27,58,73,0.1,1015,25,10,78,19
2020-03-02 09:00:00,27,24,0.0,8.8,7,6,51,11:33 AM,No moonset,06:13 AM,06:07 PM,20,27,27,26,26,78,69,0.4,1017,26,10,82,21
2020-03-02 12:00:00,27,24,0.0,8.8,7,6,51,11:33 AM,No moonset,06:13 AM,06:07 PM,20,28,28,27,28,62,67,0.4,1016,27,10,84,23
2020-03-02 15:00:00,27,24,0.0,8.8,7,7,51,11:33 AM,No moonset,06:13 AM,06:07 PM,19,28,28,27,26,56,64,0.1,1014,27,10,83,22
2020-03-02 18:00:00,27,24,0.0,8.8,7,6,51,11:33 AM,No moonset,06:13 AM,06:07 PM,20,27,27,26,29,34,70,0.0,1014,26,10,70,22
2020-03-02 21:00:00,27,24,0.0,8.8,7,1,51,11:33 AM,No moonset,06:13 AM,06:07 PM,20,27,27,25,30,75,75,0.0,1015,25,10,60,22
2020-03-03 00:00:00,27,25,0.0,8.8,7,1,58,12:21 PM,12:38 AM,06:13 AM,06:08 PM,21,27,27,25,32,67,77,0.1,1015,25,10,62,23
2020-03-03 03:00:00,27,25,0.0,8.8,7,1,58,12:21 PM,12:38 AM,06:13 AM,06:08 PM,21,27,27,25,31,44,79,0.1,1014,25,10,63,22
2020-03-03 06:00:00,27,25,0.0,8.8,7,6,58,12:21 PM,12:38 AM,06:13 AM,06:08 PM,21,27,27,25,28,82,78,0.3,1015,25,9,71,20
2020-03-03 09:00:00,27,25,0.0,8.8,7,6,58,12:21 PM,12:38 AM,06:13 AM,06:08 PM,21,28,28,26,29,76,74,0.4,1016,26,9,87,22
2020-03-03 12:00:00,27,25,0.0,8.8,7,7,58,12:21 PM,12:38 AM,06:13 AM,06:08 PM,21,29,29,26,33,43,72,0.3,1016,26,10,98,27
2020-03-03 15:00:00,27,25,0.0,8.8,7,6,58,12:21 PM,12:38 AM,06:13 AM,06:08 PM,21,29,29,27,32,47,71,0.2,1014,27,10,103,26
2020-03-03 18:00:00,27,25,0.0,8.8,7,7,58,12:21 PM,12:38 AM,06:13 AM,06:08 PM,21,28,28,26,35,70,75,0.3,1014,26,9,93,26
2020-03-03 21:00:00,27,25,0.0,8.8,7,1,58,12:21 PM,12:38 AM,06:13 AM,06:08 PM,21,28,28,26,40,42,77,0.0,1015,26,10,79,28
2020-03-04 00:00:00,27,25,0.0,6.0,7,1,65,01:15 PM,01:34 AM,06:12 AM,06:08 PM,21,27,27,25,41,42,76,0.0,1016,25,10,78,29
2020-03-04 03:00:00,27,25,0.0,6.0,7,1,65,01:15 PM,01:34 AM,06:12 AM,06:08 PM,20,27,27,25,40,28,75,0.0,1015,25,10,86,29
2020-03-04 06:00:00,27,25,0.0,6.0,7,6,65,01:15 PM,01:34 AM,06:12 AM,06:08 PM,20,27,27,25,39,47,73,0.1,1016,25,10,91,28
2020-03-04 09:00:00,27,25,0.0,6.0,7,6,65,01:15 PM,01:34 AM,06:12 AM,06:08 PM,20,28,28,26,38,82,70,0.2,1017,26,9,93,30
2020-03-04 12:00:00,27,25,0.0,6.0,7,6,65,01:15 PM,01:34 AM,06:12 AM,06:08 PM,20,29,29,27,36,78,67,0.1,1018,27,10,87,31
2020-03-04 15:00:00,27,25,0.0,6.0,7,6,65,01:15 PM,01:34 AM,06:12 AM,06:08 PM,20,28,28,27,36,84,66,0.1,1016,27,10,87,30
2020-03-04 18:00:00,27,25,0.0,6.0,7,7,65,01:15 PM,01:34 AM,06:12 AM,06:08 PM,20,28,28,26,38,69,69,0.1,1016,26,10,85,29
2020-03-04 21:00:00,27,25,0.0,6.0,7,1,65,01:15 PM,01:34 AM,06:12 AM,06:08 PM,20,27,27,26,41,34,72,0.0,1017,26,10,80,29
2020-03-05 00:00:00,27,25,0.0,8.8,7,1,73,02:13 PM,02:30 AM,06:12 AM,06:08 PM,21,27,27,25,40,33,76,0.0,1017,25,10,80,28
2020-03-05 03:00:00,27,25,0.0,8.8,7,1,73,02:13 PM,02:30 AM,06:12 AM,06:08 PM,20,27,27,25,40,61,77,0.0,1016,25,10,78,29
2020-03-05 06:00:00,27,25,0.0,8.8,7,5,73,02:13 PM,02:30 AM,06:12 AM,06:08 PM,20,27,27,25,40,72,73,0.1,1017,25,10,82,29
2020-03-05 09:00:00,27,25,0.0,8.8,7,6,73,02:13 PM,02:30 AM,06:12 AM,06:08 PM,20,28,28,26,39,74,69,0.1,1019,26,10,84,31
2020-03-05 12:00:00,27,25,0.0,8.8,7,7,73,02:13 PM,02:30 AM,06:12 AM,06:08 PM,20,28,28,27,36,63,66,0.1,1019,27,9,87,31
2020-03-05 15:00:00,27,25,0.0,8.8,7,7,73,02:13 PM,02:30 AM,06:12 AM,06:08 PM,20,28,28,26,34,30,66,0.0,1017,26,10,81,28
2020-03-05 18:00:00,27,25,0.0,8.8,7,7,73,02:13 PM,02:30 AM,06:12 AM,06:08 PM,20,27,27,26,39,32,70,0.0,1016,26,10,71,30
2020-03-05 21:00:00,27,25,0.0,8.8,7,1,73,02:13 PM,02:30 AM,06:12 AM,06:08 PM,20,27,27,25,41,37,73,0.0,1017,25,10,68,30
2020-03-06 00:00:00,26,21,0.0,11.6,7,1,80,03:14 PM,03:28 AM,06:11 AM,06:08 PM,20,27,27,25,39,57,74,0.0,1017,25,10,71,28
2020-03-06 03:00:00,26,21,0.0,11.6,7,1,80,03:14 PM,03:28 AM,06:11 AM,06:08 PM,20,27,27,25,40,51,74,0.1,1016,25,10,75,28
2020-03-06 06:00:00,26,21,0.0,11.6,7,6,80,03:14 PM,03:28 AM,06:11 AM,06:08 PM,20,27,27,25,39,75,72,0.3,1017,25,9,83,28
2020-03-06 09:00:00,26,21,0.0,11.6,7,7,80,03:14 PM,03:28 AM,06:11 AM,06:08 PM,19,27,27,26,37,59,67,0.3,1018,26,9,92,30
2020-03-06 12:00:00,26,21,0.0,11.6,7,7,80,03:14 PM,03:28 AM,06:11 AM,06:08 PM,19,28,28,26,32,19,65,0.0,1018,26,10,97,28
2020-03-06 15:00:00,26,21,0.0,11.6,7,7,80,03:14 PM,03:28 AM,06:11 AM,06:08 PM,19,28,28,26,29,28,67,0.0,1016,26,10,92,24
2020-03-06 18:00:00,26,21,0.0,11.6,7,7,80,03:14 PM,03:28 AM,06:11 AM,06:08 PM,20,27,27,25,35,35,72,0.0,1015,25,10,82,27
2020-03-06 21:00:00,26,21,0.0,11.6,7,1,80,03:14 PM,03:28 AM,06:11 AM,06:08 PM,20,26,26,24,38,47,76,0.0,1016,24,10,73,28
2020-03-07 00:00:00,27,24,0.0,8.8,6,1,87,04:16 PM,04:23 AM,06:10 AM,06:08 PM,20,25,25,22,39,49,76,0.0,1015,22,10,76,28
2020-03-07 03:00:00,27,24,0.0,8.8,6,1,87,04:16 PM,04:23 AM,06:10 AM,06:08 PM,20,26,26,25,37,87,76,0.1,1014,25,10,81,26
2020-03-07 06:00:00,27,24,0.0,8.8,6,5,87,04:16 PM,04:23 AM,06:10 AM,06:08 PM,20,27,27,25,36,83,74,0.1,1015,25,10,90,26
2020-03-07 09:00:00,27,24,0.0,8.8,6,7,87,04:16 PM,04:23 AM,06:10 AM,06:08 PM,20,28,28,26,35,65,70,0.1,1016,26,10,94,28
2020-03-07 12:00:00,27,24,0.0,8.8,6,6,87,04:16 PM,04:23 AM,06:10 AM,06:08 PM,20,29,29,27,29,49,68,0.0,1015,27,10,94,25
2020-03-07 15:00:00,27,24,0.0,8.8,6,6,87,04:16 PM,04:23 AM,06:10 AM,06:08 PM,21,29,29,26,28,76,71,0.1,1013,26,10,89,24
2020-03-07 18:00:00,27,24,0.0,8.8,6,7,87,04:16 PM,04:23 AM,06:10 AM,06:08 PM,21,27,27,26,31,54,75,0.1,1013,26,10,93,24
