date_time,Griffith_maxtempC,Griffith_mintempC,Griffith_totalSnow_cm,Griffith_sunHour,Griffith_uvIndex,Griffith_uvIndex,Griffith_moon_illumination,Griffith_moonrise,Griffith_moonset,Griffith_sunrise,Griffith_sunset,Griffith_DewPointC,Griffith_FeelsLikeC,Griffith_HeatIndexC,Griffith_WindChillC,Griffith_WindGustKmph,Griffith_cloudcover,Griffith_humidity,Griffith_precipMM,Griffith_pressure,Griffith_tempC,Griffith_visibility,Griffith_winddirDegree,Griffith_windspeedKmph
2020-03-31 09:00:00,5,2,0.0,6.4,1,1,44,10:52 AM,01:28 AM,06:33 AM,07:15 PM,-0,-1,3,-1,19,81,79,0.0,1019,3,10,16,14
2020-03-31 12:00:00,5,2,0.0,6.4,1,1,44,10:52 AM,01:28 AM,06:33 AM,07:15 PM,1,1,4,1,16,92,76,0.1,1018,4,10,13,14
2020-03-31 15:00:00,5,2,0.0,6.4,1,1,44,10:52 AM,01:28 AM,06:33 AM,07:15 PM,2,2,5,2,17,100,80,0.2,1017,5,10,9,15
2020-03-31 18:00:00,5,2,0.0,6.4,1,1,44,10:52 AM,01:28 AM,06:33 AM,07:15 PM,2,1,4,1,19,90,84,0.1,1016,4,10,7,15
2020-03-31 21:00:00,5,2,0.0,6.4,1,1,44,10:52 AM,01:28 AM,06:33 AM,07:15 PM,1,0,4,0,20,78,81,0.1,1017,4,10,5,15
2020-04-01 00:00:00,9,2,0.0,9.0,2,1,56,11:46 AM,02:26 AM,06:32 AM,07:16 PM,1,-0,3,-0,18,85,84,0.0,1017,3,10,117,13
2020-04-01 03:00:00,9,2,0.0,9.0,2,1,56,11:46 AM,02:26 AM,06:32 AM,07:16 PM,1,-0,3,-0,17,67,89,0.0,1017,3,10,345,11
2020-04-01 06:00:00,9,2,0.0,9.0,2,1,56,11:46 AM,02:26 AM,06:32 AM,07:16 PM,2,-0,3,-0,15,73,94,0.0,1018,3,7,343,10
2020-04-01 09:00:00,9,2,0.0,9.0,2,1,56,11:46 AM,02:26 AM,06:32 AM,07:16 PM,2,1,4,1,14,91,90,0.0,1019,4,5,349,10
2020-04-01 12:00:00,9,2,0.0,9.0,2,3,56,11:46 AM,02:26 AM,06:32 AM,07:16 PM,2,5,7,5,12,66,72,0.0,1019,7,10,230,10
2020-04-01 15:00:00,9,2,0.0,9.0,2,3,56,11:46 AM,02:26 AM,06:32 AM,07:16 PM,2,7,9,7,13,25,59,0.0,1019,9,10,8,12
2020-04-01 18:00:00,9,2,0.0,9.0,2,3,56,11:46 AM,02:26 AM,06:32 AM,07:16 PM,2,7,9,7,12,6,62,0.0,1018,9,10,21,10
2020-04-01 21:00:00,9,2,0.0,9.0,2,1,56,11:46 AM,02:26 AM,06:32 AM,07:16 PM,3,6,7,6,9,0,72,0.0,1019,7,10,38,8
2020-04-02 00:00:00,14,4,0.0,11.6,4,1,64,12:48 PM,03:19 AM,06:30 AM,07:17 PM,3,5,6,5,7,1,79,0.0,1020,6,10,55,6
2020-04-02 03:00:00,14,4,0.0,11.6,4,1,64,12:48 PM,03:19 AM,06:30 AM,07:17 PM,2,5,5,5,5,3,80,0.0,1021,5,10,71,4
2020-04-02 06:00:00,14,4,0.0,11.6,4,2,64,12:48 PM,03:19 AM,06:30 AM,07:17 PM,2,4,4,4,5,4,82,0.0,1021,4,10,70,3
2020-04-02 09:00:00,14,4,0.0,11.6,4,3,64,12:48 PM,03:19 AM,06:30 AM,07:17 PM,2,6,6,6,5,6,74,0.0,1022,6,10,85,4
2020-04-02 12:00:00,14,4,0.0,11.6,4,4,64,12:48 PM,03:19 AM,06:30 AM,07:17 PM,2,11,11,11,5,9,52,0.0,1022,11,10,78,4
2020-04-02 15:00:00,14,4,0.0,11.6,4,4,64,12:48 PM,03:19 AM,06:30 AM,07:17 PM,2,15,14,15,5,12,43,0.0,1021,14,10,51,5
2020-04-02 18:00:00,14,4,0.0,11.6,4,4,64,12:48 PM,03:19 AM,06:30 AM,07:17 PM,1,13,13,13,10,15,45,0.0,1020,13,10,49,8
2020-04-02 21:00:00,14,4,0.0,11.6,4,1,64,12:48 PM,03:19 AM,06:30 AM,07:17 PM,1,10,11,10,11,31,50,0.0,1020,11,10,56,7
2020-04-03 00:00:00,20,9,0.0,10.3,3,1,71,01:57 PM,04:06 AM,06:28 AM,07:18 PM,-0,9,10,9,9,66,51,0.0,1020,10,10,88,5
2020-04-03 03:00:00,20,9,0.0,10.3,3,1,71,01:57 PM,04:06 AM,06:28 AM,07:18 PM,0,9,9,9,8,84,54,0.0,1019,9,10,115,4
2020-04-03 06:00:00,20,9,0.0,10.3,3,3,71,01:57 PM,04:06 AM,06:28 AM,07:18 PM,1,9,9,9,4,45,58,0.0,1019,9,10,128,2
2020-04-03 09:00:00,20,9,0.0,10.3,3,3,71,01:57 PM,04:06 AM,06:28 AM,07:18 PM,3,10,10,10,7,49,59,0.0,1019,10,10,135,5
2020-04-03 12:00:00,20,9,0.0,10.3,3,4,71,01:57 PM,04:06 AM,06:28 AM,07:18 PM,5,14,15,14,10,76,52,0.0,1018,15,10,151,8
2020-04-03 15:00:00,20,9,0.0,10.3,3,4,71,01:57 PM,04:06 AM,06:28 AM,07:18 PM,6,18,18,18,10,58,47,0.0,1017,18,10,177,9
2020-04-03 18:00:00,20,9,0.0,10.3,3,5,71,01:57 PM,04:06 AM,06:28 AM,07:18 PM,8,19,19,19,14,56,50,0.0,1015,19,10,190,10
2020-04-03 21:00:00,20,9,0.0,10.3,3,1,71,01:57 PM,04:06 AM,06:28 AM,07:18 PM,9,16,16,16,18,53,64,0.0,1015,16,10,206,10
2020-04-04 00:00:00,8,4,0.0,9.0,2,1,79,03:11 PM,04:48 AM,06:27 AM,07:19 PM,9,14,15,14,16,83,71,0.0,1015,15,10,202,9
2020-04-04 03:00:00,8,4,0.0,9.0,2,1,79,03:11 PM,04:48 AM,06:27 AM,07:19 PM,9,12,13,12,14,79,78,0.1,1016,13,7,246,9
2020-04-04 06:00:00,8,4,0.0,9.0,2,2,79,03:11 PM,04:48 AM,06:27 AM,07:19 PM,8,8,10,8,14,100,87,1.4,1017,10,4,332,11
2020-04-04 09:00:00,8,4,0.0,9.0,2,2,79,03:11 PM,04:48 AM,06:27 AM,07:19 PM,4,4,7,4,17,100,85,3.4,1018,7,7,357,14
2020-04-04 12:00:00,8,4,0.0,9.0,2,2,79,03:11 PM,04:48 AM,06:27 AM,07:19 PM,2,3,6,3,17,91,73,2.0,1019,6,8,240,15
2020-04-04 15:00:00,8,4,0.0,9.0,2,3,79,03:11 PM,04:48 AM,06:27 AM,07:19 PM,2,4,7,4,19,52,67,0.7,1019,7,9,12,16
2020-04-04 18:00:00,8,4,0.0,9.0,2,2,79,03:11 PM,04:48 AM,06:27 AM,07:19 PM,2,4,7,4,19,39,69,0.0,1019,7,10,19,17
2020-04-04 21:00:00,8,4,0.0,9.0,2,1,79,03:11 PM,04:48 AM,06:27 AM,07:19 PM,1,2,5,2,19,72,75,0.0,1020,5,10,20,14
2020-04-05 00:00:00,10,3,0.0,11.6,3,1,87,04:27 PM,05:25 AM,06:25 AM,07:20 PM,-0,1,4,1,18,16,74,0.0,1021,4,10,11,12
2020-04-05 03:00:00,10,3,0.0,11.6,3,1,87,04:27 PM,05:25 AM,06:25 AM,07:20 PM,-1,1,4,1,18,20,72,0.0,1021,4,10,11,12
2020-04-05 06:00:00,10,3,0.0,11.6,3,2,87,04:27 PM,05:25 AM,06:25 AM,07:20 PM,-0,0,4,0,18,36,76,0.0,1022,4,10,16,12
2020-04-05 09:00:00,10,3,0.0,11.6,3,2,87,04:27 PM,05:25 AM,06:25 AM,07:20 PM,-1,1,4,1,19,33,68,0.0,1023,4,10,28,14
2020-04-05 12:00:00,10,3,0.0,11.6,3,3,87,04:27 PM,05:25 AM,06:25 AM,07:20 PM,-3,5,8,5,16,10,46,0.0,1023,8,10,33,14
2020-04-05 15:00:00,10,3,0.0,11.6,3,3,87,04:27 PM,05:25 AM,06:25 AM,07:20 PM,-4,8,10,8,14,20,38,0.0,1022,10,10,21,12
2020-04-05 18:00:00,10,3,0.0,11.6,3,3,87,04:27 PM,05:25 AM,06:25 AM,07:20 PM,-3,7,9,7,14,18,43,0.0,1021,9,10,19,11
2020-04-05 21:00:00,10,3,0.0,11.6,3,1,87,04:27 PM,05:25 AM,06:25 AM,07:20 PM,-3,4,6,4,13,5,52,0.0,1021,6,10,33,9
2020-04-06 00:00:00,16,5,0.0,10.3,4,1,94,05:45 PM,05:58 AM,06:23 AM,07:21 PM,-2,3,5,3,13,7,58,0.0,1022,5,10,59,8
2020-04-06 03:00:00,16,5,0.0,10.3,4,1,94,05:45 PM,05:58 AM,06:23 AM,07:21 PM,-2,4,5,4,12,12,63,0.0,1021,5,10,100,6
2020-04-06 06:00:00,16,5,0.0,10.3,4,2,94,05:45 PM,05:58 AM,06:23 AM,07:21 PM,0,3,5,3,14,20,74,0.0,1021,5,10,139,7
2020-04-06 09:00:00,16,5,0.0,10.3,4,3,94,05:45 PM,05:58 AM,06:23 AM,07:21 PM,3,5,7,5,15,26,79,0.0,1020,7,10,143,10
2020-04-06 12:00:00,16,5,0.0,10.3,4,4,94,05:45 PM,05:58 AM,06:23 AM,07:21 PM,5,11,12,11,16,31,63,0.0,1019,12,10,163,14
2020-04-06 15:00:00,16,5,0.0,10.3,4,4,94,05:45 PM,05:58 AM,06:23 AM,07:21 PM,8,15,16,15,15,54,61,0.0,1016,16,10,198,12
2020-04-06 18:00:00,16,5,0.0,10.3,4,3,94,05:45 PM,05:58 AM,06:23 AM,07:21 PM,10,14,15,14,14,97,76,0.1,1014,15,7,208,9
2020-04-06 21:00:00,16,5,0.0,10.3,4,1,94,05:45 PM,05:58 AM,06:23 AM,07:21 PM,11,14,14,14,14,78,83,0.2,1013,14,5,194,8
2020-04-07 00:00:00,24,13,0.0,6.5,4,1,100,07:02 PM,06:29 AM,06:22 AM,07:22 PM,12,14,14,14,15,68,91,2.2,1013,14,9,194,7
2020-04-07 03:00:00,24,13,0.0,6.5,4,1,100,07:02 PM,06:29 AM,06:22 AM,07:22 PM,13,13,13,13,13,91,96,6.1,1011,13,7,184,7
2020-04-07 06:00:00,24,13,0.0,6.5,4,3,100,07:02 PM,06:29 AM,06:22 AM,07:22 PM,13,13,13,13,14,74,98,6.3,1009,13,7,190,7
2020-04-07 09:00:00,24,13,0.0,6.5,4,4,100,07:02 PM,06:29 AM,06:22 AM,07:22 PM,13,15,15,15,16,65,91,4.1,1008,15,8,217,10
2020-04-07 12:00:00,24,13,0.0,6.5,4,4,100,07:02 PM,06:29 AM,06:22 AM,07:22 PM,14,20,21,20,16,61,71,0.0,1007,20,10,242,14
2020-04-07 15:00:00,24,13,0.0,6.5,4,5,100,07:02 PM,06:29 AM,06:22 AM,07:22 PM,15,25,25,23,19,91,59,0.1,1005,23,9,242,17
2020-04-07 18:00:00,24,13,0.0,6.5,4,5,100,07:02 PM,06:29 AM,06:22 AM,07:22 PM,16,24,24,23,27,84,65,0.0,1003,23,9,236,21
2020-04-07 21:00:00,24,13,0.0,6.5,4,1,100,07:02 PM,06:29 AM,06:22 AM,07:22 PM,16,21,21,21,32,61,77,1.5,1003,21,8,255,20
2020-04-08 00:00:00,22,9,0.0,10.3,4,1,100,08:19 PM,07:00 AM,06:20 AM,07:24 PM,15,18,18,18,31,71,84,3.3,1004,18,8,190,18
2020-04-08 03:00:00,22,9,0.0,10.3,4,1,100,08:19 PM,07:00 AM,06:20 AM,07:24 PM,11,12,13,12,20,90,89,0.4,1005,13,10,23,14
2020-04-08 06:00:00,22,9,0.0,10.3,4,3,100,08:19 PM,07:00 AM,06:20 AM,07:24 PM,9,9,10,9,16,83,93,0.0,1005,10,10,17,12
2020-04-08 09:00:00,22,9,0.0,10.3,4,4,100,08:19 PM,07:00 AM,06:20 AM,07:24 PM,8,9,10,9,13,56,87,0.0,1007,10,10,20,10
2020-04-08 12:00:00,22,9,0.0,10.3,4,5,100,08:19 PM,07:00 AM,06:20 AM,07:24 PM,9,15,16,15,5,10,66,0.0,1007,15,10,88,5
2020-04-08 15:00:00,22,9,0.0,10.3,4,5,100,08:19 PM,07:00 AM,06:20 AM,07:24 PM,8,22,24,22,6,33,42,0.0,1005,22,10,214,5
2020-04-08 18:00:00,22,9,0.0,10.3,4,5,100,08:19 PM,07:00 AM,06:20 AM,07:24 PM,8,22,24,22,17,90,49,1.2,1003,22,9,280,14
2020-04-08 21:00:00,22,9,0.0,10.3,4,1,100,08:19 PM,07:00 AM,06:20 AM,07:24 PM,10,19,23,19,24,85,77,2.6,1004,19,5,347,19
2020-04-09 00:00:00,9,4,0.0,9.1,3,1,83,09:37 PM,07:32 AM,06:18 AM,07:25 PM,6,14,18,14,20,54,74,0.4,1006,15,5,326,15
2020-04-09 03:00:00,9,4,0.0,9.1,3,1,83,09:37 PM,07:32 AM,06:18 AM,07:25 PM,0,6,9,6,31,8,54,0.0,1006,9,10,302,21
2020-04-09 06:00:00,9,4,0.0,9.1,3,3,83,09:37 PM,07:32 AM,06:18 AM,07:25 PM,-5,3,7,3,33,7,45,0.0,1008,7,10,302,24
2020-04-09 09:00:00,9,4,0.0,9.1,3,3,83,09:37 PM,07:32 AM,06:18 AM,07:25 PM,-6,2,6,2,31,5,44,0.0,1009,6,10,296,24
2020-04-09 12:00:00,9,4,0.0,9.1,3,2,83,09:37 PM,07:32 AM,06:18 AM,07:25 PM,-7,4,8,4,32,43,35,0.0,1008,8,10,299,27
2020-04-09 15:00:00,9,4,0.0,9.1,3,2,83,09:37 PM,07:32 AM,06:18 AM,07:25 PM,-6,4,8,4,34,86,37,0.1,1007,8,10,296,30
2020-04-09 18:00:00,9,4,0.0,9.1,3,2,83,09:37 PM,07:32 AM,06:18 AM,07:25 PM,-4,3,7,3,32,65,48,0.4,1007,7,10,302,27
2020-04-09 21:00:00,9,4,0.0,9.1,3,1,83,09:37 PM,07:32 AM,06:18 AM,07:25 PM,-7,2,6,2,30,83,41,0.4,1009,6,10,315,22
2020-04-10 00:00:00,10,2,0.0,11.6,2,1,76,10:52 PM,08:08 AM,06:17 AM,07:26 PM,-7,-0,4,-0,31,86,45,0.2,1013,4,9,321,22
2020-04-10 03:00:00,10,2,0.0,11.6,2,1,76,10:52 PM,08:08 AM,06:17 AM,07:26 PM,-7,-2,3,-2,30,57,46,0.1,1014,3,9,318,21
2020-04-10 06:00:00,10,2,0.0,11.6,2,2,76,10:52 PM,08:08 AM,06:17 AM,07:26 PM,-8,-3,2,-3,27,8,49,0.0,1016,2,10,313,19
2020-04-10 09:00:00,10,2,0.0,11.6,2,2,76,10:52 PM,08:08 AM,06:17 AM,07:26 PM,-7,-2,3,-2,24,6,49,0.0,1017,3,10,313,18
2020-04-10 12:00:00,10,2,0.0,11.6,2,3,76,10:52 PM,08:08 AM,06:17 AM,07:26 PM,-7,2,6,2,19,5,41,0.0,1018,6,10,314,17
2020-04-10 15:00:00,10,2,0.0,11.6,2,3,76,10:52 PM,08:08 AM,06:17 AM,07:26 PM,-6,6,8,6,17,18,35,0.0,1017,8,10,304,15
2020-04-10 18:00:00,10,2,0.0,11.6,2,2,76,10:52 PM,08:08 AM,06:17 AM,07:26 PM,-5,7,9,7,19,57,37,0.0,1015,9,10,287,15
2020-04-10 21:00:00,10,2,0.0,11.6,2,1,76,10:52 PM,08:08 AM,06:17 AM,07:26 PM,-3,6,8,6,15,100,46,0.0,1015,8,10,264,10
2020-04-11 00:00:00,14,6,0.0,9.1,3,1,68,No moonrise,08:48 AM,06:15 AM,07:27 PM,-2,6,7,6,9,100,55,0.0,1016,7,10,237,6
2020-04-11 03:00:00,14,6,0.0,9.1,3,1,68,No moonrise,08:48 AM,06:15 AM,07:27 PM,-2,5,6,5,14,83,58,0.0,1016,6,10,238,8
2020-04-11 06:00:00,14,6,0.0,9.1,3,2,68,No moonrise,08:48 AM,06:15 AM,07:27 PM,-1,4,6,4,16,66,60,0.0,1015,6,10,227,10
2020-04-11 09:00:00,14,6,0.0,9.1,3,3,68,No moonrise,08:48 AM,06:15 AM,07:27 PM,-0,5,7,5,16,81,59,0.0,1015,7,10,220,12
2020-04-11 12:00:00,14,6,0.0,9.1,3,4,68,No moonrise,08:48 AM,06:15 AM,07:27 PM,1,9,11,9,19,45,50,0.0,1014,11,10,201,17
2020-04-11 15:00:00,14,6,0.0,9.1,3,4,68,No moonrise,08:48 AM,06:15 AM,07:27 PM,2,12,14,12,23,52,45,0.0,1011,14,10,193,19
2020-04-11 18:00:00,14,6,0.0,9.1,3,3,68,No moonrise,08:48 AM,06:15 AM,07:27 PM,3,12,13,12,24,75,51,0.0,1009,13,10,185,17
2020-04-11 21:00:00,14,6,0.0,9.1,3,1,68,No moonrise,08:48 AM,06:15 AM,07:27 PM,5,10,12,10,23,100,63,0.5,1009,12,10,185,15
2020-04-12 00:00:00,18,10,0.0,6.6,3,1,61,12:04 AM,09:34 AM,06:14 AM,07:28 PM,6,8,10,8,22,100,76,2.1,1009,10,8,180,15
2020-04-12 03:00:00,18,10,0.0,6.6,3,1,61,12:04 AM,09:34 AM,06:14 AM,07:28 PM,7,8,10,8,20,92,81,2.2,1008,10,5,167,14
2020-04-12 06:00:00,18,10,0.0,6.6,3,2,61,12:04 AM,09:34 AM,06:14 AM,07:28 PM,7,8,10,8,21,84,84,0.1,1006,10,5,165,13
2020-04-12 09:00:00,18,10,0.0,6.6,3,3,61,12:04 AM,09:34 AM,06:14 AM,07:28 PM,8,8,10,8,22,99,88,1.3,1006,10,9,175,14
2020-04-12 12:00:00,18,10,0.0,6.6,3,3,61,12:04 AM,09:34 AM,06:14 AM,07:28 PM,10,11,12,11,21,98,86,3.9,1005,12,7,177,15
2020-04-12 15:00:00,18,10,0.0,6.6,3,4,61,12:04 AM,09:34 AM,06:14 AM,07:28 PM,12,16,16,16,24,100,75,2.5,1003,16,5,181,21
2020-04-12 18:00:00,18,10,0.0,6.6,3,4,61,12:04 AM,09:34 AM,06:14 AM,07:28 PM,12,16,17,16,27,100,76,0.3,1000,17,5,170,21
2020-04-12 21:00:00,18,10,0.0,6.6,3,1,61,12:04 AM,09:34 AM,06:14 AM,07:28 PM,12,13,14,13,24,100,86,0.2,997,14,7,163,17
2020-04-13 00:00:00,7,3,0.0,10.3,2,1,53,01:09 AM,10:25 AM,06:12 AM,07:29 PM,11,12,13,12,18,100,89,0.7,995,13,4,201,13
2020-04-13 03:00:00,7,3,0.0,10.3,2,1,53,01:09 AM,10:25 AM,06:12 AM,07:29 PM,9,9,11,9,23,100,87,1.0,995,11,7,269,18
2020-04-13 06:00:00,7,3,0.0,10.3,2,2,53,01:09 AM,10:25 AM,06:12 AM,07:29 PM,3,3,7,3,30,99,77,0.3,998,7,1,325,25
2020-04-13 09:00:00,7,3,0.0,10.3,2,1,53,01:09 AM,10:25 AM,06:12 AM,07:29 PM,-3,-2,4,-2,32,89,64,0.3,1004,4,3,304,28
2020-04-13 12:00:00,7,3,0.0,10.3,2,2,53,01:09 AM,10:25 AM,06:12 AM,07:29 PM,-4,-1,5,-1,33,55,55,0.0,1010,5,10,293,29
2020-04-13 15:00:00,7,3,0.0,10.3,2,3,53,01:09 AM,10:25 AM,06:12 AM,07:29 PM,-6,2,6,2,33,9,40,0.0,1013,6,10,291,29
2020-04-13 18:00:00,7,3,0.0,10.3,2,3,53,01:09 AM,10:25 AM,06:12 AM,07:29 PM,-9,1,6,1,32,6,33,0.0,1016,6,10,292,26
2020-04-13 21:00:00,7,3,0.0,10.3,2,1,53,01:09 AM,10:25 AM,06:12 AM,07:29 PM,-10,-0,4,-0,27,8,36,0.0,1020,4,10,288,19
2020-04-14 00:00:00,6,-0,0.0,7.9,2,1,46,02:05 AM,11:22 AM,06:10 AM,07:30 PM,-10,-1,3,-1,23,15,40,0.0,1022,3,10,272,15
2020-04-14 03:00:00,6,-0,0.0,7.9,2,1,46,02:05 AM,11:22 AM,06:10 AM,07:30 PM,-8,-2,2,-2,22,18,48,0.0,1022,2,10,267,14
2020-04-14 06:00:00,6,-0,0.0,7.9,2,2,46,02:05 AM,11:22 AM,06:10 AM,07:30 PM,-9,-4,0,-4,23,5,49,0.0,1022,0,10,279,16
2020-04-14 09:00:00,6,-0,0.0,7.9,2,2,46,02:05 AM,11:22 AM,06:10 AM,07:30 PM,-11,-4,1,-4,20,20,42,0.0,1023,1,10,275,15
2020-04-14 12:00:00,6,-0,0.0,7.9,2,1,46,02:05 AM,11:22 AM,06:10 AM,07:30 PM,-11,-1,3,-1,19,62,33,0.0,1023,3,10,262,17
2020-04-14 15:00:00,6,-0,0.0,7.9,2,2,46,02:05 AM,11:22 AM,06:10 AM,07:30 PM,-10,1,5,1,26,90,33,0.0,1021,5,10,258,22
2020-04-14 18:00:00,6,-0,0.0,7.9,2,2,46,02:05 AM,11:22 AM,06:10 AM,07:30 PM,-9,1,5,1,28,78,35,0.1,1020,5,10,271,23
2020-04-14 21:00:00,6,-0,0.0,7.9,2,1,46,02:05 AM,11:22 AM,06:10 AM,07:30 PM,-10,-0,3,-0,23,59,38,0.1,1020,3,9,266,15
2020-04-15 00:00:00,4,-1,3.6,9.1,1,1,38,02:52 AM,12:21 PM,06:09 AM,07:31 PM,-10,-2,1,-2,18,33,42,0.0,1020,1,10,253,11
2020-04-15 03:00:00,4,-1,3.6,9.1,1,1,38,02:52 AM,12:21 PM,06:09 AM,07:31 PM,-9,-2,1,-2,14,84,47,0.0,1019,1,10,256,9
2020-04-15 06:00:00,4,-1,3.6,9.1,1,1,38,02:52 AM,12:21 PM,06:09 AM,07:31 PM,-6,-4,0,-4,16,96,64,0.6,1018,0,7,316,12
2020-04-15 09:00:00,4,-1,3.6,9.1,1,1,38,02:52 AM,12:21 PM,06:09 AM,07:31 PM,-3,-5,-1,-5,13,100,90,1.7,1017,-1,2,356,11
2020-04-15 12:00:00,4,-1,3.6,9.1,1,1,38,02:52 AM,12:21 PM,06:09 AM,07:31 PM,-5,-3,1,-3,13,94,72,1.9,1018,1,3,350,11
2020-04-15 15:00:00,4,-1,3.6,9.1,1,2,38,02:52 AM,12:21 PM,06:09 AM,07:31 PM,-9,0,3,0,12,59,42,1.0,1018,3,7,339,10
2020-04-15 18:00:00,4,-1,3.6,9.1,1,2,38,02:52 AM,12:21 PM,06:09 AM,07:31 PM,-9,2,4,2,10,17,40,0.0,1019,4,10,339,8
2020-04-15 21:00:00,4,-1,3.6,9.1,1,1,38,02:52 AM,12:21 PM,06:09 AM,07:31 PM,-8,1,2,1,7,38,47,0.0,1021,2,10,317,5
2020-04-16 00:00:00,8,-0,0.0,11.6,2,1,30,03:32 AM,01:23 PM,06:07 AM,07:32 PM,-9,-2,1,-2,14,43,47,0.0,1023,1,10,261,9
2020-04-16 03:00:00,8,-0,0.0,11.6,2,1,30,03:32 AM,01:23 PM,06:07 AM,07:32 PM,-10,-3,0,-3,19,14,45,0.0,1024,0,10,272,12
2020-04-16 06:00:00,8,-0,0.0,11.6,2,2,30,03:32 AM,01:23 PM,06:07 AM,07:32 PM,-11,-4,-0,-4,17,15,44,0.0,1025,-0,10,277,11
2020-04-16 09:00:00,8,-0,0.0,11.6,2,2,30,03:32 AM,01:23 PM,06:07 AM,07:32 PM,-12,-3,1,-3,15,5,40,0.0,1027,1,10,293,12
2020-04-16 12:00:00,8,-0,0.0,11.6,2,2,30,03:32 AM,01:23 PM,06:07 AM,07:32 PM,-12,1,4,1,13,17,30,0.0,1027,4,10,293,11
2020-04-16 15:00:00,8,-0,0.0,11.6,2,3,30,03:32 AM,01:23 PM,06:07 AM,07:32 PM,-13,4,6,4,11,27,24,0.0,1026,6,10,286,9
2020-04-16 18:00:00,8,-0,0.0,11.6,2,2,30,03:32 AM,01:23 PM,06:07 AM,07:32 PM,-10,5,7,5,12,43,29,0.0,1025,7,10,258,9
2020-04-16 21:00:00,8,-0,0.0,11.6,2,1,30,03:32 AM,01:23 PM,06:07 AM,07:32 PM,-8,3,5,3,13,99,39,0.0,1025,5,10,238,8
2020-04-17 00:00:00,2,-5,10.1,6.6,1,1,23,04:05 AM,02:23 PM,06:06 AM,07:33 PM,-6,3,4,3,6,100,47,0.1,1025,4,10,206,4
2020-04-17 03:00:00,2,-5,10.1,6.6,1,1,23,04:05 AM,02:23 PM,06:06 AM,07:33 PM,-3,2,2,2,5,100,70,0.7,1023,2,7,115,4
2020-04-17 06:00:00,2,-5,10.1,6.6,1,1,23,04:05 AM,02:23 PM,06:06 AM,07:33 PM,-0,-3,0,-3,13,100,96,4.1,1021,0,2,74,10
2020-04-17 09:00:00,2,-5,10.1,6.6,1,1,23,04:05 AM,02:23 PM,06:06 AM,07:33 PM,0,-4,0,-4,22,100,99,7.0,1018,0,2,75,15
2020-04-17 12:00:00,2,-5,10.1,6.6,1,1,23,04:05 AM,02:23 PM,06:06 AM,07:33 PM,1,-4,1,-4,21,100,100,2.9,1017,1,5,48,14
2020-04-17 15:00:00,2,-5,10.1,6.6,1,1,23,04:05 AM,02:23 PM,06:06 AM,07:33 PM,1,-3,2,-3,21,100,98,0.1,1016,2,9,29,15
2020-04-17 18:00:00,2,-5,10.1,6.6,1,1,23,04:05 AM,02:23 PM,06:06 AM,07:33 PM,1,-1,2,-1,16,95,91,0.2,1016,1,8,120,12
2020-04-17 21:00:00,2,-5,10.1,6.6,1,1,23,04:05 AM,02:23 PM,06:06 AM,07:33 PM,-0,-2,1,-2,12,61,87,0.1,1017,-2,9,314,8
2020-04-18 00:00:00,13,0,0.0,11.6,3,1,15,04:33 AM,03:24 PM,06:04 AM,07:34 PM,-1,-4,-1,-4,17,14,91,0.0,1017,-3,10,263,9
2020-04-18 03:00:00,13,0,0.0,11.6,3,1,15,04:33 AM,03:24 PM,06:04 AM,07:34 PM,-1,-3,0,-3,21,18,89,0.0,1016,0,10,257,12
2020-04-18 06:00:00,13,0,0.0,11.6,3,2,15,04:33 AM,03:24 PM,06:04 AM,07:34 PM,-1,-4,0,-4,23,27,90,0.0,1017,0,10,259,13
2020-04-18 09:00:00,13,0,0.0,11.6,3,2,15,04:33 AM,03:24 PM,06:04 AM,07:34 PM,-0,-2,2,-2,21,33,84,0.0,1017,2,10,242,14
2020-04-18 12:00:00,13,0,0.0,11.6,3,3,15,04:33 AM,03:24 PM,06:04 AM,07:34 PM,0,5,8,5,23,5,61,0.0,1016,8,10,237,20
2020-04-18 15:00:00,13,0,0.0,11.6,3,4,15,04:33 AM,03:24 PM,06:04 AM,07:34 PM,0,9,12,9,29,10,44,0.0,1013,12,10,231,26
2020-04-18 18:00:00,13,0,0.0,11.6,3,4,15,04:33 AM,03:24 PM,06:04 AM,07:34 PM,1,10,12,10,34,11,46,0.0,1011,12,10,227,27
2020-04-18 21:00:00,13,0,0.0,11.6,3,1,15,04:33 AM,03:24 PM,06:04 AM,07:34 PM,2,7,10,7,39,5,56,0.0,1010,10,10,218,24
2020-04-19 00:00:00,11,6,0.0,9.1,3,1,8,04:59 AM,04:22 PM,06:03 AM,07:35 PM,2,5,8,5,40,15,64,0.0,1010,8,10,218,23
2020-04-19 03:00:00,11,6,0.0,9.1,3,1,8,04:59 AM,04:22 PM,06:03 AM,07:35 PM,2,5,8,5,36,33,67,0.0,1009,8,10,223,21
2020-04-19 06:00:00,11,6,0.0,9.1,3,2,8,04:59 AM,04:22 PM,06:03 AM,07:35 PM,2,5,8,5,30,64,70,0.0,1008,8,10,228,18
2020-04-19 09:00:00,11,6,0.0,9.1,3,2,8,04:59 AM,04:22 PM,06:03 AM,07:35 PM,4,5,8,5,21,91,75,0.0,1008,8,10,246,14
2020-04-19 12:00:00,11,6,0.0,9.1,3,3,8,04:59 AM,04:22 PM,06:03 AM,07:35 PM,4,8,9,8,16,62,71,0.0,1009,9,10,194,13
