date_time,Aimadamodo_maxtempC,Aimadamodo_mintempC,Aimadamodo_totalSnow_cm,Aimadamodo_sunHour,Aimadamodo_uvIndex,Aimadamodo_uvIndex,Aimadamodo_moon_illumination,Aimadamodo_moonrise,Aimadamodo_moonset,Aimadamodo_sunrise,Aimadamodo_sunset,Aimadamodo_DewPointC,Aimadamodo_FeelsLikeC,Aimadamodo_HeatIndexC,Aimadamodo_WindChillC,Aimadamodo_WindGustKmph,Aimadamodo_cloudcover,Aimadamodo_humidity,Aimadamodo_precipMM,Aimadamodo_pressure,Aimadamodo_tempC,Aimadamodo_visibility,Aimadamodo_winddirDegree,Aimadamodo_windspeedKmph
2019-12-06 15:00:00,31,29,0.0,12.8,7,8,62,01:18 PM,01:03 AM,05:22 AM,06:05 PM,24,36,36,30,8,10,69,0.0,1008,30,10,174,6
2019-12-06 18:00:00,31,29,0.0,12.8,7,1,62,01:18 PM,01:03 AM,05:22 AM,06:05 PM,24,36,36,31,18,2,70,0.0,1009,31,10,145,13
2019-12-06 21:00:00,31,29,0.0,12.8,7,1,62,01:18 PM,01:03 AM,05:22 AM,06:05 PM,24,34,34,30,17,1,72,0.0,1010,30,10,134,12
2019-12-07 00:00:00,31,28,0.0,12.8,8,1,70,02:03 PM,01:40 AM,05:23 AM,06:06 PM,23,33,33,29,10,2,71,0.0,1009,29,10,113,7
2019-12-07 03:00:00,31,28,0.0,12.8,8,1,70,02:03 PM,01:40 AM,05:23 AM,06:06 PM,23,32,32,29,4,2,70,0.0,1009,29,10,92,3
2019-12-07 06:00:00,31,28,0.0,12.8,8,7,70,02:03 PM,01:40 AM,05:23 AM,06:06 PM,23,32,32,29,8,3,69,0.0,1010,29,10,180,6
2019-12-07 09:00:00,31,28,0.0,12.8,8,7,70,02:03 PM,01:40 AM,05:23 AM,06:06 PM,23,33,33,30,8,2,66,0.0,1010,30,10,216,6
2019-12-07 12:00:00,31,28,0.0,12.8,8,8,70,02:03 PM,01:40 AM,05:23 AM,06:06 PM,24,35,35,30,15,0,69,0.0,1009,30,10,219,12
2019-12-07 15:00:00,31,28,0.0,12.8,8,8,70,02:03 PM,01:40 AM,05:23 AM,06:06 PM,24,36,36,31,21,0,70,0.0,1008,31,10,189,15
2019-12-07 18:00:00,31,28,0.0,12.8,8,1,70,02:03 PM,01:40 AM,05:23 AM,06:06 PM,25,36,36,30,23,4,75,0.0,1009,30,10,171,17
2019-12-07 21:00:00,31,28,0.0,12.8,8,1,70,02:03 PM,01:40 AM,05:23 AM,06:06 PM,26,36,36,29,15,16,80,0.0,1010,29,10,180,11
2019-12-08 00:00:00,30,28,0.0,12.8,7,1,77,02:49 PM,02:18 AM,05:23 AM,06:06 PM,25,34,34,29,14,25,80,0.0,1009,29,10,204,9
2019-12-08 03:00:00,30,28,0.0,12.8,7,1,77,02:49 PM,02:18 AM,05:23 AM,06:06 PM,25,33,33,29,11,30,79,0.0,1009,29,10,239,7
2019-12-08 06:00:00,30,28,0.0,12.8,7,7,77,02:49 PM,02:18 AM,05:23 AM,06:06 PM,24,33,33,29,7,25,77,0.0,1010,29,10,242,5
2019-12-08 09:00:00,30,28,0.0,12.8,7,7,77,02:49 PM,02:18 AM,05:23 AM,06:06 PM,24,34,34,29,9,18,74,0.0,1011,29,10,256,6
2019-12-08 12:00:00,30,28,0.0,12.8,7,7,77,02:49 PM,02:18 AM,05:23 AM,06:06 PM,24,35,35,30,13,15,73,0.0,1010,30,10,272,10
2019-12-08 15:00:00,30,28,0.0,12.8,7,7,77,02:49 PM,02:18 AM,05:23 AM,06:06 PM,24,35,35,30,18,6,72,0.0,1008,30,10,241,13
2019-12-08 18:00:00,30,28,0.0,12.8,7,1,77,02:49 PM,02:18 AM,05:23 AM,06:06 PM,24,35,35,30,20,3,73,0.0,1008,30,10,209,14
2019-12-08 21:00:00,30,28,0.0,12.8,7,1,77,02:49 PM,02:18 AM,05:23 AM,06:06 PM,24,34,34,29,16,3,74,0.0,1010,29,10,208,11
2019-12-09 00:00:00,29,29,0.0,12.8,7,1,84,03:37 PM,02:57 AM,05:23 AM,06:07 PM,24,33,33,29,13,5,73,0.0,1010,29,10,229,9
2019-12-09 03:00:00,29,29,0.0,12.8,7,1,84,03:37 PM,02:57 AM,05:23 AM,06:07 PM,23,32,32,29,9,3,71,0.0,1009,29,10,274,6
2019-12-09 06:00:00,29,29,0.0,12.8,7,7,84,03:37 PM,02:57 AM,05:23 AM,06:07 PM,23,33,33,29,10,2,69,0.0,1010,29,10,299,7
2019-12-09 09:00:00,29,29,0.0,12.8,7,7,84,03:37 PM,02:57 AM,05:23 AM,06:07 PM,23,33,33,29,10,3,69,0.0,1010,29,10,304,8
2019-12-09 12:00:00,29,29,0.0,12.8,7,7,84,03:37 PM,02:57 AM,05:23 AM,06:07 PM,24,34,34,29,11,4,71,0.0,1009,29,10,290,8
2019-12-09 15:00:00,29,29,0.0,12.8,7,7,84,03:37 PM,02:57 AM,05:23 AM,06:07 PM,24,34,34,29,16,5,71,0.0,1008,29,10,259,12
2019-12-09 18:00:00,29,29,0.0,12.8,7,1,84,03:37 PM,02:57 AM,05:23 AM,06:07 PM,23,34,34,29,17,4,71,0.0,1008,29,10,210,12
2019-12-09 21:00:00,29,29,0.0,12.8,7,1,84,03:37 PM,02:57 AM,05:23 AM,06:07 PM,23,33,33,29,12,4,70,0.0,1009,29,10,187,8
2019-12-10 00:00:00,30,28,0.0,12.8,7,1,92,04:26 PM,03:39 AM,05:24 AM,06:07 PM,23,32,32,29,8,4,70,0.0,1009,29,10,151,5
2019-12-10 03:00:00,30,28,0.0,12.8,7,1,92,04:26 PM,03:39 AM,05:24 AM,06:07 PM,22,32,32,28,5,2,70,0.0,1008,28,10,76,4
2019-12-10 06:00:00,30,28,0.0,12.8,7,7,92,04:26 PM,03:39 AM,05:24 AM,06:07 PM,22,32,32,29,6,0,69,0.0,1009,29,10,123,4
2019-12-10 09:00:00,30,28,0.0,12.8,7,7,92,04:26 PM,03:39 AM,05:24 AM,06:07 PM,23,33,33,29,12,0,68,0.0,1010,29,10,336,9
2019-12-10 12:00:00,30,28,0.0,12.8,7,7,92,04:26 PM,03:39 AM,05:24 AM,06:07 PM,23,34,34,30,17,0,68,0.0,1009,30,10,306,13
2019-12-10 15:00:00,30,28,0.0,12.8,7,7,92,04:26 PM,03:39 AM,05:24 AM,06:07 PM,23,34,34,30,18,2,69,0.0,1007,30,10,272,13
2019-12-10 18:00:00,30,28,0.0,12.8,7,1,92,04:26 PM,03:39 AM,05:24 AM,06:07 PM,24,34,34,30,19,7,71,0.0,1008,30,10,215,14
2019-12-10 21:00:00,30,28,0.0,12.8,7,1,92,04:26 PM,03:39 AM,05:24 AM,06:07 PM,24,34,34,29,18,8,73,0.0,1009,29,10,191,12
2019-12-11 00:00:00,30,29,0.0,11.9,6,1,99,05:20 PM,04:23 AM,05:24 AM,06:08 PM,24,33,33,29,14,33,73,0.1,1009,29,10,160,10
2019-12-11 03:00:00,30,29,0.0,11.9,6,1,99,05:20 PM,04:23 AM,05:24 AM,06:08 PM,23,32,32,29,10,82,72,0.2,1008,29,10,146,7
2019-12-11 06:00:00,30,29,0.0,11.9,6,6,99,05:20 PM,04:23 AM,05:24 AM,06:08 PM,23,32,32,29,7,86,69,0.1,1009,29,10,195,5
2019-12-11 09:00:00,30,29,0.0,11.9,6,7,99,05:20 PM,04:23 AM,05:24 AM,06:08 PM,23,33,33,29,10,64,69,0.1,1010,29,10,267,8
2019-12-11 12:00:00,30,29,0.0,11.9,6,7,99,05:20 PM,04:23 AM,05:24 AM,06:08 PM,24,34,34,30,14,23,71,0.0,1009,30,10,238,10
2019-12-11 15:00:00,30,29,0.0,11.9,6,7,99,05:20 PM,04:23 AM,05:24 AM,06:08 PM,23,34,34,30,16,15,69,0.0,1007,30,10,227,12
2019-12-11 18:00:00,30,29,0.0,11.9,6,1,99,05:20 PM,04:23 AM,05:24 AM,06:08 PM,24,34,34,30,17,7,70,0.0,1007,30,10,209,12
2019-12-11 21:00:00,30,29,0.0,11.9,6,1,99,05:20 PM,04:23 AM,05:24 AM,06:08 PM,24,34,34,29,15,3,72,0.0,1008,29,10,202,11
2019-12-12 00:00:00,30,29,0.0,12.8,7,1,100,06:15 PM,05:13 AM,05:24 AM,06:08 PM,23,33,33,29,12,3,71,0.0,1008,29,10,228,9
2019-12-12 03:00:00,30,29,0.0,12.8,7,1,100,06:15 PM,05:13 AM,05:24 AM,06:08 PM,23,32,32,29,10,5,70,0.0,1007,29,10,237,7
2019-12-12 06:00:00,30,29,0.0,12.8,7,7,100,06:15 PM,05:13 AM,05:24 AM,06:08 PM,23,32,32,29,10,8,69,0.0,1008,29,10,239,7
2019-12-12 09:00:00,30,29,0.0,12.8,7,7,100,06:15 PM,05:13 AM,05:24 AM,06:08 PM,23,33,33,29,12,4,68,0.0,1009,29,10,267,9
2019-12-12 12:00:00,30,29,0.0,12.8,7,7,100,06:15 PM,05:13 AM,05:24 AM,06:08 PM,23,34,34,30,16,3,69,0.0,1008,30,10,236,12
2019-12-12 15:00:00,30,29,0.0,12.8,7,7,100,06:15 PM,05:13 AM,05:24 AM,06:08 PM,24,34,34,30,21,4,69,0.0,1007,30,10,218,15
2019-12-12 18:00:00,30,29,0.0,12.8,7,1,100,06:15 PM,05:13 AM,05:24 AM,06:08 PM,24,35,35,30,23,4,73,0.0,1007,30,10,211,17
2019-12-12 21:00:00,30,29,0.0,12.8,7,1,100,06:15 PM,05:13 AM,05:24 AM,06:08 PM,24,34,34,29,14,4,74,0.0,1009,29,10,210,10
2019-12-13 00:00:00,30,29,0.0,12.8,7,1,87,07:13 PM,06:06 AM,05:25 AM,06:09 PM,24,33,33,29,8,11,74,0.0,1009,29,10,241,6
2019-12-13 03:00:00,30,29,0.0,12.8,7,1,87,07:13 PM,06:06 AM,05:25 AM,06:09 PM,23,33,33,29,11,16,74,0.0,1008,29,10,296,8
2019-12-13 06:00:00,30,29,0.0,12.8,7,7,87,07:13 PM,06:06 AM,05:25 AM,06:09 PM,23,33,33,29,11,8,72,0.0,1009,29,10,292,8
2019-12-13 09:00:00,30,29,0.0,12.8,7,7,87,07:13 PM,06:06 AM,05:25 AM,06:09 PM,23,33,33,29,9,16,70,0.0,1010,29,10,279,7
2019-12-13 12:00:00,30,29,0.0,12.8,7,6,87,07:13 PM,06:06 AM,05:25 AM,06:09 PM,23,33,33,29,10,48,71,0.0,1009,29,10,275,8
2019-12-13 15:00:00,30,29,0.0,12.8,7,6,87,07:13 PM,06:06 AM,05:25 AM,06:09 PM,23,33,33,29,14,79,71,0.0,1008,29,10,225,10
2019-12-13 18:00:00,30,29,0.0,12.8,7,1,87,07:13 PM,06:06 AM,05:25 AM,06:09 PM,24,34,34,30,15,53,71,0.0,1008,30,10,209,11
2019-12-13 21:00:00,30,29,0.0,12.8,7,1,87,07:13 PM,06:06 AM,05:25 AM,06:09 PM,24,34,34,29,11,16,72,0.0,1010,29,10,210,8
2019-12-14 00:00:00,30,29,0.0,12.8,7,1,79,08:11 PM,07:03 AM,05:25 AM,06:09 PM,23,33,33,29,5,12,71,0.0,1010,29,10,253,3
2019-12-14 03:00:00,30,29,0.0,12.8,7,1,79,08:11 PM,07:03 AM,05:25 AM,06:09 PM,23,33,33,29,5,12,71,0.0,1009,29,10,334,3
2019-12-14 06:00:00,30,29,0.0,12.8,7,7,79,08:11 PM,07:03 AM,05:25 AM,06:09 PM,23,33,33,29,12,8,69,0.0,1010,29,10,334,8
2019-12-14 09:00:00,30,29,0.0,12.8,7,7,79,08:11 PM,07:03 AM,05:25 AM,06:09 PM,23,34,34,30,14,4,68,0.0,1011,30,10,308,10
2019-12-14 12:00:00,30,29,0.0,12.8,7,7,79,08:11 PM,07:03 AM,05:25 AM,06:09 PM,23,34,34,30,14,7,69,0.0,1009,30,10,288,10
2019-12-14 15:00:00,30,29,0.0,12.8,7,7,79,08:11 PM,07:03 AM,05:25 AM,06:09 PM,23,34,34,30,15,15,69,0.0,1007,30,10,268,11
2019-12-14 18:00:00,30,29,0.0,12.8,7,1,79,08:11 PM,07:03 AM,05:25 AM,06:09 PM,23,34,34,29,15,12,70,0.0,1008,29,10,237,11
2019-12-14 21:00:00,30,29,0.0,12.8,7,1,79,08:11 PM,07:03 AM,05:25 AM,06:09 PM,23,33,33,29,13,17,71,0.0,1009,29,10,205,9
2019-12-15 00:00:00,30,28,0.0,12.8,7,1,72,09:08 PM,08:02 AM,05:26 AM,06:10 PM,23,32,32,29,9,29,71,0.0,1009,29,10,187,6
2019-12-15 03:00:00,30,28,0.0,12.8,7,1,72,09:08 PM,08:02 AM,05:26 AM,06:10 PM,23,32,32,28,7,29,72,0.0,1008,28,10,188,5
2019-12-15 06:00:00,30,28,0.0,12.8,7,7,72,09:08 PM,08:02 AM,05:26 AM,06:10 PM,23,32,32,28,6,25,71,0.0,1009,28,10,191,4
2019-12-15 09:00:00,30,28,0.0,12.8,7,7,72,09:08 PM,08:02 AM,05:26 AM,06:10 PM,23,33,33,29,5,26,69,0.0,1010,29,10,233,4
2019-12-15 12:00:00,30,28,0.0,12.8,7,6,72,09:08 PM,08:02 AM,05:26 AM,06:10 PM,23,33,33,29,9,46,69,0.0,1008,29,10,296,7
2019-12-15 15:00:00,30,28,0.0,12.8,7,7,72,09:08 PM,08:02 AM,05:26 AM,06:10 PM,23,33,33,29,9,66,68,0.0,1007,29,10,245,6
2019-12-15 18:00:00,30,28,0.0,12.8,7,1,72,09:08 PM,08:02 AM,05:26 AM,06:10 PM,23,34,34,30,14,36,68,0.0,1007,30,10,175,10
2019-12-15 21:00:00,30,28,0.0,12.8,7,1,72,09:08 PM,08:02 AM,05:26 AM,06:10 PM,23,33,33,29,14,6,72,0.0,1008,29,10,164,10
2019-12-16 00:00:00,30,27,0.0,12.8,7,1,65,10:02 PM,09:02 AM,05:26 AM,06:10 PM,23,33,33,29,11,7,73,0.0,1008,29,10,163,8
2019-12-16 03:00:00,30,27,0.0,12.8,7,1,65,10:02 PM,09:02 AM,05:26 AM,06:10 PM,23,32,32,28,7,12,74,0.0,1007,28,10,167,5
2019-12-16 06:00:00,30,27,0.0,12.8,7,7,65,10:02 PM,09:02 AM,05:26 AM,06:10 PM,23,32,32,28,9,27,74,0.0,1008,28,10,163,6
2019-12-16 09:00:00,30,27,0.0,12.8,7,6,65,10:02 PM,09:02 AM,05:26 AM,06:10 PM,23,34,34,30,9,47,70,0.0,1010,30,10,148,7
2019-12-16 12:00:00,30,27,0.0,12.8,7,8,65,10:02 PM,09:02 AM,05:26 AM,06:10 PM,24,35,35,30,17,61,69,0.1,1008,30,10,194,13
2019-12-16 15:00:00,30,27,0.0,12.8,7,8,65,10:02 PM,09:02 AM,05:26 AM,06:10 PM,24,36,36,31,21,23,70,0.0,1007,31,10,185,15
2019-12-16 18:00:00,30,27,0.0,12.8,7,1,65,10:02 PM,09:02 AM,05:26 AM,06:10 PM,24,36,36,30,23,22,72,0.0,1007,30,10,170,16
2019-12-16 21:00:00,30,27,0.0,12.8,7,1,65,10:02 PM,09:02 AM,05:26 AM,06:10 PM,24,35,35,30,19,9,74,0.0,1009,30,10,159,13
2019-12-17 00:00:00,31,29,0.0,11.9,8,1,58,10:52 PM,10:00 AM,05:27 AM,06:11 PM,24,34,34,29,16,9,75,0.0,1009,29,10,144,11
2019-12-17 03:00:00,31,29,0.0,11.9,8,1,58,10:52 PM,10:00 AM,05:27 AM,06:11 PM,24,33,33,29,13,15,75,0.0,1008,29,10,129,9
2019-12-17 06:00:00,31,29,0.0,11.9,8,7,58,10:52 PM,10:00 AM,05:27 AM,06:11 PM,24,33,33,29,10,11,72,0.0,1009,29,10,123,7
2019-12-17 09:00:00,31,29,0.0,11.9,8,8,58,10:52 PM,10:00 AM,05:27 AM,06:11 PM,24,35,35,30,11,26,70,0.0,1009,30,10,148,8
2019-12-17 12:00:00,31,29,0.0,11.9,8,7,58,10:52 PM,10:00 AM,05:27 AM,06:11 PM,25,36,36,30,14,65,73,0.0,1008,30,10,218,11
2019-12-17 15:00:00,31,29,0.0,11.9,8,7,58,10:52 PM,10:00 AM,05:27 AM,06:11 PM,25,36,36,30,19,64,71,0.0,1007,30,10,198,14
2019-12-17 18:00:00,31,29,0.0,11.9,8,1,58,10:52 PM,10:00 AM,05:27 AM,06:11 PM,25,36,36,31,21,32,71,0.0,1007,31,9,180,15
2019-12-17 21:00:00,31,29,0.0,11.9,8,1,58,10:52 PM,10:00 AM,05:27 AM,06:11 PM,24,35,35,30,18,18,71,0.0,1009,30,10,175,13
2019-12-18 00:00:00,31,29,0.0,12.8,8,1,50,11:40 PM,10:57 AM,05:27 AM,06:11 PM,24,35,35,30,12,23,71,0.0,1008,30,9,191,8
2019-12-18 03:00:00,31,29,0.0,12.8,8,1,50,11:40 PM,10:57 AM,05:27 AM,06:11 PM,24,34,34,29,10,11,72,0.0,1007,29,10,233,7
2019-12-18 06:00:00,31,29,0.0,12.8,8,7,50,11:40 PM,10:57 AM,05:27 AM,06:11 PM,24,34,34,30,10,6,70,0.0,1008,30,10,281,7
2019-12-18 09:00:00,31,29,0.0,12.8,8,8,50,11:40 PM,10:57 AM,05:27 AM,06:11 PM,23,35,35,30,11,6,68,0.0,1009,30,10,273,8
2019-12-18 12:00:00,31,29,0.0,12.8,8,8,50,11:40 PM,10:57 AM,05:27 AM,06:11 PM,24,35,35,30,21,7,70,0.0,1008,30,10,230,15
2019-12-18 15:00:00,31,29,0.0,12.8,8,8,50,11:40 PM,10:57 AM,05:27 AM,06:11 PM,24,36,36,30,23,6,70,0.0,1007,30,10,217,17
2019-12-18 18:00:00,31,29,0.0,12.8,8,1,50,11:40 PM,10:57 AM,05:27 AM,06:11 PM,25,37,37,30,25,5,73,0.0,1007,30,10,214,18
2019-12-18 21:00:00,31,29,0.0,12.8,8,1,50,11:40 PM,10:57 AM,05:27 AM,06:11 PM,26,36,36,30,22,14,77,0.0,1008,30,10,220,15
2019-12-19 00:00:00,31,29,0.0,12.9,7,1,43,No moonrise,11:53 AM,05:27 AM,06:12 PM,26,36,36,30,17,48,79,0.0,1008,30,9,247,12
2019-12-19 03:00:00,31,29,0.0,12.9,7,1,43,No moonrise,11:53 AM,05:27 AM,06:12 PM,25,35,35,29,14,78,78,0.1,1007,29,9,270,10
2019-12-19 06:00:00,31,29,0.0,12.9,7,7,43,No moonrise,11:53 AM,05:27 AM,06:12 PM,25,35,35,30,11,70,75,0.1,1009,30,9,274,8
2019-12-19 09:00:00,31,29,0.0,12.9,7,7,43,No moonrise,11:53 AM,05:27 AM,06:12 PM,25,36,36,30,15,32,73,0.0,1009,30,10,267,12
2019-12-19 12:00:00,31,29,0.0,12.9,7,8,43,No moonrise,11:53 AM,05:27 AM,06:12 PM,25,37,37,30,24,6,75,0.0,1009,30,10,255,18
2019-12-19 15:00:00,31,29,0.0,12.9,7,8,43,No moonrise,11:53 AM,05:27 AM,06:12 PM,25,37,37,31,23,6,74,0.0,1007,31,10,249,18
2019-12-19 18:00:00,31,29,0.0,12.9,7,1,43,No moonrise,11:53 AM,05:27 AM,06:12 PM,25,37,37,30,19,6,75,0.0,1007,30,10,236,14
2019-12-19 21:00:00,31,29,0.0,12.9,7,1,43,No moonrise,11:53 AM,05:27 AM,06:12 PM,25,36,36,30,17,18,76,0.0,1008,30,10,228,12
2019-12-20 00:00:00,30,29,0.0,12.8,8,1,36,12:26 AM,12:47 PM,05:28 AM,06:12 PM,25,35,35,30,18,30,78,0.0,1008,30,10,238,13
2019-12-20 03:00:00,30,29,0.0,12.8,8,1,36,12:26 AM,12:47 PM,05:28 AM,06:12 PM,25,35,35,29,18,46,78,0.0,1008,29,10,249,13
2019-12-20 06:00:00,30,29,0.0,12.8,8,7,36,12:26 AM,12:47 PM,05:28 AM,06:12 PM,25,35,35,30,13,60,76,0.1,1009,30,10,243,9
2019-12-20 09:00:00,30,29,0.0,12.8,8,7,36,12:26 AM,12:47 PM,05:28 AM,06:12 PM,25,35,35,30,12,39,74,0.0,1009,30,10,252,9
2019-12-20 12:00:00,30,29,0.0,12.8,8,8,36,12:26 AM,12:47 PM,05:28 AM,06:12 PM,25,36,36,30,17,30,73,0.0,1008,30,10,250,13
2019-12-20 15:00:00,30,29,0.0,12.8,8,7,36,12:26 AM,12:47 PM,05:28 AM,06:12 PM,25,36,36,30,22,46,73,0.0,1007,30,10,230,17
2019-12-20 18:00:00,30,29,0.0,12.8,8,1,36,12:26 AM,12:47 PM,05:28 AM,06:12 PM,25,36,36,30,23,50,75,0.1,1007,30,10,226,17
2019-12-20 21:00:00,30,29,0.0,12.8,8,1,36,12:26 AM,12:47 PM,05:28 AM,06:12 PM,25,35,35,30,19,7,76,0.0,1008,30,10,229,14
2019-12-21 00:00:00,31,29,0.0,10.6,7,1,28,01:11 AM,01:41 PM,05:28 AM,06:13 PM,24,34,34,29,13,13,74,0.0,1008,29,10,224,9
2019-12-21 03:00:00,31,29,0.0,10.6,7,1,28,01:11 AM,01:41 PM,05:28 AM,06:13 PM,24,33,33,29,6,43,73,0.1,1007,29,10,211,5
2019-12-21 06:00:00,31,29,0.0,10.6,7,7,28,01:11 AM,01:41 PM,05:28 AM,06:13 PM,24,33,33,29,6,54,73,0.1,1008,29,10,189,4
2019-12-21 09:00:00,31,29,0.0,10.6,7,6,28,01:11 AM,01:41 PM,05:28 AM,06:13 PM,24,34,34,29,8,37,71,0.4,1009,29,10,175,5
2019-12-21 12:00:00,31,29,0.0,10.6,7,6,28,01:11 AM,01:41 PM,05:28 AM,06:13 PM,24,35,35,30,10,82,69,1.6,1008,30,9,221,7
2019-12-21 15:00:00,31,29,0.0,10.6,7,7,28,01:11 AM,01:41 PM,05:28 AM,06:13 PM,23,35,35,30,14,77,66,1.6,1007,30,9,189,9
2019-12-21 18:00:00,31,29,0.0,10.6,7,1,28,01:11 AM,01:41 PM,05:28 AM,06:13 PM,24,36,36,30,19,75,69,0.3,1007,30,10,167,14
2019-12-21 21:00:00,31,29,0.0,10.6,7,1,28,01:11 AM,01:41 PM,05:28 AM,06:13 PM,24,34,34,30,22,84,73,0.5,1008,30,9,157,15
2019-12-22 00:00:00,31,29,0.0,8.0,7,1,21,01:57 AM,02:35 PM,05:29 AM,06:13 PM,24,34,34,29,21,79,74,0.6,1008,29,9,152,15
2019-12-22 03:00:00,31,29,0.0,8.0,7,1,21,01:57 AM,02:35 PM,05:29 AM,06:13 PM,24,34,34,29,17,79,74,1.1,1008,29,9,132,12
2019-12-22 06:00:00,31,29,0.0,8.0,7,6,21,01:57 AM,02:35 PM,05:29 AM,06:13 PM,24,34,34,29,14,77,73,0.9,1008,29,9,90,10
2019-12-22 09:00:00,31,29,0.0,8.0,7,6,21,01:57 AM,02:35 PM,05:29 AM,06:13 PM,24,35,35,30,13,79,70,0.9,1009,30,9,155,10
2019-12-22 12:00:00,31,29,0.0,8.0,7,6,21,01:57 AM,02:35 PM,05:29 AM,06:13 PM,24,35,35,30,14,75,70,0.7,1008,30,10,302,11
2019-12-22 15:00:00,31,29,0.0,8.0,7,7,21,01:57 AM,02:35 PM,05:29 AM,06:13 PM,24,35,35,30,15,63,68,1.1,1007,30,10,210,11
2019-12-22 18:00:00,31,29,0.0,8.0,7,1,21,01:57 AM,02:35 PM,05:29 AM,06:13 PM,24,36,36,30,18,75,68,0.4,1007,30,9,183,13
2019-12-22 21:00:00,31,29,0.0,8.0,7,1,21,01:57 AM,02:35 PM,05:29 AM,06:13 PM,24,35,35,30,13,72,72,0.3,1008,30,10,163,9
2019-12-23 00:00:00,31,29,0.0,12.9,7,1,14,02:43 AM,03:31 PM,05:29 AM,06:14 PM,24,34,34,29,14,76,74,0.2,1008,29,10,152,10
2019-12-23 03:00:00,31,29,0.0,12.9,7,1,14,02:43 AM,03:31 PM,05:29 AM,06:14 PM,23,33,33,29,9,75,71,0.4,1008,29,10,144,6
2019-12-23 06:00:00,31,29,0.0,12.9,7,7,14,02:43 AM,03:31 PM,05:29 AM,06:14 PM,23,33,33,29,7,55,68,0.5,1009,29,10,115,5
2019-12-23 09:00:00,31,29,0.0,12.9,7,8,14,02:43 AM,03:31 PM,05:29 AM,06:14 PM,23,34,34,30,8,13,66,0.0,1010,30,10,183,6
2019-12-23 12:00:00,31,29,0.0,12.9,7,8,14,02:43 AM,03:31 PM,05:29 AM,06:14 PM,23,35,35,31,8,15,65,0.0,1009,31,10,332,6
2019-12-23 15:00:00,31,29,0.0,12.9,7,8,14,02:43 AM,03:31 PM,05:29 AM,06:14 PM,23,36,36,31,8,23,65,0.0,1008,31,10,278,6
2019-12-23 18:00:00,31,29,0.0,12.9,7,1,14,02:43 AM,03:31 PM,05:29 AM,06:14 PM,24,36,36,31,15,21,67,0.0,1008,31,10,185,11
2019-12-23 21:00:00,31,29,0.0,12.9,7,1,14,02:43 AM,03:31 PM,05:29 AM,06:14 PM,24,36,36,30,15,1,70,0.0,1010,30,10,169,11
2019-12-24 00:00:00,31,30,0.0,12.8,8,1,7,03:33 AM,04:28 PM,05:30 AM,06:14 PM,24,35,35,30,15,9,72,0.0,1010,30,10,161,11
2019-12-24 03:00:00,31,30,0.0,12.8,8,1,7,03:33 AM,04:28 PM,05:30 AM,06:14 PM,24,35,35,30,15,19,72,0.0,1009,30,10,156,10
2019-12-24 06:00:00,31,30,0.0,12.8,8,7,7,03:33 AM,04:28 PM,05:30 AM,06:14 PM,24,34,34,30,12,15,69,0.0,1009,30,10,133,8
2019-12-24 09:00:00,31,30,0.0,12.8,8,8,7,03:33 AM,04:28 PM,05:30 AM,06:14 PM,23,35,35,30,6,8,66,0.0,1010,30,10,175,5
2019-12-24 12:00:00,31,30,0.0,12.8,8,8,7,03:33 AM,04:28 PM,05:30 AM,06:14 PM,24,36,36,31,9,22,68,0.0,1008,31,10,298,7
2019-12-24 15:00:00,31,30,0.0,12.8,8,7,7,03:33 AM,04:28 PM,05:30 AM,06:14 PM,24,36,36,31,11,52,68,0.2,1007,31,10,239,8
2019-12-24 18:00:00,31,30,0.0,12.8,8,1,7,03:33 AM,04:28 PM,05:30 AM,06:14 PM,25,38,38,31,22,76,71,0.7,1008,31,9,165,15
2019-12-24 21:00:00,31,30,0.0,12.8,8,1,7,03:33 AM,04:28 PM,05:30 AM,06:14 PM,25,37,37,30,19,48,73,0.7,1009,30,9,163,13
2019-12-25 00:00:00,32,30,0.0,12.9,8,1,0,04:24 AM,05:26 PM,05:30 AM,06:15 PM,25,35,35,30,14,9,73,0.0,1009,30,10,151,10
2019-12-25 03:00:00,32,30,0.0,12.9,8,1,0,04:24 AM,05:26 PM,05:30 AM,06:15 PM,24,34,34,30,8,13,71,0.0,1008,30,10,88,6
2019-12-25 06:00:00,32,30,0.0,12.9,8,7,0,04:24 AM,05:26 PM,05:30 AM,06:15 PM,23,34,34,30,7,4,68,0.0,1008,30,10,48,5
2019-12-25 09:00:00,32,30,0.0,12.9,8,8,0,04:24 AM,05:26 PM,05:30 AM,06:15 PM,23,35,35,30,12,5,66,0.0,1009,30,10,93,9
2019-12-25 12:00:00,32,30,0.0,12.9,8,8,0,04:24 AM,05:26 PM,05:30 AM,06:15 PM,23,36,36,31,8,1,63,0.0,1008,31,10,60,6
2019-12-25 15:00:00,32,30,0.0,12.9,8,8,0,04:24 AM,05:26 PM,05:30 AM,06:15 PM,23,36,36,32,7,4,61,0.0,1007,32,10,98,5
2019-12-25 18:00:00,32,30,0.0,12.9,8,1,0,04:24 AM,05:26 PM,05:30 AM,06:15 PM,24,36,36,31,14,14,66,0.0,1008,31,10,131,10
2019-12-25 21:00:00,32,30,0.0,12.9,8,1,0,04:24 AM,05:26 PM,05:30 AM,06:15 PM,25,36,36,30,24,23,72,0.0,1009,30,10,142,17
