date_time,Moora_maxtempC,Moora_mintempC,Moora_totalSnow_cm,Moora_sunHour,Moora_uvIndex,Moora_uvIndex,Moora_moon_illumination,Moora_moonrise,Moora_moonset,Moora_sunrise,Moora_sunset,Moora_DewPointC,Moora_FeelsLikeC,Moora_HeatIndexC,Moora_WindChillC,Moora_WindGustKmph,Moora_cloudcover,Moora_humidity,Moora_precipMM,Moora_pressure,Moora_tempC,Moora_visibility,Moora_winddirDegree,Moora_windspeedKmph
2020-02-04 00:00:00,42,29,0.0,13.7,9,1,72,02:45 PM,12:43 AM,05:45 AM,07:14 PM,7,34,34,33,39,10,21,0.0,1010,33,10,76,22
2020-02-04 03:00:00,42,29,0.0,13.7,9,1,72,02:45 PM,12:43 AM,05:45 AM,07:14 PM,6,28,28,30,38,9,22,0.0,1010,30,10,57,22
2020-02-04 06:00:00,42,29,0.0,13.7,9,1,72,02:45 PM,12:43 AM,05:45 AM,07:14 PM,5,28,28,30,36,8,21,0.0,1010,30,10,43,24
2020-02-04 09:00:00,42,29,0.0,13.7,9,9,72,02:45 PM,12:43 AM,05:45 AM,07:14 PM,6,33,33,35,32,5,17,0.0,1010,35,10,26,28
2020-02-04 12:00:00,42,29,0.0,13.7,9,10,72,02:45 PM,12:43 AM,05:45 AM,07:14 PM,7,41,41,40,23,3,14,0.0,1009,40,10,125,20
2020-02-04 15:00:00,42,29,0.0,13.7,9,10,72,02:45 PM,12:43 AM,05:45 AM,07:14 PM,9,41,41,40,20,5,16,0.0,1008,40,10,295,17
2020-02-04 18:00:00,42,29,0.0,13.7,9,1,72,02:45 PM,12:43 AM,05:45 AM,07:14 PM,12,36,36,36,23,30,26,0.0,1008,36,10,206,16
2020-02-04 21:00:00,42,29,0.0,13.7,9,1,72,02:45 PM,12:43 AM,05:45 AM,07:14 PM,12,34,34,32,20,55,33,0.1,1009,32,10,205,9
2020-02-05 00:00:00,42,27,0.0,13.7,9,1,79,03:45 PM,01:26 AM,05:46 AM,07:13 PM,12,28,28,28,7,7,36,0.0,1009,28,10,214,3
2020-02-05 03:00:00,42,27,0.0,13.7,9,1,79,03:45 PM,01:26 AM,05:46 AM,07:13 PM,11,26,26,27,11,8,38,0.0,1008,27,10,167,5
2020-02-05 06:00:00,42,27,0.0,13.7,9,1,79,03:45 PM,01:26 AM,05:46 AM,07:13 PM,9,28,28,29,28,6,29,0.0,1009,29,10,38,18
2020-02-05 09:00:00,42,27,0.0,13.7,9,9,79,03:45 PM,01:26 AM,05:46 AM,07:13 PM,7,35,35,36,34,5,17,0.0,1010,36,10,120,30
2020-02-05 12:00:00,42,27,0.0,13.7,9,10,79,03:45 PM,01:26 AM,05:46 AM,07:13 PM,8,41,41,41,32,4,14,0.0,1009,41,10,323,28
2020-02-05 15:00:00,42,27,0.0,13.7,9,10,79,03:45 PM,01:26 AM,05:46 AM,07:13 PM,10,41,41,41,34,4,17,0.0,1008,41,10,272,30
2020-02-05 18:00:00,42,27,0.0,13.7,9,1,79,03:45 PM,01:26 AM,05:46 AM,07:13 PM,11,38,38,37,29,2,24,0.0,1008,37,10,240,22
2020-02-05 21:00:00,42,27,0.0,13.7,9,1,79,03:45 PM,01:26 AM,05:46 AM,07:13 PM,12,39,39,35,23,3,39,0.0,1009,35,10,215,11
2020-02-06 00:00:00,42,22,0.0,13.3,8,1,87,04:45 PM,02:14 AM,05:47 AM,07:13 PM,14,33,33,29,14,2,53,0.0,1009,29,10,229,6
2020-02-06 03:00:00,42,22,0.0,13.3,8,1,87,04:45 PM,02:14 AM,05:47 AM,07:13 PM,14,25,25,22,10,3,59,0.0,1009,22,10,213,5
2020-02-06 06:00:00,42,22,0.0,13.3,8,1,87,04:45 PM,02:14 AM,05:47 AM,07:13 PM,14,25,25,24,12,4,53,0.0,1009,24,10,235,6
2020-02-06 09:00:00,42,22,0.0,13.3,8,7,87,04:45 PM,02:14 AM,05:47 AM,07:13 PM,13,30,30,30,10,27,37,0.0,1009,30,10,266,9
2020-02-06 12:00:00,42,22,0.0,13.3,8,8,87,04:45 PM,02:14 AM,05:47 AM,07:13 PM,13,39,39,38,19,76,23,0.1,1009,38,10,332,17
2020-02-06 15:00:00,42,22,0.0,13.3,8,9,87,04:45 PM,02:14 AM,05:47 AM,07:13 PM,13,40,40,39,28,58,21,0.1,1007,39,10,292,24
2020-02-06 18:00:00,42,22,0.0,13.3,8,1,87,04:45 PM,02:14 AM,05:47 AM,07:13 PM,15,35,35,33,27,6,41,0.0,1008,33,10,232,22
2020-02-06 21:00:00,42,22,0.0,13.3,8,1,87,04:45 PM,02:14 AM,05:47 AM,07:13 PM,16,34,34,30,18,31,65,0.1,1009,30,10,210,10
2020-02-07 00:00:00,41,20,0.0,12.1,8,1,95,05:44 PM,03:11 AM,05:48 AM,07:12 PM,17,28,28,25,17,63,76,0.1,1009,25,10,223,8
2020-02-07 03:00:00,41,20,0.0,12.1,8,1,95,05:44 PM,03:11 AM,05:48 AM,07:12 PM,17,20,20,20,17,50,82,0.2,1008,20,10,214,9
2020-02-07 06:00:00,41,20,0.0,12.1,8,1,95,05:44 PM,03:11 AM,05:48 AM,07:12 PM,17,22,22,22,14,84,74,0.4,1009,22,10,193,8
2020-02-07 09:00:00,41,20,0.0,12.1,8,7,95,05:44 PM,03:11 AM,05:48 AM,07:12 PM,16,28,28,28,8,54,50,0.2,1009,28,10,125,7
2020-02-07 12:00:00,41,20,0.0,12.1,8,9,95,05:44 PM,03:11 AM,05:48 AM,07:12 PM,12,36,36,36,13,4,26,0.0,1008,36,10,118,11
2020-02-07 15:00:00,41,20,0.0,12.1,8,8,95,05:44 PM,03:11 AM,05:48 AM,07:12 PM,10,38,38,38,26,36,22,0.0,1006,38,10,273,23
2020-02-07 18:00:00,41,20,0.0,12.1,8,1,95,05:44 PM,03:11 AM,05:48 AM,07:12 PM,15,31,31,30,29,69,43,0.0,1007,30,10,225,24
2020-02-07 21:00:00,41,20,0.0,12.1,8,1,95,05:44 PM,03:11 AM,05:48 AM,07:12 PM,15,28,28,26,24,7,62,0.0,1009,26,10,236,15
2020-02-08 00:00:00,38,19,0.0,13.6,8,1,100,06:38 PM,04:13 AM,05:49 AM,07:11 PM,16,23,23,22,28,14,77,0.0,1009,22,10,201,18
2020-02-08 03:00:00,38,19,0.0,13.6,8,1,100,06:38 PM,04:13 AM,05:49 AM,07:11 PM,16,19,19,19,17,23,81,0.0,1008,19,10,169,12
2020-02-08 06:00:00,38,19,0.0,13.6,8,1,100,06:38 PM,04:13 AM,05:49 AM,07:11 PM,15,21,21,21,13,8,68,0.0,1008,21,10,157,7
2020-02-08 09:00:00,38,19,0.0,13.6,8,7,100,06:38 PM,04:13 AM,05:49 AM,07:11 PM,12,30,30,29,14,9,37,0.0,1008,29,10,156,12
2020-02-08 12:00:00,38,19,0.0,13.6,8,9,100,06:38 PM,04:13 AM,05:49 AM,07:11 PM,13,37,37,37,27,5,24,0.0,1007,37,10,293,23
2020-02-08 15:00:00,38,19,0.0,13.6,8,9,100,06:38 PM,04:13 AM,05:49 AM,07:11 PM,15,36,36,35,35,7,31,0.0,1006,35,10,251,31
2020-02-08 18:00:00,38,19,0.0,13.6,8,1,100,06:38 PM,04:13 AM,05:49 AM,07:11 PM,16,30,30,29,35,12,54,0.0,1007,29,10,225,30
2020-02-08 21:00:00,38,19,0.0,13.6,8,1,100,06:38 PM,04:13 AM,05:49 AM,07:11 PM,15,29,29,26,33,48,78,0.0,1011,26,10,199,26
2020-02-09 00:00:00,32,16,0.0,13.6,7,1,100,07:28 PM,05:21 AM,05:50 AM,07:10 PM,14,22,23,22,24,79,77,0.0,1013,22,10,183,18
2020-02-09 03:00:00,32,16,0.0,13.6,7,1,100,07:28 PM,05:21 AM,05:50 AM,07:10 PM,14,17,17,17,27,47,79,0.0,1012,17,10,180,19
2020-02-09 06:00:00,32,16,0.0,13.6,7,1,100,07:28 PM,05:21 AM,05:50 AM,07:10 PM,13,17,17,17,28,26,76,0.0,1012,17,10,171,22
2020-02-09 09:00:00,32,16,0.0,13.6,7,6,100,07:28 PM,05:21 AM,05:50 AM,07:10 PM,9,22,21,22,26,6,49,0.0,1012,22,10,157,23
2020-02-09 12:00:00,32,16,0.0,13.6,7,7,100,07:28 PM,05:21 AM,05:50 AM,07:10 PM,3,27,27,29,23,2,20,0.0,1011,29,10,149,21
2020-02-09 15:00:00,32,16,0.0,13.6,7,8,100,07:28 PM,05:21 AM,05:50 AM,07:10 PM,0,29,29,32,23,0,14,0.0,1009,32,10,158,21
2020-02-09 18:00:00,32,16,0.0,13.6,7,1,100,07:28 PM,05:21 AM,05:50 AM,07:10 PM,4,30,30,30,29,0,27,0.0,1008,30,10,180,22
2020-02-09 21:00:00,32,16,0.0,13.6,7,1,100,07:28 PM,05:21 AM,05:50 AM,07:10 PM,9,31,31,27,36,1,51,0.0,1009,27,10,188,22
2020-02-10 00:00:00,34,18,0.0,13.6,7,1,83,08:12 PM,06:31 AM,05:51 AM,07:09 PM,7,27,27,24,35,3,47,0.0,1009,24,10,157,19
2020-02-10 03:00:00,34,18,0.0,13.6,7,1,83,08:12 PM,06:31 AM,05:51 AM,07:09 PM,7,19,19,19,38,4,45,0.0,1010,19,10,117,27
2020-02-10 06:00:00,34,18,0.0,13.6,7,1,83,08:12 PM,06:31 AM,05:51 AM,07:09 PM,6,18,18,18,35,10,44,0.0,1011,18,10,108,27
2020-02-10 09:00:00,34,18,0.0,13.6,7,6,83,08:12 PM,06:31 AM,05:51 AM,07:09 PM,5,22,22,22,33,16,33,0.0,1012,22,10,103,29
2020-02-10 12:00:00,34,18,0.0,13.6,7,7,83,08:12 PM,06:31 AM,05:51 AM,07:09 PM,6,27,27,28,29,13,24,0.0,1010,28,10,104,25
2020-02-10 15:00:00,34,18,0.0,13.6,7,8,83,08:12 PM,06:31 AM,05:51 AM,07:09 PM,7,31,31,33,26,10,20,0.0,1008,33,10,109,23
2020-02-10 18:00:00,34,18,0.0,13.6,7,1,83,08:12 PM,06:31 AM,05:51 AM,07:09 PM,8,33,33,33,26,13,22,0.0,1007,33,10,120,19
2020-02-10 21:00:00,34,18,0.0,13.6,7,1,83,08:12 PM,06:31 AM,05:51 AM,07:09 PM,8,31,31,29,25,14,30,0.0,1008,29,10,115,12
2020-02-11 00:00:00,28,20,0.0,12.1,7,1,75,08:53 PM,07:41 AM,05:52 AM,07:09 PM,8,25,25,25,23,13,35,0.0,1009,25,10,92,11
2020-02-11 03:00:00,28,20,0.0,12.1,7,1,75,08:53 PM,07:41 AM,05:52 AM,07:09 PM,10,25,25,23,23,11,44,0.0,1009,23,10,86,12
2020-02-11 06:00:00,28,20,0.0,12.1,7,1,75,08:53 PM,07:41 AM,05:52 AM,07:09 PM,15,25,25,24,24,27,58,0.0,1010,24,10,81,17
2020-02-11 09:00:00,28,20,0.0,12.1,7,5,75,08:53 PM,07:41 AM,05:52 AM,07:09 PM,17,26,26,25,28,58,61,0.0,1011,25,10,79,24
2020-02-11 12:00:00,28,20,0.0,12.1,7,6,75,08:53 PM,07:41 AM,05:52 AM,07:09 PM,17,27,27,26,27,82,59,0.0,1011,26,10,83,24
2020-02-11 15:00:00,28,20,0.0,12.1,7,7,75,08:53 PM,07:41 AM,05:52 AM,07:09 PM,17,29,29,28,26,85,51,0.0,1010,28,10,83,23
2020-02-11 18:00:00,28,20,0.0,12.1,7,1,75,08:53 PM,07:41 AM,05:52 AM,07:09 PM,15,27,27,26,24,41,53,0.0,1011,26,10,100,19
2020-02-11 21:00:00,28,20,0.0,12.1,7,1,75,08:53 PM,07:41 AM,05:52 AM,07:09 PM,14,22,23,22,24,7,61,0.0,1012,22,10,101,17
2020-02-12 00:00:00,36,18,0.0,13.6,8,1,68,09:31 PM,08:49 AM,05:52 AM,07:08 PM,14,20,20,20,22,6,69,0.0,1012,20,10,87,14
2020-02-12 03:00:00,36,18,0.0,13.6,8,1,68,09:31 PM,08:49 AM,05:52 AM,07:08 PM,14,19,19,19,20,5,75,0.0,1011,19,10,82,12
2020-02-12 06:00:00,36,18,0.0,13.6,8,1,68,09:31 PM,08:49 AM,05:52 AM,07:08 PM,14,20,21,20,22,5,70,0.0,1012,20,10,79,15
2020-02-12 09:00:00,36,18,0.0,13.6,8,7,68,09:31 PM,08:49 AM,05:52 AM,07:08 PM,14,26,26,25,20,8,51,0.0,1012,25,10,72,18
2020-02-12 12:00:00,36,18,0.0,13.6,8,8,68,09:31 PM,08:49 AM,05:52 AM,07:08 PM,13,32,32,32,12,15,33,0.0,1011,32,10,84,10
2020-02-12 15:00:00,36,18,0.0,13.6,8,9,68,09:31 PM,08:49 AM,05:52 AM,07:08 PM,11,35,35,36,10,26,23,0.0,1010,36,10,134,9
2020-02-12 18:00:00,36,18,0.0,13.6,8,1,68,09:31 PM,08:49 AM,05:52 AM,07:08 PM,13,35,35,34,22,35,34,0.0,1010,34,10,195,17
2020-02-12 21:00:00,36,18,0.0,13.6,8,1,68,09:31 PM,08:49 AM,05:52 AM,07:08 PM,15,35,35,32,28,19,59,0.0,1011,32,10,201,19
2020-02-13 00:00:00,37,22,0.0,13.5,8,1,60,10:08 PM,09:57 AM,05:53 AM,07:07 PM,15,29,29,27,21,19,65,0.0,1011,27,10,169,11
2020-02-13 03:00:00,37,22,0.0,13.5,8,1,60,10:08 PM,09:57 AM,05:53 AM,07:07 PM,14,25,25,23,19,26,59,0.0,1010,23,10,126,9
2020-02-13 06:00:00,37,22,0.0,13.5,8,1,60,10:08 PM,09:57 AM,05:53 AM,07:07 PM,14,26,26,25,21,40,52,0.0,1010,25,10,79,13
2020-02-13 09:00:00,37,22,0.0,13.5,8,7,60,10:08 PM,09:57 AM,05:53 AM,07:07 PM,14,30,30,30,22,23,40,0.0,1011,30,10,67,19
2020-02-13 12:00:00,37,22,0.0,13.5,8,8,60,10:08 PM,09:57 AM,05:53 AM,07:07 PM,12,34,34,35,22,20,25,0.0,1010,35,10,48,19
2020-02-13 15:00:00,37,22,0.0,13.5,8,9,60,10:08 PM,09:57 AM,05:53 AM,07:07 PM,11,35,35,36,17,29,22,0.0,1008,36,10,118,14
2020-02-13 18:00:00,37,22,0.0,13.5,8,1,60,10:08 PM,09:57 AM,05:53 AM,07:07 PM,12,36,36,35,15,31,27,0.0,1008,35,10,259,10
2020-02-13 21:00:00,37,22,0.0,13.5,8,1,60,10:08 PM,09:57 AM,05:53 AM,07:07 PM,13,37,37,33,23,29,39,0.0,1009,33,10,191,14
2020-02-14 00:00:00,41,26,0.0,13.5,9,1,53,10:45 PM,11:03 AM,05:54 AM,07:06 PM,13,32,32,30,17,31,43,0.0,1009,30,10,165,8
2020-02-14 03:00:00,41,26,0.0,13.5,9,1,53,10:45 PM,11:03 AM,05:54 AM,07:06 PM,11,27,27,27,17,23,37,0.0,1008,27,10,87,8
2020-02-14 06:00:00,41,26,0.0,13.5,9,1,53,10:45 PM,11:03 AM,05:54 AM,07:06 PM,11,27,27,28,25,6,37,0.0,1008,28,10,69,16
2020-02-14 09:00:00,41,26,0.0,13.5,9,8,53,10:45 PM,11:03 AM,05:54 AM,07:06 PM,11,33,33,34,30,5,26,0.0,1008,34,10,40,26
2020-02-14 12:00:00,41,26,0.0,13.5,9,9,53,10:45 PM,11:03 AM,05:54 AM,07:06 PM,10,38,38,39,27,5,18,0.0,1008,39,10,132,23
2020-02-14 15:00:00,41,26,0.0,13.5,9,9,53,10:45 PM,11:03 AM,05:54 AM,07:06 PM,10,40,40,39,27,7,18,0.0,1006,39,10,317,23
2020-02-14 18:00:00,41,26,0.0,13.5,9,1,53,10:45 PM,11:03 AM,05:54 AM,07:06 PM,15,36,36,35,26,9,37,0.0,1006,35,10,249,21
2020-02-14 21:00:00,41,26,0.0,13.5,9,1,53,10:45 PM,11:03 AM,05:54 AM,07:06 PM,17,36,36,33,15,10,62,0.0,1008,33,10,266,10
2020-02-15 00:00:00,30,20,0.0,13.3,7,1,45,11:25 PM,12:07 PM,05:55 AM,07:05 PM,17,31,31,28,13,6,66,0.0,1008,28,10,341,6
2020-02-15 03:00:00,30,20,0.0,13.3,7,1,45,11:25 PM,12:07 PM,05:55 AM,07:05 PM,15,23,23,22,18,8,66,0.0,1008,22,10,303,9
2020-02-15 06:00:00,30,20,0.0,13.3,7,1,45,11:25 PM,12:07 PM,05:55 AM,07:05 PM,17,20,21,20,16,33,80,0.0,1009,20,10,251,10
2020-02-15 09:00:00,30,20,0.0,13.3,7,6,45,11:25 PM,12:07 PM,05:55 AM,07:05 PM,18,26,26,24,17,61,70,0.0,1010,24,10,284,14
2020-02-15 12:00:00,30,20,0.0,13.3,7,7,45,11:25 PM,12:07 PM,05:55 AM,07:05 PM,16,30,30,29,23,4,44,0.0,1010,29,10,263,21
2020-02-15 15:00:00,30,20,0.0,13.3,7,7,45,11:25 PM,12:07 PM,05:55 AM,07:05 PM,16,29,29,29,28,10,47,0.0,1009,29,10,240,24
2020-02-15 18:00:00,30,20,0.0,13.3,7,1,45,11:25 PM,12:07 PM,05:55 AM,07:05 PM,17,28,28,26,28,39,64,0.0,1010,26,10,225,24
2020-02-15 21:00:00,30,20,0.0,13.3,7,1,45,11:25 PM,12:07 PM,05:55 AM,07:05 PM,17,26,26,23,24,65,80,0.0,1012,23,10,214,18
2020-02-16 00:00:00,30,15,0.0,13.5,6,1,38,No moonrise,01:12 PM,05:56 AM,07:04 PM,16,19,20,19,21,55,88,0.0,1012,19,10,210,15
2020-02-16 03:00:00,30,15,0.0,13.5,6,1,38,No moonrise,01:12 PM,05:56 AM,07:04 PM,15,16,16,16,22,51,92,0.0,1012,16,10,206,15
2020-02-16 06:00:00,30,15,0.0,13.5,6,1,38,No moonrise,01:12 PM,05:56 AM,07:04 PM,14,16,16,16,20,35,87,0.0,1014,16,10,199,14
2020-02-16 09:00:00,30,15,0.0,13.5,6,6,38,No moonrise,01:12 PM,05:56 AM,07:04 PM,12,21,21,21,22,34,60,0.0,1015,21,10,190,19
2020-02-16 12:00:00,30,15,0.0,13.5,6,7,38,No moonrise,01:12 PM,05:56 AM,07:04 PM,8,27,27,28,22,1,29,0.0,1014,28,10,195,19
2020-02-16 15:00:00,30,15,0.0,13.5,6,7,38,No moonrise,01:12 PM,05:56 AM,07:04 PM,7,28,28,29,27,1,25,0.0,1013,29,10,207,23
2020-02-16 18:00:00,30,15,0.0,13.5,6,1,38,No moonrise,01:12 PM,05:56 AM,07:04 PM,10,26,26,25,34,1,46,0.0,1013,25,10,206,27
2020-02-16 21:00:00,30,15,0.0,13.5,6,1,38,No moonrise,01:12 PM,05:56 AM,07:04 PM,14,22,26,22,34,7,79,0.0,1015,22,10,195,22
2020-02-17 00:00:00,33,17,0.0,13.5,7,1,30,12:07 AM,02:14 PM,05:56 AM,07:03 PM,14,19,22,19,31,12,85,0.0,1016,19,10,182,19
2020-02-17 03:00:00,33,17,0.0,13.5,7,1,30,12:07 AM,02:14 PM,05:56 AM,07:03 PM,13,17,17,17,31,1,77,0.0,1015,17,10,162,18
2020-02-17 06:00:00,33,17,0.0,13.5,7,1,30,12:07 AM,02:14 PM,05:56 AM,07:03 PM,14,19,19,19,31,3,73,0.0,1017,19,10,127,21
2020-02-17 09:00:00,33,17,0.0,13.5,7,6,30,12:07 AM,02:14 PM,05:56 AM,07:03 PM,13,23,23,23,28,1,54,0.0,1018,23,10,106,24
2020-02-17 12:00:00,33,17,0.0,13.5,7,7,30,12:07 AM,02:14 PM,05:56 AM,07:03 PM,10,29,29,30,26,4,30,0.0,1017,30,10,100,22
2020-02-17 15:00:00,33,17,0.0,13.5,7,8,30,12:07 AM,02:14 PM,05:56 AM,07:03 PM,6,30,30,32,25,3,19,0.0,1015,32,10,104,22
2020-02-17 18:00:00,33,17,0.0,13.5,7,1,30,12:07 AM,02:14 PM,05:56 AM,07:03 PM,5,31,31,31,29,2,21,0.0,1015,31,10,111,21
2020-02-17 21:00:00,33,17,0.0,13.5,7,1,30,12:07 AM,02:14 PM,05:56 AM,07:03 PM,6,33,33,29,40,3,28,0.0,1016,29,10,115,21
2020-02-18 00:00:00,33,19,0.0,13.5,7,1,22,12:52 AM,03:14 PM,05:57 AM,07:02 PM,7,29,29,26,46,6,34,0.0,1016,26,10,106,29
2020-02-18 03:00:00,33,19,0.0,13.5,7,1,22,12:52 AM,03:14 PM,05:57 AM,07:02 PM,7,21,22,21,44,6,40,0.0,1016,21,10,99,30
2020-02-18 06:00:00,33,19,0.0,13.5,7,1,22,12:52 AM,03:14 PM,05:57 AM,07:02 PM,9,20,21,20,41,5,48,0.0,1017,20,10,91,30
2020-02-18 09:00:00,33,19,0.0,13.5,7,6,22,12:52 AM,03:14 PM,05:57 AM,07:02 PM,10,25,25,24,34,8,40,0.0,1017,24,10,80,30
2020-02-18 12:00:00,33,19,0.0,13.5,7,8,22,12:52 AM,03:14 PM,05:57 AM,07:02 PM,11,29,29,30,31,13,30,0.0,1015,30,10,65,27
2020-02-18 15:00:00,33,19,0.0,13.5,7,8,22,12:52 AM,03:14 PM,05:57 AM,07:02 PM,12,32,32,33,25,21,27,0.0,1012,33,10,64,22
2020-02-18 18:00:00,33,19,0.0,13.5,7,1,22,12:52 AM,03:14 PM,05:57 AM,07:02 PM,12,31,31,31,24,21,31,0.0,1011,31,10,79,19
2020-02-18 21:00:00,33,19,0.0,13.5,7,1,22,12:52 AM,03:14 PM,05:57 AM,07:02 PM,12,28,28,28,30,36,36,0.1,1012,28,10,88,18
2020-02-19 00:00:00,35,25,0.0,8.4,7,1,15,01:42 AM,04:09 PM,05:58 AM,07:01 PM,11,26,26,27,30,75,36,0.2,1012,27,10,80,17
2020-02-19 03:00:00,35,25,0.0,8.4,7,1,15,01:42 AM,04:09 PM,05:58 AM,07:01 PM,10,26,26,26,29,73,36,0.2,1011,26,10,78,18
2020-02-19 06:00:00,35,25,0.0,8.4,7,1,15,01:42 AM,04:09 PM,05:58 AM,07:01 PM,10,26,26,26,32,73,36,0.5,1012,26,9,73,22
2020-02-19 09:00:00,35,25,0.0,8.4,7,6,15,01:42 AM,04:09 PM,05:58 AM,07:01 PM,11,29,29,29,23,75,34,0.4,1012,29,10,57,19
2020-02-19 12:00:00,35,25,0.0,8.4,7,7,15,01:42 AM,04:09 PM,05:58 AM,07:01 PM,14,34,34,34,7,76,31,0.2,1011,34,10,70,6
2020-02-19 15:00:00,35,25,0.0,8.4,7,7,15,01:42 AM,04:09 PM,05:58 AM,07:01 PM,14,34,34,34,13,79,31,1.1,1009,34,10,166,9
2020-02-19 18:00:00,35,25,0.0,8.4,7,1,15,01:42 AM,04:09 PM,05:58 AM,07:01 PM,15,32,32,31,19,76,40,2.4,1009,31,10,129,13
2020-02-19 21:00:00,35,25,0.0,8.4,7,1,15,01:42 AM,04:09 PM,05:58 AM,07:01 PM,16,30,30,28,10,88,50,1.7,1010,28,9,44,6
2020-02-20 00:00:00,33,24,0.0,9.6,6,1,7,02:35 AM,05:00 PM,05:59 AM,07:00 PM,15,27,27,26,19,84,51,0.1,1010,26,10,79,12
2020-02-20 03:00:00,33,24,0.0,9.6,6,1,7,02:35 AM,05:00 PM,05:59 AM,07:00 PM,15,26,26,25,18,58,54,0.1,1011,25,10,39,13
2020-02-20 06:00:00,33,24,0.0,9.6,6,1,7,02:35 AM,05:00 PM,05:59 AM,07:00 PM,15,26,26,25,17,33,53,0.1,1012,25,10,59,13
2020-02-20 09:00:00,33,24,0.0,9.6,6,6,7,02:35 AM,05:00 PM,05:59 AM,07:00 PM,15,28,28,27,18,75,46,0.3,1012,27,9,63,15
2020-02-20 12:00:00,33,24,0.0,9.6,6,7,7,02:35 AM,05:00 PM,05:59 AM,07:00 PM,14,31,31,31,15,75,35,0.5,1013,31,9,61,13
2020-02-20 15:00:00,33,24,0.0,9.6,6,7,7,02:35 AM,05:00 PM,05:59 AM,07:00 PM,12,31,31,32,19,67,30,0.6,1011,32,10,78,15
2020-02-20 18:00:00,33,24,0.0,9.6,6,1,7,02:35 AM,05:00 PM,05:59 AM,07:00 PM,12,29,29,29,23,82,34,0.6,1012,29,9,67,17
2020-02-20 21:00:00,33,24,0.0,9.6,6,1,7,02:35 AM,05:00 PM,05:59 AM,07:00 PM,11,27,27,27,21,67,37,0.4,1014,27,9,43,14
2020-02-21 00:00:00,29,24,0.0,11.8,7,1,0,03:30 AM,05:46 PM,06:00 AM,06:59 PM,11,26,26,25,19,32,41,0.0,1014,25,10,57,12
2020-02-21 03:00:00,29,24,0.0,11.8,7,1,0,03:30 AM,05:46 PM,06:00 AM,06:59 PM,10,25,25,24,19,48,41,0.0,1014,24,10,80,11
2020-02-21 06:00:00,29,24,0.0,11.8,7,1,0,03:30 AM,05:46 PM,06:00 AM,06:59 PM,10,25,25,24,19,45,40,0.0,1014,24,10,76,12
2020-02-21 09:00:00,29,24,0.0,11.8,7,5,0,03:30 AM,05:46 PM,06:00 AM,06:59 PM,10,25,25,25,25,62,39,0.0,1015,25,10,67,18
2020-02-21 12:00:00,29,24,0.0,11.8,7,7,0,03:30 AM,05:46 PM,06:00 AM,06:59 PM,11,26,26,26,23,81,40,0.0,1015,26,10,55,19
2020-02-21 15:00:00,29,24,0.0,11.8,7,7,0,03:30 AM,05:46 PM,06:00 AM,06:59 PM,13,28,28,28,15,49,40,0.0,1013,28,10,57,13
2020-02-21 18:00:00,29,24,0.0,11.8,7,1,0,03:30 AM,05:46 PM,06:00 AM,06:59 PM,13,27,27,28,21,37,40,0.0,1013,28,10,66,17
2020-02-21 21:00:00,29,24,0.0,11.8,7,1,0,03:30 AM,05:46 PM,06:00 AM,06:59 PM,13,26,26,25,15,49,48,0.0,1014,25,10,70,10
2020-02-22 00:00:00,26,20,0.0,9.2,5,1,0,04:26 AM,06:26 PM,06:00 AM,06:58 PM,14,25,25,24,14,53,54,0.3,1014,24,10,132,9
2020-02-22 03:00:00,26,20,0.0,9.2,5,1,0,04:26 AM,06:26 PM,06:00 AM,06:58 PM,15,22,23,22,12,68,68,2.6,1013,22,8,162,8
2020-02-22 06:00:00,26,20,0.0,9.2,5,1,0,04:26 AM,06:26 PM,06:00 AM,06:58 PM,17,21,22,21,25,88,79,6.3,1013,21,7,74,17
2020-02-22 09:00:00,26,20,0.0,9.2,5,5,0,04:26 AM,06:26 PM,06:00 AM,06:58 PM,16,25,25,23,23,76,62,5.4,1013,23,8,57,17
2020-02-22 12:00:00,26,20,0.0,9.2,5,5,0,04:26 AM,06:26 PM,06:00 AM,06:58 PM,16,25,25,24,23,61,61,3.0,1012,24,8,42,15
2020-02-22 15:00:00,26,20,0.0,9.2,5,6,0,04:26 AM,06:26 PM,06:00 AM,06:58 PM,16,26,26,24,24,63,59,2.2,1010,24,9,76,18
2020-02-22 18:00:00,26,20,0.0,9.2,5,1,0,04:26 AM,06:26 PM,06:00 AM,06:58 PM,16,26,26,25,11,27,59,0.0,1009,25,10,112,8
2020-02-22 21:00:00,26,20,0.0,9.2,5,1,0,04:26 AM,06:26 PM,06:00 AM,06:58 PM,16,25,25,23,13,20,69,0.0,1010,23,10,140,7
2020-02-23 00:00:00,33,20,0.0,10.3,7,1,0,05:23 AM,07:02 PM,06:01 AM,06:57 PM,16,22,23,22,18,14,69,0.0,1010,22,10,119,9
2020-02-23 03:00:00,33,20,0.0,10.3,7,1,0,05:23 AM,07:02 PM,06:01 AM,06:57 PM,15,21,21,21,22,14,68,0.0,1010,21,10,112,10
2020-02-23 06:00:00,33,20,0.0,10.3,7,1,0,05:23 AM,07:02 PM,06:01 AM,06:57 PM,15,21,22,21,21,10,67,0.0,1010,21,10,105,12
2020-02-23 09:00:00,33,20,0.0,10.3,7,7,0,05:23 AM,07:02 PM,06:01 AM,06:57 PM,16,27,27,25,17,10,57,0.0,1011,25,10,99,14
