date_time,Federal_maxtempC,Federal_mintempC,Federal_totalSnow_cm,Federal_sunHour,Federal_uvIndex,Federal_uvIndex,Federal_moon_illumination,Federal_moonrise,Federal_moonset,Federal_sunrise,Federal_sunset,Federal_DewPointC,Federal_FeelsLikeC,Federal_HeatIndexC,Federal_WindChillC,Federal_WindGustKmph,Federal_cloudcover,Federal_humidity,Federal_precipMM,Federal_pressure,Federal_tempC,Federal_visibility,Federal_winddirDegree,Federal_windspeedKmph
2019-12-30 09:00:00,9,6,0.0,3.3,2,2,22,12:02 PM,10:13 PM,08:56 AM,05:28 PM,5,6,7,6,9,99,89,0.1,1026,7,10,177,6
2019-12-30 12:00:00,9,6,0.0,3.3,2,2,22,12:02 PM,10:13 PM,08:56 AM,05:28 PM,5,7,8,7,12,88,83,0.0,1026,8,10,205,8
2019-12-30 15:00:00,9,6,0.0,3.3,2,2,22,12:02 PM,10:13 PM,08:56 AM,05:28 PM,5,7,9,7,14,75,80,0.0,1026,9,10,216,10
2019-12-30 18:00:00,9,6,0.0,3.3,2,2,22,12:02 PM,10:13 PM,08:56 AM,05:28 PM,5,6,8,6,14,81,83,0.0,1026,8,10,192,8
2019-12-30 21:00:00,9,6,0.0,3.3,2,1,22,12:02 PM,10:13 PM,08:56 AM,05:28 PM,4,5,7,5,15,78,82,0.0,1026,7,10,198,9
2019-12-31 00:00:00,9,1,0.0,3.3,2,1,26,12:26 PM,11:16 PM,08:56 AM,05:29 PM,3,5,7,5,16,92,76,0.0,1024,7,10,197,9
2019-12-31 03:00:00,9,1,0.0,3.3,2,1,26,12:26 PM,11:16 PM,08:56 AM,05:29 PM,2,6,8,6,18,100,69,0.0,1022,8,10,194,11
2019-12-31 06:00:00,9,1,0.0,3.3,2,1,26,12:26 PM,11:16 PM,08:56 AM,05:29 PM,3,5,8,5,24,96,71,0.0,1020,8,10,194,14
2019-12-31 09:00:00,9,1,0.0,3.3,2,2,26,12:26 PM,11:16 PM,08:56 AM,05:29 PM,4,5,8,5,28,92,78,0.1,1017,8,10,202,16
2019-12-31 12:00:00,9,1,0.0,3.3,2,2,26,12:26 PM,11:16 PM,08:56 AM,05:29 PM,6,6,8,6,27,100,82,0.9,1014,8,9,200,16
2019-12-31 15:00:00,9,1,0.0,3.3,2,2,26,12:26 PM,11:16 PM,08:56 AM,05:29 PM,6,6,9,6,29,100,86,3.9,1010,9,7,206,19
2019-12-31 18:00:00,9,1,0.0,3.3,2,2,26,12:26 PM,11:16 PM,08:56 AM,05:29 PM,8,6,9,6,33,100,89,4.8,1008,8,8,206,22
2019-12-31 21:00:00,9,1,0.0,3.3,2,1,26,12:26 PM,11:16 PM,08:56 AM,05:29 PM,10,4,7,4,38,96,91,2.5,1005,4,8,222,24
2020-01-01 00:00:00,11,8,0.0,5.1,2,1,37,12:47 PM,No moonset,08:56 AM,05:30 PM,10,4,7,4,33,69,89,4.9,1004,5,9,228,19
2020-01-01 03:00:00,11,8,0.0,5.1,2,1,37,12:47 PM,No moonset,08:56 AM,05:30 PM,8,7,10,7,34,93,86,0.3,1004,10,10,227,20
2020-01-01 06:00:00,11,8,0.0,5.1,2,1,37,12:47 PM,No moonset,08:56 AM,05:30 PM,7,6,9,6,39,77,83,0.6,1006,9,10,234,23
2020-01-01 09:00:00,11,8,0.0,5.1,2,2,37,12:47 PM,No moonset,08:56 AM,05:30 PM,5,5,9,5,38,75,81,0.6,1007,9,9,232,22
2020-01-01 12:00:00,11,8,0.0,5.1,2,3,37,12:47 PM,No moonset,08:56 AM,05:30 PM,5,7,9,7,32,62,73,0.5,1009,9,10,232,21
2020-01-01 15:00:00,11,8,0.0,5.1,2,4,37,12:47 PM,No moonset,08:56 AM,05:30 PM,5,7,10,7,31,31,69,0.0,1010,10,10,231,22
2020-01-01 18:00:00,11,8,0.0,5.1,2,3,37,12:47 PM,No moonset,08:56 AM,05:30 PM,4,5,9,5,32,18,73,0.0,1011,9,10,225,21
2020-01-01 21:00:00,11,8,0.0,5.1,2,1,37,12:47 PM,No moonset,08:56 AM,05:30 PM,4,5,8,5,31,40,78,0.0,1013,8,10,222,21
2020-01-02 00:00:00,6,-1,0.0,3.3,2,1,44,01:07 PM,12:19 AM,08:56 AM,05:31 PM,2,4,7,4,27,77,72,0.1,1016,7,7,226,18
2020-01-02 03:00:00,6,-1,0.0,3.3,2,1,44,01:07 PM,12:19 AM,08:56 AM,05:31 PM,2,4,6,4,19,100,72,0.3,1018,6,2,208,13
2020-01-02 06:00:00,6,-1,0.0,3.3,2,1,44,01:07 PM,12:19 AM,08:56 AM,05:31 PM,2,3,6,3,17,92,75,0.3,1019,6,5,204,11
2020-01-02 09:00:00,6,-1,0.0,3.3,2,2,44,01:07 PM,12:19 AM,08:56 AM,05:31 PM,2,3,5,3,16,76,77,0.0,1019,5,10,208,10
2020-01-02 12:00:00,6,-1,0.0,3.3,2,2,44,01:07 PM,12:19 AM,08:56 AM,05:31 PM,3,4,6,4,13,86,79,0.3,1020,6,7,206,9
2020-01-02 15:00:00,6,-1,0.0,3.3,2,2,44,01:07 PM,12:19 AM,08:56 AM,05:31 PM,4,4,6,4,10,100,86,1.4,1018,6,4,174,8
2020-01-02 18:00:00,6,-1,0.0,3.3,2,1,44,01:07 PM,12:19 AM,08:56 AM,05:31 PM,4,4,5,4,10,100,90,2.3,1016,5,8,134,8
2020-01-02 21:00:00,6,-1,0.0,3.3,2,1,44,01:07 PM,12:19 AM,08:56 AM,05:31 PM,5,1,4,1,16,100,89,1.8,1015,1,8,172,10
2020-01-03 00:00:00,13,6,0.0,8.7,3,1,51,01:27 PM,01:22 AM,08:56 AM,05:32 PM,7,1,5,1,24,100,87,2.2,1015,2,8,187,14
2020-01-03 03:00:00,13,6,0.0,8.7,3,1,51,01:27 PM,01:22 AM,08:56 AM,05:32 PM,7,7,9,7,25,100,87,1.4,1014,9,9,191,15
2020-01-03 06:00:00,13,6,0.0,8.7,3,1,51,01:27 PM,01:22 AM,08:56 AM,05:32 PM,7,7,9,7,24,77,83,1.4,1014,9,9,199,14
2020-01-03 09:00:00,13,6,0.0,8.7,3,3,51,01:27 PM,01:22 AM,08:56 AM,05:32 PM,6,8,9,8,10,23,79,0.0,1014,9,10,221,5
2020-01-03 12:00:00,13,6,0.0,8.7,3,4,51,01:27 PM,01:22 AM,08:56 AM,05:32 PM,6,11,11,11,3,8,73,0.0,1014,11,10,259,2
2020-01-03 15:00:00,13,6,0.0,8.7,3,4,51,01:27 PM,01:22 AM,08:56 AM,05:32 PM,7,13,13,13,6,13,67,0.0,1011,13,10,194,5
2020-01-03 18:00:00,13,6,0.0,8.7,3,3,51,01:27 PM,01:22 AM,08:56 AM,05:32 PM,4,10,11,10,19,53,61,0.0,1009,10,10,171,10
2020-01-03 21:00:00,13,6,0.0,8.7,3,1,51,01:27 PM,01:22 AM,08:56 AM,05:32 PM,3,7,11,7,36,100,59,1.0,1007,7,9,184,20
2020-01-04 00:00:00,7,4,0.0,3.3,2,1,59,01:48 PM,02:24 AM,08:56 AM,05:33 PM,7,5,9,5,30,100,86,3.4,1008,7,7,216,22
2020-01-04 03:00:00,7,4,0.0,3.3,2,1,59,01:48 PM,02:24 AM,08:56 AM,05:33 PM,4,3,7,3,32,96,80,4.1,1012,7,8,219,22
2020-01-04 06:00:00,7,4,0.0,3.3,2,1,59,01:48 PM,02:24 AM,08:56 AM,05:33 PM,0,1,5,1,34,91,69,2.2,1017,5,9,227,22
2020-01-04 09:00:00,7,4,0.0,3.3,2,1,59,01:48 PM,02:24 AM,08:56 AM,05:33 PM,1,1,4,1,27,100,81,0.0,1022,4,10,211,18
2020-01-04 12:00:00,7,4,0.0,3.3,2,2,59,01:48 PM,02:24 AM,08:56 AM,05:33 PM,3,1,5,1,26,100,87,0.2,1025,5,10,211,19
2020-01-04 15:00:00,7,4,0.0,3.3,2,2,59,01:48 PM,02:24 AM,08:56 AM,05:33 PM,3,3,6,3,26,99,79,0.9,1026,6,10,204,18
2020-01-04 18:00:00,7,4,0.0,3.3,2,2,59,01:48 PM,02:24 AM,08:56 AM,05:33 PM,3,3,6,3,23,88,78,1.2,1027,6,10,191,15
2020-01-04 21:00:00,7,4,0.0,3.3,2,1,59,01:48 PM,02:24 AM,08:56 AM,05:33 PM,2,3,5,3,18,78,80,0.2,1027,5,10,175,10
2020-01-05 00:00:00,7,2,0.0,3.3,2,1,66,02:10 PM,03:29 AM,08:56 AM,05:34 PM,2,3,5,3,18,100,81,0.2,1027,5,7,180,10
2020-01-05 03:00:00,7,2,0.0,3.3,2,1,66,02:10 PM,03:29 AM,08:56 AM,05:34 PM,3,2,5,2,18,100,85,0.5,1025,5,4,175,12
2020-01-05 06:00:00,7,2,0.0,3.3,2,1,66,02:10 PM,03:29 AM,08:56 AM,05:34 PM,3,3,5,3,17,100,85,0.7,1023,5,7,159,10
2020-01-05 09:00:00,7,2,0.0,3.3,2,1,66,02:10 PM,03:29 AM,08:56 AM,05:34 PM,2,2,5,2,21,100,84,0.8,1021,5,4,166,12
2020-01-05 12:00:00,7,2,0.0,3.3,2,2,66,02:10 PM,03:29 AM,08:56 AM,05:34 PM,3,3,6,3,29,86,80,1.7,1022,6,9,202,19
2020-01-05 15:00:00,7,2,0.0,3.3,2,2,66,02:10 PM,03:29 AM,08:56 AM,05:34 PM,2,2,7,2,38,65,72,1.4,1024,7,9,227,26
2020-01-05 18:00:00,7,2,0.0,3.3,2,2,66,02:10 PM,03:29 AM,08:56 AM,05:34 PM,1,2,6,2,34,85,71,1.0,1027,6,9,222,22
2020-01-05 21:00:00,7,2,0.0,3.3,2,1,66,02:10 PM,03:29 AM,08:56 AM,05:34 PM,3,2,6,2,29,99,81,0.1,1028,4,7,203,20
2020-01-06 00:00:00,10,5,0.0,3.3,2,1,73,02:37 PM,04:35 AM,08:56 AM,05:35 PM,4,2,6,2,27,100,88,1.2,1026,3,4,198,18
2020-01-06 03:00:00,10,5,0.0,3.3,2,1,73,02:37 PM,04:35 AM,08:56 AM,05:35 PM,5,3,6,3,26,100,92,4.9,1023,6,6,184,16
2020-01-06 06:00:00,10,5,0.0,3.3,2,1,73,02:37 PM,04:35 AM,08:56 AM,05:35 PM,7,4,8,4,35,100,93,8.4,1021,8,6,197,21
2020-01-06 09:00:00,10,5,0.0,3.3,2,2,73,02:37 PM,04:35 AM,08:56 AM,05:35 PM,8,6,9,6,37,100,94,9.4,1019,9,6,207,22
2020-01-06 12:00:00,10,5,0.0,3.3,2,2,73,02:37 PM,04:35 AM,08:56 AM,05:35 PM,8,6,9,6,39,100,92,11.2,1019,9,6,210,23
2020-01-06 15:00:00,10,5,0.0,3.3,2,2,73,02:37 PM,04:35 AM,08:56 AM,05:35 PM,8,7,10,7,35,100,92,8.7,1019,10,6,207,22
2020-01-06 18:00:00,10,5,0.0,3.3,2,3,73,02:37 PM,04:35 AM,08:56 AM,05:35 PM,9,7,10,7,31,100,92,9.2,1019,10,6,206,20
2020-01-06 21:00:00,10,5,0.0,3.3,2,1,73,02:37 PM,04:35 AM,08:56 AM,05:35 PM,9,7,9,7,29,100,92,6.0,1019,8,6,201,19
2020-01-07 00:00:00,11,3,0.0,3.3,2,1,80,03:10 PM,05:44 AM,08:56 AM,05:36 PM,9,6,9,6,31,100,91,7.4,1017,7,6,199,20
2020-01-07 03:00:00,11,3,0.0,3.3,2,1,80,03:10 PM,05:44 AM,08:56 AM,05:36 PM,8,7,10,7,34,100,89,5.8,1016,10,6,200,23
2020-01-07 06:00:00,11,3,0.0,3.3,2,1,80,03:10 PM,05:44 AM,08:56 AM,05:36 PM,8,7,10,7,33,100,88,7.0,1014,10,6,197,21
2020-01-07 09:00:00,11,3,0.0,3.3,2,2,80,03:10 PM,05:44 AM,08:56 AM,05:36 PM,7,7,9,7,35,100,86,3.3,1012,9,7,192,20
2020-01-07 12:00:00,11,3,0.0,3.3,2,2,80,03:10 PM,05:44 AM,08:56 AM,05:36 PM,7,7,10,7,34,100,81,3.0,1010,10,5,190,20
2020-01-07 15:00:00,11,3,0.0,3.3,2,3,80,03:10 PM,05:44 AM,08:56 AM,05:36 PM,7,7,10,7,32,100,80,2.0,1007,10,4,191,21
2020-01-07 18:00:00,11,3,0.0,3.3,2,2,80,03:10 PM,05:44 AM,08:56 AM,05:36 PM,7,6,9,6,30,100,87,4.0,1006,8,8,196,20
2020-01-07 21:00:00,11,3,0.0,3.3,2,1,80,03:10 PM,05:44 AM,08:56 AM,05:36 PM,7,6,8,6,28,88,85,1.0,1005,6,9,205,18
2020-01-08 00:00:00,6,3,0.2,3.3,1,1,88,03:50 PM,06:52 AM,08:55 AM,05:37 PM,5,2,5,2,33,70,85,0.9,1006,4,9,214,21
2020-01-08 03:00:00,6,3,0.2,3.3,1,1,88,03:50 PM,06:52 AM,08:55 AM,05:37 PM,2,1,6,1,37,58,80,0.1,1007,6,10,217,23
2020-01-08 06:00:00,6,3,0.2,3.3,1,1,88,03:50 PM,06:52 AM,08:55 AM,05:37 PM,1,0,5,0,34,25,77,0.0,1009,5,10,217,22
2020-01-08 09:00:00,6,3,0.2,3.3,1,1,88,03:50 PM,06:52 AM,08:55 AM,05:37 PM,0,-0,4,-0,33,62,76,0.0,1010,4,10,220,21
2020-01-08 12:00:00,6,3,0.2,3.3,1,2,88,03:50 PM,06:52 AM,08:55 AM,05:37 PM,0,2,5,2,27,77,68,0.0,1010,5,10,230,18
2020-01-08 15:00:00,6,3,0.2,3.3,1,2,88,03:50 PM,06:52 AM,08:55 AM,05:37 PM,0,3,6,3,20,93,69,0.1,1010,6,10,235,14
2020-01-08 18:00:00,6,3,0.2,3.3,1,1,88,03:50 PM,06:52 AM,08:55 AM,05:37 PM,1,3,5,3,13,100,80,0.1,1011,5,9,215,9
2020-01-08 21:00:00,6,3,0.2,3.3,1,1,88,03:50 PM,06:52 AM,08:55 AM,05:37 PM,1,2,4,2,8,89,86,0.1,1012,4,7,193,5
2020-01-09 00:00:00,4,1,2.0,3.3,1,1,95,04:41 PM,07:58 AM,08:55 AM,05:38 PM,1,2,3,2,6,68,91,0.1,1014,3,8,177,4
2020-01-09 03:00:00,4,1,2.0,3.3,1,1,95,04:41 PM,07:58 AM,08:55 AM,05:38 PM,1,2,2,2,5,72,91,0.0,1015,2,10,175,4
2020-01-09 06:00:00,4,1,2.0,3.3,1,1,95,04:41 PM,07:58 AM,08:55 AM,05:38 PM,1,1,2,1,8,86,91,0.1,1017,2,7,208,5
2020-01-09 09:00:00,4,1,2.0,3.3,1,1,95,04:41 PM,07:58 AM,08:55 AM,05:38 PM,1,1,2,1,6,100,95,0.5,1018,2,2,218,4
2020-01-09 12:00:00,4,1,2.0,3.3,1,1,95,04:41 PM,07:58 AM,08:55 AM,05:38 PM,1,2,3,2,4,96,92,1.2,1020,3,2,158,3
2020-01-09 15:00:00,4,1,2.0,3.3,1,1,95,04:41 PM,07:58 AM,08:55 AM,05:38 PM,1,2,3,2,8,83,84,0.7,1021,3,3,64,6
2020-01-09 18:00:00,4,1,2.0,3.3,1,1,95,04:41 PM,07:58 AM,08:55 AM,05:38 PM,1,3,3,3,5,70,85,0.5,1023,3,4,143,4
2020-01-09 21:00:00,4,1,2.0,3.3,1,1,95,04:41 PM,07:58 AM,08:55 AM,05:38 PM,1,1,2,1,7,79,93,0.0,1024,2,5,150,4
2020-01-10 00:00:00,6,-1,0.1,3.3,1,1,100,05:43 PM,08:58 AM,08:55 AM,05:39 PM,1,1,2,1,8,100,90,0.0,1024,2,10,156,5
2020-01-10 03:00:00,6,-1,0.1,3.3,1,1,100,05:43 PM,08:58 AM,08:55 AM,05:39 PM,1,1,2,1,9,100,87,0.1,1022,2,7,148,6
2020-01-10 06:00:00,6,-1,0.1,3.3,1,1,100,05:43 PM,08:58 AM,08:55 AM,05:39 PM,1,-0,2,-0,12,100,90,0.5,1019,2,4,167,8
2020-01-10 09:00:00,6,-1,0.1,3.3,1,1,100,05:43 PM,08:58 AM,08:55 AM,05:39 PM,1,-1,2,-1,15,100,90,1.3,1014,2,9,151,9
2020-01-10 12:00:00,6,-1,0.1,3.3,1,1,100,05:43 PM,08:58 AM,08:55 AM,05:39 PM,2,1,4,1,22,100,89,2.6,1009,4,8,188,14
2020-01-10 15:00:00,6,-1,0.1,3.3,1,2,100,05:43 PM,08:58 AM,08:55 AM,05:39 PM,4,2,6,2,27,100,89,3.6,1006,6,7,204,19
2020-01-10 18:00:00,6,-1,0.1,3.3,1,1,100,05:43 PM,08:58 AM,08:55 AM,05:39 PM,4,3,6,3,26,100,87,3.6,1005,5,8,180,17
2020-01-10 21:00:00,6,-1,0.1,3.3,1,1,100,05:43 PM,08:58 AM,08:55 AM,05:39 PM,5,2,6,2,27,100,90,3.2,1003,2,8,178,18
2020-01-11 00:00:00,7,5,0.0,3.3,2,1,100,06:54 PM,09:50 AM,08:54 AM,05:41 PM,5,1,4,1,28,100,89,4.4,1002,2,7,186,19
2020-01-11 03:00:00,7,5,0.0,3.3,2,1,100,06:54 PM,09:50 AM,08:54 AM,05:41 PM,5,4,7,4,28,100,90,3.8,1001,7,7,199,20
2020-01-11 06:00:00,7,5,0.0,3.3,2,1,100,06:54 PM,09:50 AM,08:54 AM,05:41 PM,5,4,7,4,27,100,89,4.1,1003,7,5,219,19
2020-01-11 09:00:00,7,5,0.0,3.3,2,2,100,06:54 PM,09:50 AM,08:54 AM,05:41 PM,5,4,7,4,17,99,90,0.3,1006,7,2,220,11
2020-01-11 12:00:00,7,5,0.0,3.3,2,2,100,06:54 PM,09:50 AM,08:54 AM,05:41 PM,5,5,7,5,17,98,86,0.3,1009,7,2,218,13
2020-01-11 15:00:00,7,5,0.0,3.3,2,2,100,06:54 PM,09:50 AM,08:54 AM,05:41 PM,2,3,6,3,29,99,73,0.2,1011,6,2,215,21
2020-01-11 18:00:00,7,5,0.0,3.3,2,2,100,06:54 PM,09:50 AM,08:54 AM,05:41 PM,1,2,6,2,30,100,75,0.3,1013,6,2,219,21
2020-01-11 21:00:00,7,5,0.0,3.3,2,1,100,06:54 PM,09:50 AM,08:54 AM,05:41 PM,3,2,5,2,25,100,88,0.7,1013,5,4,216,18
2020-01-12 00:00:00,6,1,1.3,3.3,1,1,83,08:11 PM,10:32 AM,08:54 AM,05:42 PM,3,2,5,2,22,100,89,0.7,1011,5,9,204,15
2020-01-12 03:00:00,6,1,1.3,3.3,1,1,83,08:11 PM,10:32 AM,08:54 AM,05:42 PM,3,1,5,1,26,100,90,0.1,1009,5,10,195,18
2020-01-12 06:00:00,6,1,1.3,3.3,1,1,83,08:11 PM,10:32 AM,08:54 AM,05:42 PM,4,2,6,2,30,100,89,1.1,1005,6,9,194,19
2020-01-12 09:00:00,6,1,1.3,3.3,1,2,83,08:11 PM,10:32 AM,08:54 AM,05:42 PM,4,2,5,2,30,100,89,2.5,1002,5,8,205,20
2020-01-12 12:00:00,6,1,1.3,3.3,1,1,83,08:11 PM,10:32 AM,08:54 AM,05:42 PM,2,1,5,1,34,100,83,0.9,1000,5,10,213,23
2020-01-12 15:00:00,6,1,1.3,3.3,1,1,83,08:11 PM,10:32 AM,08:54 AM,05:42 PM,1,-0,5,-0,39,100,76,1.3,1000,5,7,226,27
2020-01-12 18:00:00,6,1,1.3,3.3,1,2,83,08:11 PM,10:32 AM,08:54 AM,05:42 PM,-1,-2,3,-2,39,68,75,1.0,1002,3,5,222,26
2020-01-12 21:00:00,6,1,1.3,3.3,1,1,83,08:11 PM,10:32 AM,08:54 AM,05:42 PM,-3,-3,2,-3,32,33,70,0.2,1004,2,8,226,20
2020-01-13 00:00:00,-2,-10,6.0,3.3,1,1,76,09:31 PM,11:07 AM,08:53 AM,05:43 PM,-3,-2,0,-2,11,89,77,0.6,1007,0,4,233,8
2020-01-13 03:00:00,-2,-10,6.0,3.3,1,1,76,09:31 PM,11:07 AM,08:53 AM,05:43 PM,-3,-3,-1,-3,7,93,86,1.0,1010,-1,2,282,5
2020-01-13 06:00:00,-2,-10,6.0,3.3,1,1,76,09:31 PM,11:07 AM,08:53 AM,05:43 PM,-4,-6,-3,-6,10,100,89,1.2,1012,-3,2,236,8
2020-01-13 09:00:00,-2,-10,6.0,3.3,1,1,76,09:31 PM,11:07 AM,08:53 AM,05:43 PM,-4,-5,-3,-5,8,100,92,1.0,1012,-3,2,13,5
2020-01-13 12:00:00,-2,-10,6.0,3.3,1,1,76,09:31 PM,11:07 AM,08:53 AM,05:43 PM,-3,-5,-2,-5,11,100,90,1.1,1012,-2,2,2,8
2020-01-13 15:00:00,-2,-10,6.0,3.3,1,1,76,09:31 PM,11:07 AM,08:53 AM,05:43 PM,-3,-6,-2,-6,15,100,90,0.6,1011,-2,2,122,12
2020-01-13 18:00:00,-2,-10,6.0,3.3,1,1,76,09:31 PM,11:07 AM,08:53 AM,05:43 PM,-2,-6,-2,-6,14,100,93,0.9,1010,-3,2,357,12
2020-01-13 21:00:00,-2,-10,6.0,3.3,1,1,76,09:31 PM,11:07 AM,08:53 AM,05:43 PM,-1,-7,-4,-7,10,100,94,0.7,1010,-7,2,239,8
2020-01-14 00:00:00,-1,-5,6.5,3.3,1,1,69,10:49 PM,11:37 AM,08:52 AM,05:45 PM,-2,-8,-5,-8,11,100,93,1.3,1011,-7,2,12,9
2020-01-14 03:00:00,-1,-5,6.5,3.3,1,1,69,10:49 PM,11:37 AM,08:52 AM,05:45 PM,-3,-5,-2,-5,11,100,93,1.8,1011,-2,2,10,9
2020-01-14 06:00:00,-1,-5,6.5,3.3,1,1,69,10:49 PM,11:37 AM,08:52 AM,05:45 PM,-4,-5,-3,-5,9,100,92,1.9,1011,-3,2,18,7
2020-01-14 09:00:00,-1,-5,6.5,3.3,1,1,69,10:49 PM,11:37 AM,08:52 AM,05:45 PM,-4,-6,-3,-6,10,100,93,0.6,1012,-3,2,14,7
2020-01-14 12:00:00,-1,-5,6.5,3.3,1,1,69,10:49 PM,11:37 AM,08:52 AM,05:45 PM,-4,-5,-2,-5,10,97,91,1.1,1014,-2,2,117,7
2020-01-14 15:00:00,-1,-5,6.5,3.3,1,1,69,10:49 PM,11:37 AM,08:52 AM,05:45 PM,-3,-1,-1,-1,3,85,89,1.0,1015,-1,3,330,3
2020-01-14 18:00:00,-1,-5,6.5,3.3,1,1,69,10:49 PM,11:37 AM,08:52 AM,05:45 PM,-3,-3,-1,-3,10,76,87,0.9,1017,-1,7,266,6
2020-01-14 21:00:00,-1,-5,6.5,3.3,1,1,69,10:49 PM,11:37 AM,08:52 AM,05:45 PM,-3,-5,-1,-5,27,67,82,0.0,1016,-2,10,189,16
2020-01-15 00:00:00,1,-3,1.4,5.1,1,1,61,No moonrise,12:03 PM,08:52 AM,05:46 PM,-4,-5,-2,-5,35,50,78,0.0,1017,-4,10,194,20
2020-01-15 03:00:00,1,-3,1.4,5.1,1,1,61,No moonrise,12:03 PM,08:52 AM,05:46 PM,-5,-6,-1,-6,23,65,79,0.0,1016,-1,10,174,13
2020-01-15 06:00:00,1,-3,1.4,5.1,1,1,61,No moonrise,12:03 PM,08:52 AM,05:46 PM,-6,-5,-2,-5,15,40,77,0.0,1016,-2,10,127,8
2020-01-15 09:00:00,1,-3,1.4,5.1,1,2,61,No moonrise,12:03 PM,08:52 AM,05:46 PM,-7,-5,-2,-5,14,51,72,0.0,1013,-2,10,89,8
2020-01-15 12:00:00,1,-3,1.4,5.1,1,1,61,No moonrise,12:03 PM,08:52 AM,05:46 PM,-6,-4,-1,-4,16,69,69,0.4,1009,-1,7,75,11
2020-01-15 15:00:00,1,-3,1.4,5.1,1,1,61,No moonrise,12:03 PM,08:52 AM,05:46 PM,-4,-4,-0,-4,16,90,75,1.2,1005,-0,3,80,12
2020-01-15 18:00:00,1,-3,1.4,5.1,1,1,61,No moonrise,12:03 PM,08:52 AM,05:46 PM,-4,-3,1,-3,16,67,68,1.0,1003,1,7,98,12
2020-01-15 21:00:00,1,-3,1.4,5.1,1,1,61,No moonrise,12:03 PM,08:52 AM,05:46 PM,-6,-4,-1,-4,18,68,67,0.1,1002,-1,10,107,12
2020-01-16 00:00:00,6,0,0.9,3.4,1,1,54,12:06 AM,12:27 PM,08:51 AM,05:47 PM,-4,-3,0,-3,14,86,74,0.0,1002,0,10,112,9
2020-01-16 03:00:00,6,0,0.9,3.4,1,1,54,12:06 AM,12:27 PM,08:51 AM,05:47 PM,-1,-1,2,-1,13,98,83,0.1,1003,2,10,121,8
2020-01-16 06:00:00,6,0,0.9,3.4,1,1,54,12:06 AM,12:27 PM,08:51 AM,05:47 PM,-1,-1,2,-1,14,100,86,0.2,1003,2,7,122,9
2020-01-16 09:00:00,6,0,0.9,3.4,1,1,54,12:06 AM,12:27 PM,08:51 AM,05:47 PM,2,0,3,0,14,100,93,0.5,1004,3,5,157,9
2020-01-16 12:00:00,6,0,0.9,3.4,1,1,54,12:06 AM,12:27 PM,08:51 AM,05:47 PM,1,2,5,2,13,96,79,0.0,1005,5,10,193,9
2020-01-16 15:00:00,6,0,0.9,3.4,1,2,54,12:06 AM,12:27 PM,08:51 AM,05:47 PM,0,4,6,4,11,89,69,0.2,1006,6,9,231,9
2020-01-16 18:00:00,6,0,0.9,3.4,1,1,54,12:06 AM,12:27 PM,08:51 AM,05:47 PM,0,1,3,1,12,76,79,0.4,1008,3,7,216,8
2020-01-16 21:00:00,6,0,0.9,3.4,1,1,54,12:06 AM,12:27 PM,08:51 AM,05:47 PM,-1,-2,1,-2,13,63,86,0.2,1010,1,7,180,7
2020-01-17 00:00:00,4,-5,0.4,3.4,1,1,47,01:22 AM,12:52 PM,08:51 AM,05:49 PM,-2,-2,0,-2,12,90,89,0.2,1012,0,7,192,7
2020-01-17 03:00:00,4,-5,0.4,3.4,1,1,47,01:22 AM,12:52 PM,08:51 AM,05:49 PM,-2,-2,-0,-2,10,96,90,0.2,1015,-0,7,200,6
2020-01-17 06:00:00,4,-5,0.4,3.4,1,1,47,01:22 AM,12:52 PM,08:51 AM,05:49 PM,-2,-2,-1,-2,8,77,92,0.3,1017,-1,8,177,4
2020-01-17 09:00:00,4,-5,0.4,3.4,1,1,47,01:22 AM,12:52 PM,08:51 AM,05:49 PM,-3,-1,-1,-1,6,60,86,0.0,1019,-1,10,146,4
2020-01-17 12:00:00,4,-5,0.4,3.4,1,1,47,01:22 AM,12:52 PM,08:51 AM,05:49 PM,-2,2,2,2,4,74,75,0.0,1021,2,10,175,3
2020-01-17 15:00:00,4,-5,0.4,3.4,1,1,47,01:22 AM,12:52 PM,08:51 AM,05:49 PM,-0,3,4,3,4,90,75,0.1,1021,4,8,205,3
2020-01-17 18:00:00,4,-5,0.4,3.4,1,1,47,01:22 AM,12:52 PM,08:51 AM,05:49 PM,1,1,2,1,9,99,86,0.1,1021,1,7,116,5
2020-01-17 21:00:00,4,-5,0.4,3.4,1,1,47,01:22 AM,12:52 PM,08:51 AM,05:49 PM,-0,-3,0,-3,12,92,81,0.0,1022,-3,10,113,7
2020-01-18 00:00:00,6,2,0.0,3.4,1,1,40,02:37 AM,01:18 PM,08:50 AM,05:50 PM,-1,-3,-2,-3,8,84,83,0.3,1022,-3,10,97,4
2020-01-18 03:00:00,6,2,0.0,3.4,1,1,40,02:37 AM,01:18 PM,08:50 AM,05:50 PM,0,1,2,1,8,100,88,2.0,1021,2,8,114,5
2020-01-18 06:00:00,6,2,0.0,3.4,1,1,40,02:37 AM,01:18 PM,08:50 AM,05:50 PM,1,-1,2,-1,16,100,89,3.6,1020,2,8,92,9
2020-01-18 09:00:00,6,2,0.0,3.4,1,1,40,02:37 AM,01:18 PM,08:50 AM,05:50 PM,1,1,2,1,11,100,90,2.6,1021,2,8,89,6
