date_time,Doonside_maxtempC,Doonside_mintempC,Doonside_totalSnow_cm,Doonside_sunHour,Doonside_uvIndex,Doonside_uvIndex,Doonside_moon_illumination,Doonside_moonrise,Doonside_moonset,Doonside_sunrise,Doonside_sunset,Doonside_DewPointC,Doonside_FeelsLikeC,Doonside_HeatIndexC,Doonside_WindChillC,Doonside_WindGustKmph,Doonside_cloudcover,Doonside_humidity,Doonside_precipMM,Doonside_pressure,Doonside_tempC,Doonside_visibility,Doonside_winddirDegree,Doonside_windspeedKmph
2020-03-25 09:00:00,24,17,0.0,8.8,5,5,3,06:27 AM,06:43 PM,06:03 AM,06:01 PM,15,23,23,22,3,57,66,0.0,1020,22,9,223,3
2020-03-25 12:00:00,24,17,0.0,8.8,5,5,3,06:27 AM,06:43 PM,06:03 AM,06:01 PM,17,26,26,24,17,49,64,1.7,1018,24,8,149,11
2020-03-25 15:00:00,24,17,0.0,8.8,5,5,3,06:27 AM,06:43 PM,06:03 AM,06:01 PM,17,25,25,22,24,77,73,1.4,1018,22,9,150,18
2020-03-25 18:00:00,24,17,0.0,8.8,5,1,3,06:27 AM,06:43 PM,06:03 AM,06:01 PM,17,20,21,20,21,97,81,0.7,1019,20,5,154,16
2020-03-25 21:00:00,24,17,0.0,8.8,5,1,3,06:27 AM,06:43 PM,06:03 AM,06:01 PM,16,19,19,19,23,100,87,6.0,1021,19,4,157,16
2020-03-26 00:00:00,21,16,0.0,6.0,4,1,11,07:22 AM,07:11 PM,06:04 AM,06:00 PM,15,17,17,17,27,100,84,4.3,1022,17,8,167,19
2020-03-26 03:00:00,21,16,0.0,6.0,4,1,11,07:22 AM,07:11 PM,06:04 AM,06:00 PM,13,17,17,17,24,100,80,2.3,1022,17,9,181,16
2020-03-26 06:00:00,21,16,0.0,6.0,4,1,11,07:22 AM,07:11 PM,06:04 AM,06:00 PM,12,16,16,16,21,100,78,0.9,1024,16,10,196,14
2020-03-26 09:00:00,21,16,0.0,6.0,4,4,11,07:22 AM,07:11 PM,06:04 AM,06:00 PM,12,18,18,18,19,75,72,0.2,1026,18,10,186,14
2020-03-26 12:00:00,21,16,0.0,6.0,4,4,11,07:22 AM,07:11 PM,06:04 AM,06:00 PM,13,19,19,19,18,74,68,0.3,1025,19,10,171,15
2020-03-26 15:00:00,21,16,0.0,6.0,4,5,11,07:22 AM,07:11 PM,06:04 AM,06:00 PM,14,20,20,20,20,76,65,0.1,1024,20,10,156,16
2020-03-26 18:00:00,21,16,0.0,6.0,4,1,11,07:22 AM,07:11 PM,06:04 AM,06:00 PM,14,19,19,19,18,81,75,0.4,1025,19,10,142,12
2020-03-26 21:00:00,21,16,0.0,6.0,4,1,11,07:22 AM,07:11 PM,06:04 AM,06:00 PM,14,18,18,18,12,81,80,0.7,1026,18,9,173,8
2020-03-27 00:00:00,22,16,0.0,5.8,5,1,18,08:16 AM,07:40 PM,06:05 AM,05:58 PM,14,17,17,17,9,50,82,0.3,1026,17,10,205,6
2020-03-27 03:00:00,22,16,0.0,5.8,5,1,18,08:16 AM,07:40 PM,06:05 AM,05:58 PM,14,16,16,16,7,77,86,0.1,1025,16,10,221,4
2020-03-27 06:00:00,22,16,0.0,5.8,5,1,18,08:16 AM,07:40 PM,06:05 AM,05:58 PM,14,17,17,17,4,79,86,0.5,1026,17,10,184,3
2020-03-27 09:00:00,22,16,0.0,5.8,5,4,18,08:16 AM,07:40 PM,06:05 AM,05:58 PM,14,20,20,20,12,59,71,0.9,1027,20,10,131,9
2020-03-27 12:00:00,22,16,0.0,5.8,5,5,18,08:16 AM,07:40 PM,06:05 AM,05:58 PM,13,22,23,22,14,75,57,0.5,1026,22,9,116,12
2020-03-27 15:00:00,22,16,0.0,5.8,5,5,18,08:16 AM,07:40 PM,06:05 AM,05:58 PM,12,22,24,22,17,87,52,0.1,1024,22,10,112,14
2020-03-27 18:00:00,22,16,0.0,5.8,5,1,18,08:16 AM,07:40 PM,06:05 AM,05:58 PM,12,19,20,19,14,41,63,0.0,1025,19,10,103,10
2020-03-27 21:00:00,22,16,0.0,5.8,5,1,18,08:16 AM,07:40 PM,06:05 AM,05:58 PM,12,17,17,17,5,50,72,0.0,1026,17,10,171,3
2020-03-28 00:00:00,23,17,0.0,5.8,5,1,25,09:12 AM,08:11 PM,06:06 AM,05:57 PM,12,17,17,17,2,67,74,0.1,1026,17,10,246,1
2020-03-28 03:00:00,23,17,0.0,5.8,5,1,25,09:12 AM,08:11 PM,06:06 AM,05:57 PM,12,17,17,17,3,64,73,0.0,1025,17,10,261,2
2020-03-28 06:00:00,23,17,0.0,5.8,5,1,25,09:12 AM,08:11 PM,06:06 AM,05:57 PM,12,17,17,17,4,41,72,0.0,1025,17,10,242,3
2020-03-28 09:00:00,23,17,0.0,5.8,5,6,25,09:12 AM,08:11 PM,06:06 AM,05:57 PM,12,20,22,20,6,40,58,0.0,1025,20,10,138,5
2020-03-28 12:00:00,23,17,0.0,5.8,5,6,25,09:12 AM,08:11 PM,06:06 AM,05:57 PM,12,25,25,23,10,77,51,0.0,1024,23,10,77,9
2020-03-28 15:00:00,23,17,0.0,5.8,5,5,25,09:12 AM,08:11 PM,06:06 AM,05:57 PM,13,25,25,22,13,93,55,0.0,1022,22,10,77,12
2020-03-28 18:00:00,23,17,0.0,5.8,5,1,25,09:12 AM,08:11 PM,06:06 AM,05:57 PM,15,20,21,20,11,98,74,0.1,1022,20,10,85,8
2020-03-28 21:00:00,23,17,0.0,5.8,5,1,25,09:12 AM,08:11 PM,06:06 AM,05:57 PM,16,19,19,19,8,100,84,0.0,1023,19,10,51,5
2020-03-29 00:00:00,25,18,0.0,5.8,5,1,32,10:08 AM,08:47 PM,06:06 AM,05:56 PM,16,19,19,19,7,98,87,0.5,1022,19,10,16,5
2020-03-29 03:00:00,25,18,0.0,5.8,5,1,32,10:08 AM,08:47 PM,06:06 AM,05:56 PM,16,18,18,18,6,96,90,0.4,1020,18,10,13,4
2020-03-29 06:00:00,25,18,0.0,5.8,5,1,32,10:08 AM,08:47 PM,06:06 AM,05:56 PM,17,18,18,18,5,93,89,0.2,1020,18,10,6,3
2020-03-29 09:00:00,25,18,0.0,5.8,5,5,32,10:08 AM,08:47 PM,06:06 AM,05:56 PM,17,21,23,21,10,90,76,0.1,1021,21,10,14,8
2020-03-29 12:00:00,25,18,0.0,5.8,5,5,32,10:08 AM,08:47 PM,06:06 AM,05:56 PM,17,26,26,24,13,75,63,0.2,1018,24,10,35,11
2020-03-29 15:00:00,25,18,0.0,5.8,5,5,32,10:08 AM,08:47 PM,06:06 AM,05:56 PM,17,26,26,25,16,60,61,0.1,1016,25,10,51,13
2020-03-29 18:00:00,25,18,0.0,5.8,5,1,32,10:08 AM,08:47 PM,06:06 AM,05:56 PM,17,22,22,22,18,69,77,0.3,1016,22,9,48,13
2020-03-29 21:00:00,25,18,0.0,5.8,5,1,32,10:08 AM,08:47 PM,06:06 AM,05:56 PM,18,20,20,20,13,40,87,0.2,1017,20,10,16,8
2020-03-30 00:00:00,22,18,0.0,4.3,6,1,40,11:06 AM,09:27 PM,06:07 AM,05:54 PM,18,19,19,19,7,18,90,0.0,1016,19,10,233,5
2020-03-30 03:00:00,22,18,0.0,4.3,6,1,40,11:06 AM,09:27 PM,06:07 AM,05:54 PM,17,18,18,18,8,36,90,0.0,1014,18,10,328,5
2020-03-30 06:00:00,22,18,0.0,4.3,6,1,40,11:06 AM,09:27 PM,06:07 AM,05:54 PM,16,18,18,18,7,82,87,0.5,1015,18,9,283,4
2020-03-30 09:00:00,22,18,0.0,4.3,6,4,40,11:06 AM,09:27 PM,06:07 AM,05:54 PM,17,18,18,18,6,97,91,2.6,1016,18,8,312,4
2020-03-30 12:00:00,22,18,0.0,4.3,6,5,40,11:06 AM,09:27 PM,06:07 AM,05:54 PM,16,21,22,21,13,87,77,1.6,1015,21,6,319,10
2020-03-30 15:00:00,22,18,0.0,4.3,6,5,40,11:06 AM,09:27 PM,06:07 AM,05:54 PM,16,25,25,22,14,87,68,0.3,1013,22,5,299,11
2020-03-30 18:00:00,22,18,0.0,4.3,6,1,40,11:06 AM,09:27 PM,06:07 AM,05:54 PM,17,21,22,21,10,35,78,0.1,1013,21,8,335,7
2020-03-30 21:00:00,22,18,0.0,4.3,6,1,40,11:06 AM,09:27 PM,06:07 AM,05:54 PM,18,20,20,20,10,5,87,0.0,1014,20,10,337,7
2020-03-31 00:00:00,29,17,0.0,8.7,6,1,44,12:04 PM,10:13 PM,06:08 AM,05:53 PM,17,19,19,19,4,14,88,0.0,1014,19,10,189,3
2020-03-31 03:00:00,29,17,0.0,8.7,6,1,44,12:04 PM,10:13 PM,06:08 AM,05:53 PM,16,18,18,18,5,22,88,0.0,1014,18,10,216,3
2020-03-31 06:00:00,29,17,0.0,8.7,6,1,44,12:04 PM,10:13 PM,06:08 AM,05:53 PM,15,18,18,18,5,15,85,0.0,1016,18,10,256,4
2020-03-31 09:00:00,29,17,0.0,8.7,6,6,44,12:04 PM,10:13 PM,06:08 AM,05:53 PM,16,23,23,22,4,18,67,0.0,1017,22,10,232,3
2020-03-31 12:00:00,29,17,0.0,8.7,6,7,44,12:04 PM,10:13 PM,06:08 AM,05:53 PM,15,28,28,28,4,13,47,0.0,1016,28,10,173,3
2020-03-31 15:00:00,29,17,0.0,8.7,6,7,44,12:04 PM,10:13 PM,06:08 AM,05:53 PM,16,28,28,27,13,11,51,0.0,1015,27,10,123,11
2020-03-31 18:00:00,29,17,0.0,8.7,6,1,44,12:04 PM,10:13 PM,06:08 AM,05:53 PM,18,23,23,22,13,36,75,0.0,1017,22,10,113,10
2020-03-31 21:00:00,29,17,0.0,8.7,6,1,44,12:04 PM,10:13 PM,06:08 AM,05:53 PM,18,20,20,20,9,48,88,0.0,1018,20,10,116,6
2020-04-01 00:00:00,23,19,0.0,5.8,6,1,56,01:01 PM,11:06 PM,06:09 AM,05:52 PM,18,20,20,20,6,56,90,0.3,1019,20,10,110,4
2020-04-01 03:00:00,23,19,0.0,5.8,6,1,56,01:01 PM,11:06 PM,06:09 AM,05:52 PM,18,19,19,19,4,76,92,0.1,1018,19,10,163,3
2020-04-01 06:00:00,23,19,0.0,5.8,6,1,56,01:01 PM,11:06 PM,06:09 AM,05:52 PM,18,19,19,19,3,95,91,0.3,1019,19,10,277,2
2020-04-01 09:00:00,23,19,0.0,5.8,6,5,56,01:01 PM,11:06 PM,06:09 AM,05:52 PM,18,22,23,22,9,84,79,0.1,1020,22,10,156,7
2020-04-01 12:00:00,23,19,0.0,5.8,6,5,56,01:01 PM,11:06 PM,06:09 AM,05:52 PM,18,25,25,23,15,83,74,0.5,1019,23,10,76,12
2020-04-01 15:00:00,23,19,0.0,5.8,6,5,56,01:01 PM,11:06 PM,06:09 AM,05:52 PM,18,25,25,23,19,46,72,0.3,1017,23,10,74,15
2020-04-01 18:00:00,23,19,0.0,5.8,6,1,56,01:01 PM,11:06 PM,06:09 AM,05:52 PM,18,22,22,22,17,66,81,0.1,1018,22,9,63,13
2020-04-01 21:00:00,23,19,0.0,5.8,6,1,56,01:01 PM,11:06 PM,06:09 AM,05:52 PM,18,20,20,20,10,90,90,0.1,1018,20,10,251,6
2020-04-02 00:00:00,25,19,0.0,4.3,5,1,64,01:56 PM,No moonset,06:09 AM,05:50 PM,18,20,20,20,5,76,93,0.1,1017,20,10,355,4
2020-04-02 03:00:00,25,19,0.0,4.3,5,1,64,01:56 PM,No moonset,06:09 AM,05:50 PM,18,19,19,19,4,59,94,0.0,1016,19,5,124,3
2020-04-02 06:00:00,25,19,0.0,4.3,5,1,64,01:56 PM,No moonset,06:09 AM,05:50 PM,18,19,19,19,3,54,93,0.0,1015,19,7,224,2
2020-04-02 09:00:00,25,19,0.0,4.3,5,6,64,01:56 PM,No moonset,06:09 AM,05:50 PM,17,21,23,21,7,77,80,0.0,1015,21,10,350,6
2020-04-02 12:00:00,25,19,0.0,4.3,5,5,64,01:56 PM,No moonset,06:09 AM,05:50 PM,17,26,26,24,9,91,67,0.1,1013,24,10,124,8
2020-04-02 15:00:00,25,19,0.0,4.3,5,5,64,01:56 PM,No moonset,06:09 AM,05:50 PM,18,23,23,22,14,98,78,2.9,1011,22,8,14,10
2020-04-02 18:00:00,25,19,0.0,4.3,5,1,64,01:56 PM,No moonset,06:09 AM,05:50 PM,18,20,20,20,18,71,89,3.8,1011,20,8,22,12
2020-04-02 21:00:00,25,19,0.0,4.3,5,1,64,01:56 PM,No moonset,06:09 AM,05:50 PM,18,20,20,20,17,72,91,4.4,1011,20,8,239,12
2020-04-03 00:00:00,27,13,0.0,7.2,5,1,71,02:46 PM,12:05 AM,06:10 AM,05:49 PM,18,19,19,19,15,31,91,1.6,1010,19,9,334,10
2020-04-03 03:00:00,27,13,0.0,7.2,5,1,71,02:46 PM,12:05 AM,06:10 AM,05:49 PM,17,19,19,19,10,9,89,0.0,1009,19,10,312,6
2020-04-03 06:00:00,27,13,0.0,7.2,5,1,71,02:46 PM,12:05 AM,06:10 AM,05:49 PM,16,18,18,18,6,12,87,0.0,1010,18,10,308,4
2020-04-03 09:00:00,27,13,0.0,7.2,5,6,71,02:46 PM,12:05 AM,06:10 AM,05:49 PM,16,22,23,22,7,25,71,0.0,1010,22,10,330,5
2020-04-03 12:00:00,27,13,0.0,7.2,5,7,71,02:46 PM,12:05 AM,06:10 AM,05:49 PM,14,27,27,26,8,41,49,0.0,1008,26,10,131,7
2020-04-03 15:00:00,27,13,0.0,7.2,5,6,71,02:46 PM,12:05 AM,06:10 AM,05:49 PM,17,22,22,22,11,82,74,2.5,1005,22,8,31,9
2020-04-03 18:00:00,27,13,0.0,7.2,5,1,71,02:46 PM,12:05 AM,06:10 AM,05:49 PM,18,18,20,18,20,81,89,5.1,1005,18,8,35,14
2020-04-03 21:00:00,27,13,0.0,7.2,5,1,71,02:46 PM,12:05 AM,06:10 AM,05:49 PM,18,14,17,14,25,82,88,5.9,1004,14,8,247,16
2020-04-04 00:00:00,25,18,0.0,8.7,5,1,79,03:33 PM,01:11 AM,06:11 AM,05:48 PM,17,17,18,17,26,60,85,2.0,1002,17,9,357,15
2020-04-04 03:00:00,25,18,0.0,8.7,5,1,79,03:33 PM,01:11 AM,06:11 AM,05:48 PM,17,20,20,20,28,40,83,0.0,1000,20,10,355,17
2020-04-04 06:00:00,25,18,0.0,8.7,5,1,79,03:33 PM,01:11 AM,06:11 AM,05:48 PM,17,20,20,20,30,54,82,0.1,999,20,7,354,18
2020-04-04 09:00:00,25,18,0.0,8.7,5,5,79,03:33 PM,01:11 AM,06:11 AM,05:48 PM,14,24,24,24,30,30,57,0.1,1000,24,8,308,23
2020-04-04 12:00:00,25,18,0.0,8.7,5,6,79,03:33 PM,01:11 AM,06:11 AM,05:48 PM,7,25,25,25,32,5,32,0.0,1001,25,10,286,28
2020-04-04 15:00:00,25,18,0.0,8.7,5,6,79,03:33 PM,01:11 AM,06:11 AM,05:48 PM,5,24,24,23,30,0,31,0.0,1002,23,10,286,25
2020-04-04 18:00:00,25,18,0.0,8.7,5,1,79,03:33 PM,01:11 AM,06:11 AM,05:48 PM,7,20,20,20,24,0,43,0.0,1005,20,10,292,17
2020-04-04 21:00:00,25,18,0.0,8.7,5,1,79,03:33 PM,01:11 AM,06:11 AM,05:48 PM,8,18,18,18,15,0,53,0.0,1009,18,10,308,12
2020-04-05 00:00:00,23,14,0.0,8.7,5,1,87,04:14 PM,02:19 AM,06:12 AM,05:47 PM,8,17,17,17,12,0,58,0.0,1011,17,10,325,10
2020-04-05 03:00:00,23,14,0.0,8.7,5,1,87,04:14 PM,02:19 AM,06:12 AM,05:47 PM,7,14,15,14,14,2,60,0.0,1012,15,10,329,10
2020-04-05 06:00:00,23,14,0.0,8.7,5,1,87,04:14 PM,02:19 AM,06:12 AM,05:47 PM,7,14,14,14,12,1,62,0.0,1014,14,10,331,9
2020-04-05 09:00:00,23,14,0.0,8.7,5,5,87,04:14 PM,02:19 AM,06:12 AM,05:47 PM,6,18,18,18,14,0,47,0.0,1015,18,10,319,12
2020-04-05 12:00:00,23,14,0.0,8.7,5,6,87,04:14 PM,02:19 AM,06:12 AM,05:47 PM,5,22,22,22,21,0,33,0.0,1014,22,10,290,18
2020-04-05 15:00:00,23,14,0.0,8.7,5,6,87,04:14 PM,02:19 AM,06:12 AM,05:47 PM,6,24,24,23,22,1,33,0.0,1013,23,10,280,18
2020-04-05 18:00:00,23,14,0.0,8.7,5,1,87,04:14 PM,02:19 AM,06:12 AM,05:47 PM,8,21,21,21,15,1,45,0.0,1015,21,10,282,13
2020-04-05 21:00:00,23,14,0.0,8.7,5,1,87,04:14 PM,02:19 AM,06:12 AM,05:47 PM,10,19,19,19,9,0,56,0.0,1017,19,10,301,8
2020-04-06 00:00:00,24,14,0.0,8.7,6,1,94,04:53 PM,03:31 AM,06:12 AM,05:45 PM,11,18,18,18,6,1,65,0.0,1018,18,10,318,6
2020-04-06 03:00:00,24,14,0.0,8.7,6,1,94,04:53 PM,03:31 AM,06:12 AM,05:45 PM,10,15,15,15,6,3,70,0.0,1018,15,10,314,5
2020-04-06 06:00:00,24,14,0.0,8.7,6,1,94,04:53 PM,03:31 AM,06:12 AM,05:45 PM,9,14,14,14,9,5,69,0.0,1019,14,10,307,6
2020-04-06 09:00:00,24,14,0.0,8.7,6,5,94,04:53 PM,03:31 AM,06:12 AM,05:45 PM,9,19,21,19,9,9,53,0.0,1019,19,10,270,8
2020-04-06 12:00:00,24,14,0.0,8.7,6,6,94,04:53 PM,03:31 AM,06:12 AM,05:45 PM,9,25,25,23,11,35,39,0.0,1018,23,10,238,9
2020-04-06 15:00:00,24,14,0.0,8.7,6,6,94,04:53 PM,03:31 AM,06:12 AM,05:45 PM,10,25,25,23,16,45,45,0.0,1017,23,10,185,12
2020-04-06 18:00:00,24,14,0.0,8.7,6,1,94,04:53 PM,03:31 AM,06:12 AM,05:45 PM,12,18,19,18,19,65,70,0.2,1019,18,9,153,13
2020-04-06 21:00:00,24,14,0.0,8.7,6,1,94,04:53 PM,03:31 AM,06:12 AM,05:45 PM,13,16,16,16,16,90,82,0.6,1021,16,10,163,11
2020-04-07 00:00:00,19,14,0.0,4.2,4,1,100,05:31 PM,04:42 AM,06:13 AM,05:44 PM,13,16,16,16,15,70,82,0.4,1021,16,10,176,10
2020-04-07 03:00:00,19,14,0.0,4.2,4,1,100,05:31 PM,04:42 AM,06:13 AM,05:44 PM,12,15,15,15,13,65,82,0.3,1021,15,10,198,8
2020-04-07 06:00:00,19,14,0.0,4.2,4,1,100,05:31 PM,04:42 AM,06:13 AM,05:44 PM,11,14,14,14,11,79,82,0.1,1021,14,10,220,7
2020-04-07 09:00:00,19,14,0.0,4.2,4,4,100,05:31 PM,04:42 AM,06:13 AM,05:44 PM,11,17,17,17,10,89,68,0.0,1022,17,10,191,8
2020-04-07 12:00:00,19,14,0.0,4.2,4,4,100,05:31 PM,04:42 AM,06:13 AM,05:44 PM,12,19,19,19,13,80,64,0.4,1021,19,10,157,11
2020-04-07 15:00:00,19,14,0.0,4.2,4,4,100,05:31 PM,04:42 AM,06:13 AM,05:44 PM,12,19,19,19,14,65,63,0.6,1020,19,10,131,12
2020-04-07 18:00:00,19,14,0.0,4.2,4,1,100,05:31 PM,04:42 AM,06:13 AM,05:44 PM,12,18,18,18,11,71,70,0.3,1021,18,10,123,8
2020-04-07 21:00:00,19,14,0.0,4.2,4,1,100,05:31 PM,04:42 AM,06:13 AM,05:44 PM,13,17,17,17,6,60,78,0.2,1022,17,10,195,4
2020-04-08 00:00:00,20,15,0.0,8.7,4,1,100,06:07 PM,05:54 AM,06:14 AM,05:43 PM,13,16,16,16,6,73,82,0.1,1021,16,10,234,4
2020-04-08 03:00:00,20,15,0.0,8.7,4,1,100,06:07 PM,05:54 AM,06:14 AM,05:43 PM,12,15,15,15,9,66,85,0.2,1020,15,10,250,5
2020-04-08 06:00:00,20,15,0.0,8.7,4,1,100,06:07 PM,05:54 AM,06:14 AM,05:43 PM,12,15,15,15,8,50,84,0.1,1021,15,10,246,5
2020-04-08 09:00:00,20,15,0.0,8.7,4,5,100,06:07 PM,05:54 AM,06:14 AM,05:43 PM,13,18,18,18,6,54,71,0.1,1022,18,10,207,5
2020-04-08 12:00:00,20,15,0.0,8.7,4,4,100,06:07 PM,05:54 AM,06:14 AM,05:43 PM,13,19,19,19,14,56,68,1.0,1022,19,10,141,10
2020-04-08 15:00:00,20,15,0.0,8.7,4,4,100,06:07 PM,05:54 AM,06:14 AM,05:43 PM,13,20,20,20,18,59,67,2.1,1021,20,10,125,12
2020-04-08 18:00:00,20,15,0.0,8.7,4,1,100,06:07 PM,05:54 AM,06:14 AM,05:43 PM,13,18,18,18,13,73,72,0.9,1023,18,10,153,8
2020-04-08 21:00:00,20,15,0.0,8.7,4,1,100,06:07 PM,05:54 AM,06:14 AM,05:43 PM,13,17,17,17,11,67,81,0.5,1025,17,10,169,7
2020-04-09 00:00:00,22,15,0.0,4.2,4,1,83,06:44 PM,07:06 AM,06:14 AM,05:41 PM,13,16,16,16,13,65,86,0.3,1025,16,10,201,8
2020-04-09 03:00:00,22,15,0.0,4.2,4,1,83,06:44 PM,07:06 AM,06:14 AM,05:41 PM,13,15,15,15,14,75,87,0.1,1025,15,10,216,9
2020-04-09 06:00:00,22,15,0.0,4.2,4,1,83,06:44 PM,07:06 AM,06:14 AM,05:41 PM,13,15,15,15,14,76,87,0.1,1026,15,10,212,9
2020-04-09 09:00:00,22,15,0.0,4.2,4,4,83,06:44 PM,07:06 AM,06:14 AM,05:41 PM,14,19,19,19,13,85,74,0.4,1027,19,10,175,10
2020-04-09 12:00:00,22,15,0.0,4.2,4,5,83,06:44 PM,07:06 AM,06:14 AM,05:41 PM,14,22,23,22,10,81,62,0.2,1025,22,10,147,8
2020-04-09 15:00:00,22,15,0.0,4.2,4,5,83,06:44 PM,07:06 AM,06:14 AM,05:41 PM,14,25,25,22,9,79,59,0.2,1024,22,10,137,7
2020-04-09 18:00:00,22,15,0.0,4.2,4,1,83,06:44 PM,07:06 AM,06:14 AM,05:41 PM,15,20,21,20,9,59,73,0.1,1025,20,10,85,6
2020-04-09 21:00:00,22,15,0.0,4.2,4,1,83,06:44 PM,07:06 AM,06:14 AM,05:41 PM,15,18,18,18,9,34,84,0.0,1025,18,10,30,6
2020-04-10 00:00:00,19,17,0.0,4.2,5,1,76,07:25 PM,08:17 AM,06:15 AM,05:40 PM,15,17,17,17,5,52,88,0.1,1023,17,10,240,3
2020-04-10 03:00:00,19,17,0.0,4.2,5,1,76,07:25 PM,08:17 AM,06:15 AM,05:40 PM,15,17,17,17,5,88,89,0.3,1022,17,10,331,4
2020-04-10 06:00:00,19,17,0.0,4.2,5,1,76,07:25 PM,08:17 AM,06:15 AM,05:40 PM,15,17,17,17,6,100,92,1.7,1021,17,9,331,4
2020-04-10 09:00:00,19,17,0.0,4.2,5,4,76,07:25 PM,08:17 AM,06:15 AM,05:40 PM,15,17,17,17,11,86,92,4.4,1020,17,8,129,8
2020-04-10 12:00:00,19,17,0.0,4.2,5,4,76,07:25 PM,08:17 AM,06:15 AM,05:40 PM,15,17,17,17,18,86,89,4.1,1017,17,7,14,13
2020-04-10 15:00:00,19,17,0.0,4.2,5,4,76,07:25 PM,08:17 AM,06:15 AM,05:40 PM,16,19,19,19,19,69,83,3.7,1013,19,8,4,14
2020-04-10 18:00:00,19,17,0.0,4.2,5,1,76,07:25 PM,08:17 AM,06:15 AM,05:40 PM,15,18,18,18,19,72,83,2.4,1012,18,9,218,12
2020-04-10 21:00:00,19,17,0.0,4.2,5,1,76,07:25 PM,08:17 AM,06:15 AM,05:40 PM,14,17,17,17,16,83,81,1.7,1011,17,9,315,10
2020-04-11 00:00:00,26,15,0.0,8.7,5,1,68,08:08 PM,09:28 AM,06:16 AM,05:39 PM,13,17,17,17,12,28,77,0.6,1010,17,10,315,9
2020-04-11 03:00:00,26,15,0.0,8.7,5,1,68,08:08 PM,09:28 AM,06:16 AM,05:39 PM,12,16,16,16,14,0,77,0.0,1008,16,10,325,9
2020-04-11 06:00:00,26,15,0.0,8.7,5,1,68,08:08 PM,09:28 AM,06:16 AM,05:39 PM,11,15,15,15,15,3,76,0.0,1007,15,10,330,10
2020-04-11 09:00:00,26,15,0.0,8.7,5,6,68,08:08 PM,09:28 AM,06:16 AM,05:39 PM,8,20,21,20,23,5,50,0.0,1005,20,10,315,18
2020-04-11 12:00:00,26,15,0.0,8.7,5,6,68,08:08 PM,09:28 AM,06:16 AM,05:39 PM,7,25,25,25,31,6,31,0.0,1002,25,10,291,27
2020-04-11 15:00:00,26,15,0.0,8.7,5,6,68,08:08 PM,09:28 AM,06:16 AM,05:39 PM,7,24,24,24,32,15,35,0.0,1001,24,10,268,26
2020-04-11 18:00:00,26,15,0.0,8.7,5,1,68,08:08 PM,09:28 AM,06:16 AM,05:39 PM,6,20,23,20,33,17,43,0.0,1004,20,10,248,21
2020-04-11 21:00:00,26,15,0.0,8.7,5,1,68,08:08 PM,09:28 AM,06:16 AM,05:39 PM,3,17,19,17,31,5,44,0.0,1009,17,10,237,19
2020-04-12 00:00:00,23,12,0.0,8.7,5,1,61,08:56 PM,10:36 AM,06:17 AM,05:38 PM,2,12,14,12,23,3,49,0.0,1011,13,10,238,15
2020-04-12 03:00:00,23,12,0.0,8.7,5,1,61,08:56 PM,10:36 AM,06:17 AM,05:38 PM,4,12,12,12,13,1,56,0.0,1012,12,10,244,10
2020-04-12 06:00:00,23,12,0.0,8.7,5,1,61,08:56 PM,10:36 AM,06:17 AM,05:38 PM,5,12,12,12,9,0,60,0.0,1014,12,10,248,8
2020-04-12 09:00:00,23,12,0.0,8.7,5,5,61,08:56 PM,10:36 AM,06:17 AM,05:38 PM,4,16,16,16,11,0,46,0.0,1015,16,10,226,9
2020-04-12 12:00:00,23,12,0.0,8.7,5,6,61,08:56 PM,10:36 AM,06:17 AM,05:38 PM,5,21,22,21,10,0,34,0.0,1015,21,10,176,8
2020-04-12 15:00:00,23,12,0.0,8.7,5,6,61,08:56 PM,10:36 AM,06:17 AM,05:38 PM,6,24,24,22,10,0,35,0.0,1015,22,10,108,9
2020-04-12 18:00:00,23,12,0.0,8.7,5,1,61,08:56 PM,10:36 AM,06:17 AM,05:38 PM,10,20,21,20,8,1,53,0.0,1017,20,10,75,7
2020-04-12 21:00:00,23,12,0.0,8.7,5,1,61,08:56 PM,10:36 AM,06:17 AM,05:38 PM,10,17,17,17,7,2,66,0.0,1019,17,10,211,5
2020-04-13 00:00:00,23,12,0.0,4.2,5,1,53,09:49 PM,11:40 AM,06:17 AM,05:36 PM,9,15,14,15,6,5,71,0.0,1020,14,10,282,5
2020-04-13 03:00:00,23,12,0.0,4.2,5,1,53,09:49 PM,11:40 AM,06:17 AM,05:36 PM,8,13,12,13,6,23,73,0.0,1019,12,10,285,4
2020-04-13 06:00:00,23,12,0.0,4.2,5,1,53,09:49 PM,11:40 AM,06:17 AM,05:36 PM,7,12,12,12,5,50,73,0.0,1020,12,10,308,3
2020-04-13 09:00:00,23,12,0.0,4.2,5,5,53,09:49 PM,11:40 AM,06:17 AM,05:36 PM,7,16,16,16,4,73,58,0.0,1021,16,10,332,3
2020-04-13 12:00:00,23,12,0.0,4.2,5,5,53,09:49 PM,11:40 AM,06:17 AM,05:36 PM,7,21,22,21,4,75,41,0.0,1020,21,10,149,3
2020-04-13 15:00:00,23,12,0.0,4.2,5,5,53,09:49 PM,11:40 AM,06:17 AM,05:36 PM,8,22,22,22,8,90,43,0.0,1019,22,10,71,6
2020-04-13 18:00:00,23,12,0.0,4.2,5,1,53,09:49 PM,11:40 AM,06:17 AM,05:36 PM,11,19,19,19,8,36,63,0.0,1021,19,10,65,6
