date_time,Loxton_maxtempC,Loxton_mintempC,Loxton_totalSnow_cm,Loxton_sunHour,Loxton_uvIndex,Loxton_uvIndex,Loxton_moon_illumination,Loxton_moonrise,Loxton_moonset,Loxton_sunrise,Loxton_sunset,Loxton_DewPointC,Loxton_FeelsLikeC,Loxton_HeatIndexC,Loxton_WindChillC,Loxton_WindGustKmph,Loxton_cloudcover,Loxton_humidity,Loxton_precipMM,Loxton_pressure,Loxton_tempC,Loxton_visibility,Loxton_winddirDegree,Loxton_windspeedKmph
2020-04-11 21:00:00,21,16,0.0,7.2,5,1,68,08:19 PM,09:43 AM,06:28 AM,05:49 PM,5,16,18,16,26,0,61,0.0,1020,16,10,180,16
2020-04-12 00:00:00,19,7,0.0,8.7,4,1,61,09:07 PM,10:51 AM,06:28 AM,05:48 PM,4,8,10,8,23,0,68,0.0,1020,10,10,195,13
2020-04-12 03:00:00,19,7,0.0,8.7,4,1,61,09:07 PM,10:51 AM,06:28 AM,05:48 PM,4,7,8,7,20,0,75,0.0,1020,8,10,198,11
2020-04-12 06:00:00,19,7,0.0,8.7,4,1,61,09:07 PM,10:51 AM,06:28 AM,05:48 PM,4,6,7,6,18,0,82,0.0,1021,7,10,188,9
2020-04-12 09:00:00,19,7,0.0,8.7,4,4,61,09:07 PM,10:51 AM,06:28 AM,05:48 PM,4,12,13,12,13,5,54,0.0,1023,13,10,155,12
2020-04-12 12:00:00,19,7,0.0,8.7,4,5,61,09:07 PM,10:51 AM,06:28 AM,05:48 PM,2,17,17,17,6,3,37,0.0,1021,17,10,156,5
2020-04-12 15:00:00,19,7,0.0,8.7,4,5,61,09:07 PM,10:51 AM,06:28 AM,05:48 PM,1,19,19,19,8,14,30,0.0,1019,19,10,163,7
2020-04-12 18:00:00,19,7,0.0,8.7,4,1,61,09:07 PM,10:51 AM,06:28 AM,05:48 PM,1,16,16,16,8,99,36,0.0,1020,16,10,110,4
2020-04-12 21:00:00,19,7,0.0,8.7,4,1,61,09:07 PM,10:51 AM,06:28 AM,05:48 PM,1,15,14,15,9,35,40,0.0,1021,14,10,144,4
2020-04-13 00:00:00,24,10,0.0,8.7,5,1,53,10:00 PM,11:55 AM,06:29 AM,05:47 PM,1,13,13,13,12,22,42,0.0,1020,13,10,197,6
2020-04-13 03:00:00,24,10,0.0,8.7,5,1,53,10:00 PM,11:55 AM,06:29 AM,05:47 PM,1,10,11,10,15,10,50,0.0,1020,11,10,162,7
2020-04-13 06:00:00,24,10,0.0,8.7,5,1,53,10:00 PM,11:55 AM,06:29 AM,05:47 PM,1,9,10,9,13,5,56,0.0,1020,10,10,119,6
2020-04-13 09:00:00,24,10,0.0,8.7,5,5,53,10:00 PM,11:55 AM,06:29 AM,05:47 PM,1,18,18,18,10,0,33,0.0,1021,18,10,8,8
2020-04-13 12:00:00,24,10,0.0,8.7,5,6,53,10:00 PM,11:55 AM,06:29 AM,05:47 PM,-1,22,22,22,12,0,22,0.0,1020,22,10,357,10
2020-04-13 15:00:00,24,10,0.0,8.7,5,6,53,10:00 PM,11:55 AM,06:29 AM,05:47 PM,-2,23,23,24,8,0,17,0.0,1018,24,10,352,6
2020-04-13 18:00:00,24,10,0.0,8.7,5,1,53,10:00 PM,11:55 AM,06:29 AM,05:47 PM,-2,19,19,19,21,0,24,0.0,1020,19,10,51,10
2020-04-13 21:00:00,24,10,0.0,8.7,5,1,53,10:00 PM,11:55 AM,06:29 AM,05:47 PM,-2,18,18,18,30,3,26,0.0,1021,18,10,46,14
2020-04-14 00:00:00,27,14,0.0,7.2,6,1,46,10:56 PM,12:52 PM,06:30 AM,05:46 PM,-0,16,16,16,33,2,32,0.0,1021,16,10,24,16
2020-04-14 03:00:00,27,14,0.0,7.2,6,1,46,10:56 PM,12:52 PM,06:30 AM,05:46 PM,-1,14,15,14,30,2,34,0.0,1021,15,10,4,14
2020-04-14 06:00:00,27,14,0.0,7.2,6,1,46,10:56 PM,12:52 PM,06:30 AM,05:46 PM,-1,13,14,13,26,2,35,0.0,1022,14,10,1,13
2020-04-14 09:00:00,27,14,0.0,7.2,6,6,46,10:56 PM,12:52 PM,06:30 AM,05:46 PM,-0,22,22,22,15,15,23,0.0,1023,22,10,6,13
2020-04-14 12:00:00,27,14,0.0,7.2,6,7,46,10:56 PM,12:52 PM,06:30 AM,05:46 PM,-3,25,25,26,16,5,14,0.0,1022,26,10,20,14
2020-04-14 15:00:00,27,14,0.0,7.2,6,6,46,10:56 PM,12:52 PM,06:30 AM,05:46 PM,-4,25,25,27,18,94,13,0.0,1020,27,10,31,14
2020-04-14 18:00:00,27,14,0.0,7.2,6,1,46,10:56 PM,12:52 PM,06:30 AM,05:46 PM,-3,22,22,23,32,19,18,0.0,1021,23,10,54,15
2020-04-14 21:00:00,27,14,0.0,7.2,6,1,46,10:56 PM,12:52 PM,06:30 AM,05:46 PM,-1,20,20,20,39,20,24,0.0,1022,20,10,36,18
2020-04-15 00:00:00,31,17,0.0,8.7,6,1,38,11:53 PM,01:42 PM,06:31 AM,05:44 PM,0,19,19,19,36,20,28,0.0,1021,19,10,18,17
2020-04-15 03:00:00,31,17,0.0,8.7,6,1,38,11:53 PM,01:42 PM,06:31 AM,05:44 PM,2,17,17,17,32,5,34,0.0,1019,17,10,8,15
2020-04-15 06:00:00,31,17,0.0,8.7,6,1,38,11:53 PM,01:42 PM,06:31 AM,05:44 PM,2,17,17,17,32,6,38,0.0,1020,17,10,7,15
2020-04-15 09:00:00,31,17,0.0,8.7,6,6,38,11:53 PM,01:42 PM,06:31 AM,05:44 PM,2,23,23,23,31,7,26,0.0,1019,23,10,2,25
2020-04-15 12:00:00,31,17,0.0,8.7,6,7,38,11:53 PM,01:42 PM,06:31 AM,05:44 PM,2,27,27,29,31,19,17,0.0,1017,29,10,349,27
2020-04-15 15:00:00,31,17,0.0,8.7,6,8,38,11:53 PM,01:42 PM,06:31 AM,05:44 PM,2,28,28,31,37,17,16,0.0,1013,31,10,334,29
2020-04-15 18:00:00,31,17,0.0,8.7,6,1,38,11:53 PM,01:42 PM,06:31 AM,05:44 PM,3,25,25,26,40,13,22,0.0,1013,26,10,346,19
2020-04-15 21:00:00,31,17,0.0,8.7,6,1,38,11:53 PM,01:42 PM,06:31 AM,05:44 PM,4,24,24,24,34,21,29,0.0,1013,24,10,311,16
2020-04-16 00:00:00,25,16,0.0,8.7,5,1,30,No moonrise,02:25 PM,06:32 AM,05:43 PM,3,24,24,23,37,82,27,0.0,1010,23,10,337,18
2020-04-16 03:00:00,25,16,0.0,8.7,5,1,30,No moonrise,02:25 PM,06:32 AM,05:43 PM,2,23,23,22,40,13,26,0.0,1010,22,10,302,19
2020-04-16 06:00:00,25,16,0.0,8.7,5,1,30,No moonrise,02:25 PM,06:32 AM,05:43 PM,8,19,19,19,26,10,48,0.0,1011,19,10,215,17
2020-04-16 09:00:00,25,16,0.0,8.7,5,6,30,No moonrise,02:25 PM,06:32 AM,05:43 PM,13,21,24,21,33,9,59,0.0,1014,21,10,217,28
2020-04-16 12:00:00,25,16,0.0,8.7,5,6,30,No moonrise,02:25 PM,06:32 AM,05:43 PM,9,25,25,25,33,0,35,0.0,1013,25,10,234,29
2020-04-16 15:00:00,25,16,0.0,8.7,5,6,30,No moonrise,02:25 PM,06:32 AM,05:43 PM,9,25,25,23,33,12,40,0.0,1013,23,10,217,29
2020-04-16 18:00:00,25,16,0.0,8.7,5,1,30,No moonrise,02:25 PM,06:32 AM,05:43 PM,8,20,22,20,37,18,53,0.0,1016,20,10,212,24
2020-04-16 21:00:00,25,16,0.0,8.7,5,1,30,No moonrise,02:25 PM,06:32 AM,05:43 PM,7,16,19,16,32,10,60,0.0,1018,16,10,206,21
2020-04-17 00:00:00,22,11,0.0,8.7,5,1,23,12:51 AM,03:02 PM,06:32 AM,05:42 PM,7,11,13,11,23,0,67,0.0,1018,13,10,211,13
2020-04-17 03:00:00,22,11,0.0,8.7,5,1,23,12:51 AM,03:02 PM,06:32 AM,05:42 PM,7,10,12,10,25,0,74,0.0,1018,12,10,234,14
2020-04-17 06:00:00,22,11,0.0,8.7,5,1,23,12:51 AM,03:02 PM,06:32 AM,05:42 PM,6,9,11,9,23,19,74,0.0,1019,11,10,251,12
2020-04-17 09:00:00,22,11,0.0,8.7,5,5,23,12:51 AM,03:02 PM,06:32 AM,05:42 PM,7,17,17,17,20,33,52,0.0,1020,17,10,222,17
2020-04-17 12:00:00,22,11,0.0,8.7,5,5,23,12:51 AM,03:02 PM,06:32 AM,05:42 PM,5,20,20,20,18,2,39,0.0,1018,20,10,216,16
2020-04-17 15:00:00,22,11,0.0,8.7,5,6,23,12:51 AM,03:02 PM,06:32 AM,05:42 PM,4,22,23,22,19,0,32,0.0,1017,22,10,214,17
2020-04-17 18:00:00,22,11,0.0,8.7,5,1,23,12:51 AM,03:02 PM,06:32 AM,05:42 PM,7,20,23,20,31,0,56,0.0,1018,20,10,190,18
2020-04-17 21:00:00,22,11,0.0,8.7,5,1,23,12:51 AM,03:02 PM,06:32 AM,05:42 PM,8,17,20,17,24,0,67,0.0,1019,17,10,212,13
2020-04-18 00:00:00,19,12,0.0,5.7,5,1,15,01:49 AM,03:35 PM,06:33 AM,05:41 PM,8,11,12,11,17,6,77,0.0,1018,12,10,196,9
2020-04-18 03:00:00,19,12,0.0,5.7,5,1,15,01:49 AM,03:35 PM,06:33 AM,05:41 PM,9,13,13,13,9,100,74,0.0,1017,13,10,246,6
2020-04-18 06:00:00,19,12,0.0,5.7,5,1,15,01:49 AM,03:35 PM,06:33 AM,05:41 PM,9,14,14,14,8,92,72,0.1,1018,14,10,283,5
2020-04-18 09:00:00,19,12,0.0,5.7,5,5,15,01:49 AM,03:35 PM,06:33 AM,05:41 PM,8,16,16,16,18,52,56,0.0,1018,16,10,247,15
2020-04-18 12:00:00,19,12,0.0,5.7,5,4,15,01:49 AM,03:35 PM,06:33 AM,05:41 PM,8,17,17,17,12,89,53,0.2,1017,17,10,306,10
2020-04-18 15:00:00,19,12,0.0,5.7,5,4,15,01:49 AM,03:35 PM,06:33 AM,05:41 PM,4,19,19,19,13,99,39,0.0,1015,19,10,204,11
2020-04-18 18:00:00,19,12,0.0,5.7,5,1,15,01:49 AM,03:35 PM,06:33 AM,05:41 PM,5,16,16,16,10,75,48,0.0,1016,16,10,192,5
2020-04-18 21:00:00,19,12,0.0,5.7,5,1,15,01:49 AM,03:35 PM,06:33 AM,05:41 PM,6,15,15,15,9,53,53,0.0,1016,15,10,186,5
2020-04-19 00:00:00,23,12,0.0,7.2,4,1,8,02:45 AM,04:05 PM,06:34 AM,05:39 PM,7,15,15,15,12,68,60,0.0,1016,15,10,88,8
2020-04-19 03:00:00,23,12,0.0,7.2,4,1,8,02:45 AM,04:05 PM,06:34 AM,05:39 PM,7,15,15,15,11,100,60,0.0,1015,15,10,27,7
2020-04-19 06:00:00,23,12,0.0,7.2,4,1,8,02:45 AM,04:05 PM,06:34 AM,05:39 PM,7,12,12,12,16,55,68,0.0,1015,12,10,32,8
2020-04-19 09:00:00,23,12,0.0,7.2,4,5,8,02:45 AM,04:05 PM,06:34 AM,05:39 PM,7,18,18,18,10,15,51,0.0,1015,18,10,357,9
2020-04-19 12:00:00,23,12,0.0,7.2,4,5,8,02:45 AM,04:05 PM,06:34 AM,05:39 PM,6,21,24,21,17,100,37,0.0,1013,21,10,3,14
2020-04-19 15:00:00,23,12,0.0,7.2,4,6,8,02:45 AM,04:05 PM,06:34 AM,05:39 PM,6,24,24,23,23,20,32,0.0,1011,23,10,342,19
2020-04-19 18:00:00,23,12,0.0,7.2,4,1,8,02:45 AM,04:05 PM,06:34 AM,05:39 PM,6,21,21,21,35,49,38,0.0,1010,21,10,25,21
2020-04-19 21:00:00,23,12,0.0,7.2,4,1,8,02:45 AM,04:05 PM,06:34 AM,05:39 PM,4,19,21,19,50,48,32,0.0,1009,19,10,349,32
2020-04-20 00:00:00,23,16,0.0,7.2,5,1,0,03:40 AM,04:32 PM,06:35 AM,05:38 PM,3,21,23,21,54,79,29,0.0,1008,21,10,344,35
2020-04-20 03:00:00,23,16,0.0,7.2,5,1,0,03:40 AM,04:32 PM,06:35 AM,05:38 PM,2,22,23,22,48,48,28,0.0,1008,22,10,312,29
2020-04-20 06:00:00,23,16,0.0,7.2,5,1,0,03:40 AM,04:32 PM,06:35 AM,05:38 PM,8,20,20,20,40,23,48,0.0,1010,20,10,279,24
2020-04-20 09:00:00,23,16,0.0,7.2,5,6,0,03:40 AM,04:32 PM,06:35 AM,05:38 PM,12,21,24,21,29,34,57,0.0,1013,21,10,261,25
2020-04-20 12:00:00,23,16,0.0,7.2,5,5,0,03:40 AM,04:32 PM,06:35 AM,05:38 PM,11,25,25,23,29,85,49,0.0,1013,23,10,245,25
2020-04-20 15:00:00,23,16,0.0,7.2,5,6,0,03:40 AM,04:32 PM,06:35 AM,05:38 PM,8,24,24,23,28,50,40,0.0,1013,23,10,265,24
2020-04-20 18:00:00,23,16,0.0,7.2,5,1,0,03:40 AM,04:32 PM,06:35 AM,05:38 PM,7,19,19,19,31,9,44,0.0,1016,19,10,238,17
2020-04-20 21:00:00,23,16,0.0,7.2,5,1,0,03:40 AM,04:32 PM,06:35 AM,05:38 PM,6,16,16,16,27,0,54,0.0,1017,16,10,207,14
