date_time,Dunedin_maxtempC,Dunedin_mintempC,Dunedin_totalSnow_cm,Dunedin_sunHour,Dunedin_uvIndex,Dunedin_uvIndex,Dunedin_moon_illumination,Dunedin_moonrise,Dunedin_moonset,Dunedin_sunrise,Dunedin_sunset,Dunedin_DewPointC,Dunedin_FeelsLikeC,Dunedin_HeatIndexC,Dunedin_WindChillC,Dunedin_WindGustKmph,Dunedin_cloudcover,Dunedin_humidity,Dunedin_precipMM,Dunedin_pressure,Dunedin_tempC,Dunedin_visibility,Dunedin_winddirDegree,Dunedin_windspeedKmph
2020-04-03 12:00:00,13,9,0.0,11.6,3,4,71,04:01 PM,12:04 AM,06:59 AM,06:23 PM,11,11,13,11,22,39,89,0.0,1022,13,10,39,16
2020-04-03 15:00:00,13,9,0.0,11.6,3,4,71,04:01 PM,12:04 AM,06:59 AM,06:23 PM,11,11,13,11,29,55,91,0.0,1021,13,10,43,20
2020-04-03 18:00:00,13,9,0.0,11.6,3,1,71,04:01 PM,12:04 AM,06:59 AM,06:23 PM,11,11,14,11,36,28,89,0.0,1021,11,10,29,24
2020-04-03 21:00:00,13,9,0.0,11.6,3,1,71,04:01 PM,12:04 AM,06:59 AM,06:23 PM,11,9,12,9,45,40,89,0.0,1023,9,10,23,30
2020-04-04 00:00:00,13,9,0.0,5.6,3,1,79,04:41 PM,01:14 AM,07:00 AM,06:21 PM,11,10,13,10,46,92,90,0.0,1023,13,10,24,32
2020-04-04 03:00:00,13,9,0.0,5.6,3,1,79,04:41 PM,01:14 AM,07:00 AM,06:21 PM,11,10,13,10,46,23,89,0.0,1022,13,10,22,32
2020-04-04 06:00:00,13,9,0.0,5.6,3,1,79,04:41 PM,01:14 AM,07:00 AM,06:21 PM,11,10,13,10,53,90,88,0.0,1023,13,10,16,37
2020-04-04 09:00:00,13,9,0.0,5.6,3,3,79,04:41 PM,01:14 AM,07:00 AM,06:21 PM,11,10,13,10,51,95,86,0.0,1024,13,10,14,37
2020-04-04 12:00:00,13,9,0.0,5.6,3,3,79,04:41 PM,01:14 AM,07:00 AM,06:21 PM,11,11,13,11,53,81,85,0.0,1023,13,10,20,36
2020-04-04 15:00:00,13,9,0.0,5.6,3,3,79,04:41 PM,01:14 AM,07:00 AM,06:21 PM,12,11,13,11,54,84,89,0.0,1022,13,10,34,36
2020-04-04 18:00:00,13,9,0.0,5.6,3,1,79,04:41 PM,01:14 AM,07:00 AM,06:21 PM,11,10,13,10,62,96,88,0.0,1021,13,10,30,42
2020-04-04 21:00:00,13,9,0.0,5.6,3,1,79,04:41 PM,01:14 AM,07:00 AM,06:21 PM,11,9,12,9,69,87,88,0.1,1022,9,10,28,46
2020-04-05 00:00:00,14,8,0.0,10.1,3,1,87,05:16 PM,02:30 AM,07:01 AM,06:19 PM,12,11,14,11,59,100,87,0.0,1022,14,10,21,42
2020-04-05 03:00:00,14,8,0.0,10.1,3,1,87,05:16 PM,02:30 AM,07:01 AM,06:19 PM,12,11,14,11,58,86,89,0.0,1021,14,10,27,41
2020-04-05 06:00:00,14,8,0.0,10.1,3,1,87,05:16 PM,02:30 AM,07:01 AM,06:19 PM,12,11,14,11,48,82,89,0.0,1021,14,10,23,35
2020-04-05 09:00:00,14,8,0.0,10.1,3,3,87,05:16 PM,02:30 AM,07:01 AM,06:19 PM,11,10,13,10,46,69,89,0.0,1021,13,10,21,34
2020-04-05 12:00:00,14,8,0.0,10.1,3,4,87,05:16 PM,02:30 AM,07:01 AM,06:19 PM,11,11,13,11,46,25,88,0.0,1020,13,10,29,33
2020-04-05 15:00:00,14,8,0.0,10.1,3,4,87,05:16 PM,02:30 AM,07:01 AM,06:19 PM,11,11,13,11,48,30,87,0.0,1018,13,10,26,32
2020-04-05 18:00:00,14,8,0.0,10.1,3,1,87,05:16 PM,02:30 AM,07:01 AM,06:19 PM,12,11,13,11,49,11,87,0.0,1018,11,10,29,28
2020-04-05 21:00:00,14,8,0.0,10.1,3,1,87,05:16 PM,02:30 AM,07:01 AM,06:19 PM,12,8,10,8,43,48,86,0.0,1019,8,10,18,24
2020-04-06 00:00:00,15,8,0.0,8.6,4,1,94,05:46 PM,03:50 AM,07:03 AM,06:17 PM,12,12,14,12,37,54,88,0.0,1018,14,10,26,22
2020-04-06 03:00:00,15,8,0.0,8.6,4,1,94,05:46 PM,03:50 AM,07:03 AM,06:17 PM,12,13,14,13,23,52,86,0.0,1018,14,10,31,13
2020-04-06 06:00:00,15,8,0.0,8.6,4,1,94,05:46 PM,03:50 AM,07:03 AM,06:17 PM,11,13,14,13,32,79,82,0.0,1017,14,10,30,18
2020-04-06 09:00:00,15,8,0.0,8.6,4,3,94,05:46 PM,03:50 AM,07:03 AM,06:17 PM,11,13,15,13,42,91,81,0.0,1017,15,10,25,24
2020-04-06 12:00:00,15,8,0.0,8.6,4,4,94,05:46 PM,03:50 AM,07:03 AM,06:17 PM,12,13,15,13,46,35,83,0.0,1016,15,10,28,28
2020-04-06 15:00:00,15,8,0.0,8.6,4,4,94,05:46 PM,03:50 AM,07:03 AM,06:17 PM,11,12,14,12,41,48,84,0.0,1013,14,10,27,24
2020-04-06 18:00:00,15,8,0.0,8.6,4,1,94,05:46 PM,03:50 AM,07:03 AM,06:17 PM,12,10,14,10,32,69,84,0.0,1012,10,10,13,16
2020-04-06 21:00:00,15,8,0.0,8.6,4,1,94,05:46 PM,03:50 AM,07:03 AM,06:17 PM,12,8,10,8,25,79,89,0.1,1012,8,10,4,14
2020-04-07 00:00:00,14,5,0.0,5.6,4,1,100,06:13 PM,05:11 AM,07:04 AM,06:16 PM,12,14,15,14,24,36,85,0.0,1010,15,10,360,13
2020-04-07 03:00:00,14,5,0.0,5.6,4,1,100,06:13 PM,05:11 AM,07:04 AM,06:16 PM,11,14,15,14,18,34,79,0.0,1009,15,10,354,9
2020-04-07 06:00:00,14,5,0.0,5.6,4,1,100,06:13 PM,05:11 AM,07:04 AM,06:16 PM,11,14,14,14,18,45,80,0.0,1007,14,10,208,10
2020-04-07 09:00:00,14,5,0.0,5.6,4,3,100,06:13 PM,05:11 AM,07:04 AM,06:16 PM,12,11,13,11,32,80,92,0.0,1007,13,10,211,23
2020-04-07 12:00:00,14,5,0.0,5.6,4,3,100,06:13 PM,05:11 AM,07:04 AM,06:16 PM,11,11,13,11,24,100,91,0.0,1007,13,10,182,18
2020-04-07 15:00:00,14,5,0.0,5.6,4,3,100,06:13 PM,05:11 AM,07:04 AM,06:16 PM,10,10,12,10,31,86,91,0.2,1006,12,2,185,22
2020-04-07 18:00:00,14,5,0.0,5.6,4,1,100,06:13 PM,05:11 AM,07:04 AM,06:16 PM,9,8,12,8,20,80,82,0.1,1007,8,10,213,13
2020-04-07 21:00:00,14,5,0.0,5.6,4,1,100,06:13 PM,05:11 AM,07:04 AM,06:16 PM,7,5,8,5,28,70,71,0.1,1009,5,10,231,18
2020-04-08 00:00:00,13,5,0.0,7.1,3,1,100,06:40 PM,06:32 AM,07:05 AM,06:14 PM,5,10,11,10,18,68,65,0.0,1010,11,10,256,12
2020-04-08 03:00:00,13,5,0.0,7.1,3,1,100,06:40 PM,06:32 AM,07:05 AM,06:14 PM,6,9,10,9,13,100,72,0.0,1010,10,10,285,9
2020-04-08 06:00:00,13,5,0.0,7.1,3,1,100,06:40 PM,06:32 AM,07:05 AM,06:14 PM,5,10,10,10,7,56,69,0.0,1010,10,10,279,5
2020-04-08 09:00:00,13,5,0.0,7.1,3,3,100,06:40 PM,06:32 AM,07:05 AM,06:14 PM,8,9,11,9,22,64,78,0.1,1010,11,10,340,17
2020-04-08 12:00:00,13,5,0.0,7.1,3,4,100,06:40 PM,06:32 AM,07:05 AM,06:14 PM,8,8,11,8,34,42,81,0.0,1010,11,10,8,26
2020-04-08 15:00:00,13,5,0.0,7.1,3,3,100,06:40 PM,06:32 AM,07:05 AM,06:14 PM,9,10,13,10,45,74,77,0.5,1008,13,9,19,31
2020-04-08 18:00:00,13,5,0.0,7.1,3,1,100,06:40 PM,06:32 AM,07:05 AM,06:14 PM,9,9,11,9,19,78,75,1.7,1007,9,10,321,11
2020-04-08 21:00:00,13,5,0.0,7.1,3,1,100,06:40 PM,06:32 AM,07:05 AM,06:14 PM,6,5,7,5,53,78,70,0.7,1009,5,9,244,35
2020-04-09 00:00:00,13,10,0.0,7.0,4,1,83,07:09 PM,07:54 AM,07:06 AM,06:12 PM,6,7,10,7,42,34,76,0.0,1010,10,10,242,31
2020-04-09 03:00:00,13,10,0.0,7.0,4,1,83,07:09 PM,07:54 AM,07:06 AM,06:12 PM,5,6,10,6,42,48,74,0.0,1010,10,10,245,32
2020-04-09 06:00:00,13,10,0.0,7.0,4,1,83,07:09 PM,07:54 AM,07:06 AM,06:12 PM,5,6,10,6,37,100,74,0.0,1010,10,10,246,28
2020-04-09 09:00:00,13,10,0.0,7.0,4,4,83,07:09 PM,07:54 AM,07:06 AM,06:12 PM,6,7,11,7,38,61,72,0.0,1012,11,10,250,28
2020-04-09 12:00:00,13,10,0.0,7.0,4,3,83,07:09 PM,07:54 AM,07:06 AM,06:12 PM,7,12,13,12,31,100,67,0.0,1010,13,10,264,22
2020-04-09 15:00:00,13,10,0.0,7.0,4,3,83,07:09 PM,07:54 AM,07:06 AM,06:12 PM,9,11,13,11,39,100,72,0.0,1010,13,10,240,25
2020-04-09 18:00:00,13,10,0.0,7.0,4,1,83,07:09 PM,07:54 AM,07:06 AM,06:12 PM,8,11,13,11,39,57,73,0.1,1010,13,10,237,25
2020-04-09 21:00:00,13,10,0.0,7.0,4,1,83,07:09 PM,07:54 AM,07:06 AM,06:12 PM,8,10,13,10,45,26,71,0.0,1014,13,10,235,29
2020-04-10 00:00:00,13,6,0.0,10.1,4,1,76,07:40 PM,09:15 AM,07:08 AM,06:10 PM,7,10,13,10,32,2,71,0.0,1014,13,10,251,22
2020-04-10 03:00:00,13,6,0.0,10.1,4,1,76,07:40 PM,09:15 AM,07:08 AM,06:10 PM,7,10,12,10,25,16,72,0.0,1014,12,10,254,17
2020-04-10 06:00:00,13,6,0.0,10.1,4,1,76,07:40 PM,09:15 AM,07:08 AM,06:10 PM,7,10,11,10,14,32,74,0.0,1014,11,10,291,10
2020-04-10 09:00:00,13,6,0.0,10.1,4,4,76,07:40 PM,09:15 AM,07:08 AM,06:10 PM,7,11,12,11,10,32,72,0.0,1015,12,10,310,7
2020-04-10 12:00:00,13,6,0.0,10.1,4,4,76,07:40 PM,09:15 AM,07:08 AM,06:10 PM,8,11,12,11,18,3,78,0.0,1014,12,10,56,13
2020-04-10 15:00:00,13,6,0.0,10.1,4,4,76,07:40 PM,09:15 AM,07:08 AM,06:10 PM,9,11,13,11,24,40,77,0.0,1011,13,10,48,14
2020-04-10 18:00:00,13,6,0.0,10.1,4,1,76,07:40 PM,09:15 AM,07:08 AM,06:10 PM,10,10,13,10,15,99,79,0.0,1010,10,10,25,9
2020-04-10 21:00:00,13,6,0.0,10.1,4,1,76,07:40 PM,09:15 AM,07:08 AM,06:10 PM,10,6,9,6,12,35,83,0.0,1012,6,10,13,6
2020-04-11 00:00:00,13,7,0.0,11.0,4,1,68,08:16 PM,10:34 AM,07:09 AM,06:08 PM,10,13,13,13,13,2,82,0.0,1011,13,10,336,7
2020-04-11 03:00:00,13,7,0.0,11.0,4,1,68,08:16 PM,10:34 AM,07:09 AM,06:08 PM,9,13,13,13,13,0,78,0.0,1010,13,10,233,8
2020-04-11 06:00:00,13,7,0.0,11.0,4,1,68,08:16 PM,10:34 AM,07:09 AM,06:08 PM,9,10,12,10,26,0,80,0.0,1009,12,10,227,16
2020-04-11 09:00:00,13,7,0.0,11.0,4,4,68,08:16 PM,10:34 AM,07:09 AM,06:08 PM,8,12,13,12,14,0,72,0.0,1009,13,10,255,9
2020-04-11 12:00:00,13,7,0.0,11.0,4,4,68,08:16 PM,10:34 AM,07:09 AM,06:08 PM,8,12,13,12,17,0,72,0.0,1007,13,10,56,11
2020-04-11 15:00:00,13,7,0.0,11.0,4,4,68,08:16 PM,10:34 AM,07:09 AM,06:08 PM,10,11,13,11,22,0,82,0.0,1006,13,10,45,14
2020-04-11 18:00:00,13,7,0.0,11.0,4,1,68,08:16 PM,10:34 AM,07:09 AM,06:08 PM,10,9,11,9,26,0,84,0.0,1003,9,10,17,15
2020-04-11 21:00:00,13,7,0.0,11.0,4,1,68,08:16 PM,10:34 AM,07:09 AM,06:08 PM,10,7,11,7,21,9,82,0.0,1003,7,10,5,12
2020-04-12 00:00:00,15,9,0.0,11.0,3,1,61,08:58 PM,11:50 AM,07:10 AM,06:07 PM,10,12,13,12,18,72,82,0.0,1001,13,10,2,11
2020-04-12 03:00:00,15,9,0.0,11.0,3,1,61,08:58 PM,11:50 AM,07:10 AM,06:07 PM,10,13,13,13,7,21,79,0.0,999,13,10,260,4
2020-04-12 06:00:00,15,9,0.0,11.0,3,1,61,08:58 PM,11:50 AM,07:10 AM,06:07 PM,8,13,13,13,10,47,73,0.0,997,13,10,257,6
2020-04-12 09:00:00,15,9,0.0,11.0,3,4,61,08:58 PM,11:50 AM,07:10 AM,06:07 PM,8,13,14,13,29,27,68,0.0,995,14,10,16,16
2020-04-12 12:00:00,15,9,0.0,11.0,3,4,61,08:58 PM,11:50 AM,07:10 AM,06:07 PM,9,12,14,12,44,53,70,0.0,992,14,10,12,24
2020-04-12 15:00:00,15,9,0.0,11.0,3,4,61,08:58 PM,11:50 AM,07:10 AM,06:07 PM,10,13,15,13,64,19,71,0.0,988,15,10,18,36
2020-04-12 18:00:00,15,9,0.0,11.0,3,1,61,08:58 PM,11:50 AM,07:10 AM,06:07 PM,10,13,16,13,77,21,73,0.0,982,13,10,19,42
2020-04-12 21:00:00,15,9,0.0,11.0,3,1,61,08:58 PM,11:50 AM,07:10 AM,06:07 PM,10,9,12,9,69,25,75,0.0,979,9,10,16,37
2020-04-13 00:00:00,10,7,0.0,5.5,3,1,53,09:47 PM,12:58 PM,07:12 AM,06:05 PM,10,13,15,13,40,14,73,0.0,977,15,10,353,21
2020-04-13 03:00:00,10,7,0.0,5.5,3,1,53,09:47 PM,12:58 PM,07:12 AM,06:05 PM,9,11,13,11,44,100,76,0.0,978,13,10,218,31
2020-04-13 06:00:00,10,7,0.0,5.5,3,1,53,09:47 PM,12:58 PM,07:12 AM,06:05 PM,5,5,9,5,38,100,78,0.0,979,9,10,241,32
2020-04-13 09:00:00,10,7,0.0,5.5,3,2,53,09:47 PM,12:58 PM,07:12 AM,06:05 PM,4,4,9,4,50,67,69,0.6,984,9,5,250,43
2020-04-13 12:00:00,10,7,0.0,5.5,3,3,53,09:47 PM,12:58 PM,07:12 AM,06:05 PM,2,6,10,6,48,77,56,0.3,985,10,9,249,40
2020-04-13 15:00:00,10,7,0.0,5.5,3,3,53,09:47 PM,12:58 PM,07:12 AM,06:05 PM,3,7,10,7,37,100,58,0.0,987,10,9,246,29
2020-04-13 18:00:00,10,7,0.0,5.5,3,1,53,09:47 PM,12:58 PM,07:12 AM,06:05 PM,2,4,8,4,43,100,67,0.0,989,8,10,254,33
2020-04-13 21:00:00,10,7,0.0,5.5,3,1,53,09:47 PM,12:58 PM,07:12 AM,06:05 PM,2,3,7,3,42,11,69,0.0,992,7,10,254,33
2020-04-14 00:00:00,8,7,0.0,5.5,3,1,46,10:42 PM,01:57 PM,07:13 AM,06:03 PM,3,3,7,3,44,22,73,0.0,994,7,10,257,38
2020-04-14 03:00:00,8,7,0.0,5.5,3,1,46,10:42 PM,01:57 PM,07:13 AM,06:03 PM,3,3,8,3,48,58,70,0.0,998,8,10,249,41
2020-04-14 06:00:00,8,7,0.0,5.5,3,1,46,10:42 PM,01:57 PM,07:13 AM,06:03 PM,4,3,8,3,54,89,75,0.0,1001,8,10,234,45
2020-04-14 09:00:00,8,7,0.0,5.5,3,2,46,10:42 PM,01:57 PM,07:13 AM,06:03 PM,3,3,8,3,59,87,72,0.5,1004,8,9,237,49
2020-04-14 12:00:00,8,7,0.0,5.5,3,2,46,10:42 PM,01:57 PM,07:13 AM,06:03 PM,2,3,8,3,60,72,64,0.9,1005,8,10,235,47
2020-04-14 15:00:00,8,7,0.0,5.5,3,2,46,10:42 PM,01:57 PM,07:13 AM,06:03 PM,2,3,8,3,61,100,66,0.4,1007,8,10,232,48
2020-04-14 18:00:00,8,7,0.0,5.5,3,1,46,10:42 PM,01:57 PM,07:13 AM,06:03 PM,3,2,7,2,67,98,73,0.0,1008,7,10,233,51
2020-04-14 21:00:00,8,7,0.0,5.5,3,1,46,10:42 PM,01:57 PM,07:13 AM,06:03 PM,3,2,7,2,70,84,73,0.2,1010,7,10,233,54
2020-04-15 00:00:00,11,8,0.0,7.0,2,1,38,11:43 PM,02:45 PM,07:14 AM,06:01 PM,3,3,8,3,58,100,73,0.0,1010,8,10,234,48
2020-04-15 03:00:00,11,8,0.0,7.0,2,1,38,11:43 PM,02:45 PM,07:14 AM,06:01 PM,3,3,8,3,53,100,70,0.2,1011,8,10,236,44
2020-04-15 06:00:00,11,8,0.0,7.0,2,1,38,11:43 PM,02:45 PM,07:14 AM,06:01 PM,3,3,8,3,46,75,70,0.1,1011,8,10,239,35
2020-04-15 09:00:00,11,8,0.0,7.0,2,3,38,11:43 PM,02:45 PM,07:14 AM,06:01 PM,3,5,8,5,38,49,69,0.0,1012,8,10,236,30
2020-04-15 12:00:00,11,8,0.0,7.0,2,2,38,11:43 PM,02:45 PM,07:14 AM,06:01 PM,4,7,10,7,32,100,66,0.1,1009,10,10,233,24
2020-04-15 15:00:00,11,8,0.0,7.0,2,3,38,11:43 PM,02:45 PM,07:14 AM,06:01 PM,5,9,11,9,30,100,65,0.0,1007,11,10,228,21
2020-04-15 18:00:00,11,8,0.0,7.0,2,1,38,11:43 PM,02:45 PM,07:14 AM,06:01 PM,6,9,11,9,24,100,70,0.0,1005,11,10,259,16
2020-04-15 21:00:00,11,8,0.0,7.0,2,1,38,11:43 PM,02:45 PM,07:14 AM,06:01 PM,6,10,11,10,12,84,75,0.5,1004,11,2,356,8
2020-04-16 00:00:00,13,10,0.0,10.8,3,1,30,No moonrise,03:25 PM,07:16 AM,06:00 PM,7,10,11,10,20,100,72,0.0,1002,11,10,240,13
2020-04-16 03:00:00,13,10,0.0,10.8,3,1,30,No moonrise,03:25 PM,07:16 AM,06:00 PM,8,9,12,9,37,84,78,0.1,1002,12,10,259,26
2020-04-16 06:00:00,13,10,0.0,10.8,3,1,30,No moonrise,03:25 PM,07:16 AM,06:00 PM,7,8,11,8,36,46,79,0.0,1002,11,10,248,26
2020-04-16 09:00:00,13,10,0.0,10.8,3,4,30,No moonrise,03:25 PM,07:16 AM,06:00 PM,6,8,11,8,35,31,73,0.0,1002,11,10,242,26
2020-04-16 12:00:00,13,10,0.0,10.8,3,4,30,No moonrise,03:25 PM,07:16 AM,06:00 PM,6,10,12,10,31,35,66,0.0,1001,12,10,237,22
2020-04-16 15:00:00,13,10,0.0,10.8,3,4,30,No moonrise,03:25 PM,07:16 AM,06:00 PM,7,11,13,11,32,5,65,0.0,999,13,10,218,20
2020-04-16 18:00:00,13,10,0.0,10.8,3,1,30,No moonrise,03:25 PM,07:16 AM,06:00 PM,7,10,12,10,17,23,75,0.0,998,12,10,337,11
2020-04-16 21:00:00,13,10,0.0,10.8,3,1,30,No moonrise,03:25 PM,07:16 AM,06:00 PM,4,8,10,8,17,86,68,0.1,1000,10,10,244,11
2020-04-17 00:00:00,9,3,0.0,3.9,2,1,23,12:46 AM,03:56 PM,07:17 AM,05:58 PM,4,7,9,7,17,99,71,0.0,999,9,10,254,12
2020-04-17 03:00:00,9,3,0.0,3.9,2,1,23,12:46 AM,03:56 PM,07:17 AM,05:58 PM,4,8,9,8,14,100,69,0.1,999,9,10,261,10
2020-04-17 06:00:00,9,3,0.0,3.9,2,1,23,12:46 AM,03:56 PM,07:17 AM,05:58 PM,5,8,9,8,9,100,76,0.0,998,9,10,323,6
2020-04-17 09:00:00,9,3,0.0,3.9,2,2,23,12:46 AM,03:56 PM,07:17 AM,05:58 PM,7,7,9,7,16,100,89,1.9,998,9,9,20,12
2020-04-17 12:00:00,9,3,0.0,3.9,2,2,23,12:46 AM,03:56 PM,07:17 AM,05:58 PM,8,6,9,6,28,100,92,6.9,997,9,7,54,22
2020-04-17 15:00:00,9,3,0.0,3.9,2,2,23,12:46 AM,03:56 PM,07:17 AM,05:58 PM,8,6,9,6,36,100,90,0.3,995,9,2,58,28
2020-04-17 18:00:00,9,3,0.0,3.9,2,1,23,12:46 AM,03:56 PM,07:17 AM,05:58 PM,8,5,7,5,38,100,89,0.7,996,5,2,60,29
2020-04-17 21:00:00,9,3,0.0,3.9,2,1,23,12:46 AM,03:56 PM,07:17 AM,05:58 PM,8,3,6,3,53,100,85,1.0,996,3,9,44,38
2020-04-18 00:00:00,11,4,0.0,3.9,3,1,15,01:50 AM,04:23 PM,07:18 AM,05:56 PM,9,7,11,7,49,100,87,0.3,996,11,2,42,37
2020-04-18 03:00:00,11,4,0.0,3.9,3,1,15,01:50 AM,04:23 PM,07:18 AM,05:56 PM,9,7,11,7,49,100,89,0.7,994,11,2,47,41
2020-04-18 06:00:00,11,4,0.0,3.9,3,1,15,01:50 AM,04:23 PM,07:18 AM,05:56 PM,9,7,11,7,57,100,89,0.6,992,11,2,51,47
2020-04-18 09:00:00,11,4,0.0,3.9,3,3,15,01:50 AM,04:23 PM,07:18 AM,05:56 PM,10,7,11,7,61,100,89,4.6,992,11,7,54,50
2020-04-18 12:00:00,11,4,0.0,3.9,3,3,15,01:50 AM,04:23 PM,07:18 AM,05:56 PM,10,7,11,7,56,100,92,7.9,991,11,5,61,43
2020-04-18 15:00:00,11,4,0.0,3.9,3,3,15,01:50 AM,04:23 PM,07:18 AM,05:56 PM,10,8,11,8,43,100,94,3.3,991,11,7,61,31
2020-04-18 18:00:00,11,4,0.0,3.9,3,1,15,01:50 AM,04:23 PM,07:18 AM,05:56 PM,10,7,10,7,4,72,90,4.6,992,7,9,183,2
2020-04-18 21:00:00,11,4,0.0,3.9,3,1,15,01:50 AM,04:23 PM,07:18 AM,05:56 PM,7,4,6,4,12,80,74,0.1,992,4,10,254,6
2020-04-19 00:00:00,14,10,0.0,7.1,3,1,8,02:53 AM,04:46 PM,07:20 AM,05:54 PM,6,9,11,9,19,100,74,0.0,991,11,10,296,12
2020-04-19 03:00:00,14,10,0.0,7.1,3,1,8,02:53 AM,04:46 PM,07:20 AM,05:54 PM,6,10,11,10,10,100,75,2.4,992,11,9,287,8
2020-04-19 06:00:00,14,10,0.0,7.1,3,1,8,02:53 AM,04:46 PM,07:20 AM,05:54 PM,5,9,10,9,11,86,74,0.4,993,10,9,245,7
2020-04-19 09:00:00,14,10,0.0,7.1,3,3,8,02:53 AM,04:46 PM,07:20 AM,05:54 PM,5,8,10,8,14,17,75,0.0,995,10,10,291,9
2020-04-19 12:00:00,14,10,0.0,7.1,3,3,8,02:53 AM,04:46 PM,07:20 AM,05:54 PM,6,12,12,12,11,77,66,0.1,997,12,10,292,8
2020-04-19 15:00:00,14,10,0.0,7.1,3,3,8,02:53 AM,04:46 PM,07:20 AM,05:54 PM,8,13,14,13,13,54,67,0.2,997,14,10,260,7
2020-04-19 18:00:00,14,10,0.0,7.1,3,1,8,02:53 AM,04:46 PM,07:20 AM,05:54 PM,7,11,12,11,13,81,74,0.9,999,12,9,246,8
2020-04-19 21:00:00,14,10,0.0,7.1,3,1,8,02:53 AM,04:46 PM,07:20 AM,05:54 PM,3,9,11,9,24,18,59,0.0,1003,11,10,285,15
2020-04-20 00:00:00,13,9,0.0,8.7,4,1,0,03:55 AM,05:08 PM,07:21 AM,05:53 PM,4,8,10,8,19,7,67,0.0,1004,10,10,291,12
2020-04-20 03:00:00,13,9,0.0,8.7,4,1,0,03:55 AM,05:08 PM,07:21 AM,05:53 PM,4,7,9,7,19,10,70,0.0,1006,9,10,292,12
2020-04-20 06:00:00,13,9,0.0,8.7,4,1,0,03:55 AM,05:08 PM,07:21 AM,05:53 PM,3,7,9,7,12,45,68,0.0,1007,9,10,302,8
2020-04-20 09:00:00,13,9,0.0,8.7,4,3,0,03:55 AM,05:08 PM,07:21 AM,05:53 PM,3,8,10,8,16,45,63,0.0,1008,10,10,313,11
2020-04-20 12:00:00,13,9,0.0,8.7,4,4,0,03:55 AM,05:08 PM,07:21 AM,05:53 PM,6,12,13,12,10,47,62,0.0,1009,13,10,300,6
2020-04-20 15:00:00,13,9,0.0,8.7,4,4,0,03:55 AM,05:08 PM,07:21 AM,05:53 PM,7,13,13,13,10,45,64,0.0,1009,13,10,186,6
2020-04-20 18:00:00,13,9,0.0,8.7,4,1,0,03:55 AM,05:08 PM,07:21 AM,05:53 PM,7,13,12,13,8,44,68,0.0,1010,12,10,57,4
2020-04-20 21:00:00,13,9,0.0,8.7,4,1,0,03:55 AM,05:08 PM,07:21 AM,05:53 PM,6,10,11,10,17,57,70,0.0,1013,11,10,277,9
