date_time,Kingscote_maxtempC,Kingscote_mintempC,Kingscote_totalSnow_cm,Kingscote_sunHour,Kingscote_uvIndex,Kingscote_uvIndex,Kingscote_moon_illumination,Kingscote_moonrise,Kingscote_moonset,Kingscote_sunrise,Kingscote_sunset,Kingscote_DewPointC,Kingscote_FeelsLikeC,Kingscote_HeatIndexC,Kingscote_WindChillC,Kingscote_WindGustKmph,Kingscote_cloudcover,Kingscote_humidity,Kingscote_precipMM,Kingscote_pressure,Kingscote_tempC,Kingscote_visibility,Kingscote_winddirDegree,Kingscote_windspeedKmph
2020-01-01 00:00:00,25,10,0.0,14.3,6,1,37,10:29 AM,11:41 PM,05:07 AM,07:39 PM,8,10,11,10,14,0,85,0.0,1016,11,10,242,6
2020-01-01 03:00:00,25,10,0.0,14.3,6,1,37,10:29 AM,11:41 PM,05:07 AM,07:39 PM,8,10,10,10,13,0,85,0.0,1015,10,10,259,6
2020-01-01 06:00:00,25,10,0.0,14.3,6,1,37,10:29 AM,11:41 PM,05:07 AM,07:39 PM,9,15,14,15,8,0,71,0.0,1017,14,10,273,6
2020-01-01 09:00:00,25,10,0.0,14.3,6,6,37,10:29 AM,11:41 PM,05:07 AM,07:39 PM,9,22,24,22,12,0,43,0.0,1018,22,10,304,10
2020-01-01 12:00:00,25,10,0.0,14.3,6,6,37,10:29 AM,11:41 PM,05:07 AM,07:39 PM,10,25,25,25,3,0,38,0.0,1018,25,10,212,3
2020-01-01 15:00:00,25,10,0.0,14.3,6,6,37,10:29 AM,11:41 PM,05:07 AM,07:39 PM,11,25,25,24,14,0,42,0.0,1017,24,10,190,12
2020-01-01 18:00:00,25,10,0.0,14.3,6,1,37,10:29 AM,11:41 PM,05:07 AM,07:39 PM,12,20,20,20,21,0,59,0.0,1019,20,10,173,17
2020-01-01 21:00:00,25,10,0.0,14.3,6,1,37,10:29 AM,11:41 PM,05:07 AM,07:39 PM,12,16,19,16,21,0,89,0.0,1019,16,10,182,10
2020-01-02 00:00:00,27,12,0.0,14.3,6,1,44,11:25 AM,No moonset,05:07 AM,07:39 PM,11,12,12,12,14,0,91,0.0,1019,12,10,162,7
2020-01-02 03:00:00,27,12,0.0,14.3,6,1,44,11:25 AM,No moonset,05:07 AM,07:39 PM,10,11,12,11,14,1,91,0.0,1018,12,10,164,6
2020-01-02 06:00:00,27,12,0.0,14.3,6,1,44,11:25 AM,No moonset,05:07 AM,07:39 PM,12,15,15,15,11,0,79,0.0,1019,15,10,124,8
2020-01-02 09:00:00,27,12,0.0,14.3,6,6,44,11:25 AM,No moonset,05:07 AM,07:39 PM,10,24,24,22,17,6,47,0.0,1019,22,10,96,14
2020-01-02 12:00:00,27,12,0.0,14.3,6,7,44,11:25 AM,No moonset,05:07 AM,07:39 PM,10,26,26,27,19,1,35,0.0,1018,27,10,84,16
2020-01-02 15:00:00,27,12,0.0,14.3,6,7,44,11:25 AM,No moonset,05:07 AM,07:39 PM,10,26,26,26,19,0,36,0.0,1016,26,10,107,17
2020-01-02 18:00:00,27,12,0.0,14.3,6,1,44,11:25 AM,No moonset,05:07 AM,07:39 PM,12,27,27,24,25,0,58,0.0,1015,24,10,130,20
2020-01-02 21:00:00,27,12,0.0,14.3,6,1,44,11:25 AM,No moonset,05:07 AM,07:39 PM,12,26,26,22,31,0,87,0.0,1014,22,10,135,15
2020-01-03 00:00:00,36,15,0.0,14.3,8,1,51,12:20 PM,12:07 AM,05:08 AM,07:39 PM,12,14,15,14,32,0,85,0.0,1011,15,10,118,15
2020-01-03 03:00:00,36,15,0.0,14.3,8,1,51,12:20 PM,12:07 AM,05:08 AM,07:39 PM,12,15,15,15,25,0,81,0.0,1008,15,10,107,12
2020-01-03 06:00:00,36,15,0.0,14.3,8,1,51,12:20 PM,12:07 AM,05:08 AM,07:39 PM,11,21,21,21,28,42,54,0.0,1008,21,10,58,14
2020-01-03 09:00:00,36,15,0.0,14.3,8,8,51,12:20 PM,12:07 AM,05:08 AM,07:39 PM,8,29,29,30,32,7,24,0.0,1006,30,10,11,28
2020-01-03 12:00:00,36,15,0.0,14.3,8,8,51,12:20 PM,12:07 AM,05:08 AM,07:39 PM,5,33,33,35,35,7,15,0.0,1005,35,10,6,30
2020-01-03 15:00:00,36,15,0.0,14.3,8,9,51,12:20 PM,12:07 AM,05:08 AM,07:39 PM,3,35,35,36,30,13,12,0.0,1001,36,10,6,26
2020-01-03 18:00:00,36,15,0.0,14.3,8,1,51,12:20 PM,12:07 AM,05:08 AM,07:39 PM,5,31,31,33,21,5,18,0.0,1001,33,10,324,12
2020-01-03 21:00:00,36,15,0.0,14.3,8,1,51,12:20 PM,12:07 AM,05:08 AM,07:39 PM,13,35,35,31,52,6,63,0.0,1004,31,10,206,29
2020-01-04 00:00:00,17,15,0.0,11.2,5,1,59,01:16 PM,12:34 AM,05:09 AM,07:39 PM,14,19,19,19,38,45,73,0.0,1007,19,10,217,25
2020-01-04 03:00:00,17,15,0.0,11.2,5,1,59,01:16 PM,12:34 AM,05:09 AM,07:39 PM,13,18,18,18,41,97,75,0.1,1009,18,10,235,29
2020-01-04 06:00:00,17,15,0.0,11.2,5,1,59,01:16 PM,12:34 AM,05:09 AM,07:39 PM,13,16,16,16,41,65,80,0.6,1013,16,5,208,30
2020-01-04 09:00:00,17,15,0.0,11.2,5,4,59,01:16 PM,12:34 AM,05:09 AM,07:39 PM,11,17,17,17,26,53,67,0.8,1017,17,9,191,22
2020-01-04 12:00:00,17,15,0.0,11.2,5,4,59,01:16 PM,12:34 AM,05:09 AM,07:39 PM,10,17,17,17,16,81,65,0.3,1018,17,2,196,14
2020-01-04 15:00:00,17,15,0.0,11.2,5,4,59,01:16 PM,12:34 AM,05:09 AM,07:39 PM,10,17,17,17,27,53,61,0.4,1018,17,5,171,24
2020-01-04 18:00:00,17,15,0.0,11.2,5,1,59,01:16 PM,12:34 AM,05:09 AM,07:39 PM,10,15,15,15,30,73,68,0.0,1021,15,10,164,22
2020-01-04 21:00:00,17,15,0.0,11.2,5,1,59,01:16 PM,12:34 AM,05:09 AM,07:39 PM,9,13,15,13,29,76,71,0.0,1022,15,10,155,21
2020-01-05 00:00:00,18,13,0.0,12.3,4,1,66,02:12 PM,01:02 AM,05:10 AM,07:39 PM,10,12,14,12,29,54,75,0.7,1022,14,5,135,21
2020-01-05 03:00:00,18,13,0.0,12.3,4,1,66,02:12 PM,01:02 AM,05:10 AM,07:39 PM,10,13,14,13,22,100,77,0.5,1021,14,2,140,15
2020-01-05 06:00:00,18,13,0.0,12.3,4,1,66,02:12 PM,01:02 AM,05:10 AM,07:39 PM,9,13,15,13,26,64,70,0.1,1023,15,10,138,18
2020-01-05 09:00:00,18,13,0.0,12.3,4,5,66,02:12 PM,01:02 AM,05:10 AM,07:39 PM,9,17,17,17,26,61,59,0.0,1024,17,10,125,22
2020-01-05 12:00:00,18,13,0.0,12.3,4,5,66,02:12 PM,01:02 AM,05:10 AM,07:39 PM,9,18,18,18,30,58,55,0.0,1023,18,10,131,26
2020-01-05 15:00:00,18,13,0.0,12.3,4,5,66,02:12 PM,01:02 AM,05:10 AM,07:39 PM,9,18,18,18,28,31,54,0.0,1022,18,10,133,25
2020-01-05 18:00:00,18,13,0.0,12.3,4,1,66,02:12 PM,01:02 AM,05:10 AM,07:39 PM,9,16,16,16,25,27,63,0.0,1021,16,10,137,21
2020-01-05 21:00:00,18,13,0.0,12.3,4,1,66,02:12 PM,01:02 AM,05:10 AM,07:39 PM,10,12,13,12,22,28,81,0.0,1022,13,10,150,13
2020-01-06 00:00:00,23,13,0.0,14.3,5,1,73,03:11 PM,01:31 AM,05:11 AM,07:39 PM,10,11,13,11,27,38,85,0.0,1021,13,10,162,15
2020-01-06 03:00:00,23,13,0.0,14.3,5,1,73,03:11 PM,01:31 AM,05:11 AM,07:39 PM,11,12,13,12,27,30,89,0.0,1020,13,10,140,15
2020-01-06 06:00:00,23,13,0.0,14.3,5,1,73,03:11 PM,01:31 AM,05:11 AM,07:39 PM,11,15,15,15,17,8,77,0.0,1020,15,10,117,13
2020-01-06 09:00:00,23,13,0.0,14.3,5,6,73,03:11 PM,01:31 AM,05:11 AM,07:39 PM,9,20,20,20,13,0,49,0.0,1020,20,10,97,11
2020-01-06 12:00:00,23,13,0.0,14.3,5,6,73,03:11 PM,01:31 AM,05:11 AM,07:39 PM,8,24,24,23,22,0,38,0.0,1019,23,10,133,19
2020-01-06 15:00:00,23,13,0.0,14.3,5,6,73,03:11 PM,01:31 AM,05:11 AM,07:39 PM,9,22,24,22,27,1,43,0.0,1017,22,10,141,23
2020-01-06 18:00:00,23,13,0.0,14.3,5,1,73,03:11 PM,01:31 AM,05:11 AM,07:39 PM,10,18,18,18,27,0,61,0.0,1018,18,10,159,22
2020-01-06 21:00:00,23,13,0.0,14.3,5,1,73,03:11 PM,01:31 AM,05:11 AM,07:39 PM,12,13,14,13,30,3,83,0.0,1018,14,10,152,17
2020-01-07 00:00:00,26,14,0.0,14.3,6,1,80,04:11 PM,02:04 AM,05:12 AM,07:39 PM,11,13,14,13,28,4,82,0.0,1017,14,10,150,15
2020-01-07 03:00:00,26,14,0.0,14.3,6,1,80,04:11 PM,02:04 AM,05:12 AM,07:39 PM,11,13,14,13,25,2,82,0.0,1016,14,10,155,12
2020-01-07 06:00:00,26,14,0.0,14.3,6,1,80,04:11 PM,02:04 AM,05:12 AM,07:39 PM,11,16,16,16,22,2,73,0.0,1017,16,10,145,15
2020-01-07 09:00:00,26,14,0.0,14.3,6,6,80,04:11 PM,02:04 AM,05:12 AM,07:39 PM,11,24,24,22,20,0,48,0.0,1017,22,10,137,18
2020-01-07 12:00:00,26,14,0.0,14.3,6,7,80,04:11 PM,02:04 AM,05:12 AM,07:39 PM,12,26,26,26,23,0,41,0.0,1017,26,10,134,20
2020-01-07 15:00:00,26,14,0.0,14.3,6,7,80,04:11 PM,02:04 AM,05:12 AM,07:39 PM,10,26,26,26,24,0,36,0.0,1015,26,10,138,21
2020-01-07 18:00:00,26,14,0.0,14.3,6,1,80,04:11 PM,02:04 AM,05:12 AM,07:39 PM,12,25,25,23,28,7,57,0.0,1015,23,10,152,21
2020-01-07 21:00:00,26,14,0.0,14.3,6,1,80,04:11 PM,02:04 AM,05:12 AM,07:39 PM,12,20,24,20,37,0,73,0.0,1016,20,10,147,20
2020-01-08 00:00:00,31,16,0.0,14.3,7,1,88,05:14 PM,02:41 AM,05:12 AM,07:39 PM,11,16,16,16,36,0,72,0.0,1016,16,10,142,19
2020-01-08 03:00:00,31,16,0.0,14.3,7,1,88,05:14 PM,02:41 AM,05:12 AM,07:39 PM,12,16,16,16,33,0,74,0.0,1015,16,10,132,17
2020-01-08 06:00:00,31,16,0.0,14.3,7,1,88,05:14 PM,02:41 AM,05:12 AM,07:39 PM,12,18,18,18,22,0,66,0.0,1016,18,10,133,14
2020-01-08 09:00:00,31,16,0.0,14.3,7,7,88,05:14 PM,02:41 AM,05:12 AM,07:39 PM,14,26,26,26,23,2,47,0.0,1016,26,10,116,20
2020-01-08 12:00:00,31,16,0.0,14.3,7,8,88,05:14 PM,02:41 AM,05:12 AM,07:39 PM,10,29,29,30,21,0,28,0.0,1015,30,10,102,18
2020-01-08 15:00:00,31,16,0.0,14.3,7,8,88,05:14 PM,02:41 AM,05:12 AM,07:39 PM,10,29,29,31,21,0,27,0.0,1013,31,10,111,18
2020-01-08 18:00:00,31,16,0.0,14.3,7,1,88,05:14 PM,02:41 AM,05:12 AM,07:39 PM,8,25,25,26,26,0,33,0.0,1014,26,10,133,18
2020-01-08 21:00:00,31,16,0.0,14.3,7,1,88,05:14 PM,02:41 AM,05:12 AM,07:39 PM,11,28,28,24,31,0,61,0.0,1013,24,10,135,15
2020-01-09 00:00:00,36,19,0.0,14.3,8,1,95,06:16 PM,03:26 AM,05:13 AM,07:39 PM,11,19,19,19,19,0,61,0.0,1012,19,10,134,9
2020-01-09 03:00:00,36,19,0.0,14.3,8,1,95,06:16 PM,03:26 AM,05:13 AM,07:39 PM,11,19,19,19,15,0,57,0.0,1011,19,10,95,7
2020-01-09 06:00:00,36,19,0.0,14.3,8,1,95,06:16 PM,03:26 AM,05:13 AM,07:39 PM,10,24,24,22,16,0,45,0.0,1011,22,10,61,8
2020-01-09 09:00:00,36,19,0.0,14.3,8,7,95,06:16 PM,03:26 AM,05:13 AM,07:39 PM,10,28,28,29,26,0,29,0.0,1010,29,10,18,23
2020-01-09 12:00:00,36,19,0.0,14.3,8,8,95,06:16 PM,03:26 AM,05:13 AM,07:39 PM,10,33,33,35,24,4,22,0.0,1008,35,10,9,21
2020-01-09 15:00:00,36,19,0.0,14.3,8,9,95,06:16 PM,03:26 AM,05:13 AM,07:39 PM,8,34,34,36,24,6,19,0.0,1005,36,10,4,21
2020-01-09 18:00:00,36,19,0.0,14.3,8,1,95,06:16 PM,03:26 AM,05:13 AM,07:39 PM,9,30,30,31,16,4,26,0.0,1005,31,10,291,9
2020-01-09 21:00:00,36,19,0.0,14.3,8,1,95,06:16 PM,03:26 AM,05:13 AM,07:39 PM,14,31,31,28,40,5,53,0.0,1007,28,10,218,23
2020-01-10 00:00:00,22,15,0.0,11.1,5,1,100,07:17 PM,04:17 AM,05:14 AM,07:39 PM,16,25,25,23,24,9,66,0.0,1008,23,10,266,15
2020-01-10 03:00:00,22,15,0.0,11.1,5,1,100,07:17 PM,04:17 AM,05:14 AM,07:39 PM,18,22,24,22,17,52,80,0.0,1007,22,10,255,11
2020-01-10 06:00:00,22,15,0.0,11.1,5,1,100,07:17 PM,04:17 AM,05:14 AM,07:39 PM,18,20,20,20,25,100,86,0.2,1008,20,2,218,19
2020-01-10 09:00:00,22,15,0.0,11.1,5,4,100,07:17 PM,04:17 AM,05:14 AM,07:39 PM,13,19,19,19,37,73,69,0.7,1011,19,5,207,32
2020-01-10 12:00:00,22,15,0.0,11.1,5,4,100,07:17 PM,04:17 AM,05:14 AM,07:39 PM,11,18,18,18,19,87,63,1.2,1015,18,9,218,15
2020-01-10 15:00:00,22,15,0.0,11.1,5,6,100,07:17 PM,04:17 AM,05:14 AM,07:39 PM,8,22,24,22,28,0,43,0.0,1015,22,10,216,25
2020-01-10 18:00:00,22,15,0.0,11.1,5,1,100,07:17 PM,04:17 AM,05:14 AM,07:39 PM,10,19,19,19,31,2,55,0.0,1018,19,10,211,25
2020-01-10 21:00:00,22,15,0.0,11.1,5,1,100,07:17 PM,04:17 AM,05:14 AM,07:39 PM,10,15,15,15,23,22,73,0.0,1019,15,10,207,13
2020-01-11 00:00:00,21,13,0.0,13.4,5,1,100,08:13 PM,05:17 AM,05:15 AM,07:39 PM,10,13,14,13,22,37,79,0.0,1019,14,10,195,12
2020-01-11 03:00:00,21,13,0.0,13.4,5,1,100,08:13 PM,05:17 AM,05:15 AM,07:39 PM,10,12,13,12,22,45,80,0.0,1019,13,10,187,12
2020-01-11 06:00:00,21,13,0.0,13.4,5,1,100,08:13 PM,05:17 AM,05:15 AM,07:39 PM,9,15,15,15,23,71,69,0.0,1021,15,10,176,18
2020-01-11 09:00:00,21,13,0.0,13.4,5,5,100,08:13 PM,05:17 AM,05:15 AM,07:39 PM,9,18,18,18,22,47,55,0.0,1023,18,10,167,19
2020-01-11 12:00:00,21,13,0.0,13.4,5,6,100,08:13 PM,05:17 AM,05:15 AM,07:39 PM,9,21,21,21,27,2,47,0.0,1024,21,10,163,24
2020-01-11 15:00:00,21,13,0.0,13.4,5,6,100,08:13 PM,05:17 AM,05:15 AM,07:39 PM,10,20,20,20,28,0,50,0.0,1022,20,10,164,24
2020-01-11 18:00:00,21,13,0.0,13.4,5,1,100,08:13 PM,05:17 AM,05:15 AM,07:39 PM,10,17,17,17,27,36,66,0.0,1023,17,10,165,23
2020-01-11 21:00:00,21,13,0.0,13.4,5,1,100,08:13 PM,05:17 AM,05:15 AM,07:39 PM,10,14,15,14,28,42,74,0.0,1024,15,10,158,19
2020-01-12 00:00:00,24,14,0.0,14.2,6,1,83,09:03 PM,06:23 AM,05:16 AM,07:39 PM,11,13,14,13,21,48,82,0.0,1023,14,10,148,12
2020-01-12 03:00:00,24,14,0.0,14.2,6,1,83,09:03 PM,06:23 AM,05:16 AM,07:39 PM,11,12,14,12,22,78,85,0.0,1021,14,10,143,13
2020-01-12 06:00:00,24,14,0.0,14.2,6,1,83,09:03 PM,06:23 AM,05:16 AM,07:39 PM,11,15,15,15,23,40,77,0.0,1022,15,10,126,17
2020-01-12 09:00:00,24,14,0.0,14.2,6,6,83,09:03 PM,06:23 AM,05:16 AM,07:39 PM,11,20,20,20,23,0,55,0.0,1021,20,10,113,20
2020-01-12 12:00:00,24,14,0.0,14.2,6,6,83,09:03 PM,06:23 AM,05:16 AM,07:39 PM,11,25,25,23,25,0,47,0.0,1019,23,10,106,22
2020-01-12 15:00:00,24,14,0.0,14.2,6,6,83,09:03 PM,06:23 AM,05:16 AM,07:39 PM,11,25,25,24,21,0,44,0.0,1017,24,10,120,18
2020-01-12 18:00:00,24,14,0.0,14.2,6,1,83,09:03 PM,06:23 AM,05:16 AM,07:39 PM,12,19,19,19,21,0,65,0.0,1016,19,10,137,18
2020-01-12 21:00:00,24,14,0.0,14.2,6,1,83,09:03 PM,06:23 AM,05:16 AM,07:39 PM,14,14,15,14,23,12,93,0.0,1016,15,10,135,12
2020-01-13 00:00:00,31,14,0.0,14.2,7,1,76,09:47 PM,07:33 AM,05:17 AM,07:39 PM,13,14,14,14,20,0,93,0.0,1014,14,10,147,9
2020-01-13 03:00:00,31,14,0.0,14.2,7,1,76,09:47 PM,07:33 AM,05:17 AM,07:39 PM,13,14,14,14,13,0,89,0.0,1012,14,10,123,6
2020-01-13 06:00:00,31,14,0.0,14.2,7,1,76,09:47 PM,07:33 AM,05:17 AM,07:39 PM,13,18,18,18,7,0,73,0.0,1012,18,10,43,4
2020-01-13 09:00:00,31,14,0.0,14.2,7,7,76,09:47 PM,07:33 AM,05:17 AM,07:39 PM,11,27,27,27,17,0,36,0.0,1013,27,10,354,15
2020-01-13 12:00:00,31,14,0.0,14.2,7,8,76,09:47 PM,07:33 AM,05:17 AM,07:39 PM,9,29,29,31,13,0,27,0.0,1012,31,10,326,11
2020-01-13 15:00:00,31,14,0.0,14.2,7,8,76,09:47 PM,07:33 AM,05:17 AM,07:39 PM,11,29,29,30,6,0,30,0.0,1011,30,10,209,5
2020-01-13 18:00:00,31,14,0.0,14.2,7,1,76,09:47 PM,07:33 AM,05:17 AM,07:39 PM,14,30,30,28,25,0,52,0.0,1012,28,10,169,20
2020-01-13 21:00:00,31,14,0.0,14.2,7,1,76,09:47 PM,07:33 AM,05:17 AM,07:39 PM,15,26,26,24,32,2,85,0.0,1013,24,10,173,18
2020-01-14 00:00:00,27,16,0.0,14.2,6,1,69,10:25 PM,08:43 AM,05:18 AM,07:38 PM,15,17,17,17,31,15,90,0.0,1013,17,10,157,18
2020-01-14 03:00:00,27,16,0.0,14.2,6,1,69,10:25 PM,08:43 AM,05:18 AM,07:38 PM,15,16,16,16,29,13,92,0.0,1012,16,10,170,16
2020-01-14 06:00:00,27,16,0.0,14.2,6,1,69,10:25 PM,08:43 AM,05:18 AM,07:38 PM,15,18,18,18,24,11,84,0.0,1013,18,10,162,18
2020-01-14 09:00:00,27,16,0.0,14.2,6,6,69,10:25 PM,08:43 AM,05:18 AM,07:38 PM,13,25,25,24,19,0,50,0.0,1013,24,10,149,17
2020-01-14 12:00:00,27,16,0.0,14.2,6,7,69,10:25 PM,08:43 AM,05:18 AM,07:38 PM,13,27,27,27,21,0,42,0.0,1013,27,10,144,18
2020-01-14 15:00:00,27,16,0.0,14.2,6,7,69,10:25 PM,08:43 AM,05:18 AM,07:38 PM,14,26,26,26,21,0,50,0.0,1012,26,10,156,18
2020-01-14 18:00:00,27,16,0.0,14.2,6,1,69,10:25 PM,08:43 AM,05:18 AM,07:38 PM,15,22,25,22,21,0,65,0.0,1011,22,10,169,17
2020-01-14 21:00:00,27,16,0.0,14.2,6,1,69,10:25 PM,08:43 AM,05:18 AM,07:38 PM,15,18,22,18,31,38,94,0.0,1012,18,10,191,19
2020-01-15 00:00:00,23,15,0.0,14.2,6,1,61,11:01 PM,09:53 AM,05:19 AM,07:38 PM,15,16,16,16,32,56,94,0.0,1012,16,10,184,21
2020-01-15 03:00:00,23,15,0.0,14.2,6,1,61,11:01 PM,09:53 AM,05:19 AM,07:38 PM,14,16,16,16,30,17,85,0.0,1011,16,10,184,22
2020-01-15 06:00:00,23,15,0.0,14.2,6,1,61,11:01 PM,09:53 AM,05:19 AM,07:38 PM,13,16,16,16,23,16,83,0.0,1012,16,10,187,18
2020-01-15 09:00:00,23,15,0.0,14.2,6,6,61,11:01 PM,09:53 AM,05:19 AM,07:38 PM,12,21,21,21,22,0,57,0.0,1013,21,10,185,19
2020-01-15 12:00:00,23,15,0.0,14.2,6,6,61,11:01 PM,09:53 AM,05:19 AM,07:38 PM,11,25,25,23,27,0,48,0.0,1013,23,10,183,23
2020-01-15 15:00:00,23,15,0.0,14.2,6,6,61,11:01 PM,09:53 AM,05:19 AM,07:38 PM,12,22,25,22,31,0,53,0.0,1013,22,10,180,27
2020-01-15 18:00:00,23,15,0.0,14.2,6,1,61,11:01 PM,09:53 AM,05:19 AM,07:38 PM,12,18,18,18,30,58,67,0.0,1013,18,10,184,25
2020-01-15 21:00:00,23,15,0.0,14.2,6,1,61,11:01 PM,09:53 AM,05:19 AM,07:38 PM,11,13,15,13,31,91,79,0.0,1015,15,10,183,21
2020-01-16 00:00:00,21,12,0.0,11.1,4,1,54,11:34 PM,11:02 AM,05:20 AM,07:38 PM,10,13,15,13,32,99,71,0.0,1015,15,10,171,24
2020-01-16 03:00:00,21,12,0.0,11.1,4,1,54,11:34 PM,11:02 AM,05:20 AM,07:38 PM,10,13,15,13,29,74,71,0.0,1014,15,10,165,21
2020-01-16 06:00:00,21,12,0.0,11.1,4,1,54,11:34 PM,11:02 AM,05:20 AM,07:38 PM,9,15,15,15,30,79,65,0.0,1015,15,10,167,22
2020-01-16 09:00:00,21,12,0.0,11.1,4,5,54,11:34 PM,11:02 AM,05:20 AM,07:38 PM,8,19,19,19,30,4,49,0.0,1017,19,10,156,26
2020-01-16 12:00:00,21,12,0.0,11.1,4,5,54,11:34 PM,11:02 AM,05:20 AM,07:38 PM,10,21,21,21,33,90,49,0.0,1016,21,10,156,29
2020-01-16 15:00:00,21,12,0.0,11.1,4,5,54,11:34 PM,11:02 AM,05:20 AM,07:38 PM,9,19,19,19,33,19,54,0.0,1015,19,10,156,29
2020-01-16 18:00:00,21,12,0.0,11.1,4,1,54,11:34 PM,11:02 AM,05:20 AM,07:38 PM,10,16,16,16,30,77,66,0.1,1016,16,10,160,24
2020-01-16 21:00:00,21,12,0.0,11.1,4,1,54,11:34 PM,11:02 AM,05:20 AM,07:38 PM,9,11,12,11,29,74,80,0.1,1017,12,10,160,17
2020-01-17 00:00:00,18,13,0.0,13.4,5,1,47,No moonrise,12:09 PM,05:21 AM,07:38 PM,8,12,13,12,33,37,69,0.0,1016,13,10,151,22
2020-01-17 03:00:00,18,13,0.0,13.4,5,1,47,No moonrise,12:09 PM,05:21 AM,07:38 PM,8,12,13,12,30,92,71,0.0,1015,13,10,136,21
2020-01-17 06:00:00,18,13,0.0,13.4,5,1,47,No moonrise,12:09 PM,05:21 AM,07:38 PM,8,12,14,12,28,73,65,0.1,1016,14,10,128,21
2020-01-17 09:00:00,18,13,0.0,13.4,5,5,47,No moonrise,12:09 PM,05:21 AM,07:38 PM,8,17,17,17,27,58,55,0.0,1017,17,10,132,24
2020-01-17 12:00:00,18,13,0.0,13.4,5,5,47,No moonrise,12:09 PM,05:21 AM,07:38 PM,8,18,18,18,29,44,53,0.0,1015,18,10,145,25
2020-01-17 15:00:00,18,13,0.0,13.4,5,5,47,No moonrise,12:09 PM,05:21 AM,07:38 PM,8,18,18,18,32,18,52,0.0,1014,18,10,151,28
2020-01-17 18:00:00,18,13,0.0,13.4,5,1,47,No moonrise,12:09 PM,05:21 AM,07:38 PM,9,16,16,16,31,29,64,0.0,1014,16,10,157,26
2020-01-17 21:00:00,18,13,0.0,13.4,5,1,47,No moonrise,12:09 PM,05:21 AM,07:38 PM,10,11,13,11,33,29,83,0.0,1014,13,10,154,19
2020-01-18 00:00:00,23,13,0.0,13.4,5,1,40,12:07 AM,01:16 PM,05:22 AM,07:37 PM,10,11,13,11,28,26,83,0.0,1012,13,10,149,17
2020-01-18 03:00:00,23,13,0.0,13.4,5,1,40,12:07 AM,01:16 PM,05:22 AM,07:37 PM,11,12,14,12,27,48,82,0.0,1011,14,10,144,17
2020-01-18 06:00:00,23,13,0.0,13.4,5,1,40,12:07 AM,01:16 PM,05:22 AM,07:37 PM,10,14,15,14,20,64,75,0.0,1011,15,10,173,14
2020-01-18 09:00:00,23,13,0.0,13.4,5,5,40,12:07 AM,01:16 PM,05:22 AM,07:37 PM,10,20,20,20,19,8,55,0.0,1011,20,10,130,17
2020-01-18 12:00:00,23,13,0.0,13.4,5,6,40,12:07 AM,01:16 PM,05:22 AM,07:37 PM,10,25,25,23,16,4,43,0.0,1010,23,10,155,14
2020-01-18 15:00:00,23,13,0.0,13.4,5,6,40,12:07 AM,01:16 PM,05:22 AM,07:37 PM,11,25,25,23,12,7,47,0.0,1009,23,10,174,10
2020-01-18 18:00:00,23,13,0.0,13.4,5,1,40,12:07 AM,01:16 PM,05:22 AM,07:37 PM,11,19,19,19,23,27,61,0.0,1009,19,10,164,19
2020-01-18 21:00:00,23,13,0.0,13.4,5,1,40,12:07 AM,01:16 PM,05:22 AM,07:37 PM,12,14,14,14,24,25,85,0.0,1010,14,10,173,13
2020-01-19 00:00:00,20,14,0.0,10.0,5,1,32,12:41 AM,02:21 PM,05:23 AM,07:37 PM,12,13,14,13,23,42,88,0.0,1009,14,10,172,13
2020-01-19 03:00:00,20,14,0.0,10.0,5,1,32,12:41 AM,02:21 PM,05:23 AM,07:37 PM,12,13,14,13,22,64,84,0.0,1008,14,10,181,12
2020-01-19 06:00:00,20,14,0.0,10.0,5,1,32,12:41 AM,02:21 PM,05:23 AM,07:37 PM,11,16,16,16,20,56,75,0.1,1010,16,10,180,14
2020-01-19 09:00:00,20,14,0.0,10.0,5,4,32,12:41 AM,02:21 PM,05:23 AM,07:37 PM,10,19,19,19,26,81,56,0.0,1010,19,10,181,22
2020-01-19 12:00:00,20,14,0.0,10.0,5,4,32,12:41 AM,02:21 PM,05:23 AM,07:37 PM,10,20,20,20,29,71,53,0.2,1010,20,10,175,25
2020-01-19 15:00:00,20,14,0.0,10.0,5,5,32,12:41 AM,02:21 PM,05:23 AM,07:37 PM,10,20,20,20,37,66,52,0.0,1010,20,10,190,32
2020-01-19 18:00:00,20,14,0.0,10.0,5,1,32,12:41 AM,02:21 PM,05:23 AM,07:37 PM,12,17,17,17,35,94,71,0.1,1011,17,10,185,28
2020-01-19 21:00:00,20,14,0.0,10.0,5,1,32,12:41 AM,02:21 PM,05:23 AM,07:37 PM,12,16,16,16,33,100,77,0.0,1012,16,10,186,22
2020-01-20 00:00:00,21,12,0.0,11.1,4,1,25,01:18 AM,03:27 PM,05:24 AM,07:36 PM,13,16,16,16,37,100,79,0.2,1011,16,10,180,26
2020-01-20 03:00:00,21,12,0.0,11.1,4,1,25,01:18 AM,03:27 PM,05:24 AM,07:36 PM,13,16,16,16,32,100,82,0.0,1010,16,10,179,22
2020-01-20 06:00:00,21,12,0.0,11.1,4,1,25,01:18 AM,03:27 PM,05:24 AM,07:36 PM,13,16,16,16,31,95,81,0.2,1011,16,10,177,23
2020-01-20 09:00:00,21,12,0.0,11.1,4,4,25,01:18 AM,03:27 PM,05:24 AM,07:36 PM,12,18,18,18,30,100,67,0.0,1013,18,10,174,26
