date_time,Kingscote_maxtempC,Kingscote_mintempC,Kingscote_totalSnow_cm,Kingscote_sunHour,Kingscote_uvIndex,Kingscote_uvIndex,Kingscote_moon_illumination,Kingscote_moonrise,Kingscote_moonset,Kingscote_sunrise,Kingscote_sunset,Kingscote_DewPointC,Kingscote_FeelsLikeC,Kingscote_HeatIndexC,Kingscote_WindChillC,Kingscote_WindGustKmph,Kingscote_cloudcover,Kingscote_humidity,Kingscote_precipMM,Kingscote_pressure,Kingscote_tempC,Kingscote_visibility,Kingscote_winddirDegree,Kingscote_windspeedKmph
2020-01-20 12:00:00,21,12,0.0,11.1,4,4,25,01:18 AM,03:27 PM,05:24 AM,07:36 PM,11,19,19,19,30,74,58,0.0,1013,19,10,179,26
2020-01-20 15:00:00,21,12,0.0,11.1,4,6,25,01:18 AM,03:27 PM,05:24 AM,07:36 PM,10,21,21,21,27,4,50,0.0,1012,21,10,178,23
2020-01-20 18:00:00,21,12,0.0,11.1,4,1,25,01:18 AM,03:27 PM,05:24 AM,07:36 PM,10,17,17,17,25,3,62,0.0,1013,17,10,182,21
2020-01-20 21:00:00,21,12,0.0,11.1,4,1,25,01:18 AM,03:27 PM,05:24 AM,07:36 PM,11,11,12,11,22,26,88,0.0,1013,12,10,177,12
2020-01-21 00:00:00,23,12,0.0,13.4,5,1,18,01:58 AM,04:31 PM,05:25 AM,07:36 PM,9,11,12,11,14,50,87,0.0,1013,12,10,167,7
2020-01-21 03:00:00,23,12,0.0,13.4,5,1,18,01:58 AM,04:31 PM,05:25 AM,07:36 PM,10,13,13,13,6,80,82,0.0,1012,13,10,159,4
2020-01-21 06:00:00,23,12,0.0,13.4,5,1,18,01:58 AM,04:31 PM,05:25 AM,07:36 PM,9,15,14,15,6,54,70,0.0,1012,14,10,108,4
2020-01-21 09:00:00,23,12,0.0,13.4,5,5,18,01:58 AM,04:31 PM,05:25 AM,07:36 PM,8,19,19,19,13,10,49,0.0,1012,19,10,24,12
2020-01-21 12:00:00,23,12,0.0,13.4,5,6,18,01:58 AM,04:31 PM,05:25 AM,07:36 PM,8,22,24,22,22,0,42,0.0,1010,22,10,344,19
2020-01-21 15:00:00,23,12,0.0,13.4,5,6,18,01:58 AM,04:31 PM,05:25 AM,07:36 PM,9,24,24,23,20,2,42,0.0,1006,23,10,345,18
2020-01-21 18:00:00,23,12,0.0,13.4,5,1,18,01:58 AM,04:31 PM,05:25 AM,07:36 PM,10,21,21,21,17,90,51,0.0,1005,21,10,2,13
2020-01-21 21:00:00,23,12,0.0,13.4,5,1,18,01:58 AM,04:31 PM,05:25 AM,07:36 PM,11,18,22,18,19,68,78,0.0,1003,18,10,18,9
2020-01-22 00:00:00,22,14,0.0,11.1,5,1,11,02:43 AM,05:32 PM,05:26 AM,07:35 PM,11,18,18,18,30,21,64,0.0,1000,18,10,0,14
2020-01-22 03:00:00,22,14,0.0,11.1,5,1,11,02:43 AM,05:32 PM,05:26 AM,07:35 PM,11,18,18,18,34,24,64,0.0,997,18,10,347,16
2020-01-22 06:00:00,22,14,0.0,11.1,5,1,11,02:43 AM,05:32 PM,05:26 AM,07:35 PM,12,20,20,20,34,48,62,0.0,998,20,10,288,22
2020-01-22 09:00:00,22,14,0.0,11.1,5,4,11,02:43 AM,05:32 PM,05:26 AM,07:35 PM,14,19,19,19,31,100,73,0.1,999,19,10,257,27
2020-01-22 12:00:00,22,14,0.0,11.1,5,6,11,02:43 AM,05:32 PM,05:26 AM,07:35 PM,8,24,24,22,33,30,40,0.0,1000,22,10,287,29
2020-01-22 15:00:00,22,14,0.0,11.1,5,5,11,02:43 AM,05:32 PM,05:26 AM,07:35 PM,9,21,21,21,38,100,46,0.0,1000,21,10,286,33
2020-01-22 18:00:00,22,14,0.0,11.1,5,1,11,02:43 AM,05:32 PM,05:26 AM,07:35 PM,8,17,17,17,26,85,57,0.1,1000,17,10,274,21
2020-01-22 21:00:00,22,14,0.0,11.1,5,1,11,02:43 AM,05:32 PM,05:26 AM,07:35 PM,11,13,14,13,15,100,83,1.0,999,14,9,296,11
2020-01-23 00:00:00,19,13,0.0,12.2,4,1,3,03:33 AM,06:27 PM,05:27 AM,07:35 PM,11,12,14,12,32,70,82,3.9,997,14,8,293,23
2020-01-23 03:00:00,19,13,0.0,12.2,4,1,3,03:33 AM,06:27 PM,05:27 AM,07:35 PM,10,13,14,13,39,58,77,0.0,996,14,10,280,24
2020-01-23 06:00:00,19,13,0.0,12.2,4,1,3,03:33 AM,06:27 PM,05:27 AM,07:35 PM,8,12,13,12,35,72,70,0.2,999,13,9,265,22
2020-01-23 09:00:00,19,13,0.0,12.2,4,5,3,03:33 AM,06:27 PM,05:27 AM,07:35 PM,5,18,18,18,33,58,44,0.0,1003,18,10,253,29
2020-01-23 12:00:00,19,13,0.0,12.2,4,5,3,03:33 AM,06:27 PM,05:27 AM,07:35 PM,5,19,19,19,30,45,39,0.0,1005,19,10,259,26
2020-01-23 15:00:00,19,13,0.0,12.2,4,5,3,03:33 AM,06:27 PM,05:27 AM,07:35 PM,5,18,18,18,30,45,43,0.0,1005,18,10,263,26
2020-01-23 18:00:00,19,13,0.0,12.2,4,1,3,03:33 AM,06:27 PM,05:27 AM,07:35 PM,6,17,17,17,30,77,47,0.0,1008,17,10,260,23
2020-01-23 21:00:00,19,13,0.0,12.2,4,1,3,03:33 AM,06:27 PM,05:27 AM,07:35 PM,8,11,13,11,24,2,72,0.0,1009,13,10,268,13
2020-01-24 00:00:00,22,12,0.0,9.9,5,1,0,04:27 AM,07:17 PM,05:28 AM,07:34 PM,8,11,12,11,25,8,74,0.0,1010,12,10,270,13
2020-01-24 03:00:00,22,12,0.0,9.9,5,1,0,04:27 AM,07:17 PM,05:28 AM,07:34 PM,9,11,12,11,25,50,78,0.0,1010,12,10,273,13
2020-01-24 06:00:00,22,12,0.0,9.9,5,1,0,04:27 AM,07:17 PM,05:28 AM,07:34 PM,10,14,14,14,19,91,73,0.0,1012,14,10,269,13
2020-01-24 09:00:00,22,12,0.0,9.9,5,4,0,04:27 AM,07:17 PM,05:28 AM,07:34 PM,11,19,19,19,21,92,59,0.0,1014,19,10,289,18
2020-01-24 12:00:00,22,12,0.0,9.9,5,5,0,04:27 AM,07:17 PM,05:28 AM,07:34 PM,12,21,24,21,30,78,56,0.1,1015,21,10,294,26
2020-01-24 15:00:00,22,12,0.0,9.9,5,5,0,04:27 AM,07:17 PM,05:28 AM,07:34 PM,13,25,25,22,27,86,55,0.1,1013,22,10,284,24
2020-01-24 18:00:00,22,12,0.0,9.9,5,1,0,04:27 AM,07:17 PM,05:28 AM,07:34 PM,13,21,21,21,24,58,62,0.0,1014,21,10,282,18
2020-01-24 21:00:00,22,12,0.0,9.9,5,1,0,04:27 AM,07:17 PM,05:28 AM,07:34 PM,14,17,17,17,23,51,86,0.0,1015,17,10,282,13
2020-01-25 00:00:00,24,15,0.0,12.2,6,1,0,05:25 AM,08:00 PM,05:29 AM,07:34 PM,14,15,15,15,18,11,91,0.0,1015,15,10,294,9
2020-01-25 03:00:00,24,15,0.0,12.2,6,1,0,05:25 AM,08:00 PM,05:29 AM,07:34 PM,14,15,15,15,18,4,92,0.0,1014,15,10,282,9
2020-01-25 06:00:00,24,15,0.0,12.2,6,1,0,05:25 AM,08:00 PM,05:29 AM,07:34 PM,14,17,17,17,15,8,87,0.0,1015,17,10,301,9
2020-01-25 09:00:00,24,15,0.0,12.2,6,5,0,05:25 AM,08:00 PM,05:29 AM,07:34 PM,14,25,25,22,18,65,59,0.0,1016,22,10,294,16
2020-01-25 12:00:00,24,15,0.0,12.2,6,6,0,05:25 AM,08:00 PM,05:29 AM,07:34 PM,14,25,25,24,19,38,55,0.0,1015,24,10,279,17
2020-01-25 15:00:00,24,15,0.0,12.2,6,6,0,05:25 AM,08:00 PM,05:29 AM,07:34 PM,14,26,26,24,18,14,53,0.0,1014,24,10,279,16
2020-01-25 18:00:00,24,15,0.0,12.2,6,1,0,05:25 AM,08:00 PM,05:29 AM,07:34 PM,15,25,25,22,12,80,63,0.0,1015,22,10,239,9
2020-01-25 21:00:00,24,15,0.0,12.2,6,1,0,05:25 AM,08:00 PM,05:29 AM,07:34 PM,15,18,18,18,15,24,86,0.0,1016,18,10,230,9
2020-01-26 00:00:00,25,15,0.0,13.4,5,1,4,06:23 AM,08:38 PM,05:31 AM,07:33 PM,15,16,16,16,14,37,95,0.0,1015,16,2,248,8
2020-01-26 03:00:00,25,15,0.0,13.4,5,1,4,06:23 AM,08:38 PM,05:31 AM,07:33 PM,14,14,15,14,21,37,95,0.0,1014,15,2,229,12
2020-01-26 06:00:00,25,15,0.0,13.4,5,1,4,06:23 AM,08:38 PM,05:31 AM,07:33 PM,14,16,16,16,12,51,92,0.0,1016,16,10,238,8
2020-01-26 09:00:00,25,15,0.0,13.4,5,5,4,06:23 AM,08:38 PM,05:31 AM,07:33 PM,14,25,25,22,5,69,60,0.0,1016,22,10,218,4
2020-01-26 12:00:00,25,15,0.0,13.4,5,6,4,06:23 AM,08:38 PM,05:31 AM,07:33 PM,15,26,26,25,8,14,54,0.0,1016,25,10,218,7
2020-01-26 15:00:00,25,15,0.0,13.4,5,6,4,06:23 AM,08:38 PM,05:31 AM,07:33 PM,14,25,25,24,11,30,54,0.0,1015,24,10,177,10
2020-01-26 18:00:00,25,15,0.0,13.4,5,1,4,06:23 AM,08:38 PM,05:31 AM,07:33 PM,13,20,20,20,17,43,64,0.0,1017,20,10,180,14
2020-01-26 21:00:00,25,15,0.0,13.4,5,1,4,06:23 AM,08:38 PM,05:31 AM,07:33 PM,14,18,20,18,15,26,94,0.0,1017,18,10,175,9
2020-01-27 00:00:00,24,13,0.0,14.0,5,1,11,07:22 AM,09:11 PM,05:32 AM,07:33 PM,13,13,14,13,20,38,95,0.0,1016,14,2,186,11
2020-01-27 03:00:00,24,13,0.0,14.0,5,1,11,07:22 AM,09:11 PM,05:32 AM,07:33 PM,12,12,13,12,21,14,92,0.0,1016,13,10,186,11
2020-01-27 06:00:00,24,13,0.0,14.0,5,1,11,07:22 AM,09:11 PM,05:32 AM,07:33 PM,12,14,14,14,14,27,86,0.0,1016,14,10,201,9
2020-01-27 09:00:00,24,13,0.0,14.0,5,6,11,07:22 AM,09:11 PM,05:32 AM,07:33 PM,11,21,24,21,6,2,50,0.0,1017,21,10,188,5
2020-01-27 12:00:00,24,13,0.0,14.0,5,6,11,07:22 AM,09:11 PM,05:32 AM,07:33 PM,11,25,25,24,5,3,43,0.0,1017,24,10,144,4
2020-01-27 15:00:00,24,13,0.0,14.0,5,6,11,07:22 AM,09:11 PM,05:32 AM,07:33 PM,12,25,25,24,12,0,49,0.0,1016,24,10,161,10
2020-01-27 18:00:00,24,13,0.0,14.0,5,1,11,07:22 AM,09:11 PM,05:32 AM,07:33 PM,12,19,19,19,17,2,65,0.0,1017,19,10,174,14
2020-01-27 21:00:00,24,13,0.0,14.0,5,1,11,07:22 AM,09:11 PM,05:32 AM,07:33 PM,12,15,18,15,23,3,89,0.0,1017,15,10,180,13
2020-01-28 00:00:00,27,12,0.0,14.0,6,1,18,08:19 AM,09:41 PM,05:33 AM,07:32 PM,12,12,13,12,20,6,92,0.0,1017,13,10,175,10
2020-01-28 03:00:00,27,12,0.0,14.0,6,1,18,08:19 AM,09:41 PM,05:33 AM,07:32 PM,11,13,12,13,9,7,92,0.0,1016,12,10,176,4
2020-01-28 06:00:00,27,12,0.0,14.0,6,1,18,08:19 AM,09:41 PM,05:33 AM,07:32 PM,12,15,14,15,6,5,86,0.0,1017,14,10,186,4
2020-01-28 09:00:00,27,12,0.0,14.0,6,6,18,08:19 AM,09:41 PM,05:33 AM,07:32 PM,9,24,24,23,9,0,42,0.0,1018,23,10,154,8
2020-01-28 12:00:00,27,12,0.0,14.0,6,7,18,08:19 AM,09:41 PM,05:33 AM,07:32 PM,10,27,27,27,8,0,35,0.0,1017,27,10,94,6
2020-01-28 15:00:00,27,12,0.0,14.0,6,7,18,08:19 AM,09:41 PM,05:33 AM,07:32 PM,11,26,26,27,9,0,39,0.0,1016,27,10,104,8
2020-01-28 18:00:00,27,12,0.0,14.0,6,1,18,08:19 AM,09:41 PM,05:33 AM,07:32 PM,12,22,25,22,21,0,53,0.0,1016,22,10,153,16
2020-01-28 21:00:00,27,12,0.0,14.0,6,1,18,08:19 AM,09:41 PM,05:33 AM,07:32 PM,13,18,22,18,24,0,89,0.0,1017,18,10,150,12
2020-01-29 00:00:00,35,14,0.0,14.0,7,1,26,09:15 AM,10:08 PM,05:34 AM,07:31 PM,13,14,15,14,20,0,89,0.0,1016,15,10,130,9
2020-01-29 03:00:00,35,14,0.0,14.0,7,1,26,09:15 AM,10:08 PM,05:34 AM,07:31 PM,12,14,14,14,17,0,85,0.0,1016,14,10,125,8
2020-01-29 06:00:00,35,14,0.0,14.0,7,1,26,09:15 AM,10:08 PM,05:34 AM,07:31 PM,12,16,16,16,14,0,74,0.0,1015,16,10,112,6
2020-01-29 09:00:00,35,14,0.0,14.0,7,7,26,09:15 AM,10:08 PM,05:34 AM,07:31 PM,9,27,27,27,15,0,30,0.0,1015,27,10,47,13
2020-01-29 12:00:00,35,14,0.0,14.0,7,8,26,09:15 AM,10:08 PM,05:34 AM,07:31 PM,7,30,30,32,26,0,21,0.0,1013,32,10,22,22
2020-01-29 15:00:00,35,14,0.0,14.0,7,8,26,09:15 AM,10:08 PM,05:34 AM,07:31 PM,5,33,33,35,17,0,16,0.0,1012,35,10,22,14
2020-01-29 18:00:00,35,14,0.0,14.0,7,1,26,09:15 AM,10:08 PM,05:34 AM,07:31 PM,4,29,29,32,9,0,18,0.0,1010,32,10,76,4
2020-01-29 21:00:00,35,14,0.0,14.0,7,1,26,09:15 AM,10:08 PM,05:34 AM,07:31 PM,4,32,32,29,14,0,30,0.0,1011,29,10,144,7
2020-01-30 00:00:00,39,21,0.0,14.0,8,1,33,10:10 AM,10:35 PM,05:35 AM,07:30 PM,5,21,21,21,12,0,34,0.0,1009,21,10,115,6
2020-01-30 03:00:00,39,21,0.0,14.0,8,1,33,10:10 AM,10:35 PM,05:35 AM,07:30 PM,6,21,24,21,10,0,36,0.0,1008,21,10,64,5
2020-01-30 06:00:00,39,21,0.0,14.0,8,1,33,10:10 AM,10:35 PM,05:35 AM,07:30 PM,7,24,24,24,26,0,33,0.0,1008,24,10,30,13
2020-01-30 09:00:00,39,21,0.0,14.0,8,8,33,10:10 AM,10:35 PM,05:35 AM,07:30 PM,8,30,30,32,27,0,22,0.0,1008,32,10,17,23
2020-01-30 12:00:00,39,21,0.0,14.0,8,9,33,10:10 AM,10:35 PM,05:35 AM,07:30 PM,6,36,36,37,25,0,15,0.0,1006,37,10,16,22
2020-01-30 15:00:00,39,21,0.0,14.0,8,9,33,10:10 AM,10:35 PM,05:35 AM,07:30 PM,4,38,38,39,19,0,12,0.0,1004,39,10,13,17
2020-01-30 18:00:00,39,21,0.0,14.0,8,1,33,10:10 AM,10:35 PM,05:35 AM,07:30 PM,3,33,33,35,21,0,13,0.0,1004,35,10,65,10
2020-01-30 21:00:00,39,21,0.0,14.0,8,1,33,10:10 AM,10:35 PM,05:35 AM,07:30 PM,0,33,33,31,17,3,16,0.0,1004,31,10,123,8
2020-01-31 00:00:00,34,27,0.0,11.0,8,1,37,11:05 AM,11:02 PM,05:36 AM,07:30 PM,8,27,27,28,30,49,29,0.0,1004,28,10,348,14
2020-01-31 03:00:00,34,27,0.0,11.0,8,1,37,11:05 AM,11:02 PM,05:36 AM,07:30 PM,18,30,30,29,44,57,51,0.0,1003,29,10,339,22
2020-01-31 06:00:00,34,27,0.0,11.0,8,1,37,11:05 AM,11:02 PM,05:36 AM,07:30 PM,17,28,28,28,28,56,51,0.1,1003,28,10,351,13
2020-01-31 09:00:00,34,27,0.0,11.0,8,8,37,11:05 AM,11:02 PM,05:36 AM,07:30 PM,19,33,33,31,39,61,49,0.0,1004,31,10,355,34
2020-01-31 12:00:00,34,27,0.0,11.0,8,7,37,11:05 AM,11:02 PM,05:36 AM,07:30 PM,19,36,36,34,39,83,43,0.5,1003,34,9,342,32
2020-01-31 15:00:00,34,27,0.0,11.0,8,8,37,11:05 AM,11:02 PM,05:36 AM,07:30 PM,21,36,36,33,32,54,49,0.0,1002,33,10,286,27
2020-01-31 18:00:00,34,27,0.0,11.0,8,1,37,11:05 AM,11:02 PM,05:36 AM,07:30 PM,22,34,34,30,21,77,86,8.1,1004,30,5,276,13
2020-01-31 21:00:00,34,27,0.0,11.0,8,1,37,11:05 AM,11:02 PM,05:36 AM,07:30 PM,22,30,30,27,10,100,91,0.0,1006,27,10,328,6
2020-02-01 00:00:00,22,14,0.0,12.2,4,1,49,12:01 PM,11:30 PM,05:37 AM,07:29 PM,19,20,20,20,28,99,92,0.8,1007,20,10,213,20
2020-02-01 03:00:00,22,14,0.0,12.2,4,1,49,12:01 PM,11:30 PM,05:37 AM,07:29 PM,17,19,19,19,27,100,88,0.0,1008,19,10,206,19
2020-02-01 06:00:00,22,14,0.0,12.2,4,1,49,12:01 PM,11:30 PM,05:37 AM,07:29 PM,14,17,17,17,32,82,83,0.0,1010,17,10,196,24
2020-02-01 09:00:00,22,14,0.0,12.2,4,4,49,12:01 PM,11:30 PM,05:37 AM,07:29 PM,13,19,19,19,22,77,68,0.0,1013,19,10,187,19
2020-02-01 12:00:00,22,14,0.0,12.2,4,6,49,12:01 PM,11:30 PM,05:37 AM,07:29 PM,11,22,24,22,25,17,50,0.0,1014,22,10,200,22
2020-02-01 15:00:00,22,14,0.0,12.2,4,6,49,12:01 PM,11:30 PM,05:37 AM,07:29 PM,10,21,24,21,25,5,49,0.0,1013,21,10,207,22
2020-02-01 18:00:00,22,14,0.0,12.2,4,1,49,12:01 PM,11:30 PM,05:37 AM,07:29 PM,9,18,18,18,23,0,56,0.0,1014,18,10,203,19
2020-02-01 21:00:00,22,14,0.0,12.2,4,1,49,12:01 PM,11:30 PM,05:37 AM,07:29 PM,9,13,14,13,23,1,70,0.0,1015,14,10,232,13
2020-02-02 00:00:00,22,14,0.0,13.3,5,1,57,12:57 PM,No moonset,05:38 AM,07:28 PM,9,13,14,13,22,19,74,0.0,1015,14,10,269,12
2020-02-02 03:00:00,22,14,0.0,13.3,5,1,57,12:57 PM,No moonset,05:38 AM,07:28 PM,10,13,14,13,25,22,80,0.0,1014,14,10,264,13
2020-02-02 06:00:00,22,14,0.0,13.3,5,1,57,12:57 PM,No moonset,05:38 AM,07:28 PM,11,16,16,16,22,5,72,0.0,1014,16,10,265,14
2020-02-02 09:00:00,22,14,0.0,13.3,5,5,57,12:57 PM,No moonset,05:38 AM,07:28 PM,11,21,24,21,25,93,53,0.0,1015,21,10,248,22
2020-02-02 12:00:00,22,14,0.0,13.3,5,6,57,12:57 PM,No moonset,05:38 AM,07:28 PM,11,24,24,22,23,47,48,0.0,1016,22,10,229,20
2020-02-02 15:00:00,22,14,0.0,13.3,5,6,57,12:57 PM,No moonset,05:38 AM,07:28 PM,10,22,24,22,28,0,46,0.0,1015,22,10,216,24
2020-02-02 18:00:00,22,14,0.0,13.3,5,1,57,12:57 PM,No moonset,05:38 AM,07:28 PM,10,18,18,18,27,0,58,0.0,1015,18,10,217,22
2020-02-02 21:00:00,22,14,0.0,13.3,5,1,57,12:57 PM,No moonset,05:38 AM,07:28 PM,10,14,14,14,20,42,74,0.0,1016,14,10,243,12
2020-02-03 00:00:00,18,13,0.0,11.0,5,1,64,01:56 PM,12:01 AM,05:39 AM,07:27 PM,9,16,16,16,22,40,66,0.0,1016,16,10,230,15
2020-02-03 03:00:00,18,13,0.0,11.0,5,1,64,01:56 PM,12:01 AM,05:39 AM,07:27 PM,11,14,14,14,22,62,77,0.0,1016,14,10,224,13
2020-02-03 06:00:00,18,13,0.0,11.0,5,1,64,01:56 PM,12:01 AM,05:39 AM,07:27 PM,10,15,15,15,19,80,71,0.1,1017,15,10,204,13
2020-02-03 09:00:00,18,13,0.0,11.0,5,4,64,01:56 PM,12:01 AM,05:39 AM,07:27 PM,8,17,17,17,26,94,55,0.0,1018,17,10,180,22
2020-02-03 12:00:00,18,13,0.0,11.0,5,4,64,01:56 PM,12:01 AM,05:39 AM,07:27 PM,10,17,17,17,28,87,62,0.1,1020,17,10,153,25
2020-02-03 15:00:00,18,13,0.0,11.0,5,5,64,01:56 PM,12:01 AM,05:39 AM,07:27 PM,8,18,18,18,30,28,52,0.0,1019,18,10,151,26
2020-02-03 18:00:00,18,13,0.0,11.0,5,1,64,01:56 PM,12:01 AM,05:39 AM,07:27 PM,8,15,15,15,29,25,60,0.0,1021,15,10,144,24
2020-02-03 21:00:00,18,13,0.0,11.0,5,1,64,01:56 PM,12:01 AM,05:39 AM,07:27 PM,8,11,13,11,27,34,74,0.0,1022,13,10,146,15
2020-02-04 00:00:00,20,12,0.0,13.9,5,1,72,02:56 PM,12:35 AM,05:40 AM,07:26 PM,9,11,12,11,26,36,79,0.0,1021,12,10,131,14
2020-02-04 03:00:00,20,12,0.0,13.9,5,1,72,02:56 PM,12:35 AM,05:40 AM,07:26 PM,8,10,12,10,25,12,78,0.0,1021,12,10,132,13
2020-02-04 06:00:00,20,12,0.0,13.9,5,1,72,02:56 PM,12:35 AM,05:40 AM,07:26 PM,9,12,13,12,22,24,76,0.0,1022,13,10,119,13
2020-02-04 09:00:00,20,12,0.0,13.9,5,5,72,02:56 PM,12:35 AM,05:40 AM,07:26 PM,8,18,18,18,24,0,49,0.0,1022,18,10,102,21
2020-02-04 12:00:00,20,12,0.0,13.9,5,6,72,02:56 PM,12:35 AM,05:40 AM,07:26 PM,8,20,20,20,27,0,44,0.0,1021,20,10,118,23
2020-02-04 15:00:00,20,12,0.0,13.9,5,5,72,02:56 PM,12:35 AM,05:40 AM,07:26 PM,7,20,20,20,27,0,43,0.0,1020,20,10,128,23
2020-02-04 18:00:00,20,12,0.0,13.9,5,1,72,02:56 PM,12:35 AM,05:40 AM,07:26 PM,8,17,17,17,27,0,56,0.0,1021,17,10,148,22
2020-02-04 21:00:00,20,12,0.0,13.9,5,1,72,02:56 PM,12:35 AM,05:40 AM,07:26 PM,10,12,14,12,32,0,81,0.0,1021,14,10,146,19
2020-02-05 00:00:00,21,13,0.0,13.9,5,1,79,03:58 PM,01:15 AM,05:41 AM,07:26 PM,11,12,13,12,30,0,85,0.0,1020,13,10,141,17
2020-02-05 03:00:00,21,13,0.0,13.9,5,1,79,03:58 PM,01:15 AM,05:41 AM,07:26 PM,11,12,13,12,31,11,89,0.0,1019,13,10,139,17
2020-02-05 06:00:00,21,13,0.0,13.9,5,1,79,03:58 PM,01:15 AM,05:41 AM,07:26 PM,11,13,14,13,25,0,82,0.0,1020,14,10,136,16
2020-02-05 09:00:00,21,13,0.0,13.9,5,5,79,03:58 PM,01:15 AM,05:41 AM,07:26 PM,11,19,19,19,27,0,58,0.0,1020,19,10,126,23
2020-02-05 12:00:00,21,13,0.0,13.9,5,6,79,03:58 PM,01:15 AM,05:41 AM,07:26 PM,10,21,21,21,30,0,51,0.0,1019,21,10,131,26
2020-02-05 15:00:00,21,13,0.0,13.9,5,6,79,03:58 PM,01:15 AM,05:41 AM,07:26 PM,10,20,20,20,28,0,50,0.0,1018,20,10,143,24
2020-02-05 18:00:00,21,13,0.0,13.9,5,1,79,03:58 PM,01:15 AM,05:41 AM,07:26 PM,11,17,17,17,29,0,70,0.0,1019,17,10,151,24
2020-02-05 21:00:00,21,13,0.0,13.9,5,1,79,03:58 PM,01:15 AM,05:41 AM,07:26 PM,12,12,14,12,32,8,90,0.0,1019,14,10,159,19
2020-02-06 00:00:00,25,14,0.0,13.8,6,1,87,04:59 PM,02:02 AM,05:42 AM,07:25 PM,13,13,14,13,32,17,91,0.0,1018,14,10,151,19
2020-02-06 03:00:00,25,14,0.0,13.8,6,1,87,04:59 PM,02:02 AM,05:42 AM,07:25 PM,13,13,14,13,29,22,93,0.0,1017,14,10,153,17
2020-02-06 06:00:00,25,14,0.0,13.8,6,1,87,04:59 PM,02:02 AM,05:42 AM,07:25 PM,13,14,15,14,26,24,91,0.0,1018,15,10,142,17
2020-02-06 09:00:00,25,14,0.0,13.8,6,6,87,04:59 PM,02:02 AM,05:42 AM,07:25 PM,13,21,21,21,25,0,59,0.0,1018,21,10,133,22
2020-02-06 12:00:00,25,14,0.0,13.8,6,6,87,04:59 PM,02:02 AM,05:42 AM,07:25 PM,12,25,25,25,22,0,45,0.0,1018,25,10,135,19
2020-02-06 15:00:00,25,14,0.0,13.8,6,6,87,04:59 PM,02:02 AM,05:42 AM,07:25 PM,13,25,25,23,28,0,53,0.0,1017,23,10,149,24
2020-02-06 18:00:00,25,14,0.0,13.8,6,1,87,04:59 PM,02:02 AM,05:42 AM,07:25 PM,14,18,18,18,31,0,76,0.0,1017,18,10,166,26
2020-02-06 21:00:00,25,14,0.0,13.8,6,1,87,04:59 PM,02:02 AM,05:42 AM,07:25 PM,14,15,15,15,34,36,93,0.0,1018,15,10,174,21
2020-02-07 00:00:00,29,16,0.0,13.8,6,1,95,05:57 PM,02:57 AM,05:43 AM,07:24 PM,15,16,16,16,29,28,94,0.0,1018,16,10,167,16
2020-02-07 03:00:00,29,16,0.0,13.8,6,1,95,05:57 PM,02:57 AM,05:43 AM,07:24 PM,15,16,16,16,29,50,95,0.0,1016,16,10,167,16
2020-02-07 06:00:00,29,16,0.0,13.8,6,1,95,05:57 PM,02:57 AM,05:43 AM,07:24 PM,16,17,17,17,25,32,94,0.0,1018,17,10,174,14
2020-02-07 09:00:00,29,16,0.0,13.8,6,7,95,05:57 PM,02:57 AM,05:43 AM,07:24 PM,15,27,27,26,16,16,52,0.0,1019,26,10,109,14
2020-02-07 12:00:00,29,16,0.0,13.8,6,7,95,05:57 PM,02:57 AM,05:43 AM,07:24 PM,15,29,29,29,23,7,43,0.0,1019,29,10,115,20
2020-02-07 15:00:00,29,16,0.0,13.8,6,7,95,05:57 PM,02:57 AM,05:43 AM,07:24 PM,14,27,27,27,27,6,43,0.0,1017,27,10,134,24
2020-02-07 18:00:00,29,16,0.0,13.8,6,1,95,05:57 PM,02:57 AM,05:43 AM,07:24 PM,16,25,25,22,27,2,66,0.0,1019,22,10,152,21
2020-02-07 21:00:00,29,16,0.0,13.8,6,1,95,05:57 PM,02:57 AM,05:43 AM,07:24 PM,16,18,18,18,33,8,89,0.0,1020,18,10,163,19
2020-02-08 00:00:00,28,18,0.0,13.8,6,1,100,06:50 PM,04:00 AM,05:44 AM,07:23 PM,16,18,18,18,34,21,91,0.0,1020,18,10,164,18
2020-02-08 03:00:00,28,18,0.0,13.8,6,1,100,06:50 PM,04:00 AM,05:44 AM,07:23 PM,16,18,18,18,33,32,90,0.0,1018,18,10,155,17
2020-02-08 06:00:00,28,18,0.0,13.8,6,1,100,06:50 PM,04:00 AM,05:44 AM,07:23 PM,16,18,18,18,27,17,88,0.0,1019,18,10,154,16
2020-02-08 09:00:00,28,18,0.0,13.8,6,6,100,06:50 PM,04:00 AM,05:44 AM,07:23 PM,16,26,26,25,24,4,60,0.0,1019,25,10,126,21
2020-02-08 12:00:00,28,18,0.0,13.8,6,7,100,06:50 PM,04:00 AM,05:44 AM,07:23 PM,15,28,28,28,22,3,43,0.0,1018,28,10,130,19
2020-02-08 15:00:00,28,18,0.0,13.8,6,7,100,06:50 PM,04:00 AM,05:44 AM,07:23 PM,15,28,28,28,25,0,47,0.0,1016,28,10,141,22
2020-02-08 18:00:00,28,18,0.0,13.8,6,1,100,06:50 PM,04:00 AM,05:44 AM,07:23 PM,16,28,28,24,28,7,69,0.0,1017,24,10,152,22
2020-02-08 21:00:00,28,18,0.0,13.8,6,1,100,06:50 PM,04:00 AM,05:44 AM,07:23 PM,17,21,25,21,27,21,90,0.0,1016,21,10,168,14
