date_time,Levuka_maxtempC,Levuka_mintempC,Levuka_totalSnow_cm,Levuka_sunHour,Levuka_uvIndex,Levuka_uvIndex,Levuka_moon_illumination,Levuka_moonrise,Levuka_moonset,Levuka_sunrise,Levuka_sunset,Levuka_DewPointC,Levuka_FeelsLikeC,Levuka_HeatIndexC,Levuka_WindChillC,Levuka_WindGustKmph,Levuka_cloudcover,Levuka_humidity,Levuka_precipMM,Levuka_pressure,Levuka_tempC,Levuka_visibility,Levuka_winddirDegree,Levuka_windspeedKmph
2020-03-23 03:00:00,28,23,0.0,7.4,6,1,0,04:58 AM,05:43 PM,06:09 AM,06:13 PM,23,29,29,26,13,77,82,2.4,1009,26,9,360,9
2020-03-23 06:00:00,28,23,0.0,7.4,6,1,0,04:58 AM,05:43 PM,06:09 AM,06:13 PM,23,30,30,27,17,72,80,3.2,1009,27,8,29,13
2020-03-23 09:00:00,28,23,0.0,7.4,6,6,0,04:58 AM,05:43 PM,06:09 AM,06:13 PM,23,30,30,27,19,52,83,2.0,1011,27,10,17,14
2020-03-23 12:00:00,28,23,0.0,7.4,6,6,0,04:58 AM,05:43 PM,06:09 AM,06:13 PM,23,30,30,27,16,83,78,2.3,1010,27,10,8,12
2020-03-23 15:00:00,28,23,0.0,7.4,6,6,0,04:58 AM,05:43 PM,06:09 AM,06:13 PM,23,31,31,28,23,76,75,0.3,1008,28,9,340,17
2020-03-23 18:00:00,28,23,0.0,7.4,6,1,0,04:58 AM,05:43 PM,06:09 AM,06:13 PM,23,30,30,26,26,89,75,0.3,1009,26,9,339,19
2020-03-23 21:00:00,28,23,0.0,7.4,6,1,0,04:58 AM,05:43 PM,06:09 AM,06:13 PM,23,27,27,23,24,72,75,1.0,1010,23,9,328,17
2020-03-24 00:00:00,29,25,0.0,8.8,6,1,0,05:46 AM,06:17 PM,06:09 AM,06:12 PM,23,31,31,28,22,84,76,2.3,1010,28,10,312,14
2020-03-24 03:00:00,29,25,0.0,8.8,6,1,0,05:46 AM,06:17 PM,06:09 AM,06:12 PM,23,31,31,28,15,77,74,1.4,1008,28,10,297,11
2020-03-24 06:00:00,29,25,0.0,8.8,6,1,0,05:46 AM,06:17 PM,06:09 AM,06:12 PM,23,31,31,28,17,86,74,3.8,1010,28,7,288,10
2020-03-24 09:00:00,29,25,0.0,8.8,6,6,0,05:46 AM,06:17 PM,06:09 AM,06:12 PM,23,31,31,28,21,69,72,2.7,1011,28,7,324,13
2020-03-24 12:00:00,29,25,0.0,8.8,6,6,0,05:46 AM,06:17 PM,06:09 AM,06:12 PM,23,32,32,29,28,89,73,3.4,1010,29,7,325,17
2020-03-24 15:00:00,29,25,0.0,8.8,6,7,0,05:46 AM,06:17 PM,06:09 AM,06:12 PM,23,33,33,29,29,30,74,0.0,1008,29,10,335,20
2020-03-24 18:00:00,29,25,0.0,8.8,6,1,0,05:46 AM,06:17 PM,06:09 AM,06:12 PM,24,31,31,27,27,30,77,0.0,1009,27,10,338,18
2020-03-24 21:00:00,29,25,0.0,8.8,6,1,0,05:46 AM,06:17 PM,06:09 AM,06:12 PM,24,29,29,25,24,73,76,0.8,1011,25,9,313,17
2020-03-25 00:00:00,29,28,0.0,8.8,6,1,3,06:33 AM,06:52 PM,06:09 AM,06:11 PM,24,32,32,28,16,82,76,1.1,1011,28,9,308,12
2020-03-25 03:00:00,29,28,0.0,8.8,6,1,3,06:33 AM,06:52 PM,06:09 AM,06:11 PM,23,31,31,28,8,26,75,0.0,1009,28,10,352,6
2020-03-25 06:00:00,29,28,0.0,8.8,6,1,3,06:33 AM,06:52 PM,06:09 AM,06:11 PM,23,32,32,28,9,73,75,0.1,1010,28,10,69,6
2020-03-25 09:00:00,29,28,0.0,8.8,6,6,3,06:33 AM,06:52 PM,06:09 AM,06:11 PM,23,32,32,28,12,82,73,0.7,1012,28,9,46,8
2020-03-25 12:00:00,29,28,0.0,8.8,6,6,3,06:33 AM,06:52 PM,06:09 AM,06:11 PM,23,32,32,29,14,73,71,0.7,1011,29,9,34,10
2020-03-25 15:00:00,29,28,0.0,8.8,6,7,3,06:33 AM,06:52 PM,06:09 AM,06:11 PM,23,33,33,29,18,23,71,0.0,1009,29,10,47,13
2020-03-25 18:00:00,29,28,0.0,8.8,6,1,3,06:33 AM,06:52 PM,06:09 AM,06:11 PM,24,33,33,29,20,32,74,0.0,1010,29,10,49,14
2020-03-25 21:00:00,29,28,0.0,8.8,6,1,3,06:33 AM,06:52 PM,06:09 AM,06:11 PM,24,33,33,28,26,76,76,4.2,1012,28,7,63,14
2020-03-26 00:00:00,29,28,0.0,6.0,6,1,11,07:20 AM,07:26 PM,06:10 AM,06:11 PM,24,33,33,28,22,71,76,5.4,1012,28,7,57,12
2020-03-26 03:00:00,29,28,0.0,6.0,6,1,11,07:20 AM,07:26 PM,06:10 AM,06:11 PM,24,32,32,28,15,70,77,0.2,1010,28,9,53,11
2020-03-26 06:00:00,29,28,0.0,6.0,6,1,11,07:20 AM,07:26 PM,06:10 AM,06:11 PM,24,32,32,28,21,71,78,4.9,1011,28,7,45,11
2020-03-26 09:00:00,29,28,0.0,6.0,6,6,11,07:20 AM,07:26 PM,06:10 AM,06:11 PM,24,33,33,28,20,77,78,0.4,1012,28,9,51,14
2020-03-26 12:00:00,29,28,0.0,6.0,6,6,11,07:20 AM,07:26 PM,06:10 AM,06:11 PM,24,33,33,28,30,86,77,4.9,1011,28,7,47,16
2020-03-26 15:00:00,29,28,0.0,6.0,6,6,11,07:20 AM,07:26 PM,06:10 AM,06:11 PM,24,33,33,29,21,85,73,1.8,1009,29,9,77,14
2020-03-26 18:00:00,29,28,0.0,6.0,6,1,11,07:20 AM,07:26 PM,06:10 AM,06:11 PM,24,33,33,29,18,84,73,3.4,1010,29,7,81,11
2020-03-26 21:00:00,29,28,0.0,6.0,6,1,11,07:20 AM,07:26 PM,06:10 AM,06:11 PM,24,33,33,29,14,85,75,0.9,1012,29,9,71,10
2020-03-27 00:00:00,29,24,0.0,6.0,6,1,18,08:07 AM,08:02 PM,06:10 AM,06:10 PM,24,33,33,29,17,87,76,2.9,1011,29,7,62,10
2020-03-27 03:00:00,29,24,0.0,6.0,6,1,18,08:07 AM,08:02 PM,06:10 AM,06:10 PM,24,32,32,28,15,79,76,2.1,1009,28,9,108,10
2020-03-27 06:00:00,29,24,0.0,6.0,6,1,18,08:07 AM,08:02 PM,06:10 AM,06:10 PM,24,32,32,28,22,76,76,3.6,1010,28,7,96,13
2020-03-27 09:00:00,29,24,0.0,6.0,6,6,18,08:07 AM,08:02 PM,06:10 AM,06:10 PM,24,33,33,29,24,78,76,0.1,1011,29,10,80,18
2020-03-27 12:00:00,29,24,0.0,6.0,6,6,18,08:07 AM,08:02 PM,06:10 AM,06:10 PM,24,33,33,29,21,81,76,0.4,1010,29,9,74,15
2020-03-27 15:00:00,29,24,0.0,6.0,6,6,18,08:07 AM,08:02 PM,06:10 AM,06:10 PM,24,33,33,29,23,77,76,0.1,1008,29,10,87,17
2020-03-27 18:00:00,29,24,0.0,6.0,6,1,18,08:07 AM,08:02 PM,06:10 AM,06:10 PM,25,33,33,28,29,78,80,1.5,1009,28,9,91,21
2020-03-27 21:00:00,29,24,0.0,6.0,6,1,18,08:07 AM,08:02 PM,06:10 AM,06:10 PM,24,26,26,24,42,71,78,4.4,1010,24,7,77,23
2020-03-28 00:00:00,29,24,0.0,8.8,6,1,25,08:56 AM,08:39 PM,06:10 AM,06:09 PM,24,33,33,28,46,88,78,8.6,1010,28,3,76,22
2020-03-28 03:00:00,29,24,0.0,8.8,6,1,25,08:56 AM,08:39 PM,06:10 AM,06:09 PM,24,32,32,28,44,80,79,4.8,1008,28,7,75,24
2020-03-28 06:00:00,29,24,0.0,8.8,6,1,25,08:56 AM,08:39 PM,06:10 AM,06:09 PM,24,32,32,28,53,58,81,12.6,1010,28,3,79,24
2020-03-28 09:00:00,29,24,0.0,8.8,6,6,25,08:56 AM,08:39 PM,06:10 AM,06:09 PM,24,32,32,28,60,74,80,9.6,1011,28,3,80,28
2020-03-28 12:00:00,29,24,0.0,8.8,6,6,25,08:56 AM,08:39 PM,06:10 AM,06:09 PM,24,32,32,28,65,55,77,16.7,1010,28,3,73,30
2020-03-28 15:00:00,29,24,0.0,8.8,6,6,25,08:56 AM,08:39 PM,06:10 AM,06:09 PM,24,33,33,29,37,83,76,3.0,1008,29,7,70,23
2020-03-28 18:00:00,29,24,0.0,8.8,6,1,25,08:56 AM,08:39 PM,06:10 AM,06:09 PM,24,29,29,27,48,58,76,3.7,1009,27,7,70,28
2020-03-28 21:00:00,29,24,0.0,8.8,6,1,25,08:56 AM,08:39 PM,06:10 AM,06:09 PM,24,26,26,24,41,57,75,1.0,1010,24,10,60,30
2020-03-29 00:00:00,29,24,0.0,11.6,6,1,32,09:46 AM,09:20 PM,06:10 AM,06:08 PM,24,33,33,29,36,75,76,1.5,1010,29,9,50,26
2020-03-29 03:00:00,29,24,0.0,11.6,6,1,32,09:46 AM,09:20 PM,06:10 AM,06:08 PM,24,32,32,28,32,30,78,0.0,1009,28,10,51,23
2020-03-29 06:00:00,29,24,0.0,11.6,6,1,32,09:46 AM,09:20 PM,06:10 AM,06:08 PM,24,32,32,28,30,74,77,0.1,1010,28,10,51,22
2020-03-29 09:00:00,29,24,0.0,11.6,6,7,32,09:46 AM,09:20 PM,06:10 AM,06:08 PM,24,32,32,28,31,59,77,0.0,1011,28,10,65,23
2020-03-29 12:00:00,29,24,0.0,11.6,6,7,32,09:46 AM,09:20 PM,06:10 AM,06:08 PM,23,32,32,29,24,44,74,0.0,1010,29,10,71,18
2020-03-29 15:00:00,29,24,0.0,11.6,6,7,32,09:46 AM,09:20 PM,06:10 AM,06:08 PM,23,33,33,29,19,40,72,0.0,1008,29,10,69,14
2020-03-29 18:00:00,29,24,0.0,11.6,6,1,32,09:46 AM,09:20 PM,06:10 AM,06:08 PM,23,30,30,26,17,21,73,0.0,1009,26,10,71,12
2020-03-29 21:00:00,29,24,0.0,11.6,6,1,32,09:46 AM,09:20 PM,06:10 AM,06:08 PM,24,28,28,24,22,84,78,0.1,1010,24,10,79,15
2020-03-30 00:00:00,29,28,0.0,6.0,6,1,40,10:38 AM,10:04 PM,06:10 AM,06:07 PM,25,34,34,29,28,70,80,0.4,1010,29,9,70,21
2020-03-30 03:00:00,29,28,0.0,6.0,6,1,40,10:38 AM,10:04 PM,06:10 AM,06:07 PM,24,33,33,28,28,86,79,2.5,1009,28,7,79,18
2020-03-30 06:00:00,29,28,0.0,6.0,6,1,40,10:38 AM,10:04 PM,06:10 AM,06:07 PM,24,32,32,28,39,80,80,5.0,1009,28,7,96,21
2020-03-30 09:00:00,29,28,0.0,6.0,6,6,40,10:38 AM,10:04 PM,06:10 AM,06:07 PM,24,33,33,28,27,71,78,1.6,1010,28,9,96,19
2020-03-30 12:00:00,29,28,0.0,6.0,6,6,40,10:38 AM,10:04 PM,06:10 AM,06:07 PM,24,33,33,28,30,75,77,4.0,1009,28,7,78,17
2020-03-30 15:00:00,29,28,0.0,6.0,6,6,40,10:38 AM,10:04 PM,06:10 AM,06:07 PM,24,33,33,29,18,64,76,1.1,1007,29,10,58,13
2020-03-30 18:00:00,29,28,0.0,6.0,6,1,40,10:38 AM,10:04 PM,06:10 AM,06:07 PM,24,33,33,29,30,84,78,3.1,1008,29,7,57,18
2020-03-30 21:00:00,29,28,0.0,6.0,6,1,40,10:38 AM,10:04 PM,06:10 AM,06:07 PM,24,33,33,28,29,80,77,3.8,1010,28,7,47,17
2020-03-31 00:00:00,28,22,0.0,6.0,6,1,44,11:33 AM,10:53 PM,06:11 AM,06:07 PM,24,33,33,28,36,69,78,5.6,1009,28,7,42,19
2020-03-31 03:00:00,28,22,0.0,6.0,6,1,44,11:33 AM,10:53 PM,06:11 AM,06:07 PM,24,32,32,28,18,71,77,0.9,1008,28,10,17,13
2020-03-31 06:00:00,28,22,0.0,6.0,6,1,44,11:33 AM,10:53 PM,06:11 AM,06:07 PM,24,31,31,28,12,72,78,1.6,1009,28,9,308,8
2020-03-31 09:00:00,28,22,0.0,6.0,6,6,44,11:33 AM,10:53 PM,06:11 AM,06:07 PM,23,32,32,28,10,81,76,0.5,1011,28,9,304,7
2020-03-31 12:00:00,28,22,0.0,6.0,6,6,44,11:33 AM,10:53 PM,06:11 AM,06:07 PM,23,32,32,28,11,70,72,0.9,1010,28,10,275,8
2020-03-31 15:00:00,28,22,0.0,6.0,6,6,44,11:33 AM,10:53 PM,06:11 AM,06:07 PM,24,31,31,27,32,81,83,2.6,1009,27,7,205,21
2020-03-31 18:00:00,28,22,0.0,6.0,6,1,44,11:33 AM,10:53 PM,06:11 AM,06:07 PM,23,29,29,26,17,82,86,5.7,1010,26,7,181,10
2020-03-31 21:00:00,28,22,0.0,6.0,6,1,44,11:33 AM,10:53 PM,06:11 AM,06:07 PM,23,22,26,22,15,70,82,0.1,1012,22,10,128,11
2020-04-01 00:00:00,29,27,0.0,8.8,6,1,56,12:27 PM,11:47 PM,06:11 AM,06:06 PM,24,31,31,27,15,80,79,0.1,1011,27,10,79,11
2020-04-01 03:00:00,29,27,0.0,8.8,6,1,56,12:27 PM,11:47 PM,06:11 AM,06:06 PM,24,31,31,27,13,87,80,2.0,1010,27,9,101,9
2020-04-01 06:00:00,29,27,0.0,8.8,6,1,56,12:27 PM,11:47 PM,06:11 AM,06:06 PM,24,32,32,28,19,79,78,3.3,1011,28,7,85,11
2020-04-01 09:00:00,29,27,0.0,8.8,6,6,56,12:27 PM,11:47 PM,06:11 AM,06:06 PM,24,32,32,28,26,78,77,2.9,1012,28,7,66,16
2020-04-01 12:00:00,29,27,0.0,8.8,6,6,56,12:27 PM,11:47 PM,06:11 AM,06:06 PM,24,32,32,28,28,87,75,5.3,1011,28,7,47,15
2020-04-01 15:00:00,29,27,0.0,8.8,6,6,56,12:27 PM,11:47 PM,06:11 AM,06:06 PM,23,33,33,29,13,57,72,1.8,1009,29,10,341,9
2020-04-01 18:00:00,29,27,0.0,8.8,6,1,56,12:27 PM,11:47 PM,06:11 AM,06:06 PM,24,32,32,28,18,54,75,3.5,1010,28,7,340,10
2020-04-01 21:00:00,29,27,0.0,8.8,6,1,56,12:27 PM,11:47 PM,06:11 AM,06:06 PM,24,31,31,27,16,86,80,1.2,1012,27,10,230,12
2020-04-02 00:00:00,28,24,0.0,7.4,6,1,64,01:23 PM,No moonset,06:11 AM,06:05 PM,24,31,31,27,28,72,85,2.6,1011,27,7,180,18
2020-04-02 03:00:00,28,24,0.0,7.4,6,1,64,01:23 PM,No moonset,06:11 AM,06:05 PM,23,30,30,27,20,54,82,0.1,1009,27,10,176,15
2020-04-02 06:00:00,28,24,0.0,7.4,6,1,64,01:23 PM,No moonset,06:11 AM,06:05 PM,23,30,30,27,16,72,79,0.4,1010,27,10,136,12
2020-04-02 09:00:00,28,24,0.0,7.4,6,6,64,01:23 PM,No moonset,06:11 AM,06:05 PM,23,31,31,28,13,55,76,0.7,1011,28,10,80,9
2020-04-02 12:00:00,28,24,0.0,7.4,6,6,64,01:23 PM,No moonset,06:11 AM,06:05 PM,23,31,31,28,18,72,77,0.7,1009,28,9,26,14
2020-04-02 15:00:00,28,24,0.0,7.4,6,6,64,01:23 PM,No moonset,06:11 AM,06:05 PM,24,32,32,28,15,65,76,0.1,1007,28,10,360,11
2020-04-02 18:00:00,28,24,0.0,7.4,6,1,64,01:23 PM,No moonset,06:11 AM,06:05 PM,23,32,32,28,11,78,75,0.2,1008,28,9,27,8
2020-04-02 21:00:00,28,24,0.0,7.4,6,1,64,01:23 PM,No moonset,06:11 AM,06:05 PM,23,26,26,24,13,36,75,0.0,1010,24,10,2,9
2020-04-03 00:00:00,28,20,0.0,8.8,6,1,71,02:17 PM,12:45 AM,06:11 AM,06:04 PM,23,32,32,28,12,72,76,0.4,1008,28,10,284,8
2020-04-03 03:00:00,28,20,0.0,8.8,6,1,71,02:17 PM,12:45 AM,06:11 AM,06:04 PM,24,31,31,27,17,77,81,0.5,1007,27,9,215,13
2020-04-03 06:00:00,28,20,0.0,8.8,6,1,71,02:17 PM,12:45 AM,06:11 AM,06:04 PM,24,31,31,28,21,54,78,4.1,1008,28,7,215,12
2020-04-03 09:00:00,28,20,0.0,8.8,6,6,71,02:17 PM,12:45 AM,06:11 AM,06:04 PM,23,31,31,28,10,57,75,1.6,1009,28,10,209,7
2020-04-03 12:00:00,28,20,0.0,8.8,6,6,71,02:17 PM,12:45 AM,06:11 AM,06:04 PM,23,31,31,28,13,81,76,3.6,1008,28,7,193,8
2020-04-03 15:00:00,28,20,0.0,8.8,6,6,71,02:17 PM,12:45 AM,06:11 AM,06:04 PM,23,30,30,27,14,80,80,0.2,1006,27,9,128,10
2020-04-03 18:00:00,28,20,0.0,8.8,6,1,71,02:17 PM,12:45 AM,06:11 AM,06:04 PM,23,28,28,24,19,54,77,2.3,1008,24,10,131,13
2020-04-03 21:00:00,28,20,0.0,8.8,6,1,71,02:17 PM,12:45 AM,06:11 AM,06:04 PM,23,20,23,20,17,75,76,2.7,1010,20,7,148,11
2020-04-04 00:00:00,26,20,0.0,7.4,6,1,79,03:09 PM,01:46 AM,06:11 AM,06:04 PM,23,30,30,27,24,51,78,5.7,1009,27,7,138,13
2020-04-04 03:00:00,26,20,0.0,7.4,6,1,79,03:09 PM,01:46 AM,06:11 AM,06:04 PM,23,30,30,27,19,86,80,4.0,1008,27,7,168,11
2020-04-04 06:00:00,26,20,0.0,7.4,6,1,79,03:09 PM,01:46 AM,06:11 AM,06:04 PM,23,29,29,26,31,89,86,8.6,1008,26,3,186,15
2020-04-04 09:00:00,26,20,0.0,7.4,6,6,79,03:09 PM,01:46 AM,06:11 AM,06:04 PM,23,28,28,26,11,78,86,1.3,1010,26,10,206,8
2020-04-04 12:00:00,26,20,0.0,7.4,6,6,79,03:09 PM,01:46 AM,06:11 AM,06:04 PM,22,28,28,26,6,60,79,2.0,1009,26,10,204,5
2020-04-04 15:00:00,26,20,0.0,7.4,6,6,79,03:09 PM,01:46 AM,06:11 AM,06:04 PM,23,29,29,26,19,83,85,3.6,1007,26,7,99,12
2020-04-04 18:00:00,26,20,0.0,7.4,6,1,79,03:09 PM,01:46 AM,06:11 AM,06:04 PM,23,26,26,23,28,70,81,7.8,1008,23,3,97,14
2020-04-04 21:00:00,26,20,0.0,7.4,6,1,79,03:09 PM,01:46 AM,06:11 AM,06:04 PM,24,20,22,20,35,78,84,4.6,1011,20,7,118,20
2020-04-05 00:00:00,28,26,0.0,7.4,6,1,87,03:59 PM,02:48 AM,06:12 AM,06:03 PM,23,29,29,26,27,85,83,5.0,1009,26,7,92,15
2020-04-05 03:00:00,28,26,0.0,7.4,6,1,87,03:59 PM,02:48 AM,06:12 AM,06:03 PM,23,30,30,27,18,64,81,0.1,1008,27,10,87,13
2020-04-05 06:00:00,28,26,0.0,7.4,6,1,87,03:59 PM,02:48 AM,06:12 AM,06:03 PM,23,30,30,27,18,87,79,0.3,1009,27,9,74,13
2020-04-05 09:00:00,28,26,0.0,7.4,6,6,87,03:59 PM,02:48 AM,06:12 AM,06:03 PM,23,31,31,27,14,53,76,0.7,1011,27,10,72,10
2020-04-05 12:00:00,28,26,0.0,7.4,6,6,87,03:59 PM,02:48 AM,06:12 AM,06:03 PM,23,31,31,28,15,71,74,1.5,1009,28,10,44,10
2020-04-05 15:00:00,28,26,0.0,7.4,6,6,87,03:59 PM,02:48 AM,06:12 AM,06:03 PM,23,31,31,27,23,65,77,0.4,1008,27,10,351,17
2020-04-05 18:00:00,28,26,0.0,7.4,6,1,87,03:59 PM,02:48 AM,06:12 AM,06:03 PM,23,30,30,27,26,63,80,1.2,1009,27,10,318,19
2020-04-05 21:00:00,28,26,0.0,7.4,6,1,87,03:59 PM,02:48 AM,06:12 AM,06:03 PM,23,30,30,27,20,70,80,0.2,1010,27,10,309,15
2020-04-06 00:00:00,28,26,0.0,6.0,6,1,94,04:46 PM,03:51 AM,06:12 AM,06:02 PM,23,30,30,27,11,74,79,0.2,1010,27,10,309,8
2020-04-06 03:00:00,28,26,0.0,6.0,6,1,94,04:46 PM,03:51 AM,06:12 AM,06:02 PM,23,29,29,26,13,78,80,2.7,1008,26,7,300,8
2020-04-06 06:00:00,28,26,0.0,6.0,6,1,94,04:46 PM,03:51 AM,06:12 AM,06:02 PM,23,29,29,27,5,84,79,3.2,1008,27,7,327,3
2020-04-06 09:00:00,28,26,0.0,6.0,6,6,94,04:46 PM,03:51 AM,06:12 AM,06:02 PM,23,30,30,27,14,85,78,0.9,1010,27,9,10,10
2020-04-06 12:00:00,28,26,0.0,6.0,6,6,94,04:46 PM,03:51 AM,06:12 AM,06:02 PM,23,30,30,27,19,74,76,2.7,1009,27,7,351,12
2020-04-06 15:00:00,28,26,0.0,6.0,6,6,94,04:46 PM,03:51 AM,06:12 AM,06:02 PM,22,31,31,28,9,64,72,0.1,1006,28,10,65,7
2020-04-06 18:00:00,28,26,0.0,6.0,6,1,94,04:46 PM,03:51 AM,06:12 AM,06:02 PM,22,30,30,27,5,82,74,2.2,1006,27,10,329,4
2020-04-06 21:00:00,28,26,0.0,6.0,6,1,94,04:46 PM,03:51 AM,06:12 AM,06:02 PM,23,30,30,27,9,76,78,0.3,1008,27,10,355,6
2020-04-07 00:00:00,27,24,0.0,5.9,6,1,100,05:32 PM,04:53 AM,06:12 AM,06:01 PM,23,30,30,27,5,75,77,0.5,1007,27,9,60,3
2020-04-07 03:00:00,27,24,0.0,5.9,6,1,100,05:32 PM,04:53 AM,06:12 AM,06:01 PM,23,30,30,27,4,55,79,1.1,1005,27,10,24,3
2020-04-07 06:00:00,27,24,0.0,5.9,6,1,100,05:32 PM,04:53 AM,06:12 AM,06:01 PM,24,30,30,27,30,72,85,4.2,1007,27,7,316,17
2020-04-07 09:00:00,27,24,0.0,5.9,6,6,100,05:32 PM,04:53 AM,06:12 AM,06:01 PM,23,29,29,26,53,68,85,14.9,1009,26,6,305,30
2020-04-07 12:00:00,27,24,0.0,5.9,6,6,100,05:32 PM,04:53 AM,06:12 AM,06:01 PM,24,30,30,26,34,90,85,17.5,1007,26,5,342,19
2020-04-07 15:00:00,27,24,0.0,5.9,6,6,100,05:32 PM,04:53 AM,06:12 AM,06:01 PM,23,31,31,27,12,64,79,1.3,1004,27,10,29,8
2020-04-07 18:00:00,27,24,0.0,5.9,6,1,100,05:32 PM,04:53 AM,06:12 AM,06:01 PM,24,30,30,27,36,74,84,3.7,1005,27,7,344,23
2020-04-07 21:00:00,27,24,0.0,5.9,6,1,100,05:32 PM,04:53 AM,06:12 AM,06:01 PM,24,27,27,24,33,100,85,1.7,1006,24,9,33,25
2020-04-08 00:00:00,29,28,0.0,5.9,6,1,100,06:17 PM,05:55 AM,06:12 AM,06:01 PM,24,33,33,28,53,77,79,2.9,1006,28,7,13,37
2020-04-08 03:00:00,29,28,0.0,5.9,6,1,100,06:17 PM,05:55 AM,06:12 AM,06:01 PM,24,33,33,29,62,72,78,0.4,1004,29,10,13,43
2020-04-08 06:00:00,29,28,0.0,5.9,6,1,100,06:17 PM,05:55 AM,06:12 AM,06:01 PM,25,34,34,29,86,83,80,3.3,1002,29,7,2,51
2020-04-08 09:00:00,29,28,0.0,5.9,6,6,100,06:17 PM,05:55 AM,06:12 AM,06:01 PM,25,34,34,29,105,100,79,3.1,1001,29,7,355,64
2020-04-08 12:00:00,29,28,0.0,5.9,6,6,100,06:17 PM,05:55 AM,06:12 AM,06:01 PM,25,34,34,29,118,100,79,6.0,998,29,7,337,79
2020-04-08 15:00:00,29,28,0.0,5.9,6,6,100,06:17 PM,05:55 AM,06:12 AM,06:01 PM,25,34,34,29,119,95,80,3.0,995,29,7,317,80
2020-04-08 18:00:00,29,28,0.0,5.9,6,1,100,06:17 PM,05:55 AM,06:12 AM,06:01 PM,25,34,34,29,94,85,80,4.2,1001,29,7,303,53
2020-04-08 21:00:00,29,28,0.0,5.9,6,1,100,06:17 PM,05:55 AM,06:12 AM,06:01 PM,25,33,33,28,49,87,81,0.9,1006,28,9,291,35
2020-04-09 00:00:00,28,27,0.0,10.2,6,1,83,07:04 PM,06:58 AM,06:12 AM,06:00 PM,25,32,32,28,32,79,82,1.4,1006,28,10,289,22
2020-04-09 03:00:00,28,27,0.0,10.2,6,1,83,07:04 PM,06:58 AM,06:12 AM,06:00 PM,24,32,32,28,25,83,82,1.2,1005,28,10,279,18
2020-04-09 06:00:00,28,27,0.0,10.2,6,1,83,07:04 PM,06:58 AM,06:12 AM,06:00 PM,24,31,31,27,18,88,82,1.6,1007,27,9,250,13
2020-04-09 09:00:00,28,27,0.0,10.2,6,7,83,07:04 PM,06:58 AM,06:12 AM,06:00 PM,24,31,31,27,13,19,80,0.0,1010,27,10,244,10
2020-04-09 12:00:00,28,27,0.0,10.2,6,7,83,07:04 PM,06:58 AM,06:12 AM,06:00 PM,24,32,32,28,8,36,77,0.0,1009,28,10,177,5
2020-04-09 15:00:00,28,27,0.0,10.2,6,6,83,07:04 PM,06:58 AM,06:12 AM,06:00 PM,24,33,33,28,25,55,78,0.2,1007,28,10,210,18
2020-04-09 18:00:00,28,27,0.0,10.2,6,1,83,07:04 PM,06:58 AM,06:12 AM,06:00 PM,24,32,32,28,32,85,78,0.3,1008,28,9,212,23
2020-04-09 21:00:00,28,27,0.0,10.2,6,1,83,07:04 PM,06:58 AM,06:12 AM,06:00 PM,24,32,32,28,30,21,81,0.0,1011,28,10,213,22
2020-04-10 00:00:00,27,26,0.0,5.8,6,1,76,07:52 PM,08:01 AM,06:13 AM,05:59 PM,24,31,31,27,27,54,85,0.1,1010,27,10,202,20
2020-04-10 03:00:00,27,26,0.0,5.8,6,1,76,07:52 PM,08:01 AM,06:13 AM,05:59 PM,24,30,30,27,29,71,84,0.1,1010,27,10,184,22
2020-04-10 06:00:00,27,26,0.0,5.8,6,1,76,07:52 PM,08:01 AM,06:13 AM,05:59 PM,24,30,30,27,32,71,84,0.5,1010,27,10,165,24
2020-04-10 09:00:00,27,26,0.0,5.8,6,6,76,07:52 PM,08:01 AM,06:13 AM,05:59 PM,24,30,30,27,33,70,83,0.5,1013,27,10,156,24
2020-04-10 12:00:00,27,26,0.0,5.8,6,6,76,07:52 PM,08:01 AM,06:13 AM,05:59 PM,23,30,30,27,31,58,82,1.0,1012,27,10,150,24
2020-04-10 15:00:00,27,26,0.0,5.8,6,6,76,07:52 PM,08:01 AM,06:13 AM,05:59 PM,23,29,29,26,29,64,82,0.7,1010,26,10,154,22
2020-04-10 18:00:00,27,26,0.0,5.8,6,1,76,07:52 PM,08:01 AM,06:13 AM,05:59 PM,23,29,29,26,37,84,84,2.4,1011,26,10,158,24
2020-04-10 21:00:00,27,26,0.0,5.8,6,1,76,07:52 PM,08:01 AM,06:13 AM,05:59 PM,23,29,29,26,43,100,83,3.7,1013,26,7,153,26
2020-04-11 00:00:00,26,18,0.0,4.3,6,1,68,08:42 PM,09:04 AM,06:13 AM,05:58 PM,22,28,28,25,42,100,84,6.9,1013,25,7,152,22
2020-04-11 03:00:00,26,18,0.0,4.3,6,1,68,08:42 PM,09:04 AM,06:13 AM,05:58 PM,22,28,28,25,23,81,81,1.0,1011,25,10,143,17
2020-04-11 06:00:00,26,18,0.0,4.3,6,1,68,08:42 PM,09:04 AM,06:13 AM,05:58 PM,22,28,28,26,20,76,78,1.2,1012,26,10,140,15
2020-04-11 09:00:00,26,18,0.0,4.3,6,6,68,08:42 PM,09:04 AM,06:13 AM,05:58 PM,22,28,28,26,25,74,78,0.4,1014,26,10,145,19
2020-04-11 12:00:00,26,18,0.0,4.3,6,6,68,08:42 PM,09:04 AM,06:13 AM,05:58 PM,22,29,29,26,24,67,78,0.8,1013,26,10,131,19
