date_time,Nairne_maxtempC,Nairne_mintempC,Nairne_totalSnow_cm,Nairne_sunHour,Nairne_uvIndex,Nairne_uvIndex,Nairne_moon_illumination,Nairne_moonrise,Nairne_moonset,Nairne_sunrise,Nairne_sunset,Nairne_DewPointC,Nairne_FeelsLikeC,Nairne_HeatIndexC,Nairne_WindChillC,Nairne_WindGustKmph,Nairne_cloudcover,Nairne_humidity,Nairne_precipMM,Nairne_pressure,Nairne_tempC,Nairne_visibility,Nairne_winddirDegree,Nairne_windspeedKmph
2020-02-23 21:00:00,28,16,0.0,13.5,7,1,0,05:09 AM,07:05 PM,05:55 AM,07:00 PM,8,21,24,21,22,95,43,0.0,1017,21,10,130,12
2020-02-24 00:00:00,28,19,0.0,13.0,7,1,0,06:06 AM,07:37 PM,05:56 AM,06:59 PM,10,20,20,20,24,35,50,0.0,1016,20,10,111,13
2020-02-24 03:00:00,28,19,0.0,13.0,7,1,0,06:06 AM,07:37 PM,05:56 AM,06:59 PM,9,19,19,19,19,9,49,0.0,1016,19,10,87,9
2020-02-24 06:00:00,28,19,0.0,13.0,7,1,0,06:06 AM,07:37 PM,05:56 AM,06:59 PM,10,21,21,21,5,3,48,0.0,1016,21,10,295,3
2020-02-24 09:00:00,28,19,0.0,13.0,7,7,0,06:06 AM,07:37 PM,05:56 AM,06:59 PM,10,26,26,27,4,6,34,0.0,1017,27,10,247,4
2020-02-24 12:00:00,28,19,0.0,13.0,7,7,0,06:06 AM,07:37 PM,05:56 AM,06:59 PM,10,27,27,28,13,7,32,0.0,1016,28,10,284,11
2020-02-24 15:00:00,28,19,0.0,13.0,7,7,0,06:06 AM,07:37 PM,05:56 AM,06:59 PM,11,28,28,28,14,15,36,0.0,1013,28,10,252,12
2020-02-24 18:00:00,28,19,0.0,13.0,7,1,0,06:06 AM,07:37 PM,05:56 AM,06:59 PM,11,26,26,25,16,8,41,0.0,1014,25,10,195,10
2020-02-24 21:00:00,28,19,0.0,13.0,7,1,0,06:06 AM,07:37 PM,05:56 AM,06:59 PM,11,21,24,21,14,7,53,0.0,1015,21,10,147,7
2020-02-25 00:00:00,25,18,0.0,13.0,6,1,8,07:03 AM,08:05 PM,05:57 AM,06:58 PM,11,20,20,20,12,4,56,0.0,1014,20,10,154,6
2020-02-25 03:00:00,25,18,0.0,13.0,6,1,8,07:03 AM,08:05 PM,05:57 AM,06:58 PM,12,20,20,20,6,6,57,0.0,1012,20,10,123,3
2020-02-25 06:00:00,25,18,0.0,13.0,6,1,8,07:03 AM,08:05 PM,05:57 AM,06:58 PM,12,19,19,19,3,16,61,0.0,1013,19,10,230,2
2020-02-25 09:00:00,25,18,0.0,13.0,6,6,8,07:03 AM,08:05 PM,05:57 AM,06:58 PM,12,25,25,23,11,0,51,0.0,1014,23,10,247,9
2020-02-25 12:00:00,25,18,0.0,13.0,6,6,8,07:03 AM,08:05 PM,05:57 AM,06:58 PM,13,25,25,25,17,5,48,0.0,1013,25,10,250,15
2020-02-25 15:00:00,25,18,0.0,13.0,6,6,8,07:03 AM,08:05 PM,05:57 AM,06:58 PM,12,25,25,24,20,4,46,0.0,1011,24,10,238,18
2020-02-25 18:00:00,25,18,0.0,13.0,6,1,8,07:03 AM,08:05 PM,05:57 AM,06:58 PM,12,21,24,21,23,3,54,0.0,1012,21,10,220,17
2020-02-25 21:00:00,25,18,0.0,13.0,6,1,8,07:03 AM,08:05 PM,05:57 AM,06:58 PM,12,18,18,18,14,3,65,0.0,1013,18,10,190,9
2020-02-26 00:00:00,20,13,0.0,11.9,5,1,15,07:58 AM,08:32 PM,05:58 AM,06:57 PM,13,16,16,16,22,39,81,0.0,1013,16,10,204,15
2020-02-26 03:00:00,20,13,0.0,11.9,5,1,15,07:58 AM,08:32 PM,05:58 AM,06:57 PM,13,16,16,16,25,90,84,0.0,1012,16,10,226,17
2020-02-26 06:00:00,20,13,0.0,11.9,5,1,15,07:58 AM,08:32 PM,05:58 AM,06:57 PM,12,15,15,15,23,60,78,0.0,1014,15,10,225,17
2020-02-26 09:00:00,20,13,0.0,11.9,5,4,15,07:58 AM,08:32 PM,05:58 AM,06:57 PM,13,17,17,17,21,92,77,0.2,1015,17,10,192,18
2020-02-26 12:00:00,20,13,0.0,11.9,5,6,15,07:58 AM,08:32 PM,05:58 AM,06:57 PM,9,20,20,20,24,6,50,0.0,1015,20,10,210,21
2020-02-26 15:00:00,20,13,0.0,11.9,5,5,15,07:58 AM,08:32 PM,05:58 AM,06:57 PM,8,19,19,19,26,0,47,0.0,1014,19,10,197,23
2020-02-26 18:00:00,20,13,0.0,11.9,5,1,15,07:58 AM,08:32 PM,05:58 AM,06:57 PM,7,16,16,16,25,0,56,0.0,1015,16,10,176,20
2020-02-26 21:00:00,20,13,0.0,11.9,5,1,15,07:58 AM,08:32 PM,05:58 AM,06:57 PM,7,11,13,11,23,0,66,0.0,1018,13,10,167,16
2020-02-27 00:00:00,18,11,0.0,13.0,5,1,23,08:52 AM,08:59 PM,05:59 AM,06:55 PM,6,11,12,11,19,0,68,0.0,1017,12,10,162,13
2020-02-27 03:00:00,18,11,0.0,13.0,5,1,23,08:52 AM,08:59 PM,05:59 AM,06:55 PM,6,10,11,10,18,10,72,0.0,1016,11,10,175,10
2020-02-27 06:00:00,18,11,0.0,13.0,5,1,23,08:52 AM,08:59 PM,05:59 AM,06:55 PM,7,11,12,11,15,24,71,0.0,1017,12,10,177,9
2020-02-27 09:00:00,18,11,0.0,13.0,5,5,23,08:52 AM,08:59 PM,05:59 AM,06:55 PM,7,17,17,17,12,5,51,0.0,1018,17,10,208,10
2020-02-27 12:00:00,18,11,0.0,13.0,5,5,23,08:52 AM,08:59 PM,05:59 AM,06:55 PM,9,18,18,18,21,17,56,0.0,1016,18,10,244,18
2020-02-27 15:00:00,18,11,0.0,13.0,5,5,23,08:52 AM,08:59 PM,05:59 AM,06:55 PM,9,18,18,18,18,0,55,0.0,1014,18,10,239,16
2020-02-27 18:00:00,18,11,0.0,13.0,5,1,23,08:52 AM,08:59 PM,05:59 AM,06:55 PM,10,17,17,17,18,8,66,0.0,1015,17,10,225,14
2020-02-27 21:00:00,18,11,0.0,13.0,5,1,23,08:52 AM,08:59 PM,05:59 AM,06:55 PM,11,14,15,14,22,64,78,0.0,1017,15,10,189,14
2020-02-28 00:00:00,21,14,0.0,11.8,4,1,30,09:47 AM,09:27 PM,06:00 AM,06:54 PM,11,13,14,13,22,79,82,0.0,1017,14,10,210,13
2020-02-28 03:00:00,21,14,0.0,11.8,4,1,30,09:47 AM,09:27 PM,06:00 AM,06:54 PM,11,14,15,14,19,79,80,0.0,1016,15,10,208,12
2020-02-28 06:00:00,21,14,0.0,11.8,4,1,30,09:47 AM,09:27 PM,06:00 AM,06:54 PM,12,14,15,14,18,64,81,0.1,1018,15,10,186,13
2020-02-28 09:00:00,21,14,0.0,11.8,4,4,30,09:47 AM,09:27 PM,06:00 AM,06:54 PM,11,18,18,18,12,61,64,0.1,1018,18,10,185,10
2020-02-28 12:00:00,21,14,0.0,11.8,4,6,30,09:47 AM,09:27 PM,06:00 AM,06:54 PM,12,21,24,21,10,15,53,0.0,1018,21,10,234,9
2020-02-28 15:00:00,21,14,0.0,11.8,4,6,30,09:47 AM,09:27 PM,06:00 AM,06:54 PM,12,21,21,21,17,0,58,0.0,1016,21,10,211,15
2020-02-28 18:00:00,21,14,0.0,11.8,4,1,30,09:47 AM,09:27 PM,06:00 AM,06:54 PM,12,19,19,19,22,0,65,0.0,1017,19,10,196,17
2020-02-28 21:00:00,21,14,0.0,11.8,4,1,30,09:47 AM,09:27 PM,06:00 AM,06:54 PM,12,14,15,14,20,0,81,0.0,1018,15,10,133,13
2020-02-29 00:00:00,24,14,0.0,12.5,6,1,38,10:42 AM,09:56 PM,06:00 AM,06:53 PM,12,15,15,15,10,2,84,0.0,1017,15,10,120,7
2020-02-29 03:00:00,24,14,0.0,12.5,6,1,38,10:42 AM,09:56 PM,06:00 AM,06:53 PM,11,14,14,14,11,33,85,0.0,1017,14,10,112,7
2020-02-29 06:00:00,24,14,0.0,12.5,6,1,38,10:42 AM,09:56 PM,06:00 AM,06:53 PM,11,15,14,15,8,7,83,0.0,1016,14,10,73,5
2020-02-29 09:00:00,24,14,0.0,12.5,6,6,38,10:42 AM,09:56 PM,06:00 AM,06:53 PM,11,21,24,21,3,4,52,0.0,1017,21,10,352,3
2020-02-29 12:00:00,24,14,0.0,12.5,6,6,38,10:42 AM,09:56 PM,06:00 AM,06:53 PM,11,25,25,23,11,5,46,0.0,1014,23,10,246,9
2020-02-29 15:00:00,24,14,0.0,12.5,6,6,38,10:42 AM,09:56 PM,06:00 AM,06:53 PM,10,25,25,24,10,3,42,0.0,1012,24,10,238,9
2020-02-29 18:00:00,24,14,0.0,12.5,6,1,38,10:42 AM,09:56 PM,06:00 AM,06:53 PM,11,21,24,21,14,5,54,0.0,1012,21,10,171,9
2020-02-29 21:00:00,24,14,0.0,12.5,6,1,38,10:42 AM,09:56 PM,06:00 AM,06:53 PM,13,19,19,19,17,11,68,0.0,1012,19,10,92,8
2020-03-01 00:00:00,26,15,0.0,8.9,6,1,44,11:39 AM,10:28 PM,06:01 AM,06:51 PM,12,20,20,20,10,4,62,0.0,1010,20,10,69,5
2020-03-01 03:00:00,26,15,0.0,8.9,6,1,44,11:39 AM,10:28 PM,06:01 AM,06:51 PM,11,19,19,19,14,12,57,0.0,1008,19,10,62,6
2020-03-01 06:00:00,26,15,0.0,8.9,6,1,44,11:39 AM,10:28 PM,06:01 AM,06:51 PM,9,20,20,20,28,16,49,0.0,1007,20,10,17,14
2020-03-01 09:00:00,26,15,0.0,8.9,6,6,44,11:39 AM,10:28 PM,06:01 AM,06:51 PM,10,25,25,24,21,24,42,0.0,1008,24,10,321,18
2020-03-01 12:00:00,26,15,0.0,8.9,6,7,44,11:39 AM,10:28 PM,06:01 AM,06:51 PM,11,26,26,26,15,26,40,0.0,1007,26,10,306,12
2020-03-01 15:00:00,26,15,0.0,8.9,6,5,44,11:39 AM,10:28 PM,06:01 AM,06:51 PM,13,21,21,21,17,82,61,0.2,1007,21,5,295,14
2020-03-01 18:00:00,26,15,0.0,8.9,6,1,44,11:39 AM,10:28 PM,06:01 AM,06:51 PM,16,18,18,18,19,100,87,1.6,1009,18,9,278,14
2020-03-01 21:00:00,26,15,0.0,8.9,6,1,44,11:39 AM,10:28 PM,06:01 AM,06:51 PM,17,15,18,15,15,86,87,2.0,1010,15,9,284,11
2020-03-02 00:00:00,19,13,0.0,11.6,4,1,51,12:37 PM,11:05 PM,06:02 AM,06:50 PM,16,18,18,18,28,80,89,0.0,1011,18,10,176,20
2020-03-02 03:00:00,19,13,0.0,11.6,4,1,51,12:37 PM,11:05 PM,06:02 AM,06:50 PM,12,13,15,13,30,100,82,0.1,1013,15,10,149,23
2020-03-02 06:00:00,19,13,0.0,11.6,4,1,51,12:37 PM,11:05 PM,06:02 AM,06:50 PM,10,11,13,11,30,56,79,0.0,1015,13,10,146,23
2020-03-02 09:00:00,19,13,0.0,11.6,4,5,51,12:37 PM,11:05 PM,06:02 AM,06:50 PM,8,16,16,16,22,14,58,0.0,1018,16,10,138,19
2020-03-02 12:00:00,19,13,0.0,11.6,4,5,51,12:37 PM,11:05 PM,06:02 AM,06:50 PM,7,18,18,18,24,16,47,0.0,1018,18,10,151,21
2020-03-02 15:00:00,19,13,0.0,11.6,4,5,51,12:37 PM,11:05 PM,06:02 AM,06:50 PM,7,19,19,19,24,17,44,0.0,1017,19,10,159,21
2020-03-02 18:00:00,19,13,0.0,11.6,4,1,51,12:37 PM,11:05 PM,06:02 AM,06:50 PM,8,13,14,13,30,33,66,0.0,1018,14,10,149,24
2020-03-02 21:00:00,19,13,0.0,11.6,4,1,51,12:37 PM,11:05 PM,06:02 AM,06:50 PM,9,11,13,11,32,5,75,0.0,1020,13,10,142,23
2020-03-03 00:00:00,20,12,0.0,7.6,5,1,58,01:37 PM,11:48 PM,06:03 AM,06:49 PM,9,11,13,11,33,7,77,0.0,1019,13,10,131,24
2020-03-03 03:00:00,20,12,0.0,7.6,5,1,58,01:37 PM,11:48 PM,06:03 AM,06:49 PM,7,10,12,10,24,14,71,0.0,1019,12,10,124,17
2020-03-03 06:00:00,20,12,0.0,7.6,5,1,58,01:37 PM,11:48 PM,06:03 AM,06:49 PM,7,10,12,10,28,47,69,0.0,1019,12,10,122,21
2020-03-03 09:00:00,20,12,0.0,7.6,5,5,58,01:37 PM,11:48 PM,06:03 AM,06:49 PM,7,16,16,16,22,10,56,0.0,1019,16,10,124,19
2020-03-03 12:00:00,20,12,0.0,7.6,5,5,58,01:37 PM,11:48 PM,06:03 AM,06:49 PM,6,20,20,20,2,67,39,0.0,1019,20,10,36,1
2020-03-03 15:00:00,20,12,0.0,7.6,5,4,58,01:37 PM,11:48 PM,06:03 AM,06:49 PM,7,18,18,18,7,74,50,0.0,1017,18,10,292,5
2020-03-03 18:00:00,20,12,0.0,7.6,5,1,58,01:37 PM,11:48 PM,06:03 AM,06:49 PM,10,17,17,17,11,88,63,0.0,1017,17,10,147,8
2020-03-03 21:00:00,20,12,0.0,7.6,5,1,58,01:37 PM,11:48 PM,06:03 AM,06:49 PM,11,14,15,14,21,70,79,0.0,1017,15,10,147,15
2020-03-04 00:00:00,24,15,0.0,8.9,4,1,65,02:36 PM,No moonset,06:04 AM,06:47 PM,12,15,15,15,16,83,79,0.2,1016,15,5,166,11
2020-03-04 03:00:00,24,15,0.0,8.9,4,1,65,02:36 PM,No moonset,06:04 AM,06:47 PM,12,16,16,16,15,87,78,0.1,1014,16,10,148,10
2020-03-04 06:00:00,24,15,0.0,8.9,4,1,65,02:36 PM,No moonset,06:04 AM,06:47 PM,11,15,15,15,13,60,77,0.1,1014,15,10,101,9
2020-03-04 09:00:00,24,15,0.0,8.9,4,4,65,02:36 PM,No moonset,06:04 AM,06:47 PM,11,16,16,16,14,85,71,1.2,1014,16,9,99,10
2020-03-04 12:00:00,24,15,0.0,8.9,4,6,65,02:36 PM,No moonset,06:04 AM,06:47 PM,10,25,25,24,7,43,42,0.0,1011,24,10,192,6
2020-03-04 15:00:00,24,15,0.0,8.9,4,5,65,02:36 PM,No moonset,06:04 AM,06:47 PM,11,24,24,22,18,74,48,0.1,1009,22,10,158,15
2020-03-04 18:00:00,24,15,0.0,8.9,4,1,65,02:36 PM,No moonset,06:04 AM,06:47 PM,11,19,19,19,20,43,62,0.0,1010,19,10,135,15
2020-03-04 21:00:00,24,15,0.0,8.9,4,1,65,02:36 PM,No moonset,06:04 AM,06:47 PM,12,16,16,16,19,53,78,0.0,1011,16,10,134,14
2020-03-05 00:00:00,19,14,0.0,10.3,4,1,73,03:34 PM,12:37 AM,06:05 AM,06:46 PM,12,15,15,15,13,76,84,0.1,1009,15,10,140,9
2020-03-05 03:00:00,19,14,0.0,10.3,4,1,73,03:34 PM,12:37 AM,06:05 AM,06:46 PM,12,13,14,13,15,67,89,0.1,1008,14,10,172,10
2020-03-05 06:00:00,19,14,0.0,10.3,4,1,73,03:34 PM,12:37 AM,06:05 AM,06:46 PM,13,15,15,15,17,100,88,0.0,1009,15,10,179,12
2020-03-05 09:00:00,19,14,0.0,10.3,4,4,73,03:34 PM,12:37 AM,06:05 AM,06:46 PM,13,16,16,16,15,100,82,0.0,1010,16,10,180,13
2020-03-05 12:00:00,19,14,0.0,10.3,4,5,73,03:34 PM,12:37 AM,06:05 AM,06:46 PM,11,19,19,19,19,13,61,0.0,1010,19,10,236,17
2020-03-05 15:00:00,19,14,0.0,10.3,4,5,73,03:34 PM,12:37 AM,06:05 AM,06:46 PM,11,18,18,18,22,6,63,0.0,1009,18,10,234,19
2020-03-05 18:00:00,19,14,0.0,10.3,4,1,73,03:34 PM,12:37 AM,06:05 AM,06:46 PM,11,17,17,17,25,39,71,0.0,1012,17,10,212,19
2020-03-05 21:00:00,19,14,0.0,10.3,4,1,73,03:34 PM,12:37 AM,06:05 AM,06:46 PM,11,13,14,13,22,45,83,0.0,1014,14,10,185,15
2020-03-06 00:00:00,21,13,0.0,8.9,4,1,80,04:29 PM,01:35 AM,06:06 AM,06:45 PM,11,13,13,13,15,89,85,0.0,1014,13,10,209,10
2020-03-06 03:00:00,21,13,0.0,8.9,4,1,80,04:29 PM,01:35 AM,06:06 AM,06:45 PM,12,14,15,14,17,77,82,0.1,1014,15,10,187,13
2020-03-06 06:00:00,21,13,0.0,8.9,4,1,80,04:29 PM,01:35 AM,06:06 AM,06:45 PM,13,13,14,13,20,83,89,0.1,1016,14,10,191,14
2020-03-06 09:00:00,21,13,0.0,8.9,4,4,80,04:29 PM,01:35 AM,06:06 AM,06:45 PM,12,18,18,18,14,60,66,0.2,1018,18,10,182,12
2020-03-06 12:00:00,21,13,0.0,8.9,4,4,80,04:29 PM,01:35 AM,06:06 AM,06:45 PM,12,19,19,19,17,92,65,0.1,1018,19,10,221,15
2020-03-06 15:00:00,21,13,0.0,8.9,4,5,80,04:29 PM,01:35 AM,06:06 AM,06:45 PM,12,21,21,21,18,73,55,0.2,1018,21,10,197,15
2020-03-06 18:00:00,21,13,0.0,8.9,4,1,80,04:29 PM,01:35 AM,06:06 AM,06:45 PM,11,18,18,18,27,4,64,0.0,1019,18,10,155,19
2020-03-06 21:00:00,21,13,0.0,8.9,4,1,80,04:29 PM,01:35 AM,06:06 AM,06:45 PM,12,13,15,13,27,14,83,0.0,1021,15,10,142,19
2020-03-07 00:00:00,22,13,0.0,10.2,5,1,87,05:19 PM,02:40 AM,06:07 AM,06:43 PM,11,13,14,13,25,7,82,0.0,1022,14,10,140,18
2020-03-07 03:00:00,22,13,0.0,10.2,5,1,87,05:19 PM,02:40 AM,06:07 AM,06:43 PM,11,12,13,12,22,13,83,0.0,1022,13,10,133,15
2020-03-07 06:00:00,22,13,0.0,10.2,5,1,87,05:19 PM,02:40 AM,06:07 AM,06:43 PM,10,11,13,11,22,12,84,0.0,1023,13,10,110,15
2020-03-07 09:00:00,22,13,0.0,10.2,5,4,87,05:19 PM,02:40 AM,06:07 AM,06:43 PM,9,16,16,16,13,63,62,0.0,1024,16,10,109,11
2020-03-07 12:00:00,22,13,0.0,10.2,5,6,87,05:19 PM,02:40 AM,06:07 AM,06:43 PM,9,22,24,22,8,36,45,0.0,1022,22,10,191,7
2020-03-07 15:00:00,22,13,0.0,10.2,5,6,87,05:19 PM,02:40 AM,06:07 AM,06:43 PM,9,22,24,22,20,9,43,0.0,1021,22,10,155,17
2020-03-07 18:00:00,22,13,0.0,10.2,5,1,87,05:19 PM,02:40 AM,06:07 AM,06:43 PM,10,17,17,17,25,16,63,0.0,1021,17,10,144,19
2020-03-07 21:00:00,22,13,0.0,10.2,5,1,87,05:19 PM,02:40 AM,06:07 AM,06:43 PM,11,13,15,13,28,11,79,0.0,1022,15,10,136,18
2020-03-08 00:00:00,23,14,0.0,11.6,5,1,95,06:04 PM,03:51 AM,06:07 AM,06:42 PM,11,16,16,16,29,14,76,0.0,1021,16,10,123,18
2020-03-08 03:00:00,23,14,0.0,11.6,5,1,95,06:04 PM,03:51 AM,06:07 AM,06:42 PM,10,13,14,13,29,7,73,0.0,1020,14,10,109,18
2020-03-08 06:00:00,23,14,0.0,11.6,5,1,95,06:04 PM,03:51 AM,06:07 AM,06:42 PM,9,13,14,13,17,19,75,0.0,1021,14,10,112,10
2020-03-08 09:00:00,23,14,0.0,11.6,5,5,95,06:04 PM,03:51 AM,06:07 AM,06:42 PM,9,19,19,19,10,8,53,0.0,1021,19,10,135,9
2020-03-08 12:00:00,23,14,0.0,11.6,5,6,95,06:04 PM,03:51 AM,06:07 AM,06:42 PM,8,24,24,23,14,0,39,0.0,1020,23,10,167,13
2020-03-08 15:00:00,23,14,0.0,11.6,5,6,95,06:04 PM,03:51 AM,06:07 AM,06:42 PM,7,24,24,22,23,0,38,0.0,1018,22,10,163,20
2020-03-08 18:00:00,23,14,0.0,11.6,5,1,95,06:04 PM,03:51 AM,06:07 AM,06:42 PM,11,20,23,20,26,0,70,0.0,1019,20,10,155,19
2020-03-08 21:00:00,23,14,0.0,11.6,5,1,95,06:04 PM,03:51 AM,06:07 AM,06:42 PM,12,17,20,17,27,12,83,0.0,1021,17,10,145,20
2020-03-09 00:00:00,22,15,0.0,7.5,5,1,100,06:44 PM,05:03 AM,06:08 AM,06:41 PM,13,16,16,16,29,10,85,0.0,1020,16,10,139,20
2020-03-09 03:00:00,22,15,0.0,7.5,5,1,100,06:44 PM,05:03 AM,06:08 AM,06:41 PM,10,16,16,16,30,33,71,0.0,1019,16,10,113,18
2020-03-09 06:00:00,22,15,0.0,7.5,5,1,100,06:44 PM,05:03 AM,06:08 AM,06:41 PM,8,15,15,15,25,5,60,0.0,1020,15,10,113,15
2020-03-09 09:00:00,22,15,0.0,7.5,5,4,100,06:44 PM,05:03 AM,06:08 AM,06:41 PM,6,20,20,20,18,97,39,0.0,1021,20,10,121,16
2020-03-09 12:00:00,22,15,0.0,7.5,5,5,100,06:44 PM,05:03 AM,06:08 AM,06:41 PM,5,24,24,22,16,98,33,0.0,1020,22,10,150,14
2020-03-09 15:00:00,22,15,0.0,7.5,5,6,100,06:44 PM,05:03 AM,06:08 AM,06:41 PM,6,24,24,22,20,35,35,0.0,1018,22,10,145,17
2020-03-09 18:00:00,22,15,0.0,7.5,5,1,100,06:44 PM,05:03 AM,06:08 AM,06:41 PM,9,18,18,18,24,100,56,0.0,1018,18,10,142,17
2020-03-09 21:00:00,22,15,0.0,7.5,5,1,100,06:44 PM,05:03 AM,06:08 AM,06:41 PM,11,16,16,16,25,9,70,0.0,1019,16,10,135,14
2020-03-10 00:00:00,26,16,0.0,11.6,6,1,100,07:22 PM,06:16 AM,06:09 AM,06:39 PM,10,17,17,17,25,7,62,0.0,1018,17,10,124,13
2020-03-10 03:00:00,26,16,0.0,11.6,6,1,100,07:22 PM,06:16 AM,06:09 AM,06:39 PM,8,16,16,16,22,6,60,0.0,1017,16,10,101,11
2020-03-10 06:00:00,26,16,0.0,11.6,6,1,100,07:22 PM,06:16 AM,06:09 AM,06:39 PM,8,16,16,16,20,5,56,0.0,1018,16,10,93,10
2020-03-10 09:00:00,26,16,0.0,11.6,6,6,100,07:22 PM,06:16 AM,06:09 AM,06:39 PM,10,25,25,23,9,3,44,0.0,1018,23,10,70,8
2020-03-10 12:00:00,26,16,0.0,11.6,6,7,100,07:22 PM,06:16 AM,06:09 AM,06:39 PM,10,26,26,26,8,5,35,0.0,1016,26,10,245,7
2020-03-10 15:00:00,26,16,0.0,11.6,6,7,100,07:22 PM,06:16 AM,06:09 AM,06:39 PM,10,26,26,26,16,5,36,0.0,1014,26,10,218,14
2020-03-10 18:00:00,26,16,0.0,11.6,6,1,100,07:22 PM,06:16 AM,06:09 AM,06:39 PM,11,25,25,23,19,4,49,0.0,1014,23,10,158,12
2020-03-10 21:00:00,26,16,0.0,11.6,6,1,100,07:22 PM,06:16 AM,06:09 AM,06:39 PM,11,19,19,19,22,4,59,0.0,1016,19,10,129,12
2020-03-11 00:00:00,30,19,0.0,11.6,7,1,84,07:57 PM,07:29 AM,06:10 AM,06:38 PM,11,19,19,19,20,4,59,0.0,1015,19,10,95,10
2020-03-11 03:00:00,30,19,0.0,11.6,7,1,84,07:57 PM,07:29 AM,06:10 AM,06:38 PM,12,20,20,20,10,5,62,0.0,1014,20,10,58,5
2020-03-11 06:00:00,30,19,0.0,11.6,7,1,84,07:57 PM,07:29 AM,06:10 AM,06:38 PM,12,20,20,20,16,4,57,0.0,1016,20,10,37,8
2020-03-11 09:00:00,30,19,0.0,11.6,7,7,84,07:57 PM,07:29 AM,06:10 AM,06:38 PM,11,26,26,26,21,5,40,0.0,1016,26,10,5,16
2020-03-11 12:00:00,30,19,0.0,11.6,7,7,84,07:57 PM,07:29 AM,06:10 AM,06:38 PM,12,28,28,28,14,7,36,0.0,1015,28,10,293,12
2020-03-11 15:00:00,30,19,0.0,11.6,7,7,84,07:57 PM,07:29 AM,06:10 AM,06:38 PM,11,29,29,30,9,5,31,0.0,1013,30,10,268,7
2020-03-11 18:00:00,30,19,0.0,11.6,7,1,84,07:57 PM,07:29 AM,06:10 AM,06:38 PM,10,26,26,26,12,7,37,0.0,1014,26,10,175,6
2020-03-11 21:00:00,30,19,0.0,11.6,7,1,84,07:57 PM,07:29 AM,06:10 AM,06:38 PM,11,25,25,24,21,12,44,0.0,1015,24,10,80,10
2020-03-12 00:00:00,29,23,0.0,11.6,7,1,76,08:33 PM,08:41 AM,06:11 AM,06:37 PM,11,25,25,24,32,10,42,0.0,1015,24,10,33,17
2020-03-12 03:00:00,29,23,0.0,11.6,7,1,76,08:33 PM,08:41 AM,06:11 AM,06:37 PM,10,25,25,24,33,32,43,0.0,1014,24,10,32,18
2020-03-12 06:00:00,29,23,0.0,11.6,7,1,76,08:33 PM,08:41 AM,06:11 AM,06:37 PM,11,25,25,23,26,28,47,0.0,1016,23,10,13,14
2020-03-12 09:00:00,29,23,0.0,11.6,7,7,76,08:33 PM,08:41 AM,06:11 AM,06:37 PM,11,26,26,26,21,50,38,0.0,1017,26,10,1,16
2020-03-12 12:00:00,29,23,0.0,11.6,7,7,76,08:33 PM,08:41 AM,06:11 AM,06:37 PM,12,28,28,28,13,14,37,0.0,1014,28,10,320,11
2020-03-12 15:00:00,29,23,0.0,11.6,7,7,76,08:33 PM,08:41 AM,06:11 AM,06:37 PM,11,28,28,29,14,30,33,0.0,1012,29,10,325,10
2020-03-12 18:00:00,29,23,0.0,11.6,7,1,76,08:33 PM,08:41 AM,06:11 AM,06:37 PM,10,27,27,28,26,20,33,0.0,1013,28,10,45,14
2020-03-12 21:00:00,29,23,0.0,11.6,7,1,76,08:33 PM,08:41 AM,06:11 AM,06:37 PM,10,26,26,27,36,33,35,0.0,1013,27,10,43,18
2020-03-13 00:00:00,20,13,0.0,8.9,5,1,69,09:10 PM,09:52 AM,06:12 AM,06:35 PM,12,26,26,25,22,20,44,0.0,1012,25,10,347,13
2020-03-13 03:00:00,20,13,0.0,8.9,5,1,69,09:10 PM,09:52 AM,06:12 AM,06:35 PM,14,21,21,21,15,7,64,0.0,1012,21,10,281,10
2020-03-13 06:00:00,20,13,0.0,8.9,5,1,69,09:10 PM,09:52 AM,06:12 AM,06:35 PM,16,18,18,18,18,58,86,0.0,1014,18,10,274,12
2020-03-13 09:00:00,20,13,0.0,8.9,5,4,69,09:10 PM,09:52 AM,06:12 AM,06:35 PM,16,20,20,20,20,96,79,0.1,1016,20,10,217,17
2020-03-13 12:00:00,20,13,0.0,8.9,5,4,69,09:10 PM,09:52 AM,06:12 AM,06:35 PM,14,19,19,19,28,87,71,0.0,1019,19,10,175,24
2020-03-13 15:00:00,20,13,0.0,8.9,5,5,69,09:10 PM,09:52 AM,06:12 AM,06:35 PM,12,18,18,18,33,50,67,0.0,1019,18,10,168,28
2020-03-13 18:00:00,20,13,0.0,8.9,5,1,69,09:10 PM,09:52 AM,06:12 AM,06:35 PM,10,15,15,15,33,37,71,0.0,1021,15,10,160,27
2020-03-13 21:00:00,20,13,0.0,8.9,5,1,69,09:10 PM,09:52 AM,06:12 AM,06:35 PM,6,11,13,11,39,4,64,0.0,1023,13,10,152,30
2020-03-14 00:00:00,18,11,0.0,11.6,4,1,62,09:50 PM,11:02 AM,06:12 AM,06:34 PM,6,10,12,10,37,0,64,0.0,1023,12,10,139,28
2020-03-14 03:00:00,18,11,0.0,11.6,4,1,62,09:50 PM,11:02 AM,06:12 AM,06:34 PM,4,8,11,8,32,0,63,0.0,1024,11,10,132,23
2020-03-14 06:00:00,18,11,0.0,11.6,4,1,62,09:50 PM,11:02 AM,06:12 AM,06:34 PM,4,8,11,8,32,0,65,0.0,1025,11,10,132,23
