date_time,Nairne_maxtempC,Nairne_mintempC,Nairne_totalSnow_cm,Nairne_sunHour,Nairne_uvIndex,Nairne_uvIndex,Nairne_moon_illumination,Nairne_moonrise,Nairne_moonset,Nairne_sunrise,Nairne_sunset,Nairne_DewPointC,Nairne_FeelsLikeC,Nairne_HeatIndexC,Nairne_WindChillC,Nairne_WindGustKmph,Nairne_cloudcover,Nairne_humidity,Nairne_precipMM,Nairne_pressure,Nairne_tempC,Nairne_visibility,Nairne_winddirDegree,Nairne_windspeedKmph
2020-02-04 09:00:00,22,12,0.0,13.8,5,5,72,02:49 PM,12:31 AM,05:36 AM,07:20 PM,5,17,17,17,10,0,44,0.0,1021,17,10,102,9
2020-02-04 12:00:00,22,12,0.0,13.8,5,6,72,02:49 PM,12:31 AM,05:36 AM,07:20 PM,6,24,24,22,8,0,35,0.0,1020,22,10,199,6
2020-02-04 15:00:00,22,12,0.0,13.8,5,6,72,02:49 PM,12:31 AM,05:36 AM,07:20 PM,6,24,24,22,13,0,34,0.0,1018,22,10,178,12
2020-02-04 18:00:00,22,12,0.0,13.8,5,1,72,02:49 PM,12:31 AM,05:36 AM,07:20 PM,8,18,18,18,25,0,50,0.0,1019,18,10,144,21
2020-02-04 21:00:00,22,12,0.0,13.8,5,1,72,02:49 PM,12:31 AM,05:36 AM,07:20 PM,10,13,15,13,30,0,72,0.0,1019,15,10,135,20
2020-02-05 00:00:00,25,14,0.0,13.8,6,1,79,03:51 PM,01:11 AM,05:37 AM,07:19 PM,11,13,14,13,27,0,80,0.0,1019,14,10,127,18
2020-02-05 03:00:00,25,14,0.0,13.8,6,1,79,03:51 PM,01:11 AM,05:37 AM,07:19 PM,10,13,14,13,22,0,76,0.0,1018,14,10,117,13
2020-02-05 06:00:00,25,14,0.0,13.8,6,1,79,03:51 PM,01:11 AM,05:37 AM,07:19 PM,9,13,14,13,20,0,71,0.0,1019,14,10,111,13
2020-02-05 09:00:00,25,14,0.0,13.8,6,6,79,03:51 PM,01:11 AM,05:37 AM,07:19 PM,8,20,20,20,12,0,45,0.0,1019,20,10,111,10
2020-02-05 12:00:00,25,14,0.0,13.8,6,6,79,03:51 PM,01:11 AM,05:37 AM,07:19 PM,8,25,25,25,9,0,35,0.0,1018,25,10,172,8
2020-02-05 15:00:00,25,14,0.0,13.8,6,6,79,03:51 PM,01:11 AM,05:37 AM,07:19 PM,9,25,25,24,19,0,37,0.0,1016,24,10,166,17
2020-02-05 18:00:00,25,14,0.0,13.8,6,1,79,03:51 PM,01:11 AM,05:37 AM,07:19 PM,10,20,20,20,23,0,52,0.0,1017,20,10,150,18
2020-02-05 21:00:00,25,14,0.0,13.8,6,1,79,03:51 PM,01:11 AM,05:37 AM,07:19 PM,11,16,16,16,24,0,74,0.0,1017,16,10,139,15
2020-02-06 00:00:00,28,16,0.0,13.8,6,1,87,04:52 PM,01:58 AM,05:38 AM,07:18 PM,12,16,16,16,25,0,78,0.0,1017,16,10,134,15
2020-02-06 03:00:00,28,16,0.0,13.8,6,1,87,04:52 PM,01:58 AM,05:38 AM,07:18 PM,12,16,16,16,23,0,77,0.0,1016,16,10,118,13
2020-02-06 06:00:00,28,16,0.0,13.8,6,1,87,04:52 PM,01:58 AM,05:38 AM,07:18 PM,11,17,17,17,15,0,68,0.0,1017,17,10,106,8
2020-02-06 09:00:00,28,16,0.0,13.8,6,6,87,04:52 PM,01:58 AM,05:38 AM,07:18 PM,11,25,25,23,8,0,47,0.0,1017,23,10,136,7
2020-02-06 12:00:00,28,16,0.0,13.8,6,7,87,04:52 PM,01:58 AM,05:38 AM,07:18 PM,11,27,27,28,9,0,35,0.0,1016,28,10,201,8
2020-02-06 15:00:00,28,16,0.0,13.8,6,7,87,04:52 PM,01:58 AM,05:38 AM,07:18 PM,11,27,27,28,14,3,36,0.0,1014,28,10,187,12
2020-02-06 18:00:00,28,16,0.0,13.8,6,1,87,04:52 PM,01:58 AM,05:38 AM,07:18 PM,12,25,25,24,24,3,46,0.0,1015,24,10,156,16
2020-02-06 21:00:00,28,16,0.0,13.8,6,1,87,04:52 PM,01:58 AM,05:38 AM,07:18 PM,12,20,20,20,31,6,60,0.0,1017,20,10,140,19
2020-02-07 00:00:00,28,18,0.0,12.1,7,1,95,05:50 PM,02:54 AM,05:39 AM,07:18 PM,14,20,20,20,13,5,67,0.0,1017,20,10,122,8
2020-02-07 03:00:00,28,18,0.0,12.1,7,1,95,05:50 PM,02:54 AM,05:39 AM,07:18 PM,14,18,18,18,17,87,77,0.4,1016,18,10,115,9
2020-02-07 06:00:00,28,18,0.0,12.1,7,1,95,05:50 PM,02:54 AM,05:39 AM,07:18 PM,15,20,20,20,22,86,76,0.3,1018,20,10,102,13
2020-02-07 09:00:00,28,18,0.0,12.1,7,6,95,05:50 PM,02:54 AM,05:39 AM,07:18 PM,16,26,26,25,15,77,58,0.8,1018,25,9,92,12
2020-02-07 12:00:00,28,18,0.0,12.1,7,7,95,05:50 PM,02:54 AM,05:39 AM,07:18 PM,13,28,28,28,12,28,38,0.0,1017,28,10,162,10
2020-02-07 15:00:00,28,18,0.0,12.1,7,7,95,05:50 PM,02:54 AM,05:39 AM,07:18 PM,13,28,28,28,21,18,39,0.0,1016,28,10,135,15
2020-02-07 18:00:00,28,18,0.0,12.1,7,1,95,05:50 PM,02:54 AM,05:39 AM,07:18 PM,15,26,26,25,27,10,53,0.0,1017,25,10,143,19
2020-02-07 21:00:00,28,18,0.0,12.1,7,1,95,05:50 PM,02:54 AM,05:39 AM,07:18 PM,15,25,25,22,22,83,65,0.2,1018,22,9,128,12
2020-02-08 00:00:00,29,21,0.0,13.8,7,1,100,06:43 PM,03:57 AM,05:40 AM,07:17 PM,15,22,25,22,23,33,65,0.0,1018,22,10,130,12
2020-02-08 03:00:00,29,21,0.0,13.8,7,1,100,06:43 PM,03:57 AM,05:40 AM,07:17 PM,15,22,25,22,31,11,64,0.0,1017,22,10,106,17
2020-02-08 06:00:00,29,21,0.0,13.8,7,1,100,06:43 PM,03:57 AM,05:40 AM,07:17 PM,15,21,24,21,24,5,65,0.0,1018,21,10,119,15
2020-02-08 09:00:00,29,21,0.0,13.8,7,6,100,06:43 PM,03:57 AM,05:40 AM,07:17 PM,15,26,26,25,17,4,55,0.0,1019,25,10,115,14
2020-02-08 12:00:00,29,21,0.0,13.8,7,7,100,06:43 PM,03:57 AM,05:40 AM,07:17 PM,14,29,29,29,12,14,40,0.0,1017,29,10,137,10
2020-02-08 15:00:00,29,21,0.0,13.8,7,7,100,06:43 PM,03:57 AM,05:40 AM,07:17 PM,14,29,29,29,19,12,38,0.0,1014,29,10,130,15
2020-02-08 18:00:00,29,21,0.0,13.8,7,1,100,06:43 PM,03:57 AM,05:40 AM,07:17 PM,15,27,27,26,28,17,50,0.0,1015,26,10,143,19
2020-02-08 21:00:00,29,21,0.0,13.8,7,1,100,06:43 PM,03:57 AM,05:40 AM,07:17 PM,15,25,25,23,21,19,63,0.0,1015,23,10,136,12
2020-02-09 00:00:00,29,22,0.0,13.8,7,1,100,07:32 PM,05:06 AM,05:41 AM,07:16 PM,14,25,25,22,21,40,61,0.0,1015,22,10,119,10
2020-02-09 03:00:00,29,22,0.0,13.8,7,1,100,07:32 PM,05:06 AM,05:41 AM,07:16 PM,14,25,25,22,19,13,60,0.0,1013,22,10,106,9
2020-02-09 06:00:00,29,22,0.0,13.8,7,1,100,07:32 PM,05:06 AM,05:41 AM,07:16 PM,14,22,25,22,21,20,61,0.0,1014,22,10,81,12
2020-02-09 09:00:00,29,22,0.0,13.8,7,7,100,07:32 PM,05:06 AM,05:41 AM,07:16 PM,13,26,26,26,16,21,46,0.0,1014,26,10,75,13
2020-02-09 12:00:00,29,22,0.0,13.8,7,7,100,07:32 PM,05:06 AM,05:41 AM,07:16 PM,14,28,28,29,10,26,41,0.0,1013,29,10,114,9
2020-02-09 15:00:00,29,22,0.0,13.8,7,7,100,07:32 PM,05:06 AM,05:41 AM,07:16 PM,14,28,28,29,9,17,41,0.0,1010,29,10,163,8
2020-02-09 18:00:00,29,22,0.0,13.8,7,1,100,07:32 PM,05:06 AM,05:41 AM,07:16 PM,14,27,27,27,26,24,45,0.0,1011,27,10,110,17
2020-02-09 21:00:00,29,22,0.0,13.8,7,1,100,07:32 PM,05:06 AM,05:41 AM,07:16 PM,15,25,25,22,20,10,63,0.0,1011,22,10,132,12
2020-02-10 00:00:00,27,21,0.0,13.7,7,1,83,08:14 PM,06:17 AM,05:42 AM,07:15 PM,16,22,24,22,5,11,71,0.0,1010,22,10,78,3
2020-02-10 03:00:00,27,21,0.0,13.7,7,1,83,08:14 PM,06:17 AM,05:42 AM,07:15 PM,16,21,24,21,6,13,71,0.0,1009,21,10,302,4
2020-02-10 06:00:00,27,21,0.0,13.7,7,1,83,08:14 PM,06:17 AM,05:42 AM,07:15 PM,16,21,24,21,4,10,72,0.0,1009,21,10,251,3
2020-02-10 09:00:00,27,21,0.0,13.7,7,7,83,08:14 PM,06:17 AM,05:42 AM,07:15 PM,15,26,26,25,11,13,51,0.0,1009,25,10,230,9
2020-02-10 12:00:00,27,21,0.0,13.7,7,7,83,08:14 PM,06:17 AM,05:42 AM,07:15 PM,15,27,27,27,22,14,47,0.0,1009,27,10,236,19
2020-02-10 15:00:00,27,21,0.0,13.7,7,7,83,08:14 PM,06:17 AM,05:42 AM,07:15 PM,14,27,27,27,25,5,44,0.0,1008,27,10,225,22
2020-02-10 18:00:00,27,21,0.0,13.7,7,1,83,08:14 PM,06:17 AM,05:42 AM,07:15 PM,13,26,26,25,26,0,47,0.0,1009,25,10,205,18
2020-02-10 21:00:00,27,21,0.0,13.7,7,1,83,08:14 PM,06:17 AM,05:42 AM,07:15 PM,13,21,21,21,17,0,61,0.0,1010,21,10,176,10
2020-02-11 00:00:00,25,18,0.0,13.7,6,1,75,08:52 PM,07:30 AM,05:43 AM,07:14 PM,15,21,21,21,10,0,68,0.0,1010,21,10,161,7
2020-02-11 03:00:00,25,18,0.0,13.7,6,1,75,08:52 PM,07:30 AM,05:43 AM,07:14 PM,14,19,19,19,13,3,72,0.0,1010,19,10,174,7
2020-02-11 06:00:00,25,18,0.0,13.7,6,1,75,08:52 PM,07:30 AM,05:43 AM,07:14 PM,14,19,19,19,14,5,74,0.0,1012,19,10,176,9
2020-02-11 09:00:00,25,18,0.0,13.7,6,6,75,08:52 PM,07:30 AM,05:43 AM,07:14 PM,15,25,25,23,16,2,61,0.0,1013,23,10,185,14
2020-02-11 12:00:00,25,18,0.0,13.7,6,7,75,08:52 PM,07:30 AM,05:43 AM,07:14 PM,16,26,26,25,23,5,57,0.0,1013,25,10,201,20
2020-02-11 15:00:00,25,18,0.0,13.7,6,6,75,08:52 PM,07:30 AM,05:43 AM,07:14 PM,16,26,26,24,27,0,61,0.0,1012,24,10,198,24
2020-02-11 18:00:00,25,18,0.0,13.7,6,1,75,08:52 PM,07:30 AM,05:43 AM,07:14 PM,15,20,20,20,25,37,74,0.0,1014,20,10,176,21
2020-02-11 21:00:00,25,18,0.0,13.7,6,1,75,08:52 PM,07:30 AM,05:43 AM,07:14 PM,14,18,18,18,26,75,78,0.0,1015,18,10,163,21
2020-02-12 00:00:00,24,17,0.0,9.7,5,1,68,09:28 PM,08:41 AM,05:44 AM,07:13 PM,13,17,17,17,26,81,78,0.0,1015,17,10,156,20
2020-02-12 03:00:00,24,17,0.0,9.7,5,1,68,09:28 PM,08:41 AM,05:44 AM,07:13 PM,14,18,18,18,24,78,80,0.0,1014,18,10,144,18
2020-02-12 06:00:00,24,17,0.0,9.7,5,1,68,09:28 PM,08:41 AM,05:44 AM,07:13 PM,15,18,18,18,22,95,83,0.0,1015,18,10,164,17
2020-02-12 09:00:00,24,17,0.0,9.7,5,4,68,09:28 PM,08:41 AM,05:44 AM,07:13 PM,15,19,19,19,19,79,78,0.0,1015,19,10,154,15
2020-02-12 12:00:00,24,17,0.0,9.7,5,5,68,09:28 PM,08:41 AM,05:44 AM,07:13 PM,16,22,25,22,19,63,69,0.0,1015,22,10,165,16
2020-02-12 15:00:00,24,17,0.0,9.7,5,6,68,09:28 PM,08:41 AM,05:44 AM,07:13 PM,16,26,26,24,23,17,62,0.0,1012,24,10,164,20
2020-02-12 18:00:00,24,17,0.0,9.7,5,1,68,09:28 PM,08:41 AM,05:44 AM,07:13 PM,16,21,21,21,26,72,77,0.0,1013,21,10,158,21
2020-02-12 21:00:00,24,17,0.0,9.7,5,1,68,09:28 PM,08:41 AM,05:44 AM,07:13 PM,16,19,19,19,22,55,84,0.0,1013,19,10,148,16
2020-02-13 00:00:00,27,18,0.0,13.7,6,1,60,10:02 PM,09:52 AM,05:45 AM,07:12 PM,16,18,18,18,17,59,87,0.0,1012,18,10,150,13
2020-02-13 03:00:00,27,18,0.0,13.7,6,1,60,10:02 PM,09:52 AM,05:45 AM,07:12 PM,17,19,19,19,17,41,88,0.0,1011,19,10,133,12
2020-02-13 06:00:00,27,18,0.0,13.7,6,1,60,10:02 PM,09:52 AM,05:45 AM,07:12 PM,17,19,19,19,9,23,86,0.0,1011,19,10,124,6
2020-02-13 09:00:00,27,18,0.0,13.7,6,7,60,10:02 PM,09:52 AM,05:45 AM,07:12 PM,18,28,28,26,4,0,62,0.0,1011,26,10,165,3
2020-02-13 12:00:00,27,18,0.0,13.7,6,7,60,10:02 PM,09:52 AM,05:45 AM,07:12 PM,18,28,28,27,9,27,57,0.0,1009,27,10,245,8
2020-02-13 15:00:00,27,18,0.0,13.7,6,7,60,10:02 PM,09:52 AM,05:45 AM,07:12 PM,18,28,28,26,16,51,61,0.0,1007,26,10,226,14
2020-02-13 18:00:00,27,18,0.0,13.7,6,1,60,10:02 PM,09:52 AM,05:45 AM,07:12 PM,18,26,26,25,20,13,65,0.0,1008,25,10,193,14
2020-02-13 21:00:00,27,18,0.0,13.7,6,1,60,10:02 PM,09:52 AM,05:45 AM,07:12 PM,17,21,21,21,16,15,80,0.0,1009,21,10,149,11
2020-02-14 00:00:00,23,19,0.0,9.7,6,1,53,10:37 PM,11:00 AM,05:46 AM,07:11 PM,17,20,20,20,12,18,85,0.0,1009,20,10,152,8
2020-02-14 03:00:00,23,19,0.0,9.7,6,1,53,10:37 PM,11:00 AM,05:46 AM,07:11 PM,17,19,19,19,18,17,87,0.0,1008,19,10,202,11
2020-02-14 06:00:00,23,19,0.0,9.7,6,1,53,10:37 PM,11:00 AM,05:46 AM,07:11 PM,17,19,19,19,14,73,86,0.1,1008,19,10,210,10
2020-02-14 09:00:00,23,19,0.0,9.7,6,5,53,10:37 PM,11:00 AM,05:46 AM,07:11 PM,16,20,20,20,17,70,78,0.1,1010,20,10,217,13
2020-02-14 12:00:00,23,19,0.0,9.7,6,6,53,10:37 PM,11:00 AM,05:46 AM,07:11 PM,17,25,25,23,23,35,66,0.0,1009,23,10,231,20
2020-02-14 15:00:00,23,19,0.0,9.7,6,5,53,10:37 PM,11:00 AM,05:46 AM,07:11 PM,16,22,25,22,24,63,71,0.0,1009,22,10,206,21
2020-02-14 18:00:00,23,19,0.0,9.7,6,1,53,10:37 PM,11:00 AM,05:46 AM,07:11 PM,15,20,20,20,25,74,75,0.1,1010,20,10,199,20
2020-02-14 21:00:00,23,19,0.0,9.7,6,1,53,10:37 PM,11:00 AM,05:46 AM,07:11 PM,15,19,19,19,25,94,79,0.1,1012,19,10,187,20
2020-02-15 00:00:00,22,17,0.0,12.1,4,1,45,11:14 PM,12:08 PM,05:47 AM,07:10 PM,15,18,18,18,24,78,80,0.1,1012,18,10,182,19
2020-02-15 03:00:00,22,17,0.0,12.1,4,1,45,11:14 PM,12:08 PM,05:47 AM,07:10 PM,14,18,18,18,24,73,80,0.2,1011,18,10,178,18
2020-02-15 06:00:00,22,17,0.0,12.1,4,1,45,11:14 PM,12:08 PM,05:47 AM,07:10 PM,14,17,17,17,23,73,81,0.1,1013,17,10,174,18
2020-02-15 09:00:00,22,17,0.0,12.1,4,4,45,11:14 PM,12:08 PM,05:47 AM,07:10 PM,14,19,19,19,21,79,74,0.2,1014,19,10,174,18
2020-02-15 12:00:00,22,17,0.0,12.1,4,6,45,11:14 PM,12:08 PM,05:47 AM,07:10 PM,13,22,25,22,21,42,59,0.0,1014,22,10,171,18
2020-02-15 15:00:00,22,17,0.0,12.1,4,6,45,11:14 PM,12:08 PM,05:47 AM,07:10 PM,14,22,25,22,25,32,60,0.0,1013,22,10,172,22
2020-02-15 18:00:00,22,17,0.0,12.1,4,1,45,11:14 PM,12:08 PM,05:47 AM,07:10 PM,14,19,19,19,24,52,73,0.0,1014,19,10,165,20
2020-02-15 21:00:00,22,17,0.0,12.1,4,1,45,11:14 PM,12:08 PM,05:47 AM,07:10 PM,13,17,17,17,24,79,80,0.0,1015,17,10,161,18
2020-02-16 00:00:00,24,15,0.0,13.6,5,1,38,11:54 PM,01:14 PM,05:48 AM,07:08 PM,13,16,16,16,19,79,80,0.0,1015,16,10,147,15
2020-02-16 03:00:00,24,15,0.0,13.6,5,1,38,11:54 PM,01:14 PM,05:48 AM,07:08 PM,13,16,16,16,18,51,80,0.0,1014,16,10,138,14
2020-02-16 06:00:00,24,15,0.0,13.6,5,1,38,11:54 PM,01:14 PM,05:48 AM,07:08 PM,13,15,15,15,14,44,85,0.0,1015,15,10,132,10
2020-02-16 09:00:00,24,15,0.0,13.6,5,6,38,11:54 PM,01:14 PM,05:48 AM,07:08 PM,12,21,21,21,8,2,58,0.0,1015,21,10,156,6
2020-02-16 12:00:00,24,15,0.0,13.6,5,6,38,11:54 PM,01:14 PM,05:48 AM,07:08 PM,12,25,25,24,13,2,48,0.0,1014,24,10,235,12
2020-02-16 15:00:00,24,15,0.0,13.6,5,6,38,11:54 PM,01:14 PM,05:48 AM,07:08 PM,13,25,25,23,19,4,53,0.0,1013,23,10,214,17
2020-02-16 18:00:00,24,15,0.0,13.6,5,1,38,11:54 PM,01:14 PM,05:48 AM,07:08 PM,12,19,19,19,21,18,64,0.0,1014,19,10,155,17
2020-02-16 21:00:00,24,15,0.0,13.6,5,1,38,11:54 PM,01:14 PM,05:48 AM,07:08 PM,12,16,16,16,17,5,80,0.0,1014,16,10,129,11
2020-02-17 00:00:00,27,15,0.0,13.6,6,1,30,No moonrise,02:18 PM,05:49 AM,07:07 PM,12,15,15,15,13,3,81,0.0,1014,15,10,111,8
2020-02-17 03:00:00,27,15,0.0,13.6,6,1,30,No moonrise,02:18 PM,05:49 AM,07:07 PM,11,18,18,18,6,0,67,0.0,1012,18,10,108,4
2020-02-17 06:00:00,27,15,0.0,13.6,6,1,30,No moonrise,02:18 PM,05:49 AM,07:07 PM,9,17,17,17,7,5,58,0.0,1013,17,10,105,4
2020-02-17 09:00:00,27,15,0.0,13.6,6,6,30,No moonrise,02:18 PM,05:49 AM,07:07 PM,9,25,25,25,5,5,36,0.0,1013,25,10,266,5
2020-02-17 12:00:00,27,15,0.0,13.6,6,7,30,No moonrise,02:18 PM,05:49 AM,07:07 PM,7,26,26,26,12,5,29,0.0,1012,26,10,254,10
2020-02-17 15:00:00,27,15,0.0,13.6,6,7,30,No moonrise,02:18 PM,05:49 AM,07:07 PM,9,26,26,27,13,11,32,0.0,1010,27,10,243,11
2020-02-17 18:00:00,27,15,0.0,13.6,6,1,30,No moonrise,02:18 PM,05:49 AM,07:07 PM,12,25,25,24,10,12,46,0.0,1010,24,10,199,7
2020-02-17 21:00:00,27,15,0.0,13.6,6,1,30,No moonrise,02:18 PM,05:49 AM,07:07 PM,13,22,24,22,7,71,57,0.1,1010,22,10,140,4
2020-02-18 00:00:00,20,15,0.0,10.9,4,1,22,12:37 AM,03:20 PM,05:50 AM,07:06 PM,13,20,20,20,11,78,62,0.1,1009,20,10,220,6
2020-02-18 03:00:00,20,15,0.0,10.9,4,1,22,12:37 AM,03:20 PM,05:50 AM,07:06 PM,14,17,17,17,27,88,80,0.1,1010,17,10,223,18
2020-02-18 06:00:00,20,15,0.0,10.9,4,1,22,12:37 AM,03:20 PM,05:50 AM,07:06 PM,13,16,16,16,27,71,82,0.0,1012,16,10,227,21
2020-02-18 09:00:00,20,15,0.0,10.9,4,4,22,12:37 AM,03:20 PM,05:50 AM,07:06 PM,13,18,18,18,27,78,72,0.1,1013,18,10,236,23
2020-02-18 12:00:00,20,15,0.0,10.9,4,4,22,12:37 AM,03:20 PM,05:50 AM,07:06 PM,13,20,20,20,37,56,64,0.3,1014,20,10,223,32
2020-02-18 15:00:00,20,15,0.0,10.9,4,4,22,12:37 AM,03:20 PM,05:50 AM,07:06 PM,12,18,18,18,35,84,65,0.4,1014,18,10,209,29
2020-02-18 18:00:00,20,15,0.0,10.9,4,1,22,12:37 AM,03:20 PM,05:50 AM,07:06 PM,10,16,16,16,31,58,67,0.1,1016,16,10,196,26
2020-02-18 21:00:00,20,15,0.0,10.9,4,1,22,12:37 AM,03:20 PM,05:50 AM,07:06 PM,9,13,15,13,29,59,68,0.1,1017,15,10,186,23
2020-02-19 00:00:00,19,13,0.0,13.5,4,1,15,01:26 AM,04:16 PM,05:51 AM,07:05 PM,9,13,15,13,27,69,68,0.0,1017,15,10,182,21
2020-02-19 03:00:00,19,13,0.0,13.5,4,1,15,01:26 AM,04:16 PM,05:51 AM,07:05 PM,9,13,14,13,24,70,71,0.0,1016,14,10,182,19
2020-02-19 06:00:00,19,13,0.0,13.5,4,1,15,01:26 AM,04:16 PM,05:51 AM,07:05 PM,9,13,14,13,21,54,74,0.0,1018,14,10,183,15
2020-02-19 09:00:00,19,13,0.0,13.5,4,5,15,01:26 AM,04:16 PM,05:51 AM,07:05 PM,9,17,17,17,17,44,60,0.0,1017,17,10,188,15
2020-02-19 12:00:00,19,13,0.0,13.5,4,5,15,01:26 AM,04:16 PM,05:51 AM,07:05 PM,9,18,18,18,20,7,53,0.0,1018,18,10,188,17
2020-02-19 15:00:00,19,13,0.0,13.5,4,5,15,01:26 AM,04:16 PM,05:51 AM,07:05 PM,8,19,19,19,23,0,48,0.0,1016,19,10,192,20
2020-02-19 18:00:00,19,13,0.0,13.5,4,1,15,01:26 AM,04:16 PM,05:51 AM,07:05 PM,9,16,16,16,23,0,61,0.0,1017,16,10,169,19
2020-02-19 21:00:00,19,13,0.0,13.5,4,1,15,01:26 AM,04:16 PM,05:51 AM,07:05 PM,9,12,13,12,22,17,78,0.0,1017,13,10,155,16
2020-02-20 00:00:00,20,12,0.0,13.5,5,1,7,02:18 AM,05:07 PM,05:52 AM,07:04 PM,9,11,12,11,19,23,81,0.0,1018,12,10,148,14
2020-02-20 03:00:00,20,12,0.0,13.5,5,1,7,02:18 AM,05:07 PM,05:52 AM,07:04 PM,9,11,12,11,21,39,82,0.0,1017,12,10,143,15
2020-02-20 06:00:00,20,12,0.0,13.5,5,1,7,02:18 AM,05:07 PM,05:52 AM,07:04 PM,9,12,13,12,17,32,79,0.0,1018,13,10,132,12
2020-02-20 09:00:00,20,12,0.0,13.5,5,5,7,02:18 AM,05:07 PM,05:52 AM,07:04 PM,9,16,16,16,8,27,60,0.0,1019,16,10,133,7
2020-02-20 12:00:00,20,12,0.0,13.5,5,5,7,02:18 AM,05:07 PM,05:52 AM,07:04 PM,9,20,20,20,12,8,51,0.0,1018,20,10,167,10
2020-02-20 15:00:00,20,12,0.0,13.5,5,6,7,02:18 AM,05:07 PM,05:52 AM,07:04 PM,10,20,20,20,19,32,51,0.0,1016,20,10,176,17
2020-02-20 18:00:00,20,12,0.0,13.5,5,1,7,02:18 AM,05:07 PM,05:52 AM,07:04 PM,10,17,17,17,24,9,65,0.0,1018,17,10,164,20
2020-02-20 21:00:00,20,12,0.0,13.5,5,1,7,02:18 AM,05:07 PM,05:52 AM,07:04 PM,10,13,14,13,26,40,77,0.0,1019,14,10,144,21
2020-02-21 00:00:00,21,13,0.0,13.5,5,1,0,03:14 AM,05:52 PM,05:53 AM,07:03 PM,10,12,14,12,22,44,79,0.0,1019,14,10,140,16
2020-02-21 03:00:00,21,13,0.0,13.5,5,1,0,03:14 AM,05:52 PM,05:53 AM,07:03 PM,10,13,14,13,19,46,77,0.0,1019,14,10,134,15
2020-02-21 06:00:00,21,13,0.0,13.5,5,1,0,03:14 AM,05:52 PM,05:53 AM,07:03 PM,9,11,13,11,20,9,75,0.0,1020,13,10,120,14
2020-02-21 09:00:00,21,13,0.0,13.5,5,5,0,03:14 AM,05:52 PM,05:53 AM,07:03 PM,8,17,17,17,15,0,56,0.0,1021,17,10,131,13
2020-02-21 12:00:00,21,13,0.0,13.5,5,6,0,03:14 AM,05:52 PM,05:53 AM,07:03 PM,9,21,21,21,17,0,45,0.0,1020,21,10,153,14
2020-02-21 15:00:00,21,13,0.0,13.5,5,6,0,03:14 AM,05:52 PM,05:53 AM,07:03 PM,10,21,24,21,23,0,49,0.0,1019,21,10,162,20
2020-02-21 18:00:00,21,13,0.0,13.5,5,1,0,03:14 AM,05:52 PM,05:53 AM,07:03 PM,10,18,18,18,26,0,59,0.0,1020,18,10,157,22
2020-02-21 21:00:00,21,13,0.0,13.5,5,1,0,03:14 AM,05:52 PM,05:53 AM,07:03 PM,11,13,15,13,29,0,78,0.0,1022,15,10,140,21
2020-02-22 00:00:00,24,13,0.0,13.5,6,1,0,04:11 AM,06:31 PM,05:54 AM,07:02 PM,10,13,15,13,28,0,75,0.0,1022,15,10,131,19
2020-02-22 03:00:00,24,13,0.0,13.5,6,1,0,04:11 AM,06:31 PM,05:54 AM,07:02 PM,8,13,14,13,22,0,70,0.0,1021,14,10,112,15
2020-02-22 06:00:00,24,13,0.0,13.5,6,1,0,04:11 AM,06:31 PM,05:54 AM,07:02 PM,8,13,13,13,16,0,68,0.0,1022,13,10,106,9
2020-02-22 09:00:00,24,13,0.0,13.5,6,6,0,04:11 AM,06:31 PM,05:54 AM,07:02 PM,8,21,21,21,7,0,43,0.0,1022,21,10,93,6
2020-02-22 12:00:00,24,13,0.0,13.5,6,6,0,04:11 AM,06:31 PM,05:54 AM,07:02 PM,8,24,24,24,11,0,37,0.0,1021,24,10,231,9
2020-02-22 15:00:00,24,13,0.0,13.5,6,6,0,04:11 AM,06:31 PM,05:54 AM,07:02 PM,9,25,25,23,16,0,41,0.0,1018,23,10,199,14
2020-02-22 18:00:00,24,13,0.0,13.5,6,1,0,04:11 AM,06:31 PM,05:54 AM,07:02 PM,9,21,21,21,23,0,45,0.0,1019,21,10,142,17
2020-02-22 21:00:00,24,13,0.0,13.5,6,1,0,04:11 AM,06:31 PM,05:54 AM,07:02 PM,10,16,16,16,24,0,64,0.0,1019,16,10,122,13
2020-02-23 00:00:00,28,16,0.0,13.5,7,1,0,05:09 AM,07:05 PM,05:55 AM,07:00 PM,9,16,16,16,20,0,66,0.0,1019,16,10,112,10
2020-02-23 03:00:00,28,16,0.0,13.5,7,1,0,05:09 AM,07:05 PM,05:55 AM,07:00 PM,8,18,18,18,12,0,54,0.0,1017,18,10,90,6
2020-02-23 06:00:00,28,16,0.0,13.5,7,1,0,05:09 AM,07:05 PM,05:55 AM,07:00 PM,6,19,19,19,8,0,41,0.0,1018,19,10,87,4
2020-02-23 09:00:00,28,16,0.0,13.5,7,7,0,05:09 AM,07:05 PM,05:55 AM,07:00 PM,7,26,26,27,4,0,27,0.0,1018,27,10,348,4
2020-02-23 12:00:00,28,16,0.0,13.5,7,7,0,05:09 AM,07:05 PM,05:55 AM,07:00 PM,5,27,27,28,9,0,24,0.0,1016,28,10,264,8
2020-02-23 15:00:00,28,16,0.0,13.5,7,7,0,05:09 AM,07:05 PM,05:55 AM,07:00 PM,7,27,27,28,14,0,26,0.0,1014,28,10,233,12
2020-02-23 18:00:00,28,16,0.0,13.5,7,1,0,05:09 AM,07:05 PM,05:55 AM,07:00 PM,6,25,25,25,19,0,30,0.0,1015,25,10,179,10
