date_time,Pemberton_maxtempC,Pemberton_mintempC,Pemberton_totalSnow_cm,Pemberton_sunHour,Pemberton_uvIndex,Pemberton_uvIndex,Pemberton_moon_illumination,Pemberton_moonrise,Pemberton_moonset,Pemberton_sunrise,Pemberton_sunset,Pemberton_DewPointC,Pemberton_FeelsLikeC,Pemberton_HeatIndexC,Pemberton_WindChillC,Pemberton_WindGustKmph,Pemberton_cloudcover,Pemberton_humidity,Pemberton_precipMM,Pemberton_pressure,Pemberton_tempC,Pemberton_visibility,Pemberton_winddirDegree,Pemberton_windspeedKmph
2019-12-25 15:00:00,-2,-17,0.1,5.8,1,2,0,08:41 AM,04:57 PM,09:11 AM,05:13 PM,-8,-7,-5,-7,6,7,79,0.0,1017,-5,10,33,5
2019-12-25 18:00:00,-2,-17,0.1,5.8,1,2,0,08:41 AM,04:57 PM,09:11 AM,05:13 PM,-12,-14,-11,-14,7,5,79,0.0,1020,-12,10,44,4
2019-12-25 21:00:00,-2,-17,0.1,5.8,1,1,0,08:41 AM,04:57 PM,09:11 AM,05:13 PM,-10,-15,-12,-15,5,5,77,0.0,1021,-15,10,54,3
2019-12-26 00:00:00,-2,-10,2.1,2.0,2,1,0,09:43 AM,05:49 PM,09:11 AM,05:13 PM,-13,-15,-13,-15,5,4,75,0.0,1022,-15,10,60,2
2019-12-26 03:00:00,-2,-10,2.1,2.0,2,1,0,09:43 AM,05:49 PM,09:11 AM,05:13 PM,-13,-9,-9,-9,3,6,74,0.0,1021,-9,10,104,1
2019-12-26 06:00:00,-2,-10,2.1,2.0,2,2,0,09:43 AM,05:49 PM,09:11 AM,05:13 PM,-10,-7,-7,-7,5,11,76,0.0,1021,-7,10,191,3
2019-12-26 09:00:00,-2,-10,2.1,2.0,2,1,0,09:43 AM,05:49 PM,09:11 AM,05:13 PM,-8,-8,-6,-8,6,47,82,0.0,1020,-6,10,195,4
2019-12-26 12:00:00,-2,-10,2.1,2.0,2,1,0,09:43 AM,05:49 PM,09:11 AM,05:13 PM,-5,-5,-3,-5,7,92,88,0.0,1018,-3,8,198,6
2019-12-26 15:00:00,-2,-10,2.1,2.0,2,1,0,09:43 AM,05:49 PM,09:11 AM,05:13 PM,-3,-4,-2,-4,9,79,93,0.3,1016,-2,4,198,8
2019-12-26 18:00:00,-2,-10,2.1,2.0,2,1,0,09:43 AM,05:49 PM,09:11 AM,05:13 PM,-3,-5,-2,-5,8,82,96,0.8,1015,-2,2,191,7
2019-12-26 21:00:00,-2,-10,2.1,2.0,2,1,0,09:43 AM,05:49 PM,09:11 AM,05:13 PM,-5,-7,-4,-7,10,76,96,1.4,1016,-4,2,178,8
2019-12-27 00:00:00,-1,-9,4.2,2.0,1,1,0,10:33 AM,06:49 PM,09:11 AM,05:14 PM,-7,-10,-7,-10,13,76,96,1.8,1016,-7,2,192,8
2019-12-27 03:00:00,-1,-9,4.2,2.0,1,1,0,10:33 AM,06:49 PM,09:11 AM,05:14 PM,-7,-10,-7,-10,11,74,96,1.4,1017,-7,3,206,6
2019-12-27 06:00:00,-1,-9,4.2,2.0,1,1,0,10:33 AM,06:49 PM,09:11 AM,05:14 PM,-6,-8,-6,-8,6,70,96,1.2,1018,-6,6,205,5
2019-12-27 09:00:00,-1,-9,4.2,2.0,1,1,0,10:33 AM,06:49 PM,09:11 AM,05:14 PM,-6,-7,-6,-7,5,75,95,0.2,1020,-6,5,209,4
2019-12-27 12:00:00,-1,-9,4.2,2.0,1,1,0,10:33 AM,06:49 PM,09:11 AM,05:14 PM,-4,-3,-3,-3,3,80,92,0.2,1020,-3,5,225,3
2019-12-27 15:00:00,-1,-9,4.2,2.0,1,1,0,10:33 AM,06:49 PM,09:11 AM,05:14 PM,-3,-2,-2,-2,3,76,92,0.1,1020,-2,8,229,3
2019-12-27 18:00:00,-1,-9,4.2,2.0,1,1,0,10:33 AM,06:49 PM,09:11 AM,05:14 PM,-5,-5,-5,-5,3,85,96,0.1,1022,-5,7,228,2
2019-12-27 21:00:00,-1,-9,4.2,2.0,1,1,0,10:33 AM,06:49 PM,09:11 AM,05:14 PM,-7,-8,-7,-8,4,88,96,0.0,1023,-8,7,226,3
2019-12-28 00:00:00,2,-9,0.8,2.0,1,1,8,11:14 AM,07:54 PM,09:11 AM,05:15 PM,-7,-8,-7,-8,5,88,96,0.0,1024,-8,5,204,3
2019-12-28 03:00:00,2,-9,0.8,2.0,1,1,8,11:14 AM,07:54 PM,09:11 AM,05:15 PM,-7,-6,-6,-6,4,84,96,0.0,1024,-6,7,204,3
2019-12-28 06:00:00,2,-9,0.8,2.0,1,1,8,11:14 AM,07:54 PM,09:11 AM,05:15 PM,-5,-6,-5,-6,4,77,96,0.0,1023,-5,3,188,3
2019-12-28 09:00:00,2,-9,0.8,2.0,1,1,8,11:14 AM,07:54 PM,09:11 AM,05:15 PM,-4,-4,-3,-4,5,82,95,0.1,1022,-3,5,178,4
2019-12-28 12:00:00,2,-9,0.8,2.0,1,1,8,11:14 AM,07:54 PM,09:11 AM,05:15 PM,-1,-2,-0,-2,6,92,96,0.3,1021,-0,4,190,5
2019-12-28 15:00:00,2,-9,0.8,2.0,1,1,8,11:14 AM,07:54 PM,09:11 AM,05:15 PM,0,-2,1,-2,8,97,97,0.5,1019,1,1,188,6
2019-12-28 18:00:00,2,-9,0.8,2.0,1,1,8,11:14 AM,07:54 PM,09:11 AM,05:15 PM,-1,-4,-2,-4,8,100,98,0.5,1019,-3,1,172,5
2019-12-28 21:00:00,2,-9,0.8,2.0,1,1,8,11:14 AM,07:54 PM,09:11 AM,05:15 PM,1,-6,-4,-6,4,100,98,1.1,1019,-6,1,162,4
2019-12-29 00:00:00,2,-4,0.0,2.0,1,1,15,11:46 AM,09:01 PM,09:11 AM,05:16 PM,0,-6,-4,-6,5,100,98,0.0,1018,-6,2,193,4
2019-12-29 03:00:00,2,-4,0.0,2.0,1,1,15,11:46 AM,09:01 PM,09:11 AM,05:16 PM,0,-0,0,-0,3,100,98,0.1,1018,0,3,189,3
2019-12-29 06:00:00,2,-4,0.0,2.0,1,1,15,11:46 AM,09:01 PM,09:11 AM,05:16 PM,-0,-0,0,-0,3,93,97,0.0,1018,0,1,130,2
2019-12-29 09:00:00,2,-4,0.0,2.0,1,1,15,11:46 AM,09:01 PM,09:11 AM,05:16 PM,-1,-1,0,-1,4,76,96,0.0,1018,0,2,65,4
2019-12-29 12:00:00,2,-4,0.0,2.0,1,1,15,11:46 AM,09:01 PM,09:11 AM,05:16 PM,1,2,2,2,3,67,95,0.0,1018,2,2,39,2
2019-12-29 15:00:00,2,-4,0.0,2.0,1,1,15,11:46 AM,09:01 PM,09:11 AM,05:16 PM,1,2,2,2,3,61,96,0.0,1018,2,2,50,3
2019-12-29 18:00:00,2,-4,0.0,2.0,1,2,15,11:46 AM,09:01 PM,09:11 AM,05:16 PM,-2,-0,1,-0,4,51,95,0.0,1019,-0,5,74,3
2019-12-29 21:00:00,2,-4,0.0,2.0,1,1,15,11:46 AM,09:01 PM,09:11 AM,05:16 PM,-5,-3,-1,-3,3,64,95,0.1,1021,-3,7,124,1
2019-12-30 00:00:00,3,-11,4.0,2.0,1,1,22,12:12 PM,10:08 PM,09:11 AM,05:17 PM,-4,-5,-4,-5,4,100,98,0.3,1022,-4,2,180,2
2019-12-30 03:00:00,3,-11,4.0,2.0,1,1,22,12:12 PM,10:08 PM,09:11 AM,05:17 PM,-2,-3,-2,-3,9,100,99,0.8,1022,-2,4,196,5
2019-12-30 06:00:00,3,-11,4.0,2.0,1,1,22,12:12 PM,10:08 PM,09:11 AM,05:17 PM,3,1,3,1,9,100,99,1.3,1022,3,9,213,8
2019-12-30 09:00:00,3,-11,4.0,2.0,1,1,22,12:12 PM,10:08 PM,09:11 AM,05:17 PM,3,1,3,1,9,100,99,1.6,1022,3,9,215,8
2019-12-30 12:00:00,3,-11,4.0,2.0,1,1,22,12:12 PM,10:08 PM,09:11 AM,05:17 PM,3,1,3,1,9,100,99,1.7,1022,3,9,217,8
2019-12-30 15:00:00,3,-11,4.0,2.0,1,1,22,12:12 PM,10:08 PM,09:11 AM,05:17 PM,1,-1,2,-1,12,100,98,1.1,1021,2,9,214,9
2019-12-30 18:00:00,3,-11,4.0,2.0,1,1,22,12:12 PM,10:08 PM,09:11 AM,05:17 PM,-3,-6,-3,-6,16,98,98,1.7,1021,-3,7,215,9
2019-12-30 21:00:00,3,-11,4.0,2.0,1,1,22,12:12 PM,10:08 PM,09:11 AM,05:17 PM,-5,-10,-7,-10,19,96,98,3.0,1020,-7,2,195,9
2019-12-31 00:00:00,3,-14,0.0,2.0,1,1,26,12:33 PM,11:14 PM,09:11 AM,05:18 PM,-3,-10,-7,-10,18,100,98,5.0,1018,-8,3,186,9
2019-12-31 03:00:00,3,-14,0.0,2.0,1,1,26,12:33 PM,11:14 PM,09:11 AM,05:18 PM,-2,-5,-1,-5,17,100,99,6.4,1015,-1,6,187,10
2019-12-31 06:00:00,3,-14,0.0,2.0,1,1,26,12:33 PM,11:14 PM,09:11 AM,05:18 PM,2,-1,2,-1,12,100,99,7.6,1013,2,6,189,10
2019-12-31 09:00:00,3,-14,0.0,2.0,1,1,26,12:33 PM,11:14 PM,09:11 AM,05:18 PM,2,-0,3,-0,12,100,99,7.2,1009,3,6,193,10
2019-12-31 12:00:00,3,-14,0.0,2.0,1,1,26,12:33 PM,11:14 PM,09:11 AM,05:18 PM,2,-1,3,-1,13,100,99,11.3,1006,3,6,194,11
2019-12-31 15:00:00,3,-14,0.0,2.0,1,1,26,12:33 PM,11:14 PM,09:11 AM,05:18 PM,-1,-4,-1,-4,16,100,98,12.5,1001,-1,6,189,11
2019-12-31 18:00:00,3,-14,0.0,2.0,1,1,26,12:33 PM,11:14 PM,09:11 AM,05:18 PM,-4,-10,-7,-10,19,100,99,17.0,998,-7,6,188,10
2019-12-31 21:00:00,3,-14,0.0,2.0,1,1,26,12:33 PM,11:14 PM,09:11 AM,05:18 PM,1,-11,-9,-11,14,100,99,16.4,996,-11,6,199,10
2020-01-01 00:00:00,3,-10,4.4,2.0,1,1,37,12:52 PM,No moonset,09:11 AM,05:19 PM,1,-9,-6,-9,13,100,99,13.8,997,-8,6,200,9
2020-01-01 03:00:00,3,-10,4.4,2.0,1,1,37,12:52 PM,No moonset,09:11 AM,05:19 PM,1,-2,1,-2,14,100,99,8.4,997,1,6,209,10
2020-01-01 06:00:00,3,-10,4.4,2.0,1,1,37,12:52 PM,No moonset,09:11 AM,05:19 PM,2,-0,3,-0,12,100,99,8.8,999,3,6,214,10
2020-01-01 09:00:00,3,-10,4.4,2.0,1,1,37,12:52 PM,No moonset,09:11 AM,05:19 PM,2,-0,3,-0,11,98,98,2.0,1001,3,8,216,10
2020-01-01 12:00:00,3,-10,4.4,2.0,1,1,37,12:52 PM,No moonset,09:11 AM,05:19 PM,2,-0,3,-0,12,87,98,1.8,1003,3,7,218,10
2020-01-01 15:00:00,3,-10,4.4,2.0,1,1,37,12:52 PM,No moonset,09:11 AM,05:19 PM,1,-2,1,-2,13,77,97,0.4,1004,1,7,209,10
2020-01-01 18:00:00,3,-10,4.4,2.0,1,1,37,12:52 PM,No moonset,09:11 AM,05:19 PM,-1,-5,-2,-5,13,89,98,1.4,1005,-3,2,205,10
2020-01-01 21:00:00,3,-10,4.4,2.0,1,1,37,12:52 PM,No moonset,09:11 AM,05:19 PM,-1,-7,-4,-7,14,85,97,3.4,1008,-7,3,224,10
2020-01-02 00:00:00,-3,-8,8.4,2.0,1,1,44,01:10 PM,12:19 AM,09:11 AM,05:20 PM,-6,-11,-7,-11,17,65,94,2.9,1012,-10,7,245,9
2020-01-02 03:00:00,-3,-8,8.4,2.0,1,1,44,01:10 PM,12:19 AM,09:11 AM,05:20 PM,-8,-11,-7,-11,12,63,94,0.0,1016,-7,10,236,7
2020-01-02 06:00:00,-3,-8,8.4,2.0,1,1,44,01:10 PM,12:19 AM,09:11 AM,05:20 PM,-6,-8,-5,-8,7,88,94,0.0,1018,-5,8,225,6
2020-01-02 09:00:00,-3,-8,8.4,2.0,1,1,44,01:10 PM,12:19 AM,09:11 AM,05:20 PM,-6,-8,-5,-8,7,97,93,0.2,1018,-5,4,219,6
2020-01-02 12:00:00,-3,-8,8.4,2.0,1,1,44,01:10 PM,12:19 AM,09:11 AM,05:20 PM,-5,-6,-3,-6,8,81,91,0.4,1018,-3,3,204,7
2020-01-02 15:00:00,-3,-8,8.4,2.0,1,1,44,01:10 PM,12:19 AM,09:11 AM,05:20 PM,-4,-5,-3,-5,8,74,92,1.2,1016,-3,4,184,7
2020-01-02 18:00:00,-3,-8,8.4,2.0,1,1,44,01:10 PM,12:19 AM,09:11 AM,05:20 PM,-3,-5,-3,-5,7,95,95,3.0,1015,-3,2,164,6
2020-01-02 21:00:00,-3,-8,8.4,2.0,1,1,44,01:10 PM,12:19 AM,09:11 AM,05:20 PM,-3,-6,-3,-6,6,89,96,5.1,1013,-4,2,166,5
2020-01-03 00:00:00,3,-2,6.2,2.0,1,1,51,01:28 PM,01:24 AM,09:11 AM,05:21 PM,-2,-6,-3,-6,8,99,97,7.3,1011,-5,2,195,7
2020-01-03 03:00:00,3,-2,6.2,2.0,1,1,51,01:28 PM,01:24 AM,09:11 AM,05:21 PM,0,-3,0,-3,11,98,98,9.2,1009,0,3,193,10
2020-01-03 06:00:00,3,-2,6.2,2.0,1,1,51,01:28 PM,01:24 AM,09:11 AM,05:21 PM,2,-1,2,-1,14,100,99,13.5,1007,2,6,190,12
2020-01-03 09:00:00,3,-2,6.2,2.0,1,1,51,01:28 PM,01:24 AM,09:11 AM,05:21 PM,3,-1,3,-1,17,100,99,17.5,1006,3,5,176,14
2020-01-03 12:00:00,3,-2,6.2,2.0,1,1,51,01:28 PM,01:24 AM,09:11 AM,05:21 PM,3,-1,3,-1,17,100,99,19.4,1006,3,6,172,15
2020-01-03 15:00:00,3,-2,6.2,2.0,1,1,51,01:28 PM,01:24 AM,09:11 AM,05:21 PM,3,-1,3,-1,17,100,99,5.3,1003,3,6,170,15
2020-01-03 18:00:00,3,-2,6.2,2.0,1,1,51,01:28 PM,01:24 AM,09:11 AM,05:21 PM,3,-1,3,-1,18,100,99,11.3,999,3,5,167,16
2020-01-03 21:00:00,3,-2,6.2,2.0,1,1,51,01:28 PM,01:24 AM,09:11 AM,05:21 PM,1,-3,1,-3,20,100,98,19.9,997,1,6,184,15
2020-01-04 00:00:00,-2,-12,37.6,2.0,1,1,59,01:46 PM,02:29 AM,09:11 AM,05:22 PM,-2,-7,-2,-7,25,98,98,21.6,999,-2,5,194,14
2020-01-04 03:00:00,-2,-12,37.6,2.0,1,1,59,01:46 PM,02:29 AM,09:11 AM,05:22 PM,-4,-8,-3,-8,23,84,96,7.2,1004,-3,3,207,14
2020-01-04 06:00:00,-2,-12,37.6,2.0,1,1,59,01:46 PM,02:29 AM,09:11 AM,05:22 PM,-5,-9,-4,-9,16,66,95,6.4,1010,-4,5,217,12
2020-01-04 09:00:00,-2,-12,37.6,2.0,1,1,59,01:46 PM,02:29 AM,09:11 AM,05:22 PM,-5,-9,-5,-9,13,70,95,1.4,1016,-5,5,209,11
2020-01-04 12:00:00,-2,-12,37.6,2.0,1,1,59,01:46 PM,02:29 AM,09:11 AM,05:22 PM,-3,-7,-3,-7,14,77,94,1.7,1019,-3,5,202,12
2020-01-04 15:00:00,-2,-12,37.6,2.0,1,1,59,01:46 PM,02:29 AM,09:11 AM,05:22 PM,-4,-7,-3,-7,14,81,93,1.2,1020,-3,4,203,11
2020-01-04 18:00:00,-2,-12,37.6,2.0,1,1,59,01:46 PM,02:29 AM,09:11 AM,05:22 PM,-6,-10,-5,-10,16,76,96,2.0,1021,-5,2,199,10
2020-01-04 21:00:00,-2,-12,37.6,2.0,1,1,59,01:46 PM,02:29 AM,09:11 AM,05:22 PM,-7,-12,-8,-12,17,77,95,2.7,1023,-9,2,199,9
2020-01-05 00:00:00,1,-8,31.5,2.0,1,1,66,02:06 PM,03:37 AM,09:11 AM,05:23 PM,-7,-12,-10,-12,16,80,96,3.4,1022,-11,2,194,9
2020-01-05 03:00:00,1,-8,31.5,2.0,1,1,66,02:06 PM,03:37 AM,09:11 AM,05:23 PM,-6,-9,-6,-9,15,82,97,2.9,1021,-6,2,186,9
2020-01-05 06:00:00,1,-8,31.5,2.0,1,1,66,02:06 PM,03:37 AM,09:11 AM,05:23 PM,-1,-4,-1,-4,12,88,97,4.6,1018,-1,2,177,10
2020-01-05 09:00:00,1,-8,31.5,2.0,1,1,66,02:06 PM,03:37 AM,09:11 AM,05:23 PM,-1,-4,-0,-4,13,98,97,5.5,1014,-0,2,173,11
2020-01-05 12:00:00,1,-8,31.5,2.0,1,1,66,02:06 PM,03:37 AM,09:11 AM,05:23 PM,-0,-4,0,-4,15,95,96,7.8,1013,0,2,183,13
2020-01-05 15:00:00,1,-8,31.5,2.0,1,1,66,02:06 PM,03:37 AM,09:11 AM,05:23 PM,-1,-4,-0,-4,15,85,95,7.0,1015,-0,3,203,13
2020-01-05 18:00:00,1,-8,31.5,2.0,1,1,66,02:06 PM,03:37 AM,09:11 AM,05:23 PM,-5,-8,-4,-8,15,79,93,5.8,1020,-4,6,223,12
2020-01-05 21:00:00,1,-8,31.5,2.0,1,1,66,02:06 PM,03:37 AM,09:11 AM,05:23 PM,-7,-10,-6,-10,10,73,95,0.1,1023,-7,5,215,8
2020-01-06 00:00:00,-1,-10,5.1,2.0,1,1,73,02:30 PM,04:46 AM,09:10 AM,05:24 PM,-6,-8,-5,-8,7,84,95,0.1,1025,-7,2,210,6
2020-01-06 03:00:00,-1,-10,5.1,2.0,1,1,73,02:30 PM,04:46 AM,09:10 AM,05:24 PM,-6,-7,-5,-7,5,90,95,0.5,1025,-5,2,194,4
2020-01-06 06:00:00,-1,-10,5.1,2.0,1,1,73,02:30 PM,04:46 AM,09:10 AM,05:24 PM,-6,-5,-5,-5,3,86,96,0.8,1023,-5,2,158,2
2020-01-06 09:00:00,-1,-10,5.1,2.0,1,1,73,02:30 PM,04:46 AM,09:10 AM,05:24 PM,-5,-5,-5,-5,3,85,95,0.9,1021,-5,2,131,2
2020-01-06 12:00:00,-1,-10,5.1,2.0,1,1,73,02:30 PM,04:46 AM,09:10 AM,05:24 PM,-3,-3,-3,-3,2,83,93,1.0,1019,-3,2,185,1
2020-01-06 15:00:00,-1,-10,5.1,2.0,1,1,73,02:30 PM,04:46 AM,09:10 AM,05:24 PM,-2,-1,-1,-1,2,84,94,1.0,1018,-1,2,234,2
2020-01-06 18:00:00,-1,-10,5.1,2.0,1,1,73,02:30 PM,04:46 AM,09:10 AM,05:24 PM,-4,-4,-4,-4,4,97,97,1.3,1018,-4,2,220,3
2020-01-06 21:00:00,-1,-10,5.1,2.0,1,1,73,02:30 PM,04:46 AM,09:10 AM,05:24 PM,-5,-9,-7,-9,6,100,98,0.4,1018,-8,2,196,3
2020-01-07 00:00:00,3,-4,7.1,2.0,1,1,80,03:01 PM,05:56 AM,09:10 AM,05:26 PM,-2,-8,-5,-8,3,100,98,1.6,1016,-8,2,153,2
2020-01-07 03:00:00,3,-4,7.1,2.0,1,1,80,03:01 PM,05:56 AM,09:10 AM,05:26 PM,-2,-2,-2,-2,4,100,98,6.8,1013,-2,2,132,3
2020-01-07 06:00:00,3,-4,7.1,2.0,1,1,80,03:01 PM,05:56 AM,09:10 AM,05:26 PM,1,0,1,0,6,100,99,12.1,1011,1,3,166,5
2020-01-07 09:00:00,3,-4,7.1,2.0,1,1,80,03:01 PM,05:56 AM,09:10 AM,05:26 PM,2,-0,2,-0,9,100,99,14.9,1007,2,6,166,8
2020-01-07 12:00:00,3,-4,7.1,2.0,1,1,80,03:01 PM,05:56 AM,09:10 AM,05:26 PM,3,0,3,0,11,100,99,20.6,1004,3,6,170,10
2020-01-07 15:00:00,3,-4,7.1,2.0,1,1,80,03:01 PM,05:56 AM,09:10 AM,05:26 PM,2,-1,3,-1,12,100,100,17.0,1001,3,5,182,11
2020-01-07 18:00:00,3,-4,7.1,2.0,1,1,80,03:01 PM,05:56 AM,09:10 AM,05:26 PM,2,-1,2,-1,11,100,99,19.1,999,1,6,195,10
2020-01-07 21:00:00,3,-4,7.1,2.0,1,1,80,03:01 PM,05:56 AM,09:10 AM,05:26 PM,2,-2,2,-2,11,99,99,10.6,999,-2,6,199,10
2020-01-08 00:00:00,-3,-14,10.0,2.0,1,1,88,03:39 PM,07:07 AM,09:10 AM,05:27 PM,1,-4,-0,-4,12,99,98,11.4,1000,-3,6,203,10
2020-01-08 03:00:00,-3,-14,10.0,2.0,1,1,88,03:39 PM,07:07 AM,09:10 AM,05:27 PM,-0,-3,0,-3,13,96,98,4.7,1002,0,5,214,11
2020-01-08 06:00:00,-3,-14,10.0,2.0,1,1,88,03:39 PM,07:07 AM,09:10 AM,05:27 PM,-2,-4,-1,-4,12,84,96,4.1,1006,-1,2,240,9
2020-01-08 09:00:00,-3,-14,10.0,2.0,1,1,88,03:39 PM,07:07 AM,09:10 AM,05:27 PM,-4,-6,-3,-6,9,85,95,1.0,1008,-3,2,246,8
2020-01-08 12:00:00,-3,-14,10.0,2.0,1,1,88,03:39 PM,07:07 AM,09:10 AM,05:27 PM,-5,-6,-3,-6,7,100,92,1.2,1010,-3,2,249,6
2020-01-08 15:00:00,-3,-14,10.0,2.0,1,1,88,03:39 PM,07:07 AM,09:10 AM,05:27 PM,-6,-7,-4,-7,7,85,92,0.8,1011,-4,3,251,6
2020-01-08 18:00:00,-3,-14,10.0,2.0,1,2,88,03:39 PM,07:07 AM,09:10 AM,05:27 PM,-10,-11,-9,-11,5,47,90,0.7,1013,-9,7,231,4
2020-01-08 21:00:00,-3,-14,10.0,2.0,1,1,88,03:39 PM,07:07 AM,09:10 AM,05:27 PM,-15,-13,-13,-13,3,23,81,0.0,1014,-13,10,198,1
2020-01-09 00:00:00,-4,-15,0.0,5.8,2,1,95,04:29 PM,08:14 AM,09:09 AM,05:28 PM,-17,-14,-14,-14,4,14,80,0.0,1016,-14,10,216,2
2020-01-09 03:00:00,-4,-15,0.0,5.8,2,1,95,04:29 PM,08:14 AM,09:09 AM,05:28 PM,-16,-14,-13,-14,4,44,82,0.0,1018,-13,10,160,2
2020-01-09 06:00:00,-4,-15,0.0,5.8,2,2,95,04:29 PM,08:14 AM,09:09 AM,05:28 PM,-13,-13,-11,-13,6,54,82,0.0,1020,-11,10,29,4
2020-01-09 09:00:00,-4,-15,0.0,5.8,2,2,95,04:29 PM,08:14 AM,09:09 AM,05:28 PM,-13,-13,-10,-13,7,12,80,0.0,1021,-10,10,39,5
2020-01-09 12:00:00,-4,-15,0.0,5.8,2,2,95,04:29 PM,08:14 AM,09:09 AM,05:28 PM,-10,-7,-7,-7,3,5,76,0.0,1022,-7,10,103,3
2020-01-09 15:00:00,-4,-15,0.0,5.8,2,2,95,04:29 PM,08:14 AM,09:09 AM,05:28 PM,-10,-7,-6,-7,4,9,76,0.0,1022,-6,10,221,3
2020-01-09 18:00:00,-4,-15,0.0,5.8,2,1,95,04:29 PM,08:14 AM,09:09 AM,05:28 PM,-10,-11,-9,-11,6,30,86,0.0,1023,-10,10,210,4
2020-01-09 21:00:00,-4,-15,0.0,5.8,2,1,95,04:29 PM,08:14 AM,09:09 AM,05:28 PM,-8,-13,-10,-13,6,78,93,0.0,1023,-13,7,204,5
2020-01-10 00:00:00,-2,-6,16.0,2.1,1,1,100,05:31 PM,09:15 AM,09:09 AM,05:29 PM,-6,-13,-10,-13,8,100,95,0.3,1022,-12,2,197,6
2020-01-10 03:00:00,-2,-6,16.0,2.1,1,1,100,05:31 PM,09:15 AM,09:09 AM,05:29 PM,-6,-8,-5,-8,9,92,95,0.6,1019,-5,2,188,8
2020-01-10 06:00:00,-2,-6,16.0,2.1,1,1,100,05:31 PM,09:15 AM,09:09 AM,05:29 PM,-5,-9,-4,-9,12,79,95,0.8,1015,-4,2,183,10
2020-01-10 09:00:00,-2,-6,16.0,2.1,1,1,100,05:31 PM,09:15 AM,09:09 AM,05:29 PM,-5,-8,-4,-8,11,86,95,2.9,1010,-4,2,174,9
2020-01-10 12:00:00,-2,-6,16.0,2.1,1,1,100,05:31 PM,09:15 AM,09:09 AM,05:29 PM,-4,-6,-3,-6,9,90,95,4.3,1006,-3,2,187,8
2020-01-10 15:00:00,-2,-6,16.0,2.1,1,1,100,05:31 PM,09:15 AM,09:09 AM,05:29 PM,-2,-3,-2,-3,5,89,96,5.1,1003,-2,2,203,5
2020-01-10 18:00:00,-2,-6,16.0,2.1,1,1,100,05:31 PM,09:15 AM,09:09 AM,05:29 PM,-3,-4,-2,-4,6,85,96,4.0,1003,-2,3,158,5
2020-01-10 21:00:00,-2,-6,16.0,2.1,1,1,100,05:31 PM,09:15 AM,09:09 AM,05:29 PM,-3,-5,-2,-5,5,76,95,1.4,1002,-4,4,118,4
2020-01-11 00:00:00,1,-12,3.7,2.1,1,1,100,06:44 PM,10:05 AM,09:08 AM,05:31 PM,-3,-6,-3,-6,4,89,97,2.3,1002,-5,2,75,3
2020-01-11 03:00:00,1,-12,3.7,2.1,1,1,100,06:44 PM,10:05 AM,09:08 AM,05:31 PM,-4,-4,-3,-4,4,86,95,1.0,1003,-3,5,44,3
2020-01-11 06:00:00,1,-12,3.7,2.1,1,1,100,06:44 PM,10:05 AM,09:08 AM,05:31 PM,-5,-5,-4,-5,4,64,94,0.0,1004,-4,7,100,3
2020-01-11 09:00:00,1,-12,3.7,2.1,1,1,100,06:44 PM,10:05 AM,09:08 AM,05:31 PM,-5,-5,-4,-5,4,80,95,0.0,1006,-4,2,230,3
2020-01-11 12:00:00,1,-12,3.7,2.1,1,1,100,06:44 PM,10:05 AM,09:08 AM,05:31 PM,-2,-3,-1,-3,6,85,95,0.2,1007,-1,2,220,5
2020-01-11 15:00:00,1,-12,3.7,2.1,1,1,100,06:44 PM,10:05 AM,09:08 AM,05:31 PM,-2,-4,-2,-4,10,88,95,0.8,1007,-2,2,230,7
2020-01-11 18:00:00,1,-12,3.7,2.1,1,1,100,06:44 PM,10:05 AM,09:08 AM,05:31 PM,-6,-9,-6,-9,12,89,95,0.7,1009,-7,2,224,8
2020-01-11 21:00:00,1,-12,3.7,2.1,1,1,100,06:44 PM,10:05 AM,09:08 AM,05:31 PM,-6,-10,-7,-10,10,95,91,0.3,1010,-10,2,203,9
2020-01-12 00:00:00,-4,-20,15.1,2.1,1,1,83,08:04 PM,10:45 AM,09:08 AM,05:32 PM,-8,-11,-8,-11,8,99,92,0.5,1009,-10,2,170,6
2020-01-12 03:00:00,-4,-20,15.1,2.1,1,1,83,08:04 PM,10:45 AM,09:08 AM,05:32 PM,-7,-9,-7,-9,8,98,95,1.5,1006,-7,2,142,5
2020-01-12 06:00:00,-4,-20,15.1,2.1,1,1,83,08:04 PM,10:45 AM,09:08 AM,05:32 PM,-5,-7,-4,-7,7,100,96,3.0,1004,-4,2,83,6
2020-01-12 09:00:00,-4,-20,15.1,2.1,1,1,83,08:04 PM,10:45 AM,09:08 AM,05:32 PM,-5,-8,-5,-8,8,100,95,3.8,1004,-5,2,29,7
2020-01-12 12:00:00,-4,-20,15.1,2.1,1,1,83,08:04 PM,10:45 AM,09:08 AM,05:32 PM,-8,-13,-7,-13,15,90,93,4.1,1007,-7,3,29,13
2020-01-12 15:00:00,-4,-20,15.1,2.1,1,1,83,08:04 PM,10:45 AM,09:08 AM,05:32 PM,-13,-20,-12,-20,19,79,92,2.2,1010,-12,4,29,16
2020-01-12 18:00:00,-4,-20,15.1,2.1,1,1,83,08:04 PM,10:45 AM,09:08 AM,05:32 PM,-17,-24,-16,-24,19,97,94,2.1,1014,-16,2,29,17
