date_time,Pemberton_maxtempC,Pemberton_mintempC,Pemberton_totalSnow_cm,Pemberton_sunHour,Pemberton_uvIndex,Pemberton_uvIndex,Pemberton_moon_illumination,Pemberton_moonrise,Pemberton_moonset,Pemberton_sunrise,Pemberton_sunset,Pemberton_DewPointC,Pemberton_FeelsLikeC,Pemberton_HeatIndexC,Pemberton_WindChillC,Pemberton_WindGustKmph,Pemberton_cloudcover,Pemberton_humidity,Pemberton_precipMM,Pemberton_pressure,Pemberton_tempC,Pemberton_visibility,Pemberton_winddirDegree,Pemberton_windspeedKmph
2020-01-12 21:00:00,-4,-20,15.1,2.1,1,1,83,08:04 PM,10:45 AM,09:08 AM,05:32 PM,-19,-27,-18,-27,19,90,91,0.6,1018,-18,3,31,16
2020-01-13 00:00:00,-19,-25,0.0,2.1,2,1,76,09:26 PM,11:17 AM,09:07 AM,05:34 PM,-22,-30,-21,-30,17,75,86,0.5,1022,-21,7,31,14
2020-01-13 03:00:00,-19,-25,0.0,2.1,2,1,76,09:26 PM,11:17 AM,09:07 AM,05:34 PM,-25,-32,-23,-32,15,48,82,0.0,1025,-23,10,30,13
2020-01-13 06:00:00,-19,-25,0.0,2.1,2,2,76,09:26 PM,11:17 AM,09:07 AM,05:34 PM,-26,-33,-24,-33,14,44,80,0.0,1026,-24,10,32,12
2020-01-13 09:00:00,-19,-25,0.0,2.1,2,1,76,09:26 PM,11:17 AM,09:07 AM,05:34 PM,-27,-32,-24,-32,13,52,77,0.0,1026,-24,10,34,11
2020-01-13 12:00:00,-19,-25,0.0,2.1,2,1,76,09:26 PM,11:17 AM,09:07 AM,05:34 PM,-25,-29,-21,-29,13,77,74,0.0,1025,-21,10,33,11
2020-01-13 15:00:00,-19,-25,0.0,2.1,2,2,76,09:26 PM,11:17 AM,09:07 AM,05:34 PM,-23,-26,-19,-26,12,78,74,0.0,1023,-19,10,33,10
2020-01-13 18:00:00,-19,-25,0.0,2.1,2,1,76,09:26 PM,11:17 AM,09:07 AM,05:34 PM,-22,-27,-20,-27,12,63,80,0.0,1022,-20,10,36,10
2020-01-13 21:00:00,-19,-25,0.0,2.1,2,1,76,09:26 PM,11:17 AM,09:07 AM,05:34 PM,-22,-28,-20,-28,12,100,84,0.0,1022,-20,10,36,10
2020-01-14 00:00:00,-20,-24,0.2,2.1,1,1,69,10:47 PM,11:44 AM,09:06 AM,05:35 PM,-24,-30,-22,-30,13,100,86,0.0,1023,-22,10,35,10
2020-01-14 03:00:00,-20,-24,0.2,2.1,1,1,69,10:47 PM,11:44 AM,09:06 AM,05:35 PM,-25,-32,-23,-32,14,80,87,0.0,1023,-23,10,33,11
2020-01-14 06:00:00,-20,-24,0.2,2.1,1,1,69,10:47 PM,11:44 AM,09:06 AM,05:35 PM,-25,-32,-24,-32,13,53,88,0.0,1024,-24,10,33,11
2020-01-14 09:00:00,-20,-24,0.2,2.1,1,1,69,10:47 PM,11:44 AM,09:06 AM,05:35 PM,-25,-32,-24,-32,12,79,89,0.0,1024,-24,10,32,11
2020-01-14 12:00:00,-20,-24,0.2,2.1,1,1,69,10:47 PM,11:44 AM,09:06 AM,05:35 PM,-23,-29,-22,-29,12,85,88,0.0,1025,-22,10,31,10
2020-01-14 15:00:00,-20,-24,0.2,2.1,1,1,69,10:47 PM,11:44 AM,09:06 AM,05:35 PM,-23,-27,-21,-27,10,95,86,0.0,1025,-21,9,31,8
2020-01-14 18:00:00,-20,-24,0.2,2.1,1,1,69,10:47 PM,11:44 AM,09:06 AM,05:35 PM,-25,-29,-23,-29,11,79,88,0.1,1026,-23,7,39,7
2020-01-14 21:00:00,-20,-24,0.2,2.1,1,1,69,10:47 PM,11:44 AM,09:06 AM,05:35 PM,-25,-30,-24,-30,12,69,90,0.1,1026,-24,7,45,8
2020-01-15 00:00:00,-19,-26,6.6,2.1,1,1,61,No moonrise,12:07 PM,09:05 AM,05:37 PM,-26,-32,-25,-32,16,81,91,0.1,1027,-25,6,40,9
2020-01-15 03:00:00,-19,-26,6.6,2.1,1,1,61,No moonrise,12:07 PM,09:05 AM,05:37 PM,-25,-33,-24,-33,18,100,96,0.1,1027,-24,4,34,10
2020-01-15 06:00:00,-19,-26,6.6,2.1,1,1,61,No moonrise,12:07 PM,09:05 AM,05:37 PM,-22,-30,-22,-30,13,100,97,0.6,1027,-22,2,36,11
2020-01-15 09:00:00,-19,-26,6.6,2.1,1,1,61,No moonrise,12:07 PM,09:05 AM,05:37 PM,-22,-29,-21,-29,13,100,97,1.2,1026,-21,2,37,12
2020-01-15 12:00:00,-19,-26,6.6,2.1,1,1,61,No moonrise,12:07 PM,09:05 AM,05:37 PM,-21,-28,-20,-28,14,100,95,0.1,1023,-20,2,38,12
2020-01-15 15:00:00,-19,-26,6.6,2.1,1,1,61,No moonrise,12:07 PM,09:05 AM,05:37 PM,-20,-28,-20,-28,15,100,94,0.9,1018,-20,2,37,13
2020-01-15 18:00:00,-19,-26,6.6,2.1,1,1,61,No moonrise,12:07 PM,09:05 AM,05:37 PM,-23,-32,-22,-32,19,100,97,2.1,1015,-22,2,36,14
2020-01-15 21:00:00,-19,-26,6.6,2.1,1,1,61,No moonrise,12:07 PM,09:05 AM,05:37 PM,-23,-31,-24,-31,21,100,98,4.0,1014,-25,2,38,14
2020-01-16 00:00:00,-3,-19,29.3,2.1,1,1,54,12:08 AM,12:28 PM,09:05 AM,05:38 PM,-21,-26,-23,-26,15,100,98,6.6,1011,-24,2,43,11
2020-01-16 03:00:00,-3,-19,29.3,2.1,1,1,54,12:08 AM,12:28 PM,09:05 AM,05:38 PM,-18,-23,-17,-23,13,100,97,7.9,1007,-17,2,53,7
2020-01-16 06:00:00,-3,-19,29.3,2.1,1,1,54,12:08 AM,12:28 PM,09:05 AM,05:38 PM,-12,-15,-12,-15,5,94,97,8.5,1007,-12,2,79,4
2020-01-16 09:00:00,-3,-19,29.3,2.1,1,1,54,12:08 AM,12:28 PM,09:05 AM,05:38 PM,-9,-11,-9,-11,4,85,96,3.4,1006,-9,2,127,4
2020-01-16 12:00:00,-3,-19,29.3,2.1,1,1,54,12:08 AM,12:28 PM,09:05 AM,05:38 PM,-6,-8,-6,-8,7,85,94,3.4,1006,-6,3,150,6
2020-01-16 15:00:00,-3,-19,29.3,2.1,1,1,54,12:08 AM,12:28 PM,09:05 AM,05:38 PM,-5,-7,-3,-7,10,70,92,2.2,1005,-3,5,193,9
2020-01-16 18:00:00,-3,-19,29.3,2.1,1,1,54,12:08 AM,12:28 PM,09:05 AM,05:38 PM,-7,-9,-6,-9,9,57,95,2.3,1008,-6,6,203,7
2020-01-16 21:00:00,-3,-19,29.3,2.1,1,1,54,12:08 AM,12:28 PM,09:05 AM,05:38 PM,-11,-14,-11,-14,9,54,95,0.2,1012,-11,6,189,5
2020-01-17 00:00:00,-6,-14,0.9,2.1,1,1,47,01:27 AM,12:50 PM,09:04 AM,05:40 PM,-14,-17,-14,-17,9,65,95,0.2,1015,-14,5,183,4
2020-01-17 03:00:00,-6,-14,0.9,2.1,1,1,47,01:27 AM,12:50 PM,09:04 AM,05:40 PM,-13,-15,-12,-15,6,84,96,0.2,1019,-12,4,179,4
2020-01-17 06:00:00,-6,-14,0.9,2.1,1,1,47,01:27 AM,12:50 PM,09:04 AM,05:40 PM,-12,-13,-11,-13,5,83,97,0.4,1022,-11,3,169,3
2020-01-17 09:00:00,-6,-14,0.9,2.1,1,1,47,01:27 AM,12:50 PM,09:04 AM,05:40 PM,-12,-11,-11,-11,4,87,97,0.1,1025,-11,5,138,2
2020-01-17 12:00:00,-6,-14,0.9,2.1,1,1,47,01:27 AM,12:50 PM,09:04 AM,05:40 PM,-9,-8,-8,-8,2,81,92,0.2,1026,-8,7,150,2
2020-01-17 15:00:00,-6,-14,0.9,2.1,1,1,47,01:27 AM,12:50 PM,09:04 AM,05:40 PM,-8,-7,-7,-7,2,81,90,0.1,1026,-7,9,165,2
2020-01-17 18:00:00,-6,-14,0.9,2.1,1,2,47,01:27 AM,12:50 PM,09:04 AM,05:40 PM,-10,-10,-9,-10,4,60,93,0.1,1026,-9,8,78,3
2020-01-17 21:00:00,-6,-14,0.9,2.1,1,1,47,01:27 AM,12:50 PM,09:04 AM,05:40 PM,-11,-13,-10,-13,7,55,88,0.0,1026,-11,10,97,5
2020-01-18 00:00:00,0,-9,14.3,2.1,1,1,40,02:45 AM,01:14 PM,09:03 AM,05:41 PM,-10,-13,-10,-13,6,69,90,0.1,1025,-12,8,89,4
2020-01-18 03:00:00,0,-9,14.3,2.1,1,1,40,02:45 AM,01:14 PM,09:03 AM,05:41 PM,-9,-11,-8,-11,7,92,94,0.8,1023,-8,4,83,5
2020-01-18 06:00:00,0,-9,14.3,2.1,1,1,40,02:45 AM,01:14 PM,09:03 AM,05:41 PM,-7,-9,-7,-9,6,91,96,2.4,1022,-7,2,92,5
2020-01-18 09:00:00,0,-9,14.3,2.1,1,1,40,02:45 AM,01:14 PM,09:03 AM,05:41 PM,-6,-7,-5,-7,6,81,96,3.8,1021,-5,2,117,5
2020-01-18 12:00:00,0,-9,14.3,2.1,1,1,40,02:45 AM,01:14 PM,09:03 AM,05:41 PM,-2,-4,-2,-4,8,83,96,4.0,1020,-2,2,164,6
2020-01-18 15:00:00,0,-9,14.3,2.1,1,1,40,02:45 AM,01:14 PM,09:03 AM,05:41 PM,-0,-3,0,-3,9,87,96,2.2,1021,0,2,187,8
2020-01-18 18:00:00,0,-9,14.3,2.1,1,1,40,02:45 AM,01:14 PM,09:03 AM,05:41 PM,-0,-3,-0,-3,10,95,97,3.5,1022,-1,2,178,9
2020-01-18 21:00:00,0,-9,14.3,2.1,1,1,40,02:45 AM,01:14 PM,09:03 AM,05:41 PM,1,-4,-0,-4,11,100,98,5.7,1022,-4,3,166,9
2020-01-19 00:00:00,3,-4,0.0,2.1,1,1,32,04:02 AM,01:41 PM,09:02 AM,05:43 PM,1,-5,-1,-5,12,100,98,7.1,1023,-4,6,174,10
2020-01-19 03:00:00,3,-4,0.0,2.1,1,1,32,04:02 AM,01:41 PM,09:02 AM,05:43 PM,1,-2,1,-2,11,100,98,4.8,1023,1,6,179,10
2020-01-19 06:00:00,3,-4,0.0,2.1,1,1,32,04:02 AM,01:41 PM,09:02 AM,05:43 PM,2,-0,2,-0,10,100,98,5.6,1022,2,7,180,9
2020-01-19 09:00:00,3,-4,0.0,2.1,1,1,32,04:02 AM,01:41 PM,09:02 AM,05:43 PM,2,0,2,0,10,100,99,4.3,1022,2,6,180,8
2020-01-19 12:00:00,3,-4,0.0,2.1,1,1,32,04:02 AM,01:41 PM,09:02 AM,05:43 PM,3,1,3,1,8,100,100,6.0,1021,3,7,173,7
2020-01-19 15:00:00,3,-4,0.0,2.1,1,1,32,04:02 AM,01:41 PM,09:02 AM,05:43 PM,2,1,2,1,9,100,100,5.3,1020,2,7,180,6
2020-01-19 18:00:00,3,-4,0.0,2.1,1,1,32,04:02 AM,01:41 PM,09:02 AM,05:43 PM,1,-1,1,-1,10,100,100,5.5,1018,-0,7,175,6
2020-01-19 21:00:00,3,-4,0.0,2.1,1,1,32,04:02 AM,01:41 PM,09:02 AM,05:43 PM,3,-3,-1,-3,9,100,99,4.7,1016,-3,6,164,7
2020-01-20 00:00:00,3,-3,0.0,2.1,1,1,25,05:18 AM,02:13 PM,09:01 AM,05:44 PM,4,-3,-1,-3,12,100,100,6.6,1014,-2,6,164,9
2020-01-20 03:00:00,3,-3,0.0,2.1,1,1,25,05:18 AM,02:13 PM,09:01 AM,05:44 PM,3,1,3,1,17,100,100,3.8,1013,3,7,177,11
2020-01-20 06:00:00,3,-3,0.0,2.1,1,1,25,05:18 AM,02:13 PM,09:01 AM,05:44 PM,4,1,4,1,15,100,99,6.8,1012,4,6,183,12
2020-01-20 09:00:00,3,-3,0.0,2.1,1,1,25,05:18 AM,02:13 PM,09:01 AM,05:44 PM,3,0,3,0,12,100,99,11.0,1012,3,5,179,10
2020-01-20 12:00:00,3,-3,0.0,2.1,1,1,25,05:18 AM,02:13 PM,09:01 AM,05:44 PM,3,1,3,1,8,100,99,10.9,1012,3,7,193,7
2020-01-20 15:00:00,3,-3,0.0,2.1,1,1,25,05:18 AM,02:13 PM,09:01 AM,05:44 PM,3,3,3,3,5,100,99,1.3,1012,3,9,180,4
2020-01-20 18:00:00,3,-3,0.0,2.1,1,1,25,05:18 AM,02:13 PM,09:01 AM,05:44 PM,2,2,2,2,4,100,99,1.3,1010,2,9,134,4
2020-01-20 21:00:00,3,-3,0.0,2.1,1,1,25,05:18 AM,02:13 PM,09:01 AM,05:44 PM,1,-2,-0,-2,7,100,99,1.2,1009,-1,9,123,6
2020-01-21 00:00:00,2,-8,15.1,3.2,1,1,18,06:28 AM,02:52 PM,09:00 AM,05:46 PM,2,-2,-0,-2,8,100,99,1.8,1007,-2,9,138,7
2020-01-21 03:00:00,2,-8,15.1,3.2,1,1,18,06:28 AM,02:52 PM,09:00 AM,05:46 PM,2,0,2,0,8,100,99,1.7,1005,2,8,129,7
2020-01-21 06:00:00,2,-8,15.1,3.2,1,1,18,06:28 AM,02:52 PM,09:00 AM,05:46 PM,2,0,2,0,9,100,99,3.7,1003,2,6,128,8
2020-01-21 09:00:00,2,-8,15.1,3.2,1,1,18,06:28 AM,02:52 PM,09:00 AM,05:46 PM,2,-0,2,-0,10,100,99,9.6,1001,2,6,155,9
2020-01-21 12:00:00,2,-8,15.1,3.2,1,1,18,06:28 AM,02:52 PM,09:00 AM,05:46 PM,2,-1,2,-1,13,93,98,13.0,1002,2,6,185,11
2020-01-21 15:00:00,2,-8,15.1,3.2,1,1,18,06:28 AM,02:52 PM,09:00 AM,05:46 PM,1,-2,1,-2,13,86,97,6.6,1003,1,6,175,10
2020-01-21 18:00:00,2,-8,15.1,3.2,1,1,18,06:28 AM,02:52 PM,09:00 AM,05:46 PM,-2,-5,-2,-5,10,99,97,7.1,1004,-3,4,175,8
2020-01-21 21:00:00,2,-8,15.1,3.2,1,1,18,06:28 AM,02:52 PM,09:00 AM,05:46 PM,-2,-6,-3,-6,7,98,97,4.1,1006,-6,2,197,6
2020-01-22 00:00:00,2,-4,10.3,3.3,1,1,11,07:33 AM,03:40 PM,08:59 AM,05:47 PM,-3,-7,-4,-7,9,95,97,5.7,1009,-6,2,215,6
2020-01-22 03:00:00,2,-4,10.3,3.3,1,1,11,07:33 AM,03:40 PM,08:59 AM,05:47 PM,-3,-6,-3,-6,10,85,97,0.9,1011,-3,2,213,7
2020-01-22 06:00:00,2,-4,10.3,3.3,1,1,11,07:33 AM,03:40 PM,08:59 AM,05:47 PM,-2,-4,-2,-4,7,85,97,0.8,1014,-2,2,200,6
2020-01-22 09:00:00,2,-4,10.3,3.3,1,1,11,07:33 AM,03:40 PM,08:59 AM,05:47 PM,-1,-2,-1,-2,5,92,96,0.5,1015,-1,2,175,5
2020-01-22 12:00:00,2,-4,10.3,3.3,1,1,11,07:33 AM,03:40 PM,08:59 AM,05:47 PM,0,-0,1,-0,5,100,96,0.7,1016,1,2,172,4
2020-01-22 15:00:00,2,-4,10.3,3.3,1,1,11,07:33 AM,03:40 PM,08:59 AM,05:47 PM,1,0,1,0,5,100,97,1.1,1014,1,2,175,4
2020-01-22 18:00:00,2,-4,10.3,3.3,1,1,11,07:33 AM,03:40 PM,08:59 AM,05:47 PM,-0,-1,0,-1,5,92,97,1.3,1014,0,3,165,5
2020-01-22 21:00:00,2,-4,10.3,3.3,1,1,11,07:33 AM,03:40 PM,08:59 AM,05:47 PM,-1,-3,-1,-3,6,83,96,1.1,1014,-2,4,157,5
2020-01-23 00:00:00,4,-8,0.0,3.3,1,1,3,08:26 AM,04:36 PM,08:58 AM,05:49 PM,0,-3,0,-3,8,100,98,3.6,1013,-3,3,159,6
2020-01-23 03:00:00,4,-8,0.0,3.3,1,1,3,08:26 AM,04:36 PM,08:58 AM,05:49 PM,1,-1,1,-1,9,100,99,10.1,1012,1,6,176,8
2020-01-23 06:00:00,4,-8,0.0,3.3,1,1,3,08:26 AM,04:36 PM,08:58 AM,05:49 PM,3,1,3,1,9,100,99,15.3,1011,3,5,181,8
2020-01-23 09:00:00,4,-8,0.0,3.3,1,1,3,08:26 AM,04:36 PM,08:58 AM,05:49 PM,3,1,3,1,10,100,99,10.8,1010,3,5,162,9
2020-01-23 12:00:00,4,-8,0.0,3.3,1,1,3,08:26 AM,04:36 PM,08:58 AM,05:49 PM,3,1,3,1,10,100,100,13.6,1010,3,5,182,9
2020-01-23 15:00:00,4,-8,0.0,3.3,1,1,3,08:26 AM,04:36 PM,08:58 AM,05:49 PM,2,-0,2,-0,14,100,100,9.5,1009,2,5,189,10
2020-01-23 18:00:00,4,-8,0.0,3.3,1,1,3,08:26 AM,04:36 PM,08:58 AM,05:49 PM,0,-3,0,-3,16,100,100,10.2,1008,-1,6,164,8
2020-01-23 21:00:00,4,-8,0.0,3.3,1,1,3,08:26 AM,04:36 PM,08:58 AM,05:49 PM,1,-5,-2,-5,9,100,99,9.8,1008,-5,6,135,5
2020-01-24 00:00:00,3,-11,10.1,3.4,1,1,0,09:11 AM,05:40 PM,08:57 AM,05:51 PM,0,-7,-5,-7,12,100,99,14.7,1007,-6,5,180,7
2020-01-24 03:00:00,3,-11,10.1,3.4,1,1,0,09:11 AM,05:40 PM,08:57 AM,05:51 PM,-1,-3,-0,-3,13,99,99,9.5,1008,-0,5,213,7
2020-01-24 06:00:00,3,-11,10.1,3.4,1,1,0,09:11 AM,05:40 PM,08:57 AM,05:51 PM,2,1,3,1,6,99,99,7.8,1008,3,5,187,5
2020-01-24 09:00:00,3,-11,10.1,3.4,1,1,0,09:11 AM,05:40 PM,08:57 AM,05:51 PM,2,1,2,1,8,100,99,4.5,1008,2,6,178,6
2020-01-24 12:00:00,3,-11,10.1,3.4,1,1,0,09:11 AM,05:40 PM,08:57 AM,05:51 PM,3,1,3,1,9,100,99,7.2,1009,3,7,174,8
2020-01-24 15:00:00,3,-11,10.1,3.4,1,1,0,09:11 AM,05:40 PM,08:57 AM,05:51 PM,0,-3,1,-3,13,100,99,9.7,1010,1,6,197,9
2020-01-24 18:00:00,3,-11,10.1,3.4,1,1,0,09:11 AM,05:40 PM,08:57 AM,05:51 PM,-6,-9,-5,-9,18,98,98,9.7,1012,-5,5,200,9
2020-01-24 21:00:00,3,-11,10.1,3.4,1,1,0,09:11 AM,05:40 PM,08:57 AM,05:51 PM,-9,-12,-8,-12,16,96,98,2.2,1014,-9,2,200,8
2020-01-25 00:00:00,3,-11,2.8,5.1,1,1,0,09:46 AM,06:45 PM,08:55 AM,05:52 PM,-9,-12,-8,-12,16,100,98,1.8,1015,-11,2,200,8
2020-01-25 03:00:00,3,-11,2.8,5.1,1,1,0,09:46 AM,06:45 PM,08:55 AM,05:52 PM,-6,-8,-6,-8,10,95,97,0.3,1015,-6,2,187,6
2020-01-25 06:00:00,3,-11,2.8,5.1,1,1,0,09:46 AM,06:45 PM,08:55 AM,05:52 PM,-1,-2,-0,-2,5,74,95,0.2,1014,-0,2,161,4
2020-01-25 09:00:00,3,-11,2.8,5.1,1,1,0,09:46 AM,06:45 PM,08:55 AM,05:52 PM,-1,-1,-1,-1,3,59,94,0.1,1014,-1,3,137,3
2020-01-25 12:00:00,3,-11,2.8,5.1,1,1,0,09:46 AM,06:45 PM,08:55 AM,05:52 PM,1,2,2,2,2,78,95,0.4,1015,2,6,146,2
2020-01-25 15:00:00,3,-11,2.8,5.1,1,1,0,09:46 AM,06:45 PM,08:55 AM,05:52 PM,0,0,0,0,3,98,98,0.9,1015,0,9,202,2
2020-01-25 18:00:00,3,-11,2.8,5.1,1,1,0,09:46 AM,06:45 PM,08:55 AM,05:52 PM,-6,-6,-5,-6,6,94,98,0.9,1016,-5,8,159,3
2020-01-25 21:00:00,3,-11,2.8,5.1,1,1,0,09:46 AM,06:45 PM,08:55 AM,05:52 PM,-5,-10,-7,-10,8,88,97,0.2,1015,-8,5,78,5
2020-01-26 00:00:00,2,-9,20.5,3.4,1,1,4,10:14 AM,07:53 PM,08:54 AM,05:54 PM,-3,-11,-8,-11,9,92,95,0.1,1013,-10,4,71,6
2020-01-26 03:00:00,2,-9,20.5,3.4,1,1,4,10:14 AM,07:53 PM,08:54 AM,05:54 PM,-7,-9,-6,-9,10,83,94,0.1,1010,-6,3,74,6
2020-01-26 06:00:00,2,-9,20.5,3.4,1,1,4,10:14 AM,07:53 PM,08:54 AM,05:54 PM,-2,-3,-1,-3,6,97,94,1.7,1008,-1,4,102,6
2020-01-26 09:00:00,2,-9,20.5,3.4,1,1,4,10:14 AM,07:53 PM,08:54 AM,05:54 PM,0,-2,1,-2,10,92,97,6.5,1009,1,2,155,9
2020-01-26 12:00:00,2,-9,20.5,3.4,1,1,4,10:14 AM,07:53 PM,08:54 AM,05:54 PM,2,-1,2,-1,13,94,98,8.4,1010,2,3,179,12
2020-01-26 15:00:00,2,-9,20.5,3.4,1,1,4,10:14 AM,07:53 PM,08:54 AM,05:54 PM,2,-1,2,-1,11,87,97,6.1,1012,2,5,181,10
2020-01-26 18:00:00,2,-9,20.5,3.4,1,1,4,10:14 AM,07:53 PM,08:54 AM,05:54 PM,-1,-1,2,-1,10,91,97,6.6,1013,1,2,178,8
2020-01-26 21:00:00,2,-9,20.5,3.4,1,1,4,10:14 AM,07:53 PM,08:54 AM,05:54 PM,-5,-3,-0,-3,13,94,98,3.1,1013,-2,2,180,6
2020-01-27 00:00:00,1,-4,12.1,3.4,1,1,11,10:37 AM,09:00 PM,08:53 AM,05:56 PM,-4,-7,-4,-7,14,97,98,4.1,1014,-4,2,191,8
2020-01-27 03:00:00,1,-4,12.1,3.4,1,1,11,10:37 AM,09:00 PM,08:53 AM,05:56 PM,-2,-5,-1,-5,13,95,98,2.8,1015,-1,2,196,9
2020-01-27 06:00:00,1,-4,12.1,3.4,1,1,11,10:37 AM,09:00 PM,08:53 AM,05:56 PM,0,-2,1,-2,10,89,97,2.3,1017,1,2,192,9
2020-01-27 09:00:00,1,-4,12.1,3.4,1,1,11,10:37 AM,09:00 PM,08:53 AM,05:56 PM,0,-3,1,-3,11,85,96,2.4,1018,1,3,205,10
2020-01-27 12:00:00,1,-4,12.1,3.4,1,1,11,10:37 AM,09:00 PM,08:53 AM,05:56 PM,-0,-2,1,-2,11,72,93,1.4,1019,1,6,201,9
2020-01-27 15:00:00,1,-4,12.1,3.4,1,1,11,10:37 AM,09:00 PM,08:53 AM,05:56 PM,-1,-2,0,-2,9,86,90,0.5,1018,0,7,176,8
2020-01-27 18:00:00,1,-4,12.1,3.4,1,1,11,10:37 AM,09:00 PM,08:53 AM,05:56 PM,-4,-4,-2,-4,6,95,89,0.4,1016,-2,8,135,5
2020-01-27 21:00:00,1,-4,12.1,3.4,1,1,11,10:37 AM,09:00 PM,08:53 AM,05:56 PM,-4,-5,-3,-5,6,89,90,0.3,1013,-3,8,114,5
2020-01-28 00:00:00,2,-7,7.5,3.4,1,1,18,10:57 AM,10:05 PM,08:52 AM,05:57 PM,-5,-7,-5,-7,8,78,94,1.5,1012,-5,4,115,5
2020-01-28 03:00:00,2,-7,7.5,3.4,1,1,18,10:57 AM,10:05 PM,08:52 AM,05:57 PM,-5,-7,-5,-7,9,100,96,3.3,1012,-5,2,136,5
2020-01-28 06:00:00,2,-7,7.5,3.4,1,1,18,10:57 AM,10:05 PM,08:52 AM,05:57 PM,-2,-2,-2,-2,4,97,96,3.1,1013,-2,2,107,3
2020-01-28 09:00:00,2,-7,7.5,3.4,1,1,18,10:57 AM,10:05 PM,08:52 AM,05:57 PM,-2,-1,-1,-1,3,87,96,0.9,1015,-1,2,70,2
2020-01-28 12:00:00,2,-7,7.5,3.4,1,1,18,10:57 AM,10:05 PM,08:52 AM,05:57 PM,-0,1,1,1,1,73,93,0.8,1016,1,5,73,1
2020-01-28 15:00:00,2,-7,7.5,3.4,1,1,18,10:57 AM,10:05 PM,08:52 AM,05:57 PM,0,1,1,1,1,61,92,0.0,1017,1,10,190,1
2020-01-28 18:00:00,2,-7,7.5,3.4,1,2,18,10:57 AM,10:05 PM,08:52 AM,05:57 PM,-3,-2,-1,-2,4,54,92,0.1,1019,-1,10,170,3
2020-01-28 21:00:00,2,-7,7.5,3.4,1,1,18,10:57 AM,10:05 PM,08:52 AM,05:57 PM,-5,-7,-4,-7,10,53,93,0.0,1021,-5,10,193,5
2020-01-29 00:00:00,2,-5,7.9,3.4,1,1,26,11:15 AM,11:10 PM,08:50 AM,05:59 PM,-3,-6,-3,-6,11,78,93,0.0,1021,-5,10,188,8
2020-01-29 03:00:00,2,-5,7.9,3.4,1,1,26,11:15 AM,11:10 PM,08:50 AM,05:59 PM,0,-2,1,-2,12,100,96,0.1,1019,1,7,187,10
2020-01-29 06:00:00,2,-5,7.9,3.4,1,1,26,11:15 AM,11:10 PM,08:50 AM,05:59 PM,1,-2,2,-2,13,100,97,0.9,1016,2,2,184,12
2020-01-29 09:00:00,2,-5,7.9,3.4,1,1,26,11:15 AM,11:10 PM,08:50 AM,05:59 PM,2,-2,2,-2,14,100,98,3.6,1013,2,5,177,12
2020-01-29 12:00:00,2,-5,7.9,3.4,1,1,26,11:15 AM,11:10 PM,08:50 AM,05:59 PM,2,-2,2,-2,14,99,98,6.0,1012,2,3,182,13
2020-01-29 15:00:00,2,-5,7.9,3.4,1,1,26,11:15 AM,11:10 PM,08:50 AM,05:59 PM,2,-1,2,-1,13,86,97,7.7,1014,2,6,211,12
2020-01-29 18:00:00,2,-5,7.9,3.4,1,1,26,11:15 AM,11:10 PM,08:50 AM,05:59 PM,-1,-2,2,-2,13,62,95,5.7,1018,0,6,213,9
2020-01-29 21:00:00,2,-5,7.9,3.4,1,1,26,11:15 AM,11:10 PM,08:50 AM,05:59 PM,-6,-4,-1,-4,13,67,94,0.2,1022,-3,8,205,6
2020-01-30 00:00:00,2,-9,15.0,6.5,1,1,33,11:32 AM,No moonset,08:49 AM,06:01 PM,-7,-8,-6,-8,9,70,93,0.1,1025,-6,7,193,4
2020-01-30 03:00:00,2,-9,15.0,6.5,1,1,33,11:32 AM,No moonset,08:49 AM,06:01 PM,-8,-9,-7,-9,8,63,95,0.0,1026,-7,2,183,5
2020-01-30 06:00:00,2,-9,15.0,6.5,1,1,33,11:32 AM,No moonset,08:49 AM,06:01 PM,-4,-6,-3,-6,7,82,96,0.0,1026,-3,5,175,6
2020-01-30 09:00:00,2,-9,15.0,6.5,1,1,33,11:32 AM,No moonset,08:49 AM,06:01 PM,-2,-4,-1,-4,9,79,95,0.0,1024,-1,10,187,7
2020-01-30 12:00:00,2,-9,15.0,6.5,1,2,33,11:32 AM,No moonset,08:49 AM,06:01 PM,-1,-3,1,-3,12,64,89,0.1,1022,1,10,192,10
2020-01-30 15:00:00,2,-9,15.0,6.5,1,1,33,11:32 AM,No moonset,08:49 AM,06:01 PM,-1,-3,1,-3,13,42,87,0.5,1018,1,7,196,11
2020-01-30 18:00:00,2,-9,15.0,6.5,1,1,33,11:32 AM,No moonset,08:49 AM,06:01 PM,-4,-7,-3,-7,13,90,96,4.3,1016,-3,2,176,9
2020-01-30 21:00:00,2,-9,15.0,6.5,1,1,33,11:32 AM,No moonset,08:49 AM,06:01 PM,-6,-9,-6,-9,13,97,97,12.9,1016,-7,2,167,7
2020-01-31 00:00:00,3,-6,11.6,4.8,1,1,37,11:50 AM,12:15 AM,08:47 AM,06:02 PM,-4,-9,-6,-9,13,100,97,13.7,1017,-8,2,194,7
2020-01-31 03:00:00,3,-6,11.6,4.8,1,1,37,11:50 AM,12:15 AM,08:47 AM,06:02 PM,-3,-6,-3,-6,15,100,98,5.3,1016,-3,4,205,9
