date_time,Maungatapere_maxtempC,Maungatapere_mintempC,Maungatapere_totalSnow_cm,Maungatapere_sunHour,Maungatapere_uvIndex,Maungatapere_uvIndex,Maungatapere_moon_illumination,Maungatapere_moonrise,Maungatapere_moonset,Maungatapere_sunrise,Maungatapere_sunset,Maungatapere_DewPointC,Maungatapere_FeelsLikeC,Maungatapere_HeatIndexC,Maungatapere_WindChillC,Maungatapere_WindGustKmph,Maungatapere_cloudcover,Maungatapere_humidity,Maungatapere_precipMM,Maungatapere_pressure,Maungatapere_tempC,Maungatapere_visibility,Maungatapere_winddirDegree,Maungatapere_windspeedKmph
2019-12-26 15:00:00,23,11,0.0,12.3,4,6,0,04:47 AM,07:40 PM,05:06 AM,07:41 PM,13,25,25,22,4,55,54,0.0,1018,22,10,199,4
2019-12-26 18:00:00,23,11,0.0,12.3,4,1,0,04:47 AM,07:40 PM,05:06 AM,07:41 PM,14,20,20,20,5,65,72,0.0,1017,20,10,219,4
2019-12-26 21:00:00,23,11,0.0,12.3,4,1,0,04:47 AM,07:40 PM,05:06 AM,07:41 PM,14,18,20,18,12,78,97,0.1,1020,18,2,227,6
2019-12-27 00:00:00,23,12,0.0,14.3,4,1,0,05:40 AM,08:34 PM,05:07 AM,07:41 PM,12,12,13,12,12,100,98,0.0,1020,13,0,233,6
2019-12-27 03:00:00,23,12,0.0,14.3,4,1,0,05:40 AM,08:34 PM,05:07 AM,07:41 PM,12,12,12,12,12,32,97,0.0,1019,12,2,216,6
2019-12-27 06:00:00,23,12,0.0,14.3,4,1,0,05:40 AM,08:34 PM,05:07 AM,07:41 PM,12,13,13,13,10,30,95,0.0,1019,13,2,213,5
2019-12-27 09:00:00,23,12,0.0,14.3,4,5,0,05:40 AM,08:34 PM,05:07 AM,07:41 PM,12,19,19,19,10,0,64,0.0,1020,19,10,209,9
2019-12-27 12:00:00,23,12,0.0,14.3,4,6,0,05:40 AM,08:34 PM,05:07 AM,07:41 PM,11,25,25,23,10,0,46,0.0,1020,23,10,208,9
2019-12-27 15:00:00,23,12,0.0,14.3,4,6,0,05:40 AM,08:34 PM,05:07 AM,07:41 PM,11,25,25,23,7,0,47,0.0,1019,23,10,193,6
2019-12-27 18:00:00,23,12,0.0,14.3,4,1,0,05:40 AM,08:34 PM,05:07 AM,07:41 PM,12,19,19,19,9,33,63,0.0,1018,19,10,219,7
2019-12-27 21:00:00,23,12,0.0,14.3,4,1,0,05:40 AM,08:34 PM,05:07 AM,07:41 PM,11,15,17,15,13,13,80,0.0,1020,15,10,223,8
2019-12-28 00:00:00,23,10,0.0,14.4,5,1,8,06:36 AM,09:23 PM,05:07 AM,07:42 PM,10,10,11,10,14,2,94,0.0,1019,11,10,237,6
2019-12-28 03:00:00,23,10,0.0,14.4,5,1,8,06:36 AM,09:23 PM,05:07 AM,07:42 PM,9,9,10,9,13,0,95,0.0,1018,10,2,254,6
2019-12-28 06:00:00,23,10,0.0,14.4,5,1,8,06:36 AM,09:23 PM,05:07 AM,07:42 PM,10,10,11,10,13,54,92,0.0,1018,11,10,253,6
2019-12-28 09:00:00,23,10,0.0,14.4,5,5,8,06:36 AM,09:23 PM,05:07 AM,07:42 PM,13,19,19,19,14,45,69,0.0,1019,19,10,240,12
2019-12-28 12:00:00,23,10,0.0,14.4,5,6,8,06:36 AM,09:23 PM,05:07 AM,07:42 PM,11,25,25,23,16,0,49,0.0,1018,23,10,223,14
2019-12-28 15:00:00,23,10,0.0,14.4,5,6,8,06:36 AM,09:23 PM,05:07 AM,07:42 PM,10,21,24,21,17,0,48,0.0,1018,21,10,218,15
2019-12-28 18:00:00,23,10,0.0,14.4,5,1,8,06:36 AM,09:23 PM,05:07 AM,07:42 PM,9,17,17,17,17,0,56,0.0,1017,17,10,214,14
2019-12-28 21:00:00,23,10,0.0,14.4,5,1,8,06:36 AM,09:23 PM,05:07 AM,07:42 PM,8,15,19,15,16,0,81,0.0,1019,15,10,224,8
2019-12-29 00:00:00,21,10,0.0,14.3,5,1,15,07:34 AM,10:04 PM,05:08 AM,07:42 PM,8,9,10,9,18,0,88,0.0,1019,10,10,222,9
2019-12-29 03:00:00,21,10,0.0,14.3,5,1,15,07:34 AM,10:04 PM,05:08 AM,07:42 PM,9,9,10,9,17,7,93,0.0,1019,10,10,211,8
2019-12-29 06:00:00,21,10,0.0,14.3,5,1,15,07:34 AM,10:04 PM,05:08 AM,07:42 PM,9,10,10,10,11,17,91,0.0,1019,10,10,228,6
2019-12-29 09:00:00,21,10,0.0,14.3,5,5,15,07:34 AM,10:04 PM,05:08 AM,07:42 PM,9,17,17,17,13,0,57,0.0,1021,17,10,213,12
2019-12-29 12:00:00,21,10,0.0,14.3,5,6,15,07:34 AM,10:04 PM,05:08 AM,07:42 PM,8,21,21,21,14,0,45,0.0,1020,21,10,214,12
2019-12-29 15:00:00,21,10,0.0,14.3,5,6,15,07:34 AM,10:04 PM,05:08 AM,07:42 PM,9,21,24,21,14,0,44,0.0,1019,21,10,226,12
2019-12-29 18:00:00,21,10,0.0,14.3,5,1,15,07:34 AM,10:04 PM,05:08 AM,07:42 PM,10,18,18,18,13,2,59,0.0,1018,18,10,228,11
2019-12-29 21:00:00,21,10,0.0,14.3,5,1,15,07:34 AM,10:04 PM,05:08 AM,07:42 PM,10,15,18,15,14,3,86,0.0,1020,15,10,239,7
2019-12-30 00:00:00,24,10,0.0,12.3,4,1,22,08:33 AM,10:40 PM,05:09 AM,07:42 PM,10,10,11,10,13,18,95,0.0,1019,11,2,252,6
2019-12-30 03:00:00,24,10,0.0,12.3,4,1,22,08:33 AM,10:40 PM,05:09 AM,07:42 PM,10,10,10,10,13,14,96,0.0,1018,10,2,273,6
2019-12-30 06:00:00,24,10,0.0,12.3,4,1,22,08:33 AM,10:40 PM,05:09 AM,07:42 PM,10,11,11,11,12,18,93,0.0,1018,11,10,275,6
2019-12-30 09:00:00,24,10,0.0,12.3,4,5,22,08:33 AM,10:40 PM,05:09 AM,07:42 PM,12,20,20,20,12,8,62,0.0,1018,20,10,246,10
2019-12-30 12:00:00,24,10,0.0,12.3,4,6,22,08:33 AM,10:40 PM,05:09 AM,07:42 PM,14,25,25,24,15,12,54,0.0,1017,24,10,237,13
2019-12-30 15:00:00,24,10,0.0,12.3,4,5,22,08:33 AM,10:40 PM,05:09 AM,07:42 PM,15,25,25,22,15,70,66,0.0,1016,22,10,238,13
2019-12-30 18:00:00,24,10,0.0,12.3,4,1,22,08:33 AM,10:40 PM,05:09 AM,07:42 PM,16,21,21,21,18,63,72,0.0,1013,21,10,237,14
2019-12-30 21:00:00,24,10,0.0,12.3,4,1,22,08:33 AM,10:40 PM,05:09 AM,07:42 PM,16,16,16,16,16,48,96,0.0,1016,16,2,241,10
2019-12-31 00:00:00,24,15,0.0,13.4,5,1,26,09:31 AM,11:12 PM,05:09 AM,07:43 PM,14,16,16,16,19,74,90,0.0,1015,16,10,226,12
2019-12-31 03:00:00,24,15,0.0,13.4,5,1,26,09:31 AM,11:12 PM,05:09 AM,07:43 PM,13,14,15,14,18,38,87,0.0,1015,15,10,229,11
2019-12-31 06:00:00,24,15,0.0,13.4,5,1,26,09:31 AM,11:12 PM,05:09 AM,07:43 PM,13,15,15,15,15,60,85,0.0,1014,15,10,223,10
2019-12-31 09:00:00,24,15,0.0,13.4,5,5,26,09:31 AM,11:12 PM,05:09 AM,07:43 PM,13,19,19,19,11,24,68,0.0,1016,19,10,208,9
2019-12-31 12:00:00,24,15,0.0,13.4,5,6,26,09:31 AM,11:12 PM,05:09 AM,07:43 PM,13,25,25,23,10,0,54,0.0,1017,23,10,199,9
2019-12-31 15:00:00,24,15,0.0,13.4,5,6,26,09:31 AM,11:12 PM,05:09 AM,07:43 PM,14,25,25,24,9,0,53,0.0,1017,24,10,139,8
2019-12-31 18:00:00,24,15,0.0,13.4,5,1,26,09:31 AM,11:12 PM,05:09 AM,07:43 PM,14,21,24,21,6,6,66,0.0,1016,21,10,88,5
2019-12-31 21:00:00,24,15,0.0,13.4,5,1,26,09:31 AM,11:12 PM,05:09 AM,07:43 PM,14,19,23,19,5,17,96,0.0,1018,19,2,277,2
2020-01-01 00:00:00,27,12,0.0,13.4,5,1,37,10:27 AM,11:41 PM,05:10 AM,07:43 PM,13,13,13,13,8,100,98,0.0,1018,13,0,242,4
2020-01-01 03:00:00,27,12,0.0,13.4,5,1,37,10:27 AM,11:41 PM,05:10 AM,07:43 PM,12,13,12,13,7,100,98,0.0,1019,12,0,229,3
2020-01-01 06:00:00,27,12,0.0,13.4,5,1,37,10:27 AM,11:41 PM,05:10 AM,07:43 PM,12,14,13,14,6,100,97,0.0,1018,13,0,295,3
2020-01-01 09:00:00,27,12,0.0,13.4,5,6,37,10:27 AM,11:41 PM,05:10 AM,07:43 PM,14,21,25,21,5,4,63,0.0,1020,21,10,337,5
2020-01-01 12:00:00,27,12,0.0,13.4,5,7,37,10:27 AM,11:41 PM,05:10 AM,07:43 PM,14,27,27,27,3,0,44,0.0,1019,27,10,322,3
2020-01-01 15:00:00,27,12,0.0,13.4,5,7,37,10:27 AM,11:41 PM,05:10 AM,07:43 PM,15,26,26,25,6,0,55,0.0,1018,25,10,197,5
2020-01-01 18:00:00,27,12,0.0,13.4,5,1,37,10:27 AM,11:41 PM,05:10 AM,07:43 PM,15,21,24,21,9,0,67,0.0,1017,21,10,216,7
2020-01-01 21:00:00,27,12,0.0,13.4,5,1,37,10:27 AM,11:41 PM,05:10 AM,07:43 PM,14,18,22,18,12,23,95,0.0,1018,18,2,233,6
2020-01-02 00:00:00,27,13,0.0,13.4,5,1,44,11:23 AM,No moonset,05:11 AM,07:43 PM,13,13,13,13,14,100,98,0.0,1017,13,0,239,7
2020-01-02 03:00:00,27,13,0.0,13.4,5,1,44,11:23 AM,No moonset,05:11 AM,07:43 PM,12,12,13,12,14,100,98,0.0,1016,13,0,240,7
2020-01-02 06:00:00,27,13,0.0,13.4,5,1,44,11:23 AM,No moonset,05:11 AM,07:43 PM,13,13,13,13,12,100,98,0.0,1015,13,0,247,6
2020-01-02 09:00:00,27,13,0.0,13.4,5,6,44,11:23 AM,No moonset,05:11 AM,07:43 PM,13,21,21,21,9,0,62,0.0,1016,21,10,248,8
2020-01-02 12:00:00,27,13,0.0,13.4,5,7,44,11:23 AM,No moonset,05:11 AM,07:43 PM,12,27,27,27,11,0,41,0.0,1015,27,10,227,9
2020-01-02 15:00:00,27,13,0.0,13.4,5,6,44,11:23 AM,No moonset,05:11 AM,07:43 PM,14,25,25,24,16,0,54,0.0,1013,24,10,223,14
2020-01-02 18:00:00,27,13,0.0,13.4,5,1,44,11:23 AM,No moonset,05:11 AM,07:43 PM,14,21,25,21,13,0,64,0.0,1011,21,10,230,11
2020-01-02 21:00:00,27,13,0.0,13.4,5,1,44,11:23 AM,No moonset,05:11 AM,07:43 PM,15,19,22,19,16,39,95,0.0,1012,19,2,244,9
2020-01-03 00:00:00,23,15,0.0,12.3,5,1,51,12:18 PM,12:08 AM,05:12 AM,07:43 PM,14,14,15,14,16,51,97,0.0,1011,15,2,250,9
2020-01-03 03:00:00,23,15,0.0,12.3,5,1,51,12:18 PM,12:08 AM,05:12 AM,07:43 PM,14,15,15,15,16,62,96,0.0,1010,15,2,251,9
2020-01-03 06:00:00,23,15,0.0,12.3,5,1,51,12:18 PM,12:08 AM,05:12 AM,07:43 PM,15,17,17,17,16,87,88,0.0,1009,17,10,247,10
2020-01-03 09:00:00,23,15,0.0,12.3,5,6,51,12:18 PM,12:08 AM,05:12 AM,07:43 PM,16,21,24,21,13,39,70,0.0,1010,21,10,247,12
2020-01-03 12:00:00,23,15,0.0,12.3,5,6,51,12:18 PM,12:08 AM,05:12 AM,07:43 PM,16,25,25,23,15,50,67,0.0,1010,23,10,247,13
2020-01-03 15:00:00,23,15,0.0,12.3,5,5,51,12:18 PM,12:08 AM,05:12 AM,07:43 PM,18,20,20,20,15,77,85,0.3,1009,20,10,242,12
2020-01-03 18:00:00,23,15,0.0,12.3,5,1,51,12:18 PM,12:08 AM,05:12 AM,07:43 PM,10,20,20,20,18,0,53,0.0,1007,20,10,231,15
2020-01-03 21:00:00,23,15,0.0,12.3,5,1,51,12:18 PM,12:08 AM,05:12 AM,07:43 PM,11,18,20,18,18,1,81,0.0,1010,18,10,236,10
2020-01-04 00:00:00,20,13,0.0,14.3,5,1,59,01:14 PM,12:35 AM,05:12 AM,07:43 PM,11,12,13,12,17,49,86,0.0,1009,13,10,239,9
2020-01-04 03:00:00,20,13,0.0,14.3,5,1,59,01:14 PM,12:35 AM,05:12 AM,07:43 PM,11,15,15,15,21,86,75,0.0,1009,15,10,232,13
2020-01-04 06:00:00,20,13,0.0,14.3,5,1,59,01:14 PM,12:35 AM,05:12 AM,07:43 PM,9,14,15,14,23,60,72,0.0,1010,15,10,224,15
2020-01-04 09:00:00,20,13,0.0,14.3,5,5,59,01:14 PM,12:35 AM,05:12 AM,07:43 PM,9,17,17,17,20,35,61,0.0,1012,17,10,227,17
2020-01-04 12:00:00,20,13,0.0,14.3,5,5,59,01:14 PM,12:35 AM,05:12 AM,07:43 PM,10,19,19,19,20,10,55,0.0,1012,19,10,232,17
2020-01-04 15:00:00,20,13,0.0,14.3,5,5,59,01:14 PM,12:35 AM,05:12 AM,07:43 PM,9,20,20,20,22,2,51,0.0,1012,20,10,231,19
2020-01-04 18:00:00,20,13,0.0,14.3,5,1,59,01:14 PM,12:35 AM,05:12 AM,07:43 PM,10,17,17,17,22,9,64,0.0,1011,17,10,232,17
2020-01-04 21:00:00,20,13,0.0,14.3,5,1,59,01:14 PM,12:35 AM,05:12 AM,07:43 PM,9,13,14,13,24,8,72,0.0,1014,14,10,233,15
2020-01-05 00:00:00,22,13,0.0,14.3,5,1,66,02:10 PM,01:03 AM,05:13 AM,07:43 PM,9,13,14,13,25,6,72,0.0,1013,14,10,230,16
2020-01-05 03:00:00,22,13,0.0,14.3,5,1,66,02:10 PM,01:03 AM,05:13 AM,07:43 PM,9,12,13,12,20,10,76,0.0,1014,13,10,234,12
2020-01-05 06:00:00,22,13,0.0,14.3,5,1,66,02:10 PM,01:03 AM,05:13 AM,07:43 PM,10,12,13,12,14,21,82,0.0,1014,13,10,248,8
2020-01-05 09:00:00,22,13,0.0,14.3,5,5,66,02:10 PM,01:03 AM,05:13 AM,07:43 PM,10,18,18,18,14,0,60,0.0,1015,18,10,245,12
2020-01-05 12:00:00,22,13,0.0,14.3,5,6,66,02:10 PM,01:03 AM,05:13 AM,07:43 PM,11,24,24,22,15,0,48,0.0,1015,22,10,238,13
2020-01-05 15:00:00,22,13,0.0,14.3,5,6,66,02:10 PM,01:03 AM,05:13 AM,07:43 PM,12,25,25,22,15,0,51,0.0,1014,22,10,245,13
2020-01-05 18:00:00,22,13,0.0,14.3,5,1,66,02:10 PM,01:03 AM,05:13 AM,07:43 PM,13,20,20,20,16,17,63,0.0,1012,20,10,249,13
2020-01-05 21:00:00,22,13,0.0,14.3,5,1,66,02:10 PM,01:03 AM,05:13 AM,07:43 PM,13,16,16,16,14,93,82,0.0,1013,16,10,275,8
2020-01-06 00:00:00,21,15,0.0,11.2,4,1,73,03:09 PM,01:32 AM,05:14 AM,07:43 PM,14,16,16,16,17,74,90,0.0,1011,16,10,283,9
2020-01-06 03:00:00,21,15,0.0,11.2,4,1,73,03:09 PM,01:32 AM,05:14 AM,07:43 PM,15,17,17,17,19,52,86,0.0,1009,17,10,274,10
2020-01-06 06:00:00,21,15,0.0,11.2,4,1,73,03:09 PM,01:32 AM,05:14 AM,07:43 PM,17,19,19,19,19,100,90,0.0,1009,19,10,274,11
2020-01-06 09:00:00,21,15,0.0,11.2,4,4,73,03:09 PM,01:32 AM,05:14 AM,07:43 PM,13,16,16,16,20,72,86,0.4,1011,16,9,239,13
2020-01-06 12:00:00,21,15,0.0,11.2,4,5,73,03:09 PM,01:32 AM,05:14 AM,07:43 PM,10,21,24,21,22,83,47,0.3,1011,21,10,234,19
2020-01-06 15:00:00,21,15,0.0,11.2,4,6,73,03:09 PM,01:32 AM,05:14 AM,07:43 PM,10,20,20,20,22,3,50,0.0,1010,20,10,233,19
2020-01-06 18:00:00,21,15,0.0,11.2,4,1,73,03:09 PM,01:32 AM,05:14 AM,07:43 PM,9,17,17,17,23,29,62,0.0,1010,17,10,234,19
2020-01-06 21:00:00,21,15,0.0,11.2,4,1,73,03:09 PM,01:32 AM,05:14 AM,07:43 PM,9,14,15,14,25,39,67,0.0,1012,15,10,234,17
2020-01-07 00:00:00,19,12,0.0,13.4,5,1,80,04:09 PM,02:04 AM,05:15 AM,07:43 PM,8,13,14,13,25,40,69,0.0,1012,14,10,238,15
2020-01-07 03:00:00,19,12,0.0,13.4,5,1,80,04:09 PM,02:04 AM,05:15 AM,07:43 PM,8,12,14,12,22,41,69,0.0,1012,14,10,235,14
2020-01-07 06:00:00,19,12,0.0,13.4,5,1,80,04:09 PM,02:04 AM,05:15 AM,07:43 PM,8,12,14,12,21,20,68,0.0,1012,14,10,236,13
2020-01-07 09:00:00,19,12,0.0,13.4,5,5,80,04:09 PM,02:04 AM,05:15 AM,07:43 PM,8,17,17,17,19,22,55,0.0,1014,17,10,230,17
2020-01-07 12:00:00,19,12,0.0,13.4,5,5,80,04:09 PM,02:04 AM,05:15 AM,07:43 PM,8,18,18,18,20,33,50,0.0,1014,18,10,228,17
2020-01-07 15:00:00,19,12,0.0,13.4,5,4,80,04:09 PM,02:04 AM,05:15 AM,07:43 PM,8,19,19,19,20,89,51,0.0,1013,19,10,225,18
2020-01-07 18:00:00,19,12,0.0,13.4,5,1,80,04:09 PM,02:04 AM,05:15 AM,07:43 PM,9,16,16,16,19,39,62,0.0,1013,16,10,229,15
2020-01-07 21:00:00,19,12,0.0,13.4,5,1,80,04:09 PM,02:04 AM,05:15 AM,07:43 PM,9,11,12,11,14,10,79,0.0,1015,12,10,240,8
2020-01-08 00:00:00,20,10,0.0,12.3,5,1,88,05:11 PM,02:41 AM,05:16 AM,07:43 PM,9,9,10,9,14,20,90,0.0,1015,10,10,251,7
2020-01-08 03:00:00,20,10,0.0,12.3,5,1,88,05:11 PM,02:41 AM,05:16 AM,07:43 PM,9,9,10,9,12,25,95,0.0,1016,10,2,251,6
2020-01-08 06:00:00,20,10,0.0,12.3,5,1,88,05:11 PM,02:41 AM,05:16 AM,07:43 PM,9,11,11,11,9,44,91,0.0,1016,11,10,263,5
2020-01-08 09:00:00,20,10,0.0,12.3,5,4,88,05:11 PM,02:41 AM,05:16 AM,07:43 PM,9,18,18,18,13,96,56,0.1,1018,18,10,227,11
2020-01-08 12:00:00,20,10,0.0,12.3,5,4,88,05:11 PM,02:41 AM,05:16 AM,07:43 PM,9,18,18,18,13,78,57,0.0,1017,18,10,232,12
2020-01-08 15:00:00,20,10,0.0,12.3,5,6,88,05:11 PM,02:41 AM,05:16 AM,07:43 PM,9,20,20,20,13,33,48,0.0,1017,20,10,221,11
2020-01-08 18:00:00,20,10,0.0,12.3,5,1,88,05:11 PM,02:41 AM,05:16 AM,07:43 PM,9,18,18,18,11,13,57,0.0,1016,18,10,221,9
2020-01-08 21:00:00,20,10,0.0,12.3,5,1,88,05:11 PM,02:41 AM,05:16 AM,07:43 PM,9,15,19,15,12,42,80,0.0,1019,15,10,237,7
2020-01-09 00:00:00,21,10,0.0,14.3,4,1,95,06:14 PM,03:24 AM,05:17 AM,07:43 PM,8,11,11,11,9,78,84,0.0,1018,11,10,250,5
2020-01-09 03:00:00,21,10,0.0,14.3,4,1,95,06:14 PM,03:24 AM,05:17 AM,07:43 PM,9,9,10,9,10,32,94,0.0,1018,10,10,243,5
2020-01-09 06:00:00,21,10,0.0,14.3,4,1,95,06:14 PM,03:24 AM,05:17 AM,07:43 PM,9,10,10,10,10,54,93,0.0,1019,10,10,252,5
2020-01-09 09:00:00,21,10,0.0,14.3,4,5,95,06:14 PM,03:24 AM,05:17 AM,07:43 PM,9,17,17,17,12,60,59,0.0,1020,17,10,218,10
2020-01-09 12:00:00,21,10,0.0,14.3,4,6,95,06:14 PM,03:24 AM,05:17 AM,07:43 PM,9,21,21,21,13,3,46,0.0,1020,21,10,230,12
2020-01-09 15:00:00,21,10,0.0,14.3,4,6,95,06:14 PM,03:24 AM,05:17 AM,07:43 PM,9,21,24,21,13,6,45,0.0,1020,21,10,224,11
2020-01-09 18:00:00,21,10,0.0,14.3,4,1,95,06:14 PM,03:24 AM,05:17 AM,07:43 PM,10,18,18,18,13,0,57,0.0,1019,18,10,216,11
2020-01-09 21:00:00,21,10,0.0,14.3,4,1,95,06:14 PM,03:24 AM,05:17 AM,07:43 PM,11,15,19,15,13,37,89,0.0,1021,15,10,225,6
2020-01-10 00:00:00,23,12,0.0,14.3,4,1,100,07:15 PM,04:15 AM,05:18 AM,07:43 PM,10,12,12,12,10,73,90,0.0,1021,12,10,246,5
2020-01-10 03:00:00,23,12,0.0,14.3,4,1,100,07:15 PM,04:15 AM,05:18 AM,07:43 PM,10,12,13,12,12,73,87,0.0,1021,13,10,237,6
2020-01-10 06:00:00,23,12,0.0,14.3,4,1,100,07:15 PM,04:15 AM,05:18 AM,07:43 PM,11,12,12,12,11,37,94,0.0,1022,12,10,238,5
2020-01-10 09:00:00,23,12,0.0,14.3,4,5,100,07:15 PM,04:15 AM,05:18 AM,07:43 PM,10,19,19,19,12,3,58,0.0,1024,19,10,218,10
2020-01-10 12:00:00,23,12,0.0,14.3,4,6,100,07:15 PM,04:15 AM,05:18 AM,07:43 PM,10,24,24,23,12,0,43,0.0,1022,23,10,220,10
2020-01-10 15:00:00,23,12,0.0,14.3,4,6,100,07:15 PM,04:15 AM,05:18 AM,07:43 PM,8,24,24,23,17,0,39,0.0,1022,23,10,217,14
2020-01-10 18:00:00,23,12,0.0,14.3,4,1,100,07:15 PM,04:15 AM,05:18 AM,07:43 PM,10,19,19,19,14,0,56,0.0,1021,19,10,224,11
2020-01-10 21:00:00,23,12,0.0,14.3,4,1,100,07:15 PM,04:15 AM,05:18 AM,07:43 PM,11,17,21,17,12,0,92,0.0,1023,17,10,229,6
2020-01-11 00:00:00,25,10,0.0,13.4,5,1,100,08:11 PM,05:14 AM,05:19 AM,07:43 PM,10,10,11,10,10,18,97,0.0,1022,11,2,258,5
2020-01-11 03:00:00,25,10,0.0,13.4,5,1,100,08:11 PM,05:14 AM,05:19 AM,07:43 PM,10,10,10,10,11,100,97,0.0,1022,10,0,233,5
2020-01-11 06:00:00,25,10,0.0,13.4,5,1,100,08:11 PM,05:14 AM,05:19 AM,07:43 PM,10,11,11,11,9,28,97,0.0,1022,11,2,243,4
2020-01-11 09:00:00,25,10,0.0,13.4,5,5,100,08:11 PM,05:14 AM,05:19 AM,07:43 PM,10,19,19,19,6,8,55,0.0,1022,19,10,208,5
2020-01-11 12:00:00,25,10,0.0,13.4,5,5,100,08:11 PM,05:14 AM,05:19 AM,07:43 PM,8,25,25,24,2,74,35,0.0,1021,24,10,160,2
2020-01-11 15:00:00,25,10,0.0,13.4,5,7,100,08:11 PM,05:14 AM,05:19 AM,07:43 PM,10,25,25,25,8,16,39,0.0,1020,25,10,90,6
2020-01-11 18:00:00,25,10,0.0,13.4,5,1,100,08:11 PM,05:14 AM,05:19 AM,07:43 PM,12,25,25,22,5,8,52,0.0,1018,22,10,82,4
2020-01-11 21:00:00,25,10,0.0,13.4,5,1,100,08:11 PM,05:14 AM,05:19 AM,07:43 PM,11,18,20,18,5,13,83,0.0,1020,18,10,288,3
2020-01-12 00:00:00,26,11,0.0,14.2,6,1,83,09:02 PM,06:19 AM,05:20 AM,07:43 PM,11,13,12,13,7,20,91,0.0,1020,12,10,250,3
2020-01-12 03:00:00,26,11,0.0,14.2,6,1,83,09:02 PM,06:19 AM,05:20 AM,07:43 PM,10,11,11,11,8,5,95,0.0,1019,11,2,244,4
2020-01-12 06:00:00,26,11,0.0,14.2,6,1,83,09:02 PM,06:19 AM,05:20 AM,07:43 PM,10,11,11,11,4,1,92,0.0,1019,11,10,242,2
2020-01-12 09:00:00,26,11,0.0,14.2,6,6,83,09:02 PM,06:19 AM,05:20 AM,07:43 PM,11,24,24,22,2,0,51,0.0,1019,22,10,41,2
2020-01-12 12:00:00,26,11,0.0,14.2,6,7,83,09:02 PM,06:19 AM,05:20 AM,07:43 PM,11,26,26,26,9,0,39,0.0,1019,26,10,71,8
2020-01-12 15:00:00,26,11,0.0,14.2,6,7,83,09:02 PM,06:19 AM,05:20 AM,07:43 PM,13,26,26,25,9,2,47,0.0,1018,25,10,59,8
2020-01-12 18:00:00,26,11,0.0,14.2,6,1,83,09:02 PM,06:19 AM,05:20 AM,07:43 PM,13,25,25,23,4,20,52,0.0,1017,23,10,310,3
2020-01-12 21:00:00,26,11,0.0,14.2,6,1,83,09:02 PM,06:19 AM,05:20 AM,07:43 PM,11,19,23,19,7,0,78,0.0,1019,19,10,256,3
2020-01-13 00:00:00,26,11,0.0,14.2,6,1,76,09:47 PM,07:29 AM,05:21 AM,07:43 PM,9,13,13,13,6,0,78,0.0,1019,13,10,279,3
2020-01-13 03:00:00,26,11,0.0,14.2,6,1,76,09:47 PM,07:29 AM,05:21 AM,07:43 PM,8,11,11,11,8,9,83,0.0,1018,11,10,224,4
2020-01-13 06:00:00,26,11,0.0,14.2,6,1,76,09:47 PM,07:29 AM,05:21 AM,07:43 PM,9,12,11,12,8,0,86,0.0,1017,11,10,242,4
2020-01-13 09:00:00,26,11,0.0,14.2,6,6,76,09:47 PM,07:29 AM,05:21 AM,07:43 PM,10,21,24,21,3,0,49,0.0,1019,21,10,179,2
2020-01-13 12:00:00,26,11,0.0,14.2,6,7,76,09:47 PM,07:29 AM,05:21 AM,07:43 PM,8,26,26,26,3,32,30,0.0,1018,26,10,163,2
2020-01-13 15:00:00,26,11,0.0,14.2,6,7,76,09:47 PM,07:29 AM,05:21 AM,07:43 PM,11,26,26,26,4,13,40,0.0,1018,26,10,85,3
2020-01-13 18:00:00,26,11,0.0,14.2,6,1,76,09:47 PM,07:29 AM,05:21 AM,07:43 PM,13,22,25,22,8,22,57,0.0,1016,22,10,215,6
2020-01-13 21:00:00,26,11,0.0,14.2,6,1,76,09:47 PM,07:29 AM,05:21 AM,07:43 PM,14,19,23,19,10,5,91,0.0,1018,19,10,226,5
2020-01-14 00:00:00,20,14,0.0,10.0,4,1,69,10:26 PM,08:40 AM,05:22 AM,07:42 PM,14,15,14,15,10,100,98,0.0,1018,14,0,239,5
2020-01-14 03:00:00,20,14,0.0,10.0,4,1,69,10:26 PM,08:40 AM,05:22 AM,07:42 PM,14,15,15,15,9,100,98,0.0,1017,15,0,215,5
2020-01-14 06:00:00,20,14,0.0,10.0,4,1,69,10:26 PM,08:40 AM,05:22 AM,07:42 PM,14,15,15,15,7,100,96,0.0,1017,15,2,205,5
2020-01-14 09:00:00,20,14,0.0,10.0,4,4,69,10:26 PM,08:40 AM,05:22 AM,07:42 PM,14,16,16,16,6,100,86,0.0,1018,16,10,201,5
2020-01-14 12:00:00,20,14,0.0,10.0,4,4,69,10:26 PM,08:40 AM,05:22 AM,07:42 PM,13,18,18,18,6,96,72,0.0,1018,18,10,149,5
2020-01-14 15:00:00,20,14,0.0,10.0,4,5,69,10:26 PM,08:40 AM,05:22 AM,07:42 PM,14,20,20,20,6,48,71,0.0,1018,20,10,108,6
2020-01-14 18:00:00,20,14,0.0,10.0,4,1,69,10:26 PM,08:40 AM,05:22 AM,07:42 PM,15,19,19,19,8,73,81,0.0,1016,19,10,109,6
2020-01-14 21:00:00,20,14,0.0,10.0,4,1,69,10:26 PM,08:40 AM,05:22 AM,07:42 PM,16,16,16,16,5,73,96,0.1,1019,16,2,95,3
