date_time,Cooma_maxtempC,Cooma_mintempC,Cooma_totalSnow_cm,Cooma_sunHour,Cooma_uvIndex,Cooma_uvIndex,Cooma_moon_illumination,Cooma_moonrise,Cooma_moonset,Cooma_sunrise,Cooma_sunset,Cooma_DewPointC,Cooma_FeelsLikeC,Cooma_HeatIndexC,Cooma_WindChillC,Cooma_WindGustKmph,Cooma_cloudcover,Cooma_humidity,Cooma_precipMM,Cooma_pressure,Cooma_tempC,Cooma_visibility,Cooma_winddirDegree,Cooma_windspeedKmph
2020-02-15 18:00:00,23,16,0.0,12.1,5,1,45,11:00 PM,11:57 AM,05:35 AM,07:00 PM,15,21,24,21,18,81,83,6.5,1008,21,7,159,9
2020-02-15 21:00:00,23,16,0.0,12.1,5,1,45,11:00 PM,11:57 AM,05:35 AM,07:00 PM,15,17,21,17,14,74,95,7.7,1010,17,4,166,7
2020-02-16 00:00:00,18,13,0.0,8.3,4,1,38,11:39 PM,01:04 PM,05:36 AM,06:59 PM,15,16,17,16,9,90,97,3.2,1012,16,8,166,5
2020-02-16 03:00:00,18,13,0.0,8.3,4,1,38,11:39 PM,01:04 PM,05:36 AM,06:59 PM,14,16,15,16,5,95,97,0.9,1012,15,10,160,4
2020-02-16 06:00:00,18,13,0.0,8.3,4,1,38,11:39 PM,01:04 PM,05:36 AM,06:59 PM,14,15,15,15,5,97,96,0.4,1014,15,5,127,4
2020-02-16 09:00:00,18,13,0.0,8.3,4,4,38,11:39 PM,01:04 PM,05:36 AM,06:59 PM,14,16,16,16,7,100,90,0.2,1015,16,7,91,6
2020-02-16 12:00:00,18,13,0.0,8.3,4,4,38,11:39 PM,01:04 PM,05:36 AM,06:59 PM,13,17,17,17,7,73,79,0.2,1014,17,10,117,6
2020-02-16 15:00:00,18,13,0.0,8.3,4,4,38,11:39 PM,01:04 PM,05:36 AM,06:59 PM,14,18,18,18,13,64,80,1.6,1013,18,10,101,9
2020-02-16 18:00:00,18,13,0.0,8.3,4,1,38,11:39 PM,01:04 PM,05:36 AM,06:59 PM,14,15,15,15,17,89,92,2.8,1015,15,8,81,10
2020-02-16 21:00:00,18,13,0.0,8.3,4,1,38,11:39 PM,01:04 PM,05:36 AM,06:59 PM,13,13,14,13,14,100,97,3.2,1017,14,7,76,8
2020-02-17 00:00:00,23,13,0.0,8.3,4,1,30,No moonrise,02:08 PM,05:37 AM,06:58 PM,13,13,13,13,10,100,98,1.1,1016,13,2,66,6
2020-02-17 03:00:00,23,13,0.0,8.3,4,1,30,No moonrise,02:08 PM,05:37 AM,06:58 PM,13,13,13,13,10,100,98,0.0,1015,13,0,50,7
2020-02-17 06:00:00,23,13,0.0,8.3,4,1,30,No moonrise,02:08 PM,05:37 AM,06:58 PM,13,13,14,13,9,81,95,0.0,1015,14,7,22,7
2020-02-17 09:00:00,23,13,0.0,8.3,4,4,30,No moonrise,02:08 PM,05:37 AM,06:58 PM,14,17,17,17,12,81,82,0.1,1015,17,10,25,10
2020-02-17 12:00:00,23,13,0.0,8.3,4,5,30,No moonrise,02:08 PM,05:37 AM,06:58 PM,15,22,23,22,14,84,64,1.6,1013,22,9,24,10
2020-02-17 15:00:00,23,13,0.0,8.3,4,5,30,No moonrise,02:08 PM,05:37 AM,06:58 PM,16,25,25,22,17,76,67,3.7,1010,22,8,28,10
2020-02-17 18:00:00,23,13,0.0,8.3,4,1,30,No moonrise,02:08 PM,05:37 AM,06:58 PM,16,19,20,19,13,81,83,2.5,1010,19,8,52,6
2020-02-17 21:00:00,23,13,0.0,8.3,4,1,30,No moonrise,02:08 PM,05:37 AM,06:58 PM,15,16,16,16,10,77,95,1.6,1011,16,10,64,5
2020-02-18 00:00:00,27,14,0.0,13.2,5,1,22,12:22 AM,03:10 PM,05:38 AM,06:57 PM,15,15,15,15,10,91,98,0.6,1011,15,3,33,6
2020-02-18 03:00:00,27,14,0.0,13.2,5,1,22,12:22 AM,03:10 PM,05:38 AM,06:57 PM,14,15,14,15,10,100,98,0.0,1009,14,0,9,5
2020-02-18 06:00:00,27,14,0.0,13.2,5,1,22,12:22 AM,03:10 PM,05:38 AM,06:57 PM,15,16,15,16,10,75,96,0.0,1009,15,1,8,6
2020-02-18 09:00:00,27,14,0.0,13.2,5,5,22,12:22 AM,03:10 PM,05:38 AM,06:57 PM,15,21,22,21,14,33,73,0.0,1007,21,7,231,11
2020-02-18 12:00:00,27,14,0.0,13.2,5,7,22,12:22 AM,03:10 PM,05:38 AM,06:57 PM,13,26,26,26,20,36,46,0.0,1005,26,10,317,17
2020-02-18 15:00:00,27,14,0.0,13.2,5,7,22,12:22 AM,03:10 PM,05:38 AM,06:57 PM,13,26,26,25,22,21,47,0.0,1002,25,10,310,17
2020-02-18 18:00:00,27,14,0.0,13.2,5,1,22,12:22 AM,03:10 PM,05:38 AM,06:57 PM,12,21,21,21,24,14,58,0.0,1001,21,10,299,14
2020-02-18 21:00:00,27,14,0.0,13.2,5,1,22,12:22 AM,03:10 PM,05:38 AM,06:57 PM,10,17,17,17,23,9,65,0.0,1002,17,10,273,13
2020-02-19 00:00:00,17,9,0.0,12.0,4,1,15,01:10 AM,04:07 PM,05:39 AM,06:56 PM,8,13,13,13,14,4,69,0.0,1002,13,10,271,8
2020-02-19 03:00:00,17,9,0.0,12.0,4,1,15,01:10 AM,04:07 PM,05:39 AM,06:56 PM,7,11,11,11,16,6,73,0.0,1003,11,10,290,8
2020-02-19 06:00:00,17,9,0.0,12.0,4,1,15,01:10 AM,04:07 PM,05:39 AM,06:56 PM,8,11,12,11,14,51,75,0.0,1004,12,10,258,9
2020-02-19 09:00:00,17,9,0.0,12.0,4,4,15,01:10 AM,04:07 PM,05:39 AM,06:56 PM,8,15,15,15,13,75,60,0.1,1004,15,10,234,11
2020-02-19 12:00:00,17,9,0.0,12.0,4,3,15,01:10 AM,04:07 PM,05:39 AM,06:56 PM,8,14,15,14,22,64,66,0.7,1005,15,10,213,17
2020-02-19 15:00:00,17,9,0.0,12.0,4,3,15,01:10 AM,04:07 PM,05:39 AM,06:56 PM,8,11,13,11,27,51,73,0.3,1005,13,10,222,20
2020-02-19 18:00:00,17,9,0.0,12.0,4,1,15,01:10 AM,04:07 PM,05:39 AM,06:56 PM,7,11,12,11,22,47,72,0.0,1007,12,10,215,15
2020-02-19 21:00:00,17,9,0.0,12.0,4,1,15,01:10 AM,04:07 PM,05:39 AM,06:56 PM,7,9,10,9,17,28,83,0.0,1009,10,10,230,10
2020-02-20 00:00:00,20,6,0.0,13.1,5,1,7,02:02 AM,04:58 PM,05:40 AM,06:54 PM,7,7,8,7,12,28,93,0.0,1010,8,5,241,7
2020-02-20 03:00:00,20,6,0.0,13.1,5,1,7,02:02 AM,04:58 PM,05:40 AM,06:54 PM,6,6,7,6,11,37,96,0.0,1010,7,2,227,6
2020-02-20 06:00:00,20,6,0.0,13.1,5,1,7,02:02 AM,04:58 PM,05:40 AM,06:54 PM,6,7,8,7,8,16,87,0.0,1011,8,7,225,6
2020-02-20 09:00:00,20,6,0.0,13.1,5,4,7,02:02 AM,04:58 PM,05:40 AM,06:54 PM,5,14,14,14,6,3,57,0.0,1012,14,10,229,6
2020-02-20 12:00:00,20,6,0.0,13.1,5,5,7,02:02 AM,04:58 PM,05:40 AM,06:54 PM,4,18,18,18,11,4,38,0.0,1011,18,10,204,9
2020-02-20 15:00:00,20,6,0.0,13.1,5,5,7,02:02 AM,04:58 PM,05:40 AM,06:54 PM,5,20,20,20,11,5,37,0.0,1010,20,10,187,10
2020-02-20 18:00:00,20,6,0.0,13.1,5,1,7,02:02 AM,04:58 PM,05:40 AM,06:54 PM,7,17,20,17,12,9,57,0.0,1012,17,10,174,7
2020-02-20 21:00:00,20,6,0.0,13.1,5,1,7,02:02 AM,04:58 PM,05:40 AM,06:54 PM,7,15,19,15,6,14,79,0.0,1014,15,10,124,3
2020-02-21 00:00:00,22,8,0.0,12.0,5,1,0,02:58 AM,05:43 PM,05:41 AM,06:53 PM,8,10,12,10,2,39,92,0.0,1015,10,10,71,1
2020-02-21 03:00:00,22,8,0.0,12.0,5,1,0,02:58 AM,05:43 PM,05:41 AM,06:53 PM,8,8,8,8,3,57,95,0.0,1015,8,5,175,1
2020-02-21 06:00:00,22,8,0.0,12.0,5,1,0,02:58 AM,05:43 PM,05:41 AM,06:53 PM,8,9,9,9,4,66,90,0.0,1016,9,7,221,3
2020-02-21 09:00:00,22,8,0.0,12.0,5,3,0,02:58 AM,05:43 PM,05:41 AM,06:53 PM,8,14,13,14,4,60,71,0.0,1017,13,10,192,4
2020-02-21 12:00:00,22,8,0.0,12.0,5,5,0,02:58 AM,05:43 PM,05:41 AM,06:53 PM,8,20,21,20,5,32,50,0.0,1016,19,10,165,5
2020-02-21 15:00:00,22,8,0.0,12.0,5,6,0,02:58 AM,05:43 PM,05:41 AM,06:53 PM,8,21,22,21,9,38,43,0.0,1015,21,10,152,8
2020-02-21 18:00:00,22,8,0.0,12.0,5,1,0,02:58 AM,05:43 PM,05:41 AM,06:53 PM,9,19,22,19,12,74,69,0.0,1018,19,10,107,9
2020-02-21 21:00:00,22,8,0.0,12.0,5,1,0,02:58 AM,05:43 PM,05:41 AM,06:53 PM,10,17,19,17,9,95,87,0.1,1021,17,10,100,6
2020-02-22 00:00:00,20,9,0.0,10.7,4,1,0,03:56 AM,06:21 PM,05:42 AM,06:52 PM,9,11,12,11,9,99,90,0.2,1022,12,5,104,7
2020-02-22 03:00:00,20,9,0.0,10.7,4,1,0,03:56 AM,06:21 PM,05:42 AM,06:52 PM,8,8,9,8,9,87,90,0.1,1022,9,7,81,7
2020-02-22 06:00:00,20,9,0.0,10.7,4,1,0,03:56 AM,06:21 PM,05:42 AM,06:52 PM,8,9,10,9,9,71,89,0.0,1023,10,10,52,7
2020-02-22 09:00:00,20,9,0.0,10.7,4,3,0,03:56 AM,06:21 PM,05:42 AM,06:52 PM,9,12,13,12,13,89,77,0.0,1024,13,10,39,11
2020-02-22 12:00:00,20,9,0.0,10.7,4,4,0,03:56 AM,06:21 PM,05:42 AM,06:52 PM,10,17,17,17,16,65,62,0.0,1022,17,10,50,14
2020-02-22 15:00:00,20,9,0.0,10.7,4,5,0,03:56 AM,06:21 PM,05:42 AM,06:52 PM,11,20,20,20,18,47,57,0.0,1020,20,10,61,16
2020-02-22 18:00:00,20,9,0.0,10.7,4,1,0,03:56 AM,06:21 PM,05:42 AM,06:52 PM,12,18,20,18,21,25,77,0.0,1021,18,10,68,14
2020-02-22 21:00:00,20,9,0.0,10.7,4,1,0,03:56 AM,06:21 PM,05:42 AM,06:52 PM,12,13,15,13,20,57,93,0.0,1022,14,5,55,13
2020-02-23 00:00:00,24,12,0.0,13.1,5,1,0,04:54 AM,06:56 PM,05:43 AM,06:51 PM,12,12,13,12,18,67,93,0.0,1023,13,7,35,13
2020-02-23 03:00:00,24,12,0.0,13.1,5,1,0,04:54 AM,06:56 PM,05:43 AM,06:51 PM,11,12,13,12,15,43,93,0.0,1022,13,10,15,9
2020-02-23 06:00:00,24,12,0.0,13.1,5,1,0,04:54 AM,06:56 PM,05:43 AM,06:51 PM,11,12,13,12,12,38,90,0.0,1023,13,10,5,8
2020-02-23 09:00:00,24,12,0.0,13.1,5,5,0,04:54 AM,06:56 PM,05:43 AM,06:51 PM,11,18,21,18,10,22,64,0.0,1023,19,10,241,8
2020-02-23 12:00:00,24,12,0.0,13.1,5,6,0,04:54 AM,06:56 PM,05:43 AM,06:51 PM,9,25,25,23,8,35,41,0.0,1021,23,10,121,7
2020-02-23 15:00:00,24,12,0.0,13.1,5,6,0,04:54 AM,06:56 PM,05:43 AM,06:51 PM,9,25,25,24,10,58,37,0.0,1019,24,10,239,8
2020-02-23 18:00:00,24,12,0.0,13.1,5,1,0,04:54 AM,06:56 PM,05:43 AM,06:51 PM,11,21,24,21,10,54,56,0.0,1019,21,10,121,6
2020-02-23 21:00:00,24,12,0.0,13.1,5,1,0,04:54 AM,06:56 PM,05:43 AM,06:51 PM,11,18,19,18,14,48,67,0.0,1020,18,10,221,7
2020-02-24 00:00:00,25,12,0.0,13.1,6,1,0,05:52 AM,07:26 PM,05:44 AM,06:49 PM,10,15,15,15,14,20,75,0.0,1020,15,10,325,6
2020-02-24 03:00:00,25,12,0.0,13.1,6,1,0,05:52 AM,07:26 PM,05:44 AM,06:49 PM,11,13,13,13,8,10,86,0.0,1020,13,10,311,4
2020-02-24 06:00:00,25,12,0.0,13.1,6,1,0,05:52 AM,07:26 PM,05:44 AM,06:49 PM,11,14,14,14,4,22,82,0.0,1021,14,10,288,2
2020-02-24 09:00:00,25,12,0.0,13.1,6,6,0,05:52 AM,07:26 PM,05:44 AM,06:49 PM,11,22,22,22,4,26,55,0.0,1020,22,10,126,3
2020-02-24 12:00:00,25,12,0.0,13.1,6,7,0,05:52 AM,07:26 PM,05:44 AM,06:49 PM,10,25,25,25,6,39,39,0.0,1019,25,10,43,5
2020-02-24 15:00:00,25,12,0.0,13.1,6,6,0,05:52 AM,07:26 PM,05:44 AM,06:49 PM,11,21,21,21,9,59,53,0.0,1017,21,10,243,6
2020-02-24 18:00:00,25,12,0.0,13.1,6,1,0,05:52 AM,07:26 PM,05:44 AM,06:49 PM,12,18,18,18,9,71,69,0.1,1018,18,9,170,5
2020-02-24 21:00:00,25,12,0.0,13.1,6,1,0,05:52 AM,07:26 PM,05:44 AM,06:49 PM,13,16,15,16,9,54,83,0.1,1019,15,10,50,4
2020-02-25 00:00:00,25,14,0.0,13.0,6,1,8,06:49 AM,07:54 PM,05:45 AM,06:48 PM,12,15,14,15,5,49,88,0.0,1018,14,10,96,3
2020-02-25 03:00:00,25,14,0.0,13.0,6,1,8,06:49 AM,07:54 PM,05:45 AM,06:48 PM,11,14,14,14,9,36,83,0.0,1016,14,10,257,4
2020-02-25 06:00:00,25,14,0.0,13.0,6,1,8,06:49 AM,07:54 PM,05:45 AM,06:48 PM,10,15,15,15,10,23,75,0.0,1017,15,10,353,5
2020-02-25 09:00:00,25,14,0.0,13.0,6,6,8,06:49 AM,07:54 PM,05:45 AM,06:48 PM,11,21,22,21,11,18,56,0.0,1015,21,10,322,9
2020-02-25 12:00:00,25,14,0.0,13.0,6,6,8,06:49 AM,07:54 PM,05:45 AM,06:48 PM,11,25,25,24,13,40,44,0.0,1013,24,10,306,11
2020-02-25 15:00:00,25,14,0.0,13.0,6,6,8,06:49 AM,07:54 PM,05:45 AM,06:48 PM,10,25,25,24,15,49,41,0.0,1010,24,10,297,12
2020-02-25 18:00:00,25,14,0.0,13.0,6,1,8,06:49 AM,07:54 PM,05:45 AM,06:48 PM,11,22,25,22,17,27,55,0.0,1010,22,10,303,9
2020-02-25 21:00:00,25,14,0.0,13.0,6,1,8,06:49 AM,07:54 PM,05:45 AM,06:48 PM,11,19,22,19,15,13,68,0.0,1010,19,10,315,7
2020-02-26 00:00:00,24,14,0.0,13.0,6,1,15,07:45 AM,08:20 PM,05:46 AM,06:47 PM,10,15,16,15,15,10,74,0.0,1008,15,10,328,7
2020-02-26 03:00:00,24,14,0.0,13.0,6,1,15,07:45 AM,08:20 PM,05:46 AM,06:47 PM,10,14,14,14,15,15,79,0.0,1006,14,10,344,7
2020-02-26 06:00:00,24,14,0.0,13.0,6,1,15,07:45 AM,08:20 PM,05:46 AM,06:47 PM,12,16,16,16,24,20,75,0.0,1006,16,10,326,14
2020-02-26 09:00:00,24,14,0.0,13.0,6,6,15,07:45 AM,08:20 PM,05:46 AM,06:47 PM,12,21,22,21,33,49,56,0.0,1005,21,10,302,27
2020-02-26 12:00:00,24,14,0.0,13.0,6,6,15,07:45 AM,08:20 PM,05:46 AM,06:47 PM,8,24,24,24,32,28,37,0.0,1004,24,10,284,28
2020-02-26 15:00:00,24,14,0.0,13.0,6,6,15,07:45 AM,08:20 PM,05:46 AM,06:47 PM,1,23,23,23,27,5,24,0.0,1005,23,10,285,23
2020-02-26 18:00:00,24,14,0.0,13.0,6,1,15,07:45 AM,08:20 PM,05:46 AM,06:47 PM,4,20,23,20,24,10,56,0.0,1008,20,10,228,18
2020-02-26 21:00:00,24,14,0.0,13.0,6,1,15,07:45 AM,08:20 PM,05:46 AM,06:47 PM,5,18,22,18,12,50,79,0.0,1011,18,10,183,8
2020-02-27 00:00:00,24,6,0.0,13.0,4,1,23,08:40 AM,08:47 PM,05:47 AM,06:45 PM,4,11,13,11,6,62,77,0.0,1013,11,10,168,5
2020-02-27 03:00:00,24,6,0.0,13.0,4,1,23,08:40 AM,08:47 PM,05:47 AM,06:45 PM,4,7,7,7,7,56,81,0.0,1012,7,10,97,5
2020-02-27 06:00:00,24,6,0.0,13.0,4,1,23,08:40 AM,08:47 PM,05:47 AM,06:45 PM,5,7,8,7,7,31,80,0.0,1013,8,10,40,5
2020-02-27 09:00:00,24,6,0.0,13.0,4,4,23,08:40 AM,08:47 PM,05:47 AM,06:45 PM,4,14,14,14,10,10,53,0.0,1012,14,10,241,8
2020-02-27 12:00:00,24,6,0.0,13.0,4,6,23,08:40 AM,08:47 PM,05:47 AM,06:45 PM,-0,22,21,22,12,2,25,0.0,1009,22,10,314,10
2020-02-27 15:00:00,24,6,0.0,13.0,4,6,23,08:40 AM,08:47 PM,05:47 AM,06:45 PM,-2,23,23,24,12,22,18,0.0,1006,24,10,294,10
2020-02-27 18:00:00,24,6,0.0,13.0,4,1,23,08:40 AM,08:47 PM,05:47 AM,06:45 PM,1,24,24,23,11,11,36,0.0,1008,23,10,288,7
2020-02-27 21:00:00,24,6,0.0,13.0,4,1,23,08:40 AM,08:47 PM,05:47 AM,06:45 PM,5,21,24,21,8,2,71,0.0,1010,21,10,250,4
2020-02-28 00:00:00,23,7,0.0,13.0,5,1,30,09:36 AM,09:14 PM,05:48 AM,06:44 PM,5,12,13,12,7,1,81,0.0,1010,12,10,262,4
2020-02-28 03:00:00,23,7,0.0,13.0,5,1,30,09:36 AM,09:14 PM,05:48 AM,06:44 PM,3,7,7,7,8,5,75,0.0,1010,7,10,310,4
2020-02-28 06:00:00,23,7,0.0,13.0,5,1,30,09:36 AM,09:14 PM,05:48 AM,06:44 PM,3,8,8,8,6,63,68,0.0,1011,8,10,252,4
2020-02-28 09:00:00,23,7,0.0,13.0,5,3,30,09:36 AM,09:14 PM,05:48 AM,06:44 PM,4,14,14,14,9,33,52,0.0,1012,14,10,197,7
2020-02-28 12:00:00,23,7,0.0,13.0,5,6,30,09:36 AM,09:14 PM,05:48 AM,06:44 PM,5,21,21,21,7,5,36,0.0,1012,21,10,177,6
2020-02-28 15:00:00,23,7,0.0,13.0,5,6,30,09:36 AM,09:14 PM,05:48 AM,06:44 PM,5,24,24,23,7,6,31,0.0,1011,23,10,146,6
2020-02-28 18:00:00,23,7,0.0,13.0,5,1,30,09:36 AM,09:14 PM,05:48 AM,06:44 PM,8,21,23,21,14,7,65,0.0,1013,21,10,99,9
2020-02-28 21:00:00,23,7,0.0,13.0,5,1,30,09:36 AM,09:14 PM,05:48 AM,06:44 PM,10,17,20,17,15,65,88,0.0,1016,17,10,63,10
2020-02-29 00:00:00,27,11,0.0,12.9,5,1,38,10:31 AM,09:43 PM,05:49 AM,06:43 PM,10,13,14,13,12,89,88,0.0,1017,13,10,36,9
2020-02-29 03:00:00,27,11,0.0,12.9,5,1,38,10:31 AM,09:43 PM,05:49 AM,06:43 PM,9,10,11,10,12,45,89,0.0,1017,11,10,15,8
2020-02-29 06:00:00,27,11,0.0,12.9,5,1,38,10:31 AM,09:43 PM,05:49 AM,06:43 PM,9,10,11,10,13,18,87,0.0,1017,11,10,242,9
2020-02-29 09:00:00,27,11,0.0,12.9,5,5,38,10:31 AM,09:43 PM,05:49 AM,06:43 PM,8,18,20,18,11,8,57,0.0,1016,18,10,338,9
2020-02-29 12:00:00,27,11,0.0,12.9,5,6,38,10:31 AM,09:43 PM,05:49 AM,06:43 PM,7,25,25,25,9,6,33,0.0,1014,25,10,348,8
2020-02-29 15:00:00,27,11,0.0,12.9,5,7,38,10:31 AM,09:43 PM,05:49 AM,06:43 PM,7,26,26,26,12,12,30,0.0,1012,26,10,359,11
2020-02-29 18:00:00,27,11,0.0,12.9,5,1,38,10:31 AM,09:43 PM,05:49 AM,06:43 PM,10,26,26,25,15,10,57,0.0,1013,25,10,160,9
2020-02-29 21:00:00,27,11,0.0,12.9,5,1,38,10:31 AM,09:43 PM,05:49 AM,06:43 PM,11,21,23,21,11,6,77,0.0,1014,21,10,242,5
2020-03-01 00:00:00,26,11,0.0,12.9,6,1,44,11:29 AM,10:14 PM,05:50 AM,06:41 PM,10,15,16,15,6,5,83,0.0,1014,15,10,132,3
2020-03-01 03:00:00,26,11,0.0,12.9,6,1,44,11:29 AM,10:14 PM,05:50 AM,06:41 PM,9,12,12,12,7,4,83,0.0,1013,12,10,234,4
2020-03-01 06:00:00,26,11,0.0,12.9,6,1,44,11:29 AM,10:14 PM,05:50 AM,06:41 PM,8,13,13,13,10,4,73,0.0,1012,13,10,114,5
2020-03-01 09:00:00,26,11,0.0,12.9,6,6,44,11:29 AM,10:14 PM,05:50 AM,06:41 PM,7,20,21,20,16,4,45,0.0,1011,20,10,220,13
2020-03-01 12:00:00,26,11,0.0,12.9,6,7,44,11:29 AM,10:14 PM,05:50 AM,06:41 PM,7,25,25,26,21,6,31,0.0,1010,26,10,311,18
2020-03-01 15:00:00,26,11,0.0,12.9,6,7,44,11:29 AM,10:14 PM,05:50 AM,06:41 PM,7,26,26,26,21,10,29,0.0,1007,26,10,298,18
2020-03-01 18:00:00,26,11,0.0,12.9,6,1,44,11:29 AM,10:14 PM,05:50 AM,06:41 PM,7,27,27,24,17,7,41,0.0,1007,24,10,299,10
2020-03-01 21:00:00,26,11,0.0,12.9,6,1,44,11:29 AM,10:14 PM,05:50 AM,06:41 PM,7,21,25,21,15,8,51,0.0,1008,21,10,304,8
2020-03-02 00:00:00,27,15,0.0,12.9,6,1,51,12:27 PM,10:50 PM,05:50 AM,06:40 PM,6,17,18,17,15,8,52,0.0,1007,17,10,331,7
2020-03-02 03:00:00,27,15,0.0,12.9,6,1,51,12:27 PM,10:50 PM,05:50 AM,06:40 PM,5,16,16,16,14,5,49,0.0,1007,16,10,335,7
2020-03-02 06:00:00,27,15,0.0,12.9,6,1,51,12:27 PM,10:50 PM,05:50 AM,06:40 PM,5,17,17,17,18,40,46,0.0,1009,17,10,310,9
2020-03-02 09:00:00,27,15,0.0,12.9,6,6,51,12:27 PM,10:50 PM,05:50 AM,06:40 PM,6,22,22,22,22,28,34,0.0,1010,22,10,292,17
2020-03-02 12:00:00,27,15,0.0,12.9,6,7,51,12:27 PM,10:50 PM,05:50 AM,06:40 PM,6,25,25,26,26,19,28,0.0,1010,26,10,281,23
2020-03-02 15:00:00,27,15,0.0,12.9,6,7,51,12:27 PM,10:50 PM,05:50 AM,06:40 PM,8,25,25,25,22,23,33,0.0,1011,25,10,257,18
2020-03-02 18:00:00,27,15,0.0,12.9,6,1,51,12:27 PM,10:50 PM,05:50 AM,06:40 PM,9,26,26,23,17,15,56,0.0,1014,23,10,193,12
2020-03-02 21:00:00,27,15,0.0,12.9,6,1,51,12:27 PM,10:50 PM,05:50 AM,06:40 PM,8,20,23,20,10,53,77,0.0,1017,20,10,168,7
2020-03-03 00:00:00,23,9,0.0,11.9,4,1,58,01:27 PM,11:32 PM,05:51 AM,06:39 PM,8,13,14,13,6,60,84,0.0,1018,13,10,206,4
2020-03-03 03:00:00,23,9,0.0,11.9,4,1,58,01:27 PM,11:32 PM,05:51 AM,06:39 PM,8,10,10,10,5,34,88,0.0,1018,10,10,213,3
2020-03-03 06:00:00,23,9,0.0,11.9,4,1,58,01:27 PM,11:32 PM,05:51 AM,06:39 PM,8,11,10,11,3,63,86,0.0,1019,10,10,184,2
2020-03-03 09:00:00,23,9,0.0,11.9,4,3,58,01:27 PM,11:32 PM,05:51 AM,06:39 PM,9,15,15,15,5,65,68,0.0,1019,15,10,87,4
2020-03-03 12:00:00,23,9,0.0,11.9,4,6,58,01:27 PM,11:32 PM,05:51 AM,06:39 PM,10,21,22,21,8,41,50,0.0,1018,21,10,76,6
2020-03-03 15:00:00,23,9,0.0,11.9,4,6,58,01:27 PM,11:32 PM,05:51 AM,06:39 PM,11,21,21,21,14,30,52,0.0,1017,21,10,70,12
2020-03-03 18:00:00,23,9,0.0,11.9,4,1,58,01:27 PM,11:32 PM,05:51 AM,06:39 PM,10,19,20,19,16,47,76,0.1,1018,19,10,74,12
2020-03-03 21:00:00,23,9,0.0,11.9,4,1,58,01:27 PM,11:32 PM,05:51 AM,06:39 PM,11,15,19,15,14,79,91,0.0,1020,15,10,69,9
2020-03-04 00:00:00,13,8,0.0,8.0,3,1,65,02:27 PM,No moonset,05:52 AM,06:37 PM,11,13,14,13,10,79,93,0.0,1020,13,10,55,6
2020-03-04 03:00:00,13,8,0.0,8.0,3,1,65,02:27 PM,No moonset,05:52 AM,06:37 PM,11,12,12,12,10,91,92,0.0,1019,12,10,47,7
2020-03-04 06:00:00,13,8,0.0,8.0,3,1,65,02:27 PM,No moonset,05:52 AM,06:37 PM,12,12,13,12,10,100,93,0.1,1019,13,5,54,8
2020-03-04 09:00:00,13,8,0.0,8.0,3,3,65,02:27 PM,No moonset,05:52 AM,06:37 PM,12,12,13,12,10,100,95,1.0,1019,13,7,50,8
2020-03-04 12:00:00,13,8,0.0,8.0,3,3,65,02:27 PM,No moonset,05:52 AM,06:37 PM,12,13,13,13,13,100,95,1.7,1017,13,9,50,9
2020-03-04 15:00:00,13,8,0.0,8.0,3,3,65,02:27 PM,No moonset,05:52 AM,06:37 PM,13,13,13,13,11,100,97,5.6,1015,13,6,56,8
2020-03-04 18:00:00,13,8,0.0,8.0,3,1,65,02:27 PM,No moonset,05:52 AM,06:37 PM,13,11,13,11,13,100,98,3.8,1015,11,8,49,8
2020-03-04 21:00:00,13,8,0.0,8.0,3,1,65,02:27 PM,No moonset,05:52 AM,06:37 PM,14,9,11,9,21,100,97,2.4,1015,9,8,39,13
2020-03-05 00:00:00,16,13,0.0,8.0,4,1,73,03:25 PM,12:21 AM,05:53 AM,06:36 PM,14,12,13,12,24,100,96,1.2,1013,13,4,38,15
2020-03-05 03:00:00,16,13,0.0,8.0,4,1,73,03:25 PM,12:21 AM,05:53 AM,06:36 PM,14,14,15,14,26,100,95,0.7,1011,15,7,37,17
2020-03-05 06:00:00,16,13,0.0,8.0,4,1,73,03:25 PM,12:21 AM,05:53 AM,06:36 PM,14,15,15,15,25,100,95,0.7,1009,15,4,34,17
2020-03-05 09:00:00,16,13,0.0,8.0,4,4,73,03:25 PM,12:21 AM,05:53 AM,06:36 PM,14,15,15,15,30,100,95,3.3,1009,15,5,36,19
2020-03-05 12:00:00,16,13,0.0,8.0,4,4,73,03:25 PM,12:21 AM,05:53 AM,06:36 PM,15,16,16,16,28,97,94,6.5,1008,16,7,22,18
2020-03-05 15:00:00,16,13,0.0,8.0,4,4,73,03:25 PM,12:21 AM,05:53 AM,06:36 PM,14,16,16,16,19,83,91,8.0,1006,16,6,13,13
2020-03-05 18:00:00,16,13,0.0,8.0,4,1,73,03:25 PM,12:21 AM,05:53 AM,06:36 PM,14,14,15,14,14,80,95,3.2,1006,15,3,22,9
2020-03-05 21:00:00,16,13,0.0,8.0,4,1,73,03:25 PM,12:21 AM,05:53 AM,06:36 PM,13,14,13,14,10,69,97,0.6,1006,13,4,234,5
2020-03-06 00:00:00,19,10,0.0,9.3,4,1,80,04:19 PM,01:19 AM,05:54 AM,06:35 PM,12,13,13,13,6,54,97,0.2,1006,13,3,300,3
2020-03-06 03:00:00,19,10,0.0,9.3,4,1,80,04:19 PM,01:19 AM,05:54 AM,06:35 PM,11,12,12,12,7,52,96,0.0,1007,12,2,258,3
