date_time,Dampier_maxtempC,Dampier_mintempC,Dampier_totalSnow_cm,Dampier_sunHour,Dampier_uvIndex,Dampier_uvIndex,Dampier_moon_illumination,Dampier_moonrise,Dampier_moonset,Dampier_sunrise,Dampier_sunset,Dampier_DewPointC,Dampier_FeelsLikeC,Dampier_HeatIndexC,Dampier_WindChillC,Dampier_WindGustKmph,Dampier_cloudcover,Dampier_humidity,Dampier_precipMM,Dampier_pressure,Dampier_tempC,Dampier_visibility,Dampier_winddirDegree,Dampier_windspeedKmph
2020-01-02 03:00:00,31,27,0.0,13.2,8,1,44,11:29 AM,11:59 PM,05:36 AM,06:58 PM,22,31,31,28,28,35,70,1.1,1009,28,9,243,19
2020-01-02 06:00:00,31,27,0.0,13.2,8,1,44,11:29 AM,11:59 PM,05:36 AM,06:58 PM,21,30,30,28,15,73,65,3.8,1010,28,7,253,9
2020-01-02 09:00:00,31,27,0.0,13.2,8,7,44,11:29 AM,11:59 PM,05:36 AM,06:58 PM,20,32,32,30,8,59,56,3.2,1011,30,8,293,5
2020-01-02 12:00:00,31,27,0.0,13.2,8,8,44,11:29 AM,11:59 PM,05:36 AM,06:58 PM,20,33,33,31,16,21,51,0.0,1009,31,10,298,13
2020-01-02 15:00:00,31,27,0.0,13.2,8,8,44,11:29 AM,11:59 PM,05:36 AM,06:58 PM,20,33,33,31,22,27,54,0.0,1008,31,10,298,17
2020-01-02 18:00:00,31,27,0.0,13.2,8,1,44,11:29 AM,11:59 PM,05:36 AM,06:58 PM,21,33,33,30,26,28,58,0.0,1007,30,10,295,20
2020-01-02 21:00:00,31,27,0.0,13.2,8,1,44,11:29 AM,11:59 PM,05:36 AM,06:58 PM,22,32,32,29,29,30,66,0.0,1008,29,10,283,21
2020-01-03 00:00:00,33,29,0.0,13.2,8,1,51,12:17 PM,No moonset,05:37 AM,06:58 PM,21,32,32,29,24,25,63,0.0,1008,29,10,283,17
2020-01-03 03:00:00,33,29,0.0,13.2,8,1,51,12:17 PM,No moonset,05:37 AM,06:58 PM,22,32,32,29,15,19,68,0.0,1007,29,10,205,10
2020-01-03 06:00:00,33,29,0.0,13.2,8,1,51,12:17 PM,No moonset,05:37 AM,06:58 PM,22,33,33,30,10,17,63,0.0,1006,30,10,90,7
2020-01-03 09:00:00,33,29,0.0,13.2,8,8,51,12:17 PM,No moonset,05:37 AM,06:58 PM,21,34,34,31,7,12,55,0.0,1007,31,10,140,5
2020-01-03 12:00:00,33,29,0.0,13.2,8,8,51,12:17 PM,No moonset,05:37 AM,06:58 PM,21,35,35,31,11,23,56,0.0,1006,31,10,94,9
2020-01-03 15:00:00,33,29,0.0,13.2,8,8,51,12:17 PM,No moonset,05:37 AM,06:58 PM,21,36,36,32,17,37,51,0.0,1004,32,10,49,15
2020-01-03 18:00:00,33,29,0.0,13.2,8,1,51,12:17 PM,No moonset,05:37 AM,06:58 PM,21,35,35,32,22,17,54,0.0,1003,32,10,29,17
2020-01-03 21:00:00,33,29,0.0,13.2,8,1,51,12:17 PM,No moonset,05:37 AM,06:58 PM,23,34,34,30,23,9,67,0.0,1004,30,10,10,17
2020-01-04 00:00:00,34,27,0.0,13.2,8,1,59,01:06 PM,12:33 AM,05:38 AM,06:58 PM,23,33,33,29,17,11,71,0.0,1004,29,10,11,12
2020-01-04 03:00:00,34,27,0.0,13.2,8,1,59,01:06 PM,12:33 AM,05:38 AM,06:58 PM,23,32,32,28,17,8,73,0.0,1003,28,10,34,11
2020-01-04 06:00:00,34,27,0.0,13.2,8,1,59,01:06 PM,12:33 AM,05:38 AM,06:58 PM,23,32,32,29,18,6,71,0.0,1004,29,10,79,13
2020-01-04 09:00:00,34,27,0.0,13.2,8,8,59,01:06 PM,12:33 AM,05:38 AM,06:58 PM,23,36,36,31,27,6,63,0.0,1005,31,10,70,23
2020-01-04 12:00:00,34,27,0.0,13.2,8,8,59,01:06 PM,12:33 AM,05:38 AM,06:58 PM,23,39,39,33,31,8,55,0.0,1004,33,10,58,27
2020-01-04 15:00:00,34,27,0.0,13.2,8,8,59,01:06 PM,12:33 AM,05:38 AM,06:58 PM,23,39,39,34,27,8,53,0.0,1003,34,10,36,24
2020-01-04 18:00:00,34,27,0.0,13.2,8,1,59,01:06 PM,12:33 AM,05:38 AM,06:58 PM,23,37,37,32,33,5,62,0.0,1003,32,10,19,27
2020-01-04 21:00:00,34,27,0.0,13.2,8,1,59,01:06 PM,12:33 AM,05:38 AM,06:58 PM,24,33,33,29,42,20,75,3.3,1005,29,8,65,28
2020-01-05 00:00:00,34,28,0.0,13.2,7,1,66,01:56 PM,01:07 AM,05:38 AM,06:58 PM,23,30,30,27,34,63,76,10.0,1006,27,3,133,16
2020-01-05 03:00:00,34,28,0.0,13.2,7,1,66,01:56 PM,01:07 AM,05:38 AM,06:58 PM,22,32,32,29,17,58,66,6.6,1005,29,5,76,10
2020-01-05 06:00:00,34,28,0.0,13.2,7,1,66,01:56 PM,01:07 AM,05:38 AM,06:58 PM,22,32,32,29,24,36,65,0.0,1006,29,10,113,19
2020-01-05 09:00:00,34,28,0.0,13.2,7,8,66,01:56 PM,01:07 AM,05:38 AM,06:58 PM,20,33,33,30,35,55,56,0.1,1007,30,10,98,29
2020-01-05 12:00:00,34,28,0.0,13.2,7,8,66,01:56 PM,01:07 AM,05:38 AM,06:58 PM,19,33,33,31,37,6,47,0.0,1007,31,10,86,32
2020-01-05 15:00:00,34,28,0.0,13.2,7,8,66,01:56 PM,01:07 AM,05:38 AM,06:58 PM,19,36,36,33,33,12,44,0.0,1006,33,10,57,29
2020-01-05 18:00:00,34,28,0.0,13.2,7,1,66,01:56 PM,01:07 AM,05:38 AM,06:58 PM,21,35,35,32,32,21,53,0.0,1005,32,10,37,26
2020-01-05 21:00:00,34,28,0.0,13.2,7,1,66,01:56 PM,01:07 AM,05:38 AM,06:58 PM,23,34,34,30,33,12,65,0.0,1007,30,10,39,25
2020-01-06 00:00:00,34,28,0.0,10.8,7,1,73,02:47 PM,01:43 AM,05:39 AM,06:59 PM,23,33,33,30,20,34,67,0.1,1007,30,10,125,14
2020-01-06 03:00:00,34,28,0.0,10.8,7,1,73,02:47 PM,01:43 AM,05:39 AM,06:59 PM,22,32,32,29,7,84,68,0.8,1006,29,10,275,4
2020-01-06 06:00:00,34,28,0.0,10.8,7,1,73,02:47 PM,01:43 AM,05:39 AM,06:59 PM,22,32,32,29,19,72,66,1.8,1007,29,9,206,13
2020-01-06 09:00:00,34,28,0.0,10.8,7,7,73,02:47 PM,01:43 AM,05:39 AM,06:59 PM,21,35,35,32,30,72,51,2.1,1007,32,9,153,20
2020-01-06 12:00:00,34,28,0.0,10.8,7,7,73,02:47 PM,01:43 AM,05:39 AM,06:59 PM,20,37,37,34,35,76,45,2.4,1006,34,9,87,23
2020-01-06 15:00:00,34,28,0.0,10.8,7,8,73,02:47 PM,01:43 AM,05:39 AM,06:59 PM,20,37,37,33,36,53,47,1.6,1004,33,9,50,25
2020-01-06 18:00:00,34,28,0.0,10.8,7,1,73,02:47 PM,01:43 AM,05:39 AM,06:59 PM,21,36,36,32,28,12,51,0.0,1004,32,10,110,22
2020-01-06 21:00:00,34,28,0.0,10.8,7,1,73,02:47 PM,01:43 AM,05:39 AM,06:59 PM,22,34,34,31,23,35,59,0.0,1005,31,10,260,17
2020-01-07 00:00:00,34,29,0.0,13.2,7,1,80,03:42 PM,02:22 AM,05:39 AM,06:59 PM,22,34,34,30,15,79,61,0.4,1004,30,10,245,11
2020-01-07 03:00:00,34,29,0.0,13.2,7,1,80,03:42 PM,02:22 AM,05:39 AM,06:59 PM,21,33,33,30,23,54,61,0.6,1003,30,9,254,15
2020-01-07 06:00:00,34,29,0.0,13.2,7,1,80,03:42 PM,02:22 AM,05:39 AM,06:59 PM,21,33,33,30,21,17,61,0.0,1003,30,10,247,14
2020-01-07 09:00:00,34,29,0.0,13.2,7,8,80,03:42 PM,02:22 AM,05:39 AM,06:59 PM,21,35,35,32,15,27,53,0.0,1004,32,10,194,12
2020-01-07 12:00:00,34,29,0.0,13.2,7,8,80,03:42 PM,02:22 AM,05:39 AM,06:59 PM,21,37,37,33,19,33,49,0.0,1002,33,10,108,15
2020-01-07 15:00:00,34,29,0.0,13.2,7,8,80,03:42 PM,02:22 AM,05:39 AM,06:59 PM,22,37,37,33,18,24,52,0.0,1001,33,10,172,14
2020-01-07 18:00:00,34,29,0.0,13.2,7,1,80,03:42 PM,02:22 AM,05:39 AM,06:59 PM,22,37,37,33,27,60,58,0.6,1001,33,10,263,21
2020-01-07 21:00:00,34,29,0.0,13.2,7,1,80,03:42 PM,02:22 AM,05:39 AM,06:59 PM,22,34,34,30,39,78,69,1.5,1002,30,10,210,27
2020-01-08 00:00:00,35,26,0.0,13.2,7,1,88,04:39 PM,03:06 AM,05:40 AM,06:59 PM,23,34,34,30,25,76,66,0.8,1002,30,9,236,17
2020-01-08 03:00:00,35,26,0.0,13.2,7,1,88,04:39 PM,03:06 AM,05:40 AM,06:59 PM,23,33,33,30,19,52,66,0.7,1000,30,9,254,13
2020-01-08 06:00:00,35,26,0.0,13.2,7,1,88,04:39 PM,03:06 AM,05:40 AM,06:59 PM,22,33,33,30,14,9,64,0.0,1000,30,10,198,10
2020-01-08 09:00:00,35,26,0.0,13.2,7,8,88,04:39 PM,03:06 AM,05:40 AM,06:59 PM,21,36,36,32,22,16,51,0.0,1000,32,10,131,18
2020-01-08 12:00:00,35,26,0.0,13.2,7,8,88,04:39 PM,03:06 AM,05:40 AM,06:59 PM,22,39,39,34,30,39,49,0.0,998,34,10,204,26
2020-01-08 15:00:00,35,26,0.0,13.2,7,7,88,04:39 PM,03:06 AM,05:40 AM,06:59 PM,23,37,37,32,30,59,57,0.5,996,32,10,271,24
2020-01-08 18:00:00,35,26,0.0,13.2,7,1,88,04:39 PM,03:06 AM,05:40 AM,06:59 PM,22,35,35,31,33,66,55,1.4,997,31,10,267,22
2020-01-08 21:00:00,35,26,0.0,13.2,7,1,88,04:39 PM,03:06 AM,05:40 AM,06:59 PM,22,31,31,27,35,69,56,0.9,998,27,9,252,21
2020-01-09 00:00:00,34,26,0.0,13.2,7,1,95,05:39 PM,03:55 AM,05:41 AM,06:59 PM,22,30,30,28,30,59,54,0.0,998,28,10,217,17
2020-01-09 03:00:00,34,26,0.0,13.2,7,1,95,05:39 PM,03:55 AM,05:41 AM,06:59 PM,20,34,34,31,41,63,53,0.1,998,31,10,240,24
2020-01-09 06:00:00,34,26,0.0,13.2,7,1,95,05:39 PM,03:55 AM,05:41 AM,06:59 PM,19,32,32,30,42,11,50,0.0,1000,30,10,239,30
2020-01-09 09:00:00,34,26,0.0,13.2,7,8,95,05:39 PM,03:55 AM,05:41 AM,06:59 PM,18,34,34,32,32,8,44,0.0,1001,32,10,239,28
2020-01-09 12:00:00,34,26,0.0,13.2,7,8,95,05:39 PM,03:55 AM,05:41 AM,06:59 PM,21,38,38,34,33,10,46,0.0,1001,34,10,255,29
2020-01-09 15:00:00,34,26,0.0,13.2,7,8,95,05:39 PM,03:55 AM,05:41 AM,06:59 PM,22,37,37,33,47,15,52,0.0,999,33,10,277,41
2020-01-09 18:00:00,34,26,0.0,13.2,7,1,95,05:39 PM,03:55 AM,05:41 AM,06:59 PM,22,35,35,31,53,25,59,0.0,999,31,10,267,43
2020-01-09 21:00:00,34,26,0.0,13.2,7,1,95,05:39 PM,03:55 AM,05:41 AM,06:59 PM,22,32,32,29,61,31,61,0.0,1001,29,10,267,42
2020-01-10 00:00:00,37,30,0.0,13.2,8,1,100,06:38 PM,04:50 AM,05:41 AM,06:59 PM,21,31,31,28,61,36,53,0.0,1001,28,10,256,40
2020-01-10 03:00:00,37,30,0.0,13.2,8,1,100,06:38 PM,04:50 AM,05:41 AM,06:59 PM,18,33,33,32,48,19,46,0.0,1001,32,10,236,30
2020-01-10 06:00:00,37,30,0.0,13.2,8,1,100,06:38 PM,04:50 AM,05:41 AM,06:59 PM,20,34,34,32,27,18,49,0.0,1002,32,10,196,17
2020-01-10 09:00:00,37,30,0.0,13.2,8,8,100,06:38 PM,04:50 AM,05:41 AM,06:59 PM,23,40,40,34,24,8,51,0.0,1003,34,10,113,19
2020-01-10 12:00:00,37,30,0.0,13.2,8,9,100,06:38 PM,04:50 AM,05:41 AM,06:59 PM,24,43,43,36,28,10,49,0.0,1003,36,10,85,24
2020-01-10 15:00:00,37,30,0.0,13.2,8,8,100,06:38 PM,04:50 AM,05:41 AM,06:59 PM,24,43,43,36,25,37,51,0.0,1002,36,10,47,21
2020-01-10 18:00:00,37,30,0.0,13.2,8,1,100,06:38 PM,04:50 AM,05:41 AM,06:59 PM,25,40,40,33,31,72,65,1.6,1002,33,9,89,22
2020-01-10 21:00:00,37,30,0.0,13.2,8,1,100,06:38 PM,04:50 AM,05:41 AM,06:59 PM,24,36,36,30,35,72,70,3.6,1004,30,8,226,21
2020-01-11 00:00:00,34,30,0.0,13.3,7,1,100,07:36 PM,05:50 AM,05:42 AM,07:00 PM,22,34,34,30,26,76,64,1.2,1005,30,9,196,18
2020-01-11 03:00:00,34,30,0.0,13.3,7,1,100,07:36 PM,05:50 AM,05:42 AM,07:00 PM,21,34,34,31,19,45,58,0.7,1004,31,10,146,12
2020-01-11 06:00:00,34,30,0.0,13.3,7,1,100,07:36 PM,05:50 AM,05:42 AM,07:00 PM,23,35,35,31,19,9,62,0.0,1004,31,10,119,14
2020-01-11 09:00:00,34,30,0.0,13.3,7,8,100,07:36 PM,05:50 AM,05:42 AM,07:00 PM,23,37,37,32,23,11,59,0.0,1005,32,10,101,18
2020-01-11 12:00:00,34,30,0.0,13.3,7,8,100,07:36 PM,05:50 AM,05:42 AM,07:00 PM,22,38,38,33,22,19,52,0.0,1006,33,10,73,19
2020-01-11 15:00:00,34,30,0.0,13.3,7,7,100,07:36 PM,05:50 AM,05:42 AM,07:00 PM,23,38,38,33,24,45,55,0.1,1005,33,10,21,21
2020-01-11 18:00:00,34,30,0.0,13.3,7,1,100,07:36 PM,05:50 AM,05:42 AM,07:00 PM,23,36,36,32,21,80,62,0.2,1005,32,10,108,17
2020-01-11 21:00:00,34,30,0.0,13.3,7,1,100,07:36 PM,05:50 AM,05:42 AM,07:00 PM,24,35,35,30,15,53,68,0.1,1007,30,10,284,11
2020-01-12 00:00:00,37,30,0.0,12.1,7,1,83,08:30 PM,06:53 AM,05:43 AM,07:00 PM,24,35,35,30,11,38,68,0.2,1007,30,10,214,8
2020-01-12 03:00:00,37,30,0.0,12.1,7,1,83,08:30 PM,06:53 AM,05:43 AM,07:00 PM,24,35,35,30,14,81,69,0.6,1005,30,9,192,10
2020-01-12 06:00:00,37,30,0.0,12.1,7,1,83,08:30 PM,06:53 AM,05:43 AM,07:00 PM,24,36,36,31,13,84,68,0.3,1005,31,9,179,9
2020-01-12 09:00:00,37,30,0.0,12.1,7,8,83,08:30 PM,06:53 AM,05:43 AM,07:00 PM,23,39,39,33,15,61,58,0.1,1006,33,10,130,12
2020-01-12 12:00:00,37,30,0.0,12.1,7,9,83,08:30 PM,06:53 AM,05:43 AM,07:00 PM,23,42,42,36,19,8,48,0.0,1005,36,10,81,16
2020-01-12 15:00:00,37,30,0.0,12.1,7,9,83,08:30 PM,06:53 AM,05:43 AM,07:00 PM,23,43,43,36,17,10,48,0.0,1003,36,10,127,14
2020-01-12 18:00:00,37,30,0.0,12.1,7,1,83,08:30 PM,06:53 AM,05:43 AM,07:00 PM,24,40,40,33,27,36,59,0.5,1003,33,10,284,19
2020-01-12 21:00:00,37,30,0.0,12.1,7,1,83,08:30 PM,06:53 AM,05:43 AM,07:00 PM,23,35,35,30,42,78,65,1.1,1005,30,9,246,26
2020-01-13 00:00:00,34,30,0.0,13.3,7,1,76,09:21 PM,07:57 AM,05:43 AM,07:00 PM,23,34,34,30,48,76,65,0.4,1004,30,10,212,33
2020-01-13 03:00:00,34,30,0.0,13.3,7,1,76,09:21 PM,07:57 AM,05:43 AM,07:00 PM,22,35,35,31,44,55,62,0.3,1002,31,10,188,28
2020-01-13 06:00:00,34,30,0.0,13.3,7,1,76,09:21 PM,07:57 AM,05:43 AM,07:00 PM,22,36,36,32,44,15,55,0.0,1002,32,10,159,29
2020-01-13 09:00:00,34,30,0.0,13.3,7,7,76,09:21 PM,07:57 AM,05:43 AM,07:00 PM,23,40,40,34,47,37,51,0.2,1003,34,10,113,35
2020-01-13 12:00:00,34,30,0.0,13.3,7,7,76,09:21 PM,07:57 AM,05:43 AM,07:00 PM,24,41,41,34,46,71,57,0.7,1003,34,10,72,37
2020-01-13 15:00:00,34,30,0.0,13.3,7,8,76,09:21 PM,07:57 AM,05:43 AM,07:00 PM,25,41,41,34,50,58,60,0.5,1003,34,9,59,41
2020-01-13 18:00:00,34,30,0.0,13.3,7,1,76,09:21 PM,07:57 AM,05:43 AM,07:00 PM,25,38,38,31,49,31,68,0.0,1003,31,10,58,41
2020-01-13 21:00:00,34,30,0.0,13.3,7,1,76,09:21 PM,07:57 AM,05:43 AM,07:00 PM,25,36,36,30,49,34,74,0.0,1005,30,10,60,36
2020-01-14 00:00:00,32,29,0.0,13.3,8,1,69,10:06 PM,09:01 AM,05:44 AM,07:00 PM,25,35,35,30,47,40,76,0.0,1005,30,10,55,34
2020-01-14 03:00:00,32,29,0.0,13.3,8,1,69,10:06 PM,09:01 AM,05:44 AM,07:00 PM,25,35,35,29,44,73,77,0.0,1004,29,10,48,32
2020-01-14 06:00:00,32,29,0.0,13.3,8,1,69,10:06 PM,09:01 AM,05:44 AM,07:00 PM,25,35,35,30,39,80,76,0.1,1005,30,10,43,30
2020-01-14 09:00:00,32,29,0.0,13.3,8,7,69,10:06 PM,09:01 AM,05:44 AM,07:00 PM,25,37,37,31,34,52,69,0.2,1007,31,10,36,28
2020-01-14 12:00:00,32,29,0.0,13.3,8,8,69,10:06 PM,09:01 AM,05:44 AM,07:00 PM,24,39,39,32,32,38,63,0.1,1008,32,10,30,28
2020-01-14 15:00:00,32,29,0.0,13.3,8,8,69,10:06 PM,09:01 AM,05:44 AM,07:00 PM,24,38,38,32,26,15,63,0.0,1007,32,10,14,22
2020-01-14 18:00:00,32,29,0.0,13.3,8,1,69,10:06 PM,09:01 AM,05:44 AM,07:00 PM,24,36,36,31,20,20,67,0.0,1007,31,10,11,17
2020-01-14 21:00:00,32,29,0.0,13.3,8,1,69,10:06 PM,09:01 AM,05:44 AM,07:00 PM,24,35,35,30,18,7,72,0.0,1009,30,10,26,13
2020-01-15 00:00:00,32,29,0.0,13.6,8,1,61,10:49 PM,10:02 AM,05:45 AM,07:00 PM,25,35,35,30,18,12,76,0.0,1009,30,10,24,13
2020-01-15 03:00:00,32,29,0.0,13.6,8,1,61,10:49 PM,10:02 AM,05:45 AM,07:00 PM,25,35,35,29,14,34,77,0.0,1009,29,10,99,10
2020-01-15 06:00:00,32,29,0.0,13.6,8,1,61,10:49 PM,10:02 AM,05:45 AM,07:00 PM,24,34,34,29,12,41,74,0.0,1009,29,10,271,9
2020-01-15 09:00:00,32,29,0.0,13.6,8,8,61,10:49 PM,10:02 AM,05:45 AM,07:00 PM,24,36,36,31,12,23,67,0.0,1010,31,10,263,9
2020-01-15 12:00:00,32,29,0.0,13.6,8,8,61,10:49 PM,10:02 AM,05:45 AM,07:00 PM,23,37,37,32,16,8,60,0.0,1009,32,10,340,14
2020-01-15 15:00:00,32,29,0.0,13.6,8,8,61,10:49 PM,10:02 AM,05:45 AM,07:00 PM,24,38,38,32,23,4,61,0.0,1008,32,10,324,19
2020-01-15 18:00:00,32,29,0.0,13.6,8,1,61,10:49 PM,10:02 AM,05:45 AM,07:00 PM,24,36,36,31,25,4,66,0.0,1008,31,10,303,21
2020-01-15 21:00:00,32,29,0.0,13.6,8,1,61,10:49 PM,10:02 AM,05:45 AM,07:00 PM,24,35,35,30,28,7,73,0.0,1009,30,10,282,22
2020-01-16 00:00:00,34,29,0.0,13.6,8,1,54,11:31 PM,11:03 AM,05:45 AM,07:00 PM,25,35,35,29,31,22,77,0.0,1009,29,10,257,23
2020-01-16 03:00:00,34,29,0.0,13.6,8,1,54,11:31 PM,11:03 AM,05:45 AM,07:00 PM,24,34,34,29,29,33,76,0.0,1009,29,10,235,21
2020-01-16 06:00:00,34,29,0.0,13.6,8,1,54,11:31 PM,11:03 AM,05:45 AM,07:00 PM,24,34,34,30,27,15,72,0.0,1009,30,10,227,20
2020-01-16 09:00:00,34,29,0.0,13.6,8,8,54,11:31 PM,11:03 AM,05:45 AM,07:00 PM,23,37,37,32,20,12,61,0.0,1010,32,10,226,16
2020-01-16 12:00:00,34,29,0.0,13.6,8,8,54,11:31 PM,11:03 AM,05:45 AM,07:00 PM,23,40,40,34,20,9,53,0.0,1009,34,10,257,17
2020-01-16 15:00:00,34,29,0.0,13.6,8,8,54,11:31 PM,11:03 AM,05:45 AM,07:00 PM,25,41,41,33,34,13,62,0.0,1007,33,10,293,30
2020-01-16 18:00:00,34,29,0.0,13.6,8,1,54,11:31 PM,11:03 AM,05:45 AM,07:00 PM,25,38,38,31,35,15,70,0.0,1007,31,10,282,29
2020-01-16 21:00:00,34,29,0.0,13.6,8,1,54,11:31 PM,11:03 AM,05:45 AM,07:00 PM,25,36,36,30,40,19,73,0.0,1008,30,10,262,30
2020-01-17 00:00:00,35,29,0.0,13.3,8,1,47,No moonrise,12:01 PM,05:46 AM,07:00 PM,24,34,34,30,42,22,71,0.0,1009,30,10,245,31
2020-01-17 03:00:00,35,29,0.0,13.3,8,1,47,No moonrise,12:01 PM,05:46 AM,07:00 PM,23,33,33,29,40,12,67,0.0,1008,29,10,241,29
2020-01-17 06:00:00,35,29,0.0,13.3,8,1,47,No moonrise,12:01 PM,05:46 AM,07:00 PM,22,33,33,30,35,13,63,0.0,1008,30,10,232,26
2020-01-17 09:00:00,35,29,0.0,13.3,8,8,47,No moonrise,12:01 PM,05:46 AM,07:00 PM,22,36,36,32,27,14,56,0.0,1008,32,10,233,23
2020-01-17 12:00:00,35,29,0.0,13.3,8,8,47,No moonrise,12:01 PM,05:46 AM,07:00 PM,22,40,40,35,27,13,49,0.0,1007,35,10,265,24
2020-01-17 15:00:00,35,29,0.0,13.3,8,7,47,No moonrise,12:01 PM,05:46 AM,07:00 PM,24,41,41,34,39,37,54,0.0,1006,34,10,276,34
2020-01-17 18:00:00,35,29,0.0,13.3,8,1,47,No moonrise,12:01 PM,05:46 AM,07:00 PM,24,39,39,32,33,61,62,0.1,1005,32,10,261,28
2020-01-17 21:00:00,35,29,0.0,13.3,8,1,47,No moonrise,12:01 PM,05:46 AM,07:00 PM,24,35,35,30,22,44,69,0.4,1007,30,10,228,16
2020-01-18 00:00:00,35,30,0.0,10.9,7,1,40,12:11 AM,01:00 PM,05:47 AM,07:00 PM,24,34,34,29,35,78,73,1.3,1007,29,9,223,25
2020-01-18 03:00:00,35,30,0.0,10.9,7,1,40,12:11 AM,01:00 PM,05:47 AM,07:00 PM,23,34,34,30,42,56,69,1.2,1006,30,10,258,30
2020-01-18 06:00:00,35,30,0.0,10.9,7,1,40,12:11 AM,01:00 PM,05:47 AM,07:00 PM,21,34,34,31,34,37,57,0.3,1007,31,10,241,24
2020-01-18 09:00:00,35,30,0.0,10.9,7,7,40,12:11 AM,01:00 PM,05:47 AM,07:00 PM,21,36,36,32,31,73,52,0.7,1007,32,9,239,24
2020-01-18 12:00:00,35,30,0.0,10.9,7,7,40,12:11 AM,01:00 PM,05:47 AM,07:00 PM,22,39,39,35,32,79,47,0.5,1006,35,9,256,26
2020-01-18 15:00:00,35,30,0.0,10.9,7,8,40,12:11 AM,01:00 PM,05:47 AM,07:00 PM,23,39,39,34,41,61,54,0.3,1004,34,9,281,35
2020-01-18 18:00:00,35,30,0.0,10.9,7,1,40,12:11 AM,01:00 PM,05:47 AM,07:00 PM,23,35,35,31,32,23,64,0.0,1004,31,10,232,28
2020-01-18 21:00:00,35,30,0.0,10.9,7,1,40,12:11 AM,01:00 PM,05:47 AM,07:00 PM,23,35,35,30,6,31,64,0.0,1006,30,10,149,5
2020-01-19 00:00:00,33,26,0.0,13.5,8,1,32,12:53 AM,01:58 PM,05:48 AM,07:00 PM,23,34,34,30,18,33,68,0.0,1007,30,10,208,13
2020-01-19 03:00:00,33,26,0.0,13.5,8,1,32,12:53 AM,01:58 PM,05:48 AM,07:00 PM,24,34,34,29,31,26,72,0.0,1005,29,10,272,22
2020-01-19 06:00:00,33,26,0.0,13.5,8,1,32,12:53 AM,01:58 PM,05:48 AM,07:00 PM,23,34,34,30,31,36,69,0.0,1005,30,10,255,23
2020-01-19 09:00:00,33,26,0.0,13.5,8,8,32,12:53 AM,01:58 PM,05:48 AM,07:00 PM,22,36,36,32,16,14,58,0.0,1006,32,10,178,13
2020-01-19 12:00:00,33,26,0.0,13.5,8,8,32,12:53 AM,01:58 PM,05:48 AM,07:00 PM,23,38,38,33,17,10,56,0.0,1006,33,10,51,14
2020-01-19 15:00:00,33,26,0.0,13.5,8,8,32,12:53 AM,01:58 PM,05:48 AM,07:00 PM,24,39,39,33,26,5,58,0.0,1004,33,10,127,22
2020-01-19 18:00:00,33,26,0.0,13.5,8,1,32,12:53 AM,01:58 PM,05:48 AM,07:00 PM,24,36,36,31,34,6,64,0.0,1005,31,10,283,28
2020-01-19 21:00:00,33,26,0.0,13.5,8,1,32,12:53 AM,01:58 PM,05:48 AM,07:00 PM,22,32,32,29,33,33,60,0.8,1007,29,10,200,23
2020-01-20 00:00:00,32,29,0.0,13.3,7,1,25,01:37 AM,02:57 PM,05:48 AM,07:00 PM,21,30,30,27,24,80,56,2.4,1007,27,9,238,16
2020-01-20 03:00:00,32,29,0.0,13.3,7,1,25,01:37 AM,02:57 PM,05:48 AM,07:00 PM,22,33,33,30,15,79,63,1.7,1005,30,8,224,10
2020-01-20 06:00:00,32,29,0.0,13.3,7,1,25,01:37 AM,02:57 PM,05:48 AM,07:00 PM,21,33,33,30,9,73,61,0.1,1006,30,10,259,6
2020-01-20 09:00:00,32,29,0.0,13.3,7,8,25,01:37 AM,02:57 PM,05:48 AM,07:00 PM,21,35,35,31,7,55,56,0.1,1007,31,10,349,6
2020-01-20 12:00:00,32,29,0.0,13.3,7,8,25,01:37 AM,02:57 PM,05:48 AM,07:00 PM,23,37,37,32,15,14,59,0.0,1006,32,10,325,13
2020-01-20 15:00:00,32,29,0.0,13.3,7,8,25,01:37 AM,02:57 PM,05:48 AM,07:00 PM,23,37,37,32,22,6,61,0.0,1006,32,10,300,19
2020-01-20 18:00:00,32,29,0.0,13.3,7,1,25,01:37 AM,02:57 PM,05:48 AM,07:00 PM,24,37,37,31,24,6,65,0.0,1005,31,10,294,20
2020-01-20 21:00:00,32,29,0.0,13.3,7,1,25,01:37 AM,02:57 PM,05:48 AM,07:00 PM,24,35,35,30,27,11,73,0.0,1007,30,10,285,20
2020-01-21 00:00:00,35,29,0.0,13.5,8,1,18,02:23 AM,03:56 PM,05:49 AM,07:00 PM,24,35,35,30,26,16,73,0.0,1007,30,10,239,19
2020-01-21 03:00:00,35,29,0.0,13.5,8,1,18,02:23 AM,03:56 PM,05:49 AM,07:00 PM,23,34,34,30,12,15,68,0.0,1007,30,10,204,8
2020-01-21 06:00:00,35,29,0.0,13.5,8,1,18,02:23 AM,03:56 PM,05:49 AM,07:00 PM,23,34,34,30,17,7,65,0.0,1007,30,10,260,12
2020-01-21 09:00:00,35,29,0.0,13.5,8,8,18,02:23 AM,03:56 PM,05:49 AM,07:00 PM,22,37,37,33,22,7,53,0.0,1008,33,10,251,17
2020-01-21 12:00:00,35,29,0.0,13.5,8,8,18,02:23 AM,03:56 PM,05:49 AM,07:00 PM,20,39,39,35,27,7,43,0.0,1007,35,10,274,23
